"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_wielorodzinnych_mc"
"32488",1011000,"Powiat poddębicki",2015,13
"32489",1012000,"Powiat radomszczański",2015,19.9
"32490",1013000,"Powiat rawski",2015,21
"32491",1014000,"Powiat sieradzki",2015,15.7
"32492",1015000,"Powiat skierniewicki",2015,0
"32493",1016000,"Powiat tomaszowski",2015,0
"32494",1017000,"Powiat wieluński",2015,48.5
"32495",1018000,"Powiat wieruszowski",2015,15.7
"32496",1019000,"Powiat zduńskowolski",2015,27
"32497",1020000,"Powiat zgierski",2015,33.1
"32498",1021000,"Powiat brzeziński",2015,13
"32499",1061000,"Powiat m.Łódź",2015,18.6
"32500",1062000,"Powiat m.Piotrków Trybunalski",2015,23.7
"32501",1063000,"Powiat m.Skierniewice",2015,0
"32502",1201000,"Powiat bocheński",2015,25
"32503",1202000,"Powiat brzeski",2015,19
"32504",1203000,"Powiat chrzanowski",2015,0
"32505",1204000,"Powiat dąbrowski",2015,0
"32506",1205000,"Powiat gorlicki",2015,0
"32507",1206000,"Powiat krakowski",2015,0
"32508",1207000,"Powiat limanowski",2015,0
"32509",1208000,"Powiat miechowski",2015,31
"32510",1209000,"Powiat myślenicki",2015,0
"32511",1210000,"Powiat nowosądecki",2015,0
"32512",1211000,"Powiat nowotarski",2015,42
"32513",1212000,"Powiat olkuski",2015,0
"32514",1213000,"Powiat oświęcimski",2015,12
"32515",1214000,"Powiat proszowicki",2015,0
"32516",1215000,"Powiat suski",2015,0
"32517",1216000,"Powiat tarnowski",2015,0
"32518",1217000,"Powiat tatrzański",2015,33.4
"32519",1218000,"Powiat wadowicki",2015,19
"32520",1219000,"Powiat wielicki",2015,15.4
"32521",1261000,"Powiat m.Kraków",2015,24.3
"32522",1262000,"Powiat m.Nowy Sącz",2015,22
"32523",1263000,"Powiat m.Tarnów",2015,22.6
"32524",1401000,"Powiat białobrzeski",2015,0
"32525",1402000,"Powiat ciechanowski",2015,17.9
"32526",1403000,"Powiat garwoliński",2015,17
"32527",1404000,"Powiat gostyniński",2015,21
"32528",1405000,"Powiat grodziski",2015,17.6
"32529",1406000,"Powiat grójecki",2015,19
"32530",1407000,"Powiat kozienicki",2015,13
"32531",1408000,"Powiat legionowski",2015,16.4
"32532",1409000,"Powiat lipski",2015,0
"32533",1410000,"Powiat łosicki",2015,10.5
"32534",1411000,"Powiat makowski",2015,0
"32535",1412000,"Powiat miński",2015,22.2
"32536",1413000,"Powiat mławski",2015,20.5
"32537",1414000,"Powiat nowodworski",2015,22
"32538",1415000,"Powiat ostrołęcki",2015,0
"32539",1416000,"Powiat ostrowski",2015,18
"32540",1417000,"Powiat otwocki",2015,28.7
"32541",1418000,"Powiat piaseczyński",2015,30.9
"32542",1419000,"Powiat płocki",2015,22
"32543",1420000,"Powiat płoński",2015,23.8
"32544",1421000,"Powiat pruszkowski",2015,0
"32545",1422000,"Powiat przasnyski",2015,19
"32546",1423000,"Powiat przysuski",2015,0
"32547",1424000,"Powiat pułtuski",2015,19.4
"32548",1425000,"Powiat radomski",2015,34
"32549",1426000,"Powiat siedlecki",2015,0
"32550",1427000,"Powiat sierpecki",2015,0
"32551",1428000,"Powiat sochaczewski",2015,0
"32552",1429000,"Powiat sokołowski",2015,0
"32553",1430000,"Powiat szydłowiecki",2015,0
"32554",1432000,"Powiat warszawski zachodni",2015,26.1
"32555",1433000,"Powiat węgrowski",2015,0
"32556",1434000,"Powiat wołomiński",2015,26.5
"32557",1435000,"Powiat wyszkowski",2015,14.8
"32558",1436000,"Powiat zwoleński",2015,0
"32559",1437000,"Powiat żuromiński",2015,0
"32560",1438000,"Powiat żyrardowski",2015,68.9
"32561",1461000,"Powiat m.Ostrołęka",2015,23.5
"32562",1462000,"Powiat m.Płock",2015,17.9
"32563",1463000,"Powiat m.Radom",2015,19.2
"32564",1464000,"Powiat m.Siedlce",2015,23.3
"32565",1465000,"Powiat m. st. Warszawa",2015,27.1
"32566",1601000,"Powiat brzeski",2015,17.3
"32567",1602000,"Powiat głubczycki",2015,0
"32568",1603000,"Powiat kędzierzyńsko-kozielski",2015,0
"32569",1604000,"Powiat kluczborski",2015,0
"32570",1605000,"Powiat krapkowicki",2015,0
"32571",1606000,"Powiat namysłowski",2015,12.3
"32572",1607000,"Powiat nyski",2015,0
"32573",1608000,"Powiat oleski",2015,0
"32574",1609000,"Powiat opolski",2015,0
"32575",1610000,"Powiat prudnicki",2015,15
"32576",1611000,"Powiat strzelecki",2015,29
"32577",1661000,"Powiat m.Opole",2015,16
"32578",1801000,"Powiat bieszczadzki",2015,0
"32579",1802000,"Powiat brzozowski",2015,29
"32580",1803000,"Powiat dębicki",2015,0
"32581",1804000,"Powiat jarosławski",2015,42
"32582",1805000,"Powiat jasielski",2015,0
"32583",1806000,"Powiat kolbuszowski",2015,0
"32584",1807000,"Powiat krośnieński",2015,0
"32585",1808000,"Powiat leżajski",2015,0
"32586",1809000,"Powiat lubaczowski",2015,0
"32587",1810000,"Powiat łańcucki",2015,0
"32588",1811000,"Powiat mielecki",2015,17.7
"32589",1812000,"Powiat niżański",2015,14.3
"32590",1813000,"Powiat przemyski",2015,90
"32591",1814000,"Powiat przeworski",2015,15
"32592",1815000,"Powiat ropczycko-sędziszowski",2015,14.2
"32593",1816000,"Powiat rzeszowski",2015,14.2
"32594",1817000,"Powiat sanocki",2015,0
"32595",1818000,"Powiat stalowowolski",2015,17
"32596",1819000,"Powiat strzyżowski",2015,0
"32597",1820000,"Powiat tarnobrzeski",2015,0
"32598",1821000,"Powiat leski",2015,0
"32599",1861000,"Powiat m.Krosno",2015,14.8
"32600",1862000,"Powiat m.Przemyśl",2015,21.6
"32601",1863000,"Powiat m.Rzeszów",2015,22.4
"32602",1864000,"Powiat m.Tarnobrzeg",2015,14.2
"32603",2001000,"Powiat augustowski",2015,34.2
"32604",2002000,"Powiat białostocki",2015,24.3
"32605",2003000,"Powiat bielski",2015,0
"32606",2004000,"Powiat grajewski",2015,13
"32607",2005000,"Powiat hajnowski",2015,0
"32608",2006000,"Powiat kolneński",2015,0
"32609",2007000,"Powiat łomżyński",2015,0
"32610",2008000,"Powiat moniecki",2015,0
"32611",2009000,"Powiat sejneński",2015,0
"32612",2010000,"Powiat siemiatycki",2015,0
"32613",2011000,"Powiat sokólski",2015,19
"32614",2012000,"Powiat suwalski",2015,17
"32615",2013000,"Powiat wysokomazowiecki",2015,0
"32616",2014000,"Powiat zambrowski",2015,23.9
"32617",2061000,"Powiat m.Białystok",2015,20.6
"32618",2062000,"Powiat m.Łomża",2015,15.1
"32619",2063000,"Powiat m.Suwałki",2015,19.4
"32620",2201000,"Powiat bytowski",2015,22.4
"32621",2202000,"Powiat chojnicki",2015,22.6
"32622",2203000,"Powiat człuchowski",2015,0
"32623",2204000,"Powiat gdański",2015,18
"32624",2205000,"Powiat kartuski",2015,31.2
"32625",2206000,"Powiat kościerski",2015,13
"32626",2207000,"Powiat kwidzyński",2015,13.5
"32627",2208000,"Powiat lęborski",2015,14.1
"32628",2209000,"Powiat malborski",2015,15.2
"32629",2210000,"Powiat nowodworski",2015,11.4
"32630",2211000,"Powiat pucki",2015,22.9
"32631",2212000,"Powiat słupski",2015,18.6
"32632",2213000,"Powiat starogardzki",2015,20
"32633",2214000,"Powiat tczewski",2015,16.2
"32634",2215000,"Powiat wejherowski",2015,19.8
"32635",2216000,"Powiat sztumski",2015,19
"32636",2261000,"Powiat m.Gdańsk",2015,17.2
"32637",2262000,"Powiat m.Gdynia",2015,25
"32638",2263000,"Powiat m.Słupsk",2015,17.1
"32639",2264000,"Powiat m.Sopot",2015,15.9
"32640",2401000,"Powiat będziński",2015,0
"32641",2402000,"Powiat bielski",2015,0
"32642",2403000,"Powiat cieszyński",2015,24.9
"32643",2404000,"Powiat częstochowski",2015,0
"32644",2405000,"Powiat gliwicki",2015,0
"32645",2406000,"Powiat kłobucki",2015,0
"32646",2407000,"Powiat lubliniecki",2015,0
"32647",2408000,"Powiat mikołowski",2015,25.1
"32648",2409000,"Powiat myszkowski",2015,0
"32649",2410000,"Powiat pszczyński",2015,13.5
"32650",2411000,"Powiat raciborski",2015,29
"32651",2412000,"Powiat rybnicki",2015,14
"32652",2413000,"Powiat tarnogórski",2015,19.7
"32653",2414000,"Powiat bieruńsko-lędziński",2015,0
"32654",2415000,"Powiat wodzisławski",2015,0
"32655",2416000,"Powiat zawierciański",2015,25
"32656",2417000,"Powiat żywiecki",2015,0
"32657",2461000,"Powiat m.Bielsko-Biała",2015,23.1
"32658",2462000,"Powiat m.Bytom",2015,10
"32659",2463000,"Powiat m.Chorzów",2015,17
"32660",2464000,"Powiat m.Częstochowa",2015,20.1
"32661",2465000,"Powiat m.Dąbrowa Górnicza",2015,19
"32662",2466000,"Powiat m.Gliwice",2015,19.2
"32663",2467000,"Powiat m.Jastrzębie-Zdrój",2015,0
"32664",2468000,"Powiat m.Jaworzno",2015,17
"32665",2469000,"Powiat m.Katowice",2015,21.5
"32666",2470000,"Powiat m.Mysłowice",2015,18
"32667",2471000,"Powiat m.Piekary Śląskie",2015,28
"32668",2472000,"Powiat m.Ruda Śląska",2015,42.3
"32669",2473000,"Powiat m.Rybnik",2015,16.4
"32670",2474000,"Powiat m.Siemianowice Śląskie",2015,0
"32671",2475000,"Powiat m.Sosnowiec",2015,0
"32672",2476000,"Powiat m.Świętochłowice",2015,13.6
"32673",2477000,"Powiat m.Tychy",2015,16.9
"32674",2478000,"Powiat m.Zabrze",2015,17.4
"32675",2479000,"Powiat m.Żory",2015,32.2
"32676",2601000,"Powiat buski",2015,0
"32677",2602000,"Powiat jędrzejowski",2015,0
"32678",2603000,"Powiat kazimierski",2015,0
"32679",2604000,"Powiat kielecki",2015,22
"32680",2605000,"Powiat konecki",2015,0
"32681",2606000,"Powiat opatowski",2015,0
"32682",2607000,"Powiat ostrowiecki",2015,0
"32683",2608000,"Powiat pińczowski",2015,0
"32684",2609000,"Powiat sandomierski",2015,0
"32685",2610000,"Powiat skarżyski",2015,27
"32686",2611000,"Powiat starachowicki",2015,26
"32687",2612000,"Powiat staszowski",2015,0
"32688",2613000,"Powiat włoszczowski",2015,0
"32689",2661000,"Powiat m.Kielce",2015,21.4
"32690",2801000,"Powiat bartoszycki",2015,0
"32691",2802000,"Powiat braniewski",2015,0
"32692",2803000,"Powiat działdowski",2015,14
"32693",2804000,"Powiat elbląski",2015,31
"32694",2805000,"Powiat ełcki",2015,16.3
"32695",2806000,"Powiat giżycki",2015,0
"32696",2807000,"Powiat iławski",2015,15.3
"32697",2808000,"Powiat kętrzyński",2015,0
"32698",2809000,"Powiat lidzbarski",2015,15
"32699",2810000,"Powiat mrągowski",2015,20.2
"32700",2811000,"Powiat nidzicki",2015,12
"32701",2812000,"Powiat nowomiejski",2015,0
"32702",2813000,"Powiat olecki",2015,15.7
"32703",2814000,"Powiat olsztyński",2015,19
"32704",2815000,"Powiat ostródzki",2015,13.8
"32705",2816000,"Powiat piski",2015,21.6
"32706",2817000,"Powiat szczycieński",2015,15
"32707",2818000,"Powiat gołdapski",2015,14
"32708",2819000,"Powiat węgorzewski",2015,0
"32709",2861000,"Powiat m.Elbląg",2015,16.9
"32710",2862000,"Powiat m.Olsztyn",2015,19.1
"32711",3001000,"Powiat chodzieski",2015,0
"32712",3002000,"Powiat czarnkowsko-trzcianecki",2015,26.3
"32713",3003000,"Powiat gnieźnieński",2015,15.8
"32714",3004000,"Powiat gostyński",2015,15.5
"32715",3005000,"Powiat grodziski",2015,29.7
"32716",3006000,"Powiat jarociński",2015,25.9
"32717",3007000,"Powiat kaliski",2015,0
"32718",3008000,"Powiat kępiński",2015,19
"32719",3009000,"Powiat kolski",2015,0
"32720",3010000,"Powiat koniński",2015,0
"32721",3011000,"Powiat kościański",2015,17.5
"32722",3012000,"Powiat krotoszyński",2015,25.4
"32723",3013000,"Powiat leszczyński",2015,21
"32724",3014000,"Powiat międzychodzki",2015,16.7
"32725",3015000,"Powiat nowotomyski",2015,16.4
"32726",3016000,"Powiat obornicki",2015,15
"32727",3017000,"Powiat ostrowski",2015,19.2
"32728",3018000,"Powiat ostrzeszowski",2015,20.1
"32729",3019000,"Powiat pilski",2015,15.4
"32730",3020000,"Powiat pleszewski",2015,14
"32731",3021000,"Powiat poznański",2015,25.3
"32732",3022000,"Powiat rawicki",2015,16
"32733",3023000,"Powiat słupecki",2015,14.8
"32734",3024000,"Powiat szamotulski",2015,25.4
"32735",3025000,"Powiat średzki",2015,30.8
"32736",3026000,"Powiat śremski",2015,22.4
"32737",3027000,"Powiat turecki",2015,0
"32738",3028000,"Powiat wągrowiecki",2015,14.6
"32739",3029000,"Powiat wolsztyński",2015,0
"32740",3030000,"Powiat wrzesiński",2015,20.9
"32741",3031000,"Powiat złotowski",2015,17.1
"32742",3061000,"Powiat m.Kalisz",2015,18.7
"32743",3062000,"Powiat m.Konin",2015,18
"32744",3063000,"Powiat m.Leszno",2015,18.5
"32745",3064000,"Powiat m.Poznań",2015,19.3
"32746",3201000,"Powiat białogardzki",2015,11.3
"32747",3202000,"Powiat choszczeński",2015,31.7
"32748",3203000,"Powiat drawski",2015,22
"32749",3204000,"Powiat goleniowski",2015,0
"32750",3205000,"Powiat gryficki",2015,0
"32751",3206000,"Powiat gryfiński",2015,0
"32752",3207000,"Powiat kamieński",2015,26.3
"32753",3208000,"Powiat kołobrzeski",2015,16.4
"32754",3209000,"Powiat koszaliński",2015,10
"32755",3210000,"Powiat myśliborski",2015,18.3
"32756",3211000,"Powiat policki",2015,27.8
"32757",3212000,"Powiat pyrzycki",2015,0
"32758",3213000,"Powiat sławieński",2015,20.1
"32759",3214000,"Powiat stargardzki",2015,17.2
"32760",3215000,"Powiat szczecinecki",2015,97
"32761",3216000,"Powiat świdwiński",2015,24
"32762",3217000,"Powiat wałecki",2015,10.1
"32763",3218000,"Powiat łobeski",2015,19
"32764",3261000,"Powiat m.Koszalin",2015,22.4
"32765",3262000,"Powiat m.Szczecin",2015,19.6
"32766",3263000,"Powiat m.Świnoujście",2015,24
"32767",201000,"Powiat bolesławiecki",2016,16.6
"32768",202000,"Powiat dzierżoniowski",2016,17.3
"32769",203000,"Powiat głogowski",2016,19.7
"32770",204000,"Powiat górowski",2016,0
"32771",205000,"Powiat jaworski",2016,0
"32772",206000,"Powiat jeleniogórski",2016,25.5
"32773",207000,"Powiat kamiennogórski",2016,0
"32774",208000,"Powiat kłodzki",2016,17.8
"32775",209000,"Powiat legnicki",2016,15
"32776",210000,"Powiat lubański",2016,23.2
"32777",211000,"Powiat lubiński",2016,23
"32778",212000,"Powiat lwówecki",2016,0
"32779",213000,"Powiat milicki",2016,19.1
"32780",214000,"Powiat oleśnicki",2016,32.6
"32781",215000,"Powiat oławski",2016,21.9
"32782",216000,"Powiat polkowicki",2016,0
"32783",217000,"Powiat strzeliński",2016,17
"32784",218000,"Powiat średzki",2016,19.6
"32785",219000,"Powiat świdnicki",2016,20
"32786",220000,"Powiat trzebnicki",2016,20.6
"32787",221000,"Powiat wałbrzyski",2016,0
"32788",222000,"Powiat wołowski",2016,23.3
"32789",223000,"Powiat wrocławski",2016,18.7
"32790",224000,"Powiat ząbkowicki",2016,10
"32791",225000,"Powiat zgorzelecki",2016,18.2
"32792",226000,"Powiat złotoryjski",2016,0
"32793",261000,"Powiat m.Jelenia Góra",2016,23.3
"32794",262000,"Powiat m.Legnica",2016,20.2
"32795",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"32796",264000,"Powiat m.Wrocław",2016,21.6
"32797",265000,"Powiat m.Wałbrzych od 2013",2016,26.6
"32798",401000,"Powiat aleksandrowski",2016,14.1
"32799",402000,"Powiat brodnicki",2016,16.9
"32800",403000,"Powiat bydgoski",2016,16.5
"32801",404000,"Powiat chełmiński",2016,13
"32802",405000,"Powiat golubsko-dobrzyński",2016,21.5
"32803",406000,"Powiat grudziądzki",2016,23
"32804",407000,"Powiat inowrocławski",2016,16.4
"32805",408000,"Powiat lipnowski",2016,0
"32806",409000,"Powiat mogileński",2016,0
"32807",410000,"Powiat nakielski",2016,17.1
"32808",411000,"Powiat radziejowski",2016,0
"32809",412000,"Powiat rypiński",2016,13
"32810",413000,"Powiat sępoleński",2016,26
"32811",414000,"Powiat świecki",2016,16
"32812",415000,"Powiat toruński",2016,13.9
"32813",416000,"Powiat tucholski",2016,22
"32814",417000,"Powiat wąbrzeski",2016,0
"32815",418000,"Powiat włocławski",2016,0
"32816",419000,"Powiat żniński",2016,0
"32817",461000,"Powiat m.Bydgoszcz",2016,20
"32818",462000,"Powiat m.Grudziądz",2016,7
"32819",463000,"Powiat m.Toruń",2016,16.4
"32820",464000,"Powiat m.Włocławek",2016,18.3
"32821",601000,"Powiat bialski",2016,16
"32822",602000,"Powiat biłgorajski",2016,12.4
"32823",603000,"Powiat chełmski",2016,0
"32824",604000,"Powiat hrubieszowski",2016,0
"32825",605000,"Powiat janowski",2016,0
"32826",606000,"Powiat krasnostawski",2016,0
"32827",607000,"Powiat kraśnicki",2016,18.6
"32828",608000,"Powiat lubartowski",2016,24.6
"32829",609000,"Powiat lubelski",2016,25.4
"32830",610000,"Powiat łęczyński",2016,20
"32831",611000,"Powiat łukowski",2016,16.4
"32832",612000,"Powiat opolski",2016,0
"32833",613000,"Powiat parczewski",2016,0
"32834",614000,"Powiat puławski",2016,18
"32835",615000,"Powiat radzyński",2016,14
"32836",616000,"Powiat rycki",2016,0
"32837",617000,"Powiat świdnicki",2016,28
"32838",618000,"Powiat tomaszowski",2016,18
"32839",619000,"Powiat włodawski",2016,23
"32840",620000,"Powiat zamojski",2016,0
"32841",661000,"Powiat m.Biała Podlaska",2016,20.5
"32842",662000,"Powiat m.Chełm",2016,15.3
"32843",663000,"Powiat m.Lublin",2016,24
"32844",664000,"Powiat m.Zamość",2016,13.6
"32845",801000,"Powiat gorzowski",2016,32
"32846",802000,"Powiat krośnieński",2016,0
"32847",803000,"Powiat międzyrzecki",2016,69
"32848",804000,"Powiat nowosolski",2016,14.9
"32849",805000,"Powiat słubicki",2016,29.5
"32850",806000,"Powiat strzelecko-drezdenecki",2016,18.5
"32851",807000,"Powiat sulęciński",2016,29
"32852",808000,"Powiat świebodziński",2016,22.5
"32853",809000,"Powiat zielonogórski",2016,12.2
"32854",810000,"Powiat żagański",2016,21
"32855",811000,"Powiat żarski",2016,26
"32856",812000,"Powiat wschowski",2016,72
"32857",861000,"Powiat m.Gorzów Wielkopolski",2016,25.4
"32858",862000,"Powiat m.Zielona Góra",2016,21.8
"32859",1001000,"Powiat bełchatowski",2016,0
"32860",1002000,"Powiat kutnowski",2016,13.8
"32861",1003000,"Powiat łaski",2016,13
"32862",1004000,"Powiat łęczycki",2016,0
"32863",1005000,"Powiat łowicki",2016,16.5
"32864",1006000,"Powiat łódzki wschodni",2016,0
"32865",1007000,"Powiat opoczyński",2016,0
"32866",1008000,"Powiat pabianicki",2016,16.8
"32867",1009000,"Powiat pajęczański",2016,0
"32868",1010000,"Powiat piotrkowski",2016,0
"32869",1011000,"Powiat poddębicki",2016,0
"32870",1012000,"Powiat radomszczański",2016,18.1
"32871",1013000,"Powiat rawski",2016,24
"32872",1014000,"Powiat sieradzki",2016,18.4
"32873",1015000,"Powiat skierniewicki",2016,0
"32874",1016000,"Powiat tomaszowski",2016,36.4
"32875",1017000,"Powiat wieluński",2016,35
"32876",1018000,"Powiat wieruszowski",2016,13
"32877",1019000,"Powiat zduńskowolski",2016,49
"32878",1020000,"Powiat zgierski",2016,17.4
"32879",1021000,"Powiat brzeziński",2016,0
"32880",1061000,"Powiat m.Łódź",2016,25.3
"32881",1062000,"Powiat m.Piotrków Trybunalski",2016,15.6
"32882",1063000,"Powiat m.Skierniewice",2016,0
"32883",1201000,"Powiat bocheński",2016,14
"32884",1202000,"Powiat brzeski",2016,24
"32885",1203000,"Powiat chrzanowski",2016,12
"32886",1204000,"Powiat dąbrowski",2016,0
"32887",1205000,"Powiat gorlicki",2016,0
"32888",1206000,"Powiat krakowski",2016,17
"32889",1207000,"Powiat limanowski",2016,0
"32890",1208000,"Powiat miechowski",2016,0
"32891",1209000,"Powiat myślenicki",2016,0
"32892",1210000,"Powiat nowosądecki",2016,0
"32893",1211000,"Powiat nowotarski",2016,30.8
"32894",1212000,"Powiat olkuski",2016,21
"32895",1213000,"Powiat oświęcimski",2016,14.9
"32896",1214000,"Powiat proszowicki",2016,0
"32897",1215000,"Powiat suski",2016,0
"32898",1216000,"Powiat tarnowski",2016,47
"32899",1217000,"Powiat tatrzański",2016,33.5
"32900",1218000,"Powiat wadowicki",2016,18.4
"32901",1219000,"Powiat wielicki",2016,13.5
"32902",1261000,"Powiat m.Kraków",2016,25
"32903",1262000,"Powiat m.Nowy Sącz",2016,18.1
"32904",1263000,"Powiat m.Tarnów",2016,22.5
"32905",1401000,"Powiat białobrzeski",2016,0
"32906",1402000,"Powiat ciechanowski",2016,14
"32907",1403000,"Powiat garwoliński",2016,20.5
"32908",1404000,"Powiat gostyniński",2016,0
"32909",1405000,"Powiat grodziski",2016,22.5
"32910",1406000,"Powiat grójecki",2016,23.5
"32911",1407000,"Powiat kozienicki",2016,0
"32912",1408000,"Powiat legionowski",2016,16.4
"32913",1409000,"Powiat lipski",2016,0
"32914",1410000,"Powiat łosicki",2016,0
"32915",1411000,"Powiat makowski",2016,15
"32916",1412000,"Powiat miński",2016,20.7
"32917",1413000,"Powiat mławski",2016,22.1
"32918",1414000,"Powiat nowodworski",2016,19.9
"32919",1415000,"Powiat ostrołęcki",2016,0
"32920",1416000,"Powiat ostrowski",2016,0
"32921",1417000,"Powiat otwocki",2016,23.1
"32922",1418000,"Powiat piaseczyński",2016,30.5
"32923",1419000,"Powiat płocki",2016,15
"32924",1420000,"Powiat płoński",2016,23.6
"32925",1421000,"Powiat pruszkowski",2016,0
"32926",1422000,"Powiat przasnyski",2016,16
"32927",1423000,"Powiat przysuski",2016,0
"32928",1424000,"Powiat pułtuski",2016,16.6
"32929",1425000,"Powiat radomski",2016,0
"32930",1426000,"Powiat siedlecki",2016,0
"32931",1427000,"Powiat sierpecki",2016,19
"32932",1428000,"Powiat sochaczewski",2016,0
"32933",1429000,"Powiat sokołowski",2016,27
"32934",1430000,"Powiat szydłowiecki",2016,80
"32935",1432000,"Powiat warszawski zachodni",2016,23.6
"32936",1433000,"Powiat węgrowski",2016,26
"32937",1434000,"Powiat wołomiński",2016,27.1
"32938",1435000,"Powiat wyszkowski",2016,20
"32939",1436000,"Powiat zwoleński",2016,0
"32940",1437000,"Powiat żuromiński",2016,20
"32941",1438000,"Powiat żyrardowski",2016,13
"32942",1461000,"Powiat m.Ostrołęka",2016,18
"32943",1462000,"Powiat m.Płock",2016,23.3
"32944",1463000,"Powiat m.Radom",2016,20.4
"32945",1464000,"Powiat m.Siedlce",2016,27.9
"32946",1465000,"Powiat m. st. Warszawa",2016,22
"32947",1601000,"Powiat brzeski",2016,12
"32948",1602000,"Powiat głubczycki",2016,0
"32949",1603000,"Powiat kędzierzyńsko-kozielski",2016,0
"32950",1604000,"Powiat kluczborski",2016,0
"32951",1605000,"Powiat krapkowicki",2016,0
"32952",1606000,"Powiat namysłowski",2016,14.8
"32953",1607000,"Powiat nyski",2016,0
"32954",1608000,"Powiat oleski",2016,20
"32955",1609000,"Powiat opolski",2016,43.8
"32956",1610000,"Powiat prudnicki",2016,0
"32957",1611000,"Powiat strzelecki",2016,0
"32958",1661000,"Powiat m.Opole",2016,16.5
"32959",1801000,"Powiat bieszczadzki",2016,0
"32960",1802000,"Powiat brzozowski",2016,0
"32961",1803000,"Powiat dębicki",2016,0
"32962",1804000,"Powiat jarosławski",2016,0
"32963",1805000,"Powiat jasielski",2016,0
"32964",1806000,"Powiat kolbuszowski",2016,19
"32965",1807000,"Powiat krośnieński",2016,0
"32966",1808000,"Powiat leżajski",2016,0
"32967",1809000,"Powiat lubaczowski",2016,0
"32968",1810000,"Powiat łańcucki",2016,0
"32969",1811000,"Powiat mielecki",2016,23.4
"32970",1812000,"Powiat niżański",2016,33
"32971",1813000,"Powiat przemyski",2016,0
"32972",1814000,"Powiat przeworski",2016,0
"32973",1815000,"Powiat ropczycko-sędziszowski",2016,12.8
"32974",1816000,"Powiat rzeszowski",2016,17.4
"32975",1817000,"Powiat sanocki",2016,13
"32976",1818000,"Powiat stalowowolski",2016,17.5
"32977",1819000,"Powiat strzyżowski",2016,0
"32978",1820000,"Powiat tarnobrzeski",2016,0
"32979",1821000,"Powiat leski",2016,0
"32980",1861000,"Powiat m.Krosno",2016,19.2
"32981",1862000,"Powiat m.Przemyśl",2016,14
"32982",1863000,"Powiat m.Rzeszów",2016,23
"32983",1864000,"Powiat m.Tarnobrzeg",2016,0
"32984",2001000,"Powiat augustowski",2016,0
"32985",2002000,"Powiat białostocki",2016,20.3
"32986",2003000,"Powiat bielski",2016,0
"32987",2004000,"Powiat grajewski",2016,18.3
"32988",2005000,"Powiat hajnowski",2016,0
"32989",2006000,"Powiat kolneński",2016,0
"32990",2007000,"Powiat łomżyński",2016,0
"32991",2008000,"Powiat moniecki",2016,0
"32992",2009000,"Powiat sejneński",2016,16
"32993",2010000,"Powiat siemiatycki",2016,16
"32994",2011000,"Powiat sokólski",2016,0
"32995",2012000,"Powiat suwalski",2016,0
"32996",2013000,"Powiat wysokomazowiecki",2016,0
"32997",2014000,"Powiat zambrowski",2016,13
"32998",2061000,"Powiat m.Białystok",2016,21.4
"32999",2062000,"Powiat m.Łomża",2016,17.7
"33000",2063000,"Powiat m.Suwałki",2016,23.8
"33001",2201000,"Powiat bytowski",2016,20.5
"33002",2202000,"Powiat chojnicki",2016,16.6
"33003",2203000,"Powiat człuchowski",2016,19.6
"33004",2204000,"Powiat gdański",2016,16
"33005",2205000,"Powiat kartuski",2016,0
"33006",2206000,"Powiat kościerski",2016,13
"33007",2207000,"Powiat kwidzyński",2016,19.2
"33008",2208000,"Powiat lęborski",2016,18.8
"33009",2209000,"Powiat malborski",2016,14.4
"33010",2210000,"Powiat nowodworski",2016,0
"33011",2211000,"Powiat pucki",2016,16.8
"33012",2212000,"Powiat słupski",2016,14.5
"33013",2213000,"Powiat starogardzki",2016,29.4
"33014",2214000,"Powiat tczewski",2016,16.4
"33015",2215000,"Powiat wejherowski",2016,19.6
"33016",2216000,"Powiat sztumski",2016,0
"33017",2261000,"Powiat m.Gdańsk",2016,20.5
"33018",2262000,"Powiat m.Gdynia",2016,22.1
"33019",2263000,"Powiat m.Słupsk",2016,19.5
"33020",2264000,"Powiat m.Sopot",2016,13.7
"33021",2401000,"Powiat będziński",2016,12
"33022",2402000,"Powiat bielski",2016,0
"33023",2403000,"Powiat cieszyński",2016,21.5
"33024",2404000,"Powiat częstochowski",2016,0
"33025",2405000,"Powiat gliwicki",2016,14.4
"33026",2406000,"Powiat kłobucki",2016,13
"33027",2407000,"Powiat lubliniecki",2016,37.8
"33028",2408000,"Powiat mikołowski",2016,17.7
"33029",2409000,"Powiat myszkowski",2016,0
"33030",2410000,"Powiat pszczyński",2016,17.6
"33031",2411000,"Powiat raciborski",2016,0
"33032",2412000,"Powiat rybnicki",2016,0
"33033",2413000,"Powiat tarnogórski",2016,12
"33034",2414000,"Powiat bieruńsko-lędziński",2016,0
"33035",2415000,"Powiat wodzisławski",2016,0
"33036",2416000,"Powiat zawierciański",2016,0
"33037",2417000,"Powiat żywiecki",2016,0
"33038",2461000,"Powiat m.Bielsko-Biała",2016,22.2
"33039",2462000,"Powiat m.Bytom",2016,8
"33040",2463000,"Powiat m.Chorzów",2016,21.6
"33041",2464000,"Powiat m.Częstochowa",2016,18.3
"33042",2465000,"Powiat m.Dąbrowa Górnicza",2016,17.2
