"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_wielorodzinnych_mc"
"29331",3215000,"Powiat szczecinecki",2006,NA
"29332",3216000,"Powiat świdwiński",2006,NA
"29333",3217000,"Powiat wałecki",2006,NA
"29334",3218000,"Powiat łobeski",2006,NA
"29335",3261000,"Powiat m.Koszalin",2006,NA
"29336",3262000,"Powiat m.Szczecin",2006,NA
"29337",3263000,"Powiat m.Świnoujście",2006,NA
"29338",201000,"Powiat bolesławiecki",2007,NA
"29339",202000,"Powiat dzierżoniowski",2007,NA
"29340",203000,"Powiat głogowski",2007,NA
"29341",204000,"Powiat górowski",2007,NA
"29342",205000,"Powiat jaworski",2007,NA
"29343",206000,"Powiat jeleniogórski",2007,NA
"29344",207000,"Powiat kamiennogórski",2007,NA
"29345",208000,"Powiat kłodzki",2007,NA
"29346",209000,"Powiat legnicki",2007,NA
"29347",210000,"Powiat lubański",2007,NA
"29348",211000,"Powiat lubiński",2007,NA
"29349",212000,"Powiat lwówecki",2007,NA
"29350",213000,"Powiat milicki",2007,NA
"29351",214000,"Powiat oleśnicki",2007,NA
"29352",215000,"Powiat oławski",2007,NA
"29353",216000,"Powiat polkowicki",2007,NA
"29354",217000,"Powiat strzeliński",2007,NA
"29355",218000,"Powiat średzki",2007,NA
"29356",219000,"Powiat świdnicki",2007,NA
"29357",220000,"Powiat trzebnicki",2007,NA
"29358",221000,"Powiat wałbrzyski",2007,NA
"29359",222000,"Powiat wołowski",2007,NA
"29360",223000,"Powiat wrocławski",2007,NA
"29361",224000,"Powiat ząbkowicki",2007,NA
"29362",225000,"Powiat zgorzelecki",2007,NA
"29363",226000,"Powiat złotoryjski",2007,NA
"29364",261000,"Powiat m.Jelenia Góra",2007,NA
"29365",262000,"Powiat m.Legnica",2007,NA
"29366",263000,"Powiat m.Wałbrzych do 2002",2007,NA
"29367",264000,"Powiat m.Wrocław",2007,NA
"29368",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"29369",401000,"Powiat aleksandrowski",2007,NA
"29370",402000,"Powiat brodnicki",2007,NA
"29371",403000,"Powiat bydgoski",2007,NA
"29372",404000,"Powiat chełmiński",2007,NA
"29373",405000,"Powiat golubsko-dobrzyński",2007,NA
"29374",406000,"Powiat grudziądzki",2007,NA
"29375",407000,"Powiat inowrocławski",2007,NA
"29376",408000,"Powiat lipnowski",2007,NA
"29377",409000,"Powiat mogileński",2007,NA
"29378",410000,"Powiat nakielski",2007,NA
"29379",411000,"Powiat radziejowski",2007,NA
"29380",412000,"Powiat rypiński",2007,NA
"29381",413000,"Powiat sępoleński",2007,NA
"29382",414000,"Powiat świecki",2007,NA
"29383",415000,"Powiat toruński",2007,NA
"29384",416000,"Powiat tucholski",2007,NA
"29385",417000,"Powiat wąbrzeski",2007,NA
"29386",418000,"Powiat włocławski",2007,NA
"29387",419000,"Powiat żniński",2007,NA
"29388",461000,"Powiat m.Bydgoszcz",2007,NA
"29389",462000,"Powiat m.Grudziądz",2007,NA
"29390",463000,"Powiat m.Toruń",2007,NA
"29391",464000,"Powiat m.Włocławek",2007,NA
"29392",601000,"Powiat bialski",2007,NA
"29393",602000,"Powiat biłgorajski",2007,NA
"29394",603000,"Powiat chełmski",2007,NA
"29395",604000,"Powiat hrubieszowski",2007,NA
"29396",605000,"Powiat janowski",2007,NA
"29397",606000,"Powiat krasnostawski",2007,NA
"29398",607000,"Powiat kraśnicki",2007,NA
"29399",608000,"Powiat lubartowski",2007,NA
"29400",609000,"Powiat lubelski",2007,NA
"29401",610000,"Powiat łęczyński",2007,NA
"29402",611000,"Powiat łukowski",2007,NA
"29403",612000,"Powiat opolski",2007,NA
"29404",613000,"Powiat parczewski",2007,NA
"29405",614000,"Powiat puławski",2007,NA
"29406",615000,"Powiat radzyński",2007,NA
"29407",616000,"Powiat rycki",2007,NA
"29408",617000,"Powiat świdnicki",2007,NA
"29409",618000,"Powiat tomaszowski",2007,NA
"29410",619000,"Powiat włodawski",2007,NA
"29411",620000,"Powiat zamojski",2007,NA
"29412",661000,"Powiat m.Biała Podlaska",2007,NA
"29413",662000,"Powiat m.Chełm",2007,NA
"29414",663000,"Powiat m.Lublin",2007,NA
"29415",664000,"Powiat m.Zamość",2007,NA
"29416",801000,"Powiat gorzowski",2007,NA
"29417",802000,"Powiat krośnieński",2007,NA
"29418",803000,"Powiat międzyrzecki",2007,NA
"29419",804000,"Powiat nowosolski",2007,NA
"29420",805000,"Powiat słubicki",2007,NA
"29421",806000,"Powiat strzelecko-drezdenecki",2007,NA
"29422",807000,"Powiat sulęciński",2007,NA
"29423",808000,"Powiat świebodziński",2007,NA
"29424",809000,"Powiat zielonogórski",2007,NA
"29425",810000,"Powiat żagański",2007,NA
"29426",811000,"Powiat żarski",2007,NA
"29427",812000,"Powiat wschowski",2007,NA
"29428",861000,"Powiat m.Gorzów Wielkopolski",2007,NA
"29429",862000,"Powiat m.Zielona Góra",2007,NA
"29430",1001000,"Powiat bełchatowski",2007,NA
"29431",1002000,"Powiat kutnowski",2007,NA
"29432",1003000,"Powiat łaski",2007,NA
"29433",1004000,"Powiat łęczycki",2007,NA
"29434",1005000,"Powiat łowicki",2007,NA
"29435",1006000,"Powiat łódzki wschodni",2007,NA
"29436",1007000,"Powiat opoczyński",2007,NA
"29437",1008000,"Powiat pabianicki",2007,NA
"29438",1009000,"Powiat pajęczański",2007,NA
"29439",1010000,"Powiat piotrkowski",2007,NA
"29440",1011000,"Powiat poddębicki",2007,NA
"29441",1012000,"Powiat radomszczański",2007,NA
"29442",1013000,"Powiat rawski",2007,NA
"29443",1014000,"Powiat sieradzki",2007,NA
"29444",1015000,"Powiat skierniewicki",2007,NA
"29445",1016000,"Powiat tomaszowski",2007,NA
"29446",1017000,"Powiat wieluński",2007,NA
"29447",1018000,"Powiat wieruszowski",2007,NA
"29448",1019000,"Powiat zduńskowolski",2007,NA
"29449",1020000,"Powiat zgierski",2007,NA
"29450",1021000,"Powiat brzeziński",2007,NA
"29451",1061000,"Powiat m.Łódź",2007,NA
"29452",1062000,"Powiat m.Piotrków Trybunalski",2007,NA
"29453",1063000,"Powiat m.Skierniewice",2007,NA
"29454",1201000,"Powiat bocheński",2007,NA
"29455",1202000,"Powiat brzeski",2007,NA
"29456",1203000,"Powiat chrzanowski",2007,NA
"29457",1204000,"Powiat dąbrowski",2007,NA
"29458",1205000,"Powiat gorlicki",2007,NA
"29459",1206000,"Powiat krakowski",2007,NA
"29460",1207000,"Powiat limanowski",2007,NA
"29461",1208000,"Powiat miechowski",2007,NA
"29462",1209000,"Powiat myślenicki",2007,NA
"29463",1210000,"Powiat nowosądecki",2007,NA
"29464",1211000,"Powiat nowotarski",2007,NA
"29465",1212000,"Powiat olkuski",2007,NA
"29466",1213000,"Powiat oświęcimski",2007,NA
"29467",1214000,"Powiat proszowicki",2007,NA
"29468",1215000,"Powiat suski",2007,NA
"29469",1216000,"Powiat tarnowski",2007,NA
"29470",1217000,"Powiat tatrzański",2007,NA
"29471",1218000,"Powiat wadowicki",2007,NA
"29472",1219000,"Powiat wielicki",2007,NA
"29473",1261000,"Powiat m.Kraków",2007,NA
"29474",1262000,"Powiat m.Nowy Sącz",2007,NA
"29475",1263000,"Powiat m.Tarnów",2007,NA
"29476",1401000,"Powiat białobrzeski",2007,NA
"29477",1402000,"Powiat ciechanowski",2007,NA
"29478",1403000,"Powiat garwoliński",2007,NA
"29479",1404000,"Powiat gostyniński",2007,NA
"29480",1405000,"Powiat grodziski",2007,NA
"29481",1406000,"Powiat grójecki",2007,NA
"29482",1407000,"Powiat kozienicki",2007,NA
"29483",1408000,"Powiat legionowski",2007,NA
"29484",1409000,"Powiat lipski",2007,NA
"29485",1410000,"Powiat łosicki",2007,NA
"29486",1411000,"Powiat makowski",2007,NA
"29487",1412000,"Powiat miński",2007,NA
"29488",1413000,"Powiat mławski",2007,NA
"29489",1414000,"Powiat nowodworski",2007,NA
"29490",1415000,"Powiat ostrołęcki",2007,NA
"29491",1416000,"Powiat ostrowski",2007,NA
"29492",1417000,"Powiat otwocki",2007,NA
"29493",1418000,"Powiat piaseczyński",2007,NA
"29494",1419000,"Powiat płocki",2007,NA
"29495",1420000,"Powiat płoński",2007,NA
"29496",1421000,"Powiat pruszkowski",2007,NA
"29497",1422000,"Powiat przasnyski",2007,NA
"29498",1423000,"Powiat przysuski",2007,NA
"29499",1424000,"Powiat pułtuski",2007,NA
"29500",1425000,"Powiat radomski",2007,NA
"29501",1426000,"Powiat siedlecki",2007,NA
"29502",1427000,"Powiat sierpecki",2007,NA
"29503",1428000,"Powiat sochaczewski",2007,NA
"29504",1429000,"Powiat sokołowski",2007,NA
"29505",1430000,"Powiat szydłowiecki",2007,NA
"29506",1432000,"Powiat warszawski zachodni",2007,NA
"29507",1433000,"Powiat węgrowski",2007,NA
"29508",1434000,"Powiat wołomiński",2007,NA
"29509",1435000,"Powiat wyszkowski",2007,NA
"29510",1436000,"Powiat zwoleński",2007,NA
"29511",1437000,"Powiat żuromiński",2007,NA
"29512",1438000,"Powiat żyrardowski",2007,NA
"29513",1461000,"Powiat m.Ostrołęka",2007,NA
"29514",1462000,"Powiat m.Płock",2007,NA
"29515",1463000,"Powiat m.Radom",2007,NA
"29516",1464000,"Powiat m.Siedlce",2007,NA
"29517",1465000,"Powiat m. st. Warszawa",2007,NA
"29518",1601000,"Powiat brzeski",2007,NA
"29519",1602000,"Powiat głubczycki",2007,NA
"29520",1603000,"Powiat kędzierzyńsko-kozielski",2007,NA
"29521",1604000,"Powiat kluczborski",2007,NA
"29522",1605000,"Powiat krapkowicki",2007,NA
"29523",1606000,"Powiat namysłowski",2007,NA
"29524",1607000,"Powiat nyski",2007,NA
"29525",1608000,"Powiat oleski",2007,NA
"29526",1609000,"Powiat opolski",2007,NA
"29527",1610000,"Powiat prudnicki",2007,NA
"29528",1611000,"Powiat strzelecki",2007,NA
"29529",1661000,"Powiat m.Opole",2007,NA
"29530",1801000,"Powiat bieszczadzki",2007,NA
"29531",1802000,"Powiat brzozowski",2007,NA
"29532",1803000,"Powiat dębicki",2007,NA
"29533",1804000,"Powiat jarosławski",2007,NA
"29534",1805000,"Powiat jasielski",2007,NA
"29535",1806000,"Powiat kolbuszowski",2007,NA
"29536",1807000,"Powiat krośnieński",2007,NA
"29537",1808000,"Powiat leżajski",2007,NA
"29538",1809000,"Powiat lubaczowski",2007,NA
"29539",1810000,"Powiat łańcucki",2007,NA
"29540",1811000,"Powiat mielecki",2007,NA
"29541",1812000,"Powiat niżański",2007,NA
"29542",1813000,"Powiat przemyski",2007,NA
"29543",1814000,"Powiat przeworski",2007,NA
"29544",1815000,"Powiat ropczycko-sędziszowski",2007,NA
"29545",1816000,"Powiat rzeszowski",2007,NA
"29546",1817000,"Powiat sanocki",2007,NA
"29547",1818000,"Powiat stalowowolski",2007,NA
"29548",1819000,"Powiat strzyżowski",2007,NA
"29549",1820000,"Powiat tarnobrzeski",2007,NA
"29550",1821000,"Powiat leski",2007,NA
"29551",1861000,"Powiat m.Krosno",2007,NA
"29552",1862000,"Powiat m.Przemyśl",2007,NA
"29553",1863000,"Powiat m.Rzeszów",2007,NA
"29554",1864000,"Powiat m.Tarnobrzeg",2007,NA
"29555",2001000,"Powiat augustowski",2007,NA
"29556",2002000,"Powiat białostocki",2007,NA
"29557",2003000,"Powiat bielski",2007,NA
"29558",2004000,"Powiat grajewski",2007,NA
"29559",2005000,"Powiat hajnowski",2007,NA
"29560",2006000,"Powiat kolneński",2007,NA
"29561",2007000,"Powiat łomżyński",2007,NA
"29562",2008000,"Powiat moniecki",2007,NA
"29563",2009000,"Powiat sejneński",2007,NA
"29564",2010000,"Powiat siemiatycki",2007,NA
"29565",2011000,"Powiat sokólski",2007,NA
"29566",2012000,"Powiat suwalski",2007,NA
"29567",2013000,"Powiat wysokomazowiecki",2007,NA
"29568",2014000,"Powiat zambrowski",2007,NA
"29569",2061000,"Powiat m.Białystok",2007,NA
"29570",2062000,"Powiat m.Łomża",2007,NA
"29571",2063000,"Powiat m.Suwałki",2007,NA
"29572",2201000,"Powiat bytowski",2007,NA
"29573",2202000,"Powiat chojnicki",2007,NA
"29574",2203000,"Powiat człuchowski",2007,NA
"29575",2204000,"Powiat gdański",2007,NA
"29576",2205000,"Powiat kartuski",2007,NA
"29577",2206000,"Powiat kościerski",2007,NA
"29578",2207000,"Powiat kwidzyński",2007,NA
"29579",2208000,"Powiat lęborski",2007,NA
"29580",2209000,"Powiat malborski",2007,NA
"29581",2210000,"Powiat nowodworski",2007,NA
"29582",2211000,"Powiat pucki",2007,NA
"29583",2212000,"Powiat słupski",2007,NA
"29584",2213000,"Powiat starogardzki",2007,NA
"29585",2214000,"Powiat tczewski",2007,NA
"29586",2215000,"Powiat wejherowski",2007,NA
"29587",2216000,"Powiat sztumski",2007,NA
"29588",2261000,"Powiat m.Gdańsk",2007,NA
"29589",2262000,"Powiat m.Gdynia",2007,NA
"29590",2263000,"Powiat m.Słupsk",2007,NA
"29591",2264000,"Powiat m.Sopot",2007,NA
"29592",2401000,"Powiat będziński",2007,NA
"29593",2402000,"Powiat bielski",2007,NA
"29594",2403000,"Powiat cieszyński",2007,NA
"29595",2404000,"Powiat częstochowski",2007,NA
"29596",2405000,"Powiat gliwicki",2007,NA
"29597",2406000,"Powiat kłobucki",2007,NA
"29598",2407000,"Powiat lubliniecki",2007,NA
"29599",2408000,"Powiat mikołowski",2007,NA
"29600",2409000,"Powiat myszkowski",2007,NA
"29601",2410000,"Powiat pszczyński",2007,NA
"29602",2411000,"Powiat raciborski",2007,NA
"29603",2412000,"Powiat rybnicki",2007,NA
"29604",2413000,"Powiat tarnogórski",2007,NA
"29605",2414000,"Powiat bieruńsko-lędziński",2007,NA
"29606",2415000,"Powiat wodzisławski",2007,NA
"29607",2416000,"Powiat zawierciański",2007,NA
"29608",2417000,"Powiat żywiecki",2007,NA
"29609",2461000,"Powiat m.Bielsko-Biała",2007,NA
"29610",2462000,"Powiat m.Bytom",2007,NA
"29611",2463000,"Powiat m.Chorzów",2007,NA
"29612",2464000,"Powiat m.Częstochowa",2007,NA
"29613",2465000,"Powiat m.Dąbrowa Górnicza",2007,NA
"29614",2466000,"Powiat m.Gliwice",2007,NA
"29615",2467000,"Powiat m.Jastrzębie-Zdrój",2007,NA
"29616",2468000,"Powiat m.Jaworzno",2007,NA
"29617",2469000,"Powiat m.Katowice",2007,NA
"29618",2470000,"Powiat m.Mysłowice",2007,NA
"29619",2471000,"Powiat m.Piekary Śląskie",2007,NA
"29620",2472000,"Powiat m.Ruda Śląska",2007,NA
"29621",2473000,"Powiat m.Rybnik",2007,NA
"29622",2474000,"Powiat m.Siemianowice Śląskie",2007,NA
"29623",2475000,"Powiat m.Sosnowiec",2007,NA
"29624",2476000,"Powiat m.Świętochłowice",2007,NA
"29625",2477000,"Powiat m.Tychy",2007,NA
"29626",2478000,"Powiat m.Zabrze",2007,NA
"29627",2479000,"Powiat m.Żory",2007,NA
"29628",2601000,"Powiat buski",2007,NA
"29629",2602000,"Powiat jędrzejowski",2007,NA
"29630",2603000,"Powiat kazimierski",2007,NA
"29631",2604000,"Powiat kielecki",2007,NA
"29632",2605000,"Powiat konecki",2007,NA
"29633",2606000,"Powiat opatowski",2007,NA
"29634",2607000,"Powiat ostrowiecki",2007,NA
"29635",2608000,"Powiat pińczowski",2007,NA
"29636",2609000,"Powiat sandomierski",2007,NA
"29637",2610000,"Powiat skarżyski",2007,NA
"29638",2611000,"Powiat starachowicki",2007,NA
"29639",2612000,"Powiat staszowski",2007,NA
"29640",2613000,"Powiat włoszczowski",2007,NA
"29641",2661000,"Powiat m.Kielce",2007,NA
"29642",2801000,"Powiat bartoszycki",2007,NA
"29643",2802000,"Powiat braniewski",2007,NA
"29644",2803000,"Powiat działdowski",2007,NA
"29645",2804000,"Powiat elbląski",2007,NA
"29646",2805000,"Powiat ełcki",2007,NA
"29647",2806000,"Powiat giżycki",2007,NA
"29648",2807000,"Powiat iławski",2007,NA
"29649",2808000,"Powiat kętrzyński",2007,NA
"29650",2809000,"Powiat lidzbarski",2007,NA
"29651",2810000,"Powiat mrągowski",2007,NA
"29652",2811000,"Powiat nidzicki",2007,NA
"29653",2812000,"Powiat nowomiejski",2007,NA
"29654",2813000,"Powiat olecki",2007,NA
"29655",2814000,"Powiat olsztyński",2007,NA
"29656",2815000,"Powiat ostródzki",2007,NA
"29657",2816000,"Powiat piski",2007,NA
"29658",2817000,"Powiat szczycieński",2007,NA
"29659",2818000,"Powiat gołdapski",2007,NA
"29660",2819000,"Powiat węgorzewski",2007,NA
"29661",2861000,"Powiat m.Elbląg",2007,NA
"29662",2862000,"Powiat m.Olsztyn",2007,NA
"29663",3001000,"Powiat chodzieski",2007,NA
"29664",3002000,"Powiat czarnkowsko-trzcianecki",2007,NA
"29665",3003000,"Powiat gnieźnieński",2007,NA
"29666",3004000,"Powiat gostyński",2007,NA
"29667",3005000,"Powiat grodziski",2007,NA
"29668",3006000,"Powiat jarociński",2007,NA
"29669",3007000,"Powiat kaliski",2007,NA
"29670",3008000,"Powiat kępiński",2007,NA
"29671",3009000,"Powiat kolski",2007,NA
"29672",3010000,"Powiat koniński",2007,NA
"29673",3011000,"Powiat kościański",2007,NA
"29674",3012000,"Powiat krotoszyński",2007,NA
"29675",3013000,"Powiat leszczyński",2007,NA
"29676",3014000,"Powiat międzychodzki",2007,NA
"29677",3015000,"Powiat nowotomyski",2007,NA
"29678",3016000,"Powiat obornicki",2007,NA
"29679",3017000,"Powiat ostrowski",2007,NA
"29680",3018000,"Powiat ostrzeszowski",2007,NA
"29681",3019000,"Powiat pilski",2007,NA
"29682",3020000,"Powiat pleszewski",2007,NA
"29683",3021000,"Powiat poznański",2007,NA
"29684",3022000,"Powiat rawicki",2007,NA
"29685",3023000,"Powiat słupecki",2007,NA
"29686",3024000,"Powiat szamotulski",2007,NA
"29687",3025000,"Powiat średzki",2007,NA
"29688",3026000,"Powiat śremski",2007,NA
"29689",3027000,"Powiat turecki",2007,NA
"29690",3028000,"Powiat wągrowiecki",2007,NA
"29691",3029000,"Powiat wolsztyński",2007,NA
"29692",3030000,"Powiat wrzesiński",2007,NA
"29693",3031000,"Powiat złotowski",2007,NA
"29694",3061000,"Powiat m.Kalisz",2007,NA
"29695",3062000,"Powiat m.Konin",2007,NA
"29696",3063000,"Powiat m.Leszno",2007,NA
"29697",3064000,"Powiat m.Poznań",2007,NA
"29698",3201000,"Powiat białogardzki",2007,NA
"29699",3202000,"Powiat choszczeński",2007,NA
"29700",3203000,"Powiat drawski",2007,NA
"29701",3204000,"Powiat goleniowski",2007,NA
"29702",3205000,"Powiat gryficki",2007,NA
"29703",3206000,"Powiat gryfiński",2007,NA
"29704",3207000,"Powiat kamieński",2007,NA
"29705",3208000,"Powiat kołobrzeski",2007,NA
"29706",3209000,"Powiat koszaliński",2007,NA
"29707",3210000,"Powiat myśliborski",2007,NA
"29708",3211000,"Powiat policki",2007,NA
"29709",3212000,"Powiat pyrzycki",2007,NA
"29710",3213000,"Powiat sławieński",2007,NA
"29711",3214000,"Powiat stargardzki",2007,NA
"29712",3215000,"Powiat szczecinecki",2007,NA
"29713",3216000,"Powiat świdwiński",2007,NA
"29714",3217000,"Powiat wałecki",2007,NA
"29715",3218000,"Powiat łobeski",2007,NA
"29716",3261000,"Powiat m.Koszalin",2007,NA
"29717",3262000,"Powiat m.Szczecin",2007,NA
"29718",3263000,"Powiat m.Świnoujście",2007,NA
"29719",201000,"Powiat bolesławiecki",2008,NA
"29720",202000,"Powiat dzierżoniowski",2008,NA
"29721",203000,"Powiat głogowski",2008,NA
"29722",204000,"Powiat górowski",2008,NA
"29723",205000,"Powiat jaworski",2008,NA
"29724",206000,"Powiat jeleniogórski",2008,NA
"29725",207000,"Powiat kamiennogórski",2008,NA
"29726",208000,"Powiat kłodzki",2008,NA
"29727",209000,"Powiat legnicki",2008,NA
"29728",210000,"Powiat lubański",2008,NA
"29729",211000,"Powiat lubiński",2008,NA
"29730",212000,"Powiat lwówecki",2008,NA
"29731",213000,"Powiat milicki",2008,NA
"29732",214000,"Powiat oleśnicki",2008,NA
"29733",215000,"Powiat oławski",2008,NA
"29734",216000,"Powiat polkowicki",2008,NA
"29735",217000,"Powiat strzeliński",2008,NA
"29736",218000,"Powiat średzki",2008,NA
"29737",219000,"Powiat świdnicki",2008,NA
"29738",220000,"Powiat trzebnicki",2008,NA
"29739",221000,"Powiat wałbrzyski",2008,NA
"29740",222000,"Powiat wołowski",2008,NA
"29741",223000,"Powiat wrocławski",2008,NA
"29742",224000,"Powiat ząbkowicki",2008,NA
"29743",225000,"Powiat zgorzelecki",2008,NA
"29744",226000,"Powiat złotoryjski",2008,NA
"29745",261000,"Powiat m.Jelenia Góra",2008,NA
"29746",262000,"Powiat m.Legnica",2008,NA
"29747",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"29748",264000,"Powiat m.Wrocław",2008,NA
"29749",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"29750",401000,"Powiat aleksandrowski",2008,NA
"29751",402000,"Powiat brodnicki",2008,NA
"29752",403000,"Powiat bydgoski",2008,NA
"29753",404000,"Powiat chełmiński",2008,NA
"29754",405000,"Powiat golubsko-dobrzyński",2008,NA
"29755",406000,"Powiat grudziądzki",2008,NA
"29756",407000,"Powiat inowrocławski",2008,NA
"29757",408000,"Powiat lipnowski",2008,NA
"29758",409000,"Powiat mogileński",2008,NA
"29759",410000,"Powiat nakielski",2008,NA
"29760",411000,"Powiat radziejowski",2008,NA
"29761",412000,"Powiat rypiński",2008,NA
"29762",413000,"Powiat sępoleński",2008,NA
"29763",414000,"Powiat świecki",2008,NA
"29764",415000,"Powiat toruński",2008,NA
"29765",416000,"Powiat tucholski",2008,NA
"29766",417000,"Powiat wąbrzeski",2008,NA
"29767",418000,"Powiat włocławski",2008,NA
"29768",419000,"Powiat żniński",2008,NA
"29769",461000,"Powiat m.Bydgoszcz",2008,NA
"29770",462000,"Powiat m.Grudziądz",2008,NA
"29771",463000,"Powiat m.Toruń",2008,NA
"29772",464000,"Powiat m.Włocławek",2008,NA
"29773",601000,"Powiat bialski",2008,NA
"29774",602000,"Powiat biłgorajski",2008,NA
"29775",603000,"Powiat chełmski",2008,NA
"29776",604000,"Powiat hrubieszowski",2008,NA
"29777",605000,"Powiat janowski",2008,NA
"29778",606000,"Powiat krasnostawski",2008,NA
"29779",607000,"Powiat kraśnicki",2008,NA
"29780",608000,"Powiat lubartowski",2008,NA
"29781",609000,"Powiat lubelski",2008,NA
"29782",610000,"Powiat łęczyński",2008,NA
"29783",611000,"Powiat łukowski",2008,NA
"29784",612000,"Powiat opolski",2008,NA
"29785",613000,"Powiat parczewski",2008,NA
"29786",614000,"Powiat puławski",2008,NA
"29787",615000,"Powiat radzyński",2008,NA
"29788",616000,"Powiat rycki",2008,NA
"29789",617000,"Powiat świdnicki",2008,NA
"29790",618000,"Powiat tomaszowski",2008,NA
"29791",619000,"Powiat włodawski",2008,NA
"29792",620000,"Powiat zamojski",2008,NA
"29793",661000,"Powiat m.Biała Podlaska",2008,NA
"29794",662000,"Powiat m.Chełm",2008,NA
"29795",663000,"Powiat m.Lublin",2008,NA
"29796",664000,"Powiat m.Zamość",2008,NA
"29797",801000,"Powiat gorzowski",2008,NA
"29798",802000,"Powiat krośnieński",2008,NA
"29799",803000,"Powiat międzyrzecki",2008,NA
"29800",804000,"Powiat nowosolski",2008,NA
"29801",805000,"Powiat słubicki",2008,NA
"29802",806000,"Powiat strzelecko-drezdenecki",2008,NA
"29803",807000,"Powiat sulęciński",2008,NA
"29804",808000,"Powiat świebodziński",2008,NA
"29805",809000,"Powiat zielonogórski",2008,NA
"29806",810000,"Powiat żagański",2008,NA
"29807",811000,"Powiat żarski",2008,NA
"29808",812000,"Powiat wschowski",2008,NA
"29809",861000,"Powiat m.Gorzów Wielkopolski",2008,NA
"29810",862000,"Powiat m.Zielona Góra",2008,NA
"29811",1001000,"Powiat bełchatowski",2008,NA
"29812",1002000,"Powiat kutnowski",2008,NA
"29813",1003000,"Powiat łaski",2008,NA
"29814",1004000,"Powiat łęczycki",2008,NA
"29815",1005000,"Powiat łowicki",2008,NA
"29816",1006000,"Powiat łódzki wschodni",2008,NA
"29817",1007000,"Powiat opoczyński",2008,NA
"29818",1008000,"Powiat pabianicki",2008,NA
"29819",1009000,"Powiat pajęczański",2008,NA
"29820",1010000,"Powiat piotrkowski",2008,NA
"29821",1011000,"Powiat poddębicki",2008,NA
"29822",1012000,"Powiat radomszczański",2008,NA
"29823",1013000,"Powiat rawski",2008,NA
"29824",1014000,"Powiat sieradzki",2008,NA
"29825",1015000,"Powiat skierniewicki",2008,NA
"29826",1016000,"Powiat tomaszowski",2008,NA
"29827",1017000,"Powiat wieluński",2008,NA
"29828",1018000,"Powiat wieruszowski",2008,NA
"29829",1019000,"Powiat zduńskowolski",2008,NA
"29830",1020000,"Powiat zgierski",2008,NA
"29831",1021000,"Powiat brzeziński",2008,NA
"29832",1061000,"Powiat m.Łódź",2008,NA
"29833",1062000,"Powiat m.Piotrków Trybunalski",2008,NA
"29834",1063000,"Powiat m.Skierniewice",2008,NA
"29835",1201000,"Powiat bocheński",2008,NA
"29836",1202000,"Powiat brzeski",2008,NA
"29837",1203000,"Powiat chrzanowski",2008,NA
"29838",1204000,"Powiat dąbrowski",2008,NA
"29839",1205000,"Powiat gorlicki",2008,NA
"29840",1206000,"Powiat krakowski",2008,NA
"29841",1207000,"Powiat limanowski",2008,NA
"29842",1208000,"Powiat miechowski",2008,NA
"29843",1209000,"Powiat myślenicki",2008,NA
"29844",1210000,"Powiat nowosądecki",2008,NA
"29845",1211000,"Powiat nowotarski",2008,NA
"29846",1212000,"Powiat olkuski",2008,NA
"29847",1213000,"Powiat oświęcimski",2008,NA
"29848",1214000,"Powiat proszowicki",2008,NA
"29849",1215000,"Powiat suski",2008,NA
"29850",1216000,"Powiat tarnowski",2008,NA
"29851",1217000,"Powiat tatrzański",2008,NA
"29852",1218000,"Powiat wadowicki",2008,NA
"29853",1219000,"Powiat wielicki",2008,NA
"29854",1261000,"Powiat m.Kraków",2008,NA
"29855",1262000,"Powiat m.Nowy Sącz",2008,NA
"29856",1263000,"Powiat m.Tarnów",2008,NA
"29857",1401000,"Powiat białobrzeski",2008,NA
"29858",1402000,"Powiat ciechanowski",2008,NA
"29859",1403000,"Powiat garwoliński",2008,NA
"29860",1404000,"Powiat gostyniński",2008,NA
"29861",1405000,"Powiat grodziski",2008,NA
"29862",1406000,"Powiat grójecki",2008,NA
"29863",1407000,"Powiat kozienicki",2008,NA
"29864",1408000,"Powiat legionowski",2008,NA
"29865",1409000,"Powiat lipski",2008,NA
"29866",1410000,"Powiat łosicki",2008,NA
"29867",1411000,"Powiat makowski",2008,NA
"29868",1412000,"Powiat miński",2008,NA
"29869",1413000,"Powiat mławski",2008,NA
"29870",1414000,"Powiat nowodworski",2008,NA
"29871",1415000,"Powiat ostrołęcki",2008,NA
"29872",1416000,"Powiat ostrowski",2008,NA
"29873",1417000,"Powiat otwocki",2008,NA
"29874",1418000,"Powiat piaseczyński",2008,NA
"29875",1419000,"Powiat płocki",2008,NA
"29876",1420000,"Powiat płoński",2008,NA
"29877",1421000,"Powiat pruszkowski",2008,NA
"29878",1422000,"Powiat przasnyski",2008,NA
"29879",1423000,"Powiat przysuski",2008,NA
"29880",1424000,"Powiat pułtuski",2008,NA
"29881",1425000,"Powiat radomski",2008,NA
"29882",1426000,"Powiat siedlecki",2008,NA
"29883",1427000,"Powiat sierpecki",2008,NA
"29884",1428000,"Powiat sochaczewski",2008,NA
"29885",1429000,"Powiat sokołowski",2008,NA
