"","Kod","Nazwa","rok","Lekarze_wskazniki_lekarze_personel_pracujacy_ogolem_na_10_tys_ludnosci_osoba"
"5862",1425000,"Powiat radomski",2013,15.2
"5863",1426000,"Powiat siedlecki",2013,2.3
"5864",1427000,"Powiat sierpecki",2013,21
"5865",1428000,"Powiat sochaczewski",2013,23.8
"5866",1429000,"Powiat sokołowski",2013,24
"5867",1430000,"Powiat szydłowiecki",2013,20.8
"5868",1432000,"Powiat warszawski zachodni",2013,39.6
"5869",1433000,"Powiat węgrowski",2013,13.8
"5870",1434000,"Powiat wołomiński",2013,25
"5871",1435000,"Powiat wyszkowski",2013,22.2
"5872",1436000,"Powiat zwoleński",2013,20.8
"5873",1437000,"Powiat żuromiński",2013,18.5
"5874",1438000,"Powiat żyrardowski",2013,31.4
"5875",1461000,"Powiat m.Ostrołęka",2013,70.5
"5876",1462000,"Powiat m.Płock",2013,75.3
"5877",1463000,"Powiat m.Radom",2013,61
"5878",1464000,"Powiat m.Siedlce",2013,83.8
"5879",1465000,"Powiat m. st. Warszawa",2013,109.7
"5880",1601000,"Powiat brzeski",2013,19.6
"5881",1602000,"Powiat głubczycki",2013,31.8
"5882",1603000,"Powiat kędzierzyńsko-kozielski",2013,30.6
"5883",1604000,"Powiat kluczborski",2013,25
"5884",1605000,"Powiat krapkowicki",2013,22
"5885",1606000,"Powiat namysłowski",2013,20.5
"5886",1607000,"Powiat nyski",2013,30.7
"5887",1608000,"Powiat oleski",2013,25.6
"5888",1609000,"Powiat opolski",2013,14.7
"5889",1610000,"Powiat prudnicki",2013,12.1
"5890",1611000,"Powiat strzelecki",2013,30.4
"5891",1661000,"Powiat m.Opole",2013,106.5
"5892",1801000,"Powiat bieszczadzki",2013,19.8
"5893",1802000,"Powiat brzozowski",2013,28.6
"5894",1803000,"Powiat dębicki",2013,18.3
"5895",1804000,"Powiat jarosławski",2013,27.5
"5896",1805000,"Powiat jasielski",2013,25.6
"5897",1806000,"Powiat kolbuszowski",2013,22.9
"5898",1807000,"Powiat krośnieński",2013,23.7
"5899",1808000,"Powiat leżajski",2013,26.9
"5900",1809000,"Powiat lubaczowski",2013,24.7
"5901",1810000,"Powiat łańcucki",2013,32.1
"5902",1811000,"Powiat mielecki",2013,30.6
"5903",1812000,"Powiat niżański",2013,17.5
"5904",1813000,"Powiat przemyski",2013,7.5
"5905",1814000,"Powiat przeworski",2013,18.2
"5906",1815000,"Powiat ropczycko-sędziszowski",2013,14.8
"5907",1816000,"Powiat rzeszowski",2013,16.2
"5908",1817000,"Powiat sanocki",2013,41
"5909",1818000,"Powiat stalowowolski",2013,34.7
"5910",1819000,"Powiat strzyżowski",2013,15
"5911",1820000,"Powiat tarnobrzeski",2013,31.5
"5912",1821000,"Powiat leski",2013,27.3
"5913",1861000,"Powiat m.Krosno",2013,100.4
"5914",1862000,"Powiat m.Przemyśl",2013,84.7
"5915",1863000,"Powiat m.Rzeszów",2013,138.2
"5916",1864000,"Powiat m.Tarnobrzeg",2013,52.5
"5917",2001000,"Powiat augustowski",2013,31.2
"5918",2002000,"Powiat białostocki",2013,21.5
"5919",2003000,"Powiat bielski",2013,23.8
"5920",2004000,"Powiat grajewski",2013,25.8
"5921",2005000,"Powiat hajnowski",2013,32.1
"5922",2006000,"Powiat kolneński",2013,21.7
"5923",2007000,"Powiat łomżyński",2013,2.5
"5924",2008000,"Powiat moniecki",2013,22.1
"5925",2009000,"Powiat sejneński",2013,23.5
"5926",2010000,"Powiat siemiatycki",2013,21.3
"5927",2011000,"Powiat sokólski",2013,19.6
"5928",2012000,"Powiat suwalski",2013,12
"5929",2013000,"Powiat wysokomazowiecki",2013,17.5
"5930",2014000,"Powiat zambrowski",2013,21.3
"5931",2061000,"Powiat m.Białystok",2013,118
"5932",2062000,"Powiat m.Łomża",2013,55
"5933",2063000,"Powiat m.Suwałki",2013,59.1
"5934",2201000,"Powiat bytowski",2013,15.7
"5935",2202000,"Powiat chojnicki",2013,31.2
"5936",2203000,"Powiat człuchowski",2013,10.8
"5937",2204000,"Powiat gdański",2013,10.5
"5938",2205000,"Powiat kartuski",2013,22.5
"5939",2206000,"Powiat kościerski",2013,39
"5940",2207000,"Powiat kwidzyński",2013,18.7
"5941",2208000,"Powiat lęborski",2013,25.3
"5942",2209000,"Powiat malborski",2013,38.4
"5943",2210000,"Powiat nowodworski",2013,19.8
"5944",2211000,"Powiat pucki",2013,24.3
"5945",2212000,"Powiat słupski",2013,10.1
"5946",2213000,"Powiat starogardzki",2013,36.8
"5947",2214000,"Powiat tczewski",2013,28.7
"5948",2215000,"Powiat wejherowski",2013,31.2
"5949",2216000,"Powiat sztumski",2013,27.8
"5950",2261000,"Powiat m.Gdańsk",2013,101.7
"5951",2262000,"Powiat m.Gdynia",2013,66
"5952",2263000,"Powiat m.Słupsk",2013,52.5
"5953",2264000,"Powiat m.Sopot",2013,78.6
"5954",2401000,"Powiat będziński",2013,37.2
"5955",2402000,"Powiat bielski",2013,13.8
"5956",2403000,"Powiat cieszyński",2013,44.1
"5957",2404000,"Powiat częstochowski",2013,17
"5958",2405000,"Powiat gliwicki",2013,38.8
"5959",2406000,"Powiat kłobucki",2013,17.8
"5960",2407000,"Powiat lubliniecki",2013,35.2
"5961",2408000,"Powiat mikołowski",2013,36.5
"5962",2409000,"Powiat myszkowski",2013,43.9
"5963",2410000,"Powiat pszczyński",2013,22.3
"5964",2411000,"Powiat raciborski",2013,35.9
"5965",2412000,"Powiat rybnicki",2013,8.7
"5966",2413000,"Powiat tarnogórski",2013,42.4
"5967",2414000,"Powiat bieruńsko-lędziński",2013,24.6
"5968",2415000,"Powiat wodzisławski",2013,19
"5969",2416000,"Powiat zawierciański",2013,30.6
"5970",2417000,"Powiat żywiecki",2013,20.4
"5971",2461000,"Powiat m.Bielsko-Biała",2013,76.1
"5972",2462000,"Powiat m.Bytom",2013,55.3
"5973",2463000,"Powiat m.Chorzów",2013,74.3
"5974",2464000,"Powiat m.Częstochowa",2013,81.2
"5975",2465000,"Powiat m.Dąbrowa Górnicza",2013,37.7
"5976",2466000,"Powiat m.Gliwice",2013,68
"5977",2467000,"Powiat m.Jastrzębie-Zdrój",2013,42.6
"5978",2468000,"Powiat m.Jaworzno",2013,42.5
"5979",2469000,"Powiat m.Katowice",2013,142
"5980",2470000,"Powiat m.Mysłowice",2013,36.3
"5981",2471000,"Powiat m.Piekary Śląskie",2013,77.2
"5982",2472000,"Powiat m.Ruda Śląska",2013,52.8
"5983",2473000,"Powiat m.Rybnik",2013,39.6
"5984",2474000,"Powiat m.Siemianowice Śląskie",2013,40.7
"5985",2475000,"Powiat m.Sosnowiec",2013,78
"5986",2476000,"Powiat m.Świętochłowice",2013,55.8
"5987",2477000,"Powiat m.Tychy",2013,67.5
"5988",2478000,"Powiat m.Zabrze",2013,74.1
"5989",2479000,"Powiat m.Żory",2013,41.6
"5990",2601000,"Powiat buski",2013,37.6
"5991",2602000,"Powiat jędrzejowski",2013,20
"5992",2603000,"Powiat kazimierski",2013,18.6
"5993",2604000,"Powiat kielecki",2013,20.3
"5994",2605000,"Powiat konecki",2013,32
"5995",2606000,"Powiat opatowski",2013,22
"5996",2607000,"Powiat ostrowiecki",2013,35.2
"5997",2608000,"Powiat pińczowski",2013,28.1
"5998",2609000,"Powiat sandomierski",2013,32.6
"5999",2610000,"Powiat skarżyski",2013,35.1
"6000",2611000,"Powiat starachowicki",2013,40.2
"6001",2612000,"Powiat staszowski",2013,30.6
"6002",2613000,"Powiat włoszczowski",2013,31.1
"6003",2661000,"Powiat m.Kielce",2013,118.5
"6004",2801000,"Powiat bartoszycki",2013,23.6
"6005",2802000,"Powiat braniewski",2013,30.7
"6006",2803000,"Powiat działdowski",2013,22.9
"6007",2804000,"Powiat elbląski",2013,19.4
"6008",2805000,"Powiat ełcki",2013,38.3
"6009",2806000,"Powiat giżycki",2013,30
"6010",2807000,"Powiat iławski",2013,20.7
"6011",2808000,"Powiat kętrzyński",2013,23.1
"6012",2809000,"Powiat lidzbarski",2013,23.2
"6013",2810000,"Powiat mrągowski",2013,25.3
"6014",2811000,"Powiat nidzicki",2013,24.2
"6015",2812000,"Powiat nowomiejski",2013,28
"6016",2813000,"Powiat olecki",2013,29.8
"6017",2814000,"Powiat olsztyński",2013,23.6
"6018",2815000,"Powiat ostródzki",2013,24.7
"6019",2816000,"Powiat piski",2013,19.9
"6020",2817000,"Powiat szczycieński",2013,20.1
"6021",2818000,"Powiat gołdapski",2013,22.9
"6022",2819000,"Powiat węgorzewski",2013,20.7
"6023",2861000,"Powiat m.Elbląg",2013,68.8
"6024",2862000,"Powiat m.Olsztyn",2013,100.2
"6025",3001000,"Powiat chodzieski",2013,14.7
"6026",3002000,"Powiat czarnkowsko-trzcianecki",2013,10.4
"6027",3003000,"Powiat gnieźnieński",2013,26.3
"6028",3004000,"Powiat gostyński",2013,15.7
"6029",3005000,"Powiat grodziski",2013,30.6
"6030",3006000,"Powiat jarociński",2013,17.5
"6031",3007000,"Powiat kaliski",2013,5.9
"6032",3008000,"Powiat kępiński",2013,15.3
"6033",3009000,"Powiat kolski",2013,11.6
"6034",3010000,"Powiat koniński",2013,2.6
"6035",3011000,"Powiat kościański",2013,27.9
"6036",3012000,"Powiat krotoszyński",2013,19.4
"6037",3013000,"Powiat leszczyński",2013,6.7
"6038",3014000,"Powiat międzychodzki",2013,3
"6039",3015000,"Powiat nowotomyski",2013,17.5
"6040",3016000,"Powiat obornicki",2013,32.7
"6041",3017000,"Powiat ostrowski",2013,21.9
"6042",3018000,"Powiat ostrzeszowski",2013,16
"6043",3019000,"Powiat pilski",2013,27.7
"6044",3020000,"Powiat pleszewski",2013,33.2
"6045",3021000,"Powiat poznański",2013,7.1
"6046",3022000,"Powiat rawicki",2013,25.8
"6047",3023000,"Powiat słupecki",2013,20.3
"6048",3024000,"Powiat szamotulski",2013,18.5
"6049",3025000,"Powiat średzki",2013,37.6
"6050",3026000,"Powiat śremski",2013,31
"6051",3027000,"Powiat turecki",2013,12.6
"6052",3028000,"Powiat wągrowiecki",2013,12.5
"6053",3029000,"Powiat wolsztyński",2013,19.7
"6054",3030000,"Powiat wrzesiński",2013,17.4
"6055",3031000,"Powiat złotowski",2013,13.1
"6056",3061000,"Powiat m.Kalisz",2013,46.3
"6057",3062000,"Powiat m.Konin",2013,69.5
"6058",3063000,"Powiat m.Leszno",2013,38.4
"6059",3064000,"Powiat m.Poznań",2013,90.6
"6060",3201000,"Powiat białogardzki",2013,28.4
"6061",3202000,"Powiat choszczeński",2013,16.2
"6062",3203000,"Powiat drawski",2013,21.2
"6063",3204000,"Powiat goleniowski",2013,25.8
"6064",3205000,"Powiat gryficki",2013,30.3
"6065",3206000,"Powiat gryfiński",2013,18.1
"6066",3207000,"Powiat kamieński",2013,29
"6067",3208000,"Powiat kołobrzeski",2013,49.6
"6068",3209000,"Powiat koszaliński",2013,6.4
"6069",3210000,"Powiat myśliborski",2013,29.4
"6070",3211000,"Powiat policki",2013,38.9
"6071",3212000,"Powiat pyrzycki",2013,30.6
"6072",3213000,"Powiat sławieński",2013,18.8
"6073",3214000,"Powiat stargardzki",2013,31.1
"6074",3215000,"Powiat szczecinecki",2013,31.2
"6075",3216000,"Powiat świdwiński",2013,23.5
"6076",3217000,"Powiat wałecki",2013,24.4
"6077",3218000,"Powiat łobeski",2013,12.4
"6078",3261000,"Powiat m.Koszalin",2013,58.3
"6079",3262000,"Powiat m.Szczecin",2013,87.4
"6080",3263000,"Powiat m.Świnoujście",2013,47.9
"6081",201000,"Powiat bolesławiecki",2014,27.2
"6082",202000,"Powiat dzierżoniowski",2014,31.4
"6083",203000,"Powiat głogowski",2014,31.4
"6084",204000,"Powiat górowski",2014,16.8
"6085",205000,"Powiat jaworski",2014,27.6
"6086",206000,"Powiat jeleniogórski",2014,23.4
"6087",207000,"Powiat kamiennogórski",2014,33.1
"6088",208000,"Powiat kłodzki",2014,40.5
"6089",209000,"Powiat legnicki",2014,19.1
"6090",210000,"Powiat lubański",2014,22.2
"6091",211000,"Powiat lubiński",2014,65.8
"6092",212000,"Powiat lwówecki",2014,18.1
"6093",213000,"Powiat milicki",2014,40.5
"6094",214000,"Powiat oleśnicki",2014,29.3
"6095",215000,"Powiat oławski",2014,28
"6096",216000,"Powiat polkowicki",2014,11.2
"6097",217000,"Powiat strzeliński",2014,26
"6098",218000,"Powiat średzki",2014,9.7
"6099",219000,"Powiat świdnicki",2014,40.1
"6100",220000,"Powiat trzebnicki",2014,41.4
"6101",221000,"Powiat wałbrzyski",2014,126.3
"6102",222000,"Powiat wołowski",2014,32.7
"6103",223000,"Powiat wrocławski",2014,20.5
"6104",224000,"Powiat ząbkowicki",2014,21.5
"6105",225000,"Powiat zgorzelecki",2014,28.1
"6106",226000,"Powiat złotoryjski",2014,35
"6107",261000,"Powiat m.Jelenia Góra",2014,62.2
"6108",262000,"Powiat m.Legnica",2014,54.5
"6109",264000,"Powiat m.Wrocław",2014,114.4
"6110",265000,"Powiat m.Wałbrzych od 2013",2014,2
"6111",401000,"Powiat aleksandrowski",2014,53.3
"6112",402000,"Powiat brodnicki",2014,20.4
"6113",403000,"Powiat bydgoski",2014,15.1
"6114",404000,"Powiat chełmiński",2014,19.2
"6115",405000,"Powiat golubsko-dobrzyński",2014,27.1
"6116",406000,"Powiat grudziądzki",2014,15.2
"6117",407000,"Powiat inowrocławski",2014,31.9
"6118",408000,"Powiat lipnowski",2014,26.7
"6119",409000,"Powiat mogileński",2014,21.1
"6120",410000,"Powiat nakielski",2014,25
"6121",411000,"Powiat radziejowski",2014,34.2
"6122",412000,"Powiat rypiński",2014,23.1
"6123",413000,"Powiat sępoleński",2014,33.9
"6124",414000,"Powiat świecki",2014,30.9
"6125",415000,"Powiat toruński",2014,13.3
"6126",416000,"Powiat tucholski",2014,25.2
"6127",417000,"Powiat wąbrzeski",2014,35.6
"6128",418000,"Powiat włocławski",2014,11.2
"6129",419000,"Powiat żniński",2014,26.6
"6130",461000,"Powiat m.Bydgoszcz",2014,102.9
"6131",462000,"Powiat m.Grudziądz",2014,60.4
"6132",463000,"Powiat m.Toruń",2014,66.2
"6133",464000,"Powiat m.Włocławek",2014,59
"6134",601000,"Powiat bialski",2014,12.9
"6135",602000,"Powiat biłgorajski",2014,13.5
"6136",603000,"Powiat chełmski",2014,5.4
"6137",604000,"Powiat hrubieszowski",2014,18.6
"6138",605000,"Powiat janowski",2014,40.8
"6139",606000,"Powiat krasnostawski",2014,29.7
"6140",607000,"Powiat kraśnicki",2014,28.7
"6141",608000,"Powiat lubartowski",2014,31.4
"6142",609000,"Powiat lubelski",2014,13.9
"6143",610000,"Powiat łęczyński",2014,50.6
"6144",611000,"Powiat łukowski",2014,22.8
"6145",612000,"Powiat opolski",2014,20
"6146",613000,"Powiat parczewski",2014,40.2
"6147",614000,"Powiat puławski",2014,60
"6148",615000,"Powiat radzyński",2014,30
"6149",616000,"Powiat rycki",2014,53.5
"6150",617000,"Powiat świdnicki",2014,32.6
"6151",618000,"Powiat tomaszowski",2014,24.7
"6152",619000,"Powiat włodawski",2014,52.7
"6153",620000,"Powiat zamojski",2014,11.3
"6154",661000,"Powiat m.Biała Podlaska",2014,65.9
"6155",662000,"Powiat m.Chełm",2014,64.5
"6156",663000,"Powiat m.Lublin",2014,193.3
"6157",664000,"Powiat m.Zamość",2014,116.8
"6158",801000,"Powiat gorzowski",2014,22.5
"6159",802000,"Powiat krośnieński",2014,29.9
"6160",803000,"Powiat międzyrzecki",2014,44.2
"6161",804000,"Powiat nowosolski",2014,45
"6162",805000,"Powiat słubicki",2014,20.5
"6163",806000,"Powiat strzelecko-drezdenecki",2014,25.9
"6164",807000,"Powiat sulęciński",2014,35
"6165",808000,"Powiat świebodziński",2014,49.3
"6166",809000,"Powiat zielonogórski",2014,21.3
"6167",810000,"Powiat żagański",2014,19.3
"6168",811000,"Powiat żarski",2014,35.9
"6169",812000,"Powiat wschowski",2014,27.4
"6170",861000,"Powiat m.Gorzów Wielkopolski",2014,68.5
"6171",862000,"Powiat m.Zielona Góra",2014,86.6
"6172",1001000,"Powiat bełchatowski",2014,42.2
"6173",1002000,"Powiat kutnowski",2014,35.5
"6174",1003000,"Powiat łaski",2014,42.3
"6175",1004000,"Powiat łęczycki",2014,47.2
"6176",1005000,"Powiat łowicki",2014,28.1
"6177",1006000,"Powiat łódzki wschodni",2014,35.8
"6178",1007000,"Powiat opoczyński",2014,21.5
"6179",1008000,"Powiat pabianicki",2014,66.7
"6180",1009000,"Powiat pajęczański",2014,17.8
"6181",1010000,"Powiat piotrkowski",2014,4.9
"6182",1011000,"Powiat poddębicki",2014,42.6
"6183",1012000,"Powiat radomszczański",2014,52.3
"6184",1013000,"Powiat rawski",2014,28.5
"6185",1014000,"Powiat sieradzki",2014,56.8
"6186",1015000,"Powiat skierniewicki",2014,10.7
"6187",1016000,"Powiat tomaszowski",2014,39.7
"6188",1017000,"Powiat wieluński",2014,46.3
"6189",1018000,"Powiat wieruszowski",2014,18.7
"6190",1019000,"Powiat zduńskowolski",2014,34.4
"6191",1020000,"Powiat zgierski",2014,47.3
"6192",1021000,"Powiat brzeziński",2014,76.9
"6193",1061000,"Powiat m.Łódź",2014,114.3
"6194",1062000,"Powiat m.Piotrków Trybunalski",2014,68.6
"6195",1063000,"Powiat m.Skierniewice",2014,82.8
"6196",1201000,"Powiat bocheński",2014,36.3
"6197",1202000,"Powiat brzeski",2014,27.3
"6198",1203000,"Powiat chrzanowski",2014,56.7
"6199",1204000,"Powiat dąbrowski",2014,25.9
"6200",1205000,"Powiat gorlicki",2014,34.4
"6201",1206000,"Powiat krakowski",2014,20
"6202",1207000,"Powiat limanowski",2014,28.7
"6203",1208000,"Powiat miechowski",2014,35.7
"6204",1209000,"Powiat myślenicki",2014,32.1
"6205",1210000,"Powiat nowosądecki",2014,20
"6206",1211000,"Powiat nowotarski",2014,38.6
"6207",1212000,"Powiat olkuski",2014,35.8
"6208",1213000,"Powiat oświęcimski",2014,34.9
"6209",1214000,"Powiat proszowicki",2014,31.2
"6210",1215000,"Powiat suski",2014,33.6
"6211",1216000,"Powiat tarnowski",2014,18.9
"6212",1217000,"Powiat tatrzański",2014,42.4
"6213",1218000,"Powiat wadowicki",2014,23.7
"6214",1219000,"Powiat wielicki",2014,24.1
"6215",1261000,"Powiat m.Kraków",2014,138.4
"6216",1262000,"Powiat m.Nowy Sącz",2014,87.1
"6217",1263000,"Powiat m.Tarnów",2014,121.8
"6218",1401000,"Powiat białobrzeski",2014,11
"6219",1402000,"Powiat ciechanowski",2014,46.2
"6220",1403000,"Powiat garwoliński",2014,29.1
"6221",1404000,"Powiat gostyniński",2014,48.5
"6222",1405000,"Powiat grodziski",2014,68.1
"6223",1406000,"Powiat grójecki",2014,35.3
"6224",1407000,"Powiat kozienicki",2014,34.8
"6225",1408000,"Powiat legionowski",2014,38.6
"6226",1409000,"Powiat lipski",2014,22.9
"6227",1410000,"Powiat łosicki",2014,54.1
"6228",1411000,"Powiat makowski",2014,22.6
"6229",1412000,"Powiat miński",2014,26.3
"6230",1413000,"Powiat mławski",2014,23
"6231",1414000,"Powiat nowodworski",2014,37.2
"6232",1415000,"Powiat ostrołęcki",2014,15.8
"6233",1416000,"Powiat ostrowski",2014,29.6
"6234",1417000,"Powiat otwocki",2014,67.9
"6235",1418000,"Powiat piaseczyński",2014,53.4
"6236",1419000,"Powiat płocki",2014,9.4
"6237",1420000,"Powiat płoński",2014,28
"6238",1421000,"Powiat pruszkowski",2014,44.8
"6239",1422000,"Powiat przasnyski",2014,24.7
"6240",1423000,"Powiat przysuski",2014,21.9
"6241",1424000,"Powiat pułtuski",2014,32.3
"6242",1425000,"Powiat radomski",2014,15.5
"6243",1426000,"Powiat siedlecki",2014,4.4
"6244",1427000,"Powiat sierpecki",2014,19.5
"6245",1428000,"Powiat sochaczewski",2014,33.8
"6246",1429000,"Powiat sokołowski",2014,22.7
"6247",1430000,"Powiat szydłowiecki",2014,20.8
"6248",1432000,"Powiat warszawski zachodni",2014,35.7
"6249",1433000,"Powiat węgrowski",2014,14.4
"6250",1434000,"Powiat wołomiński",2014,34
"6251",1435000,"Powiat wyszkowski",2014,28.1
"6252",1436000,"Powiat zwoleński",2014,21.1
"6253",1437000,"Powiat żuromiński",2014,22.8
"6254",1438000,"Powiat żyrardowski",2014,33.6
"6255",1461000,"Powiat m.Ostrołęka",2014,92.6
"6256",1462000,"Powiat m.Płock",2014,83.4
"6257",1463000,"Powiat m.Radom",2014,66.1
"6258",1464000,"Powiat m.Siedlce",2014,113.2
"6259",1465000,"Powiat m. st. Warszawa",2014,128.9
"6260",1601000,"Powiat brzeski",2014,23.6
"6261",1602000,"Powiat głubczycki",2014,31.7
"6262",1603000,"Powiat kędzierzyńsko-kozielski",2014,39
"6263",1604000,"Powiat kluczborski",2014,24.3
"6264",1605000,"Powiat krapkowicki",2014,21.9
"6265",1606000,"Powiat namysłowski",2014,18.5
"6266",1607000,"Powiat nyski",2014,31.7
"6267",1608000,"Powiat oleski",2014,25.5
"6268",1609000,"Powiat opolski",2014,11.3
"6269",1610000,"Powiat prudnicki",2014,9.7
"6270",1611000,"Powiat strzelecki",2014,30.5
"6271",1661000,"Powiat m.Opole",2014,110.6
"6272",1801000,"Powiat bieszczadzki",2014,25.3
"6273",1802000,"Powiat brzozowski",2014,33.4
"6274",1803000,"Powiat dębicki",2014,18.7
"6275",1804000,"Powiat jarosławski",2014,30.5
"6276",1805000,"Powiat jasielski",2014,26.5
"6277",1806000,"Powiat kolbuszowski",2014,22.5
"6278",1807000,"Powiat krośnieński",2014,22.7
"6279",1808000,"Powiat leżajski",2014,27.2
"6280",1809000,"Powiat lubaczowski",2014,32.3
"6281",1810000,"Powiat łańcucki",2014,37.4
"6282",1811000,"Powiat mielecki",2014,32.1
"6283",1812000,"Powiat niżański",2014,19.2
"6284",1813000,"Powiat przemyski",2014,7.8
"6285",1814000,"Powiat przeworski",2014,20.2
"6286",1815000,"Powiat ropczycko-sędziszowski",2014,14.8
"6287",1816000,"Powiat rzeszowski",2014,17.1
"6288",1817000,"Powiat sanocki",2014,31.6
"6289",1818000,"Powiat stalowowolski",2014,35.9
"6290",1819000,"Powiat strzyżowski",2014,19.2
"6291",1820000,"Powiat tarnobrzeski",2014,30.7
"6292",1821000,"Powiat leski",2014,24.2
"6293",1861000,"Powiat m.Krosno",2014,96.7
"6294",1862000,"Powiat m.Przemyśl",2014,81.3
"6295",1863000,"Powiat m.Rzeszów",2014,142.1
"6296",1864000,"Powiat m.Tarnobrzeg",2014,56.7
"6297",2001000,"Powiat augustowski",2014,31.2
"6298",2002000,"Powiat białostocki",2014,22.9
"6299",2003000,"Powiat bielski",2014,23.6
"6300",2004000,"Powiat grajewski",2014,25.1
"6301",2005000,"Powiat hajnowski",2014,30.7
"6302",2006000,"Powiat kolneński",2014,23.4
"6303",2007000,"Powiat łomżyński",2014,2.1
"6304",2008000,"Powiat moniecki",2014,22.5
"6305",2009000,"Powiat sejneński",2014,20.7
"6306",2010000,"Powiat siemiatycki",2014,21.1
"6307",2011000,"Powiat sokólski",2014,20.3
"6308",2012000,"Powiat suwalski",2014,14.2
"6309",2013000,"Powiat wysokomazowiecki",2014,17.4
"6310",2014000,"Powiat zambrowski",2014,24.5
"6311",2061000,"Powiat m.Białystok",2014,115.2
"6312",2062000,"Powiat m.Łomża",2014,60.8
"6313",2063000,"Powiat m.Suwałki",2014,56.1
"6314",2201000,"Powiat bytowski",2014,20.9
"6315",2202000,"Powiat chojnicki",2014,30.6
"6316",2203000,"Powiat człuchowski",2014,12.6
"6317",2204000,"Powiat gdański",2014,11.9
"6318",2205000,"Powiat kartuski",2014,25.4
"6319",2206000,"Powiat kościerski",2014,39.5
"6320",2207000,"Powiat kwidzyński",2014,23.9
"6321",2208000,"Powiat lęborski",2014,26.6
"6322",2209000,"Powiat malborski",2014,41.6
"6323",2210000,"Powiat nowodworski",2014,19.9
"6324",2211000,"Powiat pucki",2014,27.3
"6325",2212000,"Powiat słupski",2014,10.7
"6326",2213000,"Powiat starogardzki",2014,37.5
"6327",2214000,"Powiat tczewski",2014,31.3
"6328",2215000,"Powiat wejherowski",2014,30.8
"6329",2216000,"Powiat sztumski",2014,32
"6330",2261000,"Powiat m.Gdańsk",2014,104.9
"6331",2262000,"Powiat m.Gdynia",2014,70.9
"6332",2263000,"Powiat m.Słupsk",2014,55.3
"6333",2264000,"Powiat m.Sopot",2014,101.7
"6334",2401000,"Powiat będziński",2014,38.5
"6335",2402000,"Powiat bielski",2014,26.3
"6336",2403000,"Powiat cieszyński",2014,46
"6337",2404000,"Powiat częstochowski",2014,18.6
"6338",2405000,"Powiat gliwicki",2014,40
"6339",2406000,"Powiat kłobucki",2014,20.3
"6340",2407000,"Powiat lubliniecki",2014,38.8
"6341",2408000,"Powiat mikołowski",2014,31.4
"6342",2409000,"Powiat myszkowski",2014,48.8
"6343",2410000,"Powiat pszczyński",2014,29.5
"6344",2411000,"Powiat raciborski",2014,37.4
"6345",2412000,"Powiat rybnicki",2014,11.4
"6346",2413000,"Powiat tarnogórski",2014,47.1
"6347",2414000,"Powiat bieruńsko-lędziński",2014,29.6
"6348",2415000,"Powiat wodzisławski",2014,29.4
"6349",2416000,"Powiat zawierciański",2014,32.6
"6350",2417000,"Powiat żywiecki",2014,24.7
"6351",2461000,"Powiat m.Bielsko-Biała",2014,96.6
"6352",2462000,"Powiat m.Bytom",2014,55.5
"6353",2463000,"Powiat m.Chorzów",2014,82.4
"6354",2464000,"Powiat m.Częstochowa",2014,83.7
"6355",2465000,"Powiat m.Dąbrowa Górnicza",2014,47
"6356",2466000,"Powiat m.Gliwice",2014,69.6
"6357",2467000,"Powiat m.Jastrzębie-Zdrój",2014,46.3
"6358",2468000,"Powiat m.Jaworzno",2014,42.8
"6359",2469000,"Powiat m.Katowice",2014,149.8
"6360",2470000,"Powiat m.Mysłowice",2014,36.8
"6361",2471000,"Powiat m.Piekary Śląskie",2014,81.2
"6362",2472000,"Powiat m.Ruda Śląska",2014,56.2
"6363",2473000,"Powiat m.Rybnik",2014,42
"6364",2474000,"Powiat m.Siemianowice Śląskie",2014,53.9
"6365",2475000,"Powiat m.Sosnowiec",2014,78.8
"6366",2476000,"Powiat m.Świętochłowice",2014,50.3
"6367",2477000,"Powiat m.Tychy",2014,62
"6368",2478000,"Powiat m.Zabrze",2014,80.5
"6369",2479000,"Powiat m.Żory",2014,40.5
"6370",2601000,"Powiat buski",2014,36.9
"6371",2602000,"Powiat jędrzejowski",2014,20.7
"6372",2603000,"Powiat kazimierski",2014,17.3
"6373",2604000,"Powiat kielecki",2014,21.4
"6374",2605000,"Powiat konecki",2014,34
"6375",2606000,"Powiat opatowski",2014,23.8
"6376",2607000,"Powiat ostrowiecki",2014,31
"6377",2608000,"Powiat pińczowski",2014,27.5
"6378",2609000,"Powiat sandomierski",2014,33.9
"6379",2610000,"Powiat skarżyski",2014,36.1
"6380",2611000,"Powiat starachowicki",2014,42.5
"6381",2612000,"Powiat staszowski",2014,32.9
"6382",2613000,"Powiat włoszczowski",2014,28
"6383",2661000,"Powiat m.Kielce",2014,132.5
"6384",2801000,"Powiat bartoszycki",2014,24.1
"6385",2802000,"Powiat braniewski",2014,32
"6386",2803000,"Powiat działdowski",2014,23.8
"6387",2804000,"Powiat elbląski",2014,22.2
"6388",2805000,"Powiat ełcki",2014,40.5
"6389",2806000,"Powiat giżycki",2014,31.4
"6390",2807000,"Powiat iławski",2014,22.2
"6391",2808000,"Powiat kętrzyński",2014,24.3
"6392",2809000,"Powiat lidzbarski",2014,22.8
"6393",2810000,"Powiat mrągowski",2014,27.7
"6394",2811000,"Powiat nidzicki",2014,27.2
