"","Kod","Nazwa","rok","Lekarze_wskazniki_lekarze_personel_pracujacy_ogolem_na_10_tys_ludnosci_osoba"
"6933",1002000,"Powiat kutnowski",2016,41.7
"6934",1003000,"Powiat łaski",2016,46.1
"6935",1004000,"Powiat łęczycki",2016,48.5
"6936",1005000,"Powiat łowicki",2016,26.3
"6937",1006000,"Powiat łódzki wschodni",2016,34.9
"6938",1007000,"Powiat opoczyński",2016,24.7
"6939",1008000,"Powiat pabianicki",2016,58.5
"6940",1009000,"Powiat pajęczański",2016,13.5
"6941",1010000,"Powiat piotrkowski",2016,4.7
"6942",1011000,"Powiat poddębicki",2016,40.3
"6943",1012000,"Powiat radomszczański",2016,40.1
"6944",1013000,"Powiat rawski",2016,31.6
"6945",1014000,"Powiat sieradzki",2016,53.7
"6946",1015000,"Powiat skierniewicki",2016,5.8
"6947",1016000,"Powiat tomaszowski",2016,44
"6948",1017000,"Powiat wieluński",2016,39.9
"6949",1018000,"Powiat wieruszowski",2016,20.1
"6950",1019000,"Powiat zduńskowolski",2016,35.5
"6951",1020000,"Powiat zgierski",2016,49.2
"6952",1021000,"Powiat brzeziński",2016,95.8
"6953",1061000,"Powiat m.Łódź",2016,126.7
"6954",1062000,"Powiat m.Piotrków Trybunalski",2016,63.1
"6955",1063000,"Powiat m.Skierniewice",2016,95
"6956",1201000,"Powiat bocheński",2016,38.4
"6957",1202000,"Powiat brzeski",2016,30.5
"6958",1203000,"Powiat chrzanowski",2016,68.1
"6959",1204000,"Powiat dąbrowski",2016,30.3
"6960",1205000,"Powiat gorlicki",2016,35.2
"6961",1206000,"Powiat krakowski",2016,23.4
"6962",1207000,"Powiat limanowski",2016,29.1
"6963",1208000,"Powiat miechowski",2016,41.4
"6964",1209000,"Powiat myślenicki",2016,40.4
"6965",1210000,"Powiat nowosądecki",2016,22.3
"6966",1211000,"Powiat nowotarski",2016,47.1
"6967",1212000,"Powiat olkuski",2016,41.8
"6968",1213000,"Powiat oświęcimski",2016,35.6
"6969",1214000,"Powiat proszowicki",2016,30.2
"6970",1215000,"Powiat suski",2016,40.4
"6971",1216000,"Powiat tarnowski",2016,20.1
"6972",1217000,"Powiat tatrzański",2016,44.3
"6973",1218000,"Powiat wadowicki",2016,24.7
"6974",1219000,"Powiat wielicki",2016,23.8
"6975",1261000,"Powiat m.Kraków",2016,149.5
"6976",1262000,"Powiat m.Nowy Sącz",2016,88.8
"6977",1263000,"Powiat m.Tarnów",2016,129.1
"6978",1401000,"Powiat białobrzeski",2016,15.5
"6979",1402000,"Powiat ciechanowski",2016,43.5
"6980",1403000,"Powiat garwoliński",2016,30.3
"6981",1404000,"Powiat gostyniński",2016,25.2
"6982",1405000,"Powiat grodziski",2016,65.7
"6983",1406000,"Powiat grójecki",2016,30.9
"6984",1407000,"Powiat kozienicki",2016,34.7
"6985",1408000,"Powiat legionowski",2016,35
"6986",1409000,"Powiat lipski",2016,26.7
"6987",1410000,"Powiat łosicki",2016,53.6
"6988",1411000,"Powiat makowski",2016,26
"6989",1412000,"Powiat miński",2016,27.7
"6990",1413000,"Powiat mławski",2016,21
"6991",1414000,"Powiat nowodworski",2016,42.8
"6992",1415000,"Powiat ostrołęcki",2016,8.4
"6993",1416000,"Powiat ostrowski",2016,31.5
"6994",1417000,"Powiat otwocki",2016,69.8
"6995",1418000,"Powiat piaseczyński",2016,57.7
"6996",1419000,"Powiat płocki",2016,8.5
"6997",1420000,"Powiat płoński",2016,33.2
"6998",1421000,"Powiat pruszkowski",2016,40.4
"6999",1422000,"Powiat przasnyski",2016,32.8
"7000",1423000,"Powiat przysuski",2016,21.7
"7001",1424000,"Powiat pułtuski",2016,33.4
"7002",1425000,"Powiat radomski",2016,15.6
"7003",1426000,"Powiat siedlecki",2016,4
"7004",1427000,"Powiat sierpecki",2016,18
"7005",1428000,"Powiat sochaczewski",2016,34.6
"7006",1429000,"Powiat sokołowski",2016,24.2
"7007",1430000,"Powiat szydłowiecki",2016,21.7
"7008",1432000,"Powiat warszawski zachodni",2016,26.6
"7009",1433000,"Powiat węgrowski",2016,14.5
"7010",1434000,"Powiat wołomiński",2016,30.9
"7011",1435000,"Powiat wyszkowski",2016,27.3
"7012",1436000,"Powiat zwoleński",2016,24
"7013",1437000,"Powiat żuromiński",2016,19.7
"7014",1438000,"Powiat żyrardowski",2016,29.9
"7015",1461000,"Powiat m.Ostrołęka",2016,90
"7016",1462000,"Powiat m.Płock",2016,91.6
"7017",1463000,"Powiat m.Radom",2016,74.2
"7018",1464000,"Powiat m.Siedlce",2016,105.7
"7019",1465000,"Powiat m. st. Warszawa",2016,138.4
"7020",1601000,"Powiat brzeski",2016,21.5
"7021",1602000,"Powiat głubczycki",2016,28.6
"7022",1603000,"Powiat kędzierzyńsko-kozielski",2016,44
"7023",1604000,"Powiat kluczborski",2016,28.6
"7024",1605000,"Powiat krapkowicki",2016,23.6
"7025",1606000,"Powiat namysłowski",2016,18
"7026",1607000,"Powiat nyski",2016,35.2
"7027",1608000,"Powiat oleski",2016,27.5
"7028",1609000,"Powiat opolski",2016,14.7
"7029",1610000,"Powiat prudnicki",2016,16.6
"7030",1611000,"Powiat strzelecki",2016,30.6
"7031",1661000,"Powiat m.Opole",2016,133.5
"7032",1801000,"Powiat bieszczadzki",2016,26.8
"7033",1802000,"Powiat brzozowski",2016,36.7
"7034",1803000,"Powiat dębicki",2016,21.5
"7035",1804000,"Powiat jarosławski",2016,32.2
"7036",1805000,"Powiat jasielski",2016,28.8
"7037",1806000,"Powiat kolbuszowski",2016,24.8
"7038",1807000,"Powiat krośnieński",2016,23.6
"7039",1808000,"Powiat leżajski",2016,28.4
"7040",1809000,"Powiat lubaczowski",2016,24.3
"7041",1810000,"Powiat łańcucki",2016,42.8
"7042",1811000,"Powiat mielecki",2016,33.3
"7043",1812000,"Powiat niżański",2016,20.9
"7044",1813000,"Powiat przemyski",2016,5.9
"7045",1814000,"Powiat przeworski",2016,21.3
"7046",1815000,"Powiat ropczycko-sędziszowski",2016,15.7
"7047",1816000,"Powiat rzeszowski",2016,18.3
"7048",1817000,"Powiat sanocki",2016,31.1
"7049",1818000,"Powiat stalowowolski",2016,36.9
"7050",1819000,"Powiat strzyżowski",2016,18.6
"7051",1820000,"Powiat tarnobrzeski",2016,35
"7052",1821000,"Powiat leski",2016,33.3
"7053",1861000,"Powiat m.Krosno",2016,109.5
"7054",1862000,"Powiat m.Przemyśl",2016,82.5
"7055",1863000,"Powiat m.Rzeszów",2016,166.6
"7056",1864000,"Powiat m.Tarnobrzeg",2016,62.8
"7057",2001000,"Powiat augustowski",2016,43
"7058",2002000,"Powiat białostocki",2016,22.1
"7059",2003000,"Powiat bielski",2016,31
"7060",2004000,"Powiat grajewski",2016,26.4
"7061",2005000,"Powiat hajnowski",2016,32.8
"7062",2006000,"Powiat kolneński",2016,27.4
"7063",2007000,"Powiat łomżyński",2016,2.1
"7064",2008000,"Powiat moniecki",2016,22.1
"7065",2009000,"Powiat sejneński",2016,26
"7066",2010000,"Powiat siemiatycki",2016,22.4
"7067",2011000,"Powiat sokólski",2016,22.1
"7068",2012000,"Powiat suwalski",2016,11.4
"7069",2013000,"Powiat wysokomazowiecki",2016,24.4
"7070",2014000,"Powiat zambrowski",2016,26.3
"7071",2061000,"Powiat m.Białystok",2016,122.6
"7072",2062000,"Powiat m.Łomża",2016,66.1
"7073",2063000,"Powiat m.Suwałki",2016,59.6
"7074",2201000,"Powiat bytowski",2016,24.1
"7075",2202000,"Powiat chojnicki",2016,35.9
"7076",2203000,"Powiat człuchowski",2016,19.7
"7077",2204000,"Powiat gdański",2016,13.6
"7078",2205000,"Powiat kartuski",2016,24
"7079",2206000,"Powiat kościerski",2016,46.4
"7080",2207000,"Powiat kwidzyński",2016,30.3
"7081",2208000,"Powiat lęborski",2016,29.2
"7082",2209000,"Powiat malborski",2016,35.9
"7083",2210000,"Powiat nowodworski",2016,20.5
"7084",2211000,"Powiat pucki",2016,28.9
"7085",2212000,"Powiat słupski",2016,8.9
"7086",2213000,"Powiat starogardzki",2016,42
"7087",2214000,"Powiat tczewski",2016,40.8
"7088",2215000,"Powiat wejherowski",2016,34.8
"7089",2216000,"Powiat sztumski",2016,32.7
"7090",2261000,"Powiat m.Gdańsk",2016,112.1
"7091",2262000,"Powiat m.Gdynia",2016,79.6
"7092",2263000,"Powiat m.Słupsk",2016,64.6
"7093",2264000,"Powiat m.Sopot",2016,111.8
"7094",2401000,"Powiat będziński",2016,43.3
"7095",2402000,"Powiat bielski",2016,30.1
"7096",2403000,"Powiat cieszyński",2016,50.3
"7097",2404000,"Powiat częstochowski",2016,19.8
"7098",2405000,"Powiat gliwicki",2016,40.2
"7099",2406000,"Powiat kłobucki",2016,21.4
"7100",2407000,"Powiat lubliniecki",2016,39.4
"7101",2408000,"Powiat mikołowski",2016,38.2
"7102",2409000,"Powiat myszkowski",2016,48
"7103",2410000,"Powiat pszczyński",2016,33.7
"7104",2411000,"Powiat raciborski",2016,41.8
"7105",2412000,"Powiat rybnicki",2016,11.6
"7106",2413000,"Powiat tarnogórski",2016,58.3
"7107",2414000,"Powiat bieruńsko-lędziński",2016,23.5
"7108",2415000,"Powiat wodzisławski",2016,31.2
"7109",2416000,"Powiat zawierciański",2016,35
"7110",2417000,"Powiat żywiecki",2016,29.1
"7111",2461000,"Powiat m.Bielsko-Biała",2016,109.9
"7112",2462000,"Powiat m.Bytom",2016,63.8
"7113",2463000,"Powiat m.Chorzów",2016,88.1
"7114",2464000,"Powiat m.Częstochowa",2016,98.9
"7115",2465000,"Powiat m.Dąbrowa Górnicza",2016,48.6
"7116",2466000,"Powiat m.Gliwice",2016,75.2
"7117",2467000,"Powiat m.Jastrzębie-Zdrój",2016,53.1
"7118",2468000,"Powiat m.Jaworzno",2016,47.5
"7119",2469000,"Powiat m.Katowice",2016,176.3
"7120",2470000,"Powiat m.Mysłowice",2016,40.4
"7121",2471000,"Powiat m.Piekary Śląskie",2016,84.9
"7122",2472000,"Powiat m.Ruda Śląska",2016,59.6
"7123",2473000,"Powiat m.Rybnik",2016,53.4
"7124",2474000,"Powiat m.Siemianowice Śląskie",2016,55.8
"7125",2475000,"Powiat m.Sosnowiec",2016,73.5
"7126",2476000,"Powiat m.Świętochłowice",2016,68.9
"7127",2477000,"Powiat m.Tychy",2016,77.4
"7128",2478000,"Powiat m.Zabrze",2016,83.3
"7129",2479000,"Powiat m.Żory",2016,46.3
"7130",2601000,"Powiat buski",2016,43.7
"7131",2602000,"Powiat jędrzejowski",2016,21.9
"7132",2603000,"Powiat kazimierski",2016,17.5
"7133",2604000,"Powiat kielecki",2016,24.6
"7134",2605000,"Powiat konecki",2016,36.4
"7135",2606000,"Powiat opatowski",2016,21.4
"7136",2607000,"Powiat ostrowiecki",2016,38.1
"7137",2608000,"Powiat pińczowski",2016,32.9
"7138",2609000,"Powiat sandomierski",2016,36.3
"7139",2610000,"Powiat skarżyski",2016,42.3
"7140",2611000,"Powiat starachowicki",2016,42.6
"7141",2612000,"Powiat staszowski",2016,35.9
"7142",2613000,"Powiat włoszczowski",2016,28
"7143",2661000,"Powiat m.Kielce",2016,144.5
"7144",2801000,"Powiat bartoszycki",2016,27.5
"7145",2802000,"Powiat braniewski",2016,36.2
"7146",2803000,"Powiat działdowski",2016,26.8
"7147",2804000,"Powiat elbląski",2016,18.4
"7148",2805000,"Powiat ełcki",2016,42.7
"7149",2806000,"Powiat giżycki",2016,34.8
"7150",2807000,"Powiat iławski",2016,22.2
"7151",2808000,"Powiat kętrzyński",2016,23.6
"7152",2809000,"Powiat lidzbarski",2016,22.8
"7153",2810000,"Powiat mrągowski",2016,28.3
"7154",2811000,"Powiat nidzicki",2016,30.2
"7155",2812000,"Powiat nowomiejski",2016,25.4
"7156",2813000,"Powiat olecki",2016,28.3
"7157",2814000,"Powiat olsztyński",2016,25.3
"7158",2815000,"Powiat ostródzki",2016,22.7
"7159",2816000,"Powiat piski",2016,23.2
"7160",2817000,"Powiat szczycieński",2016,26.3
"7161",2818000,"Powiat gołdapski",2016,26.5
"7162",2819000,"Powiat węgorzewski",2016,22.8
"7163",2861000,"Powiat m.Elbląg",2016,81.1
"7164",2862000,"Powiat m.Olsztyn",2016,118.8
"7165",3001000,"Powiat chodzieski",2016,15.2
"7166",3002000,"Powiat czarnkowsko-trzcianecki",2016,8.2
"7167",3003000,"Powiat gnieźnieński",2016,24.8
"7168",3004000,"Powiat gostyński",2016,17.9
"7169",3005000,"Powiat grodziski",2016,42.4
"7170",3006000,"Powiat jarociński",2016,19.9
"7171",3007000,"Powiat kaliski",2016,5.8
"7172",3008000,"Powiat kępiński",2016,19.7
"7173",3009000,"Powiat kolski",2016,14.4
"7174",3010000,"Powiat koniński",2016,4.6
"7175",3011000,"Powiat kościański",2016,33.7
"7176",3012000,"Powiat krotoszyński",2016,20.6
"7177",3013000,"Powiat leszczyński",2016,6.7
"7178",3014000,"Powiat międzychodzki",2016,26.7
"7179",3015000,"Powiat nowotomyski",2016,21.8
"7180",3016000,"Powiat obornicki",2016,28.3
"7181",3017000,"Powiat ostrowski",2016,24.7
"7182",3018000,"Powiat ostrzeszowski",2016,14.1
"7183",3019000,"Powiat pilski",2016,20.9
"7184",3020000,"Powiat pleszewski",2016,34.8
"7185",3021000,"Powiat poznański",2016,16.8
"7186",3022000,"Powiat rawicki",2016,25
"7187",3023000,"Powiat słupecki",2016,20.5
"7188",3024000,"Powiat szamotulski",2016,23.6
"7189",3025000,"Powiat średzki",2016,11.6
"7190",3026000,"Powiat śremski",2016,27.5
"7191",3027000,"Powiat turecki",2016,16.1
"7192",3028000,"Powiat wągrowiecki",2016,17.6
"7193",3029000,"Powiat wolsztyński",2016,24.4
"7194",3030000,"Powiat wrzesiński",2016,33.6
"7195",3031000,"Powiat złotowski",2016,12.6
"7196",3061000,"Powiat m.Kalisz",2016,55.8
"7197",3062000,"Powiat m.Konin",2016,71.5
"7198",3063000,"Powiat m.Leszno",2016,54.2
"7199",3064000,"Powiat m.Poznań",2016,106.3
"7200",3201000,"Powiat białogardzki",2016,30
"7201",3202000,"Powiat choszczeński",2016,22.1
"7202",3203000,"Powiat drawski",2016,30.5
"7203",3204000,"Powiat goleniowski",2016,37
"7204",3205000,"Powiat gryficki",2016,29.8
"7205",3206000,"Powiat gryfiński",2016,19.6
"7206",3207000,"Powiat kamieński",2016,30.9
"7207",3208000,"Powiat kołobrzeski",2016,52.9
"7208",3209000,"Powiat koszaliński",2016,4.5
"7209",3210000,"Powiat myśliborski",2016,31.6
"7210",3211000,"Powiat policki",2016,38.3
"7211",3212000,"Powiat pyrzycki",2016,22
"7212",3213000,"Powiat sławieński",2016,26.5
"7213",3214000,"Powiat stargardzki",2016,31.3
"7214",3215000,"Powiat szczecinecki",2016,28.4
"7215",3216000,"Powiat świdwiński",2016,24.1
"7216",3217000,"Powiat wałecki",2016,26.3
"7217",3218000,"Powiat łobeski",2016,17.3
"7218",3261000,"Powiat m.Koszalin",2016,66.7
"7219",3262000,"Powiat m.Szczecin",2016,95.9
"7220",3263000,"Powiat m.Świnoujście",2016,53
"7221",201000,"Powiat bolesławiecki",2017,30.1
"7222",202000,"Powiat dzierżoniowski",2017,29.5
"7223",203000,"Powiat głogowski",2017,24.7
"7224",204000,"Powiat górowski",2017,14.7
"7225",205000,"Powiat jaworski",2017,28.3
"7226",206000,"Powiat jeleniogórski",2017,27.6
"7227",207000,"Powiat kamiennogórski",2017,31.8
"7228",208000,"Powiat kłodzki",2017,38.8
"7229",209000,"Powiat legnicki",2017,13.6
"7230",210000,"Powiat lubański",2017,22.5
"7231",211000,"Powiat lubiński",2017,69.7
"7232",212000,"Powiat lwówecki",2017,19.4
"7233",213000,"Powiat milicki",2017,40.9
"7234",214000,"Powiat oleśnicki",2017,28.2
"7235",215000,"Powiat oławski",2017,30.7
"7236",216000,"Powiat polkowicki",2017,12.1
"7237",217000,"Powiat strzeliński",2017,30.5
"7238",218000,"Powiat średzki",2017,2.8
"7239",219000,"Powiat świdnicki",2017,37.1
"7240",220000,"Powiat trzebnicki",2017,35
"7241",221000,"Powiat wałbrzyski",2017,22.5
"7242",222000,"Powiat wołowski",2017,38.4
"7243",223000,"Powiat wrocławski",2017,18
"7244",224000,"Powiat ząbkowicki",2017,25
"7245",225000,"Powiat zgorzelecki",2017,32.2
"7246",226000,"Powiat złotoryjski",2017,35.8
"7247",261000,"Powiat m.Jelenia Góra",2017,87.4
"7248",262000,"Powiat m.Legnica",2017,52.5
"7249",264000,"Powiat m.Wrocław",2017,118.2
"7250",265000,"Powiat m.Wałbrzych od 2013",2017,48.9
"7251",401000,"Powiat aleksandrowski",2017,61.4
"7252",402000,"Powiat brodnicki",2017,24.3
"7253",403000,"Powiat bydgoski",2017,20.8
"7254",404000,"Powiat chełmiński",2017,21
"7255",405000,"Powiat golubsko-dobrzyński",2017,28
"7256",406000,"Powiat grudziądzki",2017,14.9
"7257",407000,"Powiat inowrocławski",2017,33.8
"7258",408000,"Powiat lipnowski",2017,23
"7259",409000,"Powiat mogileński",2017,22.6
"7260",410000,"Powiat nakielski",2017,28.2
"7261",411000,"Powiat radziejowski",2017,40.1
"7262",412000,"Powiat rypiński",2017,30.7
"7263",413000,"Powiat sępoleński",2017,37.9
"7264",414000,"Powiat świecki",2017,30.7
"7265",415000,"Powiat toruński",2017,13.2
"7266",416000,"Powiat tucholski",2017,30.1
"7267",417000,"Powiat wąbrzeski",2017,29.8
"7268",418000,"Powiat włocławski",2017,15.2
"7269",419000,"Powiat żniński",2017,30.6
"7270",461000,"Powiat m.Bydgoszcz",2017,131.6
"7271",462000,"Powiat m.Grudziądz",2017,69.4
"7272",463000,"Powiat m.Toruń",2017,78.7
"7273",464000,"Powiat m.Włocławek",2017,65.1
"7274",601000,"Powiat bialski",2017,12.4
"7275",602000,"Powiat biłgorajski",2017,12
"7276",603000,"Powiat chełmski",2017,5.1
"7277",604000,"Powiat hrubieszowski",2017,15.7
"7278",605000,"Powiat janowski",2017,41.2
"7279",606000,"Powiat krasnostawski",2017,30.3
"7280",607000,"Powiat kraśnicki",2017,35.1
"7281",608000,"Powiat lubartowski",2017,33.2
"7282",609000,"Powiat lubelski",2017,14
"7283",610000,"Powiat łęczyński",2017,59.3
"7284",611000,"Powiat łukowski",2017,22.6
"7285",612000,"Powiat opolski",2017,48.1
"7286",613000,"Powiat parczewski",2017,44.1
"7287",614000,"Powiat puławski",2017,48.2
"7288",615000,"Powiat radzyński",2017,34.5
"7289",616000,"Powiat rycki",2017,54.6
"7290",617000,"Powiat świdnicki",2017,36.6
"7291",618000,"Powiat tomaszowski",2017,24.6
"7292",619000,"Powiat włodawski",2017,55.3
"7293",620000,"Powiat zamojski",2017,11.1
"7294",661000,"Powiat m.Biała Podlaska",2017,73
"7295",662000,"Powiat m.Chełm",2017,50.1
"7296",663000,"Powiat m.Lublin",2017,204.8
"7297",664000,"Powiat m.Zamość",2017,127.1
"7298",801000,"Powiat gorzowski",2017,29.4
"7299",802000,"Powiat krośnieński",2017,28.6
"7300",803000,"Powiat międzyrzecki",2017,47.9
"7301",804000,"Powiat nowosolski",2017,47.5
"7302",805000,"Powiat słubicki",2017,21.9
"7303",806000,"Powiat strzelecko-drezdenecki",2017,30.4
"7304",807000,"Powiat sulęciński",2017,32.2
"7305",808000,"Powiat świebodziński",2017,58.7
"7306",809000,"Powiat zielonogórski",2017,29.2
"7307",810000,"Powiat żagański",2017,18.5
"7308",811000,"Powiat żarski",2017,37.6
"7309",812000,"Powiat wschowski",2017,29.6
"7310",861000,"Powiat m.Gorzów Wielkopolski",2017,74.9
"7311",862000,"Powiat m.Zielona Góra",2017,75.2
"7312",1001000,"Powiat bełchatowski",2017,53.3
"7313",1002000,"Powiat kutnowski",2017,44
"7314",1003000,"Powiat łaski",2017,46.2
"7315",1004000,"Powiat łęczycki",2017,42.6
"7316",1005000,"Powiat łowicki",2017,23.9
"7317",1006000,"Powiat łódzki wschodni",2017,28.5
"7318",1007000,"Powiat opoczyński",2017,25.6
"7319",1008000,"Powiat pabianicki",2017,60.3
"7320",1009000,"Powiat pajęczański",2017,13.5
"7321",1010000,"Powiat piotrkowski",2017,5.3
"7322",1011000,"Powiat poddębicki",2017,42.5
"7323",1012000,"Powiat radomszczański",2017,41.3
"7324",1013000,"Powiat rawski",2017,41.8
"7325",1014000,"Powiat sieradzki",2017,54.2
"7326",1015000,"Powiat skierniewicki",2017,4.7
"7327",1016000,"Powiat tomaszowski",2017,38.4
"7328",1017000,"Powiat wieluński",2017,44.1
"7329",1018000,"Powiat wieruszowski",2017,20.6
"7330",1019000,"Powiat zduńskowolski",2017,27.6
"7331",1020000,"Powiat zgierski",2017,49.8
"7332",1021000,"Powiat brzeziński",2017,106.9
"7333",1061000,"Powiat m.Łódź",2017,123.2
"7334",1062000,"Powiat m.Piotrków Trybunalski",2017,69
"7335",1063000,"Powiat m.Skierniewice",2017,87.4
"7336",1201000,"Powiat bocheński",2017,37
"7337",1202000,"Powiat brzeski",2017,32.6
"7338",1203000,"Powiat chrzanowski",2017,66.6
"7339",1204000,"Powiat dąbrowski",2017,30.9
"7340",1205000,"Powiat gorlicki",2017,37.8
"7341",1206000,"Powiat krakowski",2017,21.6
"7342",1207000,"Powiat limanowski",2017,29.9
"7343",1208000,"Powiat miechowski",2017,45
"7344",1209000,"Powiat myślenicki",2017,37.3
"7345",1210000,"Powiat nowosądecki",2017,25.1
"7346",1211000,"Powiat nowotarski",2017,47.2
"7347",1212000,"Powiat olkuski",2017,46.4
"7348",1213000,"Powiat oświęcimski",2017,37.3
"7349",1214000,"Powiat proszowicki",2017,32.1
"7350",1215000,"Powiat suski",2017,40
"7351",1216000,"Powiat tarnowski",2017,21.6
"7352",1217000,"Powiat tatrzański",2017,44.8
"7353",1218000,"Powiat wadowicki",2017,25.6
"7354",1219000,"Powiat wielicki",2017,27.6
"7355",1261000,"Powiat m.Kraków",2017,161.9
"7356",1262000,"Powiat m.Nowy Sącz",2017,92.6
"7357",1263000,"Powiat m.Tarnów",2017,112
"7358",1401000,"Powiat białobrzeski",2017,17.3
"7359",1402000,"Powiat ciechanowski",2017,46.1
"7360",1403000,"Powiat garwoliński",2017,28.8
"7361",1404000,"Powiat gostyniński",2017,50.6
"7362",1405000,"Powiat grodziski",2017,78.3
"7363",1406000,"Powiat grójecki",2017,33.4
"7364",1407000,"Powiat kozienicki",2017,38.9
"7365",1408000,"Powiat legionowski",2017,36.1
"7366",1409000,"Powiat lipski",2017,27
"7367",1410000,"Powiat łosicki",2017,55.5
"7368",1411000,"Powiat makowski",2017,29
"7369",1412000,"Powiat miński",2017,28
"7370",1413000,"Powiat mławski",2017,25.8
"7371",1414000,"Powiat nowodworski",2017,42
"7372",1415000,"Powiat ostrołęcki",2017,8.4
"7373",1416000,"Powiat ostrowski",2017,34
"7374",1417000,"Powiat otwocki",2017,77.2
"7375",1418000,"Powiat piaseczyński",2017,65.5
"7376",1419000,"Powiat płocki",2017,11.1
"7377",1420000,"Powiat płoński",2017,31.5
"7378",1421000,"Powiat pruszkowski",2017,47.2
"7379",1422000,"Powiat przasnyski",2017,38.4
"7380",1423000,"Powiat przysuski",2017,22.3
"7381",1424000,"Powiat pułtuski",2017,32.6
"7382",1425000,"Powiat radomski",2017,15.8
"7383",1426000,"Powiat siedlecki",2017,5.4
"7384",1427000,"Powiat sierpecki",2017,20
"7385",1428000,"Powiat sochaczewski",2017,38
"7386",1429000,"Powiat sokołowski",2017,24.4
"7387",1430000,"Powiat szydłowiecki",2017,24.3
"7388",1432000,"Powiat warszawski zachodni",2017,35.2
"7389",1433000,"Powiat węgrowski",2017,15.3
"7390",1434000,"Powiat wołomiński",2017,33.2
"7391",1435000,"Powiat wyszkowski",2017,27.8
"7392",1436000,"Powiat zwoleński",2017,24.9
"7393",1437000,"Powiat żuromiński",2017,19.1
"7394",1438000,"Powiat żyrardowski",2017,31.3
"7395",1461000,"Powiat m.Ostrołęka",2017,87.5
"7396",1462000,"Powiat m.Płock",2017,98.8
"7397",1463000,"Powiat m.Radom",2017,74.1
"7398",1464000,"Powiat m.Siedlce",2017,111.1
"7399",1465000,"Powiat m. st. Warszawa",2017,133
"7400",1601000,"Powiat brzeski",2017,24.8
"7401",1602000,"Powiat głubczycki",2017,27.3
"7402",1603000,"Powiat kędzierzyńsko-kozielski",2017,39.3
"7403",1604000,"Powiat kluczborski",2017,39.6
"7404",1605000,"Powiat krapkowicki",2017,28.8
"7405",1606000,"Powiat namysłowski",2017,18
"7406",1607000,"Powiat nyski",2017,31.8
"7407",1608000,"Powiat oleski",2017,27.1
"7408",1609000,"Powiat opolski",2017,15.4
"7409",1610000,"Powiat prudnicki",2017,15.4
"7410",1611000,"Powiat strzelecki",2017,28.4
"7411",1661000,"Powiat m.Opole",2017,122
"7412",1801000,"Powiat bieszczadzki",2017,32.4
"7413",1802000,"Powiat brzozowski",2017,37.2
"7414",1803000,"Powiat dębicki",2017,21.8
"7415",1804000,"Powiat jarosławski",2017,32.6
"7416",1805000,"Powiat jasielski",2017,28
"7417",1806000,"Powiat kolbuszowski",2017,26.4
"7418",1807000,"Powiat krośnieński",2017,25.2
"7419",1808000,"Powiat leżajski",2017,27.6
"7420",1809000,"Powiat lubaczowski",2017,25.9
"7421",1810000,"Powiat łańcucki",2017,42.6
"7422",1811000,"Powiat mielecki",2017,33.6
"7423",1812000,"Powiat niżański",2017,20.3
"7424",1813000,"Powiat przemyski",2017,6.9
"7425",1814000,"Powiat przeworski",2017,20.5
"7426",1815000,"Powiat ropczycko-sędziszowski",2017,18.2
"7427",1816000,"Powiat rzeszowski",2017,20.2
"7428",1817000,"Powiat sanocki",2017,38.5
"7429",1818000,"Powiat stalowowolski",2017,39.8
"7430",1819000,"Powiat strzyżowski",2017,20.7
"7431",1820000,"Powiat tarnobrzeski",2017,32.8
"7432",1821000,"Powiat leski",2017,33.5
"7433",1861000,"Powiat m.Krosno",2017,106.2
"7434",1862000,"Powiat m.Przemyśl",2017,69.4
"7435",1863000,"Powiat m.Rzeszów",2017,169.2
"7436",1864000,"Powiat m.Tarnobrzeg",2017,68.8
"7437",2001000,"Powiat augustowski",2017,43.1
"7438",2002000,"Powiat białostocki",2017,21.8
"7439",2003000,"Powiat bielski",2017,30.9
"7440",2004000,"Powiat grajewski",2017,26.6
"7441",2005000,"Powiat hajnowski",2017,35.7
"7442",2006000,"Powiat kolneński",2017,4.9
"7443",2007000,"Powiat łomżyński",2017,2.3
"7444",2008000,"Powiat moniecki",2017,23.9
"7445",2009000,"Powiat sejneński",2017,25.7
"7446",2010000,"Powiat siemiatycki",2017,5.5
"7447",2011000,"Powiat sokólski",2017,22
"7448",2012000,"Powiat suwalski",2017,7
"7449",2013000,"Powiat wysokomazowiecki",2017,26.3
"7450",2014000,"Powiat zambrowski",2017,27.3
"7451",2061000,"Powiat m.Białystok",2017,125.9
"7452",2062000,"Powiat m.Łomża",2017,63.6
"7453",2063000,"Powiat m.Suwałki",2017,53.8
"7454",2201000,"Powiat bytowski",2017,24.1
"7455",2202000,"Powiat chojnicki",2017,42.6
"7456",2203000,"Powiat człuchowski",2017,20.8
"7457",2204000,"Powiat gdański",2017,16.5
"7458",2205000,"Powiat kartuski",2017,27.9
"7459",2206000,"Powiat kościerski",2017,48.3
"7460",2207000,"Powiat kwidzyński",2017,36.7
"7461",2208000,"Powiat lęborski",2017,31.7
"7462",2209000,"Powiat malborski",2017,37.2
"7463",2210000,"Powiat nowodworski",2017,24.5
"7464",2211000,"Powiat pucki",2017,29.4
"7465",2212000,"Powiat słupski",2017,10.3
"7466",2213000,"Powiat starogardzki",2017,42.9
"7467",2214000,"Powiat tczewski",2017,35.7
"7468",2215000,"Powiat wejherowski",2017,36.2
