"","Kod","Nazwa","rok","porady_lekarskie_CTAB_porady_lekarskie_ogolem_ogolem"
"2622",3018000,"Powiat ostrzeszowski",2018,359417
"2623",3019000,"Powiat pilski",2018,1132732
"2624",3020000,"Powiat pleszewski",2018,458854
"2625",3021000,"Powiat poznański",2018,2182240
"2626",3022000,"Powiat rawicki",2018,487555
"2627",3023000,"Powiat słupecki",2018,407649
"2628",3024000,"Powiat szamotulski",2018,496671
"2629",3025000,"Powiat średzki",2018,365878
"2630",3026000,"Powiat śremski",2018,353061
"2631",3027000,"Powiat turecki",2018,565341
"2632",3028000,"Powiat wągrowiecki",2018,428278
"2633",3029000,"Powiat wolsztyński",2018,355980
"2634",3030000,"Powiat wrzesiński",2018,513561
"2635",3031000,"Powiat złotowski",2018,424704
"2636",3061000,"Powiat m.Kalisz",2018,1048068
"2637",3062000,"Powiat m.Konin",2018,918358
"2638",3063000,"Powiat m.Leszno",2018,708374
"2639",3064000,"Powiat m.Poznań",2018,6414419
"2640",3201000,"Powiat białogardzki",2018,262497
"2641",3202000,"Powiat choszczeński",2018,287988
"2642",3203000,"Powiat drawski",2018,356046
"2643",3204000,"Powiat goleniowski",2018,598709
"2644",3205000,"Powiat gryficki",2018,372651
"2645",3206000,"Powiat gryfiński",2018,488486
"2646",3207000,"Powiat kamieński",2018,295489
"2647",3208000,"Powiat kołobrzeski",2018,584467
"2648",3209000,"Powiat koszaliński",2018,277754
"2649",3210000,"Powiat myśliborski",2018,471733
"2650",3211000,"Powiat policki",2018,431945
"2651",3212000,"Powiat pyrzycki",2018,238285
"2652",3213000,"Powiat sławieński",2018,295777
"2653",3214000,"Powiat stargardzki",2018,743520
"2654",3215000,"Powiat szczecinecki",2018,553340
"2655",3216000,"Powiat świdwiński",2018,305661
"2656",3217000,"Powiat wałecki",2018,375305
"2657",3218000,"Powiat łobeski",2018,186242
"2658",3261000,"Powiat m.Koszalin",2018,1158108
"2659",3262000,"Powiat m.Szczecin",2018,3952998
"2660",3263000,"Powiat m.Świnoujście",2018,309180
