"","Kod","Nazwa","rok","porady_lekarskie_CTAB_porady_lekarskie_ogolem_ogolem"
"577",1806000,"Powiat kolbuszowski",2013,313934
"578",1807000,"Powiat krośnieński",2013,544872
"579",1808000,"Powiat leżajski",2013,413550
"580",1809000,"Powiat lubaczowski",2013,335705
"581",1810000,"Powiat łańcucki",2013,428571
"582",1811000,"Powiat mielecki",2013,782719
"583",1812000,"Powiat niżański",2013,336201
"584",1813000,"Powiat przemyski",2013,189073
"585",1814000,"Powiat przeworski",2013,402918
"586",1815000,"Powiat ropczycko-sędziszowski",2013,448581
"587",1816000,"Powiat rzeszowski",2013,679847
"588",1817000,"Powiat sanocki",2013,549615
"589",1818000,"Powiat stalowowolski",2013,669526
"590",1819000,"Powiat strzyżowski",2013,315060
"591",1820000,"Powiat tarnobrzeski",2013,254168
"592",1821000,"Powiat leski",2013,134369
"593",1861000,"Powiat m.Krosno",2013,610003
"594",1862000,"Powiat m.Przemyśl",2013,680612
"595",1863000,"Powiat m.Rzeszów",2013,2664352
"596",1864000,"Powiat m.Tarnobrzeg",2013,455288
"597",2001000,"Powiat augustowski",2013,374215
"598",2002000,"Powiat białostocki",2013,559310
"599",2003000,"Powiat bielski",2013,410525
"600",2004000,"Powiat grajewski",2013,278281
"601",2005000,"Powiat hajnowski",2013,323331
"602",2006000,"Powiat kolneński",2013,201024
"603",2007000,"Powiat łomżyński",2013,115377
"604",2008000,"Powiat moniecki",2013,203882
"605",2009000,"Powiat sejneński",2013,110361
"606",2010000,"Powiat siemiatycki",2013,261198
"607",2011000,"Powiat sokólski",2013,402444
"608",2012000,"Powiat suwalski",2013,103313
"609",2013000,"Powiat wysokomazowiecki",2013,309035
"610",2014000,"Powiat zambrowski",2013,255893
"611",2061000,"Powiat m.Białystok",2013,3466118
"612",2062000,"Powiat m.Łomża",2013,656170
"613",2063000,"Powiat m.Suwałki",2013,601471
"614",2201000,"Powiat bytowski",2013,397798
"615",2202000,"Powiat chojnicki",2013,674323
"616",2203000,"Powiat człuchowski",2013,316396
"617",2204000,"Powiat gdański",2013,438292
"618",2205000,"Powiat kartuski",2013,682323
"619",2206000,"Powiat kościerski",2013,436375
"620",2207000,"Powiat kwidzyński",2013,527274
"621",2208000,"Powiat lęborski",2013,377044
"622",2209000,"Powiat malborski",2013,412524
"623",2210000,"Powiat nowodworski",2013,212907
"624",2211000,"Powiat pucki",2013,424682
"625",2212000,"Powiat słupski",2013,360342
"626",2213000,"Powiat starogardzki",2013,760742
"627",2214000,"Powiat tczewski",2013,719001
"628",2215000,"Powiat wejherowski",2013,1179791
"629",2216000,"Powiat sztumski",2013,241545
"630",2261000,"Powiat m.Gdańsk",2013,4131910
"631",2262000,"Powiat m.Gdynia",2013,1964393
"632",2263000,"Powiat m.Słupsk",2013,853461
"633",2264000,"Powiat m.Sopot",2013,362189
"634",2401000,"Powiat będziński",2013,1041428
"635",2402000,"Powiat bielski",2013,902117
"636",2403000,"Powiat cieszyński",2013,1113459
"637",2404000,"Powiat częstochowski",2013,648307
"638",2405000,"Powiat gliwicki",2013,676136
"639",2406000,"Powiat kłobucki",2013,383113
"640",2407000,"Powiat lubliniecki",2013,497770
"641",2408000,"Powiat mikołowski",2013,565511
"642",2409000,"Powiat myszkowski",2013,498066
"643",2410000,"Powiat pszczyński",2013,643595
"644",2411000,"Powiat raciborski",2013,623550
"645",2412000,"Powiat rybnicki",2013,340031
"646",2413000,"Powiat tarnogórski",2013,876546
"647",2414000,"Powiat bieruńsko-lędziński",2013,416972
"648",2415000,"Powiat wodzisławski",2013,944212
"649",2416000,"Powiat zawierciański",2013,829809
"650",2417000,"Powiat żywiecki",2013,864729
"651",2461000,"Powiat m.Bielsko-Biała",2013,1880669
"652",2462000,"Powiat m.Bytom",2013,1319111
"653",2463000,"Powiat m.Chorzów",2013,918234
"654",2464000,"Powiat m.Częstochowa",2013,2004417
"655",2465000,"Powiat m.Dąbrowa Górnicza",2013,843542
"656",2466000,"Powiat m.Gliwice",2013,1686567
"657",2467000,"Powiat m.Jastrzębie-Zdrój",2013,722974
"658",2468000,"Powiat m.Jaworzno",2013,642345
"659",2469000,"Powiat m.Katowice",2013,3794514
"660",2470000,"Powiat m.Mysłowice",2013,476526
"661",2471000,"Powiat m.Piekary Śląskie",2013,475988
"662",2472000,"Powiat m.Ruda Śląska",2013,996770
"663",2473000,"Powiat m.Rybnik",2013,976635
"664",2474000,"Powiat m.Siemianowice Śląskie",2013,500644
"665",2475000,"Powiat m.Sosnowiec",2013,1754870
"666",2476000,"Powiat m.Świętochłowice",2013,351893
"667",2477000,"Powiat m.Tychy",2013,1000943
"668",2478000,"Powiat m.Zabrze",2013,1236693
"669",2479000,"Powiat m.Żory",2013,460298
"670",2601000,"Powiat buski",2013,373833
"671",2602000,"Powiat jędrzejowski",2013,545957
"672",2603000,"Powiat kazimierski",2013,131327
"673",2604000,"Powiat kielecki",2013,812584
"674",2605000,"Powiat konecki",2013,514010
"675",2606000,"Powiat opatowski",2013,293458
"676",2607000,"Powiat ostrowiecki",2013,800122
"677",2608000,"Powiat pińczowski",2013,216849
"678",2609000,"Powiat sandomierski",2013,480519
"679",2610000,"Powiat skarżyski",2013,447151
"680",2611000,"Powiat starachowicki",2013,694559
"681",2612000,"Powiat staszowski",2013,404724
"682",2613000,"Powiat włoszczowski",2013,299214
"683",2661000,"Powiat m.Kielce",2013,2218800
"684",2801000,"Powiat bartoszycki",2013,298359
"685",2802000,"Powiat braniewski",2013,214343
"686",2803000,"Powiat działdowski",2013,412816
"687",2804000,"Powiat elbląski",2013,225132
"688",2805000,"Powiat ełcki",2013,626589
"689",2806000,"Powiat giżycki",2013,363821
"690",2807000,"Powiat iławski",2013,478748
"691",2808000,"Powiat kętrzyński",2013,385021
"692",2809000,"Powiat lidzbarski",2013,235972
"693",2810000,"Powiat mrągowski",2013,341064
"694",2811000,"Powiat nidzicki",2013,225171
"695",2812000,"Powiat nowomiejski",2013,263402
"696",2813000,"Powiat olecki",2013,216557
"697",2814000,"Powiat olsztyński",2013,570290
"698",2815000,"Powiat ostródzki",2013,599885
"699",2816000,"Powiat piski",2013,263678
"700",2817000,"Powiat szczycieński",2013,425899
"701",2818000,"Powiat gołdapski",2013,153738
"702",2819000,"Powiat węgorzewski",2013,144581
"703",2861000,"Powiat m.Elbląg",2013,1037244
"704",2862000,"Powiat m.Olsztyn",2013,1857333
"705",3001000,"Powiat chodzieski",2013,285696
"706",3002000,"Powiat czarnkowsko-trzcianecki",2013,506626
"707",3003000,"Powiat gnieźnieński",2013,897451
"708",3004000,"Powiat gostyński",2013,531450
"709",3005000,"Powiat grodziski",2013,279497
"710",3006000,"Powiat jarociński",2013,485124
"711",3007000,"Powiat kaliski",2013,280039
"712",3008000,"Powiat kępiński",2013,365652
"713",3009000,"Powiat kolski",2013,521364
"714",3010000,"Powiat koniński",2013,495235
"715",3011000,"Powiat kościański",2013,523320
"716",3012000,"Powiat krotoszyński",2013,462651
"717",3013000,"Powiat leszczyński",2013,190340
"718",3014000,"Powiat międzychodzki",2013,150003
"719",3015000,"Powiat nowotomyski",2013,458080
"720",3016000,"Powiat obornicki",2013,345448
"721",3017000,"Powiat ostrowski",2013,966874
"722",3018000,"Powiat ostrzeszowski",2013,324619
"723",3019000,"Powiat pilski",2013,1004683
"724",3020000,"Powiat pleszewski",2013,426974
"725",3021000,"Powiat poznański",2013,1791127
"726",3022000,"Powiat rawicki",2013,450630
"727",3023000,"Powiat słupecki",2013,349659
"728",3024000,"Powiat szamotulski",2013,453449
"729",3025000,"Powiat średzki",2013,324952
"730",3026000,"Powiat śremski",2013,337793
"731",3027000,"Powiat turecki",2013,456799
"732",3028000,"Powiat wągrowiecki",2013,417123
"733",3029000,"Powiat wolsztyński",2013,313138
"734",3030000,"Powiat wrzesiński",2013,474262
"735",3031000,"Powiat złotowski",2013,402500
"736",3061000,"Powiat m.Kalisz",2013,977426
"737",3062000,"Powiat m.Konin",2013,896914
"738",3063000,"Powiat m.Leszno",2013,653309
"739",3064000,"Powiat m.Poznań",2013,5792394
"740",3201000,"Powiat białogardzki",2013,282969
"741",3202000,"Powiat choszczeński",2013,292805
"742",3203000,"Powiat drawski",2013,322593
"743",3204000,"Powiat goleniowski",2013,541488
"744",3205000,"Powiat gryficki",2013,417576
"745",3206000,"Powiat gryfiński",2013,488484
"746",3207000,"Powiat kamieński",2013,289550
"747",3208000,"Powiat kołobrzeski",2013,551016
"748",3209000,"Powiat koszaliński",2013,274868
"749",3210000,"Powiat myśliborski",2013,466207
"750",3211000,"Powiat policki",2013,393381
"751",3212000,"Powiat pyrzycki",2013,237723
"752",3213000,"Powiat sławieński",2013,294532
"753",3214000,"Powiat stargardzki",2013,713290
"754",3215000,"Powiat szczecinecki",2013,534079
"755",3216000,"Powiat świdwiński",2013,331116
"756",3217000,"Powiat wałecki",2013,398300
"757",3218000,"Powiat łobeski",2013,225231
"758",3261000,"Powiat m.Koszalin",2013,1073687
"759",3262000,"Powiat m.Szczecin",2013,3575603
"760",3263000,"Powiat m.Świnoujście",2013,244514
"761",201000,"Powiat bolesławiecki",2014,577163
"762",202000,"Powiat dzierżoniowski",2014,712792
"763",203000,"Powiat głogowski",2014,525649
"764",204000,"Powiat górowski",2014,206921
"765",205000,"Powiat jaworski",2014,309331
"766",206000,"Powiat jeleniogórski",2014,280066
"767",207000,"Powiat kamiennogórski",2014,237702
"768",208000,"Powiat kłodzki",2014,1082775
"769",209000,"Powiat legnicki",2014,254018
"770",210000,"Powiat lubański",2014,349905
"771",211000,"Powiat lubiński",2014,863852
"772",212000,"Powiat lwówecki",2014,227248
"773",213000,"Powiat milicki",2014,272052
"774",214000,"Powiat oleśnicki",2014,604323
"775",215000,"Powiat oławski",2014,481662
"776",216000,"Powiat polkowicki",2014,347156
"777",217000,"Powiat strzeliński",2014,316934
"778",218000,"Powiat średzki",2014,279776
"779",219000,"Powiat świdnicki",2014,1039797
"780",220000,"Powiat trzebnicki",2014,375423
"781",221000,"Powiat wałbrzyski",2014,212522
"782",222000,"Powiat wołowski",2014,280153
"783",223000,"Powiat wrocławski",2014,575174
"784",224000,"Powiat ząbkowicki",2014,431940
"785",225000,"Powiat zgorzelecki",2014,535579
"786",226000,"Powiat złotoryjski",2014,235022
"787",261000,"Powiat m.Jelenia Góra",2014,766704
"788",262000,"Powiat m.Legnica",2014,841547
"789",264000,"Powiat m.Wrocław",2014,6093353
"790",265000,"Powiat m.Wałbrzych od 2013",2014,880677
"791",401000,"Powiat aleksandrowski",2014,359164
"792",402000,"Powiat brodnicki",2014,485188
"793",403000,"Powiat bydgoski",2014,478666
"794",404000,"Powiat chełmiński",2014,265299
"795",405000,"Powiat golubsko-dobrzyński",2014,303091
"796",406000,"Powiat grudziądzki",2014,123497
"797",407000,"Powiat inowrocławski",2014,1136931
"798",408000,"Powiat lipnowski",2014,402167
"799",409000,"Powiat mogileński",2014,255376
"800",410000,"Powiat nakielski",2014,497750
"801",411000,"Powiat radziejowski",2014,310884
"802",412000,"Powiat rypiński",2014,295809
"803",413000,"Powiat sępoleński",2014,248351
"804",414000,"Powiat świecki",2014,573120
"805",415000,"Powiat toruński",2014,439890
"806",416000,"Powiat tucholski",2014,290634
"807",417000,"Powiat wąbrzeski",2014,226581
"808",418000,"Powiat włocławski",2014,403766
"809",419000,"Powiat żniński",2014,446905
"810",461000,"Powiat m.Bydgoszcz",2014,3729860
"811",462000,"Powiat m.Grudziądz",2014,829715
"812",463000,"Powiat m.Toruń",2014,1879559
"813",464000,"Powiat m.Włocławek",2014,1000014
"814",601000,"Powiat bialski",2014,482077
"815",602000,"Powiat biłgorajski",2014,501572
"816",603000,"Powiat chełmski",2014,263161
"817",604000,"Powiat hrubieszowski",2014,403848
"818",605000,"Powiat janowski",2014,253260
"819",606000,"Powiat krasnostawski",2014,419932
"820",607000,"Powiat kraśnicki",2014,648758
"821",608000,"Powiat lubartowski",2014,539283
"822",609000,"Powiat lubelski",2014,612524
"823",610000,"Powiat łęczyński",2014,381355
"824",611000,"Powiat łukowski",2014,531692
"825",612000,"Powiat opolski",2014,317249
"826",613000,"Powiat parczewski",2014,276898
"827",614000,"Powiat puławski",2014,831206
"828",615000,"Powiat radzyński",2014,299288
"829",616000,"Powiat rycki",2014,418765
"830",617000,"Powiat świdnicki",2014,470904
"831",618000,"Powiat tomaszowski",2014,513707
"832",619000,"Powiat włodawski",2014,277439
"833",620000,"Powiat zamojski",2014,379557
"834",661000,"Powiat m.Biała Podlaska",2014,539376
"835",662000,"Powiat m.Chełm",2014,671587
"836",663000,"Powiat m.Lublin",2014,4263040
"837",664000,"Powiat m.Zamość",2014,943374
"838",801000,"Powiat gorzowski",2014,260968
"839",802000,"Powiat krośnieński",2014,329642
"840",803000,"Powiat międzyrzecki",2014,340415
"841",804000,"Powiat nowosolski",2014,545593
"842",805000,"Powiat słubicki",2014,202861
"843",806000,"Powiat strzelecko-drezdenecki",2014,258033
"844",807000,"Powiat sulęciński",2014,227695
"845",808000,"Powiat świebodziński",2014,354699
"846",809000,"Powiat zielonogórski",2014,394971
"847",810000,"Powiat żagański",2014,433829
"848",811000,"Powiat żarski",2014,599076
"849",812000,"Powiat wschowski",2014,198668
"850",861000,"Powiat m.Gorzów Wielkopolski",2014,1176265
"851",862000,"Powiat m.Zielona Góra",2014,1396384
"852",1001000,"Powiat bełchatowski",2014,843006
"853",1002000,"Powiat kutnowski",2014,670741
"854",1003000,"Powiat łaski",2014,317901
"855",1004000,"Powiat łęczycki",2014,326421
"856",1005000,"Powiat łowicki",2014,426199
"857",1006000,"Powiat łódzki wschodni",2014,400706
"858",1007000,"Powiat opoczyński",2014,458082
"859",1008000,"Powiat pabianicki",2014,853345
"860",1009000,"Powiat pajęczański",2014,279748
"861",1010000,"Powiat piotrkowski",2014,365365
"862",1011000,"Powiat poddębicki",2014,289681
"863",1012000,"Powiat radomszczański",2014,799239
"864",1013000,"Powiat rawski",2014,339328
"865",1014000,"Powiat sieradzki",2014,900460
"866",1015000,"Powiat skierniewicki",2014,109965
"867",1016000,"Powiat tomaszowski",2014,780561
"868",1017000,"Powiat wieluński",2014,445017
"869",1018000,"Powiat wieruszowski",2014,224068
"870",1019000,"Powiat zduńskowolski",2014,419182
"871",1020000,"Powiat zgierski",2014,1079895
"872",1021000,"Powiat brzeziński",2014,200169
"873",1061000,"Powiat m.Łódź",2014,7043566
"874",1062000,"Powiat m.Piotrków Trybunalski",2014,732568
"875",1063000,"Powiat m.Skierniewice",2014,508661
"876",1201000,"Powiat bocheński",2014,647388
"877",1202000,"Powiat brzeski",2014,490754
"878",1203000,"Powiat chrzanowski",2014,879189
"879",1204000,"Powiat dąbrowski",2014,274195
"880",1205000,"Powiat gorlicki",2014,687871
"881",1206000,"Powiat krakowski",2014,1327918
"882",1207000,"Powiat limanowski",2014,648608
"883",1208000,"Powiat miechowski",2014,330346
"884",1209000,"Powiat myślenicki",2014,695818
"885",1210000,"Powiat nowosądecki",2014,929621
"886",1211000,"Powiat nowotarski",2014,913517
"887",1212000,"Powiat olkuski",2014,728723
"888",1213000,"Powiat oświęcimski",2014,1014530
"889",1214000,"Powiat proszowicki",2014,246812
"890",1215000,"Powiat suski",2014,485973
"891",1216000,"Powiat tarnowski",2014,854172
"892",1217000,"Powiat tatrzański",2014,432443
"893",1218000,"Powiat wadowicki",2014,762236
"894",1219000,"Powiat wielicki",2014,613494
"895",1261000,"Powiat m.Kraków",2014,8274060
"896",1262000,"Powiat m.Nowy Sącz",2014,940561
"897",1263000,"Powiat m.Tarnów",2014,1315396
"898",1401000,"Powiat białobrzeski",2014,165485
"899",1402000,"Powiat ciechanowski",2014,630126
"900",1403000,"Powiat garwoliński",2014,591807
"901",1404000,"Powiat gostyniński",2014,277363
"902",1405000,"Powiat grodziski",2014,573048
"903",1406000,"Powiat grójecki",2014,482724
"904",1407000,"Powiat kozienicki",2014,361807
"905",1408000,"Powiat legionowski",2014,747128
"906",1409000,"Powiat lipski",2014,190822
"907",1410000,"Powiat łosicki",2014,245377
"908",1411000,"Powiat makowski",2014,256147
"909",1412000,"Powiat miński",2014,838582
"910",1413000,"Powiat mławski",2014,373847
"911",1414000,"Powiat nowodworski",2014,460042
"912",1415000,"Powiat ostrołęcki",2014,297112
"913",1416000,"Powiat ostrowski",2014,389192
"914",1417000,"Powiat otwocki",2014,760578
"915",1418000,"Powiat piaseczyński",2014,1034177
"916",1419000,"Powiat płocki",2014,420211
"917",1420000,"Powiat płoński",2014,477616
"918",1421000,"Powiat pruszkowski",2014,926911
"919",1422000,"Powiat przasnyski",2014,302376
"920",1423000,"Powiat przysuski",2014,200267
"921",1424000,"Powiat pułtuski",2014,340290
"922",1425000,"Powiat radomski",2014,541902
"923",1426000,"Powiat siedlecki",2014,242839
"924",1427000,"Powiat sierpecki",2014,309824
"925",1428000,"Powiat sochaczewski",2014,538656
"926",1429000,"Powiat sokołowski",2014,347020
"927",1430000,"Powiat szydłowiecki",2014,240257
"928",1432000,"Powiat warszawski zachodni",2014,560123
"929",1433000,"Powiat węgrowski",2014,345679
"930",1434000,"Powiat wołomiński",2014,1227315
"931",1435000,"Powiat wyszkowski",2014,421403
"932",1436000,"Powiat zwoleński",2014,172378
"933",1437000,"Powiat żuromiński",2014,199110
"934",1438000,"Powiat żyrardowski",2014,417468
"935",1461000,"Powiat m.Ostrołęka",2014,531794
"936",1462000,"Powiat m.Płock",2014,1085831
"937",1463000,"Powiat m.Radom",2014,1837030
"938",1464000,"Powiat m.Siedlce",2014,981490
"939",1465000,"Powiat m. st. Warszawa",2014,17921828
"940",1601000,"Powiat brzeski",2014,558767
"941",1602000,"Powiat głubczycki",2014,292981
"942",1603000,"Powiat kędzierzyńsko-kozielski",2014,615575
"943",1604000,"Powiat kluczborski",2014,356687
"944",1605000,"Powiat krapkowicki",2014,385417
"945",1606000,"Powiat namysłowski",2014,224115
"946",1607000,"Powiat nyski",2014,868092
"947",1608000,"Powiat oleski",2014,370002
"948",1609000,"Powiat opolski",2014,546101
"949",1610000,"Powiat prudnicki",2014,362112
"950",1611000,"Powiat strzelecki",2014,397364
"951",1661000,"Powiat m.Opole",2014,1356770
"952",1801000,"Powiat bieszczadzki",2014,135146
"953",1802000,"Powiat brzozowski",2014,422750
"954",1803000,"Powiat dębicki",2014,619927
"955",1804000,"Powiat jarosławski",2014,737371
"956",1805000,"Powiat jasielski",2014,678900
"957",1806000,"Powiat kolbuszowski",2014,309892
"958",1807000,"Powiat krośnieński",2014,557539
"959",1808000,"Powiat leżajski",2014,435088
"960",1809000,"Powiat lubaczowski",2014,334419
"961",1810000,"Powiat łańcucki",2014,428939
"962",1811000,"Powiat mielecki",2014,788002
"963",1812000,"Powiat niżański",2014,339561
"964",1813000,"Powiat przemyski",2014,184417
"965",1814000,"Powiat przeworski",2014,394432
"966",1815000,"Powiat ropczycko-sędziszowski",2014,435759
"967",1816000,"Powiat rzeszowski",2014,710706
"968",1817000,"Powiat sanocki",2014,558438
"969",1818000,"Powiat stalowowolski",2014,663949
"970",1819000,"Powiat strzyżowski",2014,329802
"971",1820000,"Powiat tarnobrzeski",2014,254308
"972",1821000,"Powiat leski",2014,150513
"973",1861000,"Powiat m.Krosno",2014,612976
"974",1862000,"Powiat m.Przemyśl",2014,682262
"975",1863000,"Powiat m.Rzeszów",2014,2687970
"976",1864000,"Powiat m.Tarnobrzeg",2014,450578
"977",2001000,"Powiat augustowski",2014,370309
"978",2002000,"Powiat białostocki",2014,563006
"979",2003000,"Powiat bielski",2014,410080
"980",2004000,"Powiat grajewski",2014,274943
"981",2005000,"Powiat hajnowski",2014,309240
"982",2006000,"Powiat kolneński",2014,197496
"983",2007000,"Powiat łomżyński",2014,109734
"984",2008000,"Powiat moniecki",2014,199640
"985",2009000,"Powiat sejneński",2014,110852
"986",2010000,"Powiat siemiatycki",2014,252982
"987",2011000,"Powiat sokólski",2014,399790
"988",2012000,"Powiat suwalski",2014,104115
"989",2013000,"Powiat wysokomazowiecki",2014,318524
"990",2014000,"Powiat zambrowski",2014,247913
"991",2061000,"Powiat m.Białystok",2014,3556900
"992",2062000,"Powiat m.Łomża",2014,651323
"993",2063000,"Powiat m.Suwałki",2014,606117
"994",2201000,"Powiat bytowski",2014,419280
"995",2202000,"Powiat chojnicki",2014,652053
"996",2203000,"Powiat człuchowski",2014,300254
"997",2204000,"Powiat gdański",2014,475270
"998",2205000,"Powiat kartuski",2014,720608
"999",2206000,"Powiat kościerski",2014,396066
"1000",2207000,"Powiat kwidzyński",2014,528049
"1001",2208000,"Powiat lęborski",2014,380394
"1002",2209000,"Powiat malborski",2014,401195
"1003",2210000,"Powiat nowodworski",2014,225090
"1004",2211000,"Powiat pucki",2014,436347
"1005",2212000,"Powiat słupski",2014,353812
"1006",2213000,"Powiat starogardzki",2014,774258
"1007",2214000,"Powiat tczewski",2014,724692
"1008",2215000,"Powiat wejherowski",2014,1254399
"1009",2216000,"Powiat sztumski",2014,230650
"1010",2261000,"Powiat m.Gdańsk",2014,4275948
"1011",2262000,"Powiat m.Gdynia",2014,2058331
"1012",2263000,"Powiat m.Słupsk",2014,881757
"1013",2264000,"Powiat m.Sopot",2014,318226
"1014",2401000,"Powiat będziński",2014,1062252
"1015",2402000,"Powiat bielski",2014,903082
"1016",2403000,"Powiat cieszyński",2014,1170421
"1017",2404000,"Powiat częstochowski",2014,644290
"1018",2405000,"Powiat gliwicki",2014,706508
"1019",2406000,"Powiat kłobucki",2014,328429
"1020",2407000,"Powiat lubliniecki",2014,490009
"1021",2408000,"Powiat mikołowski",2014,581345
"1022",2409000,"Powiat myszkowski",2014,505231
"1023",2410000,"Powiat pszczyński",2014,643084
"1024",2411000,"Powiat raciborski",2014,605388
"1025",2412000,"Powiat rybnicki",2014,342835
"1026",2413000,"Powiat tarnogórski",2014,893848
"1027",2414000,"Powiat bieruńsko-lędziński",2014,429886
"1028",2415000,"Powiat wodzisławski",2014,980658
"1029",2416000,"Powiat zawierciański",2014,903172
"1030",2417000,"Powiat żywiecki",2014,883231
"1031",2461000,"Powiat m.Bielsko-Biała",2014,1925767
"1032",2462000,"Powiat m.Bytom",2014,1277861
"1033",2463000,"Powiat m.Chorzów",2014,929042
"1034",2464000,"Powiat m.Częstochowa",2014,1993886
"1035",2465000,"Powiat m.Dąbrowa Górnicza",2014,859732
"1036",2466000,"Powiat m.Gliwice",2014,1628049
"1037",2467000,"Powiat m.Jastrzębie-Zdrój",2014,702673
"1038",2468000,"Powiat m.Jaworzno",2014,647737
"1039",2469000,"Powiat m.Katowice",2014,4002477
"1040",2470000,"Powiat m.Mysłowice",2014,476935
"1041",2471000,"Powiat m.Piekary Śląskie",2014,496376
"1042",2472000,"Powiat m.Ruda Śląska",2014,946509
"1043",2473000,"Powiat m.Rybnik",2014,999043
"1044",2474000,"Powiat m.Siemianowice Śląskie",2014,514102
"1045",2475000,"Powiat m.Sosnowiec",2014,1810582
"1046",2476000,"Powiat m.Świętochłowice",2014,348708
"1047",2477000,"Powiat m.Tychy",2014,1019002
"1048",2478000,"Powiat m.Zabrze",2014,1282662
"1049",2479000,"Powiat m.Żory",2014,464356
"1050",2601000,"Powiat buski",2014,377660
"1051",2602000,"Powiat jędrzejowski",2014,519548
"1052",2603000,"Powiat kazimierski",2014,137423
"1053",2604000,"Powiat kielecki",2014,812497
"1054",2605000,"Powiat konecki",2014,533556
"1055",2606000,"Powiat opatowski",2014,268780
"1056",2607000,"Powiat ostrowiecki",2014,773279
"1057",2608000,"Powiat pińczowski",2014,203539
"1058",2609000,"Powiat sandomierski",2014,509667
"1059",2610000,"Powiat skarżyski",2014,481936
"1060",2611000,"Powiat starachowicki",2014,682564
"1061",2612000,"Powiat staszowski",2014,404428
"1062",2613000,"Powiat włoszczowski",2014,302549
"1063",2661000,"Powiat m.Kielce",2014,2281900
"1064",2801000,"Powiat bartoszycki",2014,299275
"1065",2802000,"Powiat braniewski",2014,217942
"1066",2803000,"Powiat działdowski",2014,418902
"1067",2804000,"Powiat elbląski",2014,231058
"1068",2805000,"Powiat ełcki",2014,631632
"1069",2806000,"Powiat giżycki",2014,373438
"1070",2807000,"Powiat iławski",2014,485623
"1071",2808000,"Powiat kętrzyński",2014,395545
"1072",2809000,"Powiat lidzbarski",2014,222118
"1073",2810000,"Powiat mrągowski",2014,341038
"1074",2811000,"Powiat nidzicki",2014,209837
"1075",2812000,"Powiat nowomiejski",2014,259713
"1076",2813000,"Powiat olecki",2014,218508
"1077",2814000,"Powiat olsztyński",2014,579615
"1078",2815000,"Powiat ostródzki",2014,598758
"1079",2816000,"Powiat piski",2014,261103
"1080",2817000,"Powiat szczycieński",2014,429807
"1081",2818000,"Powiat gołdapski",2014,157362
"1082",2819000,"Powiat węgorzewski",2014,148636
"1083",2861000,"Powiat m.Elbląg",2014,1047778
"1084",2862000,"Powiat m.Olsztyn",2014,1857719
"1085",3001000,"Powiat chodzieski",2014,261915
"1086",3002000,"Powiat czarnkowsko-trzcianecki",2014,515326
"1087",3003000,"Powiat gnieźnieński",2014,937425
"1088",3004000,"Powiat gostyński",2014,529211
"1089",3005000,"Powiat grodziski",2014,273012
"1090",3006000,"Powiat jarociński",2014,506692
"1091",3007000,"Powiat kaliski",2014,278853
"1092",3008000,"Powiat kępiński",2014,359841
"1093",3009000,"Powiat kolski",2014,529013
"1094",3010000,"Powiat koniński",2014,492958
"1095",3011000,"Powiat kościański",2014,511720
"1096",3012000,"Powiat krotoszyński",2014,473001
"1097",3013000,"Powiat leszczyński",2014,187193
"1098",3014000,"Powiat międzychodzki",2014,172465
"1099",3015000,"Powiat nowotomyski",2014,469267
"1100",3016000,"Powiat obornicki",2014,356199
"1101",3017000,"Powiat ostrowski",2014,999099
"1102",3018000,"Powiat ostrzeszowski",2014,317871
"1103",3019000,"Powiat pilski",2014,1052514
"1104",3020000,"Powiat pleszewski",2014,435025
"1105",3021000,"Powiat poznański",2014,1789030
"1106",3022000,"Powiat rawicki",2014,442759
"1107",3023000,"Powiat słupecki",2014,388264
"1108",3024000,"Powiat szamotulski",2014,461991
"1109",3025000,"Powiat średzki",2014,344406
"1110",3026000,"Powiat śremski",2014,334693
"1111",3027000,"Powiat turecki",2014,474454
"1112",3028000,"Powiat wągrowiecki",2014,414126
"1113",3029000,"Powiat wolsztyński",2014,331102
"1114",3030000,"Powiat wrzesiński",2014,487961
"1115",3031000,"Powiat złotowski",2014,402505
"1116",3061000,"Powiat m.Kalisz",2014,1024045
"1117",3062000,"Powiat m.Konin",2014,897895
"1118",3063000,"Powiat m.Leszno",2014,659825
"1119",3064000,"Powiat m.Poznań",2014,5909568
"1120",3201000,"Powiat białogardzki",2014,348445
"1121",3202000,"Powiat choszczeński",2014,288865
"1122",3203000,"Powiat drawski",2014,342943
"1123",3204000,"Powiat goleniowski",2014,540044
"1124",3205000,"Powiat gryficki",2014,422302
"1125",3206000,"Powiat gryfiński",2014,454688
"1126",3207000,"Powiat kamieński",2014,293927
"1127",3208000,"Powiat kołobrzeski",2014,541678
"1128",3209000,"Powiat koszaliński",2014,248471
"1129",3210000,"Powiat myśliborski",2014,455469
"1130",3211000,"Powiat policki",2014,426429
"1131",3212000,"Powiat pyrzycki",2014,247152
"1132",3213000,"Powiat sławieński",2014,287573
"1133",3214000,"Powiat stargardzki",2014,732586
"1134",3215000,"Powiat szczecinecki",2014,555687
"1135",3216000,"Powiat świdwiński",2014,284520
"1136",3217000,"Powiat wałecki",2014,396408
"1137",3218000,"Powiat łobeski",2014,225427
"1138",3261000,"Powiat m.Koszalin",2014,1097836
"1139",3262000,"Powiat m.Szczecin",2014,3729000
"1140",3263000,"Powiat m.Świnoujście",2014,248632
"1141",201000,"Powiat bolesławiecki",2015,597341
"1142",202000,"Powiat dzierżoniowski",2015,792708
