"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_do_40_m2_zl"
"12510",3026000,"Powiat śremski",2017,4024
"12511",3027000,"Powiat turecki",2017,0
"12512",3028000,"Powiat wągrowiecki",2017,3478
"12513",3029000,"Powiat wolsztyński",2017,0
"12514",3030000,"Powiat wrzesiński",2017,3917
"12515",3031000,"Powiat złotowski",2017,3189
"12516",3061000,"Powiat m.Kalisz",2017,2553
"12517",3062000,"Powiat m.Konin",2017,4575
"12518",3063000,"Powiat m.Leszno",2017,4390
"12519",3064000,"Powiat m.Poznań",2017,6081
"12520",3201000,"Powiat białogardzki",2017,0
"12521",3202000,"Powiat choszczeński",2017,0
"12522",3203000,"Powiat drawski",2017,0
"12523",3204000,"Powiat goleniowski",2017,0
"12524",3205000,"Powiat gryficki",2017,0
"12525",3206000,"Powiat gryfiński",2017,4485
"12526",3207000,"Powiat kamieński",2017,5999
"12527",3208000,"Powiat kołobrzeski",2017,5348
"12528",3209000,"Powiat koszaliński",2017,7265
"12529",3210000,"Powiat myśliborski",2017,3452
"12530",3211000,"Powiat policki",2017,0
"12531",3212000,"Powiat pyrzycki",2017,0
"12532",3213000,"Powiat sławieński",2017,0
"12533",3214000,"Powiat stargardzki",2017,3880
"12534",3215000,"Powiat szczecinecki",2017,3386
"12535",3216000,"Powiat świdwiński",2017,0
"12536",3217000,"Powiat wałecki",2017,3846
"12537",3218000,"Powiat łobeski",2017,0
"12538",3261000,"Powiat m.Koszalin",2017,4573
"12539",3262000,"Powiat m.Szczecin",2017,4940
"12540",3263000,"Powiat m.Świnoujście",2017,6550
"12541",201000,"Powiat bolesławiecki",2018,3453
"12542",202000,"Powiat dzierżoniowski",2018,2537
"12543",203000,"Powiat głogowski",2018,3985
"12544",204000,"Powiat górowski",2018,0
"12545",205000,"Powiat jaworski",2018,0
"12546",206000,"Powiat jeleniogórski",2018,9227
"12547",207000,"Powiat kamiennogórski",2018,0
"12548",208000,"Powiat kłodzki",2018,12292
"12549",209000,"Powiat legnicki",2018,0
"12550",210000,"Powiat lubański",2018,2984
"12551",211000,"Powiat lubiński",2018,4312
"12552",212000,"Powiat lwówecki",2018,0
"12553",213000,"Powiat milicki",2018,0
"12554",214000,"Powiat oleśnicki",2018,4026
"12555",215000,"Powiat oławski",2018,3988
"12556",216000,"Powiat polkowicki",2018,3903
"12557",217000,"Powiat strzeliński",2018,4309
"12558",218000,"Powiat średzki",2018,4541
"12559",219000,"Powiat świdnicki",2018,3934
"12560",220000,"Powiat trzebnicki",2018,3985
"12561",221000,"Powiat wałbrzyski",2018,0
"12562",222000,"Powiat wołowski",2018,0
"12563",223000,"Powiat wrocławski",2018,4892
"12564",224000,"Powiat ząbkowicki",2018,0
"12565",225000,"Powiat zgorzelecki",2018,0
"12566",226000,"Powiat złotoryjski",2018,0
"12567",261000,"Powiat m.Jelenia Góra",2018,4211
"12568",262000,"Powiat m.Legnica",2018,3844
"12569",264000,"Powiat m.Wrocław",2018,6395
"12570",265000,"Powiat m.Wałbrzych od 2013",2018,2279
"12571",401000,"Powiat aleksandrowski",2018,3373
"12572",402000,"Powiat brodnicki",2018,3597
"12573",403000,"Powiat bydgoski",2018,4120
"12574",404000,"Powiat chełmiński",2018,0
"12575",405000,"Powiat golubsko-dobrzyński",2018,0
"12576",406000,"Powiat grudziądzki",2018,0
"12577",407000,"Powiat inowrocławski",2018,3938
"12578",408000,"Powiat lipnowski",2018,0
"12579",409000,"Powiat mogileński",2018,0
"12580",410000,"Powiat nakielski",2018,3890
"12581",411000,"Powiat radziejowski",2018,2600
"12582",412000,"Powiat rypiński",2018,2946
"12583",413000,"Powiat sępoleński",2018,0
"12584",414000,"Powiat świecki",2018,0
"12585",415000,"Powiat toruński",2018,2875
"12586",416000,"Powiat tucholski",2018,0
"12587",417000,"Powiat wąbrzeski",2018,0
"12588",418000,"Powiat włocławski",2018,0
"12589",419000,"Powiat żniński",2018,3739
"12590",461000,"Powiat m.Bydgoszcz",2018,4911
"12591",462000,"Powiat m.Grudziądz",2018,4003
"12592",463000,"Powiat m.Toruń",2018,4991
"12593",464000,"Powiat m.Włocławek",2018,2601
"12594",601000,"Powiat bialski",2018,0
"12595",602000,"Powiat biłgorajski",2018,0
"12596",603000,"Powiat chełmski",2018,0
"12597",604000,"Powiat hrubieszowski",2018,0
"12598",605000,"Powiat janowski",2018,0
"12599",606000,"Powiat krasnostawski",2018,0
"12600",607000,"Powiat kraśnicki",2018,0
"12601",608000,"Powiat lubartowski",2018,3800
"12602",609000,"Powiat lubelski",2018,4234
"12603",610000,"Powiat łęczyński",2018,0
"12604",611000,"Powiat łukowski",2018,0
"12605",612000,"Powiat opolski",2018,0
"12606",613000,"Powiat parczewski",2018,0
"12607",614000,"Powiat puławski",2018,3963
"12608",615000,"Powiat radzyński",2018,3380
"12609",616000,"Powiat rycki",2018,0
"12610",617000,"Powiat świdnicki",2018,0
"12611",618000,"Powiat tomaszowski",2018,0
"12612",619000,"Powiat włodawski",2018,0
"12613",620000,"Powiat zamojski",2018,0
"12614",661000,"Powiat m.Biała Podlaska",2018,2961
"12615",662000,"Powiat m.Chełm",2018,0
"12616",663000,"Powiat m.Lublin",2018,5359
"12617",664000,"Powiat m.Zamość",2018,3250
"12618",801000,"Powiat gorzowski",2018,3496
"12619",802000,"Powiat krośnieński",2018,3569
"12620",803000,"Powiat międzyrzecki",2018,3340
"12621",804000,"Powiat nowosolski",2018,3394
"12622",805000,"Powiat słubicki",2018,3225
"12623",806000,"Powiat strzelecko-drezdenecki",2018,3919
"12624",807000,"Powiat sulęciński",2018,0
"12625",808000,"Powiat świebodziński",2018,3296
"12626",809000,"Powiat zielonogórski",2018,2991
"12627",810000,"Powiat żagański",2018,2810
"12628",811000,"Powiat żarski",2018,3800
"12629",812000,"Powiat wschowski",2018,0
"12630",861000,"Powiat m.Gorzów Wielkopolski",2018,3817
"12631",862000,"Powiat m.Zielona Góra",2018,3901
"12632",1001000,"Powiat bełchatowski",2018,2497
"12633",1002000,"Powiat kutnowski",2018,4297
"12634",1003000,"Powiat łaski",2018,0
"12635",1004000,"Powiat łęczycki",2018,0
"12636",1005000,"Powiat łowicki",2018,4730
"12637",1006000,"Powiat łódzki wschodni",2018,0
"12638",1007000,"Powiat opoczyński",2018,0
"12639",1008000,"Powiat pabianicki",2018,3945
"12640",1009000,"Powiat pajęczański",2018,0
"12641",1010000,"Powiat piotrkowski",2018,0
"12642",1011000,"Powiat poddębicki",2018,0
"12643",1012000,"Powiat radomszczański",2018,3611
"12644",1013000,"Powiat rawski",2018,0
"12645",1014000,"Powiat sieradzki",2018,0
"12646",1015000,"Powiat skierniewicki",2018,0
"12647",1016000,"Powiat tomaszowski",2018,4458
"12648",1017000,"Powiat wieluński",2018,4500
"12649",1018000,"Powiat wieruszowski",2018,3472
"12650",1019000,"Powiat zduńskowolski",2018,3725
"12651",1020000,"Powiat zgierski",2018,3528
"12652",1021000,"Powiat brzeziński",2018,4134
"12653",1061000,"Powiat m.Łódź",2018,5026
"12654",1062000,"Powiat m.Piotrków Trybunalski",2018,3804
"12655",1063000,"Powiat m.Skierniewice",2018,4211
"12656",1201000,"Powiat bocheński",2018,5066
"12657",1202000,"Powiat brzeski",2018,4979
"12658",1203000,"Powiat chrzanowski",2018,3080
"12659",1204000,"Powiat dąbrowski",2018,0
"12660",1205000,"Powiat gorlicki",2018,0
"12661",1206000,"Powiat krakowski",2018,4935
"12662",1207000,"Powiat limanowski",2018,0
"12663",1208000,"Powiat miechowski",2018,4655
"12664",1209000,"Powiat myślenicki",2018,4774
"12665",1210000,"Powiat nowosądecki",2018,7487
"12666",1211000,"Powiat nowotarski",2018,4868
"12667",1212000,"Powiat olkuski",2018,0
"12668",1213000,"Powiat oświęcimski",2018,4034
"12669",1214000,"Powiat proszowicki",2018,0
"12670",1215000,"Powiat suski",2018,0
"12671",1216000,"Powiat tarnowski",2018,0
"12672",1217000,"Powiat tatrzański",2018,16621
"12673",1218000,"Powiat wadowicki",2018,0
"12674",1219000,"Powiat wielicki",2018,4915
"12675",1261000,"Powiat m.Kraków",2018,6720
"12676",1262000,"Powiat m.Nowy Sącz",2018,4400
"12677",1263000,"Powiat m.Tarnów",2018,3963
"12678",1401000,"Powiat białobrzeski",2018,0
"12679",1402000,"Powiat ciechanowski",2018,3100
"12680",1403000,"Powiat garwoliński",2018,0
"12681",1404000,"Powiat gostyniński",2018,3156
"12682",1405000,"Powiat grodziski",2018,4130
"12683",1406000,"Powiat grójecki",2018,4166
"12684",1407000,"Powiat kozienicki",2018,0
"12685",1408000,"Powiat legionowski",2018,4934
"12686",1409000,"Powiat lipski",2018,0
"12687",1410000,"Powiat łosicki",2018,0
"12688",1411000,"Powiat makowski",2018,0
"12689",1412000,"Powiat miński",2018,4573
"12690",1413000,"Powiat mławski",2018,3077
"12691",1414000,"Powiat nowodworski",2018,4205
"12692",1415000,"Powiat ostrołęcki",2018,0
"12693",1416000,"Powiat ostrowski",2018,0
"12694",1417000,"Powiat otwocki",2018,5265
"12695",1418000,"Powiat piaseczyński",2018,6973
"12696",1419000,"Powiat płocki",2018,0
"12697",1420000,"Powiat płoński",2018,3703
"12698",1421000,"Powiat pruszkowski",2018,6105
"12699",1422000,"Powiat przasnyski",2018,0
"12700",1423000,"Powiat przysuski",2018,0
"12701",1424000,"Powiat pułtuski",2018,3225
"12702",1425000,"Powiat radomski",2018,0
"12703",1426000,"Powiat siedlecki",2018,0
"12704",1427000,"Powiat sierpecki",2018,3400
"12705",1428000,"Powiat sochaczewski",2018,4684
"12706",1429000,"Powiat sokołowski",2018,3359
"12707",1430000,"Powiat szydłowiecki",2018,0
"12708",1432000,"Powiat warszawski zachodni",2018,5500
"12709",1433000,"Powiat węgrowski",2018,0
"12710",1434000,"Powiat wołomiński",2018,5737
"12711",1435000,"Powiat wyszkowski",2018,3940
"12712",1436000,"Powiat zwoleński",2018,0
"12713",1437000,"Powiat żuromiński",2018,0
"12714",1438000,"Powiat żyrardowski",2018,4471
"12715",1461000,"Powiat m.Ostrołęka",2018,0
"12716",1462000,"Powiat m.Płock",2018,4047
"12717",1463000,"Powiat m.Radom",2018,4175
"12718",1464000,"Powiat m.Siedlce",2018,4219
"12719",1465000,"Powiat m. st. Warszawa",2018,7974
"12720",1601000,"Powiat brzeski",2018,3537
"12721",1602000,"Powiat głubczycki",2018,0
"12722",1603000,"Powiat kędzierzyńsko-kozielski",2018,0
"12723",1604000,"Powiat kluczborski",2018,3084
"12724",1605000,"Powiat krapkowicki",2018,0
"12725",1606000,"Powiat namysłowski",2018,3154
"12726",1607000,"Powiat nyski",2018,0
"12727",1608000,"Powiat oleski",2018,0
"12728",1609000,"Powiat opolski",2018,0
"12729",1610000,"Powiat prudnicki",2018,0
"12730",1611000,"Powiat strzelecki",2018,0
"12731",1661000,"Powiat m.Opole",2018,4777
"12732",1801000,"Powiat bieszczadzki",2018,0
"12733",1802000,"Powiat brzozowski",2018,0
"12734",1803000,"Powiat dębicki",2018,4775
"12735",1804000,"Powiat jarosławski",2018,3594
"12736",1805000,"Powiat jasielski",2018,0
"12737",1806000,"Powiat kolbuszowski",2018,3554
"12738",1807000,"Powiat krośnieński",2018,3811
"12739",1808000,"Powiat leżajski",2018,0
"12740",1809000,"Powiat lubaczowski",2018,0
"12741",1810000,"Powiat łańcucki",2018,5047
"12742",1811000,"Powiat mielecki",2018,0
"12743",1812000,"Powiat niżański",2018,0
"12744",1813000,"Powiat przemyski",2018,0
"12745",1814000,"Powiat przeworski",2018,0
"12746",1815000,"Powiat ropczycko-sędziszowski",2018,4014
"12747",1816000,"Powiat rzeszowski",2018,4316
"12748",1817000,"Powiat sanocki",2018,0
"12749",1818000,"Powiat stalowowolski",2018,3730
"12750",1819000,"Powiat strzyżowski",2018,0
"12751",1820000,"Powiat tarnobrzeski",2018,0
"12752",1821000,"Powiat leski",2018,0
"12753",1861000,"Powiat m.Krosno",2018,0
"12754",1862000,"Powiat m.Przemyśl",2018,4468
"12755",1863000,"Powiat m.Rzeszów",2018,5165
"12756",1864000,"Powiat m.Tarnobrzeg",2018,0
"12757",2001000,"Powiat augustowski",2018,0
"12758",2002000,"Powiat białostocki",2018,3842
"12759",2003000,"Powiat bielski",2018,0
"12760",2004000,"Powiat grajewski",2018,2999
"12761",2005000,"Powiat hajnowski",2018,0
"12762",2006000,"Powiat kolneński",2018,0
"12763",2007000,"Powiat łomżyński",2018,0
"12764",2008000,"Powiat moniecki",2018,0
"12765",2009000,"Powiat sejneński",2018,0
"12766",2010000,"Powiat siemiatycki",2018,3285
"12767",2011000,"Powiat sokólski",2018,0
"12768",2012000,"Powiat suwalski",2018,0
"12769",2013000,"Powiat wysokomazowiecki",2018,0
"12770",2014000,"Powiat zambrowski",2018,3247
"12771",2061000,"Powiat m.Białystok",2018,4871
"12772",2062000,"Powiat m.Łomża",2018,3650
"12773",2063000,"Powiat m.Suwałki",2018,3795
"12774",2201000,"Powiat bytowski",2018,2299
"12775",2202000,"Powiat chojnicki",2018,4097
"12776",2203000,"Powiat człuchowski",2018,0
"12777",2204000,"Powiat gdański",2018,4747
"12778",2205000,"Powiat kartuski",2018,4963
"12779",2206000,"Powiat kościerski",2018,4210
"12780",2207000,"Powiat kwidzyński",2018,4834
"12781",2208000,"Powiat lęborski",2018,3795
"12782",2209000,"Powiat malborski",2018,3864
"12783",2210000,"Powiat nowodworski",2018,5288
"12784",2211000,"Powiat pucki",2018,5073
"12785",2212000,"Powiat słupski",2018,5638
"12786",2213000,"Powiat starogardzki",2018,3466
"12787",2214000,"Powiat tczewski",2018,3995
"12788",2215000,"Powiat wejherowski",2018,4576
"12789",2216000,"Powiat sztumski",2018,0
"12790",2261000,"Powiat m.Gdańsk",2018,6495
"12791",2262000,"Powiat m.Gdynia",2018,7706
"12792",2263000,"Powiat m.Słupsk",2018,3518
"12793",2264000,"Powiat m.Sopot",2018,10826
"12794",2401000,"Powiat będziński",2018,4041
"12795",2402000,"Powiat bielski",2018,3501
"12796",2403000,"Powiat cieszyński",2018,5624
"12797",2404000,"Powiat częstochowski",2018,0
"12798",2405000,"Powiat gliwicki",2018,2680
"12799",2406000,"Powiat kłobucki",2018,0
"12800",2407000,"Powiat lubliniecki",2018,0
"12801",2408000,"Powiat mikołowski",2018,2799
"12802",2409000,"Powiat myszkowski",2018,0
"12803",2410000,"Powiat pszczyński",2018,4118
"12804",2411000,"Powiat raciborski",2018,0
"12805",2412000,"Powiat rybnicki",2018,0
"12806",2413000,"Powiat tarnogórski",2018,3357
"12807",2414000,"Powiat bieruńsko-lędziński",2018,3038
"12808",2415000,"Powiat wodzisławski",2018,0
"12809",2416000,"Powiat zawierciański",2018,0
"12810",2417000,"Powiat żywiecki",2018,4427
"12811",2461000,"Powiat m.Bielsko-Biała",2018,4660
"12812",2462000,"Powiat m.Bytom",2018,2255
"12813",2463000,"Powiat m.Chorzów",2018,3726
"12814",2464000,"Powiat m.Częstochowa",2018,4374
"12815",2465000,"Powiat m.Dąbrowa Górnicza",2018,0
"12816",2466000,"Powiat m.Gliwice",2018,4835
"12817",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"12818",2468000,"Powiat m.Jaworzno",2018,3164
"12819",2469000,"Powiat m.Katowice",2018,3631
"12820",2470000,"Powiat m.Mysłowice",2018,3194
"12821",2471000,"Powiat m.Piekary Śląskie",2018,3361
"12822",2472000,"Powiat m.Ruda Śląska",2018,2503
"12823",2473000,"Powiat m.Rybnik",2018,2395
"12824",2474000,"Powiat m.Siemianowice Śląskie",2018,2667
"12825",2475000,"Powiat m.Sosnowiec",2018,4418
"12826",2476000,"Powiat m.Świętochłowice",2018,3438
"12827",2477000,"Powiat m.Tychy",2018,4437
"12828",2478000,"Powiat m.Zabrze",2018,2888
"12829",2479000,"Powiat m.Żory",2018,0
"12830",2601000,"Powiat buski",2018,0
"12831",2602000,"Powiat jędrzejowski",2018,0
"12832",2603000,"Powiat kazimierski",2018,0
"12833",2604000,"Powiat kielecki",2018,0
"12834",2605000,"Powiat konecki",2018,3595
"12835",2606000,"Powiat opatowski",2018,3536
"12836",2607000,"Powiat ostrowiecki",2018,0
"12837",2608000,"Powiat pińczowski",2018,0
"12838",2609000,"Powiat sandomierski",2018,0
"12839",2610000,"Powiat skarżyski",2018,0
"12840",2611000,"Powiat starachowicki",2018,0
"12841",2612000,"Powiat staszowski",2018,0
"12842",2613000,"Powiat włoszczowski",2018,0
"12843",2661000,"Powiat m.Kielce",2018,4693
"12844",2801000,"Powiat bartoszycki",2018,3857
"12845",2802000,"Powiat braniewski",2018,0
"12846",2803000,"Powiat działdowski",2018,2988
"12847",2804000,"Powiat elbląski",2018,0
"12848",2805000,"Powiat ełcki",2018,3256
"12849",2806000,"Powiat giżycki",2018,4286
"12850",2807000,"Powiat iławski",2018,3847
"12851",2808000,"Powiat kętrzyński",2018,3397
"12852",2809000,"Powiat lidzbarski",2018,0
"12853",2810000,"Powiat mrągowski",2018,0
"12854",2811000,"Powiat nidzicki",2018,0
"12855",2812000,"Powiat nowomiejski",2018,3531
"12856",2813000,"Powiat olecki",2018,3401
"12857",2814000,"Powiat olsztyński",2018,3950
"12858",2815000,"Powiat ostródzki",2018,3705
"12859",2816000,"Powiat piski",2018,0
"12860",2817000,"Powiat szczycieński",2018,2901
"12861",2818000,"Powiat gołdapski",2018,3302
"12862",2819000,"Powiat węgorzewski",2018,0
"12863",2861000,"Powiat m.Elbląg",2018,4485
"12864",2862000,"Powiat m.Olsztyn",2018,5372
"12865",3001000,"Powiat chodzieski",2018,0
"12866",3002000,"Powiat czarnkowsko-trzcianecki",2018,0
"12867",3003000,"Powiat gnieźnieński",2018,4037
"12868",3004000,"Powiat gostyński",2018,3916
"12869",3005000,"Powiat grodziski",2018,3401
"12870",3006000,"Powiat jarociński",2018,0
"12871",3007000,"Powiat kaliski",2018,0
"12872",3008000,"Powiat kępiński",2018,3796
"12873",3009000,"Powiat kolski",2018,0
"12874",3010000,"Powiat koniński",2018,3219
"12875",3011000,"Powiat kościański",2018,3617
"12876",3012000,"Powiat krotoszyński",2018,3805
"12877",3013000,"Powiat leszczyński",2018,4091
"12878",3014000,"Powiat międzychodzki",2018,0
"12879",3015000,"Powiat nowotomyski",2018,0
"12880",3016000,"Powiat obornicki",2018,0
"12881",3017000,"Powiat ostrowski",2018,3647
"12882",3018000,"Powiat ostrzeszowski",2018,4023
"12883",3019000,"Powiat pilski",2018,4200
"12884",3020000,"Powiat pleszewski",2018,0
"12885",3021000,"Powiat poznański",2018,4416
"12886",3022000,"Powiat rawicki",2018,3668
"12887",3023000,"Powiat słupecki",2018,0
"12888",3024000,"Powiat szamotulski",2018,3995
"12889",3025000,"Powiat średzki",2018,3613
"12890",3026000,"Powiat śremski",2018,4151
"12891",3027000,"Powiat turecki",2018,0
"12892",3028000,"Powiat wągrowiecki",2018,0
"12893",3029000,"Powiat wolsztyński",2018,0
"12894",3030000,"Powiat wrzesiński",2018,3497
"12895",3031000,"Powiat złotowski",2018,0
"12896",3061000,"Powiat m.Kalisz",2018,3006
"12897",3062000,"Powiat m.Konin",2018,4238
"12898",3063000,"Powiat m.Leszno",2018,4698
"12899",3064000,"Powiat m.Poznań",2018,6465
"12900",3201000,"Powiat białogardzki",2018,0
"12901",3202000,"Powiat choszczeński",2018,0
"12902",3203000,"Powiat drawski",2018,0
"12903",3204000,"Powiat goleniowski",2018,4494
"12904",3205000,"Powiat gryficki",2018,0
"12905",3206000,"Powiat gryfiński",2018,0
"12906",3207000,"Powiat kamieński",2018,9918
"12907",3208000,"Powiat kołobrzeski",2018,7424
"12908",3209000,"Powiat koszaliński",2018,10225
"12909",3210000,"Powiat myśliborski",2018,0
"12910",3211000,"Powiat policki",2018,4254
"12911",3212000,"Powiat pyrzycki",2018,0
"12912",3213000,"Powiat sławieński",2018,5495
"12913",3214000,"Powiat stargardzki",2018,3941
"12914",3215000,"Powiat szczecinecki",2018,2222
"12915",3216000,"Powiat świdwiński",2018,0
"12916",3217000,"Powiat wałecki",2018,0
"12917",3218000,"Powiat łobeski",2018,0
"12918",3261000,"Powiat m.Koszalin",2018,0
"12919",3262000,"Powiat m.Szczecin",2018,5145
"12920",3263000,"Powiat m.Świnoujście",2018,7575
"12921",201000,"Powiat bolesławiecki",2019,NA
"12922",202000,"Powiat dzierżoniowski",2019,NA
"12923",203000,"Powiat głogowski",2019,NA
"12924",204000,"Powiat górowski",2019,NA
"12925",205000,"Powiat jaworski",2019,NA
"12926",206000,"Powiat jeleniogórski",2019,NA
"12927",207000,"Powiat kamiennogórski",2019,NA
"12928",208000,"Powiat kłodzki",2019,NA
"12929",209000,"Powiat legnicki",2019,NA
"12930",210000,"Powiat lubański",2019,NA
"12931",211000,"Powiat lubiński",2019,NA
"12932",212000,"Powiat lwówecki",2019,NA
"12933",213000,"Powiat milicki",2019,NA
"12934",214000,"Powiat oleśnicki",2019,NA
"12935",215000,"Powiat oławski",2019,NA
"12936",216000,"Powiat polkowicki",2019,NA
"12937",217000,"Powiat strzeliński",2019,NA
"12938",218000,"Powiat średzki",2019,NA
"12939",219000,"Powiat świdnicki",2019,NA
"12940",220000,"Powiat trzebnicki",2019,NA
"12941",221000,"Powiat wałbrzyski",2019,NA
"12942",222000,"Powiat wołowski",2019,NA
"12943",223000,"Powiat wrocławski",2019,NA
"12944",224000,"Powiat ząbkowicki",2019,NA
"12945",225000,"Powiat zgorzelecki",2019,NA
"12946",226000,"Powiat złotoryjski",2019,NA
"12947",261000,"Powiat m.Jelenia Góra",2019,NA
"12948",262000,"Powiat m.Legnica",2019,NA
"12949",264000,"Powiat m.Wrocław",2019,NA
"12950",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"12951",401000,"Powiat aleksandrowski",2019,NA
"12952",402000,"Powiat brodnicki",2019,NA
"12953",403000,"Powiat bydgoski",2019,NA
"12954",404000,"Powiat chełmiński",2019,NA
"12955",405000,"Powiat golubsko-dobrzyński",2019,NA
"12956",406000,"Powiat grudziądzki",2019,NA
"12957",407000,"Powiat inowrocławski",2019,NA
"12958",408000,"Powiat lipnowski",2019,NA
"12959",409000,"Powiat mogileński",2019,NA
"12960",410000,"Powiat nakielski",2019,NA
"12961",411000,"Powiat radziejowski",2019,NA
"12962",412000,"Powiat rypiński",2019,NA
"12963",413000,"Powiat sępoleński",2019,NA
"12964",414000,"Powiat świecki",2019,NA
"12965",415000,"Powiat toruński",2019,NA
"12966",416000,"Powiat tucholski",2019,NA
"12967",417000,"Powiat wąbrzeski",2019,NA
"12968",418000,"Powiat włocławski",2019,NA
"12969",419000,"Powiat żniński",2019,NA
"12970",461000,"Powiat m.Bydgoszcz",2019,NA
"12971",462000,"Powiat m.Grudziądz",2019,NA
"12972",463000,"Powiat m.Toruń",2019,NA
"12973",464000,"Powiat m.Włocławek",2019,NA
"12974",601000,"Powiat bialski",2019,NA
"12975",602000,"Powiat biłgorajski",2019,NA
"12976",603000,"Powiat chełmski",2019,NA
"12977",604000,"Powiat hrubieszowski",2019,NA
"12978",605000,"Powiat janowski",2019,NA
"12979",606000,"Powiat krasnostawski",2019,NA
"12980",607000,"Powiat kraśnicki",2019,NA
"12981",608000,"Powiat lubartowski",2019,NA
"12982",609000,"Powiat lubelski",2019,NA
"12983",610000,"Powiat łęczyński",2019,NA
"12984",611000,"Powiat łukowski",2019,NA
"12985",612000,"Powiat opolski",2019,NA
"12986",613000,"Powiat parczewski",2019,NA
"12987",614000,"Powiat puławski",2019,NA
"12988",615000,"Powiat radzyński",2019,NA
"12989",616000,"Powiat rycki",2019,NA
"12990",617000,"Powiat świdnicki",2019,NA
"12991",618000,"Powiat tomaszowski",2019,NA
"12992",619000,"Powiat włodawski",2019,NA
"12993",620000,"Powiat zamojski",2019,NA
"12994",661000,"Powiat m.Biała Podlaska",2019,NA
"12995",662000,"Powiat m.Chełm",2019,NA
"12996",663000,"Powiat m.Lublin",2019,NA
"12997",664000,"Powiat m.Zamość",2019,NA
"12998",801000,"Powiat gorzowski",2019,NA
"12999",802000,"Powiat krośnieński",2019,NA
"13000",803000,"Powiat międzyrzecki",2019,NA
"13001",804000,"Powiat nowosolski",2019,NA
"13002",805000,"Powiat słubicki",2019,NA
"13003",806000,"Powiat strzelecko-drezdenecki",2019,NA
"13004",807000,"Powiat sulęciński",2019,NA
"13005",808000,"Powiat świebodziński",2019,NA
"13006",809000,"Powiat zielonogórski",2019,NA
"13007",810000,"Powiat żagański",2019,NA
"13008",811000,"Powiat żarski",2019,NA
"13009",812000,"Powiat wschowski",2019,NA
"13010",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"13011",862000,"Powiat m.Zielona Góra",2019,NA
"13012",1001000,"Powiat bełchatowski",2019,NA
"13013",1002000,"Powiat kutnowski",2019,NA
"13014",1003000,"Powiat łaski",2019,NA
"13015",1004000,"Powiat łęczycki",2019,NA
"13016",1005000,"Powiat łowicki",2019,NA
"13017",1006000,"Powiat łódzki wschodni",2019,NA
"13018",1007000,"Powiat opoczyński",2019,NA
"13019",1008000,"Powiat pabianicki",2019,NA
"13020",1009000,"Powiat pajęczański",2019,NA
"13021",1010000,"Powiat piotrkowski",2019,NA
"13022",1011000,"Powiat poddębicki",2019,NA
"13023",1012000,"Powiat radomszczański",2019,NA
"13024",1013000,"Powiat rawski",2019,NA
"13025",1014000,"Powiat sieradzki",2019,NA
"13026",1015000,"Powiat skierniewicki",2019,NA
"13027",1016000,"Powiat tomaszowski",2019,NA
"13028",1017000,"Powiat wieluński",2019,NA
"13029",1018000,"Powiat wieruszowski",2019,NA
"13030",1019000,"Powiat zduńskowolski",2019,NA
"13031",1020000,"Powiat zgierski",2019,NA
"13032",1021000,"Powiat brzeziński",2019,NA
"13033",1061000,"Powiat m.Łódź",2019,NA
"13034",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"13035",1063000,"Powiat m.Skierniewice",2019,NA
"13036",1201000,"Powiat bocheński",2019,NA
"13037",1202000,"Powiat brzeski",2019,NA
"13038",1203000,"Powiat chrzanowski",2019,NA
"13039",1204000,"Powiat dąbrowski",2019,NA
"13040",1205000,"Powiat gorlicki",2019,NA
"13041",1206000,"Powiat krakowski",2019,NA
"13042",1207000,"Powiat limanowski",2019,NA
"13043",1208000,"Powiat miechowski",2019,NA
"13044",1209000,"Powiat myślenicki",2019,NA
"13045",1210000,"Powiat nowosądecki",2019,NA
"13046",1211000,"Powiat nowotarski",2019,NA
"13047",1212000,"Powiat olkuski",2019,NA
"13048",1213000,"Powiat oświęcimski",2019,NA
"13049",1214000,"Powiat proszowicki",2019,NA
"13050",1215000,"Powiat suski",2019,NA
"13051",1216000,"Powiat tarnowski",2019,NA
"13052",1217000,"Powiat tatrzański",2019,NA
"13053",1218000,"Powiat wadowicki",2019,NA
"13054",1219000,"Powiat wielicki",2019,NA
"13055",1261000,"Powiat m.Kraków",2019,NA
"13056",1262000,"Powiat m.Nowy Sącz",2019,NA
"13057",1263000,"Powiat m.Tarnów",2019,NA
"13058",1401000,"Powiat białobrzeski",2019,NA
"13059",1402000,"Powiat ciechanowski",2019,NA
"13060",1403000,"Powiat garwoliński",2019,NA
"13061",1404000,"Powiat gostyniński",2019,NA
"13062",1405000,"Powiat grodziski",2019,NA
"13063",1406000,"Powiat grójecki",2019,NA
"13064",1407000,"Powiat kozienicki",2019,NA
"13065",1408000,"Powiat legionowski",2019,NA
"13066",1409000,"Powiat lipski",2019,NA
"13067",1410000,"Powiat łosicki",2019,NA
"13068",1411000,"Powiat makowski",2019,NA
"13069",1412000,"Powiat miński",2019,NA
"13070",1413000,"Powiat mławski",2019,NA
"13071",1414000,"Powiat nowodworski",2019,NA
