"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_wypadki_drogowe_na_100_tys_ludnosci_osoba"
"1121",3202000,"Powiat choszczeński",2004,NA
"1122",3203000,"Powiat drawski",2004,NA
"1123",3204000,"Powiat goleniowski",2004,NA
"1124",3205000,"Powiat gryficki",2004,NA
"1125",3206000,"Powiat gryfiński",2004,NA
"1126",3207000,"Powiat kamieński",2004,NA
"1127",3208000,"Powiat kołobrzeski",2004,NA
"1128",3209000,"Powiat koszaliński",2004,NA
"1129",3210000,"Powiat myśliborski",2004,NA
"1130",3211000,"Powiat policki",2004,NA
"1131",3212000,"Powiat pyrzycki",2004,NA
"1132",3213000,"Powiat sławieński",2004,NA
"1133",3214000,"Powiat stargardzki",2004,NA
"1134",3215000,"Powiat szczecinecki",2004,NA
"1135",3216000,"Powiat świdwiński",2004,NA
"1136",3217000,"Powiat wałecki",2004,NA
"1137",3218000,"Powiat łobeski",2004,NA
"1138",3261000,"Powiat m.Koszalin",2004,NA
"1139",3262000,"Powiat m.Szczecin",2004,NA
"1140",3263000,"Powiat m.Świnoujście",2004,NA
"1141",201000,"Powiat bolesławiecki",2005,NA
"1142",202000,"Powiat dzierżoniowski",2005,NA
"1143",203000,"Powiat głogowski",2005,NA
"1144",204000,"Powiat górowski",2005,NA
"1145",205000,"Powiat jaworski",2005,NA
"1146",206000,"Powiat jeleniogórski",2005,NA
"1147",207000,"Powiat kamiennogórski",2005,NA
"1148",208000,"Powiat kłodzki",2005,NA
"1149",209000,"Powiat legnicki",2005,NA
"1150",210000,"Powiat lubański",2005,NA
"1151",211000,"Powiat lubiński",2005,NA
"1152",212000,"Powiat lwówecki",2005,NA
"1153",213000,"Powiat milicki",2005,NA
"1154",214000,"Powiat oleśnicki",2005,NA
"1155",215000,"Powiat oławski",2005,NA
"1156",216000,"Powiat polkowicki",2005,NA
"1157",217000,"Powiat strzeliński",2005,NA
"1158",218000,"Powiat średzki",2005,NA
"1159",219000,"Powiat świdnicki",2005,NA
"1160",220000,"Powiat trzebnicki",2005,NA
"1161",221000,"Powiat wałbrzyski",2005,NA
"1162",222000,"Powiat wołowski",2005,NA
"1163",223000,"Powiat wrocławski",2005,NA
"1164",224000,"Powiat ząbkowicki",2005,NA
"1165",225000,"Powiat zgorzelecki",2005,NA
"1166",226000,"Powiat złotoryjski",2005,NA
"1167",261000,"Powiat m.Jelenia Góra",2005,NA
"1168",262000,"Powiat m.Legnica",2005,NA
"1169",264000,"Powiat m.Wrocław",2005,NA
"1170",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"1171",401000,"Powiat aleksandrowski",2005,NA
"1172",402000,"Powiat brodnicki",2005,NA
"1173",403000,"Powiat bydgoski",2005,NA
"1174",404000,"Powiat chełmiński",2005,NA
"1175",405000,"Powiat golubsko-dobrzyński",2005,NA
"1176",406000,"Powiat grudziądzki",2005,NA
"1177",407000,"Powiat inowrocławski",2005,NA
"1178",408000,"Powiat lipnowski",2005,NA
"1179",409000,"Powiat mogileński",2005,NA
"1180",410000,"Powiat nakielski",2005,NA
"1181",411000,"Powiat radziejowski",2005,NA
"1182",412000,"Powiat rypiński",2005,NA
"1183",413000,"Powiat sępoleński",2005,NA
"1184",414000,"Powiat świecki",2005,NA
"1185",415000,"Powiat toruński",2005,NA
"1186",416000,"Powiat tucholski",2005,NA
"1187",417000,"Powiat wąbrzeski",2005,NA
"1188",418000,"Powiat włocławski",2005,NA
"1189",419000,"Powiat żniński",2005,NA
"1190",461000,"Powiat m.Bydgoszcz",2005,NA
"1191",462000,"Powiat m.Grudziądz",2005,NA
"1192",463000,"Powiat m.Toruń",2005,NA
"1193",464000,"Powiat m.Włocławek",2005,NA
"1194",601000,"Powiat bialski",2005,NA
"1195",602000,"Powiat biłgorajski",2005,NA
"1196",603000,"Powiat chełmski",2005,NA
"1197",604000,"Powiat hrubieszowski",2005,NA
"1198",605000,"Powiat janowski",2005,NA
"1199",606000,"Powiat krasnostawski",2005,NA
"1200",607000,"Powiat kraśnicki",2005,NA
"1201",608000,"Powiat lubartowski",2005,NA
"1202",609000,"Powiat lubelski",2005,NA
"1203",610000,"Powiat łęczyński",2005,NA
"1204",611000,"Powiat łukowski",2005,NA
"1205",612000,"Powiat opolski",2005,NA
"1206",613000,"Powiat parczewski",2005,NA
"1207",614000,"Powiat puławski",2005,NA
"1208",615000,"Powiat radzyński",2005,NA
"1209",616000,"Powiat rycki",2005,NA
"1210",617000,"Powiat świdnicki",2005,NA
"1211",618000,"Powiat tomaszowski",2005,NA
"1212",619000,"Powiat włodawski",2005,NA
"1213",620000,"Powiat zamojski",2005,NA
"1214",661000,"Powiat m.Biała Podlaska",2005,NA
"1215",662000,"Powiat m.Chełm",2005,NA
"1216",663000,"Powiat m.Lublin",2005,NA
"1217",664000,"Powiat m.Zamość",2005,NA
"1218",801000,"Powiat gorzowski",2005,NA
"1219",802000,"Powiat krośnieński",2005,NA
"1220",803000,"Powiat międzyrzecki",2005,NA
"1221",804000,"Powiat nowosolski",2005,NA
"1222",805000,"Powiat słubicki",2005,NA
"1223",806000,"Powiat strzelecko-drezdenecki",2005,NA
"1224",807000,"Powiat sulęciński",2005,NA
"1225",808000,"Powiat świebodziński",2005,NA
"1226",809000,"Powiat zielonogórski",2005,NA
"1227",810000,"Powiat żagański",2005,NA
"1228",811000,"Powiat żarski",2005,NA
"1229",812000,"Powiat wschowski",2005,NA
"1230",861000,"Powiat m.Gorzów Wielkopolski",2005,NA
"1231",862000,"Powiat m.Zielona Góra",2005,NA
"1232",1001000,"Powiat bełchatowski",2005,NA
"1233",1002000,"Powiat kutnowski",2005,NA
"1234",1003000,"Powiat łaski",2005,NA
"1235",1004000,"Powiat łęczycki",2005,NA
"1236",1005000,"Powiat łowicki",2005,NA
"1237",1006000,"Powiat łódzki wschodni",2005,NA
"1238",1007000,"Powiat opoczyński",2005,NA
"1239",1008000,"Powiat pabianicki",2005,NA
"1240",1009000,"Powiat pajęczański",2005,NA
"1241",1010000,"Powiat piotrkowski",2005,NA
"1242",1011000,"Powiat poddębicki",2005,NA
"1243",1012000,"Powiat radomszczański",2005,NA
"1244",1013000,"Powiat rawski",2005,NA
"1245",1014000,"Powiat sieradzki",2005,NA
"1246",1015000,"Powiat skierniewicki",2005,NA
"1247",1016000,"Powiat tomaszowski",2005,NA
"1248",1017000,"Powiat wieluński",2005,NA
"1249",1018000,"Powiat wieruszowski",2005,NA
"1250",1019000,"Powiat zduńskowolski",2005,NA
"1251",1020000,"Powiat zgierski",2005,NA
"1252",1021000,"Powiat brzeziński",2005,NA
"1253",1061000,"Powiat m.Łódź",2005,NA
"1254",1062000,"Powiat m.Piotrków Trybunalski",2005,NA
"1255",1063000,"Powiat m.Skierniewice",2005,NA
"1256",1201000,"Powiat bocheński",2005,NA
"1257",1202000,"Powiat brzeski",2005,NA
"1258",1203000,"Powiat chrzanowski",2005,NA
"1259",1204000,"Powiat dąbrowski",2005,NA
"1260",1205000,"Powiat gorlicki",2005,NA
"1261",1206000,"Powiat krakowski",2005,NA
"1262",1207000,"Powiat limanowski",2005,NA
"1263",1208000,"Powiat miechowski",2005,NA
"1264",1209000,"Powiat myślenicki",2005,NA
"1265",1210000,"Powiat nowosądecki",2005,NA
"1266",1211000,"Powiat nowotarski",2005,NA
"1267",1212000,"Powiat olkuski",2005,NA
"1268",1213000,"Powiat oświęcimski",2005,NA
"1269",1214000,"Powiat proszowicki",2005,NA
"1270",1215000,"Powiat suski",2005,NA
"1271",1216000,"Powiat tarnowski",2005,NA
"1272",1217000,"Powiat tatrzański",2005,NA
"1273",1218000,"Powiat wadowicki",2005,NA
"1274",1219000,"Powiat wielicki",2005,NA
"1275",1261000,"Powiat m.Kraków",2005,NA
"1276",1262000,"Powiat m.Nowy Sącz",2005,NA
"1277",1263000,"Powiat m.Tarnów",2005,NA
"1278",1401000,"Powiat białobrzeski",2005,NA
"1279",1402000,"Powiat ciechanowski",2005,NA
"1280",1403000,"Powiat garwoliński",2005,NA
"1281",1404000,"Powiat gostyniński",2005,NA
"1282",1405000,"Powiat grodziski",2005,NA
"1283",1406000,"Powiat grójecki",2005,NA
"1284",1407000,"Powiat kozienicki",2005,NA
"1285",1408000,"Powiat legionowski",2005,NA
"1286",1409000,"Powiat lipski",2005,NA
"1287",1410000,"Powiat łosicki",2005,NA
"1288",1411000,"Powiat makowski",2005,NA
"1289",1412000,"Powiat miński",2005,NA
"1290",1413000,"Powiat mławski",2005,NA
"1291",1414000,"Powiat nowodworski",2005,NA
"1292",1415000,"Powiat ostrołęcki",2005,NA
"1293",1416000,"Powiat ostrowski",2005,NA
"1294",1417000,"Powiat otwocki",2005,NA
"1295",1418000,"Powiat piaseczyński",2005,NA
"1296",1419000,"Powiat płocki",2005,NA
"1297",1420000,"Powiat płoński",2005,NA
"1298",1421000,"Powiat pruszkowski",2005,NA
"1299",1422000,"Powiat przasnyski",2005,NA
"1300",1423000,"Powiat przysuski",2005,NA
"1301",1424000,"Powiat pułtuski",2005,NA
"1302",1425000,"Powiat radomski",2005,NA
"1303",1426000,"Powiat siedlecki",2005,NA
"1304",1427000,"Powiat sierpecki",2005,NA
"1305",1428000,"Powiat sochaczewski",2005,NA
"1306",1429000,"Powiat sokołowski",2005,NA
"1307",1430000,"Powiat szydłowiecki",2005,NA
"1308",1432000,"Powiat warszawski zachodni",2005,NA
"1309",1433000,"Powiat węgrowski",2005,NA
"1310",1434000,"Powiat wołomiński",2005,NA
"1311",1435000,"Powiat wyszkowski",2005,NA
"1312",1436000,"Powiat zwoleński",2005,NA
"1313",1437000,"Powiat żuromiński",2005,NA
"1314",1438000,"Powiat żyrardowski",2005,NA
"1315",1461000,"Powiat m.Ostrołęka",2005,NA
"1316",1462000,"Powiat m.Płock",2005,NA
"1317",1463000,"Powiat m.Radom",2005,NA
"1318",1464000,"Powiat m.Siedlce",2005,NA
"1319",1465000,"Powiat m. st. Warszawa",2005,NA
"1320",1601000,"Powiat brzeski",2005,NA
"1321",1602000,"Powiat głubczycki",2005,NA
"1322",1603000,"Powiat kędzierzyńsko-kozielski",2005,NA
"1323",1604000,"Powiat kluczborski",2005,NA
"1324",1605000,"Powiat krapkowicki",2005,NA
"1325",1606000,"Powiat namysłowski",2005,NA
"1326",1607000,"Powiat nyski",2005,NA
"1327",1608000,"Powiat oleski",2005,NA
"1328",1609000,"Powiat opolski",2005,NA
"1329",1610000,"Powiat prudnicki",2005,NA
"1330",1611000,"Powiat strzelecki",2005,NA
"1331",1661000,"Powiat m.Opole",2005,NA
"1332",1801000,"Powiat bieszczadzki",2005,NA
"1333",1802000,"Powiat brzozowski",2005,NA
"1334",1803000,"Powiat dębicki",2005,NA
"1335",1804000,"Powiat jarosławski",2005,NA
"1336",1805000,"Powiat jasielski",2005,NA
"1337",1806000,"Powiat kolbuszowski",2005,NA
"1338",1807000,"Powiat krośnieński",2005,NA
"1339",1808000,"Powiat leżajski",2005,NA
"1340",1809000,"Powiat lubaczowski",2005,NA
"1341",1810000,"Powiat łańcucki",2005,NA
"1342",1811000,"Powiat mielecki",2005,NA
"1343",1812000,"Powiat niżański",2005,NA
"1344",1813000,"Powiat przemyski",2005,NA
"1345",1814000,"Powiat przeworski",2005,NA
"1346",1815000,"Powiat ropczycko-sędziszowski",2005,NA
"1347",1816000,"Powiat rzeszowski",2005,NA
"1348",1817000,"Powiat sanocki",2005,NA
"1349",1818000,"Powiat stalowowolski",2005,NA
"1350",1819000,"Powiat strzyżowski",2005,NA
"1351",1820000,"Powiat tarnobrzeski",2005,NA
"1352",1821000,"Powiat leski",2005,NA
"1353",1861000,"Powiat m.Krosno",2005,NA
"1354",1862000,"Powiat m.Przemyśl",2005,NA
"1355",1863000,"Powiat m.Rzeszów",2005,NA
"1356",1864000,"Powiat m.Tarnobrzeg",2005,NA
"1357",2001000,"Powiat augustowski",2005,NA
"1358",2002000,"Powiat białostocki",2005,NA
"1359",2003000,"Powiat bielski",2005,NA
"1360",2004000,"Powiat grajewski",2005,NA
"1361",2005000,"Powiat hajnowski",2005,NA
"1362",2006000,"Powiat kolneński",2005,NA
"1363",2007000,"Powiat łomżyński",2005,NA
"1364",2008000,"Powiat moniecki",2005,NA
"1365",2009000,"Powiat sejneński",2005,NA
"1366",2010000,"Powiat siemiatycki",2005,NA
"1367",2011000,"Powiat sokólski",2005,NA
"1368",2012000,"Powiat suwalski",2005,NA
"1369",2013000,"Powiat wysokomazowiecki",2005,NA
"1370",2014000,"Powiat zambrowski",2005,NA
"1371",2061000,"Powiat m.Białystok",2005,NA
"1372",2062000,"Powiat m.Łomża",2005,NA
"1373",2063000,"Powiat m.Suwałki",2005,NA
"1374",2201000,"Powiat bytowski",2005,NA
"1375",2202000,"Powiat chojnicki",2005,NA
"1376",2203000,"Powiat człuchowski",2005,NA
"1377",2204000,"Powiat gdański",2005,NA
"1378",2205000,"Powiat kartuski",2005,NA
"1379",2206000,"Powiat kościerski",2005,NA
"1380",2207000,"Powiat kwidzyński",2005,NA
"1381",2208000,"Powiat lęborski",2005,NA
"1382",2209000,"Powiat malborski",2005,NA
"1383",2210000,"Powiat nowodworski",2005,NA
"1384",2211000,"Powiat pucki",2005,NA
"1385",2212000,"Powiat słupski",2005,NA
"1386",2213000,"Powiat starogardzki",2005,NA
"1387",2214000,"Powiat tczewski",2005,NA
"1388",2215000,"Powiat wejherowski",2005,NA
"1389",2216000,"Powiat sztumski",2005,NA
"1390",2261000,"Powiat m.Gdańsk",2005,NA
"1391",2262000,"Powiat m.Gdynia",2005,NA
"1392",2263000,"Powiat m.Słupsk",2005,NA
"1393",2264000,"Powiat m.Sopot",2005,NA
"1394",2401000,"Powiat będziński",2005,NA
"1395",2402000,"Powiat bielski",2005,NA
"1396",2403000,"Powiat cieszyński",2005,NA
"1397",2404000,"Powiat częstochowski",2005,NA
"1398",2405000,"Powiat gliwicki",2005,NA
"1399",2406000,"Powiat kłobucki",2005,NA
"1400",2407000,"Powiat lubliniecki",2005,NA
"1401",2408000,"Powiat mikołowski",2005,NA
"1402",2409000,"Powiat myszkowski",2005,NA
"1403",2410000,"Powiat pszczyński",2005,NA
"1404",2411000,"Powiat raciborski",2005,NA
"1405",2412000,"Powiat rybnicki",2005,NA
"1406",2413000,"Powiat tarnogórski",2005,NA
"1407",2414000,"Powiat bieruńsko-lędziński",2005,NA
"1408",2415000,"Powiat wodzisławski",2005,NA
"1409",2416000,"Powiat zawierciański",2005,NA
"1410",2417000,"Powiat żywiecki",2005,NA
"1411",2461000,"Powiat m.Bielsko-Biała",2005,NA
"1412",2462000,"Powiat m.Bytom",2005,NA
"1413",2463000,"Powiat m.Chorzów",2005,NA
"1414",2464000,"Powiat m.Częstochowa",2005,NA
"1415",2465000,"Powiat m.Dąbrowa Górnicza",2005,NA
"1416",2466000,"Powiat m.Gliwice",2005,NA
"1417",2467000,"Powiat m.Jastrzębie-Zdrój",2005,NA
"1418",2468000,"Powiat m.Jaworzno",2005,NA
"1419",2469000,"Powiat m.Katowice",2005,NA
"1420",2470000,"Powiat m.Mysłowice",2005,NA
"1421",2471000,"Powiat m.Piekary Śląskie",2005,NA
"1422",2472000,"Powiat m.Ruda Śląska",2005,NA
"1423",2473000,"Powiat m.Rybnik",2005,NA
"1424",2474000,"Powiat m.Siemianowice Śląskie",2005,NA
"1425",2475000,"Powiat m.Sosnowiec",2005,NA
"1426",2476000,"Powiat m.Świętochłowice",2005,NA
"1427",2477000,"Powiat m.Tychy",2005,NA
"1428",2478000,"Powiat m.Zabrze",2005,NA
"1429",2479000,"Powiat m.Żory",2005,NA
"1430",2601000,"Powiat buski",2005,NA
"1431",2602000,"Powiat jędrzejowski",2005,NA
"1432",2603000,"Powiat kazimierski",2005,NA
"1433",2604000,"Powiat kielecki",2005,NA
"1434",2605000,"Powiat konecki",2005,NA
"1435",2606000,"Powiat opatowski",2005,NA
"1436",2607000,"Powiat ostrowiecki",2005,NA
"1437",2608000,"Powiat pińczowski",2005,NA
"1438",2609000,"Powiat sandomierski",2005,NA
"1439",2610000,"Powiat skarżyski",2005,NA
"1440",2611000,"Powiat starachowicki",2005,NA
"1441",2612000,"Powiat staszowski",2005,NA
"1442",2613000,"Powiat włoszczowski",2005,NA
"1443",2661000,"Powiat m.Kielce",2005,NA
"1444",2801000,"Powiat bartoszycki",2005,NA
"1445",2802000,"Powiat braniewski",2005,NA
"1446",2803000,"Powiat działdowski",2005,NA
"1447",2804000,"Powiat elbląski",2005,NA
"1448",2805000,"Powiat ełcki",2005,NA
"1449",2806000,"Powiat giżycki",2005,NA
"1450",2807000,"Powiat iławski",2005,NA
"1451",2808000,"Powiat kętrzyński",2005,NA
"1452",2809000,"Powiat lidzbarski",2005,NA
"1453",2810000,"Powiat mrągowski",2005,NA
"1454",2811000,"Powiat nidzicki",2005,NA
"1455",2812000,"Powiat nowomiejski",2005,NA
"1456",2813000,"Powiat olecki",2005,NA
"1457",2814000,"Powiat olsztyński",2005,NA
"1458",2815000,"Powiat ostródzki",2005,NA
"1459",2816000,"Powiat piski",2005,NA
"1460",2817000,"Powiat szczycieński",2005,NA
"1461",2818000,"Powiat gołdapski",2005,NA
"1462",2819000,"Powiat węgorzewski",2005,NA
"1463",2861000,"Powiat m.Elbląg",2005,NA
"1464",2862000,"Powiat m.Olsztyn",2005,NA
"1465",3001000,"Powiat chodzieski",2005,NA
"1466",3002000,"Powiat czarnkowsko-trzcianecki",2005,NA
"1467",3003000,"Powiat gnieźnieński",2005,NA
"1468",3004000,"Powiat gostyński",2005,NA
"1469",3005000,"Powiat grodziski",2005,NA
"1470",3006000,"Powiat jarociński",2005,NA
"1471",3007000,"Powiat kaliski",2005,NA
"1472",3008000,"Powiat kępiński",2005,NA
"1473",3009000,"Powiat kolski",2005,NA
"1474",3010000,"Powiat koniński",2005,NA
"1475",3011000,"Powiat kościański",2005,NA
"1476",3012000,"Powiat krotoszyński",2005,NA
"1477",3013000,"Powiat leszczyński",2005,NA
"1478",3014000,"Powiat międzychodzki",2005,NA
"1479",3015000,"Powiat nowotomyski",2005,NA
"1480",3016000,"Powiat obornicki",2005,NA
"1481",3017000,"Powiat ostrowski",2005,NA
"1482",3018000,"Powiat ostrzeszowski",2005,NA
"1483",3019000,"Powiat pilski",2005,NA
"1484",3020000,"Powiat pleszewski",2005,NA
"1485",3021000,"Powiat poznański",2005,NA
"1486",3022000,"Powiat rawicki",2005,NA
"1487",3023000,"Powiat słupecki",2005,NA
"1488",3024000,"Powiat szamotulski",2005,NA
"1489",3025000,"Powiat średzki",2005,NA
"1490",3026000,"Powiat śremski",2005,NA
"1491",3027000,"Powiat turecki",2005,NA
"1492",3028000,"Powiat wągrowiecki",2005,NA
"1493",3029000,"Powiat wolsztyński",2005,NA
"1494",3030000,"Powiat wrzesiński",2005,NA
"1495",3031000,"Powiat złotowski",2005,NA
"1496",3061000,"Powiat m.Kalisz",2005,NA
"1497",3062000,"Powiat m.Konin",2005,NA
"1498",3063000,"Powiat m.Leszno",2005,NA
"1499",3064000,"Powiat m.Poznań",2005,NA
"1500",3201000,"Powiat białogardzki",2005,NA
"1501",3202000,"Powiat choszczeński",2005,NA
"1502",3203000,"Powiat drawski",2005,NA
"1503",3204000,"Powiat goleniowski",2005,NA
"1504",3205000,"Powiat gryficki",2005,NA
"1505",3206000,"Powiat gryfiński",2005,NA
"1506",3207000,"Powiat kamieński",2005,NA
"1507",3208000,"Powiat kołobrzeski",2005,NA
"1508",3209000,"Powiat koszaliński",2005,NA
"1509",3210000,"Powiat myśliborski",2005,NA
"1510",3211000,"Powiat policki",2005,NA
"1511",3212000,"Powiat pyrzycki",2005,NA
"1512",3213000,"Powiat sławieński",2005,NA
"1513",3214000,"Powiat stargardzki",2005,NA
"1514",3215000,"Powiat szczecinecki",2005,NA
"1515",3216000,"Powiat świdwiński",2005,NA
"1516",3217000,"Powiat wałecki",2005,NA
"1517",3218000,"Powiat łobeski",2005,NA
"1518",3261000,"Powiat m.Koszalin",2005,NA
"1519",3262000,"Powiat m.Szczecin",2005,NA
"1520",3263000,"Powiat m.Świnoujście",2005,NA
"1521",201000,"Powiat bolesławiecki",2006,NA
"1522",202000,"Powiat dzierżoniowski",2006,NA
"1523",203000,"Powiat głogowski",2006,NA
"1524",204000,"Powiat górowski",2006,NA
"1525",205000,"Powiat jaworski",2006,NA
"1526",206000,"Powiat jeleniogórski",2006,NA
"1527",207000,"Powiat kamiennogórski",2006,NA
"1528",208000,"Powiat kłodzki",2006,NA
"1529",209000,"Powiat legnicki",2006,NA
"1530",210000,"Powiat lubański",2006,NA
"1531",211000,"Powiat lubiński",2006,NA
"1532",212000,"Powiat lwówecki",2006,NA
"1533",213000,"Powiat milicki",2006,NA
"1534",214000,"Powiat oleśnicki",2006,NA
"1535",215000,"Powiat oławski",2006,NA
"1536",216000,"Powiat polkowicki",2006,NA
"1537",217000,"Powiat strzeliński",2006,NA
"1538",218000,"Powiat średzki",2006,NA
"1539",219000,"Powiat świdnicki",2006,NA
"1540",220000,"Powiat trzebnicki",2006,NA
"1541",221000,"Powiat wałbrzyski",2006,NA
"1542",222000,"Powiat wołowski",2006,NA
"1543",223000,"Powiat wrocławski",2006,NA
"1544",224000,"Powiat ząbkowicki",2006,NA
"1545",225000,"Powiat zgorzelecki",2006,NA
"1546",226000,"Powiat złotoryjski",2006,NA
"1547",261000,"Powiat m.Jelenia Góra",2006,NA
"1548",262000,"Powiat m.Legnica",2006,NA
"1549",264000,"Powiat m.Wrocław",2006,NA
"1550",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"1551",401000,"Powiat aleksandrowski",2006,NA
"1552",402000,"Powiat brodnicki",2006,NA
"1553",403000,"Powiat bydgoski",2006,NA
"1554",404000,"Powiat chełmiński",2006,NA
"1555",405000,"Powiat golubsko-dobrzyński",2006,NA
"1556",406000,"Powiat grudziądzki",2006,NA
"1557",407000,"Powiat inowrocławski",2006,NA
"1558",408000,"Powiat lipnowski",2006,NA
"1559",409000,"Powiat mogileński",2006,NA
"1560",410000,"Powiat nakielski",2006,NA
"1561",411000,"Powiat radziejowski",2006,NA
"1562",412000,"Powiat rypiński",2006,NA
"1563",413000,"Powiat sępoleński",2006,NA
"1564",414000,"Powiat świecki",2006,NA
"1565",415000,"Powiat toruński",2006,NA
"1566",416000,"Powiat tucholski",2006,NA
"1567",417000,"Powiat wąbrzeski",2006,NA
"1568",418000,"Powiat włocławski",2006,NA
"1569",419000,"Powiat żniński",2006,NA
"1570",461000,"Powiat m.Bydgoszcz",2006,NA
"1571",462000,"Powiat m.Grudziądz",2006,NA
"1572",463000,"Powiat m.Toruń",2006,NA
"1573",464000,"Powiat m.Włocławek",2006,NA
"1574",601000,"Powiat bialski",2006,NA
"1575",602000,"Powiat biłgorajski",2006,NA
"1576",603000,"Powiat chełmski",2006,NA
"1577",604000,"Powiat hrubieszowski",2006,NA
"1578",605000,"Powiat janowski",2006,NA
"1579",606000,"Powiat krasnostawski",2006,NA
"1580",607000,"Powiat kraśnicki",2006,NA
"1581",608000,"Powiat lubartowski",2006,NA
"1582",609000,"Powiat lubelski",2006,NA
"1583",610000,"Powiat łęczyński",2006,NA
"1584",611000,"Powiat łukowski",2006,NA
"1585",612000,"Powiat opolski",2006,NA
"1586",613000,"Powiat parczewski",2006,NA
"1587",614000,"Powiat puławski",2006,NA
"1588",615000,"Powiat radzyński",2006,NA
"1589",616000,"Powiat rycki",2006,NA
"1590",617000,"Powiat świdnicki",2006,NA
"1591",618000,"Powiat tomaszowski",2006,NA
"1592",619000,"Powiat włodawski",2006,NA
"1593",620000,"Powiat zamojski",2006,NA
"1594",661000,"Powiat m.Biała Podlaska",2006,NA
"1595",662000,"Powiat m.Chełm",2006,NA
"1596",663000,"Powiat m.Lublin",2006,NA
"1597",664000,"Powiat m.Zamość",2006,NA
"1598",801000,"Powiat gorzowski",2006,NA
"1599",802000,"Powiat krośnieński",2006,NA
"1600",803000,"Powiat międzyrzecki",2006,NA
"1601",804000,"Powiat nowosolski",2006,NA
"1602",805000,"Powiat słubicki",2006,NA
"1603",806000,"Powiat strzelecko-drezdenecki",2006,NA
"1604",807000,"Powiat sulęciński",2006,NA
"1605",808000,"Powiat świebodziński",2006,NA
"1606",809000,"Powiat zielonogórski",2006,NA
"1607",810000,"Powiat żagański",2006,NA
"1608",811000,"Powiat żarski",2006,NA
"1609",812000,"Powiat wschowski",2006,NA
"1610",861000,"Powiat m.Gorzów Wielkopolski",2006,NA
"1611",862000,"Powiat m.Zielona Góra",2006,NA
"1612",1001000,"Powiat bełchatowski",2006,NA
"1613",1002000,"Powiat kutnowski",2006,NA
"1614",1003000,"Powiat łaski",2006,NA
"1615",1004000,"Powiat łęczycki",2006,NA
"1616",1005000,"Powiat łowicki",2006,NA
"1617",1006000,"Powiat łódzki wschodni",2006,NA
"1618",1007000,"Powiat opoczyński",2006,NA
"1619",1008000,"Powiat pabianicki",2006,NA
"1620",1009000,"Powiat pajęczański",2006,NA
"1621",1010000,"Powiat piotrkowski",2006,NA
"1622",1011000,"Powiat poddębicki",2006,NA
"1623",1012000,"Powiat radomszczański",2006,NA
"1624",1013000,"Powiat rawski",2006,NA
"1625",1014000,"Powiat sieradzki",2006,NA
"1626",1015000,"Powiat skierniewicki",2006,NA
"1627",1016000,"Powiat tomaszowski",2006,NA
"1628",1017000,"Powiat wieluński",2006,NA
"1629",1018000,"Powiat wieruszowski",2006,NA
"1630",1019000,"Powiat zduńskowolski",2006,NA
"1631",1020000,"Powiat zgierski",2006,NA
"1632",1021000,"Powiat brzeziński",2006,NA
"1633",1061000,"Powiat m.Łódź",2006,NA
"1634",1062000,"Powiat m.Piotrków Trybunalski",2006,NA
"1635",1063000,"Powiat m.Skierniewice",2006,NA
"1636",1201000,"Powiat bocheński",2006,NA
"1637",1202000,"Powiat brzeski",2006,NA
"1638",1203000,"Powiat chrzanowski",2006,NA
"1639",1204000,"Powiat dąbrowski",2006,NA
"1640",1205000,"Powiat gorlicki",2006,NA
"1641",1206000,"Powiat krakowski",2006,NA
"1642",1207000,"Powiat limanowski",2006,NA
"1643",1208000,"Powiat miechowski",2006,NA
"1644",1209000,"Powiat myślenicki",2006,NA
"1645",1210000,"Powiat nowosądecki",2006,NA
"1646",1211000,"Powiat nowotarski",2006,NA
"1647",1212000,"Powiat olkuski",2006,NA
"1648",1213000,"Powiat oświęcimski",2006,NA
"1649",1214000,"Powiat proszowicki",2006,NA
"1650",1215000,"Powiat suski",2006,NA
"1651",1216000,"Powiat tarnowski",2006,NA
"1652",1217000,"Powiat tatrzański",2006,NA
"1653",1218000,"Powiat wadowicki",2006,NA
"1654",1219000,"Powiat wielicki",2006,NA
"1655",1261000,"Powiat m.Kraków",2006,NA
"1656",1262000,"Powiat m.Nowy Sącz",2006,NA
"1657",1263000,"Powiat m.Tarnów",2006,NA
"1658",1401000,"Powiat białobrzeski",2006,NA
"1659",1402000,"Powiat ciechanowski",2006,NA
"1660",1403000,"Powiat garwoliński",2006,NA
"1661",1404000,"Powiat gostyniński",2006,NA
"1662",1405000,"Powiat grodziski",2006,NA
"1663",1406000,"Powiat grójecki",2006,NA
"1664",1407000,"Powiat kozienicki",2006,NA
"1665",1408000,"Powiat legionowski",2006,NA
"1666",1409000,"Powiat lipski",2006,NA
"1667",1410000,"Powiat łosicki",2006,NA
"1668",1411000,"Powiat makowski",2006,NA
"1669",1412000,"Powiat miński",2006,NA
"1670",1413000,"Powiat mławski",2006,NA
"1671",1414000,"Powiat nowodworski",2006,NA
"1672",1415000,"Powiat ostrołęcki",2006,NA
"1673",1416000,"Powiat ostrowski",2006,NA
"1674",1417000,"Powiat otwocki",2006,NA
"1675",1418000,"Powiat piaseczyński",2006,NA
"1676",1419000,"Powiat płocki",2006,NA
