"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_wypadki_drogowe_na_100_tys_ludnosci_osoba"
"5349",264000,"Powiat m.Wrocław",2016,90.9
"5350",265000,"Powiat m.Wałbrzych od 2013",2016,102.7
"5351",401000,"Powiat aleksandrowski",2016,61.3
"5352",402000,"Powiat brodnicki",2016,67.6
"5353",403000,"Powiat bydgoski",2016,67.7
"5354",404000,"Powiat chełmiński",2016,43.9
"5355",405000,"Powiat golubsko-dobrzyński",2016,57.4
"5356",406000,"Powiat grudziądzki",2016,71.9
"5357",407000,"Powiat inowrocławski",2016,28.4
"5358",408000,"Powiat lipnowski",2016,31.5
"5359",409000,"Powiat mogileński",2016,60.6
"5360",410000,"Powiat nakielski",2016,80.7
"5361",411000,"Powiat radziejowski",2016,36.4
"5362",412000,"Powiat rypiński",2016,52
"5363",413000,"Powiat sępoleński",2016,41
"5364",414000,"Powiat świecki",2016,35.1
"5365",415000,"Powiat toruński",2016,34.6
"5366",416000,"Powiat tucholski",2016,35.1
"5367",417000,"Powiat wąbrzeski",2016,40.2
"5368",418000,"Powiat włocławski",2016,80.8
"5369",419000,"Powiat żniński",2016,62.4
"5370",461000,"Powiat m.Bydgoszcz",2016,50.4
"5371",462000,"Powiat m.Grudziądz",2016,42.7
"5372",463000,"Powiat m.Toruń",2016,32.6
"5373",464000,"Powiat m.Włocławek",2016,47.9
"5374",601000,"Powiat bialski",2016,64.1
"5375",602000,"Powiat biłgorajski",2016,44
"5376",603000,"Powiat chełmski",2016,58.1
"5377",604000,"Powiat hrubieszowski",2016,45.8
"5378",605000,"Powiat janowski",2016,87.7
"5379",606000,"Powiat krasnostawski",2016,38.4
"5380",607000,"Powiat kraśnicki",2016,74
"5381",608000,"Powiat lubartowski",2016,45.9
"5382",609000,"Powiat lubelski",2016,71.9
"5383",610000,"Powiat łęczyński",2016,52.3
"5384",611000,"Powiat łukowski",2016,68.3
"5385",612000,"Powiat opolski",2016,62.5
"5386",613000,"Powiat parczewski",2016,36.6
"5387",614000,"Powiat puławski",2016,71.4
"5388",615000,"Powiat radzyński",2016,68.2
"5389",616000,"Powiat rycki",2016,115.3
"5390",617000,"Powiat świdnicki",2016,48.3
"5391",618000,"Powiat tomaszowski",2016,53.9
"5392",619000,"Powiat włodawski",2016,48.5
"5393",620000,"Powiat zamojski",2016,43.5
"5394",661000,"Powiat m.Biała Podlaska",2016,43.6
"5395",662000,"Powiat m.Chełm",2016,28.1
"5396",663000,"Powiat m.Lublin",2016,64.9
"5397",664000,"Powiat m.Zamość",2016,40.2
"5398",801000,"Powiat gorzowski",2016,60.6
"5399",802000,"Powiat krośnieński",2016,84.1
"5400",803000,"Powiat międzyrzecki",2016,101.1
"5401",804000,"Powiat nowosolski",2016,59.6
"5402",805000,"Powiat słubicki",2016,82.5
"5403",806000,"Powiat strzelecko-drezdenecki",2016,86.1
"5404",807000,"Powiat sulęciński",2016,95.9
"5405",808000,"Powiat świebodziński",2016,92.5
"5406",809000,"Powiat zielonogórski",2016,70.4
"5407",810000,"Powiat żagański",2016,60.6
"5408",811000,"Powiat żarski",2016,51.1
"5409",812000,"Powiat wschowski",2016,45.8
"5410",861000,"Powiat m.Gorzów Wielkopolski",2016,50.8
"5411",862000,"Powiat m.Zielona Góra",2016,59
"5412",1001000,"Powiat bełchatowski",2016,169.2
"5413",1002000,"Powiat kutnowski",2016,217.6
"5414",1003000,"Powiat łaski",2016,101.5
"5415",1004000,"Powiat łęczycki",2016,121.8
"5416",1005000,"Powiat łowicki",2016,102
"5417",1006000,"Powiat łódzki wschodni",2016,181.3
"5418",1007000,"Powiat opoczyński",2016,102.2
"5419",1008000,"Powiat pabianicki",2016,121.4
"5420",1009000,"Powiat pajęczański",2016,117.5
"5421",1010000,"Powiat piotrkowski",2016,242.1
"5422",1011000,"Powiat poddębicki",2016,93.9
"5423",1012000,"Powiat radomszczański",2016,237.2
"5424",1013000,"Powiat rawski",2016,156.6
"5425",1014000,"Powiat sieradzki",2016,58.8
"5426",1015000,"Powiat skierniewicki",2016,204.4
"5427",1016000,"Powiat tomaszowski",2016,169.8
"5428",1017000,"Powiat wieluński",2016,47.9
"5429",1018000,"Powiat wieruszowski",2016,94.9
"5430",1019000,"Powiat zduńskowolski",2016,93.6
"5431",1020000,"Powiat zgierski",2016,99.9
"5432",1021000,"Powiat brzeziński",2016,177.8
"5433",1061000,"Powiat m.Łódź",2016,245.3
"5434",1062000,"Powiat m.Piotrków Trybunalski",2016,189.6
"5435",1063000,"Powiat m.Skierniewice",2016,72.5
"5436",1201000,"Powiat bocheński",2016,125
"5437",1202000,"Powiat brzeski",2016,178.6
"5438",1203000,"Powiat chrzanowski",2016,118.8
"5439",1204000,"Powiat dąbrowski",2016,107.9
"5440",1205000,"Powiat gorlicki",2016,51.3
"5441",1206000,"Powiat krakowski",2016,98
"5442",1207000,"Powiat limanowski",2016,46.2
"5443",1208000,"Powiat miechowski",2016,139.3
"5444",1209000,"Powiat myślenicki",2016,185.1
"5445",1210000,"Powiat nowosądecki",2016,135.9
"5446",1211000,"Powiat nowotarski",2016,101.3
"5447",1212000,"Powiat olkuski",2016,113.3
"5448",1213000,"Powiat oświęcimski",2016,69.8
"5449",1214000,"Powiat proszowicki",2016,139.6
"5450",1215000,"Powiat suski",2016,70.1
"5451",1216000,"Powiat tarnowski",2016,55.8
"5452",1217000,"Powiat tatrzański",2016,185.5
"5453",1218000,"Powiat wadowicki",2016,43.2
"5454",1219000,"Powiat wielicki",2016,107.8
"5455",1261000,"Powiat m.Kraków",2016,154.6
"5456",1262000,"Powiat m.Nowy Sącz",2016,248.1
"5457",1263000,"Powiat m.Tarnów",2016,71.6
"5458",1401000,"Powiat białobrzeski",2016,119.2
"5459",1402000,"Powiat ciechanowski",2016,36.6
"5460",1403000,"Powiat garwoliński",2016,105.7
"5461",1404000,"Powiat gostyniński",2016,106.8
"5462",1405000,"Powiat grodziski",2016,66.8
"5463",1406000,"Powiat grójecki",2016,142.1
"5464",1407000,"Powiat kozienicki",2016,122.7
"5465",1408000,"Powiat legionowski",2016,26.4
"5466",1409000,"Powiat lipski",2016,103.2
"5467",1410000,"Powiat łosicki",2016,69.6
"5468",1411000,"Powiat makowski",2016,117.8
"5469",1412000,"Powiat miński",2016,91.5
"5470",1413000,"Powiat mławski",2016,63.8
"5471",1414000,"Powiat nowodworski",2016,72.3
"5472",1415000,"Powiat ostrołęcki",2016,94.9
"5473",1416000,"Powiat ostrowski",2016,119.3
"5474",1417000,"Powiat otwocki",2016,100.6
"5475",1418000,"Powiat piaseczyński",2016,48.8
"5476",1419000,"Powiat płocki",2016,131.4
"5477",1420000,"Powiat płoński",2016,81.8
"5478",1421000,"Powiat pruszkowski",2016,41.5
"5479",1422000,"Powiat przasnyski",2016,122.6
"5480",1423000,"Powiat przysuski",2016,108.5
"5481",1424000,"Powiat pułtuski",2016,104.7
"5482",1425000,"Powiat radomski",2016,135.4
"5483",1426000,"Powiat siedlecki",2016,62.6
"5484",1427000,"Powiat sierpecki",2016,159.2
"5485",1428000,"Powiat sochaczewski",2016,81
"5486",1429000,"Powiat sokołowski",2016,83.7
"5487",1430000,"Powiat szydłowiecki",2016,84.7
"5488",1432000,"Powiat warszawski zachodni",2016,68.6
"5489",1433000,"Powiat węgrowski",2016,70.2
"5490",1434000,"Powiat wołomiński",2016,51.5
"5491",1435000,"Powiat wyszkowski",2016,120.3
"5492",1436000,"Powiat zwoleński",2016,130.8
"5493",1437000,"Powiat żuromiński",2016,70.7
"5494",1438000,"Powiat żyrardowski",2016,128.9
"5495",1461000,"Powiat m.Ostrołęka",2016,78.2
"5496",1462000,"Powiat m.Płock",2016,107
"5497",1463000,"Powiat m.Radom",2016,108.5
"5498",1464000,"Powiat m.Siedlce",2016,33.7
"5499",1465000,"Powiat m. st. Warszawa",2016,52.4
"5500",1601000,"Powiat brzeski",2016,52.7
"5501",1602000,"Powiat głubczycki",2016,36.4
"5502",1603000,"Powiat kędzierzyńsko-kozielski",2016,36.5
"5503",1604000,"Powiat kluczborski",2016,55.6
"5504",1605000,"Powiat krapkowicki",2016,63.6
"5505",1606000,"Powiat namysłowski",2016,42.2
"5506",1607000,"Powiat nyski",2016,80.1
"5507",1608000,"Powiat oleski",2016,78.2
"5508",1609000,"Powiat opolski",2016,130.6
"5509",1610000,"Powiat prudnicki",2016,35.7
"5510",1611000,"Powiat strzelecki",2016,59.7
"5511",1661000,"Powiat m.Opole",2016,132
"5512",1801000,"Powiat bieszczadzki",2016,59
"5513",1802000,"Powiat brzozowski",2016,15.2
"5514",1803000,"Powiat dębicki",2016,83.6
"5515",1804000,"Powiat jarosławski",2016,28
"5516",1805000,"Powiat jasielski",2016,76
"5517",1806000,"Powiat kolbuszowski",2016,43.3
"5518",1807000,"Powiat krośnieński",2016,44.6
"5519",1808000,"Powiat leżajski",2016,21.6
"5520",1809000,"Powiat lubaczowski",2016,31.9
"5521",1810000,"Powiat łańcucki",2016,83.5
"5522",1811000,"Powiat mielecki",2016,43.3
"5523",1812000,"Powiat niżański",2016,129.7
"5524",1813000,"Powiat przemyski",2016,24.3
"5525",1814000,"Powiat przeworski",2016,96.4
"5526",1815000,"Powiat ropczycko-sędziszowski",2016,81.3
"5527",1816000,"Powiat rzeszowski",2016,143.8
"5528",1817000,"Powiat sanocki",2016,33.5
"5529",1818000,"Powiat stalowowolski",2016,92.9
"5530",1819000,"Powiat strzyżowski",2016,51.8
"5531",1820000,"Powiat tarnobrzeski",2016,89.5
"5532",1821000,"Powiat leski",2016,56.2
"5533",1861000,"Powiat m.Krosno",2016,47.1
"5534",1862000,"Powiat m.Przemyśl",2016,28.8
"5535",1863000,"Powiat m.Rzeszów",2016,218.2
"5536",1864000,"Powiat m.Tarnobrzeg",2016,67.1
"5537",2001000,"Powiat augustowski",2016,71.2
"5538",2002000,"Powiat białostocki",2016,70.6
"5539",2003000,"Powiat bielski",2016,53.3
"5540",2004000,"Powiat grajewski",2016,45.6
"5541",2005000,"Powiat hajnowski",2016,56.4
"5542",2006000,"Powiat kolneński",2016,56.3
"5543",2007000,"Powiat łomżyński",2016,83.7
"5544",2008000,"Powiat moniecki",2016,79.6
"5545",2009000,"Powiat sejneński",2016,43.8
"5546",2010000,"Powiat siemiatycki",2016,65.5
"5547",2011000,"Powiat sokólski",2016,37.7
"5548",2012000,"Powiat suwalski",2016,44.6
"5549",2013000,"Powiat wysokomazowiecki",2016,86.2
"5550",2014000,"Powiat zambrowski",2016,45.2
"5551",2061000,"Powiat m.Białystok",2016,53
"5552",2062000,"Powiat m.Łomża",2016,52.6
"5553",2063000,"Powiat m.Suwałki",2016,35.9
"5554",2201000,"Powiat bytowski",2016,116.7
"5555",2202000,"Powiat chojnicki",2016,109.6
"5556",2203000,"Powiat człuchowski",2016,147.9
"5557",2204000,"Powiat gdański",2016,188.9
"5558",2205000,"Powiat kartuski",2016,183.9
"5559",2206000,"Powiat kościerski",2016,243.9
"5560",2207000,"Powiat kwidzyński",2016,109
"5561",2208000,"Powiat lęborski",2016,37.8
"5562",2209000,"Powiat malborski",2016,148
"5563",2210000,"Powiat nowodworski",2016,210.5
"5564",2211000,"Powiat pucki",2016,111.5
"5565",2212000,"Powiat słupski",2016,105.9
"5566",2213000,"Powiat starogardzki",2016,131.9
"5567",2214000,"Powiat tczewski",2016,143.6
"5568",2215000,"Powiat wejherowski",2016,78
"5569",2216000,"Powiat sztumski",2016,75.7
"5570",2261000,"Powiat m.Gdańsk",2016,108.6
"5571",2262000,"Powiat m.Gdynia",2016,59.8
"5572",2263000,"Powiat m.Słupsk",2016,123.7
"5573",2264000,"Powiat m.Sopot",2016,110.5
"5574",2401000,"Powiat będziński",2016,66
"5575",2402000,"Powiat bielski",2016,52.9
"5576",2403000,"Powiat cieszyński",2016,101.3
"5577",2404000,"Powiat częstochowski",2016,181.5
"5578",2405000,"Powiat gliwicki",2016,70.3
"5579",2406000,"Powiat kłobucki",2016,62.3
"5580",2407000,"Powiat lubliniecki",2016,54.6
"5581",2408000,"Powiat mikołowski",2016,64.1
"5582",2409000,"Powiat myszkowski",2016,108.8
"5583",2410000,"Powiat pszczyński",2016,60
"5584",2411000,"Powiat raciborski",2016,45.8
"5585",2412000,"Powiat rybnicki",2016,56.7
"5586",2413000,"Powiat tarnogórski",2016,112.3
"5587",2414000,"Powiat bieruńsko-lędziński",2016,61
"5588",2415000,"Powiat wodzisławski",2016,61.5
"5589",2416000,"Powiat zawierciański",2016,65
"5590",2417000,"Powiat żywiecki",2016,96.1
"5591",2461000,"Powiat m.Bielsko-Biała",2016,53.9
"5592",2462000,"Powiat m.Bytom",2016,71.2
"5593",2463000,"Powiat m.Chorzów",2016,26.5
"5594",2464000,"Powiat m.Częstochowa",2016,188.8
"5595",2465000,"Powiat m.Dąbrowa Górnicza",2016,77.6
"5596",2466000,"Powiat m.Gliwice",2016,63.9
"5597",2467000,"Powiat m.Jastrzębie-Zdrój",2016,95.5
"5598",2468000,"Powiat m.Jaworzno",2016,38.9
"5599",2469000,"Powiat m.Katowice",2016,102.7
"5600",2470000,"Powiat m.Mysłowice",2016,52.2
"5601",2471000,"Powiat m.Piekary Śląskie",2016,62.4
"5602",2472000,"Powiat m.Ruda Śląska",2016,76.8
"5603",2473000,"Powiat m.Rybnik",2016,39.4
"5604",2474000,"Powiat m.Siemianowice Śląskie",2016,50
"5605",2475000,"Powiat m.Sosnowiec",2016,96.4
"5606",2476000,"Powiat m.Świętochłowice",2016,31.5
"5607",2477000,"Powiat m.Tychy",2016,32.7
"5608",2478000,"Powiat m.Zabrze",2016,104
"5609",2479000,"Powiat m.Żory",2016,42
"5610",2601000,"Powiat buski",2016,39.8
"5611",2602000,"Powiat jędrzejowski",2016,104.7
"5612",2603000,"Powiat kazimierski",2016,75.8
"5613",2604000,"Powiat kielecki",2016,185.3
"5614",2605000,"Powiat konecki",2016,81.6
"5615",2606000,"Powiat opatowski",2016,72.8
"5616",2607000,"Powiat ostrowiecki",2016,51.8
"5617",2608000,"Powiat pińczowski",2016,87.7
"5618",2609000,"Powiat sandomierski",2016,102.4
"5619",2610000,"Powiat skarżyski",2016,118.7
"5620",2611000,"Powiat starachowicki",2016,98.1
"5621",2612000,"Powiat staszowski",2016,85.1
"5622",2613000,"Powiat włoszczowski",2016,59
"5623",2661000,"Powiat m.Kielce",2016,142.6
"5624",2801000,"Powiat bartoszycki",2016,69.3
"5625",2802000,"Powiat braniewski",2016,128.5
"5626",2803000,"Powiat działdowski",2016,81.9
"5627",2804000,"Powiat elbląski",2016,149.6
"5628",2805000,"Powiat ełcki",2016,105.4
"5629",2806000,"Powiat giżycki",2016,71.7
"5630",2807000,"Powiat iławski",2016,102.4
"5631",2808000,"Powiat kętrzyński",2016,68.5
"5632",2809000,"Powiat lidzbarski",2016,90.1
"5633",2810000,"Powiat mrągowski",2016,165.9
"5634",2811000,"Powiat nidzicki",2016,68.5
"5635",2812000,"Powiat nowomiejski",2016,47.5
"5636",2813000,"Powiat olecki",2016,106.6
"5637",2814000,"Powiat olsztyński",2016,189.9
"5638",2815000,"Powiat ostródzki",2016,100.2
"5639",2816000,"Powiat piski",2016,85.3
"5640",2817000,"Powiat szczycieński",2016,116.4
"5641",2818000,"Powiat gołdapski",2016,73.6
"5642",2819000,"Powiat węgorzewski",2016,111.4
"5643",2861000,"Powiat m.Elbląg",2016,82.4
"5644",2862000,"Powiat m.Olsztyn",2016,169.9
"5645",3001000,"Powiat chodzieski",2016,61.1
"5646",3002000,"Powiat czarnkowsko-trzcianecki",2016,51.3
"5647",3003000,"Powiat gnieźnieński",2016,52.4
"5648",3004000,"Powiat gostyński",2016,61.8
"5649",3005000,"Powiat grodziski",2016,40.8
"5650",3006000,"Powiat jarociński",2016,41.8
"5651",3007000,"Powiat kaliski",2016,65.1
"5652",3008000,"Powiat kępiński",2016,37.2
"5653",3009000,"Powiat kolski",2016,55.5
"5654",3010000,"Powiat koniński",2016,43.3
"5655",3011000,"Powiat kościański",2016,135.4
"5656",3012000,"Powiat krotoszyński",2016,41.2
"5657",3013000,"Powiat leszczyński",2016,183.6
"5658",3014000,"Powiat międzychodzki",2016,40.5
"5659",3015000,"Powiat nowotomyski",2016,81.6
"5660",3016000,"Powiat obornicki",2016,43.7
"5661",3017000,"Powiat ostrowski",2016,51.4
"5662",3018000,"Powiat ostrzeszowski",2016,84.8
"5663",3019000,"Powiat pilski",2016,61.1
"5664",3020000,"Powiat pleszewski",2016,117.2
"5665",3021000,"Powiat poznański",2016,65.4
"5666",3022000,"Powiat rawicki",2016,94.6
"5667",3023000,"Powiat słupecki",2016,68.9
"5668",3024000,"Powiat szamotulski",2016,33.2
"5669",3025000,"Powiat średzki",2016,55.6
"5670",3026000,"Powiat śremski",2016,52.5
"5671",3027000,"Powiat turecki",2016,41.5
"5672",3028000,"Powiat wągrowiecki",2016,42.9
"5673",3029000,"Powiat wolsztyński",2016,47.3
"5674",3030000,"Powiat wrzesiński",2016,78
"5675",3031000,"Powiat złotowski",2016,61.6
"5676",3061000,"Powiat m.Kalisz",2016,48.7
"5677",3062000,"Powiat m.Konin",2016,76.7
"5678",3063000,"Powiat m.Leszno",2016,142.7
"5679",3064000,"Powiat m.Poznań",2016,79.2
"5680",3201000,"Powiat białogardzki",2016,43.4
"5681",3202000,"Powiat choszczeński",2016,71
"5682",3203000,"Powiat drawski",2016,44.8
"5683",3204000,"Powiat goleniowski",2016,75.3
"5684",3205000,"Powiat gryficki",2016,68.6
"5685",3206000,"Powiat gryfiński",2016,58.8
"5686",3207000,"Powiat kamieński",2016,84.4
"5687",3208000,"Powiat kołobrzeski",2016,153.4
"5688",3209000,"Powiat koszaliński",2016,63.8
"5689",3210000,"Powiat myśliborski",2016,58.1
"5690",3211000,"Powiat policki",2016,31.3
"5691",3212000,"Powiat pyrzycki",2016,47.3
"5692",3213000,"Powiat sławieński",2016,77.2
"5693",3214000,"Powiat stargardzki",2016,56.5
"5694",3215000,"Powiat szczecinecki",2016,74
"5695",3216000,"Powiat świdwiński",2016,66.9
"5696",3217000,"Powiat wałecki",2016,103.6
"5697",3218000,"Powiat łobeski",2016,58.5
"5698",3261000,"Powiat m.Koszalin",2016,30.6
"5699",3262000,"Powiat m.Szczecin",2016,112.2
"5700",3263000,"Powiat m.Świnoujście",2016,104.5
"5701",201000,"Powiat bolesławiecki",2017,57.6
"5702",202000,"Powiat dzierżoniowski",2017,37.1
"5703",203000,"Powiat głogowski",2017,52.3
"5704",204000,"Powiat górowski",2017,120.9
"5705",205000,"Powiat jaworski",2017,86.2
"5706",206000,"Powiat jeleniogórski",2017,37.3
"5707",207000,"Powiat kamiennogórski",2017,49.8
"5708",208000,"Powiat kłodzki",2017,71.5
"5709",209000,"Powiat legnicki",2017,92.4
"5710",210000,"Powiat lubański",2017,41.7
"5711",211000,"Powiat lubiński",2017,55.5
"5712",212000,"Powiat lwówecki",2017,36.7
"5713",213000,"Powiat milicki",2017,80.8
"5714",214000,"Powiat oleśnicki",2017,44.9
"5715",215000,"Powiat oławski",2017,77.2
"5716",216000,"Powiat polkowicki",2017,76.1
"5717",217000,"Powiat strzeliński",2017,84.1
"5718",218000,"Powiat średzki",2017,91.7
"5719",219000,"Powiat świdnicki",2017,86.4
"5720",220000,"Powiat trzebnicki",2017,76
"5721",221000,"Powiat wałbrzyski",2017,139.6
"5722",222000,"Powiat wołowski",2017,36.2
"5723",223000,"Powiat wrocławski",2017,146.5
"5724",224000,"Powiat ząbkowicki",2017,117.8
"5725",225000,"Powiat zgorzelecki",2017,52.8
"5726",226000,"Powiat złotoryjski",2017,38.4
"5727",261000,"Powiat m.Jelenia Góra",2017,31.1
"5728",262000,"Powiat m.Legnica",2017,43.8
"5729",264000,"Powiat m.Wrocław",2017,88.5
"5730",265000,"Powiat m.Wałbrzych od 2013",2017,86.8
"5731",401000,"Powiat aleksandrowski",2017,34.4
"5732",402000,"Powiat brodnicki",2017,45.7
"5733",403000,"Powiat bydgoski",2017,50.4
"5734",404000,"Powiat chełmiński",2017,40.2
"5735",405000,"Powiat golubsko-dobrzyński",2017,57.4
"5736",406000,"Powiat grudziądzki",2017,71.9
"5737",407000,"Powiat inowrocławski",2017,38.3
"5738",408000,"Powiat lipnowski",2017,70.8
"5739",409000,"Powiat mogileński",2017,43.4
"5740",410000,"Powiat nakielski",2017,87.7
"5741",411000,"Powiat radziejowski",2017,43.8
"5742",412000,"Powiat rypiński",2017,58.8
"5743",413000,"Powiat sępoleński",2017,45.9
"5744",414000,"Powiat świecki",2017,46.2
"5745",415000,"Powiat toruński",2017,46.7
"5746",416000,"Powiat tucholski",2017,30.9
"5747",417000,"Powiat wąbrzeski",2017,31.8
"5748",418000,"Powiat włocławski",2017,89
"5749",419000,"Powiat żniński",2017,62.4
"5750",461000,"Powiat m.Bydgoszcz",2017,37.9
"5751",462000,"Powiat m.Grudziądz",2017,35.5
"5752",463000,"Powiat m.Toruń",2017,26.2
"5753",464000,"Powiat m.Włocławek",2017,25.9
"5754",601000,"Powiat bialski",2017,82
"5755",602000,"Powiat biłgorajski",2017,38.2
"5756",603000,"Powiat chełmski",2017,52.1
"5757",604000,"Powiat hrubieszowski",2017,29.3
"5758",605000,"Powiat janowski",2017,81.9
"5759",606000,"Powiat krasnostawski",2017,63.4
"5760",607000,"Powiat kraśnicki",2017,68.2
"5761",608000,"Powiat lubartowski",2017,47.1
"5762",609000,"Powiat lubelski",2017,78.6
"5763",610000,"Powiat łęczyński",2017,50.6
"5764",611000,"Powiat łukowski",2017,58.3
"5765",612000,"Powiat opolski",2017,54.6
"5766",613000,"Powiat parczewski",2017,42.5
"5767",614000,"Powiat puławski",2017,62
"5768",615000,"Powiat radzyński",2017,75.3
"5769",616000,"Powiat rycki",2017,84.5
"5770",617000,"Powiat świdnicki",2017,29
"5771",618000,"Powiat tomaszowski",2017,57.8
"5772",619000,"Powiat włodawski",2017,59
"5773",620000,"Powiat zamojski",2017,52.9
"5774",661000,"Powiat m.Biała Podlaska",2017,50.6
"5775",662000,"Powiat m.Chełm",2017,39.4
"5776",663000,"Powiat m.Lublin",2017,62.3
"5777",664000,"Powiat m.Zamość",2017,37.2
"5778",801000,"Powiat gorzowski",2017,61.7
"5779",802000,"Powiat krośnieński",2017,52.1
"5780",803000,"Powiat międzyrzecki",2017,101.1
"5781",804000,"Powiat nowosolski",2017,61
"5782",805000,"Powiat słubicki",2017,85
"5783",806000,"Powiat strzelecko-drezdenecki",2017,84.4
"5784",807000,"Powiat sulęciński",2017,84.8
"5785",808000,"Powiat świebodziński",2017,115.7
"5786",809000,"Powiat zielonogórski",2017,63.7
"5787",810000,"Powiat żagański",2017,64.7
"5788",811000,"Powiat żarski",2017,55.4
"5789",812000,"Powiat wschowski",2017,40.8
"5790",861000,"Powiat m.Gorzów Wielkopolski",2017,45.2
"5791",862000,"Powiat m.Zielona Góra",2017,67.4
"5792",1001000,"Powiat bełchatowski",2017,139.9
"5793",1002000,"Powiat kutnowski",2017,198.4
"5794",1003000,"Powiat łaski",2017,61.7
"5795",1004000,"Powiat łęczycki",2017,102.8
"5796",1005000,"Powiat łowicki",2017,97.3
"5797",1006000,"Powiat łódzki wschodni",2017,177.7
"5798",1007000,"Powiat opoczyński",2017,96.1
"5799",1008000,"Powiat pabianicki",2017,93.9
"5800",1009000,"Powiat pajęczański",2017,98.3
"5801",1010000,"Powiat piotrkowski",2017,212.6
"5802",1011000,"Powiat poddębicki",2017,147.2
"5803",1012000,"Powiat radomszczański",2017,179
"5804",1013000,"Powiat rawski",2017,146.9
"5805",1014000,"Powiat sieradzki",2017,57.3
"5806",1015000,"Powiat skierniewicki",2017,125.7
"5807",1016000,"Powiat tomaszowski",2017,148.3
"5808",1017000,"Powiat wieluński",2017,45.4
"5809",1018000,"Powiat wieruszowski",2017,78.2
"5810",1019000,"Powiat zduńskowolski",2017,61.1
"5811",1020000,"Powiat zgierski",2017,98.6
"5812",1021000,"Powiat brzeziński",2017,132.7
"5813",1061000,"Powiat m.Łódź",2017,232.5
"5814",1062000,"Powiat m.Piotrków Trybunalski",2017,159.8
"5815",1063000,"Powiat m.Skierniewice",2017,91.1
"5816",1201000,"Powiat bocheński",2017,99.1
"5817",1202000,"Powiat brzeski",2017,136.5
"5818",1203000,"Powiat chrzanowski",2017,97
"5819",1204000,"Powiat dąbrowski",2017,99.4
"5820",1205000,"Powiat gorlicki",2017,34
"5821",1206000,"Powiat krakowski",2017,85.5
"5822",1207000,"Powiat limanowski",2017,38.3
"5823",1208000,"Powiat miechowski",2017,133.6
"5824",1209000,"Powiat myślenicki",2017,185
"5825",1210000,"Powiat nowosądecki",2017,114.3
"5826",1211000,"Powiat nowotarski",2017,102.1
"5827",1212000,"Powiat olkuski",2017,102.1
"5828",1213000,"Powiat oświęcimski",2017,66.7
"5829",1214000,"Powiat proszowicki",2017,151.4
"5830",1215000,"Powiat suski",2017,60.5
"5831",1216000,"Powiat tarnowski",2017,49.3
"5832",1217000,"Powiat tatrzański",2017,209
"5833",1218000,"Powiat wadowicki",2017,65.7
"5834",1219000,"Powiat wielicki",2017,128.1
"5835",1261000,"Powiat m.Kraków",2017,135
"5836",1262000,"Powiat m.Nowy Sącz",2017,239.4
"5837",1263000,"Powiat m.Tarnów",2017,57.4
"5838",1401000,"Powiat białobrzeski",2017,92.4
"5839",1402000,"Powiat ciechanowski",2017,43.3
"5840",1403000,"Powiat garwoliński",2017,116.6
"5841",1404000,"Powiat gostyniński",2017,63.7
"5842",1405000,"Powiat grodziski",2017,71.6
"5843",1406000,"Powiat grójecki",2017,111.6
"5844",1407000,"Powiat kozienicki",2017,124.8
"5845",1408000,"Powiat legionowski",2017,39.1
"5846",1409000,"Powiat lipski",2017,115.4
"5847",1410000,"Powiat łosicki",2017,95.4
"5848",1411000,"Powiat makowski",2017,116.1
"5849",1412000,"Powiat miński",2017,81.3
"5850",1413000,"Powiat mławski",2017,58.5
"5851",1414000,"Powiat nowodworski",2017,74.6
"5852",1415000,"Powiat ostrołęcki",2017,96.8
"5853",1416000,"Powiat ostrowski",2017,79
"5854",1417000,"Powiat otwocki",2017,58.3
"5855",1418000,"Powiat piaseczyński",2017,47.6
"5856",1419000,"Powiat płocki",2017,104.4
"5857",1420000,"Powiat płoński",2017,61.5
"5858",1421000,"Powiat pruszkowski",2017,42.6
"5859",1422000,"Powiat przasnyski",2017,96.4
"5860",1423000,"Powiat przysuski",2017,108.7
"5861",1424000,"Powiat pułtuski",2017,94.6
"5862",1425000,"Powiat radomski",2017,143
"5863",1426000,"Powiat siedlecki",2017,93.2
"5864",1427000,"Powiat sierpecki",2017,148.4
"5865",1428000,"Powiat sochaczewski",2017,82.2
"5866",1429000,"Powiat sokołowski",2017,67.7
"5867",1430000,"Powiat szydłowiecki",2017,95.1
"5868",1432000,"Powiat warszawski zachodni",2017,52.3
"5869",1433000,"Powiat węgrowski",2017,61.6
"5870",1434000,"Powiat wołomiński",2017,51.6
"5871",1435000,"Powiat wyszkowski",2017,124.3
"5872",1436000,"Powiat zwoleński",2017,109.1
"5873",1437000,"Powiat żuromiński",2017,66
"5874",1438000,"Powiat żyrardowski",2017,85.5
"5875",1461000,"Powiat m.Ostrołęka",2017,59.3
"5876",1462000,"Powiat m.Płock",2017,86.8
"5877",1463000,"Powiat m.Radom",2017,123.6
"5878",1464000,"Powiat m.Siedlce",2017,67.4
"5879",1465000,"Powiat m. st. Warszawa",2017,61
"5880",1601000,"Powiat brzeski",2017,47.5
"5881",1602000,"Powiat głubczycki",2017,54.1
"5882",1603000,"Powiat kędzierzyńsko-kozielski",2017,34.5
"5883",1604000,"Powiat kluczborski",2017,60.3
"5884",1605000,"Powiat krapkowicki",2017,56
"5885",1606000,"Powiat namysłowski",2017,44.5
