"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_40_do_60_m2_zl"
"3866",613000,"Powiat parczewski",2015,2806
"3867",614000,"Powiat puławski",2015,3820
"3868",615000,"Powiat radzyński",2015,2382
"3869",616000,"Powiat rycki",2015,2355
"3870",617000,"Powiat świdnicki",2015,3594
"3871",618000,"Powiat tomaszowski",2015,2993
"3872",619000,"Powiat włodawski",2015,2651
"3873",620000,"Powiat zamojski",2015,2071
"3874",661000,"Powiat m.Biała Podlaska",2015,3012
"3875",662000,"Powiat m.Chełm",2015,2667
"3876",663000,"Powiat m.Lublin",2015,4745
"3877",664000,"Powiat m.Zamość",2015,3130
"3878",801000,"Powiat gorzowski",2015,2344
"3879",802000,"Powiat krośnieński",2015,2136
"3880",803000,"Powiat międzyrzecki",2015,2286
"3881",804000,"Powiat nowosolski",2015,2311
"3882",805000,"Powiat słubicki",2015,2964
"3883",806000,"Powiat strzelecko-drezdenecki",2015,2518
"3884",807000,"Powiat sulęciński",2015,1762
"3885",808000,"Powiat świebodziński",2015,2729
"3886",809000,"Powiat zielonogórski",2015,2237
"3887",810000,"Powiat żagański",2015,2009
"3888",811000,"Powiat żarski",2015,2231
"3889",812000,"Powiat wschowski",2015,1914
"3890",861000,"Powiat m.Gorzów Wielkopolski",2015,3156
"3891",862000,"Powiat m.Zielona Góra",2015,3258
"3892",1001000,"Powiat bełchatowski",2015,2555
"3893",1002000,"Powiat kutnowski",2015,1907
"3894",1003000,"Powiat łaski",2015,2506
"3895",1004000,"Powiat łęczycki",2015,2471
"3896",1005000,"Powiat łowicki",2015,2778
"3897",1006000,"Powiat łódzki wschodni",2015,1159
"3898",1007000,"Powiat opoczyński",2015,2708
"3899",1008000,"Powiat pabianicki",2015,2514
"3900",1009000,"Powiat pajęczański",2015,3040
"3901",1010000,"Powiat piotrkowski",2015,1679
"3902",1011000,"Powiat poddębicki",2015,3129
"3903",1012000,"Powiat radomszczański",2015,2521
"3904",1013000,"Powiat rawski",2015,2933
"3905",1014000,"Powiat sieradzki",2015,2407
"3906",1015000,"Powiat skierniewicki",2015,0
"3907",1016000,"Powiat tomaszowski",2015,2792
"3908",1017000,"Powiat wieluński",2015,2946
"3909",1018000,"Powiat wieruszowski",2015,2685
"3910",1019000,"Powiat zduńskowolski",2015,2488
"3911",1020000,"Powiat zgierski",2015,3024
"3912",1021000,"Powiat brzeziński",2015,3346
"3913",1061000,"Powiat m.Łódź",2015,3493
"3914",1062000,"Powiat m.Piotrków Trybunalski",2015,2746
"3915",1063000,"Powiat m.Skierniewice",2015,3674
"3916",1201000,"Powiat bocheński",2015,3869
"3917",1202000,"Powiat brzeski",2015,3477
"3918",1203000,"Powiat chrzanowski",2015,2772
"3919",1204000,"Powiat dąbrowski",2015,2547
"3920",1205000,"Powiat gorlicki",2015,2588
"3921",1206000,"Powiat krakowski",2015,4825
"3922",1207000,"Powiat limanowski",2015,3298
"3923",1208000,"Powiat miechowski",2015,2732
"3924",1209000,"Powiat myślenicki",2015,4482
"3925",1210000,"Powiat nowosądecki",2015,2687
"3926",1211000,"Powiat nowotarski",2015,4535
"3927",1212000,"Powiat olkuski",2015,2772
"3928",1213000,"Powiat oświęcimski",2015,2699
"3929",1214000,"Powiat proszowicki",2015,3305
"3930",1215000,"Powiat suski",2015,936
"3931",1216000,"Powiat tarnowski",2015,0
"3932",1217000,"Powiat tatrzański",2015,8360
"3933",1218000,"Powiat wadowicki",2015,2882
"3934",1219000,"Powiat wielicki",2015,4356
"3935",1261000,"Powiat m.Kraków",2015,6083
"3936",1262000,"Powiat m.Nowy Sącz",2015,3000
"3937",1263000,"Powiat m.Tarnów",2015,2975
"3938",1401000,"Powiat białobrzeski",2015,2850
"3939",1402000,"Powiat ciechanowski",2015,3001
"3940",1403000,"Powiat garwoliński",2015,1809
"3941",1404000,"Powiat gostyniński",2015,2831
"3942",1405000,"Powiat grodziski",2015,4189
"3943",1406000,"Powiat grójecki",2015,1931
"3944",1407000,"Powiat kozienicki",2015,3060
"3945",1408000,"Powiat legionowski",2015,4173
"3946",1409000,"Powiat lipski",2015,0
"3947",1410000,"Powiat łosicki",2015,2892
"3948",1411000,"Powiat makowski",2015,0
"3949",1412000,"Powiat miński",2015,4006
"3950",1413000,"Powiat mławski",2015,2890
"3951",1414000,"Powiat nowodworski",2015,4145
"3952",1415000,"Powiat ostrołęcki",2015,0
"3953",1416000,"Powiat ostrowski",2015,3000
"3954",1417000,"Powiat otwocki",2015,4667
"3955",1418000,"Powiat piaseczyński",2015,5506
"3956",1419000,"Powiat płocki",2015,1793
"3957",1420000,"Powiat płoński",2015,3233
"3958",1421000,"Powiat pruszkowski",2015,5355
"3959",1422000,"Powiat przasnyski",2015,3167
"3960",1423000,"Powiat przysuski",2015,2160
"3961",1424000,"Powiat pułtuski",2015,3283
"3962",1425000,"Powiat radomski",2015,1822
"3963",1426000,"Powiat siedlecki",2015,1174
"3964",1427000,"Powiat sierpecki",2015,2302
"3965",1428000,"Powiat sochaczewski",2015,3053
"3966",1429000,"Powiat sokołowski",2015,3033
"3967",1430000,"Powiat szydłowiecki",2015,2180
"3968",1432000,"Powiat warszawski zachodni",2015,4587
"3969",1433000,"Powiat węgrowski",2015,2391
"3970",1434000,"Powiat wołomiński",2015,4693
"3971",1435000,"Powiat wyszkowski",2015,3549
"3972",1436000,"Powiat zwoleński",2015,0
"3973",1437000,"Powiat żuromiński",2015,3062
"3974",1438000,"Powiat żyrardowski",2015,3133
"3975",1461000,"Powiat m.Ostrołęka",2015,2795
"3976",1462000,"Powiat m.Płock",2015,3723
"3977",1463000,"Powiat m.Radom",2015,3007
"3978",1464000,"Powiat m.Siedlce",2015,3752
"3979",1465000,"Powiat m. st. Warszawa",2015,7135
"3980",1601000,"Powiat brzeski",2015,2565
"3981",1602000,"Powiat głubczycki",2015,1292
"3982",1603000,"Powiat kędzierzyńsko-kozielski",2015,2295
"3983",1604000,"Powiat kluczborski",2015,2036
"3984",1605000,"Powiat krapkowicki",2015,2380
"3985",1606000,"Powiat namysłowski",2015,3190
"3986",1607000,"Powiat nyski",2015,2268
"3987",1608000,"Powiat oleski",2015,2245
"3988",1609000,"Powiat opolski",2015,2206
"3989",1610000,"Powiat prudnicki",2015,1531
"3990",1611000,"Powiat strzelecki",2015,2178
"3991",1661000,"Powiat m.Opole",2015,4127
"3992",1801000,"Powiat bieszczadzki",2015,1836
"3993",1802000,"Powiat brzozowski",2015,2500
"3994",1803000,"Powiat dębicki",2015,2770
"3995",1804000,"Powiat jarosławski",2015,2891
"3996",1805000,"Powiat jasielski",2015,2421
"3997",1806000,"Powiat kolbuszowski",2015,0
"3998",1807000,"Powiat krośnieński",2015,1596
"3999",1808000,"Powiat leżajski",2015,1836
"4000",1809000,"Powiat lubaczowski",2015,2009
"4001",1810000,"Powiat łańcucki",2015,2988
"4002",1811000,"Powiat mielecki",2015,2942
"4003",1812000,"Powiat niżański",2015,2412
"4004",1813000,"Powiat przemyski",2015,2615
"4005",1814000,"Powiat przeworski",2015,2711
"4006",1815000,"Powiat ropczycko-sędziszowski",2015,3264
"4007",1816000,"Powiat rzeszowski",2015,3903
"4008",1817000,"Powiat sanocki",2015,2667
"4009",1818000,"Powiat stalowowolski",2015,2528
"4010",1819000,"Powiat strzyżowski",2015,3230
"4011",1820000,"Powiat tarnobrzeski",2015,1980
"4012",1821000,"Powiat leski",2015,2700
"4013",1861000,"Powiat m.Krosno",2015,2895
"4014",1862000,"Powiat m.Przemyśl",2015,2872
"4015",1863000,"Powiat m.Rzeszów",2015,4577
"4016",1864000,"Powiat m.Tarnobrzeg",2015,2746
"4017",2001000,"Powiat augustowski",2015,3930
"4018",2002000,"Powiat białostocki",2015,3365
"4019",2003000,"Powiat bielski",2015,0
"4020",2004000,"Powiat grajewski",2015,2766
"4021",2005000,"Powiat hajnowski",2015,2101
"4022",2006000,"Powiat kolneński",2015,2602
"4023",2007000,"Powiat łomżyński",2015,0
"4024",2008000,"Powiat moniecki",2015,2103
"4025",2009000,"Powiat sejneński",2015,0
"4026",2010000,"Powiat siemiatycki",2015,2517
"4027",2011000,"Powiat sokólski",2015,3249
"4028",2012000,"Powiat suwalski",2015,1372
"4029",2013000,"Powiat wysokomazowiecki",2015,1250
"4030",2014000,"Powiat zambrowski",2015,2941
"4031",2061000,"Powiat m.Białystok",2015,4461
"4032",2062000,"Powiat m.Łomża",2015,3475
"4033",2063000,"Powiat m.Suwałki",2015,3106
"4034",2201000,"Powiat bytowski",2015,3023
"4035",2202000,"Powiat chojnicki",2015,2780
"4036",2203000,"Powiat człuchowski",2015,1894
"4037",2204000,"Powiat gdański",2015,4149
"4038",2205000,"Powiat kartuski",2015,3496
"4039",2206000,"Powiat kościerski",2015,3720
"4040",2207000,"Powiat kwidzyński",2015,2380
"4041",2208000,"Powiat lęborski",2015,2667
"4042",2209000,"Powiat malborski",2015,3284
"4043",2210000,"Powiat nowodworski",2015,3774
"4044",2211000,"Powiat pucki",2015,4578
"4045",2212000,"Powiat słupski",2015,3418
"4046",2213000,"Powiat starogardzki",2015,2953
"4047",2214000,"Powiat tczewski",2015,3503
"4048",2215000,"Powiat wejherowski",2015,4091
"4049",2216000,"Powiat sztumski",2015,1782
"4050",2261000,"Powiat m.Gdańsk",2015,5303
"4051",2262000,"Powiat m.Gdynia",2015,5173
"4052",2263000,"Powiat m.Słupsk",2015,3250
"4053",2264000,"Powiat m.Sopot",2015,7439
"4054",2401000,"Powiat będziński",2015,2290
"4055",2402000,"Powiat bielski",2015,2863
"4056",2403000,"Powiat cieszyński",2015,2874
"4057",2404000,"Powiat częstochowski",2015,1575
"4058",2405000,"Powiat gliwicki",2015,2412
"4059",2406000,"Powiat kłobucki",2015,2629
"4060",2407000,"Powiat lubliniecki",2015,2620
"4061",2408000,"Powiat mikołowski",2015,2870
"4062",2409000,"Powiat myszkowski",2015,1917
"4063",2410000,"Powiat pszczyński",2015,2320
"4064",2411000,"Powiat raciborski",2015,1771
"4065",2412000,"Powiat rybnicki",2015,2083
"4066",2413000,"Powiat tarnogórski",2015,2387
"4067",2414000,"Powiat bieruńsko-lędziński",2015,2311
"4068",2415000,"Powiat wodzisławski",2015,1849
"4069",2416000,"Powiat zawierciański",2015,1880
"4070",2417000,"Powiat żywiecki",2015,2998
"4071",2461000,"Powiat m.Bielsko-Biała",2015,3349
"4072",2462000,"Powiat m.Bytom",2015,1893
"4073",2463000,"Powiat m.Chorzów",2015,2648
"4074",2464000,"Powiat m.Częstochowa",2015,2652
"4075",2465000,"Powiat m.Dąbrowa Górnicza",2015,2537
"4076",2466000,"Powiat m.Gliwice",2015,2990
"4077",2467000,"Powiat m.Jastrzębie-Zdrój",2015,2154
"4078",2468000,"Powiat m.Jaworzno",2015,2845
"4079",2469000,"Powiat m.Katowice",2015,3131
"4080",2470000,"Powiat m.Mysłowice",2015,2402
"4081",2471000,"Powiat m.Piekary Śląskie",2015,2124
"4082",2472000,"Powiat m.Ruda Śląska",2015,2472
"4083",2473000,"Powiat m.Rybnik",2015,2280
"4084",2474000,"Powiat m.Siemianowice Śląskie",2015,2544
"4085",2475000,"Powiat m.Sosnowiec",2015,2500
"4086",2476000,"Powiat m.Świętochłowice",2015,2416
"4087",2477000,"Powiat m.Tychy",2015,3514
"4088",2478000,"Powiat m.Zabrze",2015,2333
"4089",2479000,"Powiat m.Żory",2015,2361
"4090",2601000,"Powiat buski",2015,2553
"4091",2602000,"Powiat jędrzejowski",2015,2376
"4092",2603000,"Powiat kazimierski",2015,1436
"4093",2604000,"Powiat kielecki",2015,0
"4094",2605000,"Powiat konecki",2015,2281
"4095",2606000,"Powiat opatowski",2015,2021
"4096",2607000,"Powiat ostrowiecki",2015,1923
"4097",2608000,"Powiat pińczowski",2015,1983
"4098",2609000,"Powiat sandomierski",2015,2774
"4099",2610000,"Powiat skarżyski",2015,2013
"4100",2611000,"Powiat starachowicki",2015,2054
"4101",2612000,"Powiat staszowski",2015,2561
"4102",2613000,"Powiat włoszczowski",2015,2582
"4103",2661000,"Powiat m.Kielce",2015,4363
"4104",2801000,"Powiat bartoszycki",2015,1628
"4105",2802000,"Powiat braniewski",2015,2081
"4106",2803000,"Powiat działdowski",2015,3000
"4107",2804000,"Powiat elbląski",2015,2703
"4108",2805000,"Powiat ełcki",2015,2863
"4109",2806000,"Powiat giżycki",2015,3388
"4110",2807000,"Powiat iławski",2015,3192
"4111",2808000,"Powiat kętrzyński",2015,1910
"4112",2809000,"Powiat lidzbarski",2015,2230
"4113",2810000,"Powiat mrągowski",2015,2915
"4114",2811000,"Powiat nidzicki",2015,2547
"4115",2812000,"Powiat nowomiejski",2015,2313
"4116",2813000,"Powiat olecki",2015,2905
"4117",2814000,"Powiat olsztyński",2015,3833
"4118",2815000,"Powiat ostródzki",2015,3157
"4119",2816000,"Powiat piski",2015,2435
"4120",2817000,"Powiat szczycieński",2015,2900
"4121",2818000,"Powiat gołdapski",2015,1786
"4122",2819000,"Powiat węgorzewski",2015,2916
"4123",2861000,"Powiat m.Elbląg",2015,2841
"4124",2862000,"Powiat m.Olsztyn",2015,4420
"4125",3001000,"Powiat chodzieski",2015,2567
"4126",3002000,"Powiat czarnkowsko-trzcianecki",2015,2220
"4127",3003000,"Powiat gnieźnieński",2015,2998
"4128",3004000,"Powiat gostyński",2015,2931
"4129",3005000,"Powiat grodziski",2015,2711
"4130",3006000,"Powiat jarociński",2015,2870
"4131",3007000,"Powiat kaliski",2015,1444
"4132",3008000,"Powiat kępiński",2015,0
"4133",3009000,"Powiat kolski",2015,2698
"4134",3010000,"Powiat koniński",2015,2076
"4135",3011000,"Powiat kościański",2015,3345
"4136",3012000,"Powiat krotoszyński",2015,2437
"4137",3013000,"Powiat leszczyński",2015,2650
"4138",3014000,"Powiat międzychodzki",2015,2474
"4139",3015000,"Powiat nowotomyski",2015,2888
"4140",3016000,"Powiat obornicki",2015,3349
"4141",3017000,"Powiat ostrowski",2015,2782
"4142",3018000,"Powiat ostrzeszowski",2015,3569
"4143",3019000,"Powiat pilski",2015,2884
"4144",3020000,"Powiat pleszewski",2015,3354
"4145",3021000,"Powiat poznański",2015,4247
"4146",3022000,"Powiat rawicki",2015,2959
"4147",3023000,"Powiat słupecki",2015,3107
"4148",3024000,"Powiat szamotulski",2015,2085
"4149",3025000,"Powiat średzki",2015,3400
"4150",3026000,"Powiat śremski",2015,2614
"4151",3027000,"Powiat turecki",2015,2245
"4152",3028000,"Powiat wągrowiecki",2015,3198
"4153",3029000,"Powiat wolsztyński",2015,2778
"4154",3030000,"Powiat wrzesiński",2015,3597
"4155",3031000,"Powiat złotowski",2015,2833
"4156",3061000,"Powiat m.Kalisz",2015,2972
"4157",3062000,"Powiat m.Konin",2015,2995
"4158",3063000,"Powiat m.Leszno",2015,3456
"4159",3064000,"Powiat m.Poznań",2015,5752
"4160",3201000,"Powiat białogardzki",2015,2192
"4161",3202000,"Powiat choszczeński",2015,2392
"4162",3203000,"Powiat drawski",2015,2403
"4163",3204000,"Powiat goleniowski",2015,2899
"4164",3205000,"Powiat gryficki",2015,2399
"4165",3206000,"Powiat gryfiński",2015,2891
"4166",3207000,"Powiat kamieński",2015,4489
"4167",3208000,"Powiat kołobrzeski",2015,4281
"4168",3209000,"Powiat koszaliński",2015,2130
"4169",3210000,"Powiat myśliborski",2015,2691
"4170",3211000,"Powiat policki",2015,4325
"4171",3212000,"Powiat pyrzycki",2015,2196
"4172",3213000,"Powiat sławieński",2015,3396
"4173",3214000,"Powiat stargardzki",2015,3157
"4174",3215000,"Powiat szczecinecki",2015,2519
"4175",3216000,"Powiat świdwiński",2015,1659
"4176",3217000,"Powiat wałecki",2015,2368
"4177",3218000,"Powiat łobeski",2015,1682
"4178",3261000,"Powiat m.Koszalin",2015,3201
"4179",3262000,"Powiat m.Szczecin",2015,4378
"4180",3263000,"Powiat m.Świnoujście",2015,4371
"4181",201000,"Powiat bolesławiecki",2016,2881
"4182",202000,"Powiat dzierżoniowski",2016,1965
"4183",203000,"Powiat głogowski",2016,3291
"4184",204000,"Powiat górowski",2016,2309
"4185",205000,"Powiat jaworski",2016,2114
"4186",206000,"Powiat jeleniogórski",2016,2626
"4187",207000,"Powiat kamiennogórski",2016,1456
"4188",208000,"Powiat kłodzki",2016,2129
"4189",209000,"Powiat legnicki",2016,2381
"4190",210000,"Powiat lubański",2016,2043
"4191",211000,"Powiat lubiński",2016,3247
"4192",212000,"Powiat lwówecki",2016,1487
"4193",213000,"Powiat milicki",2016,2927
"4194",214000,"Powiat oleśnicki",2016,3535
"4195",215000,"Powiat oławski",2016,3386
"4196",216000,"Powiat polkowicki",2016,2709
"4197",217000,"Powiat strzeliński",2016,2831
"4198",218000,"Powiat średzki",2016,3985
"4199",219000,"Powiat świdnicki",2016,2698
"4200",220000,"Powiat trzebnicki",2016,3670
"4201",221000,"Powiat wałbrzyski",2016,1399
"4202",222000,"Powiat wołowski",2016,2797
"4203",223000,"Powiat wrocławski",2016,4310
"4204",224000,"Powiat ząbkowicki",2016,1856
"4205",225000,"Powiat zgorzelecki",2016,1893
"4206",226000,"Powiat złotoryjski",2016,2606
"4207",261000,"Powiat m.Jelenia Góra",2016,2653
"4208",262000,"Powiat m.Legnica",2016,2829
"4209",264000,"Powiat m.Wrocław",2016,5429
"4210",265000,"Powiat m.Wałbrzych od 2013",2016,1928
"4211",401000,"Powiat aleksandrowski",2016,3056
"4212",402000,"Powiat brodnicki",2016,3025
"4213",403000,"Powiat bydgoski",2016,2945
"4214",404000,"Powiat chełmiński",2016,2909
"4215",405000,"Powiat golubsko-dobrzyński",2016,2323
"4216",406000,"Powiat grudziądzki",2016,1547
"4217",407000,"Powiat inowrocławski",2016,2905
"4218",408000,"Powiat lipnowski",2016,2141
"4219",409000,"Powiat mogileński",2016,2236
"4220",410000,"Powiat nakielski",2016,2882
"4221",411000,"Powiat radziejowski",2016,3248
"4222",412000,"Powiat rypiński",2016,1862
"4223",413000,"Powiat sępoleński",2016,1904
"4224",414000,"Powiat świecki",2016,2790
"4225",415000,"Powiat toruński",2016,2751
"4226",416000,"Powiat tucholski",2016,2160
"4227",417000,"Powiat wąbrzeski",2016,1931
"4228",418000,"Powiat włocławski",2016,2670
"4229",419000,"Powiat żniński",2016,2303
"4230",461000,"Powiat m.Bydgoszcz",2016,4038
"4231",462000,"Powiat m.Grudziądz",2016,2474
"4232",463000,"Powiat m.Toruń",2016,4197
"4233",464000,"Powiat m.Włocławek",2016,2500
"4234",601000,"Powiat bialski",2016,2653
"4235",602000,"Powiat biłgorajski",2016,2807
"4236",603000,"Powiat chełmski",2016,2116
"4237",604000,"Powiat hrubieszowski",2016,1902
"4238",605000,"Powiat janowski",2016,2344
"4239",606000,"Powiat krasnostawski",2016,2164
"4240",607000,"Powiat kraśnicki",2016,2462
"4241",608000,"Powiat lubartowski",2016,3445
"4242",609000,"Powiat lubelski",2016,3699
"4243",610000,"Powiat łęczyński",2016,3709
"4244",611000,"Powiat łukowski",2016,3040
"4245",612000,"Powiat opolski",2016,2767
"4246",613000,"Powiat parczewski",2016,2277
"4247",614000,"Powiat puławski",2016,4016
"4248",615000,"Powiat radzyński",2016,2735
"4249",616000,"Powiat rycki",2016,2737
"4250",617000,"Powiat świdnicki",2016,3711
"4251",618000,"Powiat tomaszowski",2016,2010
"4252",619000,"Powiat włodawski",2016,2727
"4253",620000,"Powiat zamojski",2016,2359
"4254",661000,"Powiat m.Biała Podlaska",2016,3027
"4255",662000,"Powiat m.Chełm",2016,2791
"4256",663000,"Powiat m.Lublin",2016,4931
"4257",664000,"Powiat m.Zamość",2016,3008
"4258",801000,"Powiat gorzowski",2016,2836
"4259",802000,"Powiat krośnieński",2016,2088
"4260",803000,"Powiat międzyrzecki",2016,2258
"4261",804000,"Powiat nowosolski",2016,2204
"4262",805000,"Powiat słubicki",2016,2852
"4263",806000,"Powiat strzelecko-drezdenecki",2016,2562
"4264",807000,"Powiat sulęciński",2016,2324
"4265",808000,"Powiat świebodziński",2016,2944
"4266",809000,"Powiat zielonogórski",2016,2402
"4267",810000,"Powiat żagański",2016,1930
"4268",811000,"Powiat żarski",2016,2320
"4269",812000,"Powiat wschowski",2016,2682
"4270",861000,"Powiat m.Gorzów Wielkopolski",2016,3381
"4271",862000,"Powiat m.Zielona Góra",2016,3472
"4272",1001000,"Powiat bełchatowski",2016,2558
"4273",1002000,"Powiat kutnowski",2016,3532
"4274",1003000,"Powiat łaski",2016,2181
"4275",1004000,"Powiat łęczycki",2016,2529
"4276",1005000,"Powiat łowicki",2016,3216
"4277",1006000,"Powiat łódzki wschodni",2016,2561
"4278",1007000,"Powiat opoczyński",2016,2604
"4279",1008000,"Powiat pabianicki",2016,2695
"4280",1009000,"Powiat pajęczański",2016,2804
"4281",1010000,"Powiat piotrkowski",2016,1939
"4282",1011000,"Powiat poddębicki",2016,2887
"4283",1012000,"Powiat radomszczański",2016,2433
"4284",1013000,"Powiat rawski",2016,3459
"4285",1014000,"Powiat sieradzki",2016,2561
"4286",1015000,"Powiat skierniewicki",2016,0
"4287",1016000,"Powiat tomaszowski",2016,2720
"4288",1017000,"Powiat wieluński",2016,2760
"4289",1018000,"Powiat wieruszowski",2016,2716
"4290",1019000,"Powiat zduńskowolski",2016,2445
"4291",1020000,"Powiat zgierski",2016,2833
"4292",1021000,"Powiat brzeziński",2016,2701
"4293",1061000,"Powiat m.Łódź",2016,3605
"4294",1062000,"Powiat m.Piotrków Trybunalski",2016,3087
"4295",1063000,"Powiat m.Skierniewice",2016,3567
"4296",1201000,"Powiat bocheński",2016,3776
"4297",1202000,"Powiat brzeski",2016,3566
"4298",1203000,"Powiat chrzanowski",2016,2637
"4299",1204000,"Powiat dąbrowski",2016,2008
"4300",1205000,"Powiat gorlicki",2016,2533
"4301",1206000,"Powiat krakowski",2016,4660
"4302",1207000,"Powiat limanowski",2016,3312
"4303",1208000,"Powiat miechowski",2016,3131
"4304",1209000,"Powiat myślenicki",2016,4719
"4305",1210000,"Powiat nowosądecki",2016,3759
"4306",1211000,"Powiat nowotarski",2016,3987
"4307",1212000,"Powiat olkuski",2016,2674
"4308",1213000,"Powiat oświęcimski",2016,2756
"4309",1214000,"Powiat proszowicki",2016,3385
"4310",1215000,"Powiat suski",2016,2916
"4311",1216000,"Powiat tarnowski",2016,0
"4312",1217000,"Powiat tatrzański",2016,9257
"4313",1218000,"Powiat wadowicki",2016,3421
"4314",1219000,"Powiat wielicki",2016,4605
"4315",1261000,"Powiat m.Kraków",2016,6067
"4316",1262000,"Powiat m.Nowy Sącz",2016,3327
"4317",1263000,"Powiat m.Tarnów",2016,3205
"4318",1401000,"Powiat białobrzeski",2016,2474
"4319",1402000,"Powiat ciechanowski",2016,3098
"4320",1403000,"Powiat garwoliński",2016,2273
"4321",1404000,"Powiat gostyniński",2016,2301
"4322",1405000,"Powiat grodziski",2016,4417
"4323",1406000,"Powiat grójecki",2016,3589
"4324",1407000,"Powiat kozienicki",2016,3026
"4325",1408000,"Powiat legionowski",2016,4393
"4326",1409000,"Powiat lipski",2016,0
"4327",1410000,"Powiat łosicki",2016,2860
"4328",1411000,"Powiat makowski",2016,0
"4329",1412000,"Powiat miński",2016,3905
"4330",1413000,"Powiat mławski",2016,2902
"4331",1414000,"Powiat nowodworski",2016,3852
"4332",1415000,"Powiat ostrołęcki",2016,0
"4333",1416000,"Powiat ostrowski",2016,2841
"4334",1417000,"Powiat otwocki",2016,4797
"4335",1418000,"Powiat piaseczyński",2016,5340
"4336",1419000,"Powiat płocki",2016,2898
"4337",1420000,"Powiat płoński",2016,3390
"4338",1421000,"Powiat pruszkowski",2016,5169
"4339",1422000,"Powiat przasnyski",2016,2733
"4340",1423000,"Powiat przysuski",2016,2103
"4341",1424000,"Powiat pułtuski",2016,3245
"4342",1425000,"Powiat radomski",2016,1743
"4343",1426000,"Powiat siedlecki",2016,2179
"4344",1427000,"Powiat sierpecki",2016,2813
"4345",1428000,"Powiat sochaczewski",2016,3170
"4346",1429000,"Powiat sokołowski",2016,2870
"4347",1430000,"Powiat szydłowiecki",2016,2042
"4348",1432000,"Powiat warszawski zachodni",2016,4253
"4349",1433000,"Powiat węgrowski",2016,2979
"4350",1434000,"Powiat wołomiński",2016,4728
"4351",1435000,"Powiat wyszkowski",2016,3739
"4352",1436000,"Powiat zwoleński",2016,0
