"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_40_do_60_m2_zl"
"4353",1437000,"Powiat żuromiński",2016,3063
"4354",1438000,"Powiat żyrardowski",2016,3462
"4355",1461000,"Powiat m.Ostrołęka",2016,3551
"4356",1462000,"Powiat m.Płock",2016,3652
"4357",1463000,"Powiat m.Radom",2016,2570
"4358",1464000,"Powiat m.Siedlce",2016,3812
"4359",1465000,"Powiat m. st. Warszawa",2016,7227
"4360",1601000,"Powiat brzeski",2016,2515
"4361",1602000,"Powiat głubczycki",2016,1336
"4362",1603000,"Powiat kędzierzyńsko-kozielski",2016,2185
"4363",1604000,"Powiat kluczborski",2016,2318
"4364",1605000,"Powiat krapkowicki",2016,2553
"4365",1606000,"Powiat namysłowski",2016,3147
"4366",1607000,"Powiat nyski",2016,2331
"4367",1608000,"Powiat oleski",2016,2333
"4368",1609000,"Powiat opolski",2016,2428
"4369",1610000,"Powiat prudnicki",2016,1430
"4370",1611000,"Powiat strzelecki",2016,2311
"4371",1661000,"Powiat m.Opole",2016,4031
"4372",1801000,"Powiat bieszczadzki",2016,1204
"4373",1802000,"Powiat brzozowski",2016,2567
"4374",1803000,"Powiat dębicki",2016,2743
"4375",1804000,"Powiat jarosławski",2016,3135
"4376",1805000,"Powiat jasielski",2016,2300
"4377",1806000,"Powiat kolbuszowski",2016,0
"4378",1807000,"Powiat krośnieński",2016,2024
"4379",1808000,"Powiat leżajski",2016,2051
"4380",1809000,"Powiat lubaczowski",2016,2013
"4381",1810000,"Powiat łańcucki",2016,2721
"4382",1811000,"Powiat mielecki",2016,3364
"4383",1812000,"Powiat niżański",2016,2346
"4384",1813000,"Powiat przemyski",2016,2399
"4385",1814000,"Powiat przeworski",2016,2719
"4386",1815000,"Powiat ropczycko-sędziszowski",2016,3385
"4387",1816000,"Powiat rzeszowski",2016,3702
"4388",1817000,"Powiat sanocki",2016,2425
"4389",1818000,"Powiat stalowowolski",2016,2738
"4390",1819000,"Powiat strzyżowski",2016,2609
"4391",1820000,"Powiat tarnobrzeski",2016,2082
"4392",1821000,"Powiat leski",2016,2218
"4393",1861000,"Powiat m.Krosno",2016,2804
"4394",1862000,"Powiat m.Przemyśl",2016,2934
"4395",1863000,"Powiat m.Rzeszów",2016,4430
"4396",1864000,"Powiat m.Tarnobrzeg",2016,2242
"4397",2001000,"Powiat augustowski",2016,3831
"4398",2002000,"Powiat białostocki",2016,3479
"4399",2003000,"Powiat bielski",2016,0
"4400",2004000,"Powiat grajewski",2016,3001
"4401",2005000,"Powiat hajnowski",2016,2084
"4402",2006000,"Powiat kolneński",2016,2225
"4403",2007000,"Powiat łomżyński",2016,0
"4404",2008000,"Powiat moniecki",2016,2066
"4405",2009000,"Powiat sejneński",2016,2000
"4406",2010000,"Powiat siemiatycki",2016,3143
"4407",2011000,"Powiat sokólski",2016,2929
"4408",2012000,"Powiat suwalski",2016,1365
"4409",2013000,"Powiat wysokomazowiecki",2016,3600
"4410",2014000,"Powiat zambrowski",2016,2967
"4411",2061000,"Powiat m.Białystok",2016,4417
"4412",2062000,"Powiat m.Łomża",2016,3680
"4413",2063000,"Powiat m.Suwałki",2016,3610
"4414",2201000,"Powiat bytowski",2016,2954
"4415",2202000,"Powiat chojnicki",2016,3122
"4416",2203000,"Powiat człuchowski",2016,2037
"4417",2204000,"Powiat gdański",2016,4328
"4418",2205000,"Powiat kartuski",2016,3558
"4419",2206000,"Powiat kościerski",2016,3723
"4420",2207000,"Powiat kwidzyński",2016,2659
"4421",2208000,"Powiat lęborski",2016,2842
"4422",2209000,"Powiat malborski",2016,2912
"4423",2210000,"Powiat nowodworski",2016,3800
"4424",2211000,"Powiat pucki",2016,4678
"4425",2212000,"Powiat słupski",2016,3441
"4426",2213000,"Powiat starogardzki",2016,3022
"4427",2214000,"Powiat tczewski",2016,3598
"4428",2215000,"Powiat wejherowski",2016,4112
"4429",2216000,"Powiat sztumski",2016,1811
"4430",2261000,"Powiat m.Gdańsk",2016,5461
"4431",2262000,"Powiat m.Gdynia",2016,5314
"4432",2263000,"Powiat m.Słupsk",2016,3358
"4433",2264000,"Powiat m.Sopot",2016,9252
"4434",2401000,"Powiat będziński",2016,2379
"4435",2402000,"Powiat bielski",2016,2488
"4436",2403000,"Powiat cieszyński",2016,3837
"4437",2404000,"Powiat częstochowski",2016,1538
"4438",2405000,"Powiat gliwicki",2016,2444
"4439",2406000,"Powiat kłobucki",2016,2542
"4440",2407000,"Powiat lubliniecki",2016,2288
"4441",2408000,"Powiat mikołowski",2016,3075
"4442",2409000,"Powiat myszkowski",2016,1914
"4443",2410000,"Powiat pszczyński",2016,2457
"4444",2411000,"Powiat raciborski",2016,1720
"4445",2412000,"Powiat rybnicki",2016,1792
"4446",2413000,"Powiat tarnogórski",2016,2421
"4447",2414000,"Powiat bieruńsko-lędziński",2016,2456
"4448",2415000,"Powiat wodzisławski",2016,1830
"4449",2416000,"Powiat zawierciański",2016,1761
"4450",2417000,"Powiat żywiecki",2016,2835
"4451",2461000,"Powiat m.Bielsko-Biała",2016,3399
"4452",2462000,"Powiat m.Bytom",2016,1833
"4453",2463000,"Powiat m.Chorzów",2016,2688
"4454",2464000,"Powiat m.Częstochowa",2016,2618
"4455",2465000,"Powiat m.Dąbrowa Górnicza",2016,2649
"4456",2466000,"Powiat m.Gliwice",2016,3143
"4457",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2208
"4458",2468000,"Powiat m.Jaworzno",2016,2993
"4459",2469000,"Powiat m.Katowice",2016,3300
"4460",2470000,"Powiat m.Mysłowice",2016,2514
"4461",2471000,"Powiat m.Piekary Śląskie",2016,2281
"4462",2472000,"Powiat m.Ruda Śląska",2016,2243
"4463",2473000,"Powiat m.Rybnik",2016,2341
"4464",2474000,"Powiat m.Siemianowice Śląskie",2016,2491
"4465",2475000,"Powiat m.Sosnowiec",2016,2491
"4466",2476000,"Powiat m.Świętochłowice",2016,2302
"4467",2477000,"Powiat m.Tychy",2016,3369
"4468",2478000,"Powiat m.Zabrze",2016,2415
"4469",2479000,"Powiat m.Żory",2016,2531
"4470",2601000,"Powiat buski",2016,2826
"4471",2602000,"Powiat jędrzejowski",2016,2381
"4472",2603000,"Powiat kazimierski",2016,1550
"4473",2604000,"Powiat kielecki",2016,2333
"4474",2605000,"Powiat konecki",2016,2555
"4475",2606000,"Powiat opatowski",2016,1354
"4476",2607000,"Powiat ostrowiecki",2016,2088
"4477",2608000,"Powiat pińczowski",2016,2058
"4478",2609000,"Powiat sandomierski",2016,2937
"4479",2610000,"Powiat skarżyski",2016,2145
"4480",2611000,"Powiat starachowicki",2016,2266
"4481",2612000,"Powiat staszowski",2016,2426
"4482",2613000,"Powiat włoszczowski",2016,2867
"4483",2661000,"Powiat m.Kielce",2016,4198
"4484",2801000,"Powiat bartoszycki",2016,2073
"4485",2802000,"Powiat braniewski",2016,2500
"4486",2803000,"Powiat działdowski",2016,2860
"4487",2804000,"Powiat elbląski",2016,2317
"4488",2805000,"Powiat ełcki",2016,2605
"4489",2806000,"Powiat giżycki",2016,3241
"4490",2807000,"Powiat iławski",2016,3233
"4491",2808000,"Powiat kętrzyński",2016,2008
"4492",2809000,"Powiat lidzbarski",2016,2277
"4493",2810000,"Powiat mrągowski",2016,3002
"4494",2811000,"Powiat nidzicki",2016,2737
"4495",2812000,"Powiat nowomiejski",2016,2246
"4496",2813000,"Powiat olecki",2016,2869
"4497",2814000,"Powiat olsztyński",2016,3920
"4498",2815000,"Powiat ostródzki",2016,2941
"4499",2816000,"Powiat piski",2016,2659
"4500",2817000,"Powiat szczycieński",2016,2897
"4501",2818000,"Powiat gołdapski",2016,1883
"4502",2819000,"Powiat węgorzewski",2016,2708
"4503",2861000,"Powiat m.Elbląg",2016,2993
"4504",2862000,"Powiat m.Olsztyn",2016,4461
"4505",3001000,"Powiat chodzieski",2016,2385
"4506",3002000,"Powiat czarnkowsko-trzcianecki",2016,1795
"4507",3003000,"Powiat gnieźnieński",2016,3365
"4508",3004000,"Powiat gostyński",2016,3413
"4509",3005000,"Powiat grodziski",2016,3130
"4510",3006000,"Powiat jarociński",2016,3137
"4511",3007000,"Powiat kaliski",2016,1373
"4512",3008000,"Powiat kępiński",2016,3236
"4513",3009000,"Powiat kolski",2016,2391
"4514",3010000,"Powiat koniński",2016,2761
"4515",3011000,"Powiat kościański",2016,3262
"4516",3012000,"Powiat krotoszyński",2016,2766
"4517",3013000,"Powiat leszczyński",2016,2683
"4518",3014000,"Powiat międzychodzki",2016,2445
"4519",3015000,"Powiat nowotomyski",2016,2891
"4520",3016000,"Powiat obornicki",2016,3499
"4521",3017000,"Powiat ostrowski",2016,3311
"4522",3018000,"Powiat ostrzeszowski",2016,3001
"4523",3019000,"Powiat pilski",2016,3012
"4524",3020000,"Powiat pleszewski",2016,2361
"4525",3021000,"Powiat poznański",2016,4449
"4526",3022000,"Powiat rawicki",2016,3009
"4527",3023000,"Powiat słupecki",2016,3199
"4528",3024000,"Powiat szamotulski",2016,3439
"4529",3025000,"Powiat średzki",2016,3670
"4530",3026000,"Powiat śremski",2016,2867
"4531",3027000,"Powiat turecki",2016,2394
"4532",3028000,"Powiat wągrowiecki",2016,3380
"4533",3029000,"Powiat wolsztyński",2016,2169
"4534",3030000,"Powiat wrzesiński",2016,3797
"4535",3031000,"Powiat złotowski",2016,2657
"4536",3061000,"Powiat m.Kalisz",2016,3144
"4537",3062000,"Powiat m.Konin",2016,3368
"4538",3063000,"Powiat m.Leszno",2016,3401
"4539",3064000,"Powiat m.Poznań",2016,5798
"4540",3201000,"Powiat białogardzki",2016,1927
"4541",3202000,"Powiat choszczeński",2016,2301
"4542",3203000,"Powiat drawski",2016,2282
"4543",3204000,"Powiat goleniowski",2016,2833
"4544",3205000,"Powiat gryficki",2016,2421
"4545",3206000,"Powiat gryfiński",2016,2406
"4546",3207000,"Powiat kamieński",2016,4957
"4547",3208000,"Powiat kołobrzeski",2016,4461
"4548",3209000,"Powiat koszaliński",2016,2545
"4549",3210000,"Powiat myśliborski",2016,2538
"4550",3211000,"Powiat policki",2016,4252
"4551",3212000,"Powiat pyrzycki",2016,1860
"4552",3213000,"Powiat sławieński",2016,3276
"4553",3214000,"Powiat stargardzki",2016,3398
"4554",3215000,"Powiat szczecinecki",2016,2429
"4555",3216000,"Powiat świdwiński",2016,1983
"4556",3217000,"Powiat wałecki",2016,2298
"4557",3218000,"Powiat łobeski",2016,1603
"4558",3261000,"Powiat m.Koszalin",2016,3304
"4559",3262000,"Powiat m.Szczecin",2016,4459
"4560",3263000,"Powiat m.Świnoujście",2016,5199
"4561",201000,"Powiat bolesławiecki",2017,2707
"4562",202000,"Powiat dzierżoniowski",2017,2141
"4563",203000,"Powiat głogowski",2017,3263
"4564",204000,"Powiat górowski",2017,0
"4565",205000,"Powiat jaworski",2017,2275
"4566",206000,"Powiat jeleniogórski",2017,2511
"4567",207000,"Powiat kamiennogórski",2017,1685
"4568",208000,"Powiat kłodzki",2017,2260
"4569",209000,"Powiat legnicki",2017,2072
"4570",210000,"Powiat lubański",2017,2550
"4571",211000,"Powiat lubiński",2017,3268
"4572",212000,"Powiat lwówecki",2017,1260
"4573",213000,"Powiat milicki",2017,2969
"4574",214000,"Powiat oleśnicki",2017,3787
"4575",215000,"Powiat oławski",2017,3852
"4576",216000,"Powiat polkowicki",2017,2631
"4577",217000,"Powiat strzeliński",2017,3154
"4578",218000,"Powiat średzki",2017,4032
"4579",219000,"Powiat świdnicki",2017,2744
"4580",220000,"Powiat trzebnicki",2017,3902
"4581",221000,"Powiat wałbrzyski",2017,1553
"4582",222000,"Powiat wołowski",2017,2640
"4583",223000,"Powiat wrocławski",2017,4453
"4584",224000,"Powiat ząbkowicki",2017,1824
"4585",225000,"Powiat zgorzelecki",2017,2678
"4586",226000,"Powiat złotoryjski",2017,2450
"4587",261000,"Powiat m.Jelenia Góra",2017,2871
"4588",262000,"Powiat m.Legnica",2017,2872
"4589",264000,"Powiat m.Wrocław",2017,5606
"4590",265000,"Powiat m.Wałbrzych od 2013",2017,2216
"4591",401000,"Powiat aleksandrowski",2017,3396
"4592",402000,"Powiat brodnicki",2017,3301
"4593",403000,"Powiat bydgoski",2017,3257
"4594",404000,"Powiat chełmiński",2017,3095
"4595",405000,"Powiat golubsko-dobrzyński",2017,3200
"4596",406000,"Powiat grudziądzki",2017,1665
"4597",407000,"Powiat inowrocławski",2017,3191
"4598",408000,"Powiat lipnowski",2017,2058
"4599",409000,"Powiat mogileński",2017,2051
"4600",410000,"Powiat nakielski",2017,2966
"4601",411000,"Powiat radziejowski",2017,2495
"4602",412000,"Powiat rypiński",2017,1935
"4603",413000,"Powiat sępoleński",2017,1762
"4604",414000,"Powiat świecki",2017,3140
"4605",415000,"Powiat toruński",2017,2957
"4606",416000,"Powiat tucholski",2017,2277
"4607",417000,"Powiat wąbrzeski",2017,2315
"4608",418000,"Powiat włocławski",2017,1522
"4609",419000,"Powiat żniński",2017,2339
"4610",461000,"Powiat m.Bydgoszcz",2017,4257
"4611",462000,"Powiat m.Grudziądz",2017,2668
"4612",463000,"Powiat m.Toruń",2017,4430
"4613",464000,"Powiat m.Włocławek",2017,2613
"4614",601000,"Powiat bialski",2017,2751
"4615",602000,"Powiat biłgorajski",2017,3281
"4616",603000,"Powiat chełmski",2017,2628
"4617",604000,"Powiat hrubieszowski",2017,2083
"4618",605000,"Powiat janowski",2017,2626
"4619",606000,"Powiat krasnostawski",2017,2200
"4620",607000,"Powiat kraśnicki",2017,2389
"4621",608000,"Powiat lubartowski",2017,3277
"4622",609000,"Powiat lubelski",2017,3663
"4623",610000,"Powiat łęczyński",2017,3894
"4624",611000,"Powiat łukowski",2017,3101
"4625",612000,"Powiat opolski",2017,2479
"4626",613000,"Powiat parczewski",2017,2862
"4627",614000,"Powiat puławski",2017,4113
"4628",615000,"Powiat radzyński",2017,3088
"4629",616000,"Powiat rycki",2017,2939
"4630",617000,"Powiat świdnicki",2017,3895
"4631",618000,"Powiat tomaszowski",2017,2147
"4632",619000,"Powiat włodawski",2017,2167
"4633",620000,"Powiat zamojski",2017,1835
"4634",661000,"Powiat m.Biała Podlaska",2017,3025
"4635",662000,"Powiat m.Chełm",2017,2731
"4636",663000,"Powiat m.Lublin",2017,5146
"4637",664000,"Powiat m.Zamość",2017,3119
"4638",801000,"Powiat gorzowski",2017,2882
"4639",802000,"Powiat krośnieński",2017,2372
"4640",803000,"Powiat międzyrzecki",2017,2316
"4641",804000,"Powiat nowosolski",2017,3124
"4642",805000,"Powiat słubicki",2017,3148
"4643",806000,"Powiat strzelecko-drezdenecki",2017,2632
"4644",807000,"Powiat sulęciński",2017,2202
"4645",808000,"Powiat świebodziński",2017,2945
"4646",809000,"Powiat zielonogórski",2017,2489
"4647",810000,"Powiat żagański",2017,1879
"4648",811000,"Powiat żarski",2017,2311
"4649",812000,"Powiat wschowski",2017,2336
"4650",861000,"Powiat m.Gorzów Wielkopolski",2017,3382
"4651",862000,"Powiat m.Zielona Góra",2017,3527
"4652",1001000,"Powiat bełchatowski",2017,2647
"4653",1002000,"Powiat kutnowski",2017,3086
"4654",1003000,"Powiat łaski",2017,2444
"4655",1004000,"Powiat łęczycki",2017,2324
"4656",1005000,"Powiat łowicki",2017,3012
"4657",1006000,"Powiat łódzki wschodni",2017,2624
"4658",1007000,"Powiat opoczyński",2017,2718
"4659",1008000,"Powiat pabianicki",2017,2686
"4660",1009000,"Powiat pajęczański",2017,0
"4661",1010000,"Powiat piotrkowski",2017,1663
"4662",1011000,"Powiat poddębicki",2017,3556
"4663",1012000,"Powiat radomszczański",2017,3075
"4664",1013000,"Powiat rawski",2017,2970
"4665",1014000,"Powiat sieradzki",2017,2721
"4666",1015000,"Powiat skierniewicki",2017,1881
"4667",1016000,"Powiat tomaszowski",2017,2671
"4668",1017000,"Powiat wieluński",2017,2688
"4669",1018000,"Powiat wieruszowski",2017,2430
"4670",1019000,"Powiat zduńskowolski",2017,2503
"4671",1020000,"Powiat zgierski",2017,2887
"4672",1021000,"Powiat brzeziński",2017,2766
"4673",1061000,"Powiat m.Łódź",2017,4028
"4674",1062000,"Powiat m.Piotrków Trybunalski",2017,2892
"4675",1063000,"Powiat m.Skierniewice",2017,3573
"4676",1201000,"Powiat bocheński",2017,4325
"4677",1202000,"Powiat brzeski",2017,3770
"4678",1203000,"Powiat chrzanowski",2017,2738
"4679",1204000,"Powiat dąbrowski",2017,2693
"4680",1205000,"Powiat gorlicki",2017,2776
"4681",1206000,"Powiat krakowski",2017,4183
"4682",1207000,"Powiat limanowski",2017,3336
"4683",1208000,"Powiat miechowski",2017,2999
"4684",1209000,"Powiat myślenicki",2017,4874
"4685",1210000,"Powiat nowosądecki",2017,6151
"4686",1211000,"Powiat nowotarski",2017,4055
"4687",1212000,"Powiat olkuski",2017,2739
"4688",1213000,"Powiat oświęcimski",2017,2819
"4689",1214000,"Powiat proszowicki",2017,3635
"4690",1215000,"Powiat suski",2017,2860
"4691",1216000,"Powiat tarnowski",2017,0
"4692",1217000,"Powiat tatrzański",2017,7524
"4693",1218000,"Powiat wadowicki",2017,3484
"4694",1219000,"Powiat wielicki",2017,4806
"4695",1261000,"Powiat m.Kraków",2017,6135
"4696",1262000,"Powiat m.Nowy Sącz",2017,3195
"4697",1263000,"Powiat m.Tarnów",2017,3081
"4698",1401000,"Powiat białobrzeski",2017,2985
"4699",1402000,"Powiat ciechanowski",2017,3042
"4700",1403000,"Powiat garwoliński",2017,1667
"4701",1404000,"Powiat gostyniński",2017,3034
"4702",1405000,"Powiat grodziski",2017,4479
"4703",1406000,"Powiat grójecki",2017,3261
"4704",1407000,"Powiat kozienicki",2017,3056
"4705",1408000,"Powiat legionowski",2017,4609
"4706",1409000,"Powiat lipski",2017,0
"4707",1410000,"Powiat łosicki",2017,1986
"4708",1411000,"Powiat makowski",2017,0
"4709",1412000,"Powiat miński",2017,4326
"4710",1413000,"Powiat mławski",2017,3045
"4711",1414000,"Powiat nowodworski",2017,4140
"4712",1415000,"Powiat ostrołęcki",2017,0
"4713",1416000,"Powiat ostrowski",2017,2879
"4714",1417000,"Powiat otwocki",2017,4957
"4715",1418000,"Powiat piaseczyński",2017,5643
"4716",1419000,"Powiat płocki",2017,2890
"4717",1420000,"Powiat płoński",2017,2778
"4718",1421000,"Powiat pruszkowski",2017,5749
"4719",1422000,"Powiat przasnyski",2017,3369
"4720",1423000,"Powiat przysuski",2017,2173
"4721",1424000,"Powiat pułtuski",2017,3270
"4722",1425000,"Powiat radomski",2017,1902
"4723",1426000,"Powiat siedlecki",2017,0
"4724",1427000,"Powiat sierpecki",2017,3056
"4725",1428000,"Powiat sochaczewski",2017,3243
"4726",1429000,"Powiat sokołowski",2017,3392
"4727",1430000,"Powiat szydłowiecki",2017,2796
"4728",1432000,"Powiat warszawski zachodni",2017,4740
"4729",1433000,"Powiat węgrowski",2017,2994
"4730",1434000,"Powiat wołomiński",2017,5016
"4731",1435000,"Powiat wyszkowski",2017,4295
"4732",1436000,"Powiat zwoleński",2017,2341
"4733",1437000,"Powiat żuromiński",2017,2629
"4734",1438000,"Powiat żyrardowski",2017,4314
"4735",1461000,"Powiat m.Ostrołęka",2017,3581
"4736",1462000,"Powiat m.Płock",2017,3878
"4737",1463000,"Powiat m.Radom",2017,3115
"4738",1464000,"Powiat m.Siedlce",2017,4095
"4739",1465000,"Powiat m. st. Warszawa",2017,7678
"4740",1601000,"Powiat brzeski",2017,2538
"4741",1602000,"Powiat głubczycki",2017,1502
"4742",1603000,"Powiat kędzierzyńsko-kozielski",2017,2281
"4743",1604000,"Powiat kluczborski",2017,2412
"4744",1605000,"Powiat krapkowicki",2017,2296
"4745",1606000,"Powiat namysłowski",2017,3251
"4746",1607000,"Powiat nyski",2017,2382
"4747",1608000,"Powiat oleski",2017,2529
"4748",1609000,"Powiat opolski",2017,2411
"4749",1610000,"Powiat prudnicki",2017,1644
"4750",1611000,"Powiat strzelecki",2017,1907
"4751",1661000,"Powiat m.Opole",2017,4394
"4752",1801000,"Powiat bieszczadzki",2017,2900
"4753",1802000,"Powiat brzozowski",2017,2184
"4754",1803000,"Powiat dębicki",2017,3335
"4755",1804000,"Powiat jarosławski",2017,3206
"4756",1805000,"Powiat jasielski",2017,2397
"4757",1806000,"Powiat kolbuszowski",2017,3999
"4758",1807000,"Powiat krośnieński",2017,3213
"4759",1808000,"Powiat leżajski",2017,1906
"4760",1809000,"Powiat lubaczowski",2017,1820
"4761",1810000,"Powiat łańcucki",2017,3618
"4762",1811000,"Powiat mielecki",2017,3699
"4763",1812000,"Powiat niżański",2017,2424
"4764",1813000,"Powiat przemyski",2017,3200
"4765",1814000,"Powiat przeworski",2017,3106
"4766",1815000,"Powiat ropczycko-sędziszowski",2017,3397
"4767",1816000,"Powiat rzeszowski",2017,4178
"4768",1817000,"Powiat sanocki",2017,2851
"4769",1818000,"Powiat stalowowolski",2017,2743
"4770",1819000,"Powiat strzyżowski",2017,3091
"4771",1820000,"Powiat tarnobrzeski",2017,2066
"4772",1821000,"Powiat leski",2017,1994
"4773",1861000,"Powiat m.Krosno",2017,2714
"4774",1862000,"Powiat m.Przemyśl",2017,2840
"4775",1863000,"Powiat m.Rzeszów",2017,4585
"4776",1864000,"Powiat m.Tarnobrzeg",2017,2421
"4777",2001000,"Powiat augustowski",2017,3500
"4778",2002000,"Powiat białostocki",2017,3396
"4779",2003000,"Powiat bielski",2017,0
"4780",2004000,"Powiat grajewski",2017,2586
"4781",2005000,"Powiat hajnowski",2017,2018
"4782",2006000,"Powiat kolneński",2017,2249
"4783",2007000,"Powiat łomżyński",2017,1479
"4784",2008000,"Powiat moniecki",2017,3213
"4785",2009000,"Powiat sejneński",2017,2111
"4786",2010000,"Powiat siemiatycki",2017,2463
"4787",2011000,"Powiat sokólski",2017,3451
"4788",2012000,"Powiat suwalski",2017,1884
"4789",2013000,"Powiat wysokomazowiecki",2017,3833
"4790",2014000,"Powiat zambrowski",2017,2929
"4791",2061000,"Powiat m.Białystok",2017,4594
"4792",2062000,"Powiat m.Łomża",2017,3490
"4793",2063000,"Powiat m.Suwałki",2017,3650
"4794",2201000,"Powiat bytowski",2017,2870
"4795",2202000,"Powiat chojnicki",2017,3556
"4796",2203000,"Powiat człuchowski",2017,1902
"4797",2204000,"Powiat gdański",2017,4485
"4798",2205000,"Powiat kartuski",2017,4249
"4799",2206000,"Powiat kościerski",2017,4167
"4800",2207000,"Powiat kwidzyński",2017,2851
"4801",2208000,"Powiat lęborski",2017,2678
"4802",2209000,"Powiat malborski",2017,3087
"4803",2210000,"Powiat nowodworski",2017,3913
"4804",2211000,"Powiat pucki",2017,4722
"4805",2212000,"Powiat słupski",2017,3476
"4806",2213000,"Powiat starogardzki",2017,3304
"4807",2214000,"Powiat tczewski",2017,3638
"4808",2215000,"Powiat wejherowski",2017,4318
"4809",2216000,"Powiat sztumski",2017,1828
"4810",2261000,"Powiat m.Gdańsk",2017,5960
"4811",2262000,"Powiat m.Gdynia",2017,5855
"4812",2263000,"Powiat m.Słupsk",2017,3326
"4813",2264000,"Powiat m.Sopot",2017,10042
"4814",2401000,"Powiat będziński",2017,2576
"4815",2402000,"Powiat bielski",2017,2898
"4816",2403000,"Powiat cieszyński",2017,3725
"4817",2404000,"Powiat częstochowski",2017,1619
"4818",2405000,"Powiat gliwicki",2017,2527
"4819",2406000,"Powiat kłobucki",2017,3305
"4820",2407000,"Powiat lubliniecki",2017,2746
"4821",2408000,"Powiat mikołowski",2017,2900
"4822",2409000,"Powiat myszkowski",2017,2027
"4823",2410000,"Powiat pszczyński",2017,2505
"4824",2411000,"Powiat raciborski",2017,1826
"4825",2412000,"Powiat rybnicki",2017,2203
"4826",2413000,"Powiat tarnogórski",2017,2401
"4827",2414000,"Powiat bieruńsko-lędziński",2017,2709
"4828",2415000,"Powiat wodzisławski",2017,1957
"4829",2416000,"Powiat zawierciański",2017,1828
"4830",2417000,"Powiat żywiecki",2017,3451
"4831",2461000,"Powiat m.Bielsko-Biała",2017,3917
"4832",2462000,"Powiat m.Bytom",2017,1931
"4833",2463000,"Powiat m.Chorzów",2017,3241
"4834",2464000,"Powiat m.Częstochowa",2017,2968
"4835",2465000,"Powiat m.Dąbrowa Górnicza",2017,2540
"4836",2466000,"Powiat m.Gliwice",2017,3200
"4837",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1975
"4838",2468000,"Powiat m.Jaworzno",2017,2994
"4839",2469000,"Powiat m.Katowice",2017,3455
"4840",2470000,"Powiat m.Mysłowice",2017,2592
"4841",2471000,"Powiat m.Piekary Śląskie",2017,2167
"4842",2472000,"Powiat m.Ruda Śląska",2017,2330
"4843",2473000,"Powiat m.Rybnik",2017,2735
"4844",2474000,"Powiat m.Siemianowice Śląskie",2017,2642
"4845",2475000,"Powiat m.Sosnowiec",2017,2600
"4846",2476000,"Powiat m.Świętochłowice",2017,2229
"4847",2477000,"Powiat m.Tychy",2017,3658
"4848",2478000,"Powiat m.Zabrze",2017,2399
"4849",2479000,"Powiat m.Żory",2017,2506
"4850",2601000,"Powiat buski",2017,3074
"4851",2602000,"Powiat jędrzejowski",2017,2600
"4852",2603000,"Powiat kazimierski",2017,2268
"4853",2604000,"Powiat kielecki",2017,0
"4854",2605000,"Powiat konecki",2017,2487
"4855",2606000,"Powiat opatowski",2017,2537
"4856",2607000,"Powiat ostrowiecki",2017,2113
"4857",2608000,"Powiat pińczowski",2017,2123
"4858",2609000,"Powiat sandomierski",2017,2839
"4859",2610000,"Powiat skarżyski",2017,2035
"4860",2611000,"Powiat starachowicki",2017,2556
"4861",2612000,"Powiat staszowski",2017,2407
"4862",2613000,"Powiat włoszczowski",2017,2631
"4863",2661000,"Powiat m.Kielce",2017,4169
"4864",2801000,"Powiat bartoszycki",2017,2102
"4865",2802000,"Powiat braniewski",2017,2807
"4866",2803000,"Powiat działdowski",2017,2660
"4867",2804000,"Powiat elbląski",2017,1928
"4868",2805000,"Powiat ełcki",2017,2898
"4869",2806000,"Powiat giżycki",2017,3506
"4870",2807000,"Powiat iławski",2017,3282
"4871",2808000,"Powiat kętrzyński",2017,1864
"4872",2809000,"Powiat lidzbarski",2017,2413
"4873",2810000,"Powiat mrągowski",2017,2932
"4874",2811000,"Powiat nidzicki",2017,2535
"4875",2812000,"Powiat nowomiejski",2017,2831
"4876",2813000,"Powiat olecki",2017,2936
"4877",2814000,"Powiat olsztyński",2017,3894
"4878",2815000,"Powiat ostródzki",2017,2909
"4879",2816000,"Powiat piski",2017,2594
"4880",2817000,"Powiat szczycieński",2017,2902
"4881",2818000,"Powiat gołdapski",2017,2408
"4882",2819000,"Powiat węgorzewski",2017,3028
"4883",2861000,"Powiat m.Elbląg",2017,3396
"4884",2862000,"Powiat m.Olsztyn",2017,4500
"4885",3001000,"Powiat chodzieski",2017,3200
"4886",3002000,"Powiat czarnkowsko-trzcianecki",2017,2192
"4887",3003000,"Powiat gnieźnieński",2017,3788
"4888",3004000,"Powiat gostyński",2017,3511
"4889",3005000,"Powiat grodziski",2017,3097
"4890",3006000,"Powiat jarociński",2017,2944
"4891",3007000,"Powiat kaliski",2017,1623
"4892",3008000,"Powiat kępiński",2017,3668
"4893",3009000,"Powiat kolski",2017,2372
"4894",3010000,"Powiat koniński",2017,2534
"4895",3011000,"Powiat kościański",2017,3191
"4896",3012000,"Powiat krotoszyński",2017,3409
"4897",3013000,"Powiat leszczyński",2017,3395
"4898",3014000,"Powiat międzychodzki",2017,2246
"4899",3015000,"Powiat nowotomyski",2017,2903
"4900",3016000,"Powiat obornicki",2017,3320
"4901",3017000,"Powiat ostrowski",2017,2841
"4902",3018000,"Powiat ostrzeszowski",2017,3585
