"","Kod","Nazwa","rok","Dochody_powiatu_na_1_mieszkanca_ogolem_zl"
"1168",2410000,"Powiat pszczyński",2005,480
"1169",2411000,"Powiat raciborski",2005,657
"1170",2412000,"Powiat rybnicki",2005,327
"1171",2413000,"Powiat tarnogórski",2005,660
"1172",2414000,"Powiat bieruńsko-lędziński",2005,360
"1173",2415000,"Powiat wodzisławski",2005,521
"1174",2416000,"Powiat zawierciański",2005,526
"1175",2417000,"Powiat żywiecki",2005,494
"1176",2601000,"Powiat buski",2005,763
"1177",2602000,"Powiat jędrzejowski",2005,562
"1178",2603000,"Powiat kazimierski",2005,629
"1179",2604000,"Powiat kielecki",2005,386
"1180",2605000,"Powiat konecki",2005,544
"1181",2606000,"Powiat opatowski",2005,728
"1182",2607000,"Powiat ostrowiecki",2005,606
"1183",2608000,"Powiat pińczowski",2005,627
"1184",2609000,"Powiat sandomierski",2005,571
"1185",2610000,"Powiat skarżyski",2005,668
"1186",2611000,"Powiat starachowicki",2005,607
"1187",2612000,"Powiat staszowski",2005,534
"1188",2613000,"Powiat włoszczowski",2005,498
"1189",2801000,"Powiat bartoszycki",2005,593
"1190",2802000,"Powiat braniewski",2005,651
"1191",2803000,"Powiat działdowski",2005,497
"1192",2804000,"Powiat elbląski",2005,582
"1193",2805000,"Powiat ełcki",2005,785
"1194",2806000,"Powiat giżycki",2005,662
"1195",2807000,"Powiat iławski",2005,624
"1196",2808000,"Powiat kętrzyński",2005,718
"1197",2809000,"Powiat lidzbarski",2005,770
"1198",2810000,"Powiat mrągowski",2005,691
"1199",2811000,"Powiat nidzicki",2005,725
"1200",2812000,"Powiat nowomiejski",2005,482
"1201",2813000,"Powiat olecki",2005,887
"1202",2814000,"Powiat olsztyński",2005,644
"1203",2815000,"Powiat ostródzki",2005,635
"1204",2816000,"Powiat piski",2005,565
"1205",2817000,"Powiat szczycieński",2005,716
"1206",2818000,"Powiat gołdapski",2005,589
"1207",2819000,"Powiat węgorzewski",2005,933
"1208",3001000,"Powiat chodzieski",2005,668
"1209",3002000,"Powiat czarnkowsko-trzcianecki",2005,764
"1210",3003000,"Powiat gnieźnieński",2005,625
"1211",3004000,"Powiat gostyński",2005,611
"1212",3005000,"Powiat grodziski",2005,444
"1213",3006000,"Powiat jarociński",2005,531
"1214",3007000,"Powiat kaliski",2005,298
"1215",3008000,"Powiat kępiński",2005,543
"1216",3009000,"Powiat kolski",2005,542
"1217",3010000,"Powiat koniński",2005,332
"1218",3011000,"Powiat kościański",2005,467
"1219",3012000,"Powiat krotoszyński",2005,606
"1220",3013000,"Powiat leszczyński",2005,367
"1221",3014000,"Powiat międzychodzki",2005,767
"1222",3015000,"Powiat nowotomyski",2005,481
"1223",3016000,"Powiat obornicki",2005,525
"1224",3017000,"Powiat ostrowski",2005,542
"1225",3018000,"Powiat ostrzeszowski",2005,686
"1226",3019000,"Powiat pilski",2005,679
"1227",3020000,"Powiat pleszewski",2005,750
"1228",3021000,"Powiat poznański",2005,383
"1229",3022000,"Powiat rawicki",2005,564
"1230",3023000,"Powiat słupecki",2005,659
"1231",3024000,"Powiat szamotulski",2005,561
"1232",3025000,"Powiat średzki",2005,561
"1233",3026000,"Powiat śremski",2005,623
"1234",3027000,"Powiat turecki",2005,573
"1235",3028000,"Powiat wągrowiecki",2005,643
"1236",3029000,"Powiat wolsztyński",2005,626
"1237",3030000,"Powiat wrzesiński",2005,536
"1238",3031000,"Powiat złotowski",2005,536
"1239",3201000,"Powiat białogardzki",2005,717
"1240",3202000,"Powiat choszczeński",2005,610
"1241",3203000,"Powiat drawski",2005,637
"1242",3204000,"Powiat goleniowski",2005,633
"1243",3205000,"Powiat gryficki",2005,722
"1244",3206000,"Powiat gryfiński",2005,641
"1245",3207000,"Powiat kamieński",2005,636
"1246",3208000,"Powiat kołobrzeski",2005,653
"1247",3209000,"Powiat koszaliński",2005,797
"1248",3210000,"Powiat myśliborski",2005,666
"1249",3211000,"Powiat policki",2005,595
"1250",3212000,"Powiat pyrzycki",2005,599
"1251",3213000,"Powiat sławieński",2005,542
"1252",3214000,"Powiat stargardzki",2005,597
"1253",3215000,"Powiat szczecinecki",2005,699
"1254",3216000,"Powiat świdwiński",2005,668
"1255",3217000,"Powiat wałecki",2005,479
"1256",3218000,"Powiat łobeski",2005,628
"1257",201000,"Powiat bolesławiecki",2006,541
"1258",202000,"Powiat dzierżoniowski",2006,543.7
"1259",203000,"Powiat głogowski",2006,750.29
"1260",204000,"Powiat górowski",2006,715.64
"1261",205000,"Powiat jaworski",2006,665.79
"1262",206000,"Powiat jeleniogórski",2006,666.23
"1263",207000,"Powiat kamiennogórski",2006,573.55
"1264",208000,"Powiat kłodzki",2006,649.5
"1265",209000,"Powiat legnicki",2006,673.32
"1266",210000,"Powiat lubański",2006,602.77
"1267",211000,"Powiat lubiński",2006,599.48
"1268",212000,"Powiat lwówecki",2006,749.43
"1269",213000,"Powiat milicki",2006,932.59
"1270",214000,"Powiat oleśnicki",2006,654.42
"1271",215000,"Powiat oławski",2006,523.37
"1272",216000,"Powiat polkowicki",2006,607.28
"1273",217000,"Powiat strzeliński",2006,665.19
"1274",218000,"Powiat średzki",2006,559.69
"1275",219000,"Powiat świdnicki",2006,638.45
"1276",220000,"Powiat trzebnicki",2006,518.11
"1277",221000,"Powiat wałbrzyski",2006,547.42
"1278",222000,"Powiat wołowski",2006,757.59
"1279",223000,"Powiat wrocławski",2006,546.54
"1280",224000,"Powiat ząbkowicki",2006,777.35
"1281",225000,"Powiat zgorzelecki",2006,624.55
"1282",226000,"Powiat złotoryjski",2006,603.22
"1283",401000,"Powiat aleksandrowski",2006,531.24
"1284",402000,"Powiat brodnicki",2006,514.11
"1285",403000,"Powiat bydgoski",2006,416.72
"1286",404000,"Powiat chełmiński",2006,664.92
"1287",405000,"Powiat golubsko-dobrzyński",2006,538.97
"1288",406000,"Powiat grudziądzki",2006,369.59
"1289",407000,"Powiat inowrocławski",2006,584.72
"1290",408000,"Powiat lipnowski",2006,484.84
"1291",409000,"Powiat mogileński",2006,695.64
"1292",410000,"Powiat nakielski",2006,546.09
"1293",411000,"Powiat radziejowski",2006,689.65
"1294",412000,"Powiat rypiński",2006,556.86
"1295",413000,"Powiat sępoleński",2006,738.79
"1296",414000,"Powiat świecki",2006,528.24
"1297",415000,"Powiat toruński",2006,597.05
"1298",416000,"Powiat tucholski",2006,818.78
"1299",417000,"Powiat wąbrzeski",2006,845.53
"1300",418000,"Powiat włocławski",2006,467.46
"1301",419000,"Powiat żniński",2006,597.19
"1302",601000,"Powiat bialski",2006,480.2
"1303",602000,"Powiat biłgorajski",2006,649.99
"1304",603000,"Powiat chełmski",2006,449.42
"1305",604000,"Powiat hrubieszowski",2006,508.47
"1306",605000,"Powiat janowski",2006,569.83
"1307",606000,"Powiat krasnostawski",2006,883.97
"1308",607000,"Powiat kraśnicki",2006,568.93
"1309",608000,"Powiat lubartowski",2006,485.79
"1310",609000,"Powiat lubelski",2006,437.58
"1311",610000,"Powiat łęczyński",2006,661.34
"1312",611000,"Powiat łukowski",2006,658.13
"1313",612000,"Powiat opolski",2006,508.35
"1314",613000,"Powiat parczewski",2006,592.17
"1315",614000,"Powiat puławski",2006,567.7
"1316",615000,"Powiat radzyński",2006,476.57
"1317",616000,"Powiat rycki",2006,715.12
"1318",617000,"Powiat świdnicki",2006,594.27
"1319",618000,"Powiat tomaszowski",2006,635.4
"1320",619000,"Powiat włodawski",2006,858.16
"1321",620000,"Powiat zamojski",2006,309.33
"1322",801000,"Powiat gorzowski",2006,496.45
"1323",802000,"Powiat krośnieński",2006,668.05
"1324",803000,"Powiat międzyrzecki",2006,835.73
"1325",804000,"Powiat nowosolski",2006,638.76
"1326",805000,"Powiat słubicki",2006,657.98
"1327",806000,"Powiat strzelecko-drezdenecki",2006,605.75
"1328",807000,"Powiat sulęciński",2006,719.41
"1329",808000,"Powiat świebodziński",2006,824.82
"1330",809000,"Powiat zielonogórski",2006,548.05
"1331",810000,"Powiat żagański",2006,526.11
"1332",811000,"Powiat żarski",2006,674.13
"1333",812000,"Powiat wschowski",2006,668.4
"1334",1001000,"Powiat bełchatowski",2006,590.34
"1335",1002000,"Powiat kutnowski",2006,693.21
"1336",1003000,"Powiat łaski",2006,566.74
"1337",1004000,"Powiat łęczycki",2006,601.82
"1338",1005000,"Powiat łowicki",2006,560.2
"1339",1006000,"Powiat łódzki wschodni",2006,442.71
"1340",1007000,"Powiat opoczyński",2006,451.01
"1341",1008000,"Powiat pabianicki",2006,476.3
"1342",1009000,"Powiat pajęczański",2006,446.06
"1343",1010000,"Powiat piotrkowski",2006,386.25
"1344",1011000,"Powiat poddębicki",2006,620.84
"1345",1012000,"Powiat radomszczański",2006,691.99
"1346",1013000,"Powiat rawski",2006,765.77
"1347",1014000,"Powiat sieradzki",2006,667.35
"1348",1015000,"Powiat skierniewicki",2006,331.86
"1349",1016000,"Powiat tomaszowski",2006,555.56
"1350",1017000,"Powiat wieluński",2006,561.27
"1351",1018000,"Powiat wieruszowski",2006,613.18
"1352",1019000,"Powiat zduńskowolski",2006,600.22
"1353",1020000,"Powiat zgierski",2006,486.54
"1354",1021000,"Powiat brzeziński",2006,681.14
"1355",1201000,"Powiat bocheński",2006,529.88
"1356",1202000,"Powiat brzeski",2006,495.58
"1357",1203000,"Powiat chrzanowski",2006,491.48
"1358",1204000,"Powiat dąbrowski",2006,470.48
"1359",1205000,"Powiat gorlicki",2006,687.94
"1360",1206000,"Powiat krakowski",2006,411.02
"1361",1207000,"Powiat limanowski",2006,596.11
"1362",1208000,"Powiat miechowski",2006,753.98
"1363",1209000,"Powiat myślenicki",2006,515.29
"1364",1210000,"Powiat nowosądecki",2006,415.17
"1365",1211000,"Powiat nowotarski",2006,474.48
"1366",1212000,"Powiat olkuski",2006,538.36
"1367",1213000,"Powiat oświęcimski",2006,689.31
"1368",1214000,"Powiat proszowicki",2006,579
"1369",1215000,"Powiat suski",2006,584.6
"1370",1216000,"Powiat tarnowski",2006,404.31
"1371",1217000,"Powiat tatrzański",2006,643.1
"1372",1218000,"Powiat wadowicki",2006,540.89
"1373",1219000,"Powiat wielicki",2006,338.37
"1374",1401000,"Powiat białobrzeski",2006,556.3
"1375",1402000,"Powiat ciechanowski",2006,614.45
"1376",1403000,"Powiat garwoliński",2006,653.79
"1377",1404000,"Powiat gostyniński",2006,685.86
"1378",1405000,"Powiat grodziski",2006,851.69
"1379",1406000,"Powiat grójecki",2006,605.47
"1380",1407000,"Powiat kozienicki",2006,568.2
"1381",1408000,"Powiat legionowski",2006,526.35
"1382",1409000,"Powiat lipski",2006,700.35
"1383",1410000,"Powiat łosicki",2006,773.81
"1384",1411000,"Powiat makowski",2006,714.77
"1385",1412000,"Powiat miński",2006,569.77
"1386",1413000,"Powiat mławski",2006,554.59
"1387",1414000,"Powiat nowodworski",2006,502.35
"1388",1415000,"Powiat ostrołęcki",2006,466.28
"1389",1416000,"Powiat ostrowski",2006,541.88
"1390",1417000,"Powiat otwocki",2006,573.3
"1391",1418000,"Powiat piaseczyński",2006,825.66
"1392",1419000,"Powiat płocki",2006,552
"1393",1420000,"Powiat płoński",2006,671.5
"1394",1421000,"Powiat pruszkowski",2006,568.77
"1395",1422000,"Powiat przasnyski",2006,974.4
"1396",1423000,"Powiat przysuski",2006,776.26
"1397",1424000,"Powiat pułtuski",2006,959.66
"1398",1425000,"Powiat radomski",2006,469.25
"1399",1426000,"Powiat siedlecki",2006,266.71
"1400",1427000,"Powiat sierpecki",2006,628.18
"1401",1428000,"Powiat sochaczewski",2006,683.81
"1402",1429000,"Powiat sokołowski",2006,611.63
"1403",1430000,"Powiat szydłowiecki",2006,483.51
"1404",1432000,"Powiat warszawski zachodni",2006,706.46
"1405",1433000,"Powiat węgrowski",2006,560.37
"1406",1434000,"Powiat wołomiński",2006,380.53
"1407",1435000,"Powiat wyszkowski",2006,659.56
"1408",1436000,"Powiat zwoleński",2006,496.63
"1409",1437000,"Powiat żuromiński",2006,625.37
"1410",1438000,"Powiat żyrardowski",2006,512.05
"1411",1601000,"Powiat brzeski",2006,626.47
"1412",1602000,"Powiat głubczycki",2006,799.86
"1413",1603000,"Powiat kędzierzyńsko-kozielski",2006,539.3
"1414",1604000,"Powiat kluczborski",2006,611.18
"1415",1605000,"Powiat krapkowicki",2006,395.44
"1416",1606000,"Powiat namysłowski",2006,643.71
"1417",1607000,"Powiat nyski",2006,588.58
"1418",1608000,"Powiat oleski",2006,542.73
"1419",1609000,"Powiat opolski",2006,337.18
"1420",1610000,"Powiat prudnicki",2006,578.29
"1421",1611000,"Powiat strzelecki",2006,569.54
"1422",1801000,"Powiat bieszczadzki",2006,1046.47
"1423",1802000,"Powiat brzozowski",2006,524.05
"1424",1803000,"Powiat dębicki",2006,545.91
"1425",1804000,"Powiat jarosławski",2006,707.15
"1426",1805000,"Powiat jasielski",2006,596.02
"1427",1806000,"Powiat kolbuszowski",2006,410.37
"1428",1807000,"Powiat krośnieński",2006,392.95
"1429",1808000,"Powiat leżajski",2006,709.06
"1430",1809000,"Powiat lubaczowski",2006,833.99
"1431",1810000,"Powiat łańcucki",2006,493.2
"1432",1811000,"Powiat mielecki",2006,638.63
"1433",1812000,"Powiat niżański",2006,458.6
"1434",1813000,"Powiat przemyski",2006,348.49
"1435",1814000,"Powiat przeworski",2006,403.8
"1436",1815000,"Powiat ropczycko-sędziszowski",2006,608.41
"1437",1816000,"Powiat rzeszowski",2006,404.63
"1438",1817000,"Powiat sanocki",2006,686.48
"1439",1818000,"Powiat stalowowolski",2006,591.51
"1440",1819000,"Powiat strzyżowski",2006,574.91
"1441",1820000,"Powiat tarnobrzeski",2006,467.55
"1442",1821000,"Powiat leski",2006,975.54
"1443",2001000,"Powiat augustowski",2006,652.43
"1444",2002000,"Powiat białostocki",2006,488.91
"1445",2003000,"Powiat bielski",2006,641.79
"1446",2004000,"Powiat grajewski",2006,538.77
"1447",2005000,"Powiat hajnowski",2006,634.51
"1448",2006000,"Powiat kolneński",2006,415.33
"1449",2007000,"Powiat łomżyński",2006,365.95
"1450",2008000,"Powiat moniecki",2006,470.7
"1451",2009000,"Powiat sejneński",2006,749.04
"1452",2010000,"Powiat siemiatycki",2006,620.46
"1453",2011000,"Powiat sokólski",2006,663.57
"1454",2012000,"Powiat suwalski",2006,483.81
"1455",2013000,"Powiat wysokomazowiecki",2006,650.63
"1456",2014000,"Powiat zambrowski",2006,621.23
"1457",2201000,"Powiat bytowski",2006,700.51
"1458",2202000,"Powiat chojnicki",2006,630.94
"1459",2203000,"Powiat człuchowski",2006,964.79
"1460",2204000,"Powiat gdański",2006,366.18
"1461",2205000,"Powiat kartuski",2006,514.98
"1462",2206000,"Powiat kościerski",2006,686.6
"1463",2207000,"Powiat kwidzyński",2006,711.15
"1464",2208000,"Powiat lęborski",2006,707.53
"1465",2209000,"Powiat malborski",2006,752.87
"1466",2210000,"Powiat nowodworski",2006,756.8
"1467",2211000,"Powiat pucki",2006,550.95
"1468",2212000,"Powiat słupski",2006,587.27
"1469",2213000,"Powiat starogardzki",2006,576.57
"1470",2214000,"Powiat tczewski",2006,714.91
"1471",2215000,"Powiat wejherowski",2006,490.44
"1472",2216000,"Powiat sztumski",2006,709.69
"1473",2401000,"Powiat będziński",2006,513.7
"1474",2402000,"Powiat bielski",2006,380.59
"1475",2403000,"Powiat cieszyński",2006,614.53
"1476",2404000,"Powiat częstochowski",2006,406.18
"1477",2405000,"Powiat gliwicki",2006,367.04
"1478",2406000,"Powiat kłobucki",2006,468.03
"1479",2407000,"Powiat lubliniecki",2006,780.38
"1480",2408000,"Powiat mikołowski",2006,586.3
"1481",2409000,"Powiat myszkowski",2006,535.84
"1482",2410000,"Powiat pszczyński",2006,544.7
"1483",2411000,"Powiat raciborski",2006,658.8
"1484",2412000,"Powiat rybnicki",2006,376.07
"1485",2413000,"Powiat tarnogórski",2006,738.26
"1486",2414000,"Powiat bieruńsko-lędziński",2006,407.91
"1487",2415000,"Powiat wodzisławski",2006,566.68
"1488",2416000,"Powiat zawierciański",2006,580.11
"1489",2417000,"Powiat żywiecki",2006,542.87
"1490",2601000,"Powiat buski",2006,767.5
"1491",2602000,"Powiat jędrzejowski",2006,598.67
"1492",2603000,"Powiat kazimierski",2006,815.76
"1493",2604000,"Powiat kielecki",2006,426.68
"1494",2605000,"Powiat konecki",2006,559.4
"1495",2606000,"Powiat opatowski",2006,785.21
"1496",2607000,"Powiat ostrowiecki",2006,624.03
"1497",2608000,"Powiat pińczowski",2006,636.71
"1498",2609000,"Powiat sandomierski",2006,633.34
"1499",2610000,"Powiat skarżyski",2006,689.92
"1500",2611000,"Powiat starachowicki",2006,626.93
"1501",2612000,"Powiat staszowski",2006,687.44
"1502",2613000,"Powiat włoszczowski",2006,571.95
"1503",2801000,"Powiat bartoszycki",2006,692.07
"1504",2802000,"Powiat braniewski",2006,699.79
"1505",2803000,"Powiat działdowski",2006,525.91
"1506",2804000,"Powiat elbląski",2006,672.78
"1507",2805000,"Powiat ełcki",2006,794.46
"1508",2806000,"Powiat giżycki",2006,748.32
"1509",2807000,"Powiat iławski",2006,617.84
"1510",2808000,"Powiat kętrzyński",2006,779.87
"1511",2809000,"Powiat lidzbarski",2006,830.78
"1512",2810000,"Powiat mrągowski",2006,693.32
"1513",2811000,"Powiat nidzicki",2006,738.82
"1514",2812000,"Powiat nowomiejski",2006,540.16
"1515",2813000,"Powiat olecki",2006,1016.82
"1516",2814000,"Powiat olsztyński",2006,612.13
"1517",2815000,"Powiat ostródzki",2006,713.82
"1518",2816000,"Powiat piski",2006,651.24
"1519",2817000,"Powiat szczycieński",2006,756.12
"1520",2818000,"Powiat gołdapski",2006,644.26
"1521",2819000,"Powiat węgorzewski",2006,1094.81
"1522",3001000,"Powiat chodzieski",2006,678.28
"1523",3002000,"Powiat czarnkowsko-trzcianecki",2006,775.74
"1524",3003000,"Powiat gnieźnieński",2006,646.53
"1525",3004000,"Powiat gostyński",2006,653.81
"1526",3005000,"Powiat grodziski",2006,458.99
"1527",3006000,"Powiat jarociński",2006,660.72
"1528",3007000,"Powiat kaliski",2006,305.71
"1529",3008000,"Powiat kępiński",2006,539.47
"1530",3009000,"Powiat kolski",2006,566.18
"1531",3010000,"Powiat koniński",2006,352.61
"1532",3011000,"Powiat kościański",2006,515.83
"1533",3012000,"Powiat krotoszyński",2006,633.19
"1534",3013000,"Powiat leszczyński",2006,588.05
"1535",3014000,"Powiat międzychodzki",2006,786.63
"1536",3015000,"Powiat nowotomyski",2006,512.41
"1537",3016000,"Powiat obornicki",2006,507.98
"1538",3017000,"Powiat ostrowski",2006,572.2
"1539",3018000,"Powiat ostrzeszowski",2006,701.08
"1540",3019000,"Powiat pilski",2006,673.58
"1541",3020000,"Powiat pleszewski",2006,751.45
"1542",3021000,"Powiat poznański",2006,496.21
"1543",3022000,"Powiat rawicki",2006,561.09
"1544",3023000,"Powiat słupecki",2006,676.04
"1545",3024000,"Powiat szamotulski",2006,614.48
"1546",3025000,"Powiat średzki",2006,587.57
"1547",3026000,"Powiat śremski",2006,646.47
"1548",3027000,"Powiat turecki",2006,612.38
"1549",3028000,"Powiat wągrowiecki",2006,674.87
"1550",3029000,"Powiat wolsztyński",2006,670.76
"1551",3030000,"Powiat wrzesiński",2006,578.44
"1552",3031000,"Powiat złotowski",2006,573.22
"1553",3201000,"Powiat białogardzki",2006,769.23
"1554",3202000,"Powiat choszczeński",2006,623.1
"1555",3203000,"Powiat drawski",2006,672.85
"1556",3204000,"Powiat goleniowski",2006,659.91
"1557",3205000,"Powiat gryficki",2006,778.43
"1558",3206000,"Powiat gryfiński",2006,626.27
"1559",3207000,"Powiat kamieński",2006,822.23
"1560",3208000,"Powiat kołobrzeski",2006,746
"1561",3209000,"Powiat koszaliński",2006,771.11
"1562",3210000,"Powiat myśliborski",2006,645.67
"1563",3211000,"Powiat policki",2006,685.54
"1564",3212000,"Powiat pyrzycki",2006,604.6
"1565",3213000,"Powiat sławieński",2006,579.11
"1566",3214000,"Powiat stargardzki",2006,545.1
"1567",3215000,"Powiat szczecinecki",2006,749.81
"1568",3216000,"Powiat świdwiński",2006,710.88
"1569",3217000,"Powiat wałecki",2006,501.5
"1570",3218000,"Powiat łobeski",2006,695.62
"1571",201000,"Powiat bolesławiecki",2007,550.31
"1572",202000,"Powiat dzierżoniowski",2007,629.25
"1573",203000,"Powiat głogowski",2007,810.01
"1574",204000,"Powiat górowski",2007,738.94
"1575",205000,"Powiat jaworski",2007,736.82
"1576",206000,"Powiat jeleniogórski",2007,780.68
"1577",207000,"Powiat kamiennogórski",2007,595.01
"1578",208000,"Powiat kłodzki",2007,714.15
"1579",209000,"Powiat legnicki",2007,781.75
"1580",210000,"Powiat lubański",2007,673.18
"1581",211000,"Powiat lubiński",2007,719.07
"1582",212000,"Powiat lwówecki",2007,855.98
"1583",213000,"Powiat milicki",2007,1074.02
"1584",214000,"Powiat oleśnicki",2007,731.47
"1585",215000,"Powiat oławski",2007,547.48
"1586",216000,"Powiat polkowicki",2007,649.22
"1587",217000,"Powiat strzeliński",2007,802.65
"1588",218000,"Powiat średzki",2007,552.64
"1589",219000,"Powiat świdnicki",2007,704.92
"1590",220000,"Powiat trzebnicki",2007,573.84
"1591",221000,"Powiat wałbrzyski",2007,609.77
"1592",222000,"Powiat wołowski",2007,676.59
"1593",223000,"Powiat wrocławski",2007,504
"1594",224000,"Powiat ząbkowicki",2007,813.45
"1595",225000,"Powiat zgorzelecki",2007,642.95
"1596",226000,"Powiat złotoryjski",2007,934.39
"1597",401000,"Powiat aleksandrowski",2007,604.41
"1598",402000,"Powiat brodnicki",2007,629.55
"1599",403000,"Powiat bydgoski",2007,400.75
"1600",404000,"Powiat chełmiński",2007,750.34
"1601",405000,"Powiat golubsko-dobrzyński",2007,589.77
"1602",406000,"Powiat grudziądzki",2007,357.03
"1603",407000,"Powiat inowrocławski",2007,631.01
"1604",408000,"Powiat lipnowski",2007,504.64
"1605",409000,"Powiat mogileński",2007,753.78
"1606",410000,"Powiat nakielski",2007,620.32
"1607",411000,"Powiat radziejowski",2007,687.9
"1608",412000,"Powiat rypiński",2007,644.45
"1609",413000,"Powiat sępoleński",2007,767.32
"1610",414000,"Powiat świecki",2007,569.91
"1611",415000,"Powiat toruński",2007,562.59
"1612",416000,"Powiat tucholski",2007,898.39
"1613",417000,"Powiat wąbrzeski",2007,641.33
"1614",418000,"Powiat włocławski",2007,524.12
"1615",419000,"Powiat żniński",2007,653.33
"1616",601000,"Powiat bialski",2007,583.68
"1617",602000,"Powiat biłgorajski",2007,653.97
"1618",603000,"Powiat chełmski",2007,490.97
"1619",604000,"Powiat hrubieszowski",2007,542.3
"1620",605000,"Powiat janowski",2007,619.88
"1621",606000,"Powiat krasnostawski",2007,804.78
"1622",607000,"Powiat kraśnicki",2007,587.78
"1623",608000,"Powiat lubartowski",2007,537.58
"1624",609000,"Powiat lubelski",2007,650.85
"1625",610000,"Powiat łęczyński",2007,654.27
"1626",611000,"Powiat łukowski",2007,690.11
"1627",612000,"Powiat opolski",2007,539.64
"1628",613000,"Powiat parczewski",2007,648.99
"1629",614000,"Powiat puławski",2007,656.26
"1630",615000,"Powiat radzyński",2007,544.32
"1631",616000,"Powiat rycki",2007,689.3
"1632",617000,"Powiat świdnicki",2007,620.26
"1633",618000,"Powiat tomaszowski",2007,644.12
"1634",619000,"Powiat włodawski",2007,795.79
"1635",620000,"Powiat zamojski",2007,345.47
"1636",801000,"Powiat gorzowski",2007,507
"1637",802000,"Powiat krośnieński",2007,743.5
"1638",803000,"Powiat międzyrzecki",2007,708.34
"1639",804000,"Powiat nowosolski",2007,664.44
"1640",805000,"Powiat słubicki",2007,597.62
"1641",806000,"Powiat strzelecko-drezdenecki",2007,629.37
"1642",807000,"Powiat sulęciński",2007,724.69
"1643",808000,"Powiat świebodziński",2007,826.59
"1644",809000,"Powiat zielonogórski",2007,541.25
"1645",810000,"Powiat żagański",2007,561.44
"1646",811000,"Powiat żarski",2007,684.85
"1647",812000,"Powiat wschowski",2007,706.17
"1648",1001000,"Powiat bełchatowski",2007,625.11
"1649",1002000,"Powiat kutnowski",2007,831.15
"1650",1003000,"Powiat łaski",2007,642.06
"1651",1004000,"Powiat łęczycki",2007,683.98
"1652",1005000,"Powiat łowicki",2007,579.85
"1653",1006000,"Powiat łódzki wschodni",2007,483.66
"1654",1007000,"Powiat opoczyński",2007,577.47
"1655",1008000,"Powiat pabianicki",2007,561.96
"1656",1009000,"Powiat pajęczański",2007,478.27
"1657",1010000,"Powiat piotrkowski",2007,435.18
"1658",1011000,"Powiat poddębicki",2007,691.66
"1659",1012000,"Powiat radomszczański",2007,696.53
"1660",1013000,"Powiat rawski",2007,791.37
"1661",1014000,"Powiat sieradzki",2007,679.7
"1662",1015000,"Powiat skierniewicki",2007,322.46
"1663",1016000,"Powiat tomaszowski",2007,624.32
"1664",1017000,"Powiat wieluński",2007,670.04
"1665",1018000,"Powiat wieruszowski",2007,664.84
"1666",1019000,"Powiat zduńskowolski",2007,719.72
"1667",1020000,"Powiat zgierski",2007,516.16
"1668",1021000,"Powiat brzeziński",2007,613.99
"1669",1201000,"Powiat bocheński",2007,563.64
"1670",1202000,"Powiat brzeski",2007,591.08
"1671",1203000,"Powiat chrzanowski",2007,506.68
"1672",1204000,"Powiat dąbrowski",2007,475.78
"1673",1205000,"Powiat gorlicki",2007,697.92
"1674",1206000,"Powiat krakowski",2007,470.12
"1675",1207000,"Powiat limanowski",2007,681.16
"1676",1208000,"Powiat miechowski",2007,877.82
"1677",1209000,"Powiat myślenicki",2007,567.78
"1678",1210000,"Powiat nowosądecki",2007,498.36
"1679",1211000,"Powiat nowotarski",2007,543.69
"1680",1212000,"Powiat olkuski",2007,588.03
"1681",1213000,"Powiat oświęcimski",2007,751.2
"1682",1214000,"Powiat proszowicki",2007,566.73
"1683",1215000,"Powiat suski",2007,624.45
"1684",1216000,"Powiat tarnowski",2007,456.15
"1685",1217000,"Powiat tatrzański",2007,707.31
"1686",1218000,"Powiat wadowicki",2007,575.27
"1687",1219000,"Powiat wielicki",2007,390.92
"1688",1401000,"Powiat białobrzeski",2007,562.64
"1689",1402000,"Powiat ciechanowski",2007,684.69
"1690",1403000,"Powiat garwoliński",2007,727.67
"1691",1404000,"Powiat gostyniński",2007,774.22
"1692",1405000,"Powiat grodziski",2007,824.75
"1693",1406000,"Powiat grójecki",2007,689.85
"1694",1407000,"Powiat kozienicki",2007,610.16
"1695",1408000,"Powiat legionowski",2007,591.71
"1696",1409000,"Powiat lipski",2007,848.67
"1697",1410000,"Powiat łosicki",2007,690.69
"1698",1411000,"Powiat makowski",2007,741.47
"1699",1412000,"Powiat miński",2007,628.59
"1700",1413000,"Powiat mławski",2007,602.98
"1701",1414000,"Powiat nowodworski",2007,508.25
"1702",1415000,"Powiat ostrołęcki",2007,532.49
"1703",1416000,"Powiat ostrowski",2007,608.69
"1704",1417000,"Powiat otwocki",2007,616.93
"1705",1418000,"Powiat piaseczyński",2007,996.27
"1706",1419000,"Powiat płocki",2007,610.92
"1707",1420000,"Powiat płoński",2007,682.99
"1708",1421000,"Powiat pruszkowski",2007,666.09
"1709",1422000,"Powiat przasnyski",2007,886.98
"1710",1423000,"Powiat przysuski",2007,816.64
"1711",1424000,"Powiat pułtuski",2007,971.01
"1712",1425000,"Powiat radomski",2007,523.66
"1713",1426000,"Powiat siedlecki",2007,306.65
"1714",1427000,"Powiat sierpecki",2007,670.48
"1715",1428000,"Powiat sochaczewski",2007,620.54
"1716",1429000,"Powiat sokołowski",2007,716.5
"1717",1430000,"Powiat szydłowiecki",2007,550.92
"1718",1432000,"Powiat warszawski zachodni",2007,820.6
"1719",1433000,"Powiat węgrowski",2007,623.52
