"","Kod","Nazwa","rok","Dochody_powiatu_na_1_mieszkanca_ogolem_zl"
"4620",2408000,"Powiat mikołowski",2016,881.09
"4621",2409000,"Powiat myszkowski",2016,862.1
"4622",2410000,"Powiat pszczyński",2016,841.78
"4623",2411000,"Powiat raciborski",2016,962.51
"4624",2412000,"Powiat rybnicki",2016,606.49
"4625",2413000,"Powiat tarnogórski",2016,1011.27
"4626",2414000,"Powiat bieruńsko-lędziński",2016,806.2
"4627",2415000,"Powiat wodzisławski",2016,898.07
"4628",2416000,"Powiat zawierciański",2016,933.48
"4629",2417000,"Powiat żywiecki",2016,854.68
"4630",2601000,"Powiat buski",2016,1152.2
"4631",2602000,"Powiat jędrzejowski",2016,942.8
"4632",2603000,"Powiat kazimierski",2016,1236.4
"4633",2604000,"Powiat kielecki",2016,638.7
"4634",2605000,"Powiat konecki",2016,1086.18
"4635",2606000,"Powiat opatowski",2016,1587.68
"4636",2607000,"Powiat ostrowiecki",2016,1097.28
"4637",2608000,"Powiat pińczowski",2016,996.63
"4638",2609000,"Powiat sandomierski",2016,927.9
"4639",2610000,"Powiat skarżyski",2016,1156.62
"4640",2611000,"Powiat starachowicki",2016,1019.43
"4641",2612000,"Powiat staszowski",2016,870.74
"4642",2613000,"Powiat włoszczowski",2016,1002.12
"4643",2801000,"Powiat bartoszycki",2016,1177.37
"4644",2802000,"Powiat braniewski",2016,1123.59
"4645",2803000,"Powiat działdowski",2016,915.38
"4646",2804000,"Powiat elbląski",2016,919.24
"4647",2805000,"Powiat ełcki",2016,1174.96
"4648",2806000,"Powiat giżycki",2016,1243.46
"4649",2807000,"Powiat iławski",2016,1089.24
"4650",2808000,"Powiat kętrzyński",2016,1055.7
"4651",2809000,"Powiat lidzbarski",2016,1146.09
"4652",2810000,"Powiat mrągowski",2016,1012.91
"4653",2811000,"Powiat nidzicki",2016,1217.86
"4654",2812000,"Powiat nowomiejski",2016,953.94
"4655",2813000,"Powiat olecki",2016,1372.36
"4656",2814000,"Powiat olsztyński",2016,901.63
"4657",2815000,"Powiat ostródzki",2016,1116.06
"4658",2816000,"Powiat piski",2016,1081.72
"4659",2817000,"Powiat szczycieński",2016,1135.99
"4660",2818000,"Powiat gołdapski",2016,958.53
"4661",2819000,"Powiat węgorzewski",2016,1569.31
"4662",3001000,"Powiat chodzieski",2016,973.5
"4663",3002000,"Powiat czarnkowsko-trzcianecki",2016,1001.32
"4664",3003000,"Powiat gnieźnieński",2016,908.57
"4665",3004000,"Powiat gostyński",2016,1057.65
"4666",3005000,"Powiat grodziski",2016,769.05
"4667",3006000,"Powiat jarociński",2016,990.87
"4668",3007000,"Powiat kaliski",2016,603.55
"4669",3008000,"Powiat kępiński",2016,950.63
"4670",3009000,"Powiat kolski",2016,866.57
"4671",3010000,"Powiat koniński",2016,731.61
"4672",3011000,"Powiat kościański",2016,895.82
"4673",3012000,"Powiat krotoszyński",2016,1047.38
"4674",3013000,"Powiat leszczyński",2016,681.74
"4675",3014000,"Powiat międzychodzki",2016,1320.51
"4676",3015000,"Powiat nowotomyski",2016,848.42
"4677",3016000,"Powiat obornicki",2016,803.93
"4678",3017000,"Powiat ostrowski",2016,865.12
"4679",3018000,"Powiat ostrzeszowski",2016,1124.39
"4680",3019000,"Powiat pilski",2016,1001.94
"4681",3020000,"Powiat pleszewski",2016,1248.46
"4682",3021000,"Powiat poznański",2016,687.98
"4683",3022000,"Powiat rawicki",2016,872.57
"4684",3023000,"Powiat słupecki",2016,1073.77
"4685",3024000,"Powiat szamotulski",2016,838.29
"4686",3025000,"Powiat średzki",2016,971.26
"4687",3026000,"Powiat śremski",2016,1036.72
"4688",3027000,"Powiat turecki",2016,924.16
"4689",3028000,"Powiat wągrowiecki",2016,1047.15
"4690",3029000,"Powiat wolsztyński",2016,1016.18
"4691",3030000,"Powiat wrzesiński",2016,875.57
"4692",3031000,"Powiat złotowski",2016,896.92
"4693",3201000,"Powiat białogardzki",2016,1081.81
"4694",3202000,"Powiat choszczeński",2016,1012.46
"4695",3203000,"Powiat drawski",2016,1126.45
"4696",3204000,"Powiat goleniowski",2016,1025.23
"4697",3205000,"Powiat gryficki",2016,1185.29
"4698",3206000,"Powiat gryfiński",2016,871.26
"4699",3207000,"Powiat kamieński",2016,966.64
"4700",3208000,"Powiat kołobrzeski",2016,1236.55
"4701",3209000,"Powiat koszaliński",2016,1318.56
"4702",3210000,"Powiat myśliborski",2016,1054.37
"4703",3211000,"Powiat policki",2016,1038.65
"4704",3212000,"Powiat pyrzycki",2016,1078.71
"4705",3213000,"Powiat sławieński",2016,1021.59
"4706",3214000,"Powiat stargardzki",2016,911.82
"4707",3215000,"Powiat szczecinecki",2016,1220.43
"4708",3216000,"Powiat świdwiński",2016,1307.07
"4709",3217000,"Powiat wałecki",2016,850.78
"4710",3218000,"Powiat łobeski",2016,1042.02
"4711",201000,"Powiat bolesławiecki",2017,996.94
"4712",202000,"Powiat dzierżoniowski",2017,844.2
"4713",203000,"Powiat głogowski",2017,1208.36
"4714",204000,"Powiat górowski",2017,1088.85
"4715",205000,"Powiat jaworski",2017,1054.65
"4716",206000,"Powiat jeleniogórski",2017,991.59
"4717",207000,"Powiat kamiennogórski",2017,997.71
"4718",208000,"Powiat kłodzki",2017,1177.61
"4719",209000,"Powiat legnicki",2017,1234.35
"4720",210000,"Powiat lubański",2017,1059.77
"4721",211000,"Powiat lubiński",2017,987.63
"4722",212000,"Powiat lwówecki",2017,1170.2
"4723",213000,"Powiat milicki",2017,1300.32
"4724",214000,"Powiat oleśnicki",2017,982.53
"4725",215000,"Powiat oławski",2017,975.18
"4726",216000,"Powiat polkowicki",2017,902.05
"4727",217000,"Powiat strzeliński",2017,1131.54
"4728",218000,"Powiat średzki",2017,791.39
"4729",219000,"Powiat świdnicki",2017,901.12
"4730",220000,"Powiat trzebnicki",2017,941.06
"4731",221000,"Powiat wałbrzyski",2017,839.23
"4732",222000,"Powiat wołowski",2017,1276.79
"4733",223000,"Powiat wrocławski",2017,836.91
"4734",224000,"Powiat ząbkowicki",2017,1258.51
"4735",225000,"Powiat zgorzelecki",2017,1026.85
"4736",226000,"Powiat złotoryjski",2017,983.73
"4737",401000,"Powiat aleksandrowski",2017,1054.75
"4738",402000,"Powiat brodnicki",2017,874.39
"4739",403000,"Powiat bydgoski",2017,674.96
"4740",404000,"Powiat chełmiński",2017,1149.58
"4741",405000,"Powiat golubsko-dobrzyński",2017,974.15
"4742",406000,"Powiat grudziądzki",2017,633.48
"4743",407000,"Powiat inowrocławski",2017,963.11
"4744",408000,"Powiat lipnowski",2017,917.25
"4745",409000,"Powiat mogileński",2017,1323.6
"4746",410000,"Powiat nakielski",2017,1039.01
"4747",411000,"Powiat radziejowski",2017,1177.02
"4748",412000,"Powiat rypiński",2017,1162.62
"4749",413000,"Powiat sępoleński",2017,1265.86
"4750",414000,"Powiat świecki",2017,1004.52
"4751",415000,"Powiat toruński",2017,843.78
"4752",416000,"Powiat tucholski",2017,1285.19
"4753",417000,"Powiat wąbrzeski",2017,1028.3
"4754",418000,"Powiat włocławski",2017,925.96
"4755",419000,"Powiat żniński",2017,1043.54
"4756",601000,"Powiat bialski",2017,826.94
"4757",602000,"Powiat biłgorajski",2017,1038.8
"4758",603000,"Powiat chełmski",2017,856.25
"4759",604000,"Powiat hrubieszowski",2017,901.55
"4760",605000,"Powiat janowski",2017,1234.45
"4761",606000,"Powiat krasnostawski",2017,1252.49
"4762",607000,"Powiat kraśnicki",2017,1010.13
"4763",608000,"Powiat lubartowski",2017,833.21
"4764",609000,"Powiat lubelski",2017,923.69
"4765",610000,"Powiat łęczyński",2017,865.38
"4766",611000,"Powiat łukowski",2017,904.82
"4767",612000,"Powiat opolski",2017,816.3
"4768",613000,"Powiat parczewski",2017,887.63
"4769",614000,"Powiat puławski",2017,1015.76
"4770",615000,"Powiat radzyński",2017,884.7
"4771",616000,"Powiat rycki",2017,921.64
"4772",617000,"Powiat świdnicki",2017,1014.96
"4773",618000,"Powiat tomaszowski",2017,907.25
"4774",619000,"Powiat włodawski",2017,1419.6
"4775",620000,"Powiat zamojski",2017,638.29
"4776",801000,"Powiat gorzowski",2017,804.51
"4777",802000,"Powiat krośnieński",2017,1093.01
"4778",803000,"Powiat międzyrzecki",2017,1121.44
"4779",804000,"Powiat nowosolski",2017,1024.55
"4780",805000,"Powiat słubicki",2017,919.55
"4781",806000,"Powiat strzelecko-drezdenecki",2017,1019.73
"4782",807000,"Powiat sulęciński",2017,1200.58
"4783",808000,"Powiat świebodziński",2017,1176.76
"4784",809000,"Powiat zielonogórski",2017,954.9
"4785",810000,"Powiat żagański",2017,934.63
"4786",811000,"Powiat żarski",2017,1162.45
"4787",812000,"Powiat wschowski",2017,1079.35
"4788",1001000,"Powiat bełchatowski",2017,1087.16
"4789",1002000,"Powiat kutnowski",2017,1151.03
"4790",1003000,"Powiat łaski",2017,913.77
"4791",1004000,"Powiat łęczycki",2017,1167.11
"4792",1005000,"Powiat łowicki",2017,948.79
"4793",1006000,"Powiat łódzki wschodni",2017,865.5
"4794",1007000,"Powiat opoczyński",2017,895.52
"4795",1008000,"Powiat pabianicki",2017,815.2
"4796",1009000,"Powiat pajęczański",2017,759.16
"4797",1010000,"Powiat piotrkowski",2017,808.39
"4798",1011000,"Powiat poddębicki",2017,1077.46
"4799",1012000,"Powiat radomszczański",2017,923.66
"4800",1013000,"Powiat rawski",2017,1073.83
"4801",1014000,"Powiat sieradzki",2017,1041.98
"4802",1015000,"Powiat skierniewicki",2017,584.13
"4803",1016000,"Powiat tomaszowski",2017,968.26
"4804",1017000,"Powiat wieluński",2017,1079.97
"4805",1018000,"Powiat wieruszowski",2017,1090.61
"4806",1019000,"Powiat zduńskowolski",2017,1216.18
"4807",1020000,"Powiat zgierski",2017,777.78
"4808",1021000,"Powiat brzeziński",2017,976.83
"4809",1201000,"Powiat bocheński",2017,979.36
"4810",1202000,"Powiat brzeski",2017,782.45
"4811",1203000,"Powiat chrzanowski",2017,779.08
"4812",1204000,"Powiat dąbrowski",2017,805.77
"4813",1205000,"Powiat gorlicki",2017,977.99
"4814",1206000,"Powiat krakowski",2017,745.67
"4815",1207000,"Powiat limanowski",2017,957.29
"4816",1208000,"Powiat miechowski",2017,1171.31
"4817",1209000,"Powiat myślenicki",2017,850.63
"4818",1210000,"Powiat nowosądecki",2017,634.68
"4819",1211000,"Powiat nowotarski",2017,899.37
"4820",1212000,"Powiat olkuski",2017,963.41
"4821",1213000,"Powiat oświęcimski",2017,1010.46
"4822",1214000,"Powiat proszowicki",2017,947.49
"4823",1215000,"Powiat suski",2017,1037.65
"4824",1216000,"Powiat tarnowski",2017,653.47
"4825",1217000,"Powiat tatrzański",2017,1019.48
"4826",1218000,"Powiat wadowicki",2017,877.79
"4827",1219000,"Powiat wielicki",2017,735.62
"4828",1401000,"Powiat białobrzeski",2017,920.22
"4829",1402000,"Powiat ciechanowski",2017,1060.67
"4830",1403000,"Powiat garwoliński",2017,1086.83
"4831",1404000,"Powiat gostyniński",2017,1195.17
"4832",1405000,"Powiat grodziski",2017,974.68
"4833",1406000,"Powiat grójecki",2017,984.82
"4834",1407000,"Powiat kozienicki",2017,975.86
"4835",1408000,"Powiat legionowski",2017,833.28
"4836",1409000,"Powiat lipski",2017,1341.6
"4837",1410000,"Powiat łosicki",2017,1400.67
"4838",1411000,"Powiat makowski",2017,1094.8
"4839",1412000,"Powiat miński",2017,895.58
"4840",1413000,"Powiat mławski",2017,987.82
"4841",1414000,"Powiat nowodworski",2017,826.32
"4842",1415000,"Powiat ostrołęcki",2017,851.04
"4843",1416000,"Powiat ostrowski",2017,857.21
"4844",1417000,"Powiat otwocki",2017,1098.54
"4845",1418000,"Powiat piaseczyński",2017,1233.65
"4846",1419000,"Powiat płocki",2017,908.74
"4847",1420000,"Powiat płoński",2017,1101.76
"4848",1421000,"Powiat pruszkowski",2017,933.22
"4849",1422000,"Powiat przasnyski",2017,1717.53
"4850",1423000,"Powiat przysuski",2017,1660.09
"4851",1424000,"Powiat pułtuski",2017,1484.78
"4852",1425000,"Powiat radomski",2017,901.92
"4853",1426000,"Powiat siedlecki",2017,782.27
"4854",1427000,"Powiat sierpecki",2017,1140.79
"4855",1428000,"Powiat sochaczewski",2017,905.26
"4856",1429000,"Powiat sokołowski",2017,880.49
"4857",1430000,"Powiat szydłowiecki",2017,1005.33
"4858",1432000,"Powiat warszawski zachodni",2017,1183.97
"4859",1433000,"Powiat węgrowski",2017,1115.85
"4860",1434000,"Powiat wołomiński",2017,844.07
"4861",1435000,"Powiat wyszkowski",2017,1148.39
"4862",1436000,"Powiat zwoleński",2017,1181.81
"4863",1437000,"Powiat żuromiński",2017,1073.58
"4864",1438000,"Powiat żyrardowski",2017,882.62
"4865",1601000,"Powiat brzeski",2017,911.11
"4866",1602000,"Powiat głubczycki",2017,1453.21
"4867",1603000,"Powiat kędzierzyńsko-kozielski",2017,976.38
"4868",1604000,"Powiat kluczborski",2017,1068.99
"4869",1605000,"Powiat krapkowicki",2017,680.65
"4870",1606000,"Powiat namysłowski",2017,1100.64
"4871",1607000,"Powiat nyski",2017,933.68
"4872",1608000,"Powiat oleski",2017,977.72
"4873",1609000,"Powiat opolski",2017,658.26
"4874",1610000,"Powiat prudnicki",2017,981.4
"4875",1611000,"Powiat strzelecki",2017,982.38
"4876",1801000,"Powiat bieszczadzki",2017,1668.62
"4877",1802000,"Powiat brzozowski",2017,921.55
"4878",1803000,"Powiat dębicki",2017,929.16
"4879",1804000,"Powiat jarosławski",2017,1227.81
"4880",1805000,"Powiat jasielski",2017,939.81
"4881",1806000,"Powiat kolbuszowski",2017,776.34
"4882",1807000,"Powiat krośnieński",2017,837.75
"4883",1808000,"Powiat leżajski",2017,1465.19
"4884",1809000,"Powiat lubaczowski",2017,1402.45
"4885",1810000,"Powiat łańcucki",2017,898.42
"4886",1811000,"Powiat mielecki",2017,1047.35
"4887",1812000,"Powiat niżański",2017,897.18
"4888",1813000,"Powiat przemyski",2017,683.54
"4889",1814000,"Powiat przeworski",2017,794.04
"4890",1815000,"Powiat ropczycko-sędziszowski",2017,1015.77
"4891",1816000,"Powiat rzeszowski",2017,834.33
"4892",1817000,"Powiat sanocki",2017,942.88
"4893",1818000,"Powiat stalowowolski",2017,1087.31
"4894",1819000,"Powiat strzyżowski",2017,1282.62
"4895",1820000,"Powiat tarnobrzeski",2017,758.8
"4896",1821000,"Powiat leski",2017,1193.75
"4897",2001000,"Powiat augustowski",2017,1173.41
"4898",2002000,"Powiat białostocki",2017,864.89
"4899",2003000,"Powiat bielski",2017,1013.65
"4900",2004000,"Powiat grajewski",2017,1014.8
"4901",2005000,"Powiat hajnowski",2017,995.73
"4902",2006000,"Powiat kolneński",2017,951.72
"4903",2007000,"Powiat łomżyński",2017,666.39
"4904",2008000,"Powiat moniecki",2017,1059.72
"4905",2009000,"Powiat sejneński",2017,978.55
"4906",2010000,"Powiat siemiatycki",2017,1108.29
"4907",2011000,"Powiat sokólski",2017,1225.72
"4908",2012000,"Powiat suwalski",2017,998.99
"4909",2013000,"Powiat wysokomazowiecki",2017,1248.72
"4910",2014000,"Powiat zambrowski",2017,1060.25
"4911",2201000,"Powiat bytowski",2017,1207
"4912",2202000,"Powiat chojnicki",2017,1200.55
"4913",2203000,"Powiat człuchowski",2017,1692.39
"4914",2204000,"Powiat gdański",2017,743.67
"4915",2205000,"Powiat kartuski",2017,899.74
"4916",2206000,"Powiat kościerski",2017,1089.31
"4917",2207000,"Powiat kwidzyński",2017,1022.48
"4918",2208000,"Powiat lęborski",2017,1135.9
"4919",2209000,"Powiat malborski",2017,1371.52
"4920",2210000,"Powiat nowodworski",2017,1316.21
"4921",2211000,"Powiat pucki",2017,979.62
"4922",2212000,"Powiat słupski",2017,978.2
"4923",2213000,"Powiat starogardzki",2017,1042.66
"4924",2214000,"Powiat tczewski",2017,1412.63
"4925",2215000,"Powiat wejherowski",2017,880.21
"4926",2216000,"Powiat sztumski",2017,1142.76
"4927",2401000,"Powiat będziński",2017,755.14
"4928",2402000,"Powiat bielski",2017,721.74
"4929",2403000,"Powiat cieszyński",2017,941.85
"4930",2404000,"Powiat częstochowski",2017,735.29
"4931",2405000,"Powiat gliwicki",2017,738.68
"4932",2406000,"Powiat kłobucki",2017,819.41
"4933",2407000,"Powiat lubliniecki",2017,1134.31
"4934",2408000,"Powiat mikołowski",2017,905.89
"4935",2409000,"Powiat myszkowski",2017,881.53
"4936",2410000,"Powiat pszczyński",2017,949.66
"4937",2411000,"Powiat raciborski",2017,1011.45
"4938",2412000,"Powiat rybnicki",2017,607.58
"4939",2413000,"Powiat tarnogórski",2017,1064.8
"4940",2414000,"Powiat bieruńsko-lędziński",2017,787.58
"4941",2415000,"Powiat wodzisławski",2017,935.77
"4942",2416000,"Powiat zawierciański",2017,946.11
"4943",2417000,"Powiat żywiecki",2017,891.97
"4944",2601000,"Powiat buski",2017,1224.43
"4945",2602000,"Powiat jędrzejowski",2017,1022.99
"4946",2603000,"Powiat kazimierski",2017,1284.03
"4947",2604000,"Powiat kielecki",2017,659.6
"4948",2605000,"Powiat konecki",2017,1166.07
"4949",2606000,"Powiat opatowski",2017,1583.07
"4950",2607000,"Powiat ostrowiecki",2017,1137.57
"4951",2608000,"Powiat pińczowski",2017,1072.27
"4952",2609000,"Powiat sandomierski",2017,936.61
"4953",2610000,"Powiat skarżyski",2017,1248.88
"4954",2611000,"Powiat starachowicki",2017,1006.04
"4955",2612000,"Powiat staszowski",2017,858.35
"4956",2613000,"Powiat włoszczowski",2017,1005.97
"4957",2801000,"Powiat bartoszycki",2017,1232.8
"4958",2802000,"Powiat braniewski",2017,1175
"4959",2803000,"Powiat działdowski",2017,974.34
"4960",2804000,"Powiat elbląski",2017,1045.68
"4961",2805000,"Powiat ełcki",2017,1206.86
"4962",2806000,"Powiat giżycki",2017,1284.37
"4963",2807000,"Powiat iławski",2017,1064.5
"4964",2808000,"Powiat kętrzyński",2017,1122.81
"4965",2809000,"Powiat lidzbarski",2017,1211.16
"4966",2810000,"Powiat mrągowski",2017,1041.19
"4967",2811000,"Powiat nidzicki",2017,1218.14
"4968",2812000,"Powiat nowomiejski",2017,927.85
"4969",2813000,"Powiat olecki",2017,1492.72
"4970",2814000,"Powiat olsztyński",2017,981.49
"4971",2815000,"Powiat ostródzki",2017,1244.98
"4972",2816000,"Powiat piski",2017,1137.98
"4973",2817000,"Powiat szczycieński",2017,1145.26
"4974",2818000,"Powiat gołdapski",2017,1033.95
"4975",2819000,"Powiat węgorzewski",2017,1695.47
"4976",3001000,"Powiat chodzieski",2017,1036.26
"4977",3002000,"Powiat czarnkowsko-trzcianecki",2017,1052.63
"4978",3003000,"Powiat gnieźnieński",2017,954.25
"4979",3004000,"Powiat gostyński",2017,1072.47
"4980",3005000,"Powiat grodziski",2017,800.35
"4981",3006000,"Powiat jarociński",2017,1084.38
"4982",3007000,"Powiat kaliski",2017,621.94
"4983",3008000,"Powiat kępiński",2017,1114.25
"4984",3009000,"Powiat kolski",2017,967.03
"4985",3010000,"Powiat koniński",2017,718.46
"4986",3011000,"Powiat kościański",2017,1039.33
"4987",3012000,"Powiat krotoszyński",2017,1113.51
"4988",3013000,"Powiat leszczyński",2017,1146.78
"4989",3014000,"Powiat międzychodzki",2017,1404.94
"4990",3015000,"Powiat nowotomyski",2017,845.82
"4991",3016000,"Powiat obornicki",2017,863.43
"4992",3017000,"Powiat ostrowski",2017,905.93
"4993",3018000,"Powiat ostrzeszowski",2017,1144.7
"4994",3019000,"Powiat pilski",2017,1061.73
"4995",3020000,"Powiat pleszewski",2017,1311.44
"4996",3021000,"Powiat poznański",2017,765.89
"4997",3022000,"Powiat rawicki",2017,915.72
"4998",3023000,"Powiat słupecki",2017,1084.64
"4999",3024000,"Powiat szamotulski",2017,871.99
"5000",3025000,"Powiat średzki",2017,1049.13
"5001",3026000,"Powiat śremski",2017,1090.61
"5002",3027000,"Powiat turecki",2017,993.31
"5003",3028000,"Powiat wągrowiecki",2017,1082.59
"5004",3029000,"Powiat wolsztyński",2017,1014.39
"5005",3030000,"Powiat wrzesiński",2017,931.74
"5006",3031000,"Powiat złotowski",2017,895.02
"5007",3201000,"Powiat białogardzki",2017,1225.46
"5008",3202000,"Powiat choszczeński",2017,1098.67
"5009",3203000,"Powiat drawski",2017,1253.35
"5010",3204000,"Powiat goleniowski",2017,1018.75
"5011",3205000,"Powiat gryficki",2017,1351.07
"5012",3206000,"Powiat gryfiński",2017,903.89
"5013",3207000,"Powiat kamieński",2017,1156.98
"5014",3208000,"Powiat kołobrzeski",2017,1279.22
"5015",3209000,"Powiat koszaliński",2017,1326.43
"5016",3210000,"Powiat myśliborski",2017,1104.56
"5017",3211000,"Powiat policki",2017,1185.43
"5018",3212000,"Powiat pyrzycki",2017,1092.11
"5019",3213000,"Powiat sławieński",2017,1003.56
"5020",3214000,"Powiat stargardzki",2017,967.81
"5021",3215000,"Powiat szczecinecki",2017,1217.25
"5022",3216000,"Powiat świdwiński",2017,1419.59
"5023",3217000,"Powiat wałecki",2017,948.03
"5024",3218000,"Powiat łobeski",2017,1152.29
"5025",201000,"Powiat bolesławiecki",2018,1084.21
"5026",202000,"Powiat dzierżoniowski",2018,934.43
"5027",203000,"Powiat głogowski",2018,1220.71
"5028",204000,"Powiat górowski",2018,1122.5
"5029",205000,"Powiat jaworski",2018,1271.49
"5030",206000,"Powiat jeleniogórski",2018,1167.29
"5031",207000,"Powiat kamiennogórski",2018,1049.53
"5032",208000,"Powiat kłodzki",2018,1275.23
"5033",209000,"Powiat legnicki",2018,1320.17
"5034",210000,"Powiat lubański",2018,1121.07
"5035",211000,"Powiat lubiński",2018,1064.73
"5036",212000,"Powiat lwówecki",2018,1324.12
"5037",213000,"Powiat milicki",2018,1382.45
"5038",214000,"Powiat oleśnicki",2018,1041.38
"5039",215000,"Powiat oławski",2018,1023.66
"5040",216000,"Powiat polkowicki",2018,942.21
"5041",217000,"Powiat strzeliński",2018,1165.01
"5042",218000,"Powiat średzki",2018,921.09
"5043",219000,"Powiat świdnicki",2018,973.56
"5044",220000,"Powiat trzebnicki",2018,1035.17
"5045",221000,"Powiat wałbrzyski",2018,929.54
"5046",222000,"Powiat wołowski",2018,1365.42
"5047",223000,"Powiat wrocławski",2018,957.9
"5048",224000,"Powiat ząbkowicki",2018,1373.51
"5049",225000,"Powiat zgorzelecki",2018,1111.75
"5050",226000,"Powiat złotoryjski",2018,1135.21
"5051",401000,"Powiat aleksandrowski",2018,1151.73
"5052",402000,"Powiat brodnicki",2018,951.19
"5053",403000,"Powiat bydgoski",2018,739.1
"5054",404000,"Powiat chełmiński",2018,1249.62
"5055",405000,"Powiat golubsko-dobrzyński",2018,1046.62
"5056",406000,"Powiat grudziądzki",2018,616.61
"5057",407000,"Powiat inowrocławski",2018,1035.17
"5058",408000,"Powiat lipnowski",2018,1072.07
"5059",409000,"Powiat mogileński",2018,1412.35
"5060",410000,"Powiat nakielski",2018,1057.81
"5061",411000,"Powiat radziejowski",2018,1252.63
"5062",412000,"Powiat rypiński",2018,1189.12
"5063",413000,"Powiat sępoleński",2018,1759.18
"5064",414000,"Powiat świecki",2018,1125.17
"5065",415000,"Powiat toruński",2018,927.1
"5066",416000,"Powiat tucholski",2018,1585.87
"5067",417000,"Powiat wąbrzeski",2018,1493.68
"5068",418000,"Powiat włocławski",2018,1017.79
"5069",419000,"Powiat żniński",2018,1135.94
"5070",601000,"Powiat bialski",2018,958.29
"5071",602000,"Powiat biłgorajski",2018,1090.98
"5072",603000,"Powiat chełmski",2018,1072.07
"5073",604000,"Powiat hrubieszowski",2018,1086.04
"5074",605000,"Powiat janowski",2018,1273.44
"5075",606000,"Powiat krasnostawski",2018,1458.73
"5076",607000,"Powiat kraśnicki",2018,1295.19
"5077",608000,"Powiat lubartowski",2018,987.97
"5078",609000,"Powiat lubelski",2018,993.86
"5079",610000,"Powiat łęczyński",2018,1010.63
"5080",611000,"Powiat łukowski",2018,1107.46
"5081",612000,"Powiat opolski",2018,870.87
"5082",613000,"Powiat parczewski",2018,1010.33
"5083",614000,"Powiat puławski",2018,1162.45
"5084",615000,"Powiat radzyński",2018,1030.81
"5085",616000,"Powiat rycki",2018,1060.77
"5086",617000,"Powiat świdnicki",2018,1185.02
"5087",618000,"Powiat tomaszowski",2018,1171.6
"5088",619000,"Powiat włodawski",2018,1616.32
"5089",620000,"Powiat zamojski",2018,795.53
"5090",801000,"Powiat gorzowski",2018,870.19
"5091",802000,"Powiat krośnieński",2018,1135.92
"5092",803000,"Powiat międzyrzecki",2018,1257.52
"5093",804000,"Powiat nowosolski",2018,1011.65
"5094",805000,"Powiat słubicki",2018,1059.53
"5095",806000,"Powiat strzelecko-drezdenecki",2018,1017.55
"5096",807000,"Powiat sulęciński",2018,1394.27
"5097",808000,"Powiat świebodziński",2018,1186.34
"5098",809000,"Powiat zielonogórski",2018,999.35
"5099",810000,"Powiat żagański",2018,1040.99
"5100",811000,"Powiat żarski",2018,1138.27
"5101",812000,"Powiat wschowski",2018,1056.61
"5102",1001000,"Powiat bełchatowski",2018,1077.12
"5103",1002000,"Powiat kutnowski",2018,1203.27
"5104",1003000,"Powiat łaski",2018,955.03
"5105",1004000,"Powiat łęczycki",2018,1120.17
"5106",1005000,"Powiat łowicki",2018,1041.33
"5107",1006000,"Powiat łódzki wschodni",2018,896.39
"5108",1007000,"Powiat opoczyński",2018,975.91
"5109",1008000,"Powiat pabianicki",2018,891.92
"5110",1009000,"Powiat pajęczański",2018,890.24
"5111",1010000,"Powiat piotrkowski",2018,813.43
"5112",1011000,"Powiat poddębicki",2018,1103.36
"5113",1012000,"Powiat radomszczański",2018,931.18
"5114",1013000,"Powiat rawski",2018,1111.85
"5115",1014000,"Powiat sieradzki",2018,1113.65
"5116",1015000,"Powiat skierniewicki",2018,626.09
"5117",1016000,"Powiat tomaszowski",2018,1087.09
"5118",1017000,"Powiat wieluński",2018,1139.44
"5119",1018000,"Powiat wieruszowski",2018,1263.13
"5120",1019000,"Powiat zduńskowolski",2018,1440.85
"5121",1020000,"Powiat zgierski",2018,852.58
"5122",1021000,"Powiat brzeziński",2018,1114.63
"5123",1201000,"Powiat bocheński",2018,1073.12
"5124",1202000,"Powiat brzeski",2018,914.55
"5125",1203000,"Powiat chrzanowski",2018,862.28
"5126",1204000,"Powiat dąbrowski",2018,850.58
"5127",1205000,"Powiat gorlicki",2018,1071.9
"5128",1206000,"Powiat krakowski",2018,801.32
"5129",1207000,"Powiat limanowski",2018,1056.91
"5130",1208000,"Powiat miechowski",2018,1356.9
"5131",1209000,"Powiat myślenicki",2018,911.14
"5132",1210000,"Powiat nowosądecki",2018,727.95
"5133",1211000,"Powiat nowotarski",2018,857.77
"5134",1212000,"Powiat olkuski",2018,1058.3
"5135",1213000,"Powiat oświęcimski",2018,1062.77
"5136",1214000,"Powiat proszowicki",2018,1018.97
"5137",1215000,"Powiat suski",2018,1080.65
"5138",1216000,"Powiat tarnowski",2018,753.15
"5139",1217000,"Powiat tatrzański",2018,935.61
"5140",1218000,"Powiat wadowicki",2018,942.45
"5141",1219000,"Powiat wielicki",2018,717.23
"5142",1401000,"Powiat białobrzeski",2018,1210.78
"5143",1402000,"Powiat ciechanowski",2018,1222.65
"5144",1403000,"Powiat garwoliński",2018,1079.71
"5145",1404000,"Powiat gostyniński",2018,1268.3
"5146",1405000,"Powiat grodziski",2018,1108.95
"5147",1406000,"Powiat grójecki",2018,1100.79
"5148",1407000,"Powiat kozienicki",2018,1003.45
"5149",1408000,"Powiat legionowski",2018,868.18
"5150",1409000,"Powiat lipski",2018,1452.33
"5151",1410000,"Powiat łosicki",2018,1475.48
"5152",1411000,"Powiat makowski",2018,1193.36
