"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_poprodukcyjnym_proc"
"18709",409000,"Powiat mogileński",2015,18.2
"18710",410000,"Powiat nakielski",2015,16.6
"18711",411000,"Powiat radziejowski",2015,19.2
"18712",412000,"Powiat rypiński",2015,18.1
"18713",413000,"Powiat sępoleński",2015,17.4
"18714",414000,"Powiat świecki",2015,17.3
"18715",415000,"Powiat toruński",2015,14.4
"18716",416000,"Powiat tucholski",2015,16.6
"18717",417000,"Powiat wąbrzeski",2015,17.9
"18718",418000,"Powiat włocławski",2015,18.1
"18719",419000,"Powiat żniński",2015,18.2
"18720",461000,"Powiat m.Bydgoszcz",2015,23.2
"18721",462000,"Powiat m.Grudziądz",2015,21.1
"18722",463000,"Powiat m.Toruń",2015,21.2
"18723",464000,"Powiat m.Włocławek",2015,22.3
"18724",601000,"Powiat bialski",2015,18.7
"18725",602000,"Powiat biłgorajski",2015,19.4
"18726",603000,"Powiat chełmski",2015,18.3
"18727",604000,"Powiat hrubieszowski",2015,21.5
"18728",605000,"Powiat janowski",2015,20.1
"18729",606000,"Powiat krasnostawski",2015,23.2
"18730",607000,"Powiat kraśnicki",2015,21.2
"18731",608000,"Powiat lubartowski",2015,19.1
"18732",609000,"Powiat lubelski",2015,17.5
"18733",610000,"Powiat łęczyński",2015,15.3
"18734",611000,"Powiat łukowski",2015,17.9
"18735",612000,"Powiat opolski",2015,20.4
"18736",613000,"Powiat parczewski",2015,20.3
"18737",614000,"Powiat puławski",2015,22.5
"18738",615000,"Powiat radzyński",2015,18.7
"18739",616000,"Powiat rycki",2015,20
"18740",617000,"Powiat świdnicki",2015,21.4
"18741",618000,"Powiat tomaszowski",2015,20.3
"18742",619000,"Powiat włodawski",2015,19.8
"18743",620000,"Powiat zamojski",2015,20.3
"18744",661000,"Powiat m.Biała Podlaska",2015,17.7
"18745",662000,"Powiat m.Chełm",2015,21
"18746",663000,"Powiat m.Lublin",2015,22
"18747",664000,"Powiat m.Zamość",2015,19.7
"18748",801000,"Powiat gorzowski",2015,15.7
"18749",802000,"Powiat krośnieński",2015,18.1
"18750",803000,"Powiat międzyrzecki",2015,18.3
"18751",804000,"Powiat nowosolski",2015,19.6
"18752",805000,"Powiat słubicki",2015,16.4
"18753",806000,"Powiat strzelecko-drezdenecki",2015,18.5
"18754",807000,"Powiat sulęciński",2015,17.2
"18755",808000,"Powiat świebodziński",2015,18.1
"18756",809000,"Powiat zielonogórski",2015,17.2
"18757",810000,"Powiat żagański",2015,18.9
"18758",811000,"Powiat żarski",2015,18.5
"18759",812000,"Powiat wschowski",2015,17.3
"18760",861000,"Powiat m.Gorzów Wielkopolski",2015,21.3
"18761",862000,"Powiat m.Zielona Góra",2015,21
"18762",1001000,"Powiat bełchatowski",2015,16.2
"18763",1002000,"Powiat kutnowski",2015,22.1
"18764",1003000,"Powiat łaski",2015,20.4
"18765",1004000,"Powiat łęczycki",2015,21.5
"18766",1005000,"Powiat łowicki",2015,20.8
"18767",1006000,"Powiat łódzki wschodni",2015,18.9
"18768",1007000,"Powiat opoczyński",2015,18.7
"18769",1008000,"Powiat pabianicki",2015,22.5
"18770",1009000,"Powiat pajęczański",2015,20.1
"18771",1010000,"Powiat piotrkowski",2015,18.8
"18772",1011000,"Powiat poddębicki",2015,21.1
"18773",1012000,"Powiat radomszczański",2015,21
"18774",1013000,"Powiat rawski",2015,19.4
"18775",1014000,"Powiat sieradzki",2015,19.7
"18776",1015000,"Powiat skierniewicki",2015,19.6
"18777",1016000,"Powiat tomaszowski",2015,21.2
"18778",1017000,"Powiat wieluński",2015,19.8
"18779",1018000,"Powiat wieruszowski",2015,18.4
"18780",1019000,"Powiat zduńskowolski",2015,19.9
"18781",1020000,"Powiat zgierski",2015,21.3
"18782",1021000,"Powiat brzeziński",2015,20.3
"18783",1061000,"Powiat m.Łódź",2015,25.8
"18784",1062000,"Powiat m.Piotrków Trybunalski",2015,22
"18785",1063000,"Powiat m.Skierniewice",2015,20.2
"18786",1201000,"Powiat bocheński",2015,16.6
"18787",1202000,"Powiat brzeski",2015,16.9
"18788",1203000,"Powiat chrzanowski",2015,20.9
"18789",1204000,"Powiat dąbrowski",2015,17.3
"18790",1205000,"Powiat gorlicki",2015,17.8
"18791",1206000,"Powiat krakowski",2015,17.4
"18792",1207000,"Powiat limanowski",2015,14.6
"18793",1208000,"Powiat miechowski",2015,22.2
"18794",1209000,"Powiat myślenicki",2015,15.1
"18795",1210000,"Powiat nowosądecki",2015,14.4
"18796",1211000,"Powiat nowotarski",2015,16.4
"18797",1212000,"Powiat olkuski",2015,21
"18798",1213000,"Powiat oświęcimski",2015,20
"18799",1214000,"Powiat proszowicki",2015,19.7
"18800",1215000,"Powiat suski",2015,17.4
"18801",1216000,"Powiat tarnowski",2015,16.4
"18802",1217000,"Powiat tatrzański",2015,18.7
"18803",1218000,"Powiat wadowicki",2015,17.4
"18804",1219000,"Powiat wielicki",2015,16.2
"18805",1261000,"Powiat m.Kraków",2015,22.1
"18806",1262000,"Powiat m.Nowy Sącz",2015,19.2
"18807",1263000,"Powiat m.Tarnów",2015,22.6
"18808",1401000,"Powiat białobrzeski",2015,17.1
"18809",1402000,"Powiat ciechanowski",2015,18.4
"18810",1403000,"Powiat garwoliński",2015,17
"18811",1404000,"Powiat gostyniński",2015,20.3
"18812",1405000,"Powiat grodziski",2015,18.6
"18813",1406000,"Powiat grójecki",2015,19.3
"18814",1407000,"Powiat kozienicki",2015,19.7
"18815",1408000,"Powiat legionowski",2015,17.6
"18816",1409000,"Powiat lipski",2015,21.6
"18817",1410000,"Powiat łosicki",2015,20.7
"18818",1411000,"Powiat makowski",2015,19.2
"18819",1412000,"Powiat miński",2015,17.8
"18820",1413000,"Powiat mławski",2015,18.3
"18821",1414000,"Powiat nowodworski",2015,18
"18822",1415000,"Powiat ostrołęcki",2015,15.5
"18823",1416000,"Powiat ostrowski",2015,19.3
"18824",1417000,"Powiat otwocki",2015,19.6
"18825",1418000,"Powiat piaseczyński",2015,16.7
"18826",1419000,"Powiat płocki",2015,17.6
"18827",1420000,"Powiat płoński",2015,18.9
"18828",1421000,"Powiat pruszkowski",2015,20
"18829",1422000,"Powiat przasnyski",2015,17.8
"18830",1423000,"Powiat przysuski",2015,20.1
"18831",1424000,"Powiat pułtuski",2015,17.9
"18832",1425000,"Powiat radomski",2015,16.2
"18833",1426000,"Powiat siedlecki",2015,18
"18834",1427000,"Powiat sierpecki",2015,18.2
"18835",1428000,"Powiat sochaczewski",2015,18.7
"18836",1429000,"Powiat sokołowski",2015,21.3
"18837",1430000,"Powiat szydłowiecki",2015,18.3
"18838",1432000,"Powiat warszawski zachodni",2015,18.5
"18839",1433000,"Powiat węgrowski",2015,19.6
"18840",1434000,"Powiat wołomiński",2015,15.8
"18841",1435000,"Powiat wyszkowski",2015,16.8
"18842",1436000,"Powiat zwoleński",2015,18.7
"18843",1437000,"Powiat żuromiński",2015,19.2
"18844",1438000,"Powiat żyrardowski",2015,20
"18845",1461000,"Powiat m.Ostrołęka",2015,18.3
"18846",1462000,"Powiat m.Płock",2015,21.6
"18847",1463000,"Powiat m.Radom",2015,20.9
"18848",1464000,"Powiat m.Siedlce",2015,19.3
"18849",1465000,"Powiat m. st. Warszawa",2015,23.3
"18850",1601000,"Powiat brzeski",2015,19.5
"18851",1602000,"Powiat głubczycki",2015,20.8
"18852",1603000,"Powiat kędzierzyńsko-kozielski",2015,21.4
"18853",1604000,"Powiat kluczborski",2015,19.6
"18854",1605000,"Powiat krapkowicki",2015,19.3
"18855",1606000,"Powiat namysłowski",2015,18.8
"18856",1607000,"Powiat nyski",2015,20.7
"18857",1608000,"Powiat oleski",2015,19.9
"18858",1609000,"Powiat opolski",2015,18.4
"18859",1610000,"Powiat prudnicki",2015,20.6
"18860",1611000,"Powiat strzelecki",2015,19.1
"18861",1661000,"Powiat m.Opole",2015,23
"18862",1801000,"Powiat bieszczadzki",2015,16.9
"18863",1802000,"Powiat brzozowski",2015,17.6
"18864",1803000,"Powiat dębicki",2015,17
"18865",1804000,"Powiat jarosławski",2015,18.1
"18866",1805000,"Powiat jasielski",2015,18.4
"18867",1806000,"Powiat kolbuszowski",2015,16.8
"18868",1807000,"Powiat krośnieński",2015,18.1
"18869",1808000,"Powiat leżajski",2015,17.6
"18870",1809000,"Powiat lubaczowski",2015,18.3
"18871",1810000,"Powiat łańcucki",2015,18.4
"18872",1811000,"Powiat mielecki",2015,18.1
"18873",1812000,"Powiat niżański",2015,17
"18874",1813000,"Powiat przemyski",2015,16.4
"18875",1814000,"Powiat przeworski",2015,18.1
"18876",1815000,"Powiat ropczycko-sędziszowski",2015,16.8
"18877",1816000,"Powiat rzeszowski",2015,16.9
"18878",1817000,"Powiat sanocki",2015,18.5
"18879",1818000,"Powiat stalowowolski",2015,19.8
"18880",1819000,"Powiat strzyżowski",2015,17.9
"18881",1820000,"Powiat tarnobrzeski",2015,18.4
"18882",1821000,"Powiat leski",2015,18.8
"18883",1861000,"Powiat m.Krosno",2015,22
"18884",1862000,"Powiat m.Przemyśl",2015,22
"18885",1863000,"Powiat m.Rzeszów",2015,19
"18886",1864000,"Powiat m.Tarnobrzeg",2015,21.6
"18887",2001000,"Powiat augustowski",2015,19.5
"18888",2002000,"Powiat białostocki",2015,18.6
"18889",2003000,"Powiat bielski",2015,23.9
"18890",2004000,"Powiat grajewski",2015,17.7
"18891",2005000,"Powiat hajnowski",2015,26.5
"18892",2006000,"Powiat kolneński",2015,17.3
"18893",2007000,"Powiat łomżyński",2015,17.6
"18894",2008000,"Powiat moniecki",2015,19.9
"18895",2009000,"Powiat sejneński",2015,20.5
"18896",2010000,"Powiat siemiatycki",2015,22.4
"18897",2011000,"Powiat sokólski",2015,21
"18898",2012000,"Powiat suwalski",2015,17.9
"18899",2013000,"Powiat wysokomazowiecki",2015,20
"18900",2014000,"Powiat zambrowski",2015,18.2
"18901",2061000,"Powiat m.Białystok",2015,19.3
"18902",2062000,"Powiat m.Łomża",2015,17.6
"18903",2063000,"Powiat m.Suwałki",2015,16.1
"18904",2201000,"Powiat bytowski",2015,15.8
"18905",2202000,"Powiat chojnicki",2015,16.6
"18906",2203000,"Powiat człuchowski",2015,16.8
"18907",2204000,"Powiat gdański",2015,13.7
"18908",2205000,"Powiat kartuski",2015,12.9
"18909",2206000,"Powiat kościerski",2015,15.5
"18910",2207000,"Powiat kwidzyński",2015,15.7
"18911",2208000,"Powiat lęborski",2015,17.1
"18912",2209000,"Powiat malborski",2015,17.9
"18913",2210000,"Powiat nowodworski",2015,16.7
"18914",2211000,"Powiat pucki",2015,15
"18915",2212000,"Powiat słupski",2015,16
"18916",2213000,"Powiat starogardzki",2015,16
"18917",2214000,"Powiat tczewski",2015,17.1
"18918",2215000,"Powiat wejherowski",2015,14.8
"18919",2216000,"Powiat sztumski",2015,15.6
"18920",2261000,"Powiat m.Gdańsk",2015,22.7
"18921",2262000,"Powiat m.Gdynia",2015,23.7
"18922",2263000,"Powiat m.Słupsk",2015,22.6
"18923",2264000,"Powiat m.Sopot",2015,29.1
"18924",2401000,"Powiat będziński",2015,22.7
"18925",2402000,"Powiat bielski",2015,18.1
"18926",2403000,"Powiat cieszyński",2015,19.5
"18927",2404000,"Powiat częstochowski",2015,19.6
"18928",2405000,"Powiat gliwicki",2015,19
"18929",2406000,"Powiat kłobucki",2015,19.5
"18930",2407000,"Powiat lubliniecki",2015,18.4
"18931",2408000,"Powiat mikołowski",2015,18.2
"18932",2409000,"Powiat myszkowski",2015,21.1
"18933",2410000,"Powiat pszczyński",2015,15
"18934",2411000,"Powiat raciborski",2015,19.2
"18935",2412000,"Powiat rybnicki",2015,17.2
"18936",2413000,"Powiat tarnogórski",2015,20.6
"18937",2414000,"Powiat bieruńsko-lędziński",2015,16.1
"18938",2415000,"Powiat wodzisławski",2015,19.6
"18939",2416000,"Powiat zawierciański",2015,22.6
"18940",2417000,"Powiat żywiecki",2015,18.6
"18941",2461000,"Powiat m.Bielsko-Biała",2015,22.8
"18942",2462000,"Powiat m.Bytom",2015,21.8
"18943",2463000,"Powiat m.Chorzów",2015,22.1
"18944",2464000,"Powiat m.Częstochowa",2015,23.6
"18945",2465000,"Powiat m.Dąbrowa Górnicza",2015,21.7
"18946",2466000,"Powiat m.Gliwice",2015,22
"18947",2467000,"Powiat m.Jastrzębie-Zdrój",2015,21.5
"18948",2468000,"Powiat m.Jaworzno",2015,20.1
"18949",2469000,"Powiat m.Katowice",2015,23.9
"18950",2470000,"Powiat m.Mysłowice",2015,18.6
"18951",2471000,"Powiat m.Piekary Śląskie",2015,20.9
"18952",2472000,"Powiat m.Ruda Śląska",2015,19.6
"18953",2473000,"Powiat m.Rybnik",2015,18.9
"18954",2474000,"Powiat m.Siemianowice Śląskie",2015,21.7
"18955",2475000,"Powiat m.Sosnowiec",2015,23.9
"18956",2476000,"Powiat m.Świętochłowice",2015,21
"18957",2477000,"Powiat m.Tychy",2015,20.1
"18958",2478000,"Powiat m.Zabrze",2015,20.7
"18959",2479000,"Powiat m.Żory",2015,17.7
"18960",2601000,"Powiat buski",2015,22.1
"18961",2602000,"Powiat jędrzejowski",2015,20.7
"18962",2603000,"Powiat kazimierski",2015,22.2
"18963",2604000,"Powiat kielecki",2015,16.2
"18964",2605000,"Powiat konecki",2015,21.9
"18965",2606000,"Powiat opatowski",2015,20.9
"18966",2607000,"Powiat ostrowiecki",2015,22.5
"18967",2608000,"Powiat pińczowski",2015,22.4
"18968",2609000,"Powiat sandomierski",2015,21.5
"18969",2610000,"Powiat skarżyski",2015,23.4
"18970",2611000,"Powiat starachowicki",2015,22.4
"18971",2612000,"Powiat staszowski",2015,19.3
"18972",2613000,"Powiat włoszczowski",2015,20.6
"18973",2661000,"Powiat m.Kielce",2015,23.4
"18974",2801000,"Powiat bartoszycki",2015,18.3
"18975",2802000,"Powiat braniewski",2015,16.9
"18976",2803000,"Powiat działdowski",2015,16.7
"18977",2804000,"Powiat elbląski",2015,15.9
"18978",2805000,"Powiat ełcki",2015,16
"18979",2806000,"Powiat giżycki",2015,18.7
"18980",2807000,"Powiat iławski",2015,16.8
"18981",2808000,"Powiat kętrzyński",2015,18.9
"18982",2809000,"Powiat lidzbarski",2015,18.4
"18983",2810000,"Powiat mrągowski",2015,17
"18984",2811000,"Powiat nidzicki",2015,16.9
"18985",2812000,"Powiat nowomiejski",2015,16.6
"18986",2813000,"Powiat olecki",2015,17.2
"18987",2814000,"Powiat olsztyński",2015,15.5
"18988",2815000,"Powiat ostródzki",2015,17.5
"18989",2816000,"Powiat piski",2015,17
"18990",2817000,"Powiat szczycieński",2015,16.6
"18991",2818000,"Powiat gołdapski",2015,16.6
"18992",2819000,"Powiat węgorzewski",2015,19.6
"18993",2861000,"Powiat m.Elbląg",2015,20.6
"18994",2862000,"Powiat m.Olsztyn",2015,20.3
"18995",3001000,"Powiat chodzieski",2015,18
"18996",3002000,"Powiat czarnkowsko-trzcianecki",2015,17.5
"18997",3003000,"Powiat gnieźnieński",2015,17.8
"18998",3004000,"Powiat gostyński",2015,17.2
"18999",3005000,"Powiat grodziski",2015,15
"19000",3006000,"Powiat jarociński",2015,17.9
"19001",3007000,"Powiat kaliski",2015,17.7
"19002",3008000,"Powiat kępiński",2015,17.3
"19003",3009000,"Powiat kolski",2015,19.2
"19004",3010000,"Powiat koniński",2015,15.9
"19005",3011000,"Powiat kościański",2015,17.6
"19006",3012000,"Powiat krotoszyński",2015,17.6
"19007",3013000,"Powiat leszczyński",2015,15.4
"19008",3014000,"Powiat międzychodzki",2015,17.7
"19009",3015000,"Powiat nowotomyski",2015,16.6
"19010",3016000,"Powiat obornicki",2015,16.3
"19011",3017000,"Powiat ostrowski",2015,18.6
"19012",3018000,"Powiat ostrzeszowski",2015,17.6
"19013",3019000,"Powiat pilski",2015,17.7
"19014",3020000,"Powiat pleszewski",2015,17.7
"19015",3021000,"Powiat poznański",2015,14.7
"19016",3022000,"Powiat rawicki",2015,18
"19017",3023000,"Powiat słupecki",2015,18.1
"19018",3024000,"Powiat szamotulski",2015,17
"19019",3025000,"Powiat średzki",2015,16.6
"19020",3026000,"Powiat śremski",2015,16.8
"19021",3027000,"Powiat turecki",2015,17.8
"19022",3028000,"Powiat wągrowiecki",2015,16.4
"19023",3029000,"Powiat wolsztyński",2015,16.6
"19024",3030000,"Powiat wrzesiński",2015,17.4
"19025",3031000,"Powiat złotowski",2015,16.5
"19026",3061000,"Powiat m.Kalisz",2015,23.2
"19027",3062000,"Powiat m.Konin",2015,22.7
"19028",3063000,"Powiat m.Leszno",2015,20.5
"19029",3064000,"Powiat m.Poznań",2015,22.8
"19030",3201000,"Powiat białogardzki",2015,18
"19031",3202000,"Powiat choszczeński",2015,18
"19032",3203000,"Powiat drawski",2015,18.3
"19033",3204000,"Powiat goleniowski",2015,17.2
"19034",3205000,"Powiat gryficki",2015,17.5
"19035",3206000,"Powiat gryfiński",2015,17.4
"19036",3207000,"Powiat kamieński",2015,19.3
"19037",3208000,"Powiat kołobrzeski",2015,20.2
"19038",3209000,"Powiat koszaliński",2015,16
"19039",3210000,"Powiat myśliborski",2015,18.3
"19040",3211000,"Powiat policki",2015,14.2
"19041",3212000,"Powiat pyrzycki",2015,18.4
"19042",3213000,"Powiat sławieński",2015,17.9
"19043",3214000,"Powiat stargardzki",2015,18.5
"19044",3215000,"Powiat szczecinecki",2015,19.2
"19045",3216000,"Powiat świdwiński",2015,18.6
"19046",3217000,"Powiat wałecki",2015,18.2
"19047",3218000,"Powiat łobeski",2015,18.6
"19048",3261000,"Powiat m.Koszalin",2015,23.4
"19049",3262000,"Powiat m.Szczecin",2015,22.8
"19050",3263000,"Powiat m.Świnoujście",2015,23.1
"19051",201000,"Powiat bolesławiecki",2016,19.7
"19052",202000,"Powiat dzierżoniowski",2016,22.9
"19053",203000,"Powiat głogowski",2016,20.1
"19054",204000,"Powiat górowski",2016,18.8
"19055",205000,"Powiat jaworski",2016,20.3
"19056",206000,"Powiat jeleniogórski",2016,21.1
"19057",207000,"Powiat kamiennogórski",2016,21
"19058",208000,"Powiat kłodzki",2016,22.8
"19059",209000,"Powiat legnicki",2016,18.8
"19060",210000,"Powiat lubański",2016,21.2
"19061",211000,"Powiat lubiński",2016,21.5
"19062",212000,"Powiat lwówecki",2016,20.2
"19063",213000,"Powiat milicki",2016,19.1
"19064",214000,"Powiat oleśnicki",2016,18.9
"19065",215000,"Powiat oławski",2016,19.7
"19066",216000,"Powiat polkowicki",2016,17.1
"19067",217000,"Powiat strzeliński",2016,19.8
"19068",218000,"Powiat średzki",2016,17.3
"19069",219000,"Powiat świdnicki",2016,21.4
"19070",220000,"Powiat trzebnicki",2016,18.2
"19071",221000,"Powiat wałbrzyski",2016,21.7
"19072",222000,"Powiat wołowski",2016,20.1
"19073",223000,"Powiat wrocławski",2016,15.2
"19074",224000,"Powiat ząbkowicki",2016,21.4
"19075",225000,"Powiat zgorzelecki",2016,21
"19076",226000,"Powiat złotoryjski",2016,19
"19077",261000,"Powiat m.Jelenia Góra",2016,26.3
"19078",262000,"Powiat m.Legnica",2016,22.3
"19079",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"19080",264000,"Powiat m.Wrocław",2016,23.3
"19081",265000,"Powiat m.Wałbrzych od 2013",2016,24.5
"19082",401000,"Powiat aleksandrowski",2016,20.5
"19083",402000,"Powiat brodnicki",2016,16.9
"19084",403000,"Powiat bydgoski",2016,15.7
"19085",404000,"Powiat chełmiński",2016,17.7
"19086",405000,"Powiat golubsko-dobrzyński",2016,17.7
"19087",406000,"Powiat grudziądzki",2016,16.2
"19088",407000,"Powiat inowrocławski",2016,19.9
"19089",408000,"Powiat lipnowski",2016,17
"19090",409000,"Powiat mogileński",2016,18.7
"19091",410000,"Powiat nakielski",2016,17.3
"19092",411000,"Powiat radziejowski",2016,19.8
"19093",412000,"Powiat rypiński",2016,18.8
"19094",413000,"Powiat sępoleński",2016,17.9
"19095",414000,"Powiat świecki",2016,17.8
"19096",415000,"Powiat toruński",2016,14.8
"19097",416000,"Powiat tucholski",2016,17.5
"19098",417000,"Powiat wąbrzeski",2016,18.6
"19099",418000,"Powiat włocławski",2016,18.6
"19100",419000,"Powiat żniński",2016,18.9
"19101",461000,"Powiat m.Bydgoszcz",2016,24
"19102",462000,"Powiat m.Grudziądz",2016,21.9
"19103",463000,"Powiat m.Toruń",2016,22
"19104",464000,"Powiat m.Włocławek",2016,23.1
"19105",601000,"Powiat bialski",2016,19.1
"19106",602000,"Powiat biłgorajski",2016,19.9
"19107",603000,"Powiat chełmski",2016,18.7
"19108",604000,"Powiat hrubieszowski",2016,22.1
"19109",605000,"Powiat janowski",2016,20.5
"19110",606000,"Powiat krasnostawski",2016,23.8
"19111",607000,"Powiat kraśnicki",2016,21.7
"19112",608000,"Powiat lubartowski",2016,19.6
"19113",609000,"Powiat lubelski",2016,18
"19114",610000,"Powiat łęczyński",2016,16
"19115",611000,"Powiat łukowski",2016,18.3
"19116",612000,"Powiat opolski",2016,20.9
"19117",613000,"Powiat parczewski",2016,20.8
"19118",614000,"Powiat puławski",2016,23.1
"19119",615000,"Powiat radzyński",2016,19.1
"19120",616000,"Powiat rycki",2016,20.7
"19121",617000,"Powiat świdnicki",2016,22.2
"19122",618000,"Powiat tomaszowski",2016,20.8
"19123",619000,"Powiat włodawski",2016,20.5
"19124",620000,"Powiat zamojski",2016,20.7
"19125",661000,"Powiat m.Biała Podlaska",2016,18.7
"19126",662000,"Powiat m.Chełm",2016,22.1
"19127",663000,"Powiat m.Lublin",2016,22.6
"19128",664000,"Powiat m.Zamość",2016,20.7
"19129",801000,"Powiat gorzowski",2016,16.3
"19130",802000,"Powiat krośnieński",2016,19
"19131",803000,"Powiat międzyrzecki",2016,19.3
"19132",804000,"Powiat nowosolski",2016,20.4
"19133",805000,"Powiat słubicki",2016,17.1
"19134",806000,"Powiat strzelecko-drezdenecki",2016,19.2
"19135",807000,"Powiat sulęciński",2016,17.9
"19136",808000,"Powiat świebodziński",2016,18.8
"19137",809000,"Powiat zielonogórski",2016,17.9
"19138",810000,"Powiat żagański",2016,19.6
"19139",811000,"Powiat żarski",2016,19.1
"19140",812000,"Powiat wschowski",2016,18
"19141",861000,"Powiat m.Gorzów Wielkopolski",2016,22.2
"19142",862000,"Powiat m.Zielona Góra",2016,21.8
"19143",1001000,"Powiat bełchatowski",2016,17
"19144",1002000,"Powiat kutnowski",2016,22.9
"19145",1003000,"Powiat łaski",2016,21
"19146",1004000,"Powiat łęczycki",2016,22
"19147",1005000,"Powiat łowicki",2016,21.4
"19148",1006000,"Powiat łódzki wschodni",2016,19.5
"19149",1007000,"Powiat opoczyński",2016,19.3
"19150",1008000,"Powiat pabianicki",2016,23.2
"19151",1009000,"Powiat pajęczański",2016,20.5
"19152",1010000,"Powiat piotrkowski",2016,19.3
"19153",1011000,"Powiat poddębicki",2016,21.5
"19154",1012000,"Powiat radomszczański",2016,21.6
"19155",1013000,"Powiat rawski",2016,20
"19156",1014000,"Powiat sieradzki",2016,20.3
"19157",1015000,"Powiat skierniewicki",2016,19.9
"19158",1016000,"Powiat tomaszowski",2016,21.8
"19159",1017000,"Powiat wieluński",2016,20.3
"19160",1018000,"Powiat wieruszowski",2016,18.8
"19161",1019000,"Powiat zduńskowolski",2016,20.5
"19162",1020000,"Powiat zgierski",2016,21.9
"19163",1021000,"Powiat brzeziński",2016,20.9
"19164",1061000,"Powiat m.Łódź",2016,26.6
"19165",1062000,"Powiat m.Piotrków Trybunalski",2016,22.8
"19166",1063000,"Powiat m.Skierniewice",2016,21
"19167",1201000,"Powiat bocheński",2016,17
"19168",1202000,"Powiat brzeski",2016,17.3
"19169",1203000,"Powiat chrzanowski",2016,21.5
"19170",1204000,"Powiat dąbrowski",2016,17.6
"19171",1205000,"Powiat gorlicki",2016,18.3
"19172",1206000,"Powiat krakowski",2016,17.9
"19173",1207000,"Powiat limanowski",2016,14.9
"19174",1208000,"Powiat miechowski",2016,22.7
"19175",1209000,"Powiat myślenicki",2016,15.5
"19176",1210000,"Powiat nowosądecki",2016,14.7
"19177",1211000,"Powiat nowotarski",2016,16.8
"19178",1212000,"Powiat olkuski",2016,21.7
"19179",1213000,"Powiat oświęcimski",2016,20.7
"19180",1214000,"Powiat proszowicki",2016,20.1
"19181",1215000,"Powiat suski",2016,17.8
"19182",1216000,"Powiat tarnowski",2016,16.8
"19183",1217000,"Powiat tatrzański",2016,19.2
"19184",1218000,"Powiat wadowicki",2016,17.9
"19185",1219000,"Powiat wielicki",2016,16.5
"19186",1261000,"Powiat m.Kraków",2016,22.7
"19187",1262000,"Powiat m.Nowy Sącz",2016,19.8
"19188",1263000,"Powiat m.Tarnów",2016,23.5
"19189",1401000,"Powiat białobrzeski",2016,17.5
"19190",1402000,"Powiat ciechanowski",2016,19.2
"19191",1403000,"Powiat garwoliński",2016,17.3
"19192",1404000,"Powiat gostyniński",2016,21
"19193",1405000,"Powiat grodziski",2016,19.1
"19194",1406000,"Powiat grójecki",2016,19.9
"19195",1407000,"Powiat kozienicki",2016,20.4
"19196",1408000,"Powiat legionowski",2016,18.4
"19197",1409000,"Powiat lipski",2016,22.2
"19198",1410000,"Powiat łosicki",2016,21.2
"19199",1411000,"Powiat makowski",2016,19.6
"19200",1412000,"Powiat miński",2016,18.3
"19201",1413000,"Powiat mławski",2016,18.7
"19202",1414000,"Powiat nowodworski",2016,18.7
"19203",1415000,"Powiat ostrołęcki",2016,15.7
"19204",1416000,"Powiat ostrowski",2016,19.9
"19205",1417000,"Powiat otwocki",2016,20.2
"19206",1418000,"Powiat piaseczyński",2016,17.2
"19207",1419000,"Powiat płocki",2016,18
"19208",1420000,"Powiat płoński",2016,19.3
"19209",1421000,"Powiat pruszkowski",2016,20.5
"19210",1422000,"Powiat przasnyski",2016,18.2
"19211",1423000,"Powiat przysuski",2016,20.5
"19212",1424000,"Powiat pułtuski",2016,18.5
"19213",1425000,"Powiat radomski",2016,16.7
"19214",1426000,"Powiat siedlecki",2016,18.2
"19215",1427000,"Powiat sierpecki",2016,18.6
"19216",1428000,"Powiat sochaczewski",2016,19.2
"19217",1429000,"Powiat sokołowski",2016,21.8
"19218",1430000,"Powiat szydłowiecki",2016,18.9
"19219",1432000,"Powiat warszawski zachodni",2016,19.1
"19220",1433000,"Powiat węgrowski",2016,20
"19221",1434000,"Powiat wołomiński",2016,16.2
"19222",1435000,"Powiat wyszkowski",2016,17.3
"19223",1436000,"Powiat zwoleński",2016,19.1
"19224",1437000,"Powiat żuromiński",2016,19.6
"19225",1438000,"Powiat żyrardowski",2016,20.7
"19226",1461000,"Powiat m.Ostrołęka",2016,19.5
"19227",1462000,"Powiat m.Płock",2016,22.5
"19228",1463000,"Powiat m.Radom",2016,21.7
"19229",1464000,"Powiat m.Siedlce",2016,20.2
"19230",1465000,"Powiat m. st. Warszawa",2016,23.7
"19231",1601000,"Powiat brzeski",2016,20.2
"19232",1602000,"Powiat głubczycki",2016,21.5
"19233",1603000,"Powiat kędzierzyńsko-kozielski",2016,21.9
"19234",1604000,"Powiat kluczborski",2016,20.2
"19235",1605000,"Powiat krapkowicki",2016,20
"19236",1606000,"Powiat namysłowski",2016,19.5
"19237",1607000,"Powiat nyski",2016,21.5
"19238",1608000,"Powiat oleski",2016,20.5
"19239",1609000,"Powiat opolski",2016,19
"19240",1610000,"Powiat prudnicki",2016,21.1
"19241",1611000,"Powiat strzelecki",2016,19.6
"19242",1661000,"Powiat m.Opole",2016,23.8
"19243",1801000,"Powiat bieszczadzki",2016,17.7
"19244",1802000,"Powiat brzozowski",2016,18.1
"19245",1803000,"Powiat dębicki",2016,17.6
"19246",1804000,"Powiat jarosławski",2016,18.7
