"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_poprodukcyjnym_proc"
"15176",2813000,"Powiat olecki",2005,13.7
"15177",2814000,"Powiat olsztyński",2005,12.1
"15178",2815000,"Powiat ostródzki",2005,13.2
"15179",2816000,"Powiat piski",2005,13.5
"15180",2817000,"Powiat szczycieński",2005,12.9
"15181",2818000,"Powiat gołdapski",2005,13.5
"15182",2819000,"Powiat węgorzewski",2005,15.8
"15183",2861000,"Powiat m.Elbląg",2005,14.1
"15184",2862000,"Powiat m.Olsztyn",2005,13.9
"15185",3001000,"Powiat chodzieski",2005,12.7
"15186",3002000,"Powiat czarnkowsko-trzcianecki",2005,12.9
"15187",3003000,"Powiat gnieźnieński",2005,12.6
"15188",3004000,"Powiat gostyński",2005,13.8
"15189",3005000,"Powiat grodziski",2005,11.9
"15190",3006000,"Powiat jarociński",2005,13.9
"15191",3007000,"Powiat kaliski",2005,15.3
"15192",3008000,"Powiat kępiński",2005,13.3
"15193",3009000,"Powiat kolski",2005,15
"15194",3010000,"Powiat koniński",2005,13.4
"15195",3011000,"Powiat kościański",2005,13.5
"15196",3012000,"Powiat krotoszyński",2005,13.7
"15197",3013000,"Powiat leszczyński",2005,12.1
"15198",3014000,"Powiat międzychodzki",2005,12.3
"15199",3015000,"Powiat nowotomyski",2005,12.5
"15200",3016000,"Powiat obornicki",2005,11.6
"15201",3017000,"Powiat ostrowski",2005,13.9
"15202",3018000,"Powiat ostrzeszowski",2005,13.6
"15203",3019000,"Powiat pilski",2005,12.4
"15204",3020000,"Powiat pleszewski",2005,13.3
"15205",3021000,"Powiat poznański",2005,11.4
"15206",3022000,"Powiat rawicki",2005,13.4
"15207",3023000,"Powiat słupecki",2005,14
"15208",3024000,"Powiat szamotulski",2005,13.2
"15209",3025000,"Powiat średzki",2005,12.9
"15210",3026000,"Powiat śremski",2005,11.8
"15211",3027000,"Powiat turecki",2005,14.5
"15212",3028000,"Powiat wągrowiecki",2005,12.7
"15213",3029000,"Powiat wolsztyński",2005,12.3
"15214",3030000,"Powiat wrzesiński",2005,13
"15215",3031000,"Powiat złotowski",2005,12.3
"15216",3061000,"Powiat m.Kalisz",2005,16.3
"15217",3062000,"Powiat m.Konin",2005,13.8
"15218",3063000,"Powiat m.Leszno",2005,13.6
"15219",3064000,"Powiat m.Poznań",2005,16.7
"15220",3201000,"Powiat białogardzki",2005,13.4
"15221",3202000,"Powiat choszczeński",2005,13.3
"15222",3203000,"Powiat drawski",2005,13
"15223",3204000,"Powiat goleniowski",2005,12.2
"15224",3205000,"Powiat gryficki",2005,12.8
"15225",3206000,"Powiat gryfiński",2005,12.1
"15226",3207000,"Powiat kamieński",2005,13.2
"15227",3208000,"Powiat kołobrzeski",2005,13.6
"15228",3209000,"Powiat koszaliński",2005,11.7
"15229",3210000,"Powiat myśliborski",2005,13.3
"15230",3211000,"Powiat policki",2005,8.8
"15231",3212000,"Powiat pyrzycki",2005,13.5
"15232",3213000,"Powiat sławieński",2005,13.1
"15233",3214000,"Powiat stargardzki",2005,12.9
"15234",3215000,"Powiat szczecinecki",2005,14
"15235",3216000,"Powiat świdwiński",2005,13.5
"15236",3217000,"Powiat wałecki",2005,12.6
"15237",3218000,"Powiat łobeski",2005,14.5
"15238",3261000,"Powiat m.Koszalin",2005,15.8
"15239",3262000,"Powiat m.Szczecin",2005,16.7
"15240",3263000,"Powiat m.Świnoujście",2005,15
"15241",201000,"Powiat bolesławiecki",2006,14.3
"15242",202000,"Powiat dzierżoniowski",2006,17.5
"15243",203000,"Powiat głogowski",2006,11.3
"15244",204000,"Powiat górowski",2006,14.1
"15245",205000,"Powiat jaworski",2006,14.7
"15246",206000,"Powiat jeleniogórski",2006,15.1
"15247",207000,"Powiat kamiennogórski",2006,15.9
"15248",208000,"Powiat kłodzki",2006,16.8
"15249",209000,"Powiat legnicki",2006,14.6
"15250",210000,"Powiat lubański",2006,15
"15251",211000,"Powiat lubiński",2006,12.8
"15252",212000,"Powiat lwówecki",2006,15
"15253",213000,"Powiat milicki",2006,13.5
"15254",214000,"Powiat oleśnicki",2006,13.7
"15255",215000,"Powiat oławski",2006,13.3
"15256",216000,"Powiat polkowicki",2006,11.9
"15257",217000,"Powiat strzeliński",2006,15.8
"15258",218000,"Powiat średzki",2006,14.2
"15259",219000,"Powiat świdnicki",2006,15.5
"15260",220000,"Powiat trzebnicki",2006,13.4
"15261",221000,"Powiat wałbrzyski",2006,18.2
"15262",222000,"Powiat wołowski",2006,15.8
"15263",223000,"Powiat wrocławski",2006,13.2
"15264",224000,"Powiat ząbkowicki",2006,16
"15265",225000,"Powiat zgorzelecki",2006,14.9
"15266",226000,"Powiat złotoryjski",2006,13.6
"15267",261000,"Powiat m.Jelenia Góra",2006,18.3
"15268",262000,"Powiat m.Legnica",2006,15.1
"15269",263000,"Powiat m.Wałbrzych do 2002",2006,NA
"15270",264000,"Powiat m.Wrocław",2006,18.1
"15271",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"15272",401000,"Powiat aleksandrowski",2006,16
"15273",402000,"Powiat brodnicki",2006,13.9
"15274",403000,"Powiat bydgoski",2006,11.9
"15275",404000,"Powiat chełmiński",2006,13.4
"15276",405000,"Powiat golubsko-dobrzyński",2006,14.2
"15277",406000,"Powiat grudziądzki",2006,12.5
"15278",407000,"Powiat inowrocławski",2006,14.4
"15279",408000,"Powiat lipnowski",2006,14
"15280",409000,"Powiat mogileński",2006,14.2
"15281",410000,"Powiat nakielski",2006,12.5
"15282",411000,"Powiat radziejowski",2006,16.5
"15283",412000,"Powiat rypiński",2006,15.2
"15284",413000,"Powiat sępoleński",2006,13.7
"15285",414000,"Powiat świecki",2006,13.1
"15286",415000,"Powiat toruński",2006,12
"15287",416000,"Powiat tucholski",2006,13.3
"15288",417000,"Powiat wąbrzeski",2006,14.5
"15289",418000,"Powiat włocławski",2006,15.7
"15290",419000,"Powiat żniński",2006,13.6
"15291",461000,"Powiat m.Bydgoszcz",2006,17.3
"15292",462000,"Powiat m.Grudziądz",2006,16
"15293",463000,"Powiat m.Toruń",2006,14.9
"15294",464000,"Powiat m.Włocławek",2006,15
"15295",601000,"Powiat bialski",2006,17.8
"15296",602000,"Powiat biłgorajski",2006,16.6
"15297",603000,"Powiat chełmski",2006,17.4
"15298",604000,"Powiat hrubieszowski",2006,18.5
"15299",605000,"Powiat janowski",2006,18.1
"15300",606000,"Powiat krasnostawski",2006,20.6
"15301",607000,"Powiat kraśnicki",2006,18.2
"15302",608000,"Powiat lubartowski",2006,16.9
"15303",609000,"Powiat lubelski",2006,16.5
"15304",610000,"Powiat łęczyński",2006,11.9
"15305",611000,"Powiat łukowski",2006,15.6
"15306",612000,"Powiat opolski",2006,17.7
"15307",613000,"Powiat parczewski",2006,18.3
"15308",614000,"Powiat puławski",2006,18.1
"15309",615000,"Powiat radzyński",2006,16.6
"15310",616000,"Powiat rycki",2006,16.4
"15311",617000,"Powiat świdnicki",2006,16.9
"15312",618000,"Powiat tomaszowski",2006,17.6
"15313",619000,"Powiat włodawski",2006,16.1
"15314",620000,"Powiat zamojski",2006,19.4
"15315",661000,"Powiat m.Biała Podlaska",2006,11.3
"15316",662000,"Powiat m.Chełm",2006,14.1
"15317",663000,"Powiat m.Lublin",2006,16
"15318",664000,"Powiat m.Zamość",2006,13.2
"15319",801000,"Powiat gorzowski",2006,12.4
"15320",802000,"Powiat krośnieński",2006,12.9
"15321",803000,"Powiat międzyrzecki",2006,13.5
"15322",804000,"Powiat nowosolski",2006,14.3
"15323",805000,"Powiat słubicki",2006,12.4
"15324",806000,"Powiat strzelecko-drezdenecki",2006,13.8
"15325",807000,"Powiat sulęciński",2006,14
"15326",808000,"Powiat świebodziński",2006,13.8
"15327",809000,"Powiat zielonogórski",2006,12.1
"15328",810000,"Powiat żagański",2006,14.3
"15329",811000,"Powiat żarski",2006,13.8
"15330",812000,"Powiat wschowski",2006,12.8
"15331",861000,"Powiat m.Gorzów Wielkopolski",2006,14.4
"15332",862000,"Powiat m.Zielona Góra",2006,15.9
"15333",1001000,"Powiat bełchatowski",2006,11.8
"15334",1002000,"Powiat kutnowski",2006,17.3
"15335",1003000,"Powiat łaski",2006,16.9
"15336",1004000,"Powiat łęczycki",2006,18.8
"15337",1005000,"Powiat łowicki",2006,17.6
"15338",1006000,"Powiat łódzki wschodni",2006,15.9
"15339",1007000,"Powiat opoczyński",2006,16.3
"15340",1008000,"Powiat pabianicki",2006,18.3
"15341",1009000,"Powiat pajęczański",2006,17.6
"15342",1010000,"Powiat piotrkowski",2006,17.1
"15343",1011000,"Powiat poddębicki",2006,18.8
"15344",1012000,"Powiat radomszczański",2006,17.5
"15345",1013000,"Powiat rawski",2006,16.2
"15346",1014000,"Powiat sieradzki",2006,16.3
"15347",1015000,"Powiat skierniewicki",2006,19.5
"15348",1016000,"Powiat tomaszowski",2006,16.9
"15349",1017000,"Powiat wieluński",2006,16.9
"15350",1018000,"Powiat wieruszowski",2006,15.5
"15351",1019000,"Powiat zduńskowolski",2006,15.6
"15352",1020000,"Powiat zgierski",2006,17
"15353",1021000,"Powiat brzeziński",2006,16.7
"15354",1061000,"Powiat m.Łódź",2006,20
"15355",1062000,"Powiat m.Piotrków Trybunalski",2006,15.7
"15356",1063000,"Powiat m.Skierniewice",2006,13.8
"15357",1201000,"Powiat bocheński",2006,14.2
"15358",1202000,"Powiat brzeski",2006,14.6
"15359",1203000,"Powiat chrzanowski",2006,16.8
"15360",1204000,"Powiat dąbrowski",2006,15.7
"15361",1205000,"Powiat gorlicki",2006,15.4
"15362",1206000,"Powiat krakowski",2006,15.5
"15363",1207000,"Powiat limanowski",2006,13.6
"15364",1208000,"Powiat miechowski",2006,19.7
"15365",1209000,"Powiat myślenicki",2006,13.3
"15366",1210000,"Powiat nowosądecki",2006,13
"15367",1211000,"Powiat nowotarski",2006,13.9
"15368",1212000,"Powiat olkuski",2006,16.2
"15369",1213000,"Powiat oświęcimski",2006,16.4
"15370",1214000,"Powiat proszowicki",2006,17.1
"15371",1215000,"Powiat suski",2006,15.6
"15372",1216000,"Powiat tarnowski",2006,15.2
"15373",1217000,"Powiat tatrzański",2006,16
"15374",1218000,"Powiat wadowicki",2006,14.8
"15375",1219000,"Powiat wielicki",2006,14.4
"15376",1261000,"Powiat m.Kraków",2006,17.7
"15377",1262000,"Powiat m.Nowy Sącz",2006,14.2
"15378",1263000,"Powiat m.Tarnów",2006,16.5
"15379",1401000,"Powiat białobrzeski",2006,15.5
"15380",1402000,"Powiat ciechanowski",2006,14.6
"15381",1403000,"Powiat garwoliński",2006,15.4
"15382",1404000,"Powiat gostyniński",2006,16.1
"15383",1405000,"Powiat grodziski",2006,16.2
"15384",1406000,"Powiat grójecki",2006,16.6
"15385",1407000,"Powiat kozienicki",2006,15.8
"15386",1408000,"Powiat legionowski",2006,13.2
"15387",1409000,"Powiat lipski",2006,19.6
"15388",1410000,"Powiat łosicki",2006,19.4
"15389",1411000,"Powiat makowski",2006,16.7
"15390",1412000,"Powiat miński",2006,15.8
"15391",1413000,"Powiat mławski",2006,16
"15392",1414000,"Powiat nowodworski",2006,14.4
"15393",1415000,"Powiat ostrołęcki",2006,15.5
"15394",1416000,"Powiat ostrowski",2006,17
"15395",1417000,"Powiat otwocki",2006,16.5
"15396",1418000,"Powiat piaseczyński",2006,14
"15397",1419000,"Powiat płocki",2006,15.6
"15398",1420000,"Powiat płoński",2006,16.1
"15399",1421000,"Powiat pruszkowski",2006,16.4
"15400",1422000,"Powiat przasnyski",2006,15.9
"15401",1423000,"Powiat przysuski",2006,19.1
"15402",1424000,"Powiat pułtuski",2006,15.3
"15403",1425000,"Powiat radomski",2006,13.9
"15404",1426000,"Powiat siedlecki",2006,17.3
"15405",1427000,"Powiat sierpecki",2006,16
"15406",1428000,"Powiat sochaczewski",2006,15.5
"15407",1429000,"Powiat sokołowski",2006,19.1
"15408",1430000,"Powiat szydłowiecki",2006,15.8
"15409",1432000,"Powiat warszawski zachodni",2006,15
"15410",1433000,"Powiat węgrowski",2006,17.5
"15411",1434000,"Powiat wołomiński",2006,13.7
"15412",1435000,"Powiat wyszkowski",2006,14.3
"15413",1436000,"Powiat zwoleński",2006,17.2
"15414",1437000,"Powiat żuromiński",2006,17.3
"15415",1438000,"Powiat żyrardowski",2006,16.2
"15416",1461000,"Powiat m.Ostrołęka",2006,11.3
"15417",1462000,"Powiat m.Płock",2006,14.3
"15418",1463000,"Powiat m.Radom",2006,15.4
"15419",1464000,"Powiat m.Siedlce",2006,12.8
"15420",1465000,"Powiat m. st. Warszawa",2006,20
"15421",1601000,"Powiat brzeski",2006,15.1
"15422",1602000,"Powiat głubczycki",2006,16.6
"15423",1603000,"Powiat kędzierzyńsko-kozielski",2006,17.2
"15424",1604000,"Powiat kluczborski",2006,15.7
"15425",1605000,"Powiat krapkowicki",2006,15.5
"15426",1606000,"Powiat namysłowski",2006,14.8
"15427",1607000,"Powiat nyski",2006,15.6
"15428",1608000,"Powiat oleski",2006,16.5
"15429",1609000,"Powiat opolski",2006,15.9
"15430",1610000,"Powiat prudnicki",2006,17.6
"15431",1611000,"Powiat strzelecki",2006,16.4
"15432",1661000,"Powiat m.Opole",2006,16.2
"15433",1801000,"Powiat bieszczadzki",2006,13.3
"15434",1802000,"Powiat brzozowski",2006,15.6
"15435",1803000,"Powiat dębicki",2006,14.2
"15436",1804000,"Powiat jarosławski",2006,14.9
"15437",1805000,"Powiat jasielski",2006,15.7
"15438",1806000,"Powiat kolbuszowski",2006,14.9
"15439",1807000,"Powiat krośnieński",2006,15.8
"15440",1808000,"Powiat leżajski",2006,14.6
"15441",1809000,"Powiat lubaczowski",2006,15.9
"15442",1810000,"Powiat łańcucki",2006,16.1
"15443",1811000,"Powiat mielecki",2006,14.8
"15444",1812000,"Powiat niżański",2006,14.8
"15445",1813000,"Powiat przemyski",2006,15.2
"15446",1814000,"Powiat przeworski",2006,16.3
"15447",1815000,"Powiat ropczycko-sędziszowski",2006,14.3
"15448",1816000,"Powiat rzeszowski",2006,15.5
"15449",1817000,"Powiat sanocki",2006,14.3
"15450",1818000,"Powiat stalowowolski",2006,14.4
"15451",1819000,"Powiat strzyżowski",2006,16.4
"15452",1820000,"Powiat tarnobrzeski",2006,14.5
"15453",1821000,"Powiat leski",2006,14.5
"15454",1861000,"Powiat m.Krosno",2006,15.3
"15455",1862000,"Powiat m.Przemyśl",2006,16.1
"15456",1863000,"Powiat m.Rzeszów",2006,14.7
"15457",1864000,"Powiat m.Tarnobrzeg",2006,13.9
"15458",2001000,"Powiat augustowski",2006,17.1
"15459",2002000,"Powiat białostocki",2006,16.9
"15460",2003000,"Powiat bielski",2006,22.5
"15461",2004000,"Powiat grajewski",2006,14.8
"15462",2005000,"Powiat hajnowski",2006,24.2
"15463",2006000,"Powiat kolneński",2006,16
"15464",2007000,"Powiat łomżyński",2006,17.5
"15465",2008000,"Powiat moniecki",2006,18.6
"15466",2009000,"Powiat sejneński",2006,18.3
"15467",2010000,"Powiat siemiatycki",2006,21.1
"15468",2011000,"Powiat sokólski",2006,19.3
"15469",2012000,"Powiat suwalski",2006,16.8
"15470",2013000,"Powiat wysokomazowiecki",2006,18.4
"15471",2014000,"Powiat zambrowski",2006,15.8
"15472",2061000,"Powiat m.Białystok",2006,15.1
"15473",2062000,"Powiat m.Łomża",2006,11.8
"15474",2063000,"Powiat m.Suwałki",2006,11.5
"15475",2201000,"Powiat bytowski",2006,11.5
"15476",2202000,"Powiat chojnicki",2006,13.1
"15477",2203000,"Powiat człuchowski",2006,12.2
"15478",2204000,"Powiat gdański",2006,10.9
"15479",2205000,"Powiat kartuski",2006,11
"15480",2206000,"Powiat kościerski",2006,12.5
"15481",2207000,"Powiat kwidzyński",2006,11.4
"15482",2208000,"Powiat lęborski",2006,12.3
"15483",2209000,"Powiat malborski",2006,13.8
"15484",2210000,"Powiat nowodworski",2006,13.1
"15485",2211000,"Powiat pucki",2006,11.5
"15486",2212000,"Powiat słupski",2006,11.8
"15487",2213000,"Powiat starogardzki",2006,12.8
"15488",2214000,"Powiat tczewski",2006,12.9
"15489",2215000,"Powiat wejherowski",2006,11.3
"15490",2216000,"Powiat sztumski",2006,11.4
"15491",2261000,"Powiat m.Gdańsk",2006,17.5
"15492",2262000,"Powiat m.Gdynia",2006,17.6
"15493",2263000,"Powiat m.Słupsk",2006,15.6
"15494",2264000,"Powiat m.Sopot",2006,23.4
"15495",2401000,"Powiat będziński",2006,18
"15496",2402000,"Powiat bielski",2006,15
"15497",2403000,"Powiat cieszyński",2006,15.4
"15498",2404000,"Powiat częstochowski",2006,17.4
"15499",2405000,"Powiat gliwicki",2006,15.8
"15500",2406000,"Powiat kłobucki",2006,16.9
"15501",2407000,"Powiat lubliniecki",2006,15.5
"15502",2408000,"Powiat mikołowski",2006,14.9
"15503",2409000,"Powiat myszkowski",2006,17.3
"15504",2410000,"Powiat pszczyński",2006,12.1
"15505",2411000,"Powiat raciborski",2006,16.1
"15506",2412000,"Powiat rybnicki",2006,15
"15507",2413000,"Powiat tarnogórski",2006,16.6
"15508",2414000,"Powiat bieruńsko-lędziński",2006,13.1
"15509",2415000,"Powiat wodzisławski",2006,16
"15510",2416000,"Powiat zawierciański",2006,17.9
"15511",2417000,"Powiat żywiecki",2006,15.9
"15512",2461000,"Powiat m.Bielsko-Biała",2006,16.8
"15513",2462000,"Powiat m.Bytom",2006,17.3
"15514",2463000,"Powiat m.Chorzów",2006,18.7
"15515",2464000,"Powiat m.Częstochowa",2006,17.4
"15516",2465000,"Powiat m.Dąbrowa Górnicza",2006,15
"15517",2466000,"Powiat m.Gliwice",2006,16.8
"15518",2467000,"Powiat m.Jastrzębie-Zdrój",2006,12.8
"15519",2468000,"Powiat m.Jaworzno",2006,16.1
"15520",2469000,"Powiat m.Katowice",2006,18.8
"15521",2470000,"Powiat m.Mysłowice",2006,14.4
"15522",2471000,"Powiat m.Piekary Śląskie",2006,16.9
"15523",2472000,"Powiat m.Ruda Śląska",2006,15.2
"15524",2473000,"Powiat m.Rybnik",2006,14.2
"15525",2474000,"Powiat m.Siemianowice Śląskie",2006,16.7
"15526",2475000,"Powiat m.Sosnowiec",2006,16.4
"15527",2476000,"Powiat m.Świętochłowice",2006,15.6
"15528",2477000,"Powiat m.Tychy",2006,13.6
"15529",2478000,"Powiat m.Zabrze",2006,16
"15530",2479000,"Powiat m.Żory",2006,8.6
"15531",2601000,"Powiat buski",2006,19.8
"15532",2602000,"Powiat jędrzejowski",2006,17.2
"15533",2603000,"Powiat kazimierski",2006,20.4
"15534",2604000,"Powiat kielecki",2006,14.3
"15535",2605000,"Powiat konecki",2006,17.9
"15536",2606000,"Powiat opatowski",2006,18.6
"15537",2607000,"Powiat ostrowiecki",2006,17.3
"15538",2608000,"Powiat pińczowski",2006,19.5
"15539",2609000,"Powiat sandomierski",2006,17.9
"15540",2610000,"Powiat skarżyski",2006,18.4
"15541",2611000,"Powiat starachowicki",2006,18.2
"15542",2612000,"Powiat staszowski",2006,16.1
"15543",2613000,"Powiat włoszczowski",2006,17.8
"15544",2661000,"Powiat m.Kielce",2006,16.2
"15545",2801000,"Powiat bartoszycki",2006,14
"15546",2802000,"Powiat braniewski",2006,13
"15547",2803000,"Powiat działdowski",2006,13.4
"15548",2804000,"Powiat elbląski",2006,13.3
"15549",2805000,"Powiat ełcki",2006,12.2
"15550",2806000,"Powiat giżycki",2006,14.4
"15551",2807000,"Powiat iławski",2006,12.7
"15552",2808000,"Powiat kętrzyński",2006,14.7
"15553",2809000,"Powiat lidzbarski",2006,15
"15554",2810000,"Powiat mrągowski",2006,12.7
"15555",2811000,"Powiat nidzicki",2006,13.4
"15556",2812000,"Powiat nowomiejski",2006,13.8
"15557",2813000,"Powiat olecki",2006,13.8
"15558",2814000,"Powiat olsztyński",2006,12.2
"15559",2815000,"Powiat ostródzki",2006,13.4
"15560",2816000,"Powiat piski",2006,13.8
"15561",2817000,"Powiat szczycieński",2006,13.2
"15562",2818000,"Powiat gołdapski",2006,13.7
"15563",2819000,"Powiat węgorzewski",2006,16
"15564",2861000,"Powiat m.Elbląg",2006,14.3
"15565",2862000,"Powiat m.Olsztyn",2006,14.3
"15566",3001000,"Powiat chodzieski",2006,13.1
"15567",3002000,"Powiat czarnkowsko-trzcianecki",2006,13.2
"15568",3003000,"Powiat gnieźnieński",2006,13
"15569",3004000,"Powiat gostyński",2006,14.1
"15570",3005000,"Powiat grodziski",2006,12
"15571",3006000,"Powiat jarociński",2006,14.2
"15572",3007000,"Powiat kaliski",2006,15.4
"15573",3008000,"Powiat kępiński",2006,13.6
"15574",3009000,"Powiat kolski",2006,15.4
"15575",3010000,"Powiat koniński",2006,13.6
"15576",3011000,"Powiat kościański",2006,13.8
"15577",3012000,"Powiat krotoszyński",2006,14
"15578",3013000,"Powiat leszczyński",2006,12.4
"15579",3014000,"Powiat międzychodzki",2006,12.5
"15580",3015000,"Powiat nowotomyski",2006,12.7
"15581",3016000,"Powiat obornicki",2006,11.9
"15582",3017000,"Powiat ostrowski",2006,14.3
"15583",3018000,"Powiat ostrzeszowski",2006,13.9
"15584",3019000,"Powiat pilski",2006,12.8
"15585",3020000,"Powiat pleszewski",2006,13.6
"15586",3021000,"Powiat poznański",2006,11.6
"15587",3022000,"Powiat rawicki",2006,13.7
"15588",3023000,"Powiat słupecki",2006,14.4
"15589",3024000,"Powiat szamotulski",2006,13.4
"15590",3025000,"Powiat średzki",2006,13.2
"15591",3026000,"Powiat śremski",2006,12.3
"15592",3027000,"Powiat turecki",2006,14.8
"15593",3028000,"Powiat wągrowiecki",2006,12.9
"15594",3029000,"Powiat wolsztyński",2006,12.6
"15595",3030000,"Powiat wrzesiński",2006,13.5
"15596",3031000,"Powiat złotowski",2006,12.5
"15597",3061000,"Powiat m.Kalisz",2006,17
"15598",3062000,"Powiat m.Konin",2006,14.7
"15599",3063000,"Powiat m.Leszno",2006,14.2
"15600",3064000,"Powiat m.Poznań",2006,17.2
"15601",3201000,"Powiat białogardzki",2006,13.6
"15602",3202000,"Powiat choszczeński",2006,13.5
"15603",3203000,"Powiat drawski",2006,13.2
"15604",3204000,"Powiat goleniowski",2006,12.4
"15605",3205000,"Powiat gryficki",2006,13
"15606",3206000,"Powiat gryfiński",2006,12.3
"15607",3207000,"Powiat kamieński",2006,13.4
"15608",3208000,"Powiat kołobrzeski",2006,14
"15609",3209000,"Powiat koszaliński",2006,11.7
"15610",3210000,"Powiat myśliborski",2006,13.6
"15611",3211000,"Powiat policki",2006,9
"15612",3212000,"Powiat pyrzycki",2006,13.8
"15613",3213000,"Powiat sławieński",2006,13.3
"15614",3214000,"Powiat stargardzki",2006,13.1
"15615",3215000,"Powiat szczecinecki",2006,14.2
"15616",3216000,"Powiat świdwiński",2006,13.7
"15617",3217000,"Powiat wałecki",2006,12.8
"15618",3218000,"Powiat łobeski",2006,14.6
"15619",3261000,"Powiat m.Koszalin",2006,16.4
"15620",3262000,"Powiat m.Szczecin",2006,17.1
"15621",3263000,"Powiat m.Świnoujście",2006,15.6
"15622",201000,"Powiat bolesławiecki",2007,14.6
"15623",202000,"Powiat dzierżoniowski",2007,17.7
"15624",203000,"Powiat głogowski",2007,11.8
"15625",204000,"Powiat górowski",2007,14.1
"15626",205000,"Powiat jaworski",2007,15
"15627",206000,"Powiat jeleniogórski",2007,15.3
"15628",207000,"Powiat kamiennogórski",2007,16.1
"15629",208000,"Powiat kłodzki",2007,17.1
"15630",209000,"Powiat legnicki",2007,14.8
"15631",210000,"Powiat lubański",2007,15.2
"15632",211000,"Powiat lubiński",2007,13.4
"15633",212000,"Powiat lwówecki",2007,15.1
"15634",213000,"Powiat milicki",2007,13.7
"15635",214000,"Powiat oleśnicki",2007,14
"15636",215000,"Powiat oławski",2007,13.7
"15637",216000,"Powiat polkowicki",2007,12.3
"15638",217000,"Powiat strzeliński",2007,16
"15639",218000,"Powiat średzki",2007,14.2
"15640",219000,"Powiat świdnicki",2007,15.7
"15641",220000,"Powiat trzebnicki",2007,13.6
"15642",221000,"Powiat wałbrzyski",2007,18.4
"15643",222000,"Powiat wołowski",2007,15.8
"15644",223000,"Powiat wrocławski",2007,13.1
"15645",224000,"Powiat ząbkowicki",2007,16.2
"15646",225000,"Powiat zgorzelecki",2007,15.2
"15647",226000,"Powiat złotoryjski",2007,13.6
"15648",261000,"Powiat m.Jelenia Góra",2007,18.8
"15649",262000,"Powiat m.Legnica",2007,15.4
"15650",263000,"Powiat m.Wałbrzych do 2002",2007,NA
"15651",264000,"Powiat m.Wrocław",2007,18.5
"15652",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"15653",401000,"Powiat aleksandrowski",2007,16.3
"15654",402000,"Powiat brodnicki",2007,14
"15655",403000,"Powiat bydgoski",2007,12.1
"15656",404000,"Powiat chełmiński",2007,13.7
"15657",405000,"Powiat golubsko-dobrzyński",2007,14.4
"15658",406000,"Powiat grudziądzki",2007,12.7
"15659",407000,"Powiat inowrocławski",2007,14.8
"15660",408000,"Powiat lipnowski",2007,14.1
"15661",409000,"Powiat mogileński",2007,14.3
"15662",410000,"Powiat nakielski",2007,12.8
"15663",411000,"Powiat radziejowski",2007,16.6
"15664",412000,"Powiat rypiński",2007,15.4
"15665",413000,"Powiat sępoleński",2007,13.9
"15666",414000,"Powiat świecki",2007,13.3
"15667",415000,"Powiat toruński",2007,11.9
"15668",416000,"Powiat tucholski",2007,13.5
"15669",417000,"Powiat wąbrzeski",2007,14.7
"15670",418000,"Powiat włocławski",2007,15.8
"15671",419000,"Powiat żniński",2007,13.8
"15672",461000,"Powiat m.Bydgoszcz",2007,17.9
"15673",462000,"Powiat m.Grudziądz",2007,16.4
"15674",463000,"Powiat m.Toruń",2007,15.4
"15675",464000,"Powiat m.Włocławek",2007,15.6
"15676",601000,"Powiat bialski",2007,17.8
"15677",602000,"Powiat biłgorajski",2007,16.6
"15678",603000,"Powiat chełmski",2007,17.4
"15679",604000,"Powiat hrubieszowski",2007,18.6
"15680",605000,"Powiat janowski",2007,18.2
"15681",606000,"Powiat krasnostawski",2007,20.6
"15682",607000,"Powiat kraśnicki",2007,18.4
"15683",608000,"Powiat lubartowski",2007,17
"15684",609000,"Powiat lubelski",2007,16.5
"15685",610000,"Powiat łęczyński",2007,12
"15686",611000,"Powiat łukowski",2007,15.7
"15687",612000,"Powiat opolski",2007,17.8
"15688",613000,"Powiat parczewski",2007,18.3
"15689",614000,"Powiat puławski",2007,18.5
"15690",615000,"Powiat radzyński",2007,16.6
"15691",616000,"Powiat rycki",2007,16.7
"15692",617000,"Powiat świdnicki",2007,17.1
"15693",618000,"Powiat tomaszowski",2007,17.7
"15694",619000,"Powiat włodawski",2007,16.3
"15695",620000,"Powiat zamojski",2007,19.3
"15696",661000,"Powiat m.Biała Podlaska",2007,11.7
"15697",662000,"Powiat m.Chełm",2007,14.6
"15698",663000,"Powiat m.Lublin",2007,16.5
"15699",664000,"Powiat m.Zamość",2007,13.7
"15700",801000,"Powiat gorzowski",2007,12.6
"15701",802000,"Powiat krośnieński",2007,13.1
"15702",803000,"Powiat międzyrzecki",2007,13.8
"15703",804000,"Powiat nowosolski",2007,14.6
"15704",805000,"Powiat słubicki",2007,12.5
"15705",806000,"Powiat strzelecko-drezdenecki",2007,14.2
"15706",807000,"Powiat sulęciński",2007,14
"15707",808000,"Powiat świebodziński",2007,14.1
"15708",809000,"Powiat zielonogórski",2007,12.3
"15709",810000,"Powiat żagański",2007,14.5
"15710",811000,"Powiat żarski",2007,14
"15711",812000,"Powiat wschowski",2007,13
"15712",861000,"Powiat m.Gorzów Wielkopolski",2007,15
"15713",862000,"Powiat m.Zielona Góra",2007,16.4
"15714",1001000,"Powiat bełchatowski",2007,12
