"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_noclegi_udzielone_turystom_krajowym_w_turystycznych_obiektach_noclegowych_ogolem_na_10_tys_mieszkancow_ogolem"
"63894",2413000,"Powiat tarnogórski",2007,1187
"63895",2414000,"Powiat bieruńsko-lędziński",2007,1575
"63896",2415000,"Powiat wodzisławski",2007,1093
"63897",2416000,"Powiat zawierciański",2007,5710
"63898",2417000,"Powiat żywiecki",2007,12770
"63899",2461000,"Powiat m.Bielsko-Biała",2007,6148
"63900",2462000,"Powiat m.Bytom",2007,809
"63901",2463000,"Powiat m.Chorzów",2007,4184
"63902",2464000,"Powiat m.Częstochowa",2007,9037
"63903",2465000,"Powiat m.Dąbrowa Górnicza",2007,443
"63904",2466000,"Powiat m.Gliwice",2007,6006
"63905",2467000,"Powiat m.Jastrzębie-Zdrój",2007,5548
"63906",2468000,"Powiat m.Jaworzno",2007,4025
"63907",2469000,"Powiat m.Katowice",2007,7653
"63908",2470000,"Powiat m.Mysłowice",2007,305
"63909",2471000,"Powiat m.Piekary Śląskie",2007,881
"63910",2472000,"Powiat m.Ruda Śląska",2007,2481
"63911",2473000,"Powiat m.Rybnik",2007,6258
"63912",2474000,"Powiat m.Siemianowice Śląskie",2007,1088
"63913",2475000,"Powiat m.Sosnowiec",2007,1751
"63914",2476000,"Powiat m.Świętochłowice",2007,0
"63915",2477000,"Powiat m.Tychy",2007,2861
"63916",2478000,"Powiat m.Zabrze",2007,4588
"63917",2479000,"Powiat m.Żory",2007,3901
"63918",2601000,"Powiat buski",2007,62290
"63919",2602000,"Powiat jędrzejowski",2007,3357
"63920",2603000,"Powiat kazimierski",2007,1056
"63921",2604000,"Powiat kielecki",2007,9575
"63922",2605000,"Powiat konecki",2007,7476
"63923",2606000,"Powiat opatowski",2007,811
"63924",2607000,"Powiat ostrowiecki",2007,2675
"63925",2608000,"Powiat pińczowski",2007,2825
"63926",2609000,"Powiat sandomierski",2007,3328
"63927",2610000,"Powiat skarżyski",2007,2535
"63928",2611000,"Powiat starachowicki",2007,3740
"63929",2612000,"Powiat staszowski",2007,4831
"63930",2613000,"Powiat włoszczowski",2007,212
"63931",2661000,"Powiat m.Kielce",2007,6528
"63932",2801000,"Powiat bartoszycki",2007,1232
"63933",2802000,"Powiat braniewski",2007,6551
"63934",2803000,"Powiat działdowski",2007,7897
"63935",2804000,"Powiat elbląski",2007,4094
"63936",2805000,"Powiat ełcki",2007,6640
"63937",2806000,"Powiat giżycki",2007,33821
"63938",2807000,"Powiat iławski",2007,6746
"63939",2808000,"Powiat kętrzyński",2007,3477
"63940",2809000,"Powiat lidzbarski",2007,3323
"63941",2810000,"Powiat mrągowski",2007,58461
"63942",2811000,"Powiat nidzicki",2007,4214
"63943",2812000,"Powiat nowomiejski",2007,272
"63944",2813000,"Powiat olecki",2007,8625
"63945",2814000,"Powiat olsztyński",2007,27950
"63946",2815000,"Powiat ostródzki",2007,19165
"63947",2816000,"Powiat piski",2007,17729
"63948",2817000,"Powiat szczycieński",2007,12574
"63949",2818000,"Powiat gołdapski",2007,54207
"63950",2819000,"Powiat węgorzewski",2007,26919
"63951",2861000,"Powiat m.Elbląg",2007,4287
"63952",2862000,"Powiat m.Olsztyn",2007,10486
"63953",3001000,"Powiat chodzieski",2007,4556
"63954",3002000,"Powiat czarnkowsko-trzcianecki",2007,4300
"63955",3003000,"Powiat gnieźnieński",2007,12062
"63956",3004000,"Powiat gostyński",2007,1308
"63957",3005000,"Powiat grodziski",2007,803
"63958",3006000,"Powiat jarociński",2007,3116
"63959",3007000,"Powiat kaliski",2007,1376
"63960",3008000,"Powiat kępiński",2007,3561
"63961",3009000,"Powiat kolski",2007,1168
"63962",3010000,"Powiat koniński",2007,20483
"63963",3011000,"Powiat kościański",2007,2283
"63964",3012000,"Powiat krotoszyński",2007,1807
"63965",3013000,"Powiat leszczyński",2007,23821
"63966",3014000,"Powiat międzychodzki",2007,30413
"63967",3015000,"Powiat nowotomyski",2007,4897
"63968",3016000,"Powiat obornicki",2007,2473
"63969",3017000,"Powiat ostrowski",2007,3668
"63970",3018000,"Powiat ostrzeszowski",2007,7745
"63971",3019000,"Powiat pilski",2007,4765
"63972",3020000,"Powiat pleszewski",2007,4611
"63973",3021000,"Powiat poznański",2007,6780
"63974",3022000,"Powiat rawicki",2007,1144
"63975",3023000,"Powiat słupecki",2007,3909
"63976",3024000,"Powiat szamotulski",2007,3970
"63977",3025000,"Powiat średzki",2007,3618
"63978",3026000,"Powiat śremski",2007,1795
"63979",3027000,"Powiat turecki",2007,1702
"63980",3028000,"Powiat wągrowiecki",2007,9000
"63981",3029000,"Powiat wolsztyński",2007,15209
"63982",3030000,"Powiat wrzesiński",2007,2302
"63983",3031000,"Powiat złotowski",2007,2118
"63984",3061000,"Powiat m.Kalisz",2007,4089
"63985",3062000,"Powiat m.Konin",2007,4306
"63986",3063000,"Powiat m.Leszno",2007,3269
"63987",3064000,"Powiat m.Poznań",2007,10873
"63988",3201000,"Powiat białogardzki",2007,5479
"63989",3202000,"Powiat choszczeński",2007,2160
"63990",3203000,"Powiat drawski",2007,18512
"63991",3204000,"Powiat goleniowski",2007,4459
"63992",3205000,"Powiat gryficki",2007,160144
"63993",3206000,"Powiat gryfiński",2007,6919
"63994",3207000,"Powiat kamieński",2007,249185
"63995",3208000,"Powiat kołobrzeski",2007,240554
"63996",3209000,"Powiat koszaliński",2007,126105
"63997",3210000,"Powiat myśliborski",2007,5074
"63998",3211000,"Powiat policki",2007,5412
"63999",3212000,"Powiat pyrzycki",2007,1138
"64000",3213000,"Powiat sławieński",2007,171626
"64001",3214000,"Powiat stargardzki",2007,6883
"64002",3215000,"Powiat szczecinecki",2007,5764
"64003",3216000,"Powiat świdwiński",2007,5500
"64004",3217000,"Powiat wałecki",2007,15798
"64005",3218000,"Powiat łobeski",2007,607
"64006",3261000,"Powiat m.Koszalin",2007,4733
"64007",3262000,"Powiat m.Szczecin",2007,8951
"64008",3263000,"Powiat m.Świnoujście",2007,169258
"64009",201000,"Powiat bolesławiecki",2008,5075
"64010",202000,"Powiat dzierżoniowski",2008,6853
"64011",203000,"Powiat głogowski",2008,5408
"64012",204000,"Powiat górowski",2008,155
"64013",205000,"Powiat jaworski",2008,2849
"64014",206000,"Powiat jeleniogórski",2008,207984
"64015",207000,"Powiat kamiennogórski",2008,4883
"64016",208000,"Powiat kłodzki",2008,42068
"64017",209000,"Powiat legnicki",2008,3873
"64018",210000,"Powiat lubański",2008,25583
"64019",211000,"Powiat lubiński",2008,4401
"64020",212000,"Powiat lwówecki",2008,7004
"64021",213000,"Powiat milicki",2008,11003
"64022",214000,"Powiat oleśnicki",2008,2983
"64023",215000,"Powiat oławski",2008,1324
"64024",216000,"Powiat polkowicki",2008,7129
"64025",217000,"Powiat strzeliński",2008,1948
"64026",218000,"Powiat średzki",2008,3555
"64027",219000,"Powiat świdnicki",2008,4081
"64028",220000,"Powiat trzebnicki",2008,3893
"64029",221000,"Powiat wałbrzyski",2008,5820
"64030",222000,"Powiat wołowski",2008,10952
"64031",223000,"Powiat wrocławski",2008,3805
"64032",224000,"Powiat ząbkowicki",2008,4746
"64033",225000,"Powiat zgorzelecki",2008,7840
"64034",226000,"Powiat złotoryjski",2008,1766
"64035",261000,"Powiat m.Jelenia Góra",2008,12356
"64036",262000,"Powiat m.Legnica",2008,6730
"64037",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"64038",264000,"Powiat m.Wrocław",2008,14234
"64039",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"64040",401000,"Powiat aleksandrowski",2008,168626
"64041",402000,"Powiat brodnicki",2008,11429
"64042",403000,"Powiat bydgoski",2008,9610
"64043",404000,"Powiat chełmiński",2008,3317
"64044",405000,"Powiat golubsko-dobrzyński",2008,1407
"64045",406000,"Powiat grudziądzki",2008,3137
"64046",407000,"Powiat inowrocławski",2008,31595
"64047",408000,"Powiat lipnowski",2008,1991
"64048",409000,"Powiat mogileński",2008,12402
"64049",410000,"Powiat nakielski",2008,831
"64050",411000,"Powiat radziejowski",2008,1426
"64051",412000,"Powiat rypiński",2008,3433
"64052",413000,"Powiat sępoleński",2008,6974
"64053",414000,"Powiat świecki",2008,4454
"64054",415000,"Powiat toruński",2008,2941
"64055",416000,"Powiat tucholski",2008,12479
"64056",417000,"Powiat wąbrzeski",2008,2624
"64057",418000,"Powiat włocławski",2008,14806
"64058",419000,"Powiat żniński",2008,9534
"64059",461000,"Powiat m.Bydgoszcz",2008,5974
"64060",462000,"Powiat m.Grudziądz",2008,5569
"64061",463000,"Powiat m.Toruń",2008,10457
"64062",464000,"Powiat m.Włocławek",2008,7324
"64063",601000,"Powiat bialski",2008,3112
"64064",602000,"Powiat biłgorajski",2008,1301
"64065",603000,"Powiat chełmski",2008,766
"64066",604000,"Powiat hrubieszowski",2008,544
"64067",605000,"Powiat janowski",2008,13396
"64068",606000,"Powiat krasnostawski",2008,1832
"64069",607000,"Powiat kraśnicki",2008,519
"64070",608000,"Powiat lubartowski",2008,4666
"64071",609000,"Powiat lubelski",2008,869
"64072",610000,"Powiat łęczyński",2008,1642
"64073",611000,"Powiat łukowski",2008,2421
"64074",612000,"Powiat opolski",2008,1691
"64075",613000,"Powiat parczewski",2008,6472
"64076",614000,"Powiat puławski",2008,43209
"64077",615000,"Powiat radzyński",2008,1035
"64078",616000,"Powiat rycki",2008,473
"64079",617000,"Powiat świdnicki",2008,1443
"64080",618000,"Powiat tomaszowski",2008,3943
"64081",619000,"Powiat włodawski",2008,30892
"64082",620000,"Powiat zamojski",2008,9547
"64083",661000,"Powiat m.Biała Podlaska",2008,7297
"64084",662000,"Powiat m.Chełm",2008,7478
"64085",663000,"Powiat m.Lublin",2008,6186
"64086",664000,"Powiat m.Zamość",2008,8929
"64087",801000,"Powiat gorzowski",2008,5547
"64088",802000,"Powiat krośnieński",2008,8936
"64089",803000,"Powiat międzyrzecki",2008,24936
"64090",804000,"Powiat nowosolski",2008,4560
"64091",805000,"Powiat słubicki",2008,16616
"64092",806000,"Powiat strzelecko-drezdenecki",2008,26941
"64093",807000,"Powiat sulęciński",2008,26822
"64094",808000,"Powiat świebodziński",2008,33614
"64095",809000,"Powiat zielonogórski",2008,6805
"64096",810000,"Powiat żagański",2008,4585
"64097",811000,"Powiat żarski",2008,4328
"64098",812000,"Powiat wschowski",2008,34353
"64099",861000,"Powiat m.Gorzów Wielkopolski",2008,7330
"64100",862000,"Powiat m.Zielona Góra",2008,8788
"64101",1001000,"Powiat bełchatowski",2008,11020
"64102",1002000,"Powiat kutnowski",2008,2205
"64103",1003000,"Powiat łaski",2008,3568
"64104",1004000,"Powiat łęczycki",2008,1518
"64105",1005000,"Powiat łowicki",2008,3522
"64106",1006000,"Powiat łódzki wschodni",2008,9815
"64107",1007000,"Powiat opoczyński",2008,717
"64108",1008000,"Powiat pabianicki",2008,2470
"64109",1009000,"Powiat pajęczański",2008,253
"64110",1010000,"Powiat piotrkowski",2008,10971
"64111",1011000,"Powiat poddębicki",2008,2715
"64112",1012000,"Powiat radomszczański",2008,3449
"64113",1013000,"Powiat rawski",2008,10651
"64114",1014000,"Powiat sieradzki",2008,2144
"64115",1015000,"Powiat skierniewicki",2008,1866
"64116",1016000,"Powiat tomaszowski",2008,23768
"64117",1017000,"Powiat wieluński",2008,9749
"64118",1018000,"Powiat wieruszowski",2008,3004
"64119",1019000,"Powiat zduńskowolski",2008,1786
"64120",1020000,"Powiat zgierski",2008,6206
"64121",1021000,"Powiat brzeziński",2008,5459
"64122",1061000,"Powiat m.Łódź",2008,6835
"64123",1062000,"Powiat m.Piotrków Trybunalski",2008,3387
"64124",1063000,"Powiat m.Skierniewice",2008,4033
"64125",1201000,"Powiat bocheński",2008,7780
"64126",1202000,"Powiat brzeski",2008,4218
"64127",1203000,"Powiat chrzanowski",2008,280
"64128",1204000,"Powiat dąbrowski",2008,245
"64129",1205000,"Powiat gorlicki",2008,18719
"64130",1206000,"Powiat krakowski",2008,4318
"64131",1207000,"Powiat limanowski",2008,6829
"64132",1208000,"Powiat miechowski",2008,228
"64133",1209000,"Powiat myślenicki",2008,3735
"64134",1210000,"Powiat nowosądecki",2008,79295
"64135",1211000,"Powiat nowotarski",2008,47853
"64136",1212000,"Powiat olkuski",2008,3441
"64137",1213000,"Powiat oświęcimski",2008,1747
"64138",1214000,"Powiat proszowicki",2008,824
"64139",1215000,"Powiat suski",2008,18471
"64140",1216000,"Powiat tarnowski",2008,2107
"64141",1217000,"Powiat tatrzański",2008,212203
"64142",1218000,"Powiat wadowicki",2008,4852
"64143",1219000,"Powiat wielicki",2008,2970
"64144",1261000,"Powiat m.Kraków",2008,14565
"64145",1262000,"Powiat m.Nowy Sącz",2008,3770
"64146",1263000,"Powiat m.Tarnów",2008,4676
"64147",1401000,"Powiat białobrzeski",2008,1350
"64148",1402000,"Powiat ciechanowski",2008,4857
"64149",1403000,"Powiat garwoliński",2008,4470
"64150",1404000,"Powiat gostyniński",2008,2301
"64151",1405000,"Powiat grodziski",2008,2838
"64152",1406000,"Powiat grójecki",2008,2717
"64153",1407000,"Powiat kozienicki",2008,2650
"64154",1408000,"Powiat legionowski",2008,21038
"64155",1409000,"Powiat lipski",2008,691
"64156",1410000,"Powiat łosicki",2008,8557
"64157",1411000,"Powiat makowski",2008,640
"64158",1412000,"Powiat miński",2008,2515
"64159",1413000,"Powiat mławski",2008,3539
"64160",1414000,"Powiat nowodworski",2008,2668
"64161",1415000,"Powiat ostrołęcki",2008,0
"64162",1416000,"Powiat ostrowski",2008,4026
"64163",1417000,"Powiat otwocki",2008,5241
"64164",1418000,"Powiat piaseczyński",2008,8674
"64165",1419000,"Powiat płocki",2008,4366
"64166",1420000,"Powiat płoński",2008,2203
"64167",1421000,"Powiat pruszkowski",2008,5186
"64168",1422000,"Powiat przasnyski",2008,380
"64169",1423000,"Powiat przysuski",2008,361
"64170",1424000,"Powiat pułtuski",2008,4597
"64171",1425000,"Powiat radomski",2008,1543
"64172",1426000,"Powiat siedlecki",2008,706
"64173",1427000,"Powiat sierpecki",2008,1252
"64174",1428000,"Powiat sochaczewski",2008,1429
"64175",1429000,"Powiat sokołowski",2008,1802
"64176",1430000,"Powiat szydłowiecki",2008,5725
"64177",1432000,"Powiat warszawski zachodni",2008,5004
"64178",1433000,"Powiat węgrowski",2008,1761
"64179",1434000,"Powiat wołomiński",2008,2057
"64180",1435000,"Powiat wyszkowski",2008,7627
"64181",1436000,"Powiat zwoleński",2008,0
"64182",1437000,"Powiat żuromiński",2008,266
"64183",1438000,"Powiat żyrardowski",2008,5333
"64184",1461000,"Powiat m.Ostrołęka",2008,4458
"64185",1462000,"Powiat m.Płock",2008,3437
"64186",1463000,"Powiat m.Radom",2008,2945
"64187",1464000,"Powiat m.Siedlce",2008,5120
"64188",1465000,"Powiat m. st. Warszawa",2008,13189
"64189",1601000,"Powiat brzeski",2008,1487
"64190",1602000,"Powiat głubczycki",2008,3408
"64191",1603000,"Powiat kędzierzyńsko-kozielski",2008,2532
"64192",1604000,"Powiat kluczborski",2008,1932
"64193",1605000,"Powiat krapkowicki",2008,4619
"64194",1606000,"Powiat namysłowski",2008,1678
"64195",1607000,"Powiat nyski",2008,18363
"64196",1608000,"Powiat oleski",2008,1898
"64197",1609000,"Powiat opolski",2008,3400
"64198",1610000,"Powiat prudnicki",2008,1245
"64199",1611000,"Powiat strzelecki",2008,2840
"64200",1661000,"Powiat m.Opole",2008,5838
"64201",1801000,"Powiat bieszczadzki",2008,45072
"64202",1802000,"Powiat brzozowski",2008,3507
"64203",1803000,"Powiat dębicki",2008,5793
"64204",1804000,"Powiat jarosławski",2008,3673
"64205",1805000,"Powiat jasielski",2008,582
"64206",1806000,"Powiat kolbuszowski",2008,1158
"64207",1807000,"Powiat krośnieński",2008,24837
"64208",1808000,"Powiat leżajski",2008,1874
"64209",1809000,"Powiat lubaczowski",2008,15692
"64210",1810000,"Powiat łańcucki",2008,4153
"64211",1811000,"Powiat mielecki",2008,1584
"64212",1812000,"Powiat niżański",2008,3106
"64213",1813000,"Powiat przemyski",2008,3369
"64214",1814000,"Powiat przeworski",2008,1159
"64215",1815000,"Powiat ropczycko-sędziszowski",2008,3656
"64216",1816000,"Powiat rzeszowski",2008,3620
"64217",1817000,"Powiat sanocki",2008,4600
"64218",1818000,"Powiat stalowowolski",2008,4746
"64219",1819000,"Powiat strzyżowski",2008,1612
"64220",1820000,"Powiat tarnobrzeski",2008,2622
"64221",1821000,"Powiat leski",2008,201647
"64222",1861000,"Powiat m.Krosno",2008,3795
"64223",1862000,"Powiat m.Przemyśl",2008,8370
"64224",1863000,"Powiat m.Rzeszów",2008,9292
"64225",1864000,"Powiat m.Tarnobrzeg",2008,5115
"64226",2001000,"Powiat augustowski",2008,41368
"64227",2002000,"Powiat białostocki",2008,4664
"64228",2003000,"Powiat bielski",2008,2097
"64229",2004000,"Powiat grajewski",2008,7338
"64230",2005000,"Powiat hajnowski",2008,11652
"64231",2006000,"Powiat kolneński",2008,1023
"64232",2007000,"Powiat łomżyński",2008,4773
"64233",2008000,"Powiat moniecki",2008,2502
"64234",2009000,"Powiat sejneński",2008,12560
"64235",2010000,"Powiat siemiatycki",2008,1456
"64236",2011000,"Powiat sokólski",2008,1890
"64237",2012000,"Powiat suwalski",2008,11795
"64238",2013000,"Powiat wysokomazowiecki",2008,508
"64239",2014000,"Powiat zambrowski",2008,255
"64240",2061000,"Powiat m.Białystok",2008,6881
"64241",2062000,"Powiat m.Łomża",2008,1922
"64242",2063000,"Powiat m.Suwałki",2008,6281
"64243",2201000,"Powiat bytowski",2008,8926
"64244",2202000,"Powiat chojnicki",2008,13737
"64245",2203000,"Powiat człuchowski",2008,7293
"64246",2204000,"Powiat gdański",2008,9246
"64247",2205000,"Powiat kartuski",2008,11225
"64248",2206000,"Powiat kościerski",2008,34318
"64249",2207000,"Powiat kwidzyński",2008,3668
"64250",2208000,"Powiat lęborski",2008,98606
"64251",2209000,"Powiat malborski",2008,12328
"64252",2210000,"Powiat nowodworski",2008,137702
"64253",2211000,"Powiat pucki",2008,141561
"64254",2212000,"Powiat słupski",2008,98487
"64255",2213000,"Powiat starogardzki",2008,4610
"64256",2214000,"Powiat tczewski",2008,1694
"64257",2215000,"Powiat wejherowski",2008,5683
"64258",2216000,"Powiat sztumski",2008,565
"64259",2261000,"Powiat m.Gdańsk",2008,16209
"64260",2262000,"Powiat m.Gdynia",2008,6829
"64261",2263000,"Powiat m.Słupsk",2008,5065
"64262",2264000,"Powiat m.Sopot",2008,127512
"64263",2401000,"Powiat będziński",2008,4527
"64264",2402000,"Powiat bielski",2008,18533
"64265",2403000,"Powiat cieszyński",2008,89628
"64266",2404000,"Powiat częstochowski",2008,2778
"64267",2405000,"Powiat gliwicki",2008,3135
"64268",2406000,"Powiat kłobucki",2008,4386
"64269",2407000,"Powiat lubliniecki",2008,4316
"64270",2408000,"Powiat mikołowski",2008,2589
"64271",2409000,"Powiat myszkowski",2008,1587
"64272",2410000,"Powiat pszczyński",2008,8103
"64273",2411000,"Powiat raciborski",2008,3707
"64274",2412000,"Powiat rybnicki",2008,206
"64275",2413000,"Powiat tarnogórski",2008,1199
"64276",2414000,"Powiat bieruńsko-lędziński",2008,1527
"64277",2415000,"Powiat wodzisławski",2008,1116
"64278",2416000,"Powiat zawierciański",2008,6222
"64279",2417000,"Powiat żywiecki",2008,13045
"64280",2461000,"Powiat m.Bielsko-Biała",2008,7302
"64281",2462000,"Powiat m.Bytom",2008,932
"64282",2463000,"Powiat m.Chorzów",2008,582
"64283",2464000,"Powiat m.Częstochowa",2008,9556
"64284",2465000,"Powiat m.Dąbrowa Górnicza",2008,664
"64285",2466000,"Powiat m.Gliwice",2008,5499
"64286",2467000,"Powiat m.Jastrzębie-Zdrój",2008,5062
"64287",2468000,"Powiat m.Jaworzno",2008,4094
"64288",2469000,"Powiat m.Katowice",2008,8114
"64289",2470000,"Powiat m.Mysłowice",2008,418
"64290",2471000,"Powiat m.Piekary Śląskie",2008,1187
"64291",2472000,"Powiat m.Ruda Śląska",2008,2803
"64292",2473000,"Powiat m.Rybnik",2008,4899
"64293",2474000,"Powiat m.Siemianowice Śląskie",2008,1938
"64294",2475000,"Powiat m.Sosnowiec",2008,1812
"64295",2476000,"Powiat m.Świętochłowice",2008,0
"64296",2477000,"Powiat m.Tychy",2008,2647
"64297",2478000,"Powiat m.Zabrze",2008,4516
"64298",2479000,"Powiat m.Żory",2008,4236
"64299",2601000,"Powiat buski",2008,61125
"64300",2602000,"Powiat jędrzejowski",2008,3920
"64301",2603000,"Powiat kazimierski",2008,889
"64302",2604000,"Powiat kielecki",2008,7907
"64303",2605000,"Powiat konecki",2008,7983
"64304",2606000,"Powiat opatowski",2008,818
"64305",2607000,"Powiat ostrowiecki",2008,2880
"64306",2608000,"Powiat pińczowski",2008,2530
"64307",2609000,"Powiat sandomierski",2008,3079
"64308",2610000,"Powiat skarżyski",2008,1780
"64309",2611000,"Powiat starachowicki",2008,2843
