"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_ogolem_szt"
"594",1862000,"Powiat m.Przemyśl",2016,212
"595",1863000,"Powiat m.Rzeszów",2016,1052
"596",1864000,"Powiat m.Tarnobrzeg",2016,47
"597",2001000,"Powiat augustowski",2016,98
"598",2002000,"Powiat białostocki",2016,279
"599",2003000,"Powiat bielski",2016,0
"600",2004000,"Powiat grajewski",2016,105
"601",2005000,"Powiat hajnowski",2016,39
"602",2006000,"Powiat kolneński",2016,49
"603",2007000,"Powiat łomżyński",2016,4
"604",2008000,"Powiat moniecki",2016,19
"605",2009000,"Powiat sejneński",2016,32
"606",2010000,"Powiat siemiatycki",2016,17
"607",2011000,"Powiat sokólski",2016,39
"608",2012000,"Powiat suwalski",2016,21
"609",2013000,"Powiat wysokomazowiecki",2016,37
"610",2014000,"Powiat zambrowski",2016,85
"611",2061000,"Powiat m.Białystok",2016,2864
"612",2062000,"Powiat m.Łomża",2016,413
"613",2063000,"Powiat m.Suwałki",2016,47
"614",2201000,"Powiat bytowski",2016,226
"615",2202000,"Powiat chojnicki",2016,154
"616",2203000,"Powiat człuchowski",2016,160
"617",2204000,"Powiat gdański",2016,770
"618",2205000,"Powiat kartuski",2016,362
"619",2206000,"Powiat kościerski",2016,144
"620",2207000,"Powiat kwidzyński",2016,236
"621",2208000,"Powiat lęborski",2016,381
"622",2209000,"Powiat malborski",2016,249
"623",2210000,"Powiat nowodworski",2016,161
"624",2211000,"Powiat pucki",2016,489
"625",2212000,"Powiat słupski",2016,345
"626",2213000,"Powiat starogardzki",2016,229
"627",2214000,"Powiat tczewski",2016,596
"628",2215000,"Powiat wejherowski",2016,1228
"629",2216000,"Powiat sztumski",2016,80
"630",2261000,"Powiat m.Gdańsk",2016,7704
"631",2262000,"Powiat m.Gdynia",2016,1933
"632",2263000,"Powiat m.Słupsk",2016,665
"633",2264000,"Powiat m.Sopot",2016,470
"634",2401000,"Powiat będziński",2016,371
"635",2402000,"Powiat bielski",2016,203
"636",2403000,"Powiat cieszyński",2016,336
"637",2404000,"Powiat częstochowski",2016,74
"638",2405000,"Powiat gliwicki",2016,325
"639",2406000,"Powiat kłobucki",2016,20
"640",2407000,"Powiat lubliniecki",2016,65
"641",2408000,"Powiat mikołowski",2016,147
"642",2409000,"Powiat myszkowski",2016,52
"643",2410000,"Powiat pszczyński",2016,292
"644",2411000,"Powiat raciborski",2016,224
"645",2412000,"Powiat rybnicki",2016,69
"646",2413000,"Powiat tarnogórski",2016,205
"647",2414000,"Powiat bieruńsko-lędziński",2016,100
"648",2415000,"Powiat wodzisławski",2016,200
"649",2416000,"Powiat zawierciański",2016,97
"650",2417000,"Powiat żywiecki",2016,76
"651",2461000,"Powiat m.Bielsko-Biała",2016,729
"652",2462000,"Powiat m.Bytom",2016,902
"653",2463000,"Powiat m.Chorzów",2016,427
"654",2464000,"Powiat m.Częstochowa",2016,619
"655",2465000,"Powiat m.Dąbrowa Górnicza",2016,385
"656",2466000,"Powiat m.Gliwice",2016,1135
"657",2467000,"Powiat m.Jastrzębie-Zdrój",2016,129
"658",2468000,"Powiat m.Jaworzno",2016,387
"659",2469000,"Powiat m.Katowice",2016,1349
"660",2470000,"Powiat m.Mysłowice",2016,419
"661",2471000,"Powiat m.Piekary Śląskie",2016,199
"662",2472000,"Powiat m.Ruda Śląska",2016,650
"663",2473000,"Powiat m.Rybnik",2016,326
"664",2474000,"Powiat m.Siemianowice Śląskie",2016,347
"665",2475000,"Powiat m.Sosnowiec",2016,354
"666",2476000,"Powiat m.Świętochłowice",2016,236
"667",2477000,"Powiat m.Tychy",2016,712
"668",2478000,"Powiat m.Zabrze",2016,719
"669",2479000,"Powiat m.Żory",2016,192
"670",2601000,"Powiat buski",2016,45
"671",2602000,"Powiat jędrzejowski",2016,71
"672",2603000,"Powiat kazimierski",2016,19
"673",2604000,"Powiat kielecki",2016,6
"674",2605000,"Powiat konecki",2016,59
"675",2606000,"Powiat opatowski",2016,15
"676",2607000,"Powiat ostrowiecki",2016,96
"677",2608000,"Powiat pińczowski",2016,36
"678",2609000,"Powiat sandomierski",2016,49
"679",2610000,"Powiat skarżyski",2016,146
"680",2611000,"Powiat starachowicki",2016,185
"681",2612000,"Powiat staszowski",2016,39
"682",2613000,"Powiat włoszczowski",2016,34
"683",2661000,"Powiat m.Kielce",2016,1301
"684",2801000,"Powiat bartoszycki",2016,165
"685",2802000,"Powiat braniewski",2016,141
"686",2803000,"Powiat działdowski",2016,173
"687",2804000,"Powiat elbląski",2016,109
"688",2805000,"Powiat ełcki",2016,405
"689",2806000,"Powiat giżycki",2016,252
"690",2807000,"Powiat iławski",2016,463
"691",2808000,"Powiat kętrzyński",2016,249
"692",2809000,"Powiat lidzbarski",2016,124
"693",2810000,"Powiat mrągowski",2016,203
"694",2811000,"Powiat nidzicki",2016,103
"695",2812000,"Powiat nowomiejski",2016,51
"696",2813000,"Powiat olecki",2016,176
"697",2814000,"Powiat olsztyński",2016,677
"698",2815000,"Powiat ostródzki",2016,343
"699",2816000,"Powiat piski",2016,231
"700",2817000,"Powiat szczycieński",2016,230
"701",2818000,"Powiat gołdapski",2016,103
"702",2819000,"Powiat węgorzewski",2016,68
"703",2861000,"Powiat m.Elbląg",2016,561
"704",2862000,"Powiat m.Olsztyn",2016,1450
"705",3001000,"Powiat chodzieski",2016,78
"706",3002000,"Powiat czarnkowsko-trzcianecki",2016,124
"707",3003000,"Powiat gnieźnieński",2016,338
"708",3004000,"Powiat gostyński",2016,132
"709",3005000,"Powiat grodziski",2016,101
"710",3006000,"Powiat jarociński",2016,109
"711",3007000,"Powiat kaliski",2016,19
"712",3008000,"Powiat kępiński",2016,8
"713",3009000,"Powiat kolski",2016,65
"714",3010000,"Powiat koniński",2016,47
"715",3011000,"Powiat kościański",2016,168
"716",3012000,"Powiat krotoszyński",2016,204
"717",3013000,"Powiat leszczyński",2016,69
"718",3014000,"Powiat międzychodzki",2016,94
"719",3015000,"Powiat nowotomyski",2016,178
"720",3016000,"Powiat obornicki",2016,225
"721",3017000,"Powiat ostrowski",2016,170
"722",3018000,"Powiat ostrzeszowski",2016,67
"723",3019000,"Powiat pilski",2016,457
"724",3020000,"Powiat pleszewski",2016,95
"725",3021000,"Powiat poznański",2016,1650
"726",3022000,"Powiat rawicki",2016,101
"727",3023000,"Powiat słupecki",2016,51
"728",3024000,"Powiat szamotulski",2016,230
"729",3025000,"Powiat średzki",2016,172
"730",3026000,"Powiat śremski",2016,71
"731",3027000,"Powiat turecki",2016,152
"732",3028000,"Powiat wągrowiecki",2016,224
"733",3029000,"Powiat wolsztyński",2016,32
"734",3030000,"Powiat wrzesiński",2016,414
"735",3031000,"Powiat złotowski",2016,201
"736",3061000,"Powiat m.Kalisz",2016,397
"737",3062000,"Powiat m.Konin",2016,334
"738",3063000,"Powiat m.Leszno",2016,230
"739",3064000,"Powiat m.Poznań",2016,6115
"740",3201000,"Powiat białogardzki",2016,157
"741",3202000,"Powiat choszczeński",2016,154
"742",3203000,"Powiat drawski",2016,189
"743",3204000,"Powiat goleniowski",2016,272
"744",3205000,"Powiat gryficki",2016,180
"745",3206000,"Powiat gryfiński",2016,244
"746",3207000,"Powiat kamieński",2016,332
"747",3208000,"Powiat kołobrzeski",2016,591
"748",3209000,"Powiat koszaliński",2016,268
"749",3210000,"Powiat myśliborski",2016,216
"750",3211000,"Powiat policki",2016,428
"751",3212000,"Powiat pyrzycki",2016,99
"752",3213000,"Powiat sławieński",2016,197
"753",3214000,"Powiat stargardzki",2016,543
"754",3215000,"Powiat szczecinecki",2016,292
"755",3216000,"Powiat świdwiński",2016,155
"756",3217000,"Powiat wałecki",2016,149
"757",3218000,"Powiat łobeski",2016,118
"758",3261000,"Powiat m.Koszalin",2016,593
"759",3262000,"Powiat m.Szczecin",2016,3758
"760",3263000,"Powiat m.Świnoujście",2016,253
"761",201000,"Powiat bolesławiecki",2017,581
"762",202000,"Powiat dzierżoniowski",2017,325
"763",203000,"Powiat głogowski",2017,498
"764",204000,"Powiat górowski",2017,7
"765",205000,"Powiat jaworski",2017,138
"766",206000,"Powiat jeleniogórski",2017,209
"767",207000,"Powiat kamiennogórski",2017,128
"768",208000,"Powiat kłodzki",2017,600
"769",209000,"Powiat legnicki",2017,98
"770",210000,"Powiat lubański",2017,281
"771",211000,"Powiat lubiński",2017,645
"772",212000,"Powiat lwówecki",2017,112
"773",213000,"Powiat milicki",2017,80
"774",214000,"Powiat oleśnicki",2017,445
"775",215000,"Powiat oławski",2017,374
"776",216000,"Powiat polkowicki",2017,216
"777",217000,"Powiat strzeliński",2017,124
"778",218000,"Powiat średzki",2017,130
"779",219000,"Powiat świdnicki",2017,861
"780",220000,"Powiat trzebnicki",2017,321
"781",221000,"Powiat wałbrzyski",2017,315
"782",222000,"Powiat wołowski",2017,372
"783",223000,"Powiat wrocławski",2017,1142
"784",224000,"Powiat ząbkowicki",2017,203
"785",225000,"Powiat zgorzelecki",2017,387
"786",226000,"Powiat złotoryjski",2017,141
"787",261000,"Powiat m.Jelenia Góra",2017,993
"788",262000,"Powiat m.Legnica",2017,784
"789",264000,"Powiat m.Wrocław",2017,12045
"790",265000,"Powiat m.Wałbrzych od 2013",2017,685
"791",401000,"Powiat aleksandrowski",2017,192
"792",402000,"Powiat brodnicki",2017,333
"793",403000,"Powiat bydgoski",2017,204
"794",404000,"Powiat chełmiński",2017,132
"795",405000,"Powiat golubsko-dobrzyński",2017,132
"796",406000,"Powiat grudziądzki",2017,55
"797",407000,"Powiat inowrocławski",2017,710
"798",408000,"Powiat lipnowski",2017,49
"799",409000,"Powiat mogileński",2017,57
"800",410000,"Powiat nakielski",2017,207
"801",411000,"Powiat radziejowski",2017,54
"802",412000,"Powiat rypiński",2017,34
"803",413000,"Powiat sępoleński",2017,60
"804",414000,"Powiat świecki",2017,183
"805",415000,"Powiat toruński",2017,190
"806",416000,"Powiat tucholski",2017,38
"807",417000,"Powiat wąbrzeski",2017,70
"808",418000,"Powiat włocławski",2017,45
"809",419000,"Powiat żniński",2017,123
"810",461000,"Powiat m.Bydgoszcz",2017,3075
"811",462000,"Powiat m.Grudziądz",2017,447
"812",463000,"Powiat m.Toruń",2017,1430
"813",464000,"Powiat m.Włocławek",2017,659
"814",601000,"Powiat bialski",2017,16
"815",602000,"Powiat biłgorajski",2017,81
"816",603000,"Powiat chełmski",2017,27
"817",604000,"Powiat hrubieszowski",2017,88
"818",605000,"Powiat janowski",2017,17
"819",606000,"Powiat krasnostawski",2017,23
"820",607000,"Powiat kraśnicki",2017,116
"821",608000,"Powiat lubartowski",2017,84
"822",609000,"Powiat lubelski",2017,136
"823",610000,"Powiat łęczyński",2017,72
"824",611000,"Powiat łukowski",2017,72
"825",612000,"Powiat opolski",2017,67
"826",613000,"Powiat parczewski",2017,78
"827",614000,"Powiat puławski",2017,339
"828",615000,"Powiat radzyński",2017,81
"829",616000,"Powiat rycki",2017,77
"830",617000,"Powiat świdnicki",2017,142
"831",618000,"Powiat tomaszowski",2017,68
"832",619000,"Powiat włodawski",2017,65
"833",620000,"Powiat zamojski",2017,20
"834",661000,"Powiat m.Biała Podlaska",2017,178
"835",662000,"Powiat m.Chełm",2017,276
"836",663000,"Powiat m.Lublin",2017,3487
"837",664000,"Powiat m.Zamość",2017,293
"838",801000,"Powiat gorzowski",2017,306
"839",802000,"Powiat krośnieński",2017,143
"840",803000,"Powiat międzyrzecki",2017,206
"841",804000,"Powiat nowosolski",2017,243
"842",805000,"Powiat słubicki",2017,293
"843",806000,"Powiat strzelecko-drezdenecki",2017,185
"844",807000,"Powiat sulęciński",2017,100
"845",808000,"Powiat świebodziński",2017,293
"846",809000,"Powiat zielonogórski",2017,166
"847",810000,"Powiat żagański",2017,317
"848",811000,"Powiat żarski",2017,525
"849",812000,"Powiat wschowski",2017,51
"850",861000,"Powiat m.Gorzów Wielkopolski",2017,1221
"851",862000,"Powiat m.Zielona Góra",2017,1167
"852",1001000,"Powiat bełchatowski",2017,325
"853",1002000,"Powiat kutnowski",2017,161
"854",1003000,"Powiat łaski",2017,60
"855",1004000,"Powiat łęczycki",2017,39
"856",1005000,"Powiat łowicki",2017,88
"857",1006000,"Powiat łódzki wschodni",2017,43
"858",1007000,"Powiat opoczyński",2017,68
"859",1008000,"Powiat pabianicki",2017,264
"860",1009000,"Powiat pajęczański",2017,5
"861",1010000,"Powiat piotrkowski",2017,21
"862",1011000,"Powiat poddębicki",2017,84
"863",1012000,"Powiat radomszczański",2017,130
"864",1013000,"Powiat rawski",2017,54
"865",1014000,"Powiat sieradzki",2017,166
"866",1015000,"Powiat skierniewicki",2017,5
"867",1016000,"Powiat tomaszowski",2017,264
"868",1017000,"Powiat wieluński",2017,30
"869",1018000,"Powiat wieruszowski",2017,31
"870",1019000,"Powiat zduńskowolski",2017,163
"871",1020000,"Powiat zgierski",2017,446
"872",1021000,"Powiat brzeziński",2017,35
"873",1061000,"Powiat m.Łódź",2017,5323
"874",1062000,"Powiat m.Piotrków Trybunalski",2017,266
"875",1063000,"Powiat m.Skierniewice",2017,165
"876",1201000,"Powiat bocheński",2017,142
"877",1202000,"Powiat brzeski",2017,53
"878",1203000,"Powiat chrzanowski",2017,317
"879",1204000,"Powiat dąbrowski",2017,17
"880",1205000,"Powiat gorlicki",2017,63
"881",1206000,"Powiat krakowski",2017,287
"882",1207000,"Powiat limanowski",2017,37
"883",1208000,"Powiat miechowski",2017,25
"884",1209000,"Powiat myślenicki",2017,139
"885",1210000,"Powiat nowosądecki",2017,141
"886",1211000,"Powiat nowotarski",2017,116
"887",1212000,"Powiat olkuski",2017,137
"888",1213000,"Powiat oświęcimski",2017,363
"889",1214000,"Powiat proszowicki",2017,24
"890",1215000,"Powiat suski",2017,36
"891",1216000,"Powiat tarnowski",2017,5
"892",1217000,"Powiat tatrzański",2017,155
"893",1218000,"Powiat wadowicki",2017,127
"894",1219000,"Powiat wielicki",2017,610
"895",1261000,"Powiat m.Kraków",2017,10502
"896",1262000,"Powiat m.Nowy Sącz",2017,234
"897",1263000,"Powiat m.Tarnów",2017,447
"898",1401000,"Powiat białobrzeski",2017,26
"899",1402000,"Powiat ciechanowski",2017,281
"900",1403000,"Powiat garwoliński",2017,10
"901",1404000,"Powiat gostyniński",2017,94
"902",1405000,"Powiat grodziski",2017,211
"903",1406000,"Powiat grójecki",2017,136
"904",1407000,"Powiat kozienicki",2017,77
"905",1408000,"Powiat legionowski",2017,558
"906",1409000,"Powiat lipski",2017,5
"907",1410000,"Powiat łosicki",2017,6
"908",1411000,"Powiat makowski",2017,12
"909",1412000,"Powiat miński",2017,510
"910",1413000,"Powiat mławski",2017,279
"911",1414000,"Powiat nowodworski",2017,382
"912",1415000,"Powiat ostrołęcki",2017,0
"913",1416000,"Powiat ostrowski",2017,34
"914",1417000,"Powiat otwocki",2017,283
"915",1418000,"Powiat piaseczyński",2017,555
"916",1419000,"Powiat płocki",2017,38
"917",1420000,"Powiat płoński",2017,137
"918",1421000,"Powiat pruszkowski",2017,1477
"919",1422000,"Powiat przasnyski",2017,128
"920",1423000,"Powiat przysuski",2017,18
"921",1424000,"Powiat pułtuski",2017,124
"922",1425000,"Powiat radomski",2017,99
"923",1426000,"Powiat siedlecki",2017,13
"924",1427000,"Powiat sierpecki",2017,109
"925",1428000,"Powiat sochaczewski",2017,154
"926",1429000,"Powiat sokołowski",2017,167
"927",1430000,"Powiat szydłowiecki",2017,54
"928",1432000,"Powiat warszawski zachodni",2017,474
"929",1433000,"Powiat węgrowski",2017,68
"930",1434000,"Powiat wołomiński",2017,1531
"931",1435000,"Powiat wyszkowski",2017,128
"932",1436000,"Powiat zwoleński",2017,14
"933",1437000,"Powiat żuromiński",2017,56
"934",1438000,"Powiat żyrardowski",2017,301
"935",1461000,"Powiat m.Ostrołęka",2017,234
"936",1462000,"Powiat m.Płock",2017,851
"937",1463000,"Powiat m.Radom",2017,919
"938",1464000,"Powiat m.Siedlce",2017,694
"939",1465000,"Powiat m. st. Warszawa",2017,23289
"940",1601000,"Powiat brzeski",2017,458
"941",1602000,"Powiat głubczycki",2017,122
"942",1603000,"Powiat kędzierzyńsko-kozielski",2017,279
"943",1604000,"Powiat kluczborski",2017,221
"944",1605000,"Powiat krapkowicki",2017,111
"945",1606000,"Powiat namysłowski",2017,152
"946",1607000,"Powiat nyski",2017,448
"947",1608000,"Powiat oleski",2017,36
"948",1609000,"Powiat opolski",2017,155
"949",1610000,"Powiat prudnicki",2017,128
"950",1611000,"Powiat strzelecki",2017,130
"951",1661000,"Powiat m.Opole",2017,1025
"952",1801000,"Powiat bieszczadzki",2017,72
"953",1802000,"Powiat brzozowski",2017,25
"954",1803000,"Powiat dębicki",2017,145
"955",1804000,"Powiat jarosławski",2017,257
"956",1805000,"Powiat jasielski",2017,77
"957",1806000,"Powiat kolbuszowski",2017,16
"958",1807000,"Powiat krośnieński",2017,40
"959",1808000,"Powiat leżajski",2017,53
"960",1809000,"Powiat lubaczowski",2017,32
"961",1810000,"Powiat łańcucki",2017,103
"962",1811000,"Powiat mielecki",2017,201
"963",1812000,"Powiat niżański",2017,35
"964",1813000,"Powiat przemyski",2017,34
"965",1814000,"Powiat przeworski",2017,27
"966",1815000,"Powiat ropczycko-sędziszowski",2017,65
"967",1816000,"Powiat rzeszowski",2017,152
"968",1817000,"Powiat sanocki",2017,98
"969",1818000,"Powiat stalowowolski",2017,385
"970",1819000,"Powiat strzyżowski",2017,16
"971",1820000,"Powiat tarnobrzeski",2017,46
"972",1821000,"Powiat leski",2017,20
"973",1861000,"Powiat m.Krosno",2017,101
"974",1862000,"Powiat m.Przemyśl",2017,207
"975",1863000,"Powiat m.Rzeszów",2017,1094
"976",1864000,"Powiat m.Tarnobrzeg",2017,78
"977",2001000,"Powiat augustowski",2017,78
"978",2002000,"Powiat białostocki",2017,235
"979",2003000,"Powiat bielski",2017,0
"980",2004000,"Powiat grajewski",2017,63
"981",2005000,"Powiat hajnowski",2017,55
"982",2006000,"Powiat kolneński",2017,40
"983",2007000,"Powiat łomżyński",2017,4
"984",2008000,"Powiat moniecki",2017,27
"985",2009000,"Powiat sejneński",2017,24
"986",2010000,"Powiat siemiatycki",2017,5
"987",2011000,"Powiat sokólski",2017,65
"988",2012000,"Powiat suwalski",2017,17
"989",2013000,"Powiat wysokomazowiecki",2017,28
"990",2014000,"Powiat zambrowski",2017,81
"991",2061000,"Powiat m.Białystok",2017,3146
"992",2062000,"Powiat m.Łomża",2017,307
"993",2063000,"Powiat m.Suwałki",2017,511
"994",2201000,"Powiat bytowski",2017,225
"995",2202000,"Powiat chojnicki",2017,286
"996",2203000,"Powiat człuchowski",2017,174
"997",2204000,"Powiat gdański",2017,843
"998",2205000,"Powiat kartuski",2017,530
"999",2206000,"Powiat kościerski",2017,144
"1000",2207000,"Powiat kwidzyński",2017,226
"1001",2208000,"Powiat lęborski",2017,374
"1002",2209000,"Powiat malborski",2017,299
"1003",2210000,"Powiat nowodworski",2017,226
"1004",2211000,"Powiat pucki",2017,635
"1005",2212000,"Powiat słupski",2017,332
"1006",2213000,"Powiat starogardzki",2017,300
"1007",2214000,"Powiat tczewski",2017,532
"1008",2215000,"Powiat wejherowski",2017,1476
"1009",2216000,"Powiat sztumski",2017,81
"1010",2261000,"Powiat m.Gdańsk",2017,8573
"1011",2262000,"Powiat m.Gdynia",2017,2913
"1012",2263000,"Powiat m.Słupsk",2017,817
"1013",2264000,"Powiat m.Sopot",2017,457
"1014",2401000,"Powiat będziński",2017,413
"1015",2402000,"Powiat bielski",2017,209
"1016",2403000,"Powiat cieszyński",2017,360
"1017",2404000,"Powiat częstochowski",2017,64
"1018",2405000,"Powiat gliwicki",2017,334
"1019",2406000,"Powiat kłobucki",2017,50
"1020",2407000,"Powiat lubliniecki",2017,77
"1021",2408000,"Powiat mikołowski",2017,198
"1022",2409000,"Powiat myszkowski",2017,52
"1023",2410000,"Powiat pszczyński",2017,289
"1024",2411000,"Powiat raciborski",2017,250
"1025",2412000,"Powiat rybnicki",2017,98
"1026",2413000,"Powiat tarnogórski",2017,394
"1027",2414000,"Powiat bieruńsko-lędziński",2017,98
"1028",2415000,"Powiat wodzisławski",2017,215
"1029",2416000,"Powiat zawierciański",2017,206
"1030",2417000,"Powiat żywiecki",2017,56
"1031",2461000,"Powiat m.Bielsko-Biała",2017,917
"1032",2462000,"Powiat m.Bytom",2017,1054
"1033",2463000,"Powiat m.Chorzów",2017,683
"1034",2464000,"Powiat m.Częstochowa",2017,679
"1035",2465000,"Powiat m.Dąbrowa Górnicza",2017,370
"1036",2466000,"Powiat m.Gliwice",2017,1255
"1037",2467000,"Powiat m.Jastrzębie-Zdrój",2017,144
"1038",2468000,"Powiat m.Jaworzno",2017,388
"1039",2469000,"Powiat m.Katowice",2017,1610
"1040",2470000,"Powiat m.Mysłowice",2017,458
"1041",2471000,"Powiat m.Piekary Śląskie",2017,180
"1042",2472000,"Powiat m.Ruda Śląska",2017,640
"1043",2473000,"Powiat m.Rybnik",2017,472
"1044",2474000,"Powiat m.Siemianowice Śląskie",2017,414
"1045",2475000,"Powiat m.Sosnowiec",2017,487
"1046",2476000,"Powiat m.Świętochłowice",2017,257
"1047",2477000,"Powiat m.Tychy",2017,869
"1048",2478000,"Powiat m.Zabrze",2017,1007
"1049",2479000,"Powiat m.Żory",2017,222
"1050",2601000,"Powiat buski",2017,47
"1051",2602000,"Powiat jędrzejowski",2017,18
"1052",2603000,"Powiat kazimierski",2017,14
"1053",2604000,"Powiat kielecki",2017,4
"1054",2605000,"Powiat konecki",2017,56
"1055",2606000,"Powiat opatowski",2017,18
"1056",2607000,"Powiat ostrowiecki",2017,87
"1057",2608000,"Powiat pińczowski",2017,31
"1058",2609000,"Powiat sandomierski",2017,54
"1059",2610000,"Powiat skarżyski",2017,153
"1060",2611000,"Powiat starachowicki",2017,201
"1061",2612000,"Powiat staszowski",2017,64
"1062",2613000,"Powiat włoszczowski",2017,42
"1063",2661000,"Powiat m.Kielce",2017,1286
"1064",2801000,"Powiat bartoszycki",2017,145
"1065",2802000,"Powiat braniewski",2017,178
"1066",2803000,"Powiat działdowski",2017,162
"1067",2804000,"Powiat elbląski",2017,119
"1068",2805000,"Powiat ełcki",2017,496
"1069",2806000,"Powiat giżycki",2017,497
"1070",2807000,"Powiat iławski",2017,439
"1071",2808000,"Powiat kętrzyński",2017,292
"1072",2809000,"Powiat lidzbarski",2017,151
"1073",2810000,"Powiat mrągowski",2017,180
"1074",2811000,"Powiat nidzicki",2017,81
"1075",2812000,"Powiat nowomiejski",2017,56
"1076",2813000,"Powiat olecki",2017,158
"1077",2814000,"Powiat olsztyński",2017,707
"1078",2815000,"Powiat ostródzki",2017,422
"1079",2816000,"Powiat piski",2017,266
"1080",2817000,"Powiat szczycieński",2017,257
"1081",2818000,"Powiat gołdapski",2017,110
"1082",2819000,"Powiat węgorzewski",2017,71
"1083",2861000,"Powiat m.Elbląg",2017,1020
"1084",2862000,"Powiat m.Olsztyn",2017,2042
"1085",3001000,"Powiat chodzieski",2017,143
"1086",3002000,"Powiat czarnkowsko-trzcianecki",2017,138
"1087",3003000,"Powiat gnieźnieński",2017,364
"1088",3004000,"Powiat gostyński",2017,178
"1089",3005000,"Powiat grodziski",2017,129
"1090",3006000,"Powiat jarociński",2017,132
"1091",3007000,"Powiat kaliski",2017,7
"1092",3008000,"Powiat kępiński",2017,69
"1093",3009000,"Powiat kolski",2017,77
"1094",3010000,"Powiat koniński",2017,58
"1095",3011000,"Powiat kościański",2017,183
"1096",3012000,"Powiat krotoszyński",2017,167
"1097",3013000,"Powiat leszczyński",2017,108
"1098",3014000,"Powiat międzychodzki",2017,85
"1099",3015000,"Powiat nowotomyski",2017,146
"1100",3016000,"Powiat obornicki",2017,134
"1101",3017000,"Powiat ostrowski",2017,400
"1102",3018000,"Powiat ostrzeszowski",2017,54
"1103",3019000,"Powiat pilski",2017,483
"1104",3020000,"Powiat pleszewski",2017,63
"1105",3021000,"Powiat poznański",2017,949
"1106",3022000,"Powiat rawicki",2017,141
"1107",3023000,"Powiat słupecki",2017,60
"1108",3024000,"Powiat szamotulski",2017,317
"1109",3025000,"Powiat średzki",2017,221
"1110",3026000,"Powiat śremski",2017,193
"1111",3027000,"Powiat turecki",2017,197
"1112",3028000,"Powiat wągrowiecki",2017,159
"1113",3029000,"Powiat wolsztyński",2017,90
"1114",3030000,"Powiat wrzesiński",2017,831
"1115",3031000,"Powiat złotowski",2017,242
"1116",3061000,"Powiat m.Kalisz",2017,535
"1117",3062000,"Powiat m.Konin",2017,304
"1118",3063000,"Powiat m.Leszno",2017,406
"1119",3064000,"Powiat m.Poznań",2017,6518
"1120",3201000,"Powiat białogardzki",2017,183
"1121",3202000,"Powiat choszczeński",2017,134
"1122",3203000,"Powiat drawski",2017,166
"1123",3204000,"Powiat goleniowski",2017,296
"1124",3205000,"Powiat gryficki",2017,199
"1125",3206000,"Powiat gryfiński",2017,265
"1126",3207000,"Powiat kamieński",2017,388
"1127",3208000,"Powiat kołobrzeski",2017,325
"1128",3209000,"Powiat koszaliński",2017,305
"1129",3210000,"Powiat myśliborski",2017,204
"1130",3211000,"Powiat policki",2017,328
"1131",3212000,"Powiat pyrzycki",2017,100
"1132",3213000,"Powiat sławieński",2017,307
"1133",3214000,"Powiat stargardzki",2017,667
"1134",3215000,"Powiat szczecinecki",2017,406
"1135",3216000,"Powiat świdwiński",2017,146
"1136",3217000,"Powiat wałecki",2017,199
"1137",3218000,"Powiat łobeski",2017,122
"1138",3261000,"Powiat m.Koszalin",2017,714
"1139",3262000,"Powiat m.Szczecin",2017,4178
"1140",3263000,"Powiat m.Świnoujście",2017,403
"1141",201000,"Powiat bolesławiecki",2018,589
"1142",202000,"Powiat dzierżoniowski",2018,414
"1143",203000,"Powiat głogowski",2018,578
"1144",204000,"Powiat górowski",2018,31
"1145",205000,"Powiat jaworski",2018,136
"1146",206000,"Powiat jeleniogórski",2018,215
"1147",207000,"Powiat kamiennogórski",2018,153
"1148",208000,"Powiat kłodzki",2018,710
"1149",209000,"Powiat legnicki",2018,116
"1150",210000,"Powiat lubański",2018,250
"1151",211000,"Powiat lubiński",2018,761
"1152",212000,"Powiat lwówecki",2018,142
"1153",213000,"Powiat milicki",2018,90
"1154",214000,"Powiat oleśnicki",2018,497
"1155",215000,"Powiat oławski",2018,291
"1156",216000,"Powiat polkowicki",2018,203
"1157",217000,"Powiat strzeliński",2018,170
"1158",218000,"Powiat średzki",2018,200
"1159",219000,"Powiat świdnicki",2018,1047
"1160",220000,"Powiat trzebnicki",2018,346
"1161",221000,"Powiat wałbrzyski",2018,316
"1162",222000,"Powiat wołowski",2018,381
"1163",223000,"Powiat wrocławski",2018,1352
"1164",224000,"Powiat ząbkowicki",2018,181
"1165",225000,"Powiat zgorzelecki",2018,371
"1166",226000,"Powiat złotoryjski",2018,147
"1167",261000,"Powiat m.Jelenia Góra",2018,855
"1168",262000,"Powiat m.Legnica",2018,1041
"1169",264000,"Powiat m.Wrocław",2018,12425
"1170",265000,"Powiat m.Wałbrzych od 2013",2018,826
"1171",401000,"Powiat aleksandrowski",2018,170
"1172",402000,"Powiat brodnicki",2018,462
"1173",403000,"Powiat bydgoski",2018,269
"1174",404000,"Powiat chełmiński",2018,125
"1175",405000,"Powiat golubsko-dobrzyński",2018,76
"1176",406000,"Powiat grudziądzki",2018,47
"1177",407000,"Powiat inowrocławski",2018,651
"1178",408000,"Powiat lipnowski",2018,35
"1179",409000,"Powiat mogileński",2018,79
"1180",410000,"Powiat nakielski",2018,213
"1181",411000,"Powiat radziejowski",2018,81
"1182",412000,"Powiat rypiński",2018,41
"1183",413000,"Powiat sępoleński",2018,63
