"","Kod","Nazwa","rok","Gestosc_zaludnienia_oraz_wskazniki_ludnosc_na_1_km2_osoba"
"1085",2819000,"Powiat węgorzewski",2004,34
"1086",2861000,"Powiat m.Elbląg",2004,1605
"1087",2862000,"Powiat m.Olsztyn",2004,1978
"1088",3001000,"Powiat chodzieski",2004,69
"1089",3002000,"Powiat czarnkowsko-trzcianecki",2004,48
"1090",3003000,"Powiat gnieźnieński",2004,112
"1091",3004000,"Powiat gostyński",2004,93
"1092",3005000,"Powiat grodziski",2004,76
"1093",3006000,"Powiat jarociński",2004,120
"1094",3007000,"Powiat kaliski",2004,69
"1095",3008000,"Powiat kępiński",2004,91
"1096",3009000,"Powiat kolski",2004,88
"1097",3010000,"Powiat koniński",2004,78
"1098",3011000,"Powiat kościański",2004,107
"1099",3012000,"Powiat krotoszyński",2004,108
"1100",3013000,"Powiat leszczyński",2004,62
"1101",3014000,"Powiat międzychodzki",2004,49
"1102",3015000,"Powiat nowotomyski",2004,71
"1103",3016000,"Powiat obornicki",2004,78
"1104",3017000,"Powiat ostrowski",2004,137
"1105",3018000,"Powiat ostrzeszowski",2004,70
"1106",3019000,"Powiat pilski",2004,108
"1107",3020000,"Powiat pleszewski",2004,87
"1108",3021000,"Powiat poznański",2004,148
"1109",3022000,"Powiat rawicki",2004,107
"1110",3023000,"Powiat słupecki",2004,70
"1111",3024000,"Powiat szamotulski",2004,77
"1112",3025000,"Powiat średzki",2004,88
"1113",3026000,"Powiat śremski",2004,102
"1114",3027000,"Powiat turecki",2004,90
"1115",3028000,"Powiat wągrowiecki",2004,65
"1116",3029000,"Powiat wolsztyński",2004,80
"1117",3030000,"Powiat wrzesiński",2004,105
"1118",3031000,"Powiat złotowski",2004,41
"1119",3061000,"Powiat m.Kalisz",2004,1559
"1120",3062000,"Powiat m.Konin",2004,995
"1121",3063000,"Powiat m.Leszno",2004,2000
"1122",3064000,"Powiat m.Poznań",2004,2184
"1123",3201000,"Powiat białogardzki",2004,57
"1124",3202000,"Powiat choszczeński",2004,38
"1125",3203000,"Powiat drawski",2004,33
"1126",3204000,"Powiat goleniowski",2004,48
"1127",3205000,"Powiat gryficki",2004,60
"1128",3206000,"Powiat gryfiński",2004,44
"1129",3207000,"Powiat kamieński",2004,48
"1130",3208000,"Powiat kołobrzeski",2004,105
"1131",3209000,"Powiat koszaliński",2004,38
"1132",3210000,"Powiat myśliborski",2004,57
"1133",3211000,"Powiat policki",2004,94
"1134",3212000,"Powiat pyrzycki",2004,55
"1135",3213000,"Powiat sławieński",2004,55
"1136",3214000,"Powiat stargardzki",2004,79
"1137",3215000,"Powiat szczecinecki",2004,44
"1138",3216000,"Powiat świdwiński",2004,45
"1139",3217000,"Powiat wałecki",2004,39
"1140",3218000,"Powiat łobeski",2004,36
"1141",3261000,"Powiat m.Koszalin",2004,1295
"1142",3262000,"Powiat m.Szczecin",2004,1369
"1143",3263000,"Powiat m.Świnoujście",2004,211
"1144",201000,"Powiat bolesławiecki",2005,68
"1145",202000,"Powiat dzierżoniowski",2005,220
"1146",203000,"Powiat głogowski",2005,198
"1147",204000,"Powiat górowski",2005,50
"1148",205000,"Powiat jaworski",2005,90
"1149",206000,"Powiat jeleniogórski",2005,102
"1150",207000,"Powiat kamiennogórski",2005,118
"1151",208000,"Powiat kłodzki",2005,102
"1152",209000,"Powiat legnicki",2005,71
"1153",210000,"Powiat lubański",2005,134
"1154",211000,"Powiat lubiński",2005,149
"1155",212000,"Powiat lwówecki",2005,68
"1156",213000,"Powiat milicki",2005,52
"1157",214000,"Powiat oleśnicki",2005,98
"1158",215000,"Powiat oławski",2005,136
"1159",216000,"Powiat polkowicki",2005,78
"1160",217000,"Powiat strzeliński",2005,71
"1161",218000,"Powiat średzki",2005,70
"1162",219000,"Powiat świdnicki",2005,216
"1163",220000,"Powiat trzebnicki",2005,75
"1164",221000,"Powiat wałbrzyski",2005,361
"1165",222000,"Powiat wołowski",2005,70
"1166",223000,"Powiat wrocławski",2005,90
"1167",224000,"Powiat ząbkowicki",2005,87
"1168",225000,"Powiat zgorzelecki",2005,113
"1169",226000,"Powiat złotoryjski",2005,80
"1170",261000,"Powiat m.Jelenia Góra",2005,803
"1171",262000,"Powiat m.Legnica",2005,1879
"1172",263000,"Powiat m.Wałbrzych do 2002",2005,NA
"1173",264000,"Powiat m.Wrocław",2005,2172
"1174",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"1175",401000,"Powiat aleksandrowski",2005,116
"1176",402000,"Powiat brodnicki",2005,72
"1177",403000,"Powiat bydgoski",2005,68
"1178",404000,"Powiat chełmiński",2005,98
"1179",405000,"Powiat golubsko-dobrzyński",2005,74
"1180",406000,"Powiat grudziądzki",2005,53
"1181",407000,"Powiat inowrocławski",2005,135
"1182",408000,"Powiat lipnowski",2005,65
"1183",409000,"Powiat mogileński",2005,70
"1184",410000,"Powiat nakielski",2005,76
"1185",411000,"Powiat radziejowski",2005,70
"1186",412000,"Powiat rypiński",2005,76
"1187",413000,"Powiat sępoleński",2005,52
"1188",414000,"Powiat świecki",2005,66
"1189",415000,"Powiat toruński",2005,72
"1190",416000,"Powiat tucholski",2005,44
"1191",417000,"Powiat wąbrzeski",2005,70
"1192",418000,"Powiat włocławski",2005,58
"1193",419000,"Powiat żniński",2005,71
"1194",461000,"Powiat m.Bydgoszcz",2005,2098
"1195",462000,"Powiat m.Grudziądz",2005,1695
"1196",463000,"Powiat m.Toruń",2005,1797
"1197",464000,"Powiat m.Włocławek",2005,1415
"1198",601000,"Powiat bialski",2005,41
"1199",602000,"Powiat biłgorajski",2005,62
"1200",603000,"Powiat chełmski",2005,41
"1201",604000,"Powiat hrubieszowski",2005,54
"1202",605000,"Powiat janowski",2005,55
"1203",606000,"Powiat krasnostawski",2005,67
"1204",607000,"Powiat kraśnicki",2005,99
"1205",608000,"Powiat lubartowski",2005,70
"1206",609000,"Powiat lubelski",2005,83
"1207",610000,"Powiat łęczyński",2005,91
"1208",611000,"Powiat łukowski",2005,78
"1209",612000,"Powiat opolski",2005,78
"1210",613000,"Powiat parczewski",2005,38
"1211",614000,"Powiat puławski",2005,125
"1212",615000,"Powiat radzyński",2005,64
"1213",616000,"Powiat rycki",2005,97
"1214",617000,"Powiat świdnicki",2005,154
"1215",618000,"Powiat tomaszowski",2005,60
"1216",619000,"Powiat włodawski",2005,32
"1217",620000,"Powiat zamojski",2005,59
"1218",661000,"Powiat m.Biała Podlaska",2005,1176
"1219",662000,"Powiat m.Chełm",2005,1933
"1220",663000,"Powiat m.Lublin",2005,2407
"1221",664000,"Powiat m.Zamość",2005,2192
"1222",801000,"Powiat gorzowski",2005,54
"1223",802000,"Powiat krośnieński",2005,41
"1224",803000,"Powiat międzyrzecki",2005,42
"1225",804000,"Powiat nowosolski",2005,113
"1226",805000,"Powiat słubicki",2005,47
"1227",806000,"Powiat strzelecko-drezdenecki",2005,40
"1228",807000,"Powiat sulęciński",2005,30
"1229",808000,"Powiat świebodziński",2005,60
"1230",809000,"Powiat zielonogórski",2005,57
"1231",810000,"Powiat żagański",2005,73
"1232",811000,"Powiat żarski",2005,71
"1233",812000,"Powiat wschowski",2005,62
"1234",861000,"Powiat m.Gorzów Wielkopolski",2005,1458
"1235",862000,"Powiat m.Zielona Góra",2005,2027
"1236",1001000,"Powiat bełchatowski",2005,116
"1237",1002000,"Powiat kutnowski",2005,118
"1238",1003000,"Powiat łaski",2005,83
"1239",1004000,"Powiat łęczycki",2005,69
"1240",1005000,"Powiat łowicki",2005,84
"1241",1006000,"Powiat łódzki wschodni",2005,129
"1242",1007000,"Powiat opoczyński",2005,76
"1243",1008000,"Powiat pabianicki",2005,243
"1244",1009000,"Powiat pajęczański",2005,66
"1245",1010000,"Powiat piotrkowski",2005,63
"1246",1011000,"Powiat poddębicki",2005,48
"1247",1012000,"Powiat radomszczański",2005,83
"1248",1013000,"Powiat rawski",2005,77
"1249",1014000,"Powiat sieradzki",2005,81
"1250",1015000,"Powiat skierniewicki",2005,50
"1251",1016000,"Powiat tomaszowski",2005,118
"1252",1017000,"Powiat wieluński",2005,84
"1253",1018000,"Powiat wieruszowski",2005,74
"1254",1019000,"Powiat zduńskowolski",2005,184
"1255",1020000,"Powiat zgierski",2005,188
"1256",1021000,"Powiat brzeziński",2005,85
"1257",1061000,"Powiat m.Łódź",2005,2608
"1258",1062000,"Powiat m.Piotrków Trybunalski",2005,1185
"1259",1063000,"Powiat m.Skierniewice",2005,1485
"1260",1201000,"Powiat bocheński",2005,155
"1261",1202000,"Powiat brzeski",2005,153
"1262",1203000,"Powiat chrzanowski",2005,345
"1263",1204000,"Powiat dąbrowski",2005,111
"1264",1205000,"Powiat gorlicki",2005,110
"1265",1206000,"Powiat krakowski",2005,199
"1266",1207000,"Powiat limanowski",2005,128
"1267",1208000,"Powiat miechowski",2005,75
"1268",1209000,"Powiat myślenicki",2005,173
"1269",1210000,"Powiat nowosądecki",2005,127
"1270",1211000,"Powiat nowotarski",2005,123
"1271",1212000,"Powiat olkuski",2005,184
"1272",1213000,"Powiat oświęcimski",2005,378
"1273",1214000,"Powiat proszowicki",2005,105
"1274",1215000,"Powiat suski",2005,120
"1275",1216000,"Powiat tarnowski",2005,137
"1276",1217000,"Powiat tatrzański",2005,139
"1277",1218000,"Powiat wadowicki",2005,239
"1278",1219000,"Powiat wielicki",2005,256
"1279",1261000,"Powiat m.Kraków",2005,2315
"1280",1262000,"Powiat m.Nowy Sącz",2005,1485
"1281",1263000,"Powiat m.Tarnów",2005,1624
"1282",1401000,"Powiat białobrzeski",2005,52
"1283",1402000,"Powiat ciechanowski",2005,86
"1284",1403000,"Powiat garwoliński",2005,83
"1285",1404000,"Powiat gostyniński",2005,77
"1286",1405000,"Powiat grodziski",2005,212
"1287",1406000,"Powiat grójecki",2005,76
"1288",1407000,"Powiat kozienicki",2005,67
"1289",1408000,"Powiat legionowski",2005,246
"1290",1409000,"Powiat lipski",2005,50
"1291",1410000,"Powiat łosicki",2005,43
"1292",1411000,"Powiat makowski",2005,44
"1293",1412000,"Powiat miński",2005,121
"1294",1413000,"Powiat mławski",2005,62
"1295",1414000,"Powiat nowodworski",2005,109
"1296",1415000,"Powiat ostrołęcki",2005,40
"1297",1416000,"Powiat ostrowski",2005,62
"1298",1417000,"Powiat otwocki",2005,188
"1299",1418000,"Powiat piaseczyński",2005,231
"1300",1419000,"Powiat płocki",2005,59
"1301",1420000,"Powiat płoński",2005,63
"1302",1421000,"Powiat pruszkowski",2005,590
"1303",1422000,"Powiat przasnyski",2005,44
"1304",1423000,"Powiat przysuski",2005,55
"1305",1424000,"Powiat pułtuski",2005,62
"1306",1425000,"Powiat radomski",2005,95
"1307",1426000,"Powiat siedlecki",2005,50
"1308",1427000,"Powiat sierpecki",2005,63
"1309",1428000,"Powiat sochaczewski",2005,114
"1310",1429000,"Powiat sokołowski",2005,50
"1311",1430000,"Powiat szydłowiecki",2005,89
"1312",1432000,"Powiat warszawski zachodni",2005,188
"1313",1433000,"Powiat węgrowski",2005,56
"1314",1434000,"Powiat wołomiński",2005,211
"1315",1435000,"Powiat wyszkowski",2005,82
"1316",1436000,"Powiat zwoleński",2005,65
"1317",1437000,"Powiat żuromiński",2005,50
"1318",1438000,"Powiat żyrardowski",2005,140
"1319",1461000,"Powiat m.Ostrołęka",2005,1856
"1320",1462000,"Powiat m.Płock",2005,1447
"1321",1463000,"Powiat m.Radom",2005,2032
"1322",1464000,"Powiat m.Siedlce",2005,2418
"1323",1465000,"Powiat m. st. Warszawa",2005,3284
"1324",1601000,"Powiat brzeski",2005,106
"1325",1602000,"Powiat głubczycki",2005,75
"1326",1603000,"Powiat kędzierzyńsko-kozielski",2005,164
"1327",1604000,"Powiat kluczborski",2005,83
"1328",1605000,"Powiat krapkowicki",2005,154
"1329",1606000,"Powiat namysłowski",2005,59
"1330",1607000,"Powiat nyski",2005,120
"1331",1608000,"Powiat oleski",2005,70
"1332",1609000,"Powiat opolski",2005,85
"1333",1610000,"Powiat prudnicki",2005,105
"1334",1611000,"Powiat strzelecki",2005,109
"1335",1661000,"Powiat m.Opole",2005,1333
"1336",1801000,"Powiat bieszczadzki",2005,20
"1337",1802000,"Powiat brzozowski",2005,121
"1338",1803000,"Powiat dębicki",2005,171
"1339",1804000,"Powiat jarosławski",2005,119
"1340",1805000,"Powiat jasielski",2005,139
"1341",1806000,"Powiat kolbuszowski",2005,79
"1342",1807000,"Powiat krośnieński",2005,119
"1343",1808000,"Powiat leżajski",2005,119
"1344",1809000,"Powiat lubaczowski",2005,44
"1345",1810000,"Powiat łańcucki",2005,172
"1346",1811000,"Powiat mielecki",2005,151
"1347",1812000,"Powiat niżański",2005,85
"1348",1813000,"Powiat przemyski",2005,58
"1349",1814000,"Powiat przeworski",2005,113
"1350",1815000,"Powiat ropczycko-sędziszowski",2005,130
"1351",1816000,"Powiat rzeszowski",2005,143
"1352",1817000,"Powiat sanocki",2005,77
"1353",1818000,"Powiat stalowowolski",2005,131
"1354",1819000,"Powiat strzyżowski",2005,123
"1355",1820000,"Powiat tarnobrzeski",2005,103
"1356",1821000,"Powiat leski",2005,32
"1357",1861000,"Powiat m.Krosno",2005,1100
"1358",1862000,"Powiat m.Przemyśl",2005,1533
"1359",1863000,"Powiat m.Rzeszów",2005,2952
"1360",1864000,"Powiat m.Tarnobrzeg",2005,584
"1361",2001000,"Powiat augustowski",2005,36
"1362",2002000,"Powiat białostocki",2005,47
"1363",2003000,"Powiat bielski",2005,44
"1364",2004000,"Powiat grajewski",2005,52
"1365",2005000,"Powiat hajnowski",2005,30
"1366",2006000,"Powiat kolneński",2005,42
"1367",2007000,"Powiat łomżyński",2005,38
"1368",2008000,"Powiat moniecki",2005,31
"1369",2009000,"Powiat sejneński",2005,25
"1370",2010000,"Powiat siemiatycki",2005,33
"1371",2011000,"Powiat sokólski",2005,35
"1372",2012000,"Powiat suwalski",2005,27
"1373",2013000,"Powiat wysokomazowiecki",2005,46
"1374",2014000,"Powiat zambrowski",2005,61
"1375",2061000,"Powiat m.Białystok",2005,3106
"1376",2062000,"Powiat m.Łomża",2005,1951
"1377",2063000,"Powiat m.Suwałki",2005,1058
"1378",2201000,"Powiat bytowski",2005,34
"1379",2202000,"Powiat chojnicki",2005,67
"1380",2203000,"Powiat człuchowski",2005,36
"1381",2204000,"Powiat gdański",2005,107
"1382",2205000,"Powiat kartuski",2005,97
"1383",2206000,"Powiat kościerski",2005,57
"1384",2207000,"Powiat kwidzyński",2005,97
"1385",2208000,"Powiat lęborski",2005,90
"1386",2209000,"Powiat malborski",2005,127
"1387",2210000,"Powiat nowodworski",2005,54
"1388",2211000,"Powiat pucki",2005,128
"1389",2212000,"Powiat słupski",2005,40
"1390",2213000,"Powiat starogardzki",2005,91
"1391",2214000,"Powiat tczewski",2005,161
"1392",2215000,"Powiat wejherowski",2005,141
"1393",2216000,"Powiat sztumski",2005,57
"1394",2261000,"Powiat m.Gdańsk",2005,1748
"1395",2262000,"Powiat m.Gdynia",2005,1866
"1396",2263000,"Powiat m.Słupsk",2005,2287
"1397",2264000,"Powiat m.Sopot",2005,2315
"1398",2401000,"Powiat będziński",2005,411
"1399",2402000,"Powiat bielski",2005,329
"1400",2403000,"Powiat cieszyński",2005,234
"1401",2404000,"Powiat częstochowski",2005,88
"1402",2405000,"Powiat gliwicki",2005,174
"1403",2406000,"Powiat kłobucki",2005,95
"1404",2407000,"Powiat lubliniecki",2005,93
"1405",2408000,"Powiat mikołowski",2005,392
"1406",2409000,"Powiat myszkowski",2005,150
"1407",2410000,"Powiat pszczyński",2005,221
"1408",2411000,"Powiat raciborski",2005,206
"1409",2412000,"Powiat rybnicki",2005,327
"1410",2413000,"Powiat tarnogórski",2005,215
"1411",2414000,"Powiat bieruńsko-lędziński",2005,356
"1412",2415000,"Powiat wodzisławski",2005,541
"1413",2416000,"Powiat zawierciański",2005,124
"1414",2417000,"Powiat żywiecki",2005,144
"1415",2461000,"Powiat m.Bielsko-Biała",2005,1416
"1416",2462000,"Powiat m.Bytom",2005,2707
"1417",2463000,"Powiat m.Chorzów",2005,3413
"1418",2464000,"Powiat m.Częstochowa",2005,1547
"1419",2465000,"Powiat m.Dąbrowa Górnicza",2005,693
"1420",2466000,"Powiat m.Gliwice",2005,1490
"1421",2467000,"Powiat m.Jastrzębie-Zdrój",2005,1118
"1422",2468000,"Powiat m.Jaworzno",2005,632
"1423",2469000,"Powiat m.Katowice",2005,1928
"1424",2470000,"Powiat m.Mysłowice",2005,1138
"1425",2471000,"Powiat m.Piekary Śląskie",2005,1504
"1426",2472000,"Powiat m.Ruda Śląska",2005,1889
"1427",2473000,"Powiat m.Rybnik",2005,955
"1428",2474000,"Powiat m.Siemianowice Śląskie",2005,2889
"1429",2475000,"Powiat m.Sosnowiec",2005,2477
"1430",2476000,"Powiat m.Świętochłowice",2005,4185
"1431",2477000,"Powiat m.Tychy",2005,1607
"1432",2478000,"Powiat m.Zabrze",2005,2377
"1433",2479000,"Powiat m.Żory",2005,972
"1434",2601000,"Powiat buski",2005,77
"1435",2602000,"Powiat jędrzejowski",2005,71
"1436",2603000,"Powiat kazimierski",2005,85
"1437",2604000,"Powiat kielecki",2005,88
"1438",2605000,"Powiat konecki",2005,74
"1439",2606000,"Powiat opatowski",2005,62
"1440",2607000,"Powiat ostrowiecki",2005,189
"1441",2608000,"Powiat pińczowski",2005,69
"1442",2609000,"Powiat sandomierski",2005,121
"1443",2610000,"Powiat skarżyski",2005,204
"1444",2611000,"Powiat starachowicki",2005,181
"1445",2612000,"Powiat staszowski",2005,80
"1446",2613000,"Powiat włoszczowski",2005,52
"1447",2661000,"Powiat m.Kielce",2005,1902
"1448",2801000,"Powiat bartoszycki",2005,47
"1449",2802000,"Powiat braniewski",2005,36
"1450",2803000,"Powiat działdowski",2005,68
"1451",2804000,"Powiat elbląski",2005,39
"1452",2805000,"Powiat ełcki",2005,76
"1453",2806000,"Powiat giżycki",2005,51
"1454",2807000,"Powiat iławski",2005,65
"1455",2808000,"Powiat kętrzyński",2005,55
"1456",2809000,"Powiat lidzbarski",2005,47
"1457",2810000,"Powiat mrągowski",2005,47
"1458",2811000,"Powiat nidzicki",2005,35
"1459",2812000,"Powiat nowomiejski",2005,62
"1460",2813000,"Powiat olecki",2005,39
"1461",2814000,"Powiat olsztyński",2005,40
"1462",2815000,"Powiat ostródzki",2005,60
"1463",2816000,"Powiat piski",2005,32
"1464",2817000,"Powiat szczycieński",2005,36
"1465",2818000,"Powiat gołdapski",2005,35
"1466",2819000,"Powiat węgorzewski",2005,34
"1467",2861000,"Powiat m.Elbląg",2005,1601
"1468",2862000,"Powiat m.Olsztyn",2005,1985
"1469",3001000,"Powiat chodzieski",2005,69
"1470",3002000,"Powiat czarnkowsko-trzcianecki",2005,48
"1471",3003000,"Powiat gnieźnieński",2005,112
"1472",3004000,"Powiat gostyński",2005,93
"1473",3005000,"Powiat grodziski",2005,77
"1474",3006000,"Powiat jarociński",2005,120
"1475",3007000,"Powiat kaliski",2005,69
"1476",3008000,"Powiat kępiński",2005,91
"1477",3009000,"Powiat kolski",2005,88
"1478",3010000,"Powiat koniński",2005,78
"1479",3011000,"Powiat kościański",2005,108
"1480",3012000,"Powiat krotoszyński",2005,108
"1481",3013000,"Powiat leszczyński",2005,62
"1482",3014000,"Powiat międzychodzki",2005,49
"1483",3015000,"Powiat nowotomyski",2005,71
"1484",3016000,"Powiat obornicki",2005,78
"1485",3017000,"Powiat ostrowski",2005,137
"1486",3018000,"Powiat ostrzeszowski",2005,71
"1487",3019000,"Powiat pilski",2005,108
"1488",3020000,"Powiat pleszewski",2005,87
"1489",3021000,"Powiat poznański",2005,152
"1490",3022000,"Powiat rawicki",2005,107
"1491",3023000,"Powiat słupecki",2005,70
"1492",3024000,"Powiat szamotulski",2005,77
"1493",3025000,"Powiat średzki",2005,88
"1494",3026000,"Powiat śremski",2005,102
"1495",3027000,"Powiat turecki",2005,90
"1496",3028000,"Powiat wągrowiecki",2005,65
"1497",3029000,"Powiat wolsztyński",2005,80
"1498",3030000,"Powiat wrzesiński",2005,105
"1499",3031000,"Powiat złotowski",2005,41
"1500",3061000,"Powiat m.Kalisz",2005,1560
"1501",3062000,"Powiat m.Konin",2005,990
"1502",3063000,"Powiat m.Leszno",2005,2005
"1503",3064000,"Powiat m.Poznań",2005,2173
"1504",3201000,"Powiat białogardzki",2005,57
"1505",3202000,"Powiat choszczeński",2005,38
"1506",3203000,"Powiat drawski",2005,33
"1507",3204000,"Powiat goleniowski",2005,49
"1508",3205000,"Powiat gryficki",2005,60
"1509",3206000,"Powiat gryfiński",2005,44
"1510",3207000,"Powiat kamieński",2005,47
"1511",3208000,"Powiat kołobrzeski",2005,105
"1512",3209000,"Powiat koszaliński",2005,38
"1513",3210000,"Powiat myśliborski",2005,57
"1514",3211000,"Powiat policki",2005,96
"1515",3212000,"Powiat pyrzycki",2005,55
"1516",3213000,"Powiat sławieński",2005,55
"1517",3214000,"Powiat stargardzki",2005,79
"1518",3215000,"Powiat szczecinecki",2005,44
"1519",3216000,"Powiat świdwiński",2005,45
"1520",3217000,"Powiat wałecki",2005,39
"1521",3218000,"Powiat łobeski",2005,36
"1522",3261000,"Powiat m.Koszalin",2005,1297
"1523",3262000,"Powiat m.Szczecin",2005,1367
"1524",3263000,"Powiat m.Świnoujście",2005,210
"1525",201000,"Powiat bolesławiecki",2006,68
"1526",202000,"Powiat dzierżoniowski",2006,219
"1527",203000,"Powiat głogowski",2006,198
"1528",204000,"Powiat górowski",2006,49
"1529",205000,"Powiat jaworski",2006,89
"1530",206000,"Powiat jeleniogórski",2006,102
"1531",207000,"Powiat kamiennogórski",2006,117
"1532",208000,"Powiat kłodzki",2006,101
"1533",209000,"Powiat legnicki",2006,71
"1534",210000,"Powiat lubański",2006,133
"1535",211000,"Powiat lubiński",2006,148
"1536",212000,"Powiat lwówecki",2006,68
"1537",213000,"Powiat milicki",2006,52
"1538",214000,"Powiat oleśnicki",2006,98
"1539",215000,"Powiat oławski",2006,136
"1540",216000,"Powiat polkowicki",2006,78
"1541",217000,"Powiat strzeliński",2006,71
"1542",218000,"Powiat średzki",2006,70
"1543",219000,"Powiat świdnicki",2006,216
"1544",220000,"Powiat trzebnicki",2006,76
"1545",221000,"Powiat wałbrzyski",2006,357
"1546",222000,"Powiat wołowski",2006,70
"1547",223000,"Powiat wrocławski",2006,93
"1548",224000,"Powiat ząbkowicki",2006,86
"1549",225000,"Powiat zgorzelecki",2006,112
"1550",226000,"Powiat złotoryjski",2006,79
"1551",261000,"Powiat m.Jelenia Góra",2006,792
"1552",262000,"Powiat m.Legnica",2006,1869
"1553",263000,"Powiat m.Wałbrzych do 2002",2006,NA
"1554",264000,"Powiat m.Wrocław",2006,2167
"1555",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"1556",401000,"Powiat aleksandrowski",2006,117
"1557",402000,"Powiat brodnicki",2006,72
"1558",403000,"Powiat bydgoski",2006,70
"1559",404000,"Powiat chełmiński",2006,97
"1560",405000,"Powiat golubsko-dobrzyński",2006,74
"1561",406000,"Powiat grudziądzki",2006,53
"1562",407000,"Powiat inowrocławski",2006,135
"1563",408000,"Powiat lipnowski",2006,65
"1564",409000,"Powiat mogileński",2006,69
"1565",410000,"Powiat nakielski",2006,76
"1566",411000,"Powiat radziejowski",2006,69
"1567",412000,"Powiat rypiński",2006,75
"1568",413000,"Powiat sępoleński",2006,52
"1569",414000,"Powiat świecki",2006,66
"1570",415000,"Powiat toruński",2006,74
"1571",416000,"Powiat tucholski",2006,44
"1572",417000,"Powiat wąbrzeski",2006,69
"1573",418000,"Powiat włocławski",2006,58
"1574",419000,"Powiat żniński",2006,71
"1575",461000,"Powiat m.Bydgoszcz",2006,2082
"1576",462000,"Powiat m.Grudziądz",2006,1718
"1577",463000,"Powiat m.Toruń",2006,1791
"1578",464000,"Powiat m.Włocławek",2006,1417
"1579",601000,"Powiat bialski",2006,41
"1580",602000,"Powiat biłgorajski",2006,62
"1581",603000,"Powiat chełmski",2006,42
"1582",604000,"Powiat hrubieszowski",2006,54
"1583",605000,"Powiat janowski",2006,55
"1584",606000,"Powiat krasnostawski",2006,67
"1585",607000,"Powiat kraśnicki",2006,99
"1586",608000,"Powiat lubartowski",2006,70
"1587",609000,"Powiat lubelski",2006,84
"1588",610000,"Powiat łęczyński",2006,90
"1589",611000,"Powiat łukowski",2006,78
"1590",612000,"Powiat opolski",2006,78
"1591",613000,"Powiat parczewski",2006,38
"1592",614000,"Powiat puławski",2006,125
"1593",615000,"Powiat radzyński",2006,63
"1594",616000,"Powiat rycki",2006,96
"1595",617000,"Powiat świdnicki",2006,154
"1596",618000,"Powiat tomaszowski",2006,59
"1597",619000,"Powiat włodawski",2006,32
"1598",620000,"Powiat zamojski",2006,59
"1599",661000,"Powiat m.Biała Podlaska",2006,1176
"1600",662000,"Powiat m.Chełm",2006,1924
"1601",663000,"Powiat m.Lublin",2006,2397
"1602",664000,"Powiat m.Zamość",2006,2192
"1603",801000,"Powiat gorzowski",2006,54
"1604",802000,"Powiat krośnieński",2006,40
"1605",803000,"Powiat międzyrzecki",2006,42
"1606",804000,"Powiat nowosolski",2006,113
"1607",805000,"Powiat słubicki",2006,47
"1608",806000,"Powiat strzelecko-drezdenecki",2006,40
"1609",807000,"Powiat sulęciński",2006,30
"1610",808000,"Powiat świebodziński",2006,60
"1611",809000,"Powiat zielonogórski",2006,57
"1612",810000,"Powiat żagański",2006,72
"1613",811000,"Powiat żarski",2006,71
"1614",812000,"Powiat wschowski",2006,62
"1615",861000,"Powiat m.Gorzów Wielkopolski",2006,1464
"1616",862000,"Powiat m.Zielona Góra",2006,2025
"1617",1001000,"Powiat bełchatowski",2006,116
"1618",1002000,"Powiat kutnowski",2006,117
"1619",1003000,"Powiat łaski",2006,82
"1620",1004000,"Powiat łęczycki",2006,69
"1621",1005000,"Powiat łowicki",2006,83
"1622",1006000,"Powiat łódzki wschodni",2006,130
"1623",1007000,"Powiat opoczyński",2006,76
"1624",1008000,"Powiat pabianicki",2006,242
"1625",1009000,"Powiat pajęczański",2006,66
"1626",1010000,"Powiat piotrkowski",2006,63
"1627",1011000,"Powiat poddębicki",2006,48
"1628",1012000,"Powiat radomszczański",2006,82
"1629",1013000,"Powiat rawski",2006,76
"1630",1014000,"Powiat sieradzki",2006,81
"1631",1015000,"Powiat skierniewicki",2006,50
"1632",1016000,"Powiat tomaszowski",2006,118
"1633",1017000,"Powiat wieluński",2006,84
"1634",1018000,"Powiat wieruszowski",2006,73
"1635",1019000,"Powiat zduńskowolski",2006,184
"1636",1020000,"Powiat zgierski",2006,188
"1637",1021000,"Powiat brzeziński",2006,85
"1638",1061000,"Powiat m.Łódź",2006,2593
"1639",1062000,"Powiat m.Piotrków Trybunalski",2006,1174
"1640",1063000,"Powiat m.Skierniewice",2006,1483
"1641",1201000,"Powiat bocheński",2006,155
"1642",1202000,"Powiat brzeski",2006,153
"1643",1203000,"Powiat chrzanowski",2006,345
"1644",1204000,"Powiat dąbrowski",2006,111
"1645",1205000,"Powiat gorlicki",2006,110
"1646",1206000,"Powiat krakowski",2006,200
"1647",1207000,"Powiat limanowski",2006,128
"1648",1208000,"Powiat miechowski",2006,75
"1649",1209000,"Powiat myślenicki",2006,174
"1650",1210000,"Powiat nowosądecki",2006,128
"1651",1211000,"Powiat nowotarski",2006,124
"1652",1212000,"Powiat olkuski",2006,185
"1653",1213000,"Powiat oświęcimski",2006,378
"1654",1214000,"Powiat proszowicki",2006,105
"1655",1215000,"Powiat suski",2006,120
"1656",1216000,"Powiat tarnowski",2006,137
"1657",1217000,"Powiat tatrzański",2006,138
"1658",1218000,"Powiat wadowicki",2006,240
"1659",1219000,"Powiat wielicki",2006,258
