"","Kod","Nazwa","rok","Gestosc_zaludnienia_oraz_wskazniki_ludnosc_na_1_km2_osoba"
"3125",663000,"Powiat m.Lublin",2010,2370
"3126",664000,"Powiat m.Zamość",2010,2177
"3127",801000,"Powiat gorzowski",2010,57
"3128",802000,"Powiat krośnieński",2010,41
"3129",803000,"Powiat międzyrzecki",2010,42
"3130",804000,"Powiat nowosolski",2010,114
"3131",805000,"Powiat słubicki",2010,48
"3132",806000,"Powiat strzelecko-drezdenecki",2010,41
"3133",807000,"Powiat sulęciński",2010,31
"3134",808000,"Powiat świebodziński",2010,61
"3135",809000,"Powiat zielonogórski",2010,59
"3136",810000,"Powiat żagański",2010,73
"3137",811000,"Powiat żarski",2010,72
"3138",812000,"Powiat wschowski",2010,63
"3139",861000,"Powiat m.Gorzów Wielkopolski",2010,1453
"3140",862000,"Powiat m.Zielona Góra",2010,2039
"3141",1001000,"Powiat bełchatowski",2010,117
"3142",1002000,"Powiat kutnowski",2010,116
"3143",1003000,"Powiat łaski",2010,82
"3144",1004000,"Powiat łęczycki",2010,68
"3145",1005000,"Powiat łowicki",2010,82
"3146",1006000,"Powiat łódzki wschodni",2010,136
"3147",1007000,"Powiat opoczyński",2010,76
"3148",1008000,"Powiat pabianicki",2010,244
"3149",1009000,"Powiat pajęczański",2010,66
"3150",1010000,"Powiat piotrkowski",2010,64
"3151",1011000,"Powiat poddębicki",2010,48
"3152",1012000,"Powiat radomszczański",2010,82
"3153",1013000,"Powiat rawski",2010,77
"3154",1014000,"Powiat sieradzki",2010,81
"3155",1015000,"Powiat skierniewicki",2010,51
"3156",1016000,"Powiat tomaszowski",2010,118
"3157",1017000,"Powiat wieluński",2010,85
"3158",1018000,"Powiat wieruszowski",2010,74
"3159",1019000,"Powiat zduńskowolski",2010,185
"3160",1020000,"Powiat zgierski",2010,192
"3161",1021000,"Powiat brzeziński",2010,86
"3162",1061000,"Powiat m.Łódź",2010,2492
"3163",1062000,"Powiat m.Piotrków Trybunalski",2010,1143
"3164",1063000,"Powiat m.Skierniewice",2010,1479
"3165",1201000,"Powiat bocheński",2010,159
"3166",1202000,"Powiat brzeski",2010,156
"3167",1203000,"Powiat chrzanowski",2010,345
"3168",1204000,"Powiat dąbrowski",2010,112
"3169",1205000,"Powiat gorlicki",2010,113
"3170",1206000,"Powiat krakowski",2010,211
"3171",1207000,"Powiat limanowski",2010,133
"3172",1208000,"Powiat miechowski",2010,75
"3173",1209000,"Powiat myślenicki",2010,181
"3174",1210000,"Powiat nowosądecki",2010,134
"3175",1211000,"Powiat nowotarski",2010,127
"3176",1212000,"Powiat olkuski",2010,186
"3177",1213000,"Powiat oświęcimski",2010,382
"3178",1214000,"Powiat proszowicki",2010,106
"3179",1215000,"Powiat suski",2010,122
"3180",1216000,"Powiat tarnowski",2010,140
"3181",1217000,"Powiat tatrzański",2010,143
"3182",1218000,"Powiat wadowicki",2010,245
"3183",1219000,"Powiat wielicki",2010,276
"3184",1261000,"Powiat m.Kraków",2010,2319
"3185",1262000,"Powiat m.Nowy Sącz",2010,1465
"3186",1263000,"Powiat m.Tarnów",2010,1577
"3187",1401000,"Powiat białobrzeski",2010,53
"3188",1402000,"Powiat ciechanowski",2010,87
"3189",1403000,"Powiat garwoliński",2010,84
"3190",1404000,"Powiat gostyniński",2010,77
"3191",1405000,"Powiat grodziski",2010,233
"3192",1406000,"Powiat grójecki",2010,78
"3193",1407000,"Powiat kozienicki",2010,68
"3194",1408000,"Powiat legionowski",2010,273
"3195",1409000,"Powiat lipski",2010,49
"3196",1410000,"Powiat łosicki",2010,42
"3197",1411000,"Powiat makowski",2010,44
"3198",1412000,"Powiat miński",2010,126
"3199",1413000,"Powiat mławski",2010,63
"3200",1414000,"Powiat nowodworski",2010,112
"3201",1415000,"Powiat ostrołęcki",2010,42
"3202",1416000,"Powiat ostrowski",2010,62
"3203",1417000,"Powiat otwocki",2010,195
"3204",1418000,"Powiat piaseczyński",2010,263
"3205",1419000,"Powiat płocki",2010,61
"3206",1420000,"Powiat płoński",2010,65
"3207",1421000,"Powiat pruszkowski",2010,625
"3208",1422000,"Powiat przasnyski",2010,44
"3209",1423000,"Powiat przysuski",2010,55
"3210",1424000,"Powiat pułtuski",2010,62
"3211",1425000,"Powiat radomski",2010,98
"3212",1426000,"Powiat siedlecki",2010,51
"3213",1427000,"Powiat sierpecki",2010,63
"3214",1428000,"Powiat sochaczewski",2010,116
"3215",1429000,"Powiat sokołowski",2010,50
"3216",1430000,"Powiat szydłowiecki",2010,90
"3217",1432000,"Powiat warszawski zachodni",2010,200
"3218",1433000,"Powiat węgrowski",2010,56
"3219",1434000,"Powiat wołomiński",2010,229
"3220",1435000,"Powiat wyszkowski",2010,84
"3221",1436000,"Powiat zwoleński",2010,65
"3222",1437000,"Powiat żuromiński",2010,50
"3223",1438000,"Powiat żyrardowski",2010,144
"3224",1461000,"Powiat m.Ostrołęka",2010,1873
"3225",1462000,"Powiat m.Płock",2010,1416
"3226",1463000,"Powiat m.Radom",2010,1983
"3227",1464000,"Powiat m.Siedlce",2010,2395
"3228",1465000,"Powiat m. st. Warszawa",2010,3287
"3229",1601000,"Powiat brzeski",2010,106
"3230",1602000,"Powiat głubczycki",2010,72
"3231",1603000,"Powiat kędzierzyńsko-kozielski",2010,158
"3232",1604000,"Powiat kluczborski",2010,80
"3233",1605000,"Powiat krapkowicki",2010,149
"3234",1606000,"Powiat namysłowski",2010,58
"3235",1607000,"Powiat nyski",2010,117
"3236",1608000,"Powiat oleski",2010,68
"3237",1609000,"Powiat opolski",2010,84
"3238",1610000,"Powiat prudnicki",2010,101
"3239",1611000,"Powiat strzelecki",2010,104
"3240",1661000,"Powiat m.Opole",2010,1270
"3241",1801000,"Powiat bieszczadzki",2010,20
"3242",1802000,"Powiat brzozowski",2010,123
"3243",1803000,"Powiat dębicki",2010,173
"3244",1804000,"Powiat jarosławski",2010,119
"3245",1805000,"Powiat jasielski",2010,139
"3246",1806000,"Powiat kolbuszowski",2010,81
"3247",1807000,"Powiat krośnieński",2010,121
"3248",1808000,"Powiat leżajski",2010,120
"3249",1809000,"Powiat lubaczowski",2010,44
"3250",1810000,"Powiat łańcucki",2010,175
"3251",1811000,"Powiat mielecki",2010,155
"3252",1812000,"Powiat niżański",2010,86
"3253",1813000,"Powiat przemyski",2010,61
"3254",1814000,"Powiat przeworski",2010,114
"3255",1815000,"Powiat ropczycko-sędziszowski",2010,133
"3256",1816000,"Powiat rzeszowski",2010,141
"3257",1817000,"Powiat sanocki",2010,79
"3258",1818000,"Powiat stalowowolski",2010,132
"3259",1819000,"Powiat strzyżowski",2010,124
"3260",1820000,"Powiat tarnobrzeski",2010,104
"3261",1821000,"Powiat leski",2010,32
"3262",1861000,"Powiat m.Krosno",2010,1092
"3263",1862000,"Powiat m.Przemyśl",2010,1410
"3264",1863000,"Powiat m.Rzeszów",2010,1540
"3265",1864000,"Powiat m.Tarnobrzeg",2010,572
"3266",2001000,"Powiat augustowski",2010,36
"3267",2002000,"Powiat białostocki",2010,48
"3268",2003000,"Powiat bielski",2010,43
"3269",2004000,"Powiat grajewski",2010,51
"3270",2005000,"Powiat hajnowski",2010,29
"3271",2006000,"Powiat kolneński",2010,43
"3272",2007000,"Powiat łomżyński",2010,39
"3273",2008000,"Powiat moniecki",2010,31
"3274",2009000,"Powiat sejneński",2010,25
"3275",2010000,"Powiat siemiatycki",2010,33
"3276",2011000,"Powiat sokólski",2010,35
"3277",2012000,"Powiat suwalski",2010,28
"3278",2013000,"Powiat wysokomazowiecki",2010,46
"3279",2014000,"Powiat zambrowski",2010,62
"3280",2061000,"Powiat m.Białystok",2010,2880
"3281",2062000,"Powiat m.Łomża",2010,1936
"3282",2063000,"Powiat m.Suwałki",2010,1057
"3283",2201000,"Powiat bytowski",2010,36
"3284",2202000,"Powiat chojnicki",2010,70
"3285",2203000,"Powiat człuchowski",2010,37
"3286",2204000,"Powiat gdański",2010,124
"3287",2205000,"Powiat kartuski",2010,107
"3288",2206000,"Powiat kościerski",2010,60
"3289",2207000,"Powiat kwidzyński",2010,100
"3290",2208000,"Powiat lęborski",2010,94
"3291",2209000,"Powiat malborski",2010,131
"3292",2210000,"Powiat nowodworski",2010,54
"3293",2211000,"Powiat pucki",2010,138
"3294",2212000,"Powiat słupski",2010,42
"3295",2213000,"Powiat starogardzki",2010,94
"3296",2214000,"Powiat tczewski",2010,166
"3297",2215000,"Powiat wejherowski",2010,155
"3298",2216000,"Powiat sztumski",2010,59
"3299",2261000,"Powiat m.Gdańsk",2010,1758
"3300",2262000,"Powiat m.Gdynia",2010,1846
"3301",2263000,"Powiat m.Słupsk",2010,2225
"3302",2264000,"Powiat m.Sopot",2010,2249
"3303",2401000,"Powiat będziński",2010,418
"3304",2402000,"Powiat bielski",2010,343
"3305",2403000,"Powiat cieszyński",2010,241
"3306",2404000,"Powiat częstochowski",2010,89
"3307",2405000,"Powiat gliwicki",2010,173
"3308",2406000,"Powiat kłobucki",2010,97
"3309",2407000,"Powiat lubliniecki",2010,94
"3310",2408000,"Powiat mikołowski",2010,404
"3311",2409000,"Powiat myszkowski",2010,151
"3312",2410000,"Powiat pszczyński",2010,229
"3313",2411000,"Powiat raciborski",2010,203
"3314",2412000,"Powiat rybnicki",2010,340
"3315",2413000,"Powiat tarnogórski",2010,215
"3316",2414000,"Powiat bieruńsko-lędziński",2010,365
"3317",2415000,"Powiat wodzisławski",2010,552
"3318",2416000,"Powiat zawierciański",2010,123
"3319",2417000,"Powiat żywiecki",2010,147
"3320",2461000,"Powiat m.Bielsko-Biała",2010,1404
"3321",2462000,"Powiat m.Bytom",2010,2553
"3322",2463000,"Powiat m.Chorzów",2010,3365
"3323",2464000,"Powiat m.Częstochowa",2010,1485
"3324",2465000,"Powiat m.Dąbrowa Górnicza",2010,668
"3325",2466000,"Powiat m.Gliwice",2010,1403
"3326",2467000,"Powiat m.Jastrzębie-Zdrój",2010,1085
"3327",2468000,"Powiat m.Jaworzno",2010,621
"3328",2469000,"Powiat m.Katowice",2010,1892
"3329",2470000,"Powiat m.Mysłowice",2010,1151
"3330",2471000,"Powiat m.Piekary Śląskie",2010,1451
"3331",2472000,"Powiat m.Ruda Śląska",2010,1847
"3332",2473000,"Powiat m.Rybnik",2010,951
"3333",2474000,"Powiat m.Siemianowice Śląskie",2010,2757
"3334",2475000,"Powiat m.Sosnowiec",2010,2383
"3335",2476000,"Powiat m.Świętochłowice",2010,4005
"3336",2477000,"Powiat m.Tychy",2010,1583
"3337",2478000,"Powiat m.Zabrze",2010,2256
"3338",2479000,"Powiat m.Żory",2010,962
"3339",2601000,"Powiat buski",2010,77
"3340",2602000,"Powiat jędrzejowski",2010,71
"3341",2603000,"Powiat kazimierski",2010,85
"3342",2604000,"Powiat kielecki",2010,91
"3343",2605000,"Powiat konecki",2010,74
"3344",2606000,"Powiat opatowski",2010,61
"3345",2607000,"Powiat ostrowiecki",2010,189
"3346",2608000,"Powiat pińczowski",2010,68
"3347",2609000,"Powiat sandomierski",2010,120
"3348",2610000,"Powiat skarżyski",2010,201
"3349",2611000,"Powiat starachowicki",2010,181
"3350",2612000,"Powiat staszowski",2010,80
"3351",2613000,"Powiat włoszczowski",2010,52
"3352",2661000,"Powiat m.Kielce",2010,1846
"3353",2801000,"Powiat bartoszycki",2010,47
"3354",2802000,"Powiat braniewski",2010,36
"3355",2803000,"Powiat działdowski",2010,70
"3356",2804000,"Powiat elbląski",2010,41
"3357",2805000,"Powiat ełcki",2010,79
"3358",2806000,"Powiat giżycki",2010,52
"3359",2807000,"Powiat iławski",2010,67
"3360",2808000,"Powiat kętrzyński",2010,55
"3361",2809000,"Powiat lidzbarski",2010,47
"3362",2810000,"Powiat mrągowski",2010,48
"3363",2811000,"Powiat nidzicki",2010,36
"3364",2812000,"Powiat nowomiejski",2010,64
"3365",2813000,"Powiat olecki",2010,40
"3366",2814000,"Powiat olsztyński",2010,42
"3367",2815000,"Powiat ostródzki",2010,61
"3368",2816000,"Powiat piski",2010,33
"3369",2817000,"Powiat szczycieński",2010,37
"3370",2818000,"Powiat gołdapski",2010,36
"3371",2819000,"Powiat węgorzewski",2010,34
"3372",2861000,"Powiat m.Elbląg",2010,1565
"3373",2862000,"Powiat m.Olsztyn",2010,1986
"3374",3001000,"Powiat chodzieski",2010,70
"3375",3002000,"Powiat czarnkowsko-trzcianecki",2010,49
"3376",3003000,"Powiat gnieźnieński",2010,115
"3377",3004000,"Powiat gostyński",2010,94
"3378",3005000,"Powiat grodziski",2010,79
"3379",3006000,"Powiat jarociński",2010,122
"3380",3007000,"Powiat kaliski",2010,71
"3381",3008000,"Powiat kępiński",2010,93
"3382",3009000,"Powiat kolski",2010,89
"3383",3010000,"Powiat koniński",2010,81
"3384",3011000,"Powiat kościański",2010,109
"3385",3012000,"Powiat krotoszyński",2010,109
"3386",3013000,"Powiat leszczyński",2010,65
"3387",3014000,"Powiat międzychodzki",2010,50
"3388",3015000,"Powiat nowotomyski",2010,73
"3389",3016000,"Powiat obornicki",2010,82
"3390",3017000,"Powiat ostrowski",2010,138
"3391",3018000,"Powiat ostrzeszowski",2010,72
"3392",3019000,"Powiat pilski",2010,109
"3393",3020000,"Powiat pleszewski",2010,89
"3394",3021000,"Powiat poznański",2010,174
"3395",3022000,"Powiat rawicki",2010,109
"3396",3023000,"Powiat słupecki",2010,71
"3397",3024000,"Powiat szamotulski",2010,79
"3398",3025000,"Powiat średzki",2010,90
"3399",3026000,"Powiat śremski",2010,105
"3400",3027000,"Powiat turecki",2010,91
"3401",3028000,"Powiat wągrowiecki",2010,67
"3402",3029000,"Powiat wolsztyński",2010,83
"3403",3030000,"Powiat wrzesiński",2010,108
"3404",3031000,"Powiat złotowski",2010,42
"3405",3061000,"Powiat m.Kalisz",2010,1521
"3406",3062000,"Powiat m.Konin",2010,957
"3407",3063000,"Powiat m.Leszno",2010,2029
"3408",3064000,"Powiat m.Poznań",2010,2122
"3409",3201000,"Powiat białogardzki",2010,59
"3410",3202000,"Powiat choszczeński",2010,38
"3411",3203000,"Powiat drawski",2010,33
"3412",3204000,"Powiat goleniowski",2010,51
"3413",3205000,"Powiat gryficki",2010,61
"3414",3206000,"Powiat gryfiński",2010,45
"3415",3207000,"Powiat kamieński",2010,48
"3416",3208000,"Powiat kołobrzeski",2010,110
"3417",3209000,"Powiat koszaliński",2010,40
"3418",3210000,"Powiat myśliborski",2010,58
"3419",3211000,"Powiat policki",2010,107
"3420",3212000,"Powiat pyrzycki",2010,56
"3421",3213000,"Powiat sławieński",2010,56
"3422",3214000,"Powiat stargardzki",2010,80
"3423",3215000,"Powiat szczecinecki",2010,45
"3424",3216000,"Powiat świdwiński",2010,45
"3425",3217000,"Powiat wałecki",2010,39
"3426",3218000,"Powiat łobeski",2010,36
"3427",3261000,"Powiat m.Koszalin",2010,1111
"3428",3262000,"Powiat m.Szczecin",2010,1365
"3429",3263000,"Powiat m.Świnoujście",2010,210
"3430",201000,"Powiat bolesławiecki",2011,69
"3431",202000,"Powiat dzierżoniowski",2011,221
"3432",203000,"Powiat głogowski",2011,204
"3433",204000,"Powiat górowski",2011,50
"3434",205000,"Powiat jaworski",2011,90
"3435",206000,"Powiat jeleniogórski",2011,104
"3436",207000,"Powiat kamiennogórski",2011,116
"3437",208000,"Powiat kłodzki",2011,102
"3438",209000,"Powiat legnicki",2011,74
"3439",210000,"Powiat lubański",2011,132
"3440",211000,"Powiat lubiński",2011,150
"3441",212000,"Powiat lwówecki",2011,67
"3442",213000,"Powiat milicki",2011,52
"3443",214000,"Powiat oleśnicki",2011,101
"3444",215000,"Powiat oławski",2011,143
"3445",216000,"Powiat polkowicki",2011,81
"3446",217000,"Powiat strzeliński",2011,72
"3447",218000,"Powiat średzki",2011,74
"3448",219000,"Powiat świdnicki",2011,219
"3449",220000,"Powiat trzebnicki",2011,80
"3450",221000,"Powiat wałbrzyski",2011,347
"3451",222000,"Powiat wołowski",2011,71
"3452",223000,"Powiat wrocławski",2011,109
"3453",224000,"Powiat ząbkowicki",2011,86
"3454",225000,"Powiat zgorzelecki",2011,112
"3455",226000,"Powiat złotoryjski",2011,79
"3456",261000,"Powiat m.Jelenia Góra",2011,764
"3457",262000,"Powiat m.Legnica",2011,1829
"3458",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"3459",264000,"Powiat m.Wrocław",2011,2156
"3460",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"3461",401000,"Powiat aleksandrowski",2011,118
"3462",402000,"Powiat brodnicki",2011,75
"3463",403000,"Powiat bydgoski",2011,77
"3464",404000,"Powiat chełmiński",2011,100
"3465",405000,"Powiat golubsko-dobrzyński",2011,74
"3466",406000,"Powiat grudziądzki",2011,55
"3467",407000,"Powiat inowrocławski",2011,135
"3468",408000,"Powiat lipnowski",2011,66
"3469",409000,"Powiat mogileński",2011,70
"3470",410000,"Powiat nakielski",2011,78
"3471",411000,"Powiat radziejowski",2011,70
"3472",412000,"Powiat rypiński",2011,77
"3473",413000,"Powiat sępoleński",2011,53
"3474",414000,"Powiat świecki",2011,68
"3475",415000,"Powiat toruński",2011,80
"3476",416000,"Powiat tucholski",2011,45
"3477",417000,"Powiat wąbrzeski",2011,70
"3478",418000,"Powiat włocławski",2011,59
"3479",419000,"Powiat żniński",2011,72
"3480",461000,"Powiat m.Bydgoszcz",2011,2063
"3481",462000,"Powiat m.Grudziądz",2011,1704
"3482",463000,"Powiat m.Toruń",2011,1771
"3483",464000,"Powiat m.Włocławek",2011,1380
"3484",601000,"Powiat bialski",2011,41
"3485",602000,"Powiat biłgorajski",2011,62
"3486",603000,"Powiat chełmski",2011,43
"3487",604000,"Powiat hrubieszowski",2011,54
"3488",605000,"Powiat janowski",2011,55
"3489",606000,"Powiat krasnostawski",2011,65
"3490",607000,"Powiat kraśnicki",2011,99
"3491",608000,"Powiat lubartowski",2011,70
"3492",609000,"Powiat lubelski",2011,88
"3493",610000,"Powiat łęczyński",2011,91
"3494",611000,"Powiat łukowski",2011,79
"3495",612000,"Powiat opolski",2011,77
"3496",613000,"Powiat parczewski",2011,38
"3497",614000,"Powiat puławski",2011,125
"3498",615000,"Powiat radzyński",2011,63
"3499",616000,"Powiat rycki",2011,96
"3500",617000,"Powiat świdnicki",2011,157
"3501",618000,"Powiat tomaszowski",2011,59
"3502",619000,"Powiat włodawski",2011,32
"3503",620000,"Powiat zamojski",2011,59
"3504",661000,"Powiat m.Biała Podlaska",2011,1174
"3505",662000,"Powiat m.Chełm",2011,1876
"3506",663000,"Powiat m.Lublin",2011,2364
"3507",664000,"Powiat m.Zamość",2011,2168
"3508",801000,"Powiat gorzowski",2011,57
"3509",802000,"Powiat krośnieński",2011,41
"3510",803000,"Powiat międzyrzecki",2011,42
"3511",804000,"Powiat nowosolski",2011,114
"3512",805000,"Powiat słubicki",2011,48
"3513",806000,"Powiat strzelecko-drezdenecki",2011,41
"3514",807000,"Powiat sulęciński",2011,31
"3515",808000,"Powiat świebodziński",2011,61
"3516",809000,"Powiat zielonogórski",2011,60
"3517",810000,"Powiat żagański",2011,73
"3518",811000,"Powiat żarski",2011,72
"3519",812000,"Powiat wschowski",2011,63
"3520",861000,"Powiat m.Gorzów Wielkopolski",2011,1453
"3521",862000,"Powiat m.Zielona Góra",2011,2043
"3522",1001000,"Powiat bełchatowski",2011,117
"3523",1002000,"Powiat kutnowski",2011,115
"3524",1003000,"Powiat łaski",2011,82
"3525",1004000,"Powiat łęczycki",2011,68
"3526",1005000,"Powiat łowicki",2011,82
"3527",1006000,"Powiat łódzki wschodni",2011,137
"3528",1007000,"Powiat opoczyński",2011,75
"3529",1008000,"Powiat pabianicki",2011,244
"3530",1009000,"Powiat pajęczański",2011,66
"3531",1010000,"Powiat piotrkowski",2011,64
"3532",1011000,"Powiat poddębicki",2011,48
"3533",1012000,"Powiat radomszczański",2011,81
"3534",1013000,"Powiat rawski",2011,77
"3535",1014000,"Powiat sieradzki",2011,81
"3536",1015000,"Powiat skierniewicki",2011,51
"3537",1016000,"Powiat tomaszowski",2011,118
"3538",1017000,"Powiat wieluński",2011,84
"3539",1018000,"Powiat wieruszowski",2011,73
"3540",1019000,"Powiat zduńskowolski",2011,184
"3541",1020000,"Powiat zgierski",2011,192
"3542",1021000,"Powiat brzeziński",2011,86
"3543",1061000,"Powiat m.Łódź",2011,2472
"3544",1062000,"Powiat m.Piotrków Trybunalski",2011,1138
"3545",1063000,"Powiat m.Skierniewice",2011,1479
"3546",1201000,"Powiat bocheński",2011,160
"3547",1202000,"Powiat brzeski",2011,156
"3548",1203000,"Powiat chrzanowski",2011,344
"3549",1204000,"Powiat dąbrowski",2011,112
"3550",1205000,"Powiat gorlicki",2011,113
"3551",1206000,"Powiat krakowski",2011,213
"3552",1207000,"Powiat limanowski",2011,134
"3553",1208000,"Powiat miechowski",2011,74
"3554",1209000,"Powiat myślenicki",2011,182
"3555",1210000,"Powiat nowosądecki",2011,135
"3556",1211000,"Powiat nowotarski",2011,128
"3557",1212000,"Powiat olkuski",2011,186
"3558",1213000,"Powiat oświęcimski",2011,382
"3559",1214000,"Powiat proszowicki",2011,106
"3560",1215000,"Powiat suski",2011,123
"3561",1216000,"Powiat tarnowski",2011,140
"3562",1217000,"Powiat tatrzański",2011,143
"3563",1218000,"Powiat wadowicki",2011,246
"3564",1219000,"Powiat wielicki",2011,281
"3565",1261000,"Powiat m.Kraków",2011,2323
"3566",1262000,"Powiat m.Nowy Sącz",2011,1464
"3567",1263000,"Powiat m.Tarnów",2011,1569
"3568",1401000,"Powiat białobrzeski",2011,53
"3569",1402000,"Powiat ciechanowski",2011,86
"3570",1403000,"Powiat garwoliński",2011,84
"3571",1404000,"Powiat gostyniński",2011,76
"3572",1405000,"Powiat grodziski",2011,236
"3573",1406000,"Powiat grójecki",2011,78
"3574",1407000,"Powiat kozienicki",2011,68
"3575",1408000,"Powiat legionowski",2011,278
"3576",1409000,"Powiat lipski",2011,49
"3577",1410000,"Powiat łosicki",2011,42
"3578",1411000,"Powiat makowski",2011,44
"3579",1412000,"Powiat miński",2011,127
"3580",1413000,"Powiat mławski",2011,63
"3581",1414000,"Powiat nowodworski",2011,112
"3582",1415000,"Powiat ostrołęcki",2011,42
"3583",1416000,"Powiat ostrowski",2011,62
"3584",1417000,"Powiat otwocki",2011,197
"3585",1418000,"Powiat piaseczyński",2011,268
"3586",1419000,"Powiat płocki",2011,61
"3587",1420000,"Powiat płoński",2011,65
"3588",1421000,"Powiat pruszkowski",2011,631
"3589",1422000,"Powiat przasnyski",2011,44
"3590",1423000,"Powiat przysuski",2011,54
"3591",1424000,"Powiat pułtuski",2011,62
"3592",1425000,"Powiat radomski",2011,98
"3593",1426000,"Powiat siedlecki",2011,51
"3594",1427000,"Powiat sierpecki",2011,63
"3595",1428000,"Powiat sochaczewski",2011,116
"3596",1429000,"Powiat sokołowski",2011,50
"3597",1430000,"Powiat szydłowiecki",2011,90
"3598",1432000,"Powiat warszawski zachodni",2011,203
"3599",1433000,"Powiat węgrowski",2011,56
"3600",1434000,"Powiat wołomiński",2011,233
"3601",1435000,"Powiat wyszkowski",2011,84
"3602",1436000,"Powiat zwoleński",2011,65
"3603",1437000,"Powiat żuromiński",2011,50
"3604",1438000,"Powiat żyrardowski",2011,144
"3605",1461000,"Powiat m.Ostrołęka",2011,1867
"3606",1462000,"Powiat m.Płock",2011,1412
"3607",1463000,"Powiat m.Radom",2011,1973
"3608",1464000,"Powiat m.Siedlce",2011,2401
"3609",1465000,"Powiat m. st. Warszawa",2011,3303
"3610",1601000,"Powiat brzeski",2011,106
"3611",1602000,"Powiat głubczycki",2011,72
"3612",1603000,"Powiat kędzierzyńsko-kozielski",2011,157
"3613",1604000,"Powiat kluczborski",2011,80
"3614",1605000,"Powiat krapkowicki",2011,149
"3615",1606000,"Powiat namysłowski",2011,58
"3616",1607000,"Powiat nyski",2011,116
"3617",1608000,"Powiat oleski",2011,68
"3618",1609000,"Powiat opolski",2011,84
"3619",1610000,"Powiat prudnicki",2011,101
"3620",1611000,"Powiat strzelecki",2011,103
"3621",1661000,"Powiat m.Opole",2011,1268
"3622",1801000,"Powiat bieszczadzki",2011,20
"3623",1802000,"Powiat brzozowski",2011,123
"3624",1803000,"Powiat dębicki",2011,174
"3625",1804000,"Powiat jarosławski",2011,119
"3626",1805000,"Powiat jasielski",2011,139
"3627",1806000,"Powiat kolbuszowski",2011,81
"3628",1807000,"Powiat krośnieński",2011,121
"3629",1808000,"Powiat leżajski",2011,120
"3630",1809000,"Powiat lubaczowski",2011,44
"3631",1810000,"Powiat łańcucki",2011,176
"3632",1811000,"Powiat mielecki",2011,155
"3633",1812000,"Powiat niżański",2011,86
"3634",1813000,"Powiat przemyski",2011,61
"3635",1814000,"Powiat przeworski",2011,114
"3636",1815000,"Powiat ropczycko-sędziszowski",2011,133
"3637",1816000,"Powiat rzeszowski",2011,142
"3638",1817000,"Powiat sanocki",2011,79
"3639",1818000,"Powiat stalowowolski",2011,132
"3640",1819000,"Powiat strzyżowski",2011,124
"3641",1820000,"Powiat tarnobrzeski",2011,104
"3642",1821000,"Powiat leski",2011,32
"3643",1861000,"Powiat m.Krosno",2011,1088
"3644",1862000,"Powiat m.Przemyśl",2011,1402
"3645",1863000,"Powiat m.Rzeszów",2011,1547
"3646",1864000,"Powiat m.Tarnobrzeg",2011,570
"3647",2001000,"Powiat augustowski",2011,36
"3648",2002000,"Powiat białostocki",2011,48
"3649",2003000,"Powiat bielski",2011,42
"3650",2004000,"Powiat grajewski",2011,51
"3651",2005000,"Powiat hajnowski",2011,29
"3652",2006000,"Powiat kolneński",2011,43
"3653",2007000,"Powiat łomżyński",2011,39
"3654",2008000,"Powiat moniecki",2011,31
"3655",2009000,"Powiat sejneński",2011,25
"3656",2010000,"Powiat siemiatycki",2011,33
"3657",2011000,"Powiat sokólski",2011,35
"3658",2012000,"Powiat suwalski",2011,28
"3659",2013000,"Powiat wysokomazowiecki",2011,46
"3660",2014000,"Powiat zambrowski",2011,62
"3661",2061000,"Powiat m.Białystok",2011,2882
"3662",2062000,"Powiat m.Łomża",2011,1931
"3663",2063000,"Powiat m.Suwałki",2011,1056
"3664",2201000,"Powiat bytowski",2011,36
"3665",2202000,"Powiat chojnicki",2011,70
"3666",2203000,"Powiat człuchowski",2011,36
"3667",2204000,"Powiat gdański",2011,127
"3668",2205000,"Powiat kartuski",2011,108
"3669",2206000,"Powiat kościerski",2011,61
"3670",2207000,"Powiat kwidzyński",2011,100
"3671",2208000,"Powiat lęborski",2011,94
"3672",2209000,"Powiat malborski",2011,131
"3673",2210000,"Powiat nowodworski",2011,54
"3674",2211000,"Powiat pucki",2011,140
"3675",2212000,"Powiat słupski",2011,42
"3676",2213000,"Powiat starogardzki",2011,94
"3677",2214000,"Powiat tczewski",2011,166
"3678",2215000,"Powiat wejherowski",2011,157
"3679",2216000,"Powiat sztumski",2011,58
"3680",2261000,"Powiat m.Gdańsk",2011,1758
"3681",2262000,"Powiat m.Gdynia",2011,1842
"3682",2263000,"Powiat m.Słupsk",2011,2214
"3683",2264000,"Powiat m.Sopot",2011,2233
"3684",2401000,"Powiat będziński",2011,418
"3685",2402000,"Powiat bielski",2011,345
"3686",2403000,"Powiat cieszyński",2011,242
"3687",2404000,"Powiat częstochowski",2011,89
"3688",2405000,"Powiat gliwicki",2011,173
"3689",2406000,"Powiat kłobucki",2011,97
"3690",2407000,"Powiat lubliniecki",2011,94
"3691",2408000,"Powiat mikołowski",2011,406
"3692",2409000,"Powiat myszkowski",2011,150
"3693",2410000,"Powiat pszczyński",2011,230
"3694",2411000,"Powiat raciborski",2011,202
"3695",2412000,"Powiat rybnicki",2011,341
"3696",2413000,"Powiat tarnogórski",2011,215
