"","Kod","Nazwa","rok","DZIALALNOSC_TRANSPORTOWA_CTAB_liczba_taksowek_ogolem_szt"
"1682",1811000,"Powiat mielecki",2018,80
"1683",1812000,"Powiat niżański",2018,6
"1684",1813000,"Powiat przemyski",2018,0
"1685",1814000,"Powiat przeworski",2018,5
"1686",1815000,"Powiat ropczycko-sędziszowski",2018,12
"1687",1816000,"Powiat rzeszowski",2018,95
"1688",1817000,"Powiat sanocki",2018,53
"1689",1818000,"Powiat stalowowolski",2018,64
"1690",1819000,"Powiat strzyżowski",2018,15
"1691",1820000,"Powiat tarnobrzeski",2018,2
"1692",1821000,"Powiat leski",2018,6
"1693",1861000,"Powiat m.Krosno",2018,85
"1694",1862000,"Powiat m.Przemyśl",2018,186
"1695",1863000,"Powiat m.Rzeszów",2018,637
"1696",1864000,"Powiat m.Tarnobrzeg",2018,15
"1697",2001000,"Powiat augustowski",2018,68
"1698",2002000,"Powiat białostocki",2018,11
"1699",2003000,"Powiat bielski",2018,18
"1700",2004000,"Powiat grajewski",2018,23
"1701",2005000,"Powiat hajnowski",2018,7
"1702",2006000,"Powiat kolneński",2018,2
"1703",2007000,"Powiat łomżyński",2018,14
"1704",2008000,"Powiat moniecki",2018,6
"1705",2009000,"Powiat sejneński",2018,9
"1706",2010000,"Powiat siemiatycki",2018,8
"1707",2011000,"Powiat sokólski",2018,39
"1708",2013000,"Powiat wysokomazowiecki",2018,13
"1709",2014000,"Powiat zambrowski",2018,30
"1710",2061000,"Powiat m.Białystok",2018,1388
"1711",2062000,"Powiat m.Łomża",2018,143
"1712",2063000,"Powiat m.Suwałki",2018,200
"1713",2201000,"Powiat bytowski",2018,30
"1714",2202000,"Powiat chojnicki",2018,63
"1715",2203000,"Powiat człuchowski",2018,9
"1716",2204000,"Powiat gdański",2018,78
"1717",2205000,"Powiat kartuski",2018,35
"1718",2206000,"Powiat kościerski",2018,25
"1719",2207000,"Powiat kwidzyński",2018,102
"1720",2208000,"Powiat lęborski",2018,57
"1721",2209000,"Powiat malborski",2018,40
"1722",2210000,"Powiat nowodworski",2018,15
"1723",2211000,"Powiat pucki",2018,220
"1724",2212000,"Powiat słupski",2018,40
"1725",2213000,"Powiat starogardzki",2018,46
"1726",2214000,"Powiat tczewski",2018,142
"1727",2215000,"Powiat wejherowski",2018,348
"1728",2216000,"Powiat sztumski",2018,11
"1729",2261000,"Powiat m.Gdańsk",2018,3109
"1730",2262000,"Powiat m.Gdynia",2018,2260
"1731",2263000,"Powiat m.Słupsk",2018,244
"1732",2264000,"Powiat m.Sopot",2018,633
"1733",2401000,"Powiat będziński",2018,181
"1734",2402000,"Powiat bielski",2018,56
"1735",2403000,"Powiat cieszyński",2018,205
"1736",2405000,"Powiat gliwicki",2018,36
"1737",2406000,"Powiat kłobucki",2018,4
"1738",2407000,"Powiat lubliniecki",2018,8
"1739",2408000,"Powiat mikołowski",2018,89
"1740",2409000,"Powiat myszkowski",2018,11
"1741",2410000,"Powiat pszczyński",2018,51
"1742",2411000,"Powiat raciborski",2018,53
"1743",2412000,"Powiat rybnicki",2018,9
"1744",2413000,"Powiat tarnogórski",2018,330
"1745",2414000,"Powiat bieruńsko-lędziński",2018,7
"1746",2415000,"Powiat wodzisławski",2018,130
"1747",2416000,"Powiat zawierciański",2018,72
"1748",2417000,"Powiat żywiecki",2018,73
"1749",2461000,"Powiat m.Bielsko-Biała",2018,512
"1750",2462000,"Powiat m.Bytom",2018,610
"1751",2463000,"Powiat m.Chorzów",2018,251
"1752",2464000,"Powiat m.Częstochowa",2018,550
"1753",2465000,"Powiat m.Dąbrowa Górnicza",2018,139
"1754",2466000,"Powiat m.Gliwice",2018,529
"1755",2467000,"Powiat m.Jastrzębie-Zdrój",2018,179
"1756",2468000,"Powiat m.Jaworzno",2018,146
"1757",2469000,"Powiat m.Katowice",2018,1114
"1758",2470000,"Powiat m.Mysłowice",2018,77
"1759",2471000,"Powiat m.Piekary Śląskie",2018,118
"1760",2472000,"Powiat m.Ruda Śląska",2018,255
"1761",2473000,"Powiat m.Rybnik",2018,197
"1762",2474000,"Powiat m.Siemianowice Śląskie",2018,144
"1763",2475000,"Powiat m.Sosnowiec",2018,484
"1764",2476000,"Powiat m.Świętochłowice",2018,92
"1765",2477000,"Powiat m.Tychy",2018,245
"1766",2478000,"Powiat m.Zabrze",2018,286
"1767",2479000,"Powiat m.Żory",2018,116
"1768",2601000,"Powiat buski",2018,29
"1769",2602000,"Powiat jędrzejowski",2018,13
"1770",2603000,"Powiat kazimierski",2018,1
"1771",2604000,"Powiat kielecki",2018,5
"1772",2605000,"Powiat konecki",2018,49
"1773",2606000,"Powiat opatowski",2018,10
"1774",2607000,"Powiat ostrowiecki",2018,206
"1775",2608000,"Powiat pińczowski",2018,5
"1776",2609000,"Powiat sandomierski",2018,13
"1777",2610000,"Powiat skarżyski",2018,39
"1778",2611000,"Powiat starachowicki",2018,80
"1779",2612000,"Powiat staszowski",2018,30
"1780",2613000,"Powiat włoszczowski",2018,3
"1781",2661000,"Powiat m.Kielce",2018,400
"1782",2801000,"Powiat bartoszycki",2018,91
"1783",2802000,"Powiat braniewski",2018,6
"1784",2803000,"Powiat działdowski",2018,29
"1785",2804000,"Powiat elbląski",2018,2
"1786",2805000,"Powiat ełcki",2018,189
"1787",2806000,"Powiat giżycki",2018,121
"1788",2807000,"Powiat iławski",2018,118
"1789",2808000,"Powiat kętrzyński",2018,56
"1790",2809000,"Powiat lidzbarski",2018,43
"1791",2810000,"Powiat mrągowski",2018,94
"1792",2811000,"Powiat nidzicki",2018,1
"1793",2812000,"Powiat nowomiejski",2018,36
"1794",2813000,"Powiat olecki",2018,48
"1795",2814000,"Powiat olsztyński",2018,34
"1796",2815000,"Powiat ostródzki",2018,105
"1797",2816000,"Powiat piski",2018,99
"1798",2817000,"Powiat szczycieński",2018,80
"1799",2818000,"Powiat gołdapski",2018,30
"1800",2819000,"Powiat węgorzewski",2018,24
"1801",2861000,"Powiat m.Elbląg",2018,372
"1802",2862000,"Powiat m.Olsztyn",2018,520
"1803",3001000,"Powiat chodzieski",2018,15
"1804",3002000,"Powiat czarnkowsko-trzcianecki",2018,34
"1805",3003000,"Powiat gnieźnieński",2018,162
"1806",3004000,"Powiat gostyński",2018,10
"1807",3006000,"Powiat jarociński",2018,21
"1808",3008000,"Powiat kępiński",2018,5
"1809",3009000,"Powiat kolski",2018,22
"1810",3011000,"Powiat kościański",2018,10
"1811",3012000,"Powiat krotoszyński",2018,9
"1812",3013000,"Powiat leszczyński",2018,1
"1813",3014000,"Powiat międzychodzki",2018,3
"1814",3015000,"Powiat nowotomyski",2018,13
"1815",3016000,"Powiat obornicki",2018,4
"1816",3017000,"Powiat ostrowski",2018,193
"1817",3018000,"Powiat ostrzeszowski",2018,14
"1818",3019000,"Powiat pilski",2018,320
"1819",3020000,"Powiat pleszewski",2018,29
"1820",3021000,"Powiat poznański",2018,33
"1821",3022000,"Powiat rawicki",2018,11
"1822",3023000,"Powiat słupecki",2018,27
"1823",3024000,"Powiat szamotulski",2018,12
"1824",3025000,"Powiat średzki",2018,15
"1825",3026000,"Powiat śremski",2018,38
"1826",3027000,"Powiat turecki",2018,56
"1827",3028000,"Powiat wągrowiecki",2018,7
"1828",3029000,"Powiat wolsztyński",2018,4
"1829",3030000,"Powiat wrzesiński",2018,65
"1830",3031000,"Powiat złotowski",2018,6
"1831",3061000,"Powiat m.Kalisz",2018,376
"1832",3062000,"Powiat m.Konin",2018,93
"1833",3063000,"Powiat m.Leszno",2018,127
"1834",3064000,"Powiat m.Poznań",2018,2586
"1835",3201000,"Powiat białogardzki",2018,22
"1836",3202000,"Powiat choszczeński",2018,12
"1837",3203000,"Powiat drawski",2018,31
"1838",3204000,"Powiat goleniowski",2018,73
"1839",3205000,"Powiat gryficki",2018,38
"1840",3206000,"Powiat gryfiński",2018,49
"1841",3207000,"Powiat kamieński",2018,86
"1842",3208000,"Powiat kołobrzeski",2018,341
"1843",3209000,"Powiat koszaliński",2018,55
"1844",3210000,"Powiat myśliborski",2018,19
"1845",3211000,"Powiat policki",2018,133
"1846",3212000,"Powiat pyrzycki",2018,2
"1847",3213000,"Powiat sławieński",2018,30
"1848",3214000,"Powiat stargardzki",2018,264
"1849",3215000,"Powiat szczecinecki",2018,87
"1850",3216000,"Powiat świdwiński",2018,11
"1851",3217000,"Powiat wałecki",2018,17
"1852",3218000,"Powiat łobeski",2018,6
"1853",3261000,"Powiat m.Koszalin",2018,520
"1854",3262000,"Powiat m.Szczecin",2018,2433
"1855",3263000,"Powiat m.Świnoujście",2018,238
"1856",201000,"Powiat bolesławiecki",2019,NA
"1857",202000,"Powiat dzierżoniowski",2019,NA
"1858",203000,"Powiat głogowski",2019,NA
"1859",204000,"Powiat górowski",2019,NA
"1860",205000,"Powiat jaworski",2019,NA
"1861",206000,"Powiat jeleniogórski",2019,NA
"1862",207000,"Powiat kamiennogórski",2019,NA
"1863",208000,"Powiat kłodzki",2019,NA
"1864",209000,"Powiat legnicki",2019,NA
"1865",210000,"Powiat lubański",2019,NA
"1866",211000,"Powiat lubiński",2019,NA
"1867",212000,"Powiat lwówecki",2019,NA
"1868",213000,"Powiat milicki",2019,NA
"1869",214000,"Powiat oleśnicki",2019,NA
"1870",215000,"Powiat oławski",2019,NA
"1871",216000,"Powiat polkowicki",2019,NA
"1872",217000,"Powiat strzeliński",2019,NA
"1873",218000,"Powiat średzki",2019,NA
"1874",219000,"Powiat świdnicki",2019,NA
"1875",220000,"Powiat trzebnicki",2019,NA
"1876",221000,"Powiat wałbrzyski",2019,NA
"1877",222000,"Powiat wołowski",2019,NA
"1878",223000,"Powiat wrocławski",2019,NA
"1879",224000,"Powiat ząbkowicki",2019,NA
"1880",225000,"Powiat zgorzelecki",2019,NA
"1881",226000,"Powiat złotoryjski",2019,NA
"1882",261000,"Powiat m.Jelenia Góra",2019,NA
"1883",262000,"Powiat m.Legnica",2019,NA
"1884",264000,"Powiat m.Wrocław",2019,NA
"1885",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"1886",401000,"Powiat aleksandrowski",2019,NA
"1887",402000,"Powiat brodnicki",2019,NA
"1888",403000,"Powiat bydgoski",2019,NA
"1889",404000,"Powiat chełmiński",2019,NA
"1890",405000,"Powiat golubsko-dobrzyński",2019,NA
"1891",406000,"Powiat grudziądzki",2019,NA
"1892",407000,"Powiat inowrocławski",2019,NA
"1893",408000,"Powiat lipnowski",2019,NA
"1894",409000,"Powiat mogileński",2019,NA
"1895",410000,"Powiat nakielski",2019,NA
"1896",411000,"Powiat radziejowski",2019,NA
"1897",412000,"Powiat rypiński",2019,NA
"1898",413000,"Powiat sępoleński",2019,NA
"1899",414000,"Powiat świecki",2019,NA
"1900",415000,"Powiat toruński",2019,NA
"1901",416000,"Powiat tucholski",2019,NA
"1902",417000,"Powiat wąbrzeski",2019,NA
"1903",418000,"Powiat włocławski",2019,NA
"1904",419000,"Powiat żniński",2019,NA
"1905",461000,"Powiat m.Bydgoszcz",2019,NA
"1906",462000,"Powiat m.Grudziądz",2019,NA
"1907",463000,"Powiat m.Toruń",2019,NA
"1908",464000,"Powiat m.Włocławek",2019,NA
"1909",601000,"Powiat bialski",2019,NA
"1910",602000,"Powiat biłgorajski",2019,NA
"1911",603000,"Powiat chełmski",2019,NA
"1912",604000,"Powiat hrubieszowski",2019,NA
"1913",605000,"Powiat janowski",2019,NA
"1914",606000,"Powiat krasnostawski",2019,NA
"1915",607000,"Powiat kraśnicki",2019,NA
"1916",608000,"Powiat lubartowski",2019,NA
"1917",609000,"Powiat lubelski",2019,NA
"1918",610000,"Powiat łęczyński",2019,NA
"1919",611000,"Powiat łukowski",2019,NA
"1920",612000,"Powiat opolski",2019,NA
"1921",613000,"Powiat parczewski",2019,NA
"1922",614000,"Powiat puławski",2019,NA
"1923",615000,"Powiat radzyński",2019,NA
"1924",616000,"Powiat rycki",2019,NA
"1925",617000,"Powiat świdnicki",2019,NA
"1926",618000,"Powiat tomaszowski",2019,NA
"1927",619000,"Powiat włodawski",2019,NA
"1928",620000,"Powiat zamojski",2019,NA
"1929",661000,"Powiat m.Biała Podlaska",2019,NA
"1930",662000,"Powiat m.Chełm",2019,NA
"1931",663000,"Powiat m.Lublin",2019,NA
"1932",664000,"Powiat m.Zamość",2019,NA
"1933",801000,"Powiat gorzowski",2019,NA
"1934",802000,"Powiat krośnieński",2019,NA
"1935",803000,"Powiat międzyrzecki",2019,NA
"1936",804000,"Powiat nowosolski",2019,NA
"1937",805000,"Powiat słubicki",2019,NA
"1938",806000,"Powiat strzelecko-drezdenecki",2019,NA
"1939",807000,"Powiat sulęciński",2019,NA
"1940",808000,"Powiat świebodziński",2019,NA
"1941",809000,"Powiat zielonogórski",2019,NA
"1942",810000,"Powiat żagański",2019,NA
"1943",811000,"Powiat żarski",2019,NA
"1944",812000,"Powiat wschowski",2019,NA
"1945",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"1946",862000,"Powiat m.Zielona Góra",2019,NA
"1947",1001000,"Powiat bełchatowski",2019,NA
"1948",1002000,"Powiat kutnowski",2019,NA
"1949",1003000,"Powiat łaski",2019,NA
"1950",1004000,"Powiat łęczycki",2019,NA
"1951",1005000,"Powiat łowicki",2019,NA
"1952",1006000,"Powiat łódzki wschodni",2019,NA
"1953",1007000,"Powiat opoczyński",2019,NA
"1954",1008000,"Powiat pabianicki",2019,NA
"1955",1009000,"Powiat pajęczański",2019,NA
"1956",1010000,"Powiat piotrkowski",2019,NA
"1957",1011000,"Powiat poddębicki",2019,NA
"1958",1012000,"Powiat radomszczański",2019,NA
"1959",1013000,"Powiat rawski",2019,NA
"1960",1014000,"Powiat sieradzki",2019,NA
"1961",1016000,"Powiat tomaszowski",2019,NA
"1962",1017000,"Powiat wieluński",2019,NA
"1963",1018000,"Powiat wieruszowski",2019,NA
"1964",1019000,"Powiat zduńskowolski",2019,NA
"1965",1020000,"Powiat zgierski",2019,NA
"1966",1021000,"Powiat brzeziński",2019,NA
"1967",1061000,"Powiat m.Łódź",2019,NA
"1968",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"1969",1063000,"Powiat m.Skierniewice",2019,NA
"1970",1201000,"Powiat bocheński",2019,NA
"1971",1202000,"Powiat brzeski",2019,NA
"1972",1203000,"Powiat chrzanowski",2019,NA
"1973",1204000,"Powiat dąbrowski",2019,NA
"1974",1205000,"Powiat gorlicki",2019,NA
"1975",1206000,"Powiat krakowski",2019,NA
"1976",1207000,"Powiat limanowski",2019,NA
"1977",1208000,"Powiat miechowski",2019,NA
"1978",1209000,"Powiat myślenicki",2019,NA
"1979",1210000,"Powiat nowosądecki",2019,NA
"1980",1211000,"Powiat nowotarski",2019,NA
"1981",1212000,"Powiat olkuski",2019,NA
"1982",1213000,"Powiat oświęcimski",2019,NA
"1983",1214000,"Powiat proszowicki",2019,NA
"1984",1215000,"Powiat suski",2019,NA
"1985",1216000,"Powiat tarnowski",2019,NA
"1986",1217000,"Powiat tatrzański",2019,NA
"1987",1218000,"Powiat wadowicki",2019,NA
"1988",1219000,"Powiat wielicki",2019,NA
"1989",1261000,"Powiat m.Kraków",2019,NA
"1990",1262000,"Powiat m.Nowy Sącz",2019,NA
"1991",1263000,"Powiat m.Tarnów",2019,NA
"1992",1401000,"Powiat białobrzeski",2019,NA
"1993",1402000,"Powiat ciechanowski",2019,NA
"1994",1403000,"Powiat garwoliński",2019,NA
"1995",1404000,"Powiat gostyniński",2019,NA
"1996",1405000,"Powiat grodziski",2019,NA
"1997",1406000,"Powiat grójecki",2019,NA
"1998",1407000,"Powiat kozienicki",2019,NA
"1999",1408000,"Powiat legionowski",2019,NA
"2000",1409000,"Powiat lipski",2019,NA
"2001",1411000,"Powiat makowski",2019,NA
"2002",1412000,"Powiat miński",2019,NA
"2003",1413000,"Powiat mławski",2019,NA
"2004",1414000,"Powiat nowodworski",2019,NA
"2005",1415000,"Powiat ostrołęcki",2019,NA
"2006",1416000,"Powiat ostrowski",2019,NA
"2007",1417000,"Powiat otwocki",2019,NA
"2008",1418000,"Powiat piaseczyński",2019,NA
"2009",1419000,"Powiat płocki",2019,NA
"2010",1420000,"Powiat płoński",2019,NA
"2011",1421000,"Powiat pruszkowski",2019,NA
"2012",1422000,"Powiat przasnyski",2019,NA
"2013",1423000,"Powiat przysuski",2019,NA
"2014",1424000,"Powiat pułtuski",2019,NA
"2015",1425000,"Powiat radomski",2019,NA
"2016",1427000,"Powiat sierpecki",2019,NA
"2017",1428000,"Powiat sochaczewski",2019,NA
"2018",1429000,"Powiat sokołowski",2019,NA
"2019",1432000,"Powiat warszawski zachodni",2019,NA
"2020",1433000,"Powiat węgrowski",2019,NA
"2021",1434000,"Powiat wołomiński",2019,NA
"2022",1435000,"Powiat wyszkowski",2019,NA
"2023",1436000,"Powiat zwoleński",2019,NA
"2024",1437000,"Powiat żuromiński",2019,NA
"2025",1438000,"Powiat żyrardowski",2019,NA
"2026",1461000,"Powiat m.Ostrołęka",2019,NA
"2027",1462000,"Powiat m.Płock",2019,NA
"2028",1463000,"Powiat m.Radom",2019,NA
"2029",1464000,"Powiat m.Siedlce",2019,NA
"2030",1465000,"Powiat m. st. Warszawa",2019,NA
"2031",1601000,"Powiat brzeski",2019,NA
"2032",1602000,"Powiat głubczycki",2019,NA
"2033",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"2034",1604000,"Powiat kluczborski",2019,NA
"2035",1605000,"Powiat krapkowicki",2019,NA
"2036",1606000,"Powiat namysłowski",2019,NA
"2037",1607000,"Powiat nyski",2019,NA
"2038",1608000,"Powiat oleski",2019,NA
"2039",1609000,"Powiat opolski",2019,NA
"2040",1610000,"Powiat prudnicki",2019,NA
"2041",1611000,"Powiat strzelecki",2019,NA
"2042",1661000,"Powiat m.Opole",2019,NA
"2043",1801000,"Powiat bieszczadzki",2019,NA
"2044",1802000,"Powiat brzozowski",2019,NA
"2045",1803000,"Powiat dębicki",2019,NA
"2046",1804000,"Powiat jarosławski",2019,NA
"2047",1805000,"Powiat jasielski",2019,NA
"2048",1806000,"Powiat kolbuszowski",2019,NA
"2049",1807000,"Powiat krośnieński",2019,NA
"2050",1808000,"Powiat leżajski",2019,NA
"2051",1809000,"Powiat lubaczowski",2019,NA
"2052",1810000,"Powiat łańcucki",2019,NA
"2053",1811000,"Powiat mielecki",2019,NA
"2054",1812000,"Powiat niżański",2019,NA
"2055",1813000,"Powiat przemyski",2019,NA
"2056",1814000,"Powiat przeworski",2019,NA
"2057",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"2058",1816000,"Powiat rzeszowski",2019,NA
"2059",1817000,"Powiat sanocki",2019,NA
"2060",1818000,"Powiat stalowowolski",2019,NA
"2061",1819000,"Powiat strzyżowski",2019,NA
"2062",1820000,"Powiat tarnobrzeski",2019,NA
"2063",1821000,"Powiat leski",2019,NA
"2064",1861000,"Powiat m.Krosno",2019,NA
"2065",1862000,"Powiat m.Przemyśl",2019,NA
"2066",1863000,"Powiat m.Rzeszów",2019,NA
"2067",1864000,"Powiat m.Tarnobrzeg",2019,NA
"2068",2001000,"Powiat augustowski",2019,NA
"2069",2002000,"Powiat białostocki",2019,NA
"2070",2003000,"Powiat bielski",2019,NA
"2071",2004000,"Powiat grajewski",2019,NA
"2072",2005000,"Powiat hajnowski",2019,NA
"2073",2006000,"Powiat kolneński",2019,NA
"2074",2007000,"Powiat łomżyński",2019,NA
"2075",2008000,"Powiat moniecki",2019,NA
"2076",2009000,"Powiat sejneński",2019,NA
"2077",2010000,"Powiat siemiatycki",2019,NA
"2078",2011000,"Powiat sokólski",2019,NA
"2079",2013000,"Powiat wysokomazowiecki",2019,NA
"2080",2014000,"Powiat zambrowski",2019,NA
"2081",2061000,"Powiat m.Białystok",2019,NA
"2082",2062000,"Powiat m.Łomża",2019,NA
"2083",2063000,"Powiat m.Suwałki",2019,NA
"2084",2201000,"Powiat bytowski",2019,NA
"2085",2202000,"Powiat chojnicki",2019,NA
"2086",2203000,"Powiat człuchowski",2019,NA
"2087",2204000,"Powiat gdański",2019,NA
"2088",2205000,"Powiat kartuski",2019,NA
"2089",2206000,"Powiat kościerski",2019,NA
"2090",2207000,"Powiat kwidzyński",2019,NA
"2091",2208000,"Powiat lęborski",2019,NA
"2092",2209000,"Powiat malborski",2019,NA
"2093",2210000,"Powiat nowodworski",2019,NA
"2094",2211000,"Powiat pucki",2019,NA
"2095",2212000,"Powiat słupski",2019,NA
"2096",2213000,"Powiat starogardzki",2019,NA
"2097",2214000,"Powiat tczewski",2019,NA
"2098",2215000,"Powiat wejherowski",2019,NA
"2099",2216000,"Powiat sztumski",2019,NA
"2100",2261000,"Powiat m.Gdańsk",2019,NA
"2101",2262000,"Powiat m.Gdynia",2019,NA
"2102",2263000,"Powiat m.Słupsk",2019,NA
"2103",2264000,"Powiat m.Sopot",2019,NA
"2104",2401000,"Powiat będziński",2019,NA
"2105",2402000,"Powiat bielski",2019,NA
"2106",2403000,"Powiat cieszyński",2019,NA
"2107",2405000,"Powiat gliwicki",2019,NA
"2108",2406000,"Powiat kłobucki",2019,NA
"2109",2407000,"Powiat lubliniecki",2019,NA
"2110",2408000,"Powiat mikołowski",2019,NA
"2111",2409000,"Powiat myszkowski",2019,NA
"2112",2410000,"Powiat pszczyński",2019,NA
"2113",2411000,"Powiat raciborski",2019,NA
"2114",2412000,"Powiat rybnicki",2019,NA
"2115",2413000,"Powiat tarnogórski",2019,NA
"2116",2414000,"Powiat bieruńsko-lędziński",2019,NA
"2117",2415000,"Powiat wodzisławski",2019,NA
"2118",2416000,"Powiat zawierciański",2019,NA
"2119",2417000,"Powiat żywiecki",2019,NA
"2120",2461000,"Powiat m.Bielsko-Biała",2019,NA
"2121",2462000,"Powiat m.Bytom",2019,NA
"2122",2463000,"Powiat m.Chorzów",2019,NA
"2123",2464000,"Powiat m.Częstochowa",2019,NA
"2124",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"2125",2466000,"Powiat m.Gliwice",2019,NA
"2126",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"2127",2468000,"Powiat m.Jaworzno",2019,NA
"2128",2469000,"Powiat m.Katowice",2019,NA
"2129",2470000,"Powiat m.Mysłowice",2019,NA
"2130",2471000,"Powiat m.Piekary Śląskie",2019,NA
"2131",2472000,"Powiat m.Ruda Śląska",2019,NA
"2132",2473000,"Powiat m.Rybnik",2019,NA
"2133",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"2134",2475000,"Powiat m.Sosnowiec",2019,NA
"2135",2476000,"Powiat m.Świętochłowice",2019,NA
"2136",2477000,"Powiat m.Tychy",2019,NA
"2137",2478000,"Powiat m.Zabrze",2019,NA
"2138",2479000,"Powiat m.Żory",2019,NA
"2139",2601000,"Powiat buski",2019,NA
"2140",2602000,"Powiat jędrzejowski",2019,NA
"2141",2603000,"Powiat kazimierski",2019,NA
"2142",2604000,"Powiat kielecki",2019,NA
"2143",2605000,"Powiat konecki",2019,NA
"2144",2606000,"Powiat opatowski",2019,NA
"2145",2607000,"Powiat ostrowiecki",2019,NA
"2146",2608000,"Powiat pińczowski",2019,NA
"2147",2609000,"Powiat sandomierski",2019,NA
"2148",2610000,"Powiat skarżyski",2019,NA
"2149",2611000,"Powiat starachowicki",2019,NA
"2150",2612000,"Powiat staszowski",2019,NA
"2151",2613000,"Powiat włoszczowski",2019,NA
"2152",2661000,"Powiat m.Kielce",2019,NA
"2153",2801000,"Powiat bartoszycki",2019,NA
"2154",2802000,"Powiat braniewski",2019,NA
"2155",2803000,"Powiat działdowski",2019,NA
"2156",2804000,"Powiat elbląski",2019,NA
"2157",2805000,"Powiat ełcki",2019,NA
"2158",2806000,"Powiat giżycki",2019,NA
"2159",2807000,"Powiat iławski",2019,NA
"2160",2808000,"Powiat kętrzyński",2019,NA
"2161",2809000,"Powiat lidzbarski",2019,NA
"2162",2810000,"Powiat mrągowski",2019,NA
"2163",2811000,"Powiat nidzicki",2019,NA
"2164",2812000,"Powiat nowomiejski",2019,NA
"2165",2813000,"Powiat olecki",2019,NA
"2166",2814000,"Powiat olsztyński",2019,NA
"2167",2815000,"Powiat ostródzki",2019,NA
"2168",2816000,"Powiat piski",2019,NA
"2169",2817000,"Powiat szczycieński",2019,NA
"2170",2818000,"Powiat gołdapski",2019,NA
"2171",2819000,"Powiat węgorzewski",2019,NA
"2172",2861000,"Powiat m.Elbląg",2019,NA
"2173",2862000,"Powiat m.Olsztyn",2019,NA
"2174",3001000,"Powiat chodzieski",2019,NA
"2175",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"2176",3003000,"Powiat gnieźnieński",2019,NA
"2177",3004000,"Powiat gostyński",2019,NA
"2178",3006000,"Powiat jarociński",2019,NA
"2179",3008000,"Powiat kępiński",2019,NA
"2180",3009000,"Powiat kolski",2019,NA
"2181",3011000,"Powiat kościański",2019,NA
"2182",3012000,"Powiat krotoszyński",2019,NA
"2183",3013000,"Powiat leszczyński",2019,NA
"2184",3014000,"Powiat międzychodzki",2019,NA
"2185",3015000,"Powiat nowotomyski",2019,NA
"2186",3016000,"Powiat obornicki",2019,NA
"2187",3017000,"Powiat ostrowski",2019,NA
"2188",3018000,"Powiat ostrzeszowski",2019,NA
"2189",3019000,"Powiat pilski",2019,NA
"2190",3020000,"Powiat pleszewski",2019,NA
"2191",3021000,"Powiat poznański",2019,NA
"2192",3022000,"Powiat rawicki",2019,NA
"2193",3023000,"Powiat słupecki",2019,NA
"2194",3024000,"Powiat szamotulski",2019,NA
"2195",3025000,"Powiat średzki",2019,NA
"2196",3026000,"Powiat śremski",2019,NA
"2197",3027000,"Powiat turecki",2019,NA
"2198",3028000,"Powiat wągrowiecki",2019,NA
"2199",3029000,"Powiat wolsztyński",2019,NA
"2200",3030000,"Powiat wrzesiński",2019,NA
"2201",3031000,"Powiat złotowski",2019,NA
"2202",3061000,"Powiat m.Kalisz",2019,NA
"2203",3062000,"Powiat m.Konin",2019,NA
"2204",3063000,"Powiat m.Leszno",2019,NA
"2205",3064000,"Powiat m.Poznań",2019,NA
"2206",3201000,"Powiat białogardzki",2019,NA
"2207",3202000,"Powiat choszczeński",2019,NA
"2208",3203000,"Powiat drawski",2019,NA
"2209",3204000,"Powiat goleniowski",2019,NA
"2210",3205000,"Powiat gryficki",2019,NA
"2211",3206000,"Powiat gryfiński",2019,NA
"2212",3207000,"Powiat kamieński",2019,NA
"2213",3208000,"Powiat kołobrzeski",2019,NA
"2214",3209000,"Powiat koszaliński",2019,NA
"2215",3210000,"Powiat myśliborski",2019,NA
"2216",3211000,"Powiat policki",2019,NA
"2217",3212000,"Powiat pyrzycki",2019,NA
"2218",3213000,"Powiat sławieński",2019,NA
"2219",3214000,"Powiat stargardzki",2019,NA
"2220",3215000,"Powiat szczecinecki",2019,NA
"2221",3216000,"Powiat świdwiński",2019,NA
"2222",3217000,"Powiat wałecki",2019,NA
"2223",3218000,"Powiat łobeski",2019,NA
"2224",3261000,"Powiat m.Koszalin",2019,NA
"2225",3262000,"Powiat m.Szczecin",2019,NA
"2226",3263000,"Powiat m.Świnoujście",2019,NA
