"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_ogolem_zl"
"12110",1423000,"Powiat przysuski",2016,4282123.6
"12111",1424000,"Powiat pułtuski",2016,18509751.91
"12112",1425000,"Powiat radomski",2016,18357840.2
"12113",1426000,"Powiat siedlecki",2016,16503206.6
"12114",1427000,"Powiat sierpecki",2016,8306811.47
"12115",1428000,"Powiat sochaczewski",2016,7218498.95
"12116",1429000,"Powiat sokołowski",2016,7951141.72
"12117",1430000,"Powiat szydłowiecki",2016,4986107.77
"12118",1431000,"Powiat warszawski",2016,NA
"12119",1432000,"Powiat warszawski zachodni",2016,21081220.61
"12120",1433000,"Powiat węgrowski",2016,9916920.4
"12121",1434000,"Powiat wołomiński",2016,31035174.43
"12122",1435000,"Powiat wyszkowski",2016,9525498.4
"12123",1436000,"Powiat zwoleński",2016,4531098.97
"12124",1437000,"Powiat żuromiński",2016,3902658.39
"12125",1438000,"Powiat żyrardowski",2016,9002669.26
"12126",1601000,"Powiat brzeski",2016,7569265.16
"12127",1602000,"Powiat głubczycki",2016,2820657.55
"12128",1603000,"Powiat kędzierzyńsko-kozielski",2016,6482766.82
"12129",1604000,"Powiat kluczborski",2016,12215660.51
"12130",1605000,"Powiat krapkowicki",2016,7037605.78
"12131",1606000,"Powiat namysłowski",2016,3183895.32
"12132",1607000,"Powiat nyski",2016,17981181.18
"12133",1608000,"Powiat oleski",2016,5530420.71
"12134",1609000,"Powiat opolski",2016,9364456.26
"12135",1610000,"Powiat prudnicki",2016,5974197.07
"12136",1611000,"Powiat strzelecki",2016,5480944.32
"12137",1801000,"Powiat bieszczadzki",2016,2561235.01
"12138",1802000,"Powiat brzozowski",2016,5664261.54
"12139",1803000,"Powiat dębicki",2016,14761302.58
"12140",1804000,"Powiat jarosławski",2016,18094950.57
"12141",1805000,"Powiat jasielski",2016,11470449.59
"12142",1806000,"Powiat kolbuszowski",2016,8306941.46
"12143",1807000,"Powiat krośnieński",2016,17203447.69
"12144",1808000,"Powiat leżajski",2016,10079236.38
"12145",1809000,"Powiat lubaczowski",2016,6754496.49
"12146",1810000,"Powiat łańcucki",2016,7762414.24
"12147",1811000,"Powiat mielecki",2016,8655318.03
"12148",1812000,"Powiat niżański",2016,10048599.97
"12149",1813000,"Powiat przemyski",2016,6765784.76
"12150",1814000,"Powiat przeworski",2016,5371327.65
"12151",1815000,"Powiat ropczycko-sędziszowski",2016,8668336.65
"12152",1816000,"Powiat rzeszowski",2016,31827570.1
"12153",1817000,"Powiat sanocki",2016,5478416.7
"12154",1818000,"Powiat stalowowolski",2016,10484402.36
"12155",1819000,"Powiat strzyżowski",2016,13808858.31
"12156",1820000,"Powiat tarnobrzeski",2016,4246270.4
"12157",1821000,"Powiat leski",2016,861448.94
"12158",2001000,"Powiat augustowski",2016,13468498.97
"12159",2002000,"Powiat białostocki",2016,30553477.16
"12160",2003000,"Powiat bielski",2016,11028737.65
"12161",2004000,"Powiat grajewski",2016,8159711.11
"12162",2005000,"Powiat hajnowski",2016,2962634.29
"12163",2006000,"Powiat kolneński",2016,4189665.04
"12164",2007000,"Powiat łomżyński",2016,4105072
"12165",2008000,"Powiat moniecki",2016,5096312.89
"12166",2009000,"Powiat sejneński",2016,2573092.35
"12167",2010000,"Powiat siemiatycki",2016,9386086.15
"12168",2011000,"Powiat sokólski",2016,14605882.62
"12169",2012000,"Powiat suwalski",2016,4091257.64
"12170",2013000,"Powiat wysokomazowiecki",2016,20086300.64
"12171",2014000,"Powiat zambrowski",2016,5046171.19
"12172",2201000,"Powiat bytowski",2016,10676545.24
"12173",2202000,"Powiat chojnicki",2016,9971607.68
"12174",2203000,"Powiat człuchowski",2016,23881030.97
"12175",2204000,"Powiat gdański",2016,24659151.13
"12176",2205000,"Powiat kartuski",2016,8690373.15
"12177",2206000,"Powiat kościerski",2016,1928565.02
"12178",2207000,"Powiat kwidzyński",2016,3874239.92
"12179",2208000,"Powiat lęborski",2016,2880391.41
"12180",2209000,"Powiat malborski",2016,8940705.41
"12181",2210000,"Powiat nowodworski",2016,4344405.28
"12182",2211000,"Powiat pucki",2016,4567351.78
"12183",2212000,"Powiat słupski",2016,17768144.06
"12184",2213000,"Powiat starogardzki",2016,9182466.19
"12185",2214000,"Powiat tczewski",2016,31307916.14
"12186",2215000,"Powiat wejherowski",2016,14378702.6
"12187",2216000,"Powiat sztumski",2016,9047103.09
"12188",2401000,"Powiat będziński",2016,5487790.42
"12189",2402000,"Powiat bielski",2016,26354603.17
"12190",2403000,"Powiat cieszyński",2016,17549592.94
"12191",2404000,"Powiat częstochowski",2016,26962437.23
"12192",2405000,"Powiat gliwicki",2016,10923969.83
"12193",2406000,"Powiat kłobucki",2016,11550803.49
"12194",2407000,"Powiat lubliniecki",2016,4580684.1
"12195",2408000,"Powiat mikołowski",2016,6877362.08
"12196",2409000,"Powiat myszkowski",2016,7489807.57
"12197",2410000,"Powiat pszczyński",2016,11303591.03
"12198",2411000,"Powiat raciborski",2016,8704148.63
"12199",2412000,"Powiat rybnicki",2016,10458014.39
"12200",2413000,"Powiat tarnogórski",2016,2297399.05
"12201",2414000,"Powiat bieruńsko-lędziński",2016,6106543.1
"12202",2415000,"Powiat wodzisławski",2016,16014596.89
"12203",2416000,"Powiat zawierciański",2016,17144076.15
"12204",2417000,"Powiat żywiecki",2016,9018332.99
"12205",2601000,"Powiat buski",2016,11181912.29
"12206",2602000,"Powiat jędrzejowski",2016,11159764.98
"12207",2603000,"Powiat kazimierski",2016,3564601.68
"12208",2604000,"Powiat kielecki",2016,21621817.88
"12209",2605000,"Powiat konecki",2016,11213026.83
"12210",2606000,"Powiat opatowski",2016,5440275.32
"12211",2607000,"Powiat ostrowiecki",2016,4835233.73
"12212",2608000,"Powiat pińczowski",2016,652958.53
"12213",2609000,"Powiat sandomierski",2016,4855005.57
"12214",2610000,"Powiat skarżyski",2016,7087147.1
"12215",2611000,"Powiat starachowicki",2016,15182804.89
"12216",2612000,"Powiat staszowski",2016,5716983.82
"12217",2613000,"Powiat włoszczowski",2016,7501723.37
"12218",2801000,"Powiat bartoszycki",2016,7336678.92
"12219",2802000,"Powiat braniewski",2016,3488749.3
"12220",2803000,"Powiat działdowski",2016,5961195.1
"12221",2804000,"Powiat elbląski",2016,5015322.02
"12222",2805000,"Powiat ełcki",2016,6072007.89
"12223",2806000,"Powiat giżycki",2016,6942960.96
"12224",2807000,"Powiat iławski",2016,11804555.85
"12225",2808000,"Powiat kętrzyński",2016,18358953.76
"12226",2809000,"Powiat lidzbarski",2016,5049849.44
"12227",2810000,"Powiat mrągowski",2016,1985884.46
"12228",2811000,"Powiat nidzicki",2016,2983719.94
"12229",2812000,"Powiat nowomiejski",2016,9841446.51
"12230",2813000,"Powiat olecki",2016,4336401.04
"12231",2814000,"Powiat olsztyński",2016,11474819.09
"12232",2815000,"Powiat ostródzki",2016,8185429.57
"12233",2816000,"Powiat piski",2016,6627168.97
"12234",2817000,"Powiat szczycieński",2016,12836131.48
"12235",2818000,"Powiat gołdapski",2016,293289.1
"12236",2819000,"Powiat węgorzewski",2016,1383719.2
"12237",3001000,"Powiat chodzieski",2016,1570772.28
"12238",3002000,"Powiat czarnkowsko-trzcianecki",2016,2465698.07
"12239",3003000,"Powiat gnieźnieński",2016,14450326.48
"12240",3004000,"Powiat gostyński",2016,17643022.03
"12241",3005000,"Powiat grodziski",2016,12061901.59
"12242",3006000,"Powiat jarociński",2016,14799905.87
"12243",3007000,"Powiat kaliski",2016,11450204.15
"12244",3008000,"Powiat kępiński",2016,10488069.73
"12245",3009000,"Powiat kolski",2016,8900804.8
"12246",3010000,"Powiat koniński",2016,24089537.21
"12247",3011000,"Powiat kościański",2016,16034128.82
"12248",3012000,"Powiat krotoszyński",2016,2623823.35
"12249",3013000,"Powiat leszczyński",2016,6910591.25
"12250",3014000,"Powiat międzychodzki",2016,6946218.29
"12251",3015000,"Powiat nowotomyski",2016,13727729.56
"12252",3016000,"Powiat obornicki",2016,8106191.46
"12253",3017000,"Powiat ostrowski",2016,13474620.28
"12254",3018000,"Powiat ostrzeszowski",2016,4080286.43
"12255",3019000,"Powiat pilski",2016,8270201.19
"12256",3020000,"Powiat pleszewski",2016,9716214.84
"12257",3021000,"Powiat poznański",2016,48236809.09
"12258",3022000,"Powiat rawicki",2016,3647855.33
"12259",3023000,"Powiat słupecki",2016,915530.1
"12260",3024000,"Powiat szamotulski",2016,7604348.19
"12261",3025000,"Powiat średzki",2016,17371501.2
"12262",3026000,"Powiat śremski",2016,13310578.72
"12263",3027000,"Powiat turecki",2016,8760142.32
"12264",3028000,"Powiat wągrowiecki",2016,5332360.92
"12265",3029000,"Powiat wolsztyński",2016,8249631.22
"12266",3030000,"Powiat wrzesiński",2016,2721288.7
"12267",3031000,"Powiat złotowski",2016,3121089.52
"12268",3201000,"Powiat białogardzki",2016,3838465.43
"12269",3202000,"Powiat choszczeński",2016,2010136.12
"12270",3203000,"Powiat drawski",2016,5227324.34
"12271",3204000,"Powiat goleniowski",2016,13382289.03
"12272",3205000,"Powiat gryficki",2016,6006629.67
"12273",3206000,"Powiat gryfiński",2016,11917795.12
"12274",3207000,"Powiat kamieński",2016,1959543.79
"12275",3208000,"Powiat kołobrzeski",2016,9265694.89
"12276",3209000,"Powiat koszaliński",2016,10560217.94
"12277",3210000,"Powiat myśliborski",2016,3204441.1
"12278",3211000,"Powiat policki",2016,6950934.6
"12279",3212000,"Powiat pyrzycki",2016,2623190.9
"12280",3213000,"Powiat sławieński",2016,6620028.35
"12281",3214000,"Powiat stargardzki",2016,4872313.64
"12282",3215000,"Powiat szczecinecki",2016,17542652.46
"12283",3216000,"Powiat świdwiński",2016,4845617.15
"12284",3217000,"Powiat wałecki",2016,2493990.9
"12285",3218000,"Powiat łobeski",2016,3564024.03
"12286",201000,"Powiat bolesławiecki",2017,18399273.26
"12287",202000,"Powiat dzierżoniowski",2017,6043951.46
"12288",203000,"Powiat głogowski",2017,8514200.5
"12289",204000,"Powiat górowski",2017,985705.23
"12290",205000,"Powiat jaworski",2017,3754033.92
"12291",206000,"Powiat jeleniogórski",2017,3015038.16
"12292",207000,"Powiat kamiennogórski",2017,1982619.54
"12293",208000,"Powiat kłodzki",2017,29005977.24
"12294",209000,"Powiat legnicki",2017,7837337.62
"12295",210000,"Powiat lubański",2017,12603624.16
"12296",211000,"Powiat lubiński",2017,15184110.52
"12297",212000,"Powiat lwówecki",2017,6052228.04
"12298",213000,"Powiat milicki",2017,506440.32
"12299",214000,"Powiat oleśnicki",2017,14922321.36
"12300",215000,"Powiat oławski",2017,11478821.18
"12301",216000,"Powiat polkowicki",2017,5917282.56
"12302",217000,"Powiat strzeliński",2017,2104955.12
"12303",218000,"Powiat średzki",2017,6638090.53
"12304",219000,"Powiat świdnicki",2017,11921783.39
"12305",220000,"Powiat trzebnicki",2017,8803935.29
"12306",221000,"Powiat wałbrzyski",2017,8959528.87
"12307",222000,"Powiat wołowski",2017,6651704.7
"12308",223000,"Powiat wrocławski",2017,20607431.1
"12309",224000,"Powiat ząbkowicki",2017,5928917.35
"12310",225000,"Powiat zgorzelecki",2017,5044253.08
"12311",226000,"Powiat złotoryjski",2017,1560470.1
"12312",401000,"Powiat aleksandrowski",2017,10869537.01
"12313",402000,"Powiat brodnicki",2017,7650555.98
"12314",403000,"Powiat bydgoski",2017,21270712.81
"12315",404000,"Powiat chełmiński",2017,6014465.45
"12316",405000,"Powiat golubsko-dobrzyński",2017,2632698.14
"12317",406000,"Powiat grudziądzki",2017,4842687.1
"12318",407000,"Powiat inowrocławski",2017,8476313.48
"12319",408000,"Powiat lipnowski",2017,2998010.66
"12320",409000,"Powiat mogileński",2017,3426180.91
"12321",410000,"Powiat nakielski",2017,11455892.99
"12322",411000,"Powiat radziejowski",2017,2861716.43
"12323",412000,"Powiat rypiński",2017,10643787.6
"12324",413000,"Powiat sępoleński",2017,4629968.55
"12325",414000,"Powiat świecki",2017,22971128.37
"12326",415000,"Powiat toruński",2017,16898734.78
"12327",416000,"Powiat tucholski",2017,7748743.1
"12328",417000,"Powiat wąbrzeski",2017,4108431.56
"12329",418000,"Powiat włocławski",2017,16262522.43
"12330",419000,"Powiat żniński",2017,16566059.34
"12331",601000,"Powiat bialski",2017,15866945.44
"12332",602000,"Powiat biłgorajski",2017,21972556.51
"12333",603000,"Powiat chełmski",2017,10678750.66
"12334",604000,"Powiat hrubieszowski",2017,4630552.57
"12335",605000,"Powiat janowski",2017,19870194.25
"12336",606000,"Powiat krasnostawski",2017,16698413.92
"12337",607000,"Powiat kraśnicki",2017,14506802.16
"12338",608000,"Powiat lubartowski",2017,7370039.35
"12339",609000,"Powiat lubelski",2017,52059868.85
"12340",610000,"Powiat łęczyński",2017,4779413.64
"12341",611000,"Powiat łukowski",2017,13700860.31
"12342",612000,"Powiat opolski",2017,11766867.52
"12343",613000,"Powiat parczewski",2017,4631998.63
"12344",614000,"Powiat puławski",2017,14235740.19
"12345",615000,"Powiat radzyński",2017,10880943.28
"12346",616000,"Powiat rycki",2017,3292096.89
"12347",617000,"Powiat świdnicki",2017,21549906.99
"12348",618000,"Powiat tomaszowski",2017,15683980.03
"12349",619000,"Powiat włodawski",2017,7566063.81
"12350",620000,"Powiat zamojski",2017,15513292.42
"12351",801000,"Powiat gorzowski",2017,5478626.32
"12352",802000,"Powiat krośnieński",2017,6518173.42
"12353",803000,"Powiat międzyrzecki",2017,4522456.91
"12354",804000,"Powiat nowosolski",2017,20349565.34
"12355",805000,"Powiat słubicki",2017,1052586.88
"12356",806000,"Powiat strzelecko-drezdenecki",2017,6498846.07
"12357",807000,"Powiat sulęciński",2017,3495154.64
"12358",808000,"Powiat świebodziński",2017,7372105.03
"12359",809000,"Powiat zielonogórski",2017,5948417.47
"12360",810000,"Powiat żagański",2017,6004400.63
"12361",811000,"Powiat żarski",2017,21634173.39
"12362",812000,"Powiat wschowski",2017,6958528.82
"12363",1001000,"Powiat bełchatowski",2017,9698921.26
"12364",1002000,"Powiat kutnowski",2017,13132775.33
"12365",1003000,"Powiat łaski",2017,8476325.03
"12366",1004000,"Powiat łęczycki",2017,7902687.46
"12367",1005000,"Powiat łowicki",2017,9469078.66
"12368",1006000,"Powiat łódzki wschodni",2017,16111254.93
"12369",1007000,"Powiat opoczyński",2017,20947254.1
"12370",1008000,"Powiat pabianicki",2017,7301759.36
"12371",1009000,"Powiat pajęczański",2017,5235147.07
"12372",1010000,"Powiat piotrkowski",2017,14137101.19
"12373",1011000,"Powiat poddębicki",2017,8737225.31
"12374",1012000,"Powiat radomszczański",2017,14145790.82
"12375",1013000,"Powiat rawski",2017,3918629.4
"12376",1014000,"Powiat sieradzki",2017,13615050.32
"12377",1015000,"Powiat skierniewicki",2017,6839833.4
"12378",1016000,"Powiat tomaszowski",2017,16074338.29
"12379",1017000,"Powiat wieluński",2017,13326959.08
"12380",1018000,"Powiat wieruszowski",2017,11129409.61
"12381",1019000,"Powiat zduńskowolski",2017,14179222.42
"12382",1020000,"Powiat zgierski",2017,16342583.7
"12383",1021000,"Powiat brzeziński",2017,3644416.68
"12384",1201000,"Powiat bocheński",2017,24355355.03
"12385",1202000,"Powiat brzeski",2017,10409269.22
"12386",1203000,"Powiat chrzanowski",2017,11971426.67
"12387",1204000,"Powiat dąbrowski",2017,10058125.17
"12388",1205000,"Powiat gorlicki",2017,15471719.5
"12389",1206000,"Powiat krakowski",2017,30266144.48
"12390",1207000,"Powiat limanowski",2017,22296869.73
"12391",1208000,"Powiat miechowski",2017,4022439.44
"12392",1209000,"Powiat myślenicki",2017,22516688.22
"12393",1210000,"Powiat nowosądecki",2017,33083074.6
"12394",1211000,"Powiat nowotarski",2017,38962919.39
"12395",1212000,"Powiat olkuski",2017,11029964.92
"12396",1213000,"Powiat oświęcimski",2017,34622244.02
"12397",1214000,"Powiat proszowicki",2017,8175300.62
"12398",1215000,"Powiat suski",2017,6308252.71
"12399",1216000,"Powiat tarnowski",2017,20900829.32
"12400",1217000,"Powiat tatrzański",2017,10039017.08
"12401",1218000,"Powiat wadowicki",2017,14423664.59
"12402",1219000,"Powiat wielicki",2017,23680263.05
"12403",1401000,"Powiat białobrzeski",2017,5251787.66
"12404",1402000,"Powiat ciechanowski",2017,12406226.98
"12405",1403000,"Powiat garwoliński",2017,26758069.97
"12406",1404000,"Powiat gostyniński",2017,2769634.11
"12407",1405000,"Powiat grodziski",2017,13252313.52
"12408",1406000,"Powiat grójecki",2017,13829223.83
"12409",1407000,"Powiat kozienicki",2017,9947009.94
"12410",1408000,"Powiat legionowski",2017,11969351.86
"12411",1409000,"Powiat lipski",2017,3102601.16
"12412",1410000,"Powiat łosicki",2017,15389777.04
"12413",1411000,"Powiat makowski",2017,10367151.38
"12414",1412000,"Powiat miński",2017,24694342.59
"12415",1413000,"Powiat mławski",2017,11620971.33
"12416",1414000,"Powiat nowodworski",2017,13847318.81
"12417",1415000,"Powiat ostrołęcki",2017,31406329.22
"12418",1416000,"Powiat ostrowski",2017,14693280.26
"12419",1417000,"Powiat otwocki",2017,27887980.07
"12420",1418000,"Powiat piaseczyński",2017,39865920.16
"12421",1419000,"Powiat płocki",2017,16570985.93
"12422",1420000,"Powiat płoński",2017,26050893.46
"12423",1421000,"Powiat pruszkowski",2017,27380880.1
"12424",1422000,"Powiat przasnyski",2017,9769337.61
"12425",1423000,"Powiat przysuski",2017,7891902.35
"12426",1424000,"Powiat pułtuski",2017,11816413.37
"12427",1425000,"Powiat radomski",2017,25831790.38
"12428",1426000,"Powiat siedlecki",2017,27446896.95
"12429",1427000,"Powiat sierpecki",2017,11157076.09
"12430",1428000,"Powiat sochaczewski",2017,10881684.39
"12431",1429000,"Powiat sokołowski",2017,3920284.03
"12432",1430000,"Powiat szydłowiecki",2017,5365182.18
"12433",1431000,"Powiat warszawski",2017,NA
"12434",1432000,"Powiat warszawski zachodni",2017,9880487.24
"12435",1433000,"Powiat węgrowski",2017,22423633.01
"12436",1434000,"Powiat wołomiński",2017,49641162.44
"12437",1435000,"Powiat wyszkowski",2017,10428288.09
"12438",1436000,"Powiat zwoleński",2017,12707742.46
"12439",1437000,"Powiat żuromiński",2017,6689517.68
"12440",1438000,"Powiat żyrardowski",2017,9150013.66
"12441",1601000,"Powiat brzeski",2017,6401070.81
"12442",1602000,"Powiat głubczycki",2017,8155372.67
"12443",1603000,"Powiat kędzierzyńsko-kozielski",2017,15684563.25
"12444",1604000,"Powiat kluczborski",2017,11304232.61
"12445",1605000,"Powiat krapkowicki",2017,5810091.2
"12446",1606000,"Powiat namysłowski",2017,3218140.25
"12447",1607000,"Powiat nyski",2017,20941895.6
"12448",1608000,"Powiat oleski",2017,12553587.61
"12449",1609000,"Powiat opolski",2017,13584874.25
"12450",1610000,"Powiat prudnicki",2017,9434582.86
"12451",1611000,"Powiat strzelecki",2017,10730025.29
"12452",1801000,"Powiat bieszczadzki",2017,9208050.58
"12453",1802000,"Powiat brzozowski",2017,11335033.8
"12454",1803000,"Powiat dębicki",2017,15248110.36
"12455",1804000,"Powiat jarosławski",2017,32879561.17
"12456",1805000,"Powiat jasielski",2017,15769189.6
"12457",1806000,"Powiat kolbuszowski",2017,11220093.39
"12458",1807000,"Powiat krośnieński",2017,32419153.09
"12459",1808000,"Powiat leżajski",2017,32711580.07
"12460",1809000,"Powiat lubaczowski",2017,18019771.3
"12461",1810000,"Powiat łańcucki",2017,19644453.62
"12462",1811000,"Powiat mielecki",2017,28115276.51
"12463",1812000,"Powiat niżański",2017,13533976.11
"12464",1813000,"Powiat przemyski",2017,9179232.32
"12465",1814000,"Powiat przeworski",2017,5139314.37
"12466",1815000,"Powiat ropczycko-sędziszowski",2017,14509139.89
"12467",1816000,"Powiat rzeszowski",2017,39704178.78
"12468",1817000,"Powiat sanocki",2017,11289759.76
"12469",1818000,"Powiat stalowowolski",2017,32842980.53
"12470",1819000,"Powiat strzyżowski",2017,18314123.72
"12471",1820000,"Powiat tarnobrzeski",2017,4754892.95
"12472",1821000,"Powiat leski",2017,6146594.65
"12473",2001000,"Powiat augustowski",2017,14667788.5
"12474",2002000,"Powiat białostocki",2017,37570630.66
"12475",2003000,"Powiat bielski",2017,11937008.14
"12476",2004000,"Powiat grajewski",2017,4782023.27
"12477",2005000,"Powiat hajnowski",2017,5869830.21
"12478",2006000,"Powiat kolneński",2017,11367221.83
"12479",2007000,"Powiat łomżyński",2017,4002290.05
"12480",2008000,"Powiat moniecki",2017,8678644.49
"12481",2009000,"Powiat sejneński",2017,1327562.95
"12482",2010000,"Powiat siemiatycki",2017,12371913.45
"12483",2011000,"Powiat sokólski",2017,28323672.51
"12484",2012000,"Powiat suwalski",2017,6257470.94
"12485",2013000,"Powiat wysokomazowiecki",2017,23633006.15
"12486",2014000,"Powiat zambrowski",2017,5901167.49
"12487",2201000,"Powiat bytowski",2017,22387005.35
"12488",2202000,"Powiat chojnicki",2017,23412836.39
"12489",2203000,"Powiat człuchowski",2017,8297714.1
"12490",2204000,"Powiat gdański",2017,26423141.51
"12491",2205000,"Powiat kartuski",2017,8107679.2
"12492",2206000,"Powiat kościerski",2017,10313780.59
"12493",2207000,"Powiat kwidzyński",2017,5764717.14
"12494",2208000,"Powiat lęborski",2017,13169998.56
"12495",2209000,"Powiat malborski",2017,4933359.03
"12496",2210000,"Powiat nowodworski",2017,6982921.48
"12497",2211000,"Powiat pucki",2017,13986312.88
"12498",2212000,"Powiat słupski",2017,21358500.49
"12499",2213000,"Powiat starogardzki",2017,14925976.21
"12500",2214000,"Powiat tczewski",2017,6000258.21
"12501",2215000,"Powiat wejherowski",2017,31631803.01
"12502",2216000,"Powiat sztumski",2017,8866236.8
"12503",2401000,"Powiat będziński",2017,12909594.84
"12504",2402000,"Powiat bielski",2017,33065317.1
"12505",2403000,"Powiat cieszyński",2017,20809753.05
"12506",2404000,"Powiat częstochowski",2017,26573112.06
"12507",2405000,"Powiat gliwicki",2017,12985333.58
"12508",2406000,"Powiat kłobucki",2017,21347676.08
"12509",2407000,"Powiat lubliniecki",2017,3907830.34
"12510",2408000,"Powiat mikołowski",2017,6610956.7
"12511",2409000,"Powiat myszkowski",2017,12499451.79
"12512",2410000,"Powiat pszczyński",2017,15782457.81
"12513",2411000,"Powiat raciborski",2017,9577989.19
"12514",2412000,"Powiat rybnicki",2017,7777986.12
"12515",2413000,"Powiat tarnogórski",2017,7936331.39
"12516",2414000,"Powiat bieruńsko-lędziński",2017,7375939.68
"12517",2415000,"Powiat wodzisławski",2017,27662243.29
"12518",2416000,"Powiat zawierciański",2017,12102444.91
"12519",2417000,"Powiat żywiecki",2017,11197523.15
"12520",2601000,"Powiat buski",2017,12522653.32
"12521",2602000,"Powiat jędrzejowski",2017,14532618.46
"12522",2603000,"Powiat kazimierski",2017,3350953.56
"12523",2604000,"Powiat kielecki",2017,20436515.68
"12524",2605000,"Powiat konecki",2017,18228022.63
"12525",2606000,"Powiat opatowski",2017,6075899.37
"12526",2607000,"Powiat ostrowiecki",2017,8628875.43
"12527",2608000,"Powiat pińczowski",2017,3698516.75
"12528",2609000,"Powiat sandomierski",2017,4808419.81
"12529",2610000,"Powiat skarżyski",2017,10979803.24
"12530",2611000,"Powiat starachowicki",2017,16404854.34
"12531",2612000,"Powiat staszowski",2017,7436323.58
"12532",2613000,"Powiat włoszczowski",2017,9819662.54
"12533",2801000,"Powiat bartoszycki",2017,13275393.55
"12534",2802000,"Powiat braniewski",2017,5957167.75
"12535",2803000,"Powiat działdowski",2017,10102124.41
"12536",2804000,"Powiat elbląski",2017,14550900.37
"12537",2805000,"Powiat ełcki",2017,10583471.99
"12538",2806000,"Powiat giżycki",2017,4630640.63
"12539",2807000,"Powiat iławski",2017,12552113.8
"12540",2808000,"Powiat kętrzyński",2017,13715600.97
"12541",2809000,"Powiat lidzbarski",2017,6756407.48
"12542",2810000,"Powiat mrągowski",2017,2057965.19
"12543",2811000,"Powiat nidzicki",2017,5408208.18
"12544",2812000,"Powiat nowomiejski",2017,7311747.72
"12545",2813000,"Powiat olecki",2017,9520034.18
"12546",2814000,"Powiat olsztyński",2017,22726313.19
"12547",2815000,"Powiat ostródzki",2017,17903634.52
"12548",2816000,"Powiat piski",2017,11949632.54
"12549",2817000,"Powiat szczycieński",2017,16690140.52
"12550",2818000,"Powiat gołdapski",2017,1745013.23
"12551",2819000,"Powiat węgorzewski",2017,3278984.97
"12552",3001000,"Powiat chodzieski",2017,3488989.31
"12553",3002000,"Powiat czarnkowsko-trzcianecki",2017,10777022.78
"12554",3003000,"Powiat gnieźnieński",2017,22157174.14
"12555",3004000,"Powiat gostyński",2017,15324454.29
"12556",3005000,"Powiat grodziski",2017,5693755.25
"12557",3006000,"Powiat jarociński",2017,13664748.19
"12558",3007000,"Powiat kaliski",2017,10257031.83
"12559",3008000,"Powiat kępiński",2017,21608303.76
"12560",3009000,"Powiat kolski",2017,15301794.61
"12561",3010000,"Powiat koniński",2017,22934396.38
"12562",3011000,"Powiat kościański",2017,24982700.14
"12563",3012000,"Powiat krotoszyński",2017,9139018.68
"12564",3013000,"Powiat leszczyński",2017,34720336.8
"12565",3014000,"Powiat międzychodzki",2017,12646718.84
"12566",3015000,"Powiat nowotomyski",2017,14262454.38
"12567",3016000,"Powiat obornicki",2017,16856214.99
"12568",3017000,"Powiat ostrowski",2017,25249521.59
"12569",3018000,"Powiat ostrzeszowski",2017,3010304.44
"12570",3019000,"Powiat pilski",2017,13758855
"12571",3020000,"Powiat pleszewski",2017,12411008.04
"12572",3021000,"Powiat poznański",2017,61610723.69
"12573",3022000,"Powiat rawicki",2017,5702305.98
"12574",3023000,"Powiat słupecki",2017,6240716.24
"12575",3024000,"Powiat szamotulski",2017,14187285.67
"12576",3025000,"Powiat średzki",2017,24750208.23
"12577",3026000,"Powiat śremski",2017,15053150.97
"12578",3027000,"Powiat turecki",2017,13043883.01
"12579",3028000,"Powiat wągrowiecki",2017,5672841.39
"12580",3029000,"Powiat wolsztyński",2017,6433047.77
"12581",3030000,"Powiat wrzesiński",2017,5877611.45
"12582",3031000,"Powiat złotowski",2017,4824331.77
"12583",3201000,"Powiat białogardzki",2017,7073456.32
"12584",3202000,"Powiat choszczeński",2017,11177645.17
"12585",3203000,"Powiat drawski",2017,3294978.59
"12586",3204000,"Powiat goleniowski",2017,7449898.8
"12587",3205000,"Powiat gryficki",2017,8506411.66
"12588",3206000,"Powiat gryfiński",2017,10575032.84
"12589",3207000,"Powiat kamieński",2017,10516310.15
"12590",3208000,"Powiat kołobrzeski",2017,12633408.37
"12591",3209000,"Powiat koszaliński",2017,20603896.24
"12592",3210000,"Powiat myśliborski",2017,4472041.5
"12593",3211000,"Powiat policki",2017,15132636.85
"12594",3212000,"Powiat pyrzycki",2017,2417078.24
"12595",3213000,"Powiat sławieński",2017,1482547.13
"12596",3214000,"Powiat stargardzki",2017,16336027.94
"12597",3215000,"Powiat szczecinecki",2017,10953303.89
"12598",3216000,"Powiat świdwiński",2017,7012506.95
"12599",3217000,"Powiat wałecki",2017,4679848.4
"12600",3218000,"Powiat łobeski",2017,5731924.92
"12601",201000,"Powiat bolesławiecki",2018,28824193.05
"12602",202000,"Powiat dzierżoniowski",2018,16186543.56
"12603",203000,"Powiat głogowski",2018,8922210.48
"12604",204000,"Powiat górowski",2018,1732625.94
"12605",205000,"Powiat jaworski",2018,14447592.73
"12606",206000,"Powiat jeleniogórski",2018,12544945.92
"12607",207000,"Powiat kamiennogórski",2018,4791939.44
"12608",208000,"Powiat kłodzki",2018,46579118.73
"12609",209000,"Powiat legnicki",2018,10338473.19
"12610",210000,"Powiat lubański",2018,9970185.73
"12611",211000,"Powiat lubiński",2018,27530419.54
"12612",212000,"Powiat lwówecki",2018,10407624.53
"12613",213000,"Powiat milicki",2018,1866540.38
