"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_ogolem_zl"
"6616",201000,"Powiat bolesławiecki",1999,2806582
"6617",202000,"Powiat dzierżoniowski",1999,481580
"6618",203000,"Powiat głogowski",1999,18064023
"6619",204000,"Powiat górowski",1999,661177
"6620",205000,"Powiat jaworski",1999,625308
"6621",206000,"Powiat jeleniogórski",1999,1087326
"6622",207000,"Powiat kamiennogórski",1999,758660
"6623",208000,"Powiat kłodzki",1999,3850397
"6624",209000,"Powiat legnicki",1999,749832
"6625",210000,"Powiat lubański",1999,500457
"6626",211000,"Powiat lubiński",1999,190269
"6627",212000,"Powiat lwówecki",1999,578788
"6628",213000,"Powiat milicki",1999,18105129
"6629",214000,"Powiat oleśnicki",1999,2373262
"6630",215000,"Powiat oławski",1999,978346
"6631",216000,"Powiat polkowicki",1999,217090
"6632",217000,"Powiat strzeliński",1999,669520
"6633",218000,"Powiat średzki",1999,723100
"6634",219000,"Powiat świdnicki",1999,11108911
"6635",220000,"Powiat trzebnicki",1999,16794780
"6636",221000,"Powiat wałbrzyski",1999,403075
"6637",222000,"Powiat wołowski",1999,1136555
"6638",223000,"Powiat wrocławski",1999,969730
"6639",224000,"Powiat ząbkowicki",1999,312098
"6640",225000,"Powiat zgorzelecki",1999,1388204
"6641",226000,"Powiat złotoryjski",1999,894417
"6642",401000,"Powiat aleksandrowski",1999,1195783
"6643",402000,"Powiat brodnicki",1999,60757
"6644",403000,"Powiat bydgoski",1999,378690
"6645",404000,"Powiat chełmiński",1999,492493
"6646",405000,"Powiat golubsko-dobrzyński",1999,354805
"6647",406000,"Powiat grudziądzki",1999,40323
"6648",407000,"Powiat inowrocławski",1999,1016524
"6649",408000,"Powiat lipnowski",1999,417965
"6650",409000,"Powiat mogileński",1999,542429
"6651",410000,"Powiat nakielski",1999,401031
"6652",411000,"Powiat radziejowski",1999,217444
"6653",412000,"Powiat rypiński",1999,845528
"6654",413000,"Powiat sępoleński",1999,241046
"6655",414000,"Powiat świecki",1999,595096
"6656",415000,"Powiat toruński",1999,1352366
"6657",416000,"Powiat tucholski",1999,241799
"6658",417000,"Powiat wąbrzeski",1999,242441
"6659",418000,"Powiat włocławski",1999,769300
"6660",419000,"Powiat żniński",1999,777639
"6661",601000,"Powiat bialski",1999,2095766
"6662",602000,"Powiat biłgorajski",1999,5185623
"6663",603000,"Powiat chełmski",1999,440905
"6664",604000,"Powiat hrubieszowski",1999,250317
"6665",605000,"Powiat janowski",1999,427059
"6666",606000,"Powiat krasnostawski",1999,1620102
"6667",607000,"Powiat kraśnicki",1999,915002
"6668",608000,"Powiat lubartowski",1999,1727015
"6669",609000,"Powiat lubelski",1999,1321616
"6670",610000,"Powiat łęczyński",1999,104541
"6671",611000,"Powiat łukowski",1999,3619954
"6672",612000,"Powiat opolski",1999,759293
"6673",613000,"Powiat parczewski",1999,751812
"6674",614000,"Powiat puławski",1999,523580
"6675",615000,"Powiat radzyński",1999,1973920
"6676",616000,"Powiat rycki",1999,1032984
"6677",617000,"Powiat świdnicki",1999,495742
"6678",618000,"Powiat tomaszowski",1999,2764713
"6679",619000,"Powiat włodawski",1999,114009
"6680",620000,"Powiat zamojski",1999,934849
"6681",801000,"Powiat gorzowski",1999,508853
"6682",802000,"Powiat krośnieński",1999,1071224
"6683",803000,"Powiat międzyrzecki",1999,252654
"6684",804000,"Powiat nowosolski",1999,1663270
"6685",805000,"Powiat słubicki",1999,283028
"6686",806000,"Powiat strzelecko-drezdenecki",1999,1107676
"6687",807000,"Powiat sulęciński",1999,690328
"6688",808000,"Powiat świebodziński",1999,6135662
"6689",809000,"Powiat zielonogórski",1999,5194452
"6690",810000,"Powiat żagański",1999,2748944
"6691",811000,"Powiat żarski",1999,2457742
"6692",812000,"Powiat wschowski",1999,NA
"6693",1001000,"Powiat bełchatowski",1999,942789
"6694",1002000,"Powiat kutnowski",1999,243923
"6695",1003000,"Powiat łaski",1999,761700
"6696",1004000,"Powiat łęczycki",1999,245816
"6697",1005000,"Powiat łowicki",1999,1924650
"6698",1006000,"Powiat łódzki wschodni",1999,6925432
"6699",1007000,"Powiat opoczyński",1999,692423
"6700",1008000,"Powiat pabianicki",1999,360931
"6701",1009000,"Powiat pajęczański",1999,157238
"6702",1010000,"Powiat piotrkowski",1999,459750
"6703",1011000,"Powiat poddębicki",1999,7048079
"6704",1012000,"Powiat radomszczański",1999,18213329
"6705",1013000,"Powiat rawski",1999,2667562
"6706",1014000,"Powiat sieradzki",1999,199408
"6707",1015000,"Powiat skierniewicki",1999,1085610
"6708",1016000,"Powiat tomaszowski",1999,4109919
"6709",1017000,"Powiat wieluński",1999,810331
"6710",1018000,"Powiat wieruszowski",1999,101259
"6711",1019000,"Powiat zduńskowolski",1999,56654
"6712",1020000,"Powiat zgierski",1999,764250
"6713",1021000,"Powiat brzeziński",1999,NA
"6714",1201000,"Powiat bocheński",1999,425280
"6715",1202000,"Powiat brzeski",1999,102880
"6716",1203000,"Powiat chrzanowski",1999,10331381
"6717",1204000,"Powiat dąbrowski",1999,207905
"6718",1205000,"Powiat gorlicki",1999,3881729
"6719",1206000,"Powiat krakowski",1999,3129619
"6720",1207000,"Powiat limanowski",1999,2282183
"6721",1208000,"Powiat miechowski",1999,493263
"6722",1209000,"Powiat myślenicki",1999,351138
"6723",1210000,"Powiat nowosądecki",1999,4084507
"6724",1211000,"Powiat nowotarski",1999,13156165
"6725",1212000,"Powiat olkuski",1999,567746
"6726",1213000,"Powiat oświęcimski",1999,4127134
"6727",1214000,"Powiat proszowicki",1999,908434
"6728",1215000,"Powiat suski",1999,1195284
"6729",1216000,"Powiat tarnowski",1999,3474039
"6730",1217000,"Powiat tatrzański",1999,402030
"6731",1218000,"Powiat wadowicki",1999,2821087
"6732",1219000,"Powiat wielicki",1999,929561
"6733",1401000,"Powiat białobrzeski",1999,405525
"6734",1402000,"Powiat ciechanowski",1999,634564
"6735",1403000,"Powiat garwoliński",1999,3945897
"6736",1404000,"Powiat gostyniński",1999,1986186
"6737",1405000,"Powiat grodziski",1999,9273811
"6738",1406000,"Powiat grójecki",1999,672886
"6739",1407000,"Powiat kozienicki",1999,91820
"6740",1408000,"Powiat legionowski",1999,5845813
"6741",1409000,"Powiat lipski",1999,89903
"6742",1410000,"Powiat łosicki",1999,597624
"6743",1411000,"Powiat makowski",1999,216875
"6744",1412000,"Powiat miński",1999,2186710
"6745",1413000,"Powiat mławski",1999,55732
"6746",1414000,"Powiat nowodworski",1999,2173213
"6747",1415000,"Powiat ostrołęcki",1999,1450774
"6748",1416000,"Powiat ostrowski",1999,705718
"6749",1417000,"Powiat otwocki",1999,697477
"6750",1418000,"Powiat piaseczyński",1999,390486
"6751",1419000,"Powiat płocki",1999,3613889
"6752",1420000,"Powiat płoński",1999,3112598
"6753",1421000,"Powiat pruszkowski",1999,1514034
"6754",1422000,"Powiat przasnyski",1999,14822014
"6755",1423000,"Powiat przysuski",1999,944292
"6756",1424000,"Powiat pułtuski",1999,84697
"6757",1425000,"Powiat radomski",1999,4281320
"6758",1426000,"Powiat siedlecki",1999,173697
"6759",1427000,"Powiat sierpecki",1999,155096
"6760",1428000,"Powiat sochaczewski",1999,1260891
"6761",1429000,"Powiat sokołowski",1999,1479929
"6762",1430000,"Powiat szydłowiecki",1999,592708
"6763",1431000,"Powiat warszawski",1999,3268287
"6764",1432000,"Powiat warszawski zachodni",1999,1971100
"6765",1433000,"Powiat węgrowski",1999,245045
"6766",1434000,"Powiat wołomiński",1999,293574
"6767",1435000,"Powiat wyszkowski",1999,870712
"6768",1436000,"Powiat zwoleński",1999,992331
"6769",1437000,"Powiat żuromiński",1999,682691
"6770",1438000,"Powiat żyrardowski",1999,726865
"6771",1601000,"Powiat brzeski",1999,1163480
"6772",1602000,"Powiat głubczycki",1999,353968
"6773",1603000,"Powiat kędzierzyńsko-kozielski",1999,393270
"6774",1604000,"Powiat kluczborski",1999,709184
"6775",1605000,"Powiat krapkowicki",1999,437054
"6776",1606000,"Powiat namysłowski",1999,1733564
"6777",1607000,"Powiat nyski",1999,265087
"6778",1608000,"Powiat oleski",1999,625605
"6779",1609000,"Powiat opolski",1999,3639576
"6780",1610000,"Powiat prudnicki",1999,1253604
"6781",1611000,"Powiat strzelecki",1999,676842
"6782",1801000,"Powiat bieszczadzki",1999,1648715
"6783",1802000,"Powiat brzozowski",1999,1015934
"6784",1803000,"Powiat dębicki",1999,1659391
"6785",1804000,"Powiat jarosławski",1999,3273054
"6786",1805000,"Powiat jasielski",1999,1298577
"6787",1806000,"Powiat kolbuszowski",1999,414617
"6788",1807000,"Powiat krośnieński",1999,279618
"6789",1808000,"Powiat leżajski",1999,3224870
"6790",1809000,"Powiat lubaczowski",1999,9259174
"6791",1810000,"Powiat łańcucki",1999,2902852
"6792",1811000,"Powiat mielecki",1999,20308785
"6793",1812000,"Powiat niżański",1999,942880
"6794",1813000,"Powiat przemyski",1999,439513
"6795",1814000,"Powiat przeworski",1999,3494825
"6796",1815000,"Powiat ropczycko-sędziszowski",1999,1639401
"6797",1816000,"Powiat rzeszowski",1999,2190347
"6798",1817000,"Powiat sanocki",1999,2748842
"6799",1818000,"Powiat stalowowolski",1999,2073755
"6800",1819000,"Powiat strzyżowski",1999,936533
"6801",1820000,"Powiat tarnobrzeski",1999,669236
"6802",1821000,"Powiat leski",1999,NA
"6803",2001000,"Powiat augustowski",1999,1780959
"6804",2002000,"Powiat białostocki",1999,1907520
"6805",2003000,"Powiat bielski",1999,3589241
"6806",2004000,"Powiat grajewski",1999,1559844
"6807",2005000,"Powiat hajnowski",1999,1483150
"6808",2006000,"Powiat kolneński",1999,964726
"6809",2007000,"Powiat łomżyński",1999,42117
"6810",2008000,"Powiat moniecki",1999,1136298
"6811",2009000,"Powiat sejneński",1999,379569
"6812",2010000,"Powiat siemiatycki",1999,1685649
"6813",2011000,"Powiat sokólski",1999,1191897
"6814",2012000,"Powiat suwalski",1999,0
"6815",2013000,"Powiat wysokomazowiecki",1999,1547509
"6816",2014000,"Powiat zambrowski",1999,874735
"6817",2201000,"Powiat bytowski",1999,788724
"6818",2202000,"Powiat chojnicki",1999,26075135
"6819",2203000,"Powiat człuchowski",1999,3119464
"6820",2204000,"Powiat gdański",1999,639884
"6821",2205000,"Powiat kartuski",1999,985546
"6822",2206000,"Powiat kościerski",1999,259237
"6823",2207000,"Powiat kwidzyński",1999,1455045
"6824",2208000,"Powiat lęborski",1999,369352
"6825",2209000,"Powiat malborski",1999,743315
"6826",2210000,"Powiat nowodworski",1999,544031
"6827",2211000,"Powiat pucki",1999,3482120
"6828",2212000,"Powiat słupski",1999,2200833
"6829",2213000,"Powiat starogardzki",1999,533617
"6830",2214000,"Powiat tczewski",1999,1231165
"6831",2215000,"Powiat wejherowski",1999,353473
"6832",2216000,"Powiat sztumski",1999,NA
"6833",2401000,"Powiat będziński",1999,847471
"6834",2402000,"Powiat bielski",1999,1755815
"6835",2403000,"Powiat cieszyński",1999,3165130
"6836",2404000,"Powiat częstochowski",1999,642664
"6837",2405000,"Powiat gliwicki",1999,619454
"6838",2406000,"Powiat kłobucki",1999,141747
"6839",2407000,"Powiat lubliniecki",1999,367921
"6840",2408000,"Powiat mikołowski",1999,118131
"6841",2409000,"Powiat myszkowski",1999,580846
"6842",2410000,"Powiat pszczyński",1999,734510
"6843",2411000,"Powiat raciborski",1999,11531888
"6844",2412000,"Powiat rybnicki",1999,123447
"6845",2413000,"Powiat tarnogórski",1999,1217008
"6846",2414000,"Powiat bieruńsko-lędziński",1999,37500
"6847",2415000,"Powiat wodzisławski",1999,924469
"6848",2416000,"Powiat zawierciański",1999,1769964
"6849",2417000,"Powiat żywiecki",1999,12021209
"6850",2601000,"Powiat buski",1999,1148038
"6851",2602000,"Powiat jędrzejowski",1999,2391138
"6852",2603000,"Powiat kazimierski",1999,241758
"6853",2604000,"Powiat kielecki",1999,1179420
"6854",2605000,"Powiat konecki",1999,58561
"6855",2606000,"Powiat opatowski",1999,6137370
"6856",2607000,"Powiat ostrowiecki",1999,829761
"6857",2608000,"Powiat pińczowski",1999,16079701
"6858",2609000,"Powiat sandomierski",1999,2009465
"6859",2610000,"Powiat skarżyski",1999,535959
"6860",2611000,"Powiat starachowicki",1999,22099997
"6861",2612000,"Powiat staszowski",1999,574670
"6862",2613000,"Powiat włoszczowski",1999,176466
"6863",2801000,"Powiat bartoszycki",1999,1346484
"6864",2802000,"Powiat braniewski",1999,163653
"6865",2803000,"Powiat działdowski",1999,587562
"6866",2804000,"Powiat elbląski",1999,1205622
"6867",2805000,"Powiat ełcki",1999,8718115
"6868",2806000,"Powiat giżycki",1999,985500
"6869",2807000,"Powiat iławski",1999,1137670
"6870",2808000,"Powiat kętrzyński",1999,771000
"6871",2809000,"Powiat lidzbarski",1999,270290
"6872",2810000,"Powiat mrągowski",1999,3006792
"6873",2811000,"Powiat nidzicki",1999,141747
"6874",2812000,"Powiat nowomiejski",1999,2057138
"6875",2813000,"Powiat olecki",1999,1007436
"6876",2814000,"Powiat olsztyński",1999,956678
"6877",2815000,"Powiat ostródzki",1999,1373610
"6878",2816000,"Powiat piski",1999,721870
"6879",2817000,"Powiat szczycieński",1999,1324426
"6880",2818000,"Powiat gołdapski",1999,NA
"6881",2819000,"Powiat węgorzewski",1999,NA
"6882",3001000,"Powiat chodzieski",1999,1182442
"6883",3002000,"Powiat czarnkowsko-trzcianecki",1999,1436287
"6884",3003000,"Powiat gnieźnieński",1999,1433052
"6885",3004000,"Powiat gostyński",1999,940050
"6886",3005000,"Powiat grodziski",1999,2763853
"6887",3006000,"Powiat jarociński",1999,908593
"6888",3007000,"Powiat kaliski",1999,833724
"6889",3008000,"Powiat kępiński",1999,575179
"6890",3009000,"Powiat kolski",1999,785676
"6891",3010000,"Powiat koniński",1999,1513324
"6892",3011000,"Powiat kościański",1999,449525
"6893",3012000,"Powiat krotoszyński",1999,2677719
"6894",3013000,"Powiat leszczyński",1999,205784
"6895",3014000,"Powiat międzychodzki",1999,198443
"6896",3015000,"Powiat nowotomyski",1999,260000
"6897",3016000,"Powiat obornicki",1999,3628524
"6898",3017000,"Powiat ostrowski",1999,3406132
"6899",3018000,"Powiat ostrzeszowski",1999,561151
"6900",3019000,"Powiat pilski",1999,322793
"6901",3020000,"Powiat pleszewski",1999,1092427
"6902",3021000,"Powiat poznański",1999,1128710
"6903",3022000,"Powiat rawicki",1999,290179
"6904",3023000,"Powiat słupecki",1999,1697056
"6905",3024000,"Powiat szamotulski",1999,574733
"6906",3025000,"Powiat średzki",1999,91113
"6907",3026000,"Powiat śremski",1999,148155
"6908",3027000,"Powiat turecki",1999,1596116
"6909",3028000,"Powiat wągrowiecki",1999,554355
"6910",3029000,"Powiat wolsztyński",1999,978391
"6911",3030000,"Powiat wrzesiński",1999,235485
"6912",3031000,"Powiat złotowski",1999,1606141
"6913",3201000,"Powiat białogardzki",1999,9506996
"6914",3202000,"Powiat choszczeński",1999,725163
"6915",3203000,"Powiat drawski",1999,905827
"6916",3204000,"Powiat goleniowski",1999,1631955
"6917",3205000,"Powiat gryficki",1999,1555429
"6918",3206000,"Powiat gryfiński",1999,930774
"6919",3207000,"Powiat kamieński",1999,598797
"6920",3208000,"Powiat kołobrzeski",1999,360107
"6921",3209000,"Powiat koszaliński",1999,688454
"6922",3210000,"Powiat myśliborski",1999,854477
"6923",3211000,"Powiat policki",1999,231628
"6924",3212000,"Powiat pyrzycki",1999,271482
"6925",3213000,"Powiat sławieński",1999,516868
"6926",3214000,"Powiat stargardzki",1999,10079570
"6927",3215000,"Powiat szczecinecki",1999,2752905
"6928",3216000,"Powiat świdwiński",1999,185416
"6929",3217000,"Powiat wałecki",1999,187302
"6930",3218000,"Powiat łobeski",1999,NA
"6931",201000,"Powiat bolesławiecki",2000,2132665
"6932",202000,"Powiat dzierżoniowski",2000,524595
"6933",203000,"Powiat głogowski",2000,1734739
"6934",204000,"Powiat górowski",2000,1915206
"6935",205000,"Powiat jaworski",2000,2105765
"6936",206000,"Powiat jeleniogórski",2000,1750732
"6937",207000,"Powiat kamiennogórski",2000,1370586
"6938",208000,"Powiat kłodzki",2000,5183669
"6939",209000,"Powiat legnicki",2000,670663
"6940",210000,"Powiat lubański",2000,2016001
"6941",211000,"Powiat lubiński",2000,1526534
"6942",212000,"Powiat lwówecki",2000,2168617
"6943",213000,"Powiat milicki",2000,11196657
"6944",214000,"Powiat oleśnicki",2000,3271231
"6945",215000,"Powiat oławski",2000,3058006
"6946",216000,"Powiat polkowicki",2000,734174
"6947",217000,"Powiat strzeliński",2000,2334846
"6948",218000,"Powiat średzki",2000,3933949
"6949",219000,"Powiat świdnicki",2000,9420512
"6950",220000,"Powiat trzebnicki",2000,6264859
"6951",221000,"Powiat wałbrzyski",2000,462021
"6952",222000,"Powiat wołowski",2000,2814997
"6953",223000,"Powiat wrocławski",2000,1828175
"6954",224000,"Powiat ząbkowicki",2000,822463
"6955",225000,"Powiat zgorzelecki",2000,1677917
"6956",226000,"Powiat złotoryjski",2000,4363765
"6957",401000,"Powiat aleksandrowski",2000,2011116
"6958",402000,"Powiat brodnicki",2000,1142788
"6959",403000,"Powiat bydgoski",2000,1034940
"6960",404000,"Powiat chełmiński",2000,1543060
"6961",405000,"Powiat golubsko-dobrzyński",2000,1177955
"6962",406000,"Powiat grudziądzki",2000,846967
"6963",407000,"Powiat inowrocławski",2000,1894120
"6964",408000,"Powiat lipnowski",2000,1128015
"6965",409000,"Powiat mogileński",2000,1173294
"6966",410000,"Powiat nakielski",2000,955960
"6967",411000,"Powiat radziejowski",2000,782057
"6968",412000,"Powiat rypiński",2000,1002771
"6969",413000,"Powiat sępoleński",2000,543334
"6970",414000,"Powiat świecki",2000,1367402
"6971",415000,"Powiat toruński",2000,2424960
"6972",416000,"Powiat tucholski",2000,2179550
"6973",417000,"Powiat wąbrzeski",2000,1799504
"6974",418000,"Powiat włocławski",2000,989199
"6975",419000,"Powiat żniński",2000,1537300
"6976",601000,"Powiat bialski",2000,5877291
"6977",602000,"Powiat biłgorajski",2000,7538400
"6978",603000,"Powiat chełmski",2000,1217074
"6979",604000,"Powiat hrubieszowski",2000,798830
"6980",605000,"Powiat janowski",2000,2957781
"6981",606000,"Powiat krasnostawski",2000,3100757
"6982",607000,"Powiat kraśnicki",2000,2063663
"6983",608000,"Powiat lubartowski",2000,1856141
"6984",609000,"Powiat lubelski",2000,7900795
"6985",610000,"Powiat łęczyński",2000,4463918
"6986",611000,"Powiat łukowski",2000,5745578
"6987",612000,"Powiat opolski",2000,1706793
"6988",613000,"Powiat parczewski",2000,1670688
"6989",614000,"Powiat puławski",2000,1942887
"6990",615000,"Powiat radzyński",2000,780435
"6991",616000,"Powiat rycki",2000,2188591
"6992",617000,"Powiat świdnicki",2000,434682
"6993",618000,"Powiat tomaszowski",2000,909415
"6994",619000,"Powiat włodawski",2000,821414
"6995",620000,"Powiat zamojski",2000,1548659
"6996",801000,"Powiat gorzowski",2000,730495
"6997",802000,"Powiat krośnieński",2000,581418
"6998",803000,"Powiat międzyrzecki",2000,479187
"6999",804000,"Powiat nowosolski",2000,3410047
"7000",805000,"Powiat słubicki",2000,2574848
"7001",806000,"Powiat strzelecko-drezdenecki",2000,1881589
"7002",807000,"Powiat sulęciński",2000,1983092
"7003",808000,"Powiat świebodziński",2000,5121149
"7004",809000,"Powiat zielonogórski",2000,1280262
"7005",810000,"Powiat żagański",2000,905362
"7006",811000,"Powiat żarski",2000,1669239
"7007",812000,"Powiat wschowski",2000,NA
"7008",1001000,"Powiat bełchatowski",2000,2535305
"7009",1002000,"Powiat kutnowski",2000,690949
"7010",1003000,"Powiat łaski",2000,1171644
"7011",1004000,"Powiat łęczycki",2000,597028
"7012",1005000,"Powiat łowicki",2000,4137475
"7013",1006000,"Powiat łódzki wschodni",2000,9203276
"7014",1007000,"Powiat opoczyński",2000,1504286
"7015",1008000,"Powiat pabianicki",2000,3149447
"7016",1009000,"Powiat pajęczański",2000,2801394
"7017",1010000,"Powiat piotrkowski",2000,654633
"7018",1011000,"Powiat poddębicki",2000,12664936
"7019",1012000,"Powiat radomszczański",2000,6447997
"7020",1013000,"Powiat rawski",2000,1684593
"7021",1014000,"Powiat sieradzki",2000,1675944
"7022",1015000,"Powiat skierniewicki",2000,1243604
"7023",1016000,"Powiat tomaszowski",2000,1182293
"7024",1017000,"Powiat wieluński",2000,2008786
"7025",1018000,"Powiat wieruszowski",2000,1011944
"7026",1019000,"Powiat zduńskowolski",2000,405500
"7027",1020000,"Powiat zgierski",2000,2032156
"7028",1021000,"Powiat brzeziński",2000,NA
"7029",1201000,"Powiat bocheński",2000,2852650
"7030",1202000,"Powiat brzeski",2000,2448502
"7031",1203000,"Powiat chrzanowski",2000,12487520
"7032",1204000,"Powiat dąbrowski",2000,2979480
"7033",1205000,"Powiat gorlicki",2000,5773546
"7034",1206000,"Powiat krakowski",2000,3966906
"7035",1207000,"Powiat limanowski",2000,6667216
"7036",1208000,"Powiat miechowski",2000,1715900
"7037",1209000,"Powiat myślenicki",2000,1639369
"7038",1210000,"Powiat nowosądecki",2000,4881658
"7039",1211000,"Powiat nowotarski",2000,7290020
"7040",1212000,"Powiat olkuski",2000,847415
"7041",1213000,"Powiat oświęcimski",2000,7233226
"7042",1214000,"Powiat proszowicki",2000,1632441
"7043",1215000,"Powiat suski",2000,3360530
"7044",1216000,"Powiat tarnowski",2000,6199430
"7045",1217000,"Powiat tatrzański",2000,1231760
"7046",1218000,"Powiat wadowicki",2000,2382850
"7047",1219000,"Powiat wielicki",2000,2322969
"7048",1401000,"Powiat białobrzeski",2000,562236
"7049",1402000,"Powiat ciechanowski",2000,338068
"7050",1403000,"Powiat garwoliński",2000,8322566
"7051",1404000,"Powiat gostyniński",2000,1055784
"7052",1405000,"Powiat grodziski",2000,28477326
"7053",1406000,"Powiat grójecki",2000,3351877
"7054",1407000,"Powiat kozienicki",2000,318826
"7055",1408000,"Powiat legionowski",2000,4536559
"7056",1409000,"Powiat lipski",2000,2179256
"7057",1410000,"Powiat łosicki",2000,920159
"7058",1411000,"Powiat makowski",2000,1298281
"7059",1412000,"Powiat miński",2000,4300678
"7060",1413000,"Powiat mławski",2000,1633319
"7061",1414000,"Powiat nowodworski",2000,2036018
"7062",1415000,"Powiat ostrołęcki",2000,3051212
"7063",1416000,"Powiat ostrowski",2000,1344713
"7064",1417000,"Powiat otwocki",2000,764909
"7065",1418000,"Powiat piaseczyński",2000,1377849
"7066",1419000,"Powiat płocki",2000,1844790
"7067",1420000,"Powiat płoński",2000,1988656
"7068",1421000,"Powiat pruszkowski",2000,1812101
"7069",1422000,"Powiat przasnyski",2000,12148474
"7070",1423000,"Powiat przysuski",2000,2664247
"7071",1424000,"Powiat pułtuski",2000,2333538
"7072",1425000,"Powiat radomski",2000,4591039
"7073",1426000,"Powiat siedlecki",2000,384216
"7074",1427000,"Powiat sierpecki",2000,1341765
"7075",1428000,"Powiat sochaczewski",2000,1624210
"7076",1429000,"Powiat sokołowski",2000,1043119
"7077",1430000,"Powiat szydłowiecki",2000,1168109
"7078",1431000,"Powiat warszawski",2000,3015914
"7079",1432000,"Powiat warszawski zachodni",2000,4476979
"7080",1433000,"Powiat węgrowski",2000,1525509
"7081",1434000,"Powiat wołomiński",2000,2598629
"7082",1435000,"Powiat wyszkowski",2000,2887793
"7083",1436000,"Powiat zwoleński",2000,794153
"7084",1437000,"Powiat żuromiński",2000,797256
"7085",1438000,"Powiat żyrardowski",2000,2704911
"7086",1601000,"Powiat brzeski",2000,2699892
"7087",1602000,"Powiat głubczycki",2000,984668
"7088",1603000,"Powiat kędzierzyńsko-kozielski",2000,1614299
"7089",1604000,"Powiat kluczborski",2000,2431742
"7090",1605000,"Powiat krapkowicki",2000,382863
"7091",1606000,"Powiat namysłowski",2000,1599152
"7092",1607000,"Powiat nyski",2000,5138985
"7093",1608000,"Powiat oleski",2000,606982
"7094",1609000,"Powiat opolski",2000,4560562
"7095",1610000,"Powiat prudnicki",2000,1417622
"7096",1611000,"Powiat strzelecki",2000,4749012
"7097",1801000,"Powiat bieszczadzki",2000,2082354
"7098",1802000,"Powiat brzozowski",2000,4906141
"7099",1803000,"Powiat dębicki",2000,2429373
"7100",1804000,"Powiat jarosławski",2000,10409345
"7101",1805000,"Powiat jasielski",2000,3583631
"7102",1806000,"Powiat kolbuszowski",2000,2511371
"7103",1807000,"Powiat krośnieński",2000,1441827
"7104",1808000,"Powiat leżajski",2000,4123542
"7105",1809000,"Powiat lubaczowski",2000,13500807
"7106",1810000,"Powiat łańcucki",2000,715271
"7107",1811000,"Powiat mielecki",2000,18587892
"7108",1812000,"Powiat niżański",2000,1097907
"7109",1813000,"Powiat przemyski",2000,1197428
"7110",1814000,"Powiat przeworski",2000,1979525
"7111",1815000,"Powiat ropczycko-sędziszowski",2000,1703803
"7112",1816000,"Powiat rzeszowski",2000,5873784
"7113",1817000,"Powiat sanocki",2000,3447598
"7114",1818000,"Powiat stalowowolski",2000,3892435
"7115",1819000,"Powiat strzyżowski",2000,1932761
"7116",1820000,"Powiat tarnobrzeski",2000,582218
"7117",1821000,"Powiat leski",2000,NA
"7118",2001000,"Powiat augustowski",2000,4629547
"7119",2002000,"Powiat białostocki",2000,2558194
"7120",2003000,"Powiat bielski",2000,4719162
"7121",2004000,"Powiat grajewski",2000,3443171
"7122",2005000,"Powiat hajnowski",2000,3050029
"7123",2006000,"Powiat kolneński",2000,1557503
"7124",2007000,"Powiat łomżyński",2000,1038043
"7125",2008000,"Powiat moniecki",2000,1317105
"7126",2009000,"Powiat sejneński",2000,748590
"7127",2010000,"Powiat siemiatycki",2000,3354639
"7128",2011000,"Powiat sokólski",2000,3746051
"7129",2012000,"Powiat suwalski",2000,24701
"7130",2013000,"Powiat wysokomazowiecki",2000,5830232
"7131",2014000,"Powiat zambrowski",2000,1630915
"7132",2201000,"Powiat bytowski",2000,2522217
"7133",2202000,"Powiat chojnicki",2000,31255355
"7134",2203000,"Powiat człuchowski",2000,6851410
"7135",2204000,"Powiat gdański",2000,1552743
"7136",2205000,"Powiat kartuski",2000,2957140
"7137",2206000,"Powiat kościerski",2000,1001809
"7138",2207000,"Powiat kwidzyński",2000,3843832
"7139",2208000,"Powiat lęborski",2000,843949
"7140",2209000,"Powiat malborski",2000,5283507
"7141",2210000,"Powiat nowodworski",2000,566397
"7142",2211000,"Powiat pucki",2000,6042865
"7143",2212000,"Powiat słupski",2000,4491755
"7144",2213000,"Powiat starogardzki",2000,2260662
"7145",2214000,"Powiat tczewski",2000,4048992
"7146",2215000,"Powiat wejherowski",2000,3173517
"7147",2216000,"Powiat sztumski",2000,NA
"7148",2401000,"Powiat będziński",2000,1658518
"7149",2402000,"Powiat bielski",2000,2354726
"7150",2403000,"Powiat cieszyński",2000,7353278
"7151",2404000,"Powiat częstochowski",2000,5259007
"7152",2405000,"Powiat gliwicki",2000,449122
"7153",2406000,"Powiat kłobucki",2000,967151
"7154",2407000,"Powiat lubliniecki",2000,243011
"7155",2408000,"Powiat mikołowski",2000,1182298
"7156",2409000,"Powiat myszkowski",2000,1346568
"7157",2410000,"Powiat pszczyński",2000,1679410
"7158",2411000,"Powiat raciborski",2000,28618937
"7159",2412000,"Powiat rybnicki",2000,186187
"7160",2413000,"Powiat tarnogórski",2000,2599872
"7161",2414000,"Powiat bieruńsko-lędziński",2000,58536
"7162",2415000,"Powiat wodzisławski",2000,2511465
"7163",2416000,"Powiat zawierciański",2000,2388801
"7164",2417000,"Powiat żywiecki",2000,9938759
"7165",2601000,"Powiat buski",2000,1172342
"7166",2602000,"Powiat jędrzejowski",2000,2424533
"7167",2603000,"Powiat kazimierski",2000,291723
"7168",2604000,"Powiat kielecki",2000,519429
