"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_mieszkania"
"7033",1419000,"Powiat płocki",2013,500
"7034",1420000,"Powiat płoński",2013,325
"7035",1421000,"Powiat pruszkowski",2013,465
"7036",1422000,"Powiat przasnyski",2013,135
"7037",1423000,"Powiat przysuski",2013,65
"7038",1424000,"Powiat pułtuski",2013,303
"7039",1425000,"Powiat radomski",2013,650
"7040",1426000,"Powiat siedlecki",2013,229
"7041",1427000,"Powiat sierpecki",2013,144
"7042",1428000,"Powiat sochaczewski",2013,214
"7043",1429000,"Powiat sokołowski",2013,102
"7044",1430000,"Powiat szydłowiecki",2013,144
"7045",1431000,"Powiat warszawski",2013,NA
"7046",1432000,"Powiat warszawski zachodni",2013,924
"7047",1433000,"Powiat węgrowski",2013,222
"7048",1434000,"Powiat wołomiński",2013,1807
"7049",1435000,"Powiat wyszkowski",2013,288
"7050",1436000,"Powiat zwoleński",2013,131
"7051",1437000,"Powiat żuromiński",2013,62
"7052",1438000,"Powiat żyrardowski",2013,391
"7053",1461000,"Powiat m.Ostrołęka",2013,258
"7054",1462000,"Powiat m.Płock",2013,351
"7055",1463000,"Powiat m.Radom",2013,567
"7056",1464000,"Powiat m.Siedlce",2013,650
"7057",1465000,"Powiat m. st. Warszawa",2013,13128
"7058",1601000,"Powiat brzeski",2013,150
"7059",1602000,"Powiat głubczycki",2013,38
"7060",1603000,"Powiat kędzierzyńsko-kozielski",2013,118
"7061",1604000,"Powiat kluczborski",2013,86
"7062",1605000,"Powiat krapkowicki",2013,50
"7063",1606000,"Powiat namysłowski",2013,115
"7064",1607000,"Powiat nyski",2013,281
"7065",1608000,"Powiat oleski",2013,111
"7066",1609000,"Powiat opolski",2013,365
"7067",1610000,"Powiat prudnicki",2013,51
"7068",1611000,"Powiat strzelecki",2013,72
"7069",1661000,"Powiat m.Opole",2013,308
"7070",1801000,"Powiat bieszczadzki",2013,51
"7071",1802000,"Powiat brzozowski",2013,161
"7072",1803000,"Powiat dębicki",2013,374
"7073",1804000,"Powiat jarosławski",2013,196
"7074",1805000,"Powiat jasielski",2013,170
"7075",1806000,"Powiat kolbuszowski",2013,132
"7076",1807000,"Powiat krośnieński",2013,247
"7077",1808000,"Powiat leżajski",2013,143
"7078",1809000,"Powiat lubaczowski",2013,107
"7079",1810000,"Powiat łańcucki",2013,208
"7080",1811000,"Powiat mielecki",2013,375
"7081",1812000,"Powiat niżański",2013,205
"7082",1813000,"Powiat przemyski",2013,290
"7083",1814000,"Powiat przeworski",2013,155
"7084",1815000,"Powiat ropczycko-sędziszowski",2013,246
"7085",1816000,"Powiat rzeszowski",2013,677
"7086",1817000,"Powiat sanocki",2013,209
"7087",1818000,"Powiat stalowowolski",2013,170
"7088",1819000,"Powiat strzyżowski",2013,179
"7089",1820000,"Powiat tarnobrzeski",2013,114
"7090",1821000,"Powiat leski",2013,61
"7091",1861000,"Powiat m.Krosno",2013,132
"7092",1862000,"Powiat m.Przemyśl",2013,148
"7093",1863000,"Powiat m.Rzeszów",2013,1346
"7094",1864000,"Powiat m.Tarnobrzeg",2013,101
"7095",2001000,"Powiat augustowski",2013,144
"7096",2002000,"Powiat białostocki",2013,784
"7097",2003000,"Powiat bielski",2013,121
"7098",2004000,"Powiat grajewski",2013,96
"7099",2005000,"Powiat hajnowski",2013,101
"7100",2006000,"Powiat kolneński",2013,56
"7101",2007000,"Powiat łomżyński",2013,102
"7102",2008000,"Powiat moniecki",2013,37
"7103",2009000,"Powiat sejneński",2013,49
"7104",2010000,"Powiat siemiatycki",2013,58
"7105",2011000,"Powiat sokólski",2013,112
"7106",2012000,"Powiat suwalski",2013,93
"7107",2013000,"Powiat wysokomazowiecki",2013,92
"7108",2014000,"Powiat zambrowski",2013,133
"7109",2061000,"Powiat m.Białystok",2013,1574
"7110",2062000,"Powiat m.Łomża",2013,256
"7111",2063000,"Powiat m.Suwałki",2013,374
"7112",2201000,"Powiat bytowski",2013,205
"7113",2202000,"Powiat chojnicki",2013,270
"7114",2203000,"Powiat człuchowski",2013,134
"7115",2204000,"Powiat gdański",2013,1393
"7116",2205000,"Powiat kartuski",2013,799
"7117",2206000,"Powiat kościerski",2013,260
"7118",2207000,"Powiat kwidzyński",2013,125
"7119",2208000,"Powiat lęborski",2013,182
"7120",2209000,"Powiat malborski",2013,213
"7121",2210000,"Powiat nowodworski",2013,134
"7122",2211000,"Powiat pucki",2013,593
"7123",2212000,"Powiat słupski",2013,358
"7124",2213000,"Powiat starogardzki",2013,359
"7125",2214000,"Powiat tczewski",2013,368
"7126",2215000,"Powiat wejherowski",2013,1172
"7127",2216000,"Powiat sztumski",2013,60
"7128",2261000,"Powiat m.Gdańsk",2013,3851
"7129",2262000,"Powiat m.Gdynia",2013,1066
"7130",2263000,"Powiat m.Słupsk",2013,264
"7131",2264000,"Powiat m.Sopot",2013,95
"7132",2401000,"Powiat będziński",2013,247
"7133",2402000,"Powiat bielski",2013,531
"7134",2403000,"Powiat cieszyński",2013,636
"7135",2404000,"Powiat częstochowski",2013,482
"7136",2405000,"Powiat gliwicki",2013,281
"7137",2406000,"Powiat kłobucki",2013,229
"7138",2407000,"Powiat lubliniecki",2013,238
"7139",2408000,"Powiat mikołowski",2013,434
"7140",2409000,"Powiat myszkowski",2013,176
"7141",2410000,"Powiat pszczyński",2013,416
"7142",2411000,"Powiat raciborski",2013,123
"7143",2412000,"Powiat rybnicki",2013,260
"7144",2413000,"Powiat tarnogórski",2013,567
"7145",2414000,"Powiat bieruńsko-lędziński",2013,246
"7146",2415000,"Powiat wodzisławski",2013,392
"7147",2416000,"Powiat zawierciański",2013,124
"7148",2417000,"Powiat żywiecki",2013,541
"7149",2461000,"Powiat m.Bielsko-Biała",2013,535
"7150",2462000,"Powiat m.Bytom",2013,161
"7151",2463000,"Powiat m.Chorzów",2013,162
"7152",2464000,"Powiat m.Częstochowa",2013,488
"7153",2465000,"Powiat m.Dąbrowa Górnicza",2013,225
"7154",2466000,"Powiat m.Gliwice",2013,199
"7155",2467000,"Powiat m.Jastrzębie-Zdrój",2013,96
"7156",2468000,"Powiat m.Jaworzno",2013,148
"7157",2469000,"Powiat m.Katowice",2013,510
"7158",2470000,"Powiat m.Mysłowice",2013,256
"7159",2471000,"Powiat m.Piekary Śląskie",2013,49
"7160",2472000,"Powiat m.Ruda Śląska",2013,109
"7161",2473000,"Powiat m.Rybnik",2013,343
"7162",2474000,"Powiat m.Siemianowice Śląskie",2013,45
"7163",2475000,"Powiat m.Sosnowiec",2013,377
"7164",2476000,"Powiat m.Świętochłowice",2013,48
"7165",2477000,"Powiat m.Tychy",2013,405
"7166",2478000,"Powiat m.Zabrze",2013,164
"7167",2479000,"Powiat m.Żory",2013,138
"7168",2601000,"Powiat buski",2013,165
"7169",2602000,"Powiat jędrzejowski",2013,136
"7170",2603000,"Powiat kazimierski",2013,42
"7171",2604000,"Powiat kielecki",2013,695
"7172",2605000,"Powiat konecki",2013,137
"7173",2606000,"Powiat opatowski",2013,65
"7174",2607000,"Powiat ostrowiecki",2013,243
"7175",2608000,"Powiat pińczowski",2013,79
"7176",2609000,"Powiat sandomierski",2013,101
"7177",2610000,"Powiat skarżyski",2013,88
"7178",2611000,"Powiat starachowicki",2013,120
"7179",2612000,"Powiat staszowski",2013,205
"7180",2613000,"Powiat włoszczowski",2013,126
"7181",2661000,"Powiat m.Kielce",2013,666
"7182",2801000,"Powiat bartoszycki",2013,67
"7183",2802000,"Powiat braniewski",2013,38
"7184",2803000,"Powiat działdowski",2013,197
"7185",2804000,"Powiat elbląski",2013,194
"7186",2805000,"Powiat ełcki",2013,278
"7187",2806000,"Powiat giżycki",2013,100
"7188",2807000,"Powiat iławski",2013,356
"7189",2808000,"Powiat kętrzyński",2013,55
"7190",2809000,"Powiat lidzbarski",2013,32
"7191",2810000,"Powiat mrągowski",2013,139
"7192",2811000,"Powiat nidzicki",2013,101
"7193",2812000,"Powiat nowomiejski",2013,87
"7194",2813000,"Powiat olecki",2013,71
"7195",2814000,"Powiat olsztyński",2013,667
"7196",2815000,"Powiat ostródzki",2013,254
"7197",2816000,"Powiat piski",2013,192
"7198",2817000,"Powiat szczycieński",2013,346
"7199",2818000,"Powiat gołdapski",2013,99
"7200",2819000,"Powiat węgorzewski",2013,38
"7201",2861000,"Powiat m.Elbląg",2013,299
"7202",2862000,"Powiat m.Olsztyn",2013,1187
"7203",3001000,"Powiat chodzieski",2013,80
"7204",3002000,"Powiat czarnkowsko-trzcianecki",2013,181
"7205",3003000,"Powiat gnieźnieński",2013,630
"7206",3004000,"Powiat gostyński",2013,176
"7207",3005000,"Powiat grodziski",2013,161
"7208",3006000,"Powiat jarociński",2013,148
"7209",3007000,"Powiat kaliski",2013,189
"7210",3008000,"Powiat kępiński",2013,194
"7211",3009000,"Powiat kolski",2013,154
"7212",3010000,"Powiat koniński",2013,392
"7213",3011000,"Powiat kościański",2013,214
"7214",3012000,"Powiat krotoszyński",2013,166
"7215",3013000,"Powiat leszczyński",2013,252
"7216",3014000,"Powiat międzychodzki",2013,111
"7217",3015000,"Powiat nowotomyski",2013,355
"7218",3016000,"Powiat obornicki",2013,203
"7219",3017000,"Powiat ostrowski",2013,577
"7220",3018000,"Powiat ostrzeszowski",2013,229
"7221",3019000,"Powiat pilski",2013,239
"7222",3020000,"Powiat pleszewski",2013,159
"7223",3021000,"Powiat poznański",2013,3597
"7224",3022000,"Powiat rawicki",2013,182
"7225",3023000,"Powiat słupecki",2013,174
"7226",3024000,"Powiat szamotulski",2013,317
"7227",3025000,"Powiat średzki",2013,203
"7228",3026000,"Powiat śremski",2013,149
"7229",3027000,"Powiat turecki",2013,191
"7230",3028000,"Powiat wągrowiecki",2013,271
"7231",3029000,"Powiat wolsztyński",2013,153
"7232",3030000,"Powiat wrzesiński",2013,371
"7233",3031000,"Powiat złotowski",2013,155
"7234",3061000,"Powiat m.Kalisz",2013,178
"7235",3062000,"Powiat m.Konin",2013,91
"7236",3063000,"Powiat m.Leszno",2013,152
"7237",3064000,"Powiat m.Poznań",2013,2597
"7238",3201000,"Powiat białogardzki",2013,70
"7239",3202000,"Powiat choszczeński",2013,113
"7240",3203000,"Powiat drawski",2013,110
"7241",3204000,"Powiat goleniowski",2013,239
"7242",3205000,"Powiat gryficki",2013,88
"7243",3206000,"Powiat gryfiński",2013,304
"7244",3207000,"Powiat kamieński",2013,304
"7245",3208000,"Powiat kołobrzeski",2013,355
"7246",3209000,"Powiat koszaliński",2013,411
"7247",3210000,"Powiat myśliborski",2013,214
"7248",3211000,"Powiat policki",2013,538
"7249",3212000,"Powiat pyrzycki",2013,59
"7250",3213000,"Powiat sławieński",2013,235
"7251",3214000,"Powiat stargardzki",2013,253
"7252",3215000,"Powiat szczecinecki",2013,102
"7253",3216000,"Powiat świdwiński",2013,80
"7254",3217000,"Powiat wałecki",2013,69
"7255",3218000,"Powiat łobeski",2013,44
"7256",3261000,"Powiat m.Koszalin",2013,394
"7257",3262000,"Powiat m.Szczecin",2013,1426
"7258",3263000,"Powiat m.Świnoujście",2013,96
"7259",201000,"Powiat bolesławiecki",2014,287
"7260",202000,"Powiat dzierżoniowski",2014,95
"7261",203000,"Powiat głogowski",2014,279
"7262",204000,"Powiat górowski",2014,48
"7263",205000,"Powiat jaworski",2014,75
"7264",206000,"Powiat jeleniogórski",2014,420
"7265",207000,"Powiat kamiennogórski",2014,58
"7266",208000,"Powiat kłodzki",2014,391
"7267",209000,"Powiat legnicki",2014,248
"7268",210000,"Powiat lubański",2014,131
"7269",211000,"Powiat lubiński",2014,377
"7270",212000,"Powiat lwówecki",2014,59
"7271",213000,"Powiat milicki",2014,90
"7272",214000,"Powiat oleśnicki",2014,505
"7273",215000,"Powiat oławski",2014,292
"7274",216000,"Powiat polkowicki",2014,214
"7275",217000,"Powiat strzeliński",2014,125
"7276",218000,"Powiat średzki",2014,389
"7277",219000,"Powiat świdnicki",2014,439
"7278",220000,"Powiat trzebnicki",2014,433
"7279",221000,"Powiat wałbrzyski",2014,80
"7280",222000,"Powiat wołowski",2014,134
"7281",223000,"Powiat wrocławski",2014,1999
"7282",224000,"Powiat ząbkowicki",2014,95
"7283",225000,"Powiat zgorzelecki",2014,142
"7284",226000,"Powiat złotoryjski",2014,64
"7285",261000,"Powiat m.Jelenia Góra",2014,105
"7286",262000,"Powiat m.Legnica",2014,209
"7287",263000,"Powiat m.Wałbrzych do 2002",2014,NA
"7288",264000,"Powiat m.Wrocław",2014,5935
"7289",265000,"Powiat m.Wałbrzych od 2013",2014,235
"7290",401000,"Powiat aleksandrowski",2014,93
"7291",402000,"Powiat brodnicki",2014,323
"7292",403000,"Powiat bydgoski",2014,640
"7293",404000,"Powiat chełmiński",2014,98
"7294",405000,"Powiat golubsko-dobrzyński",2014,119
"7295",406000,"Powiat grudziądzki",2014,121
"7296",407000,"Powiat inowrocławski",2014,350
"7297",408000,"Powiat lipnowski",2014,142
"7298",409000,"Powiat mogileński",2014,84
"7299",410000,"Powiat nakielski",2014,234
"7300",411000,"Powiat radziejowski",2014,71
"7301",412000,"Powiat rypiński",2014,87
"7302",413000,"Powiat sępoleński",2014,68
"7303",414000,"Powiat świecki",2014,185
"7304",415000,"Powiat toruński",2014,630
"7305",416000,"Powiat tucholski",2014,131
"7306",417000,"Powiat wąbrzeski",2014,58
"7307",418000,"Powiat włocławski",2014,200
"7308",419000,"Powiat żniński",2014,194
"7309",461000,"Powiat m.Bydgoszcz",2014,1225
"7310",462000,"Powiat m.Grudziądz",2014,153
"7311",463000,"Powiat m.Toruń",2014,907
"7312",464000,"Powiat m.Włocławek",2014,133
"7313",601000,"Powiat bialski",2014,309
"7314",602000,"Powiat biłgorajski",2014,259
"7315",603000,"Powiat chełmski",2014,177
"7316",604000,"Powiat hrubieszowski",2014,45
"7317",605000,"Powiat janowski",2014,52
"7318",606000,"Powiat krasnostawski",2014,87
"7319",607000,"Powiat kraśnicki",2014,132
"7320",608000,"Powiat lubartowski",2014,214
"7321",609000,"Powiat lubelski",2014,770
"7322",610000,"Powiat łęczyński",2014,196
"7323",611000,"Powiat łukowski",2014,261
"7324",612000,"Powiat opolski",2014,104
"7325",613000,"Powiat parczewski",2014,73
"7326",614000,"Powiat puławski",2014,219
"7327",615000,"Powiat radzyński",2014,125
"7328",616000,"Powiat rycki",2014,91
"7329",617000,"Powiat świdnicki",2014,277
"7330",618000,"Powiat tomaszowski",2014,104
"7331",619000,"Powiat włodawski",2014,131
"7332",620000,"Powiat zamojski",2014,223
"7333",661000,"Powiat m.Biała Podlaska",2014,289
"7334",662000,"Powiat m.Chełm",2014,113
"7335",663000,"Powiat m.Lublin",2014,1336
"7336",664000,"Powiat m.Zamość",2014,107
"7337",801000,"Powiat gorzowski",2014,241
"7338",802000,"Powiat krośnieński",2014,109
"7339",803000,"Powiat międzyrzecki",2014,128
"7340",804000,"Powiat nowosolski",2014,236
"7341",805000,"Powiat słubicki",2014,159
"7342",806000,"Powiat strzelecko-drezdenecki",2014,134
"7343",807000,"Powiat sulęciński",2014,127
"7344",808000,"Powiat świebodziński",2014,119
"7345",809000,"Powiat zielonogórski",2014,405
"7346",810000,"Powiat żagański",2014,99
"7347",811000,"Powiat żarski",2014,121
"7348",812000,"Powiat wschowski",2014,100
"7349",861000,"Powiat m.Gorzów Wielkopolski",2014,534
"7350",862000,"Powiat m.Zielona Góra",2014,843
"7351",1001000,"Powiat bełchatowski",2014,414
"7352",1002000,"Powiat kutnowski",2014,218
"7353",1003000,"Powiat łaski",2014,166
"7354",1004000,"Powiat łęczycki",2014,67
"7355",1005000,"Powiat łowicki",2014,134
"7356",1006000,"Powiat łódzki wschodni",2014,322
"7357",1007000,"Powiat opoczyński",2014,178
"7358",1008000,"Powiat pabianicki",2014,303
"7359",1009000,"Powiat pajęczański",2014,75
"7360",1010000,"Powiat piotrkowski",2014,282
"7361",1011000,"Powiat poddębicki",2014,97
"7362",1012000,"Powiat radomszczański",2014,273
"7363",1013000,"Powiat rawski",2014,123
"7364",1014000,"Powiat sieradzki",2014,180
"7365",1015000,"Powiat skierniewicki",2014,117
"7366",1016000,"Powiat tomaszowski",2014,360
"7367",1017000,"Powiat wieluński",2014,137
"7368",1018000,"Powiat wieruszowski",2014,141
"7369",1019000,"Powiat zduńskowolski",2014,142
"7370",1020000,"Powiat zgierski",2014,691
"7371",1021000,"Powiat brzeziński",2014,82
"7372",1061000,"Powiat m.Łódź",2014,1752
"7373",1062000,"Powiat m.Piotrków Trybunalski",2014,156
"7374",1063000,"Powiat m.Skierniewice",2014,91
"7375",1201000,"Powiat bocheński",2014,489
"7376",1202000,"Powiat brzeski",2014,246
"7377",1203000,"Powiat chrzanowski",2014,236
"7378",1204000,"Powiat dąbrowski",2014,153
"7379",1205000,"Powiat gorlicki",2014,297
"7380",1206000,"Powiat krakowski",2014,1251
"7381",1207000,"Powiat limanowski",2014,402
"7382",1208000,"Powiat miechowski",2014,66
"7383",1209000,"Powiat myślenicki",2014,411
"7384",1210000,"Powiat nowosądecki",2014,479
"7385",1211000,"Powiat nowotarski",2014,549
"7386",1212000,"Powiat olkuski",2014,192
"7387",1213000,"Powiat oświęcimski",2014,431
"7388",1214000,"Powiat proszowicki",2014,126
"7389",1215000,"Powiat suski",2014,223
"7390",1216000,"Powiat tarnowski",2014,766
"7391",1217000,"Powiat tatrzański",2014,263
"7392",1218000,"Powiat wadowicki",2014,457
"7393",1219000,"Powiat wielicki",2014,793
"7394",1261000,"Powiat m.Kraków",2014,7346
"7395",1262000,"Powiat m.Nowy Sącz",2014,249
"7396",1263000,"Powiat m.Tarnów",2014,205
"7397",1401000,"Powiat białobrzeski",2014,103
"7398",1402000,"Powiat ciechanowski",2014,357
"7399",1403000,"Powiat garwoliński",2014,316
"7400",1404000,"Powiat gostyniński",2014,96
"7401",1405000,"Powiat grodziski",2014,981
"7402",1406000,"Powiat grójecki",2014,401
"7403",1407000,"Powiat kozienicki",2014,156
"7404",1408000,"Powiat legionowski",2014,692
"7405",1409000,"Powiat lipski",2014,79
"7406",1410000,"Powiat łosicki",2014,50
"7407",1411000,"Powiat makowski",2014,88
"7408",1412000,"Powiat miński",2014,850
"7409",1413000,"Powiat mławski",2014,301
"7410",1414000,"Powiat nowodworski",2014,331
"7411",1415000,"Powiat ostrołęcki",2014,317
"7412",1416000,"Powiat ostrowski",2014,193
"7413",1417000,"Powiat otwocki",2014,617
"7414",1418000,"Powiat piaseczyński",2014,1505
"7415",1419000,"Powiat płocki",2014,457
"7416",1420000,"Powiat płoński",2014,275
"7417",1421000,"Powiat pruszkowski",2014,419
"7418",1422000,"Powiat przasnyski",2014,84
"7419",1423000,"Powiat przysuski",2014,72
"7420",1424000,"Powiat pułtuski",2014,142
"7421",1425000,"Powiat radomski",2014,520
"7422",1426000,"Powiat siedlecki",2014,192
"7423",1427000,"Powiat sierpecki",2014,71
"7424",1428000,"Powiat sochaczewski",2014,209
"7425",1429000,"Powiat sokołowski",2014,275
"7426",1430000,"Powiat szydłowiecki",2014,111
"7427",1431000,"Powiat warszawski",2014,NA
"7428",1432000,"Powiat warszawski zachodni",2014,907
"7429",1433000,"Powiat węgrowski",2014,165
"7430",1434000,"Powiat wołomiński",2014,1989
"7431",1435000,"Powiat wyszkowski",2014,240
"7432",1436000,"Powiat zwoleński",2014,105
"7433",1437000,"Powiat żuromiński",2014,126
"7434",1438000,"Powiat żyrardowski",2014,375
"7435",1461000,"Powiat m.Ostrołęka",2014,131
"7436",1462000,"Powiat m.Płock",2014,554
"7437",1463000,"Powiat m.Radom",2014,342
"7438",1464000,"Powiat m.Siedlce",2014,512
"7439",1465000,"Powiat m. st. Warszawa",2014,14964
"7440",1601000,"Powiat brzeski",2014,197
"7441",1602000,"Powiat głubczycki",2014,37
"7442",1603000,"Powiat kędzierzyńsko-kozielski",2014,71
"7443",1604000,"Powiat kluczborski",2014,107
"7444",1605000,"Powiat krapkowicki",2014,60
"7445",1606000,"Powiat namysłowski",2014,218
"7446",1607000,"Powiat nyski",2014,202
"7447",1608000,"Powiat oleski",2014,111
"7448",1609000,"Powiat opolski",2014,401
"7449",1610000,"Powiat prudnicki",2014,26
"7450",1611000,"Powiat strzelecki",2014,54
"7451",1661000,"Powiat m.Opole",2014,449
"7452",1801000,"Powiat bieszczadzki",2014,73
"7453",1802000,"Powiat brzozowski",2014,182
"7454",1803000,"Powiat dębicki",2014,371
"7455",1804000,"Powiat jarosławski",2014,316
"7456",1805000,"Powiat jasielski",2014,162
"7457",1806000,"Powiat kolbuszowski",2014,132
"7458",1807000,"Powiat krośnieński",2014,274
"7459",1808000,"Powiat leżajski",2014,119
"7460",1809000,"Powiat lubaczowski",2014,110
"7461",1810000,"Powiat łańcucki",2014,199
"7462",1811000,"Powiat mielecki",2014,335
"7463",1812000,"Powiat niżański",2014,169
"7464",1813000,"Powiat przemyski",2014,228
"7465",1814000,"Powiat przeworski",2014,168
"7466",1815000,"Powiat ropczycko-sędziszowski",2014,170
"7467",1816000,"Powiat rzeszowski",2014,691
"7468",1817000,"Powiat sanocki",2014,182
"7469",1818000,"Powiat stalowowolski",2014,200
"7470",1819000,"Powiat strzyżowski",2014,146
"7471",1820000,"Powiat tarnobrzeski",2014,134
"7472",1821000,"Powiat leski",2014,88
"7473",1861000,"Powiat m.Krosno",2014,201
"7474",1862000,"Powiat m.Przemyśl",2014,40
"7475",1863000,"Powiat m.Rzeszów",2014,1649
"7476",1864000,"Powiat m.Tarnobrzeg",2014,98
"7477",2001000,"Powiat augustowski",2014,106
"7478",2002000,"Powiat białostocki",2014,705
"7479",2003000,"Powiat bielski",2014,118
"7480",2004000,"Powiat grajewski",2014,93
"7481",2005000,"Powiat hajnowski",2014,155
"7482",2006000,"Powiat kolneński",2014,88
"7483",2007000,"Powiat łomżyński",2014,136
"7484",2008000,"Powiat moniecki",2014,47
"7485",2009000,"Powiat sejneński",2014,51
"7486",2010000,"Powiat siemiatycki",2014,81
"7487",2011000,"Powiat sokólski",2014,112
"7488",2012000,"Powiat suwalski",2014,116
"7489",2013000,"Powiat wysokomazowiecki",2014,82
"7490",2014000,"Powiat zambrowski",2014,189
"7491",2061000,"Powiat m.Białystok",2014,1736
"7492",2062000,"Powiat m.Łomża",2014,222
"7493",2063000,"Powiat m.Suwałki",2014,160
"7494",2201000,"Powiat bytowski",2014,160
"7495",2202000,"Powiat chojnicki",2014,321
"7496",2203000,"Powiat człuchowski",2014,104
"7497",2204000,"Powiat gdański",2014,910
"7498",2205000,"Powiat kartuski",2014,788
"7499",2206000,"Powiat kościerski",2014,311
"7500",2207000,"Powiat kwidzyński",2014,156
"7501",2208000,"Powiat lęborski",2014,242
"7502",2209000,"Powiat malborski",2014,172
"7503",2210000,"Powiat nowodworski",2014,94
"7504",2211000,"Powiat pucki",2014,374
"7505",2212000,"Powiat słupski",2014,407
"7506",2213000,"Powiat starogardzki",2014,414
"7507",2214000,"Powiat tczewski",2014,314
"7508",2215000,"Powiat wejherowski",2014,847
"7509",2216000,"Powiat sztumski",2014,63
"7510",2261000,"Powiat m.Gdańsk",2014,3945
"7511",2262000,"Powiat m.Gdynia",2014,932
"7512",2263000,"Powiat m.Słupsk",2014,222
"7513",2264000,"Powiat m.Sopot",2014,115
"7514",2401000,"Powiat będziński",2014,318
"7515",2402000,"Powiat bielski",2014,415
"7516",2403000,"Powiat cieszyński",2014,525
"7517",2404000,"Powiat częstochowski",2014,384
"7518",2405000,"Powiat gliwicki",2014,269
"7519",2406000,"Powiat kłobucki",2014,163
"7520",2407000,"Powiat lubliniecki",2014,217
"7521",2408000,"Powiat mikołowski",2014,326
"7522",2409000,"Powiat myszkowski",2014,104
"7523",2410000,"Powiat pszczyński",2014,293
"7524",2411000,"Powiat raciborski",2014,111
"7525",2412000,"Powiat rybnicki",2014,189
"7526",2413000,"Powiat tarnogórski",2014,444
"7527",2414000,"Powiat bieruńsko-lędziński",2014,274
"7528",2415000,"Powiat wodzisławski",2014,294
"7529",2416000,"Powiat zawierciański",2014,250
"7530",2417000,"Powiat żywiecki",2014,445
"7531",2461000,"Powiat m.Bielsko-Biała",2014,503
"7532",2462000,"Powiat m.Bytom",2014,66
"7533",2463000,"Powiat m.Chorzów",2014,304
"7534",2464000,"Powiat m.Częstochowa",2014,302
"7535",2465000,"Powiat m.Dąbrowa Górnicza",2014,186
"7536",2466000,"Powiat m.Gliwice",2014,132
"7537",2467000,"Powiat m.Jastrzębie-Zdrój",2014,162
"7538",2468000,"Powiat m.Jaworzno",2014,165
"7539",2469000,"Powiat m.Katowice",2014,1314
"7540",2470000,"Powiat m.Mysłowice",2014,196
"7541",2471000,"Powiat m.Piekary Śląskie",2014,33
"7542",2472000,"Powiat m.Ruda Śląska",2014,117
"7543",2473000,"Powiat m.Rybnik",2014,339
"7544",2474000,"Powiat m.Siemianowice Śląskie",2014,49
"7545",2475000,"Powiat m.Sosnowiec",2014,151
"7546",2476000,"Powiat m.Świętochłowice",2014,8
"7547",2477000,"Powiat m.Tychy",2014,325
"7548",2478000,"Powiat m.Zabrze",2014,235
"7549",2479000,"Powiat m.Żory",2014,141
"7550",2601000,"Powiat buski",2014,168
"7551",2602000,"Powiat jędrzejowski",2014,159
"7552",2603000,"Powiat kazimierski",2014,32
"7553",2604000,"Powiat kielecki",2014,673
"7554",2605000,"Powiat konecki",2014,126
"7555",2606000,"Powiat opatowski",2014,65
"7556",2607000,"Powiat ostrowiecki",2014,128
"7557",2608000,"Powiat pińczowski",2014,86
"7558",2609000,"Powiat sandomierski",2014,135
"7559",2610000,"Powiat skarżyski",2014,143
"7560",2611000,"Powiat starachowicki",2014,123
"7561",2612000,"Powiat staszowski",2014,193
"7562",2613000,"Powiat włoszczowski",2014,125
"7563",2661000,"Powiat m.Kielce",2014,1377
"7564",2801000,"Powiat bartoszycki",2014,59
"7565",2802000,"Powiat braniewski",2014,28
"7566",2803000,"Powiat działdowski",2014,127
"7567",2804000,"Powiat elbląski",2014,147
"7568",2805000,"Powiat ełcki",2014,401
"7569",2806000,"Powiat giżycki",2014,163
"7570",2807000,"Powiat iławski",2014,250
"7571",2808000,"Powiat kętrzyński",2014,129
"7572",2809000,"Powiat lidzbarski",2014,65
"7573",2810000,"Powiat mrągowski",2014,205
"7574",2811000,"Powiat nidzicki",2014,78
"7575",2812000,"Powiat nowomiejski",2014,125
"7576",2813000,"Powiat olecki",2014,62
"7577",2814000,"Powiat olsztyński",2014,471
"7578",2815000,"Powiat ostródzki",2014,404
"7579",2816000,"Powiat piski",2014,124
"7580",2817000,"Powiat szczycieński",2014,228
"7581",2818000,"Powiat gołdapski",2014,32
"7582",2819000,"Powiat węgorzewski",2014,22
"7583",2861000,"Powiat m.Elbląg",2014,332
"7584",2862000,"Powiat m.Olsztyn",2014,873
"7585",3001000,"Powiat chodzieski",2014,78
"7586",3002000,"Powiat czarnkowsko-trzcianecki",2014,185
"7587",3003000,"Powiat gnieźnieński",2014,479
"7588",3004000,"Powiat gostyński",2014,181
"7589",3005000,"Powiat grodziski",2014,154
"7590",3006000,"Powiat jarociński",2014,161
"7591",3007000,"Powiat kaliski",2014,219
"7592",3008000,"Powiat kępiński",2014,159
"7593",3009000,"Powiat kolski",2014,160
"7594",3010000,"Powiat koniński",2014,416
"7595",3011000,"Powiat kościański",2014,208
"7596",3012000,"Powiat krotoszyński",2014,178
"7597",3013000,"Powiat leszczyński",2014,275
"7598",3014000,"Powiat międzychodzki",2014,98
"7599",3015000,"Powiat nowotomyski",2014,282
"7600",3016000,"Powiat obornicki",2014,168
"7601",3017000,"Powiat ostrowski",2014,493
"7602",3018000,"Powiat ostrzeszowski",2014,199
"7603",3019000,"Powiat pilski",2014,297
"7604",3020000,"Powiat pleszewski",2014,194
"7605",3021000,"Powiat poznański",2014,3318
