"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_mieszkania"
"2766",862000,"Powiat m.Zielona Góra",2002,499
"2767",1001000,"Powiat bełchatowski",2002,542
"2768",1002000,"Powiat kutnowski",2002,149
"2769",1003000,"Powiat łaski",2002,63
"2770",1004000,"Powiat łęczycki",2002,25
"2771",1005000,"Powiat łowicki",2002,88
"2772",1006000,"Powiat łódzki wschodni",2002,302
"2773",1007000,"Powiat opoczyński",2002,228
"2774",1008000,"Powiat pabianicki",2002,274
"2775",1009000,"Powiat pajęczański",2002,51
"2776",1010000,"Powiat piotrkowski",2002,212
"2777",1011000,"Powiat poddębicki",2002,63
"2778",1012000,"Powiat radomszczański",2002,167
"2779",1013000,"Powiat rawski",2002,49
"2780",1014000,"Powiat sieradzki",2002,71
"2781",1015000,"Powiat skierniewicki",2002,26
"2782",1016000,"Powiat tomaszowski",2002,217
"2783",1017000,"Powiat wieluński",2002,29
"2784",1018000,"Powiat wieruszowski",2002,50
"2785",1019000,"Powiat zduńskowolski",2002,54
"2786",1020000,"Powiat zgierski",2002,431
"2787",1021000,"Powiat brzeziński",2002,31
"2788",1061000,"Powiat m.Łódź",2002,1255
"2789",1062000,"Powiat m.Piotrków Trybunalski",2002,190
"2790",1063000,"Powiat m.Skierniewice",2002,247
"2791",1201000,"Powiat bocheński",2002,199
"2792",1202000,"Powiat brzeski",2002,246
"2793",1203000,"Powiat chrzanowski",2002,177
"2794",1204000,"Powiat dąbrowski",2002,42
"2795",1205000,"Powiat gorlicki",2002,237
"2796",1206000,"Powiat krakowski",2002,869
"2797",1207000,"Powiat limanowski",2002,398
"2798",1208000,"Powiat miechowski",2002,66
"2799",1209000,"Powiat myślenicki",2002,306
"2800",1210000,"Powiat nowosądecki",2002,132
"2801",1211000,"Powiat nowotarski",2002,435
"2802",1212000,"Powiat olkuski",2002,166
"2803",1213000,"Powiat oświęcimski",2002,269
"2804",1214000,"Powiat proszowicki",2002,32
"2805",1215000,"Powiat suski",2002,291
"2806",1216000,"Powiat tarnowski",2002,496
"2807",1217000,"Powiat tatrzański",2002,199
"2808",1218000,"Powiat wadowicki",2002,587
"2809",1219000,"Powiat wielicki",2002,504
"2810",1261000,"Powiat m.Kraków",2002,3481
"2811",1262000,"Powiat m.Nowy Sącz",2002,334
"2812",1263000,"Powiat m.Tarnów",2002,269
"2813",1401000,"Powiat białobrzeski",2002,58
"2814",1402000,"Powiat ciechanowski",2002,197
"2815",1403000,"Powiat garwoliński",2002,176
"2816",1404000,"Powiat gostyniński",2002,51
"2817",1405000,"Powiat grodziski",2002,423
"2818",1406000,"Powiat grójecki",2002,231
"2819",1407000,"Powiat kozienicki",2002,84
"2820",1408000,"Powiat legionowski",2002,798
"2821",1409000,"Powiat lipski",2002,19
"2822",1410000,"Powiat łosicki",2002,55
"2823",1411000,"Powiat makowski",2002,55
"2824",1412000,"Powiat miński",2002,494
"2825",1413000,"Powiat mławski",2002,102
"2826",1414000,"Powiat nowodworski",2002,165
"2827",1415000,"Powiat ostrołęcki",2002,185
"2828",1416000,"Powiat ostrowski",2002,45
"2829",1417000,"Powiat otwocki",2002,559
"2830",1418000,"Powiat piaseczyński",2002,364
"2831",1419000,"Powiat płocki",2002,178
"2832",1420000,"Powiat płoński",2002,163
"2833",1421000,"Powiat pruszkowski",2002,739
"2834",1422000,"Powiat przasnyski",2002,63
"2835",1423000,"Powiat przysuski",2002,30
"2836",1424000,"Powiat pułtuski",2002,48
"2837",1425000,"Powiat radomski",2002,164
"2838",1426000,"Powiat siedlecki",2002,14
"2839",1427000,"Powiat sierpecki",2002,55
"2840",1428000,"Powiat sochaczewski",2002,263
"2841",1429000,"Powiat sokołowski",2002,86
"2842",1430000,"Powiat szydłowiecki",2002,34
"2843",1431000,"Powiat warszawski",2002,NA
"2844",1432000,"Powiat warszawski zachodni",2002,619
"2845",1433000,"Powiat węgrowski",2002,61
"2846",1434000,"Powiat wołomiński",2002,1152
"2847",1435000,"Powiat wyszkowski",2002,146
"2848",1436000,"Powiat zwoleński",2002,33
"2849",1437000,"Powiat żuromiński",2002,36
"2850",1438000,"Powiat żyrardowski",2002,140
"2851",1461000,"Powiat m.Ostrołęka",2002,102
"2852",1462000,"Powiat m.Płock",2002,580
"2853",1463000,"Powiat m.Radom",2002,152
"2854",1464000,"Powiat m.Siedlce",2002,339
"2855",1465000,"Powiat m. st. Warszawa",2002,13070
"2856",1601000,"Powiat brzeski",2002,76
"2857",1602000,"Powiat głubczycki",2002,30
"2858",1603000,"Powiat kędzierzyńsko-kozielski",2002,72
"2859",1604000,"Powiat kluczborski",2002,38
"2860",1605000,"Powiat krapkowicki",2002,62
"2861",1606000,"Powiat namysłowski",2002,38
"2862",1607000,"Powiat nyski",2002,421
"2863",1608000,"Powiat oleski",2002,43
"2864",1609000,"Powiat opolski",2002,93
"2865",1610000,"Powiat prudnicki",2002,39
"2866",1611000,"Powiat strzelecki",2002,60
"2867",1661000,"Powiat m.Opole",2002,278
"2868",1801000,"Powiat bieszczadzki",2002,13
"2869",1802000,"Powiat brzozowski",2002,65
"2870",1803000,"Powiat dębicki",2002,228
"2871",1804000,"Powiat jarosławski",2002,251
"2872",1805000,"Powiat jasielski",2002,274
"2873",1806000,"Powiat kolbuszowski",2002,77
"2874",1807000,"Powiat krośnieński",2002,147
"2875",1808000,"Powiat leżajski",2002,122
"2876",1809000,"Powiat lubaczowski",2002,143
"2877",1810000,"Powiat łańcucki",2002,86
"2878",1811000,"Powiat mielecki",2002,284
"2879",1812000,"Powiat niżański",2002,115
"2880",1813000,"Powiat przemyski",2002,98
"2881",1814000,"Powiat przeworski",2002,101
"2882",1815000,"Powiat ropczycko-sędziszowski",2002,69
"2883",1816000,"Powiat rzeszowski",2002,541
"2884",1817000,"Powiat sanocki",2002,81
"2885",1818000,"Powiat stalowowolski",2002,167
"2886",1819000,"Powiat strzyżowski",2002,247
"2887",1820000,"Powiat tarnobrzeski",2002,56
"2888",1821000,"Powiat leski",2002,19
"2889",1861000,"Powiat m.Krosno",2002,124
"2890",1862000,"Powiat m.Przemyśl",2002,122
"2891",1863000,"Powiat m.Rzeszów",2002,505
"2892",1864000,"Powiat m.Tarnobrzeg",2002,125
"2893",2001000,"Powiat augustowski",2002,170
"2894",2002000,"Powiat białostocki",2002,409
"2895",2003000,"Powiat bielski",2002,27
"2896",2004000,"Powiat grajewski",2002,40
"2897",2005000,"Powiat hajnowski",2002,92
"2898",2006000,"Powiat kolneński",2002,90
"2899",2007000,"Powiat łomżyński",2002,61
"2900",2008000,"Powiat moniecki",2002,35
"2901",2009000,"Powiat sejneński",2002,20
"2902",2010000,"Powiat siemiatycki",2002,46
"2903",2011000,"Powiat sokólski",2002,85
"2904",2012000,"Powiat suwalski",2002,35
"2905",2013000,"Powiat wysokomazowiecki",2002,38
"2906",2014000,"Powiat zambrowski",2002,4
"2907",2061000,"Powiat m.Białystok",2002,1249
"2908",2062000,"Powiat m.Łomża",2002,82
"2909",2063000,"Powiat m.Suwałki",2002,129
"2910",2201000,"Powiat bytowski",2002,124
"2911",2202000,"Powiat chojnicki",2002,159
"2912",2203000,"Powiat człuchowski",2002,54
"2913",2204000,"Powiat gdański",2002,514
"2914",2205000,"Powiat kartuski",2002,440
"2915",2206000,"Powiat kościerski",2002,121
"2916",2207000,"Powiat kwidzyński",2002,155
"2917",2208000,"Powiat lęborski",2002,103
"2918",2209000,"Powiat malborski",2002,122
"2919",2210000,"Powiat nowodworski",2002,58
"2920",2211000,"Powiat pucki",2002,372
"2921",2212000,"Powiat słupski",2002,97
"2922",2213000,"Powiat starogardzki",2002,417
"2923",2214000,"Powiat tczewski",2002,81
"2924",2215000,"Powiat wejherowski",2002,885
"2925",2216000,"Powiat sztumski",2002,54
"2926",2261000,"Powiat m.Gdańsk",2002,2939
"2927",2262000,"Powiat m.Gdynia",2002,1334
"2928",2263000,"Powiat m.Słupsk",2002,233
"2929",2264000,"Powiat m.Sopot",2002,177
"2930",2401000,"Powiat będziński",2002,154
"2931",2402000,"Powiat bielski",2002,541
"2932",2403000,"Powiat cieszyński",2002,927
"2933",2404000,"Powiat częstochowski",2002,317
"2934",2405000,"Powiat gliwicki",2002,88
"2935",2406000,"Powiat kłobucki",2002,113
"2936",2407000,"Powiat lubliniecki",2002,128
"2937",2408000,"Powiat mikołowski",2002,269
"2938",2409000,"Powiat myszkowski",2002,166
"2939",2410000,"Powiat pszczyński",2002,283
"2940",2411000,"Powiat raciborski",2002,120
"2941",2412000,"Powiat rybnicki",2002,98
"2942",2413000,"Powiat tarnogórski",2002,178
"2943",2414000,"Powiat bieruńsko-lędziński",2002,100
"2944",2415000,"Powiat wodzisławski",2002,251
"2945",2416000,"Powiat zawierciański",2002,207
"2946",2417000,"Powiat żywiecki",2002,406
"2947",2461000,"Powiat m.Bielsko-Biała",2002,756
"2948",2462000,"Powiat m.Bytom",2002,74
"2949",2463000,"Powiat m.Chorzów",2002,23
"2950",2464000,"Powiat m.Częstochowa",2002,521
"2951",2465000,"Powiat m.Dąbrowa Górnicza",2002,80
"2952",2466000,"Powiat m.Gliwice",2002,265
"2953",2467000,"Powiat m.Jastrzębie-Zdrój",2002,193
"2954",2468000,"Powiat m.Jaworzno",2002,144
"2955",2469000,"Powiat m.Katowice",2002,287
"2956",2470000,"Powiat m.Mysłowice",2002,72
"2957",2471000,"Powiat m.Piekary Śląskie",2002,26
"2958",2472000,"Powiat m.Ruda Śląska",2002,86
"2959",2473000,"Powiat m.Rybnik",2002,168
"2960",2474000,"Powiat m.Siemianowice Śląskie",2002,72
"2961",2475000,"Powiat m.Sosnowiec",2002,82
"2962",2476000,"Powiat m.Świętochłowice",2002,7
"2963",2477000,"Powiat m.Tychy",2002,185
"2964",2478000,"Powiat m.Zabrze",2002,69
"2965",2479000,"Powiat m.Żory",2002,149
"2966",2601000,"Powiat buski",2002,118
"2967",2602000,"Powiat jędrzejowski",2002,81
"2968",2603000,"Powiat kazimierski",2002,12
"2969",2604000,"Powiat kielecki",2002,678
"2970",2605000,"Powiat konecki",2002,132
"2971",2606000,"Powiat opatowski",2002,121
"2972",2607000,"Powiat ostrowiecki",2002,202
"2973",2608000,"Powiat pińczowski",2002,35
"2974",2609000,"Powiat sandomierski",2002,92
"2975",2610000,"Powiat skarżyski",2002,117
"2976",2611000,"Powiat starachowicki",2002,76
"2977",2612000,"Powiat staszowski",2002,81
"2978",2613000,"Powiat włoszczowski",2002,44
"2979",2661000,"Powiat m.Kielce",2002,964
"2980",2801000,"Powiat bartoszycki",2002,100
"2981",2802000,"Powiat braniewski",2002,74
"2982",2803000,"Powiat działdowski",2002,94
"2983",2804000,"Powiat elbląski",2002,62
"2984",2805000,"Powiat ełcki",2002,215
"2985",2806000,"Powiat giżycki",2002,95
"2986",2807000,"Powiat iławski",2002,166
"2987",2808000,"Powiat kętrzyński",2002,71
"2988",2809000,"Powiat lidzbarski",2002,21
"2989",2810000,"Powiat mrągowski",2002,108
"2990",2811000,"Powiat nidzicki",2002,39
"2991",2812000,"Powiat nowomiejski",2002,81
"2992",2813000,"Powiat olecki",2002,37
"2993",2814000,"Powiat olsztyński",2002,225
"2994",2815000,"Powiat ostródzki",2002,143
"2995",2816000,"Powiat piski",2002,89
"2996",2817000,"Powiat szczycieński",2002,107
"2997",2818000,"Powiat gołdapski",2002,18
"2998",2819000,"Powiat węgorzewski",2002,31
"2999",2861000,"Powiat m.Elbląg",2002,236
"3000",2862000,"Powiat m.Olsztyn",2002,912
"3001",3001000,"Powiat chodzieski",2002,31
"3002",3002000,"Powiat czarnkowsko-trzcianecki",2002,147
"3003",3003000,"Powiat gnieźnieński",2002,270
"3004",3004000,"Powiat gostyński",2002,13
"3005",3005000,"Powiat grodziski",2002,93
"3006",3006000,"Powiat jarociński",2002,117
"3007",3007000,"Powiat kaliski",2002,121
"3008",3008000,"Powiat kępiński",2002,112
"3009",3009000,"Powiat kolski",2002,270
"3010",3010000,"Powiat koniński",2002,214
"3011",3011000,"Powiat kościański",2002,114
"3012",3012000,"Powiat krotoszyński",2002,131
"3013",3013000,"Powiat leszczyński",2002,51
"3014",3014000,"Powiat międzychodzki",2002,71
"3015",3015000,"Powiat nowotomyski",2002,118
"3016",3016000,"Powiat obornicki",2002,102
"3017",3017000,"Powiat ostrowski",2002,441
"3018",3018000,"Powiat ostrzeszowski",2002,138
"3019",3019000,"Powiat pilski",2002,326
"3020",3020000,"Powiat pleszewski",2002,72
"3021",3021000,"Powiat poznański",2002,1886
"3022",3022000,"Powiat rawicki",2002,76
"3023",3023000,"Powiat słupecki",2002,109
"3024",3024000,"Powiat szamotulski",2002,62
"3025",3025000,"Powiat średzki",2002,32
"3026",3026000,"Powiat śremski",2002,68
"3027",3027000,"Powiat turecki",2002,124
"3028",3028000,"Powiat wągrowiecki",2002,80
"3029",3029000,"Powiat wolsztyński",2002,83
"3030",3030000,"Powiat wrzesiński",2002,145
"3031",3031000,"Powiat złotowski",2002,103
"3032",3061000,"Powiat m.Kalisz",2002,410
"3033",3062000,"Powiat m.Konin",2002,198
"3034",3063000,"Powiat m.Leszno",2002,139
"3035",3064000,"Powiat m.Poznań",2002,2890
"3036",3201000,"Powiat białogardzki",2002,60
"3037",3202000,"Powiat choszczeński",2002,98
"3038",3203000,"Powiat drawski",2002,38
"3039",3204000,"Powiat goleniowski",2002,163
"3040",3205000,"Powiat gryficki",2002,72
"3041",3206000,"Powiat gryfiński",2002,98
"3042",3207000,"Powiat kamieński",2002,150
"3043",3208000,"Powiat kołobrzeski",2002,329
"3044",3209000,"Powiat koszaliński",2002,42
"3045",3210000,"Powiat myśliborski",2002,66
"3046",3211000,"Powiat policki",2002,319
"3047",3212000,"Powiat pyrzycki",2002,64
"3048",3213000,"Powiat sławieński",2002,53
"3049",3214000,"Powiat stargardzki",2002,203
"3050",3215000,"Powiat szczecinecki",2002,27
"3051",3216000,"Powiat świdwiński",2002,51
"3052",3217000,"Powiat wałecki",2002,113
"3053",3218000,"Powiat łobeski",2002,13
"3054",3261000,"Powiat m.Koszalin",2002,581
"3055",3262000,"Powiat m.Szczecin",2002,1904
"3056",3263000,"Powiat m.Świnoujście",2002,161
"3057",201000,"Powiat bolesławiecki",2003,434
"3058",202000,"Powiat dzierżoniowski",2003,286
"3059",203000,"Powiat głogowski",2003,286
"3060",204000,"Powiat górowski",2003,30
"3061",205000,"Powiat jaworski",2003,78
"3062",206000,"Powiat jeleniogórski",2003,146
"3063",207000,"Powiat kamiennogórski",2003,116
"3064",208000,"Powiat kłodzki",2003,326
"3065",209000,"Powiat legnicki",2003,225
"3066",210000,"Powiat lubański",2003,148
"3067",211000,"Powiat lubiński",2003,352
"3068",212000,"Powiat lwówecki",2003,170
"3069",213000,"Powiat milicki",2003,122
"3070",214000,"Powiat oleśnicki",2003,375
"3071",215000,"Powiat oławski",2003,254
"3072",216000,"Powiat polkowicki",2003,126
"3073",217000,"Powiat strzeliński",2003,111
"3074",218000,"Powiat średzki",2003,161
"3075",219000,"Powiat świdnicki",2003,328
"3076",220000,"Powiat trzebnicki",2003,491
"3077",221000,"Powiat wałbrzyski",2003,75
"3078",222000,"Powiat wołowski",2003,129
"3079",223000,"Powiat wrocławski",2003,864
"3080",224000,"Powiat ząbkowicki",2003,200
"3081",225000,"Powiat zgorzelecki",2003,282
"3082",226000,"Powiat złotoryjski",2003,83
"3083",261000,"Powiat m.Jelenia Góra",2003,198
"3084",262000,"Powiat m.Legnica",2003,275
"3085",263000,"Powiat m.Wałbrzych do 2002",2003,NA
"3086",264000,"Powiat m.Wrocław",2003,3902
"3087",265000,"Powiat m.Wałbrzych od 2013",2003,NA
"3088",401000,"Powiat aleksandrowski",2003,241
"3089",402000,"Powiat brodnicki",2003,326
"3090",403000,"Powiat bydgoski",2003,993
"3091",404000,"Powiat chełmiński",2003,155
"3092",405000,"Powiat golubsko-dobrzyński",2003,111
"3093",406000,"Powiat grudziądzki",2003,118
"3094",407000,"Powiat inowrocławski",2003,411
"3095",408000,"Powiat lipnowski",2003,92
"3096",409000,"Powiat mogileński",2003,115
"3097",410000,"Powiat nakielski",2003,195
"3098",411000,"Powiat radziejowski",2003,59
"3099",412000,"Powiat rypiński",2003,103
"3100",413000,"Powiat sępoleński",2003,79
"3101",414000,"Powiat świecki",2003,385
"3102",415000,"Powiat toruński",2003,569
"3103",416000,"Powiat tucholski",2003,179
"3104",417000,"Powiat wąbrzeski",2003,67
"3105",418000,"Powiat włocławski",2003,199
"3106",419000,"Powiat żniński",2003,91
"3107",461000,"Powiat m.Bydgoszcz",2003,1083
"3108",462000,"Powiat m.Grudziądz",2003,71
"3109",463000,"Powiat m.Toruń",2003,919
"3110",464000,"Powiat m.Włocławek",2003,215
"3111",601000,"Powiat bialski",2003,228
"3112",602000,"Powiat biłgorajski",2003,559
"3113",603000,"Powiat chełmski",2003,91
"3114",604000,"Powiat hrubieszowski",2003,121
"3115",605000,"Powiat janowski",2003,71
"3116",606000,"Powiat krasnostawski",2003,34
"3117",607000,"Powiat kraśnicki",2003,113
"3118",608000,"Powiat lubartowski",2003,243
"3119",609000,"Powiat lubelski",2003,467
"3120",610000,"Powiat łęczyński",2003,80
"3121",611000,"Powiat łukowski",2003,270
"3122",612000,"Powiat opolski",2003,47
"3123",613000,"Powiat parczewski",2003,82
"3124",614000,"Powiat puławski",2003,312
"3125",615000,"Powiat radzyński",2003,124
"3126",616000,"Powiat rycki",2003,113
"3127",617000,"Powiat świdnicki",2003,256
"3128",618000,"Powiat tomaszowski",2003,67
"3129",619000,"Powiat włodawski",2003,214
"3130",620000,"Powiat zamojski",2003,331
"3131",661000,"Powiat m.Biała Podlaska",2003,262
"3132",662000,"Powiat m.Chełm",2003,227
"3133",663000,"Powiat m.Lublin",2003,1453
"3134",664000,"Powiat m.Zamość",2003,240
"3135",801000,"Powiat gorzowski",2003,536
"3136",802000,"Powiat krośnieński",2003,115
"3137",803000,"Powiat międzyrzecki",2003,133
"3138",804000,"Powiat nowosolski",2003,198
"3139",805000,"Powiat słubicki",2003,92
"3140",806000,"Powiat strzelecko-drezdenecki",2003,107
"3141",807000,"Powiat sulęciński",2003,61
"3142",808000,"Powiat świebodziński",2003,169
"3143",809000,"Powiat zielonogórski",2003,490
"3144",810000,"Powiat żagański",2003,218
"3145",811000,"Powiat żarski",2003,166
"3146",812000,"Powiat wschowski",2003,91
"3147",861000,"Powiat m.Gorzów Wielkopolski",2003,586
"3148",862000,"Powiat m.Zielona Góra",2003,877
"3149",1001000,"Powiat bełchatowski",2003,790
"3150",1002000,"Powiat kutnowski",2003,175
"3151",1003000,"Powiat łaski",2003,169
"3152",1004000,"Powiat łęczycki",2003,72
"3153",1005000,"Powiat łowicki",2003,212
"3154",1006000,"Powiat łódzki wschodni",2003,560
"3155",1007000,"Powiat opoczyński",2003,378
"3156",1008000,"Powiat pabianicki",2003,370
"3157",1009000,"Powiat pajęczański",2003,184
"3158",1010000,"Powiat piotrkowski",2003,738
"3159",1011000,"Powiat poddębicki",2003,170
"3160",1012000,"Powiat radomszczański",2003,629
"3161",1013000,"Powiat rawski",2003,56
"3162",1014000,"Powiat sieradzki",2003,96
"3163",1015000,"Powiat skierniewicki",2003,100
"3164",1016000,"Powiat tomaszowski",2003,761
"3165",1017000,"Powiat wieluński",2003,178
"3166",1018000,"Powiat wieruszowski",2003,99
"3167",1019000,"Powiat zduńskowolski",2003,200
"3168",1020000,"Powiat zgierski",2003,768
"3169",1021000,"Powiat brzeziński",2003,140
"3170",1061000,"Powiat m.Łódź",2003,1273
"3171",1062000,"Powiat m.Piotrków Trybunalski",2003,290
"3172",1063000,"Powiat m.Skierniewice",2003,199
"3173",1201000,"Powiat bocheński",2003,1645
"3174",1202000,"Powiat brzeski",2003,877
"3175",1203000,"Powiat chrzanowski",2003,492
"3176",1204000,"Powiat dąbrowski",2003,208
"3177",1205000,"Powiat gorlicki",2003,664
"3178",1206000,"Powiat krakowski",2003,2974
"3179",1207000,"Powiat limanowski",2003,1114
"3180",1208000,"Powiat miechowski",2003,378
"3181",1209000,"Powiat myślenicki",2003,1458
"3182",1210000,"Powiat nowosądecki",2003,1078
"3183",1211000,"Powiat nowotarski",2003,1077
"3184",1212000,"Powiat olkuski",2003,363
"3185",1213000,"Powiat oświęcimski",2003,756
"3186",1214000,"Powiat proszowicki",2003,122
"3187",1215000,"Powiat suski",2003,582
"3188",1216000,"Powiat tarnowski",2003,1335
"3189",1217000,"Powiat tatrzański",2003,215
"3190",1218000,"Powiat wadowicki",2003,1156
"3191",1219000,"Powiat wielicki",2003,1539
"3192",1261000,"Powiat m.Kraków",2003,4123
"3193",1262000,"Powiat m.Nowy Sącz",2003,686
"3194",1263000,"Powiat m.Tarnów",2003,500
"3195",1401000,"Powiat białobrzeski",2003,180
"3196",1402000,"Powiat ciechanowski",2003,271
"3197",1403000,"Powiat garwoliński",2003,397
"3198",1404000,"Powiat gostyniński",2003,155
"3199",1405000,"Powiat grodziski",2003,820
"3200",1406000,"Powiat grójecki",2003,351
"3201",1407000,"Powiat kozienicki",2003,374
"3202",1408000,"Powiat legionowski",2003,743
"3203",1409000,"Powiat lipski",2003,61
"3204",1410000,"Powiat łosicki",2003,48
"3205",1411000,"Powiat makowski",2003,94
"3206",1412000,"Powiat miński",2003,765
"3207",1413000,"Powiat mławski",2003,129
"3208",1414000,"Powiat nowodworski",2003,448
"3209",1415000,"Powiat ostrołęcki",2003,412
"3210",1416000,"Powiat ostrowski",2003,107
"3211",1417000,"Powiat otwocki",2003,850
"3212",1418000,"Powiat piaseczyński",2003,661
"3213",1419000,"Powiat płocki",2003,531
"3214",1420000,"Powiat płoński",2003,221
"3215",1421000,"Powiat pruszkowski",2003,1399
"3216",1422000,"Powiat przasnyski",2003,99
"3217",1423000,"Powiat przysuski",2003,92
"3218",1424000,"Powiat pułtuski",2003,87
"3219",1425000,"Powiat radomski",2003,825
"3220",1426000,"Powiat siedlecki",2003,58
"3221",1427000,"Powiat sierpecki",2003,116
"3222",1428000,"Powiat sochaczewski",2003,289
"3223",1429000,"Powiat sokołowski",2003,73
"3224",1430000,"Powiat szydłowiecki",2003,116
"3225",1431000,"Powiat warszawski",2003,NA
"3226",1432000,"Powiat warszawski zachodni",2003,1347
"3227",1433000,"Powiat węgrowski",2003,103
"3228",1434000,"Powiat wołomiński",2003,1967
"3229",1435000,"Powiat wyszkowski",2003,328
"3230",1436000,"Powiat zwoleński",2003,130
"3231",1437000,"Powiat żuromiński",2003,126
"3232",1438000,"Powiat żyrardowski",2003,363
"3233",1461000,"Powiat m.Ostrołęka",2003,241
"3234",1462000,"Powiat m.Płock",2003,781
"3235",1463000,"Powiat m.Radom",2003,757
"3236",1464000,"Powiat m.Siedlce",2003,196
"3237",1465000,"Powiat m. st. Warszawa",2003,12335
"3238",1601000,"Powiat brzeski",2003,287
"3239",1602000,"Powiat głubczycki",2003,93
"3240",1603000,"Powiat kędzierzyńsko-kozielski",2003,134
"3241",1604000,"Powiat kluczborski",2003,60
"3242",1605000,"Powiat krapkowicki",2003,99
"3243",1606000,"Powiat namysłowski",2003,128
"3244",1607000,"Powiat nyski",2003,372
"3245",1608000,"Powiat oleski",2003,194
"3246",1609000,"Powiat opolski",2003,547
"3247",1610000,"Powiat prudnicki",2003,181
"3248",1611000,"Powiat strzelecki",2003,125
"3249",1661000,"Powiat m.Opole",2003,501
"3250",1801000,"Powiat bieszczadzki",2003,24
"3251",1802000,"Powiat brzozowski",2003,197
"3252",1803000,"Powiat dębicki",2003,924
"3253",1804000,"Powiat jarosławski",2003,454
"3254",1805000,"Powiat jasielski",2003,829
"3255",1806000,"Powiat kolbuszowski",2003,206
"3256",1807000,"Powiat krośnieński",2003,637
"3257",1808000,"Powiat leżajski",2003,570
"3258",1809000,"Powiat lubaczowski",2003,230
"3259",1810000,"Powiat łańcucki",2003,391
"3260",1811000,"Powiat mielecki",2003,630
"3261",1812000,"Powiat niżański",2003,223
"3262",1813000,"Powiat przemyski",2003,235
"3263",1814000,"Powiat przeworski",2003,366
"3264",1815000,"Powiat ropczycko-sędziszowski",2003,215
"3265",1816000,"Powiat rzeszowski",2003,1853
"3266",1817000,"Powiat sanocki",2003,339
"3267",1818000,"Powiat stalowowolski",2003,256
"3268",1819000,"Powiat strzyżowski",2003,496
"3269",1820000,"Powiat tarnobrzeski",2003,172
"3270",1821000,"Powiat leski",2003,62
"3271",1861000,"Powiat m.Krosno",2003,183
"3272",1862000,"Powiat m.Przemyśl",2003,108
"3273",1863000,"Powiat m.Rzeszów",2003,866
"3274",1864000,"Powiat m.Tarnobrzeg",2003,187
"3275",2001000,"Powiat augustowski",2003,235
"3276",2002000,"Powiat białostocki",2003,731
"3277",2003000,"Powiat bielski",2003,70
"3278",2004000,"Powiat grajewski",2003,91
"3279",2005000,"Powiat hajnowski",2003,171
"3280",2006000,"Powiat kolneński",2003,57
"3281",2007000,"Powiat łomżyński",2003,156
"3282",2008000,"Powiat moniecki",2003,23
"3283",2009000,"Powiat sejneński",2003,38
"3284",2010000,"Powiat siemiatycki",2003,74
"3285",2011000,"Powiat sokólski",2003,175
"3286",2012000,"Powiat suwalski",2003,113
"3287",2013000,"Powiat wysokomazowiecki",2003,35
"3288",2014000,"Powiat zambrowski",2003,47
"3289",2061000,"Powiat m.Białystok",2003,1760
"3290",2062000,"Powiat m.Łomża",2003,162
"3291",2063000,"Powiat m.Suwałki",2003,268
"3292",2201000,"Powiat bytowski",2003,222
"3293",2202000,"Powiat chojnicki",2003,467
"3294",2203000,"Powiat człuchowski",2003,92
"3295",2204000,"Powiat gdański",2003,1207
"3296",2205000,"Powiat kartuski",2003,975
"3297",2206000,"Powiat kościerski",2003,597
"3298",2207000,"Powiat kwidzyński",2003,198
"3299",2208000,"Powiat lęborski",2003,176
"3300",2209000,"Powiat malborski",2003,253
"3301",2210000,"Powiat nowodworski",2003,210
"3302",2211000,"Powiat pucki",2003,583
"3303",2212000,"Powiat słupski",2003,318
"3304",2213000,"Powiat starogardzki",2003,1141
"3305",2214000,"Powiat tczewski",2003,536
"3306",2215000,"Powiat wejherowski",2003,1622
"3307",2216000,"Powiat sztumski",2003,117
"3308",2261000,"Powiat m.Gdańsk",2003,2981
"3309",2262000,"Powiat m.Gdynia",2003,1595
"3310",2263000,"Powiat m.Słupsk",2003,267
"3311",2264000,"Powiat m.Sopot",2003,283
"3312",2401000,"Powiat będziński",2003,304
"3313",2402000,"Powiat bielski",2003,1145
"3314",2403000,"Powiat cieszyński",2003,1459
"3315",2404000,"Powiat częstochowski",2003,763
"3316",2405000,"Powiat gliwicki",2003,201
"3317",2406000,"Powiat kłobucki",2003,328
"3318",2407000,"Powiat lubliniecki",2003,285
"3319",2408000,"Powiat mikołowski",2003,368
"3320",2409000,"Powiat myszkowski",2003,356
"3321",2410000,"Powiat pszczyński",2003,677
"3322",2411000,"Powiat raciborski",2003,132
"3323",2412000,"Powiat rybnicki",2003,270
"3324",2413000,"Powiat tarnogórski",2003,387
"3325",2414000,"Powiat bieruńsko-lędziński",2003,293
"3326",2415000,"Powiat wodzisławski",2003,489
"3327",2416000,"Powiat zawierciański",2003,622
"3328",2417000,"Powiat żywiecki",2003,1627
"3329",2461000,"Powiat m.Bielsko-Biała",2003,878
"3330",2462000,"Powiat m.Bytom",2003,123
"3331",2463000,"Powiat m.Chorzów",2003,166
"3332",2464000,"Powiat m.Częstochowa",2003,902
"3333",2465000,"Powiat m.Dąbrowa Górnicza",2003,120
"3334",2466000,"Powiat m.Gliwice",2003,276
"3335",2467000,"Powiat m.Jastrzębie-Zdrój",2003,256
"3336",2468000,"Powiat m.Jaworzno",2003,259
"3337",2469000,"Powiat m.Katowice",2003,833
"3338",2470000,"Powiat m.Mysłowice",2003,156
