"","Kod","Nazwa","rok","Srodki_gmin_powiatow_z_UE_finansowanie_programow_projektow_na_1_mieszkanca_ogolem_zl"
"1107",3026000,"Powiat śremski",2012,59.6
"1108",3027000,"Powiat turecki",2012,34.5
"1109",3028000,"Powiat wągrowiecki",2012,109
"1110",3029000,"Powiat wolsztyński",2012,18.5
"1111",3030000,"Powiat wrzesiński",2012,23.5
"1112",3031000,"Powiat złotowski",2012,2.8
"1113",3061000,"Powiat m.Kalisz",2012,1.7
"1114",3062000,"Powiat m.Konin",2012,2.3
"1115",3063000,"Powiat m.Leszno",2012,3.5
"1116",3064000,"Powiat m.Poznań",2012,38.8
"1117",3201000,"Powiat białogardzki",2012,9.5
"1118",3202000,"Powiat choszczeński",2012,1.7
"1119",3203000,"Powiat drawski",2012,11.2
"1120",3204000,"Powiat goleniowski",2012,4
"1121",3205000,"Powiat gryficki",2012,1.2
"1122",3206000,"Powiat gryfiński",2012,105
"1123",3207000,"Powiat kamieński",2012,0
"1124",3208000,"Powiat kołobrzeski",2012,14.7
"1125",3209000,"Powiat koszaliński",2012,8.6
"1126",3210000,"Powiat myśliborski",2012,55.2
"1127",3211000,"Powiat policki",2012,70.6
"1128",3212000,"Powiat pyrzycki",2012,0.8
"1129",3213000,"Powiat sławieński",2012,8.8
"1130",3214000,"Powiat stargardzki",2012,23.4
"1131",3215000,"Powiat szczecinecki",2012,37
"1132",3216000,"Powiat świdwiński",2012,0.2
"1133",3217000,"Powiat wałecki",2012,4
"1134",3218000,"Powiat łobeski",2012,3.3
"1135",3261000,"Powiat m.Koszalin",2012,8.9
"1136",3262000,"Powiat m.Szczecin",2012,2.4
"1137",3263000,"Powiat m.Świnoujście",2012,22
"1138",201000,"Powiat bolesławiecki",2013,12.5
"1139",202000,"Powiat dzierżoniowski",2013,11.6
"1140",203000,"Powiat głogowski",2013,5.8
"1141",204000,"Powiat górowski",2013,15.1
"1142",205000,"Powiat jaworski",2013,0
"1143",206000,"Powiat jeleniogórski",2013,77.6
"1144",207000,"Powiat kamiennogórski",2013,87
"1145",208000,"Powiat kłodzki",2013,1.2
"1146",209000,"Powiat legnicki",2013,0
"1147",210000,"Powiat lubański",2013,2.5
"1148",211000,"Powiat lubiński",2013,11.5
"1149",212000,"Powiat lwówecki",2013,167.2
"1150",213000,"Powiat milicki",2013,3.6
"1151",214000,"Powiat oleśnicki",2013,0
"1152",215000,"Powiat oławski",2013,3.2
"1153",216000,"Powiat polkowicki",2013,5.2
"1154",217000,"Powiat strzeliński",2013,4.3
"1155",218000,"Powiat średzki",2013,10.1
"1156",219000,"Powiat świdnicki",2013,4.2
"1157",220000,"Powiat trzebnicki",2013,2.7
"1158",221000,"Powiat wałbrzyski",2013,0.6
"1159",222000,"Powiat wołowski",2013,8.7
"1160",223000,"Powiat wrocławski",2013,32.2
"1161",224000,"Powiat ząbkowicki",2013,5.9
"1162",225000,"Powiat zgorzelecki",2013,39.2
"1163",226000,"Powiat złotoryjski",2013,24.6
"1164",261000,"Powiat m.Jelenia Góra",2013,70.8
"1165",262000,"Powiat m.Legnica",2013,2.4
"1166",264000,"Powiat m.Wrocław",2013,2.2
"1167",265000,"Powiat m.Wałbrzych od 2013",2013,8
"1168",401000,"Powiat aleksandrowski",2013,2.8
"1169",402000,"Powiat brodnicki",2013,24.3
"1170",403000,"Powiat bydgoski",2013,7
"1171",404000,"Powiat chełmiński",2013,91.2
"1172",405000,"Powiat golubsko-dobrzyński",2013,19.2
"1173",406000,"Powiat grudziądzki",2013,71.8
"1174",407000,"Powiat inowrocławski",2013,43
"1175",408000,"Powiat lipnowski",2013,0.1
"1176",409000,"Powiat mogileński",2013,0
"1177",410000,"Powiat nakielski",2013,13.8
"1178",411000,"Powiat radziejowski",2013,2.3
"1179",412000,"Powiat rypiński",2013,58.2
"1180",413000,"Powiat sępoleński",2013,4.7
"1181",414000,"Powiat świecki",2013,18.9
"1182",415000,"Powiat toruński",2013,28.8
"1183",416000,"Powiat tucholski",2013,51.9
"1184",417000,"Powiat wąbrzeski",2013,41.5
"1185",418000,"Powiat włocławski",2013,5.4
"1186",419000,"Powiat żniński",2013,8
"1187",461000,"Powiat m.Bydgoszcz",2013,2.6
"1188",462000,"Powiat m.Grudziądz",2013,523.7
"1189",463000,"Powiat m.Toruń",2013,2.7
"1190",464000,"Powiat m.Włocławek",2013,579.7
"1191",601000,"Powiat bialski",2013,1.4
"1192",602000,"Powiat biłgorajski",2013,0.8
"1193",603000,"Powiat chełmski",2013,0
"1194",604000,"Powiat hrubieszowski",2013,12.5
"1195",605000,"Powiat janowski",2013,0
"1196",606000,"Powiat krasnostawski",2013,22
"1197",607000,"Powiat kraśnicki",2013,8.9
"1198",608000,"Powiat lubartowski",2013,3.5
"1199",609000,"Powiat lubelski",2013,0.3
"1200",610000,"Powiat łęczyński",2013,1.2
"1201",611000,"Powiat łukowski",2013,7.3
"1202",612000,"Powiat opolski",2013,4.3
"1203",613000,"Powiat parczewski",2013,0
"1204",614000,"Powiat puławski",2013,48.6
"1205",615000,"Powiat radzyński",2013,0
"1206",616000,"Powiat rycki",2013,5.5
"1207",617000,"Powiat świdnicki",2013,1.2
"1208",618000,"Powiat tomaszowski",2013,17.3
"1209",619000,"Powiat włodawski",2013,1.7
"1210",620000,"Powiat zamojski",2013,8.7
"1211",661000,"Powiat m.Biała Podlaska",2013,1.1
"1212",662000,"Powiat m.Chełm",2013,1.2
"1213",663000,"Powiat m.Lublin",2013,10
"1214",664000,"Powiat m.Zamość",2013,0
"1215",801000,"Powiat gorzowski",2013,64
"1216",802000,"Powiat krośnieński",2013,89
"1217",803000,"Powiat międzyrzecki",2013,67.5
"1218",804000,"Powiat nowosolski",2013,51.8
"1219",805000,"Powiat słubicki",2013,36.5
"1220",806000,"Powiat strzelecko-drezdenecki",2013,16.4
"1221",807000,"Powiat sulęciński",2013,111.6
"1222",808000,"Powiat świebodziński",2013,68.2
"1223",809000,"Powiat zielonogórski",2013,45.4
"1224",810000,"Powiat żagański",2013,100.6
"1225",811000,"Powiat żarski",2013,54.6
"1226",812000,"Powiat wschowski",2013,36.5
"1227",861000,"Powiat m.Gorzów Wielkopolski",2013,3.5
"1228",862000,"Powiat m.Zielona Góra",2013,1.3
"1229",1001000,"Powiat bełchatowski",2013,1.2
"1230",1002000,"Powiat kutnowski",2013,0
"1231",1003000,"Powiat łaski",2013,0
"1232",1004000,"Powiat łęczycki",2013,20
"1233",1005000,"Powiat łowicki",2013,2.9
"1234",1006000,"Powiat łódzki wschodni",2013,1.6
"1235",1007000,"Powiat opoczyński",2013,0.2
"1236",1008000,"Powiat pabianicki",2013,0.7
"1237",1009000,"Powiat pajęczański",2013,0
"1238",1010000,"Powiat piotrkowski",2013,0.3
"1239",1011000,"Powiat poddębicki",2013,1
"1240",1012000,"Powiat radomszczański",2013,4.4
"1241",1013000,"Powiat rawski",2013,0
"1242",1014000,"Powiat sieradzki",2013,8.5
"1243",1015000,"Powiat skierniewicki",2013,0
"1244",1016000,"Powiat tomaszowski",2013,0.1
"1245",1017000,"Powiat wieluński",2013,3.2
"1246",1018000,"Powiat wieruszowski",2013,2.9
"1247",1019000,"Powiat zduńskowolski",2013,8
"1248",1020000,"Powiat zgierski",2013,7.6
"1249",1021000,"Powiat brzeziński",2013,3.1
"1250",1061000,"Powiat m.Łódź",2013,1.4
"1251",1062000,"Powiat m.Piotrków Trybunalski",2013,0.9
"1252",1063000,"Powiat m.Skierniewice",2013,0.9
"1253",1201000,"Powiat bocheński",2013,4
"1254",1202000,"Powiat brzeski",2013,32.1
"1255",1203000,"Powiat chrzanowski",2013,4.8
"1256",1204000,"Powiat dąbrowski",2013,7.9
"1257",1205000,"Powiat gorlicki",2013,22.1
"1258",1206000,"Powiat krakowski",2013,14.9
"1259",1207000,"Powiat limanowski",2013,79
"1260",1208000,"Powiat miechowski",2013,112.4
"1261",1209000,"Powiat myślenicki",2013,40.3
"1262",1210000,"Powiat nowosądecki",2013,33.8
"1263",1211000,"Powiat nowotarski",2013,75
"1264",1212000,"Powiat olkuski",2013,6.5
"1265",1213000,"Powiat oświęcimski",2013,26.8
"1266",1214000,"Powiat proszowicki",2013,1.9
"1267",1215000,"Powiat suski",2013,11.3
"1268",1216000,"Powiat tarnowski",2013,4.5
"1269",1217000,"Powiat tatrzański",2013,0.7
"1270",1218000,"Powiat wadowicki",2013,13.7
"1271",1219000,"Powiat wielicki",2013,11.2
"1272",1261000,"Powiat m.Kraków",2013,77.9
"1273",1262000,"Powiat m.Nowy Sącz",2013,1.3
"1274",1263000,"Powiat m.Tarnów",2013,2.2
"1275",1401000,"Powiat białobrzeski",2013,2
"1276",1402000,"Powiat ciechanowski",2013,19.8
"1277",1403000,"Powiat garwoliński",2013,10
"1278",1404000,"Powiat gostyniński",2013,0.4
"1279",1405000,"Powiat grodziski",2013,119.7
"1280",1406000,"Powiat grójecki",2013,1
"1281",1407000,"Powiat kozienicki",2013,0
"1282",1408000,"Powiat legionowski",2013,0.2
"1283",1409000,"Powiat lipski",2013,0
"1284",1410000,"Powiat łosicki",2013,8.4
"1285",1411000,"Powiat makowski",2013,3.9
"1286",1412000,"Powiat miński",2013,8.3
"1287",1413000,"Powiat mławski",2013,0
"1288",1414000,"Powiat nowodworski",2013,0
"1289",1415000,"Powiat ostrołęcki",2013,0
"1290",1416000,"Powiat ostrowski",2013,4.8
"1291",1417000,"Powiat otwocki",2013,1.3
"1292",1418000,"Powiat piaseczyński",2013,7.1
"1293",1419000,"Powiat płocki",2013,4.4
"1294",1420000,"Powiat płoński",2013,0.8
"1295",1421000,"Powiat pruszkowski",2013,12
"1296",1422000,"Powiat przasnyski",2013,13.4
"1297",1423000,"Powiat przysuski",2013,0
"1298",1424000,"Powiat pułtuski",2013,39.4
"1299",1425000,"Powiat radomski",2013,2.6
"1300",1426000,"Powiat siedlecki",2013,3.2
"1301",1427000,"Powiat sierpecki",2013,5.7
"1302",1428000,"Powiat sochaczewski",2013,0
"1303",1429000,"Powiat sokołowski",2013,111.3
"1304",1430000,"Powiat szydłowiecki",2013,0
"1305",1432000,"Powiat warszawski zachodni",2013,1.3
"1306",1433000,"Powiat węgrowski",2013,5.1
"1307",1434000,"Powiat wołomiński",2013,6.6
"1308",1435000,"Powiat wyszkowski",2013,0
"1309",1436000,"Powiat zwoleński",2013,0
"1310",1437000,"Powiat żuromiński",2013,0
"1311",1438000,"Powiat żyrardowski",2013,2.8
"1312",1461000,"Powiat m.Ostrołęka",2013,2.6
"1313",1462000,"Powiat m.Płock",2013,8.6
"1314",1463000,"Powiat m.Radom",2013,4.6
"1315",1464000,"Powiat m.Siedlce",2013,11
"1316",1465000,"Powiat m. st. Warszawa",2013,3.3
"1317",1601000,"Powiat brzeski",2013,11.9
"1318",1602000,"Powiat głubczycki",2013,2.2
"1319",1603000,"Powiat kędzierzyńsko-kozielski",2013,4.6
"1320",1604000,"Powiat kluczborski",2013,9
"1321",1605000,"Powiat krapkowicki",2013,28.6
"1322",1606000,"Powiat namysłowski",2013,13
"1323",1607000,"Powiat nyski",2013,12.1
"1324",1608000,"Powiat oleski",2013,2
"1325",1609000,"Powiat opolski",2013,1.9
"1326",1610000,"Powiat prudnicki",2013,20.2
"1327",1611000,"Powiat strzelecki",2013,2.3
"1328",1661000,"Powiat m.Opole",2013,7.8
"1329",1801000,"Powiat bieszczadzki",2013,0.1
"1330",1802000,"Powiat brzozowski",2013,1
"1331",1803000,"Powiat dębicki",2013,1.6
"1332",1804000,"Powiat jarosławski",2013,7.3
"1333",1805000,"Powiat jasielski",2013,11.2
"1334",1806000,"Powiat kolbuszowski",2013,13.5
"1335",1807000,"Powiat krośnieński",2013,4.7
"1336",1808000,"Powiat leżajski",2013,0.2
"1337",1809000,"Powiat lubaczowski",2013,5.4
"1338",1810000,"Powiat łańcucki",2013,40
"1339",1811000,"Powiat mielecki",2013,14.3
"1340",1812000,"Powiat niżański",2013,50
"1341",1813000,"Powiat przemyski",2013,21
"1342",1814000,"Powiat przeworski",2013,13.8
"1343",1815000,"Powiat ropczycko-sędziszowski",2013,29.4
"1344",1816000,"Powiat rzeszowski",2013,25.9
"1345",1817000,"Powiat sanocki",2013,5
"1346",1818000,"Powiat stalowowolski",2013,16.5
"1347",1819000,"Powiat strzyżowski",2013,23.4
"1348",1820000,"Powiat tarnobrzeski",2013,18.8
"1349",1821000,"Powiat leski",2013,46.3
"1350",1861000,"Powiat m.Krosno",2013,529.7
"1351",1862000,"Powiat m.Przemyśl",2013,3.7
"1352",1863000,"Powiat m.Rzeszów",2013,12.2
"1353",1864000,"Powiat m.Tarnobrzeg",2013,540
"1354",2001000,"Powiat augustowski",2013,1.1
"1355",2002000,"Powiat białostocki",2013,1.9
"1356",2003000,"Powiat bielski",2013,1.1
"1357",2004000,"Powiat grajewski",2013,1.4
"1358",2005000,"Powiat hajnowski",2013,1.5
"1359",2006000,"Powiat kolneński",2013,0
"1360",2007000,"Powiat łomżyński",2013,0
"1361",2008000,"Powiat moniecki",2013,114.4
"1362",2009000,"Powiat sejneński",2013,0
"1363",2010000,"Powiat siemiatycki",2013,0
"1364",2011000,"Powiat sokólski",2013,1
"1365",2012000,"Powiat suwalski",2013,12
"1366",2013000,"Powiat wysokomazowiecki",2013,0
"1367",2014000,"Powiat zambrowski",2013,0
"1368",2061000,"Powiat m.Białystok",2013,6
"1369",2062000,"Powiat m.Łomża",2013,0
"1370",2063000,"Powiat m.Suwałki",2013,8.6
"1371",2201000,"Powiat bytowski",2013,29.5
"1372",2202000,"Powiat chojnicki",2013,0.6
"1373",2203000,"Powiat człuchowski",2013,7.7
"1374",2204000,"Powiat gdański",2013,9.1
"1375",2205000,"Powiat kartuski",2013,18.9
"1376",2206000,"Powiat kościerski",2013,24.4
"1377",2207000,"Powiat kwidzyński",2013,5.3
"1378",2208000,"Powiat lęborski",2013,0
"1379",2209000,"Powiat malborski",2013,2.8
"1380",2210000,"Powiat nowodworski",2013,32.4
"1381",2211000,"Powiat pucki",2013,87.6
"1382",2212000,"Powiat słupski",2013,110
"1383",2213000,"Powiat starogardzki",2013,5.9
"1384",2214000,"Powiat tczewski",2013,11.6
"1385",2215000,"Powiat wejherowski",2013,15.7
"1386",2216000,"Powiat sztumski",2013,18.8
"1387",2261000,"Powiat m.Gdańsk",2013,3.7
"1388",2262000,"Powiat m.Gdynia",2013,5
"1389",2263000,"Powiat m.Słupsk",2013,4.2
"1390",2264000,"Powiat m.Sopot",2013,21.2
"1391",2401000,"Powiat będziński",2013,22.2
"1392",2402000,"Powiat bielski",2013,43.9
"1393",2403000,"Powiat cieszyński",2013,34.2
"1394",2404000,"Powiat częstochowski",2013,12.2
"1395",2405000,"Powiat gliwicki",2013,3.1
"1396",2406000,"Powiat kłobucki",2013,7.6
"1397",2407000,"Powiat lubliniecki",2013,41.4
"1398",2408000,"Powiat mikołowski",2013,0
"1399",2409000,"Powiat myszkowski",2013,4.8
"1400",2410000,"Powiat pszczyński",2013,31.3
"1401",2411000,"Powiat raciborski",2013,6.4
"1402",2412000,"Powiat rybnicki",2013,2
"1403",2413000,"Powiat tarnogórski",2013,7.1
"1404",2414000,"Powiat bieruńsko-lędziński",2013,6.4
"1405",2415000,"Powiat wodzisławski",2013,8.4
"1406",2416000,"Powiat zawierciański",2013,18
"1407",2417000,"Powiat żywiecki",2013,16.3
"1408",2461000,"Powiat m.Bielsko-Biała",2013,4.4
"1409",2462000,"Powiat m.Bytom",2013,1.3
"1410",2463000,"Powiat m.Chorzów",2013,9.1
"1411",2464000,"Powiat m.Częstochowa",2013,8.6
"1412",2465000,"Powiat m.Dąbrowa Górnicza",2013,12
"1413",2466000,"Powiat m.Gliwice",2013,0.4
"1414",2467000,"Powiat m.Jastrzębie-Zdrój",2013,4.9
"1415",2468000,"Powiat m.Jaworzno",2013,15.9
"1416",2469000,"Powiat m.Katowice",2013,4.2
"1417",2470000,"Powiat m.Mysłowice",2013,0
"1418",2471000,"Powiat m.Piekary Śląskie",2013,6
"1419",2472000,"Powiat m.Ruda Śląska",2013,1.7
"1420",2473000,"Powiat m.Rybnik",2013,6.3
"1421",2474000,"Powiat m.Siemianowice Śląskie",2013,18.6
"1422",2475000,"Powiat m.Sosnowiec",2013,12.6
"1423",2476000,"Powiat m.Świętochłowice",2013,0.1
"1424",2477000,"Powiat m.Tychy",2013,8.6
"1425",2478000,"Powiat m.Zabrze",2013,6
"1426",2479000,"Powiat m.Żory",2013,18.2
"1427",2601000,"Powiat buski",2013,33
"1428",2602000,"Powiat jędrzejowski",2013,2.6
"1429",2603000,"Powiat kazimierski",2013,4
"1430",2604000,"Powiat kielecki",2013,10.5
"1431",2605000,"Powiat konecki",2013,27.4
"1432",2606000,"Powiat opatowski",2013,1.2
"1433",2607000,"Powiat ostrowiecki",2013,4.7
"1434",2608000,"Powiat pińczowski",2013,0.8
"1435",2609000,"Powiat sandomierski",2013,0.4
"1436",2610000,"Powiat skarżyski",2013,15.7
"1437",2611000,"Powiat starachowicki",2013,9.2
"1438",2612000,"Powiat staszowski",2013,23.6
"1439",2613000,"Powiat włoszczowski",2013,10.6
"1440",2661000,"Powiat m.Kielce",2013,3.2
"1441",2801000,"Powiat bartoszycki",2013,1
"1442",2802000,"Powiat braniewski",2013,22.4
"1443",2803000,"Powiat działdowski",2013,36.5
"1444",2804000,"Powiat elbląski",2013,68.4
"1445",2805000,"Powiat ełcki",2013,1
"1446",2806000,"Powiat giżycki",2013,2.6
"1447",2807000,"Powiat iławski",2013,2.7
"1448",2808000,"Powiat kętrzyński",2013,7.9
"1449",2809000,"Powiat lidzbarski",2013,139.8
"1450",2810000,"Powiat mrągowski",2013,32.6
"1451",2811000,"Powiat nidzicki",2013,4
"1452",2812000,"Powiat nowomiejski",2013,25.8
"1453",2813000,"Powiat olecki",2013,2.7
"1454",2814000,"Powiat olsztyński",2013,0
"1455",2815000,"Powiat ostródzki",2013,13.9
"1456",2816000,"Powiat piski",2013,0
"1457",2817000,"Powiat szczycieński",2013,0
"1458",2818000,"Powiat gołdapski",2013,66.3
"1459",2861000,"Powiat m.Elbląg",2013,7.9
"1460",2862000,"Powiat m.Olsztyn",2013,0
"1461",3001000,"Powiat chodzieski",2013,121.4
"1462",3002000,"Powiat czarnkowsko-trzcianecki",2013,59.3
"1463",3003000,"Powiat gnieźnieński",2013,22
"1464",3004000,"Powiat gostyński",2013,16.6
"1465",3005000,"Powiat grodziski",2013,50.5
"1466",3006000,"Powiat jarociński",2013,11.6
"1467",3007000,"Powiat kaliski",2013,9.7
"1468",3008000,"Powiat kępiński",2013,1.5
"1469",3009000,"Powiat kolski",2013,9.2
"1470",3010000,"Powiat koniński",2013,54.1
"1471",3011000,"Powiat kościański",2013,43.6
"1472",3012000,"Powiat krotoszyński",2013,0
"1473",3013000,"Powiat leszczyński",2013,14.5
"1474",3014000,"Powiat międzychodzki",2013,35.7
"1475",3015000,"Powiat nowotomyski",2013,8.3
"1476",3016000,"Powiat obornicki",2013,15.3
"1477",3017000,"Powiat ostrowski",2013,6.4
"1478",3018000,"Powiat ostrzeszowski",2013,1.8
"1479",3019000,"Powiat pilski",2013,13.9
"1480",3020000,"Powiat pleszewski",2013,19.9
"1481",3021000,"Powiat poznański",2013,7.7
"1482",3022000,"Powiat rawicki",2013,57.1
"1483",3023000,"Powiat słupecki",2013,22.1
"1484",3024000,"Powiat szamotulski",2013,1.4
"1485",3025000,"Powiat średzki",2013,61.9
"1486",3026000,"Powiat śremski",2013,8.9
"1487",3027000,"Powiat turecki",2013,97.7
"1488",3028000,"Powiat wągrowiecki",2013,71.8
"1489",3029000,"Powiat wolsztyński",2013,42.1
"1490",3030000,"Powiat wrzesiński",2013,11.4
"1491",3031000,"Powiat złotowski",2013,2.8
"1492",3061000,"Powiat m.Kalisz",2013,2.2
"1493",3062000,"Powiat m.Konin",2013,5.2
"1494",3063000,"Powiat m.Leszno",2013,7.2
"1495",3064000,"Powiat m.Poznań",2013,3.9
"1496",3201000,"Powiat białogardzki",2013,34.4
"1497",3202000,"Powiat choszczeński",2013,26
"1498",3203000,"Powiat drawski",2013,17.1
"1499",3204000,"Powiat goleniowski",2013,0.5
"1500",3205000,"Powiat gryficki",2013,2
"1501",3206000,"Powiat gryfiński",2013,70.6
"1502",3207000,"Powiat kamieński",2013,3.5
"1503",3208000,"Powiat kołobrzeski",2013,19.4
"1504",3209000,"Powiat koszaliński",2013,5.3
"1505",3210000,"Powiat myśliborski",2013,23
"1506",3211000,"Powiat policki",2013,60.2
"1507",3212000,"Powiat pyrzycki",2013,3.7
"1508",3213000,"Powiat sławieński",2013,17.7
"1509",3214000,"Powiat stargardzki",2013,45.3
"1510",3215000,"Powiat szczecinecki",2013,49.8
"1511",3216000,"Powiat świdwiński",2013,0
"1512",3217000,"Powiat wałecki",2013,5.5
"1513",3218000,"Powiat łobeski",2013,3.3
"1514",3261000,"Powiat m.Koszalin",2013,4.4
"1515",3262000,"Powiat m.Szczecin",2013,3.3
"1516",3263000,"Powiat m.Świnoujście",2013,185
"1517",201000,"Powiat bolesławiecki",2014,32.7
"1518",202000,"Powiat dzierżoniowski",2014,8.4
"1519",203000,"Powiat głogowski",2014,0.9
"1520",204000,"Powiat górowski",2014,8.5
"1521",205000,"Powiat jaworski",2014,25
"1522",206000,"Powiat jeleniogórski",2014,134.9
"1523",207000,"Powiat kamiennogórski",2014,44.2
"1524",208000,"Powiat kłodzki",2014,3.9
"1525",209000,"Powiat legnicki",2014,3.8
"1526",210000,"Powiat lubański",2014,68.5
"1527",211000,"Powiat lubiński",2014,7.5
"1528",212000,"Powiat lwówecki",2014,86.7
"1529",213000,"Powiat milicki",2014,0
"1530",214000,"Powiat oleśnicki",2014,2.5
"1531",215000,"Powiat oławski",2014,5.9
"1532",216000,"Powiat polkowicki",2014,19.7
"1533",217000,"Powiat strzeliński",2014,4
"1534",218000,"Powiat średzki",2014,20.5
"1535",219000,"Powiat świdnicki",2014,3.4
"1536",220000,"Powiat trzebnicki",2014,6.2
"1537",221000,"Powiat wałbrzyski",2014,0
"1538",222000,"Powiat wołowski",2014,11.1
"1539",223000,"Powiat wrocławski",2014,19.9
"1540",224000,"Powiat ząbkowicki",2014,17.5
"1541",225000,"Powiat zgorzelecki",2014,90
"1542",226000,"Powiat złotoryjski",2014,80.9
"1543",261000,"Powiat m.Jelenia Góra",2014,94.4
"1544",262000,"Powiat m.Legnica",2014,3.4
"1545",264000,"Powiat m.Wrocław",2014,7.6
"1546",265000,"Powiat m.Wałbrzych od 2013",2014,8.3
"1547",401000,"Powiat aleksandrowski",2014,0
"1548",402000,"Powiat brodnicki",2014,47.3
"1549",403000,"Powiat bydgoski",2014,4.6
"1550",404000,"Powiat chełmiński",2014,49.9
"1551",405000,"Powiat golubsko-dobrzyński",2014,15.4
"1552",406000,"Powiat grudziądzki",2014,95.2
"1553",407000,"Powiat inowrocławski",2014,28
"1554",408000,"Powiat lipnowski",2014,0.6
"1555",409000,"Powiat mogileński",2014,0
"1556",410000,"Powiat nakielski",2014,160.4
"1557",411000,"Powiat radziejowski",2014,1.4
"1558",412000,"Powiat rypiński",2014,17.5
"1559",413000,"Powiat sępoleński",2014,0
"1560",414000,"Powiat świecki",2014,6.8
"1561",415000,"Powiat toruński",2014,36.6
"1562",416000,"Powiat tucholski",2014,44.5
"1563",417000,"Powiat wąbrzeski",2014,107.1
"1564",418000,"Powiat włocławski",2014,13.9
"1565",419000,"Powiat żniński",2014,2.8
"1566",461000,"Powiat m.Bydgoszcz",2014,14.9
"1567",462000,"Powiat m.Grudziądz",2014,543.5
"1568",463000,"Powiat m.Toruń",2014,67.2
"1569",464000,"Powiat m.Włocławek",2014,383.6
"1570",601000,"Powiat bialski",2014,2
"1571",602000,"Powiat biłgorajski",2014,6.2
"1572",603000,"Powiat chełmski",2014,1
"1573",604000,"Powiat hrubieszowski",2014,144.9
"1574",605000,"Powiat janowski",2014,0
"1575",606000,"Powiat krasnostawski",2014,8.4
"1576",607000,"Powiat kraśnicki",2014,1
"1577",608000,"Powiat lubartowski",2014,0.1
"1578",609000,"Powiat lubelski",2014,1.9
"1579",610000,"Powiat łęczyński",2014,0
"1580",611000,"Powiat łukowski",2014,0.8
"1581",612000,"Powiat opolski",2014,3.7
"1582",613000,"Powiat parczewski",2014,0
"1583",614000,"Powiat puławski",2014,36.3
"1584",615000,"Powiat radzyński",2014,0.3
"1585",616000,"Powiat rycki",2014,20.4
"1586",617000,"Powiat świdnicki",2014,1.3
"1587",618000,"Powiat tomaszowski",2014,0
"1588",619000,"Powiat włodawski",2014,2.3
"1589",620000,"Powiat zamojski",2014,4
"1590",661000,"Powiat m.Biała Podlaska",2014,0.6
"1591",662000,"Powiat m.Chełm",2014,3.8
"1592",663000,"Powiat m.Lublin",2014,11
"1593",664000,"Powiat m.Zamość",2014,0
"1594",801000,"Powiat gorzowski",2014,50.1
"1595",802000,"Powiat krośnieński",2014,53.5
"1596",803000,"Powiat międzyrzecki",2014,94.8
"1597",804000,"Powiat nowosolski",2014,69.6
"1598",805000,"Powiat słubicki",2014,42.2
"1599",806000,"Powiat strzelecko-drezdenecki",2014,75.4
"1600",807000,"Powiat sulęciński",2014,129.1
"1601",808000,"Powiat świebodziński",2014,73.6
"1602",809000,"Powiat zielonogórski",2014,26.7
"1603",810000,"Powiat żagański",2014,50.5
"1604",811000,"Powiat żarski",2014,23.7
"1605",812000,"Powiat wschowski",2014,22
"1606",861000,"Powiat m.Gorzów Wielkopolski",2014,5.7
"1607",862000,"Powiat m.Zielona Góra",2014,6.8
"1608",1001000,"Powiat bełchatowski",2014,4.8
"1609",1002000,"Powiat kutnowski",2014,2.9
"1610",1003000,"Powiat łaski",2014,0
"1611",1004000,"Powiat łęczycki",2014,9.3
"1612",1005000,"Powiat łowicki",2014,34.2
"1613",1006000,"Powiat łódzki wschodni",2014,0.8
"1614",1007000,"Powiat opoczyński",2014,0.2
"1615",1008000,"Powiat pabianicki",2014,0.1
"1616",1009000,"Powiat pajęczański",2014,3.2
"1617",1010000,"Powiat piotrkowski",2014,0.5
"1618",1011000,"Powiat poddębicki",2014,0
"1619",1012000,"Powiat radomszczański",2014,2.9
"1620",1013000,"Powiat rawski",2014,0
"1621",1014000,"Powiat sieradzki",2014,6.2
"1622",1015000,"Powiat skierniewicki",2014,0.9
"1623",1016000,"Powiat tomaszowski",2014,6.4
"1624",1017000,"Powiat wieluński",2014,2.5
"1625",1018000,"Powiat wieruszowski",2014,3.6
"1626",1019000,"Powiat zduńskowolski",2014,16.4
"1627",1020000,"Powiat zgierski",2014,5
"1628",1021000,"Powiat brzeziński",2014,1.8
"1629",1061000,"Powiat m.Łódź",2014,0.6
"1630",1062000,"Powiat m.Piotrków Trybunalski",2014,0
"1631",1063000,"Powiat m.Skierniewice",2014,0
"1632",1201000,"Powiat bocheński",2014,1.9
"1633",1202000,"Powiat brzeski",2014,13
"1634",1203000,"Powiat chrzanowski",2014,2.2
"1635",1204000,"Powiat dąbrowski",2014,32.3
"1636",1205000,"Powiat gorlicki",2014,86.9
"1637",1206000,"Powiat krakowski",2014,23.8
"1638",1207000,"Powiat limanowski",2014,114.6
"1639",1208000,"Powiat miechowski",2014,109.6
"1640",1209000,"Powiat myślenicki",2014,530.8
"1641",1210000,"Powiat nowosądecki",2014,75.3
"1642",1211000,"Powiat nowotarski",2014,52.4
"1643",1212000,"Powiat olkuski",2014,25.5
"1644",1213000,"Powiat oświęcimski",2014,20
"1645",1214000,"Powiat proszowicki",2014,25.2
"1646",1215000,"Powiat suski",2014,17.1
"1647",1216000,"Powiat tarnowski",2014,16
"1648",1217000,"Powiat tatrzański",2014,19.6
"1649",1218000,"Powiat wadowicki",2014,33.8
"1650",1219000,"Powiat wielicki",2014,30.1
