"","Kod","Nazwa","rok","Srodki_gmin_powiatow_z_UE_finansowanie_programow_projektow_na_1_mieszkanca_ogolem_zl"
"553",1438000,"Powiat żyrardowski",2011,1.2
"554",1461000,"Powiat m.Ostrołęka",2011,0.2
"555",1462000,"Powiat m.Płock",2011,12.3
"556",1463000,"Powiat m.Radom",2011,2
"557",1464000,"Powiat m.Siedlce",2011,4.3
"558",1465000,"Powiat m. st. Warszawa",2011,2.5
"559",1601000,"Powiat brzeski",2011,51.1
"560",1602000,"Powiat głubczycki",2011,25
"561",1603000,"Powiat kędzierzyńsko-kozielski",2011,2
"562",1604000,"Powiat kluczborski",2011,24.3
"563",1605000,"Powiat krapkowicki",2011,0.8
"564",1606000,"Powiat namysłowski",2011,30.7
"565",1607000,"Powiat nyski",2011,10.4
"566",1608000,"Powiat oleski",2011,0.9
"567",1609000,"Powiat opolski",2011,6.2
"568",1610000,"Powiat prudnicki",2011,42.5
"569",1611000,"Powiat strzelecki",2011,4.3
"570",1661000,"Powiat m.Opole",2011,3.2
"571",1801000,"Powiat bieszczadzki",2011,26.4
"572",1802000,"Powiat brzozowski",2011,11.9
"573",1803000,"Powiat dębicki",2011,39.3
"574",1804000,"Powiat jarosławski",2011,26.5
"575",1805000,"Powiat jasielski",2011,93.3
"576",1806000,"Powiat kolbuszowski",2011,70.7
"577",1807000,"Powiat krośnieński",2011,27.1
"578",1808000,"Powiat leżajski",2011,39.8
"579",1809000,"Powiat lubaczowski",2011,40.2
"580",1810000,"Powiat łańcucki",2011,39.5
"581",1811000,"Powiat mielecki",2011,51.5
"582",1812000,"Powiat niżański",2011,168.2
"583",1813000,"Powiat przemyski",2011,141.6
"584",1814000,"Powiat przeworski",2011,25.4
"585",1815000,"Powiat ropczycko-sędziszowski",2011,47.9
"586",1816000,"Powiat rzeszowski",2011,16.6
"587",1817000,"Powiat sanocki",2011,62.3
"588",1818000,"Powiat stalowowolski",2011,9.9
"589",1819000,"Powiat strzyżowski",2011,19.8
"590",1820000,"Powiat tarnobrzeski",2011,68.2
"591",1821000,"Powiat leski",2011,94.9
"592",1861000,"Powiat m.Krosno",2011,3.7
"593",1862000,"Powiat m.Przemyśl",2011,3.9
"594",1863000,"Powiat m.Rzeszów",2011,12.2
"595",1864000,"Powiat m.Tarnobrzeg",2011,885.7
"596",2001000,"Powiat augustowski",2011,0
"597",2002000,"Powiat białostocki",2011,1
"598",2003000,"Powiat bielski",2011,1.1
"599",2004000,"Powiat grajewski",2011,0.8
"600",2005000,"Powiat hajnowski",2011,0
"601",2006000,"Powiat kolneński",2011,0
"602",2007000,"Powiat łomżyński",2011,0
"603",2008000,"Powiat moniecki",2011,4.1
"604",2009000,"Powiat sejneński",2011,0
"605",2010000,"Powiat siemiatycki",2011,0
"606",2011000,"Powiat sokólski",2011,2.5
"607",2012000,"Powiat suwalski",2011,0
"608",2013000,"Powiat wysokomazowiecki",2011,56.2
"609",2014000,"Powiat zambrowski",2011,0.9
"610",2061000,"Powiat m.Białystok",2011,2.7
"611",2062000,"Powiat m.Łomża",2011,0
"612",2063000,"Powiat m.Suwałki",2011,53.8
"613",2201000,"Powiat bytowski",2011,16.6
"614",2202000,"Powiat chojnicki",2011,23.7
"615",2203000,"Powiat człuchowski",2011,0
"616",2204000,"Powiat gdański",2011,26.4
"617",2205000,"Powiat kartuski",2011,20.1
"618",2206000,"Powiat kościerski",2011,1.5
"619",2207000,"Powiat kwidzyński",2011,0.9
"620",2208000,"Powiat lęborski",2011,0.6
"621",2209000,"Powiat malborski",2011,2.4
"622",2210000,"Powiat nowodworski",2011,6.6
"623",2211000,"Powiat pucki",2011,84.2
"624",2212000,"Powiat słupski",2011,4.3
"625",2213000,"Powiat starogardzki",2011,0
"626",2214000,"Powiat tczewski",2011,0.4
"627",2215000,"Powiat wejherowski",2011,12.7
"628",2216000,"Powiat sztumski",2011,17.7
"629",2261000,"Powiat m.Gdańsk",2011,3.6
"630",2262000,"Powiat m.Gdynia",2011,2.8
"631",2263000,"Powiat m.Słupsk",2011,0.6
"632",2264000,"Powiat m.Sopot",2011,15
"633",2401000,"Powiat będziński",2011,7.1
"634",2402000,"Powiat bielski",2011,100.9
"635",2403000,"Powiat cieszyński",2011,33.1
"636",2404000,"Powiat częstochowski",2011,15.4
"637",2405000,"Powiat gliwicki",2011,6.2
"638",2406000,"Powiat kłobucki",2011,26.1
"639",2407000,"Powiat lubliniecki",2011,37.5
"640",2408000,"Powiat mikołowski",2011,10.4
"641",2409000,"Powiat myszkowski",2011,4.5
"642",2410000,"Powiat pszczyński",2011,4.5
"643",2411000,"Powiat raciborski",2011,19.2
"644",2412000,"Powiat rybnicki",2011,1.4
"645",2413000,"Powiat tarnogórski",2011,6.1
"646",2414000,"Powiat bieruńsko-lędziński",2011,0
"647",2415000,"Powiat wodzisławski",2011,1.8
"648",2416000,"Powiat zawierciański",2011,4.5
"649",2417000,"Powiat żywiecki",2011,3.8
"650",2461000,"Powiat m.Bielsko-Biała",2011,2.3
"651",2462000,"Powiat m.Bytom",2011,3.3
"652",2463000,"Powiat m.Chorzów",2011,5.3
"653",2464000,"Powiat m.Częstochowa",2011,4.9
"654",2465000,"Powiat m.Dąbrowa Górnicza",2011,5.4
"655",2466000,"Powiat m.Gliwice",2011,0.2
"656",2467000,"Powiat m.Jastrzębie-Zdrój",2011,30.2
"657",2468000,"Powiat m.Jaworzno",2011,7.3
"658",2469000,"Powiat m.Katowice",2011,3.5
"659",2470000,"Powiat m.Mysłowice",2011,0
"660",2471000,"Powiat m.Piekary Śląskie",2011,2.8
"661",2472000,"Powiat m.Ruda Śląska",2011,0.2
"662",2473000,"Powiat m.Rybnik",2011,210
"663",2474000,"Powiat m.Siemianowice Śląskie",2011,0.7
"664",2475000,"Powiat m.Sosnowiec",2011,7.5
"665",2476000,"Powiat m.Świętochłowice",2011,0
"666",2477000,"Powiat m.Tychy",2011,308.2
"667",2478000,"Powiat m.Zabrze",2011,4.5
"668",2479000,"Powiat m.Żory",2011,1.1
"669",2601000,"Powiat buski",2011,60.2
"670",2602000,"Powiat jędrzejowski",2011,27.7
"671",2603000,"Powiat kazimierski",2011,34
"672",2604000,"Powiat kielecki",2011,18.9
"673",2605000,"Powiat konecki",2011,29.4
"674",2606000,"Powiat opatowski",2011,12.3
"675",2607000,"Powiat ostrowiecki",2011,11.1
"676",2608000,"Powiat pińczowski",2011,59.5
"677",2609000,"Powiat sandomierski",2011,56.7
"678",2610000,"Powiat skarżyski",2011,13.4
"679",2611000,"Powiat starachowicki",2011,26.6
"680",2612000,"Powiat staszowski",2011,16.6
"681",2613000,"Powiat włoszczowski",2011,3.9
"682",2661000,"Powiat m.Kielce",2011,6.7
"683",2801000,"Powiat bartoszycki",2011,19.5
"684",2802000,"Powiat braniewski",2011,28.3
"685",2803000,"Powiat działdowski",2011,9.4
"686",2804000,"Powiat elbląski",2011,143.5
"687",2805000,"Powiat ełcki",2011,5.8
"688",2806000,"Powiat giżycki",2011,0
"689",2807000,"Powiat iławski",2011,65.3
"690",2808000,"Powiat kętrzyński",2011,59.3
"691",2809000,"Powiat lidzbarski",2011,52.6
"692",2810000,"Powiat mrągowski",2011,103.9
"693",2811000,"Powiat nidzicki",2011,0.6
"694",2812000,"Powiat nowomiejski",2011,109.1
"695",2813000,"Powiat olecki",2011,1.4
"696",2814000,"Powiat olsztyński",2011,9.7
"697",2815000,"Powiat ostródzki",2011,33.9
"698",2816000,"Powiat piski",2011,0
"699",2817000,"Powiat szczycieński",2011,30.2
"700",2818000,"Powiat gołdapski",2011,61.6
"701",2861000,"Powiat m.Elbląg",2011,4.4
"702",2862000,"Powiat m.Olsztyn",2011,0.1
"703",3001000,"Powiat chodzieski",2011,48.3
"704",3002000,"Powiat czarnkowsko-trzcianecki",2011,51.9
"705",3003000,"Powiat gnieźnieński",2011,34.3
"706",3004000,"Powiat gostyński",2011,35.5
"707",3005000,"Powiat grodziski",2011,161.5
"708",3006000,"Powiat jarociński",2011,29
"709",3007000,"Powiat kaliski",2011,55.9
"710",3008000,"Powiat kępiński",2011,1.3
"711",3009000,"Powiat kolski",2011,82.1
"712",3010000,"Powiat koniński",2011,54.7
"713",3011000,"Powiat kościański",2011,199.4
"714",3012000,"Powiat krotoszyński",2011,4.9
"715",3013000,"Powiat leszczyński",2011,38.6
"716",3014000,"Powiat międzychodzki",2011,2.6
"717",3015000,"Powiat nowotomyski",2011,5.8
"718",3016000,"Powiat obornicki",2011,27.5
"719",3017000,"Powiat ostrowski",2011,2.3
"720",3018000,"Powiat ostrzeszowski",2011,2.9
"721",3019000,"Powiat pilski",2011,6.2
"722",3020000,"Powiat pleszewski",2011,26.8
"723",3021000,"Powiat poznański",2011,2.8
"724",3022000,"Powiat rawicki",2011,43.1
"725",3023000,"Powiat słupecki",2011,74.8
"726",3024000,"Powiat szamotulski",2011,8.8
"727",3025000,"Powiat średzki",2011,14.8
"728",3026000,"Powiat śremski",2011,94.7
"729",3027000,"Powiat turecki",2011,38.7
"730",3028000,"Powiat wągrowiecki",2011,46.5
"731",3029000,"Powiat wolsztyński",2011,9.5
"732",3030000,"Powiat wrzesiński",2011,32
"733",3031000,"Powiat złotowski",2011,0
"734",3061000,"Powiat m.Kalisz",2011,0.4
"735",3062000,"Powiat m.Konin",2011,3
"736",3063000,"Powiat m.Leszno",2011,91.2
"737",3064000,"Powiat m.Poznań",2011,4
"738",3201000,"Powiat białogardzki",2011,10.7
"739",3202000,"Powiat choszczeński",2011,0
"740",3203000,"Powiat drawski",2011,10.1
"741",3204000,"Powiat goleniowski",2011,8.6
"742",3205000,"Powiat gryficki",2011,1.7
"743",3206000,"Powiat gryfiński",2011,0.3
"744",3207000,"Powiat kamieński",2011,1.6
"745",3208000,"Powiat kołobrzeski",2011,90
"746",3209000,"Powiat koszaliński",2011,1.1
"747",3210000,"Powiat myśliborski",2011,5.6
"748",3211000,"Powiat policki",2011,100.3
"749",3212000,"Powiat pyrzycki",2011,0
"750",3213000,"Powiat sławieński",2011,5
"751",3214000,"Powiat stargardzki",2011,1.1
"752",3215000,"Powiat szczecinecki",2011,1
"753",3216000,"Powiat świdwiński",2011,9.3
"754",3217000,"Powiat wałecki",2011,56.4
"755",3218000,"Powiat łobeski",2011,0
"756",3261000,"Powiat m.Koszalin",2011,6.7
"757",3262000,"Powiat m.Szczecin",2011,2.5
"758",3263000,"Powiat m.Świnoujście",2011,79
"759",201000,"Powiat bolesławiecki",2012,18.2
"760",202000,"Powiat dzierżoniowski",2012,13.7
"761",203000,"Powiat głogowski",2012,20.1
"762",204000,"Powiat górowski",2012,2.4
"763",205000,"Powiat jaworski",2012,0
"764",206000,"Powiat jeleniogórski",2012,51.3
"765",207000,"Powiat kamiennogórski",2012,125.8
"766",208000,"Powiat kłodzki",2012,1.8
"767",209000,"Powiat legnicki",2012,27.2
"768",210000,"Powiat lubański",2012,0.9
"769",211000,"Powiat lubiński",2012,20
"770",212000,"Powiat lwówecki",2012,22.1
"771",213000,"Powiat milicki",2012,1.7
"772",214000,"Powiat oleśnicki",2012,6
"773",215000,"Powiat oławski",2012,5.7
"774",216000,"Powiat polkowicki",2012,45.2
"775",217000,"Powiat strzeliński",2012,10.5
"776",218000,"Powiat średzki",2012,4.6
"777",219000,"Powiat świdnicki",2012,2.8
"778",220000,"Powiat trzebnicki",2012,0
"779",221000,"Powiat wałbrzyski",2012,5.5
"780",222000,"Powiat wołowski",2012,28.5
"781",223000,"Powiat wrocławski",2012,4.1
"782",224000,"Powiat ząbkowicki",2012,3.2
"783",225000,"Powiat zgorzelecki",2012,28.5
"784",226000,"Powiat złotoryjski",2012,10.3
"785",261000,"Powiat m.Jelenia Góra",2012,266.3
"786",262000,"Powiat m.Legnica",2012,4.6
"787",264000,"Powiat m.Wrocław",2012,1.4
"788",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"789",401000,"Powiat aleksandrowski",2012,0.9
"790",402000,"Powiat brodnicki",2012,107.3
"791",403000,"Powiat bydgoski",2012,8.1
"792",404000,"Powiat chełmiński",2012,150.7
"793",405000,"Powiat golubsko-dobrzyński",2012,10.1
"794",406000,"Powiat grudziądzki",2012,72.6
"795",407000,"Powiat inowrocławski",2012,84.1
"796",408000,"Powiat lipnowski",2012,0.2
"797",409000,"Powiat mogileński",2012,0
"798",410000,"Powiat nakielski",2012,26.7
"799",411000,"Powiat radziejowski",2012,0.1
"800",412000,"Powiat rypiński",2012,58.7
"801",413000,"Powiat sępoleński",2012,0
"802",414000,"Powiat świecki",2012,14.1
"803",415000,"Powiat toruński",2012,83.5
"804",416000,"Powiat tucholski",2012,24.7
"805",417000,"Powiat wąbrzeski",2012,68.1
"806",418000,"Powiat włocławski",2012,5.7
"807",419000,"Powiat żniński",2012,4.7
"808",461000,"Powiat m.Bydgoszcz",2012,1.6
"809",462000,"Powiat m.Grudziądz",2012,157.7
"810",463000,"Powiat m.Toruń",2012,6.7
"811",464000,"Powiat m.Włocławek",2012,530.3
"812",601000,"Powiat bialski",2012,1.4
"813",602000,"Powiat biłgorajski",2012,0.6
"814",603000,"Powiat chełmski",2012,17.6
"815",604000,"Powiat hrubieszowski",2012,40.2
"816",605000,"Powiat janowski",2012,10
"817",606000,"Powiat krasnostawski",2012,33.5
"818",607000,"Powiat kraśnicki",2012,11.1
"819",608000,"Powiat lubartowski",2012,34.6
"820",609000,"Powiat lubelski",2012,0.9
"821",610000,"Powiat łęczyński",2012,1.2
"822",611000,"Powiat łukowski",2012,5.5
"823",612000,"Powiat opolski",2012,20.6
"824",613000,"Powiat parczewski",2012,6.6
"825",614000,"Powiat puławski",2012,4
"826",615000,"Powiat radzyński",2012,1.3
"827",616000,"Powiat rycki",2012,0
"828",617000,"Powiat świdnicki",2012,2.8
"829",618000,"Powiat tomaszowski",2012,29.4
"830",619000,"Powiat włodawski",2012,0.1
"831",620000,"Powiat zamojski",2012,12.1
"832",661000,"Powiat m.Biała Podlaska",2012,1.1
"833",662000,"Powiat m.Chełm",2012,1.7
"834",663000,"Powiat m.Lublin",2012,3.9
"835",664000,"Powiat m.Zamość",2012,0
"836",801000,"Powiat gorzowski",2012,89.1
"837",802000,"Powiat krośnieński",2012,220.8
"838",803000,"Powiat międzyrzecki",2012,40.2
"839",804000,"Powiat nowosolski",2012,25.6
"840",805000,"Powiat słubicki",2012,19.7
"841",806000,"Powiat strzelecko-drezdenecki",2012,67.7
"842",807000,"Powiat sulęciński",2012,202.9
"843",808000,"Powiat świebodziński",2012,110.9
"844",809000,"Powiat zielonogórski",2012,22.9
"845",810000,"Powiat żagański",2012,68.8
"846",811000,"Powiat żarski",2012,34.7
"847",812000,"Powiat wschowski",2012,37.7
"848",861000,"Powiat m.Gorzów Wielkopolski",2012,10
"849",862000,"Powiat m.Zielona Góra",2012,0
"850",1001000,"Powiat bełchatowski",2012,0.8
"851",1002000,"Powiat kutnowski",2012,0
"852",1003000,"Powiat łaski",2012,7.7
"853",1004000,"Powiat łęczycki",2012,37.9
"854",1005000,"Powiat łowicki",2012,7.6
"855",1006000,"Powiat łódzki wschodni",2012,2.3
"856",1007000,"Powiat opoczyński",2012,0.8
"857",1008000,"Powiat pabianicki",2012,0.7
"858",1009000,"Powiat pajęczański",2012,6
"859",1010000,"Powiat piotrkowski",2012,0
"860",1011000,"Powiat poddębicki",2012,3.8
"861",1012000,"Powiat radomszczański",2012,4.5
"862",1013000,"Powiat rawski",2012,0
"863",1014000,"Powiat sieradzki",2012,9.3
"864",1015000,"Powiat skierniewicki",2012,8.7
"865",1016000,"Powiat tomaszowski",2012,0.5
"866",1017000,"Powiat wieluński",2012,7.7
"867",1018000,"Powiat wieruszowski",2012,21.6
"868",1019000,"Powiat zduńskowolski",2012,2
"869",1020000,"Powiat zgierski",2012,14.5
"870",1021000,"Powiat brzeziński",2012,34
"871",1061000,"Powiat m.Łódź",2012,0.4
"872",1062000,"Powiat m.Piotrków Trybunalski",2012,0.2
"873",1063000,"Powiat m.Skierniewice",2012,1.3
"874",1201000,"Powiat bocheński",2012,11.9
"875",1202000,"Powiat brzeski",2012,29.2
"876",1203000,"Powiat chrzanowski",2012,4.1
"877",1204000,"Powiat dąbrowski",2012,60.7
"878",1205000,"Powiat gorlicki",2012,85.6
"879",1206000,"Powiat krakowski",2012,25.9
"880",1207000,"Powiat limanowski",2012,88.4
"881",1208000,"Powiat miechowski",2012,133.1
"882",1209000,"Powiat myślenicki",2012,358.8
"883",1210000,"Powiat nowosądecki",2012,85
"884",1211000,"Powiat nowotarski",2012,177.1
"885",1212000,"Powiat olkuski",2012,25.9
"886",1213000,"Powiat oświęcimski",2012,21.8
"887",1214000,"Powiat proszowicki",2012,30.3
"888",1215000,"Powiat suski",2012,60.7
"889",1216000,"Powiat tarnowski",2012,36.9
"890",1217000,"Powiat tatrzański",2012,4.7
"891",1218000,"Powiat wadowicki",2012,9.9
"892",1219000,"Powiat wielicki",2012,10.6
"893",1261000,"Powiat m.Kraków",2012,4.3
"894",1262000,"Powiat m.Nowy Sącz",2012,3.9
"895",1263000,"Powiat m.Tarnów",2012,7.4
"896",1401000,"Powiat białobrzeski",2012,0.5
"897",1402000,"Powiat ciechanowski",2012,18.4
"898",1403000,"Powiat garwoliński",2012,5.6
"899",1404000,"Powiat gostyniński",2012,3.5
"900",1405000,"Powiat grodziski",2012,159.4
"901",1406000,"Powiat grójecki",2012,22.7
"902",1407000,"Powiat kozienicki",2012,3.1
"903",1408000,"Powiat legionowski",2012,6.1
"904",1409000,"Powiat lipski",2012,0
"905",1410000,"Powiat łosicki",2012,0
"906",1411000,"Powiat makowski",2012,1.4
"907",1412000,"Powiat miński",2012,9.2
"908",1413000,"Powiat mławski",2012,7.6
"909",1414000,"Powiat nowodworski",2012,0
"910",1415000,"Powiat ostrołęcki",2012,21
"911",1416000,"Powiat ostrowski",2012,1.6
"912",1417000,"Powiat otwocki",2012,14.9
"913",1418000,"Powiat piaseczyński",2012,7.4
"914",1419000,"Powiat płocki",2012,2
"915",1420000,"Powiat płoński",2012,0
"916",1421000,"Powiat pruszkowski",2012,3.4
"917",1422000,"Powiat przasnyski",2012,103.3
"918",1423000,"Powiat przysuski",2012,1
"919",1424000,"Powiat pułtuski",2012,61
"920",1425000,"Powiat radomski",2012,0.4
"921",1426000,"Powiat siedlecki",2012,8.5
"922",1427000,"Powiat sierpecki",2012,34.5
"923",1428000,"Powiat sochaczewski",2012,2.6
"924",1429000,"Powiat sokołowski",2012,60
"925",1430000,"Powiat szydłowiecki",2012,0
"926",1432000,"Powiat warszawski zachodni",2012,5
"927",1433000,"Powiat węgrowski",2012,9.1
"928",1434000,"Powiat wołomiński",2012,0.1
"929",1435000,"Powiat wyszkowski",2012,10.7
"930",1436000,"Powiat zwoleński",2012,0
"931",1437000,"Powiat żuromiński",2012,12.8
"932",1438000,"Powiat żyrardowski",2012,2.8
"933",1461000,"Powiat m.Ostrołęka",2012,2.8
"934",1462000,"Powiat m.Płock",2012,4
"935",1463000,"Powiat m.Radom",2012,2.2
"936",1464000,"Powiat m.Siedlce",2012,10.1
"937",1465000,"Powiat m. st. Warszawa",2012,2.4
"938",1601000,"Powiat brzeski",2012,35.6
"939",1602000,"Powiat głubczycki",2012,1.2
"940",1603000,"Powiat kędzierzyńsko-kozielski",2012,5
"941",1604000,"Powiat kluczborski",2012,11.3
"942",1605000,"Powiat krapkowicki",2012,11.6
"943",1606000,"Powiat namysłowski",2012,57.6
"944",1607000,"Powiat nyski",2012,9.4
"945",1608000,"Powiat oleski",2012,1.1
"946",1609000,"Powiat opolski",2012,0.5
"947",1610000,"Powiat prudnicki",2012,10.9
"948",1611000,"Powiat strzelecki",2012,5.2
"949",1661000,"Powiat m.Opole",2012,6.9
"950",1801000,"Powiat bieszczadzki",2012,3.8
"951",1802000,"Powiat brzozowski",2012,6.9
"952",1803000,"Powiat dębicki",2012,5.4
"953",1804000,"Powiat jarosławski",2012,5.7
"954",1805000,"Powiat jasielski",2012,11.7
"955",1806000,"Powiat kolbuszowski",2012,7.9
"956",1807000,"Powiat krośnieński",2012,26.6
"957",1808000,"Powiat leżajski",2012,58.1
"958",1809000,"Powiat lubaczowski",2012,7.1
"959",1810000,"Powiat łańcucki",2012,74
"960",1811000,"Powiat mielecki",2012,53.3
"961",1812000,"Powiat niżański",2012,280.3
"962",1813000,"Powiat przemyski",2012,47
"963",1814000,"Powiat przeworski",2012,49.9
"964",1815000,"Powiat ropczycko-sędziszowski",2012,24
"965",1816000,"Powiat rzeszowski",2012,8.5
"966",1817000,"Powiat sanocki",2012,23.9
"967",1818000,"Powiat stalowowolski",2012,9.7
"968",1819000,"Powiat strzyżowski",2012,18.5
"969",1820000,"Powiat tarnobrzeski",2012,74.2
"970",1821000,"Powiat leski",2012,39.6
"971",1861000,"Powiat m.Krosno",2012,148.8
"972",1862000,"Powiat m.Przemyśl",2012,5.9
"973",1863000,"Powiat m.Rzeszów",2012,7.1
"974",1864000,"Powiat m.Tarnobrzeg",2012,273.2
"975",2001000,"Powiat augustowski",2012,0
"976",2002000,"Powiat białostocki",2012,3.7
"977",2003000,"Powiat bielski",2012,3.2
"978",2004000,"Powiat grajewski",2012,1.3
"979",2005000,"Powiat hajnowski",2012,1.4
"980",2006000,"Powiat kolneński",2012,0
"981",2007000,"Powiat łomżyński",2012,0
"982",2008000,"Powiat moniecki",2012,5.9
"983",2009000,"Powiat sejneński",2012,0
"984",2010000,"Powiat siemiatycki",2012,2
"985",2011000,"Powiat sokólski",2012,0
"986",2012000,"Powiat suwalski",2012,24.6
"987",2013000,"Powiat wysokomazowiecki",2012,16.7
"988",2014000,"Powiat zambrowski",2012,0
"989",2061000,"Powiat m.Białystok",2012,5.5
"990",2062000,"Powiat m.Łomża",2012,0
"991",2063000,"Powiat m.Suwałki",2012,43.7
"992",2201000,"Powiat bytowski",2012,13.8
"993",2202000,"Powiat chojnicki",2012,2.9
"994",2203000,"Powiat człuchowski",2012,0
"995",2204000,"Powiat gdański",2012,3.4
"996",2205000,"Powiat kartuski",2012,17.7
"997",2206000,"Powiat kościerski",2012,0.4
"998",2207000,"Powiat kwidzyński",2012,15.7
"999",2208000,"Powiat lęborski",2012,4.7
"1000",2209000,"Powiat malborski",2012,4.6
"1001",2210000,"Powiat nowodworski",2012,0
"1002",2211000,"Powiat pucki",2012,64.5
"1003",2212000,"Powiat słupski",2012,58.9
"1004",2213000,"Powiat starogardzki",2012,0.5
"1005",2214000,"Powiat tczewski",2012,12.3
"1006",2215000,"Powiat wejherowski",2012,6.4
"1007",2216000,"Powiat sztumski",2012,8.6
"1008",2261000,"Powiat m.Gdańsk",2012,7.2
"1009",2262000,"Powiat m.Gdynia",2012,3.3
"1010",2263000,"Powiat m.Słupsk",2012,6
"1011",2264000,"Powiat m.Sopot",2012,12.3
"1012",2401000,"Powiat będziński",2012,19.4
"1013",2402000,"Powiat bielski",2012,33.1
"1014",2403000,"Powiat cieszyński",2012,31.1
"1015",2404000,"Powiat częstochowski",2012,81.1
"1016",2405000,"Powiat gliwicki",2012,3.6
"1017",2406000,"Powiat kłobucki",2012,30.4
"1018",2407000,"Powiat lubliniecki",2012,84.4
"1019",2408000,"Powiat mikołowski",2012,4.6
"1020",2409000,"Powiat myszkowski",2012,74.5
"1021",2410000,"Powiat pszczyński",2012,33
"1022",2411000,"Powiat raciborski",2012,15
"1023",2412000,"Powiat rybnicki",2012,4.4
"1024",2413000,"Powiat tarnogórski",2012,3.8
"1025",2414000,"Powiat bieruńsko-lędziński",2012,46
"1026",2415000,"Powiat wodzisławski",2012,7.1
"1027",2416000,"Powiat zawierciański",2012,28
"1028",2417000,"Powiat żywiecki",2012,99.7
"1029",2461000,"Powiat m.Bielsko-Biała",2012,4.5
"1030",2462000,"Powiat m.Bytom",2012,5.4
"1031",2463000,"Powiat m.Chorzów",2012,14.7
"1032",2464000,"Powiat m.Częstochowa",2012,8.8
"1033",2465000,"Powiat m.Dąbrowa Górnicza",2012,5
"1034",2466000,"Powiat m.Gliwice",2012,3.3
"1035",2467000,"Powiat m.Jastrzębie-Zdrój",2012,16.8
"1036",2468000,"Powiat m.Jaworzno",2012,8.2
"1037",2469000,"Powiat m.Katowice",2012,3.8
"1038",2470000,"Powiat m.Mysłowice",2012,0
"1039",2471000,"Powiat m.Piekary Śląskie",2012,7.1
"1040",2472000,"Powiat m.Ruda Śląska",2012,1
"1041",2473000,"Powiat m.Rybnik",2012,12
"1042",2474000,"Powiat m.Siemianowice Śląskie",2012,14.5
"1043",2475000,"Powiat m.Sosnowiec",2012,34.4
"1044",2476000,"Powiat m.Świętochłowice",2012,0
"1045",2477000,"Powiat m.Tychy",2012,202.2
"1046",2478000,"Powiat m.Zabrze",2012,243
"1047",2479000,"Powiat m.Żory",2012,4.5
"1048",2601000,"Powiat buski",2012,23.1
"1049",2602000,"Powiat jędrzejowski",2012,6.8
"1050",2603000,"Powiat kazimierski",2012,20.9
"1051",2604000,"Powiat kielecki",2012,20
"1052",2605000,"Powiat konecki",2012,75.6
"1053",2606000,"Powiat opatowski",2012,21.5
"1054",2607000,"Powiat ostrowiecki",2012,8.6
"1055",2608000,"Powiat pińczowski",2012,19.7
"1056",2609000,"Powiat sandomierski",2012,17.8
"1057",2610000,"Powiat skarżyski",2012,23.3
"1058",2611000,"Powiat starachowicki",2012,11.6
"1059",2612000,"Powiat staszowski",2012,44.6
"1060",2613000,"Powiat włoszczowski",2012,0.9
"1061",2661000,"Powiat m.Kielce",2012,6.7
"1062",2801000,"Powiat bartoszycki",2012,45
"1063",2802000,"Powiat braniewski",2012,24.2
"1064",2803000,"Powiat działdowski",2012,47.4
"1065",2804000,"Powiat elbląski",2012,212.4
"1066",2805000,"Powiat ełcki",2012,1.7
"1067",2806000,"Powiat giżycki",2012,7.5
"1068",2807000,"Powiat iławski",2012,10.4
"1069",2808000,"Powiat kętrzyński",2012,5.6
"1070",2809000,"Powiat lidzbarski",2012,143.8
"1071",2810000,"Powiat mrągowski",2012,70.9
"1072",2811000,"Powiat nidzicki",2012,1.7
"1073",2812000,"Powiat nowomiejski",2012,93.1
"1074",2813000,"Powiat olecki",2012,2.1
"1075",2814000,"Powiat olsztyński",2012,0.1
"1076",2815000,"Powiat ostródzki",2012,11.3
"1077",2816000,"Powiat piski",2012,0
"1078",2817000,"Powiat szczycieński",2012,1.2
"1079",2818000,"Powiat gołdapski",2012,0
"1080",2861000,"Powiat m.Elbląg",2012,13.3
"1081",2862000,"Powiat m.Olsztyn",2012,0
"1082",3001000,"Powiat chodzieski",2012,66.8
"1083",3002000,"Powiat czarnkowsko-trzcianecki",2012,88.7
"1084",3003000,"Powiat gnieźnieński",2012,40.5
"1085",3004000,"Powiat gostyński",2012,21.2
"1086",3005000,"Powiat grodziski",2012,97.4
"1087",3006000,"Powiat jarociński",2012,10.9
"1088",3007000,"Powiat kaliski",2012,12.9
"1089",3008000,"Powiat kępiński",2012,1.7
"1090",3009000,"Powiat kolski",2012,11.7
"1091",3010000,"Powiat koniński",2012,108.2
"1092",3011000,"Powiat kościański",2012,48.5
"1093",3012000,"Powiat krotoszyński",2012,6.4
"1094",3013000,"Powiat leszczyński",2012,136.5
"1095",3014000,"Powiat międzychodzki",2012,3.1
"1096",3015000,"Powiat nowotomyski",2012,14.3
"1097",3016000,"Powiat obornicki",2012,34.6
"1098",3017000,"Powiat ostrowski",2012,1.6
"1099",3018000,"Powiat ostrzeszowski",2012,3.9
"1100",3019000,"Powiat pilski",2012,33.2
"1101",3020000,"Powiat pleszewski",2012,18.6
"1102",3021000,"Powiat poznański",2012,15.9
"1103",3022000,"Powiat rawicki",2012,144.6
"1104",3023000,"Powiat słupecki",2012,113.5
"1105",3024000,"Powiat szamotulski",2012,18.3
"1106",3025000,"Powiat średzki",2012,97.6
