"","Kod","Nazwa","rok","URODZENIA_ZGONY_przyrost_naturalny_na_ludnosci"
"14403",3019000,"Powiat pilski",2006,2.03
"14404",3020000,"Powiat pleszewski",2006,1.21
"14405",3021000,"Powiat poznański",2006,3.76
"14406",3022000,"Powiat rawicki",2006,2.08
"14407",3023000,"Powiat słupecki",2006,1.27
"14408",3024000,"Powiat szamotulski",2006,1.57
"14409",3025000,"Powiat średzki",2006,2.27
"14410",3026000,"Powiat śremski",2006,2.98
"14411",3027000,"Powiat turecki",2006,0.2
"14412",3028000,"Powiat wągrowiecki",2006,3.41
"14413",3029000,"Powiat wolsztyński",2006,3.91
"14414",3030000,"Powiat wrzesiński",2006,3.09
"14415",3031000,"Powiat złotowski",2006,2.37
"14416",3061000,"Powiat m.Kalisz",2006,-0.65
"14417",3062000,"Powiat m.Konin",2006,1.95
"14418",3063000,"Powiat m.Leszno",2006,1.04
"14419",3064000,"Powiat m.Poznań",2006,0.04
"14420",3201000,"Powiat białogardzki",2006,0.47
"14421",3202000,"Powiat choszczeński",2006,1.49
"14422",3203000,"Powiat drawski",2006,0.49
"14423",3204000,"Powiat goleniowski",2006,1.58
"14424",3205000,"Powiat gryficki",2006,1.49
"14425",3206000,"Powiat gryfiński",2006,1.96
"14426",3207000,"Powiat kamieński",2006,0.25
"14427",3208000,"Powiat kołobrzeski",2006,1.36
"14428",3209000,"Powiat koszaliński",2006,1.76
"14429",3210000,"Powiat myśliborski",2006,0.34
"14430",3211000,"Powiat policki",2006,4.27
"14431",3212000,"Powiat pyrzycki",2006,1.63
"14432",3213000,"Powiat sławieński",2006,1.9
"14433",3214000,"Powiat stargardzki",2006,1.24
"14434",3215000,"Powiat szczecinecki",2006,0.35
"14435",3216000,"Powiat świdwiński",2006,0.56
"14436",3217000,"Powiat wałecki",2006,0.8
"14437",3218000,"Powiat łobeski",2006,0.87
"14438",3261000,"Powiat m.Koszalin",2006,0.01
"14439",3262000,"Powiat m.Szczecin",2006,-1.7
"14440",3263000,"Powiat m.Świnoujście",2006,-1.33
"14441",201000,"Powiat bolesławiecki",2007,0.87
"14442",202000,"Powiat dzierżoniowski",2007,-2.01
"14443",203000,"Powiat głogowski",2007,3.05
"14444",204000,"Powiat górowski",2007,1.03
"14445",205000,"Powiat jaworski",2007,-1.52
"14446",206000,"Powiat jeleniogórski",2007,-1.23
"14447",207000,"Powiat kamiennogórski",2007,-1.28
"14448",208000,"Powiat kłodzki",2007,-3.26
"14449",209000,"Powiat legnicki",2007,0.21
"14450",210000,"Powiat lubański",2007,-0.93
"14451",211000,"Powiat lubiński",2007,2.42
"14452",212000,"Powiat lwówecki",2007,-2.17
"14453",213000,"Powiat milicki",2007,2.55
"14454",214000,"Powiat oleśnicki",2007,1.16
"14455",215000,"Powiat oławski",2007,1.2
"14456",216000,"Powiat polkowicki",2007,3.76
"14457",217000,"Powiat strzeliński",2007,-1.74
"14458",218000,"Powiat średzki",2007,-1.03
"14459",219000,"Powiat świdnicki",2007,-1.61
"14460",220000,"Powiat trzebnicki",2007,1.25
"14461",221000,"Powiat wałbrzyski",2007,-4.07
"14462",222000,"Powiat wołowski",2007,-0.9
"14463",223000,"Powiat wrocławski",2007,1.09
"14464",224000,"Powiat ząbkowicki",2007,-2.05
"14465",225000,"Powiat zgorzelecki",2007,-0.87
"14466",226000,"Powiat złotoryjski",2007,0.65
"14467",261000,"Powiat m.Jelenia Góra",2007,-2.99
"14468",262000,"Powiat m.Legnica",2007,-0.22
"14469",264000,"Powiat m.Wrocław",2007,-1.34
"14470",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"14471",401000,"Powiat aleksandrowski",2007,-0.85
"14472",402000,"Powiat brodnicki",2007,2.83
"14473",403000,"Powiat bydgoski",2007,2.98
"14474",404000,"Powiat chełmiński",2007,0.81
"14475",405000,"Powiat golubsko-dobrzyński",2007,1.45
"14476",406000,"Powiat grudziądzki",2007,4.29
"14477",407000,"Powiat inowrocławski",2007,-0.46
"14478",408000,"Powiat lipnowski",2007,1.97
"14479",409000,"Powiat mogileński",2007,0.83
"14480",410000,"Powiat nakielski",2007,2.66
"14481",411000,"Powiat radziejowski",2007,-1.97
"14482",412000,"Powiat rypiński",2007,0.6
"14483",413000,"Powiat sępoleński",2007,3.4
"14484",414000,"Powiat świecki",2007,1.82
"14485",415000,"Powiat toruński",2007,3.1
"14486",416000,"Powiat tucholski",2007,3.13
"14487",417000,"Powiat wąbrzeski",2007,-0.06
"14488",418000,"Powiat włocławski",2007,-1.77
"14489",419000,"Powiat żniński",2007,1.81
"14490",461000,"Powiat m.Bydgoszcz",2007,-0.28
"14491",462000,"Powiat m.Grudziądz",2007,-0.53
"14492",463000,"Powiat m.Toruń",2007,0.48
"14493",464000,"Powiat m.Włocławek",2007,-1.48
"14494",601000,"Powiat bialski",2007,-1.58
"14495",602000,"Powiat biłgorajski",2007,-0.18
"14496",603000,"Powiat chełmski",2007,-3.04
"14497",604000,"Powiat hrubieszowski",2007,-2.58
"14498",605000,"Powiat janowski",2007,-1.53
"14499",606000,"Powiat krasnostawski",2007,-5.6
"14500",607000,"Powiat kraśnicki",2007,-1.93
"14501",608000,"Powiat lubartowski",2007,0.37
"14502",609000,"Powiat lubelski",2007,-0.37
"14503",610000,"Powiat łęczyński",2007,1.53
"14504",611000,"Powiat łukowski",2007,1.36
"14505",612000,"Powiat opolski",2007,-1.87
"14506",613000,"Powiat parczewski",2007,-2.17
"14507",614000,"Powiat puławski",2007,-0.64
"14508",615000,"Powiat radzyński",2007,-0.13
"14509",616000,"Powiat rycki",2007,-0.64
"14510",617000,"Powiat świdnicki",2007,-0.56
"14511",618000,"Powiat tomaszowski",2007,-1.57
"14512",619000,"Powiat włodawski",2007,-1.34
"14513",620000,"Powiat zamojski",2007,-3.08
"14514",661000,"Powiat m.Biała Podlaska",2007,2.54
"14515",662000,"Powiat m.Chełm",2007,0.72
"14516",663000,"Powiat m.Lublin",2007,0.34
"14517",664000,"Powiat m.Zamość",2007,1.84
"14518",801000,"Powiat gorzowski",2007,1.46
"14519",802000,"Powiat krośnieński",2007,1.25
"14520",803000,"Powiat międzyrzecki",2007,1.02
"14521",804000,"Powiat nowosolski",2007,2.07
"14522",805000,"Powiat słubicki",2007,2.32
"14523",806000,"Powiat strzelecko-drezdenecki",2007,1.96
"14524",807000,"Powiat sulęciński",2007,0.64
"14525",808000,"Powiat świebodziński",2007,1.36
"14526",809000,"Powiat zielonogórski",2007,2.39
"14527",810000,"Powiat żagański",2007,-0.34
"14528",811000,"Powiat żarski",2007,0.57
"14529",812000,"Powiat wschowski",2007,1.23
"14530",861000,"Powiat m.Gorzów Wielkopolski",2007,1.37
"14531",862000,"Powiat m.Zielona Góra",2007,1.45
"14532",1001000,"Powiat bełchatowski",2007,2.21
"14533",1002000,"Powiat kutnowski",2007,-4.93
"14534",1003000,"Powiat łaski",2007,-1.91
"14535",1004000,"Powiat łęczycki",2007,-4.34
"14536",1005000,"Powiat łowicki",2007,-2.65
"14537",1006000,"Powiat łódzki wschodni",2007,-2.66
"14538",1007000,"Powiat opoczyński",2007,0.25
"14539",1008000,"Powiat pabianicki",2007,-3.1
"14540",1009000,"Powiat pajęczański",2007,-2.04
"14541",1010000,"Powiat piotrkowski",2007,-1.6
"14542",1011000,"Powiat poddębicki",2007,-6.11
"14543",1012000,"Powiat radomszczański",2007,-2.77
"14544",1013000,"Powiat rawski",2007,-0.02
"14545",1014000,"Powiat sieradzki",2007,-0.93
"14546",1015000,"Powiat skierniewicki",2007,-1.05
"14547",1016000,"Powiat tomaszowski",2007,-1.5
"14548",1017000,"Powiat wieluński",2007,-1.12
"14549",1018000,"Powiat wieruszowski",2007,-1.41
"14550",1019000,"Powiat zduńskowolski",2007,-1.29
"14551",1020000,"Powiat zgierski",2007,-3.12
"14552",1021000,"Powiat brzeziński",2007,-3.22
"14553",1061000,"Powiat m.Łódź",2007,-6.45
"14554",1062000,"Powiat m.Piotrków Trybunalski",2007,0.15
"14555",1063000,"Powiat m.Skierniewice",2007,1.21
"14556",1201000,"Powiat bocheński",2007,3.24
"14557",1202000,"Powiat brzeski",2007,1.85
"14558",1203000,"Powiat chrzanowski",2007,-1.04
"14559",1204000,"Powiat dąbrowski",2007,0.31
"14560",1205000,"Powiat gorlicki",2007,3
"14561",1206000,"Powiat krakowski",2007,0.28
"14562",1207000,"Powiat limanowski",2007,5.57
"14563",1208000,"Powiat miechowski",2007,-3.1
"14564",1209000,"Powiat myślenicki",2007,4.04
"14565",1210000,"Powiat nowosądecki",2007,5.39
"14566",1211000,"Powiat nowotarski",2007,4.46
"14567",1212000,"Powiat olkuski",2007,-0.05
"14568",1213000,"Powiat oświęcimski",2007,1
"14569",1214000,"Powiat proszowicki",2007,-0.87
"14570",1215000,"Powiat suski",2007,2.14
"14571",1216000,"Powiat tarnowski",2007,1.92
"14572",1217000,"Powiat tatrzański",2007,-0.11
"14573",1218000,"Powiat wadowicki",2007,2.56
"14574",1219000,"Powiat wielicki",2007,2.06
"14575",1261000,"Powiat m.Kraków",2007,-0.56
"14576",1262000,"Powiat m.Nowy Sącz",2007,3.09
"14577",1263000,"Powiat m.Tarnów",2007,-1.31
"14578",1401000,"Powiat białobrzeski",2007,0.92
"14579",1402000,"Powiat ciechanowski",2007,-0.16
"14580",1403000,"Powiat garwoliński",2007,2.58
"14581",1404000,"Powiat gostyniński",2007,-0.62
"14582",1405000,"Powiat grodziski",2007,-0.61
"14583",1406000,"Powiat grójecki",2007,-1.36
"14584",1407000,"Powiat kozienicki",2007,0.71
"14585",1408000,"Powiat legionowski",2007,3.11
"14586",1409000,"Powiat lipski",2007,-5.59
"14587",1410000,"Powiat łosicki",2007,-2.96
"14588",1411000,"Powiat makowski",2007,-0.02
"14589",1412000,"Powiat miński",2007,1.53
"14590",1413000,"Powiat mławski",2007,-0.75
"14591",1414000,"Powiat nowodworski",2007,1.2
"14592",1415000,"Powiat ostrołęcki",2007,1.45
"14593",1416000,"Powiat ostrowski",2007,0.45
"14594",1417000,"Powiat otwocki",2007,1.09
"14595",1418000,"Powiat piaseczyński",2007,2.57
"14596",1419000,"Powiat płocki",2007,-0.8
"14597",1420000,"Powiat płoński",2007,-0.65
"14598",1421000,"Powiat pruszkowski",2007,1.31
"14599",1422000,"Powiat przasnyski",2007,0.88
"14600",1423000,"Powiat przysuski",2007,-2.76
"14601",1424000,"Powiat pułtuski",2007,0.8
"14602",1425000,"Powiat radomski",2007,1.99
"14603",1426000,"Powiat siedlecki",2007,-0.95
"14604",1427000,"Powiat sierpecki",2007,-0.42
"14605",1428000,"Powiat sochaczewski",2007,0.14
"14606",1429000,"Powiat sokołowski",2007,-2.55
"14607",1430000,"Powiat szydłowiecki",2007,-1.44
"14608",1432000,"Powiat warszawski zachodni",2007,0.84
"14609",1433000,"Powiat węgrowski",2007,-0.9
"14610",1434000,"Powiat wołomiński",2007,3.14
"14611",1435000,"Powiat wyszkowski",2007,2.58
"14612",1436000,"Powiat zwoleński",2007,-2.48
"14613",1437000,"Powiat żuromiński",2007,0
"14614",1438000,"Powiat żyrardowski",2007,-0.78
"14615",1461000,"Powiat m.Ostrołęka",2007,3.77
"14616",1462000,"Powiat m.Płock",2007,0.61
"14617",1463000,"Powiat m.Radom",2007,0.57
"14618",1464000,"Powiat m.Siedlce",2007,3.31
"14619",1465000,"Powiat m. st. Warszawa",2007,-0.07
"14620",1601000,"Powiat brzeski",2007,0.25
"14621",1602000,"Powiat głubczycki",2007,-2.68
"14622",1603000,"Powiat kędzierzyńsko-kozielski",2007,-1.42
"14623",1604000,"Powiat kluczborski",2007,-0.74
"14624",1605000,"Powiat krapkowicki",2007,-0.53
"14625",1606000,"Powiat namysłowski",2007,-1.18
"14626",1607000,"Powiat nyski",2007,-1.24
"14627",1608000,"Powiat oleski",2007,-1.49
"14628",1609000,"Powiat opolski",2007,-1.09
"14629",1610000,"Powiat prudnicki",2007,-2.74
"14630",1611000,"Powiat strzelecki",2007,-1.21
"14631",1661000,"Powiat m.Opole",2007,-0.34
"14632",1801000,"Powiat bieszczadzki",2007,1.42
"14633",1802000,"Powiat brzozowski",2007,1.49
"14634",1803000,"Powiat dębicki",2007,2.71
"14635",1804000,"Powiat jarosławski",2007,0.71
"14636",1805000,"Powiat jasielski",2007,0.71
"14637",1806000,"Powiat kolbuszowski",2007,1.47
"14638",1807000,"Powiat krośnieński",2007,2.16
"14639",1808000,"Powiat leżajski",2007,1.37
"14640",1809000,"Powiat lubaczowski",2007,0.55
"14641",1810000,"Powiat łańcucki",2007,1.41
"14642",1811000,"Powiat mielecki",2007,2.33
"14643",1812000,"Powiat niżański",2007,0.81
"14644",1813000,"Powiat przemyski",2007,1.6
"14645",1814000,"Powiat przeworski",2007,1.12
"14646",1815000,"Powiat ropczycko-sędziszowski",2007,2.98
"14647",1816000,"Powiat rzeszowski",2007,1.81
"14648",1817000,"Powiat sanocki",2007,1.38
"14649",1818000,"Powiat stalowowolski",2007,-0.31
"14650",1819000,"Powiat strzyżowski",2007,0.99
"14651",1820000,"Powiat tarnobrzeski",2007,1.31
"14652",1821000,"Powiat leski",2007,1.65
"14653",1861000,"Powiat m.Krosno",2007,0.9
"14654",1862000,"Powiat m.Przemyśl",2007,-0.89
"14655",1863000,"Powiat m.Rzeszów",2007,2.54
"14656",1864000,"Powiat m.Tarnobrzeg",2007,1.4
"14657",2001000,"Powiat augustowski",2007,-0.32
"14658",2002000,"Powiat białostocki",2007,-1.61
"14659",2003000,"Powiat bielski",2007,-4.05
"14660",2004000,"Powiat grajewski",2007,0.97
"14661",2005000,"Powiat hajnowski",2007,-8.39
"14662",2006000,"Powiat kolneński",2007,0.69
"14663",2007000,"Powiat łomżyński",2007,-0.68
"14664",2008000,"Powiat moniecki",2007,-2.29
"14665",2009000,"Powiat sejneński",2007,-1.97
"14666",2010000,"Powiat siemiatycki",2007,-5.86
"14667",2011000,"Powiat sokólski",2007,-3.48
"14668",2012000,"Powiat suwalski",2007,2.18
"14669",2013000,"Powiat wysokomazowiecki",2007,-0.88
"14670",2014000,"Powiat zambrowski",2007,1.31
"14671",2061000,"Powiat m.Białystok",2007,1.71
"14672",2062000,"Powiat m.Łomża",2007,2.63
"14673",2063000,"Powiat m.Suwałki",2007,3.29
"14674",2201000,"Powiat bytowski",2007,4.91
"14675",2202000,"Powiat chojnicki",2007,3.74
"14676",2203000,"Powiat człuchowski",2007,2.46
"14677",2204000,"Powiat gdański",2007,5.19
"14678",2205000,"Powiat kartuski",2007,8.47
"14679",2206000,"Powiat kościerski",2007,6.17
"14680",2207000,"Powiat kwidzyński",2007,3.73
"14681",2208000,"Powiat lęborski",2007,3.02
"14682",2209000,"Powiat malborski",2007,2.12
"14683",2210000,"Powiat nowodworski",2007,1.74
"14684",2211000,"Powiat pucki",2007,5.59
"14685",2212000,"Powiat słupski",2007,3.27
"14686",2213000,"Powiat starogardzki",2007,3.89
"14687",2214000,"Powiat tczewski",2007,4.44
"14688",2215000,"Powiat wejherowski",2007,6.06
"14689",2216000,"Powiat sztumski",2007,3.01
"14690",2261000,"Powiat m.Gdańsk",2007,-0.11
"14691",2262000,"Powiat m.Gdynia",2007,-0.18
"14692",2263000,"Powiat m.Słupsk",2007,-1.03
"14693",2264000,"Powiat m.Sopot",2007,-5.11
"14694",2401000,"Powiat będziński",2007,-4.02
"14695",2402000,"Powiat bielski",2007,1.76
"14696",2403000,"Powiat cieszyński",2007,1.09
"14697",2404000,"Powiat częstochowski",2007,-2.83
"14698",2405000,"Powiat gliwicki",2007,-0.14
"14699",2406000,"Powiat kłobucki",2007,-1.9
"14700",2407000,"Powiat lubliniecki",2007,0.05
"14701",2408000,"Powiat mikołowski",2007,1.85
"14702",2409000,"Powiat myszkowski",2007,-2.92
"14703",2410000,"Powiat pszczyński",2007,4.2
"14704",2411000,"Powiat raciborski",2007,-1.46
"14705",2412000,"Powiat rybnicki",2007,0.8
"14706",2413000,"Powiat tarnogórski",2007,-0.92
"14707",2414000,"Powiat bieruńsko-lędziński",2007,1.77
"14708",2415000,"Powiat wodzisławski",2007,0.96
"14709",2416000,"Powiat zawierciański",2007,-3.67
"14710",2417000,"Powiat żywiecki",2007,0.67
"14711",2461000,"Powiat m.Bielsko-Biała",2007,-0.03
"14712",2462000,"Powiat m.Bytom",2007,-2.2
"14713",2463000,"Powiat m.Chorzów",2007,-3.37
"14714",2464000,"Powiat m.Częstochowa",2007,-3.21
"14715",2465000,"Powiat m.Dąbrowa Górnicza",2007,-1.81
"14716",2466000,"Powiat m.Gliwice",2007,-1.1
"14717",2467000,"Powiat m.Jastrzębie-Zdrój",2007,3.29
"14718",2468000,"Powiat m.Jaworzno",2007,-0.54
"14719",2469000,"Powiat m.Katowice",2007,-2.8
"14720",2470000,"Powiat m.Mysłowice",2007,-0.32
"14721",2471000,"Powiat m.Piekary Śląskie",2007,-2.26
"14722",2472000,"Powiat m.Ruda Śląska",2007,-1.4
"14723",2473000,"Powiat m.Rybnik",2007,1.24
"14724",2474000,"Powiat m.Siemianowice Śląskie",2007,-2.68
"14725",2475000,"Powiat m.Sosnowiec",2007,-2.8
"14726",2476000,"Powiat m.Świętochłowice",2007,-1.68
"14727",2477000,"Powiat m.Tychy",2007,1.78
"14728",2478000,"Powiat m.Zabrze",2007,-0.2
"14729",2479000,"Powiat m.Żory",2007,4.89
"14730",2601000,"Powiat buski",2007,-3.6
"14731",2602000,"Powiat jędrzejowski",2007,-1.2
"14732",2603000,"Powiat kazimierski",2007,-5.55
"14733",2604000,"Powiat kielecki",2007,1.62
"14734",2605000,"Powiat konecki",2007,-2.12
"14735",2606000,"Powiat opatowski",2007,-4.43
"14736",2607000,"Powiat ostrowiecki",2007,-2.27
"14737",2608000,"Powiat pińczowski",2007,-3.57
"14738",2609000,"Powiat sandomierski",2007,-1.79
"14739",2610000,"Powiat skarżyski",2007,-3.49
"14740",2611000,"Powiat starachowicki",2007,-1.4
"14741",2612000,"Powiat staszowski",2007,-0.7
"14742",2613000,"Powiat włoszczowski",2007,-0.63
"14743",2661000,"Powiat m.Kielce",2007,0
"14744",2801000,"Powiat bartoszycki",2007,0.58
"14745",2802000,"Powiat braniewski",2007,0.93
"14746",2803000,"Powiat działdowski",2007,3.01
"14747",2804000,"Powiat elbląski",2007,1.93
"14748",2805000,"Powiat ełcki",2007,2.6
"14749",2806000,"Powiat giżycki",2007,1.42
"14750",2807000,"Powiat iławski",2007,4.2
"14751",2808000,"Powiat kętrzyński",2007,-0.5
"14752",2809000,"Powiat lidzbarski",2007,0.14
"14753",2810000,"Powiat mrągowski",2007,3.5
"14754",2811000,"Powiat nidzicki",2007,1.66
"14755",2812000,"Powiat nowomiejski",2007,2.9
"14756",2813000,"Powiat olecki",2007,1.19
"14757",2814000,"Powiat olsztyński",2007,2.4
"14758",2815000,"Powiat ostródzki",2007,2.24
"14759",2816000,"Powiat piski",2007,2.76
"14760",2817000,"Powiat szczycieński",2007,2.35
"14761",2818000,"Powiat gołdapski",2007,3.26
"14762",2819000,"Powiat węgorzewski",2007,-0.54
"14763",2861000,"Powiat m.Elbląg",2007,-0.46
"14764",2862000,"Powiat m.Olsztyn",2007,2.36
"14765",3001000,"Powiat chodzieski",2007,2.31
"14766",3002000,"Powiat czarnkowsko-trzcianecki",2007,3.77
"14767",3003000,"Powiat gnieźnieński",2007,3.02
"14768",3004000,"Powiat gostyński",2007,2.21
"14769",3005000,"Powiat grodziski",2007,3.4
"14770",3006000,"Powiat jarociński",2007,1.97
"14771",3007000,"Powiat kaliski",2007,-0.35
"14772",3008000,"Powiat kępiński",2007,2.12
"14773",3009000,"Powiat kolski",2007,0.22
"14774",3010000,"Powiat koniński",2007,2.78
"14775",3011000,"Powiat kościański",2007,2.14
"14776",3012000,"Powiat krotoszyński",2007,1.2
"14777",3013000,"Powiat leszczyński",2007,3.76
"14778",3014000,"Powiat międzychodzki",2007,3.42
"14779",3015000,"Powiat nowotomyski",2007,3.33
"14780",3016000,"Powiat obornicki",2007,4.08
"14781",3017000,"Powiat ostrowski",2007,1.54
"14782",3018000,"Powiat ostrzeszowski",2007,1.17
"14783",3019000,"Powiat pilski",2007,3.09
"14784",3020000,"Powiat pleszewski",2007,2.35
"14785",3021000,"Powiat poznański",2007,4.53
"14786",3022000,"Powiat rawicki",2007,3.96
"14787",3023000,"Powiat słupecki",2007,0.91
"14788",3024000,"Powiat szamotulski",2007,3.04
"14789",3025000,"Powiat średzki",2007,2.81
"14790",3026000,"Powiat śremski",2007,4.07
"14791",3027000,"Powiat turecki",2007,1.75
"14792",3028000,"Powiat wągrowiecki",2007,3.4
"14793",3029000,"Powiat wolsztyński",2007,3.48
"14794",3030000,"Powiat wrzesiński",2007,2.94
"14795",3031000,"Powiat złotowski",2007,3.28
"14796",3061000,"Powiat m.Kalisz",2007,-1.16
"14797",3062000,"Powiat m.Konin",2007,1.06
"14798",3063000,"Powiat m.Leszno",2007,1.49
"14799",3064000,"Powiat m.Poznań",2007,0.02
"14800",3201000,"Powiat białogardzki",2007,1.27
"14801",3202000,"Powiat choszczeński",2007,1.42
"14802",3203000,"Powiat drawski",2007,2.48
"14803",3204000,"Powiat goleniowski",2007,2.56
"14804",3205000,"Powiat gryficki",2007,0.89
"14805",3206000,"Powiat gryfiński",2007,2.37
"14806",3207000,"Powiat kamieński",2007,1.93
"14807",3208000,"Powiat kołobrzeski",2007,1.77
"14808",3209000,"Powiat koszaliński",2007,1.51
"14809",3210000,"Powiat myśliborski",2007,1.48
"14810",3211000,"Powiat policki",2007,4.27
"14811",3212000,"Powiat pyrzycki",2007,1.81
"14812",3213000,"Powiat sławieński",2007,1.12
"14813",3214000,"Powiat stargardzki",2007,0.89
"14814",3215000,"Powiat szczecinecki",2007,0.36
"14815",3216000,"Powiat świdwiński",2007,0.93
"14816",3217000,"Powiat wałecki",2007,1.51
"14817",3218000,"Powiat łobeski",2007,0.54
"14818",3261000,"Powiat m.Koszalin",2007,0.1
"14819",3262000,"Powiat m.Szczecin",2007,-1.4
"14820",3263000,"Powiat m.Świnoujście",2007,-0.54
"14821",201000,"Powiat bolesławiecki",2008,1.84
"14822",202000,"Powiat dzierżoniowski",2008,-2.78
"14823",203000,"Powiat głogowski",2008,4.48
"14824",204000,"Powiat górowski",2008,3.28
"14825",205000,"Powiat jaworski",2008,0.71
"14826",206000,"Powiat jeleniogórski",2008,-2.31
"14827",207000,"Powiat kamiennogórski",2008,-1.44
"14828",208000,"Powiat kłodzki",2008,-2.37
"14829",209000,"Powiat legnicki",2008,1.16
"14830",210000,"Powiat lubański",2008,-0.98
"14831",211000,"Powiat lubiński",2008,2.95
"14832",212000,"Powiat lwówecki",2008,-2.58
"14833",213000,"Powiat milicki",2008,2.9
"14834",214000,"Powiat oleśnicki",2008,2.52
"14835",215000,"Powiat oławski",2008,2.51
"14836",216000,"Powiat polkowicki",2008,3.72
"14837",217000,"Powiat strzeliński",2008,-0.95
"14838",218000,"Powiat średzki",2008,0.64
"14839",219000,"Powiat świdnicki",2008,-1.04
"14840",220000,"Powiat trzebnicki",2008,1.6
"14841",221000,"Powiat wałbrzyski",2008,-3.57
"14842",222000,"Powiat wołowski",2008,-1.79
"14843",223000,"Powiat wrocławski",2008,2.62
"14844",224000,"Powiat ząbkowicki",2008,-2.84
"14845",225000,"Powiat zgorzelecki",2008,-0.82
"14846",226000,"Powiat złotoryjski",2008,-0.09
"14847",261000,"Powiat m.Jelenia Góra",2008,-3.02
"14848",262000,"Powiat m.Legnica",2008,-0.93
"14849",264000,"Powiat m.Wrocław",2008,-0.43
"14850",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"14851",401000,"Powiat aleksandrowski",2008,-0.88
"14852",402000,"Powiat brodnicki",2008,2.81
"14853",403000,"Powiat bydgoski",2008,3.69
"14854",404000,"Powiat chełmiński",2008,3.33
"14855",405000,"Powiat golubsko-dobrzyński",2008,2.88
"14856",406000,"Powiat grudziądzki",2008,4.56
"14857",407000,"Powiat inowrocławski",2008,-0.14
"14858",408000,"Powiat lipnowski",2008,2.14
"14859",409000,"Powiat mogileński",2008,2
"14860",410000,"Powiat nakielski",2008,3.06
"14861",411000,"Powiat radziejowski",2008,0.5
"14862",412000,"Powiat rypiński",2008,3
"14863",413000,"Powiat sępoleński",2008,4.68
"14864",414000,"Powiat świecki",2008,3.47
"14865",415000,"Powiat toruński",2008,4.68
"14866",416000,"Powiat tucholski",2008,5.23
"14867",417000,"Powiat wąbrzeski",2008,2.7
"14868",418000,"Powiat włocławski",2008,-0.19
"14869",419000,"Powiat żniński",2008,3.01
"14870",461000,"Powiat m.Bydgoszcz",2008,-0.48
"14871",462000,"Powiat m.Grudziądz",2008,0
"14872",463000,"Powiat m.Toruń",2008,1.66
"14873",464000,"Powiat m.Włocławek",2008,-0.78
"14874",601000,"Powiat bialski",2008,-0.19
"14875",602000,"Powiat biłgorajski",2008,0.45
"14876",603000,"Powiat chełmski",2008,-2.21
"14877",604000,"Powiat hrubieszowski",2008,-2.28
"14878",605000,"Powiat janowski",2008,-1.2
"14879",606000,"Powiat krasnostawski",2008,-4.48
"14880",607000,"Powiat kraśnicki",2008,-0.65
"14881",608000,"Powiat lubartowski",2008,-1.16
"14882",609000,"Powiat lubelski",2008,0.22
"14883",610000,"Powiat łęczyński",2008,2.41
"14884",611000,"Powiat łukowski",2008,3.09
"14885",612000,"Powiat opolski",2008,-0.93
"14886",613000,"Powiat parczewski",2008,-2.4
"14887",614000,"Powiat puławski",2008,-1.27
"14888",615000,"Powiat radzyński",2008,-0.53
"14889",616000,"Powiat rycki",2008,-1.15
"14890",617000,"Powiat świdnicki",2008,0.14
"14891",618000,"Powiat tomaszowski",2008,-0.33
"14892",619000,"Powiat włodawski",2008,-0.75
"14893",620000,"Powiat zamojski",2008,-2.27
"14894",661000,"Powiat m.Biała Podlaska",2008,3.31
"14895",662000,"Powiat m.Chełm",2008,1.08
"14896",663000,"Powiat m.Lublin",2008,0.54
"14897",664000,"Powiat m.Zamość",2008,2.57
"14898",801000,"Powiat gorzowski",2008,3.43
"14899",802000,"Powiat krośnieński",2008,1.16
"14900",803000,"Powiat międzyrzecki",2008,1.19
"14901",804000,"Powiat nowosolski",2008,1.24
"14902",805000,"Powiat słubicki",2008,3.31
"14903",806000,"Powiat strzelecko-drezdenecki",2008,1.49
"14904",807000,"Powiat sulęciński",2008,2.83
"14905",808000,"Powiat świebodziński",2008,1.59
"14906",809000,"Powiat zielonogórski",2008,2.13
"14907",810000,"Powiat żagański",2008,1.59
"14908",811000,"Powiat żarski",2008,1.07
"14909",812000,"Powiat wschowski",2008,3.83
"14910",861000,"Powiat m.Gorzów Wielkopolski",2008,1.87
"14911",862000,"Powiat m.Zielona Góra",2008,0.64
"14912",1001000,"Powiat bełchatowski",2008,2.39
"14913",1002000,"Powiat kutnowski",2008,-3.8
"14914",1003000,"Powiat łaski",2008,-1.3
"14915",1004000,"Powiat łęczycki",2008,-3.3
"14916",1005000,"Powiat łowicki",2008,-2.01
"14917",1006000,"Powiat łódzki wschodni",2008,-0.83
"14918",1007000,"Powiat opoczyński",2008,1.82
"14919",1008000,"Powiat pabianicki",2008,-3.25
"14920",1009000,"Powiat pajęczański",2008,-1.19
"14921",1010000,"Powiat piotrkowski",2008,-1.26
"14922",1011000,"Powiat poddębicki",2008,-2.75
"14923",1012000,"Powiat radomszczański",2008,-1.51
"14924",1013000,"Powiat rawski",2008,0.28
"14925",1014000,"Powiat sieradzki",2008,-0.22
"14926",1015000,"Powiat skierniewicki",2008,-1.42
"14927",1016000,"Powiat tomaszowski",2008,-0.37
"14928",1017000,"Powiat wieluński",2008,-1.09
"14929",1018000,"Powiat wieruszowski",2008,-0.19
"14930",1019000,"Powiat zduńskowolski",2008,-0.44
