"","Kod","Nazwa","rok","URODZENIA_ZGONY_przyrost_naturalny_na_ludnosci"
"15841",2408000,"Powiat mikołowski",2010,2.58
"15842",2409000,"Powiat myszkowski",2010,-2.19
"15843",2410000,"Powiat pszczyński",2010,5.01
"15844",2411000,"Powiat raciborski",2010,-0.15
"15845",2412000,"Powiat rybnicki",2010,2.66
"15846",2413000,"Powiat tarnogórski",2010,1.06
"15847",2414000,"Powiat bieruńsko-lędziński",2010,3.51
"15848",2415000,"Powiat wodzisławski",2010,1.23
"15849",2416000,"Powiat zawierciański",2010,-3.33
"15850",2417000,"Powiat żywiecki",2010,1.2
"15851",2461000,"Powiat m.Bielsko-Biała",2010,0.32
"15852",2462000,"Powiat m.Bytom",2010,-1.48
"15853",2463000,"Powiat m.Chorzów",2010,-2.15
"15854",2464000,"Powiat m.Częstochowa",2010,-2.3
"15855",2465000,"Powiat m.Dąbrowa Górnicza",2010,-0.14
"15856",2466000,"Powiat m.Gliwice",2010,-0.48
"15857",2467000,"Powiat m.Jastrzębie-Zdrój",2010,2.97
"15858",2468000,"Powiat m.Jaworzno",2010,-0.59
"15859",2469000,"Powiat m.Katowice",2010,-2.06
"15860",2470000,"Powiat m.Mysłowice",2010,1.03
"15861",2471000,"Powiat m.Piekary Śląskie",2010,-0.65
"15862",2472000,"Powiat m.Ruda Śląska",2010,-0.27
"15863",2473000,"Powiat m.Rybnik",2010,3.06
"15864",2474000,"Powiat m.Siemianowice Śląskie",2010,-2.04
"15865",2475000,"Powiat m.Sosnowiec",2010,-3.15
"15866",2476000,"Powiat m.Świętochłowice",2010,-1.42
"15867",2477000,"Powiat m.Tychy",2010,2.85
"15868",2478000,"Powiat m.Zabrze",2010,0.75
"15869",2479000,"Powiat m.Żory",2010,5.14
"15870",2601000,"Powiat buski",2010,-3.24
"15871",2602000,"Powiat jędrzejowski",2010,-0.3
"15872",2603000,"Powiat kazimierski",2010,-5.59
"15873",2604000,"Powiat kielecki",2010,1.77
"15874",2605000,"Powiat konecki",2010,-1.44
"15875",2606000,"Powiat opatowski",2010,-4.02
"15876",2607000,"Powiat ostrowiecki",2010,-2.84
"15877",2608000,"Powiat pińczowski",2010,-5.22
"15878",2609000,"Powiat sandomierski",2010,-3.11
"15879",2610000,"Powiat skarżyski",2010,-2.08
"15880",2611000,"Powiat starachowicki",2010,-1.12
"15881",2612000,"Powiat staszowski",2010,0.09
"15882",2613000,"Powiat włoszczowski",2010,-2.77
"15883",2661000,"Powiat m.Kielce",2010,0.45
"15884",2801000,"Powiat bartoszycki",2010,1.36
"15885",2802000,"Powiat braniewski",2010,1.03
"15886",2803000,"Powiat działdowski",2010,2.78
"15887",2804000,"Powiat elbląski",2010,1.9
"15888",2805000,"Powiat ełcki",2010,3.54
"15889",2806000,"Powiat giżycki",2010,0.64
"15890",2807000,"Powiat iławski",2010,3.5
"15891",2808000,"Powiat kętrzyński",2010,0.16
"15892",2809000,"Powiat lidzbarski",2010,1.04
"15893",2810000,"Powiat mrągowski",2010,2.33
"15894",2811000,"Powiat nidzicki",2010,0.58
"15895",2812000,"Powiat nowomiejski",2010,4.72
"15896",2813000,"Powiat olecki",2010,2.14
"15897",2814000,"Powiat olsztyński",2010,2.78
"15898",2815000,"Powiat ostródzki",2010,1.97
"15899",2816000,"Powiat piski",2010,1.76
"15900",2817000,"Powiat szczycieński",2010,2.69
"15901",2818000,"Powiat gołdapski",2010,2.17
"15902",2819000,"Powiat węgorzewski",2010,-0.79
"15903",2861000,"Powiat m.Elbląg",2010,-0.35
"15904",2862000,"Powiat m.Olsztyn",2010,2.35
"15905",3001000,"Powiat chodzieski",2010,2.74
"15906",3002000,"Powiat czarnkowsko-trzcianecki",2010,2.95
"15907",3003000,"Powiat gnieźnieński",2010,3.68
"15908",3004000,"Powiat gostyński",2010,3.76
"15909",3005000,"Powiat grodziski",2010,4.82
"15910",3006000,"Powiat jarociński",2010,3.35
"15911",3007000,"Powiat kaliski",2010,0.96
"15912",3008000,"Powiat kępiński",2010,3.92
"15913",3009000,"Powiat kolski",2010,1.24
"15914",3010000,"Powiat koniński",2010,1.66
"15915",3011000,"Powiat kościański",2010,3.05
"15916",3012000,"Powiat krotoszyński",2010,2.82
"15917",3013000,"Powiat leszczyński",2010,5.22
"15918",3014000,"Powiat międzychodzki",2010,2.22
"15919",3015000,"Powiat nowotomyski",2010,4.13
"15920",3016000,"Powiat obornicki",2010,5.51
"15921",3017000,"Powiat ostrowski",2010,2.19
"15922",3018000,"Powiat ostrzeszowski",2010,1.32
"15923",3019000,"Powiat pilski",2010,3.19
"15924",3020000,"Powiat pleszewski",2010,3.24
"15925",3021000,"Powiat poznański",2010,6.32
"15926",3022000,"Powiat rawicki",2010,4.13
"15927",3023000,"Powiat słupecki",2010,2.5
"15928",3024000,"Powiat szamotulski",2010,4.11
"15929",3025000,"Powiat średzki",2010,4.66
"15930",3026000,"Powiat śremski",2010,3.36
"15931",3027000,"Powiat turecki",2010,1.89
"15932",3028000,"Powiat wągrowiecki",2010,3.3
"15933",3029000,"Powiat wolsztyński",2010,3.98
"15934",3030000,"Powiat wrzesiński",2010,3.7
"15935",3031000,"Powiat złotowski",2010,3.5
"15936",3061000,"Powiat m.Kalisz",2010,-1.04
"15937",3062000,"Powiat m.Konin",2010,2.17
"15938",3063000,"Powiat m.Leszno",2010,2.37
"15939",3064000,"Powiat m.Poznań",2010,0.74
"15940",3201000,"Powiat białogardzki",2010,1.76
"15941",3202000,"Powiat choszczeński",2010,0.43
"15942",3203000,"Powiat drawski",2010,0.73
"15943",3204000,"Powiat goleniowski",2010,2
"15944",3205000,"Powiat gryficki",2010,0.69
"15945",3206000,"Powiat gryfiński",2010,0.84
"15946",3207000,"Powiat kamieński",2010,-0.49
"15947",3208000,"Powiat kołobrzeski",2010,1.01
"15948",3209000,"Powiat koszaliński",2010,1.41
"15949",3210000,"Powiat myśliborski",2010,1.76
"15950",3211000,"Powiat policki",2010,4.9
"15951",3212000,"Powiat pyrzycki",2010,0.54
"15952",3213000,"Powiat sławieński",2010,1.01
"15953",3214000,"Powiat stargardzki",2010,1.08
"15954",3215000,"Powiat szczecinecki",2010,-0.08
"15955",3216000,"Powiat świdwiński",2010,-1.23
"15956",3217000,"Powiat wałecki",2010,0.83
"15957",3218000,"Powiat łobeski",2010,0.31
"15958",3261000,"Powiat m.Koszalin",2010,0.32
"15959",3262000,"Powiat m.Szczecin",2010,-1
"15960",3263000,"Powiat m.Świnoujście",2010,-1.4
"15961",201000,"Powiat bolesławiecki",2011,1.25
"15962",202000,"Powiat dzierżoniowski",2011,-2.76
"15963",203000,"Powiat głogowski",2011,2.88
"15964",204000,"Powiat górowski",2011,0.84
"15965",205000,"Powiat jaworski",2011,-1.1
"15966",206000,"Powiat jeleniogórski",2011,-3.27
"15967",207000,"Powiat kamiennogórski",2011,-2.18
"15968",208000,"Powiat kłodzki",2011,-3.14
"15969",209000,"Powiat legnicki",2011,-0.31
"15970",210000,"Powiat lubański",2011,-2.67
"15971",211000,"Powiat lubiński",2011,2.31
"15972",212000,"Powiat lwówecki",2011,-2.1
"15973",213000,"Powiat milicki",2011,1.23
"15974",214000,"Powiat oleśnicki",2011,1.45
"15975",215000,"Powiat oławski",2011,1.3
"15976",216000,"Powiat polkowicki",2011,2.87
"15977",217000,"Powiat strzeliński",2011,-1.66
"15978",218000,"Powiat średzki",2011,-0.06
"15979",219000,"Powiat świdnicki",2011,-0.79
"15980",220000,"Powiat trzebnicki",2011,1.48
"15981",221000,"Powiat wałbrzyski",2011,-4.49
"15982",222000,"Powiat wołowski",2011,-2.01
"15983",223000,"Powiat wrocławski",2011,3.58
"15984",224000,"Powiat ząbkowicki",2011,-2.12
"15985",225000,"Powiat zgorzelecki",2011,-1.1
"15986",226000,"Powiat złotoryjski",2011,-0.13
"15987",261000,"Powiat m.Jelenia Góra",2011,-4.54
"15988",262000,"Powiat m.Legnica",2011,-1.39
"15989",264000,"Powiat m.Wrocław",2011,-0.11
"15990",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"15991",401000,"Powiat aleksandrowski",2011,-2.03
"15992",402000,"Powiat brodnicki",2011,2.88
"15993",403000,"Powiat bydgoski",2011,3.08
"15994",404000,"Powiat chełmiński",2011,2.28
"15995",405000,"Powiat golubsko-dobrzyński",2011,1.34
"15996",406000,"Powiat grudziądzki",2011,2.51
"15997",407000,"Powiat inowrocławski",2011,-0.74
"15998",408000,"Powiat lipnowski",2011,0.74
"15999",409000,"Powiat mogileński",2011,-0.62
"16000",410000,"Powiat nakielski",2011,3.1
"16001",411000,"Powiat radziejowski",2011,-2.06
"16002",412000,"Powiat rypiński",2011,1.83
"16003",413000,"Powiat sępoleński",2011,1.73
"16004",414000,"Powiat świecki",2011,1.44
"16005",415000,"Powiat toruński",2011,3.62
"16006",416000,"Powiat tucholski",2011,2.49
"16007",417000,"Powiat wąbrzeski",2011,1.84
"16008",418000,"Powiat włocławski",2011,-0.36
"16009",419000,"Powiat żniński",2011,1.63
"16010",461000,"Powiat m.Bydgoszcz",2011,-0.85
"16011",462000,"Powiat m.Grudziądz",2011,-0.55
"16012",463000,"Powiat m.Toruń",2011,0.77
"16013",464000,"Powiat m.Włocławek",2011,-1.82
"16014",601000,"Powiat bialski",2011,-1.58
"16015",602000,"Powiat biłgorajski",2011,-1.22
"16016",603000,"Powiat chełmski",2011,-2.3
"16017",604000,"Powiat hrubieszowski",2011,-3.3
"16018",605000,"Powiat janowski",2011,-2.19
"16019",606000,"Powiat krasnostawski",2011,-5.03
"16020",607000,"Powiat kraśnicki",2011,-1.28
"16021",608000,"Powiat lubartowski",2011,-0.25
"16022",609000,"Powiat lubelski",2011,-0.17
"16023",610000,"Powiat łęczyński",2011,3.09
"16024",611000,"Powiat łukowski",2011,2.23
"16025",612000,"Powiat opolski",2011,-2.15
"16026",613000,"Powiat parczewski",2011,-0.8
"16027",614000,"Powiat puławski",2011,-1.35
"16028",615000,"Powiat radzyński",2011,-0.28
"16029",616000,"Powiat rycki",2011,-1.88
"16030",617000,"Powiat świdnicki",2011,-1.36
"16031",618000,"Powiat tomaszowski",2011,-1.93
"16032",619000,"Powiat włodawski",2011,-1.35
"16033",620000,"Powiat zamojski",2011,-2.84
"16034",661000,"Powiat m.Biała Podlaska",2011,2.89
"16035",662000,"Powiat m.Chełm",2011,-0.65
"16036",663000,"Powiat m.Lublin",2011,0.6
"16037",664000,"Powiat m.Zamość",2011,0.77
"16038",801000,"Powiat gorzowski",2011,1.67
"16039",802000,"Powiat krośnieński",2011,-0.18
"16040",803000,"Powiat międzyrzecki",2011,1.65
"16041",804000,"Powiat nowosolski",2011,0.67
"16042",805000,"Powiat słubicki",2011,0.99
"16043",806000,"Powiat strzelecko-drezdenecki",2011,1.68
"16044",807000,"Powiat sulęciński",2011,0.5
"16045",808000,"Powiat świebodziński",2011,1.5
"16046",809000,"Powiat zielonogórski",2011,1.45
"16047",810000,"Powiat żagański",2011,-1.09
"16048",811000,"Powiat żarski",2011,-0.41
"16049",812000,"Powiat wschowski",2011,0.74
"16050",861000,"Powiat m.Gorzów Wielkopolski",2011,1.09
"16051",862000,"Powiat m.Zielona Góra",2011,0.9
"16052",1001000,"Powiat bełchatowski",2011,2.42
"16053",1002000,"Powiat kutnowski",2011,-4.25
"16054",1003000,"Powiat łaski",2011,-2.97
"16055",1004000,"Powiat łęczycki",2011,-2.06
"16056",1005000,"Powiat łowicki",2011,-2.05
"16057",1006000,"Powiat łódzki wschodni",2011,-0.47
"16058",1007000,"Powiat opoczyński",2011,-1.13
"16059",1008000,"Powiat pabianicki",2011,-3.11
"16060",1009000,"Powiat pajęczański",2011,-1.34
"16061",1010000,"Powiat piotrkowski",2011,-0.68
"16062",1011000,"Powiat poddębicki",2011,-3.8
"16063",1012000,"Powiat radomszczański",2011,-3.02
"16064",1013000,"Powiat rawski",2011,0.82
"16065",1014000,"Powiat sieradzki",2011,-0.53
"16066",1015000,"Powiat skierniewicki",2011,-2.28
"16067",1016000,"Powiat tomaszowski",2011,-2.37
"16068",1017000,"Powiat wieluński",2011,-0.84
"16069",1018000,"Powiat wieruszowski",2011,-0.8
"16070",1019000,"Powiat zduńskowolski",2011,-0.65
"16071",1020000,"Powiat zgierski",2011,-2.61
"16072",1021000,"Powiat brzeziński",2011,-1
"16073",1061000,"Powiat m.Łódź",2011,-5.65
"16074",1062000,"Powiat m.Piotrków Trybunalski",2011,-1.53
"16075",1063000,"Powiat m.Skierniewice",2011,1.89
"16076",1201000,"Powiat bocheński",2011,3.67
"16077",1202000,"Powiat brzeski",2011,2.28
"16078",1203000,"Powiat chrzanowski",2011,-1.14
"16079",1204000,"Powiat dąbrowski",2011,0.03
"16080",1205000,"Powiat gorlicki",2011,2.43
"16081",1206000,"Powiat krakowski",2011,0.92
"16082",1207000,"Powiat limanowski",2011,5.34
"16083",1208000,"Powiat miechowski",2011,-4.28
"16084",1209000,"Powiat myślenicki",2011,4.72
"16085",1210000,"Powiat nowosądecki",2011,5.65
"16086",1211000,"Powiat nowotarski",2011,3.51
"16087",1212000,"Powiat olkuski",2011,-0.24
"16088",1213000,"Powiat oświęcimski",2011,0.32
"16089",1214000,"Powiat proszowicki",2011,-0.61
"16090",1215000,"Powiat suski",2011,1.59
"16091",1216000,"Powiat tarnowski",2011,1.72
"16092",1217000,"Powiat tatrzański",2011,2.61
"16093",1218000,"Powiat wadowicki",2011,2.11
"16094",1219000,"Powiat wielicki",2011,3.15
"16095",1261000,"Powiat m.Kraków",2011,0.56
"16096",1262000,"Powiat m.Nowy Sącz",2011,2.88
"16097",1263000,"Powiat m.Tarnów",2011,-0.26
"16098",1401000,"Powiat białobrzeski",2011,1.03
"16099",1402000,"Powiat ciechanowski",2011,-0.24
"16100",1403000,"Powiat garwoliński",2011,2.4
"16101",1404000,"Powiat gostyniński",2011,-1.98
"16102",1405000,"Powiat grodziski",2011,0.59
"16103",1406000,"Powiat grójecki",2011,-1.02
"16104",1407000,"Powiat kozienicki",2011,-0.26
"16105",1408000,"Powiat legionowski",2011,3.41
"16106",1409000,"Powiat lipski",2011,-4.05
"16107",1410000,"Powiat łosicki",2011,-2.18
"16108",1411000,"Powiat makowski",2011,-0.89
"16109",1412000,"Powiat miński",2011,1.44
"16110",1413000,"Powiat mławski",2011,-0.59
"16111",1414000,"Powiat nowodworski",2011,1.81
"16112",1415000,"Powiat ostrołęcki",2011,1.23
"16113",1416000,"Powiat ostrowski",2011,-0.73
"16114",1417000,"Powiat otwocki",2011,1.03
"16115",1418000,"Powiat piaseczyński",2011,3.73
"16116",1419000,"Powiat płocki",2011,-0.37
"16117",1420000,"Powiat płoński",2011,-1.58
"16118",1421000,"Powiat pruszkowski",2011,2.83
"16119",1422000,"Powiat przasnyski",2011,0.54
"16120",1423000,"Powiat przysuski",2011,-3.42
"16121",1424000,"Powiat pułtuski",2011,0.7
"16122",1425000,"Powiat radomski",2011,1.58
"16123",1426000,"Powiat siedlecki",2011,0.38
"16124",1427000,"Powiat sierpecki",2011,-0.37
"16125",1428000,"Powiat sochaczewski",2011,-0.95
"16126",1429000,"Powiat sokołowski",2011,-2.82
"16127",1430000,"Powiat szydłowiecki",2011,0.2
"16128",1432000,"Powiat warszawski zachodni",2011,0.84
"16129",1433000,"Powiat węgrowski",2011,-1.06
"16130",1434000,"Powiat wołomiński",2011,4.09
"16131",1435000,"Powiat wyszkowski",2011,1.38
"16132",1436000,"Powiat zwoleński",2011,-2.09
"16133",1437000,"Powiat żuromiński",2011,0.02
"16134",1438000,"Powiat żyrardowski",2011,-0.92
"16135",1461000,"Powiat m.Ostrołęka",2011,3.32
"16136",1462000,"Powiat m.Płock",2011,0.92
"16137",1463000,"Powiat m.Radom",2011,-0.41
"16138",1464000,"Powiat m.Siedlce",2011,4.15
"16139",1465000,"Powiat m. st. Warszawa",2011,0.75
"16140",1601000,"Powiat brzeski",2011,-0.1
"16141",1602000,"Powiat głubczycki",2011,-2.96
"16142",1603000,"Powiat kędzierzyńsko-kozielski",2011,-1.91
"16143",1604000,"Powiat kluczborski",2011,-1.59
"16144",1605000,"Powiat krapkowicki",2011,-0.21
"16145",1606000,"Powiat namysłowski",2011,-0.72
"16146",1607000,"Powiat nyski",2011,-1.83
"16147",1608000,"Powiat oleski",2011,-0.95
"16148",1609000,"Powiat opolski",2011,-0.13
"16149",1610000,"Powiat prudnicki",2011,-1.7
"16150",1611000,"Powiat strzelecki",2011,-0.69
"16151",1661000,"Powiat m.Opole",2011,-0.39
"16152",1801000,"Powiat bieszczadzki",2011,1.69
"16153",1802000,"Powiat brzozowski",2011,0.98
"16154",1803000,"Powiat dębicki",2011,3.1
"16155",1804000,"Powiat jarosławski",2011,0.72
"16156",1805000,"Powiat jasielski",2011,1.25
"16157",1806000,"Powiat kolbuszowski",2011,0.38
"16158",1807000,"Powiat krośnieński",2011,0.9
"16159",1808000,"Powiat leżajski",2011,1.7
"16160",1809000,"Powiat lubaczowski",2011,-0.54
"16161",1810000,"Powiat łańcucki",2011,2.47
"16162",1811000,"Powiat mielecki",2011,2.19
"16163",1812000,"Powiat niżański",2011,-0.38
"16164",1813000,"Powiat przemyski",2011,1.03
"16165",1814000,"Powiat przeworski",2011,0.4
"16166",1815000,"Powiat ropczycko-sędziszowski",2011,3.08
"16167",1816000,"Powiat rzeszowski",2011,2.21
"16168",1817000,"Powiat sanocki",2011,1.24
"16169",1818000,"Powiat stalowowolski",2011,0.38
"16170",1819000,"Powiat strzyżowski",2011,0.8
"16171",1820000,"Powiat tarnobrzeski",2011,0.09
"16172",1821000,"Powiat leski",2011,2.04
"16173",1861000,"Powiat m.Krosno",2011,0.95
"16174",1862000,"Powiat m.Przemyśl",2011,-1.73
"16175",1863000,"Powiat m.Rzeszów",2011,3.1
"16176",1864000,"Powiat m.Tarnobrzeg",2011,0.49
"16177",2001000,"Powiat augustowski",2011,-0.85
"16178",2002000,"Powiat białostocki",2011,-0.34
"16179",2003000,"Powiat bielski",2011,-4.31
"16180",2004000,"Powiat grajewski",2011,-0.28
"16181",2005000,"Powiat hajnowski",2011,-7.78
"16182",2006000,"Powiat kolneński",2011,1.12
"16183",2007000,"Powiat łomżyński",2011,-1.42
"16184",2008000,"Powiat moniecki",2011,-3.01
"16185",2009000,"Powiat sejneński",2011,-0.8
"16186",2010000,"Powiat siemiatycki",2011,-4.98
"16187",2011000,"Powiat sokólski",2011,-3.47
"16188",2012000,"Powiat suwalski",2011,1.68
"16189",2013000,"Powiat wysokomazowiecki",2011,-1.07
"16190",2014000,"Powiat zambrowski",2011,1.51
"16191",2061000,"Powiat m.Białystok",2011,1.89
"16192",2062000,"Powiat m.Łomża",2011,2.69
"16193",2063000,"Powiat m.Suwałki",2011,1.59
"16194",2201000,"Powiat bytowski",2011,3.95
"16195",2202000,"Powiat chojnicki",2011,4.87
"16196",2203000,"Powiat człuchowski",2011,1.23
"16197",2204000,"Powiat gdański",2011,6.34
"16198",2205000,"Powiat kartuski",2011,8.28
"16199",2206000,"Powiat kościerski",2011,5.26
"16200",2207000,"Powiat kwidzyński",2011,2.9
"16201",2208000,"Powiat lęborski",2011,2.43
"16202",2209000,"Powiat malborski",2011,0.85
"16203",2210000,"Powiat nowodworski",2011,1.01
"16204",2211000,"Powiat pucki",2011,6.02
"16205",2212000,"Powiat słupski",2011,2.13
"16206",2213000,"Powiat starogardzki",2011,2.97
"16207",2214000,"Powiat tczewski",2011,1.82
"16208",2215000,"Powiat wejherowski",2011,6.84
"16209",2216000,"Powiat sztumski",2011,2.39
"16210",2261000,"Powiat m.Gdańsk",2011,0.2
"16211",2262000,"Powiat m.Gdynia",2011,-0.71
"16212",2263000,"Powiat m.Słupsk",2011,-0.67
"16213",2264000,"Powiat m.Sopot",2011,-5.43
"16214",2401000,"Powiat będziński",2011,-2.83
"16215",2402000,"Powiat bielski",2011,1.73
"16216",2403000,"Powiat cieszyński",2011,1.32
"16217",2404000,"Powiat częstochowski",2011,-2.34
"16218",2405000,"Powiat gliwicki",2011,0.76
"16219",2406000,"Powiat kłobucki",2011,-0.62
"16220",2407000,"Powiat lubliniecki",2011,0.41
"16221",2408000,"Powiat mikołowski",2011,1.8
"16222",2409000,"Powiat myszkowski",2011,-1.29
"16223",2410000,"Powiat pszczyński",2011,4.82
"16224",2411000,"Powiat raciborski",2011,-0.42
"16225",2412000,"Powiat rybnicki",2011,2.77
"16226",2413000,"Powiat tarnogórski",2011,-0.26
"16227",2414000,"Powiat bieruńsko-lędziński",2011,4.33
"16228",2415000,"Powiat wodzisławski",2011,0.78
"16229",2416000,"Powiat zawierciański",2011,-3.48
"16230",2417000,"Powiat żywiecki",2011,0.16
"16231",2461000,"Powiat m.Bielsko-Biała",2011,0.46
"16232",2462000,"Powiat m.Bytom",2011,-2.36
"16233",2463000,"Powiat m.Chorzów",2011,-3.87
"16234",2464000,"Powiat m.Częstochowa",2011,-2.62
"16235",2465000,"Powiat m.Dąbrowa Górnicza",2011,-2.89
"16236",2466000,"Powiat m.Gliwice",2011,-1.2
"16237",2467000,"Powiat m.Jastrzębie-Zdrój",2011,1.98
"16238",2468000,"Powiat m.Jaworzno",2011,-1.31
"16239",2469000,"Powiat m.Katowice",2011,-3.08
"16240",2470000,"Powiat m.Mysłowice",2011,0.76
"16241",2471000,"Powiat m.Piekary Śląskie",2011,-2.04
"16242",2472000,"Powiat m.Ruda Śląska",2011,-0.82
"16243",2473000,"Powiat m.Rybnik",2011,1.81
"16244",2474000,"Powiat m.Siemianowice Śląskie",2011,-1.23
"16245",2475000,"Powiat m.Sosnowiec",2011,-3.45
"16246",2476000,"Powiat m.Świętochłowice",2011,-2
"16247",2477000,"Powiat m.Tychy",2011,1.38
"16248",2478000,"Powiat m.Zabrze",2011,-0.91
"16249",2479000,"Powiat m.Żory",2011,4.72
"16250",2601000,"Powiat buski",2011,-3.92
"16251",2602000,"Powiat jędrzejowski",2011,-1.54
"16252",2603000,"Powiat kazimierski",2011,-5.16
"16253",2604000,"Powiat kielecki",2011,1.23
"16254",2605000,"Powiat konecki",2011,-2.75
"16255",2606000,"Powiat opatowski",2011,-4.08
"16256",2607000,"Powiat ostrowiecki",2011,-3.58
"16257",2608000,"Powiat pińczowski",2011,-4.56
"16258",2609000,"Powiat sandomierski",2011,-2.74
"16259",2610000,"Powiat skarżyski",2011,-2.87
"16260",2611000,"Powiat starachowicki",2011,-1.78
"16261",2612000,"Powiat staszowski",2011,-0.74
"16262",2613000,"Powiat włoszczowski",2011,-1.99
"16263",2661000,"Powiat m.Kielce",2011,0.32
"16264",2801000,"Powiat bartoszycki",2011,-0.46
"16265",2802000,"Powiat braniewski",2011,0.51
"16266",2803000,"Powiat działdowski",2011,1.53
"16267",2804000,"Powiat elbląski",2011,1.63
"16268",2805000,"Powiat ełcki",2011,2.02
"16269",2806000,"Powiat giżycki",2011,-0.54
"16270",2807000,"Powiat iławski",2011,3.25
"16271",2808000,"Powiat kętrzyński",2011,0.03
"16272",2809000,"Powiat lidzbarski",2011,-0.53
"16273",2810000,"Powiat mrągowski",2011,0.7
"16274",2811000,"Powiat nidzicki",2011,1.57
"16275",2812000,"Powiat nowomiejski",2011,4.09
"16276",2813000,"Powiat olecki",2011,1.51
"16277",2814000,"Powiat olsztyński",2011,1.82
"16278",2815000,"Powiat ostródzki",2011,1.43
"16279",2816000,"Powiat piski",2011,0.74
"16280",2817000,"Powiat szczycieński",2011,2.49
"16281",2818000,"Powiat gołdapski",2011,3.81
"16282",2819000,"Powiat węgorzewski",2011,0
"16283",2861000,"Powiat m.Elbląg",2011,-1.14
"16284",2862000,"Powiat m.Olsztyn",2011,1.76
"16285",3001000,"Powiat chodzieski",2011,1.55
"16286",3002000,"Powiat czarnkowsko-trzcianecki",2011,1.68
"16287",3003000,"Powiat gnieźnieński",2011,3.02
"16288",3004000,"Powiat gostyński",2011,2.18
"16289",3005000,"Powiat grodziski",2011,3.96
"16290",3006000,"Powiat jarociński",2011,1.73
"16291",3007000,"Powiat kaliski",2011,1.06
"16292",3008000,"Powiat kępiński",2011,1.91
"16293",3009000,"Powiat kolski",2011,-0.26
"16294",3010000,"Powiat koniński",2011,1.63
"16295",3011000,"Powiat kościański",2011,2.99
"16296",3012000,"Powiat krotoszyński",2011,2.4
"16297",3013000,"Powiat leszczyński",2011,3.81
"16298",3014000,"Powiat międzychodzki",2011,1.67
"16299",3015000,"Powiat nowotomyski",2011,2.95
"16300",3016000,"Powiat obornicki",2011,4.75
"16301",3017000,"Powiat ostrowski",2011,0.91
"16302",3018000,"Powiat ostrzeszowski",2011,1.15
"16303",3019000,"Powiat pilski",2011,1.66
"16304",3020000,"Powiat pleszewski",2011,1.38
"16305",3021000,"Powiat poznański",2011,5.77
"16306",3022000,"Powiat rawicki",2011,2.04
"16307",3023000,"Powiat słupecki",2011,1.3
"16308",3024000,"Powiat szamotulski",2011,2.09
"16309",3025000,"Powiat średzki",2011,2.13
"16310",3026000,"Powiat śremski",2011,3.72
"16311",3027000,"Powiat turecki",2011,1.35
"16312",3028000,"Powiat wągrowiecki",2011,2.66
"16313",3029000,"Powiat wolsztyński",2011,3.43
"16314",3030000,"Powiat wrzesiński",2011,3.37
"16315",3031000,"Powiat złotowski",2011,1.99
"16316",3061000,"Powiat m.Kalisz",2011,-1.21
"16317",3062000,"Powiat m.Konin",2011,0.54
"16318",3063000,"Powiat m.Leszno",2011,2.86
"16319",3064000,"Powiat m.Poznań",2011,0.8
"16320",3201000,"Powiat białogardzki",2011,0.12
"16321",3202000,"Powiat choszczeński",2011,-0.63
"16322",3203000,"Powiat drawski",2011,0.61
"16323",3204000,"Powiat goleniowski",2011,0.95
"16324",3205000,"Powiat gryficki",2011,-0.47
"16325",3206000,"Powiat gryfiński",2011,0.75
"16326",3207000,"Powiat kamieński",2011,-1.32
"16327",3208000,"Powiat kołobrzeski",2011,0.24
"16328",3209000,"Powiat koszaliński",2011,1.1
"16329",3210000,"Powiat myśliborski",2011,0.7
"16330",3211000,"Powiat policki",2011,3.57
"16331",3212000,"Powiat pyrzycki",2011,-0.05
"16332",3213000,"Powiat sławieński",2011,0.48
"16333",3214000,"Powiat stargardzki",2011,0.59
"16334",3215000,"Powiat szczecinecki",2011,-0.2
"16335",3216000,"Powiat świdwiński",2011,-0.69
"16336",3217000,"Powiat wałecki",2011,1.33
"16337",3218000,"Powiat łobeski",2011,-0.75
"16338",3261000,"Powiat m.Koszalin",2011,0.55
"16339",3262000,"Powiat m.Szczecin",2011,-1.66
"16340",3263000,"Powiat m.Świnoujście",2011,-1.69
"16341",201000,"Powiat bolesławiecki",2012,-0.45
"16342",202000,"Powiat dzierżoniowski",2012,-3.23
"16343",203000,"Powiat głogowski",2012,2.45
"16344",204000,"Powiat górowski",2012,0.65
"16345",205000,"Powiat jaworski",2012,-1.73
"16346",206000,"Powiat jeleniogórski",2012,-2.63
"16347",207000,"Powiat kamiennogórski",2012,-3.35
"16348",208000,"Powiat kłodzki",2012,-3.62
"16349",209000,"Powiat legnicki",2012,-2.06
"16350",210000,"Powiat lubański",2012,-2.33
"16351",211000,"Powiat lubiński",2012,0.72
"16352",212000,"Powiat lwówecki",2012,-2.2
"16353",213000,"Powiat milicki",2012,1.92
"16354",214000,"Powiat oleśnicki",2012,0.68
"16355",215000,"Powiat oławski",2012,2.13
"16356",216000,"Powiat polkowicki",2012,1.73
"16357",217000,"Powiat strzeliński",2012,-1.1
"16358",218000,"Powiat średzki",2012,0.77
"16359",219000,"Powiat świdnicki",2012,-1.9
"16360",220000,"Powiat trzebnicki",2012,1.14
"16361",221000,"Powiat wałbrzyski",2012,-5.12
"16362",222000,"Powiat wołowski",2012,-1.07
"16363",223000,"Powiat wrocławski",2012,3
"16364",224000,"Powiat ząbkowicki",2012,-3.92
