"","Kod","Nazwa","rok","BEZROBOCIE_ogolem_w_proc_bezrobotnych_ogolem_proc"
"9509",209000,"Powiat legnicki",2011,34.1
"9510",210000,"Powiat lubański",2011,38.7
"9511",211000,"Powiat lubiński",2011,25.6
"9512",212000,"Powiat lwówecki",2011,32.4
"9513",213000,"Powiat milicki",2011,36.4
"9514",214000,"Powiat oleśnicki",2011,33.1
"9515",215000,"Powiat oławski",2011,35.6
"9516",216000,"Powiat polkowicki",2011,32.9
"9517",217000,"Powiat strzeliński",2011,28.7
"9518",218000,"Powiat średzki",2011,30.3
"9519",219000,"Powiat świdnicki",2011,18.3
"9520",220000,"Powiat trzebnicki",2011,25.6
"9521",221000,"Powiat wałbrzyski",2011,30.2
"9522",222000,"Powiat wołowski",2011,43.1
"9523",223000,"Powiat wrocławski",2011,32.9
"9524",224000,"Powiat ząbkowicki",2011,34.9
"9525",225000,"Powiat zgorzelecki",2011,33.9
"9526",226000,"Powiat złotoryjski",2011,38.8
"9527",261000,"Powiat m.Jelenia Góra",2011,29.5
"9528",262000,"Powiat m.Legnica",2011,28.6
"9529",264000,"Powiat m.Wrocław",2011,33.4
"9530",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"9531",401000,"Powiat aleksandrowski",2011,34.1
"9532",402000,"Powiat brodnicki",2011,26.5
"9533",403000,"Powiat bydgoski",2011,31
"9534",404000,"Powiat chełmiński",2011,36.4
"9535",405000,"Powiat golubsko-dobrzyński",2011,40.7
"9536",406000,"Powiat grudziądzki",2011,37.3
"9537",407000,"Powiat inowrocławski",2011,41.3
"9538",408000,"Powiat lipnowski",2011,44.9
"9539",409000,"Powiat mogileński",2011,39.6
"9540",410000,"Powiat nakielski",2011,30.8
"9541",411000,"Powiat radziejowski",2011,46
"9542",412000,"Powiat rypiński",2011,35.5
"9543",413000,"Powiat sępoleński",2011,31.6
"9544",414000,"Powiat świecki",2011,42.7
"9545",415000,"Powiat toruński",2011,29.9
"9546",416000,"Powiat tucholski",2011,33.6
"9547",417000,"Powiat wąbrzeski",2011,41.3
"9548",418000,"Powiat włocławski",2011,48.4
"9549",419000,"Powiat żniński",2011,34.7
"9550",461000,"Powiat m.Bydgoszcz",2011,26.6
"9551",462000,"Powiat m.Grudziądz",2011,38.7
"9552",463000,"Powiat m.Toruń",2011,24.2
"9553",464000,"Powiat m.Włocławek",2011,45.9
"9554",601000,"Powiat bialski",2011,43.1
"9555",602000,"Powiat biłgorajski",2011,11.9
"9556",603000,"Powiat chełmski",2011,36
"9557",604000,"Powiat hrubieszowski",2011,46.7
"9558",605000,"Powiat janowski",2011,49.7
"9559",606000,"Powiat krasnostawski",2011,45
"9560",607000,"Powiat kraśnicki",2011,50.7
"9561",608000,"Powiat lubartowski",2011,46.3
"9562",609000,"Powiat lubelski",2011,37.3
"9563",610000,"Powiat łęczyński",2011,23.4
"9564",611000,"Powiat łukowski",2011,27.7
"9565",612000,"Powiat opolski",2011,47.1
"9566",613000,"Powiat parczewski",2011,41.6
"9567",614000,"Powiat puławski",2011,32.2
"9568",615000,"Powiat radzyński",2011,49.5
"9569",616000,"Powiat rycki",2011,37.5
"9570",617000,"Powiat świdnicki",2011,39.5
"9571",618000,"Powiat tomaszowski",2011,32
"9572",619000,"Powiat włodawski",2011,44.7
"9573",620000,"Powiat zamojski",2011,36.1
"9574",661000,"Powiat m.Biała Podlaska",2011,41.7
"9575",662000,"Powiat m.Chełm",2011,34.2
"9576",663000,"Powiat m.Lublin",2011,42.9
"9577",664000,"Powiat m.Zamość",2011,40.8
"9578",801000,"Powiat gorzowski",2011,22.6
"9579",802000,"Powiat krośnieński",2011,35.5
"9580",803000,"Powiat międzyrzecki",2011,40.6
"9581",804000,"Powiat nowosolski",2011,37.1
"9582",805000,"Powiat słubicki",2011,24.9
"9583",806000,"Powiat strzelecko-drezdenecki",2011,28.9
"9584",807000,"Powiat sulęciński",2011,18.6
"9585",808000,"Powiat świebodziński",2011,6.5
"9586",809000,"Powiat zielonogórski",2011,24.6
"9587",810000,"Powiat żagański",2011,26.6
"9588",811000,"Powiat żarski",2011,24.9
"9589",812000,"Powiat wschowski",2011,27.1
"9590",861000,"Powiat m.Gorzów Wielkopolski",2011,18.8
"9591",862000,"Powiat m.Zielona Góra",2011,22.3
"9592",1001000,"Powiat bełchatowski",2011,36.4
"9593",1002000,"Powiat kutnowski",2011,39
"9594",1003000,"Powiat łaski",2011,44.5
"9595",1004000,"Powiat łęczycki",2011,37.8
"9596",1005000,"Powiat łowicki",2011,32.7
"9597",1006000,"Powiat łódzki wschodni",2011,28.6
"9598",1007000,"Powiat opoczyński",2011,30.5
"9599",1008000,"Powiat pabianicki",2011,35.1
"9600",1009000,"Powiat pajęczański",2011,33.9
"9601",1010000,"Powiat piotrkowski",2011,33.2
"9602",1011000,"Powiat poddębicki",2011,39.2
"9603",1012000,"Powiat radomszczański",2011,40.3
"9604",1013000,"Powiat rawski",2011,24.9
"9605",1014000,"Powiat sieradzki",2011,33.2
"9606",1015000,"Powiat skierniewicki",2011,29.1
"9607",1016000,"Powiat tomaszowski",2011,29.4
"9608",1017000,"Powiat wieluński",2011,37.7
"9609",1018000,"Powiat wieruszowski",2011,33.1
"9610",1019000,"Powiat zduńskowolski",2011,32.7
"9611",1020000,"Powiat zgierski",2011,35.8
"9612",1021000,"Powiat brzeziński",2011,37.3
"9613",1061000,"Powiat m.Łódź",2011,35.8
"9614",1062000,"Powiat m.Piotrków Trybunalski",2011,33.8
"9615",1063000,"Powiat m.Skierniewice",2011,30.5
"9616",1201000,"Powiat bocheński",2011,30.8
"9617",1202000,"Powiat brzeski",2011,33.8
"9618",1203000,"Powiat chrzanowski",2011,28.4
"9619",1204000,"Powiat dąbrowski",2011,41.9
"9620",1205000,"Powiat gorlicki",2011,35.6
"9621",1206000,"Powiat krakowski",2011,36.7
"9622",1207000,"Powiat limanowski",2011,44.4
"9623",1208000,"Powiat miechowski",2011,34.2
"9624",1209000,"Powiat myślenicki",2011,35.6
"9625",1210000,"Powiat nowosądecki",2011,36.7
"9626",1211000,"Powiat nowotarski",2011,36
"9627",1212000,"Powiat olkuski",2011,40
"9628",1213000,"Powiat oświęcimski",2011,30
"9629",1214000,"Powiat proszowicki",2011,43.2
"9630",1215000,"Powiat suski",2011,26.9
"9631",1216000,"Powiat tarnowski",2011,32.2
"9632",1217000,"Powiat tatrzański",2011,41.3
"9633",1218000,"Powiat wadowicki",2011,32
"9634",1219000,"Powiat wielicki",2011,31
"9635",1261000,"Powiat m.Kraków",2011,28.1
"9636",1262000,"Powiat m.Nowy Sącz",2011,28.7
"9637",1263000,"Powiat m.Tarnów",2011,34
"9638",1401000,"Powiat białobrzeski",2011,42.3
"9639",1402000,"Powiat ciechanowski",2011,36.4
"9640",1403000,"Powiat garwoliński",2011,39.2
"9641",1404000,"Powiat gostyniński",2011,38.5
"9642",1405000,"Powiat grodziski",2011,17.5
"9643",1406000,"Powiat grójecki",2011,35.2
"9644",1407000,"Powiat kozienicki",2011,45.2
"9645",1408000,"Powiat legionowski",2011,27.5
"9646",1409000,"Powiat lipski",2011,40
"9647",1410000,"Powiat łosicki",2011,39.3
"9648",1411000,"Powiat makowski",2011,48.1
"9649",1412000,"Powiat miński",2011,24.4
"9650",1413000,"Powiat mławski",2011,33.8
"9651",1414000,"Powiat nowodworski",2011,36.6
"9652",1415000,"Powiat ostrołęcki",2011,45.1
"9653",1416000,"Powiat ostrowski",2011,47.3
"9654",1417000,"Powiat otwocki",2011,22.7
"9655",1418000,"Powiat piaseczyński",2011,34.3
"9656",1419000,"Powiat płocki",2011,34.1
"9657",1420000,"Powiat płoński",2011,39.5
"9658",1421000,"Powiat pruszkowski",2011,34.2
"9659",1422000,"Powiat przasnyski",2011,40.1
"9660",1423000,"Powiat przysuski",2011,52.2
"9661",1424000,"Powiat pułtuski",2011,40.6
"9662",1425000,"Powiat radomski",2011,48.1
"9663",1426000,"Powiat siedlecki",2011,33.1
"9664",1427000,"Powiat sierpecki",2011,44.8
"9665",1428000,"Powiat sochaczewski",2011,32.9
"9666",1429000,"Powiat sokołowski",2011,34.5
"9667",1430000,"Powiat szydłowiecki",2011,45.9
"9668",1432000,"Powiat warszawski zachodni",2011,33.4
"9669",1433000,"Powiat węgrowski",2011,41.7
"9670",1434000,"Powiat wołomiński",2011,33.7
"9671",1435000,"Powiat wyszkowski",2011,30.7
"9672",1436000,"Powiat zwoleński",2011,43.4
"9673",1437000,"Powiat żuromiński",2011,43.2
"9674",1438000,"Powiat żyrardowski",2011,36.8
"9675",1461000,"Powiat m.Ostrołęka",2011,45
"9676",1462000,"Powiat m.Płock",2011,35.7
"9677",1463000,"Powiat m.Radom",2011,44.5
"9678",1464000,"Powiat m.Siedlce",2011,33.8
"9679",1465000,"Powiat m. st. Warszawa",2011,37.8
"9680",1601000,"Powiat brzeski",2011,32.9
"9681",1602000,"Powiat głubczycki",2011,35
"9682",1603000,"Powiat kędzierzyńsko-kozielski",2011,31.9
"9683",1604000,"Powiat kluczborski",2011,30.8
"9684",1605000,"Powiat krapkowicki",2011,28.5
"9685",1606000,"Powiat namysłowski",2011,36.6
"9686",1607000,"Powiat nyski",2011,24.1
"9687",1608000,"Powiat oleski",2011,24.2
"9688",1609000,"Powiat opolski",2011,33.3
"9689",1610000,"Powiat prudnicki",2011,39.2
"9690",1611000,"Powiat strzelecki",2011,24.1
"9691",1661000,"Powiat m.Opole",2011,29.6
"9692",1801000,"Powiat bieszczadzki",2011,37.3
"9693",1802000,"Powiat brzozowski",2011,49.8
"9694",1803000,"Powiat dębicki",2011,32.6
"9695",1804000,"Powiat jarosławski",2011,50.4
"9696",1805000,"Powiat jasielski",2011,46.2
"9697",1806000,"Powiat kolbuszowski",2011,40.5
"9698",1807000,"Powiat krośnieński",2011,32.5
"9699",1808000,"Powiat leżajski",2011,39.1
"9700",1809000,"Powiat lubaczowski",2011,28.8
"9701",1810000,"Powiat łańcucki",2011,43
"9702",1811000,"Powiat mielecki",2011,40.7
"9703",1812000,"Powiat niżański",2011,43.1
"9704",1813000,"Powiat przemyski",2011,48
"9705",1814000,"Powiat przeworski",2011,47.4
"9706",1815000,"Powiat ropczycko-sędziszowski",2011,36
"9707",1816000,"Powiat rzeszowski",2011,37.6
"9708",1817000,"Powiat sanocki",2011,40.2
"9709",1818000,"Powiat stalowowolski",2011,39.1
"9710",1819000,"Powiat strzyżowski",2011,47.7
"9711",1820000,"Powiat tarnobrzeski",2011,35.7
"9712",1821000,"Powiat leski",2011,41.9
"9713",1861000,"Powiat m.Krosno",2011,33.2
"9714",1862000,"Powiat m.Przemyśl",2011,54.9
"9715",1863000,"Powiat m.Rzeszów",2011,38.9
"9716",1864000,"Powiat m.Tarnobrzeg",2011,39.3
"9717",2001000,"Powiat augustowski",2011,42.6
"9718",2002000,"Powiat białostocki",2011,40
"9719",2003000,"Powiat bielski",2011,35.9
"9720",2004000,"Powiat grajewski",2011,42.3
"9721",2005000,"Powiat hajnowski",2011,33.2
"9722",2006000,"Powiat kolneński",2011,46.7
"9723",2007000,"Powiat łomżyński",2011,37.6
"9724",2008000,"Powiat moniecki",2011,43.8
"9725",2009000,"Powiat sejneński",2011,44.1
"9726",2010000,"Powiat siemiatycki",2011,39.5
"9727",2011000,"Powiat sokólski",2011,49
"9728",2012000,"Powiat suwalski",2011,25.6
"9729",2013000,"Powiat wysokomazowiecki",2011,27.9
"9730",2014000,"Powiat zambrowski",2011,36.3
"9731",2061000,"Powiat m.Białystok",2011,38.7
"9732",2062000,"Powiat m.Łomża",2011,38.2
"9733",2063000,"Powiat m.Suwałki",2011,27.3
"9734",2201000,"Powiat bytowski",2011,35.1
"9735",2202000,"Powiat chojnicki",2011,35.5
"9736",2203000,"Powiat człuchowski",2011,34.4
"9737",2204000,"Powiat gdański",2011,21.8
"9738",2205000,"Powiat kartuski",2011,25.8
"9739",2206000,"Powiat kościerski",2011,29
"9740",2207000,"Powiat kwidzyński",2011,22
"9741",2208000,"Powiat lęborski",2011,34
"9742",2209000,"Powiat malborski",2011,32
"9743",2210000,"Powiat nowodworski",2011,36.6
"9744",2211000,"Powiat pucki",2011,24.1
"9745",2212000,"Powiat słupski",2011,34.9
"9746",2213000,"Powiat starogardzki",2011,33
"9747",2214000,"Powiat tczewski",2011,26.7
"9748",2215000,"Powiat wejherowski",2011,28.7
"9749",2216000,"Powiat sztumski",2011,28.3
"9750",2261000,"Powiat m.Gdańsk",2011,22
"9751",2262000,"Powiat m.Gdynia",2011,19.2
"9752",2263000,"Powiat m.Słupsk",2011,37.6
"9753",2264000,"Powiat m.Sopot",2011,18.6
"9754",2401000,"Powiat będziński",2011,30.3
"9755",2402000,"Powiat bielski",2011,33.3
"9756",2403000,"Powiat cieszyński",2011,31.5
"9757",2404000,"Powiat częstochowski",2011,37.5
"9758",2405000,"Powiat gliwicki",2011,30.2
"9759",2406000,"Powiat kłobucki",2011,29.3
"9760",2407000,"Powiat lubliniecki",2011,36.7
"9761",2408000,"Powiat mikołowski",2011,27.3
"9762",2409000,"Powiat myszkowski",2011,36.2
"9763",2410000,"Powiat pszczyński",2011,22.9
"9764",2411000,"Powiat raciborski",2011,28.8
"9765",2412000,"Powiat rybnicki",2011,24.5
"9766",2413000,"Powiat tarnogórski",2011,35.1
"9767",2414000,"Powiat bieruńsko-lędziński",2011,18.8
"9768",2415000,"Powiat wodzisławski",2011,23.5
"9769",2416000,"Powiat zawierciański",2011,34.8
"9770",2417000,"Powiat żywiecki",2011,36.6
"9771",2461000,"Powiat m.Bielsko-Biała",2011,33.2
"9772",2462000,"Powiat m.Bytom",2011,38.8
"9773",2463000,"Powiat m.Chorzów",2011,22.8
"9774",2464000,"Powiat m.Częstochowa",2011,37.2
"9775",2465000,"Powiat m.Dąbrowa Górnicza",2011,25.6
"9776",2466000,"Powiat m.Gliwice",2011,30.4
"9777",2467000,"Powiat m.Jastrzębie-Zdrój",2011,26.8
"9778",2468000,"Powiat m.Jaworzno",2011,19.6
"9779",2469000,"Powiat m.Katowice",2011,23.6
"9780",2470000,"Powiat m.Mysłowice",2011,19.1
"9781",2471000,"Powiat m.Piekary Śląskie",2011,32.1
"9782",2472000,"Powiat m.Ruda Śląska",2011,16.9
"9783",2473000,"Powiat m.Rybnik",2011,24.4
"9784",2474000,"Powiat m.Siemianowice Śląskie",2011,15.9
"9785",2475000,"Powiat m.Sosnowiec",2011,27.4
"9786",2476000,"Powiat m.Świętochłowice",2011,23.5
"9787",2477000,"Powiat m.Tychy",2011,18.7
"9788",2478000,"Powiat m.Zabrze",2011,27.7
"9789",2479000,"Powiat m.Żory",2011,23.1
"9790",2601000,"Powiat buski",2011,31
"9791",2602000,"Powiat jędrzejowski",2011,43.6
"9792",2603000,"Powiat kazimierski",2011,41.9
"9793",2604000,"Powiat kielecki",2011,29.8
"9794",2605000,"Powiat konecki",2011,35.1
"9795",2606000,"Powiat opatowski",2011,48.8
"9796",2607000,"Powiat ostrowiecki",2011,35.2
"9797",2608000,"Powiat pińczowski",2011,36.5
"9798",2609000,"Powiat sandomierski",2011,37.6
"9799",2610000,"Powiat skarżyski",2011,36.4
"9800",2611000,"Powiat starachowicki",2011,32
"9801",2612000,"Powiat staszowski",2011,22.8
"9802",2613000,"Powiat włoszczowski",2011,37.8
"9803",2661000,"Powiat m.Kielce",2011,34.2
"9804",2801000,"Powiat bartoszycki",2011,41.9
"9805",2802000,"Powiat braniewski",2011,39.1
"9806",2803000,"Powiat działdowski",2011,44.3
"9807",2804000,"Powiat elbląski",2011,36.8
"9808",2805000,"Powiat ełcki",2011,35
"9809",2806000,"Powiat giżycki",2011,22.6
"9810",2807000,"Powiat iławski",2011,19.7
"9811",2808000,"Powiat kętrzyński",2011,29.4
"9812",2809000,"Powiat lidzbarski",2011,38.3
"9813",2810000,"Powiat mrągowski",2011,23.6
"9814",2811000,"Powiat nidzicki",2011,21.2
"9815",2812000,"Powiat nowomiejski",2011,34.1
"9816",2813000,"Powiat olecki",2011,35.5
"9817",2814000,"Powiat olsztyński",2011,28.8
"9818",2815000,"Powiat ostródzki",2011,32.6
"9819",2816000,"Powiat piski",2011,30.2
"9820",2817000,"Powiat szczycieński",2011,41.5
"9821",2818000,"Powiat gołdapski",2011,28.6
"9822",2819000,"Powiat węgorzewski",2011,30.9
"9823",2861000,"Powiat m.Elbląg",2011,33.6
"9824",2862000,"Powiat m.Olsztyn",2011,23.3
"9825",3001000,"Powiat chodzieski",2011,39
"9826",3002000,"Powiat czarnkowsko-trzcianecki",2011,28.9
"9827",3003000,"Powiat gnieźnieński",2011,34.6
"9828",3004000,"Powiat gostyński",2011,26.7
"9829",3005000,"Powiat grodziski",2011,33.5
"9830",3006000,"Powiat jarociński",2011,29.2
"9831",3007000,"Powiat kaliski",2011,27.6
"9832",3008000,"Powiat kępiński",2011,26.5
"9833",3009000,"Powiat kolski",2011,32.8
"9834",3010000,"Powiat koniński",2011,38.5
"9835",3011000,"Powiat kościański",2011,23.5
"9836",3012000,"Powiat krotoszyński",2011,31.8
"9837",3013000,"Powiat leszczyński",2011,24.9
"9838",3014000,"Powiat międzychodzki",2011,11
"9839",3015000,"Powiat nowotomyski",2011,15.5
"9840",3016000,"Powiat obornicki",2011,26.7
"9841",3017000,"Powiat ostrowski",2011,26.5
"9842",3018000,"Powiat ostrzeszowski",2011,28.2
"9843",3019000,"Powiat pilski",2011,22.3
"9844",3020000,"Powiat pleszewski",2011,23.3
"9845",3021000,"Powiat poznański",2011,14.9
"9846",3022000,"Powiat rawicki",2011,28.6
"9847",3023000,"Powiat słupecki",2011,37.4
"9848",3024000,"Powiat szamotulski",2011,33.9
"9849",3025000,"Powiat średzki",2011,37.9
"9850",3026000,"Powiat śremski",2011,22.9
"9851",3027000,"Powiat turecki",2011,30.8
"9852",3028000,"Powiat wągrowiecki",2011,35.6
"9853",3029000,"Powiat wolsztyński",2011,25
"9854",3030000,"Powiat wrzesiński",2011,35.4
"9855",3031000,"Powiat złotowski",2011,30.8
"9856",3061000,"Powiat m.Kalisz",2011,27.3
"9857",3062000,"Powiat m.Konin",2011,41.7
"9858",3063000,"Powiat m.Leszno",2011,27.1
"9859",3064000,"Powiat m.Poznań",2011,20.4
"9860",3201000,"Powiat białogardzki",2011,36.5
"9861",3202000,"Powiat choszczeński",2011,33.6
"9862",3203000,"Powiat drawski",2011,35.9
"9863",3204000,"Powiat goleniowski",2011,32.7
"9864",3205000,"Powiat gryficki",2011,27.3
"9865",3206000,"Powiat gryfiński",2011,41.2
"9866",3207000,"Powiat kamieński",2011,34.1
"9867",3208000,"Powiat kołobrzeski",2011,22.3
"9868",3209000,"Powiat koszaliński",2011,32.6
"9869",3210000,"Powiat myśliborski",2011,31.5
"9870",3211000,"Powiat policki",2011,40.6
"9871",3212000,"Powiat pyrzycki",2011,43
"9872",3213000,"Powiat sławieński",2011,27
"9873",3214000,"Powiat stargardzki",2011,34
"9874",3215000,"Powiat szczecinecki",2011,33.8
"9875",3216000,"Powiat świdwiński",2011,28.4
"9876",3217000,"Powiat wałecki",2011,30.9
"9877",3218000,"Powiat łobeski",2011,34.4
"9878",3261000,"Powiat m.Koszalin",2011,35.9
"9879",3262000,"Powiat m.Szczecin",2011,32.2
"9880",3263000,"Powiat m.Świnoujście",2011,18.5
"9881",201000,"Powiat bolesławiecki",2012,21.5
"9882",202000,"Powiat dzierżoniowski",2012,24.4
"9883",203000,"Powiat głogowski",2012,34
"9884",204000,"Powiat górowski",2012,40
"9885",205000,"Powiat jaworski",2012,34.4
"9886",206000,"Powiat jeleniogórski",2012,38.2
"9887",207000,"Powiat kamiennogórski",2012,31
"9888",208000,"Powiat kłodzki",2012,37.5
"9889",209000,"Powiat legnicki",2012,36.2
"9890",210000,"Powiat lubański",2012,37.4
"9891",211000,"Powiat lubiński",2012,27.9
"9892",212000,"Powiat lwówecki",2012,37.8
"9893",213000,"Powiat milicki",2012,38.1
"9894",214000,"Powiat oleśnicki",2012,31.1
"9895",215000,"Powiat oławski",2012,36.2
"9896",216000,"Powiat polkowicki",2012,34.8
"9897",217000,"Powiat strzeliński",2012,28.3
"9898",218000,"Powiat średzki",2012,31.5
"9899",219000,"Powiat świdnicki",2012,21
"9900",220000,"Powiat trzebnicki",2012,24.5
"9901",221000,"Powiat wałbrzyski",2012,30.8
"9902",222000,"Powiat wołowski",2012,43.3
"9903",223000,"Powiat wrocławski",2012,26.9
"9904",224000,"Powiat ząbkowicki",2012,33.3
"9905",225000,"Powiat zgorzelecki",2012,32.2
"9906",226000,"Powiat złotoryjski",2012,39.1
"9907",261000,"Powiat m.Jelenia Góra",2012,26.9
"9908",262000,"Powiat m.Legnica",2012,30.7
"9909",264000,"Powiat m.Wrocław",2012,30.1
"9910",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"9911",401000,"Powiat aleksandrowski",2012,37.4
"9912",402000,"Powiat brodnicki",2012,30.3
"9913",403000,"Powiat bydgoski",2012,31.9
"9914",404000,"Powiat chełmiński",2012,41.1
"9915",405000,"Powiat golubsko-dobrzyński",2012,39.6
"9916",406000,"Powiat grudziądzki",2012,40.6
"9917",407000,"Powiat inowrocławski",2012,44.3
"9918",408000,"Powiat lipnowski",2012,39.1
"9919",409000,"Powiat mogileński",2012,38.1
"9920",410000,"Powiat nakielski",2012,31.3
"9921",411000,"Powiat radziejowski",2012,48.3
"9922",412000,"Powiat rypiński",2012,37.3
"9923",413000,"Powiat sępoleński",2012,30.4
"9924",414000,"Powiat świecki",2012,36.3
"9925",415000,"Powiat toruński",2012,26.6
"9926",416000,"Powiat tucholski",2012,36.3
"9927",417000,"Powiat wąbrzeski",2012,39.7
"9928",418000,"Powiat włocławski",2012,47.3
"9929",419000,"Powiat żniński",2012,34.1
"9930",461000,"Powiat m.Bydgoszcz",2012,29.7
"9931",462000,"Powiat m.Grudziądz",2012,38.5
"9932",463000,"Powiat m.Toruń",2012,27.7
"9933",464000,"Powiat m.Włocławek",2012,48.2
"9934",601000,"Powiat bialski",2012,44.1
"9935",602000,"Powiat biłgorajski",2012,16.5
"9936",603000,"Powiat chełmski",2012,40.7
"9937",604000,"Powiat hrubieszowski",2012,45.6
"9938",605000,"Powiat janowski",2012,49.2
"9939",606000,"Powiat krasnostawski",2012,49.2
"9940",607000,"Powiat kraśnicki",2012,48.4
"9941",608000,"Powiat lubartowski",2012,46.9
"9942",609000,"Powiat lubelski",2012,39.5
"9943",610000,"Powiat łęczyński",2012,26.3
"9944",611000,"Powiat łukowski",2012,32.2
"9945",612000,"Powiat opolski",2012,47.9
"9946",613000,"Powiat parczewski",2012,44.2
"9947",614000,"Powiat puławski",2012,33
"9948",615000,"Powiat radzyński",2012,48.9
"9949",616000,"Powiat rycki",2012,35.5
"9950",617000,"Powiat świdnicki",2012,41.4
"9951",618000,"Powiat tomaszowski",2012,41.2
"9952",619000,"Powiat włodawski",2012,45.8
"9953",620000,"Powiat zamojski",2012,37.3
"9954",661000,"Powiat m.Biała Podlaska",2012,43.3
"9955",662000,"Powiat m.Chełm",2012,38.7
"9956",663000,"Powiat m.Lublin",2012,42.7
"9957",664000,"Powiat m.Zamość",2012,40.4
"9958",801000,"Powiat gorzowski",2012,24.6
"9959",802000,"Powiat krośnieński",2012,34.9
"9960",803000,"Powiat międzyrzecki",2012,37.3
"9961",804000,"Powiat nowosolski",2012,36.3
"9962",805000,"Powiat słubicki",2012,26.3
"9963",806000,"Powiat strzelecko-drezdenecki",2012,33
"9964",807000,"Powiat sulęciński",2012,20.3
"9965",808000,"Powiat świebodziński",2012,14.1
"9966",809000,"Powiat zielonogórski",2012,24.4
"9967",810000,"Powiat żagański",2012,24.5
"9968",811000,"Powiat żarski",2012,30.2
"9969",812000,"Powiat wschowski",2012,28.2
"9970",861000,"Powiat m.Gorzów Wielkopolski",2012,24.3
"9971",862000,"Powiat m.Zielona Góra",2012,22.6
"9972",1001000,"Powiat bełchatowski",2012,38.5
"9973",1002000,"Powiat kutnowski",2012,40.2
"9974",1003000,"Powiat łaski",2012,44.7
"9975",1004000,"Powiat łęczycki",2012,39.9
"9976",1005000,"Powiat łowicki",2012,30.4
"9977",1006000,"Powiat łódzki wschodni",2012,27
"9978",1007000,"Powiat opoczyński",2012,34.3
"9979",1008000,"Powiat pabianicki",2012,38.7
"9980",1009000,"Powiat pajęczański",2012,32.5
"9981",1010000,"Powiat piotrkowski",2012,35.4
"9982",1011000,"Powiat poddębicki",2012,38.8
"9983",1012000,"Powiat radomszczański",2012,41
"9984",1013000,"Powiat rawski",2012,26.2
"9985",1014000,"Powiat sieradzki",2012,37.9
"9986",1015000,"Powiat skierniewicki",2012,25.4
"9987",1016000,"Powiat tomaszowski",2012,29.1
"9988",1017000,"Powiat wieluński",2012,38.6
"9989",1018000,"Powiat wieruszowski",2012,32.7
"9990",1019000,"Powiat zduńskowolski",2012,36.5
"9991",1020000,"Powiat zgierski",2012,38.9
"9992",1021000,"Powiat brzeziński",2012,38.3
"9993",1061000,"Powiat m.Łódź",2012,39.1
"9994",1062000,"Powiat m.Piotrków Trybunalski",2012,34.5
"9995",1063000,"Powiat m.Skierniewice",2012,30.5
"9996",1201000,"Powiat bocheński",2012,36.2
"9997",1202000,"Powiat brzeski",2012,33.9
"9998",1203000,"Powiat chrzanowski",2012,27.9
"9999",1204000,"Powiat dąbrowski",2012,41.2
"10000",1205000,"Powiat gorlicki",2012,34.4
"10001",1206000,"Powiat krakowski",2012,31.1
"10002",1207000,"Powiat limanowski",2012,47.4
"10003",1208000,"Powiat miechowski",2012,40.4
"10004",1209000,"Powiat myślenicki",2012,37.1
"10005",1210000,"Powiat nowosądecki",2012,34.6
"10006",1211000,"Powiat nowotarski",2012,39.2
"10007",1212000,"Powiat olkuski",2012,45.3
"10008",1213000,"Powiat oświęcimski",2012,31.3
"10009",1214000,"Powiat proszowicki",2012,42.4
"10010",1215000,"Powiat suski",2012,29
"10011",1216000,"Powiat tarnowski",2012,31.9
"10012",1217000,"Powiat tatrzański",2012,43.5
"10013",1218000,"Powiat wadowicki",2012,32.9
"10014",1219000,"Powiat wielicki",2012,31
"10015",1261000,"Powiat m.Kraków",2012,29.2
"10016",1262000,"Powiat m.Nowy Sącz",2012,31
"10017",1263000,"Powiat m.Tarnów",2012,33.7
"10018",1401000,"Powiat białobrzeski",2012,42.5
"10019",1402000,"Powiat ciechanowski",2012,38.2
"10020",1403000,"Powiat garwoliński",2012,41.4
"10021",1404000,"Powiat gostyniński",2012,41.2
"10022",1405000,"Powiat grodziski",2012,21
"10023",1406000,"Powiat grójecki",2012,33.6
"10024",1407000,"Powiat kozienicki",2012,43.5
"10025",1408000,"Powiat legionowski",2012,32.3
"10026",1409000,"Powiat lipski",2012,36
"10027",1410000,"Powiat łosicki",2012,35.7
"10028",1411000,"Powiat makowski",2012,53.7
"10029",1412000,"Powiat miński",2012,28.1
"10030",1413000,"Powiat mławski",2012,34.3
"10031",1414000,"Powiat nowodworski",2012,35.7
"10032",1415000,"Powiat ostrołęcki",2012,50.3
"10033",1416000,"Powiat ostrowski",2012,46
"10034",1417000,"Powiat otwocki",2012,24
"10035",1418000,"Powiat piaseczyński",2012,32.5
"10036",1419000,"Powiat płocki",2012,33.4
"10037",1420000,"Powiat płoński",2012,41.5
"10038",1421000,"Powiat pruszkowski",2012,33.4
"10039",1422000,"Powiat przasnyski",2012,44.5
"10040",1423000,"Powiat przysuski",2012,55.3
"10041",1424000,"Powiat pułtuski",2012,45.2
"10042",1425000,"Powiat radomski",2012,47.8
"10043",1426000,"Powiat siedlecki",2012,31.6
"10044",1427000,"Powiat sierpecki",2012,46.7
"10045",1428000,"Powiat sochaczewski",2012,33.1
"10046",1429000,"Powiat sokołowski",2012,36.6
"10047",1430000,"Powiat szydłowiecki",2012,51.5
