"","Kod","Nazwa","rok","BEZROBOCIE_ogolem_w_proc_bezrobotnych_ogolem_proc"
"7730",1215000,"Powiat suski",2006,46.5
"7731",1216000,"Powiat tarnowski",2006,44.5
"7732",1217000,"Powiat tatrzański",2006,51
"7733",1218000,"Powiat wadowicki",2006,47
"7734",1219000,"Powiat wielicki",2006,49.5
"7735",1261000,"Powiat m.Kraków",2006,48
"7736",1262000,"Powiat m.Nowy Sącz",2006,54.8
"7737",1263000,"Powiat m.Tarnów",2006,41.7
"7738",1401000,"Powiat białobrzeski",2006,63.9
"7739",1402000,"Powiat ciechanowski",2006,55.1
"7740",1403000,"Powiat garwoliński",2006,56.7
"7741",1404000,"Powiat gostyniński",2006,54.2
"7742",1405000,"Powiat grodziski",2006,34.5
"7743",1406000,"Powiat grójecki",2006,49.2
"7744",1407000,"Powiat kozienicki",2006,53.6
"7745",1408000,"Powiat legionowski",2006,49.3
"7746",1409000,"Powiat lipski",2006,51.3
"7747",1410000,"Powiat łosicki",2006,52.5
"7748",1411000,"Powiat makowski",2006,63.1
"7749",1412000,"Powiat miński",2006,53.3
"7750",1413000,"Powiat mławski",2006,49.5
"7751",1414000,"Powiat nowodworski",2006,49.3
"7752",1415000,"Powiat ostrołęcki",2006,59.3
"7753",1416000,"Powiat ostrowski",2006,56.7
"7754",1417000,"Powiat otwocki",2006,49.4
"7755",1418000,"Powiat piaseczyński",2006,48.7
"7756",1419000,"Powiat płocki",2006,60.3
"7757",1420000,"Powiat płoński",2006,58.5
"7758",1421000,"Powiat pruszkowski",2006,51.2
"7759",1422000,"Powiat przasnyski",2006,44.5
"7760",1423000,"Powiat przysuski",2006,58.1
"7761",1424000,"Powiat pułtuski",2006,47.5
"7762",1425000,"Powiat radomski",2006,58.4
"7763",1426000,"Powiat siedlecki",2006,50.3
"7764",1427000,"Powiat sierpecki",2006,55.3
"7765",1428000,"Powiat sochaczewski",2006,47.9
"7766",1429000,"Powiat sokołowski",2006,49.4
"7767",1430000,"Powiat szydłowiecki",2006,58
"7768",1432000,"Powiat warszawski zachodni",2006,51
"7769",1433000,"Powiat węgrowski",2006,57
"7770",1434000,"Powiat wołomiński",2006,53.5
"7771",1435000,"Powiat wyszkowski",2006,52.4
"7772",1436000,"Powiat zwoleński",2006,59.1
"7773",1437000,"Powiat żuromiński",2006,56.1
"7774",1438000,"Powiat żyrardowski",2006,49.5
"7775",1461000,"Powiat m.Ostrołęka",2006,53.8
"7776",1462000,"Powiat m.Płock",2006,52.6
"7777",1463000,"Powiat m.Radom",2006,57.7
"7778",1464000,"Powiat m.Siedlce",2006,51.6
"7779",1465000,"Powiat m. st. Warszawa",2006,51
"7780",1601000,"Powiat brzeski",2006,46.9
"7781",1602000,"Powiat głubczycki",2006,51
"7782",1603000,"Powiat kędzierzyńsko-kozielski",2006,49.8
"7783",1604000,"Powiat kluczborski",2006,41.4
"7784",1605000,"Powiat krapkowicki",2006,40.6
"7785",1606000,"Powiat namysłowski",2006,49.1
"7786",1607000,"Powiat nyski",2006,39
"7787",1608000,"Powiat oleski",2006,49.2
"7788",1609000,"Powiat opolski",2006,53.3
"7789",1610000,"Powiat prudnicki",2006,48.8
"7790",1611000,"Powiat strzelecki",2006,44.5
"7791",1661000,"Powiat m.Opole",2006,52.8
"7792",1801000,"Powiat bieszczadzki",2006,45
"7793",1802000,"Powiat brzozowski",2006,57.6
"7794",1803000,"Powiat dębicki",2006,49.4
"7795",1804000,"Powiat jarosławski",2006,56.4
"7796",1805000,"Powiat jasielski",2006,57.2
"7797",1806000,"Powiat kolbuszowski",2006,50.4
"7798",1807000,"Powiat krośnieński",2006,51.6
"7799",1808000,"Powiat leżajski",2006,46.8
"7800",1809000,"Powiat lubaczowski",2006,48.3
"7801",1810000,"Powiat łańcucki",2006,51
"7802",1811000,"Powiat mielecki",2006,52.8
"7803",1812000,"Powiat niżański",2006,51.9
"7804",1813000,"Powiat przemyski",2006,56.3
"7805",1814000,"Powiat przeworski",2006,49
"7806",1815000,"Powiat ropczycko-sędziszowski",2006,49.4
"7807",1816000,"Powiat rzeszowski",2006,57.8
"7808",1817000,"Powiat sanocki",2006,54.3
"7809",1818000,"Powiat stalowowolski",2006,46.2
"7810",1819000,"Powiat strzyżowski",2006,59.6
"7811",1820000,"Powiat tarnobrzeski",2006,54.6
"7812",1821000,"Powiat leski",2006,46.7
"7813",1861000,"Powiat m.Krosno",2006,43.1
"7814",1862000,"Powiat m.Przemyśl",2006,56.1
"7815",1863000,"Powiat m.Rzeszów",2006,51.7
"7816",1864000,"Powiat m.Tarnobrzeg",2006,53.2
"7817",2001000,"Powiat augustowski",2006,50.7
"7818",2002000,"Powiat białostocki",2006,40.2
"7819",2003000,"Powiat bielski",2006,44.8
"7820",2004000,"Powiat grajewski",2006,55.4
"7821",2005000,"Powiat hajnowski",2006,33.6
"7822",2006000,"Powiat kolneński",2006,48.8
"7823",2007000,"Powiat łomżyński",2006,51.2
"7824",2008000,"Powiat moniecki",2006,51.4
"7825",2009000,"Powiat sejneński",2006,49.7
"7826",2010000,"Powiat siemiatycki",2006,51.8
"7827",2011000,"Powiat sokólski",2006,55.9
"7828",2012000,"Powiat suwalski",2006,47.2
"7829",2013000,"Powiat wysokomazowiecki",2006,49.6
"7830",2014000,"Powiat zambrowski",2006,53.4
"7831",2061000,"Powiat m.Białystok",2006,37.8
"7832",2062000,"Powiat m.Łomża",2006,48.1
"7833",2063000,"Powiat m.Suwałki",2006,44.5
"7834",2201000,"Powiat bytowski",2006,53.3
"7835",2202000,"Powiat chojnicki",2006,48.5
"7836",2203000,"Powiat człuchowski",2006,42.7
"7837",2204000,"Powiat gdański",2006,36
"7838",2205000,"Powiat kartuski",2006,48.9
"7839",2206000,"Powiat kościerski",2006,44
"7840",2207000,"Powiat kwidzyński",2006,51.4
"7841",2208000,"Powiat lęborski",2006,54.3
"7842",2209000,"Powiat malborski",2006,46.5
"7843",2210000,"Powiat nowodworski",2006,47.1
"7844",2211000,"Powiat pucki",2006,47.3
"7845",2212000,"Powiat słupski",2006,55.6
"7846",2213000,"Powiat starogardzki",2006,55.3
"7847",2214000,"Powiat tczewski",2006,51.9
"7848",2215000,"Powiat wejherowski",2006,48.3
"7849",2216000,"Powiat sztumski",2006,49.3
"7850",2261000,"Powiat m.Gdańsk",2006,32.8
"7851",2262000,"Powiat m.Gdynia",2006,48.1
"7852",2263000,"Powiat m.Słupsk",2006,49
"7853",2264000,"Powiat m.Sopot",2006,47.7
"7854",2401000,"Powiat będziński",2006,52.3
"7855",2402000,"Powiat bielski",2006,49.8
"7856",2403000,"Powiat cieszyński",2006,48.5
"7857",2404000,"Powiat częstochowski",2006,49.5
"7858",2405000,"Powiat gliwicki",2006,52
"7859",2406000,"Powiat kłobucki",2006,45.2
"7860",2407000,"Powiat lubliniecki",2006,39.8
"7861",2408000,"Powiat mikołowski",2006,55.2
"7862",2409000,"Powiat myszkowski",2006,46.4
"7863",2410000,"Powiat pszczyński",2006,47.9
"7864",2411000,"Powiat raciborski",2006,42.9
"7865",2412000,"Powiat rybnicki",2006,44.6
"7866",2413000,"Powiat tarnogórski",2006,52.9
"7867",2414000,"Powiat bieruńsko-lędziński",2006,46.7
"7868",2415000,"Powiat wodzisławski",2006,38.3
"7869",2416000,"Powiat zawierciański",2006,50.7
"7870",2417000,"Powiat żywiecki",2006,49.1
"7871",2461000,"Powiat m.Bielsko-Biała",2006,49.1
"7872",2462000,"Powiat m.Bytom",2006,48.5
"7873",2463000,"Powiat m.Chorzów",2006,49.6
"7874",2464000,"Powiat m.Częstochowa",2006,48.6
"7875",2465000,"Powiat m.Dąbrowa Górnicza",2006,52
"7876",2466000,"Powiat m.Gliwice",2006,54.8
"7877",2467000,"Powiat m.Jastrzębie-Zdrój",2006,49.9
"7878",2468000,"Powiat m.Jaworzno",2006,53.5
"7879",2469000,"Powiat m.Katowice",2006,46.2
"7880",2470000,"Powiat m.Mysłowice",2006,47.9
"7881",2471000,"Powiat m.Piekary Śląskie",2006,49
"7882",2472000,"Powiat m.Ruda Śląska",2006,38.7
"7883",2473000,"Powiat m.Rybnik",2006,42.7
"7884",2474000,"Powiat m.Siemianowice Śląskie",2006,32.4
"7885",2475000,"Powiat m.Sosnowiec",2006,46.4
"7886",2476000,"Powiat m.Świętochłowice",2006,43.6
"7887",2477000,"Powiat m.Tychy",2006,45.2
"7888",2478000,"Powiat m.Zabrze",2006,60.5
"7889",2479000,"Powiat m.Żory",2006,48.4
"7890",2601000,"Powiat buski",2006,48.3
"7891",2602000,"Powiat jędrzejowski",2006,58.2
"7892",2603000,"Powiat kazimierski",2006,53.9
"7893",2604000,"Powiat kielecki",2006,56.2
"7894",2605000,"Powiat konecki",2006,55.6
"7895",2606000,"Powiat opatowski",2006,55
"7896",2607000,"Powiat ostrowiecki",2006,47
"7897",2608000,"Powiat pińczowski",2006,58.1
"7898",2609000,"Powiat sandomierski",2006,58.8
"7899",2610000,"Powiat skarżyski",2006,51.1
"7900",2611000,"Powiat starachowicki",2006,44.7
"7901",2612000,"Powiat staszowski",2006,47.8
"7902",2613000,"Powiat włoszczowski",2006,60.7
"7903",2661000,"Powiat m.Kielce",2006,51.1
"7904",2801000,"Powiat bartoszycki",2006,50.1
"7905",2802000,"Powiat braniewski",2006,58
"7906",2803000,"Powiat działdowski",2006,50.8
"7907",2804000,"Powiat elbląski",2006,49.4
"7908",2805000,"Powiat ełcki",2006,46.4
"7909",2806000,"Powiat giżycki",2006,44.6
"7910",2807000,"Powiat iławski",2006,46
"7911",2808000,"Powiat kętrzyński",2006,42.1
"7912",2809000,"Powiat lidzbarski",2006,53.1
"7913",2810000,"Powiat mrągowski",2006,37
"7914",2811000,"Powiat nidzicki",2006,40.1
"7915",2812000,"Powiat nowomiejski",2006,50.3
"7916",2813000,"Powiat olecki",2006,47.3
"7917",2814000,"Powiat olsztyński",2006,41.9
"7918",2815000,"Powiat ostródzki",2006,54.6
"7919",2816000,"Powiat piski",2006,41.1
"7920",2817000,"Powiat szczycieński",2006,45.4
"7921",2818000,"Powiat gołdapski",2006,51.5
"7922",2819000,"Powiat węgorzewski",2006,47.6
"7923",2861000,"Powiat m.Elbląg",2006,47.5
"7924",2862000,"Powiat m.Olsztyn",2006,41.5
"7925",3001000,"Powiat chodzieski",2006,43
"7926",3002000,"Powiat czarnkowsko-trzcianecki",2006,38.9
"7927",3003000,"Powiat gnieźnieński",2006,51.2
"7928",3004000,"Powiat gostyński",2006,46.9
"7929",3005000,"Powiat grodziski",2006,25.9
"7930",3006000,"Powiat jarociński",2006,46.4
"7931",3007000,"Powiat kaliski",2006,60.6
"7932",3008000,"Powiat kępiński",2006,37.6
"7933",3009000,"Powiat kolski",2006,54.9
"7934",3010000,"Powiat koniński",2006,51
"7935",3011000,"Powiat kościański",2006,33.6
"7936",3012000,"Powiat krotoszyński",2006,46.4
"7937",3013000,"Powiat leszczyński",2006,41
"7938",3014000,"Powiat międzychodzki",2006,46.8
"7939",3015000,"Powiat nowotomyski",2006,46.7
"7940",3016000,"Powiat obornicki",2006,46.5
"7941",3017000,"Powiat ostrowski",2006,46.2
"7942",3018000,"Powiat ostrzeszowski",2006,28
"7943",3019000,"Powiat pilski",2006,45.2
"7944",3020000,"Powiat pleszewski",2006,54.9
"7945",3021000,"Powiat poznański",2006,50.3
"7946",3022000,"Powiat rawicki",2006,39.1
"7947",3023000,"Powiat słupecki",2006,52
"7948",3024000,"Powiat szamotulski",2006,47.5
"7949",3025000,"Powiat średzki",2006,51.5
"7950",3026000,"Powiat śremski",2006,44.5
"7951",3027000,"Powiat turecki",2006,47.4
"7952",3028000,"Powiat wągrowiecki",2006,43.3
"7953",3029000,"Powiat wolsztyński",2006,39.3
"7954",3030000,"Powiat wrzesiński",2006,50.5
"7955",3031000,"Powiat złotowski",2006,28.8
"7956",3061000,"Powiat m.Kalisz",2006,51.6
"7957",3062000,"Powiat m.Konin",2006,47.6
"7958",3063000,"Powiat m.Leszno",2006,36.9
"7959",3064000,"Powiat m.Poznań",2006,48
"7960",3201000,"Powiat białogardzki",2006,48.3
"7961",3202000,"Powiat choszczeński",2006,41
"7962",3203000,"Powiat drawski",2006,40.1
"7963",3204000,"Powiat goleniowski",2006,45.6
"7964",3205000,"Powiat gryficki",2006,48.8
"7965",3206000,"Powiat gryfiński",2006,47.5
"7966",3207000,"Powiat kamieński",2006,42.2
"7967",3208000,"Powiat kołobrzeski",2006,30.1
"7968",3209000,"Powiat koszaliński",2006,45.3
"7969",3210000,"Powiat myśliborski",2006,42.1
"7970",3211000,"Powiat policki",2006,47.6
"7971",3212000,"Powiat pyrzycki",2006,49.5
"7972",3213000,"Powiat sławieński",2006,43.3
"7973",3214000,"Powiat stargardzki",2006,50.3
"7974",3215000,"Powiat szczecinecki",2006,44.2
"7975",3216000,"Powiat świdwiński",2006,45
"7976",3217000,"Powiat wałecki",2006,32.5
"7977",3218000,"Powiat łobeski",2006,47.4
"7978",3261000,"Powiat m.Koszalin",2006,48
"7979",3262000,"Powiat m.Szczecin",2006,53.2
"7980",3263000,"Powiat m.Świnoujście",2006,35.3
"7981",201000,"Powiat bolesławiecki",2007,38
"7982",202000,"Powiat dzierżoniowski",2007,48.6
"7983",203000,"Powiat głogowski",2007,35
"7984",204000,"Powiat górowski",2007,29.1
"7985",205000,"Powiat jaworski",2007,39.4
"7986",206000,"Powiat jeleniogórski",2007,34
"7987",207000,"Powiat kamiennogórski",2007,27.2
"7988",208000,"Powiat kłodzki",2007,44.7
"7989",209000,"Powiat legnicki",2007,35.1
"7990",210000,"Powiat lubański",2007,39.7
"7991",211000,"Powiat lubiński",2007,20.8
"7992",212000,"Powiat lwówecki",2007,42.7
"7993",213000,"Powiat milicki",2007,50.6
"7994",214000,"Powiat oleśnicki",2007,40.5
"7995",215000,"Powiat oławski",2007,36.3
"7996",216000,"Powiat polkowicki",2007,42.7
"7997",217000,"Powiat strzeliński",2007,48.3
"7998",218000,"Powiat średzki",2007,42.5
"7999",219000,"Powiat świdnicki",2007,28.5
"8000",220000,"Powiat trzebnicki",2007,40.6
"8001",221000,"Powiat wałbrzyski",2007,36.4
"8002",222000,"Powiat wołowski",2007,37.7
"8003",223000,"Powiat wrocławski",2007,56.6
"8004",224000,"Powiat ząbkowicki",2007,32.5
"8005",225000,"Powiat zgorzelecki",2007,43.5
"8006",226000,"Powiat złotoryjski",2007,39
"8007",261000,"Powiat m.Jelenia Góra",2007,27
"8008",262000,"Powiat m.Legnica",2007,26.5
"8009",264000,"Powiat m.Wrocław",2007,57
"8010",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"8011",401000,"Powiat aleksandrowski",2007,42.9
"8012",402000,"Powiat brodnicki",2007,41.1
"8013",403000,"Powiat bydgoski",2007,42.3
"8014",404000,"Powiat chełmiński",2007,39.8
"8015",405000,"Powiat golubsko-dobrzyński",2007,39
"8016",406000,"Powiat grudziądzki",2007,45.9
"8017",407000,"Powiat inowrocławski",2007,55.1
"8018",408000,"Powiat lipnowski",2007,49.2
"8019",409000,"Powiat mogileński",2007,53.2
"8020",410000,"Powiat nakielski",2007,40.4
"8021",411000,"Powiat radziejowski",2007,52.2
"8022",412000,"Powiat rypiński",2007,44.7
"8023",413000,"Powiat sępoleński",2007,41.5
"8024",414000,"Powiat świecki",2007,48.4
"8025",415000,"Powiat toruński",2007,42.6
"8026",416000,"Powiat tucholski",2007,44
"8027",417000,"Powiat wąbrzeski",2007,45.9
"8028",418000,"Powiat włocławski",2007,46.5
"8029",419000,"Powiat żniński",2007,39.4
"8030",461000,"Powiat m.Bydgoszcz",2007,40.1
"8031",462000,"Powiat m.Grudziądz",2007,44.1
"8032",463000,"Powiat m.Toruń",2007,38.6
"8033",464000,"Powiat m.Włocławek",2007,46.2
"8034",601000,"Powiat bialski",2007,55
"8035",602000,"Powiat biłgorajski",2007,33.7
"8036",603000,"Powiat chełmski",2007,58.3
"8037",604000,"Powiat hrubieszowski",2007,51.3
"8038",605000,"Powiat janowski",2007,48.9
"8039",606000,"Powiat krasnostawski",2007,48.7
"8040",607000,"Powiat kraśnicki",2007,47.6
"8041",608000,"Powiat lubartowski",2007,53
"8042",609000,"Powiat lubelski",2007,50.4
"8043",610000,"Powiat łęczyński",2007,38.2
"8044",611000,"Powiat łukowski",2007,40.4
"8045",612000,"Powiat opolski",2007,53.4
"8046",613000,"Powiat parczewski",2007,47.1
"8047",614000,"Powiat puławski",2007,39.7
"8048",615000,"Powiat radzyński",2007,51.5
"8049",616000,"Powiat rycki",2007,37.1
"8050",617000,"Powiat świdnicki",2007,45.6
"8051",618000,"Powiat tomaszowski",2007,50.2
"8052",619000,"Powiat włodawski",2007,45.2
"8053",620000,"Powiat zamojski",2007,47.9
"8054",661000,"Powiat m.Biała Podlaska",2007,54.7
"8055",662000,"Powiat m.Chełm",2007,51
"8056",663000,"Powiat m.Lublin",2007,52.2
"8057",664000,"Powiat m.Zamość",2007,45.4
"8058",801000,"Powiat gorzowski",2007,25.3
"8059",802000,"Powiat krośnieński",2007,46.3
"8060",803000,"Powiat międzyrzecki",2007,40.4
"8061",804000,"Powiat nowosolski",2007,41.1
"8062",805000,"Powiat słubicki",2007,34.7
"8063",806000,"Powiat strzelecko-drezdenecki",2007,39
"8064",807000,"Powiat sulęciński",2007,38
"8065",808000,"Powiat świebodziński",2007,36.7
"8066",809000,"Powiat zielonogórski",2007,41.1
"8067",810000,"Powiat żagański",2007,40.7
"8068",811000,"Powiat żarski",2007,34.4
"8069",812000,"Powiat wschowski",2007,33.8
"8070",861000,"Powiat m.Gorzów Wielkopolski",2007,17.9
"8071",862000,"Powiat m.Zielona Góra",2007,37.2
"8072",1001000,"Powiat bełchatowski",2007,46.6
"8073",1002000,"Powiat kutnowski",2007,46.1
"8074",1003000,"Powiat łaski",2007,46.1
"8075",1004000,"Powiat łęczycki",2007,53.6
"8076",1005000,"Powiat łowicki",2007,45.9
"8077",1006000,"Powiat łódzki wschodni",2007,54.9
"8078",1007000,"Powiat opoczyński",2007,42
"8079",1008000,"Powiat pabianicki",2007,39.2
"8080",1009000,"Powiat pajęczański",2007,47.5
"8081",1010000,"Powiat piotrkowski",2007,49.4
"8082",1011000,"Powiat poddębicki",2007,45.6
"8083",1012000,"Powiat radomszczański",2007,57.8
"8084",1013000,"Powiat rawski",2007,42.3
"8085",1014000,"Powiat sieradzki",2007,50.7
"8086",1015000,"Powiat skierniewicki",2007,36.8
"8087",1016000,"Powiat tomaszowski",2007,41.3
"8088",1017000,"Powiat wieluński",2007,43.2
"8089",1018000,"Powiat wieruszowski",2007,46.3
"8090",1019000,"Powiat zduńskowolski",2007,49.5
"8091",1020000,"Powiat zgierski",2007,46.1
"8092",1021000,"Powiat brzeziński",2007,46
"8093",1061000,"Powiat m.Łódź",2007,41.5
"8094",1062000,"Powiat m.Piotrków Trybunalski",2007,41.7
"8095",1063000,"Powiat m.Skierniewice",2007,39.2
"8096",1201000,"Powiat bocheński",2007,37.5
"8097",1202000,"Powiat brzeski",2007,46.5
"8098",1203000,"Powiat chrzanowski",2007,45.4
"8099",1204000,"Powiat dąbrowski",2007,49.9
"8100",1205000,"Powiat gorlicki",2007,53.4
"8101",1206000,"Powiat krakowski",2007,43.6
"8102",1207000,"Powiat limanowski",2007,55
"8103",1208000,"Powiat miechowski",2007,42.8
"8104",1209000,"Powiat myślenicki",2007,36.6
"8105",1210000,"Powiat nowosądecki",2007,48
"8106",1211000,"Powiat nowotarski",2007,39.3
"8107",1212000,"Powiat olkuski",2007,51.5
"8108",1213000,"Powiat oświęcimski",2007,42
"8109",1214000,"Powiat proszowicki",2007,49.1
"8110",1215000,"Powiat suski",2007,40.2
"8111",1216000,"Powiat tarnowski",2007,40.6
"8112",1217000,"Powiat tatrzański",2007,44.8
"8113",1218000,"Powiat wadowicki",2007,42.7
"8114",1219000,"Powiat wielicki",2007,43
"8115",1261000,"Powiat m.Kraków",2007,49.6
"8116",1262000,"Powiat m.Nowy Sącz",2007,43.4
"8117",1263000,"Powiat m.Tarnów",2007,37.2
"8118",1401000,"Powiat białobrzeski",2007,53.8
"8119",1402000,"Powiat ciechanowski",2007,48.6
"8120",1403000,"Powiat garwoliński",2007,54.8
"8121",1404000,"Powiat gostyniński",2007,47.4
"8122",1405000,"Powiat grodziski",2007,20.2
"8123",1406000,"Powiat grójecki",2007,48.5
"8124",1407000,"Powiat kozienicki",2007,49.7
"8125",1408000,"Powiat legionowski",2007,42.6
"8126",1409000,"Powiat lipski",2007,43.4
"8127",1410000,"Powiat łosicki",2007,45.8
"8128",1411000,"Powiat makowski",2007,58.8
"8129",1412000,"Powiat miński",2007,49.2
"8130",1413000,"Powiat mławski",2007,33.5
"8131",1414000,"Powiat nowodworski",2007,49.4
"8132",1415000,"Powiat ostrołęcki",2007,59
"8133",1416000,"Powiat ostrowski",2007,50
"8134",1417000,"Powiat otwocki",2007,46.2
"8135",1418000,"Powiat piaseczyński",2007,41.9
"8136",1419000,"Powiat płocki",2007,55.7
"8137",1420000,"Powiat płoński",2007,54.5
"8138",1421000,"Powiat pruszkowski",2007,48.5
"8139",1422000,"Powiat przasnyski",2007,41.9
"8140",1423000,"Powiat przysuski",2007,54.8
"8141",1424000,"Powiat pułtuski",2007,42.6
"8142",1425000,"Powiat radomski",2007,55.7
"8143",1426000,"Powiat siedlecki",2007,45.2
"8144",1427000,"Powiat sierpecki",2007,53.5
"8145",1428000,"Powiat sochaczewski",2007,48.3
"8146",1429000,"Powiat sokołowski",2007,39.3
"8147",1430000,"Powiat szydłowiecki",2007,55.1
"8148",1432000,"Powiat warszawski zachodni",2007,51.1
"8149",1433000,"Powiat węgrowski",2007,52.7
"8150",1434000,"Powiat wołomiński",2007,43
"8151",1435000,"Powiat wyszkowski",2007,46.9
"8152",1436000,"Powiat zwoleński",2007,52.2
"8153",1437000,"Powiat żuromiński",2007,50.9
"8154",1438000,"Powiat żyrardowski",2007,44.5
"8155",1461000,"Powiat m.Ostrołęka",2007,52.2
"8156",1462000,"Powiat m.Płock",2007,48.9
"8157",1463000,"Powiat m.Radom",2007,57
"8158",1464000,"Powiat m.Siedlce",2007,46.6
"8159",1465000,"Powiat m. st. Warszawa",2007,48.1
"8160",1601000,"Powiat brzeski",2007,45.2
"8161",1602000,"Powiat głubczycki",2007,41.3
"8162",1603000,"Powiat kędzierzyńsko-kozielski",2007,46.4
"8163",1604000,"Powiat kluczborski",2007,39.2
"8164",1605000,"Powiat krapkowicki",2007,41.7
"8165",1606000,"Powiat namysłowski",2007,42.1
"8166",1607000,"Powiat nyski",2007,26.5
"8167",1608000,"Powiat oleski",2007,41.4
"8168",1609000,"Powiat opolski",2007,42.6
"8169",1610000,"Powiat prudnicki",2007,47.5
"8170",1611000,"Powiat strzelecki",2007,39.3
"8171",1661000,"Powiat m.Opole",2007,41.9
"8172",1801000,"Powiat bieszczadzki",2007,39.7
"8173",1802000,"Powiat brzozowski",2007,53.5
"8174",1803000,"Powiat dębicki",2007,48.3
"8175",1804000,"Powiat jarosławski",2007,55.7
"8176",1805000,"Powiat jasielski",2007,47
"8177",1806000,"Powiat kolbuszowski",2007,48.2
"8178",1807000,"Powiat krośnieński",2007,53.7
"8179",1808000,"Powiat leżajski",2007,47.8
"8180",1809000,"Powiat lubaczowski",2007,40.4
"8181",1810000,"Powiat łańcucki",2007,46.9
"8182",1811000,"Powiat mielecki",2007,46.7
"8183",1812000,"Powiat niżański",2007,50.4
"8184",1813000,"Powiat przemyski",2007,53.9
"8185",1814000,"Powiat przeworski",2007,41.4
"8186",1815000,"Powiat ropczycko-sędziszowski",2007,44.7
"8187",1816000,"Powiat rzeszowski",2007,53
"8188",1817000,"Powiat sanocki",2007,49.9
"8189",1818000,"Powiat stalowowolski",2007,40.5
"8190",1819000,"Powiat strzyżowski",2007,56.1
"8191",1820000,"Powiat tarnobrzeski",2007,52.5
"8192",1821000,"Powiat leski",2007,47.4
"8193",1861000,"Powiat m.Krosno",2007,46.8
"8194",1862000,"Powiat m.Przemyśl",2007,54.3
"8195",1863000,"Powiat m.Rzeszów",2007,49.7
"8196",1864000,"Powiat m.Tarnobrzeg",2007,49.8
"8197",2001000,"Powiat augustowski",2007,48.7
"8198",2002000,"Powiat białostocki",2007,38.2
"8199",2003000,"Powiat bielski",2007,38.6
"8200",2004000,"Powiat grajewski",2007,53.8
"8201",2005000,"Powiat hajnowski",2007,31.2
"8202",2006000,"Powiat kolneński",2007,45.3
"8203",2007000,"Powiat łomżyński",2007,50.3
"8204",2008000,"Powiat moniecki",2007,53.5
"8205",2009000,"Powiat sejneński",2007,49.5
"8206",2010000,"Powiat siemiatycki",2007,48.1
"8207",2011000,"Powiat sokólski",2007,51.8
"8208",2012000,"Powiat suwalski",2007,44.2
"8209",2013000,"Powiat wysokomazowiecki",2007,43
"8210",2014000,"Powiat zambrowski",2007,46.5
"8211",2061000,"Powiat m.Białystok",2007,34.5
"8212",2062000,"Powiat m.Łomża",2007,44.4
"8213",2063000,"Powiat m.Suwałki",2007,39.2
"8214",2201000,"Powiat bytowski",2007,40
"8215",2202000,"Powiat chojnicki",2007,44.5
"8216",2203000,"Powiat człuchowski",2007,35.7
"8217",2204000,"Powiat gdański",2007,32.4
"8218",2205000,"Powiat kartuski",2007,38.6
"8219",2206000,"Powiat kościerski",2007,44.2
"8220",2207000,"Powiat kwidzyński",2007,47
"8221",2208000,"Powiat lęborski",2007,55.3
"8222",2209000,"Powiat malborski",2007,43.7
"8223",2210000,"Powiat nowodworski",2007,44
"8224",2211000,"Powiat pucki",2007,42.2
"8225",2212000,"Powiat słupski",2007,49.5
"8226",2213000,"Powiat starogardzki",2007,49.4
"8227",2214000,"Powiat tczewski",2007,51.9
"8228",2215000,"Powiat wejherowski",2007,42.8
"8229",2216000,"Powiat sztumski",2007,25.3
"8230",2261000,"Powiat m.Gdańsk",2007,29.3
"8231",2262000,"Powiat m.Gdynia",2007,33.5
"8232",2263000,"Powiat m.Słupsk",2007,46.9
"8233",2264000,"Powiat m.Sopot",2007,33.7
"8234",2401000,"Powiat będziński",2007,51.3
"8235",2402000,"Powiat bielski",2007,51.6
"8236",2403000,"Powiat cieszyński",2007,47.3
"8237",2404000,"Powiat częstochowski",2007,49.6
"8238",2405000,"Powiat gliwicki",2007,45.1
"8239",2406000,"Powiat kłobucki",2007,39.9
"8240",2407000,"Powiat lubliniecki",2007,35.3
"8241",2408000,"Powiat mikołowski",2007,60.3
"8242",2409000,"Powiat myszkowski",2007,43.4
"8243",2410000,"Powiat pszczyński",2007,47.1
"8244",2411000,"Powiat raciborski",2007,40.7
"8245",2412000,"Powiat rybnicki",2007,35.4
"8246",2413000,"Powiat tarnogórski",2007,47.8
"8247",2414000,"Powiat bieruńsko-lędziński",2007,44
"8248",2415000,"Powiat wodzisławski",2007,39.8
"8249",2416000,"Powiat zawierciański",2007,47.7
"8250",2417000,"Powiat żywiecki",2007,43.8
"8251",2461000,"Powiat m.Bielsko-Biała",2007,52
"8252",2462000,"Powiat m.Bytom",2007,43.4
"8253",2463000,"Powiat m.Chorzów",2007,36.6
"8254",2464000,"Powiat m.Częstochowa",2007,49.4
"8255",2465000,"Powiat m.Dąbrowa Górnicza",2007,42.3
"8256",2466000,"Powiat m.Gliwice",2007,45.3
"8257",2467000,"Powiat m.Jastrzębie-Zdrój",2007,49.1
"8258",2468000,"Powiat m.Jaworzno",2007,50.6
"8259",2469000,"Powiat m.Katowice",2007,37.7
"8260",2470000,"Powiat m.Mysłowice",2007,43.4
"8261",2471000,"Powiat m.Piekary Śląskie",2007,48
"8262",2472000,"Powiat m.Ruda Śląska",2007,30.6
"8263",2473000,"Powiat m.Rybnik",2007,33.3
"8264",2474000,"Powiat m.Siemianowice Śląskie",2007,17.7
