"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_ogolem_zl"
"19540",1423000,"Powiat przysuski",2016,1860
"19541",1424000,"Powiat pułtuski",2016,2632
"19542",1425000,"Powiat radomski",2016,1669
"19543",1426000,"Powiat siedlecki",2016,2212
"19544",1427000,"Powiat sierpecki",2016,2661
"19545",1428000,"Powiat sochaczewski",2016,3114
"19546",1429000,"Powiat sokołowski",2016,2982
"19547",1430000,"Powiat szydłowiecki",2016,1911
"19548",1432000,"Powiat warszawski zachodni",2016,4085
"19549",1433000,"Powiat węgrowski",2016,3000
"19550",1434000,"Powiat wołomiński",2016,4674
"19551",1435000,"Powiat wyszkowski",2016,3768
"19552",1436000,"Powiat zwoleński",2016,2905
"19553",1437000,"Powiat żuromiński",2016,2113
"19554",1438000,"Powiat żyrardowski",2016,2868
"19555",1461000,"Powiat m.Ostrołęka",2016,2772
"19556",1462000,"Powiat m.Płock",2016,3286
"19557",1463000,"Powiat m.Radom",2016,2568
"19558",1464000,"Powiat m.Siedlce",2016,3555
"19559",1465000,"Powiat m. st. Warszawa",2016,7371
"19560",1601000,"Powiat brzeski",2016,2374
"19561",1602000,"Powiat głubczycki",2016,1413
"19562",1603000,"Powiat kędzierzyńsko-kozielski",2016,2112
"19563",1604000,"Powiat kluczborski",2016,2229
"19564",1605000,"Powiat krapkowicki",2016,2410
"19565",1606000,"Powiat namysłowski",2016,2930
"19566",1607000,"Powiat nyski",2016,2128
"19567",1608000,"Powiat oleski",2016,2329
"19568",1609000,"Powiat opolski",2016,2283
"19569",1610000,"Powiat prudnicki",2016,1403
"19570",1611000,"Powiat strzelecki",2016,2176
"19571",1661000,"Powiat m.Opole",2016,3917
"19572",1801000,"Powiat bieszczadzki",2016,1522
"19573",1802000,"Powiat brzozowski",2016,2576
"19574",1803000,"Powiat dębicki",2016,2654
"19575",1804000,"Powiat jarosławski",2016,2722
"19576",1805000,"Powiat jasielski",2016,2263
"19577",1806000,"Powiat kolbuszowski",2016,2702
"19578",1807000,"Powiat krośnieński",2016,2255
"19579",1808000,"Powiat leżajski",2016,2000
"19580",1809000,"Powiat lubaczowski",2016,2013
"19581",1810000,"Powiat łańcucki",2016,2721
"19582",1811000,"Powiat mielecki",2016,3070
"19583",1812000,"Powiat niżański",2016,2282
"19584",1813000,"Powiat przemyski",2016,2336
"19585",1814000,"Powiat przeworski",2016,2810
"19586",1815000,"Powiat ropczycko-sędziszowski",2016,2983
"19587",1816000,"Powiat rzeszowski",2016,3300
"19588",1817000,"Powiat sanocki",2016,2444
"19589",1818000,"Powiat stalowowolski",2016,2703
"19590",1819000,"Powiat strzyżowski",2016,2527
"19591",1820000,"Powiat tarnobrzeski",2016,2052
"19592",1821000,"Powiat leski",2016,2407
"19593",1861000,"Powiat m.Krosno",2016,2564
"19594",1862000,"Powiat m.Przemyśl",2016,2599
"19595",1863000,"Powiat m.Rzeszów",2016,4312
"19596",1864000,"Powiat m.Tarnobrzeg",2016,2257
"19597",2001000,"Powiat augustowski",2016,3431
"19598",2002000,"Powiat białostocki",2016,2640
"19599",2003000,"Powiat bielski",2016,0
"19600",2004000,"Powiat grajewski",2016,2343
"19601",2005000,"Powiat hajnowski",2016,2046
"19602",2006000,"Powiat kolneński",2016,2225
"19603",2007000,"Powiat łomżyński",2016,1301
"19604",2008000,"Powiat moniecki",2016,2149
"19605",2009000,"Powiat sejneński",2016,2678
"19606",2010000,"Powiat siemiatycki",2016,2144
"19607",2011000,"Powiat sokólski",2016,2528
"19608",2012000,"Powiat suwalski",2016,1297
"19609",2013000,"Powiat wysokomazowiecki",2016,3600
"19610",2014000,"Powiat zambrowski",2016,2632
"19611",2061000,"Powiat m.Białystok",2016,3967
"19612",2062000,"Powiat m.Łomża",2016,2934
"19613",2063000,"Powiat m.Suwałki",2016,2789
"19614",2201000,"Powiat bytowski",2016,2615
"19615",2202000,"Powiat chojnicki",2016,2958
"19616",2203000,"Powiat człuchowski",2016,2094
"19617",2204000,"Powiat gdański",2016,3986
"19618",2205000,"Powiat kartuski",2016,3209
"19619",2206000,"Powiat kościerski",2016,2885
"19620",2207000,"Powiat kwidzyński",2016,2500
"19621",2208000,"Powiat lęborski",2016,2598
"19622",2209000,"Powiat malborski",2016,2489
"19623",2210000,"Powiat nowodworski",2016,3817
"19624",2211000,"Powiat pucki",2016,4072
"19625",2212000,"Powiat słupski",2016,2979
"19626",2213000,"Powiat starogardzki",2016,2906
"19627",2214000,"Powiat tczewski",2016,3322
"19628",2215000,"Powiat wejherowski",2016,4114
"19629",2216000,"Powiat sztumski",2016,1658
"19630",2261000,"Powiat m.Gdańsk",2016,5226
"19631",2262000,"Powiat m.Gdynia",2016,5023
"19632",2263000,"Powiat m.Słupsk",2016,3070
"19633",2264000,"Powiat m.Sopot",2016,8171
"19634",2401000,"Powiat będziński",2016,2270
"19635",2402000,"Powiat bielski",2016,2491
"19636",2403000,"Powiat cieszyński",2016,2786
"19637",2404000,"Powiat częstochowski",2016,1561
"19638",2405000,"Powiat gliwicki",2016,2444
"19639",2406000,"Powiat kłobucki",2016,2659
"19640",2407000,"Powiat lubliniecki",2016,2000
"19641",2408000,"Powiat mikołowski",2016,2779
"19642",2409000,"Powiat myszkowski",2016,1987
"19643",2410000,"Powiat pszczyński",2016,2186
"19644",2411000,"Powiat raciborski",2016,1716
"19645",2412000,"Powiat rybnicki",2016,1872
"19646",2413000,"Powiat tarnogórski",2016,2422
"19647",2414000,"Powiat bieruńsko-lędziński",2016,2484
"19648",2415000,"Powiat wodzisławski",2016,1799
"19649",2416000,"Powiat zawierciański",2016,1854
"19650",2417000,"Powiat żywiecki",2016,2815
"19651",2461000,"Powiat m.Bielsko-Biała",2016,3138
"19652",2462000,"Powiat m.Bytom",2016,1758
"19653",2463000,"Powiat m.Chorzów",2016,2500
"19654",2464000,"Powiat m.Częstochowa",2016,2618
"19655",2465000,"Powiat m.Dąbrowa Górnicza",2016,2517
"19656",2466000,"Powiat m.Gliwice",2016,3023
"19657",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2156
"19658",2468000,"Powiat m.Jaworzno",2016,2862
"19659",2469000,"Powiat m.Katowice",2016,3291
"19660",2470000,"Powiat m.Mysłowice",2016,2541
"19661",2471000,"Powiat m.Piekary Śląskie",2016,2117
"19662",2472000,"Powiat m.Ruda Śląska",2016,2057
"19663",2473000,"Powiat m.Rybnik",2016,2340
"19664",2474000,"Powiat m.Siemianowice Śląskie",2016,2478
"19665",2475000,"Powiat m.Sosnowiec",2016,2460
"19666",2476000,"Powiat m.Świętochłowice",2016,2239
"19667",2477000,"Powiat m.Tychy",2016,3295
"19668",2478000,"Powiat m.Zabrze",2016,2362
"19669",2479000,"Powiat m.Żory",2016,2486
"19670",2601000,"Powiat buski",2016,2952
"19671",2602000,"Powiat jędrzejowski",2016,2513
"19672",2603000,"Powiat kazimierski",2016,1937
"19673",2604000,"Powiat kielecki",2016,2283
"19674",2605000,"Powiat konecki",2016,2407
"19675",2606000,"Powiat opatowski",2016,1989
"19676",2607000,"Powiat ostrowiecki",2016,1969
"19677",2608000,"Powiat pińczowski",2016,2058
"19678",2609000,"Powiat sandomierski",2016,2724
"19679",2610000,"Powiat skarżyski",2016,2145
"19680",2611000,"Powiat starachowicki",2016,2244
"19681",2612000,"Powiat staszowski",2016,2422
"19682",2613000,"Powiat włoszczowski",2016,2741
"19683",2661000,"Powiat m.Kielce",2016,3549
"19684",2801000,"Powiat bartoszycki",2016,1963
"19685",2802000,"Powiat braniewski",2016,2087
"19686",2803000,"Powiat działdowski",2016,2410
"19687",2804000,"Powiat elbląski",2016,2169
"19688",2805000,"Powiat ełcki",2016,2533
"19689",2806000,"Powiat giżycki",2016,2836
"19690",2807000,"Powiat iławski",2016,3187
"19691",2808000,"Powiat kętrzyński",2016,1745
"19692",2809000,"Powiat lidzbarski",2016,2092
"19693",2810000,"Powiat mrągowski",2016,2857
"19694",2811000,"Powiat nidzicki",2016,2012
"19695",2812000,"Powiat nowomiejski",2016,1832
"19696",2813000,"Powiat olecki",2016,2474
"19697",2814000,"Powiat olsztyński",2016,2783
"19698",2815000,"Powiat ostródzki",2016,2525
"19699",2816000,"Powiat piski",2016,2056
"19700",2817000,"Powiat szczycieński",2016,2539
"19701",2818000,"Powiat gołdapski",2016,1817
"19702",2819000,"Powiat węgorzewski",2016,2492
"19703",2861000,"Powiat m.Elbląg",2016,2901
"19704",2862000,"Powiat m.Olsztyn",2016,4155
"19705",3001000,"Powiat chodzieski",2016,2328
"19706",3002000,"Powiat czarnkowsko-trzcianecki",2016,1795
"19707",3003000,"Powiat gnieźnieński",2016,2900
"19708",3004000,"Powiat gostyński",2016,2382
"19709",3005000,"Powiat grodziski",2016,2137
"19710",3006000,"Powiat jarociński",2016,2812
"19711",3007000,"Powiat kaliski",2016,1579
"19712",3008000,"Powiat kępiński",2016,3338
"19713",3009000,"Powiat kolski",2016,2389
"19714",3010000,"Powiat koniński",2016,2129
"19715",3011000,"Powiat kościański",2016,2324
"19716",3012000,"Powiat krotoszyński",2016,2412
"19717",3013000,"Powiat leszczyński",2016,2249
"19718",3014000,"Powiat międzychodzki",2016,2242
"19719",3015000,"Powiat nowotomyski",2016,2880
"19720",3016000,"Powiat obornicki",2016,3113
"19721",3017000,"Powiat ostrowski",2016,2443
"19722",3018000,"Powiat ostrzeszowski",2016,3001
"19723",3019000,"Powiat pilski",2016,2817
"19724",3020000,"Powiat pleszewski",2016,2158
"19725",3021000,"Powiat poznański",2016,3906
"19726",3022000,"Powiat rawicki",2016,2617
"19727",3023000,"Powiat słupecki",2016,3278
"19728",3024000,"Powiat szamotulski",2016,3048
"19729",3025000,"Powiat średzki",2016,3202
"19730",3026000,"Powiat śremski",2016,2798
"19731",3027000,"Powiat turecki",2016,2368
"19732",3028000,"Powiat wągrowiecki",2016,3201
"19733",3029000,"Powiat wolsztyński",2016,2249
"19734",3030000,"Powiat wrzesiński",2016,3249
"19735",3031000,"Powiat złotowski",2016,2040
"19736",3061000,"Powiat m.Kalisz",2016,2533
"19737",3062000,"Powiat m.Konin",2016,2942
"19738",3063000,"Powiat m.Leszno",2016,3175
"19739",3064000,"Powiat m.Poznań",2016,5111
"19740",3201000,"Powiat białogardzki",2016,1912
"19741",3202000,"Powiat choszczeński",2016,2141
"19742",3203000,"Powiat drawski",2016,2113
"19743",3204000,"Powiat goleniowski",2016,2837
"19744",3205000,"Powiat gryficki",2016,2357
"19745",3206000,"Powiat gryfiński",2016,2385
"19746",3207000,"Powiat kamieński",2016,3249
"19747",3208000,"Powiat kołobrzeski",2016,4340
"19748",3209000,"Powiat koszaliński",2016,2368
"19749",3210000,"Powiat myśliborski",2016,2160
"19750",3211000,"Powiat policki",2016,4018
"19751",3212000,"Powiat pyrzycki",2016,2056
"19752",3213000,"Powiat sławieński",2016,2718
"19753",3214000,"Powiat stargardzki",2016,3278
"19754",3215000,"Powiat szczecinecki",2016,2077
"19755",3216000,"Powiat świdwiński",2016,1891
"19756",3217000,"Powiat wałecki",2016,2347
"19757",3218000,"Powiat łobeski",2016,1506
"19758",3261000,"Powiat m.Koszalin",2016,3351
"19759",3262000,"Powiat m.Szczecin",2016,3921
"19760",3263000,"Powiat m.Świnoujście",2016,4952
"19761",201000,"Powiat bolesławiecki",2017,2795
"19762",202000,"Powiat dzierżoniowski",2017,1919
"19763",203000,"Powiat głogowski",2017,3218
"19764",204000,"Powiat górowski",2017,0
"19765",205000,"Powiat jaworski",2017,2261
"19766",206000,"Powiat jeleniogórski",2017,2095
"19767",207000,"Powiat kamiennogórski",2017,1592
"19768",208000,"Powiat kłodzki",2017,2035
"19769",209000,"Powiat legnicki",2017,2083
"19770",210000,"Powiat lubański",2017,2101
"19771",211000,"Powiat lubiński",2017,3011
"19772",212000,"Powiat lwówecki",2017,1437
"19773",213000,"Powiat milicki",2017,2453
"19774",214000,"Powiat oleśnicki",2017,3326
"19775",215000,"Powiat oławski",2017,3426
"19776",216000,"Powiat polkowicki",2017,2478
"19777",217000,"Powiat strzeliński",2017,2528
"19778",218000,"Powiat średzki",2017,3160
"19779",219000,"Powiat świdnicki",2017,2603
"19780",220000,"Powiat trzebnicki",2017,3686
"19781",221000,"Powiat wałbrzyski",2017,1345
"19782",222000,"Powiat wołowski",2017,2461
"19783",223000,"Powiat wrocławski",2017,4195
"19784",224000,"Powiat ząbkowicki",2017,1695
"19785",225000,"Powiat zgorzelecki",2017,2542
"19786",226000,"Powiat złotoryjski",2017,2336
"19787",261000,"Powiat m.Jelenia Góra",2017,2447
"19788",262000,"Powiat m.Legnica",2017,2613
"19789",264000,"Powiat m.Wrocław",2017,5274
"19790",265000,"Powiat m.Wałbrzych od 2013",2017,2044
"19791",401000,"Powiat aleksandrowski",2017,3392
"19792",402000,"Powiat brodnicki",2017,2509
"19793",403000,"Powiat bydgoski",2017,3086
"19794",404000,"Powiat chełmiński",2017,2840
"19795",405000,"Powiat golubsko-dobrzyński",2017,2375
"19796",406000,"Powiat grudziądzki",2017,1598
"19797",407000,"Powiat inowrocławski",2017,2922
"19798",408000,"Powiat lipnowski",2017,1892
"19799",409000,"Powiat mogileński",2017,2210
"19800",410000,"Powiat nakielski",2017,2729
"19801",411000,"Powiat radziejowski",2017,2092
"19802",412000,"Powiat rypiński",2017,1798
"19803",413000,"Powiat sępoleński",2017,1781
"19804",414000,"Powiat świecki",2017,2772
"19805",415000,"Powiat toruński",2017,2423
"19806",416000,"Powiat tucholski",2017,2286
"19807",417000,"Powiat wąbrzeski",2017,2098
"19808",418000,"Powiat włocławski",2017,1359
"19809",419000,"Powiat żniński",2017,2311
"19810",461000,"Powiat m.Bydgoszcz",2017,3861
"19811",462000,"Powiat m.Grudziądz",2017,2580
"19812",463000,"Powiat m.Toruń",2017,4249
"19813",464000,"Powiat m.Włocławek",2017,2517
"19814",601000,"Powiat bialski",2017,2516
"19815",602000,"Powiat biłgorajski",2017,2977
"19816",603000,"Powiat chełmski",2017,1931
"19817",604000,"Powiat hrubieszowski",2017,2129
"19818",605000,"Powiat janowski",2017,2567
"19819",606000,"Powiat krasnostawski",2017,2581
"19820",607000,"Powiat kraśnicki",2017,2389
"19821",608000,"Powiat lubartowski",2017,3396
"19822",609000,"Powiat lubelski",2017,3633
"19823",610000,"Powiat łęczyński",2017,2986
"19824",611000,"Powiat łukowski",2017,2936
"19825",612000,"Powiat opolski",2017,2584
"19826",613000,"Powiat parczewski",2017,2860
"19827",614000,"Powiat puławski",2017,3388
"19828",615000,"Powiat radzyński",2017,2687
"19829",616000,"Powiat rycki",2017,2754
"19830",617000,"Powiat świdnicki",2017,3857
"19831",618000,"Powiat tomaszowski",2017,2147
"19832",619000,"Powiat włodawski",2017,2056
"19833",620000,"Powiat zamojski",2017,1969
"19834",661000,"Powiat m.Biała Podlaska",2017,2994
"19835",662000,"Powiat m.Chełm",2017,2667
"19836",663000,"Powiat m.Lublin",2017,4787
"19837",664000,"Powiat m.Zamość",2017,3008
"19838",801000,"Powiat gorzowski",2017,2577
"19839",802000,"Powiat krośnieński",2017,2248
"19840",803000,"Powiat międzyrzecki",2017,2273
"19841",804000,"Powiat nowosolski",2017,2300
"19842",805000,"Powiat słubicki",2017,2588
"19843",806000,"Powiat strzelecko-drezdenecki",2017,2178
"19844",807000,"Powiat sulęciński",2017,2091
"19845",808000,"Powiat świebodziński",2017,2368
"19846",809000,"Powiat zielonogórski",2017,2368
"19847",810000,"Powiat żagański",2017,1877
"19848",811000,"Powiat żarski",2017,2182
"19849",812000,"Powiat wschowski",2017,2030
"19850",861000,"Powiat m.Gorzów Wielkopolski",2017,2843
"19851",862000,"Powiat m.Zielona Góra",2017,3525
"19852",1001000,"Powiat bełchatowski",2017,2552
"19853",1002000,"Powiat kutnowski",2017,2981
"19854",1003000,"Powiat łaski",2017,2352
"19855",1004000,"Powiat łęczycki",2017,2666
"19856",1005000,"Powiat łowicki",2017,2995
"19857",1006000,"Powiat łódzki wschodni",2017,2575
"19858",1007000,"Powiat opoczyński",2017,2730
"19859",1008000,"Powiat pabianicki",2017,2567
"19860",1009000,"Powiat pajęczański",2017,2894
"19861",1010000,"Powiat piotrkowski",2017,1663
"19862",1011000,"Powiat poddębicki",2017,2643
"19863",1012000,"Powiat radomszczański",2017,2564
"19864",1013000,"Powiat rawski",2017,2875
"19865",1014000,"Powiat sieradzki",2017,2479
"19866",1015000,"Powiat skierniewicki",2017,1933
"19867",1016000,"Powiat tomaszowski",2017,2500
"19868",1017000,"Powiat wieluński",2017,2778
"19869",1018000,"Powiat wieruszowski",2017,2295
"19870",1019000,"Powiat zduńskowolski",2017,2554
"19871",1020000,"Powiat zgierski",2017,2682
"19872",1021000,"Powiat brzeziński",2017,2771
"19873",1061000,"Powiat m.Łódź",2017,3587
"19874",1062000,"Powiat m.Piotrków Trybunalski",2017,2896
"19875",1063000,"Powiat m.Skierniewice",2017,3435
"19876",1201000,"Powiat bocheński",2017,3784
"19877",1202000,"Powiat brzeski",2017,3382
"19878",1203000,"Powiat chrzanowski",2017,2716
"19879",1204000,"Powiat dąbrowski",2017,2463
"19880",1205000,"Powiat gorlicki",2017,2699
"19881",1206000,"Powiat krakowski",2017,4149
"19882",1207000,"Powiat limanowski",2017,3130
"19883",1208000,"Powiat miechowski",2017,3050
"19884",1209000,"Powiat myślenicki",2017,4191
"19885",1210000,"Powiat nowosądecki",2017,3303
"19886",1211000,"Powiat nowotarski",2017,3965
"19887",1212000,"Powiat olkuski",2017,2680
"19888",1213000,"Powiat oświęcimski",2017,2659
"19889",1214000,"Powiat proszowicki",2017,3065
"19890",1215000,"Powiat suski",2017,2888
"19891",1216000,"Powiat tarnowski",2017,1794
"19892",1217000,"Powiat tatrzański",2017,7371
"19893",1218000,"Powiat wadowicki",2017,3292
"19894",1219000,"Powiat wielicki",2017,4676
"19895",1261000,"Powiat m.Kraków",2017,6159
"19896",1262000,"Powiat m.Nowy Sącz",2017,3211
"19897",1263000,"Powiat m.Tarnów",2017,2889
"19898",1401000,"Powiat białobrzeski",2017,3100
"19899",1402000,"Powiat ciechanowski",2017,2477
"19900",1403000,"Powiat garwoliński",2017,2617
"19901",1404000,"Powiat gostyniński",2017,2186
"19902",1405000,"Powiat grodziski",2017,4267
"19903",1406000,"Powiat grójecki",2017,2996
"19904",1407000,"Powiat kozienicki",2017,2996
"19905",1408000,"Powiat legionowski",2017,4866
"19906",1409000,"Powiat lipski",2017,2222
"19907",1410000,"Powiat łosicki",2017,1986
"19908",1411000,"Powiat makowski",2017,1986
"19909",1412000,"Powiat miński",2017,4175
"19910",1413000,"Powiat mławski",2017,2709
"19911",1414000,"Powiat nowodworski",2017,3754
"19912",1415000,"Powiat ostrołęcki",2017,0
"19913",1416000,"Powiat ostrowski",2017,2879
"19914",1417000,"Powiat otwocki",2017,4762
"19915",1418000,"Powiat piaseczyński",2017,5486
"19916",1419000,"Powiat płocki",2017,2412
"19917",1420000,"Powiat płoński",2017,2564
"19918",1421000,"Powiat pruszkowski",2017,4962
"19919",1422000,"Powiat przasnyski",2017,2778
"19920",1423000,"Powiat przysuski",2017,2017
"19921",1424000,"Powiat pułtuski",2017,2494
"19922",1425000,"Powiat radomski",2017,1802
"19923",1426000,"Powiat siedlecki",2017,1451
"19924",1427000,"Powiat sierpecki",2017,2569
"19925",1428000,"Powiat sochaczewski",2017,3174
"19926",1429000,"Powiat sokołowski",2017,3299
"19927",1430000,"Powiat szydłowiecki",2017,2882
"19928",1432000,"Powiat warszawski zachodni",2017,4570
"19929",1433000,"Powiat węgrowski",2017,2333
"19930",1434000,"Powiat wołomiński",2017,5029
"19931",1435000,"Powiat wyszkowski",2017,3859
"19932",1436000,"Powiat zwoleński",2017,2132
"19933",1437000,"Powiat żuromiński",2017,2523
"19934",1438000,"Powiat żyrardowski",2017,3085
"19935",1461000,"Powiat m.Ostrołęka",2017,2661
"19936",1462000,"Powiat m.Płock",2017,3289
"19937",1463000,"Powiat m.Radom",2017,2768
"19938",1464000,"Powiat m.Siedlce",2017,3644
"19939",1465000,"Powiat m. st. Warszawa",2017,7816
"19940",1601000,"Powiat brzeski",2017,2383
"19941",1602000,"Powiat głubczycki",2017,1525
"19942",1603000,"Powiat kędzierzyńsko-kozielski",2017,2128
"19943",1604000,"Powiat kluczborski",2017,2157
"19944",1605000,"Powiat krapkowicki",2017,2244
"19945",1606000,"Powiat namysłowski",2017,3110
"19946",1607000,"Powiat nyski",2017,2219
"19947",1608000,"Powiat oleski",2017,2281
"19948",1609000,"Powiat opolski",2017,2287
"19949",1610000,"Powiat prudnicki",2017,1613
"19950",1611000,"Powiat strzelecki",2017,1907
"19951",1661000,"Powiat m.Opole",2017,4122
"19952",1801000,"Powiat bieszczadzki",2017,1995
"19953",1802000,"Powiat brzozowski",2017,2247
"19954",1803000,"Powiat dębicki",2017,2855
"19955",1804000,"Powiat jarosławski",2017,2921
"19956",1805000,"Powiat jasielski",2017,2288
"19957",1806000,"Powiat kolbuszowski",2017,2812
"19958",1807000,"Powiat krośnieński",2017,1408
"19959",1808000,"Powiat leżajski",2017,1586
"19960",1809000,"Powiat lubaczowski",2017,1763
"19961",1810000,"Powiat łańcucki",2017,3063
"19962",1811000,"Powiat mielecki",2017,3285
"19963",1812000,"Powiat niżański",2017,2326
"19964",1813000,"Powiat przemyski",2017,3157
"19965",1814000,"Powiat przeworski",2017,2743
"19966",1815000,"Powiat ropczycko-sędziszowski",2017,2794
"19967",1816000,"Powiat rzeszowski",2017,3585
"19968",1817000,"Powiat sanocki",2017,2719
"19969",1818000,"Powiat stalowowolski",2017,2724
"19970",1819000,"Powiat strzyżowski",2017,2655
"19971",1820000,"Powiat tarnobrzeski",2017,2066
"19972",1821000,"Powiat leski",2017,2152
"19973",1861000,"Powiat m.Krosno",2017,2657
"19974",1862000,"Powiat m.Przemyśl",2017,2669
"19975",1863000,"Powiat m.Rzeszów",2017,4561
"19976",1864000,"Powiat m.Tarnobrzeg",2017,2358
"19977",2001000,"Powiat augustowski",2017,3500
"19978",2002000,"Powiat białostocki",2017,2584
"19979",2003000,"Powiat bielski",2017,0
"19980",2004000,"Powiat grajewski",2017,2469
"19981",2005000,"Powiat hajnowski",2017,1956
"19982",2006000,"Powiat kolneński",2017,2128
"19983",2007000,"Powiat łomżyński",2017,1610
"19984",2008000,"Powiat moniecki",2017,3213
"19985",2009000,"Powiat sejneński",2017,2068
"19986",2010000,"Powiat siemiatycki",2017,2464
"19987",2011000,"Powiat sokólski",2017,1905
"19988",2012000,"Powiat suwalski",2017,1457
"19989",2013000,"Powiat wysokomazowiecki",2017,3571
"19990",2014000,"Powiat zambrowski",2017,2500
"19991",2061000,"Powiat m.Białystok",2017,4130
"19992",2062000,"Powiat m.Łomża",2017,3020
"19993",2063000,"Powiat m.Suwałki",2017,3061
"19994",2201000,"Powiat bytowski",2017,2866
"19995",2202000,"Powiat chojnicki",2017,3154
"19996",2203000,"Powiat człuchowski",2017,2005
"19997",2204000,"Powiat gdański",2017,4378
"19998",2205000,"Powiat kartuski",2017,3430
"19999",2206000,"Powiat kościerski",2017,3024
"20000",2207000,"Powiat kwidzyński",2017,2467
"20001",2208000,"Powiat lęborski",2017,2682
"20002",2209000,"Powiat malborski",2017,2467
"20003",2210000,"Powiat nowodworski",2017,3855
"20004",2211000,"Powiat pucki",2017,4484
"20005",2212000,"Powiat słupski",2017,3422
"20006",2213000,"Powiat starogardzki",2017,2985
"20007",2214000,"Powiat tczewski",2017,3440
"20008",2215000,"Powiat wejherowski",2017,4263
"20009",2216000,"Powiat sztumski",2017,1838
"20010",2261000,"Powiat m.Gdańsk",2017,5867
"20011",2262000,"Powiat m.Gdynia",2017,5640
"20012",2263000,"Powiat m.Słupsk",2017,3103
"20013",2264000,"Powiat m.Sopot",2017,9048
"20014",2401000,"Powiat będziński",2017,2381
"20015",2402000,"Powiat bielski",2017,2504
"20016",2403000,"Powiat cieszyński",2017,2890
"20017",2404000,"Powiat częstochowski",2017,1837
"20018",2405000,"Powiat gliwicki",2017,2527
"20019",2406000,"Powiat kłobucki",2017,2883
"20020",2407000,"Powiat lubliniecki",2017,2446
"20021",2408000,"Powiat mikołowski",2017,2786
"20022",2409000,"Powiat myszkowski",2017,2022
"20023",2410000,"Powiat pszczyński",2017,2273
"20024",2411000,"Powiat raciborski",2017,1832
"20025",2412000,"Powiat rybnicki",2017,2161
"20026",2413000,"Powiat tarnogórski",2017,2247
"20027",2414000,"Powiat bieruńsko-lędziński",2017,2706
"20028",2415000,"Powiat wodzisławski",2017,1917
"20029",2416000,"Powiat zawierciański",2017,1785
"20030",2417000,"Powiat żywiecki",2017,2659
"20031",2461000,"Powiat m.Bielsko-Biała",2017,3316
"20032",2462000,"Powiat m.Bytom",2017,1845
"20033",2463000,"Powiat m.Chorzów",2017,2694
"20034",2464000,"Powiat m.Częstochowa",2017,2899
"20035",2465000,"Powiat m.Dąbrowa Górnicza",2017,2528
"20036",2466000,"Powiat m.Gliwice",2017,3049
"20037",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1942
"20038",2468000,"Powiat m.Jaworzno",2017,2976
"20039",2469000,"Powiat m.Katowice",2017,3445
"20040",2470000,"Powiat m.Mysłowice",2017,2560
"20041",2471000,"Powiat m.Piekary Śląskie",2017,2149
"20042",2472000,"Powiat m.Ruda Śląska",2017,2190
"20043",2473000,"Powiat m.Rybnik",2017,2339
"20044",2474000,"Powiat m.Siemianowice Śląskie",2017,2576
"20045",2475000,"Powiat m.Sosnowiec",2017,2430
"20046",2476000,"Powiat m.Świętochłowice",2017,2301
"20047",2477000,"Powiat m.Tychy",2017,3501
"20048",2478000,"Powiat m.Zabrze",2017,2316
"20049",2479000,"Powiat m.Żory",2017,2411
"20050",2601000,"Powiat buski",2017,3048
"20051",2602000,"Powiat jędrzejowski",2017,2430
"20052",2603000,"Powiat kazimierski",2017,2514
"20053",2604000,"Powiat kielecki",2017,2006
"20054",2605000,"Powiat konecki",2017,2438
"20055",2606000,"Powiat opatowski",2017,2110
"20056",2607000,"Powiat ostrowiecki",2017,2133
"20057",2608000,"Powiat pińczowski",2017,2039
"20058",2609000,"Powiat sandomierski",2017,2729
"20059",2610000,"Powiat skarżyski",2017,1987
"20060",2611000,"Powiat starachowicki",2017,2515
"20061",2612000,"Powiat staszowski",2017,2318
"20062",2613000,"Powiat włoszczowski",2017,2655
"20063",2661000,"Powiat m.Kielce",2017,3600
"20064",2801000,"Powiat bartoszycki",2017,2000
"20065",2802000,"Powiat braniewski",2017,2133
"20066",2803000,"Powiat działdowski",2017,2321
"20067",2804000,"Powiat elbląski",2017,1868
"20068",2805000,"Powiat ełcki",2017,2652
"20069",2806000,"Powiat giżycki",2017,2882
"20070",2807000,"Powiat iławski",2017,3186
"20071",2808000,"Powiat kętrzyński",2017,1864
"20072",2809000,"Powiat lidzbarski",2017,2264
"20073",2810000,"Powiat mrągowski",2017,2677
"20074",2811000,"Powiat nidzicki",2017,2128
"20075",2812000,"Powiat nowomiejski",2017,2232
"20076",2813000,"Powiat olecki",2017,2238
"20077",2814000,"Powiat olsztyński",2017,2929
"20078",2815000,"Powiat ostródzki",2017,2561
"20079",2816000,"Powiat piski",2017,2169
"20080",2817000,"Powiat szczycieński",2017,2639
"20081",2818000,"Powiat gołdapski",2017,1865
"20082",2819000,"Powiat węgorzewski",2017,2753
"20083",2861000,"Powiat m.Elbląg",2017,3081
"20084",2862000,"Powiat m.Olsztyn",2017,4153
"20085",3001000,"Powiat chodzieski",2017,2519
"20086",3002000,"Powiat czarnkowsko-trzcianecki",2017,2134
"20087",3003000,"Powiat gnieźnieński",2017,3034
"20088",3004000,"Powiat gostyński",2017,2668
