"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_twardej_nawierzchni_na_10_tys_ludnosci_km"
"6729",2416000,"Powiat zawierciański",2007,90.2
"6730",2417000,"Powiat żywiecki",2007,78.6
"6731",2461000,"Powiat m.Bielsko-Biała",2007,24.7
"6732",2462000,"Powiat m.Bytom",2007,9.2
"6733",2463000,"Powiat m.Chorzów",2007,11.4
"6734",2464000,"Powiat m.Częstochowa",2007,16.4
"6735",2465000,"Powiat m.Dąbrowa Górnicza",2007,26.4
"6736",2466000,"Powiat m.Gliwice",2007,15.4
"6737",2467000,"Powiat m.Jastrzębie-Zdrój",2007,30.6
"6738",2468000,"Powiat m.Jaworzno",2007,25.2
"6739",2469000,"Powiat m.Katowice",2007,15.7
"6740",2470000,"Powiat m.Mysłowice",2007,16
"6741",2471000,"Powiat m.Piekary Śląskie",2007,21.5
"6742",2472000,"Powiat m.Ruda Śląska",2007,15.3
"6743",2473000,"Powiat m.Rybnik",2007,24.1
"6744",2474000,"Powiat m.Siemianowice Śląskie",2007,13.6
"6745",2475000,"Powiat m.Sosnowiec",2007,13.8
"6746",2476000,"Powiat m.Świętochłowice",2007,13.1
"6747",2477000,"Powiat m.Tychy",2007,18.7
"6748",2478000,"Powiat m.Zabrze",2007,13.8
"6749",2479000,"Powiat m.Żory",2007,16.6
"6750",2601000,"Powiat buski",2007,167.9
"6751",2602000,"Powiat jędrzejowski",2007,110.7
"6752",2603000,"Powiat kazimierski",2007,133.3
"6753",2604000,"Powiat kielecki",2007,78.1
"6754",2605000,"Powiat konecki",2007,91.6
"6755",2606000,"Powiat opatowski",2007,160.5
"6756",2607000,"Powiat ostrowiecki",2007,50.5
"6757",2608000,"Powiat pińczowski",2007,121.9
"6758",2609000,"Powiat sandomierski",2007,86.9
"6759",2610000,"Powiat skarżyski",2007,35.6
"6760",2611000,"Powiat starachowicki",2007,46.9
"6761",2612000,"Powiat staszowski",2007,174.3
"6762",2613000,"Powiat włoszczowski",2007,123.9
"6763",2661000,"Powiat m.Kielce",2007,11.2
"6764",2801000,"Powiat bartoszycki",2007,80.3
"6765",2802000,"Powiat braniewski",2007,89.9
"6766",2803000,"Powiat działdowski",2007,72.5
"6767",2804000,"Powiat elbląski",2007,134.7
"6768",2805000,"Powiat ełcki",2007,45.9
"6769",2806000,"Powiat giżycki",2007,60.3
"6770",2807000,"Powiat iławski",2007,77.5
"6771",2808000,"Powiat kętrzyński",2007,69.2
"6772",2809000,"Powiat lidzbarski",2007,63.3
"6773",2810000,"Powiat mrągowski",2007,81
"6774",2811000,"Powiat nidzicki",2007,109.5
"6775",2812000,"Powiat nowomiejski",2007,98.6
"6776",2813000,"Powiat olecki",2007,92.8
"6777",2814000,"Powiat olsztyński",2007,71.8
"6778",2815000,"Powiat ostródzki",2007,64.5
"6779",2816000,"Powiat piski",2007,77.2
"6780",2817000,"Powiat szczycieński",2007,83.8
"6781",2818000,"Powiat gołdapski",2007,80.5
"6782",2819000,"Powiat węgorzewski",2007,97.6
"6783",2861000,"Powiat m.Elbląg",2007,12.2
"6784",2862000,"Powiat m.Olsztyn",2007,10.7
"6785",3001000,"Powiat chodzieski",2007,72.2
"6786",3002000,"Powiat czarnkowsko-trzcianecki",2007,51.9
"6787",3003000,"Powiat gnieźnieński",2007,76.2
"6788",3004000,"Powiat gostyński",2007,163.4
"6789",3005000,"Powiat grodziski",2007,70.7
"6790",3006000,"Powiat jarociński",2007,72.8
"6791",3007000,"Powiat kaliski",2007,111.2
"6792",3008000,"Powiat kępiński",2007,75.5
"6793",3009000,"Powiat kolski",2007,105.7
"6794",3010000,"Powiat koniński",2007,127.9
"6795",3011000,"Powiat kościański",2007,59.6
"6796",3012000,"Powiat krotoszyński",2007,95.8
"6797",3013000,"Powiat leszczyński",2007,94.2
"6798",3014000,"Powiat międzychodzki",2007,56.1
"6799",3015000,"Powiat nowotomyski",2007,56.2
"6800",3016000,"Powiat obornicki",2007,63.1
"6801",3017000,"Powiat ostrowski",2007,60
"6802",3018000,"Powiat ostrzeszowski",2007,108.3
"6803",3019000,"Powiat pilski",2007,51.5
"6804",3020000,"Powiat pleszewski",2007,111.6
"6805",3021000,"Powiat poznański",2007,46.4
"6806",3022000,"Powiat rawicki",2007,77.1
"6807",3023000,"Powiat słupecki",2007,116.3
"6808",3024000,"Powiat szamotulski",2007,72.6
"6809",3025000,"Powiat średzki",2007,88.7
"6810",3026000,"Powiat śremski",2007,63.2
"6811",3027000,"Powiat turecki",2007,81.3
"6812",3028000,"Powiat wągrowiecki",2007,103.7
"6813",3029000,"Powiat wolsztyński",2007,58.2
"6814",3030000,"Powiat wrzesiński",2007,74.1
"6815",3031000,"Powiat złotowski",2007,84.7
"6816",3061000,"Powiat m.Kalisz",2007,13.7
"6817",3062000,"Powiat m.Konin",2007,13.6
"6818",3063000,"Powiat m.Leszno",2007,13.6
"6819",3064000,"Powiat m.Poznań",2007,13.6
"6820",3201000,"Powiat białogardzki",2007,77
"6821",3202000,"Powiat choszczeński",2007,95.3
"6822",3203000,"Powiat drawski",2007,83.7
"6823",3204000,"Powiat goleniowski",2007,83.6
"6824",3205000,"Powiat gryficki",2007,72.5
"6825",3206000,"Powiat gryfiński",2007,87.3
"6826",3207000,"Powiat kamieński",2007,75.9
"6827",3208000,"Powiat kołobrzeski",2007,55.3
"6828",3209000,"Powiat koszaliński",2007,94
"6829",3210000,"Powiat myśliborski",2007,80.1
"6830",3211000,"Powiat policki",2007,45.2
"6831",3212000,"Powiat pyrzycki",2007,88.8
"6832",3213000,"Powiat sławieński",2007,109.3
"6833",3214000,"Powiat stargardzki",2007,64.1
"6834",3215000,"Powiat szczecinecki",2007,82.6
"6835",3216000,"Powiat świdwiński",2007,82.2
"6836",3217000,"Powiat wałecki",2007,58.7
"6837",3218000,"Powiat łobeski",2007,107.9
"6838",3261000,"Powiat m.Koszalin",2007,9.6
"6839",3262000,"Powiat m.Szczecin",2007,19
"6840",3263000,"Powiat m.Świnoujście",2007,20.2
"6841",201000,"Powiat bolesławiecki",2008,60.2
"6842",202000,"Powiat dzierżoniowski",2008,42.2
"6843",203000,"Powiat głogowski",2008,34.7
"6844",204000,"Powiat górowski",2008,114.7
"6845",205000,"Powiat jaworski",2008,89.8
"6846",206000,"Powiat jeleniogórski",2008,100.8
"6847",207000,"Powiat kamiennogórski",2008,70.1
"6848",208000,"Powiat kłodzki",2008,79.1
"6849",209000,"Powiat legnicki",2008,84.4
"6850",210000,"Powiat lubański",2008,76.2
"6851",211000,"Powiat lubiński",2008,36.3
"6852",212000,"Powiat lwówecki",2008,118.8
"6853",213000,"Powiat milicki",2008,98.4
"6854",214000,"Powiat oleśnicki",2008,67.9
"6855",215000,"Powiat oławski",2008,43.7
"6856",216000,"Powiat polkowicki",2008,62.5
"6857",217000,"Powiat strzeliński",2008,110.9
"6858",218000,"Powiat średzki",2008,84.8
"6859",219000,"Powiat świdnicki",2008,42.8
"6860",220000,"Powiat trzebnicki",2008,70.5
"6861",221000,"Powiat wałbrzyski",2008,29.1
"6862",222000,"Powiat wołowski",2008,66.8
"6863",223000,"Powiat wrocławski",2008,86.5
"6864",224000,"Powiat ząbkowicki",2008,78.9
"6865",225000,"Powiat zgorzelecki",2008,52.4
"6866",226000,"Powiat złotoryjski",2008,84.6
"6867",261000,"Powiat m.Jelenia Góra",2008,23.3
"6868",262000,"Powiat m.Legnica",2008,18.3
"6869",264000,"Powiat m.Wrocław",2008,11.9
"6870",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"6871",401000,"Powiat aleksandrowski",2008,75.7
"6872",402000,"Powiat brodnicki",2008,76.9
"6873",403000,"Powiat bydgoski",2008,58.7
"6874",404000,"Powiat chełmiński",2008,80.9
"6875",405000,"Powiat golubsko-dobrzyński",2008,79.2
"6876",406000,"Powiat grudziądzki",2008,151.6
"6877",407000,"Powiat inowrocławski",2008,50.6
"6878",408000,"Powiat lipnowski",2008,72.6
"6879",409000,"Powiat mogileński",2008,136.3
"6880",410000,"Powiat nakielski",2008,71.2
"6881",411000,"Powiat radziejowski",2008,152.4
"6882",412000,"Powiat rypiński",2008,79
"6883",413000,"Powiat sępoleński",2008,114
"6884",414000,"Powiat świecki",2008,77.5
"6885",415000,"Powiat toruński",2008,67.1
"6886",416000,"Powiat tucholski",2008,104.1
"6887",417000,"Powiat wąbrzeski",2008,80.7
"6888",418000,"Powiat włocławski",2008,114.7
"6889",419000,"Powiat żniński",2008,112.5
"6890",461000,"Powiat m.Bydgoszcz",2008,11.3
"6891",462000,"Powiat m.Grudziądz",2008,12.2
"6892",463000,"Powiat m.Toruń",2008,12.3
"6893",464000,"Powiat m.Włocławek",2008,9.8
"6894",601000,"Powiat bialski",2008,116.2
"6895",602000,"Powiat biłgorajski",2008,82.1
"6896",603000,"Powiat chełmski",2008,118.4
"6897",604000,"Powiat hrubieszowski",2008,132.4
"6898",605000,"Powiat janowski",2008,104
"6899",606000,"Powiat krasnostawski",2008,101.8
"6900",607000,"Powiat kraśnicki",2008,68.7
"6901",608000,"Powiat lubartowski",2008,73.5
"6902",609000,"Powiat lubelski",2008,100.2
"6903",610000,"Powiat łęczyński",2008,87.3
"6904",611000,"Powiat łukowski",2008,90.2
"6905",612000,"Powiat opolski",2008,88.5
"6906",613000,"Powiat parczewski",2008,112.1
"6907",614000,"Powiat puławski",2008,54.8
"6908",615000,"Powiat radzyński",2008,109
"6909",616000,"Powiat rycki",2008,92.4
"6910",617000,"Powiat świdnicki",2008,51.2
"6911",618000,"Powiat tomaszowski",2008,105.4
"6912",619000,"Powiat włodawski",2008,86.3
"6913",620000,"Powiat zamojski",2008,99.1
"6914",661000,"Powiat m.Biała Podlaska",2008,20.9
"6915",662000,"Powiat m.Chełm",2008,15.6
"6916",663000,"Powiat m.Lublin",2008,7.4
"6917",664000,"Powiat m.Zamość",2008,14.6
"6918",801000,"Powiat gorzowski",2008,75.6
"6919",802000,"Powiat krośnieński",2008,78.7
"6920",803000,"Powiat międzyrzecki",2008,71.8
"6921",804000,"Powiat nowosolski",2008,41.6
"6922",805000,"Powiat słubicki",2008,74.2
"6923",806000,"Powiat strzelecko-drezdenecki",2008,77.8
"6924",807000,"Powiat sulęciński",2008,109.2
"6925",808000,"Powiat świebodziński",2008,85.2
"6926",809000,"Powiat zielonogórski",2008,70.9
"6927",810000,"Powiat żagański",2008,60.7
"6928",811000,"Powiat żarski",2008,80.9
"6929",812000,"Powiat wschowski",2008,50.3
"6930",861000,"Powiat m.Gorzów Wielkopolski",2008,9.6
"6931",862000,"Powiat m.Zielona Góra",2008,12.9
"6932",1001000,"Powiat bełchatowski",2008,67.5
"6933",1002000,"Powiat kutnowski",2008,99
"6934",1003000,"Powiat łaski",2008,83.4
"6935",1004000,"Powiat łęczycki",2008,140.6
"6936",1005000,"Powiat łowicki",2008,120.1
"6937",1006000,"Powiat łódzki wschodni",2008,69.7
"6938",1007000,"Powiat opoczyński",2008,76.4
"6939",1008000,"Powiat pabianicki",2008,34
"6940",1009000,"Powiat pajęczański",2008,109.8
"6941",1010000,"Powiat piotrkowski",2008,122.4
"6942",1011000,"Powiat poddębicki",2008,97
"6943",1012000,"Powiat radomszczański",2008,78.2
"6944",1013000,"Powiat rawski",2008,96
"6945",1014000,"Powiat sieradzki",2008,76.9
"6946",1015000,"Powiat skierniewicki",2008,136.9
"6947",1016000,"Powiat tomaszowski",2008,73.6
"6948",1017000,"Powiat wieluński",2008,75.3
"6949",1018000,"Powiat wieruszowski",2008,124.1
"6950",1019000,"Powiat zduńskowolski",2008,48.6
"6951",1020000,"Powiat zgierski",2008,46.6
"6952",1021000,"Powiat brzeziński",2008,87.6
"6953",1061000,"Powiat m.Łódź",2008,10
"6954",1062000,"Powiat m.Piotrków Trybunalski",2008,22.3
"6955",1063000,"Powiat m.Skierniewice",2008,22.5
"6956",1201000,"Powiat bocheński",2008,84.3
"6957",1202000,"Powiat brzeski",2008,82.7
"6958",1203000,"Powiat chrzanowski",2008,58
"6959",1204000,"Powiat dąbrowski",2008,144.8
"6960",1205000,"Powiat gorlicki",2008,75.7
"6961",1206000,"Powiat krakowski",2008,79.9
"6962",1207000,"Powiat limanowski",2008,82
"6963",1208000,"Powiat miechowski",2008,201.1
"6964",1209000,"Powiat myślenicki",2008,56.2
"6965",1210000,"Powiat nowosądecki",2008,117.7
"6966",1211000,"Powiat nowotarski",2008,57
"6967",1212000,"Powiat olkuski",2008,63.1
"6968",1213000,"Powiat oświęcimski",2008,44.3
"6969",1214000,"Powiat proszowicki",2008,163.6
"6970",1215000,"Powiat suski",2008,56.5
"6971",1216000,"Powiat tarnowski",2008,93.5
"6972",1217000,"Powiat tatrzański",2008,55.4
"6973",1218000,"Powiat wadowicki",2008,69.1
"6974",1219000,"Powiat wielicki",2008,72.3
"6975",1261000,"Powiat m.Kraków",2008,12
"6976",1262000,"Powiat m.Nowy Sącz",2008,24.6
"6977",1263000,"Powiat m.Tarnów",2008,23
"6978",1401000,"Powiat białobrzeski",2008,128.7
"6979",1402000,"Powiat ciechanowski",2008,90.3
"6980",1403000,"Powiat garwoliński",2008,76.7
"6981",1404000,"Powiat gostyniński",2008,87
"6982",1405000,"Powiat grodziski",2008,41.1
"6983",1406000,"Powiat grójecki",2008,100.2
"6984",1407000,"Powiat kozienicki",2008,80
"6985",1408000,"Powiat legionowski",2008,35.6
"6986",1409000,"Powiat lipski",2008,120.5
"6987",1410000,"Powiat łosicki",2008,142.5
"6988",1411000,"Powiat makowski",2008,120.6
"6989",1412000,"Powiat miński",2008,53.7
"6990",1413000,"Powiat mławski",2008,110.6
"6991",1414000,"Powiat nowodworski",2008,61.6
"6992",1415000,"Powiat ostrołęcki",2008,146.8
"6993",1416000,"Powiat ostrowski",2008,93.1
"6994",1417000,"Powiat otwocki",2008,37.2
"6995",1418000,"Powiat piaseczyński",2008,39.7
"6996",1419000,"Powiat płocki",2008,82.9
"6997",1420000,"Powiat płoński",2008,115.3
"6998",1421000,"Powiat pruszkowski",2008,37.4
"6999",1422000,"Powiat przasnyski",2008,125.1
"7000",1423000,"Powiat przysuski",2008,107.5
"7001",1424000,"Powiat pułtuski",2008,133.5
"7002",1425000,"Powiat radomski",2008,69.5
"7003",1426000,"Powiat siedlecki",2008,114.9
"7004",1427000,"Powiat sierpecki",2008,98.7
"7005",1428000,"Powiat sochaczewski",2008,70.5
"7006",1429000,"Powiat sokołowski",2008,113
"7007",1430000,"Powiat szydłowiecki",2008,86.7
"7008",1432000,"Powiat warszawski zachodni",2008,46.4
"7009",1433000,"Powiat węgrowski",2008,84.1
"7010",1434000,"Powiat wołomiński",2008,49.2
"7011",1435000,"Powiat wyszkowski",2008,71.2
"7012",1436000,"Powiat zwoleński",2008,94.5
"7013",1437000,"Powiat żuromiński",2008,121
"7014",1438000,"Powiat żyrardowski",2008,60.2
"7015",1461000,"Powiat m.Ostrołęka",2008,17.8
"7016",1462000,"Powiat m.Płock",2008,13.5
"7017",1463000,"Powiat m.Radom",2008,10.1
"7018",1464000,"Powiat m.Siedlce",2008,14
"7019",1465000,"Powiat m. st. Warszawa",2008,10.4
"7020",1601000,"Powiat brzeski",2008,55.3
"7021",1602000,"Powiat głubczycki",2008,102.3
"7022",1603000,"Powiat kędzierzyńsko-kozielski",2008,50.7
"7023",1604000,"Powiat kluczborski",2008,76.4
"7024",1605000,"Powiat krapkowicki",2008,64.4
"7025",1606000,"Powiat namysłowski",2008,95.2
"7026",1607000,"Powiat nyski",2008,59
"7027",1608000,"Powiat oleski",2008,84
"7028",1609000,"Powiat opolski",2008,82.4
"7029",1610000,"Powiat prudnicki",2008,69.8
"7030",1611000,"Powiat strzelecki",2008,79
"7031",1661000,"Powiat m.Opole",2008,13.6
"7032",1801000,"Powiat bieszczadzki",2008,155.7
"7033",1802000,"Powiat brzozowski",2008,54.2
"7034",1803000,"Powiat dębicki",2008,72.9
"7035",1804000,"Powiat jarosławski",2008,63.5
"7036",1805000,"Powiat jasielski",2008,56.5
"7037",1806000,"Powiat kolbuszowski",2008,72.9
"7038",1807000,"Powiat krośnieński",2008,64.6
"7039",1808000,"Powiat leżajski",2008,53.6
"7040",1809000,"Powiat lubaczowski",2008,89.8
"7041",1810000,"Powiat łańcucki",2008,53.8
"7042",1811000,"Powiat mielecki",2008,61.1
"7043",1812000,"Powiat niżański",2008,75.4
"7044",1813000,"Powiat przemyski",2008,89.9
"7045",1814000,"Powiat przeworski",2008,68.6
"7046",1815000,"Powiat ropczycko-sędziszowski",2008,62.8
"7047",1816000,"Powiat rzeszowski",2008,67.6
"7048",1817000,"Powiat sanocki",2008,47.8
"7049",1818000,"Powiat stalowowolski",2008,36.5
"7050",1819000,"Powiat strzyżowski",2008,69.4
"7051",1820000,"Powiat tarnobrzeski",2008,72.3
"7052",1821000,"Powiat leski",2008,80.6
"7053",1861000,"Powiat m.Krosno",2008,25.6
"7054",1862000,"Powiat m.Przemyśl",2008,20.2
"7055",1863000,"Powiat m.Rzeszów",2008,11
"7056",1864000,"Powiat m.Tarnobrzeg",2008,23.1
"7057",2001000,"Powiat augustowski",2008,83.8
"7058",2002000,"Powiat białostocki",2008,88.2
"7059",2003000,"Powiat bielski",2008,122.2
"7060",2004000,"Powiat grajewski",2008,101.6
"7061",2005000,"Powiat hajnowski",2008,115.8
"7062",2006000,"Powiat kolneński",2008,118.5
"7063",2007000,"Powiat łomżyński",2008,116.6
"7064",2008000,"Powiat moniecki",2008,112.4
"7065",2009000,"Powiat sejneński",2008,149.2
"7066",2010000,"Powiat siemiatycki",2008,149
"7067",2011000,"Powiat sokólski",2008,119.6
"7068",2012000,"Powiat suwalski",2008,147.6
"7069",2013000,"Powiat wysokomazowiecki",2008,146.8
"7070",2014000,"Powiat zambrowski",2008,88.1
"7071",2061000,"Powiat m.Białystok",2008,9.9
"7072",2062000,"Powiat m.Łomża",2008,11.3
"7073",2063000,"Powiat m.Suwałki",2008,14
"7074",2201000,"Powiat bytowski",2008,98
"7075",2202000,"Powiat chojnicki",2008,47.4
"7076",2203000,"Powiat człuchowski",2008,111.8
"7077",2204000,"Powiat gdański",2008,58.7
"7078",2205000,"Powiat kartuski",2008,51.8
"7079",2206000,"Powiat kościerski",2008,65.9
"7080",2207000,"Powiat kwidzyński",2008,45
"7081",2208000,"Powiat lęborski",2008,49.7
"7082",2209000,"Powiat malborski",2008,65
"7083",2210000,"Powiat nowodworski",2008,154.9
"7084",2211000,"Powiat pucki",2008,44.5
"7085",2212000,"Powiat słupski",2008,91.8
"7086",2213000,"Powiat starogardzki",2008,45.5
"7087",2214000,"Powiat tczewski",2008,35.8
"7088",2215000,"Powiat wejherowski",2008,32.1
"7089",2216000,"Powiat sztumski",2008,72
"7090",2261000,"Powiat m.Gdańsk",2008,11.6
"7091",2262000,"Powiat m.Gdynia",2008,12.4
"7092",2263000,"Powiat m.Słupsk",2008,11.8
"7093",2264000,"Powiat m.Sopot",2008,14.2
"7094",2401000,"Powiat będziński",2008,40.6
"7095",2402000,"Powiat bielski",2008,72.8
"7096",2403000,"Powiat cieszyński",2008,91.5
"7097",2404000,"Powiat częstochowski",2008,85.6
"7098",2405000,"Powiat gliwicki",2008,59.9
"7099",2406000,"Powiat kłobucki",2008,104
"7100",2407000,"Powiat lubliniecki",2008,97.6
"7101",2408000,"Powiat mikołowski",2008,46.9
"7102",2409000,"Powiat myszkowski",2008,67.4
"7103",2410000,"Powiat pszczyński",2008,53.3
"7104",2411000,"Powiat raciborski",2008,48
"7105",2412000,"Powiat rybnicki",2008,51.7
"7106",2413000,"Powiat tarnogórski",2008,44.8
"7107",2414000,"Powiat bieruńsko-lędziński",2008,61.1
"7108",2415000,"Powiat wodzisławski",2008,43
"7109",2416000,"Powiat zawierciański",2008,90.6
"7110",2417000,"Powiat żywiecki",2008,78.5
"7111",2461000,"Powiat m.Bielsko-Biała",2008,24.7
"7112",2462000,"Powiat m.Bytom",2008,9.3
"7113",2463000,"Powiat m.Chorzów",2008,11.4
"7114",2464000,"Powiat m.Częstochowa",2008,16.6
"7115",2465000,"Powiat m.Dąbrowa Górnicza",2008,26.6
"7116",2466000,"Powiat m.Gliwice",2008,12.2
"7117",2467000,"Powiat m.Jastrzębie-Zdrój",2008,30.7
"7118",2468000,"Powiat m.Jaworzno",2008,26.5
"7119",2469000,"Powiat m.Katowice",2008,16
"7120",2470000,"Powiat m.Mysłowice",2008,16.1
"7121",2471000,"Powiat m.Piekary Śląskie",2008,21.6
"7122",2472000,"Powiat m.Ruda Śląska",2008,15.5
"7123",2473000,"Powiat m.Rybnik",2008,24.1
"7124",2474000,"Powiat m.Siemianowice Śląskie",2008,12.9
"7125",2475000,"Powiat m.Sosnowiec",2008,15.2
"7126",2476000,"Powiat m.Świętochłowice",2008,13.1
"7127",2477000,"Powiat m.Tychy",2008,18.4
"7128",2478000,"Powiat m.Zabrze",2008,13.8
"7129",2479000,"Powiat m.Żory",2008,16.6
"7130",2601000,"Powiat buski",2008,169.4
"7131",2602000,"Powiat jędrzejowski",2008,111.1
"7132",2603000,"Powiat kazimierski",2008,134.7
"7133",2604000,"Powiat kielecki",2008,78.2
"7134",2605000,"Powiat konecki",2008,92
"7135",2606000,"Powiat opatowski",2008,163.9
"7136",2607000,"Powiat ostrowiecki",2008,51.8
"7137",2608000,"Powiat pińczowski",2008,124.5
"7138",2609000,"Powiat sandomierski",2008,87.1
"7139",2610000,"Powiat skarżyski",2008,36.6
"7140",2611000,"Powiat starachowicki",2008,47.2
"7141",2612000,"Powiat staszowski",2008,175.5
"7142",2613000,"Powiat włoszczowski",2008,143.5
"7143",2661000,"Powiat m.Kielce",2008,11.2
"7144",2801000,"Powiat bartoszycki",2008,80.8
"7145",2802000,"Powiat braniewski",2008,89.5
"7146",2803000,"Powiat działdowski",2008,72.5
"7147",2804000,"Powiat elbląski",2008,135.1
"7148",2805000,"Powiat ełcki",2008,46.4
"7149",2806000,"Powiat giżycki",2008,61.3
"7150",2807000,"Powiat iławski",2008,77.2
"7151",2808000,"Powiat kętrzyński",2008,70.7
"7152",2809000,"Powiat lidzbarski",2008,64.2
"7153",2810000,"Powiat mrągowski",2008,81
"7154",2811000,"Powiat nidzicki",2008,108.5
"7155",2812000,"Powiat nowomiejski",2008,96.6
"7156",2813000,"Powiat olecki",2008,91.5
"7157",2814000,"Powiat olsztyński",2008,72.2
"7158",2815000,"Powiat ostródzki",2008,64
"7159",2816000,"Powiat piski",2008,79.1
"7160",2817000,"Powiat szczycieński",2008,84
"7161",2818000,"Powiat gołdapski",2008,81.6
"7162",2819000,"Powiat węgorzewski",2008,99
"7163",2861000,"Powiat m.Elbląg",2008,11.6
"7164",2862000,"Powiat m.Olsztyn",2008,10.8
"7165",3001000,"Powiat chodzieski",2008,73.5
"7166",3002000,"Powiat czarnkowsko-trzcianecki",2008,51.4
"7167",3003000,"Powiat gnieźnieński",2008,76.7
"7168",3004000,"Powiat gostyński",2008,163.9
"7169",3005000,"Powiat grodziski",2008,70.1
"7170",3006000,"Powiat jarociński",2008,72.5
"7171",3007000,"Powiat kaliski",2008,110.7
"7172",3008000,"Powiat kępiński",2008,77.5
"7173",3009000,"Powiat kolski",2008,106.8
"7174",3010000,"Powiat koniński",2008,133.1
"7175",3011000,"Powiat kościański",2008,59.6
"7176",3012000,"Powiat krotoszyński",2008,93.1
"7177",3013000,"Powiat leszczyński",2008,93.3
"7178",3014000,"Powiat międzychodzki",2008,56.6
"7179",3015000,"Powiat nowotomyski",2008,56.4
"7180",3016000,"Powiat obornicki",2008,63.4
"7181",3017000,"Powiat ostrowski",2008,70.8
"7182",3018000,"Powiat ostrzeszowski",2008,108.1
"7183",3019000,"Powiat pilski",2008,51.3
"7184",3020000,"Powiat pleszewski",2008,111.8
"7185",3021000,"Powiat poznański",2008,47.3
"7186",3022000,"Powiat rawicki",2008,77.6
"7187",3023000,"Powiat słupecki",2008,116.6
"7188",3024000,"Powiat szamotulski",2008,73.9
"7189",3025000,"Powiat średzki",2008,88.1
"7190",3026000,"Powiat śremski",2008,63.3
"7191",3027000,"Powiat turecki",2008,82.3
"7192",3028000,"Powiat wągrowiecki",2008,104.8
"7193",3029000,"Powiat wolsztyński",2008,58.2
"7194",3030000,"Powiat wrzesiński",2008,73.9
"7195",3031000,"Powiat złotowski",2008,85
"7196",3061000,"Powiat m.Kalisz",2008,14
"7197",3062000,"Powiat m.Konin",2008,13.8
"7198",3063000,"Powiat m.Leszno",2008,14.2
"7199",3064000,"Powiat m.Poznań",2008,13.9
"7200",3201000,"Powiat białogardzki",2008,77
"7201",3202000,"Powiat choszczeński",2008,95.4
"7202",3203000,"Powiat drawski",2008,84.9
"7203",3204000,"Powiat goleniowski",2008,83.4
"7204",3205000,"Powiat gryficki",2008,72.9
"7205",3206000,"Powiat gryfiński",2008,87.7
"7206",3207000,"Powiat kamieński",2008,78.9
"7207",3208000,"Powiat kołobrzeski",2008,54.2
"7208",3209000,"Powiat koszaliński",2008,93.4
"7209",3210000,"Powiat myśliborski",2008,80.5
"7210",3211000,"Powiat policki",2008,46
"7211",3212000,"Powiat pyrzycki",2008,89.6
"7212",3213000,"Powiat sławieński",2008,109.4
"7213",3214000,"Powiat stargardzki",2008,64.4
"7214",3215000,"Powiat szczecinecki",2008,84
"7215",3216000,"Powiat świdwiński",2008,82.9
"7216",3217000,"Powiat wałecki",2008,59
"7217",3218000,"Powiat łobeski",2008,108.5
"7218",3261000,"Powiat m.Koszalin",2008,9.9
"7219",3262000,"Powiat m.Szczecin",2008,19.1
"7220",3263000,"Powiat m.Świnoujście",2008,20.1
"7221",201000,"Powiat bolesławiecki",2009,60.3
"7222",202000,"Powiat dzierżoniowski",2009,44.1
"7223",203000,"Powiat głogowski",2009,35.2
"7224",204000,"Powiat górowski",2009,114.7
"7225",205000,"Powiat jaworski",2009,92.8
"7226",206000,"Powiat jeleniogórski",2009,102.1
"7227",207000,"Powiat kamiennogórski",2009,71.4
"7228",208000,"Powiat kłodzki",2009,77
"7229",209000,"Powiat legnicki",2009,80.4
"7230",210000,"Powiat lubański",2009,70.2
"7231",211000,"Powiat lubiński",2009,37.7
"7232",212000,"Powiat lwówecki",2009,120.5
"7233",213000,"Powiat milicki",2009,98
"7234",214000,"Powiat oleśnicki",2009,68.8
"7235",215000,"Powiat oławski",2009,43.7
"7236",216000,"Powiat polkowicki",2009,60.9
"7237",217000,"Powiat strzeliński",2009,112.5
"7238",218000,"Powiat średzki",2009,91.2
"7239",219000,"Powiat świdnicki",2009,43.2
"7240",220000,"Powiat trzebnicki",2009,69.3
"7241",221000,"Powiat wałbrzyski",2009,29.5
"7242",222000,"Powiat wołowski",2009,67.1
"7243",223000,"Powiat wrocławski",2009,85.7
"7244",224000,"Powiat ząbkowicki",2009,77.3
"7245",225000,"Powiat zgorzelecki",2009,53.4
"7246",226000,"Powiat złotoryjski",2009,86.9
"7247",261000,"Powiat m.Jelenia Góra",2009,24.1
"7248",262000,"Powiat m.Legnica",2009,19.2
"7249",264000,"Powiat m.Wrocław",2009,12
"7250",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"7251",401000,"Powiat aleksandrowski",2009,80.6
"7252",402000,"Powiat brodnicki",2009,83
"7253",403000,"Powiat bydgoski",2009,60.5
"7254",404000,"Powiat chełmiński",2009,90.1
"7255",405000,"Powiat golubsko-dobrzyński",2009,84.8
"7256",406000,"Powiat grudziądzki",2009,149.7
"7257",407000,"Powiat inowrocławski",2009,52.9
"7258",408000,"Powiat lipnowski",2009,81.3
"7259",409000,"Powiat mogileński",2009,136.3
"7260",410000,"Powiat nakielski",2009,80.1
"7261",411000,"Powiat radziejowski",2009,159.4
"7262",412000,"Powiat rypiński",2009,85.4
