"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_twardej_nawierzchni_na_10_tys_ludnosci_km"
"10155",2465000,"Powiat m.Dąbrowa Górnicza",2016,28.4
"10156",2466000,"Powiat m.Gliwice",2016,18.5
"10157",2467000,"Powiat m.Jastrzębie-Zdrój",2016,32.3
"10158",2468000,"Powiat m.Jaworzno",2016,33.4
"10159",2469000,"Powiat m.Katowice",2016,16.4
"10160",2470000,"Powiat m.Mysłowice",2016,23.8
"10161",2471000,"Powiat m.Piekary Śląskie",2016,21.2
"10162",2472000,"Powiat m.Ruda Śląska",2016,16.3
"10163",2473000,"Powiat m.Rybnik",2016,26.9
"10164",2474000,"Powiat m.Siemianowice Śląskie",2016,14.3
"10165",2475000,"Powiat m.Sosnowiec",2016,15.5
"10166",2476000,"Powiat m.Świętochłowice",2016,13.2
"10167",2477000,"Powiat m.Tychy",2016,18.1
"10168",2478000,"Powiat m.Zabrze",2016,15.3
"10169",2479000,"Powiat m.Żory",2016,25.9
"10170",2601000,"Powiat buski",2016,187.9
"10171",2602000,"Powiat jędrzejowski",2016,116.1
"10172",2603000,"Powiat kazimierski",2016,214.2
"10173",2604000,"Powiat kielecki",2016,90.4
"10174",2605000,"Powiat konecki",2016,96.1
"10175",2606000,"Powiat opatowski",2016,219.8
"10176",2607000,"Powiat ostrowiecki",2016,66.9
"10177",2608000,"Powiat pińczowski",2016,141.9
"10178",2609000,"Powiat sandomierski",2016,135
"10179",2610000,"Powiat skarżyski",2016,46
"10180",2611000,"Powiat starachowicki",2016,51.2
"10181",2612000,"Powiat staszowski",2016,190.8
"10182",2613000,"Powiat włoszczowski",2016,134.9
"10183",2661000,"Powiat m.Kielce",2016,13.7
"10184",2801000,"Powiat bartoszycki",2016,93.3
"10185",2802000,"Powiat braniewski",2016,98.5
"10186",2803000,"Powiat działdowski",2016,80.3
"10187",2804000,"Powiat elbląski",2016,146.8
"10188",2805000,"Powiat ełcki",2016,56.5
"10189",2806000,"Powiat giżycki",2016,65.7
"10190",2807000,"Powiat iławski",2016,81.5
"10191",2808000,"Powiat kętrzyński",2016,76.9
"10192",2809000,"Powiat lidzbarski",2016,69.4
"10193",2810000,"Powiat mrągowski",2016,70.8
"10194",2811000,"Powiat nidzicki",2016,143.1
"10195",2812000,"Powiat nowomiejski",2016,111.5
"10196",2813000,"Powiat olecki",2016,100.6
"10197",2814000,"Powiat olsztyński",2016,73.8
"10198",2815000,"Powiat ostródzki",2016,73.2
"10199",2816000,"Powiat piski",2016,87.8
"10200",2817000,"Powiat szczycieński",2016,92.1
"10201",2818000,"Powiat gołdapski",2016,82.4
"10202",2819000,"Powiat węgorzewski",2016,102.2
"10203",2861000,"Powiat m.Elbląg",2016,13.7
"10204",2862000,"Powiat m.Olsztyn",2016,13.1
"10205",3001000,"Powiat chodzieski",2016,111.8
"10206",3002000,"Powiat czarnkowsko-trzcianecki",2016,56.9
"10207",3003000,"Powiat gnieźnieński",2016,89.3
"10208",3004000,"Powiat gostyński",2016,113.1
"10209",3005000,"Powiat grodziski",2016,81.1
"10210",3006000,"Powiat jarociński",2016,85
"10211",3007000,"Powiat kaliski",2016,146
"10212",3008000,"Powiat kępiński",2016,83.9
"10213",3009000,"Powiat kolski",2016,118
"10214",3010000,"Powiat koniński",2016,154.6
"10215",3011000,"Powiat kościański",2016,66.3
"10216",3012000,"Powiat krotoszyński",2016,97.3
"10217",3013000,"Powiat leszczyński",2016,96.9
"10218",3014000,"Powiat międzychodzki",2016,63.5
"10219",3015000,"Powiat nowotomyski",2016,66.9
"10220",3016000,"Powiat obornicki",2016,71.6
"10221",3017000,"Powiat ostrowski",2016,68.2
"10222",3018000,"Powiat ostrzeszowski",2016,140.2
"10223",3019000,"Powiat pilski",2016,50.8
"10224",3020000,"Powiat pleszewski",2016,117.2
"10225",3021000,"Powiat poznański",2016,48
"10226",3022000,"Powiat rawicki",2016,84.7
"10227",3023000,"Powiat słupecki",2016,125.8
"10228",3024000,"Powiat szamotulski",2016,81.6
"10229",3025000,"Powiat średzki",2016,90.7
"10230",3026000,"Powiat śremski",2016,62.2
"10231",3027000,"Powiat turecki",2016,90.2
"10232",3028000,"Powiat wągrowiecki",2016,105.5
"10233",3029000,"Powiat wolsztyński",2016,62
"10234",3030000,"Powiat wrzesiński",2016,87.8
"10235",3031000,"Powiat złotowski",2016,93.9
"10236",3061000,"Powiat m.Kalisz",2016,20
"10237",3062000,"Powiat m.Konin",2016,21.3
"10238",3063000,"Powiat m.Leszno",2016,21.9
"10239",3064000,"Powiat m.Poznań",2016,15.5
"10240",3201000,"Powiat białogardzki",2016,80.9
"10241",3202000,"Powiat choszczeński",2016,112.4
"10242",3203000,"Powiat drawski",2016,87.9
"10243",3204000,"Powiat goleniowski",2016,84.3
"10244",3205000,"Powiat gryficki",2016,78.8
"10245",3206000,"Powiat gryfiński",2016,96.5
"10246",3207000,"Powiat kamieński",2016,78.7
"10247",3208000,"Powiat kołobrzeski",2016,60.9
"10248",3209000,"Powiat koszaliński",2016,103.9
"10249",3210000,"Powiat myśliborski",2016,95.2
"10250",3211000,"Powiat policki",2016,52.4
"10251",3212000,"Powiat pyrzycki",2016,96.3
"10252",3213000,"Powiat sławieński",2016,121.9
"10253",3214000,"Powiat stargardzki",2016,65.6
"10254",3215000,"Powiat szczecinecki",2016,82.5
"10255",3216000,"Powiat świdwiński",2016,94.6
"10256",3217000,"Powiat wałecki",2016,65
"10257",3218000,"Powiat łobeski",2016,106.1
"10258",3261000,"Powiat m.Koszalin",2016,16.2
"10259",3262000,"Powiat m.Szczecin",2016,16.6
"10260",3263000,"Powiat m.Świnoujście",2016,21.6
"10261",201000,"Powiat bolesławiecki",2017,67.1
"10262",202000,"Powiat dzierżoniowski",2017,47.1
"10263",203000,"Powiat głogowski",2017,46.3
"10264",204000,"Powiat górowski",2017,146.1
"10265",205000,"Powiat jaworski",2017,96.4
"10266",206000,"Powiat jeleniogórski",2017,101.6
"10267",207000,"Powiat kamiennogórski",2017,78.2
"10268",208000,"Powiat kłodzki",2017,78.6
"10269",209000,"Powiat legnicki",2017,88.7
"10270",210000,"Powiat lubański",2017,72.7
"10271",211000,"Powiat lubiński",2017,41.2
"10272",212000,"Powiat lwówecki",2017,127.3
"10273",213000,"Powiat milicki",2017,98.7
"10274",214000,"Powiat oleśnicki",2017,79.4
"10275",215000,"Powiat oławski",2017,43.9
"10276",216000,"Powiat polkowicki",2017,66.6
"10277",217000,"Powiat strzeliński",2017,115.5
"10278",218000,"Powiat średzki",2017,89.9
"10279",219000,"Powiat świdnicki",2017,47.9
"10280",220000,"Powiat trzebnicki",2017,80.1
"10281",221000,"Powiat wałbrzyski",2017,72
"10282",222000,"Powiat wołowski",2017,106.5
"10283",223000,"Powiat wrocławski",2017,70.2
"10284",224000,"Powiat ząbkowicki",2017,76.3
"10285",225000,"Powiat zgorzelecki",2017,58.3
"10286",226000,"Powiat złotoryjski",2017,97
"10287",261000,"Powiat m.Jelenia Góra",2017,26.6
"10288",262000,"Powiat m.Legnica",2017,20
"10289",264000,"Powiat m.Wrocław",2017,13.2
"10290",265000,"Powiat m.Wałbrzych od 2013",2017,14.5
"10291",401000,"Powiat aleksandrowski",2017,111.8
"10292",402000,"Powiat brodnicki",2017,100
"10293",403000,"Powiat bydgoski",2017,87.1
"10294",404000,"Powiat chełmiński",2017,108.2
"10295",405000,"Powiat golubsko-dobrzyński",2017,107.4
"10296",406000,"Powiat grudziądzki",2017,171.2
"10297",407000,"Powiat inowrocławski",2017,59.5
"10298",408000,"Powiat lipnowski",2017,104.3
"10299",409000,"Powiat mogileński",2017,143.2
"10300",410000,"Powiat nakielski",2017,82.1
"10301",411000,"Powiat radziejowski",2017,196.7
"10302",412000,"Powiat rypiński",2017,103.5
"10303",413000,"Powiat sępoleński",2017,104.3
"10304",414000,"Powiat świecki",2017,90.8
"10305",415000,"Powiat toruński",2017,97.5
"10306",416000,"Powiat tucholski",2017,125.1
"10307",417000,"Powiat wąbrzeski",2017,120.5
"10308",418000,"Powiat włocławski",2017,176.8
"10309",419000,"Powiat żniński",2017,123.9
"10310",461000,"Powiat m.Bydgoszcz",2017,13.9
"10311",462000,"Powiat m.Grudziądz",2017,14.7
"10312",463000,"Powiat m.Toruń",2017,16.8
"10313",464000,"Powiat m.Włocławek",2017,12.8
"10314",601000,"Powiat bialski",2017,134.9
"10315",602000,"Powiat biłgorajski",2017,91.6
"10316",603000,"Powiat chełmski",2017,166.7
"10317",604000,"Powiat hrubieszowski",2017,165.2
"10318",605000,"Powiat janowski",2017,132.9
"10319",606000,"Powiat krasnostawski",2017,114.9
"10320",607000,"Powiat kraśnicki",2017,79.8
"10321",608000,"Powiat lubartowski",2017,98.6
"10322",609000,"Powiat lubelski",2017,107.9
"10323",610000,"Powiat łęczyński",2017,106.2
"10324",611000,"Powiat łukowski",2017,109.8
"10325",612000,"Powiat opolski",2017,113.9
"10326",613000,"Powiat parczewski",2017,136
"10327",614000,"Powiat puławski",2017,74
"10328",615000,"Powiat radzyński",2017,140.7
"10329",616000,"Powiat rycki",2017,106.4
"10330",617000,"Powiat świdnicki",2017,68.6
"10331",618000,"Powiat tomaszowski",2017,130.5
"10332",619000,"Powiat włodawski",2017,120.8
"10333",620000,"Powiat zamojski",2017,122.2
"10334",661000,"Powiat m.Biała Podlaska",2017,27
"10335",662000,"Powiat m.Chełm",2017,18.4
"10336",663000,"Powiat m.Lublin",2017,13.8
"10337",664000,"Powiat m.Zamość",2017,17
"10338",801000,"Powiat gorzowski",2017,88.4
"10339",802000,"Powiat krośnieński",2017,83.2
"10340",803000,"Powiat międzyrzecki",2017,81.9
"10341",804000,"Powiat nowosolski",2017,50.3
"10342",805000,"Powiat słubicki",2017,89
"10343",806000,"Powiat strzelecko-drezdenecki",2017,88.2
"10344",807000,"Powiat sulęciński",2017,102.2
"10345",808000,"Powiat świebodziński",2017,98.4
"10346",809000,"Powiat zielonogórski",2017,73
"10347",810000,"Powiat żagański",2017,74.5
"10348",811000,"Powiat żarski",2017,80.3
"10349",812000,"Powiat wschowski",2017,57.3
"10350",861000,"Powiat m.Gorzów Wielkopolski",2017,14.4
"10351",862000,"Powiat m.Zielona Góra",2017,16.6
"10352",1001000,"Powiat bełchatowski",2017,81.3
"10353",1002000,"Powiat kutnowski",2017,133.5
"10354",1003000,"Powiat łaski",2017,98.7
"10355",1004000,"Powiat łęczycki",2017,178.7
"10356",1005000,"Powiat łowicki",2017,135.5
"10357",1006000,"Powiat łódzki wschodni",2017,84.4
"10358",1007000,"Powiat opoczyński",2017,94.3
"10359",1008000,"Powiat pabianicki",2017,47.1
"10360",1009000,"Powiat pajęczański",2017,118.2
"10361",1010000,"Powiat piotrkowski",2017,143.6
"10362",1011000,"Powiat poddębicki",2017,149.6
"10363",1012000,"Powiat radomszczański",2017,94
"10364",1013000,"Powiat rawski",2017,120.9
"10365",1014000,"Powiat sieradzki",2017,86.5
"10366",1015000,"Powiat skierniewicki",2017,173.6
"10367",1016000,"Powiat tomaszowski",2017,89.9
"10368",1017000,"Powiat wieluński",2017,115.9
"10369",1018000,"Powiat wieruszowski",2017,145.5
"10370",1019000,"Powiat zduńskowolski",2017,61.9
"10371",1020000,"Powiat zgierski",2017,60.9
"10372",1021000,"Powiat brzeziński",2017,109.3
"10373",1061000,"Powiat m.Łódź",2017,10.8
"10374",1062000,"Powiat m.Piotrków Trybunalski",2017,25.5
"10375",1063000,"Powiat m.Skierniewice",2017,26
"10376",1201000,"Powiat bocheński",2017,80.7
"10377",1202000,"Powiat brzeski",2017,100.5
"10378",1203000,"Powiat chrzanowski",2017,58.8
"10379",1204000,"Powiat dąbrowski",2017,167.5
"10380",1205000,"Powiat gorlicki",2017,105.1
"10381",1206000,"Powiat krakowski",2017,81.2
"10382",1207000,"Powiat limanowski",2017,76
"10383",1208000,"Powiat miechowski",2017,208.1
"10384",1209000,"Powiat myślenicki",2017,119.2
"10385",1210000,"Powiat nowosądecki",2017,105
"10386",1211000,"Powiat nowotarski",2017,86.9
"10387",1212000,"Powiat olkuski",2017,63.4
"10388",1213000,"Powiat oświęcimski",2017,48.4
"10389",1214000,"Powiat proszowicki",2017,169.4
"10390",1215000,"Powiat suski",2017,92.6
"10391",1216000,"Powiat tarnowski",2017,103.7
"10392",1217000,"Powiat tatrzański",2017,78.6
"10393",1218000,"Powiat wadowicki",2017,75.5
"10394",1219000,"Powiat wielicki",2017,62.3
"10395",1261000,"Powiat m.Kraków",2017,12.8
"10396",1262000,"Powiat m.Nowy Sącz",2017,26.1
"10397",1263000,"Powiat m.Tarnów",2017,22
"10398",1401000,"Powiat białobrzeski",2017,156.7
"10399",1402000,"Powiat ciechanowski",2017,108.7
"10400",1403000,"Powiat garwoliński",2017,107.9
"10401",1404000,"Powiat gostyniński",2017,117
"10402",1405000,"Powiat grodziski",2017,51.6
"10403",1406000,"Powiat grójecki",2017,115.3
"10404",1407000,"Powiat kozienicki",2017,99.9
"10405",1408000,"Powiat legionowski",2017,35.1
"10406",1409000,"Powiat lipski",2017,192.7
"10407",1410000,"Powiat łosicki",2017,159.2
"10408",1411000,"Powiat makowski",2017,188.5
"10409",1412000,"Powiat miński",2017,68
"10410",1413000,"Powiat mławski",2017,128.2
"10411",1414000,"Powiat nowodworski",2017,83
"10412",1415000,"Powiat ostrołęcki",2017,171.6
"10413",1416000,"Powiat ostrowski",2017,121.8
"10414",1417000,"Powiat otwocki",2017,45.3
"10415",1418000,"Powiat piaseczyński",2017,48.2
"10416",1419000,"Powiat płocki",2017,120.5
"10417",1420000,"Powiat płoński",2017,153.8
"10418",1421000,"Powiat pruszkowski",2017,40
"10419",1422000,"Powiat przasnyski",2017,154.2
"10420",1423000,"Powiat przysuski",2017,141.8
"10421",1424000,"Powiat pułtuski",2017,131.2
"10422",1425000,"Powiat radomski",2017,90.9
"10423",1426000,"Powiat siedlecki",2017,138.3
"10424",1427000,"Powiat sierpecki",2017,136
"10425",1428000,"Powiat sochaczewski",2017,87.1
"10426",1429000,"Powiat sokołowski",2017,143.1
"10427",1430000,"Powiat szydłowiecki",2017,97.8
"10428",1432000,"Powiat warszawski zachodni",2017,57.1
"10429",1433000,"Powiat węgrowski",2017,106.1
"10430",1434000,"Powiat wołomiński",2017,44.6
"10431",1435000,"Powiat wyszkowski",2017,98
"10432",1436000,"Powiat zwoleński",2017,158.4
"10433",1437000,"Powiat żuromiński",2017,123.9
"10434",1438000,"Powiat żyrardowski",2017,82.6
"10435",1461000,"Powiat m.Ostrołęka",2017,23.4
"10436",1462000,"Powiat m.Płock",2017,17.4
"10437",1463000,"Powiat m.Radom",2017,13.6
"10438",1464000,"Powiat m.Siedlce",2017,17.5
"10439",1465000,"Powiat m. st. Warszawa",2017,11.4
"10440",1601000,"Powiat brzeski",2017,56.5
"10441",1602000,"Powiat głubczycki",2017,111.4
"10442",1603000,"Powiat kędzierzyńsko-kozielski",2017,61.5
"10443",1604000,"Powiat kluczborski",2017,74.9
"10444",1605000,"Powiat krapkowicki",2017,58.3
"10445",1606000,"Powiat namysłowski",2017,99.1
"10446",1607000,"Powiat nyski",2017,60
"10447",1608000,"Powiat oleski",2017,104.8
"10448",1609000,"Powiat opolski",2017,78.1
"10449",1610000,"Powiat prudnicki",2017,67.9
"10450",1611000,"Powiat strzelecki",2017,87.1
"10451",1661000,"Powiat m.Opole",2017,23.5
"10452",1801000,"Powiat bieszczadzki",2017,114
"10453",1802000,"Powiat brzozowski",2017,67.5
"10454",1803000,"Powiat dębicki",2017,76.4
"10455",1804000,"Powiat jarosławski",2017,68
"10456",1805000,"Powiat jasielski",2017,60.2
"10457",1806000,"Powiat kolbuszowski",2017,97.5
"10458",1807000,"Powiat krośnieński",2017,70
"10459",1808000,"Powiat leżajski",2017,68.6
"10460",1809000,"Powiat lubaczowski",2017,112.6
"10461",1810000,"Powiat łańcucki",2017,58.5
"10462",1811000,"Powiat mielecki",2017,73.6
"10463",1812000,"Powiat niżański",2017,102.2
"10464",1813000,"Powiat przemyski",2017,110.2
"10465",1814000,"Powiat przeworski",2017,80.3
"10466",1815000,"Powiat ropczycko-sędziszowski",2017,76.8
"10467",1816000,"Powiat rzeszowski",2017,69.9
"10468",1817000,"Powiat sanocki",2017,63.1
"10469",1818000,"Powiat stalowowolski",2017,49.6
"10470",1819000,"Powiat strzyżowski",2017,77.9
"10471",1820000,"Powiat tarnobrzeski",2017,96.4
"10472",1821000,"Powiat leski",2017,84.5
"10473",1861000,"Powiat m.Krosno",2017,27.7
"10474",1862000,"Powiat m.Przemyśl",2017,25.5
"10475",1863000,"Powiat m.Rzeszów",2017,15.1
"10476",1864000,"Powiat m.Tarnobrzeg",2017,28.9
"10477",2001000,"Powiat augustowski",2017,119.1
"10478",2002000,"Powiat białostocki",2017,97.1
"10479",2003000,"Powiat bielski",2017,141.6
"10480",2004000,"Powiat grajewski",2017,129
"10481",2005000,"Powiat hajnowski",2017,145.9
"10482",2006000,"Powiat kolneński",2017,142.3
"10483",2007000,"Powiat łomżyński",2017,145.2
"10484",2008000,"Powiat moniecki",2017,128.4
"10485",2009000,"Powiat sejneński",2017,208.9
"10486",2010000,"Powiat siemiatycki",2017,181.7
"10487",2011000,"Powiat sokólski",2017,141.9
"10488",2012000,"Powiat suwalski",2017,186.6
"10489",2013000,"Powiat wysokomazowiecki",2017,192.9
"10490",2014000,"Powiat zambrowski",2017,112.6
"10491",2061000,"Powiat m.Białystok",2017,11.4
"10492",2062000,"Powiat m.Łomża",2017,14.9
"10493",2063000,"Powiat m.Suwałki",2017,17.4
"10494",2201000,"Powiat bytowski",2017,108.9
"10495",2202000,"Powiat chojnicki",2017,63
"10496",2203000,"Powiat człuchowski",2017,111.8
"10497",2204000,"Powiat gdański",2017,69
"10498",2205000,"Powiat kartuski",2017,66.2
"10499",2206000,"Powiat kościerski",2017,81
"10500",2207000,"Powiat kwidzyński",2017,55.9
"10501",2208000,"Powiat lęborski",2017,53.1
"10502",2209000,"Powiat malborski",2017,61.6
"10503",2210000,"Powiat nowodworski",2017,125
"10504",2211000,"Powiat pucki",2017,52.5
"10505",2212000,"Powiat słupski",2017,119.5
"10506",2213000,"Powiat starogardzki",2017,52
"10507",2214000,"Powiat tczewski",2017,41.7
"10508",2215000,"Powiat wejherowski",2017,39
"10509",2216000,"Powiat sztumski",2017,82.8
"10510",2261000,"Powiat m.Gdańsk",2017,14.2
"10511",2262000,"Powiat m.Gdynia",2017,13.8
"10512",2263000,"Powiat m.Słupsk",2017,14.5
"10513",2264000,"Powiat m.Sopot",2017,15.6
"10514",2401000,"Powiat będziński",2017,41.9
"10515",2402000,"Powiat bielski",2017,69.8
"10516",2403000,"Powiat cieszyński",2017,91.5
"10517",2404000,"Powiat częstochowski",2017,103.6
"10518",2405000,"Powiat gliwicki",2017,60.2
"10519",2406000,"Powiat kłobucki",2017,108.2
"10520",2407000,"Powiat lubliniecki",2017,112.4
"10521",2408000,"Powiat mikołowski",2017,47.4
"10522",2409000,"Powiat myszkowski",2017,76.5
"10523",2410000,"Powiat pszczyński",2017,55.2
"10524",2411000,"Powiat raciborski",2017,56.5
"10525",2412000,"Powiat rybnicki",2017,54.8
"10526",2413000,"Powiat tarnogórski",2017,47.9
"10527",2414000,"Powiat bieruńsko-lędziński",2017,61.3
"10528",2415000,"Powiat wodzisławski",2017,45.9
"10529",2416000,"Powiat zawierciański",2017,94.7
"10530",2417000,"Powiat żywiecki",2017,79
"10531",2461000,"Powiat m.Bielsko-Biała",2017,29.8
"10532",2462000,"Powiat m.Bytom",2017,10.3
"10533",2463000,"Powiat m.Chorzów",2017,11.9
"10534",2464000,"Powiat m.Częstochowa",2017,18
"10535",2465000,"Powiat m.Dąbrowa Górnicza",2017,28.5
"10536",2466000,"Powiat m.Gliwice",2017,18.8
"10537",2467000,"Powiat m.Jastrzębie-Zdrój",2017,32.4
"10538",2468000,"Powiat m.Jaworzno",2017,34.2
"10539",2469000,"Powiat m.Katowice",2017,16.5
"10540",2470000,"Powiat m.Mysłowice",2017,23.8
"10541",2471000,"Powiat m.Piekary Śląskie",2017,21.3
"10542",2472000,"Powiat m.Ruda Śląska",2017,16.4
"10543",2473000,"Powiat m.Rybnik",2017,26.9
"10544",2474000,"Powiat m.Siemianowice Śląskie",2017,14.4
"10545",2475000,"Powiat m.Sosnowiec",2017,15.7
"10546",2476000,"Powiat m.Świętochłowice",2017,13.2
"10547",2477000,"Powiat m.Tychy",2017,18.1
"10548",2478000,"Powiat m.Zabrze",2017,15.5
"10549",2479000,"Powiat m.Żory",2017,25.6
"10550",2601000,"Powiat buski",2017,190.4
"10551",2602000,"Powiat jędrzejowski",2017,121.4
"10552",2603000,"Powiat kazimierski",2017,220
"10553",2604000,"Powiat kielecki",2017,90.8
"10554",2605000,"Powiat konecki",2017,99.5
"10555",2606000,"Powiat opatowski",2017,218.2
"10556",2607000,"Powiat ostrowiecki",2017,69.5
"10557",2608000,"Powiat pińczowski",2017,147.7
"10558",2609000,"Powiat sandomierski",2017,139.1
"10559",2610000,"Powiat skarżyski",2017,46.7
"10560",2611000,"Powiat starachowicki",2017,51.9
"10561",2612000,"Powiat staszowski",2017,186.9
"10562",2613000,"Powiat włoszczowski",2017,145.1
"10563",2661000,"Powiat m.Kielce",2017,13.9
"10564",2801000,"Powiat bartoszycki",2017,89.2
"10565",2802000,"Powiat braniewski",2017,101.3
"10566",2803000,"Powiat działdowski",2017,81.3
"10567",2804000,"Powiat elbląski",2017,148
"10568",2805000,"Powiat ełcki",2017,57.5
"10569",2806000,"Powiat giżycki",2017,67.6
"10570",2807000,"Powiat iławski",2017,83.6
"10571",2808000,"Powiat kętrzyński",2017,80.9
"10572",2809000,"Powiat lidzbarski",2017,75.3
"10573",2810000,"Powiat mrągowski",2017,71.2
"10574",2811000,"Powiat nidzicki",2017,151.5
"10575",2812000,"Powiat nowomiejski",2017,113
"10576",2813000,"Powiat olecki",2017,103
"10577",2814000,"Powiat olsztyński",2017,75.6
"10578",2815000,"Powiat ostródzki",2017,75.2
"10579",2816000,"Powiat piski",2017,89.7
"10580",2817000,"Powiat szczycieński",2017,95.4
"10581",2818000,"Powiat gołdapski",2017,84.2
"10582",2819000,"Powiat węgorzewski",2017,115.8
"10583",2861000,"Powiat m.Elbląg",2017,13.8
"10584",2862000,"Powiat m.Olsztyn",2017,13.3
"10585",3001000,"Powiat chodzieski",2017,95.6
"10586",3002000,"Powiat czarnkowsko-trzcianecki",2017,60
"10587",3003000,"Powiat gnieźnieński",2017,92.3
"10588",3004000,"Powiat gostyński",2017,114.2
"10589",3005000,"Powiat grodziski",2017,81.9
"10590",3006000,"Powiat jarociński",2017,93.7
"10591",3007000,"Powiat kaliski",2017,150.1
"10592",3008000,"Powiat kępiński",2017,91.6
"10593",3009000,"Powiat kolski",2017,123.9
"10594",3010000,"Powiat koniński",2017,155.8
"10595",3011000,"Powiat kościański",2017,67
"10596",3012000,"Powiat krotoszyński",2017,98.4
"10597",3013000,"Powiat leszczyński",2017,96
"10598",3014000,"Powiat międzychodzki",2017,64.9
"10599",3015000,"Powiat nowotomyski",2017,66.1
"10600",3016000,"Powiat obornicki",2017,72.5
"10601",3017000,"Powiat ostrowski",2017,70.8
"10602",3018000,"Powiat ostrzeszowski",2017,137.4
"10603",3019000,"Powiat pilski",2017,54
"10604",3020000,"Powiat pleszewski",2017,115.9
"10605",3021000,"Powiat poznański",2017,49.9
"10606",3022000,"Powiat rawicki",2017,84.7
"10607",3023000,"Powiat słupecki",2017,126.9
"10608",3024000,"Powiat szamotulski",2017,82.4
"10609",3025000,"Powiat średzki",2017,97.9
"10610",3026000,"Powiat śremski",2017,62.6
"10611",3027000,"Powiat turecki",2017,88.7
"10612",3028000,"Powiat wągrowiecki",2017,107.2
"10613",3029000,"Powiat wolsztyński",2017,60.9
"10614",3030000,"Powiat wrzesiński",2017,88.5
"10615",3031000,"Powiat złotowski",2017,96.2
"10616",3061000,"Powiat m.Kalisz",2017,20.2
"10617",3062000,"Powiat m.Konin",2017,21.2
"10618",3063000,"Powiat m.Leszno",2017,22.2
"10619",3064000,"Powiat m.Poznań",2017,15.6
"10620",3201000,"Powiat białogardzki",2017,81.7
"10621",3202000,"Powiat choszczeński",2017,114.2
"10622",3203000,"Powiat drawski",2017,88.8
"10623",3204000,"Powiat goleniowski",2017,84.3
"10624",3205000,"Powiat gryficki",2017,80.2
"10625",3206000,"Powiat gryfiński",2017,93
"10626",3207000,"Powiat kamieński",2017,80.5
"10627",3208000,"Powiat kołobrzeski",2017,63
"10628",3209000,"Powiat koszaliński",2017,109.5
"10629",3210000,"Powiat myśliborski",2017,97.2
"10630",3211000,"Powiat policki",2017,52.3
"10631",3212000,"Powiat pyrzycki",2017,97.7
"10632",3213000,"Powiat sławieński",2017,121.1
"10633",3214000,"Powiat stargardzki",2017,65.3
"10634",3215000,"Powiat szczecinecki",2017,83.9
"10635",3216000,"Powiat świdwiński",2017,95.3
"10636",3217000,"Powiat wałecki",2017,65.3
"10637",3218000,"Powiat łobeski",2017,107.6
"10638",3261000,"Powiat m.Koszalin",2017,16.2
"10639",3262000,"Powiat m.Szczecin",2017,16.7
"10640",3263000,"Powiat m.Świnoujście",2017,21.6
"10641",201000,"Powiat bolesławiecki",2018,68.2
"10642",202000,"Powiat dzierżoniowski",2018,48
"10643",203000,"Powiat głogowski",2018,46.7
"10644",204000,"Powiat górowski",2018,148.6
"10645",205000,"Powiat jaworski",2018,99.8
"10646",206000,"Powiat jeleniogórski",2018,102.3
"10647",207000,"Powiat kamiennogórski",2018,78.1
"10648",208000,"Powiat kłodzki",2018,82.7
"10649",209000,"Powiat legnicki",2018,89
"10650",210000,"Powiat lubański",2018,73.1
"10651",211000,"Powiat lubiński",2018,41.2
"10652",212000,"Powiat lwówecki",2018,128.7
"10653",213000,"Powiat milicki",2018,98.8
"10654",214000,"Powiat oleśnicki",2018,74.8
"10655",215000,"Powiat oławski",2018,44.6
"10656",216000,"Powiat polkowicki",2018,65.1
"10657",217000,"Powiat strzeliński",2018,116.2
"10658",218000,"Powiat średzki",2018,90.4
"10659",219000,"Powiat świdnicki",2018,48.8
"10660",220000,"Powiat trzebnicki",2018,150.8
"10661",221000,"Powiat wałbrzyski",2018,71.7
"10662",222000,"Powiat wołowski",2018,107.5
"10663",223000,"Powiat wrocławski",2018,69.4
"10664",224000,"Powiat ząbkowicki",2018,77.2
"10665",225000,"Powiat zgorzelecki",2018,58.6
"10666",226000,"Powiat złotoryjski",2018,115.3
"10667",261000,"Powiat m.Jelenia Góra",2018,26.8
"10668",262000,"Powiat m.Legnica",2018,20.3
"10669",264000,"Powiat m.Wrocław",2018,13.2
"10670",265000,"Powiat m.Wałbrzych od 2013",2018,14.6
"10671",401000,"Powiat aleksandrowski",2018,114.4
"10672",402000,"Powiat brodnicki",2018,104.7
"10673",403000,"Powiat bydgoski",2018,86.3
"10674",404000,"Powiat chełmiński",2018,110.3
"10675",405000,"Powiat golubsko-dobrzyński",2018,110
"10676",406000,"Powiat grudziądzki",2018,171.4
"10677",407000,"Powiat inowrocławski",2018,60.8
"10678",408000,"Powiat lipnowski",2018,112.1
"10679",409000,"Powiat mogileński",2018,144.3
"10680",410000,"Powiat nakielski",2018,82.6
"10681",411000,"Powiat radziejowski",2018,203.5
"10682",412000,"Powiat rypiński",2018,106.3
"10683",413000,"Powiat sępoleński",2018,107.1
"10684",414000,"Powiat świecki",2018,94.6
"10685",415000,"Powiat toruński",2018,94.8
"10686",416000,"Powiat tucholski",2018,129.3
"10687",417000,"Powiat wąbrzeski",2018,124.4
"10688",418000,"Powiat włocławski",2018,181
"10689",419000,"Powiat żniński",2018,124.6
