"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_gruntowej_nawierzchni_na_10_tys_ludnosci_km"
"21735",662000,"Powiat m.Chełm",2017,3.9
"21736",663000,"Powiat m.Lublin",2017,2
"21737",664000,"Powiat m.Zamość",2017,2.7
"21738",801000,"Powiat gorzowski",2017,94.7
"21739",802000,"Powiat krośnieński",2017,68
"21740",803000,"Powiat międzyrzecki",2017,152.3
"21741",804000,"Powiat nowosolski",2017,51.9
"21742",805000,"Powiat słubicki",2017,82.7
"21743",806000,"Powiat strzelecko-drezdenecki",2017,128.4
"21744",807000,"Powiat sulęciński",2017,158.8
"21745",808000,"Powiat świebodziński",2017,58.4
"21746",809000,"Powiat zielonogórski",2017,95
"21747",810000,"Powiat żagański",2017,43.1
"21748",811000,"Powiat żarski",2017,38.6
"21749",812000,"Powiat wschowski",2017,183.5
"21750",861000,"Powiat m.Gorzów Wielkopolski",2017,1.8
"21751",862000,"Powiat m.Zielona Góra",2017,8
"21752",1001000,"Powiat bełchatowski",2017,32.5
"21753",1002000,"Powiat kutnowski",2017,22.7
"21754",1003000,"Powiat łaski",2017,38.7
"21755",1004000,"Powiat łęczycki",2017,36.6
"21756",1005000,"Powiat łowicki",2017,17.7
"21757",1006000,"Powiat łódzki wschodni",2017,33.5
"21758",1007000,"Powiat opoczyński",2017,31.1
"21759",1008000,"Powiat pabianicki",2017,16
"21760",1009000,"Powiat pajęczański",2017,64.7
"21761",1010000,"Powiat piotrkowski",2017,20.4
"21762",1011000,"Powiat poddębicki",2017,48.3
"21763",1012000,"Powiat radomszczański",2017,19.5
"21764",1013000,"Powiat rawski",2017,57
"21765",1014000,"Powiat sieradzki",2017,25.7
"21766",1015000,"Powiat skierniewicki",2017,46.1
"21767",1016000,"Powiat tomaszowski",2017,29.5
"21768",1017000,"Powiat wieluński",2017,48.6
"21769",1018000,"Powiat wieruszowski",2017,87.6
"21770",1019000,"Powiat zduńskowolski",2017,13
"21771",1020000,"Powiat zgierski",2017,23.8
"21772",1021000,"Powiat brzeziński",2017,7.3
"21773",1061000,"Powiat m.Łódź",2017,3.1
"21774",1062000,"Powiat m.Piotrków Trybunalski",2017,3.4
"21775",1063000,"Powiat m.Skierniewice",2017,5.8
"21776",1201000,"Powiat bocheński",2017,5.6
"21777",1202000,"Powiat brzeski",2017,12.9
"21778",1203000,"Powiat chrzanowski",2017,3.9
"21779",1204000,"Powiat dąbrowski",2017,25.5
"21780",1205000,"Powiat gorlicki",2017,11.3
"21781",1206000,"Powiat krakowski",2017,12
"21782",1207000,"Powiat limanowski",2017,16.3
"21783",1208000,"Powiat miechowski",2017,46.9
"21784",1209000,"Powiat myślenicki",2017,3.5
"21785",1210000,"Powiat nowosądecki",2017,25.1
"21786",1211000,"Powiat nowotarski",2017,64.5
"21787",1212000,"Powiat olkuski",2017,5.4
"21788",1213000,"Powiat oświęcimski",2017,2.5
"21789",1214000,"Powiat proszowicki",2017,57.3
"21790",1215000,"Powiat suski",2017,123.9
"21791",1216000,"Powiat tarnowski",2017,25
"21792",1217000,"Powiat tatrzański",2017,13.7
"21793",1218000,"Powiat wadowicki",2017,14.6
"21794",1219000,"Powiat wielicki",2017,10.2
"21795",1261000,"Powiat m.Kraków",2017,0.9
"21796",1262000,"Powiat m.Nowy Sącz",2017,3.3
"21797",1263000,"Powiat m.Tarnów",2017,9
"21798",1401000,"Powiat białobrzeski",2017,56.4
"21799",1402000,"Powiat ciechanowski",2017,57.5
"21800",1403000,"Powiat garwoliński",2017,53.7
"21801",1404000,"Powiat gostyniński",2017,39.5
"21802",1405000,"Powiat grodziski",2017,20.3
"21803",1406000,"Powiat grójecki",2017,33.6
"21804",1407000,"Powiat kozienicki",2017,70.5
"21805",1408000,"Powiat legionowski",2017,11
"21806",1409000,"Powiat lipski",2017,126.4
"21807",1410000,"Powiat łosicki",2017,140.1
"21808",1411000,"Powiat makowski",2017,90.5
"21809",1412000,"Powiat miński",2017,41.9
"21810",1413000,"Powiat mławski",2017,36.8
"21811",1414000,"Powiat nowodworski",2017,28.8
"21812",1415000,"Powiat ostrołęcki",2017,77.3
"21813",1416000,"Powiat ostrowski",2017,123.8
"21814",1417000,"Powiat otwocki",2017,50.2
"21815",1418000,"Powiat piaseczyński",2017,26.9
"21816",1419000,"Powiat płocki",2017,77.6
"21817",1420000,"Powiat płoński",2017,132.3
"21818",1421000,"Powiat pruszkowski",2017,14.4
"21819",1422000,"Powiat przasnyski",2017,63.5
"21820",1423000,"Powiat przysuski",2017,56.4
"21821",1424000,"Powiat pułtuski",2017,118.1
"21822",1425000,"Powiat radomski",2017,21.4
"21823",1426000,"Powiat siedlecki",2017,47.5
"21824",1427000,"Powiat sierpecki",2017,48.9
"21825",1428000,"Powiat sochaczewski",2017,24.7
"21826",1429000,"Powiat sokołowski",2017,59
"21827",1430000,"Powiat szydłowiecki",2017,33.1
"21828",1432000,"Powiat warszawski zachodni",2017,22.4
"21829",1433000,"Powiat węgrowski",2017,179.3
"21830",1434000,"Powiat wołomiński",2017,38.1
"21831",1435000,"Powiat wyszkowski",2017,58.8
"21832",1436000,"Powiat zwoleński",2017,68.8
"21833",1437000,"Powiat żuromiński",2017,110.4
"21834",1438000,"Powiat żyrardowski",2017,16.7
"21835",1461000,"Powiat m.Ostrołęka",2017,2.7
"21836",1462000,"Powiat m.Płock",2017,1.4
"21837",1463000,"Powiat m.Radom",2017,1.8
"21838",1464000,"Powiat m.Siedlce",2017,4.1
"21839",1465000,"Powiat m. st. Warszawa",2017,1.3
"21840",1601000,"Powiat brzeski",2017,25.7
"21841",1602000,"Powiat głubczycki",2017,15.1
"21842",1603000,"Powiat kędzierzyńsko-kozielski",2017,5.9
"21843",1604000,"Powiat kluczborski",2017,8.2
"21844",1605000,"Powiat krapkowicki",2017,6.3
"21845",1606000,"Powiat namysłowski",2017,27.9
"21846",1607000,"Powiat nyski",2017,50.2
"21847",1608000,"Powiat oleski",2017,25
"21848",1609000,"Powiat opolski",2017,25.2
"21849",1610000,"Powiat prudnicki",2017,13
"21850",1611000,"Powiat strzelecki",2017,19.4
"21851",1661000,"Powiat m.Opole",2017,1.4
"21852",1801000,"Powiat bieszczadzki",2017,273
"21853",1802000,"Powiat brzozowski",2017,14
"21854",1803000,"Powiat dębicki",2017,10.7
"21855",1804000,"Powiat jarosławski",2017,18
"21856",1805000,"Powiat jasielski",2017,15.9
"21857",1806000,"Powiat kolbuszowski",2017,29.1
"21858",1807000,"Powiat krośnieński",2017,5.9
"21859",1808000,"Powiat leżajski",2017,10.9
"21860",1809000,"Powiat lubaczowski",2017,40.8
"21861",1810000,"Powiat łańcucki",2017,7.2
"21862",1811000,"Powiat mielecki",2017,10.8
"21863",1812000,"Powiat niżański",2017,14.9
"21864",1813000,"Powiat przemyski",2017,43.2
"21865",1814000,"Powiat przeworski",2017,17.6
"21866",1815000,"Powiat ropczycko-sędziszowski",2017,52.9
"21867",1816000,"Powiat rzeszowski",2017,33.5
"21868",1817000,"Powiat sanocki",2017,19.8
"21869",1818000,"Powiat stalowowolski",2017,13.6
"21870",1819000,"Powiat strzyżowski",2017,9.1
"21871",1820000,"Powiat tarnobrzeski",2017,28.5
"21872",1821000,"Powiat leski",2017,26.8
"21873",1861000,"Powiat m.Krosno",2017,2.1
"21874",1862000,"Powiat m.Przemyśl",2017,3.7
"21875",1863000,"Powiat m.Rzeszów",2017,0
"21876",1864000,"Powiat m.Tarnobrzeg",2017,1.8
"21877",2001000,"Powiat augustowski",2017,175.7
"21878",2002000,"Powiat białostocki",2017,118.5
"21879",2003000,"Powiat bielski",2017,190
"21880",2004000,"Powiat grajewski",2017,80.2
"21881",2005000,"Powiat hajnowski",2017,205.2
"21882",2006000,"Powiat kolneński",2017,125.5
"21883",2007000,"Powiat łomżyński",2017,210.6
"21884",2008000,"Powiat moniecki",2017,257.1
"21885",2009000,"Powiat sejneński",2017,505.4
"21886",2010000,"Powiat siemiatycki",2017,186.3
"21887",2011000,"Powiat sokólski",2017,158.2
"21888",2012000,"Powiat suwalski",2017,233.7
"21889",2013000,"Powiat wysokomazowiecki",2017,324
"21890",2014000,"Powiat zambrowski",2017,28.1
"21891",2061000,"Powiat m.Białystok",2017,1.4
"21892",2062000,"Powiat m.Łomża",2017,2
"21893",2063000,"Powiat m.Suwałki",2017,3.8
"21894",2201000,"Powiat bytowski",2017,128.2
"21895",2202000,"Powiat chojnicki",2017,102.2
"21896",2203000,"Powiat człuchowski",2017,57.1
"21897",2204000,"Powiat gdański",2017,54.3
"21898",2205000,"Powiat kartuski",2017,59.7
"21899",2206000,"Powiat kościerski",2017,105.3
"21900",2207000,"Powiat kwidzyński",2017,38.8
"21901",2208000,"Powiat lęborski",2017,20
"21902",2209000,"Powiat malborski",2017,31.9
"21903",2210000,"Powiat nowodworski",2017,28.8
"21904",2211000,"Powiat pucki",2017,22.7
"21905",2212000,"Powiat słupski",2017,108.4
"21906",2213000,"Powiat starogardzki",2017,95.9
"21907",2214000,"Powiat tczewski",2017,19.5
"21908",2215000,"Powiat wejherowski",2017,21.9
"21909",2216000,"Powiat sztumski",2017,49.3
"21910",2261000,"Powiat m.Gdańsk",2017,1
"21911",2262000,"Powiat m.Gdynia",2017,1.2
"21912",2263000,"Powiat m.Słupsk",2017,0.9
"21913",2264000,"Powiat m.Sopot",2017,0.5
"21914",2401000,"Powiat będziński",2017,3.8
"21915",2402000,"Powiat bielski",2017,10.4
"21916",2403000,"Powiat cieszyński",2017,7.7
"21917",2404000,"Powiat częstochowski",2017,30.1
"21918",2405000,"Powiat gliwicki",2017,10.2
"21919",2406000,"Powiat kłobucki",2017,26.5
"21920",2407000,"Powiat lubliniecki",2017,43.5
"21921",2408000,"Powiat mikołowski",2017,5.6
"21922",2409000,"Powiat myszkowski",2017,31.6
"21923",2410000,"Powiat pszczyński",2017,9.3
"21924",2411000,"Powiat raciborski",2017,6.7
"21925",2412000,"Powiat rybnicki",2017,5.7
"21926",2413000,"Powiat tarnogórski",2017,10.1
"21927",2414000,"Powiat bieruńsko-lędziński",2017,4.6
"21928",2415000,"Powiat wodzisławski",2017,0.6
"21929",2416000,"Powiat zawierciański",2017,28.5
"21930",2417000,"Powiat żywiecki",2017,10.5
"21931",2461000,"Powiat m.Bielsko-Biała",2017,2.7
"21932",2462000,"Powiat m.Bytom",2017,0.3
"21933",2463000,"Powiat m.Chorzów",2017,0.2
"21934",2464000,"Powiat m.Częstochowa",2017,8.1
"21935",2465000,"Powiat m.Dąbrowa Górnicza",2017,1.7
"21936",2466000,"Powiat m.Gliwice",2017,1
"21937",2467000,"Powiat m.Jastrzębie-Zdrój",2017,3.8
"21938",2468000,"Powiat m.Jaworzno",2017,0.9
"21939",2469000,"Powiat m.Katowice",2017,1
"21940",2470000,"Powiat m.Mysłowice",2017,1.8
"21941",2471000,"Powiat m.Piekary Śląskie",2017,1.8
"21942",2472000,"Powiat m.Ruda Śląska",2017,1.2
"21943",2473000,"Powiat m.Rybnik",2017,1.7
"21944",2474000,"Powiat m.Siemianowice Śląskie",2017,0
"21945",2475000,"Powiat m.Sosnowiec",2017,0.8
"21946",2476000,"Powiat m.Świętochłowice",2017,0
"21947",2477000,"Powiat m.Tychy",2017,2.2
"21948",2478000,"Powiat m.Zabrze",2017,0
"21949",2479000,"Powiat m.Żory",2017,3.6
"21950",2601000,"Powiat buski",2017,43.9
"21951",2602000,"Powiat jędrzejowski",2017,19.8
"21952",2603000,"Powiat kazimierski",2017,68.3
"21953",2604000,"Powiat kielecki",2017,17.4
"21954",2605000,"Powiat konecki",2017,39.5
"21955",2606000,"Powiat opatowski",2017,56.2
"21956",2607000,"Powiat ostrowiecki",2017,21.1
"21957",2608000,"Powiat pińczowski",2017,15.5
"21958",2609000,"Powiat sandomierski",2017,47.2
"21959",2610000,"Powiat skarżyski",2017,10.6
"21960",2611000,"Powiat starachowicki",2017,6.9
"21961",2612000,"Powiat staszowski",2017,52.3
"21962",2613000,"Powiat włoszczowski",2017,23.2
"21963",2661000,"Powiat m.Kielce",2017,3.4
"21964",2801000,"Powiat bartoszycki",2017,94
"21965",2802000,"Powiat braniewski",2017,62.1
"21966",2803000,"Powiat działdowski",2017,67.2
"21967",2804000,"Powiat elbląski",2017,52.2
"21968",2805000,"Powiat ełcki",2017,26.9
"21969",2806000,"Powiat giżycki",2017,58.7
"21970",2807000,"Powiat iławski",2017,87.9
"21971",2808000,"Powiat kętrzyński",2017,65.7
"21972",2809000,"Powiat lidzbarski",2017,91.3
"21973",2810000,"Powiat mrągowski",2017,90.4
"21974",2811000,"Powiat nidzicki",2017,62.5
"21975",2812000,"Powiat nowomiejski",2017,74.8
"21976",2813000,"Powiat olecki",2017,184
"21977",2814000,"Powiat olsztyński",2017,69.1
"21978",2815000,"Powiat ostródzki",2017,65.8
"21979",2816000,"Powiat piski",2017,43.8
"21980",2817000,"Powiat szczycieński",2017,100.7
"21981",2818000,"Powiat gołdapski",2017,127.7
"21982",2819000,"Powiat węgorzewski",2017,106.5
"21983",2861000,"Powiat m.Elbląg",2017,1.9
"21984",2862000,"Powiat m.Olsztyn",2017,4.6
"21985",3001000,"Powiat chodzieski",2017,56.6
"21986",3002000,"Powiat czarnkowsko-trzcianecki",2017,46.6
"21987",3003000,"Powiat gnieźnieński",2017,33
"21988",3004000,"Powiat gostyński",2017,24.7
"21989",3005000,"Powiat grodziski",2017,64.7
"21990",3006000,"Powiat jarociński",2017,11
"21991",3007000,"Powiat kaliski",2017,54.4
"21992",3008000,"Powiat kępiński",2017,50.4
"21993",3009000,"Powiat kolski",2017,35.9
"21994",3010000,"Powiat koniński",2017,35
"21995",3011000,"Powiat kościański",2017,27.6
"21996",3012000,"Powiat krotoszyński",2017,48.3
"21997",3013000,"Powiat leszczyński",2017,42.5
"21998",3014000,"Powiat międzychodzki",2017,76.1
"21999",3015000,"Powiat nowotomyski",2017,107.2
"22000",3016000,"Powiat obornicki",2017,40.2
"22001",3017000,"Powiat ostrowski",2017,27.6
"22002",3018000,"Powiat ostrzeszowski",2017,53.8
"22003",3019000,"Powiat pilski",2017,39.7
"22004",3020000,"Powiat pleszewski",2017,56.4
"22005",3021000,"Powiat poznański",2017,34.4
"22006",3022000,"Powiat rawicki",2017,24.4
"22007",3023000,"Powiat słupecki",2017,45.2
"22008",3024000,"Powiat szamotulski",2017,49.9
"22009",3025000,"Powiat średzki",2017,44.6
"22010",3026000,"Powiat śremski",2017,28.6
"22011",3027000,"Powiat turecki",2017,45.9
"22012",3028000,"Powiat wągrowiecki",2017,50.9
"22013",3029000,"Powiat wolsztyński",2017,38.5
"22014",3030000,"Powiat wrzesiński",2017,23.1
"22015",3031000,"Powiat złotowski",2017,36.9
"22016",3061000,"Powiat m.Kalisz",2017,7.5
"22017",3062000,"Powiat m.Konin",2017,1.1
"22018",3063000,"Powiat m.Leszno",2017,8.6
"22019",3064000,"Powiat m.Poznań",2017,2.5
"22020",3201000,"Powiat białogardzki",2017,39.5
"22021",3202000,"Powiat choszczeński",2017,161.4
"22022",3203000,"Powiat drawski",2017,28.2
"22023",3204000,"Powiat goleniowski",2017,22.4
"22024",3205000,"Powiat gryficki",2017,47.8
"22025",3206000,"Powiat gryfiński",2017,63.8
"22026",3207000,"Powiat kamieński",2017,36.9
"22027",3208000,"Powiat kołobrzeski",2017,53.6
"22028",3209000,"Powiat koszaliński",2017,86.6
"22029",3210000,"Powiat myśliborski",2017,86.7
"22030",3211000,"Powiat policki",2017,7.9
"22031",3212000,"Powiat pyrzycki",2017,36.4
"22032",3213000,"Powiat sławieński",2017,11.1
"22033",3214000,"Powiat stargardzki",2017,15.3
"22034",3215000,"Powiat szczecinecki",2017,24.7
"22035",3216000,"Powiat świdwiński",2017,70.2
"22036",3217000,"Powiat wałecki",2017,104.5
"22037",3218000,"Powiat łobeski",2017,71.1
"22038",3261000,"Powiat m.Koszalin",2017,2.4
"22039",3262000,"Powiat m.Szczecin",2017,1.3
"22040",3263000,"Powiat m.Świnoujście",2017,3.7
"22041",201000,"Powiat bolesławiecki",2018,9.5
"22042",202000,"Powiat dzierżoniowski",2018,17.9
"22043",203000,"Powiat głogowski",2018,8
"22044",204000,"Powiat górowski",2018,50
"22045",205000,"Powiat jaworski",2018,38.1
"22046",206000,"Powiat jeleniogórski",2018,24.3
"22047",207000,"Powiat kamiennogórski",2018,31
"22048",208000,"Powiat kłodzki",2018,6.4
"22049",209000,"Powiat legnicki",2018,24.8
"22050",210000,"Powiat lubański",2018,23.4
"22051",211000,"Powiat lubiński",2018,3.4
"22052",212000,"Powiat lwówecki",2018,11.5
"22053",213000,"Powiat milicki",2018,16.9
"22054",214000,"Powiat oleśnicki",2018,24.1
"22055",215000,"Powiat oławski",2018,10.8
"22056",216000,"Powiat polkowicki",2018,30.9
"22057",217000,"Powiat strzeliński",2018,19.1
"22058",218000,"Powiat średzki",2018,37.8
"22059",219000,"Powiat świdnicki",2018,11.8
"22060",220000,"Powiat trzebnicki",2018,92.9
"22061",221000,"Powiat wałbrzyski",2018,14.6
"22062",222000,"Powiat wołowski",2018,35.3
"22063",223000,"Powiat wrocławski",2018,11.6
"22064",224000,"Powiat ząbkowicki",2018,9.6
"22065",225000,"Powiat zgorzelecki",2018,5.7
"22066",226000,"Powiat złotoryjski",2018,22.6
"22067",261000,"Powiat m.Jelenia Góra",2018,1.4
"22068",262000,"Powiat m.Legnica",2018,5.2
"22069",264000,"Powiat m.Wrocław",2018,1.5
"22070",265000,"Powiat m.Wałbrzych od 2013",2018,0.4
"22071",401000,"Powiat aleksandrowski",2018,42.6
"22072",402000,"Powiat brodnicki",2018,113.4
"22073",403000,"Powiat bydgoski",2018,45.8
"22074",404000,"Powiat chełmiński",2018,49.6
"22075",405000,"Powiat golubsko-dobrzyński",2018,45.5
"22076",406000,"Powiat grudziądzki",2018,130.9
"22077",407000,"Powiat inowrocławski",2018,20.1
"22078",408000,"Powiat lipnowski",2018,122.1
"22079",409000,"Powiat mogileński",2018,35.4
"22080",410000,"Powiat nakielski",2018,65.1
"22081",411000,"Powiat radziejowski",2018,68.5
"22082",412000,"Powiat rypiński",2018,87.8
"22083",413000,"Powiat sępoleński",2018,118.2
"22084",414000,"Powiat świecki",2018,61.1
"22085",415000,"Powiat toruński",2018,51.2
"22086",416000,"Powiat tucholski",2018,78.5
"22087",417000,"Powiat wąbrzeski",2018,143.6
"22088",418000,"Powiat włocławski",2018,72.2
"22089",419000,"Powiat żniński",2018,35.4
"22090",461000,"Powiat m.Bydgoszcz",2018,5.5
"22091",462000,"Powiat m.Grudziądz",2018,5.8
"22092",463000,"Powiat m.Toruń",2018,3.7
"22093",464000,"Powiat m.Włocławek",2018,3.5
"22094",601000,"Powiat bialski",2018,192.2
"22095",602000,"Powiat biłgorajski",2018,48.5
"22096",603000,"Powiat chełmski",2018,244.9
"22097",604000,"Powiat hrubieszowski",2018,69.7
"22098",605000,"Powiat janowski",2018,83.3
"22099",606000,"Powiat krasnostawski",2018,46.4
"22100",607000,"Powiat kraśnicki",2018,32.5
"22101",608000,"Powiat lubartowski",2018,148.8
"22102",609000,"Powiat lubelski",2018,38.8
"22103",610000,"Powiat łęczyński",2018,87.7
"22104",611000,"Powiat łukowski",2018,44.3
"22105",612000,"Powiat opolski",2018,102.9
"22106",613000,"Powiat parczewski",2018,174.4
"22107",614000,"Powiat puławski",2018,29.1
"22108",615000,"Powiat radzyński",2018,95
"22109",616000,"Powiat rycki",2018,48.3
"22110",617000,"Powiat świdnicki",2018,87.1
"22111",618000,"Powiat tomaszowski",2018,46.5
"22112",619000,"Powiat włodawski",2018,202.5
"22113",620000,"Powiat zamojski",2018,128.1
"22114",661000,"Powiat m.Biała Podlaska",2018,9.1
"22115",662000,"Powiat m.Chełm",2018,3.9
"22116",663000,"Powiat m.Lublin",2018,1.8
"22117",664000,"Powiat m.Zamość",2018,2.6
"22118",801000,"Powiat gorzowski",2018,92.3
"22119",802000,"Powiat krośnieński",2018,67.2
"22120",803000,"Powiat międzyrzecki",2018,152.2
"22121",804000,"Powiat nowosolski",2018,51.7
"22122",805000,"Powiat słubicki",2018,83.4
"22123",806000,"Powiat strzelecko-drezdenecki",2018,129
"22124",807000,"Powiat sulęciński",2018,159.1
"22125",808000,"Powiat świebodziński",2018,59.1
"22126",809000,"Powiat zielonogórski",2018,99.2
"22127",810000,"Powiat żagański",2018,41.9
"22128",811000,"Powiat żarski",2018,40.8
"22129",812000,"Powiat wschowski",2018,183.7
"22130",861000,"Powiat m.Gorzów Wielkopolski",2018,1.8
"22131",862000,"Powiat m.Zielona Góra",2018,8
"22132",1001000,"Powiat bełchatowski",2018,32.2
"22133",1002000,"Powiat kutnowski",2018,22
"22134",1003000,"Powiat łaski",2018,41.7
"22135",1004000,"Powiat łęczycki",2018,36.4
"22136",1005000,"Powiat łowicki",2018,30
"22137",1006000,"Powiat łódzki wschodni",2018,30.8
"22138",1007000,"Powiat opoczyński",2018,31.2
"22139",1008000,"Powiat pabianicki",2018,16.3
"22140",1009000,"Powiat pajęczański",2018,63
"22141",1010000,"Powiat piotrkowski",2018,20.4
"22142",1011000,"Powiat poddębicki",2018,50.3
"22143",1012000,"Powiat radomszczański",2018,20
"22144",1013000,"Powiat rawski",2018,56.8
"22145",1014000,"Powiat sieradzki",2018,30.1
"22146",1015000,"Powiat skierniewicki",2018,47.8
"22147",1016000,"Powiat tomaszowski",2018,29.1
"22148",1017000,"Powiat wieluński",2018,25.7
"22149",1018000,"Powiat wieruszowski",2018,83.1
"22150",1019000,"Powiat zduńskowolski",2018,11.8
"22151",1020000,"Powiat zgierski",2018,23.1
"22152",1021000,"Powiat brzeziński",2018,7.3
"22153",1061000,"Powiat m.Łódź",2018,3.1
"22154",1062000,"Powiat m.Piotrków Trybunalski",2018,2.9
"22155",1063000,"Powiat m.Skierniewice",2018,2.6
"22156",1201000,"Powiat bocheński",2018,5.5
"22157",1202000,"Powiat brzeski",2018,12.8
"22158",1203000,"Powiat chrzanowski",2018,3.9
"22159",1204000,"Powiat dąbrowski",2018,25.1
"22160",1205000,"Powiat gorlicki",2018,11
"22161",1206000,"Powiat krakowski",2018,11.4
"22162",1207000,"Powiat limanowski",2018,17.6
"22163",1208000,"Powiat miechowski",2018,44.8
"22164",1209000,"Powiat myślenicki",2018,3.4
"22165",1210000,"Powiat nowosądecki",2018,29.1
"22166",1211000,"Powiat nowotarski",2018,62.9
"22167",1212000,"Powiat olkuski",2018,4.1
"22168",1213000,"Powiat oświęcimski",2018,2.5
"22169",1214000,"Powiat proszowicki",2018,42.7
"22170",1215000,"Powiat suski",2018,123.6
"22171",1216000,"Powiat tarnowski",2018,24.7
"22172",1217000,"Powiat tatrzański",2018,13.7
"22173",1218000,"Powiat wadowicki",2018,14.6
"22174",1219000,"Powiat wielicki",2018,9.7
"22175",1261000,"Powiat m.Kraków",2018,0.9
"22176",1262000,"Powiat m.Nowy Sącz",2018,3.3
"22177",1263000,"Powiat m.Tarnów",2018,9
"22178",1401000,"Powiat białobrzeski",2018,56
"22179",1402000,"Powiat ciechanowski",2018,54.7
"22180",1403000,"Powiat garwoliński",2018,52.4
"22181",1404000,"Powiat gostyniński",2018,36.7
"22182",1405000,"Powiat grodziski",2018,19.2
"22183",1406000,"Powiat grójecki",2018,32.4
"22184",1407000,"Powiat kozienicki",2018,70.3
"22185",1408000,"Powiat legionowski",2018,10.3
"22186",1409000,"Powiat lipski",2018,114.9
"22187",1410000,"Powiat łosicki",2018,130.9
"22188",1411000,"Powiat makowski",2018,86.7
"22189",1412000,"Powiat miński",2018,40.5
"22190",1413000,"Powiat mławski",2018,36.9
"22191",1414000,"Powiat nowodworski",2018,24.3
"22192",1415000,"Powiat ostrołęcki",2018,75.1
"22193",1416000,"Powiat ostrowski",2018,128
"22194",1417000,"Powiat otwocki",2018,49.1
"22195",1418000,"Powiat piaseczyński",2018,26
"22196",1419000,"Powiat płocki",2018,74.7
"22197",1420000,"Powiat płoński",2018,129.5
"22198",1421000,"Powiat pruszkowski",2018,10.7
"22199",1422000,"Powiat przasnyski",2018,57.3
"22200",1423000,"Powiat przysuski",2018,58.5
"22201",1424000,"Powiat pułtuski",2018,116.5
"22202",1425000,"Powiat radomski",2018,20.7
"22203",1426000,"Powiat siedlecki",2018,46.2
"22204",1427000,"Powiat sierpecki",2018,46.3
"22205",1428000,"Powiat sochaczewski",2018,24.3
"22206",1429000,"Powiat sokołowski",2018,57.3
"22207",1430000,"Powiat szydłowiecki",2018,33.8
"22208",1432000,"Powiat warszawski zachodni",2018,22.5
"22209",1433000,"Powiat węgrowski",2018,179
"22210",1434000,"Powiat wołomiński",2018,43.5
"22211",1435000,"Powiat wyszkowski",2018,58.7
"22212",1436000,"Powiat zwoleński",2018,68.3
"22213",1437000,"Powiat żuromiński",2018,109.9
"22214",1438000,"Powiat żyrardowski",2018,14.8
"22215",1461000,"Powiat m.Ostrołęka",2018,2.7
"22216",1462000,"Powiat m.Płock",2018,1.3
"22217",1463000,"Powiat m.Radom",2018,1.3
"22218",1464000,"Powiat m.Siedlce",2018,4
"22219",1465000,"Powiat m. st. Warszawa",2018,1.1
"22220",1601000,"Powiat brzeski",2018,25.9
"22221",1602000,"Powiat głubczycki",2018,15.2
"22222",1603000,"Powiat kędzierzyńsko-kozielski",2018,6
"22223",1604000,"Powiat kluczborski",2018,8.1
"22224",1605000,"Powiat krapkowicki",2018,6.5
"22225",1606000,"Powiat namysłowski",2018,27.9
"22226",1607000,"Powiat nyski",2018,50.4
"22227",1608000,"Powiat oleski",2018,24.9
"22228",1609000,"Powiat opolski",2018,25.4
"22229",1610000,"Powiat prudnicki",2018,13.1
"22230",1611000,"Powiat strzelecki",2018,19
"22231",1661000,"Powiat m.Opole",2018,1.4
"22232",1801000,"Powiat bieszczadzki",2018,271.7
"22233",1802000,"Powiat brzozowski",2018,14.3
"22234",1803000,"Powiat dębicki",2018,8.2
"22235",1804000,"Powiat jarosławski",2018,16.7
"22236",1805000,"Powiat jasielski",2018,15.7
"22237",1806000,"Powiat kolbuszowski",2018,28.2
"22238",1807000,"Powiat krośnieński",2018,5.9
"22239",1808000,"Powiat leżajski",2018,10.6
"22240",1809000,"Powiat lubaczowski",2018,41.6
"22241",1810000,"Powiat łańcucki",2018,4.3
"22242",1811000,"Powiat mielecki",2018,10.2
"22243",1812000,"Powiat niżański",2018,14.5
"22244",1813000,"Powiat przemyski",2018,42.6
"22245",1814000,"Powiat przeworski",2018,17.3
"22246",1815000,"Powiat ropczycko-sędziszowski",2018,50.9
"22247",1816000,"Powiat rzeszowski",2018,32.6
"22248",1817000,"Powiat sanocki",2018,19.9
"22249",1818000,"Powiat stalowowolski",2018,12.5
"22250",1819000,"Powiat strzyżowski",2018,8.6
"22251",1820000,"Powiat tarnobrzeski",2018,27.5
"22252",1821000,"Powiat leski",2018,26.9
"22253",1861000,"Powiat m.Krosno",2018,1.9
"22254",1862000,"Powiat m.Przemyśl",2018,3.7
"22255",1863000,"Powiat m.Rzeszów",2018,0.7
"22256",1864000,"Powiat m.Tarnobrzeg",2018,1.7
"22257",2001000,"Powiat augustowski",2018,174.3
"22258",2002000,"Powiat białostocki",2018,116.5
"22259",2003000,"Powiat bielski",2018,190.8
"22260",2004000,"Powiat grajewski",2018,80
"22261",2005000,"Powiat hajnowski",2018,196
"22262",2006000,"Powiat kolneński",2018,79.7
"22263",2007000,"Powiat łomżyński",2018,210.7
"22264",2008000,"Powiat moniecki",2018,256.9
"22265",2009000,"Powiat sejneński",2018,507.9
"22266",2010000,"Powiat siemiatycki",2018,188.7
"22267",2011000,"Powiat sokólski",2018,158.5
"22268",2012000,"Powiat suwalski",2018,226.7
"22269",2013000,"Powiat wysokomazowiecki",2018,323.5
