"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_gruntowej_nawierzchni_na_10_tys_ludnosci_km"
"17101",201000,"Powiat bolesławiecki",2005,13.8
"17102",202000,"Powiat dzierżoniowski",2005,19
"17103",203000,"Powiat głogowski",2005,14.4
"17104",204000,"Powiat górowski",2005,43.4
"17105",205000,"Powiat jaworski",2005,16.5
"17106",206000,"Powiat jeleniogórski",2005,26.3
"17107",207000,"Powiat kamiennogórski",2005,31.7
"17108",208000,"Powiat kłodzki",2005,13.7
"17109",209000,"Powiat legnicki",2005,44.8
"17110",210000,"Powiat lubański",2005,6
"17111",211000,"Powiat lubiński",2005,8.9
"17112",212000,"Powiat lwówecki",2005,15.7
"17113",213000,"Powiat milicki",2005,34.8
"17114",214000,"Powiat oleśnicki",2005,31
"17115",215000,"Powiat oławski",2005,14.3
"17116",216000,"Powiat polkowicki",2005,49.3
"17117",217000,"Powiat strzeliński",2005,39
"17118",218000,"Powiat średzki",2005,45.8
"17119",219000,"Powiat świdnicki",2005,12.4
"17120",220000,"Powiat trzebnicki",2005,37.3
"17121",221000,"Powiat wałbrzyski",2005,3.4
"17122",222000,"Powiat wołowski",2005,40.1
"17123",223000,"Powiat wrocławski",2005,19.8
"17124",224000,"Powiat ząbkowicki",2005,5.9
"17125",225000,"Powiat zgorzelecki",2005,7.9
"17126",226000,"Powiat złotoryjski",2005,22.2
"17127",261000,"Powiat m.Jelenia Góra",2005,2.2
"17128",262000,"Powiat m.Legnica",2005,4.8
"17129",264000,"Powiat m.Wrocław",2005,2.7
"17130",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"17131",401000,"Powiat aleksandrowski",2005,69
"17132",402000,"Powiat brodnicki",2005,118.3
"17133",403000,"Powiat bydgoski",2005,72.7
"17134",404000,"Powiat chełmiński",2005,67
"17135",405000,"Powiat golubsko-dobrzyński",2005,71.6
"17136",406000,"Powiat grudziądzki",2005,110.6
"17137",407000,"Powiat inowrocławski",2005,24.6
"17138",408000,"Powiat lipnowski",2005,169.9
"17139",409000,"Powiat mogileński",2005,49.5
"17140",410000,"Powiat nakielski",2005,68.4
"17141",411000,"Powiat radziejowski",2005,115.2
"17142",412000,"Powiat rypiński",2005,110.1
"17143",413000,"Powiat sępoleński",2005,82.5
"17144",414000,"Powiat świecki",2005,58.8
"17145",415000,"Powiat toruński",2005,101.7
"17146",416000,"Powiat tucholski",2005,90.3
"17147",417000,"Powiat wąbrzeski",2005,160.9
"17148",418000,"Powiat włocławski",2005,104.5
"17149",419000,"Powiat żniński",2005,45.1
"17150",461000,"Powiat m.Bydgoszcz",2005,4.5
"17151",462000,"Powiat m.Grudziądz",2005,7.2
"17152",463000,"Powiat m.Toruń",2005,6.9
"17153",464000,"Powiat m.Włocławek",2005,7.5
"17154",601000,"Powiat bialski",2005,167
"17155",602000,"Powiat biłgorajski",2005,29.1
"17156",603000,"Powiat chełmski",2005,98.1
"17157",604000,"Powiat hrubieszowski",2005,70.9
"17158",605000,"Powiat janowski",2005,85.7
"17159",606000,"Powiat krasnostawski",2005,41.5
"17160",607000,"Powiat kraśnicki",2005,33.9
"17161",608000,"Powiat lubartowski",2005,87.1
"17162",609000,"Powiat lubelski",2005,59.2
"17163",610000,"Powiat łęczyński",2005,61.2
"17164",611000,"Powiat łukowski",2005,40.3
"17165",612000,"Powiat opolski",2005,57.1
"17166",613000,"Powiat parczewski",2005,116.5
"17167",614000,"Powiat puławski",2005,31.5
"17168",615000,"Powiat radzyński",2005,117.7
"17169",616000,"Powiat rycki",2005,33.9
"17170",617000,"Powiat świdnicki",2005,51
"17171",618000,"Powiat tomaszowski",2005,61.6
"17172",619000,"Powiat włodawski",2005,126.7
"17173",620000,"Powiat zamojski",2005,54.5
"17174",661000,"Powiat m.Biała Podlaska",2005,16.3
"17175",662000,"Powiat m.Chełm",2005,5
"17176",663000,"Powiat m.Lublin",2005,5.7
"17177",664000,"Powiat m.Zamość",2005,4.9
"17178",801000,"Powiat gorzowski",2005,74.3
"17179",802000,"Powiat krośnieński",2005,70.9
"17180",803000,"Powiat międzyrzecki",2005,94.1
"17181",804000,"Powiat nowosolski",2005,50.4
"17182",805000,"Powiat słubicki",2005,51.7
"17183",806000,"Powiat strzelecko-drezdenecki",2005,88.8
"17184",807000,"Powiat sulęciński",2005,93.6
"17185",808000,"Powiat świebodziński",2005,64.2
"17186",809000,"Powiat zielonogórski",2005,84.6
"17187",810000,"Powiat żagański",2005,41.9
"17188",811000,"Powiat żarski",2005,34.7
"17189",812000,"Powiat wschowski",2005,74.6
"17190",861000,"Powiat m.Gorzów Wielkopolski",2005,2.5
"17191",862000,"Powiat m.Zielona Góra",2005,1.9
"17192",1001000,"Powiat bełchatowski",2005,39.2
"17193",1002000,"Powiat kutnowski",2005,43.4
"17194",1003000,"Powiat łaski",2005,71.3
"17195",1004000,"Powiat łęczycki",2005,64.4
"17196",1005000,"Powiat łowicki",2005,35.2
"17197",1006000,"Powiat łódzki wschodni",2005,63.6
"17198",1007000,"Powiat opoczyński",2005,31.7
"17199",1008000,"Powiat pabianicki",2005,29.7
"17200",1009000,"Powiat pajęczański",2005,43.8
"17201",1010000,"Powiat piotrkowski",2005,30.1
"17202",1011000,"Powiat poddębicki",2005,93.5
"17203",1012000,"Powiat radomszczański",2005,32.1
"17204",1013000,"Powiat rawski",2005,41.5
"17205",1014000,"Powiat sieradzki",2005,28.6
"17206",1015000,"Powiat skierniewicki",2005,39.9
"17207",1016000,"Powiat tomaszowski",2005,35
"17208",1017000,"Powiat wieluński",2005,42.8
"17209",1018000,"Powiat wieruszowski",2005,110.2
"17210",1019000,"Powiat zduńskowolski",2005,20.1
"17211",1020000,"Powiat zgierski",2005,43.1
"17212",1021000,"Powiat brzeziński",2005,13
"17213",1061000,"Powiat m.Łódź",2005,3.5
"17214",1062000,"Powiat m.Piotrków Trybunalski",2005,13.4
"17215",1063000,"Powiat m.Skierniewice",2005,6.6
"17216",1201000,"Powiat bocheński",2005,14.7
"17217",1202000,"Powiat brzeski",2005,21
"17218",1203000,"Powiat chrzanowski",2005,5.5
"17219",1204000,"Powiat dąbrowski",2005,39.5
"17220",1205000,"Powiat gorlicki",2005,65.6
"17221",1206000,"Powiat krakowski",2005,20.3
"17222",1207000,"Powiat limanowski",2005,31
"17223",1208000,"Powiat miechowski",2005,42.1
"17224",1209000,"Powiat myślenicki",2005,4.7
"17225",1210000,"Powiat nowosądecki",2005,63.2
"17226",1211000,"Powiat nowotarski",2005,26.1
"17227",1212000,"Powiat olkuski",2005,14
"17228",1213000,"Powiat oświęcimski",2005,5.7
"17229",1214000,"Powiat proszowicki",2005,47
"17230",1215000,"Powiat suski",2005,59.9
"17231",1216000,"Powiat tarnowski",2005,42.7
"17232",1217000,"Powiat tatrzański",2005,1.6
"17233",1218000,"Powiat wadowicki",2005,15.7
"17234",1219000,"Powiat wielicki",2005,10.4
"17235",1261000,"Powiat m.Kraków",2005,0.8
"17236",1262000,"Powiat m.Nowy Sącz",2005,5.1
"17237",1263000,"Powiat m.Tarnów",2005,3.8
"17238",1401000,"Powiat białobrzeski",2005,250.6
"17239",1402000,"Powiat ciechanowski",2005,78.6
"17240",1403000,"Powiat garwoliński",2005,48.8
"17241",1404000,"Powiat gostyniński",2005,60.3
"17242",1405000,"Powiat grodziski",2005,42.8
"17243",1406000,"Powiat grójecki",2005,55.1
"17244",1407000,"Powiat kozienicki",2005,74.7
"17245",1408000,"Powiat legionowski",2005,21.4
"17246",1409000,"Powiat lipski",2005,155
"17247",1410000,"Powiat łosicki",2005,154.9
"17248",1411000,"Powiat makowski",2005,118.6
"17249",1412000,"Powiat miński",2005,68.9
"17250",1413000,"Powiat mławski",2005,50.1
"17251",1414000,"Powiat nowodworski",2005,50.3
"17252",1415000,"Powiat ostrołęcki",2005,83.3
"17253",1416000,"Powiat ostrowski",2005,98.9
"17254",1417000,"Powiat otwocki",2005,64.6
"17255",1418000,"Powiat piaseczyński",2005,30.3
"17256",1419000,"Powiat płocki",2005,111.6
"17257",1420000,"Powiat płoński",2005,114.3
"17258",1421000,"Powiat pruszkowski",2005,14
"17259",1422000,"Powiat przasnyski",2005,64.4
"17260",1423000,"Powiat przysuski",2005,50.6
"17261",1424000,"Powiat pułtuski",2005,87.2
"17262",1425000,"Powiat radomski",2005,47.8
"17263",1426000,"Powiat siedlecki",2005,64.7
"17264",1427000,"Powiat sierpecki",2005,62
"17265",1428000,"Powiat sochaczewski",2005,56.5
"17266",1429000,"Powiat sokołowski",2005,67.2
"17267",1430000,"Powiat szydłowiecki",2005,41.1
"17268",1432000,"Powiat warszawski zachodni",2005,46
"17269",1433000,"Powiat węgrowski",2005,74.4
"17270",1434000,"Powiat wołomiński",2005,59
"17271",1435000,"Powiat wyszkowski",2005,69.6
"17272",1436000,"Powiat zwoleński",2005,119.1
"17273",1437000,"Powiat żuromiński",2005,131.3
"17274",1438000,"Powiat żyrardowski",2005,40.3
"17275",1461000,"Powiat m.Ostrołęka",2005,4.8
"17276",1462000,"Powiat m.Płock",2005,6.1
"17277",1463000,"Powiat m.Radom",2005,0.2
"17278",1464000,"Powiat m.Siedlce",2005,6.3
"17279",1465000,"Powiat m. st. Warszawa",2005,2.3
"17280",1601000,"Powiat brzeski",2005,21.2
"17281",1602000,"Powiat głubczycki",2005,14.3
"17282",1603000,"Powiat kędzierzyńsko-kozielski",2005,5
"17283",1604000,"Powiat kluczborski",2005,31.4
"17284",1605000,"Powiat krapkowicki",2005,11.4
"17285",1606000,"Powiat namysłowski",2005,62.6
"17286",1607000,"Powiat nyski",2005,31.3
"17287",1608000,"Powiat oleski",2005,37.7
"17288",1609000,"Powiat opolski",2005,37.7
"17289",1610000,"Powiat prudnicki",2005,28.3
"17290",1611000,"Powiat strzelecki",2005,19.9
"17291",1661000,"Powiat m.Opole",2005,5.9
"17292",1801000,"Powiat bieszczadzki",2005,24.5
"17293",1802000,"Powiat brzozowski",2005,18.9
"17294",1803000,"Powiat dębicki",2005,18.6
"17295",1804000,"Powiat jarosławski",2005,25.7
"17296",1805000,"Powiat jasielski",2005,24.3
"17297",1806000,"Powiat kolbuszowski",2005,41.6
"17298",1807000,"Powiat krośnieński",2005,10.6
"17299",1808000,"Powiat leżajski",2005,10.3
"17300",1809000,"Powiat lubaczowski",2005,24.4
"17301",1810000,"Powiat łańcucki",2005,7.1
"17302",1811000,"Powiat mielecki",2005,14
"17303",1812000,"Powiat niżański",2005,30.6
"17304",1813000,"Powiat przemyski",2005,50.5
"17305",1814000,"Powiat przeworski",2005,32.3
"17306",1815000,"Powiat ropczycko-sędziszowski",2005,26.9
"17307",1816000,"Powiat rzeszowski",2005,18.2
"17308",1817000,"Powiat sanocki",2005,26.4
"17309",1818000,"Powiat stalowowolski",2005,30.3
"17310",1819000,"Powiat strzyżowski",2005,14.9
"17311",1820000,"Powiat tarnobrzeski",2005,37.9
"17312",1821000,"Powiat leski",2005,33.3
"17313",1861000,"Powiat m.Krosno",2005,2.4
"17314",1862000,"Powiat m.Przemyśl",2005,8.7
"17315",1863000,"Powiat m.Rzeszów",2005,0
"17316",1864000,"Powiat m.Tarnobrzeg",2005,5.3
"17317",2001000,"Powiat augustowski",2005,100.5
"17318",2002000,"Powiat białostocki",2005,72.3
"17319",2003000,"Powiat bielski",2005,80.7
"17320",2004000,"Powiat grajewski",2005,82
"17321",2005000,"Powiat hajnowski",2005,113.7
"17322",2006000,"Powiat kolneński",2005,82.6
"17323",2007000,"Powiat łomżyński",2005,124.4
"17324",2008000,"Powiat moniecki",2005,83.3
"17325",2009000,"Powiat sejneński",2005,298.8
"17326",2010000,"Powiat siemiatycki",2005,139.2
"17327",2011000,"Powiat sokólski",2005,102.2
"17328",2012000,"Powiat suwalski",2005,306.1
"17329",2013000,"Powiat wysokomazowiecki",2005,107.3
"17330",2014000,"Powiat zambrowski",2005,69.8
"17331",2061000,"Powiat m.Białystok",2005,1.3
"17332",2062000,"Powiat m.Łomża",2005,2.4
"17333",2063000,"Powiat m.Suwałki",2005,6.3
"17334",2201000,"Powiat bytowski",2005,133.9
"17335",2202000,"Powiat chojnicki",2005,70.7
"17336",2203000,"Powiat człuchowski",2005,101.1
"17337",2204000,"Powiat gdański",2005,31.8
"17338",2205000,"Powiat kartuski",2005,76.3
"17339",2206000,"Powiat kościerski",2005,118.4
"17340",2207000,"Powiat kwidzyński",2005,36.4
"17341",2208000,"Powiat lęborski",2005,26.1
"17342",2209000,"Powiat malborski",2005,39.8
"17343",2210000,"Powiat nowodworski",2005,46.7
"17344",2211000,"Powiat pucki",2005,36.2
"17345",2212000,"Powiat słupski",2005,49.4
"17346",2213000,"Powiat starogardzki",2005,79.8
"17347",2214000,"Powiat tczewski",2005,44.3
"17348",2215000,"Powiat wejherowski",2005,30.1
"17349",2216000,"Powiat sztumski",2005,81
"17350",2261000,"Powiat m.Gdańsk",2005,3.2
"17351",2262000,"Powiat m.Gdynia",2005,3.4
"17352",2263000,"Powiat m.Słupsk",2005,1.5
"17353",2264000,"Powiat m.Sopot",2005,0.5
"17354",2401000,"Powiat będziński",2005,5.4
"17355",2402000,"Powiat bielski",2005,19.2
"17356",2403000,"Powiat cieszyński",2005,18.1
"17357",2404000,"Powiat częstochowski",2005,46.2
"17358",2405000,"Powiat gliwicki",2005,14.3
"17359",2406000,"Powiat kłobucki",2005,37
"17360",2407000,"Powiat lubliniecki",2005,60.9
"17361",2408000,"Powiat mikołowski",2005,7
"17362",2409000,"Powiat myszkowski",2005,43.5
"17363",2410000,"Powiat pszczyński",2005,13.4
"17364",2411000,"Powiat raciborski",2005,12.5
"17365",2412000,"Powiat rybnicki",2005,11.2
"17366",2413000,"Powiat tarnogórski",2005,20.2
"17367",2414000,"Powiat bieruńsko-lędziński",2005,4.2
"17368",2415000,"Powiat wodzisławski",2005,2.2
"17369",2416000,"Powiat zawierciański",2005,24.1
"17370",2417000,"Powiat żywiecki",2005,37.4
"17371",2461000,"Powiat m.Bielsko-Biała",2005,6.3
"17372",2462000,"Powiat m.Bytom",2005,0.3
"17373",2463000,"Powiat m.Chorzów",2005,0.2
"17374",2464000,"Powiat m.Częstochowa",2005,6.3
"17375",2465000,"Powiat m.Dąbrowa Górnicza",2005,1.2
"17376",2466000,"Powiat m.Gliwice",2005,1.9
"17377",2467000,"Powiat m.Jastrzębie-Zdrój",2005,3.9
"17378",2468000,"Powiat m.Jaworzno",2005,8.5
"17379",2469000,"Powiat m.Katowice",2005,0.4
"17380",2470000,"Powiat m.Mysłowice",2005,3.3
"17381",2471000,"Powiat m.Piekary Śląskie",2005,1.6
"17382",2472000,"Powiat m.Ruda Śląska",2005,0.8
"17383",2473000,"Powiat m.Rybnik",2005,3.1
"17384",2474000,"Powiat m.Siemianowice Śląskie",2005,0.5
"17385",2475000,"Powiat m.Sosnowiec",2005,0.6
"17386",2476000,"Powiat m.Świętochłowice",2005,0.3
"17387",2477000,"Powiat m.Tychy",2005,3.2
"17388",2478000,"Powiat m.Zabrze",2005,0
"17389",2479000,"Powiat m.Żory",2005,5.7
"17390",2601000,"Powiat buski",2005,68.8
"17391",2602000,"Powiat jędrzejowski",2005,26.7
"17392",2603000,"Powiat kazimierski",2005,93.1
"17393",2604000,"Powiat kielecki",2005,22.9
"17394",2605000,"Powiat konecki",2005,71.8
"17395",2606000,"Powiat opatowski",2005,86.3
"17396",2607000,"Powiat ostrowiecki",2005,23.9
"17397",2608000,"Powiat pińczowski",2005,17
"17398",2609000,"Powiat sandomierski",2005,32.7
"17399",2610000,"Powiat skarżyski",2005,14
"17400",2611000,"Powiat starachowicki",2005,11.4
"17401",2612000,"Powiat staszowski",2005,97.1
"17402",2613000,"Powiat włoszczowski",2005,82.9
"17403",2661000,"Powiat m.Kielce",2005,5.2
"17404",2801000,"Powiat bartoszycki",2005,53.6
"17405",2802000,"Powiat braniewski",2005,80.3
"17406",2803000,"Powiat działdowski",2005,77.7
"17407",2804000,"Powiat elbląski",2005,147.9
"17408",2805000,"Powiat ełcki",2005,41.8
"17409",2806000,"Powiat giżycki",2005,82.1
"17410",2807000,"Powiat iławski",2005,51.2
"17411",2808000,"Powiat kętrzyński",2005,66.9
"17412",2809000,"Powiat lidzbarski",2005,78.3
"17413",2810000,"Powiat mrągowski",2005,56.5
"17414",2811000,"Powiat nidzicki",2005,96.2
"17415",2812000,"Powiat nowomiejski",2005,95
"17416",2813000,"Powiat olecki",2005,128.5
"17417",2814000,"Powiat olsztyński",2005,89.5
"17418",2815000,"Powiat ostródzki",2005,73.4
"17419",2816000,"Powiat piski",2005,61
"17420",2817000,"Powiat szczycieński",2005,116.9
"17421",2818000,"Powiat gołdapski",2005,145.3
"17422",2819000,"Powiat węgorzewski",2005,127.3
"17423",2861000,"Powiat m.Elbląg",2005,1.3
"17424",2862000,"Powiat m.Olsztyn",2005,4.8
"17425",3001000,"Powiat chodzieski",2005,50.4
"17426",3002000,"Powiat czarnkowsko-trzcianecki",2005,50.4
"17427",3003000,"Powiat gnieźnieński",2005,53.2
"17428",3004000,"Powiat gostyński",2005,31.7
"17429",3005000,"Powiat grodziski",2005,78
"17430",3006000,"Powiat jarociński",2005,25.5
"17431",3007000,"Powiat kaliski",2005,75
"17432",3008000,"Powiat kępiński",2005,54.9
"17433",3009000,"Powiat kolski",2005,59.2
"17434",3010000,"Powiat koniński",2005,47.6
"17435",3011000,"Powiat kościański",2005,33.1
"17436",3012000,"Powiat krotoszyński",2005,51.8
"17437",3013000,"Powiat leszczyński",2005,46.4
"17438",3014000,"Powiat międzychodzki",2005,83
"17439",3015000,"Powiat nowotomyski",2005,124.6
"17440",3016000,"Powiat obornicki",2005,55.2
"17441",3017000,"Powiat ostrowski",2005,37.6
"17442",3018000,"Powiat ostrzeszowski",2005,103.9
"17443",3019000,"Powiat pilski",2005,53.5
"17444",3020000,"Powiat pleszewski",2005,87.6
"17445",3021000,"Powiat poznański",2005,58.6
"17446",3022000,"Powiat rawicki",2005,26.9
"17447",3023000,"Powiat słupecki",2005,56.1
"17448",3024000,"Powiat szamotulski",2005,60.2
"17449",3025000,"Powiat średzki",2005,56.5
"17450",3026000,"Powiat śremski",2005,32.3
"17451",3027000,"Powiat turecki",2005,73.3
"17452",3028000,"Powiat wągrowiecki",2005,54
"17453",3029000,"Powiat wolsztyński",2005,43.5
"17454",3030000,"Powiat wrzesiński",2005,49.2
"17455",3031000,"Powiat złotowski",2005,46.6
"17456",3061000,"Powiat m.Kalisz",2005,11.3
"17457",3062000,"Powiat m.Konin",2005,4.7
"17458",3063000,"Powiat m.Leszno",2005,7.2
"17459",3064000,"Powiat m.Poznań",2005,3.3
"17460",3201000,"Powiat białogardzki",2005,42
"17461",3202000,"Powiat choszczeński",2005,85
"17462",3203000,"Powiat drawski",2005,35.1
"17463",3204000,"Powiat goleniowski",2005,14.9
"17464",3205000,"Powiat gryficki",2005,51.5
"17465",3206000,"Powiat gryfiński",2005,54.8
"17466",3207000,"Powiat kamieński",2005,38.9
"17467",3208000,"Powiat kołobrzeski",2005,35.9
"17468",3209000,"Powiat koszaliński",2005,52.4
"17469",3210000,"Powiat myśliborski",2005,48.8
"17470",3211000,"Powiat policki",2005,32.4
"17471",3212000,"Powiat pyrzycki",2005,31.4
"17472",3213000,"Powiat sławieński",2005,26.2
"17473",3214000,"Powiat stargardzki",2005,36.7
"17474",3215000,"Powiat szczecinecki",2005,35.6
"17475",3216000,"Powiat świdwiński",2005,27.1
"17476",3217000,"Powiat wałecki",2005,29.5
"17477",3218000,"Powiat łobeski",2005,67.8
"17478",3261000,"Powiat m.Koszalin",2005,1.4
"17479",3262000,"Powiat m.Szczecin",2005,3.8
"17480",3263000,"Powiat m.Świnoujście",2005,5.2
"17481",201000,"Powiat bolesławiecki",2006,13.8
"17482",202000,"Powiat dzierżoniowski",2006,19.1
"17483",203000,"Powiat głogowski",2006,14.8
"17484",204000,"Powiat górowski",2006,43.3
"17485",205000,"Powiat jaworski",2006,19.3
"17486",206000,"Powiat jeleniogórski",2006,27.5
"17487",207000,"Powiat kamiennogórski",2006,31.7
"17488",208000,"Powiat kłodzki",2006,13.6
"17489",209000,"Powiat legnicki",2006,44.7
"17490",210000,"Powiat lubański",2006,22.2
"17491",211000,"Powiat lubiński",2006,8.9
"17492",212000,"Powiat lwówecki",2006,15.9
"17493",213000,"Powiat milicki",2006,34.9
"17494",214000,"Powiat oleśnicki",2006,30.2
"17495",215000,"Powiat oławski",2006,14.1
"17496",216000,"Powiat polkowicki",2006,48.8
"17497",217000,"Powiat strzeliński",2006,33
"17498",218000,"Powiat średzki",2006,46.4
"17499",219000,"Powiat świdnicki",2006,14.4
"17500",220000,"Powiat trzebnicki",2006,36.7
"17501",221000,"Powiat wałbrzyski",2006,3.4
"17502",222000,"Powiat wołowski",2006,40.2
"17503",223000,"Powiat wrocławski",2006,15.9
"17504",224000,"Powiat ząbkowicki",2006,5.9
"17505",225000,"Powiat zgorzelecki",2006,8.9
"17506",226000,"Powiat złotoryjski",2006,22.3
"17507",261000,"Powiat m.Jelenia Góra",2006,2.2
"17508",262000,"Powiat m.Legnica",2006,4.8
"17509",264000,"Powiat m.Wrocław",2006,2.8
"17510",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"17511",401000,"Powiat aleksandrowski",2006,68.1
"17512",402000,"Powiat brodnicki",2006,117.9
"17513",403000,"Powiat bydgoski",2006,70.6
"17514",404000,"Powiat chełmiński",2006,67.2
"17515",405000,"Powiat golubsko-dobrzyński",2006,69
"17516",406000,"Powiat grudziądzki",2006,110.6
"17517",407000,"Powiat inowrocławski",2006,25.7
"17518",408000,"Powiat lipnowski",2006,169.6
"17519",409000,"Powiat mogileński",2006,49.6
"17520",410000,"Powiat nakielski",2006,68.1
"17521",411000,"Powiat radziejowski",2006,114.8
"17522",412000,"Powiat rypiński",2006,113.5
"17523",413000,"Powiat sępoleński",2006,82.3
"17524",414000,"Powiat świecki",2006,58.5
"17525",415000,"Powiat toruński",2006,99
"17526",416000,"Powiat tucholski",2006,90.8
"17527",417000,"Powiat wąbrzeski",2006,161.3
"17528",418000,"Powiat włocławski",2006,104.3
"17529",419000,"Powiat żniński",2006,45
"17530",461000,"Powiat m.Bydgoszcz",2006,4.6
"17531",462000,"Powiat m.Grudziądz",2006,7.3
"17532",463000,"Powiat m.Toruń",2006,6.9
"17533",464000,"Powiat m.Włocławek",2006,7.5
"17534",601000,"Powiat bialski",2006,165.8
"17535",602000,"Powiat biłgorajski",2006,29.5
"17536",603000,"Powiat chełmski",2006,91.5
"17537",604000,"Powiat hrubieszowski",2006,70.9
"17538",605000,"Powiat janowski",2006,85.8
"17539",606000,"Powiat krasnostawski",2006,45.8
"17540",607000,"Powiat kraśnicki",2006,33.6
"17541",608000,"Powiat lubartowski",2006,88.2
"17542",609000,"Powiat lubelski",2006,57.8
"17543",610000,"Powiat łęczyński",2006,61.4
"17544",611000,"Powiat łukowski",2006,40.2
"17545",612000,"Powiat opolski",2006,55.7
"17546",613000,"Powiat parczewski",2006,115.7
"17547",614000,"Powiat puławski",2006,31.6
"17548",615000,"Powiat radzyński",2006,117.1
"17549",616000,"Powiat rycki",2006,34
"17550",617000,"Powiat świdnicki",2006,52.4
"17551",618000,"Powiat tomaszowski",2006,60.2
"17552",619000,"Powiat włodawski",2006,122.3
"17553",620000,"Powiat zamojski",2006,54.1
"17554",661000,"Powiat m.Biała Podlaska",2006,16.3
"17555",662000,"Powiat m.Chełm",2006,5
"17556",663000,"Powiat m.Lublin",2006,5.7
"17557",664000,"Powiat m.Zamość",2006,4.8
"17558",801000,"Powiat gorzowski",2006,73.5
"17559",802000,"Powiat krośnieński",2006,72.4
"17560",803000,"Powiat międzyrzecki",2006,93.9
"17561",804000,"Powiat nowosolski",2006,42.7
"17562",805000,"Powiat słubicki",2006,88.9
"17563",806000,"Powiat strzelecko-drezdenecki",2006,87.8
"17564",807000,"Powiat sulęciński",2006,93.4
"17565",808000,"Powiat świebodziński",2006,63.7
"17566",809000,"Powiat zielonogórski",2006,84.3
"17567",810000,"Powiat żagański",2006,42.1
"17568",811000,"Powiat żarski",2006,35
"17569",812000,"Powiat wschowski",2006,74.8
"17570",861000,"Powiat m.Gorzów Wielkopolski",2006,2.5
"17571",862000,"Powiat m.Zielona Góra",2006,1.9
"17572",1001000,"Powiat bełchatowski",2006,38.8
"17573",1002000,"Powiat kutnowski",2006,41.9
"17574",1003000,"Powiat łaski",2006,62.7
"17575",1004000,"Powiat łęczycki",2006,64
"17576",1005000,"Powiat łowicki",2006,33.9
"17577",1006000,"Powiat łódzki wschodni",2006,61.9
"17578",1007000,"Powiat opoczyński",2006,30.1
"17579",1008000,"Powiat pabianicki",2006,31.2
"17580",1009000,"Powiat pajęczański",2006,42.4
"17581",1010000,"Powiat piotrkowski",2006,33.1
"17582",1011000,"Powiat poddębicki",2006,93.7
"17583",1012000,"Powiat radomszczański",2006,29.5
"17584",1013000,"Powiat rawski",2006,41
"17585",1014000,"Powiat sieradzki",2006,28.8
"17586",1015000,"Powiat skierniewicki",2006,41.4
"17587",1016000,"Powiat tomaszowski",2006,39.5
"17588",1017000,"Powiat wieluński",2006,45.5
"17589",1018000,"Powiat wieruszowski",2006,98.4
"17590",1019000,"Powiat zduńskowolski",2006,19.6
"17591",1020000,"Powiat zgierski",2006,42.3
"17592",1021000,"Powiat brzeziński",2006,13
"17593",1061000,"Powiat m.Łódź",2006,3.6
"17594",1062000,"Powiat m.Piotrków Trybunalski",2006,13.4
"17595",1063000,"Powiat m.Skierniewice",2006,6.6
"17596",1201000,"Powiat bocheński",2006,17.5
"17597",1202000,"Powiat brzeski",2006,19.5
"17598",1203000,"Powiat chrzanowski",2006,5.5
"17599",1204000,"Powiat dąbrowski",2006,30.2
"17600",1205000,"Powiat gorlicki",2006,64.1
"17601",1206000,"Powiat krakowski",2006,20.3
"17602",1207000,"Powiat limanowski",2006,29.4
"17603",1208000,"Powiat miechowski",2006,41.3
"17604",1209000,"Powiat myślenicki",2006,4.6
"17605",1210000,"Powiat nowosądecki",2006,61.7
"17606",1211000,"Powiat nowotarski",2006,27.7
"17607",1212000,"Powiat olkuski",2006,15.1
"17608",1213000,"Powiat oświęcimski",2006,4.9
"17609",1214000,"Powiat proszowicki",2006,46.5
"17610",1215000,"Powiat suski",2006,59.8
"17611",1216000,"Powiat tarnowski",2006,42.4
"17612",1217000,"Powiat tatrzański",2006,1.6
"17613",1218000,"Powiat wadowicki",2006,15.7
"17614",1219000,"Powiat wielicki",2006,9.7
"17615",1261000,"Powiat m.Kraków",2006,0.8
"17616",1262000,"Powiat m.Nowy Sącz",2006,5.1
"17617",1263000,"Powiat m.Tarnów",2006,3.8
"17618",1401000,"Powiat białobrzeski",2006,250.1
"17619",1402000,"Powiat ciechanowski",2006,74.6
"17620",1403000,"Powiat garwoliński",2006,47.9
"17621",1404000,"Powiat gostyniński",2006,61.4
"17622",1405000,"Powiat grodziski",2006,42
"17623",1406000,"Powiat grójecki",2006,54.2
"17624",1407000,"Powiat kozienicki",2006,74.5
"17625",1408000,"Powiat legionowski",2006,20.8
"17626",1409000,"Powiat lipski",2006,151.9
"17627",1410000,"Powiat łosicki",2006,156
"17628",1411000,"Powiat makowski",2006,113.6
"17629",1412000,"Powiat miński",2006,68.6
"17630",1413000,"Powiat mławski",2006,48.5
"17631",1414000,"Powiat nowodworski",2006,50
"17632",1415000,"Powiat ostrołęcki",2006,72.4
"17633",1416000,"Powiat ostrowski",2006,96.6
"17634",1417000,"Powiat otwocki",2006,64.2
"17635",1418000,"Powiat piaseczyński",2006,28.5
"17636",1419000,"Powiat płocki",2006,114.2
"17637",1420000,"Powiat płoński",2006,110.7
"17638",1421000,"Powiat pruszkowski",2006,13.2
