"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_do_40_m2_zl"
"2448",1432000,"Powiat warszawski zachodni",2016,3725
"2449",1433000,"Powiat węgrowski",2016,2917
"2450",1434000,"Powiat wołomiński",2016,4774
"2451",1435000,"Powiat wyszkowski",2016,4543
"2452",1436000,"Powiat zwoleński",2016,0
"2453",1437000,"Powiat żuromiński",2016,2634
"2454",1438000,"Powiat żyrardowski",2016,3214
"2455",1461000,"Powiat m.Ostrołęka",2016,2986
"2456",1462000,"Powiat m.Płock",2016,3472
"2457",1463000,"Powiat m.Radom",2016,2846
"2458",1464000,"Powiat m.Siedlce",2016,3700
"2459",1465000,"Powiat m. st. Warszawa",2016,7547
"2460",1601000,"Powiat brzeski",2016,2530
"2461",1602000,"Powiat głubczycki",2016,1530
"2462",1603000,"Powiat kędzierzyńsko-kozielski",2016,1852
"2463",1604000,"Powiat kluczborski",2016,2243
"2464",1605000,"Powiat krapkowicki",2016,2532
"2465",1606000,"Powiat namysłowski",2016,2752
"2466",1607000,"Powiat nyski",2016,2476
"2467",1608000,"Powiat oleski",2016,2128
"2468",1609000,"Powiat opolski",2016,2332
"2469",1610000,"Powiat prudnicki",2016,1382
"2470",1611000,"Powiat strzelecki",2016,1981
"2471",1661000,"Powiat m.Opole",2016,4376
"2472",1801000,"Powiat bieszczadzki",2016,2043
"2473",1802000,"Powiat brzozowski",2016,2588
"2474",1803000,"Powiat dębicki",2016,2828
"2475",1804000,"Powiat jarosławski",2016,3371
"2476",1805000,"Powiat jasielski",2016,2446
"2477",1806000,"Powiat kolbuszowski",2016,2665
"2478",1807000,"Powiat krośnieński",2016,3251
"2479",1808000,"Powiat leżajski",2016,2000
"2480",1809000,"Powiat lubaczowski",2016,1843
"2481",1810000,"Powiat łańcucki",2016,3033
"2482",1811000,"Powiat mielecki",2016,3229
"2483",1812000,"Powiat niżański",2016,0
"2484",1813000,"Powiat przemyski",2016,2050
"2485",1814000,"Powiat przeworski",2016,3267
"2486",1815000,"Powiat ropczycko-sędziszowski",2016,3618
"2487",1816000,"Powiat rzeszowski",2016,3720
"2488",1817000,"Powiat sanocki",2016,2617
"2489",1818000,"Powiat stalowowolski",2016,2696
"2490",1819000,"Powiat strzyżowski",2016,0
"2491",1820000,"Powiat tarnobrzeski",2016,2011
"2492",1821000,"Powiat leski",2016,2556
"2493",1861000,"Powiat m.Krosno",2016,2972
"2494",1862000,"Powiat m.Przemyśl",2016,2687
"2495",1863000,"Powiat m.Rzeszów",2016,4570
"2496",1864000,"Powiat m.Tarnobrzeg",2016,2324
"2497",2001000,"Powiat augustowski",2016,3681
"2498",2002000,"Powiat białostocki",2016,3300
"2499",2003000,"Powiat bielski",2016,0
"2500",2004000,"Powiat grajewski",2016,2903
"2501",2005000,"Powiat hajnowski",2016,1893
"2502",2006000,"Powiat kolneński",2016,1569
"2503",2007000,"Powiat łomżyński",2016,0
"2504",2008000,"Powiat moniecki",2016,0
"2505",2009000,"Powiat sejneński",2016,2563
"2506",2010000,"Powiat siemiatycki",2016,0
"2507",2011000,"Powiat sokólski",2016,2546
"2508",2012000,"Powiat suwalski",2016,1266
"2509",2013000,"Powiat wysokomazowiecki",2016,3206
"2510",2014000,"Powiat zambrowski",2016,2650
"2511",2061000,"Powiat m.Białystok",2016,4357
"2512",2062000,"Powiat m.Łomża",2016,3392
"2513",2063000,"Powiat m.Suwałki",2016,2297
"2514",2201000,"Powiat bytowski",2016,2868
"2515",2202000,"Powiat chojnicki",2016,3213
"2516",2203000,"Powiat człuchowski",2016,2574
"2517",2204000,"Powiat gdański",2016,4408
"2518",2205000,"Powiat kartuski",2016,3524
"2519",2206000,"Powiat kościerski",2016,3227
"2520",2207000,"Powiat kwidzyński",2016,2530
"2521",2208000,"Powiat lęborski",2016,2685
"2522",2209000,"Powiat malborski",2016,2712
"2523",2210000,"Powiat nowodworski",2016,8023
"2524",2211000,"Powiat pucki",2016,5034
"2525",2212000,"Powiat słupski",2016,3932
"2526",2213000,"Powiat starogardzki",2016,3005
"2527",2214000,"Powiat tczewski",2016,3531
"2528",2215000,"Powiat wejherowski",2016,4169
"2529",2216000,"Powiat sztumski",2016,1641
"2530",2261000,"Powiat m.Gdańsk",2016,5607
"2531",2262000,"Powiat m.Gdynia",2016,5060
"2532",2263000,"Powiat m.Słupsk",2016,3076
"2533",2264000,"Powiat m.Sopot",2016,8016
"2534",2401000,"Powiat będziński",2016,2210
"2535",2402000,"Powiat bielski",2016,2931
"2536",2403000,"Powiat cieszyński",2016,3500
"2537",2404000,"Powiat częstochowski",2016,1681
"2538",2405000,"Powiat gliwicki",2016,2235
"2539",2406000,"Powiat kłobucki",2016,2647
"2540",2407000,"Powiat lubliniecki",2016,2636
"2541",2408000,"Powiat mikołowski",2016,2653
"2542",2409000,"Powiat myszkowski",2016,1891
"2543",2410000,"Powiat pszczyński",2016,2436
"2544",2411000,"Powiat raciborski",2016,1706
"2545",2412000,"Powiat rybnicki",2016,1991
"2546",2413000,"Powiat tarnogórski",2016,2236
"2547",2414000,"Powiat bieruńsko-lędziński",2016,2583
"2548",2415000,"Powiat wodzisławski",2016,1700
"2549",2416000,"Powiat zawierciański",2016,1854
"2550",2417000,"Powiat żywiecki",2016,3372
"2551",2461000,"Powiat m.Bielsko-Biała",2016,3218
"2552",2462000,"Powiat m.Bytom",2016,1736
"2553",2463000,"Powiat m.Chorzów",2016,2461
"2554",2464000,"Powiat m.Częstochowa",2016,2432
"2555",2465000,"Powiat m.Dąbrowa Górnicza",2016,2462
"2556",2466000,"Powiat m.Gliwice",2016,3183
"2557",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2181
"2558",2468000,"Powiat m.Jaworzno",2016,2668
"2559",2469000,"Powiat m.Katowice",2016,3333
"2560",2470000,"Powiat m.Mysłowice",2016,2262
"2561",2471000,"Powiat m.Piekary Śląskie",2016,1919
"2562",2472000,"Powiat m.Ruda Śląska",2016,1935
"2563",2473000,"Powiat m.Rybnik",2016,2164
"2564",2474000,"Powiat m.Siemianowice Śląskie",2016,2336
"2565",2475000,"Powiat m.Sosnowiec",2016,2393
"2566",2476000,"Powiat m.Świętochłowice",2016,2234
"2567",2477000,"Powiat m.Tychy",2016,3278
"2568",2478000,"Powiat m.Zabrze",2016,2273
"2569",2479000,"Powiat m.Żory",2016,2508
"2570",2601000,"Powiat buski",2016,3365
"2571",2602000,"Powiat jędrzejowski",2016,2597
"2572",2603000,"Powiat kazimierski",2016,2509
"2573",2604000,"Powiat kielecki",2016,0
"2574",2605000,"Powiat konecki",2016,2251
"2575",2606000,"Powiat opatowski",2016,2200
"2576",2607000,"Powiat ostrowiecki",2016,1812
"2577",2608000,"Powiat pińczowski",2016,1974
"2578",2609000,"Powiat sandomierski",2016,2800
"2579",2610000,"Powiat skarżyski",2016,2117
"2580",2611000,"Powiat starachowicki",2016,2167
"2581",2612000,"Powiat staszowski",2016,2532
"2582",2613000,"Powiat włoszczowski",2016,2793
"2583",2661000,"Powiat m.Kielce",2016,3825
"2584",2801000,"Powiat bartoszycki",2016,2006
"2585",2802000,"Powiat braniewski",2016,2064
"2586",2803000,"Powiat działdowski",2016,2632
"2587",2804000,"Powiat elbląski",2016,1777
"2588",2805000,"Powiat ełcki",2016,2624
"2589",2806000,"Powiat giżycki",2016,3088
"2590",2807000,"Powiat iławski",2016,3202
"2591",2808000,"Powiat kętrzyński",2016,1685
"2592",2809000,"Powiat lidzbarski",2016,2092
"2593",2810000,"Powiat mrągowski",2016,2986
"2594",2811000,"Powiat nidzicki",2016,2173
"2595",2812000,"Powiat nowomiejski",2016,1603
"2596",2813000,"Powiat olecki",2016,2683
"2597",2814000,"Powiat olsztyński",2016,3873
"2598",2815000,"Powiat ostródzki",2016,2430
"2599",2816000,"Powiat piski",2016,2133
"2600",2817000,"Powiat szczycieński",2016,2809
"2601",2818000,"Powiat gołdapski",2016,1996
"2602",2819000,"Powiat węgorzewski",2016,2537
"2603",2861000,"Powiat m.Elbląg",2016,2930
"2604",2862000,"Powiat m.Olsztyn",2016,4454
"2605",3001000,"Powiat chodzieski",2016,2933
"2606",3002000,"Powiat czarnkowsko-trzcianecki",2016,1887
"2607",3003000,"Powiat gnieźnieński",2016,3165
"2608",3004000,"Powiat gostyński",2016,3549
"2609",3005000,"Powiat grodziski",2016,3310
"2610",3006000,"Powiat jarociński",2016,3000
"2611",3007000,"Powiat kaliski",2016,2100
"2612",3008000,"Powiat kępiński",2016,0
"2613",3009000,"Powiat kolski",2016,2747
"2614",3010000,"Powiat koniński",2016,2039
"2615",3011000,"Powiat kościański",2016,3196
"2616",3012000,"Powiat krotoszyński",2016,2786
"2617",3013000,"Powiat leszczyński",2016,3079
"2618",3014000,"Powiat międzychodzki",2016,2291
"2619",3015000,"Powiat nowotomyski",2016,2924
"2620",3016000,"Powiat obornicki",2016,3400
"2621",3017000,"Powiat ostrowski",2016,2646
"2622",3018000,"Powiat ostrzeszowski",2016,2332
"2623",3019000,"Powiat pilski",2016,3365
"2624",3020000,"Powiat pleszewski",2016,1892
"2625",3021000,"Powiat poznański",2016,4380
"2626",3022000,"Powiat rawicki",2016,3098
"2627",3023000,"Powiat słupecki",2016,3485
"2628",3024000,"Powiat szamotulski",2016,3712
"2629",3025000,"Powiat średzki",2016,3643
"2630",3026000,"Powiat śremski",2016,3057
"2631",3027000,"Powiat turecki",2016,2203
"2632",3028000,"Powiat wągrowiecki",2016,3251
"2633",3029000,"Powiat wolsztyński",2016,2328
"2634",3030000,"Powiat wrzesiński",2016,3798
"2635",3031000,"Powiat złotowski",2016,2429
"2636",3061000,"Powiat m.Kalisz",2016,2437
"2637",3062000,"Powiat m.Konin",2016,3026
"2638",3063000,"Powiat m.Leszno",2016,3482
"2639",3064000,"Powiat m.Poznań",2016,5824
"2640",3201000,"Powiat białogardzki",2016,1857
"2641",3202000,"Powiat choszczeński",2016,2153
"2642",3203000,"Powiat drawski",2016,2101
"2643",3204000,"Powiat goleniowski",2016,3049
"2644",3205000,"Powiat gryficki",2016,2920
"2645",3206000,"Powiat gryfiński",2016,2625
"2646",3207000,"Powiat kamieński",2016,5386
"2647",3208000,"Powiat kołobrzeski",2016,5030
"2648",3209000,"Powiat koszaliński",2016,4576
"2649",3210000,"Powiat myśliborski",2016,2497
"2650",3211000,"Powiat policki",2016,4110
"2651",3212000,"Powiat pyrzycki",2016,2311
"2652",3213000,"Powiat sławieński",2016,2603
"2653",3214000,"Powiat stargardzki",2016,3566
"2654",3215000,"Powiat szczecinecki",2016,1863
"2655",3216000,"Powiat świdwiński",2016,1865
"2656",3217000,"Powiat wałecki",2016,2751
"2657",3218000,"Powiat łobeski",2016,1325
"2658",3261000,"Powiat m.Koszalin",2016,3643
"2659",3262000,"Powiat m.Szczecin",2016,4459
"2660",3263000,"Powiat m.Świnoujście",2016,5165
"2661",201000,"Powiat bolesławiecki",2017,2778
"2662",202000,"Powiat dzierżoniowski",2017,1829
"2663",203000,"Powiat głogowski",2017,3158
"2664",204000,"Powiat górowski",2017,0
"2665",205000,"Powiat jaworski",2017,2373
"2666",206000,"Powiat jeleniogórski",2017,3385
"2667",207000,"Powiat kamiennogórski",2017,1603
"2668",208000,"Powiat kłodzki",2017,2509
"2669",209000,"Powiat legnicki",2017,2286
"2670",210000,"Powiat lubański",2017,2160
"2671",211000,"Powiat lubiński",2017,3034
"2672",212000,"Powiat lwówecki",2017,1724
"2673",213000,"Powiat milicki",2017,2993
"2674",214000,"Powiat oleśnicki",2017,3607
"2675",215000,"Powiat oławski",2017,3795
"2676",216000,"Powiat polkowicki",2017,2508
"2677",217000,"Powiat strzeliński",2017,2811
"2678",218000,"Powiat średzki",2017,4163
"2679",219000,"Powiat świdnicki",2017,2444
"2680",220000,"Powiat trzebnicki",2017,3600
"2681",221000,"Powiat wałbrzyski",2017,1221
"2682",222000,"Powiat wołowski",2017,2805
"2683",223000,"Powiat wrocławski",2017,4627
"2684",224000,"Powiat ząbkowicki",2017,1587
"2685",225000,"Powiat zgorzelecki",2017,2509
"2686",226000,"Powiat złotoryjski",2017,2450
"2687",261000,"Powiat m.Jelenia Góra",2017,2684
"2688",262000,"Powiat m.Legnica",2017,2872
"2689",264000,"Powiat m.Wrocław",2017,6200
"2690",265000,"Powiat m.Wałbrzych od 2013",2017,1987
"2691",401000,"Powiat aleksandrowski",2017,3376
"2692",402000,"Powiat brodnicki",2017,3303
"2693",403000,"Powiat bydgoski",2017,3247
"2694",404000,"Powiat chełmiński",2017,2924
"2695",405000,"Powiat golubsko-dobrzyński",2017,2199
"2696",406000,"Powiat grudziądzki",2017,1715
"2697",407000,"Powiat inowrocławski",2017,3128
"2698",408000,"Powiat lipnowski",2017,1842
"2699",409000,"Powiat mogileński",2017,2336
"2700",410000,"Powiat nakielski",2017,2592
"2701",411000,"Powiat radziejowski",2017,2650
"2702",412000,"Powiat rypiński",2017,1712
"2703",413000,"Powiat sępoleński",2017,1893
"2704",414000,"Powiat świecki",2017,2732
"2705",415000,"Powiat toruński",2017,2458
"2706",416000,"Powiat tucholski",2017,2399
"2707",417000,"Powiat wąbrzeski",2017,1869
"2708",418000,"Powiat włocławski",2017,1330
"2709",419000,"Powiat żniński",2017,2639
"2710",461000,"Powiat m.Bydgoszcz",2017,4309
"2711",462000,"Powiat m.Grudziądz",2017,2732
"2712",463000,"Powiat m.Toruń",2017,4567
"2713",464000,"Powiat m.Włocławek",2017,2558
"2714",601000,"Powiat bialski",2017,2319
"2715",602000,"Powiat biłgorajski",2017,3093
"2716",603000,"Powiat chełmski",2017,1684
"2717",604000,"Powiat hrubieszowski",2017,2245
"2718",605000,"Powiat janowski",2017,2320
"2719",606000,"Powiat krasnostawski",2017,3014
"2720",607000,"Powiat kraśnicki",2017,2309
"2721",608000,"Powiat lubartowski",2017,3652
"2722",609000,"Powiat lubelski",2017,3753
"2723",610000,"Powiat łęczyński",2017,2776
"2724",611000,"Powiat łukowski",2017,2874
"2725",612000,"Powiat opolski",2017,2617
"2726",613000,"Powiat parczewski",2017,2553
"2727",614000,"Powiat puławski",2017,3418
"2728",615000,"Powiat radzyński",2017,2589
"2729",616000,"Powiat rycki",2017,2754
"2730",617000,"Powiat świdnicki",2017,3667
"2731",618000,"Powiat tomaszowski",2017,2875
"2732",619000,"Powiat włodawski",2017,2164
"2733",620000,"Powiat zamojski",2017,3822
"2734",661000,"Powiat m.Biała Podlaska",2017,3024
"2735",662000,"Powiat m.Chełm",2017,2821
"2736",663000,"Powiat m.Lublin",2017,5013
"2737",664000,"Powiat m.Zamość",2017,3250
"2738",801000,"Powiat gorzowski",2017,2710
"2739",802000,"Powiat krośnieński",2017,2174
"2740",803000,"Powiat międzyrzecki",2017,2500
"2741",804000,"Powiat nowosolski",2017,1781
"2742",805000,"Powiat słubicki",2017,3452
"2743",806000,"Powiat strzelecko-drezdenecki",2017,1765
"2744",807000,"Powiat sulęciński",2017,1707
"2745",808000,"Powiat świebodziński",2017,2843
"2746",809000,"Powiat zielonogórski",2017,2632
"2747",810000,"Powiat żagański",2017,1822
"2748",811000,"Powiat żarski",2017,2131
"2749",812000,"Powiat wschowski",2017,1877
"2750",861000,"Powiat m.Gorzów Wielkopolski",2017,3403
"2751",862000,"Powiat m.Zielona Góra",2017,3338
"2752",1001000,"Powiat bełchatowski",2017,2604
"2753",1002000,"Powiat kutnowski",2017,3096
"2754",1003000,"Powiat łaski",2017,2232
"2755",1004000,"Powiat łęczycki",2017,2756
"2756",1005000,"Powiat łowicki",2017,3402
"2757",1006000,"Powiat łódzki wschodni",2017,2277
"2758",1007000,"Powiat opoczyński",2017,2794
"2759",1008000,"Powiat pabianicki",2017,2365
"2760",1009000,"Powiat pajęczański",2017,2957
"2761",1010000,"Powiat piotrkowski",2017,1514
"2762",1011000,"Powiat poddębicki",2017,3384
"2763",1012000,"Powiat radomszczański",2017,2559
"2764",1013000,"Powiat rawski",2017,2796
"2765",1014000,"Powiat sieradzki",2017,2641
"2766",1015000,"Powiat skierniewicki",2017,0
"2767",1016000,"Powiat tomaszowski",2017,2419
"2768",1017000,"Powiat wieluński",2017,3034
"2769",1018000,"Powiat wieruszowski",2017,2174
"2770",1019000,"Powiat zduńskowolski",2017,2957
"2771",1020000,"Powiat zgierski",2017,2617
"2772",1021000,"Powiat brzeziński",2017,2421
"2773",1061000,"Powiat m.Łódź",2017,3705
"2774",1062000,"Powiat m.Piotrków Trybunalski",2017,2841
"2775",1063000,"Powiat m.Skierniewice",2017,3417
"2776",1201000,"Powiat bocheński",2017,4248
"2777",1202000,"Powiat brzeski",2017,3598
"2778",1203000,"Powiat chrzanowski",2017,2672
"2779",1204000,"Powiat dąbrowski",2017,2168
"2780",1205000,"Powiat gorlicki",2017,2798
"2781",1206000,"Powiat krakowski",2017,4197
"2782",1207000,"Powiat limanowski",2017,3000
"2783",1208000,"Powiat miechowski",2017,2973
"2784",1209000,"Powiat myślenicki",2017,4879
"2785",1210000,"Powiat nowosądecki",2017,6347
"2786",1211000,"Powiat nowotarski",2017,3947
"2787",1212000,"Powiat olkuski",2017,2484
"2788",1213000,"Powiat oświęcimski",2017,2756
"2789",1214000,"Powiat proszowicki",2017,3442
"2790",1215000,"Powiat suski",2017,3407
"2791",1216000,"Powiat tarnowski",2017,0
"2792",1217000,"Powiat tatrzański",2017,8608
"2793",1218000,"Powiat wadowicki",2017,3119
"2794",1219000,"Powiat wielicki",2017,5000
"2795",1261000,"Powiat m.Kraków",2017,6431
"2796",1262000,"Powiat m.Nowy Sącz",2017,3483
"2797",1263000,"Powiat m.Tarnów",2017,3088
"2798",1401000,"Powiat białobrzeski",2017,3494
"2799",1402000,"Powiat ciechanowski",2017,2995
"2800",1403000,"Powiat garwoliński",2017,3722
"2801",1404000,"Powiat gostyniński",2017,2222
"2802",1405000,"Powiat grodziski",2017,4622
"2803",1406000,"Powiat grójecki",2017,3026
"2804",1407000,"Powiat kozienicki",2017,3008
"2805",1408000,"Powiat legionowski",2017,4676
"2806",1409000,"Powiat lipski",2017,2222
"2807",1410000,"Powiat łosicki",2017,0
"2808",1411000,"Powiat makowski",2017,1942
"2809",1412000,"Powiat miński",2017,4551
"2810",1413000,"Powiat mławski",2017,3099
"2811",1414000,"Powiat nowodworski",2017,4061
"2812",1415000,"Powiat ostrołęcki",2017,0
"2813",1416000,"Powiat ostrowski",2017,2887
"2814",1417000,"Powiat otwocki",2017,4782
"2815",1418000,"Powiat piaseczyński",2017,5647
"2816",1419000,"Powiat płocki",2017,1361
"2817",1420000,"Powiat płoński",2017,2727
"2818",1421000,"Powiat pruszkowski",2017,6092
"2819",1422000,"Powiat przasnyski",2017,2752
"2820",1423000,"Powiat przysuski",2017,1994
"2821",1424000,"Powiat pułtuski",2017,3093
"2822",1425000,"Powiat radomski",2017,1710
"2823",1426000,"Powiat siedlecki",2017,1090
"2824",1427000,"Powiat sierpecki",2017,3102
"2825",1428000,"Powiat sochaczewski",2017,3248
"2826",1429000,"Powiat sokołowski",2017,3120
"2827",1430000,"Powiat szydłowiecki",2017,2074
"2828",1432000,"Powiat warszawski zachodni",2017,4214
"2829",1433000,"Powiat węgrowski",2017,2483
"2830",1434000,"Powiat wołomiński",2017,5128
"2831",1435000,"Powiat wyszkowski",2017,4107
"2832",1436000,"Powiat zwoleński",2017,1754
"2833",1437000,"Powiat żuromiński",2017,3096
"2834",1438000,"Powiat żyrardowski",2017,3455
"2835",1461000,"Powiat m.Ostrołęka",2017,2968
"2836",1462000,"Powiat m.Płock",2017,3636
"2837",1463000,"Powiat m.Radom",2017,2856
"2838",1464000,"Powiat m.Siedlce",2017,3812
"2839",1465000,"Powiat m. st. Warszawa",2017,8000
"2840",1601000,"Powiat brzeski",2017,2462
"2841",1602000,"Powiat głubczycki",2017,1611
"2842",1603000,"Powiat kędzierzyńsko-kozielski",2017,2022
"2843",1604000,"Powiat kluczborski",2017,2435
"2844",1605000,"Powiat krapkowicki",2017,2302
"2845",1606000,"Powiat namysłowski",2017,2723
"2846",1607000,"Powiat nyski",2017,2473
"2847",1608000,"Powiat oleski",2017,1983
"2848",1609000,"Powiat opolski",2017,2344
"2849",1610000,"Powiat prudnicki",2017,1455
"2850",1611000,"Powiat strzelecki",2017,1826
"2851",1661000,"Powiat m.Opole",2017,4426
"2852",1801000,"Powiat bieszczadzki",2017,2139
"2853",1802000,"Powiat brzozowski",2017,2299
"2854",1803000,"Powiat dębicki",2017,3099
"2855",1804000,"Powiat jarosławski",2017,3069
"2856",1805000,"Powiat jasielski",2017,2531
"2857",1806000,"Powiat kolbuszowski",2017,2839
"2858",1807000,"Powiat krośnieński",2017,1768
"2859",1808000,"Powiat leżajski",2017,1362
"2860",1809000,"Powiat lubaczowski",2017,1767
"2861",1810000,"Powiat łańcucki",2017,3678
"2862",1811000,"Powiat mielecki",2017,3290
"2863",1812000,"Powiat niżański",2017,2198
"2864",1813000,"Powiat przemyski",2017,3157
"2865",1814000,"Powiat przeworski",2017,3039
"2866",1815000,"Powiat ropczycko-sędziszowski",2017,3642
"2867",1816000,"Powiat rzeszowski",2017,4803
"2868",1817000,"Powiat sanocki",2017,2752
"2869",1818000,"Powiat stalowowolski",2017,2792
"2870",1819000,"Powiat strzyżowski",2017,2934
"2871",1820000,"Powiat tarnobrzeski",2017,2055
"2872",1821000,"Powiat leski",2017,2503
"2873",1861000,"Powiat m.Krosno",2017,2775
"2874",1862000,"Powiat m.Przemyśl",2017,2688
"2875",1863000,"Powiat m.Rzeszów",2017,4894
"2876",1864000,"Powiat m.Tarnobrzeg",2017,2224
"2877",2001000,"Powiat augustowski",2017,3590
"2878",2002000,"Powiat białostocki",2017,2905
"2879",2003000,"Powiat bielski",2017,0
"2880",2004000,"Powiat grajewski",2017,2353
"2881",2005000,"Powiat hajnowski",2017,1995
"2882",2006000,"Powiat kolneński",2017,1997
"2883",2007000,"Powiat łomżyński",2017,0
"2884",2008000,"Powiat moniecki",2017,3241
"2885",2009000,"Powiat sejneński",2017,2031
"2886",2010000,"Powiat siemiatycki",2017,0
"2887",2011000,"Powiat sokólski",2017,2344
"2888",2012000,"Powiat suwalski",2017,1325
"2889",2013000,"Powiat wysokomazowiecki",2017,3061
"2890",2014000,"Powiat zambrowski",2017,2384
"2891",2061000,"Powiat m.Białystok",2017,4595
"2892",2062000,"Powiat m.Łomża",2017,3488
"2893",2063000,"Powiat m.Suwałki",2017,3601
"2894",2201000,"Powiat bytowski",2017,2978
"2895",2202000,"Powiat chojnicki",2017,3430
"2896",2203000,"Powiat człuchowski",2017,2456
"2897",2204000,"Powiat gdański",2017,4592
"2898",2205000,"Powiat kartuski",2017,4112
"2899",2206000,"Powiat kościerski",2017,3676
"2900",2207000,"Powiat kwidzyński",2017,2724
"2901",2208000,"Powiat lęborski",2017,2734
"2902",2209000,"Powiat malborski",2017,3242
"2903",2210000,"Powiat nowodworski",2017,5746
"2904",2211000,"Powiat pucki",2017,4831
"2905",2212000,"Powiat słupski",2017,4908
"2906",2213000,"Powiat starogardzki",2017,3038
"2907",2214000,"Powiat tczewski",2017,3760
"2908",2215000,"Powiat wejherowski",2017,4443
"2909",2216000,"Powiat sztumski",2017,1811
"2910",2261000,"Powiat m.Gdańsk",2017,6318
"2911",2262000,"Powiat m.Gdynia",2017,5875
"2912",2263000,"Powiat m.Słupsk",2017,3200
"2913",2264000,"Powiat m.Sopot",2017,9825
"2914",2401000,"Powiat będziński",2017,2173
"2915",2402000,"Powiat bielski",2017,3198
"2916",2403000,"Powiat cieszyński",2017,4727
"2917",2404000,"Powiat częstochowski",2017,1910
"2918",2405000,"Powiat gliwicki",2017,2218
"2919",2406000,"Powiat kłobucki",2017,2842
"2920",2407000,"Powiat lubliniecki",2017,2325
"2921",2408000,"Powiat mikołowski",2017,2689
"2922",2409000,"Powiat myszkowski",2017,2014
"2923",2410000,"Powiat pszczyński",2017,2927
"2924",2411000,"Powiat raciborski",2017,1916
"2925",2412000,"Powiat rybnicki",2017,2156
"2926",2413000,"Powiat tarnogórski",2017,2530
"2927",2414000,"Powiat bieruńsko-lędziński",2017,2766
"2928",2415000,"Powiat wodzisławski",2017,1886
"2929",2416000,"Powiat zawierciański",2017,1716
"2930",2417000,"Powiat żywiecki",2017,2819
"2931",2461000,"Powiat m.Bielsko-Biała",2017,3469
"2932",2462000,"Powiat m.Bytom",2017,1812
"2933",2463000,"Powiat m.Chorzów",2017,2629
"2934",2464000,"Powiat m.Częstochowa",2017,2816
"2935",2465000,"Powiat m.Dąbrowa Górnicza",2017,2528
"2936",2466000,"Powiat m.Gliwice",2017,3219
"2937",2467000,"Powiat m.Jastrzębie-Zdrój",2017,2087
"2938",2468000,"Powiat m.Jaworzno",2017,2835
"2939",2469000,"Powiat m.Katowice",2017,3601
"2940",2470000,"Powiat m.Mysłowice",2017,2501
"2941",2471000,"Powiat m.Piekary Śląskie",2017,1957
"2942",2472000,"Powiat m.Ruda Śląska",2017,2022
"2943",2473000,"Powiat m.Rybnik",2017,2365
"2944",2474000,"Powiat m.Siemianowice Śląskie",2017,2299
"2945",2475000,"Powiat m.Sosnowiec",2017,2423
"2946",2476000,"Powiat m.Świętochłowice",2017,2297
"2947",2477000,"Powiat m.Tychy",2017,3581
"2948",2478000,"Powiat m.Zabrze",2017,2279
"2949",2479000,"Powiat m.Żory",2017,2836
"2950",2601000,"Powiat buski",2017,3371
"2951",2602000,"Powiat jędrzejowski",2017,2478
"2952",2603000,"Powiat kazimierski",2017,0
"2953",2604000,"Powiat kielecki",2017,0
"2954",2605000,"Powiat konecki",2017,2493
"2955",2606000,"Powiat opatowski",2017,2105
"2956",2607000,"Powiat ostrowiecki",2017,2203
"2957",2608000,"Powiat pińczowski",2017,2039
"2958",2609000,"Powiat sandomierski",2017,2924
"2959",2610000,"Powiat skarżyski",2017,1905
"2960",2611000,"Powiat starachowicki",2017,2291
"2961",2612000,"Powiat staszowski",2017,2446
"2962",2613000,"Powiat włoszczowski",2017,2740
"2963",2661000,"Powiat m.Kielce",2017,3887
"2964",2801000,"Powiat bartoszycki",2017,2141
"2965",2802000,"Powiat braniewski",2017,1966
"2966",2803000,"Powiat działdowski",2017,2367
"2967",2804000,"Powiat elbląski",2017,1962
"2968",2805000,"Powiat ełcki",2017,2804
"2969",2806000,"Powiat giżycki",2017,3604
"2970",2807000,"Powiat iławski",2017,3238
"2971",2808000,"Powiat kętrzyński",2017,2005
"2972",2809000,"Powiat lidzbarski",2017,2067
"2973",2810000,"Powiat mrągowski",2017,2675
"2974",2811000,"Powiat nidzicki",2017,2066
"2975",2812000,"Powiat nowomiejski",2017,2244
"2976",2813000,"Powiat olecki",2017,2152
"2977",2814000,"Powiat olsztyński",2017,3414
"2978",2815000,"Powiat ostródzki",2017,3106
"2979",2816000,"Powiat piski",2017,2151
"2980",2817000,"Powiat szczycieński",2017,2911
"2981",2818000,"Powiat gołdapski",2017,2087
"2982",2819000,"Powiat węgorzewski",2017,2282
"2983",2861000,"Powiat m.Elbląg",2017,3188
"2984",2862000,"Powiat m.Olsztyn",2017,4479
"2985",3001000,"Powiat chodzieski",2017,2492
"2986",3002000,"Powiat czarnkowsko-trzcianecki",2017,2481
"2987",3003000,"Powiat gnieźnieński",2017,3364
"2988",3004000,"Powiat gostyński",2017,3152
"2989",3005000,"Powiat grodziski",2017,3342
"2990",3006000,"Powiat jarociński",2017,2763
"2991",3007000,"Powiat kaliski",2017,0
"2992",3008000,"Powiat kępiński",2017,4253
"2993",3009000,"Powiat kolski",2017,2598
"2994",3010000,"Powiat koniński",2017,2081
"2995",3011000,"Powiat kościański",2017,3392
"2996",3012000,"Powiat krotoszyński",2017,3344
"2997",3013000,"Powiat leszczyński",2017,1858
