"","Kod","Nazwa","rok","Budynki_mieszkalne_w_gminie_ogolem"
"1633",1061000,"Powiat m.Łódź",2012,43965
"1634",1062000,"Powiat m.Piotrków Trybunalski",2012,7216
"1635",1063000,"Powiat m.Skierniewice",2012,6243
"1636",1201000,"Powiat bocheński",2012,24704
"1637",1202000,"Powiat brzeski",2012,23202
"1638",1203000,"Powiat chrzanowski",2012,23619
"1639",1204000,"Powiat dąbrowski",2012,14594
"1640",1205000,"Powiat gorlicki",2012,23225
"1641",1206000,"Powiat krakowski",2012,69734
"1642",1207000,"Powiat limanowski",2012,29128
"1643",1208000,"Powiat miechowski",2012,13965
"1644",1209000,"Powiat myślenicki",2012,28918
"1645",1210000,"Powiat nowosądecki",2012,45071
"1646",1211000,"Powiat nowotarski",2012,42025
"1647",1212000,"Powiat olkuski",2012,22470
"1648",1213000,"Powiat oświęcimski",2012,26280
"1649",1214000,"Powiat proszowicki",2012,11090
"1650",1215000,"Powiat suski",2012,20915
"1651",1216000,"Powiat tarnowski",2012,49609
"1652",1217000,"Powiat tatrzański",2012,16603
"1653",1218000,"Powiat wadowicki",2012,33255
"1654",1219000,"Powiat wielicki",2012,30749
"1655",1261000,"Powiat m.Kraków",2012,45872
"1656",1262000,"Powiat m.Nowy Sącz",2012,11340
"1657",1263000,"Powiat m.Tarnów",2012,10787
"1658",1401000,"Powiat białobrzeski",2012,9938
"1659",1402000,"Powiat ciechanowski",2012,17012
"1660",1403000,"Powiat garwoliński",2012,27727
"1661",1404000,"Powiat gostyniński",2012,9782
"1662",1405000,"Powiat grodziski",2012,21808
"1663",1406000,"Powiat grójecki",2012,24484
"1664",1407000,"Powiat kozienicki",2012,15322
"1665",1408000,"Powiat legionowski",2012,21344
"1666",1409000,"Powiat lipski",2012,11697
"1667",1410000,"Powiat łosicki",2012,9323
"1668",1411000,"Powiat makowski",2012,11763
"1669",1412000,"Powiat miński",2012,37590
"1670",1413000,"Powiat mławski",2012,15612
"1671",1414000,"Powiat nowodworski",2012,16193
"1672",1415000,"Powiat ostrołęcki",2012,22502
"1673",1416000,"Powiat ostrowski",2012,18458
"1674",1417000,"Powiat otwocki",2012,28429
"1675",1418000,"Powiat piaseczyński",2012,41198
"1676",1419000,"Powiat płocki",2012,29245
"1677",1420000,"Powiat płoński",2012,20732
"1678",1421000,"Powiat pruszkowski",2012,31030
"1679",1422000,"Powiat przasnyski",2012,11132
"1680",1423000,"Powiat przysuski",2012,12812
"1681",1424000,"Powiat pułtuski",2012,12574
"1682",1425000,"Powiat radomski",2012,35979
"1683",1426000,"Powiat siedlecki",2012,24364
"1684",1427000,"Powiat sierpecki",2012,11160
"1685",1428000,"Powiat sochaczewski",2012,18496
"1686",1429000,"Powiat sokołowski",2012,15676
"1687",1430000,"Powiat szydłowiecki",2012,10434
"1688",1432000,"Powiat warszawski zachodni",2012,29101
"1689",1433000,"Powiat węgrowski",2012,19693
"1690",1434000,"Powiat wołomiński",2012,49116
"1691",1435000,"Powiat wyszkowski",2012,16274
"1692",1436000,"Powiat zwoleński",2012,10497
"1693",1437000,"Powiat żuromiński",2012,8906
"1694",1438000,"Powiat żyrardowski",2012,14330
"1695",1461000,"Powiat m.Ostrołęka",2012,5064
"1696",1462000,"Powiat m.Płock",2012,9346
"1697",1463000,"Powiat m.Radom",2012,20572
"1698",1464000,"Powiat m.Siedlce",2012,7496
"1699",1465000,"Powiat m. st. Warszawa",2012,89440
"1700",1601000,"Powiat brzeski",2012,12270
"1701",1602000,"Powiat głubczycki",2012,9094
"1702",1603000,"Powiat kędzierzyńsko-kozielski",2012,15116
"1703",1604000,"Powiat kluczborski",2012,10455
"1704",1605000,"Powiat krapkowicki",2012,11908
"1705",1606000,"Powiat namysłowski",2012,7961
"1706",1607000,"Powiat nyski",2012,21321
"1707",1608000,"Powiat oleski",2012,13984
"1708",1609000,"Powiat opolski",2012,31426
"1709",1610000,"Powiat prudnicki",2012,10729
"1710",1611000,"Powiat strzelecki",2012,14502
"1711",1661000,"Powiat m.Opole",2012,9952
"1712",1801000,"Powiat bieszczadzki",2012,3584
"1713",1802000,"Powiat brzozowski",2012,16505
"1714",1803000,"Powiat dębicki",2012,25650
"1715",1804000,"Powiat jarosławski",2012,24185
"1716",1805000,"Powiat jasielski",2012,25116
"1717",1806000,"Powiat kolbuszowski",2012,15223
"1718",1807000,"Powiat krośnieński",2012,28007
"1719",1808000,"Powiat leżajski",2012,15128
"1720",1809000,"Powiat lubaczowski",2012,12740
"1721",1810000,"Powiat łańcucki",2012,20372
"1722",1811000,"Powiat mielecki",2012,24663
"1723",1812000,"Powiat niżański",2012,16718
"1724",1813000,"Powiat przemyski",2012,18021
"1725",1814000,"Powiat przeworski",2012,19547
"1726",1815000,"Powiat ropczycko-sędziszowski",2012,16789
"1727",1816000,"Powiat rzeszowski",2012,44095
"1728",1817000,"Powiat sanocki",2012,17423
"1729",1818000,"Powiat stalowowolski",2012,16327
"1730",1819000,"Powiat strzyżowski",2012,15372
"1731",1820000,"Powiat tarnobrzeski",2012,10893
"1732",1821000,"Powiat leski",2012,5705
"1733",1861000,"Powiat m.Krosno",2012,6146
"1734",1862000,"Powiat m.Przemyśl",2012,5125
"1735",1863000,"Powiat m.Rzeszów",2012,17808
"1736",1864000,"Powiat m.Tarnobrzeg",2012,4173
"1737",2001000,"Powiat augustowski",2012,12347
"1738",2002000,"Powiat białostocki",2012,37966
"1739",2003000,"Powiat bielski",2012,17081
"1740",2004000,"Powiat grajewski",2012,8785
"1741",2005000,"Powiat hajnowski",2012,15857
"1742",2006000,"Powiat kolneński",2012,7757
"1743",2007000,"Powiat łomżyński",2012,13931
"1744",2008000,"Powiat moniecki",2012,10375
"1745",2009000,"Powiat sejneński",2012,5444
"1746",2010000,"Powiat siemiatycki",2012,14217
"1747",2011000,"Powiat sokólski",2012,19440
"1748",2012000,"Powiat suwalski",2012,9421
"1749",2013000,"Powiat wysokomazowiecki",2012,14707
"1750",2014000,"Powiat zambrowski",2012,7069
"1751",2061000,"Powiat m.Białystok",2012,21020
"1752",2062000,"Powiat m.Łomża",2012,4893
"1753",2063000,"Powiat m.Suwałki",2012,4988
"1754",2201000,"Powiat bytowski",2012,11903
"1755",2202000,"Powiat chojnicki",2012,15671
"1756",2203000,"Powiat człuchowski",2012,7761
"1757",2204000,"Powiat gdański",2012,17614
"1758",2205000,"Powiat kartuski",2012,25678
"1759",2206000,"Powiat kościerski",2012,13047
"1760",2207000,"Powiat kwidzyński",2012,10188
"1761",2208000,"Powiat lęborski",2012,8115
"1762",2209000,"Powiat malborski",2012,7059
"1763",2210000,"Powiat nowodworski",2012,6740
"1764",2211000,"Powiat pucki",2012,16871
"1765",2212000,"Powiat słupski",2012,15174
"1766",2213000,"Powiat starogardzki",2012,22254
"1767",2214000,"Powiat tczewski",2012,11984
"1768",2215000,"Powiat wejherowski",2012,31799
"1769",2216000,"Powiat sztumski",2012,5827
"1770",2261000,"Powiat m.Gdańsk",2012,27995
"1771",2262000,"Powiat m.Gdynia",2012,17530
"1772",2263000,"Powiat m.Słupsk",2012,5186
"1773",2264000,"Powiat m.Sopot",2012,2774
"1774",2401000,"Powiat będziński",2012,25444
"1775",2402000,"Powiat bielski",2012,36526
"1776",2403000,"Powiat cieszyński",2012,37898
"1777",2404000,"Powiat częstochowski",2012,40463
"1778",2405000,"Powiat gliwicki",2012,17403
"1779",2406000,"Powiat kłobucki",2012,23396
"1780",2407000,"Powiat lubliniecki",2012,16928
"1781",2408000,"Powiat mikołowski",2012,15943
"1782",2409000,"Powiat myszkowski",2012,19749
"1783",2410000,"Powiat pszczyński",2012,20152
"1784",2411000,"Powiat raciborski",2012,18061
"1785",2412000,"Powiat rybnicki",2012,14736
"1786",2413000,"Powiat tarnogórski",2012,24333
"1787",2414000,"Powiat bieruńsko-lędziński",2012,10782
"1788",2415000,"Powiat wodzisławski",2012,28146
"1789",2416000,"Powiat zawierciański",2012,28092
"1790",2417000,"Powiat żywiecki",2012,40627
"1791",2461000,"Powiat m.Bielsko-Biała",2012,20254
"1792",2462000,"Powiat m.Bytom",2012,8524
"1793",2463000,"Powiat m.Chorzów",2012,4448
"1794",2464000,"Powiat m.Częstochowa",2012,24022
"1795",2465000,"Powiat m.Dąbrowa Górnicza",2012,12428
"1796",2466000,"Powiat m.Gliwice",2012,13942
"1797",2467000,"Powiat m.Jastrzębie-Zdrój",2012,6672
"1798",2468000,"Powiat m.Jaworzno",2012,12265
"1799",2469000,"Powiat m.Katowice",2012,18604
"1800",2470000,"Powiat m.Mysłowice",2012,7584
"1801",2471000,"Powiat m.Piekary Śląskie",2012,5628
"1802",2472000,"Powiat m.Ruda Śląska",2012,7830
"1803",2473000,"Powiat m.Rybnik",2012,18953
"1804",2474000,"Powiat m.Siemianowice Śląskie",2012,2985
"1805",2475000,"Powiat m.Sosnowiec",2012,11980
"1806",2476000,"Powiat m.Świętochłowice",2012,2087
"1807",2477000,"Powiat m.Tychy",2012,7649
"1808",2478000,"Powiat m.Zabrze",2012,9954
"1809",2479000,"Powiat m.Żory",2012,5459
"1810",2601000,"Powiat buski",2012,19754
"1811",2602000,"Powiat jędrzejowski",2012,22746
"1812",2603000,"Powiat kazimierski",2012,9456
"1813",2604000,"Powiat kielecki",2012,52296
"1814",2605000,"Powiat konecki",2012,22103
"1815",2606000,"Powiat opatowski",2012,15147
"1816",2607000,"Powiat ostrowiecki",2012,20632
"1817",2608000,"Powiat pińczowski",2012,10705
"1818",2609000,"Powiat sandomierski",2012,18646
"1819",2610000,"Powiat skarżyski",2012,13597
"1820",2611000,"Powiat starachowicki",2012,17417
"1821",2612000,"Powiat staszowski",2012,17872
"1822",2613000,"Powiat włoszczowski",2012,13281
"1823",2661000,"Powiat m.Kielce",2012,15288
"1824",2801000,"Powiat bartoszycki",2012,7402
"1825",2802000,"Powiat braniewski",2012,5438
"1826",2803000,"Powiat działdowski",2012,11635
"1827",2804000,"Powiat elbląski",2012,9541
"1828",2805000,"Powiat ełcki",2012,8140
"1829",2806000,"Powiat giżycki",2012,7183
"1830",2807000,"Powiat iławski",2012,13149
"1831",2808000,"Powiat kętrzyński",2012,6834
"1832",2809000,"Powiat lidzbarski",2012,5575
"1833",2810000,"Powiat mrągowski",2012,7437
"1834",2811000,"Powiat nidzicki",2012,5279
"1835",2812000,"Powiat nowomiejski",2012,8996
"1836",2813000,"Powiat olecki",2012,4811
"1837",2814000,"Powiat olsztyński",2012,21690
"1838",2815000,"Powiat ostródzki",2012,13951
"1839",2816000,"Powiat piski",2012,7672
"1840",2817000,"Powiat szczycieński",2012,12484
"1841",2818000,"Powiat gołdapski",2012,3616
"1842",2819000,"Powiat węgorzewski",2012,3904
"1843",2861000,"Powiat m.Elbląg",2012,6606
"1844",2862000,"Powiat m.Olsztyn",2012,9592
"1845",3001000,"Powiat chodzieski",2012,7668
"1846",3002000,"Powiat czarnkowsko-trzcianecki",2012,15328
"1847",3003000,"Powiat gnieźnieński",2012,19417
"1848",3004000,"Powiat gostyński",2012,13062
"1849",3005000,"Powiat grodziski",2012,9476
"1850",3006000,"Powiat jarociński",2012,12678
"1851",3007000,"Powiat kaliski",2012,19784
"1852",3008000,"Powiat kępiński",2012,11273
"1853",3009000,"Powiat kolski",2012,18738
"1854",3010000,"Powiat koniński",2012,31393
"1855",3011000,"Powiat kościański",2012,13822
"1856",3012000,"Powiat krotoszyński",2012,13942
"1857",3013000,"Powiat leszczyński",2012,11315
"1858",3014000,"Powiat międzychodzki",2012,6310
"1859",3015000,"Powiat nowotomyski",2012,13828
"1860",3016000,"Powiat obornicki",2012,8864
"1861",3017000,"Powiat ostrowski",2012,29874
"1862",3018000,"Powiat ostrzeszowski",2012,12885
"1863",3019000,"Powiat pilski",2012,16745
"1864",3020000,"Powiat pleszewski",2012,12030
"1865",3021000,"Powiat poznański",2012,71830
"1866",3022000,"Powiat rawicki",2012,10510
"1867",3023000,"Powiat słupecki",2012,12692
"1868",3024000,"Powiat szamotulski",2012,16414
"1869",3025000,"Powiat średzki",2012,9081
"1870",3026000,"Powiat śremski",2012,7723
"1871",3027000,"Powiat turecki",2012,17158
"1872",3028000,"Powiat wągrowiecki",2012,11445
"1873",3029000,"Powiat wolsztyński",2012,10730
"1874",3030000,"Powiat wrzesiński",2012,13370
"1875",3031000,"Powiat złotowski",2012,10675
"1876",3061000,"Powiat m.Kalisz",2012,9370
"1877",3062000,"Powiat m.Konin",2012,6947
"1878",3063000,"Powiat m.Leszno",2012,7396
"1879",3064000,"Powiat m.Poznań",2012,40978
"1880",3201000,"Powiat białogardzki",2012,5662
"1881",3202000,"Powiat choszczeński",2012,7332
"1882",3203000,"Powiat drawski",2012,8004
"1883",3204000,"Powiat goleniowski",2012,11520
"1884",3205000,"Powiat gryficki",2012,8732
"1885",3206000,"Powiat gryfiński",2012,11189
"1886",3207000,"Powiat kamieński",2012,8369
"1887",3208000,"Powiat kołobrzeski",2012,9020
"1888",3209000,"Powiat koszaliński",2012,11201
"1889",3210000,"Powiat myśliborski",2012,8813
"1890",3211000,"Powiat policki",2012,9679
"1891",3212000,"Powiat pyrzycki",2012,5889
"1892",3213000,"Powiat sławieński",2012,9252
"1893",3214000,"Powiat stargardzki",2012,12745
"1894",3215000,"Powiat szczecinecki",2012,8723
"1895",3216000,"Powiat świdwiński",2012,5945
"1896",3217000,"Powiat wałecki",2012,6682
"1897",3218000,"Powiat łobeski",2012,5362
"1898",3261000,"Powiat m.Koszalin",2012,7841
"1899",3262000,"Powiat m.Szczecin",2012,25843
"1900",3263000,"Powiat m.Świnoujście",2012,2848
"1901",201000,"Powiat bolesławiecki",2013,13876
"1902",202000,"Powiat dzierżoniowski",2013,11585
"1903",203000,"Powiat głogowski",2013,8297
"1904",204000,"Powiat górowski",2013,6700
"1905",205000,"Powiat jaworski",2013,7191
"1906",206000,"Powiat jeleniogórski",2013,11304
"1907",207000,"Powiat kamiennogórski",2013,5535
"1908",208000,"Powiat kłodzki",2013,24095
"1909",209000,"Powiat legnicki",2013,9946
"1910",210000,"Powiat lubański",2013,8680
"1911",211000,"Powiat lubiński",2013,10386
"1912",212000,"Powiat lwówecki",2013,8982
"1913",213000,"Powiat milicki",2013,6675
"1914",214000,"Powiat oleśnicki",2013,16013
"1915",215000,"Powiat oławski",2013,10013
"1916",216000,"Powiat polkowicki",2013,8740
"1917",217000,"Powiat strzeliński",2013,7849
"1918",218000,"Powiat średzki",2013,10429
"1919",219000,"Powiat świdnicki",2013,16224
"1920",220000,"Powiat trzebnicki",2013,16124
"1921",221000,"Powiat wałbrzyski",2013,7288
"1922",222000,"Powiat wołowski",2013,7782
"1923",223000,"Powiat wrocławski",2013,29959
"1924",224000,"Powiat ząbkowicki",2013,11512
"1925",225000,"Powiat zgorzelecki",2013,13117
"1926",226000,"Powiat złotoryjski",2013,6773
"1927",261000,"Powiat m.Jelenia Góra",2013,7502
"1928",262000,"Powiat m.Legnica",2013,6643
"1929",264000,"Powiat m.Wrocław",2013,38664
"1930",265000,"Powiat m.Wałbrzych od 2013",2013,7518
"1931",401000,"Powiat aleksandrowski",2013,12330
"1932",402000,"Powiat brodnicki",2013,14742
"1933",403000,"Powiat bydgoski",2013,23984
"1934",404000,"Powiat chełmiński",2013,7722
"1935",405000,"Powiat golubsko-dobrzyński",2013,8489
"1936",406000,"Powiat grudziądzki",2013,7776
"1937",407000,"Powiat inowrocławski",2013,18121
"1938",408000,"Powiat lipnowski",2013,14260
"1939",409000,"Powiat mogileński",2013,8327
"1940",410000,"Powiat nakielski",2013,12692
"1941",411000,"Powiat radziejowski",2013,9593
"1942",412000,"Powiat rypiński",2013,8213
"1943",413000,"Powiat sępoleński",2013,6880
"1944",414000,"Powiat świecki",2013,16745
"1945",415000,"Powiat toruński",2013,20162
"1946",416000,"Powiat tucholski",2013,9946
"1947",417000,"Powiat wąbrzeski",2013,5922
"1948",418000,"Powiat włocławski",2013,21015
"1949",419000,"Powiat żniński",2013,10996
"1950",461000,"Powiat m.Bydgoszcz",2013,22951
"1951",462000,"Powiat m.Grudziądz",2013,5557
"1952",463000,"Powiat m.Toruń",2013,13647
"1953",464000,"Powiat m.Włocławek",2013,8262
"1954",601000,"Powiat bialski",2013,32067
"1955",602000,"Powiat biłgorajski",2013,25100
"1956",603000,"Powiat chełmski",2013,24612
"1957",604000,"Powiat hrubieszowski",2013,16185
"1958",605000,"Powiat janowski",2013,11516
"1959",606000,"Powiat krasnostawski",2013,19377
"1960",607000,"Powiat kraśnicki",2013,21112
"1961",608000,"Powiat lubartowski",2013,23485
"1962",609000,"Powiat lubelski",2013,42403
"1963",610000,"Powiat łęczyński",2013,11266
"1964",611000,"Powiat łukowski",2013,25271
"1965",612000,"Powiat opolski",2013,15205
"1966",613000,"Powiat parczewski",2013,9705
"1967",614000,"Powiat puławski",2013,23575
"1968",615000,"Powiat radzyński",2013,15650
"1969",616000,"Powiat rycki",2013,14275
"1970",617000,"Powiat świdnicki",2013,12595
"1971",618000,"Powiat tomaszowski",2013,22565
"1972",619000,"Powiat włodawski",2013,9541
"1973",620000,"Powiat zamojski",2013,33613
"1974",661000,"Powiat m.Biała Podlaska",2013,8200
"1975",662000,"Powiat m.Chełm",2013,6661
"1976",663000,"Powiat m.Lublin",2013,22159
"1977",664000,"Powiat m.Zamość",2013,6156
"1978",801000,"Powiat gorzowski",2013,13358
"1979",802000,"Powiat krośnieński",2013,10034
"1980",803000,"Powiat międzyrzecki",2013,8794
"1981",804000,"Powiat nowosolski",2013,12482
"1982",805000,"Powiat słubicki",2013,7033
"1983",806000,"Powiat strzelecko-drezdenecki",2013,8303
"1984",807000,"Powiat sulęciński",2013,6476
"1985",808000,"Powiat świebodziński",2013,8321
"1986",809000,"Powiat zielonogórski",2013,18556
"1987",810000,"Powiat żagański",2013,11393
"1988",811000,"Powiat żarski",2013,15151
"1989",812000,"Powiat wschowski",2013,6907
"1990",861000,"Powiat m.Gorzów Wielkopolski",2013,7400
"1991",862000,"Powiat m.Zielona Góra",2013,8381
"1992",1001000,"Powiat bełchatowski",2013,21697
"1993",1002000,"Powiat kutnowski",2013,16811
"1994",1003000,"Powiat łaski",2013,13111
"1995",1004000,"Powiat łęczycki",2013,10784
"1996",1005000,"Powiat łowicki",2013,19151
"1997",1006000,"Powiat łódzki wschodni",2013,18934
"1998",1007000,"Powiat opoczyński",2013,19890
"1999",1008000,"Powiat pabianicki",2013,20107
"2000",1009000,"Powiat pajęczański",2013,14369
"2001",1010000,"Powiat piotrkowski",2013,26953
"2002",1011000,"Powiat poddębicki",2013,12275
"2003",1012000,"Powiat radomszczański",2013,29753
"2004",1013000,"Powiat rawski",2013,11097
"2005",1014000,"Powiat sieradzki",2013,24769
"2006",1015000,"Powiat skierniewicki",2013,11617
"2007",1016000,"Powiat tomaszowski",2013,24061
"2008",1017000,"Powiat wieluński",2013,17898
"2009",1018000,"Powiat wieruszowski",2013,10900
"2010",1019000,"Powiat zduńskowolski",2013,12108
"2011",1020000,"Powiat zgierski",2013,32314
"2012",1021000,"Powiat brzeziński",2013,7824
"2013",1061000,"Powiat m.Łódź",2013,43923
"2014",1062000,"Powiat m.Piotrków Trybunalski",2013,7304
"2015",1063000,"Powiat m.Skierniewice",2013,6289
"2016",1201000,"Powiat bocheński",2013,24959
"2017",1202000,"Powiat brzeski",2013,23366
"2018",1203000,"Powiat chrzanowski",2013,23765
"2019",1204000,"Powiat dąbrowski",2013,14710
"2020",1205000,"Powiat gorlicki",2013,23478
"2021",1206000,"Powiat krakowski",2013,70791
"2022",1207000,"Powiat limanowski",2013,29463
"2023",1208000,"Powiat miechowski",2013,13997
"2024",1209000,"Powiat myślenicki",2013,29155
"2025",1210000,"Powiat nowosądecki",2013,45528
"2026",1211000,"Powiat nowotarski",2013,42473
"2027",1212000,"Powiat olkuski",2013,22621
"2028",1213000,"Powiat oświęcimski",2013,26580
"2029",1214000,"Powiat proszowicki",2013,11130
"2030",1215000,"Powiat suski",2013,21184
"2031",1216000,"Powiat tarnowski",2013,50149
"2032",1217000,"Powiat tatrzański",2013,16699
"2033",1218000,"Powiat wadowicki",2013,33586
"2034",1219000,"Powiat wielicki",2013,31239
"2035",1261000,"Powiat m.Kraków",2013,46504
"2036",1262000,"Powiat m.Nowy Sącz",2013,11418
"2037",1263000,"Powiat m.Tarnów",2013,10890
"2038",1401000,"Powiat białobrzeski",2013,10009
"2039",1402000,"Powiat ciechanowski",2013,17144
"2040",1403000,"Powiat garwoliński",2013,27962
"2041",1404000,"Powiat gostyniński",2013,9870
"2042",1405000,"Powiat grodziski",2013,22221
"2043",1406000,"Powiat grójecki",2013,24682
"2044",1407000,"Powiat kozienicki",2013,15452
"2045",1408000,"Powiat legionowski",2013,21893
"2046",1409000,"Powiat lipski",2013,11737
"2047",1410000,"Powiat łosicki",2013,9350
"2048",1411000,"Powiat makowski",2013,11829
"2049",1412000,"Powiat miński",2013,37918
"2050",1413000,"Powiat mławski",2013,15707
"2051",1414000,"Powiat nowodworski",2013,16364
"2052",1415000,"Powiat ostrołęcki",2013,22781
"2053",1416000,"Powiat ostrowski",2013,18514
"2054",1417000,"Powiat otwocki",2013,28719
"2055",1418000,"Powiat piaseczyński",2013,41725
"2056",1419000,"Powiat płocki",2013,29620
