"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_40_do_60_m2_szt"
"23368",1609000,"Powiat opolski",2016,53
"23369",1610000,"Powiat prudnicki",2016,35
"23370",1611000,"Powiat strzelecki",2016,47
"23371",1661000,"Powiat m.Opole",2016,299
"23372",1801000,"Powiat bieszczadzki",2016,19
"23373",1802000,"Powiat brzozowski",2016,10
"23374",1803000,"Powiat dębicki",2016,47
"23375",1804000,"Powiat jarosławski",2016,53
"23376",1805000,"Powiat jasielski",2016,41
"23377",1806000,"Powiat kolbuszowski",2016,0
"23378",1807000,"Powiat krośnieński",2016,9
"23379",1808000,"Powiat leżajski",2016,22
"23380",1809000,"Powiat lubaczowski",2016,14
"23381",1810000,"Powiat łańcucki",2016,11
"23382",1811000,"Powiat mielecki",2016,84
"23383",1812000,"Powiat niżański",2016,10
"23384",1813000,"Powiat przemyski",2016,26
"23385",1814000,"Powiat przeworski",2016,10
"23386",1815000,"Powiat ropczycko-sędziszowski",2016,15
"23387",1816000,"Powiat rzeszowski",2016,20
"23388",1817000,"Powiat sanocki",2016,21
"23389",1818000,"Powiat stalowowolski",2016,156
"23390",1819000,"Powiat strzyżowski",2016,7
"23391",1820000,"Powiat tarnobrzeski",2016,22
"23392",1821000,"Powiat leski",2016,15
"23393",1861000,"Powiat m.Krosno",2016,43
"23394",1862000,"Powiat m.Przemyśl",2016,64
"23395",1863000,"Powiat m.Rzeszów",2016,298
"23396",1864000,"Powiat m.Tarnobrzeg",2016,20
"23397",2001000,"Powiat augustowski",2016,43
"23398",2002000,"Powiat białostocki",2016,87
"23399",2003000,"Powiat bielski",2016,0
"23400",2004000,"Powiat grajewski",2016,13
"23401",2005000,"Powiat hajnowski",2016,24
"23402",2006000,"Powiat kolneński",2016,23
"23403",2007000,"Powiat łomżyński",2016,0
"23404",2008000,"Powiat moniecki",2016,12
"23405",2009000,"Powiat sejneński",2016,13
"23406",2010000,"Powiat siemiatycki",2016,4
"23407",2011000,"Powiat sokólski",2016,17
"23408",2012000,"Powiat suwalski",2016,10
"23409",2013000,"Powiat wysokomazowiecki",2016,22
"23410",2014000,"Powiat zambrowski",2016,37
"23411",2061000,"Powiat m.Białystok",2016,549
"23412",2062000,"Powiat m.Łomża",2016,82
"23413",2063000,"Powiat m.Suwałki",2016,14
"23414",2201000,"Powiat bytowski",2016,115
"23415",2202000,"Powiat chojnicki",2016,68
"23416",2203000,"Powiat człuchowski",2016,77
"23417",2204000,"Powiat gdański",2016,174
"23418",2205000,"Powiat kartuski",2016,43
"23419",2206000,"Powiat kościerski",2016,35
"23420",2207000,"Powiat kwidzyński",2016,94
"23421",2208000,"Powiat lęborski",2016,154
"23422",2209000,"Powiat malborski",2016,100
"23423",2210000,"Powiat nowodworski",2016,34
"23424",2211000,"Powiat pucki",2016,97
"23425",2212000,"Powiat słupski",2016,106
"23426",2213000,"Powiat starogardzki",2016,108
"23427",2214000,"Powiat tczewski",2016,184
"23428",2215000,"Powiat wejherowski",2016,252
"23429",2216000,"Powiat sztumski",2016,28
"23430",2261000,"Powiat m.Gdańsk",2016,1364
"23431",2262000,"Powiat m.Gdynia",2016,591
"23432",2263000,"Powiat m.Słupsk",2016,244
"23433",2264000,"Powiat m.Sopot",2016,132
"23434",2401000,"Powiat będziński",2016,138
"23435",2402000,"Powiat bielski",2016,66
"23436",2403000,"Powiat cieszyński",2016,96
"23437",2404000,"Powiat częstochowski",2016,41
"23438",2405000,"Powiat gliwicki",2016,144
"23439",2406000,"Powiat kłobucki",2016,7
"23440",2407000,"Powiat lubliniecki",2016,16
"23441",2408000,"Powiat mikołowski",2016,54
"23442",2409000,"Powiat myszkowski",2016,25
"23443",2410000,"Powiat pszczyński",2016,80
"23444",2411000,"Powiat raciborski",2016,98
"23445",2412000,"Powiat rybnicki",2016,33
"23446",2413000,"Powiat tarnogórski",2016,72
"23447",2414000,"Powiat bieruńsko-lędziński",2016,40
"23448",2415000,"Powiat wodzisławski",2016,100
"23449",2416000,"Powiat zawierciański",2016,52
"23450",2417000,"Powiat żywiecki",2016,32
"23451",2461000,"Powiat m.Bielsko-Biała",2016,241
"23452",2462000,"Powiat m.Bytom",2016,389
"23453",2463000,"Powiat m.Chorzów",2016,186
"23454",2464000,"Powiat m.Częstochowa",2016,275
"23455",2465000,"Powiat m.Dąbrowa Górnicza",2016,128
"23456",2466000,"Powiat m.Gliwice",2016,386
"23457",2467000,"Powiat m.Jastrzębie-Zdrój",2016,59
"23458",2468000,"Powiat m.Jaworzno",2016,167
"23459",2469000,"Powiat m.Katowice",2016,571
"23460",2470000,"Powiat m.Mysłowice",2016,153
"23461",2471000,"Powiat m.Piekary Śląskie",2016,101
"23462",2472000,"Powiat m.Ruda Śląska",2016,267
"23463",2473000,"Powiat m.Rybnik",2016,138
"23464",2474000,"Powiat m.Siemianowice Śląskie",2016,133
"23465",2475000,"Powiat m.Sosnowiec",2016,167
"23466",2476000,"Powiat m.Świętochłowice",2016,77
"23467",2477000,"Powiat m.Tychy",2016,272
"23468",2478000,"Powiat m.Zabrze",2016,300
"23469",2479000,"Powiat m.Żory",2016,97
"23470",2601000,"Powiat buski",2016,21
"23471",2602000,"Powiat jędrzejowski",2016,43
"23472",2603000,"Powiat kazimierski",2016,8
"23473",2604000,"Powiat kielecki",2016,3
"23474",2605000,"Powiat konecki",2016,20
"23475",2606000,"Powiat opatowski",2016,5
"23476",2607000,"Powiat ostrowiecki",2016,45
"23477",2608000,"Powiat pińczowski",2016,16
"23478",2609000,"Powiat sandomierski",2016,23
"23479",2610000,"Powiat skarżyski",2016,70
"23480",2611000,"Powiat starachowicki",2016,86
"23481",2612000,"Powiat staszowski",2016,16
"23482",2613000,"Powiat włoszczowski",2016,15
"23483",2661000,"Powiat m.Kielce",2016,305
"23484",2801000,"Powiat bartoszycki",2016,67
"23485",2802000,"Powiat braniewski",2016,50
"23486",2803000,"Powiat działdowski",2016,53
"23487",2804000,"Powiat elbląski",2016,43
"23488",2805000,"Powiat ełcki",2016,155
"23489",2806000,"Powiat giżycki",2016,105
"23490",2807000,"Powiat iławski",2016,167
"23491",2808000,"Powiat kętrzyński",2016,106
"23492",2809000,"Powiat lidzbarski",2016,53
"23493",2810000,"Powiat mrągowski",2016,86
"23494",2811000,"Powiat nidzicki",2016,26
"23495",2812000,"Powiat nowomiejski",2016,20
"23496",2813000,"Powiat olecki",2016,52
"23497",2814000,"Powiat olsztyński",2016,141
"23498",2815000,"Powiat ostródzki",2016,113
"23499",2816000,"Powiat piski",2016,73
"23500",2817000,"Powiat szczycieński",2016,71
"23501",2818000,"Powiat gołdapski",2016,42
"23502",2819000,"Powiat węgorzewski",2016,23
"23503",2861000,"Powiat m.Elbląg",2016,220
"23504",2862000,"Powiat m.Olsztyn",2016,472
"23505",3001000,"Powiat chodzieski",2016,35
"23506",3002000,"Powiat czarnkowsko-trzcianecki",2016,59
"23507",3003000,"Powiat gnieźnieński",2016,140
"23508",3004000,"Powiat gostyński",2016,26
"23509",3005000,"Powiat grodziski",2016,19
"23510",3006000,"Powiat jarociński",2016,42
"23511",3007000,"Powiat kaliski",2016,5
"23512",3008000,"Powiat kępiński",2016,4
"23513",3009000,"Powiat kolski",2016,39
"23514",3010000,"Powiat koniński",2016,15
"23515",3011000,"Powiat kościański",2016,31
"23516",3012000,"Powiat krotoszyński",2016,75
"23517",3013000,"Powiat leszczyński",2016,21
"23518",3014000,"Powiat międzychodzki",2016,36
"23519",3015000,"Powiat nowotomyski",2016,103
"23520",3016000,"Powiat obornicki",2016,53
"23521",3017000,"Powiat ostrowski",2016,74
"23522",3018000,"Powiat ostrzeszowski",2016,15
"23523",3019000,"Powiat pilski",2016,142
"23524",3020000,"Powiat pleszewski",2016,35
"23525",3021000,"Powiat poznański",2016,256
"23526",3022000,"Powiat rawicki",2016,24
"23527",3023000,"Powiat słupecki",2016,27
"23528",3024000,"Powiat szamotulski",2016,46
"23529",3025000,"Powiat średzki",2016,27
"23530",3026000,"Powiat śremski",2016,29
"23531",3027000,"Powiat turecki",2016,107
"23532",3028000,"Powiat wągrowiecki",2016,94
"23533",3029000,"Powiat wolsztyński",2016,19
"23534",3030000,"Powiat wrzesiński",2016,65
"23535",3031000,"Powiat złotowski",2016,70
"23536",3061000,"Powiat m.Kalisz",2016,112
"23537",3062000,"Powiat m.Konin",2016,115
"23538",3063000,"Powiat m.Leszno",2016,62
"23539",3064000,"Powiat m.Poznań",2016,1241
"23540",3201000,"Powiat białogardzki",2016,63
"23541",3202000,"Powiat choszczeński",2016,71
"23542",3203000,"Powiat drawski",2016,82
"23543",3204000,"Powiat goleniowski",2016,131
"23544",3205000,"Powiat gryficki",2016,88
"23545",3206000,"Powiat gryfiński",2016,109
"23546",3207000,"Powiat kamieński",2016,89
"23547",3208000,"Powiat kołobrzeski",2016,177
"23548",3209000,"Powiat koszaliński",2016,81
"23549",3210000,"Powiat myśliborski",2016,70
"23550",3211000,"Powiat policki",2016,127
"23551",3212000,"Powiat pyrzycki",2016,48
"23552",3213000,"Powiat sławieński",2016,88
"23553",3214000,"Powiat stargardzki",2016,256
"23554",3215000,"Powiat szczecinecki",2016,105
"23555",3216000,"Powiat świdwiński",2016,74
"23556",3217000,"Powiat wałecki",2016,87
"23557",3218000,"Powiat łobeski",2016,52
"23558",3261000,"Powiat m.Koszalin",2016,273
"23559",3262000,"Powiat m.Szczecin",2016,878
"23560",3263000,"Powiat m.Świnoujście",2016,98
"23561",201000,"Powiat bolesławiecki",2017,250
"23562",202000,"Powiat dzierżoniowski",2017,140
"23563",203000,"Powiat głogowski",2017,169
"23564",204000,"Powiat górowski",2017,0
"23565",205000,"Powiat jaworski",2017,51
"23566",206000,"Powiat jeleniogórski",2017,76
"23567",207000,"Powiat kamiennogórski",2017,49
"23568",208000,"Powiat kłodzki",2017,206
"23569",209000,"Powiat legnicki",2017,39
"23570",210000,"Powiat lubański",2017,104
"23571",211000,"Powiat lubiński",2017,230
"23572",212000,"Powiat lwówecki",2017,38
"23573",213000,"Powiat milicki",2017,27
"23574",214000,"Powiat oleśnicki",2017,161
"23575",215000,"Powiat oławski",2017,92
"23576",216000,"Powiat polkowicki",2017,80
"23577",217000,"Powiat strzeliński",2017,39
"23578",218000,"Powiat średzki",2017,37
"23579",219000,"Powiat świdnicki",2017,334
"23580",220000,"Powiat trzebnicki",2017,100
"23581",221000,"Powiat wałbrzyski",2017,122
"23582",222000,"Powiat wołowski",2017,136
"23583",223000,"Powiat wrocławski",2017,188
"23584",224000,"Powiat ząbkowicki",2017,95
"23585",225000,"Powiat zgorzelecki",2017,175
"23586",226000,"Powiat złotoryjski",2017,48
"23587",261000,"Powiat m.Jelenia Góra",2017,335
"23588",262000,"Powiat m.Legnica",2017,288
"23589",264000,"Powiat m.Wrocław",2017,2492
"23590",265000,"Powiat m.Wałbrzych od 2013",2017,301
"23591",401000,"Powiat aleksandrowski",2017,90
"23592",402000,"Powiat brodnicki",2017,73
"23593",403000,"Powiat bydgoski",2017,69
"23594",404000,"Powiat chełmiński",2017,41
"23595",405000,"Powiat golubsko-dobrzyński",2017,50
"23596",406000,"Powiat grudziądzki",2017,32
"23597",407000,"Powiat inowrocławski",2017,237
"23598",408000,"Powiat lipnowski",2017,29
"23599",409000,"Powiat mogileński",2017,31
"23600",410000,"Powiat nakielski",2017,94
"23601",411000,"Powiat radziejowski",2017,23
"23602",412000,"Powiat rypiński",2017,18
"23603",413000,"Powiat sępoleński",2017,31
"23604",414000,"Powiat świecki",2017,68
"23605",415000,"Powiat toruński",2017,67
"23606",416000,"Powiat tucholski",2017,21
"23607",417000,"Powiat wąbrzeski",2017,34
"23608",418000,"Powiat włocławski",2017,14
"23609",419000,"Powiat żniński",2017,58
"23610",461000,"Powiat m.Bydgoszcz",2017,939
"23611",462000,"Powiat m.Grudziądz",2017,178
"23612",463000,"Powiat m.Toruń",2017,523
"23613",464000,"Powiat m.Włocławek",2017,238
"23614",601000,"Powiat bialski",2017,4
"23615",602000,"Powiat biłgorajski",2017,31
"23616",603000,"Powiat chełmski",2017,7
"23617",604000,"Powiat hrubieszowski",2017,37
"23618",605000,"Powiat janowski",2017,11
"23619",606000,"Powiat krasnostawski",2017,11
"23620",607000,"Powiat kraśnicki",2017,49
"23621",608000,"Powiat lubartowski",2017,45
"23622",609000,"Powiat lubelski",2017,44
"23623",610000,"Powiat łęczyński",2017,18
"23624",611000,"Powiat łukowski",2017,34
"23625",612000,"Powiat opolski",2017,32
"23626",613000,"Powiat parczewski",2017,46
"23627",614000,"Powiat puławski",2017,90
"23628",615000,"Powiat radzyński",2017,37
"23629",616000,"Powiat rycki",2017,25
"23630",617000,"Powiat świdnicki",2017,74
"23631",618000,"Powiat tomaszowski",2017,21
"23632",619000,"Powiat włodawski",2017,25
"23633",620000,"Powiat zamojski",2017,7
"23634",661000,"Powiat m.Biała Podlaska",2017,73
"23635",662000,"Powiat m.Chełm",2017,129
"23636",663000,"Powiat m.Lublin",2017,751
"23637",664000,"Powiat m.Zamość",2017,93
"23638",801000,"Powiat gorzowski",2017,136
"23639",802000,"Powiat krośnieński",2017,65
"23640",803000,"Powiat międzyrzecki",2017,81
"23641",804000,"Powiat nowosolski",2017,95
"23642",805000,"Powiat słubicki",2017,76
"23643",806000,"Powiat strzelecko-drezdenecki",2017,76
"23644",807000,"Powiat sulęciński",2017,40
"23645",808000,"Powiat świebodziński",2017,84
"23646",809000,"Powiat zielonogórski",2017,86
"23647",810000,"Powiat żagański",2017,142
"23648",811000,"Powiat żarski",2017,235
"23649",812000,"Powiat wschowski",2017,17
"23650",861000,"Powiat m.Gorzów Wielkopolski",2017,351
"23651",862000,"Powiat m.Zielona Góra",2017,543
"23652",1001000,"Powiat bełchatowski",2017,137
"23653",1002000,"Powiat kutnowski",2017,73
"23654",1003000,"Powiat łaski",2017,30
"23655",1004000,"Powiat łęczycki",2017,22
"23656",1005000,"Powiat łowicki",2017,24
"23657",1006000,"Powiat łódzki wschodni",2017,17
"23658",1007000,"Powiat opoczyński",2017,32
"23659",1008000,"Powiat pabianicki",2017,89
"23660",1009000,"Powiat pajęczański",2017,0
"23661",1010000,"Powiat piotrkowski",2017,11
"23662",1011000,"Powiat poddębicki",2017,14
"23663",1012000,"Powiat radomszczański",2017,44
"23664",1013000,"Powiat rawski",2017,27
"23665",1014000,"Powiat sieradzki",2017,56
"23666",1015000,"Powiat skierniewicki",2017,4
"23667",1016000,"Powiat tomaszowski",2017,108
"23668",1017000,"Powiat wieluński",2017,15
"23669",1018000,"Powiat wieruszowski",2017,8
"23670",1019000,"Powiat zduńskowolski",2017,72
"23671",1020000,"Powiat zgierski",2017,155
"23672",1021000,"Powiat brzeziński",2017,16
"23673",1061000,"Powiat m.Łódź",2017,1591
"23674",1062000,"Powiat m.Piotrków Trybunalski",2017,106
"23675",1063000,"Powiat m.Skierniewice",2017,67
"23676",1201000,"Powiat bocheński",2017,28
"23677",1202000,"Powiat brzeski",2017,25
"23678",1203000,"Powiat chrzanowski",2017,136
"23679",1204000,"Powiat dąbrowski",2017,8
"23680",1205000,"Powiat gorlicki",2017,31
"23681",1206000,"Powiat krakowski",2017,57
"23682",1207000,"Powiat limanowski",2017,16
"23683",1208000,"Powiat miechowski",2017,12
"23684",1209000,"Powiat myślenicki",2017,18
"23685",1210000,"Powiat nowosądecki",2017,24
"23686",1211000,"Powiat nowotarski",2017,41
"23687",1212000,"Powiat olkuski",2017,76
"23688",1213000,"Powiat oświęcimski",2017,145
"23689",1214000,"Powiat proszowicki",2017,8
"23690",1215000,"Powiat suski",2017,19
"23691",1216000,"Powiat tarnowski",2017,0
"23692",1217000,"Powiat tatrzański",2017,55
"23693",1218000,"Powiat wadowicki",2017,52
"23694",1219000,"Powiat wielicki",2017,55
"23695",1261000,"Powiat m.Kraków",2017,1695
"23696",1262000,"Powiat m.Nowy Sącz",2017,95
"23697",1263000,"Powiat m.Tarnów",2017,180
"23698",1401000,"Powiat białobrzeski",2017,11
"23699",1402000,"Powiat ciechanowski",2017,47
"23700",1403000,"Powiat garwoliński",2017,3
"23701",1404000,"Powiat gostyniński",2017,20
"23702",1405000,"Powiat grodziski",2017,48
"23703",1406000,"Powiat grójecki",2017,36
"23704",1407000,"Powiat kozienicki",2017,39
"23705",1408000,"Powiat legionowski",2017,160
"23706",1409000,"Powiat lipski",2017,0
"23707",1410000,"Powiat łosicki",2017,6
"23708",1411000,"Powiat makowski",2017,0
"23709",1412000,"Powiat miński",2017,93
"23710",1413000,"Powiat mławski",2017,56
"23711",1414000,"Powiat nowodworski",2017,93
"23712",1415000,"Powiat ostrołęcki",2017,0
"23713",1416000,"Powiat ostrowski",2017,20
"23714",1417000,"Powiat otwocki",2017,59
"23715",1418000,"Powiat piaseczyński",2017,222
"23716",1419000,"Powiat płocki",2017,18
"23717",1420000,"Powiat płoński",2017,49
"23718",1421000,"Powiat pruszkowski",2017,186
"23719",1422000,"Powiat przasnyski",2017,38
"23720",1423000,"Powiat przysuski",2017,10
"23721",1424000,"Powiat pułtuski",2017,28
"23722",1425000,"Powiat radomski",2017,51
"23723",1426000,"Powiat siedlecki",2017,0
"23724",1427000,"Powiat sierpecki",2017,19
"23725",1428000,"Powiat sochaczewski",2017,73
"23726",1429000,"Powiat sokołowski",2017,84
"23727",1430000,"Powiat szydłowiecki",2017,26
"23728",1432000,"Powiat warszawski zachodni",2017,56
"23729",1433000,"Powiat węgrowski",2017,9
"23730",1434000,"Powiat wołomiński",2017,280
"23731",1435000,"Powiat wyszkowski",2017,21
"23732",1436000,"Powiat zwoleński",2017,10
"23733",1437000,"Powiat żuromiński",2017,18
"23734",1438000,"Powiat żyrardowski",2017,64
"23735",1461000,"Powiat m.Ostrołęka",2017,53
"23736",1462000,"Powiat m.Płock",2017,168
"23737",1463000,"Powiat m.Radom",2017,302
"23738",1464000,"Powiat m.Siedlce",2017,197
"23739",1465000,"Powiat m. st. Warszawa",2017,6033
"23740",1601000,"Powiat brzeski",2017,186
"23741",1602000,"Powiat głubczycki",2017,55
"23742",1603000,"Powiat kędzierzyńsko-kozielski",2017,121
"23743",1604000,"Powiat kluczborski",2017,95
"23744",1605000,"Powiat krapkowicki",2017,57
"23745",1606000,"Powiat namysłowski",2017,71
"23746",1607000,"Powiat nyski",2017,208
"23747",1608000,"Powiat oleski",2017,12
"23748",1609000,"Powiat opolski",2017,65
"23749",1610000,"Powiat prudnicki",2017,49
"23750",1611000,"Powiat strzelecki",2017,57
"23751",1661000,"Powiat m.Opole",2017,320
"23752",1801000,"Powiat bieszczadzki",2017,19
"23753",1802000,"Powiat brzozowski",2017,11
"23754",1803000,"Powiat dębicki",2017,46
"23755",1804000,"Powiat jarosławski",2017,104
"23756",1805000,"Powiat jasielski",2017,42
"23757",1806000,"Powiat kolbuszowski",2017,5
"23758",1807000,"Powiat krośnieński",2017,10
"23759",1808000,"Powiat leżajski",2017,26
"23760",1809000,"Powiat lubaczowski",2017,10
"23761",1810000,"Powiat łańcucki",2017,22
"23762",1811000,"Powiat mielecki",2017,77
"23763",1812000,"Powiat niżański",2017,14
"23764",1813000,"Powiat przemyski",2017,21
"23765",1814000,"Powiat przeworski",2017,6
"23766",1815000,"Powiat ropczycko-sędziszowski",2017,11
"23767",1816000,"Powiat rzeszowski",2017,24
"23768",1817000,"Powiat sanocki",2017,44
"23769",1818000,"Powiat stalowowolski",2017,159
"23770",1819000,"Powiat strzyżowski",2017,6
"23771",1820000,"Powiat tarnobrzeski",2017,20
"23772",1821000,"Powiat leski",2017,8
"23773",1861000,"Powiat m.Krosno",2017,47
"23774",1862000,"Powiat m.Przemyśl",2017,66
"23775",1863000,"Powiat m.Rzeszów",2017,277
"23776",1864000,"Powiat m.Tarnobrzeg",2017,36
"23777",2001000,"Powiat augustowski",2017,35
"23778",2002000,"Powiat białostocki",2017,86
"23779",2003000,"Powiat bielski",2017,0
"23780",2004000,"Powiat grajewski",2017,24
"23781",2005000,"Powiat hajnowski",2017,34
"23782",2006000,"Powiat kolneński",2017,19
"23783",2007000,"Powiat łomżyński",2017,3
"23784",2008000,"Powiat moniecki",2017,19
"23785",2009000,"Powiat sejneński",2017,10
"23786",2010000,"Powiat siemiatycki",2017,3
"23787",2011000,"Powiat sokólski",2017,11
"23788",2012000,"Powiat suwalski",2017,7
"23789",2013000,"Powiat wysokomazowiecki",2017,16
"23790",2014000,"Powiat zambrowski",2017,45
"23791",2061000,"Powiat m.Białystok",2017,651
"23792",2062000,"Powiat m.Łomża",2017,91
"23793",2063000,"Powiat m.Suwałki",2017,92
"23794",2201000,"Powiat bytowski",2017,105
"23795",2202000,"Powiat chojnicki",2017,100
"23796",2203000,"Powiat człuchowski",2017,76
"23797",2204000,"Powiat gdański",2017,194
"23798",2205000,"Powiat kartuski",2017,48
"23799",2206000,"Powiat kościerski",2017,36
"23800",2207000,"Powiat kwidzyński",2017,98
"23801",2208000,"Powiat lęborski",2017,168
"23802",2209000,"Powiat malborski",2017,111
"23803",2210000,"Powiat nowodworski",2017,52
"23804",2211000,"Powiat pucki",2017,109
"23805",2212000,"Powiat słupski",2017,118
"23806",2213000,"Powiat starogardzki",2017,106
"23807",2214000,"Powiat tczewski",2017,199
"23808",2215000,"Powiat wejherowski",2017,322
"23809",2216000,"Powiat sztumski",2017,43
"23810",2261000,"Powiat m.Gdańsk",2017,1377
"23811",2262000,"Powiat m.Gdynia",2017,765
"23812",2263000,"Powiat m.Słupsk",2017,320
"23813",2264000,"Powiat m.Sopot",2017,115
"23814",2401000,"Powiat będziński",2017,165
"23815",2402000,"Powiat bielski",2017,76
"23816",2403000,"Powiat cieszyński",2017,86
"23817",2404000,"Powiat częstochowski",2017,25
"23818",2405000,"Powiat gliwicki",2017,144
"23819",2406000,"Powiat kłobucki",2017,11
"23820",2407000,"Powiat lubliniecki",2017,32
"23821",2408000,"Powiat mikołowski",2017,82
"23822",2409000,"Powiat myszkowski",2017,23
"23823",2410000,"Powiat pszczyński",2017,110
"23824",2411000,"Powiat raciborski",2017,122
"23825",2412000,"Powiat rybnicki",2017,51
"23826",2413000,"Powiat tarnogórski",2017,129
"23827",2414000,"Powiat bieruńsko-lędziński",2017,40
"23828",2415000,"Powiat wodzisławski",2017,99
"23829",2416000,"Powiat zawierciański",2017,102
"23830",2417000,"Powiat żywiecki",2017,17
"23831",2461000,"Powiat m.Bielsko-Biała",2017,272
"23832",2462000,"Powiat m.Bytom",2017,459
"23833",2463000,"Powiat m.Chorzów",2017,206
"23834",2464000,"Powiat m.Częstochowa",2017,299
"23835",2465000,"Powiat m.Dąbrowa Górnicza",2017,139
"23836",2466000,"Powiat m.Gliwice",2017,409
"23837",2467000,"Powiat m.Jastrzębie-Zdrój",2017,73
"23838",2468000,"Powiat m.Jaworzno",2017,176
"23839",2469000,"Powiat m.Katowice",2017,674
"23840",2470000,"Powiat m.Mysłowice",2017,202
"23841",2471000,"Powiat m.Piekary Śląskie",2017,107
"23842",2472000,"Powiat m.Ruda Śląska",2017,301
"23843",2473000,"Powiat m.Rybnik",2017,157
"23844",2474000,"Powiat m.Siemianowice Śląskie",2017,170
"23845",2475000,"Powiat m.Sosnowiec",2017,175
"23846",2476000,"Powiat m.Świętochłowice",2017,91
"23847",2477000,"Powiat m.Tychy",2017,283
"23848",2478000,"Powiat m.Zabrze",2017,399
"23849",2479000,"Powiat m.Żory",2017,100
"23850",2601000,"Powiat buski",2017,27
"23851",2602000,"Powiat jędrzejowski",2017,5
"23852",2603000,"Powiat kazimierski",2017,8
"23853",2604000,"Powiat kielecki",2017,0
"23854",2605000,"Powiat konecki",2017,33
"23855",2606000,"Powiat opatowski",2017,10
"23856",2607000,"Powiat ostrowiecki",2017,48
"23857",2608000,"Powiat pińczowski",2017,15
"23858",2609000,"Powiat sandomierski",2017,30
"23859",2610000,"Powiat skarżyski",2017,81
"23860",2611000,"Powiat starachowicki",2017,85
"23861",2612000,"Powiat staszowski",2017,27
"23862",2613000,"Powiat włoszczowski",2017,20
"23863",2661000,"Powiat m.Kielce",2017,395
"23864",2801000,"Powiat bartoszycki",2017,69
"23865",2802000,"Powiat braniewski",2017,71
"23866",2803000,"Powiat działdowski",2017,63
"23867",2804000,"Powiat elbląski",2017,49
"23868",2805000,"Powiat ełcki",2017,181
"23869",2806000,"Powiat giżycki",2017,151
"23870",2807000,"Powiat iławski",2017,200
"23871",2808000,"Powiat kętrzyński",2017,133
"23872",2809000,"Powiat lidzbarski",2017,59
"23873",2810000,"Powiat mrągowski",2017,77
"23874",2811000,"Powiat nidzicki",2017,36
"23875",2812000,"Powiat nowomiejski",2017,24
"23876",2813000,"Powiat olecki",2017,54
"23877",2814000,"Powiat olsztyński",2017,169
"23878",2815000,"Powiat ostródzki",2017,143
"23879",2816000,"Powiat piski",2017,101
"23880",2817000,"Powiat szczycieński",2017,61
"23881",2818000,"Powiat gołdapski",2017,41
"23882",2819000,"Powiat węgorzewski",2017,33
"23883",2861000,"Powiat m.Elbląg",2017,332
"23884",2862000,"Powiat m.Olsztyn",2017,576
"23885",3001000,"Powiat chodzieski",2017,42
"23886",3002000,"Powiat czarnkowsko-trzcianecki",2017,54
"23887",3003000,"Powiat gnieźnieński",2017,116
"23888",3004000,"Powiat gostyński",2017,38
"23889",3005000,"Powiat grodziski",2017,48
"23890",3006000,"Powiat jarociński",2017,32
"23891",3007000,"Powiat kaliski",2017,4
"23892",3008000,"Powiat kępiński",2017,19
"23893",3009000,"Powiat kolski",2017,49
"23894",3010000,"Powiat koniński",2017,31
"23895",3011000,"Powiat kościański",2017,43
"23896",3012000,"Powiat krotoszyński",2017,34
"23897",3013000,"Powiat leszczyński",2017,14
"23898",3014000,"Powiat międzychodzki",2017,38
"23899",3015000,"Powiat nowotomyski",2017,111
"23900",3016000,"Powiat obornicki",2017,53
"23901",3017000,"Powiat ostrowski",2017,193
"23902",3018000,"Powiat ostrzeszowski",2017,9
"23903",3019000,"Powiat pilski",2017,166
"23904",3020000,"Powiat pleszewski",2017,23
"23905",3021000,"Powiat poznański",2017,111
"23906",3022000,"Powiat rawicki",2017,36
"23907",3023000,"Powiat słupecki",2017,35
"23908",3024000,"Powiat szamotulski",2017,51
"23909",3025000,"Powiat średzki",2017,35
"23910",3026000,"Powiat śremski",2017,58
"23911",3027000,"Powiat turecki",2017,84
"23912",3028000,"Powiat wągrowiecki",2017,48
"23913",3029000,"Powiat wolsztyński",2017,46
"23914",3030000,"Powiat wrzesiński",2017,78
"23915",3031000,"Powiat złotowski",2017,74
"23916",3061000,"Powiat m.Kalisz",2017,168
"23917",3062000,"Powiat m.Konin",2017,102
"23918",3063000,"Powiat m.Leszno",2017,79
"23919",3064000,"Powiat m.Poznań",2017,1269
"23920",3201000,"Powiat białogardzki",2017,70
"23921",3202000,"Powiat choszczeński",2017,61
"23922",3203000,"Powiat drawski",2017,66
"23923",3204000,"Powiat goleniowski",2017,128
"23924",3205000,"Powiat gryficki",2017,90
"23925",3206000,"Powiat gryfiński",2017,124
"23926",3207000,"Powiat kamieński",2017,102
"23927",3208000,"Powiat kołobrzeski",2017,114
"23928",3209000,"Powiat koszaliński",2017,89
"23929",3210000,"Powiat myśliborski",2017,73
"23930",3211000,"Powiat policki",2017,97
"23931",3212000,"Powiat pyrzycki",2017,44
"23932",3213000,"Powiat sławieński",2017,150
"23933",3214000,"Powiat stargardzki",2017,276
"23934",3215000,"Powiat szczecinecki",2017,167
"23935",3216000,"Powiat świdwiński",2017,46
"23936",3217000,"Powiat wałecki",2017,88
"23937",3218000,"Powiat łobeski",2017,45
"23938",3261000,"Powiat m.Koszalin",2017,330
"23939",3262000,"Powiat m.Szczecin",2017,1020
"23940",3263000,"Powiat m.Świnoujście",2017,116
