"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_40_do_60_m2_szt"
"23941",201000,"Powiat bolesławiecki",2018,215
"23942",202000,"Powiat dzierżoniowski",2018,164
"23943",203000,"Powiat głogowski",2018,158
"23944",204000,"Powiat górowski",2018,12
"23945",205000,"Powiat jaworski",2018,45
"23946",206000,"Powiat jeleniogórski",2018,57
"23947",207000,"Powiat kamiennogórski",2018,57
"23948",208000,"Powiat kłodzki",2018,233
"23949",209000,"Powiat legnicki",2018,49
"23950",210000,"Powiat lubański",2018,97
"23951",211000,"Powiat lubiński",2018,260
"23952",212000,"Powiat lwówecki",2018,55
"23953",213000,"Powiat milicki",2018,43
"23954",214000,"Powiat oleśnicki",2018,166
"23955",215000,"Powiat oławski",2018,89
"23956",216000,"Powiat polkowicki",2018,72
"23957",217000,"Powiat strzeliński",2018,51
"23958",218000,"Powiat średzki",2018,42
"23959",219000,"Powiat świdnicki",2018,334
"23960",220000,"Powiat trzebnicki",2018,93
"23961",221000,"Powiat wałbrzyski",2018,118
"23962",222000,"Powiat wołowski",2018,163
"23963",223000,"Powiat wrocławski",2018,159
"23964",224000,"Powiat ząbkowicki",2018,68
"23965",225000,"Powiat zgorzelecki",2018,164
"23966",226000,"Powiat złotoryjski",2018,58
"23967",261000,"Powiat m.Jelenia Góra",2018,287
"23968",262000,"Powiat m.Legnica",2018,300
"23969",264000,"Powiat m.Wrocław",2018,2609
"23970",265000,"Powiat m.Wałbrzych od 2013",2018,366
"23971",401000,"Powiat aleksandrowski",2018,72
"23972",402000,"Powiat brodnicki",2018,94
"23973",403000,"Powiat bydgoski",2018,76
"23974",404000,"Powiat chełmiński",2018,69
"23975",405000,"Powiat golubsko-dobrzyński",2018,35
"23976",406000,"Powiat grudziądzki",2018,23
"23977",407000,"Powiat inowrocławski",2018,225
"23978",408000,"Powiat lipnowski",2018,17
"23979",409000,"Powiat mogileński",2018,34
"23980",410000,"Powiat nakielski",2018,86
"23981",411000,"Powiat radziejowski",2018,19
"23982",412000,"Powiat rypiński",2018,15
"23983",413000,"Powiat sępoleński",2018,30
"23984",414000,"Powiat świecki",2018,81
"23985",415000,"Powiat toruński",2018,48
"23986",416000,"Powiat tucholski",2018,26
"23987",417000,"Powiat wąbrzeski",2018,28
"23988",418000,"Powiat włocławski",2018,22
"23989",419000,"Powiat żniński",2018,41
"23990",461000,"Powiat m.Bydgoszcz",2018,1020
"23991",462000,"Powiat m.Grudziądz",2018,214
"23992",463000,"Powiat m.Toruń",2018,538
"23993",464000,"Powiat m.Włocławek",2018,239
"23994",601000,"Powiat bialski",2018,12
"23995",602000,"Powiat biłgorajski",2018,35
"23996",603000,"Powiat chełmski",2018,11
"23997",604000,"Powiat hrubieszowski",2018,37
"23998",605000,"Powiat janowski",2018,9
"23999",606000,"Powiat krasnostawski",2018,15
"24000",607000,"Powiat kraśnicki",2018,38
"24001",608000,"Powiat lubartowski",2018,43
"24002",609000,"Powiat lubelski",2018,39
"24003",610000,"Powiat łęczyński",2018,23
"24004",611000,"Powiat łukowski",2018,39
"24005",612000,"Powiat opolski",2018,36
"24006",613000,"Powiat parczewski",2018,21
"24007",614000,"Powiat puławski",2018,85
"24008",615000,"Powiat radzyński",2018,26
"24009",616000,"Powiat rycki",2018,41
"24010",617000,"Powiat świdnicki",2018,66
"24011",618000,"Powiat tomaszowski",2018,33
"24012",619000,"Powiat włodawski",2018,35
"24013",620000,"Powiat zamojski",2018,9
"24014",661000,"Powiat m.Biała Podlaska",2018,69
"24015",662000,"Powiat m.Chełm",2018,97
"24016",663000,"Powiat m.Lublin",2018,863
"24017",664000,"Powiat m.Zamość",2018,94
"24018",801000,"Powiat gorzowski",2018,102
"24019",802000,"Powiat krośnieński",2018,93
"24020",803000,"Powiat międzyrzecki",2018,95
"24021",804000,"Powiat nowosolski",2018,115
"24022",805000,"Powiat słubicki",2018,78
"24023",806000,"Powiat strzelecko-drezdenecki",2018,56
"24024",807000,"Powiat sulęciński",2018,60
"24025",808000,"Powiat świebodziński",2018,88
"24026",809000,"Powiat zielonogórski",2018,109
"24027",810000,"Powiat żagański",2018,148
"24028",811000,"Powiat żarski",2018,156
"24029",812000,"Powiat wschowski",2018,38
"24030",861000,"Powiat m.Gorzów Wielkopolski",2018,443
"24031",862000,"Powiat m.Zielona Góra",2018,468
"24032",1001000,"Powiat bełchatowski",2018,150
"24033",1002000,"Powiat kutnowski",2018,70
"24034",1003000,"Powiat łaski",2018,30
"24035",1004000,"Powiat łęczycki",2018,30
"24036",1005000,"Powiat łowicki",2018,26
"24037",1006000,"Powiat łódzki wschodni",2018,18
"24038",1007000,"Powiat opoczyński",2018,28
"24039",1008000,"Powiat pabianicki",2018,93
"24040",1009000,"Powiat pajęczański",2018,7
"24041",1010000,"Powiat piotrkowski",2018,20
"24042",1011000,"Powiat poddębicki",2018,24
"24043",1012000,"Powiat radomszczański",2018,36
"24044",1013000,"Powiat rawski",2018,22
"24045",1014000,"Powiat sieradzki",2018,61
"24046",1015000,"Powiat skierniewicki",2018,0
"24047",1016000,"Powiat tomaszowski",2018,141
"24048",1017000,"Powiat wieluński",2018,21
"24049",1018000,"Powiat wieruszowski",2018,11
"24050",1019000,"Powiat zduńskowolski",2018,62
"24051",1020000,"Powiat zgierski",2018,162
"24052",1021000,"Powiat brzeziński",2018,17
"24053",1061000,"Powiat m.Łódź",2018,2003
"24054",1062000,"Powiat m.Piotrków Trybunalski",2018,75
"24055",1063000,"Powiat m.Skierniewice",2018,66
"24056",1201000,"Powiat bocheński",2018,29
"24057",1202000,"Powiat brzeski",2018,37
"24058",1203000,"Powiat chrzanowski",2018,156
"24059",1204000,"Powiat dąbrowski",2018,8
"24060",1205000,"Powiat gorlicki",2018,24
"24061",1206000,"Powiat krakowski",2018,71
"24062",1207000,"Powiat limanowski",2018,21
"24063",1208000,"Powiat miechowski",2018,11
"24064",1209000,"Powiat myślenicki",2018,19
"24065",1210000,"Powiat nowosądecki",2018,43
"24066",1211000,"Powiat nowotarski",2018,54
"24067",1212000,"Powiat olkuski",2018,65
"24068",1213000,"Powiat oświęcimski",2018,157
"24069",1214000,"Powiat proszowicki",2018,10
"24070",1215000,"Powiat suski",2018,17
"24071",1216000,"Powiat tarnowski",2018,0
"24072",1217000,"Powiat tatrzański",2018,100
"24073",1218000,"Powiat wadowicki",2018,56
"24074",1219000,"Powiat wielicki",2018,67
"24075",1261000,"Powiat m.Kraków",2018,1476
"24076",1262000,"Powiat m.Nowy Sącz",2018,90
"24077",1263000,"Powiat m.Tarnów",2018,202
"24078",1401000,"Powiat białobrzeski",2018,10
"24079",1402000,"Powiat ciechanowski",2018,51
"24080",1403000,"Powiat garwoliński",2018,5
"24081",1404000,"Powiat gostyniński",2018,33
"24082",1405000,"Powiat grodziski",2018,42
"24083",1406000,"Powiat grójecki",2018,66
"24084",1407000,"Powiat kozienicki",2018,60
"24085",1408000,"Powiat legionowski",2018,199
"24086",1409000,"Powiat lipski",2018,10
"24087",1410000,"Powiat łosicki",2018,7
"24088",1411000,"Powiat makowski",2018,14
"24089",1412000,"Powiat miński",2018,120
"24090",1413000,"Powiat mławski",2018,75
"24091",1414000,"Powiat nowodworski",2018,95
"24092",1415000,"Powiat ostrołęcki",2018,0
"24093",1416000,"Powiat ostrowski",2018,34
"24094",1417000,"Powiat otwocki",2018,58
"24095",1418000,"Powiat piaseczyński",2018,182
"24096",1419000,"Powiat płocki",2018,27
"24097",1420000,"Powiat płoński",2018,49
"24098",1421000,"Powiat pruszkowski",2018,194
"24099",1422000,"Powiat przasnyski",2018,28
"24100",1423000,"Powiat przysuski",2018,9
"24101",1424000,"Powiat pułtuski",2018,27
"24102",1425000,"Powiat radomski",2018,44
"24103",1426000,"Powiat siedlecki",2018,4
"24104",1427000,"Powiat sierpecki",2018,32
"24105",1428000,"Powiat sochaczewski",2018,63
"24106",1429000,"Powiat sokołowski",2018,29
"24107",1430000,"Powiat szydłowiecki",2018,20
"24108",1432000,"Powiat warszawski zachodni",2018,72
"24109",1433000,"Powiat węgrowski",2018,0
"24110",1434000,"Powiat wołomiński",2018,305
"24111",1435000,"Powiat wyszkowski",2018,24
"24112",1436000,"Powiat zwoleński",2018,11
"24113",1437000,"Powiat żuromiński",2018,15
"24114",1438000,"Powiat żyrardowski",2018,54
"24115",1461000,"Powiat m.Ostrołęka",2018,73
"24116",1462000,"Powiat m.Płock",2018,238
"24117",1463000,"Powiat m.Radom",2018,338
"24118",1464000,"Powiat m.Siedlce",2018,244
"24119",1465000,"Powiat m. st. Warszawa",2018,6285
"24120",1601000,"Powiat brzeski",2018,184
"24121",1602000,"Powiat głubczycki",2018,63
"24122",1603000,"Powiat kędzierzyńsko-kozielski",2018,145
"24123",1604000,"Powiat kluczborski",2018,79
"24124",1605000,"Powiat krapkowicki",2018,62
"24125",1606000,"Powiat namysłowski",2018,58
"24126",1607000,"Powiat nyski",2018,207
"24127",1608000,"Powiat oleski",2018,18
"24128",1609000,"Powiat opolski",2018,75
"24129",1610000,"Powiat prudnicki",2018,52
"24130",1611000,"Powiat strzelecki",2018,75
"24131",1661000,"Powiat m.Opole",2018,371
"24132",1801000,"Powiat bieszczadzki",2018,33
"24133",1802000,"Powiat brzozowski",2018,11
"24134",1803000,"Powiat dębicki",2018,53
"24135",1804000,"Powiat jarosławski",2018,52
"24136",1805000,"Powiat jasielski",2018,32
"24137",1806000,"Powiat kolbuszowski",2018,3
"24138",1807000,"Powiat krośnieński",2018,9
"24139",1808000,"Powiat leżajski",2018,28
"24140",1809000,"Powiat lubaczowski",2018,12
"24141",1810000,"Powiat łańcucki",2018,14
"24142",1811000,"Powiat mielecki",2018,64
"24143",1812000,"Powiat niżański",2018,13
"24144",1813000,"Powiat przemyski",2018,27
"24145",1814000,"Powiat przeworski",2018,19
"24146",1815000,"Powiat ropczycko-sędziszowski",2018,9
"24147",1816000,"Powiat rzeszowski",2018,60
"24148",1817000,"Powiat sanocki",2018,49
"24149",1818000,"Powiat stalowowolski",2018,145
"24150",1819000,"Powiat strzyżowski",2018,10
"24151",1820000,"Powiat tarnobrzeski",2018,31
"24152",1821000,"Powiat leski",2018,7
"24153",1861000,"Powiat m.Krosno",2018,52
"24154",1862000,"Powiat m.Przemyśl",2018,113
"24155",1863000,"Powiat m.Rzeszów",2018,544
"24156",1864000,"Powiat m.Tarnobrzeg",2018,39
"24157",2001000,"Powiat augustowski",2018,26
"24158",2002000,"Powiat białostocki",2018,87
"24159",2003000,"Powiat bielski",2018,9
"24160",2004000,"Powiat grajewski",2018,31
"24161",2005000,"Powiat hajnowski",2018,28
"24162",2006000,"Powiat kolneński",2018,30
"24163",2007000,"Powiat łomżyński",2018,6
"24164",2008000,"Powiat moniecki",2018,10
"24165",2009000,"Powiat sejneński",2018,4
"24166",2010000,"Powiat siemiatycki",2018,13
"24167",2011000,"Powiat sokólski",2018,12
"24168",2012000,"Powiat suwalski",2018,4
"24169",2013000,"Powiat wysokomazowiecki",2018,10
"24170",2014000,"Powiat zambrowski",2018,46
"24171",2061000,"Powiat m.Białystok",2018,775
"24172",2062000,"Powiat m.Łomża",2018,111
"24173",2063000,"Powiat m.Suwałki",2018,99
"24174",2201000,"Powiat bytowski",2018,94
"24175",2202000,"Powiat chojnicki",2018,90
"24176",2203000,"Powiat człuchowski",2018,77
"24177",2204000,"Powiat gdański",2018,247
"24178",2205000,"Powiat kartuski",2018,35
"24179",2206000,"Powiat kościerski",2018,48
"24180",2207000,"Powiat kwidzyński",2018,124
"24181",2208000,"Powiat lęborski",2018,164
"24182",2209000,"Powiat malborski",2018,158
"24183",2210000,"Powiat nowodworski",2018,41
"24184",2211000,"Powiat pucki",2018,125
"24185",2212000,"Powiat słupski",2018,114
"24186",2213000,"Powiat starogardzki",2018,94
"24187",2214000,"Powiat tczewski",2018,210
"24188",2215000,"Powiat wejherowski",2018,384
"24189",2216000,"Powiat sztumski",2018,45
"24190",2261000,"Powiat m.Gdańsk",2018,1560
"24191",2262000,"Powiat m.Gdynia",2018,824
"24192",2263000,"Powiat m.Słupsk",2018,308
"24193",2264000,"Powiat m.Sopot",2018,101
"24194",2401000,"Powiat będziński",2018,232
"24195",2402000,"Powiat bielski",2018,64
"24196",2403000,"Powiat cieszyński",2018,103
"24197",2404000,"Powiat częstochowski",2018,33
"24198",2405000,"Powiat gliwicki",2018,153
"24199",2406000,"Powiat kłobucki",2018,9
"24200",2407000,"Powiat lubliniecki",2018,33
"24201",2408000,"Powiat mikołowski",2018,85
"24202",2409000,"Powiat myszkowski",2018,44
"24203",2410000,"Powiat pszczyński",2018,128
"24204",2411000,"Powiat raciborski",2018,118
"24205",2412000,"Powiat rybnicki",2018,56
"24206",2413000,"Powiat tarnogórski",2018,92
"24207",2414000,"Powiat bieruńsko-lędziński",2018,36
"24208",2415000,"Powiat wodzisławski",2018,122
"24209",2416000,"Powiat zawierciański",2018,115
"24210",2417000,"Powiat żywiecki",2018,31
"24211",2461000,"Powiat m.Bielsko-Biała",2018,248
"24212",2462000,"Powiat m.Bytom",2018,571
"24213",2463000,"Powiat m.Chorzów",2018,251
"24214",2464000,"Powiat m.Częstochowa",2018,340
"24215",2465000,"Powiat m.Dąbrowa Górnicza",2018,127
"24216",2466000,"Powiat m.Gliwice",2018,506
"24217",2467000,"Powiat m.Jastrzębie-Zdrój",2018,127
"24218",2468000,"Powiat m.Jaworzno",2018,158
"24219",2469000,"Powiat m.Katowice",2018,758
"24220",2470000,"Powiat m.Mysłowice",2018,164
"24221",2471000,"Powiat m.Piekary Śląskie",2018,110
"24222",2472000,"Powiat m.Ruda Śląska",2018,342
"24223",2473000,"Powiat m.Rybnik",2018,173
"24224",2474000,"Powiat m.Siemianowice Śląskie",2018,186
"24225",2475000,"Powiat m.Sosnowiec",2018,200
"24226",2476000,"Powiat m.Świętochłowice",2018,120
"24227",2477000,"Powiat m.Tychy",2018,272
"24228",2478000,"Powiat m.Zabrze",2018,484
"24229",2479000,"Powiat m.Żory",2018,105
"24230",2601000,"Powiat buski",2018,21
"24231",2602000,"Powiat jędrzejowski",2018,50
"24232",2603000,"Powiat kazimierski",2018,3
"24233",2604000,"Powiat kielecki",2018,5
"24234",2605000,"Powiat konecki",2018,34
"24235",2606000,"Powiat opatowski",2018,9
"24236",2607000,"Powiat ostrowiecki",2018,55
"24237",2608000,"Powiat pińczowski",2018,18
"24238",2609000,"Powiat sandomierski",2018,21
"24239",2610000,"Powiat skarżyski",2018,99
"24240",2611000,"Powiat starachowicki",2018,111
"24241",2612000,"Powiat staszowski",2018,17
"24242",2613000,"Powiat włoszczowski",2018,13
"24243",2661000,"Powiat m.Kielce",2018,422
"24244",2801000,"Powiat bartoszycki",2018,88
"24245",2802000,"Powiat braniewski",2018,90
"24246",2803000,"Powiat działdowski",2018,92
"24247",2804000,"Powiat elbląski",2018,49
"24248",2805000,"Powiat ełcki",2018,190
"24249",2806000,"Powiat giżycki",2018,176
"24250",2807000,"Powiat iławski",2018,106
"24251",2808000,"Powiat kętrzyński",2018,106
"24252",2809000,"Powiat lidzbarski",2018,51
"24253",2810000,"Powiat mrągowski",2018,57
"24254",2811000,"Powiat nidzicki",2018,44
"24255",2812000,"Powiat nowomiejski",2018,28
"24256",2813000,"Powiat olecki",2018,58
"24257",2814000,"Powiat olsztyński",2018,163
"24258",2815000,"Powiat ostródzki",2018,156
"24259",2816000,"Powiat piski",2018,115
"24260",2817000,"Powiat szczycieński",2018,71
"24261",2818000,"Powiat gołdapski",2018,43
"24262",2819000,"Powiat węgorzewski",2018,50
"24263",2861000,"Powiat m.Elbląg",2018,346
"24264",2862000,"Powiat m.Olsztyn",2018,626
"24265",3001000,"Powiat chodzieski",2018,48
"24266",3002000,"Powiat czarnkowsko-trzcianecki",2018,40
"24267",3003000,"Powiat gnieźnieński",2018,96
"24268",3004000,"Powiat gostyński",2018,31
"24269",3005000,"Powiat grodziski",2018,30
"24270",3006000,"Powiat jarociński",2018,34
"24271",3007000,"Powiat kaliski",2018,5
"24272",3008000,"Powiat kępiński",2018,10
"24273",3009000,"Powiat kolski",2018,36
"24274",3010000,"Powiat koniński",2018,25
"24275",3011000,"Powiat kościański",2018,47
"24276",3012000,"Powiat krotoszyński",2018,36
"24277",3013000,"Powiat leszczyński",2018,36
"24278",3014000,"Powiat międzychodzki",2018,35
"24279",3015000,"Powiat nowotomyski",2018,49
"24280",3016000,"Powiat obornicki",2018,68
"24281",3017000,"Powiat ostrowski",2018,148
"24282",3018000,"Powiat ostrzeszowski",2018,12
"24283",3019000,"Powiat pilski",2018,184
"24284",3020000,"Powiat pleszewski",2018,19
"24285",3021000,"Powiat poznański",2018,373
"24286",3022000,"Powiat rawicki",2018,47
"24287",3023000,"Powiat słupecki",2018,21
"24288",3024000,"Powiat szamotulski",2018,56
"24289",3025000,"Powiat średzki",2018,47
"24290",3026000,"Powiat śremski",2018,70
"24291",3027000,"Powiat turecki",2018,54
"24292",3028000,"Powiat wągrowiecki",2018,59
"24293",3029000,"Powiat wolsztyński",2018,21
"24294",3030000,"Powiat wrzesiński",2018,105
"24295",3031000,"Powiat złotowski",2018,64
"24296",3061000,"Powiat m.Kalisz",2018,183
"24297",3062000,"Powiat m.Konin",2018,143
"24298",3063000,"Powiat m.Leszno",2018,99
"24299",3064000,"Powiat m.Poznań",2018,1212
"24300",3201000,"Powiat białogardzki",2018,82
"24301",3202000,"Powiat choszczeński",2018,72
"24302",3203000,"Powiat drawski",2018,94
"24303",3204000,"Powiat goleniowski",2018,133
"24304",3205000,"Powiat gryficki",2018,124
"24305",3206000,"Powiat gryfiński",2018,120
"24306",3207000,"Powiat kamieński",2018,80
"24307",3208000,"Powiat kołobrzeski",2018,231
"24308",3209000,"Powiat koszaliński",2018,118
"24309",3210000,"Powiat myśliborski",2018,97
"24310",3211000,"Powiat policki",2018,99
"24311",3212000,"Powiat pyrzycki",2018,62
"24312",3213000,"Powiat sławieński",2018,88
"24313",3214000,"Powiat stargardzki",2018,290
"24314",3215000,"Powiat szczecinecki",2018,186
"24315",3216000,"Powiat świdwiński",2018,74
"24316",3217000,"Powiat wałecki",2018,75
"24317",3218000,"Powiat łobeski",2018,60
"24318",3261000,"Powiat m.Koszalin",2018,322
"24319",3262000,"Powiat m.Szczecin",2018,847
"24320",3263000,"Powiat m.Świnoujście",2018,80
"24321",201000,"Powiat bolesławiecki",2019,NA
"24322",202000,"Powiat dzierżoniowski",2019,NA
"24323",203000,"Powiat głogowski",2019,NA
"24324",204000,"Powiat górowski",2019,NA
"24325",205000,"Powiat jaworski",2019,NA
"24326",206000,"Powiat jeleniogórski",2019,NA
"24327",207000,"Powiat kamiennogórski",2019,NA
"24328",208000,"Powiat kłodzki",2019,NA
"24329",209000,"Powiat legnicki",2019,NA
"24330",210000,"Powiat lubański",2019,NA
"24331",211000,"Powiat lubiński",2019,NA
"24332",212000,"Powiat lwówecki",2019,NA
"24333",213000,"Powiat milicki",2019,NA
"24334",214000,"Powiat oleśnicki",2019,NA
"24335",215000,"Powiat oławski",2019,NA
"24336",216000,"Powiat polkowicki",2019,NA
"24337",217000,"Powiat strzeliński",2019,NA
"24338",218000,"Powiat średzki",2019,NA
"24339",219000,"Powiat świdnicki",2019,NA
"24340",220000,"Powiat trzebnicki",2019,NA
"24341",221000,"Powiat wałbrzyski",2019,NA
"24342",222000,"Powiat wołowski",2019,NA
"24343",223000,"Powiat wrocławski",2019,NA
"24344",224000,"Powiat ząbkowicki",2019,NA
"24345",225000,"Powiat zgorzelecki",2019,NA
"24346",226000,"Powiat złotoryjski",2019,NA
"24347",261000,"Powiat m.Jelenia Góra",2019,NA
"24348",262000,"Powiat m.Legnica",2019,NA
"24349",264000,"Powiat m.Wrocław",2019,NA
"24350",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"24351",401000,"Powiat aleksandrowski",2019,NA
"24352",402000,"Powiat brodnicki",2019,NA
"24353",403000,"Powiat bydgoski",2019,NA
"24354",404000,"Powiat chełmiński",2019,NA
"24355",405000,"Powiat golubsko-dobrzyński",2019,NA
"24356",406000,"Powiat grudziądzki",2019,NA
"24357",407000,"Powiat inowrocławski",2019,NA
"24358",408000,"Powiat lipnowski",2019,NA
"24359",409000,"Powiat mogileński",2019,NA
"24360",410000,"Powiat nakielski",2019,NA
"24361",411000,"Powiat radziejowski",2019,NA
"24362",412000,"Powiat rypiński",2019,NA
"24363",413000,"Powiat sępoleński",2019,NA
"24364",414000,"Powiat świecki",2019,NA
"24365",415000,"Powiat toruński",2019,NA
"24366",416000,"Powiat tucholski",2019,NA
"24367",417000,"Powiat wąbrzeski",2019,NA
"24368",418000,"Powiat włocławski",2019,NA
"24369",419000,"Powiat żniński",2019,NA
"24370",461000,"Powiat m.Bydgoszcz",2019,NA
"24371",462000,"Powiat m.Grudziądz",2019,NA
"24372",463000,"Powiat m.Toruń",2019,NA
"24373",464000,"Powiat m.Włocławek",2019,NA
"24374",601000,"Powiat bialski",2019,NA
"24375",602000,"Powiat biłgorajski",2019,NA
"24376",603000,"Powiat chełmski",2019,NA
"24377",604000,"Powiat hrubieszowski",2019,NA
"24378",605000,"Powiat janowski",2019,NA
"24379",606000,"Powiat krasnostawski",2019,NA
"24380",607000,"Powiat kraśnicki",2019,NA
"24381",608000,"Powiat lubartowski",2019,NA
"24382",609000,"Powiat lubelski",2019,NA
"24383",610000,"Powiat łęczyński",2019,NA
"24384",611000,"Powiat łukowski",2019,NA
"24385",612000,"Powiat opolski",2019,NA
"24386",613000,"Powiat parczewski",2019,NA
"24387",614000,"Powiat puławski",2019,NA
"24388",615000,"Powiat radzyński",2019,NA
"24389",616000,"Powiat rycki",2019,NA
"24390",617000,"Powiat świdnicki",2019,NA
"24391",618000,"Powiat tomaszowski",2019,NA
"24392",619000,"Powiat włodawski",2019,NA
"24393",620000,"Powiat zamojski",2019,NA
"24394",661000,"Powiat m.Biała Podlaska",2019,NA
"24395",662000,"Powiat m.Chełm",2019,NA
"24396",663000,"Powiat m.Lublin",2019,NA
"24397",664000,"Powiat m.Zamość",2019,NA
"24398",801000,"Powiat gorzowski",2019,NA
"24399",802000,"Powiat krośnieński",2019,NA
"24400",803000,"Powiat międzyrzecki",2019,NA
"24401",804000,"Powiat nowosolski",2019,NA
"24402",805000,"Powiat słubicki",2019,NA
"24403",806000,"Powiat strzelecko-drezdenecki",2019,NA
"24404",807000,"Powiat sulęciński",2019,NA
"24405",808000,"Powiat świebodziński",2019,NA
"24406",809000,"Powiat zielonogórski",2019,NA
"24407",810000,"Powiat żagański",2019,NA
"24408",811000,"Powiat żarski",2019,NA
"24409",812000,"Powiat wschowski",2019,NA
"24410",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"24411",862000,"Powiat m.Zielona Góra",2019,NA
"24412",1001000,"Powiat bełchatowski",2019,NA
"24413",1002000,"Powiat kutnowski",2019,NA
"24414",1003000,"Powiat łaski",2019,NA
"24415",1004000,"Powiat łęczycki",2019,NA
"24416",1005000,"Powiat łowicki",2019,NA
"24417",1006000,"Powiat łódzki wschodni",2019,NA
"24418",1007000,"Powiat opoczyński",2019,NA
"24419",1008000,"Powiat pabianicki",2019,NA
"24420",1009000,"Powiat pajęczański",2019,NA
"24421",1010000,"Powiat piotrkowski",2019,NA
"24422",1011000,"Powiat poddębicki",2019,NA
"24423",1012000,"Powiat radomszczański",2019,NA
"24424",1013000,"Powiat rawski",2019,NA
"24425",1014000,"Powiat sieradzki",2019,NA
"24426",1015000,"Powiat skierniewicki",2019,NA
"24427",1016000,"Powiat tomaszowski",2019,NA
"24428",1017000,"Powiat wieluński",2019,NA
"24429",1018000,"Powiat wieruszowski",2019,NA
"24430",1019000,"Powiat zduńskowolski",2019,NA
"24431",1020000,"Powiat zgierski",2019,NA
"24432",1021000,"Powiat brzeziński",2019,NA
"24433",1061000,"Powiat m.Łódź",2019,NA
"24434",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"24435",1063000,"Powiat m.Skierniewice",2019,NA
"24436",1201000,"Powiat bocheński",2019,NA
"24437",1202000,"Powiat brzeski",2019,NA
"24438",1203000,"Powiat chrzanowski",2019,NA
"24439",1204000,"Powiat dąbrowski",2019,NA
"24440",1205000,"Powiat gorlicki",2019,NA
"24441",1206000,"Powiat krakowski",2019,NA
"24442",1207000,"Powiat limanowski",2019,NA
"24443",1208000,"Powiat miechowski",2019,NA
"24444",1209000,"Powiat myślenicki",2019,NA
"24445",1210000,"Powiat nowosądecki",2019,NA
"24446",1211000,"Powiat nowotarski",2019,NA
"24447",1212000,"Powiat olkuski",2019,NA
"24448",1213000,"Powiat oświęcimski",2019,NA
"24449",1214000,"Powiat proszowicki",2019,NA
"24450",1215000,"Powiat suski",2019,NA
"24451",1216000,"Powiat tarnowski",2019,NA
"24452",1217000,"Powiat tatrzański",2019,NA
"24453",1218000,"Powiat wadowicki",2019,NA
"24454",1219000,"Powiat wielicki",2019,NA
"24455",1261000,"Powiat m.Kraków",2019,NA
"24456",1262000,"Powiat m.Nowy Sącz",2019,NA
"24457",1263000,"Powiat m.Tarnów",2019,NA
"24458",1401000,"Powiat białobrzeski",2019,NA
"24459",1402000,"Powiat ciechanowski",2019,NA
"24460",1403000,"Powiat garwoliński",2019,NA
"24461",1404000,"Powiat gostyniński",2019,NA
"24462",1405000,"Powiat grodziski",2019,NA
"24463",1406000,"Powiat grójecki",2019,NA
"24464",1407000,"Powiat kozienicki",2019,NA
"24465",1408000,"Powiat legionowski",2019,NA
"24466",1409000,"Powiat lipski",2019,NA
"24467",1410000,"Powiat łosicki",2019,NA
"24468",1411000,"Powiat makowski",2019,NA
"24469",1412000,"Powiat miński",2019,NA
"24470",1413000,"Powiat mławski",2019,NA
"24471",1414000,"Powiat nowodworski",2019,NA
"24472",1415000,"Powiat ostrołęcki",2019,NA
"24473",1416000,"Powiat ostrowski",2019,NA
"24474",1417000,"Powiat otwocki",2019,NA
"24475",1418000,"Powiat piaseczyński",2019,NA
"24476",1419000,"Powiat płocki",2019,NA
"24477",1420000,"Powiat płoński",2019,NA
"24478",1421000,"Powiat pruszkowski",2019,NA
"24479",1422000,"Powiat przasnyski",2019,NA
"24480",1423000,"Powiat przysuski",2019,NA
"24481",1424000,"Powiat pułtuski",2019,NA
"24482",1425000,"Powiat radomski",2019,NA
"24483",1426000,"Powiat siedlecki",2019,NA
"24484",1427000,"Powiat sierpecki",2019,NA
"24485",1428000,"Powiat sochaczewski",2019,NA
"24486",1429000,"Powiat sokołowski",2019,NA
"24487",1430000,"Powiat szydłowiecki",2019,NA
"24488",1432000,"Powiat warszawski zachodni",2019,NA
"24489",1433000,"Powiat węgrowski",2019,NA
"24490",1434000,"Powiat wołomiński",2019,NA
"24491",1435000,"Powiat wyszkowski",2019,NA
"24492",1436000,"Powiat zwoleński",2019,NA
"24493",1437000,"Powiat żuromiński",2019,NA
"24494",1438000,"Powiat żyrardowski",2019,NA
"24495",1461000,"Powiat m.Ostrołęka",2019,NA
"24496",1462000,"Powiat m.Płock",2019,NA
"24497",1463000,"Powiat m.Radom",2019,NA
"24498",1464000,"Powiat m.Siedlce",2019,NA
"24499",1465000,"Powiat m. st. Warszawa",2019,NA
"24500",1601000,"Powiat brzeski",2019,NA
"24501",1602000,"Powiat głubczycki",2019,NA
"24502",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"24503",1604000,"Powiat kluczborski",2019,NA
"24504",1605000,"Powiat krapkowicki",2019,NA
"24505",1606000,"Powiat namysłowski",2019,NA
"24506",1607000,"Powiat nyski",2019,NA
"24507",1608000,"Powiat oleski",2019,NA
"24508",1609000,"Powiat opolski",2019,NA
"24509",1610000,"Powiat prudnicki",2019,NA
"24510",1611000,"Powiat strzelecki",2019,NA
