"","Kod","Nazwa","rok","SCIEZKI_ROWEROWE_CTAB_scieZki_rowerowe_na_10_tys_ludnosci_km"
"7228",1427000,"Powiat sierpecki",2012,0.15
"7229",1428000,"Powiat sochaczewski",2012,1.28
"7230",1429000,"Powiat sokołowski",2012,0.75
"7231",1430000,"Powiat szydłowiecki",2012,0
"7232",1432000,"Powiat warszawski zachodni",2012,2.22
"7233",1433000,"Powiat węgrowski",2012,1.44
"7234",1434000,"Powiat wołomiński",2012,0.94
"7235",1435000,"Powiat wyszkowski",2012,2.67
"7236",1436000,"Powiat zwoleński",2012,0.4
"7237",1437000,"Powiat żuromiński",2012,1.74
"7238",1438000,"Powiat żyrardowski",2012,0.91
"7239",1461000,"Powiat m.Ostrołęka",2012,3.02
"7240",1462000,"Powiat m.Płock",2012,1.04
"7241",1463000,"Powiat m.Radom",2012,1.65
"7242",1464000,"Powiat m.Siedlce",2012,3.51
"7243",1465000,"Powiat m. st. Warszawa",2012,1.86
"7244",1601000,"Powiat brzeski",2012,0.25
"7245",1602000,"Powiat głubczycki",2012,0
"7246",1603000,"Powiat kędzierzyńsko-kozielski",2012,1.82
"7247",1604000,"Powiat kluczborski",2012,0.59
"7248",1605000,"Powiat krapkowicki",2012,7.8
"7249",1606000,"Powiat namysłowski",2012,0.74
"7250",1607000,"Powiat nyski",2012,4.8
"7251",1608000,"Powiat oleski",2012,0.39
"7252",1609000,"Powiat opolski",2012,1.94
"7253",1610000,"Powiat prudnicki",2012,2.27
"7254",1611000,"Powiat strzelecki",2012,9.86
"7255",1661000,"Powiat m.Opole",2012,2.71
"7256",1802000,"Powiat brzozowski",2012,0
"7257",1803000,"Powiat dębicki",2012,3.05
"7258",1804000,"Powiat jarosławski",2012,0
"7259",1805000,"Powiat jasielski",2012,0
"7260",1806000,"Powiat kolbuszowski",2012,9.31
"7261",1807000,"Powiat krośnieński",2012,0
"7262",1808000,"Powiat leżajski",2012,0.46
"7263",1809000,"Powiat lubaczowski",2012,1.17
"7264",1810000,"Powiat łańcucki",2012,0
"7265",1811000,"Powiat mielecki",2012,1.83
"7266",1812000,"Powiat niżański",2012,0.25
"7267",1813000,"Powiat przemyski",2012,0.19
"7268",1815000,"Powiat ropczycko-sędziszowski",2012,0.27
"7269",1816000,"Powiat rzeszowski",2012,0.28
"7270",1818000,"Powiat stalowowolski",2012,3.05
"7271",1819000,"Powiat strzyżowski",2012,0
"7272",1820000,"Powiat tarnobrzeski",2012,0
"7273",1821000,"Powiat leski",2012,9.32
"7274",1861000,"Powiat m.Krosno",2012,2.87
"7275",1862000,"Powiat m.Przemyśl",2012,1.71
"7276",1863000,"Powiat m.Rzeszów",2012,4.5
"7277",1864000,"Powiat m.Tarnobrzeg",2012,2.06
"7278",2001000,"Powiat augustowski",2012,3.01
"7279",2002000,"Powiat białostocki",2012,2.11
"7280",2003000,"Powiat bielski",2012,2.26
"7281",2004000,"Powiat grajewski",2012,0.87
"7282",2005000,"Powiat hajnowski",2012,2.52
"7283",2006000,"Powiat kolneński",2012,0.55
"7284",2007000,"Powiat łomżyński",2012,0
"7285",2008000,"Powiat moniecki",2012,0
"7286",2009000,"Powiat sejneński",2012,0
"7287",2010000,"Powiat siemiatycki",2012,0.57
"7288",2011000,"Powiat sokólski",2012,0.04
"7289",2012000,"Powiat suwalski",2012,0.19
"7290",2013000,"Powiat wysokomazowiecki",2012,0
"7291",2014000,"Powiat zambrowski",2012,0.58
"7292",2061000,"Powiat m.Białystok",2012,2.55
"7293",2062000,"Powiat m.Łomża",2012,3.14
"7294",2063000,"Powiat m.Suwałki",2012,6.4
"7295",2201000,"Powiat bytowski",2012,3.08
"7296",2202000,"Powiat chojnicki",2012,3.01
"7297",2203000,"Powiat człuchowski",2012,5.89
"7298",2204000,"Powiat gdański",2012,2.76
"7299",2205000,"Powiat kartuski",2012,0
"7300",2206000,"Powiat kościerski",2012,3.27
"7301",2207000,"Powiat kwidzyński",2012,3.91
"7302",2208000,"Powiat lęborski",2012,2.8
"7303",2209000,"Powiat malborski",2012,4.58
"7304",2210000,"Powiat nowodworski",2012,0.8
"7305",2211000,"Powiat pucki",2012,7.64
"7306",2212000,"Powiat słupski",2012,3.37
"7307",2213000,"Powiat starogardzki",2012,2.07
"7308",2214000,"Powiat tczewski",2012,1.17
"7309",2215000,"Powiat wejherowski",2012,1.45
"7310",2216000,"Powiat sztumski",2012,2.7
"7311",2261000,"Powiat m.Gdańsk",2012,2.66
"7312",2262000,"Powiat m.Gdynia",2012,1.52
"7313",2263000,"Powiat m.Słupsk",2012,3
"7314",2264000,"Powiat m.Sopot",2012,4.21
"7315",2401000,"Powiat będziński",2012,2.47
"7316",2402000,"Powiat bielski",2012,0.75
"7317",2403000,"Powiat cieszyński",2012,1.67
"7318",2404000,"Powiat częstochowski",2012,1.2
"7319",2405000,"Powiat gliwicki",2012,0.97
"7320",2406000,"Powiat kłobucki",2012,0.4
"7321",2407000,"Powiat lubliniecki",2012,3.81
"7322",2408000,"Powiat mikołowski",2012,0
"7323",2409000,"Powiat myszkowski",2012,0.25
"7324",2410000,"Powiat pszczyński",2012,0.28
"7325",2411000,"Powiat raciborski",2012,0.76
"7326",2412000,"Powiat rybnicki",2012,0.2
"7327",2413000,"Powiat tarnogórski",2012,0.83
"7328",2414000,"Powiat bieruńsko-lędziński",2012,2.9
"7329",2415000,"Powiat wodzisławski",2012,0.82
"7330",2416000,"Powiat zawierciański",2012,1.74
"7331",2417000,"Powiat żywiecki",2012,0.09
"7332",2461000,"Powiat m.Bielsko-Biała",2012,1.05
"7333",2462000,"Powiat m.Bytom",2012,1.73
"7334",2463000,"Powiat m.Chorzów",2012,1.28
"7335",2464000,"Powiat m.Częstochowa",2012,1.52
"7336",2465000,"Powiat m.Dąbrowa Górnicza",2012,0.43
"7337",2466000,"Powiat m.Gliwice",2012,5.04
"7338",2467000,"Powiat m.Jastrzębie-Zdrój",2012,1.83
"7339",2468000,"Powiat m.Jaworzno",2012,0.89
"7340",2469000,"Powiat m.Katowice",2012,1.76
"7341",2470000,"Powiat m.Mysłowice",2012,0.12
"7342",2471000,"Powiat m.Piekary Śląskie",2012,0.47
"7343",2472000,"Powiat m.Ruda Śląska",2012,0.33
"7344",2473000,"Powiat m.Rybnik",2012,4.6
"7345",2474000,"Powiat m.Siemianowice Śląskie",2012,0.22
"7346",2475000,"Powiat m.Sosnowiec",2012,0.53
"7347",2476000,"Powiat m.Świętochłowice",2012,0.88
"7348",2477000,"Powiat m.Tychy",2012,2.17
"7349",2478000,"Powiat m.Zabrze",2012,0.58
"7350",2479000,"Powiat m.Żory",2012,0.16
"7351",2601000,"Powiat buski",2012,0.41
"7352",2602000,"Powiat jędrzejowski",2012,0.48
"7353",2603000,"Powiat kazimierski",2012,0
"7354",2604000,"Powiat kielecki",2012,1.15
"7355",2605000,"Powiat konecki",2012,0.37
"7356",2606000,"Powiat opatowski",2012,0
"7357",2607000,"Powiat ostrowiecki",2012,2.83
"7358",2609000,"Powiat sandomierski",2012,0.09
"7359",2610000,"Powiat skarżyski",2012,0.45
"7360",2611000,"Powiat starachowicki",2012,0.5
"7361",2612000,"Powiat staszowski",2012,1.46
"7362",2613000,"Powiat włoszczowski",2012,0.11
"7363",2661000,"Powiat m.Kielce",2012,0.93
"7364",2801000,"Powiat bartoszycki",2012,0.64
"7365",2802000,"Powiat braniewski",2012,0.37
"7366",2803000,"Powiat działdowski",2012,0.24
"7367",2804000,"Powiat elbląski",2012,0.57
"7368",2805000,"Powiat ełcki",2012,1.23
"7369",2806000,"Powiat giżycki",2012,1.42
"7370",2807000,"Powiat iławski",2012,2.84
"7371",2808000,"Powiat kętrzyński",2012,0.54
"7372",2809000,"Powiat lidzbarski",2012,2.91
"7373",2810000,"Powiat mrągowski",2012,1.5
"7374",2811000,"Powiat nidzicki",2012,3.52
"7375",2812000,"Powiat nowomiejski",2012,0.34
"7376",2813000,"Powiat olecki",2012,0.8
"7377",2814000,"Powiat olsztyński",2012,0.69
"7378",2815000,"Powiat ostródzki",2012,0.37
"7379",2816000,"Powiat piski",2012,7.44
"7380",2817000,"Powiat szczycieński",2012,2.41
"7381",2818000,"Powiat gołdapski",2012,0.91
"7382",2819000,"Powiat węgorzewski",2012,1.51
"7383",2861000,"Powiat m.Elbląg",2012,2.9
"7384",2862000,"Powiat m.Olsztyn",2012,2.29
"7385",3001000,"Powiat chodzieski",2012,1.59
"7386",3002000,"Powiat czarnkowsko-trzcianecki",2012,2.59
"7387",3003000,"Powiat gnieźnieński",2012,1.93
"7388",3004000,"Powiat gostyński",2012,2.6
"7389",3005000,"Powiat grodziski",2012,3.44
"7390",3006000,"Powiat jarociński",2012,1.38
"7391",3007000,"Powiat kaliski",2012,0
"7392",3008000,"Powiat kępiński",2012,2.37
"7393",3009000,"Powiat kolski",2012,0.26
"7394",3010000,"Powiat koniński",2012,2.18
"7395",3011000,"Powiat kościański",2012,4.03
"7396",3012000,"Powiat krotoszyński",2012,0.19
"7397",3013000,"Powiat leszczyński",2012,7.09
"7398",3014000,"Powiat międzychodzki",2012,1.4
"7399",3015000,"Powiat nowotomyski",2012,4.32
"7400",3016000,"Powiat obornicki",2012,1.58
"7401",3017000,"Powiat ostrowski",2012,2.4
"7402",3018000,"Powiat ostrzeszowski",2012,1.16
"7403",3019000,"Powiat pilski",2012,3.32
"7404",3020000,"Powiat pleszewski",2012,3.79
"7405",3021000,"Powiat poznański",2012,3.08
"7406",3022000,"Powiat rawicki",2012,0.79
"7407",3023000,"Powiat słupecki",2012,0.99
"7408",3024000,"Powiat szamotulski",2012,2.47
"7409",3025000,"Powiat średzki",2012,1.18
"7410",3026000,"Powiat śremski",2012,1.69
"7411",3027000,"Powiat turecki",2012,1.64
"7412",3028000,"Powiat wągrowiecki",2012,1.83
"7413",3029000,"Powiat wolsztyński",2012,4.69
"7414",3030000,"Powiat wrzesiński",2012,1.01
"7415",3031000,"Powiat złotowski",2012,2.32
"7416",3061000,"Powiat m.Kalisz",2012,2.43
"7417",3062000,"Powiat m.Konin",2012,3.31
"7418",3063000,"Powiat m.Leszno",2012,5.05
"7419",3064000,"Powiat m.Poznań",2012,2.19
"7420",3201000,"Powiat białogardzki",2012,0.57
"7421",3202000,"Powiat choszczeński",2012,0.72
"7422",3203000,"Powiat drawski",2012,0.17
"7423",3204000,"Powiat goleniowski",2012,0.55
"7424",3205000,"Powiat gryficki",2012,3.85
"7425",3206000,"Powiat gryfiński",2012,2.12
"7426",3207000,"Powiat kamieński",2012,7.4
"7427",3208000,"Powiat kołobrzeski",2012,6.71
"7428",3209000,"Powiat koszaliński",2012,5.24
"7429",3210000,"Powiat myśliborski",2012,1.55
"7430",3211000,"Powiat policki",2012,3.15
"7431",3212000,"Powiat pyrzycki",2012,1.4
"7432",3213000,"Powiat sławieński",2012,1.59
"7433",3214000,"Powiat stargardzki",2012,3.46
"7434",3215000,"Powiat szczecinecki",2012,2.43
"7435",3216000,"Powiat świdwiński",2012,5.95
"7436",3217000,"Powiat wałecki",2012,1.66
"7437",3218000,"Powiat łobeski",2012,0
"7438",3261000,"Powiat m.Koszalin",2012,3.23
"7439",3262000,"Powiat m.Szczecin",2012,2.13
"7440",3263000,"Powiat m.Świnoujście",2012,5.37
"7441",201000,"Powiat bolesławiecki",2013,1.55
"7442",202000,"Powiat dzierżoniowski",2013,3.33
"7443",203000,"Powiat głogowski",2013,1.4
"7444",204000,"Powiat górowski",2013,0.44
"7445",205000,"Powiat jaworski",2013,0
"7446",208000,"Powiat kłodzki",2013,0.48
"7447",209000,"Powiat legnicki",2013,1.93
"7448",211000,"Powiat lubiński",2013,3.14
"7449",212000,"Powiat lwówecki",2013,3.61
"7450",213000,"Powiat milicki",2013,2.22
"7451",214000,"Powiat oleśnicki",2013,0.99
"7452",215000,"Powiat oławski",2013,1.81
"7453",216000,"Powiat polkowicki",2013,1.52
"7454",217000,"Powiat strzeliński",2013,0.45
"7455",218000,"Powiat średzki",2013,1.96
"7456",219000,"Powiat świdnicki",2013,0.94
"7457",220000,"Powiat trzebnicki",2013,1.38
"7458",221000,"Powiat wałbrzyski",2013,1.4
"7459",222000,"Powiat wołowski",2013,6.75
"7460",223000,"Powiat wrocławski",2013,0.91
"7461",224000,"Powiat ząbkowicki",2013,1.77
"7462",225000,"Powiat zgorzelecki",2013,2.35
"7463",226000,"Powiat złotoryjski",2013,4.44
"7464",261000,"Powiat m.Jelenia Góra",2013,5.05
"7465",262000,"Powiat m.Legnica",2013,2.82
"7466",264000,"Powiat m.Wrocław",2013,3.33
"7467",265000,"Powiat m.Wałbrzych od 2013",2013,0.66
"7468",401000,"Powiat aleksandrowski",2013,3.52
"7469",402000,"Powiat brodnicki",2013,0.52
"7470",403000,"Powiat bydgoski",2013,8.55
"7471",404000,"Powiat chełmiński",2013,3.92
"7472",405000,"Powiat golubsko-dobrzyński",2013,4.51
"7473",406000,"Powiat grudziądzki",2013,1.92
"7474",407000,"Powiat inowrocławski",2013,2.21
"7475",408000,"Powiat lipnowski",2013,0
"7476",409000,"Powiat mogileński",2013,1.72
"7477",410000,"Powiat nakielski",2013,0.1
"7478",411000,"Powiat radziejowski",2013,1.56
"7479",412000,"Powiat rypiński",2013,0.78
"7480",413000,"Powiat sępoleński",2013,3.31
"7481",414000,"Powiat świecki",2013,1.42
"7482",415000,"Powiat toruński",2013,4.72
"7483",416000,"Powiat tucholski",2013,2.26
"7484",417000,"Powiat wąbrzeski",2013,2.65
"7485",418000,"Powiat włocławski",2013,1.66
"7486",419000,"Powiat żniński",2013,1.12
"7487",461000,"Powiat m.Bydgoszcz",2013,2.13
"7488",462000,"Powiat m.Grudziądz",2013,4.17
"7489",463000,"Powiat m.Toruń",2013,3.87
"7490",464000,"Powiat m.Włocławek",2013,3.26
"7491",601000,"Powiat bialski",2013,2.38
"7492",602000,"Powiat biłgorajski",2013,2.07
"7493",603000,"Powiat chełmski",2013,0.39
"7494",604000,"Powiat hrubieszowski",2013,0.31
"7495",605000,"Powiat janowski",2013,0.47
"7496",606000,"Powiat krasnostawski",2013,0.17
"7497",607000,"Powiat kraśnicki",2013,0.77
"7498",608000,"Powiat lubartowski",2013,2.58
"7499",609000,"Powiat lubelski",2013,0.11
"7500",610000,"Powiat łęczyński",2013,1.37
"7501",611000,"Powiat łukowski",2013,3.3
"7502",612000,"Powiat opolski",2013,0.06
"7503",613000,"Powiat parczewski",2013,0
"7504",614000,"Powiat puławski",2013,0.96
"7505",615000,"Powiat radzyński",2013,0.61
"7506",616000,"Powiat rycki",2013,2.53
"7507",617000,"Powiat świdnicki",2013,1.19
"7508",618000,"Powiat tomaszowski",2013,3.69
"7509",619000,"Powiat włodawski",2013,4.88
"7510",620000,"Powiat zamojski",2013,0.28
"7511",661000,"Powiat m.Biała Podlaska",2013,1.16
"7512",662000,"Powiat m.Chełm",2013,0.93
"7513",663000,"Powiat m.Lublin",2013,2.31
"7514",664000,"Powiat m.Zamość",2013,4.93
"7515",801000,"Powiat gorzowski",2013,10.1
"7516",802000,"Powiat krośnieński",2013,5.4
"7517",803000,"Powiat międzyrzecki",2013,2.85
"7518",804000,"Powiat nowosolski",2013,4.94
"7519",805000,"Powiat słubicki",2013,6.13
"7520",806000,"Powiat strzelecko-drezdenecki",2013,5.06
"7521",807000,"Powiat sulęciński",2013,9.31
"7522",808000,"Powiat świebodziński",2013,4.19
"7523",809000,"Powiat zielonogórski",2013,4.4
"7524",810000,"Powiat żagański",2013,1.37
"7525",811000,"Powiat żarski",2013,5.12
"7526",812000,"Powiat wschowski",2013,0.68
"7527",861000,"Powiat m.Gorzów Wielkopolski",2013,1.57
"7528",862000,"Powiat m.Zielona Góra",2013,0.63
"7529",1001000,"Powiat bełchatowski",2013,8.65
"7530",1002000,"Powiat kutnowski",2013,1.74
"7531",1003000,"Powiat łaski",2013,1.87
"7532",1004000,"Powiat łęczycki",2013,0.27
"7533",1005000,"Powiat łowicki",2013,0.61
"7534",1006000,"Powiat łódzki wschodni",2013,2.98
"7535",1007000,"Powiat opoczyński",2013,1.28
"7536",1008000,"Powiat pabianicki",2013,0.7
"7537",1009000,"Powiat pajęczański",2013,2
"7538",1010000,"Powiat piotrkowski",2013,0.99
"7539",1011000,"Powiat poddębicki",2013,5.68
"7540",1012000,"Powiat radomszczański",2013,0.77
"7541",1013000,"Powiat rawski",2013,0.38
"7542",1014000,"Powiat sieradzki",2013,1.08
"7543",1015000,"Powiat skierniewicki",2013,1.75
"7544",1016000,"Powiat tomaszowski",2013,2.51
"7545",1017000,"Powiat wieluński",2013,0.66
"7546",1018000,"Powiat wieruszowski",2013,3.48
"7547",1019000,"Powiat zduńskowolski",2013,5.14
"7548",1020000,"Powiat zgierski",2013,0.89
"7549",1021000,"Powiat brzeziński",2013,0
"7550",1061000,"Powiat m.Łódź",2013,1.24
"7551",1062000,"Powiat m.Piotrków Trybunalski",2013,2.75
"7552",1063000,"Powiat m.Skierniewice",2013,3.97
"7553",1201000,"Powiat bocheński",2013,0.31
"7554",1202000,"Powiat brzeski",2013,0.04
"7555",1203000,"Powiat chrzanowski",2013,0.22
"7556",1204000,"Powiat dąbrowski",2013,0.84
"7557",1205000,"Powiat gorlicki",2013,0
"7558",1206000,"Powiat krakowski",2013,0.03
"7559",1208000,"Powiat miechowski",2013,0.1
"7560",1209000,"Powiat myślenicki",2013,0.36
"7561",1210000,"Powiat nowosądecki",2013,0.19
"7562",1211000,"Powiat nowotarski",2013,0.97
"7563",1212000,"Powiat olkuski",2013,0
"7564",1213000,"Powiat oświęcimski",2013,1.09
"7565",1214000,"Powiat proszowicki",2013,0
"7566",1215000,"Powiat suski",2013,0.19
"7567",1216000,"Powiat tarnowski",2013,0.26
"7568",1217000,"Powiat tatrzański",2013,0.21
"7569",1218000,"Powiat wadowicki",2013,0.11
"7570",1219000,"Powiat wielicki",2013,0.59
"7571",1261000,"Powiat m.Kraków",2013,1.91
"7572",1262000,"Powiat m.Nowy Sącz",2013,0.95
"7573",1263000,"Powiat m.Tarnów",2013,4.75
"7574",1401000,"Powiat białobrzeski",2013,2.2
"7575",1402000,"Powiat ciechanowski",2013,0.78
"7576",1403000,"Powiat garwoliński",2013,0.64
"7577",1404000,"Powiat gostyniński",2013,3.03
"7578",1405000,"Powiat grodziski",2013,0.68
"7579",1406000,"Powiat grójecki",2013,0.93
"7580",1407000,"Powiat kozienicki",2013,0.95
"7581",1408000,"Powiat legionowski",2013,2.87
"7582",1409000,"Powiat lipski",2013,0
"7583",1410000,"Powiat łosicki",2013,0.47
"7584",1411000,"Powiat makowski",2013,0.39
"7585",1412000,"Powiat miński",2013,0.59
"7586",1413000,"Powiat mławski",2013,1.92
"7587",1414000,"Powiat nowodworski",2013,4.66
"7588",1415000,"Powiat ostrołęcki",2013,2.77
"7589",1416000,"Powiat ostrowski",2013,0.62
"7590",1417000,"Powiat otwocki",2013,2.4
"7591",1418000,"Powiat piaseczyński",2013,1.38
"7592",1419000,"Powiat płocki",2013,1.43
"7593",1420000,"Powiat płoński",2013,2.23
"7594",1421000,"Powiat pruszkowski",2013,1.61
"7595",1422000,"Powiat przasnyski",2013,4.63
"7596",1423000,"Powiat przysuski",2013,0.4
"7597",1424000,"Powiat pułtuski",2013,0.21
"7598",1425000,"Powiat radomski",2013,0.17
"7599",1426000,"Powiat siedlecki",2013,1.1
"7600",1427000,"Powiat sierpecki",2013,0.21
"7601",1428000,"Powiat sochaczewski",2013,1.19
"7602",1429000,"Powiat sokołowski",2013,1.2
"7603",1430000,"Powiat szydłowiecki",2013,0
"7604",1432000,"Powiat warszawski zachodni",2013,0.39
"7605",1433000,"Powiat węgrowski",2013,0.41
"7606",1434000,"Powiat wołomiński",2013,1.32
"7607",1435000,"Powiat wyszkowski",2013,4.95
"7608",1436000,"Powiat zwoleński",2013,0.41
"7609",1437000,"Powiat żuromiński",2013,2
"7610",1438000,"Powiat żyrardowski",2013,1.57
"7611",1461000,"Powiat m.Ostrołęka",2013,3.1
"7612",1462000,"Powiat m.Płock",2013,2.15
"7613",1463000,"Powiat m.Radom",2013,1.63
"7614",1464000,"Powiat m.Siedlce",2013,3.55
"7615",1465000,"Powiat m. st. Warszawa",2013,2.09
"7616",1601000,"Powiat brzeski",2013,0.67
"7617",1602000,"Powiat głubczycki",2013,0.44
"7618",1603000,"Powiat kędzierzyńsko-kozielski",2013,2.24
"7619",1604000,"Powiat kluczborski",2013,0.59
"7620",1605000,"Powiat krapkowicki",2013,2.13
"7621",1606000,"Powiat namysłowski",2013,1.07
"7622",1607000,"Powiat nyski",2013,5.95
"7623",1608000,"Powiat oleski",2013,0.84
"7624",1609000,"Powiat opolski",2013,1.85
"7625",1610000,"Powiat prudnicki",2013,3.19
"7626",1611000,"Powiat strzelecki",2013,3.86
"7627",1661000,"Powiat m.Opole",2013,3.11
"7628",1802000,"Powiat brzozowski",2013,0
"7629",1803000,"Powiat dębicki",2013,0.96
"7630",1804000,"Powiat jarosławski",2013,1.05
"7631",1805000,"Powiat jasielski",2013,0
"7632",1806000,"Powiat kolbuszowski",2013,0.24
"7633",1807000,"Powiat krośnieński",2013,0
"7634",1808000,"Powiat leżajski",2013,0.46
"7635",1809000,"Powiat lubaczowski",2013,1.96
"7636",1810000,"Powiat łańcucki",2013,0
"7637",1811000,"Powiat mielecki",2013,3.58
"7638",1812000,"Powiat niżański",2013,0.25
"7639",1813000,"Powiat przemyski",2013,0.19
"7640",1815000,"Powiat ropczycko-sędziszowski",2013,0.64
"7641",1816000,"Powiat rzeszowski",2013,0.28
"7642",1818000,"Powiat stalowowolski",2013,3.26
"7643",1819000,"Powiat strzyżowski",2013,0
"7644",1820000,"Powiat tarnobrzeski",2013,0
"7645",1821000,"Powiat leski",2013,1.61
"7646",1861000,"Powiat m.Krosno",2013,2.88
"7647",1862000,"Powiat m.Przemyśl",2013,3.03
"7648",1863000,"Powiat m.Rzeszów",2013,5.22
"7649",1864000,"Powiat m.Tarnobrzeg",2013,2.07
"7650",2001000,"Powiat augustowski",2013,2.12
"7651",2002000,"Powiat białostocki",2013,2.02
"7652",2003000,"Powiat bielski",2013,2.53
"7653",2004000,"Powiat grajewski",2013,0.27
"7654",2005000,"Powiat hajnowski",2013,2.38
"7655",2006000,"Powiat kolneński",2013,1.01
"7656",2007000,"Powiat łomżyński",2013,0
"7657",2008000,"Powiat moniecki",2013,0
"7658",2009000,"Powiat sejneński",2013,0
"7659",2010000,"Powiat siemiatycki",2013,0.34
"7660",2011000,"Powiat sokólski",2013,0.1
"7661",2012000,"Powiat suwalski",2013,0
"7662",2013000,"Powiat wysokomazowiecki",2013,0.2
"7663",2014000,"Powiat zambrowski",2013,0.76
"7664",2061000,"Powiat m.Białystok",2013,3.11
"7665",2062000,"Powiat m.Łomża",2013,2.36
"7666",2063000,"Powiat m.Suwałki",2013,5.58
"7667",2201000,"Powiat bytowski",2013,4.25
"7668",2202000,"Powiat chojnicki",2013,4.66
"7669",2203000,"Powiat człuchowski",2013,4.77
"7670",2204000,"Powiat gdański",2013,4.33
"7671",2205000,"Powiat kartuski",2013,0.57
"7672",2206000,"Powiat kościerski",2013,2.32
"7673",2207000,"Powiat kwidzyński",2013,3.65
"7674",2208000,"Powiat lęborski",2013,3.3
"7675",2209000,"Powiat malborski",2013,4.49
"7676",2210000,"Powiat nowodworski",2013,0.8
"7677",2211000,"Powiat pucki",2013,11.57
"7678",2212000,"Powiat słupski",2013,4.39
"7679",2213000,"Powiat starogardzki",2013,1.96
"7680",2214000,"Powiat tczewski",2013,2.26
"7681",2215000,"Powiat wejherowski",2013,2.5
"7682",2216000,"Powiat sztumski",2013,11.93
"7683",2261000,"Powiat m.Gdańsk",2013,3.2
"7684",2262000,"Powiat m.Gdynia",2013,1.83
"7685",2263000,"Powiat m.Słupsk",2013,3.24
"7686",2264000,"Powiat m.Sopot",2013,4.64
"7687",2401000,"Powiat będziński",2013,1.71
"7688",2402000,"Powiat bielski",2013,0.81
"7689",2403000,"Powiat cieszyński",2013,0.64
"7690",2404000,"Powiat częstochowski",2013,1.71
"7691",2405000,"Powiat gliwicki",2013,0.72
"7692",2406000,"Powiat kłobucki",2013,0.42
"7693",2407000,"Powiat lubliniecki",2013,4.31
"7694",2408000,"Powiat mikołowski",2013,0.22
"7695",2409000,"Powiat myszkowski",2013,1.57
"7696",2410000,"Powiat pszczyński",2013,0.55
"7697",2411000,"Powiat raciborski",2013,1.71
"7698",2412000,"Powiat rybnicki",2013,0.2
"7699",2413000,"Powiat tarnogórski",2013,0.83
"7700",2414000,"Powiat bieruńsko-lędziński",2013,5.22
"7701",2415000,"Powiat wodzisławski",2013,0.92
"7702",2416000,"Powiat zawierciański",2013,1.82
"7703",2417000,"Powiat żywiecki",2013,0.09
"7704",2461000,"Powiat m.Bielsko-Biała",2013,1.37
"7705",2462000,"Powiat m.Bytom",2013,1.75
"7706",2463000,"Powiat m.Chorzów",2013,1.48
"7707",2464000,"Powiat m.Częstochowa",2013,1.93
"7708",2465000,"Powiat m.Dąbrowa Górnicza",2013,0.48
"7709",2466000,"Powiat m.Gliwice",2013,0.57
"7710",2467000,"Powiat m.Jastrzębie-Zdrój",2013,1.84
"7711",2468000,"Powiat m.Jaworzno",2013,1.29
"7712",2469000,"Powiat m.Katowice",2013,1.84
"7713",2470000,"Powiat m.Mysłowice",2013,0.12
"7714",2471000,"Powiat m.Piekary Śląskie",2013,0.47
"7715",2472000,"Powiat m.Ruda Śląska",2013,0.98
"7716",2473000,"Powiat m.Rybnik",2013,4.62
"7717",2474000,"Powiat m.Siemianowice Śląskie",2013,0.33
"7718",2475000,"Powiat m.Sosnowiec",2013,0.53
"7719",2476000,"Powiat m.Świętochłowice",2013,0.89
"7720",2477000,"Powiat m.Tychy",2013,2.41
"7721",2478000,"Powiat m.Zabrze",2013,0.58
"7722",2479000,"Powiat m.Żory",2013,0.21
"7723",2601000,"Powiat buski",2013,0.41
"7724",2602000,"Powiat jędrzejowski",2013,0.77
"7725",2603000,"Powiat kazimierski",2013,0.23
"7726",2604000,"Powiat kielecki",2013,1.8
"7727",2605000,"Powiat konecki",2013,1.98
"7728",2606000,"Powiat opatowski",2013,0
"7729",2607000,"Powiat ostrowiecki",2013,2.69
"7730",2609000,"Powiat sandomierski",2013,0.09
"7731",2610000,"Powiat skarżyski",2013,0.45
"7732",2611000,"Powiat starachowicki",2013,0.5
"7733",2612000,"Powiat staszowski",2013,1.2
"7734",2613000,"Powiat włoszczowski",2013,1.27
"7735",2661000,"Powiat m.Kielce",2013,0.94
"7736",2801000,"Powiat bartoszycki",2013,0.53
"7737",2802000,"Powiat braniewski",2013,0.37
"7738",2803000,"Powiat działdowski",2013,0.72
"7739",2804000,"Powiat elbląski",2013,0.82
"7740",2805000,"Powiat ełcki",2013,1.23
"7741",2806000,"Powiat giżycki",2013,2
"7742",2807000,"Powiat iławski",2013,4.35
"7743",2808000,"Powiat kętrzyński",2013,0.87
"7744",2809000,"Powiat lidzbarski",2013,4.93
"7745",2810000,"Powiat mrągowski",2013,1.98
"7746",2811000,"Powiat nidzicki",2013,2.6
"7747",2812000,"Powiat nowomiejski",2013,1.2
"7748",2813000,"Powiat olecki",2013,1.18
"7749",2814000,"Powiat olsztyński",2013,1.25
"7750",2815000,"Powiat ostródzki",2013,0.83
"7751",2816000,"Powiat piski",2013,2.89
"7752",2817000,"Powiat szczycieński",2013,1.58
"7753",2818000,"Powiat gołdapski",2013,2.33
"7754",2819000,"Powiat węgorzewski",2013,1.52
"7755",2861000,"Powiat m.Elbląg",2013,2.94
"7756",2862000,"Powiat m.Olsztyn",2013,2.4
"7757",3001000,"Powiat chodzieski",2013,1.28
"7758",3002000,"Powiat czarnkowsko-trzcianecki",2013,3.42
"7759",3003000,"Powiat gnieźnieński",2013,2.76
