"","Kod","Nazwa","rok","SCIEZKI_ROWEROWE_CTAB_scieZki_rowerowe_na_10_tys_ludnosci_km"
"7760",3004000,"Powiat gostyński",2013,3.27
"7761",3005000,"Powiat grodziski",2013,8.1
"7762",3006000,"Powiat jarociński",2013,1.79
"7763",3007000,"Powiat kaliski",2013,0.18
"7764",3008000,"Powiat kępiński",2013,2.93
"7765",3009000,"Powiat kolski",2013,1.52
"7766",3010000,"Powiat koniński",2013,2.46
"7767",3011000,"Powiat kościański",2013,6.08
"7768",3012000,"Powiat krotoszyński",2013,1.64
"7769",3013000,"Powiat leszczyński",2013,7.48
"7770",3014000,"Powiat międzychodzki",2013,2.02
"7771",3015000,"Powiat nowotomyski",2013,4.36
"7772",3016000,"Powiat obornicki",2013,2
"7773",3017000,"Powiat ostrowski",2013,3.19
"7774",3018000,"Powiat ostrzeszowski",2013,3.14
"7775",3019000,"Powiat pilski",2013,3.16
"7776",3020000,"Powiat pleszewski",2013,1.58
"7777",3021000,"Powiat poznański",2013,3.72
"7778",3022000,"Powiat rawicki",2013,2.22
"7779",3023000,"Powiat słupecki",2013,1.46
"7780",3024000,"Powiat szamotulski",2013,4.64
"7781",3025000,"Powiat średzki",2013,1.42
"7782",3026000,"Powiat śremski",2013,3.03
"7783",3027000,"Powiat turecki",2013,1.55
"7784",3028000,"Powiat wągrowiecki",2013,2.48
"7785",3029000,"Powiat wolsztyński",2013,5.76
"7786",3030000,"Powiat wrzesiński",2013,1.07
"7787",3031000,"Powiat złotowski",2013,3.1
"7788",3061000,"Powiat m.Kalisz",2013,2.67
"7789",3062000,"Powiat m.Konin",2013,4.38
"7790",3063000,"Powiat m.Leszno",2013,5.12
"7791",3064000,"Powiat m.Poznań",2013,2.35
"7792",3201000,"Powiat białogardzki",2013,3.74
"7793",3202000,"Powiat choszczeński",2013,0.88
"7794",3203000,"Powiat drawski",2013,0.17
"7795",3204000,"Powiat goleniowski",2013,0.85
"7796",3205000,"Powiat gryficki",2013,3.57
"7797",3206000,"Powiat gryfiński",2013,0.92
"7798",3207000,"Powiat kamieński",2013,8.66
"7799",3208000,"Powiat kołobrzeski",2013,5.66
"7800",3209000,"Powiat koszaliński",2013,3.82
"7801",3210000,"Powiat myśliborski",2013,1.77
"7802",3211000,"Powiat policki",2013,6.61
"7803",3212000,"Powiat pyrzycki",2013,1.41
"7804",3213000,"Powiat sławieński",2013,2.97
"7805",3214000,"Powiat stargardzki",2013,3.75
"7806",3215000,"Powiat szczecinecki",2013,3.32
"7807",3216000,"Powiat świdwiński",2013,6.55
"7808",3217000,"Powiat wałecki",2013,1.78
"7809",3218000,"Powiat łobeski",2013,0.26
"7810",3261000,"Powiat m.Koszalin",2013,4.05
"7811",3262000,"Powiat m.Szczecin",2013,2.41
"7812",3263000,"Powiat m.Świnoujście",2013,5.44
"7813",201000,"Powiat bolesławiecki",2014,2.68
"7814",202000,"Powiat dzierżoniowski",2014,19.13
"7815",203000,"Powiat głogowski",2014,1.52
"7816",204000,"Powiat górowski",2014,0.88
"7817",205000,"Powiat jaworski",2014,0.79
"7818",208000,"Powiat kłodzki",2014,1.19
"7819",209000,"Powiat legnicki",2014,0.75
"7820",211000,"Powiat lubiński",2014,3.5
"7821",212000,"Powiat lwówecki",2014,1.72
"7822",213000,"Powiat milicki",2014,2.31
"7823",214000,"Powiat oleśnicki",2014,1.29
"7824",215000,"Powiat oławski",2014,1.8
"7825",216000,"Powiat polkowicki",2014,1.6
"7826",217000,"Powiat strzeliński",2014,0.68
"7827",218000,"Powiat średzki",2014,2.6
"7828",219000,"Powiat świdnicki",2014,1.15
"7829",220000,"Powiat trzebnicki",2014,1.48
"7830",221000,"Powiat wałbrzyski",2014,1.15
"7831",222000,"Powiat wołowski",2014,4.05
"7832",223000,"Powiat wrocławski",2014,1.91
"7833",224000,"Powiat ząbkowicki",2014,0
"7834",225000,"Powiat zgorzelecki",2014,2.39
"7835",226000,"Powiat złotoryjski",2014,0
"7836",261000,"Powiat m.Jelenia Góra",2014,5.26
"7837",262000,"Powiat m.Legnica",2014,2.84
"7838",264000,"Powiat m.Wrocław",2014,3.39
"7839",265000,"Powiat m.Wałbrzych od 2013",2014,1.11
"7840",401000,"Powiat aleksandrowski",2014,5.3
"7841",402000,"Powiat brodnicki",2014,0.64
"7842",403000,"Powiat bydgoski",2014,11.38
"7843",404000,"Powiat chełmiński",2014,5.31
"7844",405000,"Powiat golubsko-dobrzyński",2014,5.92
"7845",406000,"Powiat grudziądzki",2014,2.51
"7846",407000,"Powiat inowrocławski",2014,2.98
"7847",408000,"Powiat lipnowski",2014,0.07
"7848",409000,"Powiat mogileński",2014,1.72
"7849",410000,"Powiat nakielski",2014,0.58
"7850",411000,"Powiat radziejowski",2014,3.01
"7851",412000,"Powiat rypiński",2014,0.78
"7852",413000,"Powiat sępoleński",2014,3.32
"7853",414000,"Powiat świecki",2014,2.77
"7854",415000,"Powiat toruński",2014,10.44
"7855",416000,"Powiat tucholski",2014,3.82
"7856",417000,"Powiat wąbrzeski",2014,5.71
"7857",418000,"Powiat włocławski",2014,1.8
"7858",419000,"Powiat żniński",2014,1.12
"7859",461000,"Powiat m.Bydgoszcz",2014,2.16
"7860",462000,"Powiat m.Grudziądz",2014,5.27
"7861",463000,"Powiat m.Toruń",2014,4.13
"7862",464000,"Powiat m.Włocławek",2014,3.85
"7863",601000,"Powiat bialski",2014,2.14
"7864",602000,"Powiat biłgorajski",2014,2.4
"7865",603000,"Powiat chełmski",2014,0.65
"7866",604000,"Powiat hrubieszowski",2014,0.54
"7867",605000,"Powiat janowski",2014,0.47
"7868",606000,"Powiat krasnostawski",2014,0.17
"7869",607000,"Powiat kraśnicki",2014,0.77
"7870",608000,"Powiat lubartowski",2014,3.32
"7871",609000,"Powiat lubelski",2014,1.46
"7872",610000,"Powiat łęczyński",2014,1.42
"7873",611000,"Powiat łukowski",2014,3.31
"7874",612000,"Powiat opolski",2014,0.52
"7875",613000,"Powiat parczewski",2014,0.17
"7876",614000,"Powiat puławski",2014,0.97
"7877",615000,"Powiat radzyński",2014,1.07
"7878",616000,"Powiat rycki",2014,2.55
"7879",617000,"Powiat świdnicki",2014,1.39
"7880",618000,"Powiat tomaszowski",2014,3.9
"7881",619000,"Powiat włodawski",2014,4.92
"7882",620000,"Powiat zamojski",2014,0.28
"7883",661000,"Powiat m.Biała Podlaska",2014,1.13
"7884",662000,"Powiat m.Chełm",2014,1.53
"7885",663000,"Powiat m.Lublin",2014,3.21
"7886",664000,"Powiat m.Zamość",2014,4.95
"7887",801000,"Powiat gorzowski",2014,10.21
"7888",802000,"Powiat krośnieński",2014,6.1
"7889",803000,"Powiat międzyrzecki",2014,3.33
"7890",804000,"Powiat nowosolski",2014,4.95
"7891",805000,"Powiat słubicki",2014,6.66
"7892",806000,"Powiat strzelecko-drezdenecki",2014,5.08
"7893",807000,"Powiat sulęciński",2014,9.48
"7894",808000,"Powiat świebodziński",2014,5.83
"7895",809000,"Powiat zielonogórski",2014,5.53
"7896",810000,"Powiat żagański",2014,2.05
"7897",811000,"Powiat żarski",2014,5.53
"7898",812000,"Powiat wschowski",2014,0.94
"7899",861000,"Powiat m.Gorzów Wielkopolski",2014,3.02
"7900",862000,"Powiat m.Zielona Góra",2014,0.47
"7901",1001000,"Powiat bełchatowski",2014,10.09
"7902",1002000,"Powiat kutnowski",2014,1.75
"7903",1003000,"Powiat łaski",2014,1.96
"7904",1004000,"Powiat łęczycki",2014,0.27
"7905",1005000,"Powiat łowicki",2014,0.61
"7906",1006000,"Powiat łódzki wschodni",2014,3.12
"7907",1007000,"Powiat opoczyński",2014,1.29
"7908",1008000,"Powiat pabianicki",2014,0.7
"7909",1009000,"Powiat pajęczański",2014,5.2
"7910",1010000,"Powiat piotrkowski",2014,1.9
"7911",1011000,"Powiat poddębicki",2014,4.09
"7912",1012000,"Powiat radomszczański",2014,0.78
"7913",1013000,"Powiat rawski",2014,0.38
"7914",1014000,"Powiat sieradzki",2014,1.09
"7915",1015000,"Powiat skierniewicki",2014,0.58
"7916",1016000,"Powiat tomaszowski",2014,2.52
"7917",1017000,"Powiat wieluński",2014,0.86
"7918",1018000,"Powiat wieruszowski",2014,3.48
"7919",1019000,"Powiat zduńskowolski",2014,6.48
"7920",1020000,"Powiat zgierski",2014,0.88
"7921",1021000,"Powiat brzeziński",2014,0
"7922",1061000,"Powiat m.Łódź",2014,1.64
"7923",1062000,"Powiat m.Piotrków Trybunalski",2014,2.76
"7924",1063000,"Powiat m.Skierniewice",2014,4.27
"7925",1201000,"Powiat bocheński",2014,0.38
"7926",1202000,"Powiat brzeski",2014,0.09
"7927",1203000,"Powiat chrzanowski",2014,0.22
"7928",1204000,"Powiat dąbrowski",2014,0.84
"7929",1205000,"Powiat gorlicki",2014,0.44
"7930",1206000,"Powiat krakowski",2014,0.03
"7931",1208000,"Powiat miechowski",2014,0.1
"7932",1209000,"Powiat myślenicki",2014,0.36
"7933",1210000,"Powiat nowosądecki",2014,0.23
"7934",1211000,"Powiat nowotarski",2014,1.44
"7935",1212000,"Powiat olkuski",2014,0
"7936",1213000,"Powiat oświęcimski",2014,1.17
"7937",1214000,"Powiat proszowicki",2014,0
"7938",1215000,"Powiat suski",2014,0.42
"7939",1216000,"Powiat tarnowski",2014,0.76
"7940",1217000,"Powiat tatrzański",2014,0.21
"7941",1218000,"Powiat wadowicki",2014,0.11
"7942",1219000,"Powiat wielicki",2014,0.58
"7943",1261000,"Powiat m.Kraków",2014,2.02
"7944",1262000,"Powiat m.Nowy Sącz",2014,0.99
"7945",1263000,"Powiat m.Tarnów",2014,4.94
"7946",1401000,"Powiat białobrzeski",2014,2.2
"7947",1402000,"Powiat ciechanowski",2014,1.16
"7948",1403000,"Powiat garwoliński",2014,0.64
"7949",1404000,"Powiat gostyniński",2014,3.05
"7950",1405000,"Powiat grodziski",2014,1.76
"7951",1406000,"Powiat grójecki",2014,1.14
"7952",1407000,"Powiat kozienicki",2014,1.09
"7953",1408000,"Powiat legionowski",2014,3.31
"7954",1409000,"Powiat lipski",2014,0.4
"7955",1410000,"Powiat łosicki",2014,0.47
"7956",1411000,"Powiat makowski",2014,0.39
"7957",1412000,"Powiat miński",2014,0.85
"7958",1413000,"Powiat mławski",2014,2.12
"7959",1414000,"Powiat nowodworski",2014,4.68
"7960",1415000,"Powiat ostrołęcki",2014,3.64
"7961",1416000,"Powiat ostrowski",2014,0.71
"7962",1417000,"Powiat otwocki",2014,2.49
"7963",1418000,"Powiat piaseczyński",2014,1.47
"7964",1419000,"Powiat płocki",2014,1.58
"7965",1420000,"Powiat płoński",2014,2.31
"7966",1421000,"Powiat pruszkowski",2014,2.05
"7967",1422000,"Powiat przasnyski",2014,9.56
"7968",1423000,"Powiat przysuski",2014,0.4
"7969",1424000,"Powiat pułtuski",2014,0.21
"7970",1425000,"Powiat radomski",2014,0.36
"7971",1426000,"Powiat siedlecki",2014,1.1
"7972",1427000,"Powiat sierpecki",2014,0.21
"7973",1428000,"Powiat sochaczewski",2014,1.4
"7974",1429000,"Powiat sokołowski",2014,1.41
"7975",1430000,"Powiat szydłowiecki",2014,0.45
"7976",1432000,"Powiat warszawski zachodni",2014,2.35
"7977",1433000,"Powiat węgrowski",2014,3.03
"7978",1434000,"Powiat wołomiński",2014,1.52
"7979",1435000,"Powiat wyszkowski",2014,5.12
"7980",1436000,"Powiat zwoleński",2014,1.11
"7981",1437000,"Powiat żuromiński",2014,2.26
"7982",1438000,"Powiat żyrardowski",2014,2.13
"7983",1461000,"Powiat m.Ostrołęka",2014,3.23
"7984",1462000,"Powiat m.Płock",2014,2.55
"7985",1463000,"Powiat m.Radom",2014,1.64
"7986",1464000,"Powiat m.Siedlce",2014,3.62
"7987",1465000,"Powiat m. st. Warszawa",2014,2.38
"7988",1601000,"Powiat brzeski",2014,0.68
"7989",1602000,"Powiat głubczycki",2014,0.44
"7990",1603000,"Powiat kędzierzyńsko-kozielski",2014,2.21
"7991",1604000,"Powiat kluczborski",2014,0.07
"7992",1605000,"Powiat krapkowicki",2014,3.07
"7993",1606000,"Powiat namysłowski",2014,1.19
"7994",1607000,"Powiat nyski",2014,6.14
"7995",1608000,"Powiat oleski",2014,0.84
"7996",1609000,"Powiat opolski",2014,1.93
"7997",1610000,"Powiat prudnicki",2014,3.52
"7998",1611000,"Powiat strzelecki",2014,4.05
"7999",1661000,"Powiat m.Opole",2014,4.95
"8000",1802000,"Powiat brzozowski",2014,0
"8001",1803000,"Powiat dębicki",2014,0.96
"8002",1804000,"Powiat jarosławski",2014,1.54
"8003",1805000,"Powiat jasielski",2014,0.01
"8004",1806000,"Powiat kolbuszowski",2014,0.37
"8005",1807000,"Powiat krośnieński",2014,0
"8006",1808000,"Powiat leżajski",2014,0.46
"8007",1809000,"Powiat lubaczowski",2014,4.96
"8008",1810000,"Powiat łańcucki",2014,0
"8009",1811000,"Powiat mielecki",2014,4.35
"8010",1812000,"Powiat niżański",2014,0.34
"8011",1813000,"Powiat przemyski",2014,0.19
"8012",1815000,"Powiat ropczycko-sędziszowski",2014,0.69
"8013",1816000,"Powiat rzeszowski",2014,0.28
"8014",1818000,"Powiat stalowowolski",2014,4.96
"8015",1819000,"Powiat strzyżowski",2014,0
"8016",1820000,"Powiat tarnobrzeski",2014,0
"8017",1821000,"Powiat leski",2014,1.68
"8018",1861000,"Powiat m.Krosno",2014,2.9
"8019",1862000,"Powiat m.Przemyśl",2014,3.04
"8020",1863000,"Powiat m.Rzeszów",2014,6.48
"8021",1864000,"Powiat m.Tarnobrzeg",2014,4.15
"8022",2001000,"Powiat augustowski",2014,3.52
"8023",2002000,"Powiat białostocki",2014,2.73
"8024",2003000,"Powiat bielski",2014,4.83
"8025",2004000,"Powiat grajewski",2014,0.27
"8026",2005000,"Powiat hajnowski",2014,6.36
"8027",2006000,"Powiat kolneński",2014,1.07
"8028",2007000,"Powiat łomżyński",2014,0.37
"8029",2008000,"Powiat moniecki",2014,0
"8030",2009000,"Powiat sejneński",2014,4.96
"8031",2010000,"Powiat siemiatycki",2014,0.86
"8032",2011000,"Powiat sokólski",2014,0.4
"8033",2012000,"Powiat suwalski",2014,1.78
"8034",2013000,"Powiat wysokomazowiecki",2014,0.62
"8035",2014000,"Powiat zambrowski",2014,1.64
"8036",2061000,"Powiat m.Białystok",2014,3.59
"8037",2062000,"Powiat m.Łomża",2014,3.3
"8038",2063000,"Powiat m.Suwałki",2014,6
"8039",2201000,"Powiat bytowski",2014,4.85
"8040",2202000,"Powiat chojnicki",2014,13.57
"8041",2203000,"Powiat człuchowski",2014,4.79
"8042",2204000,"Powiat gdański",2014,5.03
"8043",2205000,"Powiat kartuski",2014,0.9
"8044",2206000,"Powiat kościerski",2014,2.56
"8045",2207000,"Powiat kwidzyński",2014,3.68
"8046",2208000,"Powiat lęborski",2014,3.76
"8047",2209000,"Powiat malborski",2014,4.64
"8048",2210000,"Powiat nowodworski",2014,1.49
"8049",2211000,"Powiat pucki",2014,14
"8050",2212000,"Powiat słupski",2014,5.31
"8051",2213000,"Powiat starogardzki",2014,2.47
"8052",2214000,"Powiat tczewski",2014,2.27
"8053",2215000,"Powiat wejherowski",2014,3.43
"8054",2216000,"Powiat sztumski",2014,13.82
"8055",2261000,"Powiat m.Gdańsk",2014,3.46
"8056",2262000,"Powiat m.Gdynia",2014,2.14
"8057",2263000,"Powiat m.Słupsk",2014,3.26
"8058",2264000,"Powiat m.Sopot",2014,4.81
"8059",2401000,"Powiat będziński",2014,1.79
"8060",2402000,"Powiat bielski",2014,1.39
"8061",2403000,"Powiat cieszyński",2014,1.04
"8062",2404000,"Powiat częstochowski",2014,2.14
"8063",2405000,"Powiat gliwicki",2014,0.78
"8064",2406000,"Powiat kłobucki",2014,0.42
"8065",2407000,"Powiat lubliniecki",2014,4.83
"8066",2408000,"Powiat mikołowski",2014,0.22
"8067",2409000,"Powiat myszkowski",2014,1.57
"8068",2410000,"Powiat pszczyński",2014,0.55
"8069",2411000,"Powiat raciborski",2014,3.73
"8070",2412000,"Powiat rybnicki",2014,0.19
"8071",2413000,"Powiat tarnogórski",2014,0.88
"8072",2414000,"Powiat bieruńsko-lędziński",2014,5.2
"8073",2415000,"Powiat wodzisławski",2014,0.92
"8074",2416000,"Powiat zawierciański",2014,2.53
"8075",2417000,"Powiat żywiecki",2014,0.09
"8076",2461000,"Powiat m.Bielsko-Biała",2014,1.5
"8077",2462000,"Powiat m.Bytom",2014,0.55
"8078",2463000,"Powiat m.Chorzów",2014,1.5
"8079",2464000,"Powiat m.Częstochowa",2014,2.22
"8080",2465000,"Powiat m.Dąbrowa Górnicza",2014,0.49
"8081",2466000,"Powiat m.Gliwice",2014,1.58
"8082",2467000,"Powiat m.Jastrzębie-Zdrój",2014,1.87
"8083",2468000,"Powiat m.Jaworzno",2014,1.63
"8084",2469000,"Powiat m.Katowice",2014,1.92
"8085",2470000,"Powiat m.Mysłowice",2014,0.12
"8086",2471000,"Powiat m.Piekary Śląskie",2014,0.48
"8087",2472000,"Powiat m.Ruda Śląska",2014,1
"8088",2473000,"Powiat m.Rybnik",2014,0.84
"8089",2474000,"Powiat m.Siemianowice Śląskie",2014,0.34
"8090",2475000,"Powiat m.Sosnowiec",2014,0.54
"8091",2476000,"Powiat m.Świętochłowice",2014,3.86
"8092",2477000,"Powiat m.Tychy",2014,3.29
"8093",2478000,"Powiat m.Zabrze",2014,0.89
"8094",2479000,"Powiat m.Żory",2014,0.21
"8095",2601000,"Powiat buski",2014,0.8
"8096",2602000,"Powiat jędrzejowski",2014,1.52
"8097",2603000,"Powiat kazimierski",2014,0.23
"8098",2604000,"Powiat kielecki",2014,1.8
"8099",2605000,"Powiat konecki",2014,1.99
"8100",2606000,"Powiat opatowski",2014,0
"8101",2607000,"Powiat ostrowiecki",2014,3.08
"8102",2609000,"Powiat sandomierski",2014,0.09
"8103",2610000,"Powiat skarżyski",2014,0.45
"8104",2611000,"Powiat starachowicki",2014,0.51
"8105",2612000,"Powiat staszowski",2014,1.38
"8106",2613000,"Powiat włoszczowski",2014,1.28
"8107",2661000,"Powiat m.Kielce",2014,1.41
"8108",2801000,"Powiat bartoszycki",2014,0.53
"8109",2802000,"Powiat braniewski",2014,0.38
"8110",2803000,"Powiat działdowski",2014,1.42
"8111",2804000,"Powiat elbląski",2014,2.68
"8112",2805000,"Powiat ełcki",2014,1.4
"8113",2806000,"Powiat giżycki",2014,2.26
"8114",2807000,"Powiat iławski",2014,5.86
"8115",2808000,"Powiat kętrzyński",2014,3.77
"8116",2809000,"Powiat lidzbarski",2014,6.49
"8117",2810000,"Powiat mrągowski",2014,2.06
"8118",2811000,"Powiat nidzicki",2014,4.05
"8119",2812000,"Powiat nowomiejski",2014,1.87
"8120",2813000,"Powiat olecki",2014,1.44
"8121",2814000,"Powiat olsztyński",2014,0.91
"8122",2815000,"Powiat ostródzki",2014,0.88
"8123",2816000,"Powiat piski",2014,2.89
"8124",2817000,"Powiat szczycieński",2014,1.81
"8125",2818000,"Powiat gołdapski",2014,3.73
"8126",2819000,"Powiat węgorzewski",2014,9.28
"8127",2861000,"Powiat m.Elbląg",2014,3.11
"8128",2862000,"Powiat m.Olsztyn",2014,3.41
"8129",3001000,"Powiat chodzieski",2014,3.04
"8130",3002000,"Powiat czarnkowsko-trzcianecki",2014,3.36
"8131",3003000,"Powiat gnieźnieński",2014,3.11
"8132",3004000,"Powiat gostyński",2014,3.81
"8133",3005000,"Powiat grodziski",2014,6.91
"8134",3006000,"Powiat jarociński",2014,1.78
"8135",3007000,"Powiat kaliski",2014,0.22
"8136",3008000,"Powiat kępiński",2014,3.74
"8137",3009000,"Powiat kolski",2014,1.82
"8138",3010000,"Powiat koniński",2014,3.25
"8139",3011000,"Powiat kościański",2014,6.81
"8140",3012000,"Powiat krotoszyński",2014,1.64
"8141",3013000,"Powiat leszczyński",2014,9.68
"8142",3014000,"Powiat międzychodzki",2014,1.21
"8143",3015000,"Powiat nowotomyski",2014,5.43
"8144",3016000,"Powiat obornicki",2014,2.33
"8145",3017000,"Powiat ostrowski",2014,3.83
"8146",3018000,"Powiat ostrzeszowski",2014,3.84
"8147",3019000,"Powiat pilski",2014,3.35
"8148",3020000,"Powiat pleszewski",2014,2.51
"8149",3021000,"Powiat poznański",2014,3.83
"8150",3022000,"Powiat rawicki",2014,2.38
"8151",3023000,"Powiat słupecki",2014,1.61
"8152",3024000,"Powiat szamotulski",2014,4.75
"8153",3025000,"Powiat średzki",2014,2.13
"8154",3026000,"Powiat śremski",2014,4.69
"8155",3027000,"Powiat turecki",2014,2.11
"8156",3028000,"Powiat wągrowiecki",2014,2.86
"8157",3029000,"Powiat wolsztyński",2014,6.04
"8158",3030000,"Powiat wrzesiński",2014,1.07
"8159",3031000,"Powiat złotowski",2014,2.66
"8160",3061000,"Powiat m.Kalisz",2014,3.6
"8161",3062000,"Powiat m.Konin",2014,4.42
"8162",3063000,"Powiat m.Leszno",2014,6.28
"8163",3064000,"Powiat m.Poznań",2014,2.45
"8164",3201000,"Powiat białogardzki",2014,4.09
"8165",3202000,"Powiat choszczeński",2014,0.89
"8166",3203000,"Powiat drawski",2014,0.26
"8167",3204000,"Powiat goleniowski",2014,1.32
"8168",3205000,"Powiat gryficki",2014,3.33
"8169",3206000,"Powiat gryfiński",2014,1.28
"8170",3207000,"Powiat kamieński",2014,8.54
"8171",3208000,"Powiat kołobrzeski",2014,6.65
"8172",3209000,"Powiat koszaliński",2014,6.81
"8173",3210000,"Powiat myśliborski",2014,1.91
"8174",3211000,"Powiat policki",2014,7.52
"8175",3212000,"Powiat pyrzycki",2014,3.58
"8176",3213000,"Powiat sławieński",2014,4.33
"8177",3214000,"Powiat stargardzki",2014,4.29
"8178",3215000,"Powiat szczecinecki",2014,3.41
"8179",3216000,"Powiat świdwiński",2014,6.76
"8180",3217000,"Powiat wałecki",2014,2.28
"8181",3218000,"Powiat łobeski",2014,0.24
"8182",3261000,"Powiat m.Koszalin",2014,4.25
"8183",3262000,"Powiat m.Szczecin",2014,2.7
"8184",3263000,"Powiat m.Świnoujście",2014,5.79
"8185",201000,"Powiat bolesławiecki",2015,3.2
"8186",202000,"Powiat dzierżoniowski",2015,19.29
"8187",203000,"Powiat głogowski",2015,1.72
"8188",204000,"Powiat górowski",2015,0.89
"8189",205000,"Powiat jaworski",2015,0.8
"8190",208000,"Powiat kłodzki",2015,1.2
"8191",209000,"Powiat legnicki",2015,0.74
"8192",211000,"Powiat lubiński",2015,3.52
"8193",212000,"Powiat lwówecki",2015,1.74
"8194",213000,"Powiat milicki",2015,2.31
"8195",214000,"Powiat oleśnicki",2015,1.29
"8196",215000,"Powiat oławski",2015,1.8
"8197",216000,"Powiat polkowicki",2015,2.16
"8198",217000,"Powiat strzeliński",2015,0.54
"8199",218000,"Powiat średzki",2015,3.07
"8200",219000,"Powiat świdnicki",2015,1.25
"8201",220000,"Powiat trzebnicki",2015,0.36
"8202",221000,"Powiat wałbrzyski",2015,1.16
"8203",222000,"Powiat wołowski",2015,5.02
"8204",223000,"Powiat wrocławski",2015,1.86
"8205",224000,"Powiat ząbkowicki",2015,0
"8206",225000,"Powiat zgorzelecki",2015,2.41
"8207",226000,"Powiat złotoryjski",2015,0
"8208",261000,"Powiat m.Jelenia Góra",2015,5.28
"8209",262000,"Powiat m.Legnica",2015,2.97
"8210",264000,"Powiat m.Wrocław",2015,3.61
"8211",265000,"Powiat m.Wałbrzych od 2013",2015,1.26
"8212",401000,"Powiat aleksandrowski",2015,5.38
"8213",402000,"Powiat brodnicki",2015,1.81
"8214",403000,"Powiat bydgoski",2015,12.41
"8215",404000,"Powiat chełmiński",2015,5.48
"8216",405000,"Powiat golubsko-dobrzyński",2015,7.72
"8217",406000,"Powiat grudziądzki",2015,2.7
"8218",407000,"Powiat inowrocławski",2015,3.19
"8219",408000,"Powiat lipnowski",2015,0.07
"8220",409000,"Powiat mogileński",2015,1.73
"8221",410000,"Powiat nakielski",2015,0.66
"8222",411000,"Powiat radziejowski",2015,3.02
"8223",412000,"Powiat rypiński",2015,0.79
"8224",413000,"Powiat sępoleński",2015,7.06
"8225",414000,"Powiat świecki",2015,2.98
"8226",415000,"Powiat toruński",2015,14.9
"8227",416000,"Powiat tucholski",2015,4.44
"8228",417000,"Powiat wąbrzeski",2015,5.4
"8229",418000,"Powiat włocławski",2015,1.99
"8230",419000,"Powiat żniński",2015,1.39
"8231",461000,"Powiat m.Bydgoszcz",2015,2.3
"8232",462000,"Powiat m.Grudziądz",2015,5.62
"8233",463000,"Powiat m.Toruń",2015,4.79
"8234",464000,"Powiat m.Włocławek",2015,4.42
"8235",601000,"Powiat bialski",2015,2.78
"8236",602000,"Powiat biłgorajski",2015,4.21
"8237",603000,"Powiat chełmski",2015,2.26
"8238",604000,"Powiat hrubieszowski",2015,0.55
"8239",605000,"Powiat janowski",2015,0.55
"8240",606000,"Powiat krasnostawski",2015,0.81
"8241",607000,"Powiat kraśnicki",2015,1.27
"8242",608000,"Powiat lubartowski",2015,3.65
"8243",609000,"Powiat lubelski",2015,1.73
"8244",610000,"Powiat łęczyński",2015,2.02
"8245",611000,"Powiat łukowski",2015,3.78
"8246",612000,"Powiat opolski",2015,0.52
"8247",613000,"Powiat parczewski",2015,0.56
"8248",614000,"Powiat puławski",2015,0.97
"8249",615000,"Powiat radzyński",2015,1.08
"8250",616000,"Powiat rycki",2015,2.56
"8251",617000,"Powiat świdnicki",2015,1.49
"8252",618000,"Powiat tomaszowski",2015,3.93
"8253",619000,"Powiat włodawski",2015,11.05
"8254",620000,"Powiat zamojski",2015,1.85
"8255",661000,"Powiat m.Biała Podlaska",2015,1.86
"8256",662000,"Powiat m.Chełm",2015,2.47
"8257",663000,"Powiat m.Lublin",2015,3.82
"8258",664000,"Powiat m.Zamość",2015,5.14
"8259",801000,"Powiat gorzowski",2015,10.42
"8260",802000,"Powiat krośnieński",2015,6.13
"8261",803000,"Powiat międzyrzecki",2015,3.33
"8262",804000,"Powiat nowosolski",2015,4.96
"8263",805000,"Powiat słubicki",2015,6.13
"8264",806000,"Powiat strzelecko-drezdenecki",2015,5.65
"8265",807000,"Powiat sulęciński",2015,9.52
"8266",808000,"Powiat świebodziński",2015,5.88
"8267",809000,"Powiat zielonogórski",2015,6.37
"8268",810000,"Powiat żagański",2015,2.06
"8269",811000,"Powiat żarski",2015,5.55
"8270",812000,"Powiat wschowski",2015,1.12
"8271",861000,"Powiat m.Gorzów Wielkopolski",2015,3.47
"8272",862000,"Powiat m.Zielona Góra",2015,4.48
"8273",1001000,"Powiat bełchatowski",2015,10.7
"8274",1002000,"Powiat kutnowski",2015,1.76
"8275",1003000,"Powiat łaski",2015,2.17
"8276",1004000,"Powiat łęczycki",2015,0.27
"8277",1005000,"Powiat łowicki",2015,0.74
"8278",1006000,"Powiat łódzki wschodni",2015,3.11
"8279",1007000,"Powiat opoczyński",2015,1.79
"8280",1008000,"Powiat pabianicki",2015,0.7
"8281",1009000,"Powiat pajęczański",2015,5.77
"8282",1010000,"Powiat piotrkowski",2015,1.91
"8283",1011000,"Powiat poddębicki",2015,4.1
"8284",1012000,"Powiat radomszczański",2015,0.87
"8285",1013000,"Powiat rawski",2015,0.39
"8286",1014000,"Powiat sieradzki",2015,1.69
"8287",1015000,"Powiat skierniewicki",2015,1.75
"8288",1016000,"Powiat tomaszowski",2015,2.79
"8289",1017000,"Powiat wieluński",2015,1.67
"8290",1018000,"Powiat wieruszowski",2015,3.48
"8291",1019000,"Powiat zduńskowolski",2015,6.46
"8292",1020000,"Powiat zgierski",2015,0.88
"8293",1021000,"Powiat brzeziński",2015,0.13
"8294",1061000,"Powiat m.Łódź",2015,1.78
"8295",1062000,"Powiat m.Piotrków Trybunalski",2015,2.87
