"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_jednorodzinnych_mc"
"22905",414000,"Powiat świecki",2008,NA
"22906",415000,"Powiat toruński",2008,NA
"22907",416000,"Powiat tucholski",2008,NA
"22908",417000,"Powiat wąbrzeski",2008,NA
"22909",418000,"Powiat włocławski",2008,NA
"22910",419000,"Powiat żniński",2008,NA
"22911",461000,"Powiat m.Bydgoszcz",2008,NA
"22912",462000,"Powiat m.Grudziądz",2008,NA
"22913",463000,"Powiat m.Toruń",2008,NA
"22914",464000,"Powiat m.Włocławek",2008,NA
"22915",601000,"Powiat bialski",2008,NA
"22916",602000,"Powiat biłgorajski",2008,NA
"22917",603000,"Powiat chełmski",2008,NA
"22918",604000,"Powiat hrubieszowski",2008,NA
"22919",605000,"Powiat janowski",2008,NA
"22920",606000,"Powiat krasnostawski",2008,NA
"22921",607000,"Powiat kraśnicki",2008,NA
"22922",608000,"Powiat lubartowski",2008,NA
"22923",609000,"Powiat lubelski",2008,NA
"22924",610000,"Powiat łęczyński",2008,NA
"22925",611000,"Powiat łukowski",2008,NA
"22926",612000,"Powiat opolski",2008,NA
"22927",613000,"Powiat parczewski",2008,NA
"22928",614000,"Powiat puławski",2008,NA
"22929",615000,"Powiat radzyński",2008,NA
"22930",616000,"Powiat rycki",2008,NA
"22931",617000,"Powiat świdnicki",2008,NA
"22932",618000,"Powiat tomaszowski",2008,NA
"22933",619000,"Powiat włodawski",2008,NA
"22934",620000,"Powiat zamojski",2008,NA
"22935",661000,"Powiat m.Biała Podlaska",2008,NA
"22936",662000,"Powiat m.Chełm",2008,NA
"22937",663000,"Powiat m.Lublin",2008,NA
"22938",664000,"Powiat m.Zamość",2008,NA
"22939",801000,"Powiat gorzowski",2008,NA
"22940",802000,"Powiat krośnieński",2008,NA
"22941",803000,"Powiat międzyrzecki",2008,NA
"22942",804000,"Powiat nowosolski",2008,NA
"22943",805000,"Powiat słubicki",2008,NA
"22944",806000,"Powiat strzelecko-drezdenecki",2008,NA
"22945",807000,"Powiat sulęciński",2008,NA
"22946",808000,"Powiat świebodziński",2008,NA
"22947",809000,"Powiat zielonogórski",2008,NA
"22948",810000,"Powiat żagański",2008,NA
"22949",811000,"Powiat żarski",2008,NA
"22950",812000,"Powiat wschowski",2008,NA
"22951",861000,"Powiat m.Gorzów Wielkopolski",2008,NA
"22952",862000,"Powiat m.Zielona Góra",2008,NA
"22953",1001000,"Powiat bełchatowski",2008,NA
"22954",1002000,"Powiat kutnowski",2008,NA
"22955",1003000,"Powiat łaski",2008,NA
"22956",1004000,"Powiat łęczycki",2008,NA
"22957",1005000,"Powiat łowicki",2008,NA
"22958",1006000,"Powiat łódzki wschodni",2008,NA
"22959",1007000,"Powiat opoczyński",2008,NA
"22960",1008000,"Powiat pabianicki",2008,NA
"22961",1009000,"Powiat pajęczański",2008,NA
"22962",1010000,"Powiat piotrkowski",2008,NA
"22963",1011000,"Powiat poddębicki",2008,NA
"22964",1012000,"Powiat radomszczański",2008,NA
"22965",1013000,"Powiat rawski",2008,NA
"22966",1014000,"Powiat sieradzki",2008,NA
"22967",1015000,"Powiat skierniewicki",2008,NA
"22968",1016000,"Powiat tomaszowski",2008,NA
"22969",1017000,"Powiat wieluński",2008,NA
"22970",1018000,"Powiat wieruszowski",2008,NA
"22971",1019000,"Powiat zduńskowolski",2008,NA
"22972",1020000,"Powiat zgierski",2008,NA
"22973",1021000,"Powiat brzeziński",2008,NA
"22974",1061000,"Powiat m.Łódź",2008,NA
"22975",1062000,"Powiat m.Piotrków Trybunalski",2008,NA
"22976",1063000,"Powiat m.Skierniewice",2008,NA
"22977",1201000,"Powiat bocheński",2008,NA
"22978",1202000,"Powiat brzeski",2008,NA
"22979",1203000,"Powiat chrzanowski",2008,NA
"22980",1204000,"Powiat dąbrowski",2008,NA
"22981",1205000,"Powiat gorlicki",2008,NA
"22982",1206000,"Powiat krakowski",2008,NA
"22983",1207000,"Powiat limanowski",2008,NA
"22984",1208000,"Powiat miechowski",2008,NA
"22985",1209000,"Powiat myślenicki",2008,NA
"22986",1210000,"Powiat nowosądecki",2008,NA
"22987",1211000,"Powiat nowotarski",2008,NA
"22988",1212000,"Powiat olkuski",2008,NA
"22989",1213000,"Powiat oświęcimski",2008,NA
"22990",1214000,"Powiat proszowicki",2008,NA
"22991",1215000,"Powiat suski",2008,NA
"22992",1216000,"Powiat tarnowski",2008,NA
"22993",1217000,"Powiat tatrzański",2008,NA
"22994",1218000,"Powiat wadowicki",2008,NA
"22995",1219000,"Powiat wielicki",2008,NA
"22996",1261000,"Powiat m.Kraków",2008,NA
"22997",1262000,"Powiat m.Nowy Sącz",2008,NA
"22998",1263000,"Powiat m.Tarnów",2008,NA
"22999",1401000,"Powiat białobrzeski",2008,NA
"23000",1402000,"Powiat ciechanowski",2008,NA
"23001",1403000,"Powiat garwoliński",2008,NA
"23002",1404000,"Powiat gostyniński",2008,NA
"23003",1405000,"Powiat grodziski",2008,NA
"23004",1406000,"Powiat grójecki",2008,NA
"23005",1407000,"Powiat kozienicki",2008,NA
"23006",1408000,"Powiat legionowski",2008,NA
"23007",1409000,"Powiat lipski",2008,NA
"23008",1410000,"Powiat łosicki",2008,NA
"23009",1411000,"Powiat makowski",2008,NA
"23010",1412000,"Powiat miński",2008,NA
"23011",1413000,"Powiat mławski",2008,NA
"23012",1414000,"Powiat nowodworski",2008,NA
"23013",1415000,"Powiat ostrołęcki",2008,NA
"23014",1416000,"Powiat ostrowski",2008,NA
"23015",1417000,"Powiat otwocki",2008,NA
"23016",1418000,"Powiat piaseczyński",2008,NA
"23017",1419000,"Powiat płocki",2008,NA
"23018",1420000,"Powiat płoński",2008,NA
"23019",1421000,"Powiat pruszkowski",2008,NA
"23020",1422000,"Powiat przasnyski",2008,NA
"23021",1423000,"Powiat przysuski",2008,NA
"23022",1424000,"Powiat pułtuski",2008,NA
"23023",1425000,"Powiat radomski",2008,NA
"23024",1426000,"Powiat siedlecki",2008,NA
"23025",1427000,"Powiat sierpecki",2008,NA
"23026",1428000,"Powiat sochaczewski",2008,NA
"23027",1429000,"Powiat sokołowski",2008,NA
"23028",1430000,"Powiat szydłowiecki",2008,NA
"23029",1432000,"Powiat warszawski zachodni",2008,NA
"23030",1433000,"Powiat węgrowski",2008,NA
"23031",1434000,"Powiat wołomiński",2008,NA
"23032",1435000,"Powiat wyszkowski",2008,NA
"23033",1436000,"Powiat zwoleński",2008,NA
"23034",1437000,"Powiat żuromiński",2008,NA
"23035",1438000,"Powiat żyrardowski",2008,NA
"23036",1461000,"Powiat m.Ostrołęka",2008,NA
"23037",1462000,"Powiat m.Płock",2008,NA
"23038",1463000,"Powiat m.Radom",2008,NA
"23039",1464000,"Powiat m.Siedlce",2008,NA
"23040",1465000,"Powiat m. st. Warszawa",2008,NA
"23041",1601000,"Powiat brzeski",2008,NA
"23042",1602000,"Powiat głubczycki",2008,NA
"23043",1603000,"Powiat kędzierzyńsko-kozielski",2008,NA
"23044",1604000,"Powiat kluczborski",2008,NA
"23045",1605000,"Powiat krapkowicki",2008,NA
"23046",1606000,"Powiat namysłowski",2008,NA
"23047",1607000,"Powiat nyski",2008,NA
"23048",1608000,"Powiat oleski",2008,NA
"23049",1609000,"Powiat opolski",2008,NA
"23050",1610000,"Powiat prudnicki",2008,NA
"23051",1611000,"Powiat strzelecki",2008,NA
"23052",1661000,"Powiat m.Opole",2008,NA
"23053",1801000,"Powiat bieszczadzki",2008,NA
"23054",1802000,"Powiat brzozowski",2008,NA
"23055",1803000,"Powiat dębicki",2008,NA
"23056",1804000,"Powiat jarosławski",2008,NA
"23057",1805000,"Powiat jasielski",2008,NA
"23058",1806000,"Powiat kolbuszowski",2008,NA
"23059",1807000,"Powiat krośnieński",2008,NA
"23060",1808000,"Powiat leżajski",2008,NA
"23061",1809000,"Powiat lubaczowski",2008,NA
"23062",1810000,"Powiat łańcucki",2008,NA
"23063",1811000,"Powiat mielecki",2008,NA
"23064",1812000,"Powiat niżański",2008,NA
"23065",1813000,"Powiat przemyski",2008,NA
"23066",1814000,"Powiat przeworski",2008,NA
"23067",1815000,"Powiat ropczycko-sędziszowski",2008,NA
"23068",1816000,"Powiat rzeszowski",2008,NA
"23069",1817000,"Powiat sanocki",2008,NA
"23070",1818000,"Powiat stalowowolski",2008,NA
"23071",1819000,"Powiat strzyżowski",2008,NA
"23072",1820000,"Powiat tarnobrzeski",2008,NA
"23073",1821000,"Powiat leski",2008,NA
"23074",1861000,"Powiat m.Krosno",2008,NA
"23075",1862000,"Powiat m.Przemyśl",2008,NA
"23076",1863000,"Powiat m.Rzeszów",2008,NA
"23077",1864000,"Powiat m.Tarnobrzeg",2008,NA
"23078",2001000,"Powiat augustowski",2008,NA
"23079",2002000,"Powiat białostocki",2008,NA
"23080",2003000,"Powiat bielski",2008,NA
"23081",2004000,"Powiat grajewski",2008,NA
"23082",2005000,"Powiat hajnowski",2008,NA
"23083",2006000,"Powiat kolneński",2008,NA
"23084",2007000,"Powiat łomżyński",2008,NA
"23085",2008000,"Powiat moniecki",2008,NA
"23086",2009000,"Powiat sejneński",2008,NA
"23087",2010000,"Powiat siemiatycki",2008,NA
"23088",2011000,"Powiat sokólski",2008,NA
"23089",2012000,"Powiat suwalski",2008,NA
"23090",2013000,"Powiat wysokomazowiecki",2008,NA
"23091",2014000,"Powiat zambrowski",2008,NA
"23092",2061000,"Powiat m.Białystok",2008,NA
"23093",2062000,"Powiat m.Łomża",2008,NA
"23094",2063000,"Powiat m.Suwałki",2008,NA
"23095",2201000,"Powiat bytowski",2008,NA
"23096",2202000,"Powiat chojnicki",2008,NA
"23097",2203000,"Powiat człuchowski",2008,NA
"23098",2204000,"Powiat gdański",2008,NA
"23099",2205000,"Powiat kartuski",2008,NA
"23100",2206000,"Powiat kościerski",2008,NA
"23101",2207000,"Powiat kwidzyński",2008,NA
"23102",2208000,"Powiat lęborski",2008,NA
"23103",2209000,"Powiat malborski",2008,NA
"23104",2210000,"Powiat nowodworski",2008,NA
"23105",2211000,"Powiat pucki",2008,NA
"23106",2212000,"Powiat słupski",2008,NA
"23107",2213000,"Powiat starogardzki",2008,NA
"23108",2214000,"Powiat tczewski",2008,NA
"23109",2215000,"Powiat wejherowski",2008,NA
"23110",2216000,"Powiat sztumski",2008,NA
"23111",2261000,"Powiat m.Gdańsk",2008,NA
"23112",2262000,"Powiat m.Gdynia",2008,NA
"23113",2263000,"Powiat m.Słupsk",2008,NA
"23114",2264000,"Powiat m.Sopot",2008,NA
"23115",2401000,"Powiat będziński",2008,NA
"23116",2402000,"Powiat bielski",2008,NA
"23117",2403000,"Powiat cieszyński",2008,NA
"23118",2404000,"Powiat częstochowski",2008,NA
"23119",2405000,"Powiat gliwicki",2008,NA
"23120",2406000,"Powiat kłobucki",2008,NA
"23121",2407000,"Powiat lubliniecki",2008,NA
"23122",2408000,"Powiat mikołowski",2008,NA
"23123",2409000,"Powiat myszkowski",2008,NA
"23124",2410000,"Powiat pszczyński",2008,NA
"23125",2411000,"Powiat raciborski",2008,NA
"23126",2412000,"Powiat rybnicki",2008,NA
"23127",2413000,"Powiat tarnogórski",2008,NA
"23128",2414000,"Powiat bieruńsko-lędziński",2008,NA
"23129",2415000,"Powiat wodzisławski",2008,NA
"23130",2416000,"Powiat zawierciański",2008,NA
"23131",2417000,"Powiat żywiecki",2008,NA
"23132",2461000,"Powiat m.Bielsko-Biała",2008,NA
"23133",2462000,"Powiat m.Bytom",2008,NA
"23134",2463000,"Powiat m.Chorzów",2008,NA
"23135",2464000,"Powiat m.Częstochowa",2008,NA
"23136",2465000,"Powiat m.Dąbrowa Górnicza",2008,NA
"23137",2466000,"Powiat m.Gliwice",2008,NA
"23138",2467000,"Powiat m.Jastrzębie-Zdrój",2008,NA
"23139",2468000,"Powiat m.Jaworzno",2008,NA
"23140",2469000,"Powiat m.Katowice",2008,NA
"23141",2470000,"Powiat m.Mysłowice",2008,NA
"23142",2471000,"Powiat m.Piekary Śląskie",2008,NA
"23143",2472000,"Powiat m.Ruda Śląska",2008,NA
"23144",2473000,"Powiat m.Rybnik",2008,NA
"23145",2474000,"Powiat m.Siemianowice Śląskie",2008,NA
"23146",2475000,"Powiat m.Sosnowiec",2008,NA
"23147",2476000,"Powiat m.Świętochłowice",2008,NA
"23148",2477000,"Powiat m.Tychy",2008,NA
"23149",2478000,"Powiat m.Zabrze",2008,NA
"23150",2479000,"Powiat m.Żory",2008,NA
"23151",2601000,"Powiat buski",2008,NA
"23152",2602000,"Powiat jędrzejowski",2008,NA
"23153",2603000,"Powiat kazimierski",2008,NA
"23154",2604000,"Powiat kielecki",2008,NA
"23155",2605000,"Powiat konecki",2008,NA
"23156",2606000,"Powiat opatowski",2008,NA
"23157",2607000,"Powiat ostrowiecki",2008,NA
"23158",2608000,"Powiat pińczowski",2008,NA
"23159",2609000,"Powiat sandomierski",2008,NA
"23160",2610000,"Powiat skarżyski",2008,NA
"23161",2611000,"Powiat starachowicki",2008,NA
"23162",2612000,"Powiat staszowski",2008,NA
"23163",2613000,"Powiat włoszczowski",2008,NA
"23164",2661000,"Powiat m.Kielce",2008,NA
"23165",2801000,"Powiat bartoszycki",2008,NA
"23166",2802000,"Powiat braniewski",2008,NA
"23167",2803000,"Powiat działdowski",2008,NA
"23168",2804000,"Powiat elbląski",2008,NA
"23169",2805000,"Powiat ełcki",2008,NA
"23170",2806000,"Powiat giżycki",2008,NA
"23171",2807000,"Powiat iławski",2008,NA
"23172",2808000,"Powiat kętrzyński",2008,NA
"23173",2809000,"Powiat lidzbarski",2008,NA
"23174",2810000,"Powiat mrągowski",2008,NA
"23175",2811000,"Powiat nidzicki",2008,NA
"23176",2812000,"Powiat nowomiejski",2008,NA
"23177",2813000,"Powiat olecki",2008,NA
"23178",2814000,"Powiat olsztyński",2008,NA
"23179",2815000,"Powiat ostródzki",2008,NA
"23180",2816000,"Powiat piski",2008,NA
"23181",2817000,"Powiat szczycieński",2008,NA
"23182",2818000,"Powiat gołdapski",2008,NA
"23183",2819000,"Powiat węgorzewski",2008,NA
"23184",2861000,"Powiat m.Elbląg",2008,NA
"23185",2862000,"Powiat m.Olsztyn",2008,NA
"23186",3001000,"Powiat chodzieski",2008,NA
"23187",3002000,"Powiat czarnkowsko-trzcianecki",2008,NA
"23188",3003000,"Powiat gnieźnieński",2008,NA
"23189",3004000,"Powiat gostyński",2008,NA
"23190",3005000,"Powiat grodziski",2008,NA
"23191",3006000,"Powiat jarociński",2008,NA
"23192",3007000,"Powiat kaliski",2008,NA
"23193",3008000,"Powiat kępiński",2008,NA
"23194",3009000,"Powiat kolski",2008,NA
"23195",3010000,"Powiat koniński",2008,NA
"23196",3011000,"Powiat kościański",2008,NA
"23197",3012000,"Powiat krotoszyński",2008,NA
"23198",3013000,"Powiat leszczyński",2008,NA
"23199",3014000,"Powiat międzychodzki",2008,NA
"23200",3015000,"Powiat nowotomyski",2008,NA
"23201",3016000,"Powiat obornicki",2008,NA
"23202",3017000,"Powiat ostrowski",2008,NA
"23203",3018000,"Powiat ostrzeszowski",2008,NA
"23204",3019000,"Powiat pilski",2008,NA
"23205",3020000,"Powiat pleszewski",2008,NA
"23206",3021000,"Powiat poznański",2008,NA
"23207",3022000,"Powiat rawicki",2008,NA
"23208",3023000,"Powiat słupecki",2008,NA
"23209",3024000,"Powiat szamotulski",2008,NA
"23210",3025000,"Powiat średzki",2008,NA
"23211",3026000,"Powiat śremski",2008,NA
"23212",3027000,"Powiat turecki",2008,NA
"23213",3028000,"Powiat wągrowiecki",2008,NA
"23214",3029000,"Powiat wolsztyński",2008,NA
"23215",3030000,"Powiat wrzesiński",2008,NA
"23216",3031000,"Powiat złotowski",2008,NA
"23217",3061000,"Powiat m.Kalisz",2008,NA
"23218",3062000,"Powiat m.Konin",2008,NA
"23219",3063000,"Powiat m.Leszno",2008,NA
"23220",3064000,"Powiat m.Poznań",2008,NA
"23221",3201000,"Powiat białogardzki",2008,NA
"23222",3202000,"Powiat choszczeński",2008,NA
"23223",3203000,"Powiat drawski",2008,NA
"23224",3204000,"Powiat goleniowski",2008,NA
"23225",3205000,"Powiat gryficki",2008,NA
"23226",3206000,"Powiat gryfiński",2008,NA
"23227",3207000,"Powiat kamieński",2008,NA
"23228",3208000,"Powiat kołobrzeski",2008,NA
"23229",3209000,"Powiat koszaliński",2008,NA
"23230",3210000,"Powiat myśliborski",2008,NA
"23231",3211000,"Powiat policki",2008,NA
"23232",3212000,"Powiat pyrzycki",2008,NA
"23233",3213000,"Powiat sławieński",2008,NA
"23234",3214000,"Powiat stargardzki",2008,NA
"23235",3215000,"Powiat szczecinecki",2008,NA
"23236",3216000,"Powiat świdwiński",2008,NA
"23237",3217000,"Powiat wałecki",2008,NA
"23238",3218000,"Powiat łobeski",2008,NA
"23239",3261000,"Powiat m.Koszalin",2008,NA
"23240",3262000,"Powiat m.Szczecin",2008,NA
"23241",3263000,"Powiat m.Świnoujście",2008,NA
"23242",201000,"Powiat bolesławiecki",2009,NA
"23243",202000,"Powiat dzierżoniowski",2009,NA
"23244",203000,"Powiat głogowski",2009,NA
"23245",204000,"Powiat górowski",2009,NA
"23246",205000,"Powiat jaworski",2009,NA
"23247",206000,"Powiat jeleniogórski",2009,NA
"23248",207000,"Powiat kamiennogórski",2009,NA
"23249",208000,"Powiat kłodzki",2009,NA
"23250",209000,"Powiat legnicki",2009,NA
"23251",210000,"Powiat lubański",2009,NA
"23252",211000,"Powiat lubiński",2009,NA
"23253",212000,"Powiat lwówecki",2009,NA
"23254",213000,"Powiat milicki",2009,NA
"23255",214000,"Powiat oleśnicki",2009,NA
"23256",215000,"Powiat oławski",2009,NA
"23257",216000,"Powiat polkowicki",2009,NA
"23258",217000,"Powiat strzeliński",2009,NA
"23259",218000,"Powiat średzki",2009,NA
"23260",219000,"Powiat świdnicki",2009,NA
"23261",220000,"Powiat trzebnicki",2009,NA
"23262",221000,"Powiat wałbrzyski",2009,NA
"23263",222000,"Powiat wołowski",2009,NA
"23264",223000,"Powiat wrocławski",2009,NA
"23265",224000,"Powiat ząbkowicki",2009,NA
"23266",225000,"Powiat zgorzelecki",2009,NA
"23267",226000,"Powiat złotoryjski",2009,NA
"23268",261000,"Powiat m.Jelenia Góra",2009,NA
"23269",262000,"Powiat m.Legnica",2009,NA
"23270",263000,"Powiat m.Wałbrzych do 2002",2009,NA
"23271",264000,"Powiat m.Wrocław",2009,NA
"23272",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"23273",401000,"Powiat aleksandrowski",2009,NA
"23274",402000,"Powiat brodnicki",2009,NA
"23275",403000,"Powiat bydgoski",2009,NA
"23276",404000,"Powiat chełmiński",2009,NA
"23277",405000,"Powiat golubsko-dobrzyński",2009,NA
"23278",406000,"Powiat grudziądzki",2009,NA
"23279",407000,"Powiat inowrocławski",2009,NA
"23280",408000,"Powiat lipnowski",2009,NA
"23281",409000,"Powiat mogileński",2009,NA
"23282",410000,"Powiat nakielski",2009,NA
"23283",411000,"Powiat radziejowski",2009,NA
"23284",412000,"Powiat rypiński",2009,NA
"23285",413000,"Powiat sępoleński",2009,NA
"23286",414000,"Powiat świecki",2009,NA
"23287",415000,"Powiat toruński",2009,NA
"23288",416000,"Powiat tucholski",2009,NA
"23289",417000,"Powiat wąbrzeski",2009,NA
"23290",418000,"Powiat włocławski",2009,NA
"23291",419000,"Powiat żniński",2009,NA
"23292",461000,"Powiat m.Bydgoszcz",2009,NA
"23293",462000,"Powiat m.Grudziądz",2009,NA
"23294",463000,"Powiat m.Toruń",2009,NA
"23295",464000,"Powiat m.Włocławek",2009,NA
"23296",601000,"Powiat bialski",2009,NA
"23297",602000,"Powiat biłgorajski",2009,NA
"23298",603000,"Powiat chełmski",2009,NA
"23299",604000,"Powiat hrubieszowski",2009,NA
"23300",605000,"Powiat janowski",2009,NA
"23301",606000,"Powiat krasnostawski",2009,NA
"23302",607000,"Powiat kraśnicki",2009,NA
"23303",608000,"Powiat lubartowski",2009,NA
"23304",609000,"Powiat lubelski",2009,NA
"23305",610000,"Powiat łęczyński",2009,NA
"23306",611000,"Powiat łukowski",2009,NA
"23307",612000,"Powiat opolski",2009,NA
"23308",613000,"Powiat parczewski",2009,NA
"23309",614000,"Powiat puławski",2009,NA
"23310",615000,"Powiat radzyński",2009,NA
"23311",616000,"Powiat rycki",2009,NA
"23312",617000,"Powiat świdnicki",2009,NA
"23313",618000,"Powiat tomaszowski",2009,NA
"23314",619000,"Powiat włodawski",2009,NA
"23315",620000,"Powiat zamojski",2009,NA
"23316",661000,"Powiat m.Biała Podlaska",2009,NA
"23317",662000,"Powiat m.Chełm",2009,NA
"23318",663000,"Powiat m.Lublin",2009,NA
"23319",664000,"Powiat m.Zamość",2009,NA
"23320",801000,"Powiat gorzowski",2009,NA
"23321",802000,"Powiat krośnieński",2009,NA
"23322",803000,"Powiat międzyrzecki",2009,NA
"23323",804000,"Powiat nowosolski",2009,NA
"23324",805000,"Powiat słubicki",2009,NA
"23325",806000,"Powiat strzelecko-drezdenecki",2009,NA
"23326",807000,"Powiat sulęciński",2009,NA
"23327",808000,"Powiat świebodziński",2009,NA
"23328",809000,"Powiat zielonogórski",2009,NA
"23329",810000,"Powiat żagański",2009,NA
"23330",811000,"Powiat żarski",2009,NA
"23331",812000,"Powiat wschowski",2009,NA
"23332",861000,"Powiat m.Gorzów Wielkopolski",2009,NA
"23333",862000,"Powiat m.Zielona Góra",2009,NA
"23334",1001000,"Powiat bełchatowski",2009,NA
"23335",1002000,"Powiat kutnowski",2009,NA
"23336",1003000,"Powiat łaski",2009,NA
"23337",1004000,"Powiat łęczycki",2009,NA
"23338",1005000,"Powiat łowicki",2009,NA
"23339",1006000,"Powiat łódzki wschodni",2009,NA
"23340",1007000,"Powiat opoczyński",2009,NA
"23341",1008000,"Powiat pabianicki",2009,NA
"23342",1009000,"Powiat pajęczański",2009,NA
"23343",1010000,"Powiat piotrkowski",2009,NA
"23344",1011000,"Powiat poddębicki",2009,NA
"23345",1012000,"Powiat radomszczański",2009,NA
"23346",1013000,"Powiat rawski",2009,NA
"23347",1014000,"Powiat sieradzki",2009,NA
"23348",1015000,"Powiat skierniewicki",2009,NA
"23349",1016000,"Powiat tomaszowski",2009,NA
"23350",1017000,"Powiat wieluński",2009,NA
"23351",1018000,"Powiat wieruszowski",2009,NA
"23352",1019000,"Powiat zduńskowolski",2009,NA
"23353",1020000,"Powiat zgierski",2009,NA
"23354",1021000,"Powiat brzeziński",2009,NA
"23355",1061000,"Powiat m.Łódź",2009,NA
"23356",1062000,"Powiat m.Piotrków Trybunalski",2009,NA
"23357",1063000,"Powiat m.Skierniewice",2009,NA
"23358",1201000,"Powiat bocheński",2009,NA
"23359",1202000,"Powiat brzeski",2009,NA
"23360",1203000,"Powiat chrzanowski",2009,NA
"23361",1204000,"Powiat dąbrowski",2009,NA
"23362",1205000,"Powiat gorlicki",2009,NA
"23363",1206000,"Powiat krakowski",2009,NA
"23364",1207000,"Powiat limanowski",2009,NA
"23365",1208000,"Powiat miechowski",2009,NA
"23366",1209000,"Powiat myślenicki",2009,NA
"23367",1210000,"Powiat nowosądecki",2009,NA
"23368",1211000,"Powiat nowotarski",2009,NA
