"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_sieroctwo"
"2469",1610000,"Powiat prudnicki",2015,0
"2470",1611000,"Powiat strzelecki",2015,1
"2471",1661000,"Powiat m.Opole",2015,1
"2472",1801000,"Powiat bieszczadzki",2015,0
"2473",1802000,"Powiat brzozowski",2015,8
"2474",1803000,"Powiat dębicki",2015,0
"2475",1804000,"Powiat jarosławski",2015,3
"2476",1805000,"Powiat jasielski",2015,3
"2477",1806000,"Powiat kolbuszowski",2015,0
"2478",1807000,"Powiat krośnieński",2015,2
"2479",1808000,"Powiat leżajski",2015,7
"2480",1809000,"Powiat lubaczowski",2015,43
"2481",1810000,"Powiat łańcucki",2015,3
"2482",1811000,"Powiat mielecki",2015,2
"2483",1812000,"Powiat niżański",2015,4
"2484",1813000,"Powiat przemyski",2015,8
"2485",1814000,"Powiat przeworski",2015,2
"2486",1815000,"Powiat ropczycko-sędziszowski",2015,1
"2487",1816000,"Powiat rzeszowski",2015,6
"2488",1817000,"Powiat sanocki",2015,0
"2489",1818000,"Powiat stalowowolski",2015,0
"2490",1819000,"Powiat strzyżowski",2015,1
"2491",1820000,"Powiat tarnobrzeski",2015,6
"2492",1821000,"Powiat leski",2015,2
"2493",1861000,"Powiat m.Krosno",2015,1
"2494",1862000,"Powiat m.Przemyśl",2015,5
"2495",1863000,"Powiat m.Rzeszów",2015,0
"2496",1864000,"Powiat m.Tarnobrzeg",2015,2
"2497",2001000,"Powiat augustowski",2015,2
"2498",2002000,"Powiat białostocki",2015,8
"2499",2003000,"Powiat bielski",2015,2
"2500",2004000,"Powiat grajewski",2015,0
"2501",2005000,"Powiat hajnowski",2015,3
"2502",2006000,"Powiat kolneński",2015,2
"2503",2007000,"Powiat łomżyński",2015,1
"2504",2008000,"Powiat moniecki",2015,2
"2505",2009000,"Powiat sejneński",2015,1
"2506",2010000,"Powiat siemiatycki",2015,7
"2507",2011000,"Powiat sokólski",2015,1
"2508",2012000,"Powiat suwalski",2015,6
"2509",2013000,"Powiat wysokomazowiecki",2015,4
"2510",2014000,"Powiat zambrowski",2015,0
"2511",2061000,"Powiat m.Białystok",2015,4
"2512",2062000,"Powiat m.Łomża",2015,1
"2513",2063000,"Powiat m.Suwałki",2015,0
"2514",2201000,"Powiat bytowski",2015,2
"2515",2202000,"Powiat chojnicki",2015,0
"2516",2203000,"Powiat człuchowski",2015,0
"2517",2204000,"Powiat gdański",2015,1
"2518",2205000,"Powiat kartuski",2015,3
"2519",2206000,"Powiat kościerski",2015,1
"2520",2207000,"Powiat kwidzyński",2015,0
"2521",2208000,"Powiat lęborski",2015,0
"2522",2209000,"Powiat malborski",2015,2
"2523",2210000,"Powiat nowodworski",2015,1
"2524",2211000,"Powiat pucki",2015,2
"2525",2212000,"Powiat słupski",2015,1
"2526",2213000,"Powiat starogardzki",2015,9
"2527",2214000,"Powiat tczewski",2015,1
"2528",2215000,"Powiat wejherowski",2015,11
"2529",2216000,"Powiat sztumski",2015,1
"2530",2261000,"Powiat m.Gdańsk",2015,0
"2531",2262000,"Powiat m.Gdynia",2015,6
"2532",2263000,"Powiat m.Słupsk",2015,4
"2533",2264000,"Powiat m.Sopot",2015,0
"2534",2401000,"Powiat będziński",2015,2
"2535",2402000,"Powiat bielski",2015,2
"2536",2403000,"Powiat cieszyński",2015,9
"2537",2404000,"Powiat częstochowski",2015,4
"2538",2405000,"Powiat gliwicki",2015,2
"2539",2406000,"Powiat kłobucki",2015,10
"2540",2407000,"Powiat lubliniecki",2015,2
"2541",2408000,"Powiat mikołowski",2015,0
"2542",2409000,"Powiat myszkowski",2015,0
"2543",2410000,"Powiat pszczyński",2015,2
"2544",2411000,"Powiat raciborski",2015,1
"2545",2412000,"Powiat rybnicki",2015,5
"2546",2413000,"Powiat tarnogórski",2015,2
"2547",2414000,"Powiat bieruńsko-lędziński",2015,0
"2548",2415000,"Powiat wodzisławski",2015,0
"2549",2416000,"Powiat zawierciański",2015,5
"2550",2417000,"Powiat żywiecki",2015,15
"2551",2461000,"Powiat m.Bielsko-Biała",2015,12
"2552",2462000,"Powiat m.Bytom",2015,3
"2553",2463000,"Powiat m.Chorzów",2015,0
"2554",2464000,"Powiat m.Częstochowa",2015,3
"2555",2465000,"Powiat m.Dąbrowa Górnicza",2015,0
"2556",2466000,"Powiat m.Gliwice",2015,14
"2557",2467000,"Powiat m.Jastrzębie-Zdrój",2015,0
"2558",2468000,"Powiat m.Jaworzno",2015,0
"2559",2469000,"Powiat m.Katowice",2015,3
"2560",2470000,"Powiat m.Mysłowice",2015,1
"2561",2471000,"Powiat m.Piekary Śląskie",2015,3
"2562",2472000,"Powiat m.Ruda Śląska",2015,1
"2563",2473000,"Powiat m.Rybnik",2015,2
"2564",2474000,"Powiat m.Siemianowice Śląskie",2015,0
"2565",2475000,"Powiat m.Sosnowiec",2015,17
"2566",2476000,"Powiat m.Świętochłowice",2015,2
"2567",2477000,"Powiat m.Tychy",2015,0
"2568",2478000,"Powiat m.Zabrze",2015,4
"2569",2479000,"Powiat m.Żory",2015,1
"2570",2601000,"Powiat buski",2015,2
"2571",2602000,"Powiat jędrzejowski",2015,10
"2572",2603000,"Powiat kazimierski",2015,0
"2573",2604000,"Powiat kielecki",2015,18
"2574",2605000,"Powiat konecki",2015,3
"2575",2606000,"Powiat opatowski",2015,0
"2576",2607000,"Powiat ostrowiecki",2015,2
"2577",2608000,"Powiat pińczowski",2015,1
"2578",2609000,"Powiat sandomierski",2015,13
"2579",2610000,"Powiat skarżyski",2015,0
"2580",2611000,"Powiat starachowicki",2015,3
"2581",2612000,"Powiat staszowski",2015,2
"2582",2613000,"Powiat włoszczowski",2015,1
"2583",2661000,"Powiat m.Kielce",2015,13
"2584",2801000,"Powiat bartoszycki",2015,1
"2585",2802000,"Powiat braniewski",2015,6
"2586",2803000,"Powiat działdowski",2015,0
"2587",2804000,"Powiat elbląski",2015,0
"2588",2805000,"Powiat ełcki",2015,5
"2589",2806000,"Powiat giżycki",2015,5
"2590",2807000,"Powiat iławski",2015,4
"2591",2808000,"Powiat kętrzyński",2015,5
"2592",2809000,"Powiat lidzbarski",2015,3
"2593",2810000,"Powiat mrągowski",2015,2
"2594",2811000,"Powiat nidzicki",2015,0
"2595",2812000,"Powiat nowomiejski",2015,1
"2596",2813000,"Powiat olecki",2015,1
"2597",2814000,"Powiat olsztyński",2015,4
"2598",2815000,"Powiat ostródzki",2015,0
"2599",2816000,"Powiat piski",2015,0
"2600",2817000,"Powiat szczycieński",2015,1
"2601",2818000,"Powiat gołdapski",2015,1
"2602",2819000,"Powiat węgorzewski",2015,1
"2603",2861000,"Powiat m.Elbląg",2015,6
"2604",2862000,"Powiat m.Olsztyn",2015,8
"2605",3001000,"Powiat chodzieski",2015,1
"2606",3002000,"Powiat czarnkowsko-trzcianecki",2015,3
"2607",3003000,"Powiat gnieźnieński",2015,1
"2608",3004000,"Powiat gostyński",2015,0
"2609",3005000,"Powiat grodziski",2015,4
"2610",3006000,"Powiat jarociński",2015,0
"2611",3007000,"Powiat kaliski",2015,1
"2612",3008000,"Powiat kępiński",2015,2
"2613",3009000,"Powiat kolski",2015,1
"2614",3010000,"Powiat koniński",2015,4
"2615",3011000,"Powiat kościański",2015,1
"2616",3012000,"Powiat krotoszyński",2015,0
"2617",3013000,"Powiat leszczyński",2015,0
"2618",3014000,"Powiat międzychodzki",2015,1
"2619",3015000,"Powiat nowotomyski",2015,0
"2620",3016000,"Powiat obornicki",2015,1
"2621",3017000,"Powiat ostrowski",2015,4
"2622",3018000,"Powiat ostrzeszowski",2015,0
"2623",3019000,"Powiat pilski",2015,6
"2624",3020000,"Powiat pleszewski",2015,2
"2625",3021000,"Powiat poznański",2015,14
"2626",3022000,"Powiat rawicki",2015,0
"2627",3023000,"Powiat słupecki",2015,1
"2628",3024000,"Powiat szamotulski",2015,2
"2629",3025000,"Powiat średzki",2015,4
"2630",3026000,"Powiat śremski",2015,1
"2631",3027000,"Powiat turecki",2015,1
"2632",3028000,"Powiat wągrowiecki",2015,2
"2633",3029000,"Powiat wolsztyński",2015,0
"2634",3030000,"Powiat wrzesiński",2015,0
"2635",3031000,"Powiat złotowski",2015,3
"2636",3061000,"Powiat m.Kalisz",2015,2
"2637",3062000,"Powiat m.Konin",2015,3
"2638",3063000,"Powiat m.Leszno",2015,3
"2639",3064000,"Powiat m.Poznań",2015,42
"2640",3201000,"Powiat białogardzki",2015,5
"2641",3202000,"Powiat choszczeński",2015,0
"2642",3203000,"Powiat drawski",2015,2
"2643",3204000,"Powiat goleniowski",2015,1
"2644",3205000,"Powiat gryficki",2015,1
"2645",3206000,"Powiat gryfiński",2015,6
"2646",3207000,"Powiat kamieński",2015,1
"2647",3208000,"Powiat kołobrzeski",2015,0
"2648",3209000,"Powiat koszaliński",2015,0
"2649",3210000,"Powiat myśliborski",2015,3
"2650",3211000,"Powiat policki",2015,2
"2651",3212000,"Powiat pyrzycki",2015,5
"2652",3213000,"Powiat sławieński",2015,2
"2653",3214000,"Powiat stargardzki",2015,13
"2654",3215000,"Powiat szczecinecki",2015,5
"2655",3216000,"Powiat świdwiński",2015,3
"2656",3217000,"Powiat wałecki",2015,4
"2657",3218000,"Powiat łobeski",2015,4
"2658",3261000,"Powiat m.Koszalin",2015,1
"2659",3262000,"Powiat m.Szczecin",2015,14
"2660",3263000,"Powiat m.Świnoujście",2015,0
"2661",201000,"Powiat bolesławiecki",2016,2
"2662",202000,"Powiat dzierżoniowski",2016,1
"2663",203000,"Powiat głogowski",2016,2
"2664",204000,"Powiat górowski",2016,0
"2665",205000,"Powiat jaworski",2016,4
"2666",206000,"Powiat jeleniogórski",2016,0
"2667",207000,"Powiat kamiennogórski",2016,0
"2668",208000,"Powiat kłodzki",2016,0
"2669",209000,"Powiat legnicki",2016,1
"2670",210000,"Powiat lubański",2016,0
"2671",211000,"Powiat lubiński",2016,1
"2672",212000,"Powiat lwówecki",2016,1
"2673",213000,"Powiat milicki",2016,0
"2674",214000,"Powiat oleśnicki",2016,3
"2675",215000,"Powiat oławski",2016,1
"2676",216000,"Powiat polkowicki",2016,0
"2677",217000,"Powiat strzeliński",2016,2
"2678",218000,"Powiat średzki",2016,4
"2679",219000,"Powiat świdnicki",2016,5
"2680",220000,"Powiat trzebnicki",2016,0
"2681",221000,"Powiat wałbrzyski",2016,4
"2682",222000,"Powiat wołowski",2016,1
"2683",223000,"Powiat wrocławski",2016,4
"2684",224000,"Powiat ząbkowicki",2016,0
"2685",225000,"Powiat zgorzelecki",2016,2
"2686",226000,"Powiat złotoryjski",2016,26
"2687",261000,"Powiat m.Jelenia Góra",2016,0
"2688",262000,"Powiat m.Legnica",2016,0
"2689",264000,"Powiat m.Wrocław",2016,8
"2690",265000,"Powiat m.Wałbrzych od 2013",2016,8
"2691",401000,"Powiat aleksandrowski",2016,0
"2692",402000,"Powiat brodnicki",2016,2
"2693",403000,"Powiat bydgoski",2016,11
"2694",404000,"Powiat chełmiński",2016,0
"2695",405000,"Powiat golubsko-dobrzyński",2016,0
"2696",406000,"Powiat grudziądzki",2016,3
"2697",407000,"Powiat inowrocławski",2016,31
"2698",408000,"Powiat lipnowski",2016,2
"2699",409000,"Powiat mogileński",2016,1
"2700",410000,"Powiat nakielski",2016,3
"2701",411000,"Powiat radziejowski",2016,4
"2702",412000,"Powiat rypiński",2016,4
"2703",413000,"Powiat sępoleński",2016,0
"2704",414000,"Powiat świecki",2016,3
"2705",415000,"Powiat toruński",2016,3
"2706",416000,"Powiat tucholski",2016,5
"2707",417000,"Powiat wąbrzeski",2016,3
"2708",418000,"Powiat włocławski",2016,1
"2709",419000,"Powiat żniński",2016,1
"2710",461000,"Powiat m.Bydgoszcz",2016,6
"2711",462000,"Powiat m.Grudziądz",2016,1
"2712",463000,"Powiat m.Toruń",2016,0
"2713",464000,"Powiat m.Włocławek",2016,4
"2714",601000,"Powiat bialski",2016,2
"2715",602000,"Powiat biłgorajski",2016,3
"2716",603000,"Powiat chełmski",2016,3
"2717",604000,"Powiat hrubieszowski",2016,1
"2718",605000,"Powiat janowski",2016,2
"2719",606000,"Powiat krasnostawski",2016,2
"2720",607000,"Powiat kraśnicki",2016,2
"2721",608000,"Powiat lubartowski",2016,8
"2722",609000,"Powiat lubelski",2016,6
"2723",610000,"Powiat łęczyński",2016,20
"2724",611000,"Powiat łukowski",2016,2
"2725",612000,"Powiat opolski",2016,5
"2726",613000,"Powiat parczewski",2016,1
"2727",614000,"Powiat puławski",2016,3
"2728",615000,"Powiat radzyński",2016,1
"2729",616000,"Powiat rycki",2016,3
"2730",617000,"Powiat świdnicki",2016,9
"2731",618000,"Powiat tomaszowski",2016,2
"2732",619000,"Powiat włodawski",2016,2
"2733",620000,"Powiat zamojski",2016,1
"2734",661000,"Powiat m.Biała Podlaska",2016,12
"2735",662000,"Powiat m.Chełm",2016,1
"2736",663000,"Powiat m.Lublin",2016,31
"2737",664000,"Powiat m.Zamość",2016,0
"2738",801000,"Powiat gorzowski",2016,0
"2739",802000,"Powiat krośnieński",2016,1
"2740",803000,"Powiat międzyrzecki",2016,1
"2741",804000,"Powiat nowosolski",2016,2
"2742",805000,"Powiat słubicki",2016,3
"2743",806000,"Powiat strzelecko-drezdenecki",2016,3
"2744",807000,"Powiat sulęciński",2016,1
"2745",808000,"Powiat świebodziński",2016,4
"2746",809000,"Powiat zielonogórski",2016,0
"2747",810000,"Powiat żagański",2016,2
"2748",811000,"Powiat żarski",2016,3
"2749",812000,"Powiat wschowski",2016,0
"2750",861000,"Powiat m.Gorzów Wielkopolski",2016,6
"2751",862000,"Powiat m.Zielona Góra",2016,0
"2752",1001000,"Powiat bełchatowski",2016,12
"2753",1002000,"Powiat kutnowski",2016,3
"2754",1003000,"Powiat łaski",2016,2
"2755",1004000,"Powiat łęczycki",2016,1
"2756",1005000,"Powiat łowicki",2016,2
"2757",1006000,"Powiat łódzki wschodni",2016,2
"2758",1007000,"Powiat opoczyński",2016,5
"2759",1008000,"Powiat pabianicki",2016,23
"2760",1009000,"Powiat pajęczański",2016,4
"2761",1010000,"Powiat piotrkowski",2016,10
"2762",1011000,"Powiat poddębicki",2016,1
"2763",1012000,"Powiat radomszczański",2016,4
"2764",1013000,"Powiat rawski",2016,0
"2765",1014000,"Powiat sieradzki",2016,9
"2766",1015000,"Powiat skierniewicki",2016,13
"2767",1016000,"Powiat tomaszowski",2016,3
"2768",1017000,"Powiat wieluński",2016,1
"2769",1018000,"Powiat wieruszowski",2016,1
"2770",1019000,"Powiat zduńskowolski",2016,7
"2771",1020000,"Powiat zgierski",2016,5
"2772",1021000,"Powiat brzeziński",2016,0
"2773",1061000,"Powiat m.Łódź",2016,23
"2774",1062000,"Powiat m.Piotrków Trybunalski",2016,5
"2775",1063000,"Powiat m.Skierniewice",2016,2
"2776",1201000,"Powiat bocheński",2016,1
"2777",1202000,"Powiat brzeski",2016,2
"2778",1203000,"Powiat chrzanowski",2016,1
"2779",1204000,"Powiat dąbrowski",2016,0
"2780",1205000,"Powiat gorlicki",2016,6
"2781",1206000,"Powiat krakowski",2016,6
"2782",1207000,"Powiat limanowski",2016,4
"2783",1208000,"Powiat miechowski",2016,2
"2784",1209000,"Powiat myślenicki",2016,6
"2785",1210000,"Powiat nowosądecki",2016,10
"2786",1211000,"Powiat nowotarski",2016,14
"2787",1212000,"Powiat olkuski",2016,4
"2788",1213000,"Powiat oświęcimski",2016,27
"2789",1214000,"Powiat proszowicki",2016,1
"2790",1215000,"Powiat suski",2016,1
"2791",1216000,"Powiat tarnowski",2016,2
"2792",1217000,"Powiat tatrzański",2016,12
"2793",1218000,"Powiat wadowicki",2016,1
"2794",1219000,"Powiat wielicki",2016,0
"2795",1261000,"Powiat m.Kraków",2016,1
"2796",1262000,"Powiat m.Nowy Sącz",2016,0
"2797",1263000,"Powiat m.Tarnów",2016,0
"2798",1401000,"Powiat białobrzeski",2016,1
"2799",1402000,"Powiat ciechanowski",2016,3
"2800",1403000,"Powiat garwoliński",2016,1
"2801",1404000,"Powiat gostyniński",2016,0
"2802",1405000,"Powiat grodziski",2016,9
"2803",1406000,"Powiat grójecki",2016,2
"2804",1407000,"Powiat kozienicki",2016,0
"2805",1408000,"Powiat legionowski",2016,0
"2806",1409000,"Powiat lipski",2016,1
"2807",1410000,"Powiat łosicki",2016,2
"2808",1411000,"Powiat makowski",2016,0
"2809",1412000,"Powiat miński",2016,0
"2810",1413000,"Powiat mławski",2016,0
"2811",1414000,"Powiat nowodworski",2016,0
"2812",1415000,"Powiat ostrołęcki",2016,4
"2813",1416000,"Powiat ostrowski",2016,0
"2814",1417000,"Powiat otwocki",2016,1
"2815",1418000,"Powiat piaseczyński",2016,0
"2816",1419000,"Powiat płocki",2016,2
"2817",1420000,"Powiat płoński",2016,4
"2818",1421000,"Powiat pruszkowski",2016,0
"2819",1422000,"Powiat przasnyski",2016,1
"2820",1423000,"Powiat przysuski",2016,1
"2821",1424000,"Powiat pułtuski",2016,1
"2822",1425000,"Powiat radomski",2016,4
"2823",1426000,"Powiat siedlecki",2016,20
"2824",1427000,"Powiat sierpecki",2016,12
"2825",1428000,"Powiat sochaczewski",2016,5
"2826",1429000,"Powiat sokołowski",2016,2
"2827",1430000,"Powiat szydłowiecki",2016,0
"2828",1432000,"Powiat warszawski zachodni",2016,5
"2829",1433000,"Powiat węgrowski",2016,3
"2830",1434000,"Powiat wołomiński",2016,3
"2831",1435000,"Powiat wyszkowski",2016,3
"2832",1436000,"Powiat zwoleński",2016,2
"2833",1437000,"Powiat żuromiński",2016,0
"2834",1438000,"Powiat żyrardowski",2016,5
"2835",1461000,"Powiat m.Ostrołęka",2016,1
"2836",1462000,"Powiat m.Płock",2016,0
"2837",1463000,"Powiat m.Radom",2016,27
"2838",1464000,"Powiat m.Siedlce",2016,1
"2839",1465000,"Powiat m. st. Warszawa",2016,35
"2840",1601000,"Powiat brzeski",2016,2
"2841",1602000,"Powiat głubczycki",2016,3
"2842",1603000,"Powiat kędzierzyńsko-kozielski",2016,1
"2843",1604000,"Powiat kluczborski",2016,5
"2844",1605000,"Powiat krapkowicki",2016,0
"2845",1606000,"Powiat namysłowski",2016,0
"2846",1607000,"Powiat nyski",2016,2
"2847",1608000,"Powiat oleski",2016,0
"2848",1609000,"Powiat opolski",2016,2
"2849",1610000,"Powiat prudnicki",2016,4
"2850",1611000,"Powiat strzelecki",2016,0
"2851",1661000,"Powiat m.Opole",2016,1
"2852",1801000,"Powiat bieszczadzki",2016,0
"2853",1802000,"Powiat brzozowski",2016,5
"2854",1803000,"Powiat dębicki",2016,1
"2855",1804000,"Powiat jarosławski",2016,3
"2856",1805000,"Powiat jasielski",2016,6
"2857",1806000,"Powiat kolbuszowski",2016,0
"2858",1807000,"Powiat krośnieński",2016,2
"2859",1808000,"Powiat leżajski",2016,0
"2860",1809000,"Powiat lubaczowski",2016,2
"2861",1810000,"Powiat łańcucki",2016,3
"2862",1811000,"Powiat mielecki",2016,41
"2863",1812000,"Powiat niżański",2016,1
"2864",1813000,"Powiat przemyski",2016,2
"2865",1814000,"Powiat przeworski",2016,1
"2866",1815000,"Powiat ropczycko-sędziszowski",2016,8
"2867",1816000,"Powiat rzeszowski",2016,3
"2868",1817000,"Powiat sanocki",2016,1
"2869",1818000,"Powiat stalowowolski",2016,0
"2870",1819000,"Powiat strzyżowski",2016,3
"2871",1820000,"Powiat tarnobrzeski",2016,0
"2872",1821000,"Powiat leski",2016,2
"2873",1861000,"Powiat m.Krosno",2016,2
"2874",1862000,"Powiat m.Przemyśl",2016,1
"2875",1863000,"Powiat m.Rzeszów",2016,2
"2876",1864000,"Powiat m.Tarnobrzeg",2016,7
"2877",2001000,"Powiat augustowski",2016,4
"2878",2002000,"Powiat białostocki",2016,5
"2879",2003000,"Powiat bielski",2016,3
"2880",2004000,"Powiat grajewski",2016,1
"2881",2005000,"Powiat hajnowski",2016,1
"2882",2006000,"Powiat kolneński",2016,3
"2883",2007000,"Powiat łomżyński",2016,1
"2884",2008000,"Powiat moniecki",2016,1
"2885",2009000,"Powiat sejneński",2016,0
"2886",2010000,"Powiat siemiatycki",2016,1
"2887",2011000,"Powiat sokólski",2016,1
"2888",2012000,"Powiat suwalski",2016,8
"2889",2013000,"Powiat wysokomazowiecki",2016,0
"2890",2014000,"Powiat zambrowski",2016,7
"2891",2061000,"Powiat m.Białystok",2016,0
"2892",2062000,"Powiat m.Łomża",2016,1
"2893",2063000,"Powiat m.Suwałki",2016,0
"2894",2201000,"Powiat bytowski",2016,2
"2895",2202000,"Powiat chojnicki",2016,1
"2896",2203000,"Powiat człuchowski",2016,0
"2897",2204000,"Powiat gdański",2016,0
"2898",2205000,"Powiat kartuski",2016,0
"2899",2206000,"Powiat kościerski",2016,4
"2900",2207000,"Powiat kwidzyński",2016,1
"2901",2208000,"Powiat lęborski",2016,0
"2902",2209000,"Powiat malborski",2016,1
"2903",2210000,"Powiat nowodworski",2016,1
"2904",2211000,"Powiat pucki",2016,5
"2905",2212000,"Powiat słupski",2016,1
"2906",2213000,"Powiat starogardzki",2016,1
"2907",2214000,"Powiat tczewski",2016,0
"2908",2215000,"Powiat wejherowski",2016,3
"2909",2216000,"Powiat sztumski",2016,0
"2910",2261000,"Powiat m.Gdańsk",2016,4
"2911",2262000,"Powiat m.Gdynia",2016,1
"2912",2263000,"Powiat m.Słupsk",2016,8
"2913",2264000,"Powiat m.Sopot",2016,8
"2914",2401000,"Powiat będziński",2016,2
"2915",2402000,"Powiat bielski",2016,1
"2916",2403000,"Powiat cieszyński",2016,10
"2917",2404000,"Powiat częstochowski",2016,1
"2918",2405000,"Powiat gliwicki",2016,2
"2919",2406000,"Powiat kłobucki",2016,1
"2920",2407000,"Powiat lubliniecki",2016,11
"2921",2408000,"Powiat mikołowski",2016,4
"2922",2409000,"Powiat myszkowski",2016,3
"2923",2410000,"Powiat pszczyński",2016,0
"2924",2411000,"Powiat raciborski",2016,11
"2925",2412000,"Powiat rybnicki",2016,2
"2926",2413000,"Powiat tarnogórski",2016,0
"2927",2414000,"Powiat bieruńsko-lędziński",2016,0
"2928",2415000,"Powiat wodzisławski",2016,1
"2929",2416000,"Powiat zawierciański",2016,11
"2930",2417000,"Powiat żywiecki",2016,0
"2931",2461000,"Powiat m.Bielsko-Biała",2016,1
"2932",2462000,"Powiat m.Bytom",2016,1
"2933",2463000,"Powiat m.Chorzów",2016,0
"2934",2464000,"Powiat m.Częstochowa",2016,1
"2935",2465000,"Powiat m.Dąbrowa Górnicza",2016,1
"2936",2466000,"Powiat m.Gliwice",2016,2
"2937",2467000,"Powiat m.Jastrzębie-Zdrój",2016,0
"2938",2468000,"Powiat m.Jaworzno",2016,3
"2939",2469000,"Powiat m.Katowice",2016,3
"2940",2470000,"Powiat m.Mysłowice",2016,0
"2941",2471000,"Powiat m.Piekary Śląskie",2016,22
"2942",2472000,"Powiat m.Ruda Śląska",2016,0
"2943",2473000,"Powiat m.Rybnik",2016,0
"2944",2474000,"Powiat m.Siemianowice Śląskie",2016,0
"2945",2475000,"Powiat m.Sosnowiec",2016,5
"2946",2476000,"Powiat m.Świętochłowice",2016,1
"2947",2477000,"Powiat m.Tychy",2016,0
"2948",2478000,"Powiat m.Zabrze",2016,0
"2949",2479000,"Powiat m.Żory",2016,13
"2950",2601000,"Powiat buski",2016,2
"2951",2602000,"Powiat jędrzejowski",2016,10
"2952",2603000,"Powiat kazimierski",2016,1
"2953",2604000,"Powiat kielecki",2016,14
"2954",2605000,"Powiat konecki",2016,9
"2955",2606000,"Powiat opatowski",2016,4
"2956",2607000,"Powiat ostrowiecki",2016,0
"2957",2608000,"Powiat pińczowski",2016,3
"2958",2609000,"Powiat sandomierski",2016,0
"2959",2610000,"Powiat skarżyski",2016,3
"2960",2611000,"Powiat starachowicki",2016,1
"2961",2612000,"Powiat staszowski",2016,3
"2962",2613000,"Powiat włoszczowski",2016,2
"2963",2661000,"Powiat m.Kielce",2016,1
"2964",2801000,"Powiat bartoszycki",2016,1
"2965",2802000,"Powiat braniewski",2016,1
"2966",2803000,"Powiat działdowski",2016,3
"2967",2804000,"Powiat elbląski",2016,0
"2968",2805000,"Powiat ełcki",2016,2
"2969",2806000,"Powiat giżycki",2016,2
"2970",2807000,"Powiat iławski",2016,3
"2971",2808000,"Powiat kętrzyński",2016,1
"2972",2809000,"Powiat lidzbarski",2016,5
"2973",2810000,"Powiat mrągowski",2016,3
"2974",2811000,"Powiat nidzicki",2016,2
"2975",2812000,"Powiat nowomiejski",2016,0
"2976",2813000,"Powiat olecki",2016,1
"2977",2814000,"Powiat olsztyński",2016,0
"2978",2815000,"Powiat ostródzki",2016,1
"2979",2816000,"Powiat piski",2016,3
"2980",2817000,"Powiat szczycieński",2016,4
"2981",2818000,"Powiat gołdapski",2016,1
"2982",2819000,"Powiat węgorzewski",2016,1
"2983",2861000,"Powiat m.Elbląg",2016,1
"2984",2862000,"Powiat m.Olsztyn",2016,2
"2985",3001000,"Powiat chodzieski",2016,0
"2986",3002000,"Powiat czarnkowsko-trzcianecki",2016,2
"2987",3003000,"Powiat gnieźnieński",2016,2
"2988",3004000,"Powiat gostyński",2016,0
"2989",3005000,"Powiat grodziski",2016,3
"2990",3006000,"Powiat jarociński",2016,0
"2991",3007000,"Powiat kaliski",2016,0
"2992",3008000,"Powiat kępiński",2016,3
"2993",3009000,"Powiat kolski",2016,2
"2994",3010000,"Powiat koniński",2016,2
"2995",3011000,"Powiat kościański",2016,3
"2996",3012000,"Powiat krotoszyński",2016,3
"2997",3013000,"Powiat leszczyński",2016,0
"2998",3014000,"Powiat międzychodzki",2016,0
"2999",3015000,"Powiat nowotomyski",2016,0
"3000",3016000,"Powiat obornicki",2016,4
"3001",3017000,"Powiat ostrowski",2016,1
"3002",3018000,"Powiat ostrzeszowski",2016,0
"3003",3019000,"Powiat pilski",2016,2
"3004",3020000,"Powiat pleszewski",2016,10
"3005",3021000,"Powiat poznański",2016,1
"3006",3022000,"Powiat rawicki",2016,8
"3007",3023000,"Powiat słupecki",2016,6
"3008",3024000,"Powiat szamotulski",2016,35
"3009",3025000,"Powiat średzki",2016,3
"3010",3026000,"Powiat śremski",2016,0
"3011",3027000,"Powiat turecki",2016,2
"3012",3028000,"Powiat wągrowiecki",2016,1
"3013",3029000,"Powiat wolsztyński",2016,1
"3014",3030000,"Powiat wrzesiński",2016,0
"3015",3031000,"Powiat złotowski",2016,1
"3016",3061000,"Powiat m.Kalisz",2016,1
"3017",3062000,"Powiat m.Konin",2016,0
"3018",3063000,"Powiat m.Leszno",2016,1
"3019",3064000,"Powiat m.Poznań",2016,3
"3020",3201000,"Powiat białogardzki",2016,1
"3021",3202000,"Powiat choszczeński",2016,1
"3022",3203000,"Powiat drawski",2016,2
"3023",3204000,"Powiat goleniowski",2016,0
"3024",3205000,"Powiat gryficki",2016,2
"3025",3206000,"Powiat gryfiński",2016,4
"3026",3207000,"Powiat kamieński",2016,2
"3027",3208000,"Powiat kołobrzeski",2016,1
"3028",3209000,"Powiat koszaliński",2016,0
"3029",3210000,"Powiat myśliborski",2016,1
"3030",3211000,"Powiat policki",2016,1
"3031",3212000,"Powiat pyrzycki",2016,3
"3032",3213000,"Powiat sławieński",2016,1
"3033",3214000,"Powiat stargardzki",2016,2
"3034",3215000,"Powiat szczecinecki",2016,0
"3035",3216000,"Powiat świdwiński",2016,14
"3036",3217000,"Powiat wałecki",2016,7
"3037",3218000,"Powiat łobeski",2016,4
"3038",3261000,"Powiat m.Koszalin",2016,3
"3039",3262000,"Powiat m.Szczecin",2016,0
"3040",3263000,"Powiat m.Świnoujście",2016,4
"3041",201000,"Powiat bolesławiecki",2017,3
"3042",202000,"Powiat dzierżoniowski",2017,1
