"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_izb_w_1_mieszkaniu"
"24032",1001000,"Powiat bełchatowski",2011,4.01
"24033",1002000,"Powiat kutnowski",2011,3.58
"24034",1003000,"Powiat łaski",2011,3.85
"24035",1004000,"Powiat łęczycki",2011,3.81
"24036",1005000,"Powiat łowicki",2011,4.16
"24037",1006000,"Powiat łódzki wschodni",2011,4.24
"24038",1007000,"Powiat opoczyński",2011,3.84
"24039",1008000,"Powiat pabianicki",2011,3.49
"24040",1009000,"Powiat pajęczański",2011,4.26
"24041",1010000,"Powiat piotrkowski",2011,4.19
"24042",1011000,"Powiat poddębicki",2011,3.89
"24043",1012000,"Powiat radomszczański",2011,3.77
"24044",1013000,"Powiat rawski",2011,3.83
"24045",1014000,"Powiat sieradzki",2011,3.97
"24046",1015000,"Powiat skierniewicki",2011,4.16
"24047",1016000,"Powiat tomaszowski",2011,3.67
"24048",1017000,"Powiat wieluński",2011,4.22
"24049",1018000,"Powiat wieruszowski",2011,4.51
"24050",1019000,"Powiat zduńskowolski",2011,3.71
"24051",1020000,"Powiat zgierski",2011,3.61
"24052",1021000,"Powiat brzeziński",2011,3.8
"24053",1061000,"Powiat m.Łódź",2011,3.07
"24054",1062000,"Powiat m.Piotrków Trybunalski",2011,3.49
"24055",1063000,"Powiat m.Skierniewice",2011,3.74
"24056",1201000,"Powiat bocheński",2011,4.33
"24057",1202000,"Powiat brzeski",2011,4.23
"24058",1203000,"Powiat chrzanowski",2011,3.93
"24059",1204000,"Powiat dąbrowski",2011,4.14
"24060",1205000,"Powiat gorlicki",2011,4.12
"24061",1206000,"Powiat krakowski",2011,4.36
"24062",1207000,"Powiat limanowski",2011,4.21
"24063",1208000,"Powiat miechowski",2011,3.91
"24064",1209000,"Powiat myślenicki",2011,4.43
"24065",1210000,"Powiat nowosądecki",2011,4.22
"24066",1211000,"Powiat nowotarski",2011,4.43
"24067",1212000,"Powiat olkuski",2011,4.1
"24068",1213000,"Powiat oświęcimski",2011,4.04
"24069",1214000,"Powiat proszowicki",2011,4.36
"24070",1215000,"Powiat suski",2011,4.4
"24071",1216000,"Powiat tarnowski",2011,4.29
"24072",1217000,"Powiat tatrzański",2011,4.71
"24073",1218000,"Powiat wadowicki",2011,4.26
"24074",1219000,"Powiat wielicki",2011,4.48
"24075",1261000,"Powiat m.Kraków",2011,3.2
"24076",1262000,"Powiat m.Nowy Sącz",2011,3.88
"24077",1263000,"Powiat m.Tarnów",2011,3.58
"24078",1401000,"Powiat białobrzeski",2011,3.76
"24079",1402000,"Powiat ciechanowski",2011,3.94
"24080",1403000,"Powiat garwoliński",2011,4.05
"24081",1404000,"Powiat gostyniński",2011,3.93
"24082",1405000,"Powiat grodziski",2011,4.09
"24083",1406000,"Powiat grójecki",2011,3.74
"24084",1407000,"Powiat kozienicki",2011,3.77
"24085",1408000,"Powiat legionowski",2011,4.12
"24086",1409000,"Powiat lipski",2011,3.65
"24087",1410000,"Powiat łosicki",2011,4.08
"24088",1411000,"Powiat makowski",2011,4.07
"24089",1412000,"Powiat miński",2011,3.92
"24090",1413000,"Powiat mławski",2011,3.94
"24091",1414000,"Powiat nowodworski",2011,3.78
"24092",1415000,"Powiat ostrołęcki",2011,4.45
"24093",1416000,"Powiat ostrowski",2011,4.05
"24094",1417000,"Powiat otwocki",2011,3.88
"24095",1418000,"Powiat piaseczyński",2011,4.05
"24096",1419000,"Powiat płocki",2011,4.26
"24097",1420000,"Powiat płoński",2011,3.88
"24098",1421000,"Powiat pruszkowski",2011,4.05
"24099",1422000,"Powiat przasnyski",2011,4.09
"24100",1423000,"Powiat przysuski",2011,3.62
"24101",1424000,"Powiat pułtuski",2011,4.01
"24102",1425000,"Powiat radomski",2011,3.8
"24103",1426000,"Powiat siedlecki",2011,4.13
"24104",1427000,"Powiat sierpecki",2011,4.08
"24105",1428000,"Powiat sochaczewski",2011,3.9
"24106",1429000,"Powiat sokołowski",2011,3.99
"24107",1430000,"Powiat szydłowiecki",2011,3.76
"24108",1432000,"Powiat warszawski zachodni",2011,4.49
"24109",1433000,"Powiat węgrowski",2011,3.89
"24110",1434000,"Powiat wołomiński",2011,4.08
"24111",1435000,"Powiat wyszkowski",2011,4.09
"24112",1436000,"Powiat zwoleński",2011,3.78
"24113",1437000,"Powiat żuromiński",2011,4.37
"24114",1438000,"Powiat żyrardowski",2011,3.42
"24115",1461000,"Powiat m.Ostrołęka",2011,4.08
"24116",1462000,"Powiat m.Płock",2011,3.53
"24117",1463000,"Powiat m.Radom",2011,3.38
"24118",1464000,"Powiat m.Siedlce",2011,3.67
"24119",1465000,"Powiat m. st. Warszawa",2011,3.21
"24120",1601000,"Powiat brzeski",2011,3.75
"24121",1602000,"Powiat głubczycki",2011,3.95
"24122",1603000,"Powiat kędzierzyńsko-kozielski",2011,4.05
"24123",1604000,"Powiat kluczborski",2011,4.05
"24124",1605000,"Powiat krapkowicki",2011,4.55
"24125",1606000,"Powiat namysłowski",2011,4.05
"24126",1607000,"Powiat nyski",2011,3.97
"24127",1608000,"Powiat oleski",2011,4.61
"24128",1609000,"Powiat opolski",2011,4.89
"24129",1610000,"Powiat prudnicki",2011,4.22
"24130",1611000,"Powiat strzelecki",2011,4.55
"24131",1661000,"Powiat m.Opole",2011,3.76
"24132",1801000,"Powiat bieszczadzki",2011,3.9
"24133",1802000,"Powiat brzozowski",2011,4.21
"24134",1803000,"Powiat dębicki",2011,4.09
"24135",1804000,"Powiat jarosławski",2011,4.03
"24136",1805000,"Powiat jasielski",2011,4.08
"24137",1806000,"Powiat kolbuszowski",2011,4.17
"24138",1807000,"Powiat krośnieński",2011,4.58
"24139",1808000,"Powiat leżajski",2011,4.09
"24140",1809000,"Powiat lubaczowski",2011,4.1
"24141",1810000,"Powiat łańcucki",2011,4.35
"24142",1811000,"Powiat mielecki",2011,3.99
"24143",1812000,"Powiat niżański",2011,4.28
"24144",1813000,"Powiat przemyski",2011,4.23
"24145",1814000,"Powiat przeworski",2011,4.07
"24146",1815000,"Powiat ropczycko-sędziszowski",2011,4.06
"24147",1816000,"Powiat rzeszowski",2011,4.33
"24148",1817000,"Powiat sanocki",2011,4.02
"24149",1818000,"Powiat stalowowolski",2011,3.87
"24150",1819000,"Powiat strzyżowski",2011,4.3
"24151",1820000,"Powiat tarnobrzeski",2011,4.1
"24152",1821000,"Powiat leski",2011,4.36
"24153",1861000,"Powiat m.Krosno",2011,3.93
"24154",1862000,"Powiat m.Przemyśl",2011,3.4
"24155",1863000,"Powiat m.Rzeszów",2011,3.74
"24156",1864000,"Powiat m.Tarnobrzeg",2011,3.69
"24157",2001000,"Powiat augustowski",2011,4.23
"24158",2002000,"Powiat białostocki",2011,4.23
"24159",2003000,"Powiat bielski",2011,4.1
"24160",2004000,"Powiat grajewski",2011,4.04
"24161",2005000,"Powiat hajnowski",2011,3.84
"24162",2006000,"Powiat kolneński",2011,4.18
"24163",2007000,"Powiat łomżyński",2011,4.52
"24164",2008000,"Powiat moniecki",2011,4.33
"24165",2009000,"Powiat sejneński",2011,4.39
"24166",2010000,"Powiat siemiatycki",2011,4.26
"24167",2011000,"Powiat sokólski",2011,4.09
"24168",2012000,"Powiat suwalski",2011,4.43
"24169",2013000,"Powiat wysokomazowiecki",2011,4.62
"24170",2014000,"Powiat zambrowski",2011,4.13
"24171",2061000,"Powiat m.Białystok",2011,3.63
"24172",2062000,"Powiat m.Łomża",2011,3.88
"24173",2063000,"Powiat m.Suwałki",2011,3.77
"24174",2201000,"Powiat bytowski",2011,4.2
"24175",2202000,"Powiat chojnicki",2011,4.24
"24176",2203000,"Powiat człuchowski",2011,3.98
"24177",2204000,"Powiat gdański",2011,4.22
"24178",2205000,"Powiat kartuski",2011,4.69
"24179",2206000,"Powiat kościerski",2011,4.39
"24180",2207000,"Powiat kwidzyński",2011,3.85
"24181",2208000,"Powiat lęborski",2011,3.98
"24182",2209000,"Powiat malborski",2011,3.73
"24183",2210000,"Powiat nowodworski",2011,4.17
"24184",2211000,"Powiat pucki",2011,4.91
"24185",2212000,"Powiat słupski",2011,3.98
"24186",2213000,"Powiat starogardzki",2011,4.05
"24187",2214000,"Powiat tczewski",2011,3.69
"24188",2215000,"Powiat wejherowski",2011,3.98
"24189",2216000,"Powiat sztumski",2011,3.85
"24190",2261000,"Powiat m.Gdańsk",2011,3.39
"24191",2262000,"Powiat m.Gdynia",2011,3.46
"24192",2263000,"Powiat m.Słupsk",2011,3.52
"24193",2264000,"Powiat m.Sopot",2011,3.47
"24194",2401000,"Powiat będziński",2011,3.77
"24195",2402000,"Powiat bielski",2011,4.43
"24196",2403000,"Powiat cieszyński",2011,4.55
"24197",2404000,"Powiat częstochowski",2011,4.06
"24198",2405000,"Powiat gliwicki",2011,4.11
"24199",2406000,"Powiat kłobucki",2011,4.42
"24200",2407000,"Powiat lubliniecki",2011,4.53
"24201",2408000,"Powiat mikołowski",2011,4.19
"24202",2409000,"Powiat myszkowski",2011,4.09
"24203",2410000,"Powiat pszczyński",2011,4.75
"24204",2411000,"Powiat raciborski",2011,4.45
"24205",2412000,"Powiat rybnicki",2011,4.57
"24206",2413000,"Powiat tarnogórski",2011,4.23
"24207",2414000,"Powiat bieruńsko-lędziński",2011,4.5
"24208",2415000,"Powiat wodzisławski",2011,4.54
"24209",2416000,"Powiat zawierciański",2011,3.78
"24210",2417000,"Powiat żywiecki",2011,4.22
"24211",2461000,"Powiat m.Bielsko-Biała",2011,3.66
"24212",2462000,"Powiat m.Bytom",2011,3.19
"24213",2463000,"Powiat m.Chorzów",2011,3
"24214",2464000,"Powiat m.Częstochowa",2011,3.33
"24215",2465000,"Powiat m.Dąbrowa Górnicza",2011,3.39
"24216",2466000,"Powiat m.Gliwice",2011,3.49
"24217",2467000,"Powiat m.Jastrzębie-Zdrój",2011,3.62
"24218",2468000,"Powiat m.Jaworzno",2011,3.58
"24219",2469000,"Powiat m.Katowice",2011,3.35
"24220",2470000,"Powiat m.Mysłowice",2011,3.64
"24221",2471000,"Powiat m.Piekary Śląskie",2011,3.56
"24222",2472000,"Powiat m.Ruda Śląska",2011,3.19
"24223",2473000,"Powiat m.Rybnik",2011,4.04
"24224",2474000,"Powiat m.Siemianowice Śląskie",2011,3.16
"24225",2475000,"Powiat m.Sosnowiec",2011,3.24
"24226",2476000,"Powiat m.Świętochłowice",2011,3.04
"24227",2477000,"Powiat m.Tychy",2011,3.64
"24228",2478000,"Powiat m.Zabrze",2011,3.26
"24229",2479000,"Powiat m.Żory",2011,3.76
"24230",2601000,"Powiat buski",2011,4.08
"24231",2602000,"Powiat jędrzejowski",2011,3.78
"24232",2603000,"Powiat kazimierski",2011,4.22
"24233",2604000,"Powiat kielecki",2011,4.11
"24234",2605000,"Powiat konecki",2011,3.63
"24235",2606000,"Powiat opatowski",2011,3.54
"24236",2607000,"Powiat ostrowiecki",2011,3.65
"24237",2608000,"Powiat pińczowski",2011,3.93
"24238",2609000,"Powiat sandomierski",2011,3.95
"24239",2610000,"Powiat skarżyski",2011,3.59
"24240",2611000,"Powiat starachowicki",2011,3.65
"24241",2612000,"Powiat staszowski",2011,4.05
"24242",2613000,"Powiat włoszczowski",2011,3.77
"24243",2661000,"Powiat m.Kielce",2011,3.34
"24244",2801000,"Powiat bartoszycki",2011,3.65
"24245",2802000,"Powiat braniewski",2011,3.66
"24246",2803000,"Powiat działdowski",2011,4.03
"24247",2804000,"Powiat elbląski",2011,3.86
"24248",2805000,"Powiat ełcki",2011,3.74
"24249",2806000,"Powiat giżycki",2011,3.85
"24250",2807000,"Powiat iławski",2011,3.88
"24251",2808000,"Powiat kętrzyński",2011,3.58
"24252",2809000,"Powiat lidzbarski",2011,3.69
"24253",2810000,"Powiat mrągowski",2011,3.96
"24254",2811000,"Powiat nidzicki",2011,3.82
"24255",2812000,"Powiat nowomiejski",2011,4.14
"24256",2813000,"Powiat olecki",2011,3.84
"24257",2814000,"Powiat olsztyński",2011,4.06
"24258",2815000,"Powiat ostródzki",2011,3.74
"24259",2816000,"Powiat piski",2011,3.88
"24260",2817000,"Powiat szczycieński",2011,4.06
"24261",2818000,"Powiat gołdapski",2011,3.88
"24262",2819000,"Powiat węgorzewski",2011,3.9
"24263",2861000,"Powiat m.Elbląg",2011,3.47
"24264",2862000,"Powiat m.Olsztyn",2011,3.51
"24265",3001000,"Powiat chodzieski",2011,4.16
"24266",3002000,"Powiat czarnkowsko-trzcianecki",2011,4.17
"24267",3003000,"Powiat gnieźnieński",2011,3.8
"24268",3004000,"Powiat gostyński",2011,4.41
"24269",3005000,"Powiat grodziski",2011,4.43
"24270",3006000,"Powiat jarociński",2011,4.35
"24271",3007000,"Powiat kaliski",2011,4.54
"24272",3008000,"Powiat kępiński",2011,4.58
"24273",3009000,"Powiat kolski",2011,4.03
"24274",3010000,"Powiat koniński",2011,4.54
"24275",3011000,"Powiat kościański",2011,4.19
"24276",3012000,"Powiat krotoszyński",2011,4.39
"24277",3013000,"Powiat leszczyński",2011,4.76
"24278",3014000,"Powiat międzychodzki",2011,4.02
"24279",3015000,"Powiat nowotomyski",2011,4.29
"24280",3016000,"Powiat obornicki",2011,4.04
"24281",3017000,"Powiat ostrowski",2011,4.28
"24282",3018000,"Powiat ostrzeszowski",2011,4.67
"24283",3019000,"Powiat pilski",2011,3.96
"24284",3020000,"Powiat pleszewski",2011,4.43
"24285",3021000,"Powiat poznański",2011,4.42
"24286",3022000,"Powiat rawicki",2011,4.25
"24287",3023000,"Powiat słupecki",2011,4.23
"24288",3024000,"Powiat szamotulski",2011,4.13
"24289",3025000,"Powiat średzki",2011,4.08
"24290",3026000,"Powiat śremski",2011,4.01
"24291",3027000,"Powiat turecki",2011,4.2
"24292",3028000,"Powiat wągrowiecki",2011,4.06
"24293",3029000,"Powiat wolsztyński",2011,4.54
"24294",3030000,"Powiat wrzesiński",2011,4.11
"24295",3031000,"Powiat złotowski",2011,4.1
"24296",3061000,"Powiat m.Kalisz",2011,3.43
"24297",3062000,"Powiat m.Konin",2011,3.71
"24298",3063000,"Powiat m.Leszno",2011,3.96
"24299",3064000,"Powiat m.Poznań",2011,3.53
"24300",3201000,"Powiat białogardzki",2011,3.77
"24301",3202000,"Powiat choszczeński",2011,3.84
"24302",3203000,"Powiat drawski",2011,3.83
"24303",3204000,"Powiat goleniowski",2011,3.95
"24304",3205000,"Powiat gryficki",2011,4.02
"24305",3206000,"Powiat gryfiński",2011,3.91
"24306",3207000,"Powiat kamieński",2011,4.05
"24307",3208000,"Powiat kołobrzeski",2011,4.09
"24308",3209000,"Powiat koszaliński",2011,4.36
"24309",3210000,"Powiat myśliborski",2011,3.94
"24310",3211000,"Powiat policki",2011,4.48
"24311",3212000,"Powiat pyrzycki",2011,3.9
"24312",3213000,"Powiat sławieński",2011,4.2
"24313",3214000,"Powiat stargardzki",2011,3.79
"24314",3215000,"Powiat szczecinecki",2011,3.74
"24315",3216000,"Powiat świdwiński",2011,3.79
"24316",3217000,"Powiat wałecki",2011,3.81
"24317",3218000,"Powiat łobeski",2011,3.78
"24318",3261000,"Powiat m.Koszalin",2011,3.64
"24319",3262000,"Powiat m.Szczecin",2011,3.62
"24320",3263000,"Powiat m.Świnoujście",2011,3.83
"24321",201000,"Powiat bolesławiecki",2012,4.09
"24322",202000,"Powiat dzierżoniowski",2012,3.48
"24323",203000,"Powiat głogowski",2012,3.75
"24324",204000,"Powiat górowski",2012,3.98
"24325",205000,"Powiat jaworski",2012,3.89
"24326",206000,"Powiat jeleniogórski",2012,4.06
"24327",207000,"Powiat kamiennogórski",2012,3.42
"24328",208000,"Powiat kłodzki",2012,3.58
"24329",209000,"Powiat legnicki",2012,4.28
"24330",210000,"Powiat lubański",2012,3.95
"24331",211000,"Powiat lubiński",2012,3.74
"24332",212000,"Powiat lwówecki",2012,4.01
"24333",213000,"Powiat milicki",2012,4.22
"24334",214000,"Powiat oleśnicki",2012,4.01
"24335",215000,"Powiat oławski",2012,4.04
"24336",216000,"Powiat polkowicki",2012,3.91
"24337",217000,"Powiat strzeliński",2012,4.01
"24338",218000,"Powiat średzki",2012,4.36
"24339",219000,"Powiat świdnicki",2012,3.61
"24340",220000,"Powiat trzebnicki",2012,4.31
"24341",221000,"Powiat wałbrzyski",2012,3.18
"24342",222000,"Powiat wołowski",2012,3.89
"24343",223000,"Powiat wrocławski",2012,4.85
"24344",224000,"Powiat ząbkowicki",2012,3.85
"24345",225000,"Powiat zgorzelecki",2012,3.86
"24346",226000,"Powiat złotoryjski",2012,3.94
"24347",261000,"Powiat m.Jelenia Góra",2012,3.55
"24348",262000,"Powiat m.Legnica",2012,3.51
"24349",264000,"Powiat m.Wrocław",2012,3.94
"24350",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"24351",401000,"Powiat aleksandrowski",2012,4.07
"24352",402000,"Powiat brodnicki",2012,4.05
"24353",403000,"Powiat bydgoski",2012,4.32
"24354",404000,"Powiat chełmiński",2012,3.76
"24355",405000,"Powiat golubsko-dobrzyński",2012,3.95
"24356",406000,"Powiat grudziądzki",2012,4.05
"24357",407000,"Powiat inowrocławski",2012,3.62
"24358",408000,"Powiat lipnowski",2012,3.98
"24359",409000,"Powiat mogileński",2012,4.01
"24360",410000,"Powiat nakielski",2012,3.85
"24361",411000,"Powiat radziejowski",2012,4.18
"24362",412000,"Powiat rypiński",2012,3.95
"24363",413000,"Powiat sępoleński",2012,4.04
"24364",414000,"Powiat świecki",2012,3.99
"24365",415000,"Powiat toruński",2012,4.24
"24366",416000,"Powiat tucholski",2012,4.34
"24367",417000,"Powiat wąbrzeski",2012,3.82
"24368",418000,"Powiat włocławski",2012,3.97
"24369",419000,"Powiat żniński",2012,3.95
"24370",461000,"Powiat m.Bydgoszcz",2012,3.45
"24371",462000,"Powiat m.Grudziądz",2012,3.44
"24372",463000,"Powiat m.Toruń",2012,3.5
"24373",464000,"Powiat m.Włocławek",2012,3.41
"24374",601000,"Powiat bialski",2012,4.05
"24375",602000,"Powiat biłgorajski",2012,4.14
"24376",603000,"Powiat chełmski",2012,3.61
"24377",604000,"Powiat hrubieszowski",2012,3.71
"24378",605000,"Powiat janowski",2012,4.01
"24379",606000,"Powiat krasnostawski",2012,3.75
"24380",607000,"Powiat kraśnicki",2012,3.94
"24381",608000,"Powiat lubartowski",2012,3.9
"24382",609000,"Powiat lubelski",2012,4.18
"24383",610000,"Powiat łęczyński",2012,3.9
"24384",611000,"Powiat łukowski",2012,3.94
"24385",612000,"Powiat opolski",2012,3.69
"24386",613000,"Powiat parczewski",2012,3.87
"24387",614000,"Powiat puławski",2012,3.78
"24388",615000,"Powiat radzyński",2012,4.07
"24389",616000,"Powiat rycki",2012,3.82
"24390",617000,"Powiat świdnicki",2012,3.62
"24391",618000,"Powiat tomaszowski",2012,3.99
"24392",619000,"Powiat włodawski",2012,3.84
"24393",620000,"Powiat zamojski",2012,3.92
"24394",661000,"Powiat m.Biała Podlaska",2012,3.9
"24395",662000,"Powiat m.Chełm",2012,3.63
"24396",663000,"Powiat m.Lublin",2012,3.59
"24397",664000,"Powiat m.Zamość",2012,3.74
"24398",801000,"Powiat gorzowski",2012,4.41
"24399",802000,"Powiat krośnieński",2012,4.02
"24400",803000,"Powiat międzyrzecki",2012,3.96
"24401",804000,"Powiat nowosolski",2012,3.78
"24402",805000,"Powiat słubicki",2012,3.93
"24403",806000,"Powiat strzelecko-drezdenecki",2012,4.04
"24404",807000,"Powiat sulęciński",2012,4.11
"24405",808000,"Powiat świebodziński",2012,3.94
"24406",809000,"Powiat zielonogórski",2012,4.34
"24407",810000,"Powiat żagański",2012,3.8
"24408",811000,"Powiat żarski",2012,3.91
"24409",812000,"Powiat wschowski",2012,4.15
"24410",861000,"Powiat m.Gorzów Wielkopolski",2012,4.04
"24411",862000,"Powiat m.Zielona Góra",2012,3.63
"24412",1001000,"Powiat bełchatowski",2012,4.02
"24413",1002000,"Powiat kutnowski",2012,3.58
"24414",1003000,"Powiat łaski",2012,3.86
"24415",1004000,"Powiat łęczycki",2012,3.82
"24416",1005000,"Powiat łowicki",2012,4.17
"24417",1006000,"Powiat łódzki wschodni",2012,4.25
"24418",1007000,"Powiat opoczyński",2012,3.85
"24419",1008000,"Powiat pabianicki",2012,3.5
"24420",1009000,"Powiat pajęczański",2012,4.25
"24421",1010000,"Powiat piotrkowski",2012,4.2
"24422",1011000,"Powiat poddębicki",2012,3.9
"24423",1012000,"Powiat radomszczański",2012,3.78
"24424",1013000,"Powiat rawski",2012,3.83
"24425",1014000,"Powiat sieradzki",2012,3.97
"24426",1015000,"Powiat skierniewicki",2012,4.18
"24427",1016000,"Powiat tomaszowski",2012,3.68
"24428",1017000,"Powiat wieluński",2012,4.22
"24429",1018000,"Powiat wieruszowski",2012,4.52
"24430",1019000,"Powiat zduńskowolski",2012,3.72
"24431",1020000,"Powiat zgierski",2012,3.62
"24432",1021000,"Powiat brzeziński",2012,3.81
"24433",1061000,"Powiat m.Łódź",2012,3.07
"24434",1062000,"Powiat m.Piotrków Trybunalski",2012,3.49
"24435",1063000,"Powiat m.Skierniewice",2012,3.74
"24436",1201000,"Powiat bocheński",2012,4.35
"24437",1202000,"Powiat brzeski",2012,4.24
"24438",1203000,"Powiat chrzanowski",2012,3.94
"24439",1204000,"Powiat dąbrowski",2012,4.15
"24440",1205000,"Powiat gorlicki",2012,4.14
"24441",1206000,"Powiat krakowski",2012,4.39
"24442",1207000,"Powiat limanowski",2012,4.23
"24443",1208000,"Powiat miechowski",2012,3.92
"24444",1209000,"Powiat myślenicki",2012,4.44
"24445",1210000,"Powiat nowosądecki",2012,4.23
"24446",1211000,"Powiat nowotarski",2012,4.45
"24447",1212000,"Powiat olkuski",2012,4.11
"24448",1213000,"Powiat oświęcimski",2012,4.05
"24449",1214000,"Powiat proszowicki",2012,4.37
"24450",1215000,"Powiat suski",2012,4.41
"24451",1216000,"Powiat tarnowski",2012,4.31
"24452",1217000,"Powiat tatrzański",2012,4.71
"24453",1218000,"Powiat wadowicki",2012,4.27
"24454",1219000,"Powiat wielicki",2012,4.5
"24455",1261000,"Powiat m.Kraków",2012,3.19
"24456",1262000,"Powiat m.Nowy Sącz",2012,3.88
"24457",1263000,"Powiat m.Tarnów",2012,3.58
"24458",1401000,"Powiat białobrzeski",2012,3.78
"24459",1402000,"Powiat ciechanowski",2012,3.95
"24460",1403000,"Powiat garwoliński",2012,4.06
"24461",1404000,"Powiat gostyniński",2012,3.93
"24462",1405000,"Powiat grodziski",2012,4.11
"24463",1406000,"Powiat grójecki",2012,3.75
"24464",1407000,"Powiat kozienicki",2012,3.78
"24465",1408000,"Powiat legionowski",2012,4.13
"24466",1409000,"Powiat lipski",2012,3.66
"24467",1410000,"Powiat łosicki",2012,4.08
"24468",1411000,"Powiat makowski",2012,4.07
"24469",1412000,"Powiat miński",2012,3.92
"24470",1413000,"Powiat mławski",2012,3.94
"24471",1414000,"Powiat nowodworski",2012,3.8
"24472",1415000,"Powiat ostrołęcki",2012,4.47
"24473",1416000,"Powiat ostrowski",2012,4.05
"24474",1417000,"Powiat otwocki",2012,3.88
"24475",1418000,"Powiat piaseczyński",2012,4.05
"24476",1419000,"Powiat płocki",2012,4.27
"24477",1420000,"Powiat płoński",2012,3.88
"24478",1421000,"Powiat pruszkowski",2012,4.06
"24479",1422000,"Powiat przasnyski",2012,4.1
"24480",1423000,"Powiat przysuski",2012,3.63
"24481",1424000,"Powiat pułtuski",2012,4.01
"24482",1425000,"Powiat radomski",2012,3.82
"24483",1426000,"Powiat siedlecki",2012,4.14
"24484",1427000,"Powiat sierpecki",2012,4.08
"24485",1428000,"Powiat sochaczewski",2012,3.9
"24486",1429000,"Powiat sokołowski",2012,4
"24487",1430000,"Powiat szydłowiecki",2012,3.77
"24488",1432000,"Powiat warszawski zachodni",2012,4.47
"24489",1433000,"Powiat węgrowski",2012,3.9
"24490",1434000,"Powiat wołomiński",2012,4.08
"24491",1435000,"Powiat wyszkowski",2012,4.11
"24492",1436000,"Powiat zwoleński",2012,3.8
"24493",1437000,"Powiat żuromiński",2012,4.37
"24494",1438000,"Powiat żyrardowski",2012,3.43
"24495",1461000,"Powiat m.Ostrołęka",2012,4.08
"24496",1462000,"Powiat m.Płock",2012,3.52
"24497",1463000,"Powiat m.Radom",2012,3.38
"24498",1464000,"Powiat m.Siedlce",2012,3.66
"24499",1465000,"Powiat m. st. Warszawa",2012,3.2
"24500",1601000,"Powiat brzeski",2012,3.75
"24501",1602000,"Powiat głubczycki",2012,3.95
"24502",1603000,"Powiat kędzierzyńsko-kozielski",2012,4.06
"24503",1604000,"Powiat kluczborski",2012,4.05
"24504",1605000,"Powiat krapkowicki",2012,4.55
"24505",1606000,"Powiat namysłowski",2012,4.06
"24506",1607000,"Powiat nyski",2012,3.98
"24507",1608000,"Powiat oleski",2012,4.61
"24508",1609000,"Powiat opolski",2012,4.9
"24509",1610000,"Powiat prudnicki",2012,4.23
"24510",1611000,"Powiat strzelecki",2012,4.55
"24511",1661000,"Powiat m.Opole",2012,3.76
"24512",1801000,"Powiat bieszczadzki",2012,3.91
"24513",1802000,"Powiat brzozowski",2012,4.22
"24514",1803000,"Powiat dębicki",2012,4.1
"24515",1804000,"Powiat jarosławski",2012,4.04
"24516",1805000,"Powiat jasielski",2012,4.09
"24517",1806000,"Powiat kolbuszowski",2012,4.18
"24518",1807000,"Powiat krośnieński",2012,4.59
"24519",1808000,"Powiat leżajski",2012,4.1
"24520",1809000,"Powiat lubaczowski",2012,4.1
"24521",1810000,"Powiat łańcucki",2012,4.36
"24522",1811000,"Powiat mielecki",2012,4
"24523",1812000,"Powiat niżański",2012,4.29
"24524",1813000,"Powiat przemyski",2012,4.24
"24525",1814000,"Powiat przeworski",2012,4.08
"24526",1815000,"Powiat ropczycko-sędziszowski",2012,4.06
"24527",1816000,"Powiat rzeszowski",2012,4.35
"24528",1817000,"Powiat sanocki",2012,4.03
"24529",1818000,"Powiat stalowowolski",2012,3.87
"24530",1819000,"Powiat strzyżowski",2012,4.3
"24531",1820000,"Powiat tarnobrzeski",2012,4.11
"24532",1821000,"Powiat leski",2012,4.37
"24533",1861000,"Powiat m.Krosno",2012,3.93
"24534",1862000,"Powiat m.Przemyśl",2012,3.41
"24535",1863000,"Powiat m.Rzeszów",2012,3.73
"24536",1864000,"Powiat m.Tarnobrzeg",2012,3.69
"24537",2001000,"Powiat augustowski",2012,4.24
"24538",2002000,"Powiat białostocki",2012,4.25
"24539",2003000,"Powiat bielski",2012,4.11
"24540",2004000,"Powiat grajewski",2012,4.05
"24541",2005000,"Powiat hajnowski",2012,3.85
"24542",2006000,"Powiat kolneński",2012,4.18
"24543",2007000,"Powiat łomżyński",2012,4.53
"24544",2008000,"Powiat moniecki",2012,4.33
"24545",2009000,"Powiat sejneński",2012,4.4
"24546",2010000,"Powiat siemiatycki",2012,4.26
"24547",2011000,"Powiat sokólski",2012,4.09
"24548",2012000,"Powiat suwalski",2012,4.44
"24549",2013000,"Powiat wysokomazowiecki",2012,4.62
"24550",2014000,"Powiat zambrowski",2012,4.14
"24551",2061000,"Powiat m.Białystok",2012,3.63
"24552",2062000,"Powiat m.Łomża",2012,3.88
"24553",2063000,"Powiat m.Suwałki",2012,3.77
"24554",2201000,"Powiat bytowski",2012,4.2
"24555",2202000,"Powiat chojnicki",2012,4.24
"24556",2203000,"Powiat człuchowski",2012,3.99
"24557",2204000,"Powiat gdański",2012,4.21
"24558",2205000,"Powiat kartuski",2012,4.69
"24559",2206000,"Powiat kościerski",2012,4.4
"24560",2207000,"Powiat kwidzyński",2012,3.86
"24561",2208000,"Powiat lęborski",2012,3.99
"24562",2209000,"Powiat malborski",2012,3.74
"24563",2210000,"Powiat nowodworski",2012,4.18
