"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_izb_w_1_mieszkaniu"
"21586",2803000,"Powiat działdowski",2004,3.86
"21587",2804000,"Powiat elbląski",2004,3.75
"21588",2805000,"Powiat ełcki",2004,3.72
"21589",2806000,"Powiat giżycki",2004,3.81
"21590",2807000,"Powiat iławski",2004,3.79
"21591",2808000,"Powiat kętrzyński",2004,3.55
"21592",2809000,"Powiat lidzbarski",2004,3.61
"21593",2810000,"Powiat mrągowski",2004,3.88
"21594",2811000,"Powiat nidzicki",2004,3.7
"21595",2812000,"Powiat nowomiejski",2004,3.94
"21596",2813000,"Powiat olecki",2004,3.81
"21597",2814000,"Powiat olsztyński",2004,3.9
"21598",2815000,"Powiat ostródzki",2004,3.64
"21599",2816000,"Powiat piski",2004,3.79
"21600",2817000,"Powiat szczycieński",2004,3.88
"21601",2818000,"Powiat gołdapski",2004,3.82
"21602",2819000,"Powiat węgorzewski",2004,3.81
"21603",2861000,"Powiat m.Elbląg",2004,3.46
"21604",2862000,"Powiat m.Olsztyn",2004,3.5
"21605",3001000,"Powiat chodzieski",2004,3.96
"21606",3002000,"Powiat czarnkowsko-trzcianecki",2004,4.04
"21607",3003000,"Powiat gnieźnieński",2004,3.71
"21608",3004000,"Powiat gostyński",2004,4.3
"21609",3005000,"Powiat grodziski",2004,4.3
"21610",3006000,"Powiat jarociński",2004,4.26
"21611",3007000,"Powiat kaliski",2004,4.3
"21612",3008000,"Powiat kępiński",2004,4.42
"21613",3009000,"Powiat kolski",2004,3.86
"21614",3010000,"Powiat koniński",2004,4.3
"21615",3011000,"Powiat kościański",2004,4.09
"21616",3012000,"Powiat krotoszyński",2004,4.28
"21617",3013000,"Powiat leszczyński",2004,4.55
"21618",3014000,"Powiat międzychodzki",2004,3.92
"21619",3015000,"Powiat nowotomyski",2004,4.14
"21620",3016000,"Powiat obornicki",2004,3.91
"21621",3017000,"Powiat ostrowski",2004,4.2
"21622",3018000,"Powiat ostrzeszowski",2004,4.5
"21623",3019000,"Powiat pilski",2004,3.84
"21624",3020000,"Powiat pleszewski",2004,4.3
"21625",3021000,"Powiat poznański",2004,4.26
"21626",3022000,"Powiat rawicki",2004,4.17
"21627",3023000,"Powiat słupecki",2004,4.08
"21628",3024000,"Powiat szamotulski",2004,4.02
"21629",3025000,"Powiat średzki",2004,3.98
"21630",3026000,"Powiat śremski",2004,3.9
"21631",3027000,"Powiat turecki",2004,4.02
"21632",3028000,"Powiat wągrowiecki",2004,3.96
"21633",3029000,"Powiat wolsztyński",2004,4.41
"21634",3030000,"Powiat wrzesiński",2004,4.02
"21635",3031000,"Powiat złotowski",2004,4.01
"21636",3061000,"Powiat m.Kalisz",2004,3.42
"21637",3062000,"Powiat m.Konin",2004,3.68
"21638",3063000,"Powiat m.Leszno",2004,3.91
"21639",3064000,"Powiat m.Poznań",2004,3.48
"21640",3201000,"Powiat białogardzki",2004,3.69
"21641",3202000,"Powiat choszczeński",2004,3.77
"21642",3203000,"Powiat drawski",2004,3.78
"21643",3204000,"Powiat goleniowski",2004,3.8
"21644",3205000,"Powiat gryficki",2004,3.9
"21645",3206000,"Powiat gryfiński",2004,3.8
"21646",3207000,"Powiat kamieński",2004,3.9
"21647",3208000,"Powiat kołobrzeski",2004,3.87
"21648",3209000,"Powiat koszaliński",2004,4.14
"21649",3210000,"Powiat myśliborski",2004,3.87
"21650",3211000,"Powiat policki",2004,3.82
"21651",3212000,"Powiat pyrzycki",2004,3.75
"21652",3213000,"Powiat sławieński",2004,4.06
"21653",3214000,"Powiat stargardzki",2004,3.68
"21654",3215000,"Powiat szczecinecki",2004,3.66
"21655",3216000,"Powiat świdwiński",2004,3.71
"21656",3217000,"Powiat wałecki",2004,3.72
"21657",3218000,"Powiat łobeski",2004,3.71
"21658",3261000,"Powiat m.Koszalin",2004,3.52
"21659",3262000,"Powiat m.Szczecin",2004,3.46
"21660",3263000,"Powiat m.Świnoujście",2004,3.46
"21661",201000,"Powiat bolesławiecki",2005,3.98
"21662",202000,"Powiat dzierżoniowski",2005,3.43
"21663",203000,"Powiat głogowski",2005,3.67
"21664",204000,"Powiat górowski",2005,3.86
"21665",205000,"Powiat jaworski",2005,3.8
"21666",206000,"Powiat jeleniogórski",2005,3.89
"21667",207000,"Powiat kamiennogórski",2005,3.27
"21668",208000,"Powiat kłodzki",2005,3.5
"21669",209000,"Powiat legnicki",2005,4.13
"21670",210000,"Powiat lubański",2005,3.83
"21671",211000,"Powiat lubiński",2005,3.65
"21672",212000,"Powiat lwówecki",2005,3.89
"21673",213000,"Powiat milicki",2005,4.04
"21674",214000,"Powiat oleśnicki",2005,3.86
"21675",215000,"Powiat oławski",2005,3.76
"21676",216000,"Powiat polkowicki",2005,3.82
"21677",217000,"Powiat strzeliński",2005,3.83
"21678",218000,"Powiat średzki",2005,4.06
"21679",219000,"Powiat świdnicki",2005,3.51
"21680",220000,"Powiat trzebnicki",2005,4.09
"21681",221000,"Powiat wałbrzyski",2005,3.13
"21682",222000,"Powiat wołowski",2005,3.79
"21683",223000,"Powiat wrocławski",2005,4.26
"21684",224000,"Powiat ząbkowicki",2005,3.74
"21685",225000,"Powiat zgorzelecki",2005,3.8
"21686",226000,"Powiat złotoryjski",2005,3.83
"21687",261000,"Powiat m.Jelenia Góra",2005,3.53
"21688",262000,"Powiat m.Legnica",2005,3.51
"21689",264000,"Powiat m.Wrocław",2005,3.36
"21690",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"21691",401000,"Powiat aleksandrowski",2005,3.9
"21692",402000,"Powiat brodnicki",2005,3.84
"21693",403000,"Powiat bydgoski",2005,4.01
"21694",404000,"Powiat chełmiński",2005,3.65
"21695",405000,"Powiat golubsko-dobrzyński",2005,3.72
"21696",406000,"Powiat grudziądzki",2005,3.83
"21697",407000,"Powiat inowrocławski",2005,3.57
"21698",408000,"Powiat lipnowski",2005,3.74
"21699",409000,"Powiat mogileński",2005,3.87
"21700",410000,"Powiat nakielski",2005,3.72
"21701",411000,"Powiat radziejowski",2005,3.95
"21702",412000,"Powiat rypiński",2005,3.79
"21703",413000,"Powiat sępoleński",2005,3.93
"21704",414000,"Powiat świecki",2005,3.84
"21705",415000,"Powiat toruński",2005,3.9
"21706",416000,"Powiat tucholski",2005,4.17
"21707",417000,"Powiat wąbrzeski",2005,3.68
"21708",418000,"Powiat włocławski",2005,3.75
"21709",419000,"Powiat żniński",2005,3.81
"21710",461000,"Powiat m.Bydgoszcz",2005,3.43
"21711",462000,"Powiat m.Grudziądz",2005,3.43
"21712",463000,"Powiat m.Toruń",2005,3.46
"21713",464000,"Powiat m.Włocławek",2005,3.35
"21714",601000,"Powiat bialski",2005,3.93
"21715",602000,"Powiat biłgorajski",2005,3.96
"21716",603000,"Powiat chełmski",2005,3.53
"21717",604000,"Powiat hrubieszowski",2005,3.65
"21718",605000,"Powiat janowski",2005,3.82
"21719",606000,"Powiat krasnostawski",2005,3.62
"21720",607000,"Powiat kraśnicki",2005,3.83
"21721",608000,"Powiat lubartowski",2005,3.75
"21722",609000,"Powiat lubelski",2005,3.93
"21723",610000,"Powiat łęczyński",2005,3.71
"21724",611000,"Powiat łukowski",2005,3.82
"21725",612000,"Powiat opolski",2005,3.55
"21726",613000,"Powiat parczewski",2005,3.73
"21727",614000,"Powiat puławski",2005,3.67
"21728",615000,"Powiat radzyński",2005,3.96
"21729",616000,"Powiat rycki",2005,3.68
"21730",617000,"Powiat świdnicki",2005,3.51
"21731",618000,"Powiat tomaszowski",2005,3.89
"21732",619000,"Powiat włodawski",2005,3.76
"21733",620000,"Powiat zamojski",2005,3.79
"21734",661000,"Powiat m.Biała Podlaska",2005,3.85
"21735",662000,"Powiat m.Chełm",2005,3.57
"21736",663000,"Powiat m.Lublin",2005,3.57
"21737",664000,"Powiat m.Zamość",2005,3.73
"21738",801000,"Powiat gorzowski",2005,4.21
"21739",802000,"Powiat krośnieński",2005,3.86
"21740",803000,"Powiat międzyrzecki",2005,3.83
"21741",804000,"Powiat nowosolski",2005,3.68
"21742",805000,"Powiat słubicki",2005,3.79
"21743",806000,"Powiat strzelecko-drezdenecki",2005,3.94
"21744",807000,"Powiat sulęciński",2005,3.95
"21745",808000,"Powiat świebodziński",2005,3.8
"21746",809000,"Powiat zielonogórski",2005,4.11
"21747",810000,"Powiat żagański",2005,3.71
"21748",811000,"Powiat żarski",2005,3.83
"21749",812000,"Powiat wschowski",2005,4
"21750",861000,"Powiat m.Gorzów Wielkopolski",2005,3.57
"21751",862000,"Powiat m.Zielona Góra",2005,3.45
"21752",1001000,"Powiat bełchatowski",2005,3.88
"21753",1002000,"Powiat kutnowski",2005,3.5
"21754",1003000,"Powiat łaski",2005,3.7
"21755",1004000,"Powiat łęczycki",2005,3.7
"21756",1005000,"Powiat łowicki",2005,4.02
"21757",1006000,"Powiat łódzki wschodni",2005,3.91
"21758",1007000,"Powiat opoczyński",2005,3.69
"21759",1008000,"Powiat pabianicki",2005,3.38
"21760",1009000,"Powiat pajęczański",2005,4.11
"21761",1010000,"Powiat piotrkowski",2005,3.96
"21762",1011000,"Powiat poddębicki",2005,3.77
"21763",1012000,"Powiat radomszczański",2005,3.66
"21764",1013000,"Powiat rawski",2005,3.64
"21765",1014000,"Powiat sieradzki",2005,3.87
"21766",1015000,"Powiat skierniewicki",2005,3.94
"21767",1016000,"Powiat tomaszowski",2005,3.55
"21768",1017000,"Powiat wieluński",2005,4.08
"21769",1018000,"Powiat wieruszowski",2005,4.34
"21770",1019000,"Powiat zduńskowolski",2005,3.59
"21771",1020000,"Powiat zgierski",2005,3.48
"21772",1021000,"Powiat brzeziński",2005,3.63
"21773",1061000,"Powiat m.Łódź",2005,3.06
"21774",1062000,"Powiat m.Piotrków Trybunalski",2005,3.44
"21775",1063000,"Powiat m.Skierniewice",2005,3.68
"21776",1201000,"Powiat bocheński",2005,4.22
"21777",1202000,"Powiat brzeski",2005,4.09
"21778",1203000,"Powiat chrzanowski",2005,3.79
"21779",1204000,"Powiat dąbrowski",2005,3.98
"21780",1205000,"Powiat gorlicki",2005,4.01
"21781",1206000,"Powiat krakowski",2005,4.11
"21782",1207000,"Powiat limanowski",2005,4.06
"21783",1208000,"Powiat miechowski",2005,3.74
"21784",1209000,"Powiat myślenicki",2005,4.23
"21785",1210000,"Powiat nowosądecki",2005,4.06
"21786",1211000,"Powiat nowotarski",2005,4.32
"21787",1212000,"Powiat olkuski",2005,3.94
"21788",1213000,"Powiat oświęcimski",2005,3.88
"21789",1214000,"Powiat proszowicki",2005,4.15
"21790",1215000,"Powiat suski",2005,4.17
"21791",1216000,"Powiat tarnowski",2005,4.16
"21792",1217000,"Powiat tatrzański",2005,4.53
"21793",1218000,"Powiat wadowicki",2005,4.09
"21794",1219000,"Powiat wielicki",2005,4.24
"21795",1261000,"Powiat m.Kraków",2005,3.16
"21796",1262000,"Powiat m.Nowy Sącz",2005,3.8
"21797",1263000,"Powiat m.Tarnów",2005,3.55
"21798",1401000,"Powiat białobrzeski",2005,3.59
"21799",1402000,"Powiat ciechanowski",2005,3.8
"21800",1403000,"Powiat garwoliński",2005,3.85
"21801",1404000,"Powiat gostyniński",2005,3.78
"21802",1405000,"Powiat grodziski",2005,3.66
"21803",1406000,"Powiat grójecki",2005,3.6
"21804",1407000,"Powiat kozienicki",2005,3.64
"21805",1408000,"Powiat legionowski",2005,3.97
"21806",1409000,"Powiat lipski",2005,3.52
"21807",1410000,"Powiat łosicki",2005,3.94
"21808",1411000,"Powiat makowski",2005,3.95
"21809",1412000,"Powiat miński",2005,3.73
"21810",1413000,"Powiat mławski",2005,3.8
"21811",1414000,"Powiat nowodworski",2005,3.61
"21812",1415000,"Powiat ostrołęcki",2005,4.26
"21813",1416000,"Powiat ostrowski",2005,3.93
"21814",1417000,"Powiat otwocki",2005,3.72
"21815",1418000,"Powiat piaseczyński",2005,3.67
"21816",1419000,"Powiat płocki",2005,4
"21817",1420000,"Powiat płoński",2005,3.72
"21818",1421000,"Powiat pruszkowski",2005,3.85
"21819",1422000,"Powiat przasnyski",2005,3.93
"21820",1423000,"Powiat przysuski",2005,3.49
"21821",1424000,"Powiat pułtuski",2005,3.82
"21822",1425000,"Powiat radomski",2005,3.63
"21823",1426000,"Powiat siedlecki",2005,3.92
"21824",1427000,"Powiat sierpecki",2005,3.89
"21825",1428000,"Powiat sochaczewski",2005,3.69
"21826",1429000,"Powiat sokołowski",2005,3.83
"21827",1430000,"Powiat szydłowiecki",2005,3.62
"21828",1432000,"Powiat warszawski zachodni",2005,4.23
"21829",1433000,"Powiat węgrowski",2005,3.74
"21830",1434000,"Powiat wołomiński",2005,3.94
"21831",1435000,"Powiat wyszkowski",2005,3.92
"21832",1436000,"Powiat zwoleński",2005,3.61
"21833",1437000,"Powiat żuromiński",2005,4.13
"21834",1438000,"Powiat żyrardowski",2005,3.25
"21835",1461000,"Powiat m.Ostrołęka",2005,4.03
"21836",1462000,"Powiat m.Płock",2005,3.5
"21837",1463000,"Powiat m.Radom",2005,3.33
"21838",1464000,"Powiat m.Siedlce",2005,3.64
"21839",1465000,"Powiat m. st. Warszawa",2005,3.14
"21840",1601000,"Powiat brzeski",2005,3.69
"21841",1602000,"Powiat głubczycki",2005,3.87
"21842",1603000,"Powiat kędzierzyńsko-kozielski",2005,3.97
"21843",1604000,"Powiat kluczborski",2005,3.98
"21844",1605000,"Powiat krapkowicki",2005,4.45
"21845",1606000,"Powiat namysłowski",2005,3.88
"21846",1607000,"Powiat nyski",2005,3.88
"21847",1608000,"Powiat oleski",2005,4.44
"21848",1609000,"Powiat opolski",2005,4.71
"21849",1610000,"Powiat prudnicki",2005,4.14
"21850",1611000,"Powiat strzelecki",2005,4.42
"21851",1661000,"Powiat m.Opole",2005,3.54
"21852",1801000,"Powiat bieszczadzki",2005,3.73
"21853",1802000,"Powiat brzozowski",2005,4.06
"21854",1803000,"Powiat dębicki",2005,3.95
"21855",1804000,"Powiat jarosławski",2005,3.92
"21856",1805000,"Powiat jasielski",2005,4
"21857",1806000,"Powiat kolbuszowski",2005,4.01
"21858",1807000,"Powiat krośnieński",2005,4.43
"21859",1808000,"Powiat leżajski",2005,3.97
"21860",1809000,"Powiat lubaczowski",2005,3.95
"21861",1810000,"Powiat łańcucki",2005,4.18
"21862",1811000,"Powiat mielecki",2005,3.87
"21863",1812000,"Powiat niżański",2005,4.15
"21864",1813000,"Powiat przemyski",2005,4.01
"21865",1814000,"Powiat przeworski",2005,3.92
"21866",1815000,"Powiat ropczycko-sędziszowski",2005,3.9
"21867",1816000,"Powiat rzeszowski",2005,4.26
"21868",1817000,"Powiat sanocki",2005,3.93
"21869",1818000,"Powiat stalowowolski",2005,3.78
"21870",1819000,"Powiat strzyżowski",2005,4.1
"21871",1820000,"Powiat tarnobrzeski",2005,3.98
"21872",1821000,"Powiat leski",2005,4.11
"21873",1861000,"Powiat m.Krosno",2005,3.87
"21874",1862000,"Powiat m.Przemyśl",2005,3.36
"21875",1863000,"Powiat m.Rzeszów",2005,3.59
"21876",1864000,"Powiat m.Tarnobrzeg",2005,3.63
"21877",2001000,"Powiat augustowski",2005,4.16
"21878",2002000,"Powiat białostocki",2005,4.09
"21879",2003000,"Powiat bielski",2005,4.01
"21880",2004000,"Powiat grajewski",2005,3.95
"21881",2005000,"Powiat hajnowski",2005,3.78
"21882",2006000,"Powiat kolneński",2005,4.04
"21883",2007000,"Powiat łomżyński",2005,4.31
"21884",2008000,"Powiat moniecki",2005,4.18
"21885",2009000,"Powiat sejneński",2005,4.25
"21886",2010000,"Powiat siemiatycki",2005,4.19
"21887",2011000,"Powiat sokólski",2005,4.03
"21888",2012000,"Powiat suwalski",2005,4.23
"21889",2013000,"Powiat wysokomazowiecki",2005,4.46
"21890",2014000,"Powiat zambrowski",2005,4.02
"21891",2061000,"Powiat m.Białystok",2005,3.61
"21892",2062000,"Powiat m.Łomża",2005,3.89
"21893",2063000,"Powiat m.Suwałki",2005,3.75
"21894",2201000,"Powiat bytowski",2005,4.08
"21895",2202000,"Powiat chojnicki",2005,4.09
"21896",2203000,"Powiat człuchowski",2005,3.89
"21897",2204000,"Powiat gdański",2005,4.01
"21898",2205000,"Powiat kartuski",2005,4.46
"21899",2206000,"Powiat kościerski",2005,4.2
"21900",2207000,"Powiat kwidzyński",2005,3.79
"21901",2208000,"Powiat lęborski",2005,3.86
"21902",2209000,"Powiat malborski",2005,3.66
"21903",2210000,"Powiat nowodworski",2005,4.03
"21904",2211000,"Powiat pucki",2005,4.61
"21905",2212000,"Powiat słupski",2005,3.87
"21906",2213000,"Powiat starogardzki",2005,3.92
"21907",2214000,"Powiat tczewski",2005,3.61
"21908",2215000,"Powiat wejherowski",2005,3.91
"21909",2216000,"Powiat sztumski",2005,3.75
"21910",2261000,"Powiat m.Gdańsk",2005,3.36
"21911",2262000,"Powiat m.Gdynia",2005,3.43
"21912",2263000,"Powiat m.Słupsk",2005,3.52
"21913",2264000,"Powiat m.Sopot",2005,3.41
"21914",2401000,"Powiat będziński",2005,3.57
"21915",2402000,"Powiat bielski",2005,4.12
"21916",2403000,"Powiat cieszyński",2005,4.29
"21917",2404000,"Powiat częstochowski",2005,3.87
"21918",2405000,"Powiat gliwicki",2005,3.93
"21919",2406000,"Powiat kłobucki",2005,4.23
"21920",2407000,"Powiat lubliniecki",2005,4.31
"21921",2408000,"Powiat mikołowski",2005,3.95
"21922",2409000,"Powiat myszkowski",2005,3.85
"21923",2410000,"Powiat pszczyński",2005,4.48
"21924",2411000,"Powiat raciborski",2005,4.3
"21925",2412000,"Powiat rybnicki",2005,4.24
"21926",2413000,"Powiat tarnogórski",2005,3.99
"21927",2414000,"Powiat bieruńsko-lędziński",2005,4.2
"21928",2415000,"Powiat wodzisławski",2005,4.35
"21929",2416000,"Powiat zawierciański",2005,3.67
"21930",2417000,"Powiat żywiecki",2005,4.03
"21931",2461000,"Powiat m.Bielsko-Biała",2005,3.57
"21932",2462000,"Powiat m.Bytom",2005,3.17
"21933",2463000,"Powiat m.Chorzów",2005,2.97
"21934",2464000,"Powiat m.Częstochowa",2005,3.27
"21935",2465000,"Powiat m.Dąbrowa Górnicza",2005,3.32
"21936",2466000,"Powiat m.Gliwice",2005,3.44
"21937",2467000,"Powiat m.Jastrzębie-Zdrój",2005,3.56
"21938",2468000,"Powiat m.Jaworzno",2005,3.44
"21939",2469000,"Powiat m.Katowice",2005,3.28
"21940",2470000,"Powiat m.Mysłowice",2005,3.51
"21941",2471000,"Powiat m.Piekary Śląskie",2005,3.4
"21942",2472000,"Powiat m.Ruda Śląska",2005,3.16
"21943",2473000,"Powiat m.Rybnik",2005,3.89
"21944",2474000,"Powiat m.Siemianowice Śląskie",2005,3.12
"21945",2475000,"Powiat m.Sosnowiec",2005,3.2
"21946",2476000,"Powiat m.Świętochłowice",2005,3.02
"21947",2477000,"Powiat m.Tychy",2005,3.48
"21948",2478000,"Powiat m.Zabrze",2005,3.22
"21949",2479000,"Powiat m.Żory",2005,3.64
"21950",2601000,"Powiat buski",2005,3.96
"21951",2602000,"Powiat jędrzejowski",2005,3.66
"21952",2603000,"Powiat kazimierski",2005,4.08
"21953",2604000,"Powiat kielecki",2005,3.89
"21954",2605000,"Powiat konecki",2005,3.52
"21955",2606000,"Powiat opatowski",2005,3.42
"21956",2607000,"Powiat ostrowiecki",2005,3.57
"21957",2608000,"Powiat pińczowski",2005,3.8
"21958",2609000,"Powiat sandomierski",2005,3.85
"21959",2610000,"Powiat skarżyski",2005,3.46
"21960",2611000,"Powiat starachowicki",2005,3.5
"21961",2612000,"Powiat staszowski",2005,3.91
"21962",2613000,"Powiat włoszczowski",2005,3.65
"21963",2661000,"Powiat m.Kielce",2005,3.32
"21964",2801000,"Powiat bartoszycki",2005,3.61
"21965",2802000,"Powiat braniewski",2005,3.58
"21966",2803000,"Powiat działdowski",2005,3.86
"21967",2804000,"Powiat elbląski",2005,3.76
"21968",2805000,"Powiat ełcki",2005,3.72
"21969",2806000,"Powiat giżycki",2005,3.82
"21970",2807000,"Powiat iławski",2005,3.79
"21971",2808000,"Powiat kętrzyński",2005,3.55
"21972",2809000,"Powiat lidzbarski",2005,3.61
"21973",2810000,"Powiat mrągowski",2005,3.88
"21974",2811000,"Powiat nidzicki",2005,3.7
"21975",2812000,"Powiat nowomiejski",2005,3.95
"21976",2813000,"Powiat olecki",2005,3.81
"21977",2814000,"Powiat olsztyński",2005,3.91
"21978",2815000,"Powiat ostródzki",2005,3.64
"21979",2816000,"Powiat piski",2005,3.81
"21980",2817000,"Powiat szczycieński",2005,3.89
"21981",2818000,"Powiat gołdapski",2005,3.83
"21982",2819000,"Powiat węgorzewski",2005,3.81
"21983",2861000,"Powiat m.Elbląg",2005,3.46
"21984",2862000,"Powiat m.Olsztyn",2005,3.5
"21985",3001000,"Powiat chodzieski",2005,3.97
"21986",3002000,"Powiat czarnkowsko-trzcianecki",2005,4.04
"21987",3003000,"Powiat gnieźnieński",2005,3.72
"21988",3004000,"Powiat gostyński",2005,4.3
"21989",3005000,"Powiat grodziski",2005,4.3
"21990",3006000,"Powiat jarociński",2005,4.27
"21991",3007000,"Powiat kaliski",2005,4.31
"21992",3008000,"Powiat kępiński",2005,4.43
"21993",3009000,"Powiat kolski",2005,3.87
"21994",3010000,"Powiat koniński",2005,4.31
"21995",3011000,"Powiat kościański",2005,4.09
"21996",3012000,"Powiat krotoszyński",2005,4.29
"21997",3013000,"Powiat leszczyński",2005,4.56
"21998",3014000,"Powiat międzychodzki",2005,3.92
"21999",3015000,"Powiat nowotomyski",2005,4.14
"22000",3016000,"Powiat obornicki",2005,3.91
"22001",3017000,"Powiat ostrowski",2005,4.21
"22002",3018000,"Powiat ostrzeszowski",2005,4.51
"22003",3019000,"Powiat pilski",2005,3.85
"22004",3020000,"Powiat pleszewski",2005,4.3
"22005",3021000,"Powiat poznański",2005,4.26
"22006",3022000,"Powiat rawicki",2005,4.17
"22007",3023000,"Powiat słupecki",2005,4.09
"22008",3024000,"Powiat szamotulski",2005,4.03
"22009",3025000,"Powiat średzki",2005,3.99
"22010",3026000,"Powiat śremski",2005,3.91
"22011",3027000,"Powiat turecki",2005,4.03
"22012",3028000,"Powiat wągrowiecki",2005,3.96
"22013",3029000,"Powiat wolsztyński",2005,4.41
"22014",3030000,"Powiat wrzesiński",2005,4.02
"22015",3031000,"Powiat złotowski",2005,4.02
"22016",3061000,"Powiat m.Kalisz",2005,3.42
"22017",3062000,"Powiat m.Konin",2005,3.68
"22018",3063000,"Powiat m.Leszno",2005,3.92
"22019",3064000,"Powiat m.Poznań",2005,3.47
"22020",3201000,"Powiat białogardzki",2005,3.7
"22021",3202000,"Powiat choszczeński",2005,3.78
"22022",3203000,"Powiat drawski",2005,3.79
"22023",3204000,"Powiat goleniowski",2005,3.81
"22024",3205000,"Powiat gryficki",2005,3.9
"22025",3206000,"Powiat gryfiński",2005,3.8
"22026",3207000,"Powiat kamieński",2005,3.93
"22027",3208000,"Powiat kołobrzeski",2005,3.86
"22028",3209000,"Powiat koszaliński",2005,4.16
"22029",3210000,"Powiat myśliborski",2005,3.87
"22030",3211000,"Powiat policki",2005,3.84
"22031",3212000,"Powiat pyrzycki",2005,3.76
"22032",3213000,"Powiat sławieński",2005,4.07
"22033",3214000,"Powiat stargardzki",2005,3.69
"22034",3215000,"Powiat szczecinecki",2005,3.66
"22035",3216000,"Powiat świdwiński",2005,3.71
"22036",3217000,"Powiat wałecki",2005,3.73
"22037",3218000,"Powiat łobeski",2005,3.71
"22038",3261000,"Powiat m.Koszalin",2005,3.53
"22039",3262000,"Powiat m.Szczecin",2005,3.46
"22040",3263000,"Powiat m.Świnoujście",2005,3.46
"22041",201000,"Powiat bolesławiecki",2006,3.98
"22042",202000,"Powiat dzierżoniowski",2006,3.43
"22043",203000,"Powiat głogowski",2006,3.67
"22044",204000,"Powiat górowski",2006,3.86
"22045",205000,"Powiat jaworski",2006,3.8
"22046",206000,"Powiat jeleniogórski",2006,3.9
"22047",207000,"Powiat kamiennogórski",2006,3.27
"22048",208000,"Powiat kłodzki",2006,3.51
"22049",209000,"Powiat legnicki",2006,4.14
"22050",210000,"Powiat lubański",2006,3.84
"22051",211000,"Powiat lubiński",2006,3.66
"22052",212000,"Powiat lwówecki",2006,3.89
"22053",213000,"Powiat milicki",2006,4.03
"22054",214000,"Powiat oleśnicki",2006,3.87
"22055",215000,"Powiat oławski",2006,3.77
"22056",216000,"Powiat polkowicki",2006,3.83
"22057",217000,"Powiat strzeliński",2006,3.84
"22058",218000,"Powiat średzki",2006,4.07
"22059",219000,"Powiat świdnicki",2006,3.51
"22060",220000,"Powiat trzebnicki",2006,4.09
"22061",221000,"Powiat wałbrzyski",2006,3.13
"22062",222000,"Powiat wołowski",2006,3.79
"22063",223000,"Powiat wrocławski",2006,4.26
"22064",224000,"Powiat ząbkowicki",2006,3.75
"22065",225000,"Powiat zgorzelecki",2006,3.8
"22066",226000,"Powiat złotoryjski",2006,3.83
"22067",261000,"Powiat m.Jelenia Góra",2006,3.52
"22068",262000,"Powiat m.Legnica",2006,3.51
"22069",264000,"Powiat m.Wrocław",2006,3.35
"22070",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"22071",401000,"Powiat aleksandrowski",2006,3.9
"22072",402000,"Powiat brodnicki",2006,3.85
"22073",403000,"Powiat bydgoski",2006,4.03
"22074",404000,"Powiat chełmiński",2006,3.65
"22075",405000,"Powiat golubsko-dobrzyński",2006,3.73
"22076",406000,"Powiat grudziądzki",2006,3.84
"22077",407000,"Powiat inowrocławski",2006,3.57
"22078",408000,"Powiat lipnowski",2006,3.75
"22079",409000,"Powiat mogileński",2006,3.88
"22080",410000,"Powiat nakielski",2006,3.72
"22081",411000,"Powiat radziejowski",2006,3.95
"22082",412000,"Powiat rypiński",2006,3.79
"22083",413000,"Powiat sępoleński",2006,3.93
"22084",414000,"Powiat świecki",2006,3.85
"22085",415000,"Powiat toruński",2006,3.92
"22086",416000,"Powiat tucholski",2006,4.17
"22087",417000,"Powiat wąbrzeski",2006,3.68
"22088",418000,"Powiat włocławski",2006,3.76
"22089",419000,"Powiat żniński",2006,3.82
"22090",461000,"Powiat m.Bydgoszcz",2006,3.43
"22091",462000,"Powiat m.Grudziądz",2006,3.44
"22092",463000,"Powiat m.Toruń",2006,3.46
"22093",464000,"Powiat m.Włocławek",2006,3.35
"22094",601000,"Powiat bialski",2006,3.94
"22095",602000,"Powiat biłgorajski",2006,3.97
"22096",603000,"Powiat chełmski",2006,3.51
"22097",604000,"Powiat hrubieszowski",2006,3.65
"22098",605000,"Powiat janowski",2006,3.82
"22099",606000,"Powiat krasnostawski",2006,3.67
"22100",607000,"Powiat kraśnicki",2006,3.84
"22101",608000,"Powiat lubartowski",2006,3.76
"22102",609000,"Powiat lubelski",2006,3.95
"22103",610000,"Powiat łęczyński",2006,3.72
"22104",611000,"Powiat łukowski",2006,3.83
"22105",612000,"Powiat opolski",2006,3.55
"22106",613000,"Powiat parczewski",2006,3.74
"22107",614000,"Powiat puławski",2006,3.68
"22108",615000,"Powiat radzyński",2006,3.96
"22109",616000,"Powiat rycki",2006,3.69
"22110",617000,"Powiat świdnicki",2006,3.51
"22111",618000,"Powiat tomaszowski",2006,3.9
"22112",619000,"Powiat włodawski",2006,3.77
"22113",620000,"Powiat zamojski",2006,3.8
"22114",661000,"Powiat m.Biała Podlaska",2006,3.85
"22115",662000,"Powiat m.Chełm",2006,3.58
"22116",663000,"Powiat m.Lublin",2006,3.57
"22117",664000,"Powiat m.Zamość",2006,3.73
"22118",801000,"Powiat gorzowski",2006,4.22
"22119",802000,"Powiat krośnieński",2006,3.87
"22120",803000,"Powiat międzyrzecki",2006,3.84
"22121",804000,"Powiat nowosolski",2006,3.69
