"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_przemoc_w_rodzinie"
"16341",201000,"Powiat bolesławiecki",2017,13
"16342",202000,"Powiat dzierżoniowski",2017,53
"16343",203000,"Powiat głogowski",2017,155
"16344",204000,"Powiat górowski",2017,11
"16345",205000,"Powiat jaworski",2017,13
"16346",206000,"Powiat jeleniogórski",2017,9
"16347",207000,"Powiat kamiennogórski",2017,12
"16348",208000,"Powiat kłodzki",2017,64
"16349",209000,"Powiat legnicki",2017,15
"16350",210000,"Powiat lubański",2017,1
"16351",211000,"Powiat lubiński",2017,43
"16352",212000,"Powiat lwówecki",2017,8
"16353",213000,"Powiat milicki",2017,15
"16354",214000,"Powiat oleśnicki",2017,28
"16355",215000,"Powiat oławski",2017,8
"16356",216000,"Powiat polkowicki",2017,10
"16357",217000,"Powiat strzeliński",2017,3
"16358",218000,"Powiat średzki",2017,7
"16359",219000,"Powiat świdnicki",2017,63
"16360",220000,"Powiat trzebnicki",2017,49
"16361",221000,"Powiat wałbrzyski",2017,24
"16362",222000,"Powiat wołowski",2017,12
"16363",223000,"Powiat wrocławski",2017,76
"16364",224000,"Powiat ząbkowicki",2017,12
"16365",225000,"Powiat zgorzelecki",2017,11
"16366",226000,"Powiat złotoryjski",2017,45
"16367",261000,"Powiat m.Jelenia Góra",2017,24
"16368",262000,"Powiat m.Legnica",2017,26
"16369",264000,"Powiat m.Wrocław",2017,74
"16370",265000,"Powiat m.Wałbrzych od 2013",2017,38
"16371",401000,"Powiat aleksandrowski",2017,13
"16372",402000,"Powiat brodnicki",2017,30
"16373",403000,"Powiat bydgoski",2017,50
"16374",404000,"Powiat chełmiński",2017,33
"16375",405000,"Powiat golubsko-dobrzyński",2017,29
"16376",406000,"Powiat grudziądzki",2017,29
"16377",407000,"Powiat inowrocławski",2017,86
"16378",408000,"Powiat lipnowski",2017,10
"16379",409000,"Powiat mogileński",2017,7
"16380",410000,"Powiat nakielski",2017,35
"16381",411000,"Powiat radziejowski",2017,11
"16382",412000,"Powiat rypiński",2017,37
"16383",413000,"Powiat sępoleński",2017,58
"16384",414000,"Powiat świecki",2017,23
"16385",415000,"Powiat toruński",2017,45
"16386",416000,"Powiat tucholski",2017,13
"16387",417000,"Powiat wąbrzeski",2017,18
"16388",418000,"Powiat włocławski",2017,21
"16389",419000,"Powiat żniński",2017,108
"16390",461000,"Powiat m.Bydgoszcz",2017,159
"16391",462000,"Powiat m.Grudziądz",2017,334
"16392",463000,"Powiat m.Toruń",2017,14
"16393",464000,"Powiat m.Włocławek",2017,5
"16394",601000,"Powiat bialski",2017,25
"16395",602000,"Powiat biłgorajski",2017,27
"16396",603000,"Powiat chełmski",2017,107
"16397",604000,"Powiat hrubieszowski",2017,12
"16398",605000,"Powiat janowski",2017,7
"16399",606000,"Powiat krasnostawski",2017,68
"16400",607000,"Powiat kraśnicki",2017,23
"16401",608000,"Powiat lubartowski",2017,111
"16402",609000,"Powiat lubelski",2017,48
"16403",610000,"Powiat łęczyński",2017,31
"16404",611000,"Powiat łukowski",2017,17
"16405",612000,"Powiat opolski",2017,11
"16406",613000,"Powiat parczewski",2017,12
"16407",614000,"Powiat puławski",2017,251
"16408",615000,"Powiat radzyński",2017,17
"16409",616000,"Powiat rycki",2017,23
"16410",617000,"Powiat świdnicki",2017,6
"16411",618000,"Powiat tomaszowski",2017,21
"16412",619000,"Powiat włodawski",2017,15
"16413",620000,"Powiat zamojski",2017,9
"16414",661000,"Powiat m.Biała Podlaska",2017,21
"16415",662000,"Powiat m.Chełm",2017,23
"16416",663000,"Powiat m.Lublin",2017,100
"16417",664000,"Powiat m.Zamość",2017,9
"16418",801000,"Powiat gorzowski",2017,11
"16419",802000,"Powiat krośnieński",2017,19
"16420",803000,"Powiat międzyrzecki",2017,14
"16421",804000,"Powiat nowosolski",2017,35
"16422",805000,"Powiat słubicki",2017,1
"16423",806000,"Powiat strzelecko-drezdenecki",2017,17
"16424",807000,"Powiat sulęciński",2017,14
"16425",808000,"Powiat świebodziński",2017,21
"16426",809000,"Powiat zielonogórski",2017,119
"16427",810000,"Powiat żagański",2017,17
"16428",811000,"Powiat żarski",2017,38
"16429",812000,"Powiat wschowski",2017,4
"16430",861000,"Powiat m.Gorzów Wielkopolski",2017,48
"16431",862000,"Powiat m.Zielona Góra",2017,13
"16432",1001000,"Powiat bełchatowski",2017,55
"16433",1002000,"Powiat kutnowski",2017,83
"16434",1003000,"Powiat łaski",2017,2
"16435",1004000,"Powiat łęczycki",2017,8
"16436",1005000,"Powiat łowicki",2017,15
"16437",1006000,"Powiat łódzki wschodni",2017,8
"16438",1007000,"Powiat opoczyński",2017,189
"16439",1008000,"Powiat pabianicki",2017,11
"16440",1009000,"Powiat pajęczański",2017,15
"16441",1010000,"Powiat piotrkowski",2017,36
"16442",1011000,"Powiat poddębicki",2017,37
"16443",1012000,"Powiat radomszczański",2017,34
"16444",1013000,"Powiat rawski",2017,3
"16445",1014000,"Powiat sieradzki",2017,15
"16446",1015000,"Powiat skierniewicki",2017,13
"16447",1016000,"Powiat tomaszowski",2017,15
"16448",1017000,"Powiat wieluński",2017,13
"16449",1018000,"Powiat wieruszowski",2017,15
"16450",1019000,"Powiat zduńskowolski",2017,36
"16451",1020000,"Powiat zgierski",2017,36
"16452",1021000,"Powiat brzeziński",2017,18
"16453",1061000,"Powiat m.Łódź",2017,96
"16454",1062000,"Powiat m.Piotrków Trybunalski",2017,18
"16455",1063000,"Powiat m.Skierniewice",2017,97
"16456",1201000,"Powiat bocheński",2017,26
"16457",1202000,"Powiat brzeski",2017,50
"16458",1203000,"Powiat chrzanowski",2017,77
"16459",1204000,"Powiat dąbrowski",2017,48
"16460",1205000,"Powiat gorlicki",2017,115
"16461",1206000,"Powiat krakowski",2017,53
"16462",1207000,"Powiat limanowski",2017,125
"16463",1208000,"Powiat miechowski",2017,65
"16464",1209000,"Powiat myślenicki",2017,38
"16465",1210000,"Powiat nowosądecki",2017,59
"16466",1211000,"Powiat nowotarski",2017,36
"16467",1212000,"Powiat olkuski",2017,25
"16468",1213000,"Powiat oświęcimski",2017,331
"16469",1214000,"Powiat proszowicki",2017,8
"16470",1215000,"Powiat suski",2017,34
"16471",1216000,"Powiat tarnowski",2017,69
"16472",1217000,"Powiat tatrzański",2017,18
"16473",1218000,"Powiat wadowicki",2017,77
"16474",1219000,"Powiat wielicki",2017,29
"16475",1261000,"Powiat m.Kraków",2017,94
"16476",1262000,"Powiat m.Nowy Sącz",2017,84
"16477",1263000,"Powiat m.Tarnów",2017,43
"16478",1401000,"Powiat białobrzeski",2017,7
"16479",1402000,"Powiat ciechanowski",2017,154
"16480",1403000,"Powiat garwoliński",2017,27
"16481",1404000,"Powiat gostyniński",2017,14
"16482",1405000,"Powiat grodziski",2017,31
"16483",1406000,"Powiat grójecki",2017,21
"16484",1407000,"Powiat kozienicki",2017,10
"16485",1408000,"Powiat legionowski",2017,19
"16486",1409000,"Powiat lipski",2017,48
"16487",1410000,"Powiat łosicki",2017,27
"16488",1411000,"Powiat makowski",2017,14
"16489",1412000,"Powiat miński",2017,26
"16490",1413000,"Powiat mławski",2017,152
"16491",1414000,"Powiat nowodworski",2017,38
"16492",1415000,"Powiat ostrołęcki",2017,17
"16493",1416000,"Powiat ostrowski",2017,76
"16494",1417000,"Powiat otwocki",2017,44
"16495",1418000,"Powiat piaseczyński",2017,27
"16496",1419000,"Powiat płocki",2017,24
"16497",1420000,"Powiat płoński",2017,11
"16498",1421000,"Powiat pruszkowski",2017,11
"16499",1422000,"Powiat przasnyski",2017,77
"16500",1423000,"Powiat przysuski",2017,7
"16501",1424000,"Powiat pułtuski",2017,2
"16502",1425000,"Powiat radomski",2017,38
"16503",1426000,"Powiat siedlecki",2017,57
"16504",1427000,"Powiat sierpecki",2017,23
"16505",1428000,"Powiat sochaczewski",2017,14
"16506",1429000,"Powiat sokołowski",2017,13
"16507",1430000,"Powiat szydłowiecki",2017,14
"16508",1432000,"Powiat warszawski zachodni",2017,12
"16509",1433000,"Powiat węgrowski",2017,34
"16510",1434000,"Powiat wołomiński",2017,51
"16511",1435000,"Powiat wyszkowski",2017,27
"16512",1436000,"Powiat zwoleński",2017,4
"16513",1437000,"Powiat żuromiński",2017,3
"16514",1438000,"Powiat żyrardowski",2017,11
"16515",1461000,"Powiat m.Ostrołęka",2017,69
"16516",1462000,"Powiat m.Płock",2017,24
"16517",1463000,"Powiat m.Radom",2017,12
"16518",1464000,"Powiat m.Siedlce",2017,12
"16519",1465000,"Powiat m. st. Warszawa",2017,581
"16520",1601000,"Powiat brzeski",2017,22
"16521",1602000,"Powiat głubczycki",2017,4
"16522",1603000,"Powiat kędzierzyńsko-kozielski",2017,145
"16523",1604000,"Powiat kluczborski",2017,13
"16524",1605000,"Powiat krapkowicki",2017,16
"16525",1606000,"Powiat namysłowski",2017,10
"16526",1607000,"Powiat nyski",2017,329
"16527",1608000,"Powiat oleski",2017,5
"16528",1609000,"Powiat opolski",2017,25
"16529",1610000,"Powiat prudnicki",2017,22
"16530",1611000,"Powiat strzelecki",2017,36
"16531",1661000,"Powiat m.Opole",2017,14
"16532",1801000,"Powiat bieszczadzki",2017,6
"16533",1802000,"Powiat brzozowski",2017,42
"16534",1803000,"Powiat dębicki",2017,62
"16535",1804000,"Powiat jarosławski",2017,39
"16536",1805000,"Powiat jasielski",2017,57
"16537",1806000,"Powiat kolbuszowski",2017,52
"16538",1807000,"Powiat krośnieński",2017,66
"16539",1808000,"Powiat leżajski",2017,39
"16540",1809000,"Powiat lubaczowski",2017,24
"16541",1810000,"Powiat łańcucki",2017,20
"16542",1811000,"Powiat mielecki",2017,30
"16543",1812000,"Powiat niżański",2017,103
"16544",1813000,"Powiat przemyski",2017,46
"16545",1814000,"Powiat przeworski",2017,63
"16546",1815000,"Powiat ropczycko-sędziszowski",2017,24
"16547",1816000,"Powiat rzeszowski",2017,44
"16548",1817000,"Powiat sanocki",2017,28
"16549",1818000,"Powiat stalowowolski",2017,60
"16550",1819000,"Powiat strzyżowski",2017,16
"16551",1820000,"Powiat tarnobrzeski",2017,65
"16552",1821000,"Powiat leski",2017,13
"16553",1861000,"Powiat m.Krosno",2017,7
"16554",1862000,"Powiat m.Przemyśl",2017,193
"16555",1863000,"Powiat m.Rzeszów",2017,27
"16556",1864000,"Powiat m.Tarnobrzeg",2017,174
"16557",2001000,"Powiat augustowski",2017,10
"16558",2002000,"Powiat białostocki",2017,98
"16559",2003000,"Powiat bielski",2017,14
"16560",2004000,"Powiat grajewski",2017,26
"16561",2005000,"Powiat hajnowski",2017,3
"16562",2006000,"Powiat kolneński",2017,14
"16563",2007000,"Powiat łomżyński",2017,14
"16564",2008000,"Powiat moniecki",2017,12
"16565",2009000,"Powiat sejneński",2017,2
"16566",2010000,"Powiat siemiatycki",2017,41
"16567",2011000,"Powiat sokólski",2017,24
"16568",2012000,"Powiat suwalski",2017,18
"16569",2013000,"Powiat wysokomazowiecki",2017,7
"16570",2014000,"Powiat zambrowski",2017,14
"16571",2061000,"Powiat m.Białystok",2017,48
"16572",2062000,"Powiat m.Łomża",2017,11
"16573",2063000,"Powiat m.Suwałki",2017,10
"16574",2201000,"Powiat bytowski",2017,29
"16575",2202000,"Powiat chojnicki",2017,75
"16576",2203000,"Powiat człuchowski",2017,31
"16577",2204000,"Powiat gdański",2017,25
"16578",2205000,"Powiat kartuski",2017,89
"16579",2206000,"Powiat kościerski",2017,90
"16580",2207000,"Powiat kwidzyński",2017,77
"16581",2208000,"Powiat lęborski",2017,61
"16582",2209000,"Powiat malborski",2017,135
"16583",2210000,"Powiat nowodworski",2017,5
"16584",2211000,"Powiat pucki",2017,56
"16585",2212000,"Powiat słupski",2017,37
"16586",2213000,"Powiat starogardzki",2017,56
"16587",2214000,"Powiat tczewski",2017,108
"16588",2215000,"Powiat wejherowski",2017,95
"16589",2216000,"Powiat sztumski",2017,19
"16590",2261000,"Powiat m.Gdańsk",2017,39
"16591",2262000,"Powiat m.Gdynia",2017,18
"16592",2263000,"Powiat m.Słupsk",2017,12
"16593",2264000,"Powiat m.Sopot",2017,13
"16594",2401000,"Powiat będziński",2017,70
"16595",2402000,"Powiat bielski",2017,32
"16596",2403000,"Powiat cieszyński",2017,75
"16597",2404000,"Powiat częstochowski",2017,14
"16598",2405000,"Powiat gliwicki",2017,132
"16599",2406000,"Powiat kłobucki",2017,11
"16600",2407000,"Powiat lubliniecki",2017,13
"16601",2408000,"Powiat mikołowski",2017,29
"16602",2409000,"Powiat myszkowski",2017,29
"16603",2410000,"Powiat pszczyński",2017,26
"16604",2411000,"Powiat raciborski",2017,7
"16605",2412000,"Powiat rybnicki",2017,25
"16606",2413000,"Powiat tarnogórski",2017,41
"16607",2414000,"Powiat bieruńsko-lędziński",2017,27
"16608",2415000,"Powiat wodzisławski",2017,48
"16609",2416000,"Powiat zawierciański",2017,42
"16610",2417000,"Powiat żywiecki",2017,48
"16611",2461000,"Powiat m.Bielsko-Biała",2017,45
"16612",2462000,"Powiat m.Bytom",2017,88
"16613",2463000,"Powiat m.Chorzów",2017,34
"16614",2464000,"Powiat m.Częstochowa",2017,20
"16615",2465000,"Powiat m.Dąbrowa Górnicza",2017,24
"16616",2466000,"Powiat m.Gliwice",2017,64
"16617",2467000,"Powiat m.Jastrzębie-Zdrój",2017,4
"16618",2468000,"Powiat m.Jaworzno",2017,36
"16619",2469000,"Powiat m.Katowice",2017,29
"16620",2470000,"Powiat m.Mysłowice",2017,15
"16621",2471000,"Powiat m.Piekary Śląskie",2017,170
"16622",2472000,"Powiat m.Ruda Śląska",2017,66
"16623",2473000,"Powiat m.Rybnik",2017,25
"16624",2474000,"Powiat m.Siemianowice Śląskie",2017,6
"16625",2475000,"Powiat m.Sosnowiec",2017,17
"16626",2476000,"Powiat m.Świętochłowice",2017,10
"16627",2477000,"Powiat m.Tychy",2017,25
"16628",2478000,"Powiat m.Zabrze",2017,20
"16629",2479000,"Powiat m.Żory",2017,11
"16630",2601000,"Powiat buski",2017,11
"16631",2602000,"Powiat jędrzejowski",2017,51
"16632",2603000,"Powiat kazimierski",2017,3
"16633",2604000,"Powiat kielecki",2017,390
"16634",2605000,"Powiat konecki",2017,75
"16635",2606000,"Powiat opatowski",2017,11
"16636",2607000,"Powiat ostrowiecki",2017,50
"16637",2608000,"Powiat pińczowski",2017,4
"16638",2609000,"Powiat sandomierski",2017,15
"16639",2610000,"Powiat skarżyski",2017,12
"16640",2611000,"Powiat starachowicki",2017,41
"16641",2612000,"Powiat staszowski",2017,16
"16642",2613000,"Powiat włoszczowski",2017,8
"16643",2661000,"Powiat m.Kielce",2017,34
"16644",2801000,"Powiat bartoszycki",2017,11
"16645",2802000,"Powiat braniewski",2017,22
"16646",2803000,"Powiat działdowski",2017,64
"16647",2804000,"Powiat elbląski",2017,132
"16648",2805000,"Powiat ełcki",2017,21
"16649",2806000,"Powiat giżycki",2017,52
"16650",2807000,"Powiat iławski",2017,34
"16651",2808000,"Powiat kętrzyński",2017,38
"16652",2809000,"Powiat lidzbarski",2017,115
"16653",2810000,"Powiat mrągowski",2017,21
"16654",2811000,"Powiat nidzicki",2017,46
"16655",2812000,"Powiat nowomiejski",2017,91
"16656",2813000,"Powiat olecki",2017,7
"16657",2814000,"Powiat olsztyński",2017,149
"16658",2815000,"Powiat ostródzki",2017,30
"16659",2816000,"Powiat piski",2017,25
"16660",2817000,"Powiat szczycieński",2017,66
"16661",2818000,"Powiat gołdapski",2017,12
"16662",2819000,"Powiat węgorzewski",2017,10
"16663",2861000,"Powiat m.Elbląg",2017,18
"16664",2862000,"Powiat m.Olsztyn",2017,38
"16665",3001000,"Powiat chodzieski",2017,11
"16666",3002000,"Powiat czarnkowsko-trzcianecki",2017,24
"16667",3003000,"Powiat gnieźnieński",2017,21
"16668",3004000,"Powiat gostyński",2017,14
"16669",3005000,"Powiat grodziski",2017,10
"16670",3006000,"Powiat jarociński",2017,64
"16671",3007000,"Powiat kaliski",2017,15
"16672",3008000,"Powiat kępiński",2017,12
"16673",3009000,"Powiat kolski",2017,13
"16674",3010000,"Powiat koniński",2017,53
"16675",3011000,"Powiat kościański",2017,26
"16676",3012000,"Powiat krotoszyński",2017,59
"16677",3013000,"Powiat leszczyński",2017,2
"16678",3014000,"Powiat międzychodzki",2017,7
"16679",3015000,"Powiat nowotomyski",2017,46
"16680",3016000,"Powiat obornicki",2017,42
"16681",3017000,"Powiat ostrowski",2017,209
"16682",3018000,"Powiat ostrzeszowski",2017,40
"16683",3019000,"Powiat pilski",2017,65
"16684",3020000,"Powiat pleszewski",2017,32
"16685",3021000,"Powiat poznański",2017,69
"16686",3022000,"Powiat rawicki",2017,15
"16687",3023000,"Powiat słupecki",2017,9
"16688",3024000,"Powiat szamotulski",2017,24
"16689",3025000,"Powiat średzki",2017,35
"16690",3026000,"Powiat śremski",2017,31
"16691",3027000,"Powiat turecki",2017,10
"16692",3028000,"Powiat wągrowiecki",2017,52
"16693",3029000,"Powiat wolsztyński",2017,3
"16694",3030000,"Powiat wrzesiński",2017,13
"16695",3031000,"Powiat złotowski",2017,13
"16696",3061000,"Powiat m.Kalisz",2017,13
"16697",3062000,"Powiat m.Konin",2017,80
"16698",3063000,"Powiat m.Leszno",2017,6
"16699",3064000,"Powiat m.Poznań",2017,1439
"16700",3201000,"Powiat białogardzki",2017,7
"16701",3202000,"Powiat choszczeński",2017,11
"16702",3203000,"Powiat drawski",2017,19
"16703",3204000,"Powiat goleniowski",2017,66
"16704",3205000,"Powiat gryficki",2017,80
"16705",3206000,"Powiat gryfiński",2017,63
"16706",3207000,"Powiat kamieński",2017,19
"16707",3208000,"Powiat kołobrzeski",2017,35
"16708",3209000,"Powiat koszaliński",2017,17
"16709",3210000,"Powiat myśliborski",2017,18
"16710",3211000,"Powiat policki",2017,12
"16711",3212000,"Powiat pyrzycki",2017,4
"16712",3213000,"Powiat sławieński",2017,16
"16713",3214000,"Powiat stargardzki",2017,43
"16714",3215000,"Powiat szczecinecki",2017,44
"16715",3216000,"Powiat świdwiński",2017,13
"16716",3217000,"Powiat wałecki",2017,84
"16717",3218000,"Powiat łobeski",2017,7
"16718",3261000,"Powiat m.Koszalin",2017,11
"16719",3262000,"Powiat m.Szczecin",2017,33
"16720",3263000,"Powiat m.Świnoujście",2017,15
"16721",201000,"Powiat bolesławiecki",2018,8
"16722",202000,"Powiat dzierżoniowski",2018,45
"16723",203000,"Powiat głogowski",2018,264
"16724",204000,"Powiat górowski",2018,11
"16725",205000,"Powiat jaworski",2018,11
"16726",206000,"Powiat jeleniogórski",2018,13
"16727",207000,"Powiat kamiennogórski",2018,5
"16728",208000,"Powiat kłodzki",2018,70
"16729",209000,"Powiat legnicki",2018,15
"16730",210000,"Powiat lubański",2018,1
"16731",211000,"Powiat lubiński",2018,34
"16732",212000,"Powiat lwówecki",2018,7
"16733",213000,"Powiat milicki",2018,16
"16734",214000,"Powiat oleśnicki",2018,21
"16735",215000,"Powiat oławski",2018,5
"16736",216000,"Powiat polkowicki",2018,16
"16737",217000,"Powiat strzeliński",2018,2
"16738",218000,"Powiat średzki",2018,3
"16739",219000,"Powiat świdnicki",2018,37
"16740",220000,"Powiat trzebnicki",2018,47
"16741",221000,"Powiat wałbrzyski",2018,25
"16742",222000,"Powiat wołowski",2018,17
"16743",223000,"Powiat wrocławski",2018,73
"16744",224000,"Powiat ząbkowicki",2018,19
"16745",225000,"Powiat zgorzelecki",2018,7
"16746",226000,"Powiat złotoryjski",2018,61
"16747",261000,"Powiat m.Jelenia Góra",2018,25
"16748",262000,"Powiat m.Legnica",2018,21
"16749",264000,"Powiat m.Wrocław",2018,71
"16750",265000,"Powiat m.Wałbrzych od 2013",2018,43
"16751",401000,"Powiat aleksandrowski",2018,11
"16752",402000,"Powiat brodnicki",2018,44
"16753",403000,"Powiat bydgoski",2018,39
"16754",404000,"Powiat chełmiński",2018,9
"16755",405000,"Powiat golubsko-dobrzyński",2018,31
"16756",406000,"Powiat grudziądzki",2018,24
"16757",407000,"Powiat inowrocławski",2018,54
"16758",408000,"Powiat lipnowski",2018,10
"16759",409000,"Powiat mogileński",2018,7
"16760",410000,"Powiat nakielski",2018,35
"16761",411000,"Powiat radziejowski",2018,16
"16762",412000,"Powiat rypiński",2018,26
"16763",413000,"Powiat sępoleński",2018,41
"16764",414000,"Powiat świecki",2018,27
"16765",415000,"Powiat toruński",2018,41
"16766",416000,"Powiat tucholski",2018,11
"16767",417000,"Powiat wąbrzeski",2018,26
"16768",418000,"Powiat włocławski",2018,31
"16769",419000,"Powiat żniński",2018,114
"16770",461000,"Powiat m.Bydgoszcz",2018,161
"16771",462000,"Powiat m.Grudziądz",2018,324
"16772",463000,"Powiat m.Toruń",2018,11
"16773",464000,"Powiat m.Włocławek",2018,2
"16774",601000,"Powiat bialski",2018,23
"16775",602000,"Powiat biłgorajski",2018,27
"16776",603000,"Powiat chełmski",2018,24
"16777",604000,"Powiat hrubieszowski",2018,4
"16778",605000,"Powiat janowski",2018,5
"16779",606000,"Powiat krasnostawski",2018,56
"16780",607000,"Powiat kraśnicki",2018,19
"16781",608000,"Powiat lubartowski",2018,99
"16782",609000,"Powiat lubelski",2018,30
"16783",610000,"Powiat łęczyński",2018,29
"16784",611000,"Powiat łukowski",2018,19
"16785",612000,"Powiat opolski",2018,12
"16786",613000,"Powiat parczewski",2018,11
"16787",614000,"Powiat puławski",2018,279
"16788",615000,"Powiat radzyński",2018,10
"16789",616000,"Powiat rycki",2018,18
"16790",617000,"Powiat świdnicki",2018,7
"16791",618000,"Powiat tomaszowski",2018,34
"16792",619000,"Powiat włodawski",2018,10
"16793",620000,"Powiat zamojski",2018,6
"16794",661000,"Powiat m.Biała Podlaska",2018,15
"16795",662000,"Powiat m.Chełm",2018,22
"16796",663000,"Powiat m.Lublin",2018,116
"16797",664000,"Powiat m.Zamość",2018,11
"16798",801000,"Powiat gorzowski",2018,10
"16799",802000,"Powiat krośnieński",2018,11
"16800",803000,"Powiat międzyrzecki",2018,9
"16801",804000,"Powiat nowosolski",2018,29
"16802",805000,"Powiat słubicki",2018,3
"16803",806000,"Powiat strzelecko-drezdenecki",2018,8
"16804",807000,"Powiat sulęciński",2018,17
"16805",808000,"Powiat świebodziński",2018,54
"16806",809000,"Powiat zielonogórski",2018,87
"16807",810000,"Powiat żagański",2018,16
"16808",811000,"Powiat żarski",2018,44
"16809",812000,"Powiat wschowski",2018,5
"16810",861000,"Powiat m.Gorzów Wielkopolski",2018,32
"16811",862000,"Powiat m.Zielona Góra",2018,16
"16812",1001000,"Powiat bełchatowski",2018,49
"16813",1002000,"Powiat kutnowski",2018,78
"16814",1003000,"Powiat łaski",2018,2
"16815",1004000,"Powiat łęczycki",2018,11
"16816",1005000,"Powiat łowicki",2018,9
"16817",1006000,"Powiat łódzki wschodni",2018,8
"16818",1007000,"Powiat opoczyński",2018,183
"16819",1008000,"Powiat pabianicki",2018,13
"16820",1009000,"Powiat pajęczański",2018,13
"16821",1010000,"Powiat piotrkowski",2018,22
"16822",1011000,"Powiat poddębicki",2018,34
"16823",1012000,"Powiat radomszczański",2018,37
"16824",1013000,"Powiat rawski",2018,6
"16825",1014000,"Powiat sieradzki",2018,16
"16826",1015000,"Powiat skierniewicki",2018,13
"16827",1016000,"Powiat tomaszowski",2018,19
"16828",1017000,"Powiat wieluński",2018,8
"16829",1018000,"Powiat wieruszowski",2018,15
"16830",1019000,"Powiat zduńskowolski",2018,43
"16831",1020000,"Powiat zgierski",2018,44
"16832",1021000,"Powiat brzeziński",2018,7
"16833",1061000,"Powiat m.Łódź",2018,92
"16834",1062000,"Powiat m.Piotrków Trybunalski",2018,15
"16835",1063000,"Powiat m.Skierniewice",2018,82
"16836",1201000,"Powiat bocheński",2018,38
"16837",1202000,"Powiat brzeski",2018,63
"16838",1203000,"Powiat chrzanowski",2018,53
"16839",1204000,"Powiat dąbrowski",2018,35
"16840",1205000,"Powiat gorlicki",2018,77
"16841",1206000,"Powiat krakowski",2018,38
"16842",1207000,"Powiat limanowski",2018,95
"16843",1208000,"Powiat miechowski",2018,52
"16844",1209000,"Powiat myślenicki",2018,35
"16845",1210000,"Powiat nowosądecki",2018,69
"16846",1211000,"Powiat nowotarski",2018,49
"16847",1212000,"Powiat olkuski",2018,23
"16848",1213000,"Powiat oświęcimski",2018,193
"16849",1214000,"Powiat proszowicki",2018,6
"16850",1215000,"Powiat suski",2018,25
"16851",1216000,"Powiat tarnowski",2018,71
"16852",1217000,"Powiat tatrzański",2018,19
"16853",1218000,"Powiat wadowicki",2018,59
"16854",1219000,"Powiat wielicki",2018,21
"16855",1261000,"Powiat m.Kraków",2018,90
"16856",1262000,"Powiat m.Nowy Sącz",2018,15
"16857",1263000,"Powiat m.Tarnów",2018,32
"16858",1401000,"Powiat białobrzeski",2018,3
"16859",1402000,"Powiat ciechanowski",2018,155
"16860",1403000,"Powiat garwoliński",2018,41
"16861",1404000,"Powiat gostyniński",2018,9
"16862",1405000,"Powiat grodziski",2018,34
"16863",1406000,"Powiat grójecki",2018,18
"16864",1407000,"Powiat kozienicki",2018,12
"16865",1408000,"Powiat legionowski",2018,20
"16866",1409000,"Powiat lipski",2018,35
"16867",1410000,"Powiat łosicki",2018,27
"16868",1411000,"Powiat makowski",2018,17
"16869",1412000,"Powiat miński",2018,35
"16870",1413000,"Powiat mławski",2018,144
"16871",1414000,"Powiat nowodworski",2018,38
"16872",1415000,"Powiat ostrołęcki",2018,23
"16873",1416000,"Powiat ostrowski",2018,90
"16874",1417000,"Powiat otwocki",2018,45
"16875",1418000,"Powiat piaseczyński",2018,23
"16876",1419000,"Powiat płocki",2018,19
"16877",1420000,"Powiat płoński",2018,27
"16878",1421000,"Powiat pruszkowski",2018,17
"16879",1422000,"Powiat przasnyski",2018,48
"16880",1423000,"Powiat przysuski",2018,6
"16881",1424000,"Powiat pułtuski",2018,2
"16882",1425000,"Powiat radomski",2018,20
"16883",1426000,"Powiat siedlecki",2018,39
"16884",1427000,"Powiat sierpecki",2018,17
"16885",1428000,"Powiat sochaczewski",2018,12
"16886",1429000,"Powiat sokołowski",2018,20
"16887",1430000,"Powiat szydłowiecki",2018,6
"16888",1432000,"Powiat warszawski zachodni",2018,11
"16889",1433000,"Powiat węgrowski",2018,23
"16890",1434000,"Powiat wołomiński",2018,108
"16891",1435000,"Powiat wyszkowski",2018,17
"16892",1436000,"Powiat zwoleński",2018,4
"16893",1437000,"Powiat żuromiński",2018,14
"16894",1438000,"Powiat żyrardowski",2018,10
"16895",1461000,"Powiat m.Ostrołęka",2018,48
"16896",1462000,"Powiat m.Płock",2018,23
"16897",1463000,"Powiat m.Radom",2018,2
"16898",1464000,"Powiat m.Siedlce",2018,16
"16899",1465000,"Powiat m. st. Warszawa",2018,610
"16900",1601000,"Powiat brzeski",2018,15
"16901",1602000,"Powiat głubczycki",2018,20
"16902",1603000,"Powiat kędzierzyńsko-kozielski",2018,135
"16903",1604000,"Powiat kluczborski",2018,17
"16904",1605000,"Powiat krapkowicki",2018,13
"16905",1606000,"Powiat namysłowski",2018,7
"16906",1607000,"Powiat nyski",2018,36
"16907",1608000,"Powiat oleski",2018,8
"16908",1609000,"Powiat opolski",2018,22
"16909",1610000,"Powiat prudnicki",2018,26
"16910",1611000,"Powiat strzelecki",2018,22
"16911",1661000,"Powiat m.Opole",2018,24
"16912",1801000,"Powiat bieszczadzki",2018,4
"16913",1802000,"Powiat brzozowski",2018,62
"16914",1803000,"Powiat dębicki",2018,37
"16915",1804000,"Powiat jarosławski",2018,38
"16916",1805000,"Powiat jasielski",2018,57
"16917",1806000,"Powiat kolbuszowski",2018,43
"16918",1807000,"Powiat krośnieński",2018,26
