"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_bezdomnosc"
"4942",202000,"Powiat dzierżoniowski",2017,107
"4943",203000,"Powiat głogowski",2017,73
"4944",204000,"Powiat górowski",2017,43
"4945",205000,"Powiat jaworski",2017,54
"4946",206000,"Powiat jeleniogórski",2017,75
"4947",207000,"Powiat kamiennogórski",2017,32
"4948",208000,"Powiat kłodzki",2017,136
"4949",209000,"Powiat legnicki",2017,29
"4950",210000,"Powiat lubański",2017,56
"4951",211000,"Powiat lubiński",2017,97
"4952",212000,"Powiat lwówecki",2017,38
"4953",213000,"Powiat milicki",2017,22
"4954",214000,"Powiat oleśnicki",2017,87
"4955",215000,"Powiat oławski",2017,29
"4956",216000,"Powiat polkowicki",2017,95
"4957",217000,"Powiat strzeliński",2017,16
"4958",218000,"Powiat średzki",2017,24
"4959",219000,"Powiat świdnicki",2017,214
"4960",220000,"Powiat trzebnicki",2017,27
"4961",221000,"Powiat wałbrzyski",2017,66
"4962",222000,"Powiat wołowski",2017,96
"4963",223000,"Powiat wrocławski",2017,38
"4964",224000,"Powiat ząbkowicki",2017,29
"4965",225000,"Powiat zgorzelecki",2017,119
"4966",226000,"Powiat złotoryjski",2017,42
"4967",261000,"Powiat m.Jelenia Góra",2017,155
"4968",262000,"Powiat m.Legnica",2017,171
"4969",264000,"Powiat m.Wrocław",2017,411
"4970",265000,"Powiat m.Wałbrzych od 2013",2017,328
"4971",401000,"Powiat aleksandrowski",2017,50
"4972",402000,"Powiat brodnicki",2017,88
"4973",403000,"Powiat bydgoski",2017,100
"4974",404000,"Powiat chełmiński",2017,62
"4975",405000,"Powiat golubsko-dobrzyński",2017,56
"4976",406000,"Powiat grudziądzki",2017,21
"4977",407000,"Powiat inowrocławski",2017,171
"4978",408000,"Powiat lipnowski",2017,63
"4979",409000,"Powiat mogileński",2017,57
"4980",410000,"Powiat nakielski",2017,115
"4981",411000,"Powiat radziejowski",2017,16
"4982",412000,"Powiat rypiński",2017,26
"4983",413000,"Powiat sępoleński",2017,14
"4984",414000,"Powiat świecki",2017,107
"4985",415000,"Powiat toruński",2017,86
"4986",416000,"Powiat tucholski",2017,26
"4987",417000,"Powiat wąbrzeski",2017,47
"4988",418000,"Powiat włocławski",2017,23
"4989",419000,"Powiat żniński",2017,51
"4990",461000,"Powiat m.Bydgoszcz",2017,362
"4991",462000,"Powiat m.Grudziądz",2017,174
"4992",463000,"Powiat m.Toruń",2017,371
"4993",464000,"Powiat m.Włocławek",2017,275
"4994",601000,"Powiat bialski",2017,29
"4995",602000,"Powiat biłgorajski",2017,15
"4996",603000,"Powiat chełmski",2017,24
"4997",604000,"Powiat hrubieszowski",2017,46
"4998",605000,"Powiat janowski",2017,4
"4999",606000,"Powiat krasnostawski",2017,16
"5000",607000,"Powiat kraśnicki",2017,79
"5001",608000,"Powiat lubartowski",2017,27
"5002",609000,"Powiat lubelski",2017,28
"5003",610000,"Powiat łęczyński",2017,24
"5004",611000,"Powiat łukowski",2017,36
"5005",612000,"Powiat opolski",2017,18
"5006",613000,"Powiat parczewski",2017,10
"5007",614000,"Powiat puławski",2017,56
"5008",615000,"Powiat radzyński",2017,32
"5009",616000,"Powiat rycki",2017,17
"5010",617000,"Powiat świdnicki",2017,50
"5011",618000,"Powiat tomaszowski",2017,25
"5012",619000,"Powiat włodawski",2017,14
"5013",620000,"Powiat zamojski",2017,20
"5014",661000,"Powiat m.Biała Podlaska",2017,41
"5015",662000,"Powiat m.Chełm",2017,77
"5016",663000,"Powiat m.Lublin",2017,372
"5017",664000,"Powiat m.Zamość",2017,64
"5018",801000,"Powiat gorzowski",2017,69
"5019",802000,"Powiat krośnieński",2017,41
"5020",803000,"Powiat międzyrzecki",2017,70
"5021",804000,"Powiat nowosolski",2017,88
"5022",805000,"Powiat słubicki",2017,70
"5023",806000,"Powiat strzelecko-drezdenecki",2017,81
"5024",807000,"Powiat sulęciński",2017,49
"5025",808000,"Powiat świebodziński",2017,51
"5026",809000,"Powiat zielonogórski",2017,51
"5027",810000,"Powiat żagański",2017,118
"5028",811000,"Powiat żarski",2017,142
"5029",812000,"Powiat wschowski",2017,11
"5030",861000,"Powiat m.Gorzów Wielkopolski",2017,231
"5031",862000,"Powiat m.Zielona Góra",2017,149
"5032",1001000,"Powiat bełchatowski",2017,99
"5033",1002000,"Powiat kutnowski",2017,104
"5034",1003000,"Powiat łaski",2017,23
"5035",1004000,"Powiat łęczycki",2017,29
"5036",1005000,"Powiat łowicki",2017,54
"5037",1006000,"Powiat łódzki wschodni",2017,27
"5038",1007000,"Powiat opoczyński",2017,50
"5039",1008000,"Powiat pabianicki",2017,104
"5040",1009000,"Powiat pajęczański",2017,23
"5041",1010000,"Powiat piotrkowski",2017,25
"5042",1011000,"Powiat poddębicki",2017,22
"5043",1012000,"Powiat radomszczański",2017,119
"5044",1013000,"Powiat rawski",2017,19
"5045",1014000,"Powiat sieradzki",2017,55
"5046",1015000,"Powiat skierniewicki",2017,12
"5047",1016000,"Powiat tomaszowski",2017,102
"5048",1017000,"Powiat wieluński",2017,22
"5049",1018000,"Powiat wieruszowski",2017,17
"5050",1019000,"Powiat zduńskowolski",2017,72
"5051",1020000,"Powiat zgierski",2017,164
"5052",1021000,"Powiat brzeziński",2017,18
"5053",1061000,"Powiat m.Łódź",2017,625
"5054",1062000,"Powiat m.Piotrków Trybunalski",2017,87
"5055",1063000,"Powiat m.Skierniewice",2017,18
"5056",1201000,"Powiat bocheński",2017,26
"5057",1202000,"Powiat brzeski",2017,10
"5058",1203000,"Powiat chrzanowski",2017,125
"5059",1204000,"Powiat dąbrowski",2017,15
"5060",1205000,"Powiat gorlicki",2017,15
"5061",1206000,"Powiat krakowski",2017,73
"5062",1207000,"Powiat limanowski",2017,18
"5063",1208000,"Powiat miechowski",2017,29
"5064",1209000,"Powiat myślenicki",2017,17
"5065",1210000,"Powiat nowosądecki",2017,43
"5066",1211000,"Powiat nowotarski",2017,46
"5067",1212000,"Powiat olkuski",2017,93
"5068",1213000,"Powiat oświęcimski",2017,134
"5069",1214000,"Powiat proszowicki",2017,16
"5070",1215000,"Powiat suski",2017,23
"5071",1216000,"Powiat tarnowski",2017,32
"5072",1217000,"Powiat tatrzański",2017,42
"5073",1218000,"Powiat wadowicki",2017,97
"5074",1219000,"Powiat wielicki",2017,51
"5075",1261000,"Powiat m.Kraków",2017,1019
"5076",1262000,"Powiat m.Nowy Sącz",2017,124
"5077",1263000,"Powiat m.Tarnów",2017,202
"5078",1401000,"Powiat białobrzeski",2017,4
"5079",1402000,"Powiat ciechanowski",2017,281
"5080",1403000,"Powiat garwoliński",2017,19
"5081",1404000,"Powiat gostyniński",2017,19
"5082",1405000,"Powiat grodziski",2017,78
"5083",1406000,"Powiat grójecki",2017,35
"5084",1407000,"Powiat kozienicki",2017,12
"5085",1408000,"Powiat legionowski",2017,84
"5086",1409000,"Powiat lipski",2017,1
"5087",1410000,"Powiat łosicki",2017,10
"5088",1411000,"Powiat makowski",2017,18
"5089",1412000,"Powiat miński",2017,67
"5090",1413000,"Powiat mławski",2017,52
"5091",1414000,"Powiat nowodworski",2017,61
"5092",1415000,"Powiat ostrołęcki",2017,24
"5093",1416000,"Powiat ostrowski",2017,20
"5094",1417000,"Powiat otwocki",2017,63
"5095",1418000,"Powiat piaseczyński",2017,105
"5096",1419000,"Powiat płocki",2017,35
"5097",1420000,"Powiat płoński",2017,60
"5098",1421000,"Powiat pruszkowski",2017,56
"5099",1422000,"Powiat przasnyski",2017,39
"5100",1423000,"Powiat przysuski",2017,5
"5101",1424000,"Powiat pułtuski",2017,15
"5102",1425000,"Powiat radomski",2017,28
"5103",1426000,"Powiat siedlecki",2017,18
"5104",1427000,"Powiat sierpecki",2017,25
"5105",1428000,"Powiat sochaczewski",2017,117
"5106",1429000,"Powiat sokołowski",2017,1
"5107",1430000,"Powiat szydłowiecki",2017,5
"5108",1432000,"Powiat warszawski zachodni",2017,48
"5109",1433000,"Powiat węgrowski",2017,13
"5110",1434000,"Powiat wołomiński",2017,85
"5111",1435000,"Powiat wyszkowski",2017,36
"5112",1436000,"Powiat zwoleński",2017,6
"5113",1437000,"Powiat żuromiński",2017,15
"5114",1438000,"Powiat żyrardowski",2017,81
"5115",1461000,"Powiat m.Ostrołęka",2017,94
"5116",1462000,"Powiat m.Płock",2017,165
"5117",1463000,"Powiat m.Radom",2017,159
"5118",1464000,"Powiat m.Siedlce",2017,66
"5119",1465000,"Powiat m. st. Warszawa",2017,1258
"5120",1601000,"Powiat brzeski",2017,195
"5121",1602000,"Powiat głubczycki",2017,44
"5122",1603000,"Powiat kędzierzyńsko-kozielski",2017,108
"5123",1604000,"Powiat kluczborski",2017,57
"5124",1605000,"Powiat krapkowicki",2017,64
"5125",1606000,"Powiat namysłowski",2017,31
"5126",1607000,"Powiat nyski",2017,144
"5127",1608000,"Powiat oleski",2017,31
"5128",1609000,"Powiat opolski",2017,85
"5129",1610000,"Powiat prudnicki",2017,18
"5130",1611000,"Powiat strzelecki",2017,61
"5131",1661000,"Powiat m.Opole",2017,336
"5132",1801000,"Powiat bieszczadzki",2017,14
"5133",1802000,"Powiat brzozowski",2017,8
"5134",1803000,"Powiat dębicki",2017,103
"5135",1804000,"Powiat jarosławski",2017,34
"5136",1805000,"Powiat jasielski",2017,70
"5137",1806000,"Powiat kolbuszowski",2017,6
"5138",1807000,"Powiat krośnieński",2017,40
"5139",1808000,"Powiat leżajski",2017,30
"5140",1809000,"Powiat lubaczowski",2017,15
"5141",1810000,"Powiat łańcucki",2017,20
"5142",1811000,"Powiat mielecki",2017,46
"5143",1812000,"Powiat niżański",2017,29
"5144",1813000,"Powiat przemyski",2017,31
"5145",1814000,"Powiat przeworski",2017,18
"5146",1815000,"Powiat ropczycko-sędziszowski",2017,19
"5147",1816000,"Powiat rzeszowski",2017,29
"5148",1817000,"Powiat sanocki",2017,54
"5149",1818000,"Powiat stalowowolski",2017,79
"5150",1819000,"Powiat strzyżowski",2017,20
"5151",1820000,"Powiat tarnobrzeski",2017,34
"5152",1821000,"Powiat leski",2017,11
"5153",1861000,"Powiat m.Krosno",2017,31
"5154",1862000,"Powiat m.Przemyśl",2017,41
"5155",1863000,"Powiat m.Rzeszów",2017,169
"5156",1864000,"Powiat m.Tarnobrzeg",2017,71
"5157",2001000,"Powiat augustowski",2017,64
"5158",2002000,"Powiat białostocki",2017,77
"5159",2003000,"Powiat bielski",2017,33
"5160",2004000,"Powiat grajewski",2017,11
"5161",2005000,"Powiat hajnowski",2017,18
"5162",2006000,"Powiat kolneński",2017,8
"5163",2007000,"Powiat łomżyński",2017,3
"5164",2008000,"Powiat moniecki",2017,22
"5165",2009000,"Powiat sejneński",2017,6
"5166",2010000,"Powiat siemiatycki",2017,28
"5167",2011000,"Powiat sokólski",2017,20
"5168",2012000,"Powiat suwalski",2017,14
"5169",2013000,"Powiat wysokomazowiecki",2017,11
"5170",2014000,"Powiat zambrowski",2017,42
"5171",2061000,"Powiat m.Białystok",2017,296
"5172",2062000,"Powiat m.Łomża",2017,26
"5173",2063000,"Powiat m.Suwałki",2017,110
"5174",2201000,"Powiat bytowski",2017,85
"5175",2202000,"Powiat chojnicki",2017,62
"5176",2203000,"Powiat człuchowski",2017,61
"5177",2204000,"Powiat gdański",2017,110
"5178",2205000,"Powiat kartuski",2017,91
"5179",2206000,"Powiat kościerski",2017,89
"5180",2207000,"Powiat kwidzyński",2017,188
"5181",2208000,"Powiat lęborski",2017,103
"5182",2209000,"Powiat malborski",2017,178
"5183",2210000,"Powiat nowodworski",2017,69
"5184",2211000,"Powiat pucki",2017,90
"5185",2212000,"Powiat słupski",2017,137
"5186",2213000,"Powiat starogardzki",2017,187
"5187",2214000,"Powiat tczewski",2017,133
"5188",2215000,"Powiat wejherowski",2017,323
"5189",2216000,"Powiat sztumski",2017,75
"5190",2261000,"Powiat m.Gdańsk",2017,723
"5191",2262000,"Powiat m.Gdynia",2017,615
"5192",2263000,"Powiat m.Słupsk",2017,162
"5193",2264000,"Powiat m.Sopot",2017,120
"5194",2401000,"Powiat będziński",2017,215
"5195",2402000,"Powiat bielski",2017,64
"5196",2403000,"Powiat cieszyński",2017,116
"5197",2404000,"Powiat częstochowski",2017,49
"5198",2405000,"Powiat gliwicki",2017,115
"5199",2406000,"Powiat kłobucki",2017,48
"5200",2407000,"Powiat lubliniecki",2017,21
"5201",2408000,"Powiat mikołowski",2017,72
"5202",2409000,"Powiat myszkowski",2017,71
"5203",2410000,"Powiat pszczyński",2017,101
"5204",2411000,"Powiat raciborski",2017,121
"5205",2412000,"Powiat rybnicki",2017,65
"5206",2413000,"Powiat tarnogórski",2017,106
"5207",2414000,"Powiat bieruńsko-lędziński",2017,63
"5208",2415000,"Powiat wodzisławski",2017,129
"5209",2416000,"Powiat zawierciański",2017,118
"5210",2417000,"Powiat żywiecki",2017,32
"5211",2461000,"Powiat m.Bielsko-Biała",2017,181
"5212",2462000,"Powiat m.Bytom",2017,302
"5213",2463000,"Powiat m.Chorzów",2017,184
"5214",2464000,"Powiat m.Częstochowa",2017,530
"5215",2465000,"Powiat m.Dąbrowa Górnicza",2017,160
"5216",2466000,"Powiat m.Gliwice",2017,366
"5217",2467000,"Powiat m.Jastrzębie-Zdrój",2017,144
"5218",2468000,"Powiat m.Jaworzno",2017,219
"5219",2469000,"Powiat m.Katowice",2017,639
"5220",2470000,"Powiat m.Mysłowice",2017,129
"5221",2471000,"Powiat m.Piekary Śląskie",2017,60
"5222",2472000,"Powiat m.Ruda Śląska",2017,206
"5223",2473000,"Powiat m.Rybnik",2017,312
"5224",2474000,"Powiat m.Siemianowice Śląskie",2017,132
"5225",2475000,"Powiat m.Sosnowiec",2017,454
"5226",2476000,"Powiat m.Świętochłowice",2017,59
"5227",2477000,"Powiat m.Tychy",2017,216
"5228",2478000,"Powiat m.Zabrze",2017,301
"5229",2479000,"Powiat m.Żory",2017,98
"5230",2601000,"Powiat buski",2017,33
"5231",2602000,"Powiat jędrzejowski",2017,34
"5232",2603000,"Powiat kazimierski",2017,14
"5233",2604000,"Powiat kielecki",2017,99
"5234",2605000,"Powiat konecki",2017,65
"5235",2606000,"Powiat opatowski",2017,23
"5236",2607000,"Powiat ostrowiecki",2017,119
"5237",2608000,"Powiat pińczowski",2017,20
"5238",2609000,"Powiat sandomierski",2017,47
"5239",2610000,"Powiat skarżyski",2017,45
"5240",2611000,"Powiat starachowicki",2017,93
"5241",2612000,"Powiat staszowski",2017,26
"5242",2613000,"Powiat włoszczowski",2017,5
"5243",2661000,"Powiat m.Kielce",2017,499
"5244",2801000,"Powiat bartoszycki",2017,116
"5245",2802000,"Powiat braniewski",2017,48
"5246",2803000,"Powiat działdowski",2017,52
"5247",2804000,"Powiat elbląski",2017,53
"5248",2805000,"Powiat ełcki",2017,104
"5249",2806000,"Powiat giżycki",2017,80
"5250",2807000,"Powiat iławski",2017,118
"5251",2808000,"Powiat kętrzyński",2017,70
"5252",2809000,"Powiat lidzbarski",2017,62
"5253",2810000,"Powiat mrągowski",2017,65
"5254",2811000,"Powiat nidzicki",2017,39
"5255",2812000,"Powiat nowomiejski",2017,31
"5256",2813000,"Powiat olecki",2017,36
"5257",2814000,"Powiat olsztyński",2017,167
"5258",2815000,"Powiat ostródzki",2017,113
"5259",2816000,"Powiat piski",2017,40
"5260",2817000,"Powiat szczycieński",2017,70
"5261",2818000,"Powiat gołdapski",2017,38
"5262",2819000,"Powiat węgorzewski",2017,24
"5263",2861000,"Powiat m.Elbląg",2017,224
"5264",2862000,"Powiat m.Olsztyn",2017,266
"5265",3001000,"Powiat chodzieski",2017,43
"5266",3002000,"Powiat czarnkowsko-trzcianecki",2017,65
"5267",3003000,"Powiat gnieźnieński",2017,222
"5268",3004000,"Powiat gostyński",2017,28
"5269",3005000,"Powiat grodziski",2017,49
"5270",3006000,"Powiat jarociński",2017,51
"5271",3007000,"Powiat kaliski",2017,13
"5272",3008000,"Powiat kępiński",2017,32
"5273",3009000,"Powiat kolski",2017,60
"5274",3010000,"Powiat koniński",2017,30
"5275",3011000,"Powiat kościański",2017,59
"5276",3012000,"Powiat krotoszyński",2017,66
"5277",3013000,"Powiat leszczyński",2017,19
"5278",3014000,"Powiat międzychodzki",2017,41
"5279",3015000,"Powiat nowotomyski",2017,48
"5280",3016000,"Powiat obornicki",2017,102
"5281",3017000,"Powiat ostrowski",2017,65
"5282",3018000,"Powiat ostrzeszowski",2017,22
"5283",3019000,"Powiat pilski",2017,272
"5284",3020000,"Powiat pleszewski",2017,53
"5285",3021000,"Powiat poznański",2017,179
"5286",3022000,"Powiat rawicki",2017,18
"5287",3023000,"Powiat słupecki",2017,11
"5288",3024000,"Powiat szamotulski",2017,84
"5289",3025000,"Powiat średzki",2017,63
"5290",3026000,"Powiat śremski",2017,60
"5291",3027000,"Powiat turecki",2017,37
"5292",3028000,"Powiat wągrowiecki",2017,52
"5293",3029000,"Powiat wolsztyński",2017,36
"5294",3030000,"Powiat wrzesiński",2017,59
"5295",3031000,"Powiat złotowski",2017,89
"5296",3061000,"Powiat m.Kalisz",2017,112
"5297",3062000,"Powiat m.Konin",2017,147
"5298",3063000,"Powiat m.Leszno",2017,173
"5299",3064000,"Powiat m.Poznań",2017,1238
"5300",3201000,"Powiat białogardzki",2017,83
"5301",3202000,"Powiat choszczeński",2017,59
"5302",3203000,"Powiat drawski",2017,70
"5303",3204000,"Powiat goleniowski",2017,88
"5304",3205000,"Powiat gryficki",2017,96
"5305",3206000,"Powiat gryfiński",2017,94
"5306",3207000,"Powiat kamieński",2017,61
"5307",3208000,"Powiat kołobrzeski",2017,84
"5308",3209000,"Powiat koszaliński",2017,76
"5309",3210000,"Powiat myśliborski",2017,103
"5310",3211000,"Powiat policki",2017,136
"5311",3212000,"Powiat pyrzycki",2017,63
"5312",3213000,"Powiat sławieński",2017,81
"5313",3214000,"Powiat stargardzki",2017,222
"5314",3215000,"Powiat szczecinecki",2017,88
"5315",3216000,"Powiat świdwiński",2017,51
"5316",3217000,"Powiat wałecki",2017,93
"5317",3218000,"Powiat łobeski",2017,49
"5318",3261000,"Powiat m.Koszalin",2017,115
"5319",3262000,"Powiat m.Szczecin",2017,901
"5320",3263000,"Powiat m.Świnoujście",2017,102
"5321",201000,"Powiat bolesławiecki",2018,108
"5322",202000,"Powiat dzierżoniowski",2018,121
"5323",203000,"Powiat głogowski",2018,72
"5324",204000,"Powiat górowski",2018,52
"5325",205000,"Powiat jaworski",2018,42
"5326",206000,"Powiat jeleniogórski",2018,66
"5327",207000,"Powiat kamiennogórski",2018,29
"5328",208000,"Powiat kłodzki",2018,119
"5329",209000,"Powiat legnicki",2018,20
"5330",210000,"Powiat lubański",2018,58
"5331",211000,"Powiat lubiński",2018,118
"5332",212000,"Powiat lwówecki",2018,32
"5333",213000,"Powiat milicki",2018,23
"5334",214000,"Powiat oleśnicki",2018,66
"5335",215000,"Powiat oławski",2018,29
"5336",216000,"Powiat polkowicki",2018,74
"5337",217000,"Powiat strzeliński",2018,18
"5338",218000,"Powiat średzki",2018,28
"5339",219000,"Powiat świdnicki",2018,225
"5340",220000,"Powiat trzebnicki",2018,32
"5341",221000,"Powiat wałbrzyski",2018,58
"5342",222000,"Powiat wołowski",2018,75
"5343",223000,"Powiat wrocławski",2018,52
"5344",224000,"Powiat ząbkowicki",2018,28
"5345",225000,"Powiat zgorzelecki",2018,136
"5346",226000,"Powiat złotoryjski",2018,35
"5347",261000,"Powiat m.Jelenia Góra",2018,146
"5348",262000,"Powiat m.Legnica",2018,162
"5349",264000,"Powiat m.Wrocław",2018,404
"5350",265000,"Powiat m.Wałbrzych od 2013",2018,293
"5351",401000,"Powiat aleksandrowski",2018,49
"5352",402000,"Powiat brodnicki",2018,81
"5353",403000,"Powiat bydgoski",2018,82
"5354",404000,"Powiat chełmiński",2018,59
"5355",405000,"Powiat golubsko-dobrzyński",2018,43
"5356",406000,"Powiat grudziądzki",2018,15
"5357",407000,"Powiat inowrocławski",2018,160
"5358",408000,"Powiat lipnowski",2018,62
"5359",409000,"Powiat mogileński",2018,54
"5360",410000,"Powiat nakielski",2018,127
"5361",411000,"Powiat radziejowski",2018,19
"5362",412000,"Powiat rypiński",2018,30
"5363",413000,"Powiat sępoleński",2018,15
"5364",414000,"Powiat świecki",2018,114
"5365",415000,"Powiat toruński",2018,84
"5366",416000,"Powiat tucholski",2018,30
"5367",417000,"Powiat wąbrzeski",2018,38
"5368",418000,"Powiat włocławski",2018,24
"5369",419000,"Powiat żniński",2018,37
"5370",461000,"Powiat m.Bydgoszcz",2018,301
"5371",462000,"Powiat m.Grudziądz",2018,207
"5372",463000,"Powiat m.Toruń",2018,358
"5373",464000,"Powiat m.Włocławek",2018,245
"5374",601000,"Powiat bialski",2018,25
"5375",602000,"Powiat biłgorajski",2018,7
"5376",603000,"Powiat chełmski",2018,29
"5377",604000,"Powiat hrubieszowski",2018,31
"5378",605000,"Powiat janowski",2018,4
"5379",606000,"Powiat krasnostawski",2018,21
"5380",607000,"Powiat kraśnicki",2018,67
"5381",608000,"Powiat lubartowski",2018,25
"5382",609000,"Powiat lubelski",2018,28
"5383",610000,"Powiat łęczyński",2018,25
"5384",611000,"Powiat łukowski",2018,37
"5385",612000,"Powiat opolski",2018,12
"5386",613000,"Powiat parczewski",2018,12
"5387",614000,"Powiat puławski",2018,66
"5388",615000,"Powiat radzyński",2018,26
"5389",616000,"Powiat rycki",2018,14
"5390",617000,"Powiat świdnicki",2018,50
"5391",618000,"Powiat tomaszowski",2018,20
"5392",619000,"Powiat włodawski",2018,18
"5393",620000,"Powiat zamojski",2018,20
"5394",661000,"Powiat m.Biała Podlaska",2018,42
"5395",662000,"Powiat m.Chełm",2018,69
"5396",663000,"Powiat m.Lublin",2018,415
"5397",664000,"Powiat m.Zamość",2018,62
"5398",801000,"Powiat gorzowski",2018,63
"5399",802000,"Powiat krośnieński",2018,40
"5400",803000,"Powiat międzyrzecki",2018,65
"5401",804000,"Powiat nowosolski",2018,83
"5402",805000,"Powiat słubicki",2018,66
"5403",806000,"Powiat strzelecko-drezdenecki",2018,62
"5404",807000,"Powiat sulęciński",2018,33
"5405",808000,"Powiat świebodziński",2018,62
"5406",809000,"Powiat zielonogórski",2018,56
"5407",810000,"Powiat żagański",2018,111
"5408",811000,"Powiat żarski",2018,152
"5409",812000,"Powiat wschowski",2018,7
"5410",861000,"Powiat m.Gorzów Wielkopolski",2018,216
"5411",862000,"Powiat m.Zielona Góra",2018,162
"5412",1001000,"Powiat bełchatowski",2018,102
"5413",1002000,"Powiat kutnowski",2018,105
"5414",1003000,"Powiat łaski",2018,18
"5415",1004000,"Powiat łęczycki",2018,29
"5416",1005000,"Powiat łowicki",2018,52
"5417",1006000,"Powiat łódzki wschodni",2018,26
"5418",1007000,"Powiat opoczyński",2018,36
"5419",1008000,"Powiat pabianicki",2018,73
"5420",1009000,"Powiat pajęczański",2018,17
"5421",1010000,"Powiat piotrkowski",2018,23
"5422",1011000,"Powiat poddębicki",2018,20
"5423",1012000,"Powiat radomszczański",2018,117
"5424",1013000,"Powiat rawski",2018,11
"5425",1014000,"Powiat sieradzki",2018,45
"5426",1015000,"Powiat skierniewicki",2018,15
"5427",1016000,"Powiat tomaszowski",2018,98
"5428",1017000,"Powiat wieluński",2018,12
"5429",1018000,"Powiat wieruszowski",2018,20
"5430",1019000,"Powiat zduńskowolski",2018,67
"5431",1020000,"Powiat zgierski",2018,151
"5432",1021000,"Powiat brzeziński",2018,13
"5433",1061000,"Powiat m.Łódź",2018,630
"5434",1062000,"Powiat m.Piotrków Trybunalski",2018,69
"5435",1063000,"Powiat m.Skierniewice",2018,26
"5436",1201000,"Powiat bocheński",2018,26
"5437",1202000,"Powiat brzeski",2018,13
"5438",1203000,"Powiat chrzanowski",2018,135
"5439",1204000,"Powiat dąbrowski",2018,13
"5440",1205000,"Powiat gorlicki",2018,28
"5441",1206000,"Powiat krakowski",2018,72
"5442",1207000,"Powiat limanowski",2018,20
"5443",1208000,"Powiat miechowski",2018,30
"5444",1209000,"Powiat myślenicki",2018,22
"5445",1210000,"Powiat nowosądecki",2018,34
"5446",1211000,"Powiat nowotarski",2018,30
"5447",1212000,"Powiat olkuski",2018,78
"5448",1213000,"Powiat oświęcimski",2018,110
"5449",1214000,"Powiat proszowicki",2018,18
"5450",1215000,"Powiat suski",2018,26
"5451",1216000,"Powiat tarnowski",2018,41
"5452",1217000,"Powiat tatrzański",2018,46
"5453",1218000,"Powiat wadowicki",2018,101
"5454",1219000,"Powiat wielicki",2018,58
"5455",1261000,"Powiat m.Kraków",2018,1138
"5456",1262000,"Powiat m.Nowy Sącz",2018,54
"5457",1263000,"Powiat m.Tarnów",2018,190
"5458",1401000,"Powiat białobrzeski",2018,8
"5459",1402000,"Powiat ciechanowski",2018,62
"5460",1403000,"Powiat garwoliński",2018,20
"5461",1404000,"Powiat gostyniński",2018,20
"5462",1405000,"Powiat grodziski",2018,90
"5463",1406000,"Powiat grójecki",2018,37
"5464",1407000,"Powiat kozienicki",2018,15
"5465",1408000,"Powiat legionowski",2018,75
"5466",1409000,"Powiat lipski",2018,0
"5467",1410000,"Powiat łosicki",2018,9
"5468",1411000,"Powiat makowski",2018,17
"5469",1412000,"Powiat miński",2018,54
"5470",1413000,"Powiat mławski",2018,55
"5471",1414000,"Powiat nowodworski",2018,51
"5472",1415000,"Powiat ostrołęcki",2018,36
"5473",1416000,"Powiat ostrowski",2018,18
"5474",1417000,"Powiat otwocki",2018,54
"5475",1418000,"Powiat piaseczyński",2018,84
"5476",1419000,"Powiat płocki",2018,24
"5477",1420000,"Powiat płoński",2018,49
"5478",1421000,"Powiat pruszkowski",2018,75
"5479",1422000,"Powiat przasnyski",2018,41
"5480",1423000,"Powiat przysuski",2018,5
"5481",1424000,"Powiat pułtuski",2018,24
"5482",1425000,"Powiat radomski",2018,31
"5483",1426000,"Powiat siedlecki",2018,16
"5484",1427000,"Powiat sierpecki",2018,20
"5485",1428000,"Powiat sochaczewski",2018,109
"5486",1429000,"Powiat sokołowski",2018,4
"5487",1430000,"Powiat szydłowiecki",2018,10
"5488",1432000,"Powiat warszawski zachodni",2018,52
"5489",1433000,"Powiat węgrowski",2018,10
"5490",1434000,"Powiat wołomiński",2018,70
"5491",1435000,"Powiat wyszkowski",2018,28
"5492",1436000,"Powiat zwoleński",2018,11
"5493",1437000,"Powiat żuromiński",2018,12
"5494",1438000,"Powiat żyrardowski",2018,108
"5495",1461000,"Powiat m.Ostrołęka",2018,108
"5496",1462000,"Powiat m.Płock",2018,169
"5497",1463000,"Powiat m.Radom",2018,220
"5498",1464000,"Powiat m.Siedlce",2018,59
"5499",1465000,"Powiat m. st. Warszawa",2018,1312
"5500",1601000,"Powiat brzeski",2018,194
"5501",1602000,"Powiat głubczycki",2018,26
"5502",1603000,"Powiat kędzierzyńsko-kozielski",2018,123
"5503",1604000,"Powiat kluczborski",2018,61
"5504",1605000,"Powiat krapkowicki",2018,55
"5505",1606000,"Powiat namysłowski",2018,33
"5506",1607000,"Powiat nyski",2018,153
"5507",1608000,"Powiat oleski",2018,25
"5508",1609000,"Powiat opolski",2018,78
"5509",1610000,"Powiat prudnicki",2018,19
"5510",1611000,"Powiat strzelecki",2018,65
"5511",1661000,"Powiat m.Opole",2018,298
"5512",1801000,"Powiat bieszczadzki",2018,15
"5513",1802000,"Powiat brzozowski",2018,9
"5514",1803000,"Powiat dębicki",2018,126
"5515",1804000,"Powiat jarosławski",2018,32
"5516",1805000,"Powiat jasielski",2018,59
"5517",1806000,"Powiat kolbuszowski",2018,11
"5518",1807000,"Powiat krośnieński",2018,30
"5519",1808000,"Powiat leżajski",2018,32
