"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_bezdomnosc"
"4368",1609000,"Powiat opolski",2015,79
"4369",1610000,"Powiat prudnicki",2015,25
"4370",1611000,"Powiat strzelecki",2015,66
"4371",1661000,"Powiat m.Opole",2015,368
"4372",1801000,"Powiat bieszczadzki",2015,20
"4373",1802000,"Powiat brzozowski",2015,4
"4374",1803000,"Powiat dębicki",2015,99
"4375",1804000,"Powiat jarosławski",2015,47
"4376",1805000,"Powiat jasielski",2015,61
"4377",1806000,"Powiat kolbuszowski",2015,10
"4378",1807000,"Powiat krośnieński",2015,26
"4379",1808000,"Powiat leżajski",2015,33
"4380",1809000,"Powiat lubaczowski",2015,21
"4381",1810000,"Powiat łańcucki",2015,21
"4382",1811000,"Powiat mielecki",2015,39
"4383",1812000,"Powiat niżański",2015,32
"4384",1813000,"Powiat przemyski",2015,24
"4385",1814000,"Powiat przeworski",2015,15
"4386",1815000,"Powiat ropczycko-sędziszowski",2015,10
"4387",1816000,"Powiat rzeszowski",2015,33
"4388",1817000,"Powiat sanocki",2015,60
"4389",1818000,"Powiat stalowowolski",2015,95
"4390",1819000,"Powiat strzyżowski",2015,14
"4391",1820000,"Powiat tarnobrzeski",2015,25
"4392",1821000,"Powiat leski",2015,20
"4393",1861000,"Powiat m.Krosno",2015,35
"4394",1862000,"Powiat m.Przemyśl",2015,59
"4395",1863000,"Powiat m.Rzeszów",2015,81
"4396",1864000,"Powiat m.Tarnobrzeg",2015,59
"4397",2001000,"Powiat augustowski",2015,84
"4398",2002000,"Powiat białostocki",2015,79
"4399",2003000,"Powiat bielski",2015,30
"4400",2004000,"Powiat grajewski",2015,13
"4401",2005000,"Powiat hajnowski",2015,26
"4402",2006000,"Powiat kolneński",2015,12
"4403",2007000,"Powiat łomżyński",2015,8
"4404",2008000,"Powiat moniecki",2015,11
"4405",2009000,"Powiat sejneński",2015,5
"4406",2010000,"Powiat siemiatycki",2015,25
"4407",2011000,"Powiat sokólski",2015,35
"4408",2012000,"Powiat suwalski",2015,25
"4409",2013000,"Powiat wysokomazowiecki",2015,11
"4410",2014000,"Powiat zambrowski",2015,36
"4411",2061000,"Powiat m.Białystok",2015,375
"4412",2062000,"Powiat m.Łomża",2015,31
"4413",2063000,"Powiat m.Suwałki",2015,169
"4414",2201000,"Powiat bytowski",2015,106
"4415",2202000,"Powiat chojnicki",2015,60
"4416",2203000,"Powiat człuchowski",2015,66
"4417",2204000,"Powiat gdański",2015,103
"4418",2205000,"Powiat kartuski",2015,96
"4419",2206000,"Powiat kościerski",2015,86
"4420",2207000,"Powiat kwidzyński",2015,187
"4421",2208000,"Powiat lęborski",2015,96
"4422",2209000,"Powiat malborski",2015,160
"4423",2210000,"Powiat nowodworski",2015,59
"4424",2211000,"Powiat pucki",2015,87
"4425",2212000,"Powiat słupski",2015,137
"4426",2213000,"Powiat starogardzki",2015,214
"4427",2214000,"Powiat tczewski",2015,142
"4428",2215000,"Powiat wejherowski",2015,306
"4429",2216000,"Powiat sztumski",2015,48
"4430",2261000,"Powiat m.Gdańsk",2015,757
"4431",2262000,"Powiat m.Gdynia",2015,636
"4432",2263000,"Powiat m.Słupsk",2015,222
"4433",2264000,"Powiat m.Sopot",2015,153
"4434",2401000,"Powiat będziński",2015,237
"4435",2402000,"Powiat bielski",2015,63
"4436",2403000,"Powiat cieszyński",2015,133
"4437",2404000,"Powiat częstochowski",2015,46
"4438",2405000,"Powiat gliwicki",2015,113
"4439",2406000,"Powiat kłobucki",2015,44
"4440",2407000,"Powiat lubliniecki",2015,29
"4441",2408000,"Powiat mikołowski",2015,67
"4442",2409000,"Powiat myszkowski",2015,57
"4443",2410000,"Powiat pszczyński",2015,101
"4444",2411000,"Powiat raciborski",2015,106
"4445",2412000,"Powiat rybnicki",2015,75
"4446",2413000,"Powiat tarnogórski",2015,129
"4447",2414000,"Powiat bieruńsko-lędziński",2015,61
"4448",2415000,"Powiat wodzisławski",2015,119
"4449",2416000,"Powiat zawierciański",2015,122
"4450",2417000,"Powiat żywiecki",2015,30
"4451",2461000,"Powiat m.Bielsko-Biała",2015,305
"4452",2462000,"Powiat m.Bytom",2015,315
"4453",2463000,"Powiat m.Chorzów",2015,186
"4454",2464000,"Powiat m.Częstochowa",2015,534
"4455",2465000,"Powiat m.Dąbrowa Górnicza",2015,185
"4456",2466000,"Powiat m.Gliwice",2015,385
"4457",2467000,"Powiat m.Jastrzębie-Zdrój",2015,167
"4458",2468000,"Powiat m.Jaworzno",2015,176
"4459",2469000,"Powiat m.Katowice",2015,628
"4460",2470000,"Powiat m.Mysłowice",2015,118
"4461",2471000,"Powiat m.Piekary Śląskie",2015,49
"4462",2472000,"Powiat m.Ruda Śląska",2015,223
"4463",2473000,"Powiat m.Rybnik",2015,315
"4464",2474000,"Powiat m.Siemianowice Śląskie",2015,124
"4465",2475000,"Powiat m.Sosnowiec",2015,382
"4466",2476000,"Powiat m.Świętochłowice",2015,72
"4467",2477000,"Powiat m.Tychy",2015,214
"4468",2478000,"Powiat m.Zabrze",2015,343
"4469",2479000,"Powiat m.Żory",2015,81
"4470",2601000,"Powiat buski",2015,20
"4471",2602000,"Powiat jędrzejowski",2015,39
"4472",2603000,"Powiat kazimierski",2015,13
"4473",2604000,"Powiat kielecki",2015,101
"4474",2605000,"Powiat konecki",2015,66
"4475",2606000,"Powiat opatowski",2015,28
"4476",2607000,"Powiat ostrowiecki",2015,125
"4477",2608000,"Powiat pińczowski",2015,15
"4478",2609000,"Powiat sandomierski",2015,55
"4479",2610000,"Powiat skarżyski",2015,48
"4480",2611000,"Powiat starachowicki",2015,73
"4481",2612000,"Powiat staszowski",2015,20
"4482",2613000,"Powiat włoszczowski",2015,12
"4483",2661000,"Powiat m.Kielce",2015,573
"4484",2801000,"Powiat bartoszycki",2015,103
"4485",2802000,"Powiat braniewski",2015,61
"4486",2803000,"Powiat działdowski",2015,55
"4487",2804000,"Powiat elbląski",2015,73
"4488",2805000,"Powiat ełcki",2015,92
"4489",2806000,"Powiat giżycki",2015,74
"4490",2807000,"Powiat iławski",2015,108
"4491",2808000,"Powiat kętrzyński",2015,70
"4492",2809000,"Powiat lidzbarski",2015,45
"4493",2810000,"Powiat mrągowski",2015,65
"4494",2811000,"Powiat nidzicki",2015,30
"4495",2812000,"Powiat nowomiejski",2015,22
"4496",2813000,"Powiat olecki",2015,43
"4497",2814000,"Powiat olsztyński",2015,154
"4498",2815000,"Powiat ostródzki",2015,125
"4499",2816000,"Powiat piski",2015,73
"4500",2817000,"Powiat szczycieński",2015,64
"4501",2818000,"Powiat gołdapski",2015,41
"4502",2819000,"Powiat węgorzewski",2015,19
"4503",2861000,"Powiat m.Elbląg",2015,261
"4504",2862000,"Powiat m.Olsztyn",2015,220
"4505",3001000,"Powiat chodzieski",2015,37
"4506",3002000,"Powiat czarnkowsko-trzcianecki",2015,58
"4507",3003000,"Powiat gnieźnieński",2015,186
"4508",3004000,"Powiat gostyński",2015,39
"4509",3005000,"Powiat grodziski",2015,45
"4510",3006000,"Powiat jarociński",2015,51
"4511",3007000,"Powiat kaliski",2015,21
"4512",3008000,"Powiat kępiński",2015,44
"4513",3009000,"Powiat kolski",2015,67
"4514",3010000,"Powiat koniński",2015,29
"4515",3011000,"Powiat kościański",2015,68
"4516",3012000,"Powiat krotoszyński",2015,53
"4517",3013000,"Powiat leszczyński",2015,15
"4518",3014000,"Powiat międzychodzki",2015,41
"4519",3015000,"Powiat nowotomyski",2015,45
"4520",3016000,"Powiat obornicki",2015,112
"4521",3017000,"Powiat ostrowski",2015,77
"4522",3018000,"Powiat ostrzeszowski",2015,18
"4523",3019000,"Powiat pilski",2015,264
"4524",3020000,"Powiat pleszewski",2015,40
"4525",3021000,"Powiat poznański",2015,212
"4526",3022000,"Powiat rawicki",2015,22
"4527",3023000,"Powiat słupecki",2015,19
"4528",3024000,"Powiat szamotulski",2015,99
"4529",3025000,"Powiat średzki",2015,65
"4530",3026000,"Powiat śremski",2015,96
"4531",3027000,"Powiat turecki",2015,40
"4532",3028000,"Powiat wągrowiecki",2015,49
"4533",3029000,"Powiat wolsztyński",2015,39
"4534",3030000,"Powiat wrzesiński",2015,67
"4535",3031000,"Powiat złotowski",2015,99
"4536",3061000,"Powiat m.Kalisz",2015,118
"4537",3062000,"Powiat m.Konin",2015,153
"4538",3063000,"Powiat m.Leszno",2015,114
"4539",3064000,"Powiat m.Poznań",2015,1054
"4540",3201000,"Powiat białogardzki",2015,93
"4541",3202000,"Powiat choszczeński",2015,75
"4542",3203000,"Powiat drawski",2015,77
"4543",3204000,"Powiat goleniowski",2015,87
"4544",3205000,"Powiat gryficki",2015,89
"4545",3206000,"Powiat gryfiński",2015,86
"4546",3207000,"Powiat kamieński",2015,54
"4547",3208000,"Powiat kołobrzeski",2015,95
"4548",3209000,"Powiat koszaliński",2015,61
"4549",3210000,"Powiat myśliborski",2015,125
"4550",3211000,"Powiat policki",2015,161
"4551",3212000,"Powiat pyrzycki",2015,76
"4552",3213000,"Powiat sławieński",2015,70
"4553",3214000,"Powiat stargardzki",2015,247
"4554",3215000,"Powiat szczecinecki",2015,82
"4555",3216000,"Powiat świdwiński",2015,47
"4556",3217000,"Powiat wałecki",2015,90
"4557",3218000,"Powiat łobeski",2015,52
"4558",3261000,"Powiat m.Koszalin",2015,126
"4559",3262000,"Powiat m.Szczecin",2015,1029
"4560",3263000,"Powiat m.Świnoujście",2015,108
"4561",201000,"Powiat bolesławiecki",2016,112
"4562",202000,"Powiat dzierżoniowski",2016,105
"4563",203000,"Powiat głogowski",2016,86
"4564",204000,"Powiat górowski",2016,37
"4565",205000,"Powiat jaworski",2016,46
"4566",206000,"Powiat jeleniogórski",2016,89
"4567",207000,"Powiat kamiennogórski",2016,44
"4568",208000,"Powiat kłodzki",2016,158
"4569",209000,"Powiat legnicki",2016,25
"4570",210000,"Powiat lubański",2016,59
"4571",211000,"Powiat lubiński",2016,116
"4572",212000,"Powiat lwówecki",2016,31
"4573",213000,"Powiat milicki",2016,14
"4574",214000,"Powiat oleśnicki",2016,83
"4575",215000,"Powiat oławski",2016,33
"4576",216000,"Powiat polkowicki",2016,78
"4577",217000,"Powiat strzeliński",2016,12
"4578",218000,"Powiat średzki",2016,30
"4579",219000,"Powiat świdnicki",2016,217
"4580",220000,"Powiat trzebnicki",2016,44
"4581",221000,"Powiat wałbrzyski",2016,63
"4582",222000,"Powiat wołowski",2016,107
"4583",223000,"Powiat wrocławski",2016,52
"4584",224000,"Powiat ząbkowicki",2016,38
"4585",225000,"Powiat zgorzelecki",2016,133
"4586",226000,"Powiat złotoryjski",2016,68
"4587",261000,"Powiat m.Jelenia Góra",2016,126
"4588",262000,"Powiat m.Legnica",2016,174
"4589",264000,"Powiat m.Wrocław",2016,426
"4590",265000,"Powiat m.Wałbrzych od 2013",2016,308
"4591",401000,"Powiat aleksandrowski",2016,44
"4592",402000,"Powiat brodnicki",2016,78
"4593",403000,"Powiat bydgoski",2016,100
"4594",404000,"Powiat chełmiński",2016,50
"4595",405000,"Powiat golubsko-dobrzyński",2016,40
"4596",406000,"Powiat grudziądzki",2016,18
"4597",407000,"Powiat inowrocławski",2016,165
"4598",408000,"Powiat lipnowski",2016,50
"4599",409000,"Powiat mogileński",2016,59
"4600",410000,"Powiat nakielski",2016,125
"4601",411000,"Powiat radziejowski",2016,24
"4602",412000,"Powiat rypiński",2016,27
"4603",413000,"Powiat sępoleński",2016,19
"4604",414000,"Powiat świecki",2016,104
"4605",415000,"Powiat toruński",2016,79
"4606",416000,"Powiat tucholski",2016,26
"4607",417000,"Powiat wąbrzeski",2016,34
"4608",418000,"Powiat włocławski",2016,32
"4609",419000,"Powiat żniński",2016,62
"4610",461000,"Powiat m.Bydgoszcz",2016,315
"4611",462000,"Powiat m.Grudziądz",2016,161
"4612",463000,"Powiat m.Toruń",2016,378
"4613",464000,"Powiat m.Włocławek",2016,243
"4614",601000,"Powiat bialski",2016,33
"4615",602000,"Powiat biłgorajski",2016,11
"4616",603000,"Powiat chełmski",2016,24
"4617",604000,"Powiat hrubieszowski",2016,31
"4618",605000,"Powiat janowski",2016,4
"4619",606000,"Powiat krasnostawski",2016,18
"4620",607000,"Powiat kraśnicki",2016,61
"4621",608000,"Powiat lubartowski",2016,26
"4622",609000,"Powiat lubelski",2016,31
"4623",610000,"Powiat łęczyński",2016,17
"4624",611000,"Powiat łukowski",2016,39
"4625",612000,"Powiat opolski",2016,19
"4626",613000,"Powiat parczewski",2016,6
"4627",614000,"Powiat puławski",2016,70
"4628",615000,"Powiat radzyński",2016,28
"4629",616000,"Powiat rycki",2016,15
"4630",617000,"Powiat świdnicki",2016,58
"4631",618000,"Powiat tomaszowski",2016,22
"4632",619000,"Powiat włodawski",2016,14
"4633",620000,"Powiat zamojski",2016,21
"4634",661000,"Powiat m.Biała Podlaska",2016,44
"4635",662000,"Powiat m.Chełm",2016,81
"4636",663000,"Powiat m.Lublin",2016,361
"4637",664000,"Powiat m.Zamość",2016,73
"4638",801000,"Powiat gorzowski",2016,65
"4639",802000,"Powiat krośnieński",2016,52
"4640",803000,"Powiat międzyrzecki",2016,71
"4641",804000,"Powiat nowosolski",2016,118
"4642",805000,"Powiat słubicki",2016,78
"4643",806000,"Powiat strzelecko-drezdenecki",2016,88
"4644",807000,"Powiat sulęciński",2016,46
"4645",808000,"Powiat świebodziński",2016,69
"4646",809000,"Powiat zielonogórski",2016,63
"4647",810000,"Powiat żagański",2016,122
"4648",811000,"Powiat żarski",2016,136
"4649",812000,"Powiat wschowski",2016,11
"4650",861000,"Powiat m.Gorzów Wielkopolski",2016,218
"4651",862000,"Powiat m.Zielona Góra",2016,170
"4652",1001000,"Powiat bełchatowski",2016,102
"4653",1002000,"Powiat kutnowski",2016,103
"4654",1003000,"Powiat łaski",2016,25
"4655",1004000,"Powiat łęczycki",2016,36
"4656",1005000,"Powiat łowicki",2016,51
"4657",1006000,"Powiat łódzki wschodni",2016,28
"4658",1007000,"Powiat opoczyński",2016,50
"4659",1008000,"Powiat pabianicki",2016,111
"4660",1009000,"Powiat pajęczański",2016,30
"4661",1010000,"Powiat piotrkowski",2016,33
"4662",1011000,"Powiat poddębicki",2016,15
"4663",1012000,"Powiat radomszczański",2016,113
"4664",1013000,"Powiat rawski",2016,17
"4665",1014000,"Powiat sieradzki",2016,51
"4666",1015000,"Powiat skierniewicki",2016,13
"4667",1016000,"Powiat tomaszowski",2016,109
"4668",1017000,"Powiat wieluński",2016,24
"4669",1018000,"Powiat wieruszowski",2016,15
"4670",1019000,"Powiat zduńskowolski",2016,77
"4671",1020000,"Powiat zgierski",2016,180
"4672",1021000,"Powiat brzeziński",2016,17
"4673",1061000,"Powiat m.Łódź",2016,653
"4674",1062000,"Powiat m.Piotrków Trybunalski",2016,86
"4675",1063000,"Powiat m.Skierniewice",2016,25
"4676",1201000,"Powiat bocheński",2016,27
"4677",1202000,"Powiat brzeski",2016,11
"4678",1203000,"Powiat chrzanowski",2016,163
"4679",1204000,"Powiat dąbrowski",2016,15
"4680",1205000,"Powiat gorlicki",2016,20
"4681",1206000,"Powiat krakowski",2016,61
"4682",1207000,"Powiat limanowski",2016,22
"4683",1208000,"Powiat miechowski",2016,32
"4684",1209000,"Powiat myślenicki",2016,14
"4685",1210000,"Powiat nowosądecki",2016,38
"4686",1211000,"Powiat nowotarski",2016,42
"4687",1212000,"Powiat olkuski",2016,91
"4688",1213000,"Powiat oświęcimski",2016,146
"4689",1214000,"Powiat proszowicki",2016,17
"4690",1215000,"Powiat suski",2016,22
"4691",1216000,"Powiat tarnowski",2016,33
"4692",1217000,"Powiat tatrzański",2016,37
"4693",1218000,"Powiat wadowicki",2016,81
"4694",1219000,"Powiat wielicki",2016,42
"4695",1261000,"Powiat m.Kraków",2016,982
"4696",1262000,"Powiat m.Nowy Sącz",2016,61
"4697",1263000,"Powiat m.Tarnów",2016,172
"4698",1401000,"Powiat białobrzeski",2016,4
"4699",1402000,"Powiat ciechanowski",2016,89
"4700",1403000,"Powiat garwoliński",2016,29
"4701",1404000,"Powiat gostyniński",2016,18
"4702",1405000,"Powiat grodziski",2016,66
"4703",1406000,"Powiat grójecki",2016,32
"4704",1407000,"Powiat kozienicki",2016,14
"4705",1408000,"Powiat legionowski",2016,77
"4706",1409000,"Powiat lipski",2016,2
"4707",1410000,"Powiat łosicki",2016,4
"4708",1411000,"Powiat makowski",2016,21
"4709",1412000,"Powiat miński",2016,60
"4710",1413000,"Powiat mławski",2016,53
"4711",1414000,"Powiat nowodworski",2016,73
"4712",1415000,"Powiat ostrołęcki",2016,31
"4713",1416000,"Powiat ostrowski",2016,15
"4714",1417000,"Powiat otwocki",2016,70
"4715",1418000,"Powiat piaseczyński",2016,100
"4716",1419000,"Powiat płocki",2016,33
"4717",1420000,"Powiat płoński",2016,48
"4718",1421000,"Powiat pruszkowski",2016,57
"4719",1422000,"Powiat przasnyski",2016,37
"4720",1423000,"Powiat przysuski",2016,6
"4721",1424000,"Powiat pułtuski",2016,17
"4722",1425000,"Powiat radomski",2016,31
"4723",1426000,"Powiat siedlecki",2016,17
"4724",1427000,"Powiat sierpecki",2016,21
"4725",1428000,"Powiat sochaczewski",2016,115
"4726",1429000,"Powiat sokołowski",2016,4
"4727",1430000,"Powiat szydłowiecki",2016,8
"4728",1432000,"Powiat warszawski zachodni",2016,59
"4729",1433000,"Powiat węgrowski",2016,17
"4730",1434000,"Powiat wołomiński",2016,93
"4731",1435000,"Powiat wyszkowski",2016,29
"4732",1436000,"Powiat zwoleński",2016,8
"4733",1437000,"Powiat żuromiński",2016,13
"4734",1438000,"Powiat żyrardowski",2016,73
"4735",1461000,"Powiat m.Ostrołęka",2016,100
"4736",1462000,"Powiat m.Płock",2016,177
"4737",1463000,"Powiat m.Radom",2016,166
"4738",1464000,"Powiat m.Siedlce",2016,65
"4739",1465000,"Powiat m. st. Warszawa",2016,1202
"4740",1601000,"Powiat brzeski",2016,191
"4741",1602000,"Powiat głubczycki",2016,32
"4742",1603000,"Powiat kędzierzyńsko-kozielski",2016,94
"4743",1604000,"Powiat kluczborski",2016,51
"4744",1605000,"Powiat krapkowicki",2016,67
"4745",1606000,"Powiat namysłowski",2016,27
"4746",1607000,"Powiat nyski",2016,162
"4747",1608000,"Powiat oleski",2016,25
"4748",1609000,"Powiat opolski",2016,337
"4749",1610000,"Powiat prudnicki",2016,83
"4750",1611000,"Powiat strzelecki",2016,25
"4751",1661000,"Powiat m.Opole",2016,67
"4752",1801000,"Powiat bieszczadzki",2016,19
"4753",1802000,"Powiat brzozowski",2016,9
"4754",1803000,"Powiat dębicki",2016,102
"4755",1804000,"Powiat jarosławski",2016,32
"4756",1805000,"Powiat jasielski",2016,65
"4757",1806000,"Powiat kolbuszowski",2016,7
"4758",1807000,"Powiat krośnieński",2016,28
"4759",1808000,"Powiat leżajski",2016,32
"4760",1809000,"Powiat lubaczowski",2016,18
"4761",1810000,"Powiat łańcucki",2016,37
"4762",1811000,"Powiat mielecki",2016,20
"4763",1812000,"Powiat niżański",2016,20
"4764",1813000,"Powiat przemyski",2016,43
"4765",1814000,"Powiat przeworski",2016,29
"4766",1815000,"Powiat ropczycko-sędziszowski",2016,22
"4767",1816000,"Powiat rzeszowski",2016,45
"4768",1817000,"Powiat sanocki",2016,16
"4769",1818000,"Powiat stalowowolski",2016,14
"4770",1819000,"Powiat strzyżowski",2016,36
"4771",1820000,"Powiat tarnobrzeski",2016,106
"4772",1821000,"Powiat leski",2016,50
"4773",1861000,"Powiat m.Krosno",2016,87
"4774",1862000,"Powiat m.Przemyśl",2016,17
"4775",1863000,"Powiat m.Rzeszów",2016,59
"4776",1864000,"Powiat m.Tarnobrzeg",2016,32
"4777",2001000,"Powiat augustowski",2016,65
"4778",2002000,"Powiat białostocki",2016,69
"4779",2003000,"Powiat bielski",2016,350
"4780",2004000,"Powiat grajewski",2016,31
"4781",2005000,"Powiat hajnowski",2016,12
"4782",2006000,"Powiat kolneński",2016,23
"4783",2007000,"Powiat łomżyński",2016,13
"4784",2008000,"Powiat moniecki",2016,33
"4785",2009000,"Powiat sejneński",2016,6
"4786",2010000,"Powiat siemiatycki",2016,15
"4787",2011000,"Powiat sokólski",2016,6
"4788",2012000,"Powiat suwalski",2016,30
"4789",2013000,"Powiat wysokomazowiecki",2016,22
"4790",2014000,"Powiat zambrowski",2016,16
"4791",2061000,"Powiat m.Białystok",2016,157
"4792",2062000,"Powiat m.Łomża",2016,10
"4793",2063000,"Powiat m.Suwałki",2016,41
"4794",2201000,"Powiat bytowski",2016,105
"4795",2202000,"Powiat chojnicki",2016,76
"4796",2203000,"Powiat człuchowski",2016,58
"4797",2204000,"Powiat gdański",2016,795
"4798",2205000,"Powiat kartuski",2016,115
"4799",2206000,"Powiat kościerski",2016,613
"4800",2207000,"Powiat kwidzyński",2016,115
"4801",2208000,"Powiat lęborski",2016,89
"4802",2209000,"Powiat malborski",2016,185
"4803",2210000,"Powiat nowodworski",2016,100
"4804",2211000,"Powiat pucki",2016,185
"4805",2212000,"Powiat słupski",2016,65
"4806",2213000,"Powiat starogardzki",2016,86
"4807",2214000,"Powiat tczewski",2016,220
"4808",2215000,"Powiat wejherowski",2016,142
"4809",2216000,"Powiat sztumski",2016,137
"4810",2261000,"Powiat m.Gdańsk",2016,189
"4811",2262000,"Powiat m.Gdynia",2016,57
"4812",2263000,"Powiat m.Słupsk",2016,151
"4813",2264000,"Powiat m.Sopot",2016,331
"4814",2401000,"Powiat będziński",2016,235
"4815",2402000,"Powiat bielski",2016,63
"4816",2403000,"Powiat cieszyński",2016,205
"4817",2404000,"Powiat częstochowski",2016,64
"4818",2405000,"Powiat gliwicki",2016,307
"4819",2406000,"Powiat kłobucki",2016,176
"4820",2407000,"Powiat lubliniecki",2016,106
"4821",2408000,"Powiat mikołowski",2016,527
"4822",2409000,"Powiat myszkowski",2016,59
"4823",2410000,"Powiat pszczyński",2016,175
"4824",2411000,"Powiat raciborski",2016,413
"4825",2412000,"Powiat rybnicki",2016,116
"4826",2413000,"Powiat tarnogórski",2016,152
"4827",2414000,"Powiat bieruńsko-lędziński",2016,188
"4828",2415000,"Powiat wodzisławski",2016,627
"4829",2416000,"Powiat zawierciański",2016,49
"4830",2417000,"Powiat żywiecki",2016,30
"4831",2461000,"Powiat m.Bielsko-Biała",2016,64
"4832",2462000,"Powiat m.Bytom",2016,105
"4833",2463000,"Powiat m.Chorzów",2016,75
"4834",2464000,"Powiat m.Częstochowa",2016,71
"4835",2465000,"Powiat m.Dąbrowa Górnicza",2016,100
"4836",2466000,"Powiat m.Gliwice",2016,121
"4837",2467000,"Powiat m.Jastrzębie-Zdrój",2016,216
"4838",2468000,"Powiat m.Jaworzno",2016,57
"4839",2469000,"Powiat m.Katowice",2016,303
"4840",2470000,"Powiat m.Mysłowice",2016,132
"4841",2471000,"Powiat m.Piekary Śląskie",2016,394
"4842",2472000,"Powiat m.Ruda Śląska",2016,69
"4843",2473000,"Powiat m.Rybnik",2016,118
"4844",2474000,"Powiat m.Siemianowice Śląskie",2016,196
"4845",2475000,"Powiat m.Sosnowiec",2016,144
"4846",2476000,"Powiat m.Świętochłowice",2016,327
"4847",2477000,"Powiat m.Tychy",2016,118
"4848",2478000,"Powiat m.Zabrze",2016,100
"4849",2479000,"Powiat m.Żory",2016,29
"4850",2601000,"Powiat buski",2016,28
"4851",2602000,"Powiat jędrzejowski",2016,38
"4852",2603000,"Powiat kazimierski",2016,11
"4853",2604000,"Powiat kielecki",2016,530
"4854",2605000,"Powiat konecki",2016,89
"4855",2606000,"Powiat opatowski",2016,66
"4856",2607000,"Powiat ostrowiecki",2016,32
"4857",2608000,"Powiat pińczowski",2016,126
"4858",2609000,"Powiat sandomierski",2016,16
"4859",2610000,"Powiat skarżyski",2016,47
"4860",2611000,"Powiat starachowicki",2016,44
"4861",2612000,"Powiat staszowski",2016,83
"4862",2613000,"Powiat włoszczowski",2016,27
"4863",2661000,"Powiat m.Kielce",2016,6
"4864",2801000,"Powiat bartoszycki",2016,120
"4865",2802000,"Powiat braniewski",2016,47
"4866",2803000,"Powiat działdowski",2016,58
"4867",2804000,"Powiat elbląski",2016,258
"4868",2805000,"Powiat ełcki",2016,71
"4869",2806000,"Powiat giżycki",2016,107
"4870",2807000,"Powiat iławski",2016,83
"4871",2808000,"Powiat kętrzyński",2016,42
"4872",2809000,"Powiat lidzbarski",2016,122
"4873",2810000,"Powiat mrągowski",2016,72
"4874",2811000,"Powiat nidzicki",2016,57
"4875",2812000,"Powiat nowomiejski",2016,76
"4876",2813000,"Powiat olecki",2016,40
"4877",2814000,"Powiat olsztyński",2016,30
"4878",2815000,"Powiat ostródzki",2016,39
"4879",2816000,"Powiat piski",2016,258
"4880",2817000,"Powiat szczycieński",2016,146
"4881",2818000,"Powiat gołdapski",2016,113
"4882",2819000,"Powiat węgorzewski",2016,62
"4883",2861000,"Powiat m.Elbląg",2016,77
"4884",2862000,"Powiat m.Olsztyn",2016,22
"4885",3001000,"Powiat chodzieski",2016,38
"4886",3002000,"Powiat czarnkowsko-trzcianecki",2016,65
"4887",3003000,"Powiat gnieźnieński",2016,215
"4888",3004000,"Powiat gostyński",2016,29
"4889",3005000,"Powiat grodziski",2016,53
"4890",3006000,"Powiat jarociński",2016,53
"4891",3007000,"Powiat kaliski",2016,19
"4892",3008000,"Powiat kępiński",2016,120
"4893",3009000,"Powiat kolski",2016,36
"4894",3010000,"Powiat koniński",2016,58
"4895",3011000,"Powiat kościański",2016,146
"4896",3012000,"Powiat krotoszyński",2016,30
"4897",3013000,"Powiat leszczyński",2016,52
"4898",3014000,"Powiat międzychodzki",2016,50
"4899",3015000,"Powiat nowotomyski",2016,22
"4900",3016000,"Powiat obornicki",2016,187
"4901",3017000,"Powiat ostrowski",2016,40
"4902",3018000,"Powiat ostrzeszowski",2016,39
"4903",3019000,"Powiat pilski",2016,124
"4904",3020000,"Powiat pleszewski",2016,75
"4905",3021000,"Powiat poznański",2016,18
"4906",3022000,"Powiat rawicki",2016,252
"4907",3023000,"Powiat słupecki",2016,58
"4908",3024000,"Powiat szamotulski",2016,1147
"4909",3025000,"Powiat średzki",2016,204
"4910",3026000,"Powiat śremski",2016,19
"4911",3027000,"Powiat turecki",2016,12
"4912",3028000,"Powiat wągrowiecki",2016,102
"4913",3029000,"Powiat wolsztyński",2016,57
"4914",3030000,"Powiat wrzesiński",2016,81
"4915",3031000,"Powiat złotowski",2016,41
"4916",3061000,"Powiat m.Kalisz",2016,57
"4917",3062000,"Powiat m.Konin",2016,36
"4918",3063000,"Powiat m.Leszno",2016,55
"4919",3064000,"Powiat m.Poznań",2016,97
"4920",3201000,"Powiat białogardzki",2016,86
"4921",3202000,"Powiat choszczeński",2016,71
"4922",3203000,"Powiat drawski",2016,69
"4923",3204000,"Powiat goleniowski",2016,91
"4924",3205000,"Powiat gryficki",2016,75
"4925",3206000,"Powiat gryfiński",2016,97
"4926",3207000,"Powiat kamieński",2016,59
"4927",3208000,"Powiat kołobrzeski",2016,90
"4928",3209000,"Powiat koszaliński",2016,115
"4929",3210000,"Powiat myśliborski",2016,63
"4930",3211000,"Powiat policki",2016,51
"4931",3212000,"Powiat pyrzycki",2016,128
"4932",3213000,"Powiat sławieński",2016,161
"4933",3214000,"Powiat stargardzki",2016,59
"4934",3215000,"Powiat szczecinecki",2016,75
"4935",3216000,"Powiat świdwiński",2016,229
"4936",3217000,"Powiat wałecki",2016,965
"4937",3218000,"Powiat łobeski",2016,95
"4938",3261000,"Powiat m.Koszalin",2016,45
"4939",3262000,"Powiat m.Szczecin",2016,94
"4940",3263000,"Powiat m.Świnoujście",2016,89
"4941",201000,"Powiat bolesławiecki",2017,115
