"","Kod","Nazwa","rok","WYNAGRODZENIA_CTAB_przecietne_miesieczne_wynagrodzenia_brutto_w_relacji_do_sredniej_krajowej_Polska_100_proc"
"9979",619000,"Powiat włodawski",2010,79.9
"9980",620000,"Powiat zamojski",2010,74.2
"9981",661000,"Powiat m.Biała Podlaska",2010,90.6
"9982",662000,"Powiat m.Chełm",2010,82.4
"9983",663000,"Powiat m.Lublin",2010,101.6
"9984",664000,"Powiat m.Zamość",2010,87.1
"9985",801000,"Powiat gorzowski",2010,89.4
"9986",802000,"Powiat krośnieński",2010,81.5
"9987",803000,"Powiat międzyrzecki",2010,82.1
"9988",804000,"Powiat nowosolski",2010,81.6
"9989",805000,"Powiat słubicki",2010,83.8
"9990",806000,"Powiat strzelecko-drezdenecki",2010,84.2
"9991",807000,"Powiat sulęciński",2010,70.3
"9992",808000,"Powiat świebodziński",2010,76.9
"9993",809000,"Powiat zielonogórski",2010,84.3
"9994",810000,"Powiat żagański",2010,74.5
"9995",811000,"Powiat żarski",2010,89.8
"9996",812000,"Powiat wschowski",2010,76.4
"9997",861000,"Powiat m.Gorzów Wielkopolski",2010,87.8
"9998",862000,"Powiat m.Zielona Góra",2010,91.4
"9999",1001000,"Powiat bełchatowski",2010,134.7
"10000",1002000,"Powiat kutnowski",2010,83.6
"10001",1003000,"Powiat łaski",2010,72.3
"10002",1004000,"Powiat łęczycki",2010,84.2
"10003",1005000,"Powiat łowicki",2010,79.1
"10004",1006000,"Powiat łódzki wschodni",2010,74.4
"10005",1007000,"Powiat opoczyński",2010,77.1
"10006",1008000,"Powiat pabianicki",2010,76.3
"10007",1009000,"Powiat pajęczański",2010,85.9
"10008",1010000,"Powiat piotrkowski",2010,71.7
"10009",1011000,"Powiat poddębicki",2010,89.9
"10010",1012000,"Powiat radomszczański",2010,71.9
"10011",1013000,"Powiat rawski",2010,81.4
"10012",1014000,"Powiat sieradzki",2010,80.5
"10013",1015000,"Powiat skierniewicki",2010,77.2
"10014",1016000,"Powiat tomaszowski",2010,79.9
"10015",1017000,"Powiat wieluński",2010,71.6
"10016",1018000,"Powiat wieruszowski",2010,71.6
"10017",1019000,"Powiat zduńskowolski",2010,78.1
"10018",1020000,"Powiat zgierski",2010,83.6
"10019",1021000,"Powiat brzeziński",2010,69.3
"10020",1061000,"Powiat m.Łódź",2010,94.4
"10021",1062000,"Powiat m.Piotrków Trybunalski",2010,71.6
"10022",1063000,"Powiat m.Skierniewice",2010,81.5
"10023",1201000,"Powiat bocheński",2010,85.5
"10024",1202000,"Powiat brzeski",2010,76.6
"10025",1203000,"Powiat chrzanowski",2010,86.5
"10026",1204000,"Powiat dąbrowski",2010,78.7
"10027",1205000,"Powiat gorlicki",2010,76.6
"10028",1206000,"Powiat krakowski",2010,93
"10029",1207000,"Powiat limanowski",2010,75.8
"10030",1208000,"Powiat miechowski",2010,81
"10031",1209000,"Powiat myślenicki",2010,80.1
"10032",1210000,"Powiat nowosądecki",2010,76
"10033",1211000,"Powiat nowotarski",2010,74.6
"10034",1212000,"Powiat olkuski",2010,94.2
"10035",1213000,"Powiat oświęcimski",2010,86.3
"10036",1214000,"Powiat proszowicki",2010,80.9
"10037",1215000,"Powiat suski",2010,79.2
"10038",1216000,"Powiat tarnowski",2010,75.5
"10039",1217000,"Powiat tatrzański",2010,81.6
"10040",1218000,"Powiat wadowicki",2010,74.9
"10041",1219000,"Powiat wielicki",2010,87
"10042",1261000,"Powiat m.Kraków",2010,103.2
"10043",1262000,"Powiat m.Nowy Sącz",2010,82.3
"10044",1263000,"Powiat m.Tarnów",2010,87.8
"10045",1401000,"Powiat białobrzeski",2010,87.4
"10046",1402000,"Powiat ciechanowski",2010,91.1
"10047",1403000,"Powiat garwoliński",2010,88.9
"10048",1404000,"Powiat gostyniński",2010,78.9
"10049",1405000,"Powiat grodziski",2010,101.8
"10050",1406000,"Powiat grójecki",2010,91.8
"10051",1407000,"Powiat kozienicki",2010,111.2
"10052",1408000,"Powiat legionowski",2010,95.2
"10053",1409000,"Powiat lipski",2010,79.8
"10054",1410000,"Powiat łosicki",2010,81.4
"10055",1411000,"Powiat makowski",2010,79.2
"10056",1412000,"Powiat miński",2010,84.3
"10057",1413000,"Powiat mławski",2010,70.2
"10058",1414000,"Powiat nowodworski",2010,111
"10059",1415000,"Powiat ostrołęcki",2010,85.4
"10060",1416000,"Powiat ostrowski",2010,82.4
"10061",1417000,"Powiat otwocki",2010,95.5
"10062",1418000,"Powiat piaseczyński",2010,102.8
"10063",1419000,"Powiat płocki",2010,82.9
"10064",1420000,"Powiat płoński",2010,87.3
"10065",1421000,"Powiat pruszkowski",2010,124.4
"10066",1422000,"Powiat przasnyski",2010,84.8
"10067",1423000,"Powiat przysuski",2010,82
"10068",1424000,"Powiat pułtuski",2010,80.4
"10069",1425000,"Powiat radomski",2010,74.9
"10070",1426000,"Powiat siedlecki",2010,76.3
"10071",1427000,"Powiat sierpecki",2010,81.9
"10072",1428000,"Powiat sochaczewski",2010,95.1
"10073",1429000,"Powiat sokołowski",2010,81.7
"10074",1430000,"Powiat szydłowiecki",2010,76.5
"10075",1432000,"Powiat warszawski zachodni",2010,107.1
"10076",1433000,"Powiat węgrowski",2010,78.4
"10077",1434000,"Powiat wołomiński",2010,91.3
"10078",1435000,"Powiat wyszkowski",2010,81
"10079",1436000,"Powiat zwoleński",2010,78.9
"10080",1437000,"Powiat żuromiński",2010,77.5
"10081",1438000,"Powiat żyrardowski",2010,96.1
"10082",1461000,"Powiat m.Ostrołęka",2010,98.7
"10083",1462000,"Powiat m.Płock",2010,120.3
"10084",1463000,"Powiat m.Radom",2010,91.3
"10085",1464000,"Powiat m.Siedlce",2010,92.9
"10086",1465000,"Powiat m. st. Warszawa",2010,136.7
"10087",1601000,"Powiat brzeski",2010,81.4
"10088",1602000,"Powiat głubczycki",2010,83.8
"10089",1603000,"Powiat kędzierzyńsko-kozielski",2010,102.4
"10090",1604000,"Powiat kluczborski",2010,82.9
"10091",1605000,"Powiat krapkowicki",2010,110.6
"10092",1606000,"Powiat namysłowski",2010,82.5
"10093",1607000,"Powiat nyski",2010,79.6
"10094",1608000,"Powiat oleski",2010,79.5
"10095",1609000,"Powiat opolski",2010,83.6
"10096",1610000,"Powiat prudnicki",2010,79.5
"10097",1611000,"Powiat strzelecki",2010,85.3
"10098",1661000,"Powiat m.Opole",2010,103.1
"10099",1801000,"Powiat bieszczadzki",2010,79.5
"10100",1802000,"Powiat brzozowski",2010,76.8
"10101",1803000,"Powiat dębicki",2010,79.1
"10102",1804000,"Powiat jarosławski",2010,82.1
"10103",1805000,"Powiat jasielski",2010,81.1
"10104",1806000,"Powiat kolbuszowski",2010,73.4
"10105",1807000,"Powiat krośnieński",2010,72.8
"10106",1808000,"Powiat leżajski",2010,84.5
"10107",1809000,"Powiat lubaczowski",2010,73.9
"10108",1810000,"Powiat łańcucki",2010,73.2
"10109",1811000,"Powiat mielecki",2010,84.5
"10110",1812000,"Powiat niżański",2010,73.7
"10111",1813000,"Powiat przemyski",2010,77.7
"10112",1814000,"Powiat przeworski",2010,76.7
"10113",1815000,"Powiat ropczycko-sędziszowski",2010,80.3
"10114",1816000,"Powiat rzeszowski",2010,78
"10115",1817000,"Powiat sanocki",2010,77.9
"10116",1818000,"Powiat stalowowolski",2010,86.2
"10117",1819000,"Powiat strzyżowski",2010,75.1
"10118",1820000,"Powiat tarnobrzeski",2010,84.4
"10119",1821000,"Powiat leski",2010,83.6
"10120",1861000,"Powiat m.Krosno",2010,74.3
"10121",1862000,"Powiat m.Przemyśl",2010,84.8
"10122",1863000,"Powiat m.Rzeszów",2010,99.8
"10123",1864000,"Powiat m.Tarnobrzeg",2010,78.1
"10124",2001000,"Powiat augustowski",2010,92.4
"10125",2002000,"Powiat białostocki",2010,79
"10126",2003000,"Powiat bielski",2010,93.2
"10127",2004000,"Powiat grajewski",2010,92.4
"10128",2005000,"Powiat hajnowski",2010,83.4
"10129",2006000,"Powiat kolneński",2010,81.1
"10130",2007000,"Powiat łomżyński",2010,90.6
"10131",2008000,"Powiat moniecki",2010,82.7
"10132",2009000,"Powiat sejneński",2010,85
"10133",2010000,"Powiat siemiatycki",2010,77.7
"10134",2011000,"Powiat sokólski",2010,81.9
"10135",2012000,"Powiat suwalski",2010,76.1
"10136",2013000,"Powiat wysokomazowiecki",2010,82.9
"10137",2014000,"Powiat zambrowski",2010,80.3
"10138",2061000,"Powiat m.Białystok",2010,94.4
"10139",2062000,"Powiat m.Łomża",2010,81
"10140",2063000,"Powiat m.Suwałki",2010,81.9
"10141",2201000,"Powiat bytowski",2010,80.5
"10142",2202000,"Powiat chojnicki",2010,74.4
"10143",2203000,"Powiat człuchowski",2010,81.1
"10144",2204000,"Powiat gdański",2010,90
"10145",2205000,"Powiat kartuski",2010,80.5
"10146",2206000,"Powiat kościerski",2010,76.5
"10147",2207000,"Powiat kwidzyński",2010,88.2
"10148",2208000,"Powiat lęborski",2010,82.9
"10149",2209000,"Powiat malborski",2010,82.3
"10150",2210000,"Powiat nowodworski",2010,80.1
"10151",2211000,"Powiat pucki",2010,83.6
"10152",2212000,"Powiat słupski",2010,81
"10153",2213000,"Powiat starogardzki",2010,85.4
"10154",2214000,"Powiat tczewski",2010,89.1
"10155",2215000,"Powiat wejherowski",2010,84.4
"10156",2216000,"Powiat sztumski",2010,75.7
"10157",2261000,"Powiat m.Gdańsk",2010,119.6
"10158",2262000,"Powiat m.Gdynia",2010,106.6
"10159",2263000,"Powiat m.Słupsk",2010,87.1
"10160",2264000,"Powiat m.Sopot",2010,114.7
"10161",2401000,"Powiat będziński",2010,83.9
"10162",2402000,"Powiat bielski",2010,84.1
"10163",2403000,"Powiat cieszyński",2010,82.7
"10164",2404000,"Powiat częstochowski",2010,77.4
"10165",2405000,"Powiat gliwicki",2010,80.9
"10166",2406000,"Powiat kłobucki",2010,70.2
"10167",2407000,"Powiat lubliniecki",2010,82.8
"10168",2408000,"Powiat mikołowski",2010,84.3
"10169",2409000,"Powiat myszkowski",2010,76.9
"10170",2410000,"Powiat pszczyński",2010,82
"10171",2411000,"Powiat raciborski",2010,87.8
"10172",2412000,"Powiat rybnicki",2010,83.4
"10173",2413000,"Powiat tarnogórski",2010,83.3
"10174",2414000,"Powiat bieruńsko-lędziński",2010,89.3
"10175",2415000,"Powiat wodzisławski",2010,75.8
"10176",2416000,"Powiat zawierciański",2010,87.3
"10177",2417000,"Powiat żywiecki",2010,98.8
"10178",2461000,"Powiat m.Bielsko-Biała",2010,98.4
"10179",2462000,"Powiat m.Bytom",2010,89.6
"10180",2463000,"Powiat m.Chorzów",2010,88.6
"10181",2464000,"Powiat m.Częstochowa",2010,87.7
"10182",2465000,"Powiat m.Dąbrowa Górnicza",2010,110.4
"10183",2466000,"Powiat m.Gliwice",2010,110.3
"10184",2467000,"Powiat m.Jastrzębie-Zdrój",2010,151.8
"10185",2468000,"Powiat m.Jaworzno",2010,117.8
"10186",2469000,"Powiat m.Katowice",2010,132.9
"10187",2470000,"Powiat m.Mysłowice",2010,86.2
"10188",2471000,"Powiat m.Piekary Śląskie",2010,82.8
"10189",2472000,"Powiat m.Ruda Śląska",2010,86.2
"10190",2473000,"Powiat m.Rybnik",2010,93.9
"10191",2474000,"Powiat m.Siemianowice Śląskie",2010,89.4
"10192",2475000,"Powiat m.Sosnowiec",2010,90.6
"10193",2476000,"Powiat m.Świętochłowice",2010,77.8
"10194",2477000,"Powiat m.Tychy",2010,95.8
"10195",2478000,"Powiat m.Zabrze",2010,98.1
"10196",2479000,"Powiat m.Żory",2010,85.8
"10197",2601000,"Powiat buski",2010,78.6
"10198",2602000,"Powiat jędrzejowski",2010,88.5
"10199",2603000,"Powiat kazimierski",2010,76.8
"10200",2604000,"Powiat kielecki",2010,78.9
"10201",2605000,"Powiat konecki",2010,79.9
"10202",2606000,"Powiat opatowski",2010,80
"10203",2607000,"Powiat ostrowiecki",2010,82.3
"10204",2608000,"Powiat pińczowski",2010,84.3
"10205",2609000,"Powiat sandomierski",2010,93.8
"10206",2610000,"Powiat skarżyski",2010,81
"10207",2611000,"Powiat starachowicki",2010,77.8
"10208",2612000,"Powiat staszowski",2010,91.4
"10209",2613000,"Powiat włoszczowski",2010,84.8
"10210",2661000,"Powiat m.Kielce",2010,93.2
"10211",2801000,"Powiat bartoszycki",2010,79.3
"10212",2802000,"Powiat braniewski",2010,78.6
"10213",2803000,"Powiat działdowski",2010,77.5
"10214",2804000,"Powiat elbląski",2010,74.4
"10215",2805000,"Powiat ełcki",2010,79.2
"10216",2806000,"Powiat giżycki",2010,77.1
"10217",2807000,"Powiat iławski",2010,72.6
"10218",2808000,"Powiat kętrzyński",2010,72.8
"10219",2809000,"Powiat lidzbarski",2010,76.6
"10220",2810000,"Powiat mrągowski",2010,82.2
"10221",2811000,"Powiat nidzicki",2010,73.2
"10222",2812000,"Powiat nowomiejski",2010,70.7
"10223",2813000,"Powiat olecki",2010,75.7
"10224",2814000,"Powiat olsztyński",2010,84.7
"10225",2815000,"Powiat ostródzki",2010,76.7
"10226",2816000,"Powiat piski",2010,79.4
"10227",2817000,"Powiat szczycieński",2010,81
"10228",2818000,"Powiat gołdapski",2010,73.2
"10229",2819000,"Powiat węgorzewski",2010,75
"10230",2861000,"Powiat m.Elbląg",2010,86.5
"10231",2862000,"Powiat m.Olsztyn",2010,100.2
"10232",3001000,"Powiat chodzieski",2010,79.9
"10233",3002000,"Powiat czarnkowsko-trzcianecki",2010,82.9
"10234",3003000,"Powiat gnieźnieński",2010,79.1
"10235",3004000,"Powiat gostyński",2010,83.1
"10236",3005000,"Powiat grodziski",2010,72.8
"10237",3006000,"Powiat jarociński",2010,69.3
"10238",3007000,"Powiat kaliski",2010,74.6
"10239",3008000,"Powiat kępiński",2010,61.3
"10240",3009000,"Powiat kolski",2010,91.8
"10241",3010000,"Powiat koniński",2010,89.1
"10242",3011000,"Powiat kościański",2010,80
"10243",3012000,"Powiat krotoszyński",2010,72.8
"10244",3013000,"Powiat leszczyński",2010,87.5
"10245",3014000,"Powiat międzychodzki",2010,76.9
"10246",3015000,"Powiat nowotomyski",2010,83.9
"10247",3016000,"Powiat obornicki",2010,84.2
"10248",3017000,"Powiat ostrowski",2010,80.9
"10249",3018000,"Powiat ostrzeszowski",2010,78.6
"10250",3019000,"Powiat pilski",2010,89.1
"10251",3020000,"Powiat pleszewski",2010,74
"10252",3021000,"Powiat poznański",2010,92.1
"10253",3022000,"Powiat rawicki",2010,70.6
"10254",3023000,"Powiat słupecki",2010,77.2
"10255",3024000,"Powiat szamotulski",2010,88.4
"10256",3025000,"Powiat średzki",2010,88.9
"10257",3026000,"Powiat śremski",2010,80.3
"10258",3027000,"Powiat turecki",2010,80.6
"10259",3028000,"Powiat wągrowiecki",2010,78
"10260",3029000,"Powiat wolsztyński",2010,72.5
"10261",3030000,"Powiat wrzesiński",2010,77.3
"10262",3031000,"Powiat złotowski",2010,77.9
"10263",3061000,"Powiat m.Kalisz",2010,83.1
"10264",3062000,"Powiat m.Konin",2010,93.9
"10265",3063000,"Powiat m.Leszno",2010,78.3
"10266",3064000,"Powiat m.Poznań",2010,111
"10267",3201000,"Powiat białogardzki",2010,79.6
"10268",3202000,"Powiat choszczeński",2010,81.9
"10269",3203000,"Powiat drawski",2010,75.4
"10270",3204000,"Powiat goleniowski",2010,88.2
"10271",3205000,"Powiat gryficki",2010,78
"10272",3206000,"Powiat gryfiński",2010,85
"10273",3207000,"Powiat kamieński",2010,80.3
"10274",3208000,"Powiat kołobrzeski",2010,82.8
"10275",3209000,"Powiat koszaliński",2010,80.5
"10276",3210000,"Powiat myśliborski",2010,78
"10277",3211000,"Powiat policki",2010,103.9
"10278",3212000,"Powiat pyrzycki",2010,77.1
"10279",3213000,"Powiat sławieński",2010,76.6
"10280",3214000,"Powiat stargardzki",2010,83.5
"10281",3215000,"Powiat szczecinecki",2010,84.3
"10282",3216000,"Powiat świdwiński",2010,72.3
"10283",3217000,"Powiat wałecki",2010,82.3
"10284",3218000,"Powiat łobeski",2010,76.9
"10285",3261000,"Powiat m.Koszalin",2010,89.4
"10286",3262000,"Powiat m.Szczecin",2010,104.4
"10287",3263000,"Powiat m.Świnoujście",2010,94.9
"10288",201000,"Powiat bolesławiecki",2011,81
"10289",202000,"Powiat dzierżoniowski",2011,83.4
"10290",203000,"Powiat głogowski",2011,83.5
"10291",204000,"Powiat górowski",2011,76
"10292",205000,"Powiat jaworski",2011,78.3
"10293",206000,"Powiat jeleniogórski",2011,79.1
"10294",207000,"Powiat kamiennogórski",2011,79
"10295",208000,"Powiat kłodzki",2011,81.7
"10296",209000,"Powiat legnicki",2011,80.5
"10297",210000,"Powiat lubański",2011,77.5
"10298",211000,"Powiat lubiński",2011,173.3
"10299",212000,"Powiat lwówecki",2011,80.4
"10300",213000,"Powiat milicki",2011,76.8
"10301",214000,"Powiat oleśnicki",2011,78.8
"10302",215000,"Powiat oławski",2011,87.8
"10303",216000,"Powiat polkowicki",2011,98.6
"10304",217000,"Powiat strzeliński",2011,85.6
"10305",218000,"Powiat średzki",2011,92.6
"10306",219000,"Powiat świdnicki",2011,87.7
"10307",220000,"Powiat trzebnicki",2011,86
"10308",221000,"Powiat wałbrzyski",2011,95.7
"10309",222000,"Powiat wołowski",2011,91.4
"10310",223000,"Powiat wrocławski",2011,94.2
"10311",224000,"Powiat ząbkowicki",2011,80.6
"10312",225000,"Powiat zgorzelecki",2011,90.1
"10313",226000,"Powiat złotoryjski",2011,91.3
"10314",261000,"Powiat m.Jelenia Góra",2011,88.1
"10315",262000,"Powiat m.Legnica",2011,80
"10316",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"10317",264000,"Powiat m.Wrocław",2011,105.6
"10318",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"10319",401000,"Powiat aleksandrowski",2011,72.4
"10320",402000,"Powiat brodnicki",2011,74.9
"10321",403000,"Powiat bydgoski",2011,79.4
"10322",404000,"Powiat chełmiński",2011,76.5
"10323",405000,"Powiat golubsko-dobrzyński",2011,79
"10324",406000,"Powiat grudziądzki",2011,78.4
"10325",407000,"Powiat inowrocławski",2011,79.7
"10326",408000,"Powiat lipnowski",2011,73.6
"10327",409000,"Powiat mogileński",2011,76.8
"10328",410000,"Powiat nakielski",2011,79.1
"10329",411000,"Powiat radziejowski",2011,74.1
"10330",412000,"Powiat rypiński",2011,75.7
"10331",413000,"Powiat sępoleński",2011,77.8
"10332",414000,"Powiat świecki",2011,83.6
"10333",415000,"Powiat toruński",2011,72.9
"10334",416000,"Powiat tucholski",2011,74.3
"10335",417000,"Powiat wąbrzeski",2011,78.9
"10336",418000,"Powiat włocławski",2011,72.9
"10337",419000,"Powiat żniński",2011,73
"10338",461000,"Powiat m.Bydgoszcz",2011,92.8
"10339",462000,"Powiat m.Grudziądz",2011,76
"10340",463000,"Powiat m.Toruń",2011,94.2
"10341",464000,"Powiat m.Włocławek",2011,86.4
"10342",601000,"Powiat bialski",2011,75.4
"10343",602000,"Powiat biłgorajski",2011,78.1
"10344",603000,"Powiat chełmski",2011,78.6
"10345",604000,"Powiat hrubieszowski",2011,81.9
"10346",605000,"Powiat janowski",2011,78
"10347",606000,"Powiat krasnostawski",2011,82.3
"10348",607000,"Powiat kraśnicki",2011,75.1
"10349",608000,"Powiat lubartowski",2011,78.8
"10350",609000,"Powiat lubelski",2011,77.2
"10351",610000,"Powiat łęczyński",2011,131.3
"10352",611000,"Powiat łukowski",2011,74.7
"10353",612000,"Powiat opolski",2011,78.3
"10354",613000,"Powiat parczewski",2011,79.5
"10355",614000,"Powiat puławski",2011,97.7
"10356",615000,"Powiat radzyński",2011,78.7
"10357",616000,"Powiat rycki",2011,78.3
"10358",617000,"Powiat świdnicki",2011,86.2
"10359",618000,"Powiat tomaszowski",2011,75.6
"10360",619000,"Powiat włodawski",2011,80
"10361",620000,"Powiat zamojski",2011,75.2
"10362",661000,"Powiat m.Biała Podlaska",2011,91.2
"10363",662000,"Powiat m.Chełm",2011,81.2
"10364",663000,"Powiat m.Lublin",2011,99.5
"10365",664000,"Powiat m.Zamość",2011,87.3
"10366",801000,"Powiat gorzowski",2011,90.4
"10367",802000,"Powiat krośnieński",2011,83.5
"10368",803000,"Powiat międzyrzecki",2011,82.4
"10369",804000,"Powiat nowosolski",2011,82.1
"10370",805000,"Powiat słubicki",2011,84.6
"10371",806000,"Powiat strzelecko-drezdenecki",2011,83.6
"10372",807000,"Powiat sulęciński",2011,72.3
"10373",808000,"Powiat świebodziński",2011,78.8
"10374",809000,"Powiat zielonogórski",2011,84.8
"10375",810000,"Powiat żagański",2011,75
"10376",811000,"Powiat żarski",2011,90.4
"10377",812000,"Powiat wschowski",2011,77.9
"10378",861000,"Powiat m.Gorzów Wielkopolski",2011,85.3
"10379",862000,"Powiat m.Zielona Góra",2011,89.6
"10380",1001000,"Powiat bełchatowski",2011,136.3
"10381",1002000,"Powiat kutnowski",2011,83.5
"10382",1003000,"Powiat łaski",2011,71
"10383",1004000,"Powiat łęczycki",2011,84.7
"10384",1005000,"Powiat łowicki",2011,78.5
"10385",1006000,"Powiat łódzki wschodni",2011,73.9
"10386",1007000,"Powiat opoczyński",2011,78.8
"10387",1008000,"Powiat pabianicki",2011,77.6
"10388",1009000,"Powiat pajęczański",2011,84.5
"10389",1010000,"Powiat piotrkowski",2011,73.2
"10390",1011000,"Powiat poddębicki",2011,90.9
"10391",1012000,"Powiat radomszczański",2011,72.6
"10392",1013000,"Powiat rawski",2011,80.2
"10393",1014000,"Powiat sieradzki",2011,79.9
"10394",1015000,"Powiat skierniewicki",2011,75.2
"10395",1016000,"Powiat tomaszowski",2011,77.9
"10396",1017000,"Powiat wieluński",2011,71.1
"10397",1018000,"Powiat wieruszowski",2011,70
"10398",1019000,"Powiat zduńskowolski",2011,76.9
"10399",1020000,"Powiat zgierski",2011,85.5
"10400",1021000,"Powiat brzeziński",2011,67.3
"10401",1061000,"Powiat m.Łódź",2011,94.5
"10402",1062000,"Powiat m.Piotrków Trybunalski",2011,71.1
"10403",1063000,"Powiat m.Skierniewice",2011,80.5
"10404",1201000,"Powiat bocheński",2011,86.3
"10405",1202000,"Powiat brzeski",2011,74.7
"10406",1203000,"Powiat chrzanowski",2011,86.1
"10407",1204000,"Powiat dąbrowski",2011,78.1
"10408",1205000,"Powiat gorlicki",2011,75.2
"10409",1206000,"Powiat krakowski",2011,93.2
"10410",1207000,"Powiat limanowski",2011,76.2
"10411",1208000,"Powiat miechowski",2011,78.2
"10412",1209000,"Powiat myślenicki",2011,76.8
"10413",1210000,"Powiat nowosądecki",2011,76
"10414",1211000,"Powiat nowotarski",2011,74
"10415",1212000,"Powiat olkuski",2011,92.3
"10416",1213000,"Powiat oświęcimski",2011,86.4
"10417",1214000,"Powiat proszowicki",2011,79.9
"10418",1215000,"Powiat suski",2011,80
"10419",1216000,"Powiat tarnowski",2011,74.7
"10420",1217000,"Powiat tatrzański",2011,83.5
"10421",1218000,"Powiat wadowicki",2011,74.6
"10422",1219000,"Powiat wielicki",2011,88.4
"10423",1261000,"Powiat m.Kraków",2011,102.7
"10424",1262000,"Powiat m.Nowy Sącz",2011,80.7
"10425",1263000,"Powiat m.Tarnów",2011,89
"10426",1401000,"Powiat białobrzeski",2011,87.7
"10427",1402000,"Powiat ciechanowski",2011,90.1
"10428",1403000,"Powiat garwoliński",2011,87.3
"10429",1404000,"Powiat gostyniński",2011,78.9
"10430",1405000,"Powiat grodziski",2011,101.7
"10431",1406000,"Powiat grójecki",2011,96.3
"10432",1407000,"Powiat kozienicki",2011,112.2
"10433",1408000,"Powiat legionowski",2011,97.5
"10434",1409000,"Powiat lipski",2011,84.4
"10435",1410000,"Powiat łosicki",2011,81.2
"10436",1411000,"Powiat makowski",2011,88.5
"10437",1412000,"Powiat miński",2011,85.5
"10438",1413000,"Powiat mławski",2011,73.5
"10439",1414000,"Powiat nowodworski",2011,111.5
"10440",1415000,"Powiat ostrołęcki",2011,85.9
"10441",1416000,"Powiat ostrowski",2011,85.2
"10442",1417000,"Powiat otwocki",2011,94.1
"10443",1418000,"Powiat piaseczyński",2011,101.3
"10444",1419000,"Powiat płocki",2011,83.7
"10445",1420000,"Powiat płoński",2011,86.9
"10446",1421000,"Powiat pruszkowski",2011,123.6
"10447",1422000,"Powiat przasnyski",2011,84.9
"10448",1423000,"Powiat przysuski",2011,82
"10449",1424000,"Powiat pułtuski",2011,81.5
"10450",1425000,"Powiat radomski",2011,75
"10451",1426000,"Powiat siedlecki",2011,77.7
"10452",1427000,"Powiat sierpecki",2011,79
"10453",1428000,"Powiat sochaczewski",2011,94.3
"10454",1429000,"Powiat sokołowski",2011,79
"10455",1430000,"Powiat szydłowiecki",2011,76.7
"10456",1432000,"Powiat warszawski zachodni",2011,106.2
"10457",1433000,"Powiat węgrowski",2011,79.3
"10458",1434000,"Powiat wołomiński",2011,91.6
"10459",1435000,"Powiat wyszkowski",2011,79.3
"10460",1436000,"Powiat zwoleński",2011,80.4
"10461",1437000,"Powiat żuromiński",2011,77
"10462",1438000,"Powiat żyrardowski",2011,96.2
"10463",1461000,"Powiat m.Ostrołęka",2011,100.4
"10464",1462000,"Powiat m.Płock",2011,122.2
"10465",1463000,"Powiat m.Radom",2011,89.9
"10466",1464000,"Powiat m.Siedlce",2011,92.8
"10467",1465000,"Powiat m. st. Warszawa",2011,136.2
"10468",1601000,"Powiat brzeski",2011,81.7
"10469",1602000,"Powiat głubczycki",2011,83.6
"10470",1603000,"Powiat kędzierzyńsko-kozielski",2011,103.5
"10471",1604000,"Powiat kluczborski",2011,82.6
"10472",1605000,"Powiat krapkowicki",2011,99.2
"10473",1606000,"Powiat namysłowski",2011,82
"10474",1607000,"Powiat nyski",2011,78.5
"10475",1608000,"Powiat oleski",2011,79.1
"10476",1609000,"Powiat opolski",2011,76.9
"10477",1610000,"Powiat prudnicki",2011,81.6
"10478",1611000,"Powiat strzelecki",2011,85
"10479",1661000,"Powiat m.Opole",2011,102.5
"10480",1801000,"Powiat bieszczadzki",2011,81.3
"10481",1802000,"Powiat brzozowski",2011,77.3
"10482",1803000,"Powiat dębicki",2011,79.1
"10483",1804000,"Powiat jarosławski",2011,82
"10484",1805000,"Powiat jasielski",2011,81.7
"10485",1806000,"Powiat kolbuszowski",2011,72.4
"10486",1807000,"Powiat krośnieński",2011,73.9
"10487",1808000,"Powiat leżajski",2011,83.7
"10488",1809000,"Powiat lubaczowski",2011,75.9
"10489",1810000,"Powiat łańcucki",2011,74.6
"10490",1811000,"Powiat mielecki",2011,84.6
"10491",1812000,"Powiat niżański",2011,73.5
"10492",1813000,"Powiat przemyski",2011,78.5
"10493",1814000,"Powiat przeworski",2011,76.9
"10494",1815000,"Powiat ropczycko-sędziszowski",2011,79.9
"10495",1816000,"Powiat rzeszowski",2011,78.2
"10496",1817000,"Powiat sanocki",2011,77.8
"10497",1818000,"Powiat stalowowolski",2011,85.6
"10498",1819000,"Powiat strzyżowski",2011,72.2
"10499",1820000,"Powiat tarnobrzeski",2011,82.9
"10500",1821000,"Powiat leski",2011,82.6
"10501",1861000,"Powiat m.Krosno",2011,73.3
"10502",1862000,"Powiat m.Przemyśl",2011,86.7
"10503",1863000,"Powiat m.Rzeszów",2011,97.4
"10504",1864000,"Powiat m.Tarnobrzeg",2011,80.8
"10505",2001000,"Powiat augustowski",2011,94.4
"10506",2002000,"Powiat białostocki",2011,78.9
"10507",2003000,"Powiat bielski",2011,96.6
"10508",2004000,"Powiat grajewski",2011,95.9
"10509",2005000,"Powiat hajnowski",2011,86.4
"10510",2006000,"Powiat kolneński",2011,83.5
"10511",2007000,"Powiat łomżyński",2011,87.6
"10512",2008000,"Powiat moniecki",2011,84.3
"10513",2009000,"Powiat sejneński",2011,87.8
