"","Kod","Nazwa","rok","WYNAGRODZENIA_CTAB_przecietne_miesieczne_wynagrodzenia_brutto_w_relacji_do_sredniej_krajowej_Polska_100_proc"
"7858",2204000,"Powiat gdański",2004,87.7
"7859",2205000,"Powiat kartuski",2004,80.1
"7860",2206000,"Powiat kościerski",2004,78.8
"7861",2207000,"Powiat kwidzyński",2004,97.3
"7862",2208000,"Powiat lęborski",2004,82.3
"7863",2209000,"Powiat malborski",2004,83.3
"7864",2210000,"Powiat nowodworski",2004,80.9
"7865",2211000,"Powiat pucki",2004,81.2
"7866",2212000,"Powiat słupski",2004,76.8
"7867",2213000,"Powiat starogardzki",2004,91.7
"7868",2214000,"Powiat tczewski",2004,91.5
"7869",2215000,"Powiat wejherowski",2004,83.2
"7870",2216000,"Powiat sztumski",2004,79.5
"7871",2261000,"Powiat m.Gdańsk",2004,114.9
"7872",2262000,"Powiat m.Gdynia",2004,110.3
"7873",2263000,"Powiat m.Słupsk",2004,87.2
"7874",2264000,"Powiat m.Sopot",2004,113.2
"7875",2401000,"Powiat będziński",2004,87.6
"7876",2402000,"Powiat bielski",2004,82.4
"7877",2403000,"Powiat cieszyński",2004,80.9
"7878",2404000,"Powiat częstochowski",2004,73
"7879",2405000,"Powiat gliwicki",2004,82.4
"7880",2406000,"Powiat kłobucki",2004,66.7
"7881",2407000,"Powiat lubliniecki",2004,79.1
"7882",2408000,"Powiat mikołowski",2004,97.3
"7883",2409000,"Powiat myszkowski",2004,71.3
"7884",2410000,"Powiat pszczyński",2004,81.5
"7885",2411000,"Powiat raciborski",2004,87.4
"7886",2412000,"Powiat rybnicki",2004,87.6
"7887",2413000,"Powiat tarnogórski",2004,83.6
"7888",2414000,"Powiat bieruńsko-lędziński",2004,85.6
"7889",2415000,"Powiat wodzisławski",2004,75.2
"7890",2416000,"Powiat zawierciański",2004,85.7
"7891",2417000,"Powiat żywiecki",2004,100.3
"7892",2461000,"Powiat m.Bielsko-Biała",2004,95.1
"7893",2462000,"Powiat m.Bytom",2004,85.1
"7894",2463000,"Powiat m.Chorzów",2004,85.6
"7895",2464000,"Powiat m.Częstochowa",2004,88
"7896",2465000,"Powiat m.Dąbrowa Górnicza",2004,104.6
"7897",2466000,"Powiat m.Gliwice",2004,107
"7898",2467000,"Powiat m.Jastrzębie-Zdrój",2004,141.5
"7899",2468000,"Powiat m.Jaworzno",2004,105.4
"7900",2469000,"Powiat m.Katowice",2004,135.8
"7901",2470000,"Powiat m.Mysłowice",2004,81
"7902",2471000,"Powiat m.Piekary Śląskie",2004,81.3
"7903",2472000,"Powiat m.Ruda Śląska",2004,85.5
"7904",2473000,"Powiat m.Rybnik",2004,93.1
"7905",2474000,"Powiat m.Siemianowice Śląskie",2004,84.7
"7906",2475000,"Powiat m.Sosnowiec",2004,88.5
"7907",2476000,"Powiat m.Świętochłowice",2004,84.5
"7908",2477000,"Powiat m.Tychy",2004,94
"7909",2478000,"Powiat m.Zabrze",2004,97.2
"7910",2479000,"Powiat m.Żory",2004,78.9
"7911",2601000,"Powiat buski",2004,80
"7912",2602000,"Powiat jędrzejowski",2004,87.2
"7913",2603000,"Powiat kazimierski",2004,76.3
"7914",2604000,"Powiat kielecki",2004,82.6
"7915",2605000,"Powiat konecki",2004,76
"7916",2606000,"Powiat opatowski",2004,94.9
"7917",2607000,"Powiat ostrowiecki",2004,79.8
"7918",2608000,"Powiat pińczowski",2004,106.2
"7919",2609000,"Powiat sandomierski",2004,88.5
"7920",2610000,"Powiat skarżyski",2004,84.6
"7921",2611000,"Powiat starachowicki",2004,75.4
"7922",2612000,"Powiat staszowski",2004,89.3
"7923",2613000,"Powiat włoszczowski",2004,85.7
"7924",2661000,"Powiat m.Kielce",2004,96.3
"7925",2801000,"Powiat bartoszycki",2004,76.2
"7926",2802000,"Powiat braniewski",2004,78.9
"7927",2803000,"Powiat działdowski",2004,74.5
"7928",2804000,"Powiat elbląski",2004,74.1
"7929",2805000,"Powiat ełcki",2004,80.3
"7930",2806000,"Powiat giżycki",2004,77.3
"7931",2807000,"Powiat iławski",2004,71.2
"7932",2808000,"Powiat kętrzyński",2004,77.5
"7933",2809000,"Powiat lidzbarski",2004,71.6
"7934",2810000,"Powiat mrągowski",2004,75.3
"7935",2811000,"Powiat nidzicki",2004,71.4
"7936",2812000,"Powiat nowomiejski",2004,71
"7937",2813000,"Powiat olecki",2004,79.8
"7938",2814000,"Powiat olsztyński",2004,77.9
"7939",2815000,"Powiat ostródzki",2004,77.4
"7940",2816000,"Powiat piski",2004,87.7
"7941",2817000,"Powiat szczycieński",2004,80.6
"7942",2818000,"Powiat gołdapski",2004,71.6
"7943",2819000,"Powiat węgorzewski",2004,72.8
"7944",2861000,"Powiat m.Elbląg",2004,89
"7945",2862000,"Powiat m.Olsztyn",2004,102.8
"7946",3001000,"Powiat chodzieski",2004,73.7
"7947",3002000,"Powiat czarnkowsko-trzcianecki",2004,80.7
"7948",3003000,"Powiat gnieźnieński",2004,78.6
"7949",3004000,"Powiat gostyński",2004,81.6
"7950",3005000,"Powiat grodziski",2004,74.4
"7951",3006000,"Powiat jarociński",2004,69.1
"7952",3007000,"Powiat kaliski",2004,72.3
"7953",3008000,"Powiat kępiński",2004,59.6
"7954",3009000,"Powiat kolski",2004,97.7
"7955",3010000,"Powiat koniński",2004,106.5
"7956",3011000,"Powiat kościański",2004,77.4
"7957",3012000,"Powiat krotoszyński",2004,73.1
"7958",3013000,"Powiat leszczyński",2004,86.1
"7959",3014000,"Powiat międzychodzki",2004,75.6
"7960",3015000,"Powiat nowotomyski",2004,79.3
"7961",3016000,"Powiat obornicki",2004,86.6
"7962",3017000,"Powiat ostrowski",2004,77.9
"7963",3018000,"Powiat ostrzeszowski",2004,76
"7964",3019000,"Powiat pilski",2004,86.4
"7965",3020000,"Powiat pleszewski",2004,71.6
"7966",3021000,"Powiat poznański",2004,92.3
"7967",3022000,"Powiat rawicki",2004,67.5
"7968",3023000,"Powiat słupecki",2004,75.8
"7969",3024000,"Powiat szamotulski",2004,89.8
"7970",3025000,"Powiat średzki",2004,88.1
"7971",3026000,"Powiat śremski",2004,78.7
"7972",3027000,"Powiat turecki",2004,85.1
"7973",3028000,"Powiat wągrowiecki",2004,77.5
"7974",3029000,"Powiat wolsztyński",2004,72.7
"7975",3030000,"Powiat wrzesiński",2004,75.7
"7976",3031000,"Powiat złotowski",2004,72.4
"7977",3061000,"Powiat m.Kalisz",2004,89.8
"7978",3062000,"Powiat m.Konin",2004,98.2
"7979",3063000,"Powiat m.Leszno",2004,84.1
"7980",3064000,"Powiat m.Poznań",2004,108.6
"7981",3201000,"Powiat białogardzki",2004,77.7
"7982",3202000,"Powiat choszczeński",2004,77.8
"7983",3203000,"Powiat drawski",2004,80.4
"7984",3204000,"Powiat goleniowski",2004,84.3
"7985",3205000,"Powiat gryficki",2004,76.7
"7986",3206000,"Powiat gryfiński",2004,105.9
"7987",3207000,"Powiat kamieński",2004,80.5
"7988",3208000,"Powiat kołobrzeski",2004,81.5
"7989",3209000,"Powiat koszaliński",2004,81.4
"7990",3210000,"Powiat myśliborski",2004,78.2
"7991",3211000,"Powiat policki",2004,110.1
"7992",3212000,"Powiat pyrzycki",2004,79.5
"7993",3213000,"Powiat sławieński",2004,73
"7994",3214000,"Powiat stargardzki",2004,83.6
"7995",3215000,"Powiat szczecinecki",2004,89.9
"7996",3216000,"Powiat świdwiński",2004,73.4
"7997",3217000,"Powiat wałecki",2004,80.7
"7998",3218000,"Powiat łobeski",2004,75.6
"7999",3261000,"Powiat m.Koszalin",2004,90
"8000",3262000,"Powiat m.Szczecin",2004,102.8
"8001",3263000,"Powiat m.Świnoujście",2004,94.7
"8002",201000,"Powiat bolesławiecki",2005,83.2
"8003",202000,"Powiat dzierżoniowski",2005,75.8
"8004",203000,"Powiat głogowski",2005,85.1
"8005",204000,"Powiat górowski",2005,74.1
"8006",205000,"Powiat jaworski",2005,75.3
"8007",206000,"Powiat jeleniogórski",2005,74.9
"8008",207000,"Powiat kamiennogórski",2005,74.4
"8009",208000,"Powiat kłodzki",2005,79.7
"8010",209000,"Powiat legnicki",2005,74.2
"8011",210000,"Powiat lubański",2005,73.4
"8012",211000,"Powiat lubiński",2005,175.8
"8013",212000,"Powiat lwówecki",2005,78.6
"8014",213000,"Powiat milicki",2005,75
"8015",214000,"Powiat oleśnicki",2005,75.8
"8016",215000,"Powiat oławski",2005,85.7
"8017",216000,"Powiat polkowicki",2005,95.5
"8018",217000,"Powiat strzeliński",2005,85.2
"8019",218000,"Powiat średzki",2005,86.4
"8020",219000,"Powiat świdnicki",2005,86.3
"8021",220000,"Powiat trzebnicki",2005,81.8
"8022",221000,"Powiat wałbrzyski",2005,91.4
"8023",222000,"Powiat wołowski",2005,81.1
"8024",223000,"Powiat wrocławski",2005,91.2
"8025",224000,"Powiat ząbkowicki",2005,83.1
"8026",225000,"Powiat zgorzelecki",2005,115.7
"8027",226000,"Powiat złotoryjski",2005,84
"8028",261000,"Powiat m.Jelenia Góra",2005,91.2
"8029",262000,"Powiat m.Legnica",2005,80.6
"8030",263000,"Powiat m.Wałbrzych do 2002",2005,NA
"8031",264000,"Powiat m.Wrocław",2005,105.7
"8032",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"8033",401000,"Powiat aleksandrowski",2005,72.3
"8034",402000,"Powiat brodnicki",2005,77.4
"8035",403000,"Powiat bydgoski",2005,77
"8036",404000,"Powiat chełmiński",2005,71
"8037",405000,"Powiat golubsko-dobrzyński",2005,75.5
"8038",406000,"Powiat grudziądzki",2005,77.8
"8039",407000,"Powiat inowrocławski",2005,81.4
"8040",408000,"Powiat lipnowski",2005,76.6
"8041",409000,"Powiat mogileński",2005,74.3
"8042",410000,"Powiat nakielski",2005,77.1
"8043",411000,"Powiat radziejowski",2005,75.9
"8044",412000,"Powiat rypiński",2005,74.4
"8045",413000,"Powiat sępoleński",2005,72.3
"8046",414000,"Powiat świecki",2005,88.1
"8047",415000,"Powiat toruński",2005,74.4
"8048",416000,"Powiat tucholski",2005,74
"8049",417000,"Powiat wąbrzeski",2005,79
"8050",418000,"Powiat włocławski",2005,68.5
"8051",419000,"Powiat żniński",2005,71
"8052",461000,"Powiat m.Bydgoszcz",2005,93.5
"8053",462000,"Powiat m.Grudziądz",2005,75.4
"8054",463000,"Powiat m.Toruń",2005,95.1
"8055",464000,"Powiat m.Włocławek",2005,90.9
"8056",601000,"Powiat bialski",2005,72.7
"8057",602000,"Powiat biłgorajski",2005,78.2
"8058",603000,"Powiat chełmski",2005,80.5
"8059",604000,"Powiat hrubieszowski",2005,77
"8060",605000,"Powiat janowski",2005,76.3
"8061",606000,"Powiat krasnostawski",2005,77.5
"8062",607000,"Powiat kraśnicki",2005,77
"8063",608000,"Powiat lubartowski",2005,76.1
"8064",609000,"Powiat lubelski",2005,77.7
"8065",610000,"Powiat łęczyński",2005,137.8
"8066",611000,"Powiat łukowski",2005,72.2
"8067",612000,"Powiat opolski",2005,77.4
"8068",613000,"Powiat parczewski",2005,77.6
"8069",614000,"Powiat puławski",2005,95.7
"8070",615000,"Powiat radzyński",2005,80.9
"8071",616000,"Powiat rycki",2005,77.4
"8072",617000,"Powiat świdnicki",2005,80.7
"8073",618000,"Powiat tomaszowski",2005,74
"8074",619000,"Powiat włodawski",2005,75.3
"8075",620000,"Powiat zamojski",2005,70
"8076",661000,"Powiat m.Biała Podlaska",2005,84.2
"8077",662000,"Powiat m.Chełm",2005,79.3
"8078",663000,"Powiat m.Lublin",2005,96.5
"8079",664000,"Powiat m.Zamość",2005,85.6
"8080",801000,"Powiat gorzowski",2005,88.4
"8081",802000,"Powiat krośnieński",2005,80.7
"8082",803000,"Powiat międzyrzecki",2005,80.9
"8083",804000,"Powiat nowosolski",2005,75.3
"8084",805000,"Powiat słubicki",2005,82.5
"8085",806000,"Powiat strzelecko-drezdenecki",2005,82.9
"8086",807000,"Powiat sulęciński",2005,70.4
"8087",808000,"Powiat świebodziński",2005,78.1
"8088",809000,"Powiat zielonogórski",2005,86.6
"8089",810000,"Powiat żagański",2005,74.7
"8090",811000,"Powiat żarski",2005,87.2
"8091",812000,"Powiat wschowski",2005,72.1
"8092",861000,"Powiat m.Gorzów Wielkopolski",2005,88.3
"8093",862000,"Powiat m.Zielona Góra",2005,98.5
"8094",1001000,"Powiat bełchatowski",2005,125
"8095",1002000,"Powiat kutnowski",2005,83.9
"8096",1003000,"Powiat łaski",2005,71
"8097",1004000,"Powiat łęczycki",2005,81.9
"8098",1005000,"Powiat łowicki",2005,79.7
"8099",1006000,"Powiat łódzki wschodni",2005,73.2
"8100",1007000,"Powiat opoczyński",2005,83.6
"8101",1008000,"Powiat pabianicki",2005,79
"8102",1009000,"Powiat pajęczański",2005,80
"8103",1010000,"Powiat piotrkowski",2005,67
"8104",1011000,"Powiat poddębicki",2005,74.6
"8105",1012000,"Powiat radomszczański",2005,69.2
"8106",1013000,"Powiat rawski",2005,73.3
"8107",1014000,"Powiat sieradzki",2005,77.1
"8108",1015000,"Powiat skierniewicki",2005,80.1
"8109",1016000,"Powiat tomaszowski",2005,76.4
"8110",1017000,"Powiat wieluński",2005,70.9
"8111",1018000,"Powiat wieruszowski",2005,69.9
"8112",1019000,"Powiat zduńskowolski",2005,75.9
"8113",1020000,"Powiat zgierski",2005,78.9
"8114",1021000,"Powiat brzeziński",2005,66.5
"8115",1061000,"Powiat m.Łódź",2005,95.8
"8116",1062000,"Powiat m.Piotrków Trybunalski",2005,71
"8117",1063000,"Powiat m.Skierniewice",2005,81.4
"8118",1201000,"Powiat bocheński",2005,80.4
"8119",1202000,"Powiat brzeski",2005,70.7
"8120",1203000,"Powiat chrzanowski",2005,95.6
"8121",1204000,"Powiat dąbrowski",2005,76.8
"8122",1205000,"Powiat gorlicki",2005,79.3
"8123",1206000,"Powiat krakowski",2005,90.8
"8124",1207000,"Powiat limanowski",2005,75.7
"8125",1208000,"Powiat miechowski",2005,78.5
"8126",1209000,"Powiat myślenicki",2005,85.6
"8127",1210000,"Powiat nowosądecki",2005,78.7
"8128",1211000,"Powiat nowotarski",2005,75.2
"8129",1212000,"Powiat olkuski",2005,95.8
"8130",1213000,"Powiat oświęcimski",2005,85.7
"8131",1214000,"Powiat proszowicki",2005,80.2
"8132",1215000,"Powiat suski",2005,78.9
"8133",1216000,"Powiat tarnowski",2005,71.9
"8134",1217000,"Powiat tatrzański",2005,80.3
"8135",1218000,"Powiat wadowicki",2005,74.8
"8136",1219000,"Powiat wielicki",2005,86.1
"8137",1261000,"Powiat m.Kraków",2005,102.9
"8138",1262000,"Powiat m.Nowy Sącz",2005,84.3
"8139",1263000,"Powiat m.Tarnów",2005,82.6
"8140",1401000,"Powiat białobrzeski",2005,82.4
"8141",1402000,"Powiat ciechanowski",2005,88
"8142",1403000,"Powiat garwoliński",2005,84.2
"8143",1404000,"Powiat gostyniński",2005,73.7
"8144",1405000,"Powiat grodziski",2005,106.6
"8145",1406000,"Powiat grójecki",2005,93.7
"8146",1407000,"Powiat kozienicki",2005,108.6
"8147",1408000,"Powiat legionowski",2005,99.7
"8148",1409000,"Powiat lipski",2005,76.8
"8149",1410000,"Powiat łosicki",2005,80.1
"8150",1411000,"Powiat makowski",2005,74
"8151",1412000,"Powiat miński",2005,84.4
"8152",1413000,"Powiat mławski",2005,77
"8153",1414000,"Powiat nowodworski",2005,109.7
"8154",1415000,"Powiat ostrołęcki",2005,84.9
"8155",1416000,"Powiat ostrowski",2005,80.1
"8156",1417000,"Powiat otwocki",2005,88
"8157",1418000,"Powiat piaseczyński",2005,109.7
"8158",1419000,"Powiat płocki",2005,81.6
"8159",1420000,"Powiat płoński",2005,85
"8160",1421000,"Powiat pruszkowski",2005,122.2
"8161",1422000,"Powiat przasnyski",2005,81.8
"8162",1423000,"Powiat przysuski",2005,78.3
"8163",1424000,"Powiat pułtuski",2005,79.6
"8164",1425000,"Powiat radomski",2005,70.4
"8165",1426000,"Powiat siedlecki",2005,76.2
"8166",1427000,"Powiat sierpecki",2005,80.7
"8167",1428000,"Powiat sochaczewski",2005,104.4
"8168",1429000,"Powiat sokołowski",2005,81
"8169",1430000,"Powiat szydłowiecki",2005,74.3
"8170",1432000,"Powiat warszawski zachodni",2005,109.1
"8171",1433000,"Powiat węgrowski",2005,78.9
"8172",1434000,"Powiat wołomiński",2005,90
"8173",1435000,"Powiat wyszkowski",2005,80.1
"8174",1436000,"Powiat zwoleński",2005,80.1
"8175",1437000,"Powiat żuromiński",2005,72
"8176",1438000,"Powiat żyrardowski",2005,96.8
"8177",1461000,"Powiat m.Ostrołęka",2005,99.2
"8178",1462000,"Powiat m.Płock",2005,120.3
"8179",1463000,"Powiat m.Radom",2005,90.5
"8180",1464000,"Powiat m.Siedlce",2005,92.2
"8181",1465000,"Powiat m. st. Warszawa",2005,144.1
"8182",1601000,"Powiat brzeski",2005,80.6
"8183",1602000,"Powiat głubczycki",2005,79.4
"8184",1603000,"Powiat kędzierzyńsko-kozielski",2005,95.3
"8185",1604000,"Powiat kluczborski",2005,80.7
"8186",1605000,"Powiat krapkowicki",2005,111.3
"8187",1606000,"Powiat namysłowski",2005,87.4
"8188",1607000,"Powiat nyski",2005,77.3
"8189",1608000,"Powiat oleski",2005,81.2
"8190",1609000,"Powiat opolski",2005,87.4
"8191",1610000,"Powiat prudnicki",2005,76.2
"8192",1611000,"Powiat strzelecki",2005,84
"8193",1661000,"Powiat m.Opole",2005,98.6
"8194",1801000,"Powiat bieszczadzki",2005,77.2
"8195",1802000,"Powiat brzozowski",2005,75.2
"8196",1803000,"Powiat dębicki",2005,83.9
"8197",1804000,"Powiat jarosławski",2005,80.6
"8198",1805000,"Powiat jasielski",2005,80.4
"8199",1806000,"Powiat kolbuszowski",2005,75.8
"8200",1807000,"Powiat krośnieński",2005,73.9
"8201",1808000,"Powiat leżajski",2005,82.2
"8202",1809000,"Powiat lubaczowski",2005,74.4
"8203",1810000,"Powiat łańcucki",2005,73.9
"8204",1811000,"Powiat mielecki",2005,83.3
"8205",1812000,"Powiat niżański",2005,71.4
"8206",1813000,"Powiat przemyski",2005,76.4
"8207",1814000,"Powiat przeworski",2005,79.7
"8208",1815000,"Powiat ropczycko-sędziszowski",2005,79.9
"8209",1816000,"Powiat rzeszowski",2005,76.1
"8210",1817000,"Powiat sanocki",2005,79.1
"8211",1818000,"Powiat stalowowolski",2005,83.8
"8212",1819000,"Powiat strzyżowski",2005,71.8
"8213",1820000,"Powiat tarnobrzeski",2005,88.2
"8214",1821000,"Powiat leski",2005,84.8
"8215",1861000,"Powiat m.Krosno",2005,76
"8216",1862000,"Powiat m.Przemyśl",2005,82.2
"8217",1863000,"Powiat m.Rzeszów",2005,96.4
"8218",1864000,"Powiat m.Tarnobrzeg",2005,79.3
"8219",2001000,"Powiat augustowski",2005,107.5
"8220",2002000,"Powiat białostocki",2005,76.7
"8221",2003000,"Powiat bielski",2005,84
"8222",2004000,"Powiat grajewski",2005,93
"8223",2005000,"Powiat hajnowski",2005,74.8
"8224",2006000,"Powiat kolneński",2005,79.3
"8225",2007000,"Powiat łomżyński",2005,85.2
"8226",2008000,"Powiat moniecki",2005,80.7
"8227",2009000,"Powiat sejneński",2005,80.1
"8228",2010000,"Powiat siemiatycki",2005,79.1
"8229",2011000,"Powiat sokólski",2005,80.4
"8230",2012000,"Powiat suwalski",2005,79.5
"8231",2013000,"Powiat wysokomazowiecki",2005,80.4
"8232",2014000,"Powiat zambrowski",2005,76
"8233",2061000,"Powiat m.Białystok",2005,94.3
"8234",2062000,"Powiat m.Łomża",2005,81.3
"8235",2063000,"Powiat m.Suwałki",2005,80.4
"8236",2201000,"Powiat bytowski",2005,79.9
"8237",2202000,"Powiat chojnicki",2005,75.1
"8238",2203000,"Powiat człuchowski",2005,80.6
"8239",2204000,"Powiat gdański",2005,85.5
"8240",2205000,"Powiat kartuski",2005,78.7
"8241",2206000,"Powiat kościerski",2005,77.4
"8242",2207000,"Powiat kwidzyński",2005,96.3
"8243",2208000,"Powiat lęborski",2005,82.9
"8244",2209000,"Powiat malborski",2005,81.5
"8245",2210000,"Powiat nowodworski",2005,79.6
"8246",2211000,"Powiat pucki",2005,81.9
"8247",2212000,"Powiat słupski",2005,78
"8248",2213000,"Powiat starogardzki",2005,92.3
"8249",2214000,"Powiat tczewski",2005,92.4
"8250",2215000,"Powiat wejherowski",2005,81.8
"8251",2216000,"Powiat sztumski",2005,79.5
"8252",2261000,"Powiat m.Gdańsk",2005,120.4
"8253",2262000,"Powiat m.Gdynia",2005,109.3
"8254",2263000,"Powiat m.Słupsk",2005,84.2
"8255",2264000,"Powiat m.Sopot",2005,112.7
"8256",2401000,"Powiat będziński",2005,83.9
"8257",2402000,"Powiat bielski",2005,80.6
"8258",2403000,"Powiat cieszyński",2005,80.9
"8259",2404000,"Powiat częstochowski",2005,72.4
"8260",2405000,"Powiat gliwicki",2005,83.4
"8261",2406000,"Powiat kłobucki",2005,66.1
"8262",2407000,"Powiat lubliniecki",2005,80.2
"8263",2408000,"Powiat mikołowski",2005,94.7
"8264",2409000,"Powiat myszkowski",2005,70.6
"8265",2410000,"Powiat pszczyński",2005,80.9
"8266",2411000,"Powiat raciborski",2005,86
"8267",2412000,"Powiat rybnicki",2005,85.8
"8268",2413000,"Powiat tarnogórski",2005,83.8
"8269",2414000,"Powiat bieruńsko-lędziński",2005,84.6
"8270",2415000,"Powiat wodzisławski",2005,75.8
"8271",2416000,"Powiat zawierciański",2005,84.2
"8272",2417000,"Powiat żywiecki",2005,97.6
"8273",2461000,"Powiat m.Bielsko-Biała",2005,94.1
"8274",2462000,"Powiat m.Bytom",2005,85.7
"8275",2463000,"Powiat m.Chorzów",2005,84.7
"8276",2464000,"Powiat m.Częstochowa",2005,88.3
"8277",2465000,"Powiat m.Dąbrowa Górnicza",2005,105.4
"8278",2466000,"Powiat m.Gliwice",2005,109.3
"8279",2467000,"Powiat m.Jastrzębie-Zdrój",2005,150.4
"8280",2468000,"Powiat m.Jaworzno",2005,109.9
"8281",2469000,"Powiat m.Katowice",2005,135.4
"8282",2470000,"Powiat m.Mysłowice",2005,83.4
"8283",2471000,"Powiat m.Piekary Śląskie",2005,80.7
"8284",2472000,"Powiat m.Ruda Śląska",2005,85.4
"8285",2473000,"Powiat m.Rybnik",2005,93.3
"8286",2474000,"Powiat m.Siemianowice Śląskie",2005,85.5
"8287",2475000,"Powiat m.Sosnowiec",2005,87.6
"8288",2476000,"Powiat m.Świętochłowice",2005,84.1
"8289",2477000,"Powiat m.Tychy",2005,92.3
"8290",2478000,"Powiat m.Zabrze",2005,97.7
"8291",2479000,"Powiat m.Żory",2005,76.3
"8292",2601000,"Powiat buski",2005,79
"8293",2602000,"Powiat jędrzejowski",2005,87.2
"8294",2603000,"Powiat kazimierski",2005,75.2
"8295",2604000,"Powiat kielecki",2005,79.4
"8296",2605000,"Powiat konecki",2005,76.5
"8297",2606000,"Powiat opatowski",2005,89.8
"8298",2607000,"Powiat ostrowiecki",2005,77.2
"8299",2608000,"Powiat pińczowski",2005,97.1
"8300",2609000,"Powiat sandomierski",2005,93.2
"8301",2610000,"Powiat skarżyski",2005,83.8
"8302",2611000,"Powiat starachowicki",2005,77.3
"8303",2612000,"Powiat staszowski",2005,89.4
"8304",2613000,"Powiat włoszczowski",2005,83.6
"8305",2661000,"Powiat m.Kielce",2005,94.6
"8306",2801000,"Powiat bartoszycki",2005,76.2
"8307",2802000,"Powiat braniewski",2005,77.4
"8308",2803000,"Powiat działdowski",2005,73.3
"8309",2804000,"Powiat elbląski",2005,73.7
"8310",2805000,"Powiat ełcki",2005,79.3
"8311",2806000,"Powiat giżycki",2005,77.4
"8312",2807000,"Powiat iławski",2005,71.3
"8313",2808000,"Powiat kętrzyński",2005,72.7
"8314",2809000,"Powiat lidzbarski",2005,70.2
"8315",2810000,"Powiat mrągowski",2005,75.3
"8316",2811000,"Powiat nidzicki",2005,73.5
"8317",2812000,"Powiat nowomiejski",2005,68.2
"8318",2813000,"Powiat olecki",2005,79.1
"8319",2814000,"Powiat olsztyński",2005,78.6
"8320",2815000,"Powiat ostródzki",2005,76
"8321",2816000,"Powiat piski",2005,85.5
"8322",2817000,"Powiat szczycieński",2005,79.9
"8323",2818000,"Powiat gołdapski",2005,69.4
"8324",2819000,"Powiat węgorzewski",2005,73.2
"8325",2861000,"Powiat m.Elbląg",2005,85.2
"8326",2862000,"Powiat m.Olsztyn",2005,102.2
"8327",3001000,"Powiat chodzieski",2005,73.7
"8328",3002000,"Powiat czarnkowsko-trzcianecki",2005,79.6
"8329",3003000,"Powiat gnieźnieński",2005,79.4
"8330",3004000,"Powiat gostyński",2005,76.9
"8331",3005000,"Powiat grodziski",2005,72.5
"8332",3006000,"Powiat jarociński",2005,69.3
"8333",3007000,"Powiat kaliski",2005,71.9
"8334",3008000,"Powiat kępiński",2005,58.6
"8335",3009000,"Powiat kolski",2005,96.9
"8336",3010000,"Powiat koniński",2005,103
"8337",3011000,"Powiat kościański",2005,75.5
"8338",3012000,"Powiat krotoszyński",2005,72.8
"8339",3013000,"Powiat leszczyński",2005,85.9
"8340",3014000,"Powiat międzychodzki",2005,71.6
"8341",3015000,"Powiat nowotomyski",2005,79.2
"8342",3016000,"Powiat obornicki",2005,82.3
"8343",3017000,"Powiat ostrowski",2005,77.6
"8344",3018000,"Powiat ostrzeszowski",2005,74.5
"8345",3019000,"Powiat pilski",2005,87.2
"8346",3020000,"Powiat pleszewski",2005,70.2
"8347",3021000,"Powiat poznański",2005,89.6
"8348",3022000,"Powiat rawicki",2005,65.2
"8349",3023000,"Powiat słupecki",2005,75.9
"8350",3024000,"Powiat szamotulski",2005,89.9
"8351",3025000,"Powiat średzki",2005,86.2
"8352",3026000,"Powiat śremski",2005,77.8
"8353",3027000,"Powiat turecki",2005,82.5
"8354",3028000,"Powiat wągrowiecki",2005,74.8
"8355",3029000,"Powiat wolsztyński",2005,71.4
"8356",3030000,"Powiat wrzesiński",2005,74.3
"8357",3031000,"Powiat złotowski",2005,71.7
"8358",3061000,"Powiat m.Kalisz",2005,85.3
"8359",3062000,"Powiat m.Konin",2005,95.9
"8360",3063000,"Powiat m.Leszno",2005,81.7
"8361",3064000,"Powiat m.Poznań",2005,109.1
"8362",3201000,"Powiat białogardzki",2005,77
"8363",3202000,"Powiat choszczeński",2005,76.3
"8364",3203000,"Powiat drawski",2005,79.4
"8365",3204000,"Powiat goleniowski",2005,84.1
"8366",3205000,"Powiat gryficki",2005,76
"8367",3206000,"Powiat gryfiński",2005,103.7
"8368",3207000,"Powiat kamieński",2005,79.1
"8369",3208000,"Powiat kołobrzeski",2005,82
"8370",3209000,"Powiat koszaliński",2005,81.3
"8371",3210000,"Powiat myśliborski",2005,79.7
"8372",3211000,"Powiat policki",2005,112.3
"8373",3212000,"Powiat pyrzycki",2005,76.5
"8374",3213000,"Powiat sławieński",2005,70.8
"8375",3214000,"Powiat stargardzki",2005,82
"8376",3215000,"Powiat szczecinecki",2005,87.3
"8377",3216000,"Powiat świdwiński",2005,75.2
"8378",3217000,"Powiat wałecki",2005,80.5
"8379",3218000,"Powiat łobeski",2005,77.1
"8380",3261000,"Powiat m.Koszalin",2005,88.5
"8381",3262000,"Powiat m.Szczecin",2005,104.9
"8382",3263000,"Powiat m.Świnoujście",2005,92.5
"8383",201000,"Powiat bolesławiecki",2006,81.7
"8384",202000,"Powiat dzierżoniowski",2006,76.9
"8385",203000,"Powiat głogowski",2006,86.3
"8386",204000,"Powiat górowski",2006,73.7
"8387",205000,"Powiat jaworski",2006,76.2
"8388",206000,"Powiat jeleniogórski",2006,76.3
"8389",207000,"Powiat kamiennogórski",2006,75.7
"8390",208000,"Powiat kłodzki",2006,79.7
"8391",209000,"Powiat legnicki",2006,75.5
