"","Kod","Nazwa","rok","POJAZDY_CTAB_ciagniki_rolnicze_szt"
"41368",2003000,"Powiat bielski",2002,6691
"41369",2004000,"Powiat grajewski",2002,4663
"41370",2005000,"Powiat hajnowski",2002,4479
"41371",2006000,"Powiat kolneński",2002,5663
"41372",2007000,"Powiat łomżyński",2002,7140
"41373",2008000,"Powiat moniecki",2002,6017
"41374",2009000,"Powiat sejneński",2002,13453
"41375",2010000,"Powiat siemiatycki",2002,5974
"41376",2011000,"Powiat sokólski",2002,9171
"41377",2012000,"Powiat suwalski",2002,3493
"41378",2013000,"Powiat wysokomazowiecki",2002,8838
"41379",2014000,"Powiat zambrowski",2002,4224
"41380",2061000,"Powiat m.Białystok",2002,903
"41381",2062000,"Powiat m.Łomża",2002,847
"41382",2063000,"Powiat m.Suwałki",2002,533
"41383",2201000,"Powiat bytowski",2002,3840
"41384",2202000,"Powiat chojnicki",2002,3265
"41385",2203000,"Powiat człuchowski",2002,2365
"41386",2204000,"Powiat gdański",2002,3378
"41387",2205000,"Powiat kartuski",2002,3286
"41388",2206000,"Powiat kościerski",2002,3093
"41389",2207000,"Powiat kwidzyński",2002,1869
"41390",2208000,"Powiat lęborski",2002,998
"41391",2209000,"Powiat malborski",2002,2548
"41392",2210000,"Powiat nowodworski",2002,1694
"41393",2211000,"Powiat pucki",2002,1919
"41394",2212000,"Powiat słupski",2002,2762
"41395",2213000,"Powiat starogardzki",2002,3719
"41396",2214000,"Powiat tczewski",2002,3769
"41397",2215000,"Powiat wejherowski",2002,3199
"41398",2216000,"Powiat sztumski",2002,2115
"41399",2261000,"Powiat m.Gdańsk",2002,878
"41400",2262000,"Powiat m.Gdynia",2002,306
"41401",2263000,"Powiat m.Słupsk",2002,381
"41402",2264000,"Powiat m.Sopot",2002,57
"41403",2401000,"Powiat będziński",2002,1782
"41404",2402000,"Powiat bielski",2002,2648
"41405",2403000,"Powiat cieszyński",2002,3049
"41406",2404000,"Powiat częstochowski",2002,4891
"41407",2405000,"Powiat gliwicki",2002,2099
"41408",2406000,"Powiat kłobucki",2002,3350
"41409",2407000,"Powiat lubliniecki",2002,2194
"41410",2408000,"Powiat mikołowski",2002,852
"41411",2409000,"Powiat myszkowski",2002,1759
"41412",2410000,"Powiat pszczyński",2002,2632
"41413",2411000,"Powiat raciborski",2002,3163
"41414",2412000,"Powiat rybnicki",2002,915
"41415",2413000,"Powiat tarnogórski",2002,1431
"41416",2414000,"Powiat bieruńsko-lędziński",2002,809
"41417",2415000,"Powiat wodzisławski",2002,1738
"41418",2416000,"Powiat zawierciański",2002,2445
"41419",2417000,"Powiat żywiecki",2002,2643
"41420",2461000,"Powiat m.Bielsko-Biała",2002,367
"41421",2462000,"Powiat m.Bytom",2002,127
"41422",2463000,"Powiat m.Chorzów",2002,96
"41423",2464000,"Powiat m.Częstochowa",2002,702
"41424",2465000,"Powiat m.Dąbrowa Górnicza",2002,478
"41425",2466000,"Powiat m.Gliwice",2002,569
"41426",2467000,"Powiat m.Jastrzębie-Zdrój",2002,678
"41427",2468000,"Powiat m.Jaworzno",2002,344
"41428",2469000,"Powiat m.Katowice",2002,441
"41429",2470000,"Powiat m.Mysłowice",2002,183
"41430",2471000,"Powiat m.Piekary Śląskie",2002,196
"41431",2472000,"Powiat m.Ruda Śląska",2002,240
"41432",2473000,"Powiat m.Rybnik",2002,461
"41433",2474000,"Powiat m.Siemianowice Śląskie",2002,92
"41434",2475000,"Powiat m.Sosnowiec",2002,186
"41435",2476000,"Powiat m.Świętochłowice",2002,37
"41436",2477000,"Powiat m.Tychy",2002,464
"41437",2478000,"Powiat m.Zabrze",2002,128
"41438",2479000,"Powiat m.Żory",2002,339
"41439",2601000,"Powiat buski",2002,7265
"41440",2602000,"Powiat jędrzejowski",2002,7910
"41441",2603000,"Powiat kazimierski",2002,5497
"41442",2604000,"Powiat kielecki",2002,9126
"41443",2605000,"Powiat konecki",2002,1801
"41444",2606000,"Powiat opatowski",2002,9416
"41445",2607000,"Powiat ostrowiecki",2002,3278
"41446",2608000,"Powiat pińczowski",2002,4762
"41447",2609000,"Powiat sandomierski",2002,8179
"41448",2610000,"Powiat skarżyski",2002,581
"41449",2611000,"Powiat starachowicki",2002,3065
"41450",2612000,"Powiat staszowski",2002,5033
"41451",2613000,"Powiat włoszczowski",2002,2882
"41452",2661000,"Powiat m.Kielce",2002,1942
"41453",2801000,"Powiat bartoszycki",2002,3255
"41454",2802000,"Powiat braniewski",2002,2469
"41455",2803000,"Powiat działdowski",2002,3314
"41456",2804000,"Powiat elbląski",2002,3739
"41457",2805000,"Powiat ełcki",2002,2003
"41458",2806000,"Powiat giżycki",2002,1290
"41459",2807000,"Powiat iławski",2002,3167
"41460",2808000,"Powiat kętrzyński",2002,2304
"41461",2809000,"Powiat lidzbarski",2002,1675
"41462",2810000,"Powiat mrągowski",2002,1254
"41463",2811000,"Powiat nidzicki",2002,1706
"41464",2812000,"Powiat nowomiejski",2002,2952
"41465",2813000,"Powiat olecki",2002,1100
"41466",2814000,"Powiat olsztyński",2002,5071
"41467",2815000,"Powiat ostródzki",2002,3363
"41468",2816000,"Powiat piski",2002,1744
"41469",2817000,"Powiat szczycieński",2002,2251
"41470",2818000,"Powiat gołdapski",2002,2502
"41471",2819000,"Powiat węgorzewski",2002,1475
"41472",2861000,"Powiat m.Elbląg",2002,560
"41473",2862000,"Powiat m.Olsztyn",2002,552
"41474",3001000,"Powiat chodzieski",2002,2140
"41475",3002000,"Powiat czarnkowsko-trzcianecki",2002,4114
"41476",3003000,"Powiat gnieźnieński",2002,6192
"41477",3004000,"Powiat gostyński",2002,5232
"41478",3005000,"Powiat grodziski",2002,3550
"41479",3006000,"Powiat jarociński",2002,2496
"41480",3007000,"Powiat kaliski",2002,8145
"41481",3008000,"Powiat kępiński",2002,2983
"41482",3009000,"Powiat kolski",2002,6950
"41483",3010000,"Powiat koniński",2002,10288
"41484",3011000,"Powiat kościański",2002,3039
"41485",3012000,"Powiat krotoszyński",2002,5505
"41486",3013000,"Powiat leszczyński",2002,3223
"41487",3014000,"Powiat międzychodzki",2002,2297
"41488",3015000,"Powiat nowotomyski",2002,3173
"41489",3016000,"Powiat obornicki",2002,1668
"41490",3017000,"Powiat ostrowski",2002,6226
"41491",3018000,"Powiat ostrzeszowski",2002,3743
"41492",3019000,"Powiat pilski",2002,4982
"41493",3020000,"Powiat pleszewski",2002,2932
"41494",3021000,"Powiat poznański",2002,8150
"41495",3022000,"Powiat rawicki",2002,3954
"41496",3023000,"Powiat słupecki",2002,5459
"41497",3024000,"Powiat szamotulski",2002,3783
"41498",3025000,"Powiat średzki",2002,2922
"41499",3026000,"Powiat śremski",2002,2703
"41500",3027000,"Powiat turecki",2002,5604
"41501",3028000,"Powiat wągrowiecki",2002,4036
"41502",3029000,"Powiat wolsztyński",2002,5554
"41503",3030000,"Powiat wrzesiński",2002,3246
"41504",3031000,"Powiat złotowski",2002,3356
"41505",3061000,"Powiat m.Kalisz",2002,350
"41506",3062000,"Powiat m.Konin",2002,662
"41507",3063000,"Powiat m.Leszno",2002,244
"41508",3064000,"Powiat m.Poznań",2002,1268
"41509",3201000,"Powiat białogardzki",2002,1281
"41510",3202000,"Powiat choszczeński",2002,2768
"41511",3203000,"Powiat drawski",2002,2273
"41512",3204000,"Powiat goleniowski",2002,3031
"41513",3205000,"Powiat gryficki",2002,2145
"41514",3206000,"Powiat gryfiński",2002,3713
"41515",3207000,"Powiat kamieński",2002,1665
"41516",3208000,"Powiat kołobrzeski",2002,1869
"41517",3209000,"Powiat koszaliński",2002,2819
"41518",3210000,"Powiat myśliborski",2002,2621
"41519",3211000,"Powiat policki",2002,698
"41520",3212000,"Powiat pyrzycki",2002,2940
"41521",3213000,"Powiat sławieński",2002,2192
"41522",3214000,"Powiat stargardzki",2002,3605
"41523",3215000,"Powiat szczecinecki",2002,1990
"41524",3216000,"Powiat świdwiński",2002,1951
"41525",3217000,"Powiat wałecki",2002,1707
"41526",3218000,"Powiat łobeski",2002,2072
"41527",3261000,"Powiat m.Koszalin",2002,427
"41528",3262000,"Powiat m.Szczecin",2002,771
"41529",3263000,"Powiat m.Świnoujście",2002,109
"41530",201000,"Powiat bolesławiecki",2003,NA
"41531",202000,"Powiat dzierżoniowski",2003,NA
"41532",203000,"Powiat głogowski",2003,NA
"41533",204000,"Powiat górowski",2003,NA
"41534",205000,"Powiat jaworski",2003,NA
"41535",206000,"Powiat jeleniogórski",2003,NA
"41536",207000,"Powiat kamiennogórski",2003,NA
"41537",208000,"Powiat kłodzki",2003,NA
"41538",209000,"Powiat legnicki",2003,NA
"41539",210000,"Powiat lubański",2003,NA
"41540",211000,"Powiat lubiński",2003,NA
"41541",212000,"Powiat lwówecki",2003,NA
"41542",213000,"Powiat milicki",2003,NA
"41543",214000,"Powiat oleśnicki",2003,NA
"41544",215000,"Powiat oławski",2003,NA
"41545",216000,"Powiat polkowicki",2003,NA
"41546",217000,"Powiat strzeliński",2003,NA
"41547",218000,"Powiat średzki",2003,NA
"41548",219000,"Powiat świdnicki",2003,NA
"41549",220000,"Powiat trzebnicki",2003,NA
"41550",221000,"Powiat wałbrzyski",2003,NA
"41551",222000,"Powiat wołowski",2003,NA
"41552",223000,"Powiat wrocławski",2003,NA
"41553",224000,"Powiat ząbkowicki",2003,NA
"41554",225000,"Powiat zgorzelecki",2003,NA
"41555",226000,"Powiat złotoryjski",2003,NA
"41556",261000,"Powiat m.Jelenia Góra",2003,NA
"41557",262000,"Powiat m.Legnica",2003,NA
"41558",263000,"Powiat m.Wałbrzych do 2002",2003,NA
"41559",264000,"Powiat m.Wrocław",2003,NA
"41560",265000,"Powiat m.Wałbrzych od 2013",2003,NA
"41561",401000,"Powiat aleksandrowski",2003,NA
"41562",402000,"Powiat brodnicki",2003,NA
"41563",403000,"Powiat bydgoski",2003,NA
"41564",404000,"Powiat chełmiński",2003,NA
"41565",405000,"Powiat golubsko-dobrzyński",2003,NA
"41566",406000,"Powiat grudziądzki",2003,NA
"41567",407000,"Powiat inowrocławski",2003,NA
"41568",408000,"Powiat lipnowski",2003,NA
"41569",409000,"Powiat mogileński",2003,NA
"41570",410000,"Powiat nakielski",2003,NA
"41571",411000,"Powiat radziejowski",2003,NA
"41572",412000,"Powiat rypiński",2003,NA
"41573",413000,"Powiat sępoleński",2003,NA
"41574",414000,"Powiat świecki",2003,NA
"41575",415000,"Powiat toruński",2003,NA
"41576",416000,"Powiat tucholski",2003,NA
"41577",417000,"Powiat wąbrzeski",2003,NA
"41578",418000,"Powiat włocławski",2003,NA
"41579",419000,"Powiat żniński",2003,NA
"41580",461000,"Powiat m.Bydgoszcz",2003,NA
"41581",462000,"Powiat m.Grudziądz",2003,NA
"41582",463000,"Powiat m.Toruń",2003,NA
"41583",464000,"Powiat m.Włocławek",2003,NA
"41584",601000,"Powiat bialski",2003,NA
"41585",602000,"Powiat biłgorajski",2003,NA
"41586",603000,"Powiat chełmski",2003,NA
"41587",604000,"Powiat hrubieszowski",2003,NA
"41588",605000,"Powiat janowski",2003,NA
"41589",606000,"Powiat krasnostawski",2003,NA
"41590",607000,"Powiat kraśnicki",2003,NA
"41591",608000,"Powiat lubartowski",2003,NA
"41592",609000,"Powiat lubelski",2003,NA
"41593",610000,"Powiat łęczyński",2003,NA
"41594",611000,"Powiat łukowski",2003,NA
"41595",612000,"Powiat opolski",2003,NA
"41596",613000,"Powiat parczewski",2003,NA
"41597",614000,"Powiat puławski",2003,NA
"41598",615000,"Powiat radzyński",2003,NA
"41599",616000,"Powiat rycki",2003,NA
"41600",617000,"Powiat świdnicki",2003,NA
"41601",618000,"Powiat tomaszowski",2003,NA
"41602",619000,"Powiat włodawski",2003,NA
"41603",620000,"Powiat zamojski",2003,NA
"41604",661000,"Powiat m.Biała Podlaska",2003,NA
"41605",662000,"Powiat m.Chełm",2003,NA
"41606",663000,"Powiat m.Lublin",2003,NA
"41607",664000,"Powiat m.Zamość",2003,NA
"41608",801000,"Powiat gorzowski",2003,NA
"41609",802000,"Powiat krośnieński",2003,NA
"41610",803000,"Powiat międzyrzecki",2003,NA
"41611",804000,"Powiat nowosolski",2003,NA
"41612",805000,"Powiat słubicki",2003,NA
"41613",806000,"Powiat strzelecko-drezdenecki",2003,NA
"41614",807000,"Powiat sulęciński",2003,NA
"41615",808000,"Powiat świebodziński",2003,NA
"41616",809000,"Powiat zielonogórski",2003,NA
"41617",810000,"Powiat żagański",2003,NA
"41618",811000,"Powiat żarski",2003,NA
"41619",812000,"Powiat wschowski",2003,NA
"41620",861000,"Powiat m.Gorzów Wielkopolski",2003,NA
"41621",862000,"Powiat m.Zielona Góra",2003,NA
"41622",1001000,"Powiat bełchatowski",2003,NA
"41623",1002000,"Powiat kutnowski",2003,NA
"41624",1003000,"Powiat łaski",2003,NA
"41625",1004000,"Powiat łęczycki",2003,NA
"41626",1005000,"Powiat łowicki",2003,NA
"41627",1006000,"Powiat łódzki wschodni",2003,NA
"41628",1007000,"Powiat opoczyński",2003,NA
"41629",1008000,"Powiat pabianicki",2003,NA
"41630",1009000,"Powiat pajęczański",2003,NA
"41631",1010000,"Powiat piotrkowski",2003,NA
"41632",1011000,"Powiat poddębicki",2003,NA
"41633",1012000,"Powiat radomszczański",2003,NA
"41634",1013000,"Powiat rawski",2003,NA
"41635",1014000,"Powiat sieradzki",2003,NA
"41636",1015000,"Powiat skierniewicki",2003,NA
"41637",1016000,"Powiat tomaszowski",2003,NA
"41638",1017000,"Powiat wieluński",2003,NA
"41639",1018000,"Powiat wieruszowski",2003,NA
"41640",1019000,"Powiat zduńskowolski",2003,NA
"41641",1020000,"Powiat zgierski",2003,NA
"41642",1021000,"Powiat brzeziński",2003,NA
"41643",1061000,"Powiat m.Łódź",2003,NA
"41644",1062000,"Powiat m.Piotrków Trybunalski",2003,NA
"41645",1063000,"Powiat m.Skierniewice",2003,NA
"41646",1201000,"Powiat bocheński",2003,NA
"41647",1202000,"Powiat brzeski",2003,NA
"41648",1203000,"Powiat chrzanowski",2003,NA
"41649",1204000,"Powiat dąbrowski",2003,NA
"41650",1205000,"Powiat gorlicki",2003,NA
"41651",1206000,"Powiat krakowski",2003,NA
"41652",1207000,"Powiat limanowski",2003,NA
"41653",1208000,"Powiat miechowski",2003,NA
"41654",1209000,"Powiat myślenicki",2003,NA
"41655",1210000,"Powiat nowosądecki",2003,NA
"41656",1211000,"Powiat nowotarski",2003,NA
"41657",1212000,"Powiat olkuski",2003,NA
"41658",1213000,"Powiat oświęcimski",2003,NA
"41659",1214000,"Powiat proszowicki",2003,NA
"41660",1215000,"Powiat suski",2003,NA
"41661",1216000,"Powiat tarnowski",2003,NA
"41662",1217000,"Powiat tatrzański",2003,NA
"41663",1218000,"Powiat wadowicki",2003,NA
"41664",1219000,"Powiat wielicki",2003,NA
"41665",1261000,"Powiat m.Kraków",2003,NA
"41666",1262000,"Powiat m.Nowy Sącz",2003,NA
"41667",1263000,"Powiat m.Tarnów",2003,NA
"41668",1401000,"Powiat białobrzeski",2003,NA
"41669",1402000,"Powiat ciechanowski",2003,NA
"41670",1403000,"Powiat garwoliński",2003,NA
"41671",1404000,"Powiat gostyniński",2003,NA
"41672",1405000,"Powiat grodziski",2003,NA
"41673",1406000,"Powiat grójecki",2003,NA
"41674",1407000,"Powiat kozienicki",2003,NA
"41675",1408000,"Powiat legionowski",2003,NA
"41676",1409000,"Powiat lipski",2003,NA
"41677",1410000,"Powiat łosicki",2003,NA
"41678",1411000,"Powiat makowski",2003,NA
"41679",1412000,"Powiat miński",2003,NA
"41680",1413000,"Powiat mławski",2003,NA
"41681",1414000,"Powiat nowodworski",2003,NA
"41682",1415000,"Powiat ostrołęcki",2003,NA
"41683",1416000,"Powiat ostrowski",2003,NA
"41684",1417000,"Powiat otwocki",2003,NA
"41685",1418000,"Powiat piaseczyński",2003,NA
"41686",1419000,"Powiat płocki",2003,NA
"41687",1420000,"Powiat płoński",2003,NA
"41688",1421000,"Powiat pruszkowski",2003,NA
"41689",1422000,"Powiat przasnyski",2003,NA
"41690",1423000,"Powiat przysuski",2003,NA
"41691",1424000,"Powiat pułtuski",2003,NA
"41692",1425000,"Powiat radomski",2003,NA
"41693",1426000,"Powiat siedlecki",2003,NA
"41694",1427000,"Powiat sierpecki",2003,NA
"41695",1428000,"Powiat sochaczewski",2003,NA
"41696",1429000,"Powiat sokołowski",2003,NA
"41697",1430000,"Powiat szydłowiecki",2003,NA
"41698",1432000,"Powiat warszawski zachodni",2003,NA
"41699",1433000,"Powiat węgrowski",2003,NA
"41700",1434000,"Powiat wołomiński",2003,NA
"41701",1435000,"Powiat wyszkowski",2003,NA
"41702",1436000,"Powiat zwoleński",2003,NA
"41703",1437000,"Powiat żuromiński",2003,NA
"41704",1438000,"Powiat żyrardowski",2003,NA
"41705",1461000,"Powiat m.Ostrołęka",2003,NA
"41706",1462000,"Powiat m.Płock",2003,NA
"41707",1463000,"Powiat m.Radom",2003,NA
"41708",1464000,"Powiat m.Siedlce",2003,NA
"41709",1465000,"Powiat m. st. Warszawa",2003,NA
"41710",1601000,"Powiat brzeski",2003,NA
"41711",1602000,"Powiat głubczycki",2003,NA
"41712",1603000,"Powiat kędzierzyńsko-kozielski",2003,NA
"41713",1604000,"Powiat kluczborski",2003,NA
"41714",1605000,"Powiat krapkowicki",2003,NA
"41715",1606000,"Powiat namysłowski",2003,NA
"41716",1607000,"Powiat nyski",2003,NA
"41717",1608000,"Powiat oleski",2003,NA
"41718",1609000,"Powiat opolski",2003,NA
"41719",1610000,"Powiat prudnicki",2003,NA
"41720",1611000,"Powiat strzelecki",2003,NA
"41721",1661000,"Powiat m.Opole",2003,NA
"41722",1801000,"Powiat bieszczadzki",2003,NA
"41723",1802000,"Powiat brzozowski",2003,NA
"41724",1803000,"Powiat dębicki",2003,NA
"41725",1804000,"Powiat jarosławski",2003,NA
"41726",1805000,"Powiat jasielski",2003,NA
"41727",1806000,"Powiat kolbuszowski",2003,NA
"41728",1807000,"Powiat krośnieński",2003,NA
"41729",1808000,"Powiat leżajski",2003,NA
"41730",1809000,"Powiat lubaczowski",2003,NA
"41731",1810000,"Powiat łańcucki",2003,NA
"41732",1811000,"Powiat mielecki",2003,NA
"41733",1812000,"Powiat niżański",2003,NA
"41734",1813000,"Powiat przemyski",2003,NA
"41735",1814000,"Powiat przeworski",2003,NA
"41736",1815000,"Powiat ropczycko-sędziszowski",2003,NA
"41737",1816000,"Powiat rzeszowski",2003,NA
"41738",1817000,"Powiat sanocki",2003,NA
"41739",1818000,"Powiat stalowowolski",2003,NA
"41740",1819000,"Powiat strzyżowski",2003,NA
"41741",1820000,"Powiat tarnobrzeski",2003,NA
"41742",1821000,"Powiat leski",2003,NA
"41743",1861000,"Powiat m.Krosno",2003,NA
"41744",1862000,"Powiat m.Przemyśl",2003,NA
"41745",1863000,"Powiat m.Rzeszów",2003,NA
"41746",1864000,"Powiat m.Tarnobrzeg",2003,NA
"41747",2001000,"Powiat augustowski",2003,NA
"41748",2002000,"Powiat białostocki",2003,NA
"41749",2003000,"Powiat bielski",2003,NA
"41750",2004000,"Powiat grajewski",2003,NA
"41751",2005000,"Powiat hajnowski",2003,NA
"41752",2006000,"Powiat kolneński",2003,NA
"41753",2007000,"Powiat łomżyński",2003,NA
"41754",2008000,"Powiat moniecki",2003,NA
"41755",2009000,"Powiat sejneński",2003,NA
"41756",2010000,"Powiat siemiatycki",2003,NA
"41757",2011000,"Powiat sokólski",2003,NA
"41758",2012000,"Powiat suwalski",2003,NA
"41759",2013000,"Powiat wysokomazowiecki",2003,NA
"41760",2014000,"Powiat zambrowski",2003,NA
"41761",2061000,"Powiat m.Białystok",2003,NA
"41762",2062000,"Powiat m.Łomża",2003,NA
"41763",2063000,"Powiat m.Suwałki",2003,NA
"41764",2201000,"Powiat bytowski",2003,NA
"41765",2202000,"Powiat chojnicki",2003,NA
"41766",2203000,"Powiat człuchowski",2003,NA
"41767",2204000,"Powiat gdański",2003,NA
"41768",2205000,"Powiat kartuski",2003,NA
"41769",2206000,"Powiat kościerski",2003,NA
"41770",2207000,"Powiat kwidzyński",2003,NA
"41771",2208000,"Powiat lęborski",2003,NA
"41772",2209000,"Powiat malborski",2003,NA
"41773",2210000,"Powiat nowodworski",2003,NA
"41774",2211000,"Powiat pucki",2003,NA
"41775",2212000,"Powiat słupski",2003,NA
"41776",2213000,"Powiat starogardzki",2003,NA
"41777",2214000,"Powiat tczewski",2003,NA
"41778",2215000,"Powiat wejherowski",2003,NA
"41779",2216000,"Powiat sztumski",2003,NA
"41780",2261000,"Powiat m.Gdańsk",2003,NA
"41781",2262000,"Powiat m.Gdynia",2003,NA
"41782",2263000,"Powiat m.Słupsk",2003,NA
"41783",2264000,"Powiat m.Sopot",2003,NA
"41784",2401000,"Powiat będziński",2003,NA
"41785",2402000,"Powiat bielski",2003,NA
"41786",2403000,"Powiat cieszyński",2003,NA
"41787",2404000,"Powiat częstochowski",2003,NA
"41788",2405000,"Powiat gliwicki",2003,NA
"41789",2406000,"Powiat kłobucki",2003,NA
"41790",2407000,"Powiat lubliniecki",2003,NA
"41791",2408000,"Powiat mikołowski",2003,NA
"41792",2409000,"Powiat myszkowski",2003,NA
"41793",2410000,"Powiat pszczyński",2003,NA
"41794",2411000,"Powiat raciborski",2003,NA
"41795",2412000,"Powiat rybnicki",2003,NA
"41796",2413000,"Powiat tarnogórski",2003,NA
"41797",2414000,"Powiat bieruńsko-lędziński",2003,NA
"41798",2415000,"Powiat wodzisławski",2003,NA
"41799",2416000,"Powiat zawierciański",2003,NA
"41800",2417000,"Powiat żywiecki",2003,NA
"41801",2461000,"Powiat m.Bielsko-Biała",2003,NA
"41802",2462000,"Powiat m.Bytom",2003,NA
"41803",2463000,"Powiat m.Chorzów",2003,NA
"41804",2464000,"Powiat m.Częstochowa",2003,NA
"41805",2465000,"Powiat m.Dąbrowa Górnicza",2003,NA
"41806",2466000,"Powiat m.Gliwice",2003,NA
"41807",2467000,"Powiat m.Jastrzębie-Zdrój",2003,NA
"41808",2468000,"Powiat m.Jaworzno",2003,NA
"41809",2469000,"Powiat m.Katowice",2003,NA
"41810",2470000,"Powiat m.Mysłowice",2003,NA
"41811",2471000,"Powiat m.Piekary Śląskie",2003,NA
"41812",2472000,"Powiat m.Ruda Śląska",2003,NA
"41813",2473000,"Powiat m.Rybnik",2003,NA
"41814",2474000,"Powiat m.Siemianowice Śląskie",2003,NA
"41815",2475000,"Powiat m.Sosnowiec",2003,NA
"41816",2476000,"Powiat m.Świętochłowice",2003,NA
"41817",2477000,"Powiat m.Tychy",2003,NA
"41818",2478000,"Powiat m.Zabrze",2003,NA
"41819",2479000,"Powiat m.Żory",2003,NA
"41820",2601000,"Powiat buski",2003,NA
"41821",2602000,"Powiat jędrzejowski",2003,NA
"41822",2603000,"Powiat kazimierski",2003,NA
"41823",2604000,"Powiat kielecki",2003,NA
"41824",2605000,"Powiat konecki",2003,NA
"41825",2606000,"Powiat opatowski",2003,NA
"41826",2607000,"Powiat ostrowiecki",2003,NA
"41827",2608000,"Powiat pińczowski",2003,NA
"41828",2609000,"Powiat sandomierski",2003,NA
"41829",2610000,"Powiat skarżyski",2003,NA
"41830",2611000,"Powiat starachowicki",2003,NA
"41831",2612000,"Powiat staszowski",2003,NA
"41832",2613000,"Powiat włoszczowski",2003,NA
"41833",2661000,"Powiat m.Kielce",2003,NA
"41834",2801000,"Powiat bartoszycki",2003,NA
"41835",2802000,"Powiat braniewski",2003,NA
"41836",2803000,"Powiat działdowski",2003,NA
"41837",2804000,"Powiat elbląski",2003,NA
"41838",2805000,"Powiat ełcki",2003,NA
"41839",2806000,"Powiat giżycki",2003,NA
"41840",2807000,"Powiat iławski",2003,NA
"41841",2808000,"Powiat kętrzyński",2003,NA
"41842",2809000,"Powiat lidzbarski",2003,NA
"41843",2810000,"Powiat mrągowski",2003,NA
"41844",2811000,"Powiat nidzicki",2003,NA
"41845",2812000,"Powiat nowomiejski",2003,NA
"41846",2813000,"Powiat olecki",2003,NA
"41847",2814000,"Powiat olsztyński",2003,NA
"41848",2815000,"Powiat ostródzki",2003,NA
"41849",2816000,"Powiat piski",2003,NA
"41850",2817000,"Powiat szczycieński",2003,NA
"41851",2818000,"Powiat gołdapski",2003,NA
"41852",2819000,"Powiat węgorzewski",2003,NA
"41853",2861000,"Powiat m.Elbląg",2003,NA
"41854",2862000,"Powiat m.Olsztyn",2003,NA
"41855",3001000,"Powiat chodzieski",2003,NA
"41856",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"41857",3003000,"Powiat gnieźnieński",2003,NA
"41858",3004000,"Powiat gostyński",2003,NA
"41859",3005000,"Powiat grodziski",2003,NA
"41860",3006000,"Powiat jarociński",2003,NA
"41861",3007000,"Powiat kaliski",2003,NA
"41862",3008000,"Powiat kępiński",2003,NA
"41863",3009000,"Powiat kolski",2003,NA
"41864",3010000,"Powiat koniński",2003,NA
"41865",3011000,"Powiat kościański",2003,NA
"41866",3012000,"Powiat krotoszyński",2003,NA
"41867",3013000,"Powiat leszczyński",2003,NA
"41868",3014000,"Powiat międzychodzki",2003,NA
"41869",3015000,"Powiat nowotomyski",2003,NA
"41870",3016000,"Powiat obornicki",2003,NA
"41871",3017000,"Powiat ostrowski",2003,NA
"41872",3018000,"Powiat ostrzeszowski",2003,NA
"41873",3019000,"Powiat pilski",2003,NA
"41874",3020000,"Powiat pleszewski",2003,NA
"41875",3021000,"Powiat poznański",2003,NA
"41876",3022000,"Powiat rawicki",2003,NA
"41877",3023000,"Powiat słupecki",2003,NA
"41878",3024000,"Powiat szamotulski",2003,NA
"41879",3025000,"Powiat średzki",2003,NA
"41880",3026000,"Powiat śremski",2003,NA
"41881",3027000,"Powiat turecki",2003,NA
"41882",3028000,"Powiat wągrowiecki",2003,NA
"41883",3029000,"Powiat wolsztyński",2003,NA
"41884",3030000,"Powiat wrzesiński",2003,NA
"41885",3031000,"Powiat złotowski",2003,NA
"41886",3061000,"Powiat m.Kalisz",2003,NA
"41887",3062000,"Powiat m.Konin",2003,NA
"41888",3063000,"Powiat m.Leszno",2003,NA
"41889",3064000,"Powiat m.Poznań",2003,NA
"41890",3201000,"Powiat białogardzki",2003,NA
"41891",3202000,"Powiat choszczeński",2003,NA
"41892",3203000,"Powiat drawski",2003,NA
"41893",3204000,"Powiat goleniowski",2003,NA
"41894",3205000,"Powiat gryficki",2003,NA
"41895",3206000,"Powiat gryfiński",2003,NA
"41896",3207000,"Powiat kamieński",2003,NA
"41897",3208000,"Powiat kołobrzeski",2003,NA
"41898",3209000,"Powiat koszaliński",2003,NA
"41899",3210000,"Powiat myśliborski",2003,NA
"41900",3211000,"Powiat policki",2003,NA
"41901",3212000,"Powiat pyrzycki",2003,NA
"41902",3213000,"Powiat sławieński",2003,NA
"41903",3214000,"Powiat stargardzki",2003,NA
"41904",3215000,"Powiat szczecinecki",2003,NA
"41905",3216000,"Powiat świdwiński",2003,NA
"41906",3217000,"Powiat wałecki",2003,NA
"41907",3218000,"Powiat łobeski",2003,NA
"41908",3261000,"Powiat m.Koszalin",2003,NA
"41909",3262000,"Powiat m.Szczecin",2003,NA
"41910",3263000,"Powiat m.Świnoujście",2003,NA
"41911",201000,"Powiat bolesławiecki",2004,NA
"41912",202000,"Powiat dzierżoniowski",2004,NA
"41913",203000,"Powiat głogowski",2004,NA
"41914",204000,"Powiat górowski",2004,NA
"41915",205000,"Powiat jaworski",2004,NA
"41916",206000,"Powiat jeleniogórski",2004,NA
"41917",207000,"Powiat kamiennogórski",2004,NA
"41918",208000,"Powiat kłodzki",2004,NA
"41919",209000,"Powiat legnicki",2004,NA
"41920",210000,"Powiat lubański",2004,NA
"41921",211000,"Powiat lubiński",2004,NA
