"","Kod","Nazwa","rok","POJAZDY_CTAB_ciagniki_rolnicze_szt"
"44370",1437000,"Powiat żuromiński",2010,5239
"44371",1438000,"Powiat żyrardowski",2010,2990
"44372",1461000,"Powiat m.Ostrołęka",2010,274
"44373",1462000,"Powiat m.Płock",2010,1238
"44374",1463000,"Powiat m.Radom",2010,1081
"44375",1464000,"Powiat m.Siedlce",2010,1030
"44376",1465000,"Powiat m. st. Warszawa",2010,5528
"44377",1601000,"Powiat brzeski",2010,3340
"44378",1602000,"Powiat głubczycki",2010,3794
"44379",1603000,"Powiat kędzierzyńsko-kozielski",2010,3614
"44380",1604000,"Powiat kluczborski",2010,3185
"44381",1605000,"Powiat krapkowicki",2010,2327
"44382",1606000,"Powiat namysłowski",2010,2247
"44383",1607000,"Powiat nyski",2010,5304
"44384",1608000,"Powiat oleski",2010,4601
"44385",1609000,"Powiat opolski",2010,3971
"44386",1610000,"Powiat prudnicki",2010,4816
"44387",1611000,"Powiat strzelecki",2010,3056
"44388",1661000,"Powiat m.Opole",2010,920
"44389",1801000,"Powiat bieszczadzki",2010,999
"44390",1802000,"Powiat brzozowski",2010,4410
"44391",1803000,"Powiat dębicki",2010,7128
"44392",1804000,"Powiat jarosławski",2010,7417
"44393",1805000,"Powiat jasielski",2010,2035
"44394",1806000,"Powiat kolbuszowski",2010,3750
"44395",1807000,"Powiat krośnieński",2010,4286
"44396",1808000,"Powiat leżajski",2010,5463
"44397",1809000,"Powiat lubaczowski",2010,5098
"44398",1810000,"Powiat łańcucki",2010,4569
"44399",1811000,"Powiat mielecki",2010,7527
"44400",1812000,"Powiat niżański",2010,3821
"44401",1813000,"Powiat przemyski",2010,5243
"44402",1814000,"Powiat przeworski",2010,5540
"44403",1815000,"Powiat ropczycko-sędziszowski",2010,5156
"44404",1816000,"Powiat rzeszowski",2010,10145
"44405",1817000,"Powiat sanocki",2010,3814
"44406",1818000,"Powiat stalowowolski",2010,3485
"44407",1819000,"Powiat strzyżowski",2010,4654
"44408",1820000,"Powiat tarnobrzeski",2010,3920
"44409",1821000,"Powiat leski",2010,1557
"44410",1861000,"Powiat m.Krosno",2010,319
"44411",1862000,"Powiat m.Przemyśl",2010,373
"44412",1863000,"Powiat m.Rzeszów",2010,1158
"44413",1864000,"Powiat m.Tarnobrzeg",2010,920
"44414",2001000,"Powiat augustowski",2010,6580
"44415",2002000,"Powiat białostocki",2010,11769
"44416",2003000,"Powiat bielski",2010,8396
"44417",2004000,"Powiat grajewski",2010,6237
"44418",2005000,"Powiat hajnowski",2010,5141
"44419",2006000,"Powiat kolneński",2010,7659
"44420",2007000,"Powiat łomżyński",2010,9763
"44421",2008000,"Powiat moniecki",2010,8036
"44422",2009000,"Powiat sejneński",2010,3741
"44423",2010000,"Powiat siemiatycki",2010,7675
"44424",2011000,"Powiat sokólski",2010,11750
"44425",2012000,"Powiat suwalski",2010,5407
"44426",2013000,"Powiat wysokomazowiecki",2010,12145
"44427",2014000,"Powiat zambrowski",2010,5852
"44428",2061000,"Powiat m.Białystok",2010,1710
"44429",2062000,"Powiat m.Łomża",2010,758
"44430",2063000,"Powiat m.Suwałki",2010,765
"44431",2201000,"Powiat bytowski",2010,4794
"44432",2202000,"Powiat chojnicki",2010,3630
"44433",2203000,"Powiat człuchowski",2010,2609
"44434",2204000,"Powiat gdański",2010,3792
"44435",2205000,"Powiat kartuski",2010,5676
"44436",2206000,"Powiat kościerski",2010,3815
"44437",2207000,"Powiat kwidzyński",2010,3233
"44438",2208000,"Powiat lęborski",2010,1111
"44439",2209000,"Powiat malborski",2010,2748
"44440",2210000,"Powiat nowodworski",2010,1819
"44441",2211000,"Powiat pucki",2010,2188
"44442",2212000,"Powiat słupski",2010,3438
"44443",2213000,"Powiat starogardzki",2010,4254
"44444",2214000,"Powiat tczewski",2010,4074
"44445",2215000,"Powiat wejherowski",2010,3631
"44446",2216000,"Powiat sztumski",2010,2787
"44447",2261000,"Powiat m.Gdańsk",2010,1150
"44448",2262000,"Powiat m.Gdynia",2010,689
"44449",2263000,"Powiat m.Słupsk",2010,475
"44450",2264000,"Powiat m.Sopot",2010,95
"44451",2401000,"Powiat będziński",2010,2038
"44452",2402000,"Powiat bielski",2010,2701
"44453",2403000,"Powiat cieszyński",2010,3944
"44454",2404000,"Powiat częstochowski",2010,6061
"44455",2405000,"Powiat gliwicki",2010,2426
"44456",2406000,"Powiat kłobucki",2010,4498
"44457",2407000,"Powiat lubliniecki",2010,2887
"44458",2408000,"Powiat mikołowski",2010,1031
"44459",2409000,"Powiat myszkowski",2010,2850
"44460",2410000,"Powiat pszczyński",2010,3201
"44461",2411000,"Powiat raciborski",2010,3554
"44462",2412000,"Powiat rybnicki",2010,1085
"44463",2413000,"Powiat tarnogórski",2010,1433
"44464",2414000,"Powiat bieruńsko-lędziński",2010,935
"44465",2415000,"Powiat wodzisławski",2010,2026
"44466",2416000,"Powiat zawierciański",2010,5044
"44467",2417000,"Powiat żywiecki",2010,3181
"44468",2461000,"Powiat m.Bielsko-Biała",2010,433
"44469",2462000,"Powiat m.Bytom",2010,177
"44470",2463000,"Powiat m.Chorzów",2010,132
"44471",2464000,"Powiat m.Częstochowa",2010,910
"44472",2465000,"Powiat m.Dąbrowa Górnicza",2010,579
"44473",2466000,"Powiat m.Gliwice",2010,654
"44474",2467000,"Powiat m.Jastrzębie-Zdrój",2010,803
"44475",2468000,"Powiat m.Jaworzno",2010,385
"44476",2469000,"Powiat m.Katowice",2010,619
"44477",2470000,"Powiat m.Mysłowice",2010,219
"44478",2471000,"Powiat m.Piekary Śląskie",2010,223
"44479",2472000,"Powiat m.Ruda Śląska",2010,234
"44480",2473000,"Powiat m.Rybnik",2010,555
"44481",2474000,"Powiat m.Siemianowice Śląskie",2010,116
"44482",2475000,"Powiat m.Sosnowiec",2010,252
"44483",2476000,"Powiat m.Świętochłowice",2010,38
"44484",2477000,"Powiat m.Tychy",2010,640
"44485",2478000,"Powiat m.Zabrze",2010,160
"44486",2479000,"Powiat m.Żory",2010,424
"44487",2601000,"Powiat buski",2010,8888
"44488",2602000,"Powiat jędrzejowski",2010,9997
"44489",2603000,"Powiat kazimierski",2010,6304
"44490",2604000,"Powiat kielecki",2010,11494
"44491",2605000,"Powiat konecki",2010,2781
"44492",2606000,"Powiat opatowski",2010,8351
"44493",2607000,"Powiat ostrowiecki",2010,4216
"44494",2608000,"Powiat pińczowski",2010,5728
"44495",2609000,"Powiat sandomierski",2010,9928
"44496",2610000,"Powiat skarżyski",2010,827
"44497",2611000,"Powiat starachowicki",2010,3872
"44498",2612000,"Powiat staszowski",2010,6645
"44499",2613000,"Powiat włoszczowski",2010,4473
"44500",2661000,"Powiat m.Kielce",2010,771
"44501",2801000,"Powiat bartoszycki",2010,3796
"44502",2802000,"Powiat braniewski",2010,2612
"44503",2803000,"Powiat działdowski",2010,3961
"44504",2804000,"Powiat elbląski",2010,4366
"44505",2805000,"Powiat ełcki",2010,2696
"44506",2806000,"Powiat giżycki",2010,2081
"44507",2807000,"Powiat iławski",2010,5228
"44508",2808000,"Powiat kętrzyński",2010,2182
"44509",2809000,"Powiat lidzbarski",2010,2392
"44510",2810000,"Powiat mrągowski",2010,1797
"44511",2811000,"Powiat nidzicki",2010,2275
"44512",2812000,"Powiat nowomiejski",2010,3815
"44513",2813000,"Powiat olecki",2010,1603
"44514",2814000,"Powiat olsztyński",2010,4581
"44515",2815000,"Powiat ostródzki",2010,3957
"44516",2816000,"Powiat piski",2010,2507
"44517",2817000,"Powiat szczycieński",2010,3146
"44518",2818000,"Powiat gołdapski",2010,1613
"44519",2819000,"Powiat węgorzewski",2010,1764
"44520",2861000,"Powiat m.Elbląg",2010,592
"44521",2862000,"Powiat m.Olsztyn",2010,754
"44522",3001000,"Powiat chodzieski",2010,2436
"44523",3002000,"Powiat czarnkowsko-trzcianecki",2010,5050
"44524",3003000,"Powiat gnieźnieński",2010,6923
"44525",3004000,"Powiat gostyński",2010,6577
"44526",3005000,"Powiat grodziski",2010,4154
"44527",3006000,"Powiat jarociński",2010,3567
"44528",3007000,"Powiat kaliski",2010,10751
"44529",3008000,"Powiat kępiński",2010,3693
"44530",3009000,"Powiat kolski",2010,8597
"44531",3010000,"Powiat koniński",2010,12321
"44532",3011000,"Powiat kościański",2010,4604
"44533",3012000,"Powiat krotoszyński",2010,6667
"44534",3013000,"Powiat leszczyński",2010,4215
"44535",3014000,"Powiat międzychodzki",2010,2241
"44536",3015000,"Powiat nowotomyski",2010,3712
"44537",3016000,"Powiat obornicki",2010,2955
"44538",3017000,"Powiat ostrowski",2010,7567
"44539",3018000,"Powiat ostrzeszowski",2010,4775
"44540",3019000,"Powiat pilski",2010,6068
"44541",3020000,"Powiat pleszewski",2010,4385
"44542",3021000,"Powiat poznański",2010,8880
"44543",3022000,"Powiat rawicki",2010,4914
"44544",3023000,"Powiat słupecki",2010,6082
"44545",3024000,"Powiat szamotulski",2010,4508
"44546",3025000,"Powiat średzki",2010,3211
"44547",3026000,"Powiat śremski",2010,3150
"44548",3027000,"Powiat turecki",2010,6698
"44549",3028000,"Powiat wągrowiecki",2010,4664
"44550",3029000,"Powiat wolsztyński",2010,3033
"44551",3030000,"Powiat wrzesiński",2010,4063
"44552",3031000,"Powiat złotowski",2010,3737
"44553",3061000,"Powiat m.Kalisz",2010,809
"44554",3062000,"Powiat m.Konin",2010,713
"44555",3063000,"Powiat m.Leszno",2010,334
"44556",3064000,"Powiat m.Poznań",2010,2950
"44557",3201000,"Powiat białogardzki",2010,1469
"44558",3202000,"Powiat choszczeński",2010,3090
"44559",3203000,"Powiat drawski",2010,2511
"44560",3204000,"Powiat goleniowski",2010,3284
"44561",3205000,"Powiat gryficki",2010,2555
"44562",3206000,"Powiat gryfiński",2010,3955
"44563",3207000,"Powiat kamieński",2010,1772
"44564",3208000,"Powiat kołobrzeski",2010,2061
"44565",3209000,"Powiat koszaliński",2010,2983
"44566",3210000,"Powiat myśliborski",2010,2962
"44567",3211000,"Powiat policki",2010,670
"44568",3212000,"Powiat pyrzycki",2010,3075
"44569",3213000,"Powiat sławieński",2010,2034
"44570",3214000,"Powiat stargardzki",2010,3836
"44571",3215000,"Powiat szczecinecki",2010,1307
"44572",3216000,"Powiat świdwiński",2010,2214
"44573",3217000,"Powiat wałecki",2010,1903
"44574",3218000,"Powiat łobeski",2010,2184
"44575",3261000,"Powiat m.Koszalin",2010,323
"44576",3262000,"Powiat m.Szczecin",2010,1006
"44577",3263000,"Powiat m.Świnoujście",2010,126
"44578",201000,"Powiat bolesławiecki",2011,963
"44579",202000,"Powiat dzierżoniowski",2011,1992
"44580",203000,"Powiat głogowski",2011,1885
"44581",204000,"Powiat górowski",2011,1996
"44582",205000,"Powiat jaworski",2011,2240
"44583",206000,"Powiat jeleniogórski",2011,578
"44584",207000,"Powiat kamiennogórski",2011,639
"44585",208000,"Powiat kłodzki",2011,4105
"44586",209000,"Powiat legnicki",2011,2622
"44587",210000,"Powiat lubański",2011,844
"44588",211000,"Powiat lubiński",2011,1101
"44589",212000,"Powiat lwówecki",2011,1115
"44590",213000,"Powiat milicki",2011,2145
"44591",214000,"Powiat oleśnicki",2011,3861
"44592",215000,"Powiat oławski",2011,2403
"44593",216000,"Powiat polkowicki",2011,1671
"44594",217000,"Powiat strzeliński",2011,3415
"44595",218000,"Powiat średzki",2011,2940
"44596",219000,"Powiat świdnicki",2011,4131
"44597",220000,"Powiat trzebnicki",2011,3565
"44598",221000,"Powiat wałbrzyski",2011,1182
"44599",222000,"Powiat wołowski",2011,1979
"44600",223000,"Powiat wrocławski",2011,5885
"44601",224000,"Powiat ząbkowicki",2011,4163
"44602",225000,"Powiat zgorzelecki",2011,1264
"44603",226000,"Powiat złotoryjski",2011,1318
"44604",261000,"Powiat m.Jelenia Góra",2011,222
"44605",262000,"Powiat m.Legnica",2011,398
"44606",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"44607",264000,"Powiat m.Wrocław",2011,2509
"44608",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"44609",401000,"Powiat aleksandrowski",2011,4191
"44610",402000,"Powiat brodnicki",2011,6883
"44611",403000,"Powiat bydgoski",2011,4740
"44612",404000,"Powiat chełmiński",2011,2521
"44613",405000,"Powiat golubsko-dobrzyński",2011,4783
"44614",406000,"Powiat grudziądzki",2011,3841
"44615",407000,"Powiat inowrocławski",2011,7919
"44616",408000,"Powiat lipnowski",2011,5838
"44617",409000,"Powiat mogileński",2011,4169
"44618",410000,"Powiat nakielski",2011,5235
"44619",411000,"Powiat radziejowski",2011,5970
"44620",412000,"Powiat rypiński",2011,3959
"44621",413000,"Powiat sępoleński",2011,3006
"44622",414000,"Powiat świecki",2011,4808
"44623",415000,"Powiat toruński",2011,6169
"44624",416000,"Powiat tucholski",2011,3920
"44625",417000,"Powiat wąbrzeski",2011,3359
"44626",418000,"Powiat włocławski",2011,10183
"44627",419000,"Powiat żniński",2011,4889
"44628",461000,"Powiat m.Bydgoszcz",2011,1064
"44629",462000,"Powiat m.Grudziądz",2011,378
"44630",463000,"Powiat m.Toruń",2011,706
"44631",464000,"Powiat m.Włocławek",2011,604
"44632",601000,"Powiat bialski",2011,13433
"44633",602000,"Powiat biłgorajski",2011,14009
"44634",603000,"Powiat chełmski",2011,9692
"44635",604000,"Powiat hrubieszowski",2011,10802
"44636",605000,"Powiat janowski",2011,7432
"44637",606000,"Powiat krasnostawski",2011,9189
"44638",607000,"Powiat kraśnicki",2011,10774
"44639",608000,"Powiat lubartowski",2011,8136
"44640",609000,"Powiat lubelski",2011,19288
"44641",610000,"Powiat łęczyński",2011,4809
"44642",611000,"Powiat łukowski",2011,12780
"44643",612000,"Powiat opolski",2011,8397
"44644",613000,"Powiat parczewski",2011,4588
"44645",614000,"Powiat puławski",2011,7556
"44646",615000,"Powiat radzyński",2011,7833
"44647",616000,"Powiat rycki",2011,5492
"44648",617000,"Powiat świdnicki",2011,5262
"44649",618000,"Powiat tomaszowski",2011,10728
"44650",619000,"Powiat włodawski",2011,3953
"44651",620000,"Powiat zamojski",2011,15739
"44652",661000,"Powiat m.Biała Podlaska",2011,1073
"44653",662000,"Powiat m.Chełm",2011,1347
"44654",663000,"Powiat m.Lublin",2011,3270
"44655",664000,"Powiat m.Zamość",2011,1421
"44656",801000,"Powiat gorzowski",2011,2944
"44657",802000,"Powiat krośnieński",2011,1670
"44658",803000,"Powiat międzyrzecki",2011,2797
"44659",804000,"Powiat nowosolski",2011,1815
"44660",805000,"Powiat słubicki",2011,1529
"44661",806000,"Powiat strzelecko-drezdenecki",2011,2595
"44662",807000,"Powiat sulęciński",2011,1645
"44663",808000,"Powiat świebodziński",2011,1974
"44664",809000,"Powiat zielonogórski",2011,2731
"44665",810000,"Powiat żagański",2011,2506
"44666",811000,"Powiat żarski",2011,2350
"44667",812000,"Powiat wschowski",2011,1644
"44668",861000,"Powiat m.Gorzów Wielkopolski",2011,643
"44669",862000,"Powiat m.Zielona Góra",2011,467
"44670",1001000,"Powiat bełchatowski",2011,4892
"44671",1002000,"Powiat kutnowski",2011,9201
"44672",1003000,"Powiat łaski",2011,4112
"44673",1004000,"Powiat łęczycki",2011,8206
"44674",1005000,"Powiat łowicki",2011,10985
"44675",1006000,"Powiat łódzki wschodni",2011,3249
"44676",1007000,"Powiat opoczyński",2011,6395
"44677",1008000,"Powiat pabianicki",2011,2864
"44678",1009000,"Powiat pajęczański",2011,4831
"44679",1010000,"Powiat piotrkowski",2011,9279
"44680",1011000,"Powiat poddębicki",2011,6568
"44681",1012000,"Powiat radomszczański",2011,7171
"44682",1013000,"Powiat rawski",2011,6306
"44683",1014000,"Powiat sieradzki",2011,14007
"44684",1015000,"Powiat skierniewicki",2011,6403
"44685",1016000,"Powiat tomaszowski",2011,6600
"44686",1017000,"Powiat wieluński",2011,7759
"44687",1018000,"Powiat wieruszowski",2011,4021
"44688",1019000,"Powiat zduńskowolski",2011,2592
"44689",1020000,"Powiat zgierski",2011,5480
"44690",1021000,"Powiat brzeziński",2011,3210
"44691",1061000,"Powiat m.Łódź",2011,1834
"44692",1062000,"Powiat m.Piotrków Trybunalski",2011,691
"44693",1063000,"Powiat m.Skierniewice",2011,658
"44694",1201000,"Powiat bocheński",2011,5620
"44695",1202000,"Powiat brzeski",2011,4414
"44696",1203000,"Powiat chrzanowski",2011,1236
"44697",1204000,"Powiat dąbrowski",2011,5172
"44698",1205000,"Powiat gorlicki",2011,5830
"44699",1206000,"Powiat krakowski",2011,13350
"44700",1207000,"Powiat limanowski",2011,6851
"44701",1208000,"Powiat miechowski",2011,8590
"44702",1209000,"Powiat myślenicki",2011,5516
"44703",1210000,"Powiat nowosądecki",2011,8576
"44704",1211000,"Powiat nowotarski",2011,9128
"44705",1212000,"Powiat olkuski",2011,4286
"44706",1213000,"Powiat oświęcimski",2011,3020
"44707",1214000,"Powiat proszowicki",2011,6816
"44708",1215000,"Powiat suski",2011,4065
"44709",1216000,"Powiat tarnowski",2011,11439
"44710",1217000,"Powiat tatrzański",2011,3650
"44711",1218000,"Powiat wadowicki",2011,4218
"44712",1219000,"Powiat wielicki",2011,3138
"44713",1261000,"Powiat m.Kraków",2011,2961
"44714",1262000,"Powiat m.Nowy Sącz",2011,514
"44715",1263000,"Powiat m.Tarnów",2011,513
"44716",1401000,"Powiat białobrzeski",2011,4008
"44717",1402000,"Powiat ciechanowski",2011,7023
"44718",1403000,"Powiat garwoliński",2011,9566
"44719",1404000,"Powiat gostyniński",2011,4567
"44720",1405000,"Powiat grodziski",2011,1479
"44721",1406000,"Powiat grójecki",2011,12497
"44722",1407000,"Powiat kozienicki",2011,5705
"44723",1408000,"Powiat legionowski",2011,1082
"44724",1409000,"Powiat lipski",2011,6184
"44725",1410000,"Powiat łosicki",2011,5341
"44726",1411000,"Powiat makowski",2011,4628
"44727",1412000,"Powiat miński",2011,5849
"44728",1413000,"Powiat mławski",2011,6619
"44729",1414000,"Powiat nowodworski",2011,3174
"44730",1415000,"Powiat ostrołęcki",2011,7805
"44731",1416000,"Powiat ostrowski",2011,6972
"44732",1417000,"Powiat otwocki",2011,3114
"44733",1418000,"Powiat piaseczyński",2011,1802
"44734",1419000,"Powiat płocki",2011,14779
"44735",1420000,"Powiat płoński",2011,9606
"44736",1421000,"Powiat pruszkowski",2011,1875
"44737",1422000,"Powiat przasnyski",2011,4107
"44738",1423000,"Powiat przysuski",2011,5116
"44739",1424000,"Powiat pułtuski",2011,4577
"44740",1425000,"Powiat radomski",2011,9160
"44741",1426000,"Powiat siedlecki",2011,11830
"44742",1427000,"Powiat sierpecki",2011,7053
"44743",1428000,"Powiat sochaczewski",2011,5503
"44744",1429000,"Powiat sokołowski",2011,8807
"44745",1430000,"Powiat szydłowiecki",2011,1785
"44746",1432000,"Powiat warszawski zachodni",2011,3970
"44747",1433000,"Powiat węgrowski",2011,7683
"44748",1434000,"Powiat wołomiński",2011,3520
"44749",1435000,"Powiat wyszkowski",2011,2484
"44750",1436000,"Powiat zwoleński",2011,4699
"44751",1437000,"Powiat żuromiński",2011,5437
"44752",1438000,"Powiat żyrardowski",2011,3074
"44753",1461000,"Powiat m.Ostrołęka",2011,290
"44754",1462000,"Powiat m.Płock",2011,1258
"44755",1463000,"Powiat m.Radom",2011,1113
"44756",1464000,"Powiat m.Siedlce",2011,1052
"44757",1465000,"Powiat m. st. Warszawa",2011,5909
"44758",1601000,"Powiat brzeski",2011,3434
"44759",1602000,"Powiat głubczycki",2011,3817
"44760",1603000,"Powiat kędzierzyńsko-kozielski",2011,3660
"44761",1604000,"Powiat kluczborski",2011,3283
"44762",1605000,"Powiat krapkowicki",2011,2382
"44763",1606000,"Powiat namysłowski",2011,2330
"44764",1607000,"Powiat nyski",2011,5469
"44765",1608000,"Powiat oleski",2011,4794
"44766",1609000,"Powiat opolski",2011,4150
"44767",1610000,"Powiat prudnicki",2011,4886
"44768",1611000,"Powiat strzelecki",2011,3143
"44769",1661000,"Powiat m.Opole",2011,942
"44770",1801000,"Powiat bieszczadzki",2011,1065
"44771",1802000,"Powiat brzozowski",2011,4541
"44772",1803000,"Powiat dębicki",2011,7365
"44773",1804000,"Powiat jarosławski",2011,7682
"44774",1805000,"Powiat jasielski",2011,2461
"44775",1806000,"Powiat kolbuszowski",2011,3870
"44776",1807000,"Powiat krośnieński",2011,4441
"44777",1808000,"Powiat leżajski",2011,5535
"44778",1809000,"Powiat lubaczowski",2011,5570
"44779",1810000,"Powiat łańcucki",2011,4631
"44780",1811000,"Powiat mielecki",2011,7705
"44781",1812000,"Powiat niżański",2011,3907
"44782",1813000,"Powiat przemyski",2011,5390
"44783",1814000,"Powiat przeworski",2011,5743
"44784",1815000,"Powiat ropczycko-sędziszowski",2011,5291
"44785",1816000,"Powiat rzeszowski",2011,10277
"44786",1817000,"Powiat sanocki",2011,3971
"44787",1818000,"Powiat stalowowolski",2011,3533
"44788",1819000,"Powiat strzyżowski",2011,4736
"44789",1820000,"Powiat tarnobrzeski",2011,3939
"44790",1821000,"Powiat leski",2011,1607
"44791",1861000,"Powiat m.Krosno",2011,325
"44792",1862000,"Powiat m.Przemyśl",2011,378
"44793",1863000,"Powiat m.Rzeszów",2011,1193
"44794",1864000,"Powiat m.Tarnobrzeg",2011,955
"44795",2001000,"Powiat augustowski",2011,6785
"44796",2002000,"Powiat białostocki",2011,12019
"44797",2003000,"Powiat bielski",2011,8648
"44798",2004000,"Powiat grajewski",2011,6400
"44799",2005000,"Powiat hajnowski",2011,5220
"44800",2006000,"Powiat kolneński",2011,7957
"44801",2007000,"Powiat łomżyński",2011,10091
"44802",2008000,"Powiat moniecki",2011,8238
"44803",2009000,"Powiat sejneński",2011,3877
"44804",2010000,"Powiat siemiatycki",2011,7898
"44805",2011000,"Powiat sokólski",2011,12168
"44806",2012000,"Powiat suwalski",2011,5662
"44807",2013000,"Powiat wysokomazowiecki",2011,12534
"44808",2014000,"Powiat zambrowski",2011,6045
"44809",2061000,"Powiat m.Białystok",2011,1806
"44810",2062000,"Powiat m.Łomża",2011,766
"44811",2063000,"Powiat m.Suwałki",2011,785
"44812",2201000,"Powiat bytowski",2011,4936
"44813",2202000,"Powiat chojnicki",2011,3819
"44814",2203000,"Powiat człuchowski",2011,2702
"44815",2204000,"Powiat gdański",2011,3880
"44816",2205000,"Powiat kartuski",2011,5937
"44817",2206000,"Powiat kościerski",2011,4002
"44818",2207000,"Powiat kwidzyński",2011,3282
"44819",2208000,"Powiat lęborski",2011,1185
"44820",2209000,"Powiat malborski",2011,2768
"44821",2210000,"Powiat nowodworski",2011,1869
"44822",2211000,"Powiat pucki",2011,2227
"44823",2212000,"Powiat słupski",2011,3595
"44824",2213000,"Powiat starogardzki",2011,4370
"44825",2214000,"Powiat tczewski",2011,4110
"44826",2215000,"Powiat wejherowski",2011,3794
"44827",2216000,"Powiat sztumski",2011,2866
"44828",2261000,"Powiat m.Gdańsk",2011,1226
"44829",2262000,"Powiat m.Gdynia",2011,749
"44830",2263000,"Powiat m.Słupsk",2011,455
"44831",2264000,"Powiat m.Sopot",2011,96
"44832",2401000,"Powiat będziński",2011,2057
"44833",2402000,"Powiat bielski",2011,2732
"44834",2403000,"Powiat cieszyński",2011,4048
"44835",2404000,"Powiat częstochowski",2011,6309
"44836",2405000,"Powiat gliwicki",2011,2504
"44837",2406000,"Powiat kłobucki",2011,4646
"44838",2407000,"Powiat lubliniecki",2011,3013
"44839",2408000,"Powiat mikołowski",2011,1058
"44840",2409000,"Powiat myszkowski",2011,2940
"44841",2410000,"Powiat pszczyński",2011,3266
"44842",2411000,"Powiat raciborski",2011,3638
"44843",2412000,"Powiat rybnicki",2011,1124
"44844",2413000,"Powiat tarnogórski",2011,1499
"44845",2414000,"Powiat bieruńsko-lędziński",2011,959
"44846",2415000,"Powiat wodzisławski",2011,2042
"44847",2416000,"Powiat zawierciański",2011,5249
"44848",2417000,"Powiat żywiecki",2011,3274
"44849",2461000,"Powiat m.Bielsko-Biała",2011,467
"44850",2462000,"Powiat m.Bytom",2011,182
"44851",2463000,"Powiat m.Chorzów",2011,127
"44852",2464000,"Powiat m.Częstochowa",2011,949
"44853",2465000,"Powiat m.Dąbrowa Górnicza",2011,586
"44854",2466000,"Powiat m.Gliwice",2011,679
"44855",2467000,"Powiat m.Jastrzębie-Zdrój",2011,819
"44856",2468000,"Powiat m.Jaworzno",2011,388
"44857",2469000,"Powiat m.Katowice",2011,643
"44858",2470000,"Powiat m.Mysłowice",2011,223
"44859",2471000,"Powiat m.Piekary Śląskie",2011,231
"44860",2472000,"Powiat m.Ruda Śląska",2011,240
"44861",2473000,"Powiat m.Rybnik",2011,553
"44862",2474000,"Powiat m.Siemianowice Śląskie",2011,118
"44863",2475000,"Powiat m.Sosnowiec",2011,257
"44864",2476000,"Powiat m.Świętochłowice",2011,38
"44865",2477000,"Powiat m.Tychy",2011,666
"44866",2478000,"Powiat m.Zabrze",2011,179
"44867",2479000,"Powiat m.Żory",2011,423
"44868",2601000,"Powiat buski",2011,9074
"44869",2602000,"Powiat jędrzejowski",2011,10250
"44870",2603000,"Powiat kazimierski",2011,6512
"44871",2604000,"Powiat kielecki",2011,11913
"44872",2605000,"Powiat konecki",2011,2929
"44873",2606000,"Powiat opatowski",2011,8695
"44874",2607000,"Powiat ostrowiecki",2011,4367
"44875",2608000,"Powiat pińczowski",2011,5868
"44876",2609000,"Powiat sandomierski",2011,10282
"44877",2610000,"Powiat skarżyski",2011,849
"44878",2611000,"Powiat starachowicki",2011,3979
"44879",2612000,"Powiat staszowski",2011,6890
"44880",2613000,"Powiat włoszczowski",2011,4665
"44881",2661000,"Powiat m.Kielce",2011,784
"44882",2801000,"Powiat bartoszycki",2011,3894
"44883",2802000,"Powiat braniewski",2011,2688
"44884",2803000,"Powiat działdowski",2011,4037
"44885",2804000,"Powiat elbląski",2011,4465
"44886",2805000,"Powiat ełcki",2011,2804
"44887",2806000,"Powiat giżycki",2011,2169
"44888",2807000,"Powiat iławski",2011,5337
"44889",2808000,"Powiat kętrzyński",2011,2299
"44890",2809000,"Powiat lidzbarski",2011,2479
"44891",2810000,"Powiat mrągowski",2011,1885
"44892",2811000,"Powiat nidzicki",2011,2365
"44893",2812000,"Powiat nowomiejski",2011,3892
"44894",2813000,"Powiat olecki",2011,1679
"44895",2814000,"Powiat olsztyński",2011,4723
"44896",2815000,"Powiat ostródzki",2011,4108
"44897",2816000,"Powiat piski",2011,2620
"44898",2817000,"Powiat szczycieński",2011,3272
"44899",2818000,"Powiat gołdapski",2011,1669
"44900",2819000,"Powiat węgorzewski",2011,1819
"44901",2861000,"Powiat m.Elbląg",2011,613
"44902",2862000,"Powiat m.Olsztyn",2011,817
"44903",3001000,"Powiat chodzieski",2011,2513
"44904",3002000,"Powiat czarnkowsko-trzcianecki",2011,5182
"44905",3003000,"Powiat gnieźnieński",2011,7146
"44906",3004000,"Powiat gostyński",2011,6734
"44907",3005000,"Powiat grodziski",2011,4285
"44908",3006000,"Powiat jarociński",2011,3659
"44909",3007000,"Powiat kaliski",2011,11015
"44910",3008000,"Powiat kępiński",2011,3806
"44911",3009000,"Powiat kolski",2011,8762
"44912",3010000,"Powiat koniński",2011,12523
"44913",3011000,"Powiat kościański",2011,4803
"44914",3012000,"Powiat krotoszyński",2011,6804
"44915",3013000,"Powiat leszczyński",2011,4325
"44916",3014000,"Powiat międzychodzki",2011,2313
"44917",3015000,"Powiat nowotomyski",2011,3829
"44918",3016000,"Powiat obornicki",2011,2995
"44919",3017000,"Powiat ostrowski",2011,7772
"44920",3018000,"Powiat ostrzeszowski",2011,4931
"44921",3019000,"Powiat pilski",2011,6210
"44922",3020000,"Powiat pleszewski",2011,4585
"44923",3021000,"Powiat poznański",2011,9150
"44924",3022000,"Powiat rawicki",2011,5027
