"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_osobowe_szt"
"8539",1419000,"Powiat płocki",2000,NA
"8540",1420000,"Powiat płoński",2000,NA
"8541",1421000,"Powiat pruszkowski",2000,NA
"8542",1422000,"Powiat przasnyski",2000,NA
"8543",1423000,"Powiat przysuski",2000,NA
"8544",1424000,"Powiat pułtuski",2000,NA
"8545",1425000,"Powiat radomski",2000,NA
"8546",1426000,"Powiat siedlecki",2000,NA
"8547",1427000,"Powiat sierpecki",2000,NA
"8548",1428000,"Powiat sochaczewski",2000,NA
"8549",1429000,"Powiat sokołowski",2000,NA
"8550",1430000,"Powiat szydłowiecki",2000,NA
"8551",1432000,"Powiat warszawski zachodni",2000,NA
"8552",1433000,"Powiat węgrowski",2000,NA
"8553",1434000,"Powiat wołomiński",2000,NA
"8554",1435000,"Powiat wyszkowski",2000,NA
"8555",1436000,"Powiat zwoleński",2000,NA
"8556",1437000,"Powiat żuromiński",2000,NA
"8557",1438000,"Powiat żyrardowski",2000,NA
"8558",1461000,"Powiat m.Ostrołęka",2000,NA
"8559",1462000,"Powiat m.Płock",2000,NA
"8560",1463000,"Powiat m.Radom",2000,NA
"8561",1464000,"Powiat m.Siedlce",2000,NA
"8562",1465000,"Powiat m. st. Warszawa",2000,NA
"8563",1601000,"Powiat brzeski",2000,NA
"8564",1602000,"Powiat głubczycki",2000,NA
"8565",1603000,"Powiat kędzierzyńsko-kozielski",2000,NA
"8566",1604000,"Powiat kluczborski",2000,NA
"8567",1605000,"Powiat krapkowicki",2000,NA
"8568",1606000,"Powiat namysłowski",2000,NA
"8569",1607000,"Powiat nyski",2000,NA
"8570",1608000,"Powiat oleski",2000,NA
"8571",1609000,"Powiat opolski",2000,NA
"8572",1610000,"Powiat prudnicki",2000,NA
"8573",1611000,"Powiat strzelecki",2000,NA
"8574",1661000,"Powiat m.Opole",2000,NA
"8575",1801000,"Powiat bieszczadzki",2000,NA
"8576",1802000,"Powiat brzozowski",2000,NA
"8577",1803000,"Powiat dębicki",2000,NA
"8578",1804000,"Powiat jarosławski",2000,NA
"8579",1805000,"Powiat jasielski",2000,NA
"8580",1806000,"Powiat kolbuszowski",2000,NA
"8581",1807000,"Powiat krośnieński",2000,NA
"8582",1808000,"Powiat leżajski",2000,NA
"8583",1809000,"Powiat lubaczowski",2000,NA
"8584",1810000,"Powiat łańcucki",2000,NA
"8585",1811000,"Powiat mielecki",2000,NA
"8586",1812000,"Powiat niżański",2000,NA
"8587",1813000,"Powiat przemyski",2000,NA
"8588",1814000,"Powiat przeworski",2000,NA
"8589",1815000,"Powiat ropczycko-sędziszowski",2000,NA
"8590",1816000,"Powiat rzeszowski",2000,NA
"8591",1817000,"Powiat sanocki",2000,NA
"8592",1818000,"Powiat stalowowolski",2000,NA
"8593",1819000,"Powiat strzyżowski",2000,NA
"8594",1820000,"Powiat tarnobrzeski",2000,NA
"8595",1821000,"Powiat leski",2000,NA
"8596",1861000,"Powiat m.Krosno",2000,NA
"8597",1862000,"Powiat m.Przemyśl",2000,NA
"8598",1863000,"Powiat m.Rzeszów",2000,NA
"8599",1864000,"Powiat m.Tarnobrzeg",2000,NA
"8600",2001000,"Powiat augustowski",2000,NA
"8601",2002000,"Powiat białostocki",2000,NA
"8602",2003000,"Powiat bielski",2000,NA
"8603",2004000,"Powiat grajewski",2000,NA
"8604",2005000,"Powiat hajnowski",2000,NA
"8605",2006000,"Powiat kolneński",2000,NA
"8606",2007000,"Powiat łomżyński",2000,NA
"8607",2008000,"Powiat moniecki",2000,NA
"8608",2009000,"Powiat sejneński",2000,NA
"8609",2010000,"Powiat siemiatycki",2000,NA
"8610",2011000,"Powiat sokólski",2000,NA
"8611",2012000,"Powiat suwalski",2000,NA
"8612",2013000,"Powiat wysokomazowiecki",2000,NA
"8613",2014000,"Powiat zambrowski",2000,NA
"8614",2061000,"Powiat m.Białystok",2000,NA
"8615",2062000,"Powiat m.Łomża",2000,NA
"8616",2063000,"Powiat m.Suwałki",2000,NA
"8617",2201000,"Powiat bytowski",2000,NA
"8618",2202000,"Powiat chojnicki",2000,NA
"8619",2203000,"Powiat człuchowski",2000,NA
"8620",2204000,"Powiat gdański",2000,NA
"8621",2205000,"Powiat kartuski",2000,NA
"8622",2206000,"Powiat kościerski",2000,NA
"8623",2207000,"Powiat kwidzyński",2000,NA
"8624",2208000,"Powiat lęborski",2000,NA
"8625",2209000,"Powiat malborski",2000,NA
"8626",2210000,"Powiat nowodworski",2000,NA
"8627",2211000,"Powiat pucki",2000,NA
"8628",2212000,"Powiat słupski",2000,NA
"8629",2213000,"Powiat starogardzki",2000,NA
"8630",2214000,"Powiat tczewski",2000,NA
"8631",2215000,"Powiat wejherowski",2000,NA
"8632",2216000,"Powiat sztumski",2000,NA
"8633",2261000,"Powiat m.Gdańsk",2000,NA
"8634",2262000,"Powiat m.Gdynia",2000,NA
"8635",2263000,"Powiat m.Słupsk",2000,NA
"8636",2264000,"Powiat m.Sopot",2000,NA
"8637",2401000,"Powiat będziński",2000,NA
"8638",2402000,"Powiat bielski",2000,NA
"8639",2403000,"Powiat cieszyński",2000,NA
"8640",2404000,"Powiat częstochowski",2000,NA
"8641",2405000,"Powiat gliwicki",2000,NA
"8642",2406000,"Powiat kłobucki",2000,NA
"8643",2407000,"Powiat lubliniecki",2000,NA
"8644",2408000,"Powiat mikołowski",2000,NA
"8645",2409000,"Powiat myszkowski",2000,NA
"8646",2410000,"Powiat pszczyński",2000,NA
"8647",2411000,"Powiat raciborski",2000,NA
"8648",2412000,"Powiat rybnicki",2000,NA
"8649",2413000,"Powiat tarnogórski",2000,NA
"8650",2414000,"Powiat bieruńsko-lędziński",2000,NA
"8651",2415000,"Powiat wodzisławski",2000,NA
"8652",2416000,"Powiat zawierciański",2000,NA
"8653",2417000,"Powiat żywiecki",2000,NA
"8654",2461000,"Powiat m.Bielsko-Biała",2000,NA
"8655",2462000,"Powiat m.Bytom",2000,NA
"8656",2463000,"Powiat m.Chorzów",2000,NA
"8657",2464000,"Powiat m.Częstochowa",2000,NA
"8658",2465000,"Powiat m.Dąbrowa Górnicza",2000,NA
"8659",2466000,"Powiat m.Gliwice",2000,NA
"8660",2467000,"Powiat m.Jastrzębie-Zdrój",2000,NA
"8661",2468000,"Powiat m.Jaworzno",2000,NA
"8662",2469000,"Powiat m.Katowice",2000,NA
"8663",2470000,"Powiat m.Mysłowice",2000,NA
"8664",2471000,"Powiat m.Piekary Śląskie",2000,NA
"8665",2472000,"Powiat m.Ruda Śląska",2000,NA
"8666",2473000,"Powiat m.Rybnik",2000,NA
"8667",2474000,"Powiat m.Siemianowice Śląskie",2000,NA
"8668",2475000,"Powiat m.Sosnowiec",2000,NA
"8669",2476000,"Powiat m.Świętochłowice",2000,NA
"8670",2477000,"Powiat m.Tychy",2000,NA
"8671",2478000,"Powiat m.Zabrze",2000,NA
"8672",2479000,"Powiat m.Żory",2000,NA
"8673",2601000,"Powiat buski",2000,NA
"8674",2602000,"Powiat jędrzejowski",2000,NA
"8675",2603000,"Powiat kazimierski",2000,NA
"8676",2604000,"Powiat kielecki",2000,NA
"8677",2605000,"Powiat konecki",2000,NA
"8678",2606000,"Powiat opatowski",2000,NA
"8679",2607000,"Powiat ostrowiecki",2000,NA
"8680",2608000,"Powiat pińczowski",2000,NA
"8681",2609000,"Powiat sandomierski",2000,NA
"8682",2610000,"Powiat skarżyski",2000,NA
"8683",2611000,"Powiat starachowicki",2000,NA
"8684",2612000,"Powiat staszowski",2000,NA
"8685",2613000,"Powiat włoszczowski",2000,NA
"8686",2661000,"Powiat m.Kielce",2000,NA
"8687",2801000,"Powiat bartoszycki",2000,NA
"8688",2802000,"Powiat braniewski",2000,NA
"8689",2803000,"Powiat działdowski",2000,NA
"8690",2804000,"Powiat elbląski",2000,NA
"8691",2805000,"Powiat ełcki",2000,NA
"8692",2806000,"Powiat giżycki",2000,NA
"8693",2807000,"Powiat iławski",2000,NA
"8694",2808000,"Powiat kętrzyński",2000,NA
"8695",2809000,"Powiat lidzbarski",2000,NA
"8696",2810000,"Powiat mrągowski",2000,NA
"8697",2811000,"Powiat nidzicki",2000,NA
"8698",2812000,"Powiat nowomiejski",2000,NA
"8699",2813000,"Powiat olecki",2000,NA
"8700",2814000,"Powiat olsztyński",2000,NA
"8701",2815000,"Powiat ostródzki",2000,NA
"8702",2816000,"Powiat piski",2000,NA
"8703",2817000,"Powiat szczycieński",2000,NA
"8704",2818000,"Powiat gołdapski",2000,NA
"8705",2819000,"Powiat węgorzewski",2000,NA
"8706",2861000,"Powiat m.Elbląg",2000,NA
"8707",2862000,"Powiat m.Olsztyn",2000,NA
"8708",3001000,"Powiat chodzieski",2000,NA
"8709",3002000,"Powiat czarnkowsko-trzcianecki",2000,NA
"8710",3003000,"Powiat gnieźnieński",2000,NA
"8711",3004000,"Powiat gostyński",2000,NA
"8712",3005000,"Powiat grodziski",2000,NA
"8713",3006000,"Powiat jarociński",2000,NA
"8714",3007000,"Powiat kaliski",2000,NA
"8715",3008000,"Powiat kępiński",2000,NA
"8716",3009000,"Powiat kolski",2000,NA
"8717",3010000,"Powiat koniński",2000,NA
"8718",3011000,"Powiat kościański",2000,NA
"8719",3012000,"Powiat krotoszyński",2000,NA
"8720",3013000,"Powiat leszczyński",2000,NA
"8721",3014000,"Powiat międzychodzki",2000,NA
"8722",3015000,"Powiat nowotomyski",2000,NA
"8723",3016000,"Powiat obornicki",2000,NA
"8724",3017000,"Powiat ostrowski",2000,NA
"8725",3018000,"Powiat ostrzeszowski",2000,NA
"8726",3019000,"Powiat pilski",2000,NA
"8727",3020000,"Powiat pleszewski",2000,NA
"8728",3021000,"Powiat poznański",2000,NA
"8729",3022000,"Powiat rawicki",2000,NA
"8730",3023000,"Powiat słupecki",2000,NA
"8731",3024000,"Powiat szamotulski",2000,NA
"8732",3025000,"Powiat średzki",2000,NA
"8733",3026000,"Powiat śremski",2000,NA
"8734",3027000,"Powiat turecki",2000,NA
"8735",3028000,"Powiat wągrowiecki",2000,NA
"8736",3029000,"Powiat wolsztyński",2000,NA
"8737",3030000,"Powiat wrzesiński",2000,NA
"8738",3031000,"Powiat złotowski",2000,NA
"8739",3061000,"Powiat m.Kalisz",2000,NA
"8740",3062000,"Powiat m.Konin",2000,NA
"8741",3063000,"Powiat m.Leszno",2000,NA
"8742",3064000,"Powiat m.Poznań",2000,NA
"8743",3201000,"Powiat białogardzki",2000,NA
"8744",3202000,"Powiat choszczeński",2000,NA
"8745",3203000,"Powiat drawski",2000,NA
"8746",3204000,"Powiat goleniowski",2000,NA
"8747",3205000,"Powiat gryficki",2000,NA
"8748",3206000,"Powiat gryfiński",2000,NA
"8749",3207000,"Powiat kamieński",2000,NA
"8750",3208000,"Powiat kołobrzeski",2000,NA
"8751",3209000,"Powiat koszaliński",2000,NA
"8752",3210000,"Powiat myśliborski",2000,NA
"8753",3211000,"Powiat policki",2000,NA
"8754",3212000,"Powiat pyrzycki",2000,NA
"8755",3213000,"Powiat sławieński",2000,NA
"8756",3214000,"Powiat stargardzki",2000,NA
"8757",3215000,"Powiat szczecinecki",2000,NA
"8758",3216000,"Powiat świdwiński",2000,NA
"8759",3217000,"Powiat wałecki",2000,NA
"8760",3218000,"Powiat łobeski",2000,NA
"8761",3261000,"Powiat m.Koszalin",2000,NA
"8762",3262000,"Powiat m.Szczecin",2000,NA
"8763",3263000,"Powiat m.Świnoujście",2000,NA
"8764",201000,"Powiat bolesławiecki",2001,NA
"8765",202000,"Powiat dzierżoniowski",2001,NA
"8766",203000,"Powiat głogowski",2001,NA
"8767",204000,"Powiat górowski",2001,NA
"8768",205000,"Powiat jaworski",2001,NA
"8769",206000,"Powiat jeleniogórski",2001,NA
"8770",207000,"Powiat kamiennogórski",2001,NA
"8771",208000,"Powiat kłodzki",2001,NA
"8772",209000,"Powiat legnicki",2001,NA
"8773",210000,"Powiat lubański",2001,NA
"8774",211000,"Powiat lubiński",2001,NA
"8775",212000,"Powiat lwówecki",2001,NA
"8776",213000,"Powiat milicki",2001,NA
"8777",214000,"Powiat oleśnicki",2001,NA
"8778",215000,"Powiat oławski",2001,NA
"8779",216000,"Powiat polkowicki",2001,NA
"8780",217000,"Powiat strzeliński",2001,NA
"8781",218000,"Powiat średzki",2001,NA
"8782",219000,"Powiat świdnicki",2001,NA
"8783",220000,"Powiat trzebnicki",2001,NA
"8784",221000,"Powiat wałbrzyski",2001,NA
"8785",222000,"Powiat wołowski",2001,NA
"8786",223000,"Powiat wrocławski",2001,NA
"8787",224000,"Powiat ząbkowicki",2001,NA
"8788",225000,"Powiat zgorzelecki",2001,NA
"8789",226000,"Powiat złotoryjski",2001,NA
"8790",261000,"Powiat m.Jelenia Góra",2001,NA
"8791",262000,"Powiat m.Legnica",2001,NA
"8792",263000,"Powiat m.Wałbrzych do 2002",2001,NA
"8793",264000,"Powiat m.Wrocław",2001,NA
"8794",265000,"Powiat m.Wałbrzych od 2013",2001,NA
"8795",401000,"Powiat aleksandrowski",2001,NA
"8796",402000,"Powiat brodnicki",2001,NA
"8797",403000,"Powiat bydgoski",2001,NA
"8798",404000,"Powiat chełmiński",2001,NA
"8799",405000,"Powiat golubsko-dobrzyński",2001,NA
"8800",406000,"Powiat grudziądzki",2001,NA
"8801",407000,"Powiat inowrocławski",2001,NA
"8802",408000,"Powiat lipnowski",2001,NA
"8803",409000,"Powiat mogileński",2001,NA
"8804",410000,"Powiat nakielski",2001,NA
"8805",411000,"Powiat radziejowski",2001,NA
"8806",412000,"Powiat rypiński",2001,NA
"8807",413000,"Powiat sępoleński",2001,NA
"8808",414000,"Powiat świecki",2001,NA
"8809",415000,"Powiat toruński",2001,NA
"8810",416000,"Powiat tucholski",2001,NA
"8811",417000,"Powiat wąbrzeski",2001,NA
"8812",418000,"Powiat włocławski",2001,NA
"8813",419000,"Powiat żniński",2001,NA
"8814",461000,"Powiat m.Bydgoszcz",2001,NA
"8815",462000,"Powiat m.Grudziądz",2001,NA
"8816",463000,"Powiat m.Toruń",2001,NA
"8817",464000,"Powiat m.Włocławek",2001,NA
"8818",601000,"Powiat bialski",2001,NA
"8819",602000,"Powiat biłgorajski",2001,NA
"8820",603000,"Powiat chełmski",2001,NA
"8821",604000,"Powiat hrubieszowski",2001,NA
"8822",605000,"Powiat janowski",2001,NA
"8823",606000,"Powiat krasnostawski",2001,NA
"8824",607000,"Powiat kraśnicki",2001,NA
"8825",608000,"Powiat lubartowski",2001,NA
"8826",609000,"Powiat lubelski",2001,NA
"8827",610000,"Powiat łęczyński",2001,NA
"8828",611000,"Powiat łukowski",2001,NA
"8829",612000,"Powiat opolski",2001,NA
"8830",613000,"Powiat parczewski",2001,NA
"8831",614000,"Powiat puławski",2001,NA
"8832",615000,"Powiat radzyński",2001,NA
"8833",616000,"Powiat rycki",2001,NA
"8834",617000,"Powiat świdnicki",2001,NA
"8835",618000,"Powiat tomaszowski",2001,NA
"8836",619000,"Powiat włodawski",2001,NA
"8837",620000,"Powiat zamojski",2001,NA
"8838",661000,"Powiat m.Biała Podlaska",2001,NA
"8839",662000,"Powiat m.Chełm",2001,NA
"8840",663000,"Powiat m.Lublin",2001,NA
"8841",664000,"Powiat m.Zamość",2001,NA
"8842",801000,"Powiat gorzowski",2001,NA
"8843",802000,"Powiat krośnieński",2001,NA
"8844",803000,"Powiat międzyrzecki",2001,NA
"8845",804000,"Powiat nowosolski",2001,NA
"8846",805000,"Powiat słubicki",2001,NA
"8847",806000,"Powiat strzelecko-drezdenecki",2001,NA
"8848",807000,"Powiat sulęciński",2001,NA
"8849",808000,"Powiat świebodziński",2001,NA
"8850",809000,"Powiat zielonogórski",2001,NA
"8851",810000,"Powiat żagański",2001,NA
"8852",811000,"Powiat żarski",2001,NA
"8853",812000,"Powiat wschowski",2001,NA
"8854",861000,"Powiat m.Gorzów Wielkopolski",2001,NA
"8855",862000,"Powiat m.Zielona Góra",2001,NA
"8856",1001000,"Powiat bełchatowski",2001,NA
"8857",1002000,"Powiat kutnowski",2001,NA
"8858",1003000,"Powiat łaski",2001,NA
"8859",1004000,"Powiat łęczycki",2001,NA
"8860",1005000,"Powiat łowicki",2001,NA
"8861",1006000,"Powiat łódzki wschodni",2001,NA
"8862",1007000,"Powiat opoczyński",2001,NA
"8863",1008000,"Powiat pabianicki",2001,NA
"8864",1009000,"Powiat pajęczański",2001,NA
"8865",1010000,"Powiat piotrkowski",2001,NA
"8866",1011000,"Powiat poddębicki",2001,NA
"8867",1012000,"Powiat radomszczański",2001,NA
"8868",1013000,"Powiat rawski",2001,NA
"8869",1014000,"Powiat sieradzki",2001,NA
"8870",1015000,"Powiat skierniewicki",2001,NA
"8871",1016000,"Powiat tomaszowski",2001,NA
"8872",1017000,"Powiat wieluński",2001,NA
"8873",1018000,"Powiat wieruszowski",2001,NA
"8874",1019000,"Powiat zduńskowolski",2001,NA
"8875",1020000,"Powiat zgierski",2001,NA
"8876",1021000,"Powiat brzeziński",2001,NA
"8877",1061000,"Powiat m.Łódź",2001,NA
"8878",1062000,"Powiat m.Piotrków Trybunalski",2001,NA
"8879",1063000,"Powiat m.Skierniewice",2001,NA
"8880",1201000,"Powiat bocheński",2001,NA
"8881",1202000,"Powiat brzeski",2001,NA
"8882",1203000,"Powiat chrzanowski",2001,NA
"8883",1204000,"Powiat dąbrowski",2001,NA
"8884",1205000,"Powiat gorlicki",2001,NA
"8885",1206000,"Powiat krakowski",2001,NA
"8886",1207000,"Powiat limanowski",2001,NA
"8887",1208000,"Powiat miechowski",2001,NA
"8888",1209000,"Powiat myślenicki",2001,NA
"8889",1210000,"Powiat nowosądecki",2001,NA
"8890",1211000,"Powiat nowotarski",2001,NA
"8891",1212000,"Powiat olkuski",2001,NA
"8892",1213000,"Powiat oświęcimski",2001,NA
"8893",1214000,"Powiat proszowicki",2001,NA
"8894",1215000,"Powiat suski",2001,NA
"8895",1216000,"Powiat tarnowski",2001,NA
"8896",1217000,"Powiat tatrzański",2001,NA
"8897",1218000,"Powiat wadowicki",2001,NA
"8898",1219000,"Powiat wielicki",2001,NA
"8899",1261000,"Powiat m.Kraków",2001,NA
"8900",1262000,"Powiat m.Nowy Sącz",2001,NA
"8901",1263000,"Powiat m.Tarnów",2001,NA
"8902",1401000,"Powiat białobrzeski",2001,NA
"8903",1402000,"Powiat ciechanowski",2001,NA
"8904",1403000,"Powiat garwoliński",2001,NA
"8905",1404000,"Powiat gostyniński",2001,NA
"8906",1405000,"Powiat grodziski",2001,NA
"8907",1406000,"Powiat grójecki",2001,NA
"8908",1407000,"Powiat kozienicki",2001,NA
"8909",1408000,"Powiat legionowski",2001,NA
"8910",1409000,"Powiat lipski",2001,NA
"8911",1410000,"Powiat łosicki",2001,NA
"8912",1411000,"Powiat makowski",2001,NA
"8913",1412000,"Powiat miński",2001,NA
"8914",1413000,"Powiat mławski",2001,NA
"8915",1414000,"Powiat nowodworski",2001,NA
"8916",1415000,"Powiat ostrołęcki",2001,NA
"8917",1416000,"Powiat ostrowski",2001,NA
"8918",1417000,"Powiat otwocki",2001,NA
"8919",1418000,"Powiat piaseczyński",2001,NA
"8920",1419000,"Powiat płocki",2001,NA
"8921",1420000,"Powiat płoński",2001,NA
"8922",1421000,"Powiat pruszkowski",2001,NA
"8923",1422000,"Powiat przasnyski",2001,NA
"8924",1423000,"Powiat przysuski",2001,NA
"8925",1424000,"Powiat pułtuski",2001,NA
"8926",1425000,"Powiat radomski",2001,NA
"8927",1426000,"Powiat siedlecki",2001,NA
"8928",1427000,"Powiat sierpecki",2001,NA
"8929",1428000,"Powiat sochaczewski",2001,NA
"8930",1429000,"Powiat sokołowski",2001,NA
"8931",1430000,"Powiat szydłowiecki",2001,NA
"8932",1432000,"Powiat warszawski zachodni",2001,NA
"8933",1433000,"Powiat węgrowski",2001,NA
"8934",1434000,"Powiat wołomiński",2001,NA
"8935",1435000,"Powiat wyszkowski",2001,NA
"8936",1436000,"Powiat zwoleński",2001,NA
"8937",1437000,"Powiat żuromiński",2001,NA
"8938",1438000,"Powiat żyrardowski",2001,NA
"8939",1461000,"Powiat m.Ostrołęka",2001,NA
"8940",1462000,"Powiat m.Płock",2001,NA
"8941",1463000,"Powiat m.Radom",2001,NA
"8942",1464000,"Powiat m.Siedlce",2001,NA
"8943",1465000,"Powiat m. st. Warszawa",2001,NA
"8944",1601000,"Powiat brzeski",2001,NA
"8945",1602000,"Powiat głubczycki",2001,NA
"8946",1603000,"Powiat kędzierzyńsko-kozielski",2001,NA
"8947",1604000,"Powiat kluczborski",2001,NA
"8948",1605000,"Powiat krapkowicki",2001,NA
"8949",1606000,"Powiat namysłowski",2001,NA
"8950",1607000,"Powiat nyski",2001,NA
"8951",1608000,"Powiat oleski",2001,NA
"8952",1609000,"Powiat opolski",2001,NA
"8953",1610000,"Powiat prudnicki",2001,NA
"8954",1611000,"Powiat strzelecki",2001,NA
"8955",1661000,"Powiat m.Opole",2001,NA
"8956",1801000,"Powiat bieszczadzki",2001,NA
"8957",1802000,"Powiat brzozowski",2001,NA
"8958",1803000,"Powiat dębicki",2001,NA
"8959",1804000,"Powiat jarosławski",2001,NA
"8960",1805000,"Powiat jasielski",2001,NA
"8961",1806000,"Powiat kolbuszowski",2001,NA
"8962",1807000,"Powiat krośnieński",2001,NA
"8963",1808000,"Powiat leżajski",2001,NA
"8964",1809000,"Powiat lubaczowski",2001,NA
"8965",1810000,"Powiat łańcucki",2001,NA
"8966",1811000,"Powiat mielecki",2001,NA
"8967",1812000,"Powiat niżański",2001,NA
"8968",1813000,"Powiat przemyski",2001,NA
"8969",1814000,"Powiat przeworski",2001,NA
"8970",1815000,"Powiat ropczycko-sędziszowski",2001,NA
"8971",1816000,"Powiat rzeszowski",2001,NA
"8972",1817000,"Powiat sanocki",2001,NA
"8973",1818000,"Powiat stalowowolski",2001,NA
"8974",1819000,"Powiat strzyżowski",2001,NA
"8975",1820000,"Powiat tarnobrzeski",2001,NA
"8976",1821000,"Powiat leski",2001,NA
"8977",1861000,"Powiat m.Krosno",2001,NA
"8978",1862000,"Powiat m.Przemyśl",2001,NA
"8979",1863000,"Powiat m.Rzeszów",2001,NA
"8980",1864000,"Powiat m.Tarnobrzeg",2001,NA
"8981",2001000,"Powiat augustowski",2001,NA
"8982",2002000,"Powiat białostocki",2001,NA
"8983",2003000,"Powiat bielski",2001,NA
"8984",2004000,"Powiat grajewski",2001,NA
"8985",2005000,"Powiat hajnowski",2001,NA
"8986",2006000,"Powiat kolneński",2001,NA
"8987",2007000,"Powiat łomżyński",2001,NA
"8988",2008000,"Powiat moniecki",2001,NA
"8989",2009000,"Powiat sejneński",2001,NA
"8990",2010000,"Powiat siemiatycki",2001,NA
"8991",2011000,"Powiat sokólski",2001,NA
"8992",2012000,"Powiat suwalski",2001,NA
"8993",2013000,"Powiat wysokomazowiecki",2001,NA
"8994",2014000,"Powiat zambrowski",2001,NA
"8995",2061000,"Powiat m.Białystok",2001,NA
"8996",2062000,"Powiat m.Łomża",2001,NA
"8997",2063000,"Powiat m.Suwałki",2001,NA
"8998",2201000,"Powiat bytowski",2001,NA
"8999",2202000,"Powiat chojnicki",2001,NA
"9000",2203000,"Powiat człuchowski",2001,NA
"9001",2204000,"Powiat gdański",2001,NA
"9002",2205000,"Powiat kartuski",2001,NA
"9003",2206000,"Powiat kościerski",2001,NA
"9004",2207000,"Powiat kwidzyński",2001,NA
"9005",2208000,"Powiat lęborski",2001,NA
"9006",2209000,"Powiat malborski",2001,NA
"9007",2210000,"Powiat nowodworski",2001,NA
"9008",2211000,"Powiat pucki",2001,NA
"9009",2212000,"Powiat słupski",2001,NA
"9010",2213000,"Powiat starogardzki",2001,NA
"9011",2214000,"Powiat tczewski",2001,NA
"9012",2215000,"Powiat wejherowski",2001,NA
"9013",2216000,"Powiat sztumski",2001,NA
"9014",2261000,"Powiat m.Gdańsk",2001,NA
"9015",2262000,"Powiat m.Gdynia",2001,NA
"9016",2263000,"Powiat m.Słupsk",2001,NA
"9017",2264000,"Powiat m.Sopot",2001,NA
"9018",2401000,"Powiat będziński",2001,NA
"9019",2402000,"Powiat bielski",2001,NA
"9020",2403000,"Powiat cieszyński",2001,NA
"9021",2404000,"Powiat częstochowski",2001,NA
"9022",2405000,"Powiat gliwicki",2001,NA
"9023",2406000,"Powiat kłobucki",2001,NA
"9024",2407000,"Powiat lubliniecki",2001,NA
"9025",2408000,"Powiat mikołowski",2001,NA
"9026",2409000,"Powiat myszkowski",2001,NA
"9027",2410000,"Powiat pszczyński",2001,NA
"9028",2411000,"Powiat raciborski",2001,NA
"9029",2412000,"Powiat rybnicki",2001,NA
"9030",2413000,"Powiat tarnogórski",2001,NA
"9031",2414000,"Powiat bieruńsko-lędziński",2001,NA
"9032",2415000,"Powiat wodzisławski",2001,NA
"9033",2416000,"Powiat zawierciański",2001,NA
"9034",2417000,"Powiat żywiecki",2001,NA
"9035",2461000,"Powiat m.Bielsko-Biała",2001,NA
"9036",2462000,"Powiat m.Bytom",2001,NA
"9037",2463000,"Powiat m.Chorzów",2001,NA
"9038",2464000,"Powiat m.Częstochowa",2001,NA
"9039",2465000,"Powiat m.Dąbrowa Górnicza",2001,NA
