"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietna_powierzchnia_uZytkowa_1_mieszkania_m2"
"15010",1413000,"Powiat mławski",2005,111.9
"15011",1414000,"Powiat nowodworski",2005,136.5
"15012",1415000,"Powiat ostrołęcki",2005,138.9
"15013",1416000,"Powiat ostrowski",2005,138.1
"15014",1417000,"Powiat otwocki",2005,116.7
"15015",1418000,"Powiat piaseczyński",2005,118.4
"15016",1419000,"Powiat płocki",2005,144.1
"15017",1420000,"Powiat płoński",2005,143.9
"15018",1421000,"Powiat pruszkowski",2005,132.3
"15019",1422000,"Powiat przasnyski",2005,145.6
"15020",1423000,"Powiat przysuski",2005,129.5
"15021",1424000,"Powiat pułtuski",2005,140.3
"15022",1425000,"Powiat radomski",2005,125.4
"15023",1426000,"Powiat siedlecki",2005,158.5
"15024",1427000,"Powiat sierpecki",2005,97.8
"15025",1428000,"Powiat sochaczewski",2005,145.4
"15026",1429000,"Powiat sokołowski",2005,116
"15027",1430000,"Powiat szydłowiecki",2005,125.3
"15028",1432000,"Powiat warszawski zachodni",2005,164.8
"15029",1433000,"Powiat węgrowski",2005,93
"15030",1434000,"Powiat wołomiński",2005,106.4
"15031",1435000,"Powiat wyszkowski",2005,142.5
"15032",1436000,"Powiat zwoleński",2005,136.1
"15033",1437000,"Powiat żuromiński",2005,139.4
"15034",1438000,"Powiat żyrardowski",2005,128.9
"15035",1461000,"Powiat m.Ostrołęka",2005,118.8
"15036",1462000,"Powiat m.Płock",2005,91.1
"15037",1463000,"Powiat m.Radom",2005,90.4
"15038",1464000,"Powiat m.Siedlce",2005,99.8
"15039",1465000,"Powiat m. st. Warszawa",2005,72.5
"15040",1601000,"Powiat brzeski",2005,95.7
"15041",1602000,"Powiat głubczycki",2005,108.6
"15042",1603000,"Powiat kędzierzyńsko-kozielski",2005,83
"15043",1604000,"Powiat kluczborski",2005,154.5
"15044",1605000,"Powiat krapkowicki",2005,164.5
"15045",1606000,"Powiat namysłowski",2005,131.8
"15046",1607000,"Powiat nyski",2005,98
"15047",1608000,"Powiat oleski",2005,134
"15048",1609000,"Powiat opolski",2005,129.5
"15049",1610000,"Powiat prudnicki",2005,118.8
"15050",1611000,"Powiat strzelecki",2005,173.6
"15051",1661000,"Powiat m.Opole",2005,150.3
"15052",1801000,"Powiat bieszczadzki",2005,166.7
"15053",1802000,"Powiat brzozowski",2005,126.9
"15054",1803000,"Powiat dębicki",2005,147.1
"15055",1804000,"Powiat jarosławski",2005,111.4
"15056",1805000,"Powiat jasielski",2005,121.1
"15057",1806000,"Powiat kolbuszowski",2005,132
"15058",1807000,"Powiat krośnieński",2005,138.2
"15059",1808000,"Powiat leżajski",2005,137.7
"15060",1809000,"Powiat lubaczowski",2005,143.2
"15061",1810000,"Powiat łańcucki",2005,140.5
"15062",1811000,"Powiat mielecki",2005,97.2
"15063",1812000,"Powiat niżański",2005,128.7
"15064",1813000,"Powiat przemyski",2005,133.2
"15065",1814000,"Powiat przeworski",2005,130.9
"15066",1815000,"Powiat ropczycko-sędziszowski",2005,143.4
"15067",1816000,"Powiat rzeszowski",2005,142.4
"15068",1817000,"Powiat sanocki",2005,116.6
"15069",1818000,"Powiat stalowowolski",2005,124
"15070",1819000,"Powiat strzyżowski",2005,127.7
"15071",1820000,"Powiat tarnobrzeski",2005,120.6
"15072",1821000,"Powiat leski",2005,133.9
"15073",1861000,"Powiat m.Krosno",2005,140
"15074",1862000,"Powiat m.Przemyśl",2005,129.2
"15075",1863000,"Powiat m.Rzeszów",2005,92.7
"15076",1864000,"Powiat m.Tarnobrzeg",2005,91.5
"15077",2001000,"Powiat augustowski",2005,94.1
"15078",2002000,"Powiat białostocki",2005,143.1
"15079",2003000,"Powiat bielski",2005,135.4
"15080",2004000,"Powiat grajewski",2005,90.5
"15081",2005000,"Powiat hajnowski",2005,128.2
"15082",2006000,"Powiat kolneński",2005,154.2
"15083",2007000,"Powiat łomżyński",2005,162.2
"15084",2008000,"Powiat moniecki",2005,116.3
"15085",2009000,"Powiat sejneński",2005,158
"15086",2010000,"Powiat siemiatycki",2005,135
"15087",2011000,"Powiat sokólski",2005,136.3
"15088",2012000,"Powiat suwalski",2005,156.1
"15089",2013000,"Powiat wysokomazowiecki",2005,155.9
"15090",2014000,"Powiat zambrowski",2005,93.9
"15091",2061000,"Powiat m.Białystok",2005,82
"15092",2062000,"Powiat m.Łomża",2005,133.8
"15093",2063000,"Powiat m.Suwałki",2005,85.4
"15094",2201000,"Powiat bytowski",2005,113.4
"15095",2202000,"Powiat chojnicki",2005,125.5
"15096",2203000,"Powiat człuchowski",2005,144.3
"15097",2204000,"Powiat gdański",2005,130.6
"15098",2205000,"Powiat kartuski",2005,156.3
"15099",2206000,"Powiat kościerski",2005,137.8
"15100",2207000,"Powiat kwidzyński",2005,101
"15101",2208000,"Powiat lęborski",2005,145.2
"15102",2209000,"Powiat malborski",2005,97.7
"15103",2210000,"Powiat nowodworski",2005,111.6
"15104",2211000,"Powiat pucki",2005,137.9
"15105",2212000,"Powiat słupski",2005,86.4
"15106",2213000,"Powiat starogardzki",2005,126.9
"15107",2214000,"Powiat tczewski",2005,85.3
"15108",2215000,"Powiat wejherowski",2005,83.8
"15109",2216000,"Powiat sztumski",2005,130.2
"15110",2261000,"Powiat m.Gdańsk",2005,76.3
"15111",2262000,"Powiat m.Gdynia",2005,84.4
"15112",2263000,"Powiat m.Słupsk",2005,83.9
"15113",2264000,"Powiat m.Sopot",2005,74.3
"15114",2401000,"Powiat będziński",2005,141.6
"15115",2402000,"Powiat bielski",2005,147.1
"15116",2403000,"Powiat cieszyński",2005,109.3
"15117",2404000,"Powiat częstochowski",2005,144.5
"15118",2405000,"Powiat gliwicki",2005,152.9
"15119",2406000,"Powiat kłobucki",2005,141.1
"15120",2407000,"Powiat lubliniecki",2005,115.8
"15121",2408000,"Powiat mikołowski",2005,130
"15122",2409000,"Powiat myszkowski",2005,144.5
"15123",2410000,"Powiat pszczyński",2005,146.3
"15124",2411000,"Powiat raciborski",2005,185.9
"15125",2412000,"Powiat rybnicki",2005,157.6
"15126",2413000,"Powiat tarnogórski",2005,134.8
"15127",2414000,"Powiat bieruńsko-lędziński",2005,155.9
"15128",2415000,"Powiat wodzisławski",2005,151.9
"15129",2416000,"Powiat zawierciański",2005,152.7
"15130",2417000,"Powiat żywiecki",2005,126.2
"15131",2461000,"Powiat m.Bielsko-Biała",2005,110.4
"15132",2462000,"Powiat m.Bytom",2005,99.1
"15133",2463000,"Powiat m.Chorzów",2005,119
"15134",2464000,"Powiat m.Częstochowa",2005,133.4
"15135",2465000,"Powiat m.Dąbrowa Górnicza",2005,98.2
"15136",2466000,"Powiat m.Gliwice",2005,87.6
"15137",2467000,"Powiat m.Jastrzębie-Zdrój",2005,139.3
"15138",2468000,"Powiat m.Jaworzno",2005,107.6
"15139",2469000,"Powiat m.Katowice",2005,123.2
"15140",2470000,"Powiat m.Mysłowice",2005,157.4
"15141",2471000,"Powiat m.Piekary Śląskie",2005,161.7
"15142",2472000,"Powiat m.Ruda Śląska",2005,78.3
"15143",2473000,"Powiat m.Rybnik",2005,161.7
"15144",2474000,"Powiat m.Siemianowice Śląskie",2005,165.9
"15145",2475000,"Powiat m.Sosnowiec",2005,147.9
"15146",2476000,"Powiat m.Świętochłowice",2005,61.8
"15147",2477000,"Powiat m.Tychy",2005,137.4
"15148",2478000,"Powiat m.Zabrze",2005,76.5
"15149",2479000,"Powiat m.Żory",2005,116.8
"15150",2601000,"Powiat buski",2005,122.6
"15151",2602000,"Powiat jędrzejowski",2005,113.2
"15152",2603000,"Powiat kazimierski",2005,156.4
"15153",2604000,"Powiat kielecki",2005,120
"15154",2605000,"Powiat konecki",2005,139.9
"15155",2606000,"Powiat opatowski",2005,138.7
"15156",2607000,"Powiat ostrowiecki",2005,146.2
"15157",2608000,"Powiat pińczowski",2005,103.8
"15158",2609000,"Powiat sandomierski",2005,90.9
"15159",2610000,"Powiat skarżyski",2005,131.8
"15160",2611000,"Powiat starachowicki",2005,104.2
"15161",2612000,"Powiat staszowski",2005,129.7
"15162",2613000,"Powiat włoszczowski",2005,126.5
"15163",2661000,"Powiat m.Kielce",2005,70
"15164",2801000,"Powiat bartoszycki",2005,60
"15165",2802000,"Powiat braniewski",2005,111.5
"15166",2803000,"Powiat działdowski",2005,114.1
"15167",2804000,"Powiat elbląski",2005,113.1
"15168",2805000,"Powiat ełcki",2005,67.5
"15169",2806000,"Powiat giżycki",2005,164.7
"15170",2807000,"Powiat iławski",2005,110.7
"15171",2808000,"Powiat kętrzyński",2005,91.3
"15172",2809000,"Powiat lidzbarski",2005,159.4
"15173",2810000,"Powiat mrągowski",2005,105.6
"15174",2811000,"Powiat nidzicki",2005,90.1
"15175",2812000,"Powiat nowomiejski",2005,120.1
"15176",2813000,"Powiat olecki",2005,83.9
"15177",2814000,"Powiat olsztyński",2005,124.4
"15178",2815000,"Powiat ostródzki",2005,93.5
"15179",2816000,"Powiat piski",2005,138.6
"15180",2817000,"Powiat szczycieński",2005,104.1
"15181",2818000,"Powiat gołdapski",2005,158.5
"15182",2819000,"Powiat węgorzewski",2005,85.5
"15183",2861000,"Powiat m.Elbląg",2005,105.2
"15184",2862000,"Powiat m.Olsztyn",2005,68.5
"15185",3001000,"Powiat chodzieski",2005,151.5
"15186",3002000,"Powiat czarnkowsko-trzcianecki",2005,152.6
"15187",3003000,"Powiat gnieźnieński",2005,124.7
"15188",3004000,"Powiat gostyński",2005,169.2
"15189",3005000,"Powiat grodziski",2005,118
"15190",3006000,"Powiat jarociński",2005,151.5
"15191",3007000,"Powiat kaliski",2005,133.6
"15192",3008000,"Powiat kępiński",2005,126.5
"15193",3009000,"Powiat kolski",2005,146.2
"15194",3010000,"Powiat koniński",2005,135.1
"15195",3011000,"Powiat kościański",2005,106.7
"15196",3012000,"Powiat krotoszyński",2005,157.5
"15197",3013000,"Powiat leszczyński",2005,148.3
"15198",3014000,"Powiat międzychodzki",2005,123.7
"15199",3015000,"Powiat nowotomyski",2005,146.9
"15200",3016000,"Powiat obornicki",2005,124.7
"15201",3017000,"Powiat ostrowski",2005,125.3
"15202",3018000,"Powiat ostrzeszowski",2005,148.5
"15203",3019000,"Powiat pilski",2005,171.4
"15204",3020000,"Powiat pleszewski",2005,156.2
"15205",3021000,"Powiat poznański",2005,115.7
"15206",3022000,"Powiat rawicki",2005,115.3
"15207",3023000,"Powiat słupecki",2005,134.2
"15208",3024000,"Powiat szamotulski",2005,140.7
"15209",3025000,"Powiat średzki",2005,136.8
"15210",3026000,"Powiat śremski",2005,119.1
"15211",3027000,"Powiat turecki",2005,144.5
"15212",3028000,"Powiat wągrowiecki",2005,104.7
"15213",3029000,"Powiat wolsztyński",2005,104.1
"15214",3030000,"Powiat wrzesiński",2005,93
"15215",3031000,"Powiat złotowski",2005,158.2
"15216",3061000,"Powiat m.Kalisz",2005,75
"15217",3062000,"Powiat m.Konin",2005,147.2
"15218",3063000,"Powiat m.Leszno",2005,167
"15219",3064000,"Powiat m.Poznań",2005,83.9
"15220",3201000,"Powiat białogardzki",2005,110.1
"15221",3202000,"Powiat choszczeński",2005,143.9
"15222",3203000,"Powiat drawski",2005,116.3
"15223",3204000,"Powiat goleniowski",2005,109.5
"15224",3205000,"Powiat gryficki",2005,96
"15225",3206000,"Powiat gryfiński",2005,109.6
"15226",3207000,"Powiat kamieński",2005,126.9
"15227",3208000,"Powiat kołobrzeski",2005,89.5
"15228",3209000,"Powiat koszaliński",2005,152.5
"15229",3210000,"Powiat myśliborski",2005,141.7
"15230",3211000,"Powiat policki",2005,130.1
"15231",3212000,"Powiat pyrzycki",2005,140.8
"15232",3213000,"Powiat sławieński",2005,138.1
"15233",3214000,"Powiat stargardzki",2005,128.6
"15234",3215000,"Powiat szczecinecki",2005,74
"15235",3216000,"Powiat świdwiński",2005,129.7
"15236",3217000,"Powiat wałecki",2005,146.3
"15237",3218000,"Powiat łobeski",2005,121.7
"15238",3261000,"Powiat m.Koszalin",2005,115.3
"15239",3262000,"Powiat m.Szczecin",2005,78.8
"15240",3263000,"Powiat m.Świnoujście",2005,87.4
"15241",201000,"Powiat bolesławiecki",2006,130.8
"15242",202000,"Powiat dzierżoniowski",2006,117.6
"15243",203000,"Powiat głogowski",2006,85.1
"15244",204000,"Powiat górowski",2006,104.7
"15245",205000,"Powiat jaworski",2006,115.4
"15246",206000,"Powiat jeleniogórski",2006,147
"15247",207000,"Powiat kamiennogórski",2006,133.7
"15248",208000,"Powiat kłodzki",2006,109.7
"15249",209000,"Powiat legnicki",2006,132.3
"15250",210000,"Powiat lubański",2006,131
"15251",211000,"Powiat lubiński",2006,132.6
"15252",212000,"Powiat lwówecki",2006,134.3
"15253",213000,"Powiat milicki",2006,93.1
"15254",214000,"Powiat oleśnicki",2006,151.3
"15255",215000,"Powiat oławski",2006,134.9
"15256",216000,"Powiat polkowicki",2006,142.1
"15257",217000,"Powiat strzeliński",2006,115.6
"15258",218000,"Powiat średzki",2006,138.5
"15259",219000,"Powiat świdnicki",2006,89.6
"15260",220000,"Powiat trzebnicki",2006,108.2
"15261",221000,"Powiat wałbrzyski",2006,81.1
"15262",222000,"Powiat wołowski",2006,86.7
"15263",223000,"Powiat wrocławski",2006,113.4
"15264",224000,"Powiat ząbkowicki",2006,114.3
"15265",225000,"Powiat zgorzelecki",2006,141.3
"15266",226000,"Powiat złotoryjski",2006,93.2
"15267",261000,"Powiat m.Jelenia Góra",2006,86
"15268",262000,"Powiat m.Legnica",2006,77.9
"15269",263000,"Powiat m.Wałbrzych do 2002",2006,NA
"15270",264000,"Powiat m.Wrocław",2006,63.5
"15271",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"15272",401000,"Powiat aleksandrowski",2006,97.4
"15273",402000,"Powiat brodnicki",2006,111.4
"15274",403000,"Powiat bydgoski",2006,128.7
"15275",404000,"Powiat chełmiński",2006,122.3
"15276",405000,"Powiat golubsko-dobrzyński",2006,108.7
"15277",406000,"Powiat grudziądzki",2006,141.8
"15278",407000,"Powiat inowrocławski",2006,88.6
"15279",408000,"Powiat lipnowski",2006,102.5
"15280",409000,"Powiat mogileński",2006,131.8
"15281",410000,"Powiat nakielski",2006,110.1
"15282",411000,"Powiat radziejowski",2006,87.5
"15283",412000,"Powiat rypiński",2006,82.3
"15284",413000,"Powiat sępoleński",2006,122.6
"15285",414000,"Powiat świecki",2006,122
"15286",415000,"Powiat toruński",2006,134.1
"15287",416000,"Powiat tucholski",2006,113.6
"15288",417000,"Powiat wąbrzeski",2006,94.1
"15289",418000,"Powiat włocławski",2006,139.5
"15290",419000,"Powiat żniński",2006,126.9
"15291",461000,"Powiat m.Bydgoszcz",2006,78.4
"15292",462000,"Powiat m.Grudziądz",2006,75.9
"15293",463000,"Powiat m.Toruń",2006,61.5
"15294",464000,"Powiat m.Włocławek",2006,70.7
"15295",601000,"Powiat bialski",2006,149.3
"15296",602000,"Powiat biłgorajski",2006,105.7
"15297",603000,"Powiat chełmski",2006,123.8
"15298",604000,"Powiat hrubieszowski",2006,120.3
"15299",605000,"Powiat janowski",2006,142.2
"15300",606000,"Powiat krasnostawski",2006,106.2
"15301",607000,"Powiat kraśnicki",2006,108
"15302",608000,"Powiat lubartowski",2006,139.1
"15303",609000,"Powiat lubelski",2006,138.3
"15304",610000,"Powiat łęczyński",2006,122.1
"15305",611000,"Powiat łukowski",2006,124.2
"15306",612000,"Powiat opolski",2006,135.6
"15307",613000,"Powiat parczewski",2006,140.1
"15308",614000,"Powiat puławski",2006,115.4
"15309",615000,"Powiat radzyński",2006,121.1
"15310",616000,"Powiat rycki",2006,134.4
"15311",617000,"Powiat świdnicki",2006,91.2
"15312",618000,"Powiat tomaszowski",2006,132.3
"15313",619000,"Powiat włodawski",2006,124.9
"15314",620000,"Powiat zamojski",2006,142.1
"15315",661000,"Powiat m.Biała Podlaska",2006,100.4
"15316",662000,"Powiat m.Chełm",2006,97.1
"15317",663000,"Powiat m.Lublin",2006,72.5
"15318",664000,"Powiat m.Zamość",2006,84.9
"15319",801000,"Powiat gorzowski",2006,98.3
"15320",802000,"Powiat krośnieński",2006,121
"15321",803000,"Powiat międzyrzecki",2006,125.1
"15322",804000,"Powiat nowosolski",2006,100.8
"15323",805000,"Powiat słubicki",2006,107.7
"15324",806000,"Powiat strzelecko-drezdenecki",2006,98.9
"15325",807000,"Powiat sulęciński",2006,144.3
"15326",808000,"Powiat świebodziński",2006,98.6
"15327",809000,"Powiat zielonogórski",2006,127.5
"15328",810000,"Powiat żagański",2006,101.2
"15329",811000,"Powiat żarski",2006,108.1
"15330",812000,"Powiat wschowski",2006,116.9
"15331",861000,"Powiat m.Gorzów Wielkopolski",2006,79
"15332",862000,"Powiat m.Zielona Góra",2006,84.7
"15333",1001000,"Powiat bełchatowski",2006,129
"15334",1002000,"Powiat kutnowski",2006,83
"15335",1003000,"Powiat łaski",2006,137.9
"15336",1004000,"Powiat łęczycki",2006,128.4
"15337",1005000,"Powiat łowicki",2006,108.5
"15338",1006000,"Powiat łódzki wschodni",2006,166.3
"15339",1007000,"Powiat opoczyński",2006,136.9
"15340",1008000,"Powiat pabianicki",2006,141
"15341",1009000,"Powiat pajęczański",2006,158.4
"15342",1010000,"Powiat piotrkowski",2006,115.5
"15343",1011000,"Powiat poddębicki",2006,122.6
"15344",1012000,"Powiat radomszczański",2006,133.6
"15345",1013000,"Powiat rawski",2006,157.2
"15346",1014000,"Powiat sieradzki",2006,150.5
"15347",1015000,"Powiat skierniewicki",2006,141.9
"15348",1016000,"Powiat tomaszowski",2006,106.1
"15349",1017000,"Powiat wieluński",2006,139.2
"15350",1018000,"Powiat wieruszowski",2006,152.7
"15351",1019000,"Powiat zduńskowolski",2006,99
"15352",1020000,"Powiat zgierski",2006,110.4
"15353",1021000,"Powiat brzeziński",2006,142.9
"15354",1061000,"Powiat m.Łódź",2006,102.9
"15355",1062000,"Powiat m.Piotrków Trybunalski",2006,85.8
"15356",1063000,"Powiat m.Skierniewice",2006,141.3
"15357",1201000,"Powiat bocheński",2006,108.6
"15358",1202000,"Powiat brzeski",2006,139.5
"15359",1203000,"Powiat chrzanowski",2006,144.8
"15360",1204000,"Powiat dąbrowski",2006,143.2
"15361",1205000,"Powiat gorlicki",2006,119.5
"15362",1206000,"Powiat krakowski",2006,156.8
"15363",1207000,"Powiat limanowski",2006,150.4
"15364",1208000,"Powiat miechowski",2006,128.6
"15365",1209000,"Powiat myślenicki",2006,149.5
"15366",1210000,"Powiat nowosądecki",2006,140.7
"15367",1211000,"Powiat nowotarski",2006,144.7
"15368",1212000,"Powiat olkuski",2006,132.2
"15369",1213000,"Powiat oświęcimski",2006,113.4
"15370",1214000,"Powiat proszowicki",2006,150.6
"15371",1215000,"Powiat suski",2006,140.9
"15372",1216000,"Powiat tarnowski",2006,144.5
"15373",1217000,"Powiat tatrzański",2006,106.2
"15374",1218000,"Powiat wadowicki",2006,117
"15375",1219000,"Powiat wielicki",2006,139.2
"15376",1261000,"Powiat m.Kraków",2006,60.6
"15377",1262000,"Powiat m.Nowy Sącz",2006,118.6
"15378",1263000,"Powiat m.Tarnów",2006,87.7
"15379",1401000,"Powiat białobrzeski",2006,119.4
"15380",1402000,"Powiat ciechanowski",2006,105.5
"15381",1403000,"Powiat garwoliński",2006,126.8
"15382",1404000,"Powiat gostyniński",2006,84.2
"15383",1405000,"Powiat grodziski",2006,132.7
"15384",1406000,"Powiat grójecki",2006,111.7
"15385",1407000,"Powiat kozienicki",2006,109.8
"15386",1408000,"Powiat legionowski",2006,113.4
"15387",1409000,"Powiat lipski",2006,120.7
"15388",1410000,"Powiat łosicki",2006,124.7
"15389",1411000,"Powiat makowski",2006,137.7
"15390",1412000,"Powiat miński",2006,95.7
"15391",1413000,"Powiat mławski",2006,99.6
"15392",1414000,"Powiat nowodworski",2006,139.1
"15393",1415000,"Powiat ostrołęcki",2006,155.3
"15394",1416000,"Powiat ostrowski",2006,134.9
"15395",1417000,"Powiat otwocki",2006,122.3
"15396",1418000,"Powiat piaseczyński",2006,104.1
"15397",1419000,"Powiat płocki",2006,135.6
"15398",1420000,"Powiat płoński",2006,106
"15399",1421000,"Powiat pruszkowski",2006,152
"15400",1422000,"Powiat przasnyski",2006,107.7
"15401",1423000,"Powiat przysuski",2006,136.5
"15402",1424000,"Powiat pułtuski",2006,145
"15403",1425000,"Powiat radomski",2006,126.9
"15404",1426000,"Powiat siedlecki",2006,141
"15405",1427000,"Powiat sierpecki",2006,116
"15406",1428000,"Powiat sochaczewski",2006,133.1
"15407",1429000,"Powiat sokołowski",2006,111.3
"15408",1430000,"Powiat szydłowiecki",2006,123.4
"15409",1432000,"Powiat warszawski zachodni",2006,170.3
"15410",1433000,"Powiat węgrowski",2006,125.4
"15411",1434000,"Powiat wołomiński",2006,86
"15412",1435000,"Powiat wyszkowski",2006,137.2
"15413",1436000,"Powiat zwoleński",2006,122.6
"15414",1437000,"Powiat żuromiński",2006,89.1
"15415",1438000,"Powiat żyrardowski",2006,107.2
"15416",1461000,"Powiat m.Ostrołęka",2006,124.6
"15417",1462000,"Powiat m.Płock",2006,71.7
"15418",1463000,"Powiat m.Radom",2006,111.1
"15419",1464000,"Powiat m.Siedlce",2006,89.6
"15420",1465000,"Powiat m. st. Warszawa",2006,77.4
"15421",1601000,"Powiat brzeski",2006,91.1
"15422",1602000,"Powiat głubczycki",2006,129.5
"15423",1603000,"Powiat kędzierzyńsko-kozielski",2006,164
"15424",1604000,"Powiat kluczborski",2006,148
"15425",1605000,"Powiat krapkowicki",2006,120.9
"15426",1606000,"Powiat namysłowski",2006,137.9
"15427",1607000,"Powiat nyski",2006,128.4
"15428",1608000,"Powiat oleski",2006,173.6
"15429",1609000,"Powiat opolski",2006,164.7
"15430",1610000,"Powiat prudnicki",2006,119
"15431",1611000,"Powiat strzelecki",2006,187.7
"15432",1661000,"Powiat m.Opole",2006,80.1
"15433",1801000,"Powiat bieszczadzki",2006,161.2
"15434",1802000,"Powiat brzozowski",2006,132.1
"15435",1803000,"Powiat dębicki",2006,144.7
"15436",1804000,"Powiat jarosławski",2006,138.5
"15437",1805000,"Powiat jasielski",2006,112.4
"15438",1806000,"Powiat kolbuszowski",2006,125.2
"15439",1807000,"Powiat krośnieński",2006,143.3
"15440",1808000,"Powiat leżajski",2006,134.7
"15441",1809000,"Powiat lubaczowski",2006,131.6
"15442",1810000,"Powiat łańcucki",2006,142
"15443",1811000,"Powiat mielecki",2006,142.3
"15444",1812000,"Powiat niżański",2006,130.5
"15445",1813000,"Powiat przemyski",2006,135.3
"15446",1814000,"Powiat przeworski",2006,134.1
"15447",1815000,"Powiat ropczycko-sędziszowski",2006,149
"15448",1816000,"Powiat rzeszowski",2006,137.3
"15449",1817000,"Powiat sanocki",2006,154.4
"15450",1818000,"Powiat stalowowolski",2006,125.7
"15451",1819000,"Powiat strzyżowski",2006,126.8
"15452",1820000,"Powiat tarnobrzeski",2006,123.2
"15453",1821000,"Powiat leski",2006,166.3
"15454",1861000,"Powiat m.Krosno",2006,87.2
"15455",1862000,"Powiat m.Przemyśl",2006,112.5
"15456",1863000,"Powiat m.Rzeszów",2006,73.6
"15457",1864000,"Powiat m.Tarnobrzeg",2006,100.6
"15458",2001000,"Powiat augustowski",2006,93.9
"15459",2002000,"Powiat białostocki",2006,139.5
"15460",2003000,"Powiat bielski",2006,157.5
"15461",2004000,"Powiat grajewski",2006,148.9
"15462",2005000,"Powiat hajnowski",2006,127
"15463",2006000,"Powiat kolneński",2006,160.8
"15464",2007000,"Powiat łomżyński",2006,163.2
"15465",2008000,"Powiat moniecki",2006,172.1
"15466",2009000,"Powiat sejneński",2006,105.4
"15467",2010000,"Powiat siemiatycki",2006,142.8
"15468",2011000,"Powiat sokólski",2006,145.6
"15469",2012000,"Powiat suwalski",2006,165.5
"15470",2013000,"Powiat wysokomazowiecki",2006,101.9
"15471",2014000,"Powiat zambrowski",2006,187.6
"15472",2061000,"Powiat m.Białystok",2006,79.5
"15473",2062000,"Powiat m.Łomża",2006,98.9
"15474",2063000,"Powiat m.Suwałki",2006,117.8
"15475",2201000,"Powiat bytowski",2006,124.1
"15476",2202000,"Powiat chojnicki",2006,125.1
"15477",2203000,"Powiat człuchowski",2006,136
"15478",2204000,"Powiat gdański",2006,104.2
"15479",2205000,"Powiat kartuski",2006,155.7
"15480",2206000,"Powiat kościerski",2006,136
"15481",2207000,"Powiat kwidzyński",2006,99
"15482",2208000,"Powiat lęborski",2006,142.7
"15483",2209000,"Powiat malborski",2006,85.2
"15484",2210000,"Powiat nowodworski",2006,112.6
"15485",2211000,"Powiat pucki",2006,135.7
"15486",2212000,"Powiat słupski",2006,112.8
"15487",2213000,"Powiat starogardzki",2006,124.1
"15488",2214000,"Powiat tczewski",2006,74.8
"15489",2215000,"Powiat wejherowski",2006,80.4
"15490",2216000,"Powiat sztumski",2006,150.5
"15491",2261000,"Powiat m.Gdańsk",2006,73
"15492",2262000,"Powiat m.Gdynia",2006,81.9
"15493",2263000,"Powiat m.Słupsk",2006,65.2
"15494",2264000,"Powiat m.Sopot",2006,66.6
"15495",2401000,"Powiat będziński",2006,116.7
"15496",2402000,"Powiat bielski",2006,146.2
"15497",2403000,"Powiat cieszyński",2006,123.8
"15498",2404000,"Powiat częstochowski",2006,149
"15499",2405000,"Powiat gliwicki",2006,169.2
"15500",2406000,"Powiat kłobucki",2006,141.3
"15501",2407000,"Powiat lubliniecki",2006,139
"15502",2408000,"Powiat mikołowski",2006,138.9
"15503",2409000,"Powiat myszkowski",2006,123.5
"15504",2410000,"Powiat pszczyński",2006,143.9
"15505",2411000,"Powiat raciborski",2006,155.2
"15506",2412000,"Powiat rybnicki",2006,146.3
"15507",2413000,"Powiat tarnogórski",2006,143.9
"15508",2414000,"Powiat bieruńsko-lędziński",2006,179.9
"15509",2415000,"Powiat wodzisławski",2006,157.2
"15510",2416000,"Powiat zawierciański",2006,150.1
"15511",2417000,"Powiat żywiecki",2006,114.1
"15512",2461000,"Powiat m.Bielsko-Biała",2006,112.7
"15513",2462000,"Powiat m.Bytom",2006,106.2
"15514",2463000,"Powiat m.Chorzów",2006,77
"15515",2464000,"Powiat m.Częstochowa",2006,124.2
"15516",2465000,"Powiat m.Dąbrowa Górnicza",2006,144.9
"15517",2466000,"Powiat m.Gliwice",2006,89.4
"15518",2467000,"Powiat m.Jastrzębie-Zdrój",2006,155.9
"15519",2468000,"Powiat m.Jaworzno",2006,121.8
"15520",2469000,"Powiat m.Katowice",2006,108
"15521",2470000,"Powiat m.Mysłowice",2006,157.1
"15522",2471000,"Powiat m.Piekary Śląskie",2006,111.4
"15523",2472000,"Powiat m.Ruda Śląska",2006,109.2
"15524",2473000,"Powiat m.Rybnik",2006,145
"15525",2474000,"Powiat m.Siemianowice Śląskie",2006,168.4
"15526",2475000,"Powiat m.Sosnowiec",2006,126.8
"15527",2476000,"Powiat m.Świętochłowice",2006,169.3
"15528",2477000,"Powiat m.Tychy",2006,103.4
"15529",2478000,"Powiat m.Zabrze",2006,79.6
"15530",2479000,"Powiat m.Żory",2006,111.4
"15531",2601000,"Powiat buski",2006,142.8
"15532",2602000,"Powiat jędrzejowski",2006,127.9
"15533",2603000,"Powiat kazimierski",2006,176.6
"15534",2604000,"Powiat kielecki",2006,122
"15535",2605000,"Powiat konecki",2006,128.5
"15536",2606000,"Powiat opatowski",2006,146
"15537",2607000,"Powiat ostrowiecki",2006,135.1
"15538",2608000,"Powiat pińczowski",2006,102
"15539",2609000,"Powiat sandomierski",2006,144.9
"15540",2610000,"Powiat skarżyski",2006,146.2
"15541",2611000,"Powiat starachowicki",2006,142.9
"15542",2612000,"Powiat staszowski",2006,111.4
