"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietna_powierzchnia_uZytkowa_1_mieszkania_m2"
"18752",805000,"Powiat słubicki",2015,93
"18753",806000,"Powiat strzelecko-drezdenecki",2015,127
"18754",807000,"Powiat sulęciński",2015,115.7
"18755",808000,"Powiat świebodziński",2015,97.6
"18756",809000,"Powiat zielonogórski",2015,128.2
"18757",810000,"Powiat żagański",2015,113.9
"18758",811000,"Powiat żarski",2015,105.6
"18759",812000,"Powiat wschowski",2015,91.2
"18760",861000,"Powiat m.Gorzów Wielkopolski",2015,64.2
"18761",862000,"Powiat m.Zielona Góra",2015,80.3
"18762",1001000,"Powiat bełchatowski",2015,130.9
"18763",1002000,"Powiat kutnowski",2015,113.2
"18764",1003000,"Powiat łaski",2015,116.8
"18765",1004000,"Powiat łęczycki",2015,121
"18766",1005000,"Powiat łowicki",2015,134.6
"18767",1006000,"Powiat łódzki wschodni",2015,163.6
"18768",1007000,"Powiat opoczyński",2015,134.3
"18769",1008000,"Powiat pabianicki",2015,131.5
"18770",1009000,"Powiat pajęczański",2015,157.9
"18771",1010000,"Powiat piotrkowski",2015,128.2
"18772",1011000,"Powiat poddębicki",2015,109.2
"18773",1012000,"Powiat radomszczański",2015,134.9
"18774",1013000,"Powiat rawski",2015,113.2
"18775",1014000,"Powiat sieradzki",2015,128.8
"18776",1015000,"Powiat skierniewicki",2015,148.9
"18777",1016000,"Powiat tomaszowski",2015,140
"18778",1017000,"Powiat wieluński",2015,145
"18779",1018000,"Powiat wieruszowski",2015,112.8
"18780",1019000,"Powiat zduńskowolski",2015,128.2
"18781",1020000,"Powiat zgierski",2015,135
"18782",1021000,"Powiat brzeziński",2015,119
"18783",1061000,"Powiat m.Łódź",2015,74.7
"18784",1062000,"Powiat m.Piotrków Trybunalski",2015,85.2
"18785",1063000,"Powiat m.Skierniewice",2015,157.9
"18786",1201000,"Powiat bocheński",2015,122.3
"18787",1202000,"Powiat brzeski",2015,138
"18788",1203000,"Powiat chrzanowski",2015,156.5
"18789",1204000,"Powiat dąbrowski",2015,139.4
"18790",1205000,"Powiat gorlicki",2015,133.4
"18791",1206000,"Powiat krakowski",2015,152.1
"18792",1207000,"Powiat limanowski",2015,170.6
"18793",1208000,"Powiat miechowski",2015,153.9
"18794",1209000,"Powiat myślenicki",2015,158.3
"18795",1210000,"Powiat nowosądecki",2015,161.8
"18796",1211000,"Powiat nowotarski",2015,162.6
"18797",1212000,"Powiat olkuski",2015,166.5
"18798",1213000,"Powiat oświęcimski",2015,127.8
"18799",1214000,"Powiat proszowicki",2015,140.3
"18800",1215000,"Powiat suski",2015,153.6
"18801",1216000,"Powiat tarnowski",2015,142.1
"18802",1217000,"Powiat tatrzański",2015,126
"18803",1218000,"Powiat wadowicki",2015,132.1
"18804",1219000,"Powiat wielicki",2015,125.8
"18805",1261000,"Powiat m.Kraków",2015,59.5
"18806",1262000,"Powiat m.Nowy Sącz",2015,143.4
"18807",1263000,"Powiat m.Tarnów",2015,83.9
"18808",1401000,"Powiat białobrzeski",2015,131.5
"18809",1402000,"Powiat ciechanowski",2015,89.3
"18810",1403000,"Powiat garwoliński",2015,129.8
"18811",1404000,"Powiat gostyniński",2015,106.4
"18812",1405000,"Powiat grodziski",2015,144.7
"18813",1406000,"Powiat grójecki",2015,100.6
"18814",1407000,"Powiat kozienicki",2015,115.4
"18815",1408000,"Powiat legionowski",2015,117.6
"18816",1409000,"Powiat lipski",2015,127.5
"18817",1410000,"Powiat łosicki",2015,99.5
"18818",1411000,"Powiat makowski",2015,131.7
"18819",1412000,"Powiat miński",2015,118.9
"18820",1413000,"Powiat mławski",2015,78.6
"18821",1414000,"Powiat nowodworski",2015,86.8
"18822",1415000,"Powiat ostrołęcki",2015,139.7
"18823",1416000,"Powiat ostrowski",2015,130.8
"18824",1417000,"Powiat otwocki",2015,141.3
"18825",1418000,"Powiat piaseczyński",2015,114.4
"18826",1419000,"Powiat płocki",2015,131.5
"18827",1420000,"Powiat płoński",2015,100.1
"18828",1421000,"Powiat pruszkowski",2015,180.9
"18829",1422000,"Powiat przasnyski",2015,130.5
"18830",1423000,"Powiat przysuski",2015,125.2
"18831",1424000,"Powiat pułtuski",2015,105
"18832",1425000,"Powiat radomski",2015,134.2
"18833",1426000,"Powiat siedlecki",2015,160.5
"18834",1427000,"Powiat sierpecki",2015,135.3
"18835",1428000,"Powiat sochaczewski",2015,138.2
"18836",1429000,"Powiat sokołowski",2015,149.3
"18837",1430000,"Powiat szydłowiecki",2015,125.9
"18838",1432000,"Powiat warszawski zachodni",2015,133.1
"18839",1433000,"Powiat węgrowski",2015,133.3
"18840",1434000,"Powiat wołomiński",2015,98.2
"18841",1435000,"Powiat wyszkowski",2015,110.6
"18842",1436000,"Powiat zwoleński",2015,129.5
"18843",1437000,"Powiat żuromiński",2015,172.2
"18844",1438000,"Powiat żyrardowski",2015,133
"18845",1461000,"Powiat m.Ostrołęka",2015,73.9
"18846",1462000,"Powiat m.Płock",2015,89.5
"18847",1463000,"Powiat m.Radom",2015,97.5
"18848",1464000,"Powiat m.Siedlce",2015,64.6
"18849",1465000,"Powiat m. st. Warszawa",2015,64.1
"18850",1601000,"Powiat brzeski",2015,105
"18851",1602000,"Powiat głubczycki",2015,171.8
"18852",1603000,"Powiat kędzierzyńsko-kozielski",2015,156.6
"18853",1604000,"Powiat kluczborski",2015,147.4
"18854",1605000,"Powiat krapkowicki",2015,180.5
"18855",1606000,"Powiat namysłowski",2015,96.6
"18856",1607000,"Powiat nyski",2015,150.3
"18857",1608000,"Powiat oleski",2015,134.4
"18858",1609000,"Powiat opolski",2015,161
"18859",1610000,"Powiat prudnicki",2015,148.1
"18860",1611000,"Powiat strzelecki",2015,165.5
"18861",1661000,"Powiat m.Opole",2015,89
"18862",1801000,"Powiat bieszczadzki",2015,148.9
"18863",1802000,"Powiat brzozowski",2015,131
"18864",1803000,"Powiat dębicki",2015,141.7
"18865",1804000,"Powiat jarosławski",2015,132.6
"18866",1805000,"Powiat jasielski",2015,118.5
"18867",1806000,"Powiat kolbuszowski",2015,139.9
"18868",1807000,"Powiat krośnieński",2015,146.7
"18869",1808000,"Powiat leżajski",2015,145.5
"18870",1809000,"Powiat lubaczowski",2015,132.4
"18871",1810000,"Powiat łańcucki",2015,138.1
"18872",1811000,"Powiat mielecki",2015,119.6
"18873",1812000,"Powiat niżański",2015,116.9
"18874",1813000,"Powiat przemyski",2015,125.3
"18875",1814000,"Powiat przeworski",2015,133.7
"18876",1815000,"Powiat ropczycko-sędziszowski",2015,124.7
"18877",1816000,"Powiat rzeszowski",2015,133.1
"18878",1817000,"Powiat sanocki",2015,149.5
"18879",1818000,"Powiat stalowowolski",2015,121.5
"18880",1819000,"Powiat strzyżowski",2015,130.2
"18881",1820000,"Powiat tarnobrzeski",2015,125.5
"18882",1821000,"Powiat leski",2015,153
"18883",1861000,"Powiat m.Krosno",2015,92.4
"18884",1862000,"Powiat m.Przemyśl",2015,94.8
"18885",1863000,"Powiat m.Rzeszów",2015,65.1
"18886",1864000,"Powiat m.Tarnobrzeg",2015,84.9
"18887",2001000,"Powiat augustowski",2015,117
"18888",2002000,"Powiat białostocki",2015,134.3
"18889",2003000,"Powiat bielski",2015,170.8
"18890",2004000,"Powiat grajewski",2015,103.6
"18891",2005000,"Powiat hajnowski",2015,122.9
"18892",2006000,"Powiat kolneński",2015,159.6
"18893",2007000,"Powiat łomżyński",2015,159.1
"18894",2008000,"Powiat moniecki",2015,165.4
"18895",2009000,"Powiat sejneński",2015,136.7
"18896",2010000,"Powiat siemiatycki",2015,134
"18897",2011000,"Powiat sokólski",2015,142.8
"18898",2012000,"Powiat suwalski",2015,153.3
"18899",2013000,"Powiat wysokomazowiecki",2015,162
"18900",2014000,"Powiat zambrowski",2015,117.3
"18901",2061000,"Powiat m.Białystok",2015,65.5
"18902",2062000,"Powiat m.Łomża",2015,84.1
"18903",2063000,"Powiat m.Suwałki",2015,74.1
"18904",2201000,"Powiat bytowski",2015,108.7
"18905",2202000,"Powiat chojnicki",2015,139.3
"18906",2203000,"Powiat człuchowski",2015,143.8
"18907",2204000,"Powiat gdański",2015,95.7
"18908",2205000,"Powiat kartuski",2015,122.5
"18909",2206000,"Powiat kościerski",2015,113.5
"18910",2207000,"Powiat kwidzyński",2015,99.7
"18911",2208000,"Powiat lęborski",2015,121.1
"18912",2209000,"Powiat malborski",2015,79.6
"18913",2210000,"Powiat nowodworski",2015,90
"18914",2211000,"Powiat pucki",2015,97.5
"18915",2212000,"Powiat słupski",2015,110.3
"18916",2213000,"Powiat starogardzki",2015,144.4
"18917",2214000,"Powiat tczewski",2015,86.3
"18918",2215000,"Powiat wejherowski",2015,104.8
"18919",2216000,"Powiat sztumski",2015,110.1
"18920",2261000,"Powiat m.Gdańsk",2015,56.6
"18921",2262000,"Powiat m.Gdynia",2015,72.1
"18922",2263000,"Powiat m.Słupsk",2015,70.8
"18923",2264000,"Powiat m.Sopot",2015,102.1
"18924",2401000,"Powiat będziński",2015,154.6
"18925",2402000,"Powiat bielski",2015,135.5
"18926",2403000,"Powiat cieszyński",2015,123.3
"18927",2404000,"Powiat częstochowski",2015,149.1
"18928",2405000,"Powiat gliwicki",2015,141.9
"18929",2406000,"Powiat kłobucki",2015,156
"18930",2407000,"Powiat lubliniecki",2015,142.5
"18931",2408000,"Powiat mikołowski",2015,133.7
"18932",2409000,"Powiat myszkowski",2015,167.2
"18933",2410000,"Powiat pszczyński",2015,137
"18934",2411000,"Powiat raciborski",2015,159.3
"18935",2412000,"Powiat rybnicki",2015,116.4
"18936",2413000,"Powiat tarnogórski",2015,125.9
"18937",2414000,"Powiat bieruńsko-lędziński",2015,148.6
"18938",2415000,"Powiat wodzisławski",2015,162.8
"18939",2416000,"Powiat zawierciański",2015,153.2
"18940",2417000,"Powiat żywiecki",2015,127.7
"18941",2461000,"Powiat m.Bielsko-Biała",2015,94.3
"18942",2462000,"Powiat m.Bytom",2015,125.7
"18943",2463000,"Powiat m.Chorzów",2015,125.3
"18944",2464000,"Powiat m.Częstochowa",2015,124.7
"18945",2465000,"Powiat m.Dąbrowa Górnicza",2015,137.5
"18946",2466000,"Powiat m.Gliwice",2015,117.8
"18947",2467000,"Powiat m.Jastrzębie-Zdrój",2015,141.1
"18948",2468000,"Powiat m.Jaworzno",2015,133.7
"18949",2469000,"Powiat m.Katowice",2015,63.2
"18950",2470000,"Powiat m.Mysłowice",2015,138.5
"18951",2471000,"Powiat m.Piekary Śląskie",2015,147.3
"18952",2472000,"Powiat m.Ruda Śląska",2015,105.1
"18953",2473000,"Powiat m.Rybnik",2015,101.1
"18954",2474000,"Powiat m.Siemianowice Śląskie",2015,144.8
"18955",2475000,"Powiat m.Sosnowiec",2015,122
"18956",2476000,"Powiat m.Świętochłowice",2015,69.6
"18957",2477000,"Powiat m.Tychy",2015,85.2
"18958",2478000,"Powiat m.Zabrze",2015,93.2
"18959",2479000,"Powiat m.Żory",2015,94.5
"18960",2601000,"Powiat buski",2015,132.5
"18961",2602000,"Powiat jędrzejowski",2015,143.1
"18962",2603000,"Powiat kazimierski",2015,165.8
"18963",2604000,"Powiat kielecki",2015,116.7
"18964",2605000,"Powiat konecki",2015,152
"18965",2606000,"Powiat opatowski",2015,141.8
"18966",2607000,"Powiat ostrowiecki",2015,137.3
"18967",2608000,"Powiat pińczowski",2015,115
"18968",2609000,"Powiat sandomierski",2015,146.3
"18969",2610000,"Powiat skarżyski",2015,116
"18970",2611000,"Powiat starachowicki",2015,99.6
"18971",2612000,"Powiat staszowski",2015,146.4
"18972",2613000,"Powiat włoszczowski",2015,130.1
"18973",2661000,"Powiat m.Kielce",2015,62
"18974",2801000,"Powiat bartoszycki",2015,134.8
"18975",2802000,"Powiat braniewski",2015,119.6
"18976",2803000,"Powiat działdowski",2015,81.3
"18977",2804000,"Powiat elbląski",2015,118.1
"18978",2805000,"Powiat ełcki",2015,80.2
"18979",2806000,"Powiat giżycki",2015,156.7
"18980",2807000,"Powiat iławski",2015,86
"18981",2808000,"Powiat kętrzyński",2015,121.4
"18982",2809000,"Powiat lidzbarski",2015,105.2
"18983",2810000,"Powiat mrągowski",2015,116.7
"18984",2811000,"Powiat nidzicki",2015,124.9
"18985",2812000,"Powiat nowomiejski",2015,122.3
"18986",2813000,"Powiat olecki",2015,89.1
"18987",2814000,"Powiat olsztyński",2015,103.4
"18988",2815000,"Powiat ostródzki",2015,113.4
"18989",2816000,"Powiat piski",2015,102.7
"18990",2817000,"Powiat szczycieński",2015,93.6
"18991",2818000,"Powiat gołdapski",2015,117.6
"18992",2819000,"Powiat węgorzewski",2015,136.4
"18993",2861000,"Powiat m.Elbląg",2015,106.5
"18994",2862000,"Powiat m.Olsztyn",2015,65.7
"18995",3001000,"Powiat chodzieski",2015,151.5
"18996",3002000,"Powiat czarnkowsko-trzcianecki",2015,114.1
"18997",3003000,"Powiat gnieźnieński",2015,102.4
"18998",3004000,"Powiat gostyński",2015,106.8
"18999",3005000,"Powiat grodziski",2015,103.6
"19000",3006000,"Powiat jarociński",2015,132.9
"19001",3007000,"Powiat kaliski",2015,138.3
"19002",3008000,"Powiat kępiński",2015,130.4
"19003",3009000,"Powiat kolski",2015,141.6
"19004",3010000,"Powiat koniński",2015,135.6
"19005",3011000,"Powiat kościański",2015,128.2
"19006",3012000,"Powiat krotoszyński",2015,127.3
"19007",3013000,"Powiat leszczyński",2015,137.5
"19008",3014000,"Powiat międzychodzki",2015,133.3
"19009",3015000,"Powiat nowotomyski",2015,103.7
"19010",3016000,"Powiat obornicki",2015,93.9
"19011",3017000,"Powiat ostrowski",2015,130.3
"19012",3018000,"Powiat ostrzeszowski",2015,111.9
"19013",3019000,"Powiat pilski",2015,125.8
"19014",3020000,"Powiat pleszewski",2015,115
"19015",3021000,"Powiat poznański",2015,114.7
"19016",3022000,"Powiat rawicki",2015,102.2
"19017",3023000,"Powiat słupecki",2015,122
"19018",3024000,"Powiat szamotulski",2015,112.2
"19019",3025000,"Powiat średzki",2015,115.3
"19020",3026000,"Powiat śremski",2015,91.1
"19021",3027000,"Powiat turecki",2015,135.6
"19022",3028000,"Powiat wągrowiecki",2015,86.9
"19023",3029000,"Powiat wolsztyński",2015,156
"19024",3030000,"Powiat wrzesiński",2015,94.9
"19025",3031000,"Powiat złotowski",2015,106.1
"19026",3061000,"Powiat m.Kalisz",2015,88
"19027",3062000,"Powiat m.Konin",2015,85.3
"19028",3063000,"Powiat m.Leszno",2015,92.1
"19029",3064000,"Powiat m.Poznań",2015,63.3
"19030",3201000,"Powiat białogardzki",2015,96.8
"19031",3202000,"Powiat choszczeński",2015,103.3
"19032",3203000,"Powiat drawski",2015,122.5
"19033",3204000,"Powiat goleniowski",2015,150.8
"19034",3205000,"Powiat gryficki",2015,129.8
"19035",3206000,"Powiat gryfiński",2015,129.6
"19036",3207000,"Powiat kamieński",2015,75.6
"19037",3208000,"Powiat kołobrzeski",2015,82.7
"19038",3209000,"Powiat koszaliński",2015,128
"19039",3210000,"Powiat myśliborski",2015,98.6
"19040",3211000,"Powiat policki",2015,118.9
"19041",3212000,"Powiat pyrzycki",2015,127.5
"19042",3213000,"Powiat sławieński",2015,91.4
"19043",3214000,"Powiat stargardzki",2015,103.1
"19044",3215000,"Powiat szczecinecki",2015,121.9
"19045",3216000,"Powiat świdwiński",2015,110.6
"19046",3217000,"Powiat wałecki",2015,126
"19047",3218000,"Powiat łobeski",2015,96.2
"19048",3261000,"Powiat m.Koszalin",2015,68.1
"19049",3262000,"Powiat m.Szczecin",2015,77.3
"19050",3263000,"Powiat m.Świnoujście",2015,65.9
"19051",201000,"Powiat bolesławiecki",2016,104.1
"19052",202000,"Powiat dzierżoniowski",2016,108.8
"19053",203000,"Powiat głogowski",2016,89.1
"19054",204000,"Powiat górowski",2016,135.3
"19055",205000,"Powiat jaworski",2016,131.7
"19056",206000,"Powiat jeleniogórski",2016,94.2
"19057",207000,"Powiat kamiennogórski",2016,140.9
"19058",208000,"Powiat kłodzki",2016,94
"19059",209000,"Powiat legnicki",2016,131.5
"19060",210000,"Powiat lubański",2016,106.9
"19061",211000,"Powiat lubiński",2016,109.3
"19062",212000,"Powiat lwówecki",2016,128
"19063",213000,"Powiat milicki",2016,103.3
"19064",214000,"Powiat oleśnicki",2016,117.5
"19065",215000,"Powiat oławski",2016,94.6
"19066",216000,"Powiat polkowicki",2016,126.7
"19067",217000,"Powiat strzeliński",2016,124.6
"19068",218000,"Powiat średzki",2016,105.7
"19069",219000,"Powiat świdnicki",2016,112.7
"19070",220000,"Powiat trzebnicki",2016,117.3
"19071",221000,"Powiat wałbrzyski",2016,136.9
"19072",222000,"Powiat wołowski",2016,88.6
"19073",223000,"Powiat wrocławski",2016,97.7
"19074",224000,"Powiat ząbkowicki",2016,117.7
"19075",225000,"Powiat zgorzelecki",2016,113.7
"19076",226000,"Powiat złotoryjski",2016,162.5
"19077",261000,"Powiat m.Jelenia Góra",2016,88.7
"19078",262000,"Powiat m.Legnica",2016,83.1
"19079",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"19080",264000,"Powiat m.Wrocław",2016,58.9
"19081",265000,"Powiat m.Wałbrzych od 2013",2016,102.7
"19082",401000,"Powiat aleksandrowski",2016,95.2
"19083",402000,"Powiat brodnicki",2016,96.4
"19084",403000,"Powiat bydgoski",2016,139.7
"19085",404000,"Powiat chełmiński",2016,117.9
"19086",405000,"Powiat golubsko-dobrzyński",2016,108.7
"19087",406000,"Powiat grudziądzki",2016,145.4
"19088",407000,"Powiat inowrocławski",2016,102.2
"19089",408000,"Powiat lipnowski",2016,110.9
"19090",409000,"Powiat mogileński",2016,122.2
"19091",410000,"Powiat nakielski",2016,104.9
"19092",411000,"Powiat radziejowski",2016,129.4
"19093",412000,"Powiat rypiński",2016,102
"19094",413000,"Powiat sępoleński",2016,91.8
"19095",414000,"Powiat świecki",2016,130.2
"19096",415000,"Powiat toruński",2016,115.9
"19097",416000,"Powiat tucholski",2016,102.1
"19098",417000,"Powiat wąbrzeski",2016,121.5
"19099",418000,"Powiat włocławski",2016,143.7
"19100",419000,"Powiat żniński",2016,131.7
"19101",461000,"Powiat m.Bydgoszcz",2016,59.4
"19102",462000,"Powiat m.Grudziądz",2016,140.4
"19103",463000,"Powiat m.Toruń",2016,63.9
"19104",464000,"Powiat m.Włocławek",2016,82.5
"19105",601000,"Powiat bialski",2016,128.3
"19106",602000,"Powiat biłgorajski",2016,121.1
"19107",603000,"Powiat chełmski",2016,133.5
"19108",604000,"Powiat hrubieszowski",2016,119.8
"19109",605000,"Powiat janowski",2016,137.5
"19110",606000,"Powiat krasnostawski",2016,143.8
"19111",607000,"Powiat kraśnicki",2016,106.5
"19112",608000,"Powiat lubartowski",2016,119.1
"19113",609000,"Powiat lubelski",2016,137.3
"19114",610000,"Powiat łęczyński",2016,114.2
"19115",611000,"Powiat łukowski",2016,127.7
"19116",612000,"Powiat opolski",2016,131.2
"19117",613000,"Powiat parczewski",2016,126.8
"19118",614000,"Powiat puławski",2016,95.7
"19119",615000,"Powiat radzyński",2016,119.9
"19120",616000,"Powiat rycki",2016,147.4
"19121",617000,"Powiat świdnicki",2016,129.7
"19122",618000,"Powiat tomaszowski",2016,121.5
"19123",619000,"Powiat włodawski",2016,109.2
"19124",620000,"Powiat zamojski",2016,139.7
"19125",661000,"Powiat m.Biała Podlaska",2016,88.1
"19126",662000,"Powiat m.Chełm",2016,86.4
"19127",663000,"Powiat m.Lublin",2016,63.2
"19128",664000,"Powiat m.Zamość",2016,77.8
"19129",801000,"Powiat gorzowski",2016,105.2
"19130",802000,"Powiat krośnieński",2016,127.1
"19131",803000,"Powiat międzyrzecki",2016,123.9
"19132",804000,"Powiat nowosolski",2016,95.5
"19133",805000,"Powiat słubicki",2016,111.7
"19134",806000,"Powiat strzelecko-drezdenecki",2016,90.8
"19135",807000,"Powiat sulęciński",2016,116.3
"19136",808000,"Powiat świebodziński",2016,74.4
"19137",809000,"Powiat zielonogórski",2016,117.5
"19138",810000,"Powiat żagański",2016,128.8
"19139",811000,"Powiat żarski",2016,130.9
"19140",812000,"Powiat wschowski",2016,130.1
"19141",861000,"Powiat m.Gorzów Wielkopolski",2016,63.8
"19142",862000,"Powiat m.Zielona Góra",2016,73.2
"19143",1001000,"Powiat bełchatowski",2016,140.8
"19144",1002000,"Powiat kutnowski",2016,101.9
"19145",1003000,"Powiat łaski",2016,121.6
"19146",1004000,"Powiat łęczycki",2016,146.9
"19147",1005000,"Powiat łowicki",2016,106.6
"19148",1006000,"Powiat łódzki wschodni",2016,163.1
"19149",1007000,"Powiat opoczyński",2016,126.3
"19150",1008000,"Powiat pabianicki",2016,129.2
"19151",1009000,"Powiat pajęczański",2016,134.4
"19152",1010000,"Powiat piotrkowski",2016,130
"19153",1011000,"Powiat poddębicki",2016,130
"19154",1012000,"Powiat radomszczański",2016,111.4
"19155",1013000,"Powiat rawski",2016,134.7
"19156",1014000,"Powiat sieradzki",2016,123.5
"19157",1015000,"Powiat skierniewicki",2016,140.6
"19158",1016000,"Powiat tomaszowski",2016,100.6
"19159",1017000,"Powiat wieluński",2016,152.8
"19160",1018000,"Powiat wieruszowski",2016,134.1
"19161",1019000,"Powiat zduńskowolski",2016,137.5
"19162",1020000,"Powiat zgierski",2016,115.5
"19163",1021000,"Powiat brzeziński",2016,159.8
"19164",1061000,"Powiat m.Łódź",2016,77.9
"19165",1062000,"Powiat m.Piotrków Trybunalski",2016,100.5
"19166",1063000,"Powiat m.Skierniewice",2016,155.6
"19167",1201000,"Powiat bocheński",2016,129.8
"19168",1202000,"Powiat brzeski",2016,134.4
"19169",1203000,"Powiat chrzanowski",2016,144.5
"19170",1204000,"Powiat dąbrowski",2016,132.2
"19171",1205000,"Powiat gorlicki",2016,133.1
"19172",1206000,"Powiat krakowski",2016,147.6
"19173",1207000,"Powiat limanowski",2016,174.8
"19174",1208000,"Powiat miechowski",2016,142.1
"19175",1209000,"Powiat myślenicki",2016,160.2
"19176",1210000,"Powiat nowosądecki",2016,151.6
"19177",1211000,"Powiat nowotarski",2016,157.7
"19178",1212000,"Powiat olkuski",2016,141.8
"19179",1213000,"Powiat oświęcimski",2016,130.2
"19180",1214000,"Powiat proszowicki",2016,136.1
"19181",1215000,"Powiat suski",2016,165.8
"19182",1216000,"Powiat tarnowski",2016,140.5
"19183",1217000,"Powiat tatrzański",2016,121
"19184",1218000,"Powiat wadowicki",2016,128.8
"19185",1219000,"Powiat wielicki",2016,124.7
"19186",1261000,"Powiat m.Kraków",2016,57.5
"19187",1262000,"Powiat m.Nowy Sącz",2016,107.3
"19188",1263000,"Powiat m.Tarnów",2016,84.3
"19189",1401000,"Powiat białobrzeski",2016,117.3
"19190",1402000,"Powiat ciechanowski",2016,130.7
"19191",1403000,"Powiat garwoliński",2016,113.9
"19192",1404000,"Powiat gostyniński",2016,105.5
"19193",1405000,"Powiat grodziski",2016,114.3
"19194",1406000,"Powiat grójecki",2016,103.5
"19195",1407000,"Powiat kozienicki",2016,133.6
"19196",1408000,"Powiat legionowski",2016,106.9
"19197",1409000,"Powiat lipski",2016,135.2
"19198",1410000,"Powiat łosicki",2016,138.9
"19199",1411000,"Powiat makowski",2016,122.7
"19200",1412000,"Powiat miński",2016,123.6
"19201",1413000,"Powiat mławski",2016,85.9
"19202",1414000,"Powiat nowodworski",2016,84.5
"19203",1415000,"Powiat ostrołęcki",2016,145.2
"19204",1416000,"Powiat ostrowski",2016,144.8
"19205",1417000,"Powiat otwocki",2016,107.9
"19206",1418000,"Powiat piaseczyński",2016,118.9
"19207",1419000,"Powiat płocki",2016,128.9
"19208",1420000,"Powiat płoński",2016,87.6
"19209",1421000,"Powiat pruszkowski",2016,175.2
"19210",1422000,"Powiat przasnyski",2016,111.8
"19211",1423000,"Powiat przysuski",2016,125.3
"19212",1424000,"Powiat pułtuski",2016,100.3
"19213",1425000,"Powiat radomski",2016,131.6
"19214",1426000,"Powiat siedlecki",2016,155.9
"19215",1427000,"Powiat sierpecki",2016,103.4
"19216",1428000,"Powiat sochaczewski",2016,140.5
"19217",1429000,"Powiat sokołowski",2016,94.3
"19218",1430000,"Powiat szydłowiecki",2016,122.3
"19219",1432000,"Powiat warszawski zachodni",2016,141.8
"19220",1433000,"Powiat węgrowski",2016,128.4
"19221",1434000,"Powiat wołomiński",2016,85.8
"19222",1435000,"Powiat wyszkowski",2016,106.9
"19223",1436000,"Powiat zwoleński",2016,117.4
"19224",1437000,"Powiat żuromiński",2016,89.6
"19225",1438000,"Powiat żyrardowski",2016,134.5
"19226",1461000,"Powiat m.Ostrołęka",2016,110.5
"19227",1462000,"Powiat m.Płock",2016,66.2
"19228",1463000,"Powiat m.Radom",2016,100.5
"19229",1464000,"Powiat m.Siedlce",2016,71.9
"19230",1465000,"Powiat m. st. Warszawa",2016,59.3
"19231",1601000,"Powiat brzeski",2016,123.6
"19232",1602000,"Powiat głubczycki",2016,145.2
"19233",1603000,"Powiat kędzierzyńsko-kozielski",2016,152.2
"19234",1604000,"Powiat kluczborski",2016,148.5
"19235",1605000,"Powiat krapkowicki",2016,175.4
"19236",1606000,"Powiat namysłowski",2016,92.3
"19237",1607000,"Powiat nyski",2016,173.6
"19238",1608000,"Powiat oleski",2016,131.3
"19239",1609000,"Powiat opolski",2016,146
"19240",1610000,"Powiat prudnicki",2016,165.2
"19241",1611000,"Powiat strzelecki",2016,169.3
"19242",1661000,"Powiat m.Opole",2016,73.4
"19243",1801000,"Powiat bieszczadzki",2016,174.3
"19244",1802000,"Powiat brzozowski",2016,130.6
"19245",1803000,"Powiat dębicki",2016,147
"19246",1804000,"Powiat jarosławski",2016,145.3
"19247",1805000,"Powiat jasielski",2016,121.9
"19248",1806000,"Powiat kolbuszowski",2016,131.4
"19249",1807000,"Powiat krośnieński",2016,144.6
"19250",1808000,"Powiat leżajski",2016,143.3
"19251",1809000,"Powiat lubaczowski",2016,137.4
"19252",1810000,"Powiat łańcucki",2016,144.6
"19253",1811000,"Powiat mielecki",2016,113.6
"19254",1812000,"Powiat niżański",2016,139.2
"19255",1813000,"Powiat przemyski",2016,139.4
"19256",1814000,"Powiat przeworski",2016,137.1
"19257",1815000,"Powiat ropczycko-sędziszowski",2016,120.6
"19258",1816000,"Powiat rzeszowski",2016,134.4
"19259",1817000,"Powiat sanocki",2016,147.9
"19260",1818000,"Powiat stalowowolski",2016,122.3
"19261",1819000,"Powiat strzyżowski",2016,135.6
"19262",1820000,"Powiat tarnobrzeski",2016,128.3
"19263",1821000,"Powiat leski",2016,123.3
"19264",1861000,"Powiat m.Krosno",2016,91.3
"19265",1862000,"Powiat m.Przemyśl",2016,102
"19266",1863000,"Powiat m.Rzeszów",2016,64.9
"19267",1864000,"Powiat m.Tarnobrzeg",2016,142.4
"19268",2001000,"Powiat augustowski",2016,150
"19269",2002000,"Powiat białostocki",2016,134.5
"19270",2003000,"Powiat bielski",2016,171.8
"19271",2004000,"Powiat grajewski",2016,79.7
"19272",2005000,"Powiat hajnowski",2016,121.3
"19273",2006000,"Powiat kolneński",2016,144.5
"19274",2007000,"Powiat łomżyński",2016,162.4
"19275",2008000,"Powiat moniecki",2016,165
"19276",2009000,"Powiat sejneński",2016,122.3
"19277",2010000,"Powiat siemiatycki",2016,119.4
"19278",2011000,"Powiat sokólski",2016,169.6
"19279",2012000,"Powiat suwalski",2016,172.6
"19280",2013000,"Powiat wysokomazowiecki",2016,152
"19281",2014000,"Powiat zambrowski",2016,144
"19282",2061000,"Powiat m.Białystok",2016,72.8
"19283",2062000,"Powiat m.Łomża",2016,77.5
"19284",2063000,"Powiat m.Suwałki",2016,66.3
"19285",2201000,"Powiat bytowski",2016,124.1
"19286",2202000,"Powiat chojnicki",2016,128.1
