"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_40_do_60_m2_szt"
"4375",1804000,"Powiat jarosławski",2016,82
"4376",1805000,"Powiat jasielski",2016,44
"4377",1806000,"Powiat kolbuszowski",2016,0
"4378",1807000,"Powiat krośnieński",2016,9
"4379",1808000,"Powiat leżajski",2016,23
"4380",1809000,"Powiat lubaczowski",2016,14
"4381",1810000,"Powiat łańcucki",2016,11
"4382",1811000,"Powiat mielecki",2016,100
"4383",1812000,"Powiat niżański",2016,10
"4384",1813000,"Powiat przemyski",2016,29
"4385",1814000,"Powiat przeworski",2016,10
"4386",1815000,"Powiat ropczycko-sędziszowski",2016,39
"4387",1816000,"Powiat rzeszowski",2016,75
"4388",1817000,"Powiat sanocki",2016,21
"4389",1818000,"Powiat stalowowolski",2016,156
"4390",1819000,"Powiat strzyżowski",2016,7
"4391",1820000,"Powiat tarnobrzeski",2016,22
"4392",1821000,"Powiat leski",2016,15
"4393",1861000,"Powiat m.Krosno",2016,58
"4394",1862000,"Powiat m.Przemyśl",2016,88
"4395",1863000,"Powiat m.Rzeszów",2016,576
"4396",1864000,"Powiat m.Tarnobrzeg",2016,20
"4397",2001000,"Powiat augustowski",2016,51
"4398",2002000,"Powiat białostocki",2016,160
"4399",2003000,"Powiat bielski",2016,0
"4400",2004000,"Powiat grajewski",2016,62
"4401",2005000,"Powiat hajnowski",2016,24
"4402",2006000,"Powiat kolneński",2016,23
"4403",2007000,"Powiat łomżyński",2016,0
"4404",2008000,"Powiat moniecki",2016,12
"4405",2009000,"Powiat sejneński",2016,13
"4406",2010000,"Powiat siemiatycki",2016,9
"4407",2011000,"Powiat sokólski",2016,19
"4408",2012000,"Powiat suwalski",2016,11
"4409",2013000,"Powiat wysokomazowiecki",2016,24
"4410",2014000,"Powiat zambrowski",2016,51
"4411",2061000,"Powiat m.Białystok",2016,1533
"4412",2062000,"Powiat m.Łomża",2016,217
"4413",2063000,"Powiat m.Suwałki",2016,24
"4414",2201000,"Powiat bytowski",2016,115
"4415",2202000,"Powiat chojnicki",2016,68
"4416",2203000,"Powiat człuchowski",2016,77
"4417",2204000,"Powiat gdański",2016,409
"4418",2205000,"Powiat kartuski",2016,65
"4419",2206000,"Powiat kościerski",2016,78
"4420",2207000,"Powiat kwidzyński",2016,96
"4421",2208000,"Powiat lęborski",2016,175
"4422",2209000,"Powiat malborski",2016,128
"4423",2210000,"Powiat nowodworski",2016,37
"4424",2211000,"Powiat pucki",2016,222
"4425",2212000,"Powiat słupski",2016,185
"4426",2213000,"Powiat starogardzki",2016,116
"4427",2214000,"Powiat tczewski",2016,290
"4428",2215000,"Powiat wejherowski",2016,540
"4429",2216000,"Powiat sztumski",2016,35
"4430",2261000,"Powiat m.Gdańsk",2016,3847
"4431",2262000,"Powiat m.Gdynia",2016,911
"4432",2263000,"Powiat m.Słupsk",2016,337
"4433",2264000,"Powiat m.Sopot",2016,165
"4434",2401000,"Powiat będziński",2016,147
"4435",2402000,"Powiat bielski",2016,87
"4436",2403000,"Powiat cieszyński",2016,159
"4437",2404000,"Powiat częstochowski",2016,42
"4438",2405000,"Powiat gliwicki",2016,147
"4439",2406000,"Powiat kłobucki",2016,7
"4440",2407000,"Powiat lubliniecki",2016,17
"4441",2408000,"Powiat mikołowski",2016,70
"4442",2409000,"Powiat myszkowski",2016,25
"4443",2410000,"Powiat pszczyński",2016,115
"4444",2411000,"Powiat raciborski",2016,98
"4445",2412000,"Powiat rybnicki",2016,33
"4446",2413000,"Powiat tarnogórski",2016,79
"4447",2414000,"Powiat bieruńsko-lędziński",2016,42
"4448",2415000,"Powiat wodzisławski",2016,101
"4449",2416000,"Powiat zawierciański",2016,53
"4450",2417000,"Powiat żywiecki",2016,32
"4451",2461000,"Powiat m.Bielsko-Biała",2016,315
"4452",2462000,"Powiat m.Bytom",2016,391
"4453",2463000,"Powiat m.Chorzów",2016,203
"4454",2464000,"Powiat m.Częstochowa",2016,285
"4455",2465000,"Powiat m.Dąbrowa Górnicza",2016,161
"4456",2466000,"Powiat m.Gliwice",2016,461
"4457",2467000,"Powiat m.Jastrzębie-Zdrój",2016,61
"4458",2468000,"Powiat m.Jaworzno",2016,183
"4459",2469000,"Powiat m.Katowice",2016,594
"4460",2470000,"Powiat m.Mysłowice",2016,169
"4461",2471000,"Powiat m.Piekary Śląskie",2016,107
"4462",2472000,"Powiat m.Ruda Śląska",2016,313
"4463",2473000,"Powiat m.Rybnik",2016,148
"4464",2474000,"Powiat m.Siemianowice Śląskie",2016,162
"4465",2475000,"Powiat m.Sosnowiec",2016,178
"4466",2476000,"Powiat m.Świętochłowice",2016,84
"4467",2477000,"Powiat m.Tychy",2016,344
"4468",2478000,"Powiat m.Zabrze",2016,302
"4469",2479000,"Powiat m.Żory",2016,111
"4470",2601000,"Powiat buski",2016,21
"4471",2602000,"Powiat jędrzejowski",2016,43
"4472",2603000,"Powiat kazimierski",2016,8
"4473",2604000,"Powiat kielecki",2016,3
"4474",2605000,"Powiat konecki",2016,25
"4475",2606000,"Powiat opatowski",2016,5
"4476",2607000,"Powiat ostrowiecki",2016,48
"4477",2608000,"Powiat pińczowski",2016,16
"4478",2609000,"Powiat sandomierski",2016,23
"4479",2610000,"Powiat skarżyski",2016,73
"4480",2611000,"Powiat starachowicki",2016,90
"4481",2612000,"Powiat staszowski",2016,16
"4482",2613000,"Powiat włoszczowski",2016,15
"4483",2661000,"Powiat m.Kielce",2016,644
"4484",2801000,"Powiat bartoszycki",2016,72
"4485",2802000,"Powiat braniewski",2016,63
"4486",2803000,"Powiat działdowski",2016,73
"4487",2804000,"Powiat elbląski",2016,43
"4488",2805000,"Powiat ełcki",2016,175
"4489",2806000,"Powiat giżycki",2016,136
"4490",2807000,"Powiat iławski",2016,249
"4491",2808000,"Powiat kętrzyński",2016,122
"4492",2809000,"Powiat lidzbarski",2016,57
"4493",2810000,"Powiat mrągowski",2016,103
"4494",2811000,"Powiat nidzicki",2016,49
"4495",2812000,"Powiat nowomiejski",2016,20
"4496",2813000,"Powiat olecki",2016,79
"4497",2814000,"Powiat olsztyński",2016,372
"4498",2815000,"Powiat ostródzki",2016,165
"4499",2816000,"Powiat piski",2016,105
"4500",2817000,"Powiat szczycieński",2016,125
"4501",2818000,"Powiat gołdapski",2016,51
"4502",2819000,"Powiat węgorzewski",2016,29
"4503",2861000,"Powiat m.Elbląg",2016,263
"4504",2862000,"Powiat m.Olsztyn",2016,694
"4505",3001000,"Powiat chodzieski",2016,35
"4506",3002000,"Powiat czarnkowsko-trzcianecki",2016,63
"4507",3003000,"Powiat gnieźnieński",2016,194
"4508",3004000,"Powiat gostyński",2016,72
"4509",3005000,"Powiat grodziski",2016,62
"4510",3006000,"Powiat jarociński",2016,55
"4511",3007000,"Powiat kaliski",2016,5
"4512",3008000,"Powiat kępiński",2016,6
"4513",3009000,"Powiat kolski",2016,41
"4514",3010000,"Powiat koniński",2016,18
"4515",3011000,"Powiat kościański",2016,89
"4516",3012000,"Powiat krotoszyński",2016,99
"4517",3013000,"Powiat leszczyński",2016,25
"4518",3014000,"Powiat międzychodzki",2016,45
"4519",3015000,"Powiat nowotomyski",2016,116
"4520",3016000,"Powiat obornicki",2016,143
"4521",3017000,"Powiat ostrowski",2016,103
"4522",3018000,"Powiat ostrzeszowski",2016,56
"4523",3019000,"Powiat pilski",2016,185
"4524",3020000,"Powiat pleszewski",2016,35
"4525",3021000,"Powiat poznański",2016,636
"4526",3022000,"Powiat rawicki",2016,37
"4527",3023000,"Powiat słupecki",2016,31
"4528",3024000,"Powiat szamotulski",2016,87
"4529",3025000,"Powiat średzki",2016,81
"4530",3026000,"Powiat śremski",2016,33
"4531",3027000,"Powiat turecki",2016,108
"4532",3028000,"Powiat wągrowiecki",2016,143
"4533",3029000,"Powiat wolsztyński",2016,19
"4534",3030000,"Powiat wrzesiński",2016,260
"4535",3031000,"Powiat złotowski",2016,110
"4536",3061000,"Powiat m.Kalisz",2016,159
"4537",3062000,"Powiat m.Konin",2016,175
"4538",3063000,"Powiat m.Leszno",2016,88
"4539",3064000,"Powiat m.Poznań",2016,2901
"4540",3201000,"Powiat białogardzki",2016,66
"4541",3202000,"Powiat choszczeński",2016,75
"4542",3203000,"Powiat drawski",2016,86
"4543",3204000,"Powiat goleniowski",2016,131
"4544",3205000,"Powiat gryficki",2016,90
"4545",3206000,"Powiat gryfiński",2016,112
"4546",3207000,"Powiat kamieński",2016,145
"4547",3208000,"Powiat kołobrzeski",2016,296
"4548",3209000,"Powiat koszaliński",2016,104
"4549",3210000,"Powiat myśliborski",2016,86
"4550",3211000,"Powiat policki",2016,178
"4551",3212000,"Powiat pyrzycki",2016,49
"4552",3213000,"Powiat sławieński",2016,101
"4553",3214000,"Powiat stargardzki",2016,280
"4554",3215000,"Powiat szczecinecki",2016,121
"4555",3216000,"Powiat świdwiński",2016,74
"4556",3217000,"Powiat wałecki",2016,89
"4557",3218000,"Powiat łobeski",2016,55
"4558",3261000,"Powiat m.Koszalin",2016,282
"4559",3262000,"Powiat m.Szczecin",2016,1761
"4560",3263000,"Powiat m.Świnoujście",2016,119
"4561",201000,"Powiat bolesławiecki",2017,255
"4562",202000,"Powiat dzierżoniowski",2017,140
"4563",203000,"Powiat głogowski",2017,205
"4564",204000,"Powiat górowski",2017,0
"4565",205000,"Powiat jaworski",2017,53
"4566",206000,"Powiat jeleniogórski",2017,101
"4567",207000,"Powiat kamiennogórski",2017,50
"4568",208000,"Powiat kłodzki",2017,234
"4569",209000,"Powiat legnicki",2017,39
"4570",210000,"Powiat lubański",2017,130
"4571",211000,"Powiat lubiński",2017,303
"4572",212000,"Powiat lwówecki",2017,40
"4573",213000,"Powiat milicki",2017,28
"4574",214000,"Powiat oleśnicki",2017,206
"4575",215000,"Powiat oławski",2017,185
"4576",216000,"Powiat polkowicki",2017,88
"4577",217000,"Powiat strzeliński",2017,58
"4578",218000,"Powiat średzki",2017,65
"4579",219000,"Powiat świdnicki",2017,358
"4580",220000,"Powiat trzebnicki",2017,123
"4581",221000,"Powiat wałbrzyski",2017,125
"4582",222000,"Powiat wołowski",2017,164
"4583",223000,"Powiat wrocławski",2017,514
"4584",224000,"Powiat ząbkowicki",2017,95
"4585",225000,"Powiat zgorzelecki",2017,176
"4586",226000,"Powiat złotoryjski",2017,48
"4587",261000,"Powiat m.Jelenia Góra",2017,403
"4588",262000,"Powiat m.Legnica",2017,344
"4589",264000,"Powiat m.Wrocław",2017,5640
"4590",265000,"Powiat m.Wałbrzych od 2013",2017,304
"4591",401000,"Powiat aleksandrowski",2017,97
"4592",402000,"Powiat brodnicki",2017,215
"4593",403000,"Powiat bydgoski",2017,89
"4594",404000,"Powiat chełmiński",2017,54
"4595",405000,"Powiat golubsko-dobrzyński",2017,93
"4596",406000,"Powiat grudziądzki",2017,32
"4597",407000,"Powiat inowrocławski",2017,318
"4598",408000,"Powiat lipnowski",2017,29
"4599",409000,"Powiat mogileński",2017,31
"4600",410000,"Powiat nakielski",2017,112
"4601",411000,"Powiat radziejowski",2017,25
"4602",412000,"Powiat rypiński",2017,18
"4603",413000,"Powiat sępoleński",2017,31
"4604",414000,"Powiat świecki",2017,92
"4605",415000,"Powiat toruński",2017,106
"4606",416000,"Powiat tucholski",2017,21
"4607",417000,"Powiat wąbrzeski",2017,36
"4608",418000,"Powiat włocławski",2017,15
"4609",419000,"Powiat żniński",2017,62
"4610",461000,"Powiat m.Bydgoszcz",2017,1373
"4611",462000,"Powiat m.Grudziądz",2017,200
"4612",463000,"Powiat m.Toruń",2017,667
"4613",464000,"Powiat m.Włocławek",2017,297
"4614",601000,"Powiat bialski",2017,4
"4615",602000,"Powiat biłgorajski",2017,42
"4616",603000,"Powiat chełmski",2017,7
"4617",604000,"Powiat hrubieszowski",2017,37
"4618",605000,"Powiat janowski",2017,11
"4619",606000,"Powiat krasnostawski",2017,11
"4620",607000,"Powiat kraśnicki",2017,50
"4621",608000,"Powiat lubartowski",2017,45
"4622",609000,"Powiat lubelski",2017,57
"4623",610000,"Powiat łęczyński",2017,34
"4624",611000,"Powiat łukowski",2017,34
"4625",612000,"Powiat opolski",2017,32
"4626",613000,"Powiat parczewski",2017,47
"4627",614000,"Powiat puławski",2017,176
"4628",615000,"Powiat radzyński",2017,37
"4629",616000,"Powiat rycki",2017,30
"4630",617000,"Powiat świdnicki",2017,74
"4631",618000,"Powiat tomaszowski",2017,21
"4632",619000,"Powiat włodawski",2017,31
"4633",620000,"Powiat zamojski",2017,8
"4634",661000,"Powiat m.Biała Podlaska",2017,100
"4635",662000,"Powiat m.Chełm",2017,150
"4636",663000,"Powiat m.Lublin",2017,1719
"4637",664000,"Powiat m.Zamość",2017,127
"4638",801000,"Powiat gorzowski",2017,149
"4639",802000,"Powiat krośnieński",2017,67
"4640",803000,"Powiat międzyrzecki",2017,87
"4641",804000,"Powiat nowosolski",2017,119
"4642",805000,"Powiat słubicki",2017,112
"4643",806000,"Powiat strzelecko-drezdenecki",2017,92
"4644",807000,"Powiat sulęciński",2017,42
"4645",808000,"Powiat świebodziński",2017,146
"4646",809000,"Powiat zielonogórski",2017,89
"4647",810000,"Powiat żagański",2017,145
"4648",811000,"Powiat żarski",2017,251
"4649",812000,"Powiat wschowski",2017,18
"4650",861000,"Powiat m.Gorzów Wielkopolski",2017,564
"4651",862000,"Powiat m.Zielona Góra",2017,576
"4652",1001000,"Powiat bełchatowski",2017,139
"4653",1002000,"Powiat kutnowski",2017,83
"4654",1003000,"Powiat łaski",2017,30
"4655",1004000,"Powiat łęczycki",2017,22
"4656",1005000,"Powiat łowicki",2017,42
"4657",1006000,"Powiat łódzki wschodni",2017,17
"4658",1007000,"Powiat opoczyński",2017,32
"4659",1008000,"Powiat pabianicki",2017,96
"4660",1009000,"Powiat pajęczański",2017,0
"4661",1010000,"Powiat piotrkowski",2017,11
"4662",1011000,"Powiat poddębicki",2017,54
"4663",1012000,"Powiat radomszczański",2017,65
"4664",1013000,"Powiat rawski",2017,29
"4665",1014000,"Powiat sieradzki",2017,93
"4666",1015000,"Powiat skierniewicki",2017,4
"4667",1016000,"Powiat tomaszowski",2017,126
"4668",1017000,"Powiat wieluński",2017,15
"4669",1018000,"Powiat wieruszowski",2017,12
"4670",1019000,"Powiat zduńskowolski",2017,72
"4671",1020000,"Powiat zgierski",2017,208
"4672",1021000,"Powiat brzeziński",2017,16
"4673",1061000,"Powiat m.Łódź",2017,2305
"4674",1062000,"Powiat m.Piotrków Trybunalski",2017,109
"4675",1063000,"Powiat m.Skierniewice",2017,77
"4676",1201000,"Powiat bocheński",2017,56
"4677",1202000,"Powiat brzeski",2017,31
"4678",1203000,"Powiat chrzanowski",2017,137
"4679",1204000,"Powiat dąbrowski",2017,8
"4680",1205000,"Powiat gorlicki",2017,32
"4681",1206000,"Powiat krakowski",2017,63
"4682",1207000,"Powiat limanowski",2017,18
"4683",1208000,"Powiat miechowski",2017,12
"4684",1209000,"Powiat myślenicki",2017,62
"4685",1210000,"Powiat nowosądecki",2017,62
"4686",1211000,"Powiat nowotarski",2017,42
"4687",1212000,"Powiat olkuski",2017,77
"4688",1213000,"Powiat oświęcimski",2017,186
"4689",1214000,"Powiat proszowicki",2017,15
"4690",1215000,"Powiat suski",2017,19
"4691",1216000,"Powiat tarnowski",2017,0
"4692",1217000,"Powiat tatrzański",2017,76
"4693",1218000,"Powiat wadowicki",2017,60
"4694",1219000,"Powiat wielicki",2017,324
"4695",1261000,"Powiat m.Kraków",2017,5055
"4696",1262000,"Powiat m.Nowy Sącz",2017,95
"4697",1263000,"Powiat m.Tarnów",2017,220
"4698",1401000,"Powiat białobrzeski",2017,13
"4699",1402000,"Powiat ciechanowski",2017,137
"4700",1403000,"Powiat garwoliński",2017,3
"4701",1404000,"Powiat gostyniński",2017,41
"4702",1405000,"Powiat grodziski",2017,73
"4703",1406000,"Powiat grójecki",2017,48
"4704",1407000,"Powiat kozienicki",2017,39
"4705",1408000,"Powiat legionowski",2017,274
"4706",1409000,"Powiat lipski",2017,0
"4707",1410000,"Powiat łosicki",2017,6
"4708",1411000,"Powiat makowski",2017,0
"4709",1412000,"Powiat miński",2017,296
"4710",1413000,"Powiat mławski",2017,121
"4711",1414000,"Powiat nowodworski",2017,164
"4712",1415000,"Powiat ostrołęcki",2017,0
"4713",1416000,"Powiat ostrowski",2017,20
"4714",1417000,"Powiat otwocki",2017,130
"4715",1418000,"Powiat piaseczyński",2017,236
"4716",1419000,"Powiat płocki",2017,20
"4717",1420000,"Powiat płoński",2017,71
"4718",1421000,"Powiat pruszkowski",2017,731
"4719",1422000,"Powiat przasnyski",2017,67
"4720",1423000,"Powiat przysuski",2017,10
"4721",1424000,"Powiat pułtuski",2017,76
"4722",1425000,"Powiat radomski",2017,54
"4723",1426000,"Powiat siedlecki",2017,0
"4724",1427000,"Powiat sierpecki",2017,81
"4725",1428000,"Powiat sochaczewski",2017,73
"4726",1429000,"Powiat sokołowski",2017,107
"4727",1430000,"Powiat szydłowiecki",2017,27
"4728",1432000,"Powiat warszawski zachodni",2017,131
"4729",1433000,"Powiat węgrowski",2017,41
"4730",1434000,"Powiat wołomiński",2017,437
"4731",1435000,"Powiat wyszkowski",2017,52
"4732",1436000,"Powiat zwoleński",2017,10
"4733",1437000,"Powiat żuromiński",2017,21
"4734",1438000,"Powiat żyrardowski",2017,157
"4735",1461000,"Powiat m.Ostrołęka",2017,134
"4736",1462000,"Powiat m.Płock",2017,400
"4737",1463000,"Powiat m.Radom",2017,465
"4738",1464000,"Powiat m.Siedlce",2017,370
"4739",1465000,"Powiat m. st. Warszawa",2017,10499
"4740",1601000,"Powiat brzeski",2017,209
"4741",1602000,"Powiat głubczycki",2017,55
"4742",1603000,"Powiat kędzierzyńsko-kozielski",2017,123
"4743",1604000,"Powiat kluczborski",2017,101
"4744",1605000,"Powiat krapkowicki",2017,60
"4745",1606000,"Powiat namysłowski",2017,71
"4746",1607000,"Powiat nyski",2017,218
"4747",1608000,"Powiat oleski",2017,12
"4748",1609000,"Powiat opolski",2017,69
"4749",1610000,"Powiat prudnicki",2017,50
"4750",1611000,"Powiat strzelecki",2017,59
"4751",1661000,"Powiat m.Opole",2017,468
"4752",1801000,"Powiat bieszczadzki",2017,37
"4753",1802000,"Powiat brzozowski",2017,12
"4754",1803000,"Powiat dębicki",2017,78
"4755",1804000,"Powiat jarosławski",2017,137
"4756",1805000,"Powiat jasielski",2017,43
"4757",1806000,"Powiat kolbuszowski",2017,7
"4758",1807000,"Powiat krośnieński",2017,22
"4759",1808000,"Powiat leżajski",2017,26
"4760",1809000,"Powiat lubaczowski",2017,10
"4761",1810000,"Powiat łańcucki",2017,57
"4762",1811000,"Powiat mielecki",2017,109
"4763",1812000,"Powiat niżański",2017,14
"4764",1813000,"Powiat przemyski",2017,21
"4765",1814000,"Powiat przeworski",2017,8
"4766",1815000,"Powiat ropczycko-sędziszowski",2017,40
"4767",1816000,"Powiat rzeszowski",2017,58
"4768",1817000,"Powiat sanocki",2017,51
"4769",1818000,"Powiat stalowowolski",2017,175
"4770",1819000,"Powiat strzyżowski",2017,7
"4771",1820000,"Powiat tarnobrzeski",2017,20
"4772",1821000,"Powiat leski",2017,8
"4773",1861000,"Powiat m.Krosno",2017,53
"4774",1862000,"Powiat m.Przemyśl",2017,79
"4775",1863000,"Powiat m.Rzeszów",2017,635
"4776",1864000,"Powiat m.Tarnobrzeg",2017,36
"4777",2001000,"Powiat augustowski",2017,37
"4778",2002000,"Powiat białostocki",2017,128
"4779",2003000,"Powiat bielski",2017,0
"4780",2004000,"Powiat grajewski",2017,32
"4781",2005000,"Powiat hajnowski",2017,34
"4782",2006000,"Powiat kolneński",2017,19
"4783",2007000,"Powiat łomżyński",2017,3
"4784",2008000,"Powiat moniecki",2017,19
"4785",2009000,"Powiat sejneński",2017,10
"4786",2010000,"Powiat siemiatycki",2017,3
"4787",2011000,"Powiat sokólski",2017,33
"4788",2012000,"Powiat suwalski",2017,8
"4789",2013000,"Powiat wysokomazowiecki",2017,17
"4790",2014000,"Powiat zambrowski",2017,52
"4791",2061000,"Powiat m.Białystok",2017,1678
"4792",2062000,"Powiat m.Łomża",2017,172
"4793",2063000,"Powiat m.Suwałki",2017,266
"4794",2201000,"Powiat bytowski",2017,121
"4795",2202000,"Powiat chojnicki",2017,137
"4796",2203000,"Powiat człuchowski",2017,76
"4797",2204000,"Powiat gdański",2017,420
"4798",2205000,"Powiat kartuski",2017,102
"4799",2206000,"Powiat kościerski",2017,85
"4800",2207000,"Powiat kwidzyński",2017,103
"4801",2208000,"Powiat lęborski",2017,170
"4802",2209000,"Powiat malborski",2017,157
"4803",2210000,"Powiat nowodworski",2017,77
"4804",2211000,"Powiat pucki",2017,272
"4805",2212000,"Powiat słupski",2017,164
"4806",2213000,"Powiat starogardzki",2017,163
"4807",2214000,"Powiat tczewski",2017,253
"4808",2215000,"Powiat wejherowski",2017,683
"4809",2216000,"Powiat sztumski",2017,43
"4810",2261000,"Powiat m.Gdańsk",2017,4079
"4811",2262000,"Powiat m.Gdynia",2017,1323
"4812",2263000,"Powiat m.Słupsk",2017,377
"4813",2264000,"Powiat m.Sopot",2017,157
"4814",2401000,"Powiat będziński",2017,190
"4815",2402000,"Powiat bielski",2017,106
"4816",2403000,"Powiat cieszyński",2017,144
"4817",2404000,"Powiat częstochowski",2017,25
"4818",2405000,"Powiat gliwicki",2017,148
"4819",2406000,"Powiat kłobucki",2017,21
"4820",2407000,"Powiat lubliniecki",2017,34
"4821",2408000,"Powiat mikołowski",2017,93
"4822",2409000,"Powiat myszkowski",2017,23
"4823",2410000,"Powiat pszczyński",2017,127
"4824",2411000,"Powiat raciborski",2017,123
"4825",2412000,"Powiat rybnicki",2017,51
"4826",2413000,"Powiat tarnogórski",2017,155
"4827",2414000,"Powiat bieruńsko-lędziński",2017,42
"4828",2415000,"Powiat wodzisławski",2017,103
"4829",2416000,"Powiat zawierciański",2017,102
"4830",2417000,"Powiat żywiecki",2017,17
"4831",2461000,"Powiat m.Bielsko-Biała",2017,422
"4832",2462000,"Powiat m.Bytom",2017,467
"4833",2463000,"Powiat m.Chorzów",2017,320
"4834",2464000,"Powiat m.Częstochowa",2017,346
"4835",2465000,"Powiat m.Dąbrowa Górnicza",2017,164
"4836",2466000,"Powiat m.Gliwice",2017,514
"4837",2467000,"Powiat m.Jastrzębie-Zdrój",2017,75
"4838",2468000,"Powiat m.Jaworzno",2017,185
"4839",2469000,"Powiat m.Katowice",2017,717
"4840",2470000,"Powiat m.Mysłowice",2017,228
"4841",2471000,"Powiat m.Piekary Śląskie",2017,109
"4842",2472000,"Powiat m.Ruda Śląska",2017,326
"4843",2473000,"Powiat m.Rybnik",2017,189
"4844",2474000,"Powiat m.Siemianowice Śląskie",2017,197
"4845",2475000,"Powiat m.Sosnowiec",2017,226
"4846",2476000,"Powiat m.Świętochłowice",2017,95
"4847",2477000,"Powiat m.Tychy",2017,409
"4848",2478000,"Powiat m.Zabrze",2017,433
"4849",2479000,"Powiat m.Żory",2017,117
"4850",2601000,"Powiat buski",2017,28
"4851",2602000,"Powiat jędrzejowski",2017,5
"4852",2603000,"Powiat kazimierski",2017,8
"4853",2604000,"Powiat kielecki",2017,0
"4854",2605000,"Powiat konecki",2017,34
"4855",2606000,"Powiat opatowski",2017,10
"4856",2607000,"Powiat ostrowiecki",2017,48
"4857",2608000,"Powiat pińczowski",2017,15
"4858",2609000,"Powiat sandomierski",2017,32
"4859",2610000,"Powiat skarżyski",2017,86
"4860",2611000,"Powiat starachowicki",2017,90
"4861",2612000,"Powiat staszowski",2017,27
"4862",2613000,"Powiat włoszczowski",2017,20
"4863",2661000,"Powiat m.Kielce",2017,641
"4864",2801000,"Powiat bartoszycki",2017,69
"4865",2802000,"Powiat braniewski",2017,106
"4866",2803000,"Powiat działdowski",2017,80
"4867",2804000,"Powiat elbląski",2017,56
"4868",2805000,"Powiat ełcki",2017,213
"4869",2806000,"Powiat giżycki",2017,231
"4870",2807000,"Powiat iławski",2017,245
"4871",2808000,"Powiat kętrzyński",2017,139
"4872",2809000,"Powiat lidzbarski",2017,61
"4873",2810000,"Powiat mrągowski",2017,97
"4874",2811000,"Powiat nidzicki",2017,45
"4875",2812000,"Powiat nowomiejski",2017,26
"4876",2813000,"Powiat olecki",2017,76
"4877",2814000,"Powiat olsztyński",2017,402
"4878",2815000,"Powiat ostródzki",2017,188
"4879",2816000,"Powiat piski",2017,148
"4880",2817000,"Powiat szczycieński",2017,125
"4881",2818000,"Powiat gołdapski",2017,60
"4882",2819000,"Powiat węgorzewski",2017,33
"4883",2861000,"Powiat m.Elbląg",2017,465
"4884",2862000,"Powiat m.Olsztyn",2017,1035
"4885",3001000,"Powiat chodzieski",2017,89
"4886",3002000,"Powiat czarnkowsko-trzcianecki",2017,56
"4887",3003000,"Powiat gnieźnieński",2017,200
"4888",3004000,"Powiat gostyński",2017,99
"4889",3005000,"Powiat grodziski",2017,80
"4890",3006000,"Powiat jarociński",2017,59
"4891",3007000,"Powiat kaliski",2017,4
"4892",3008000,"Powiat kępiński",2017,32
"4893",3009000,"Powiat kolski",2017,51
"4894",3010000,"Powiat koniński",2017,34
"4895",3011000,"Powiat kościański",2017,73
"4896",3012000,"Powiat krotoszyński",2017,77
"4897",3013000,"Powiat leszczyński",2017,23
"4898",3014000,"Powiat międzychodzki",2017,43
"4899",3015000,"Powiat nowotomyski",2017,111
"4900",3016000,"Powiat obornicki",2017,66
"4901",3017000,"Powiat ostrowski",2017,194
"4902",3018000,"Powiat ostrzeszowski",2017,34
"4903",3019000,"Powiat pilski",2017,210
"4904",3020000,"Powiat pleszewski",2017,24
"4905",3021000,"Powiat poznański",2017,323
"4906",3022000,"Powiat rawicki",2017,55
"4907",3023000,"Powiat słupecki",2017,35
"4908",3024000,"Powiat szamotulski",2017,139
"4909",3025000,"Powiat średzki",2017,145
"4910",3026000,"Powiat śremski",2017,113
"4911",3027000,"Powiat turecki",2017,133
"4912",3028000,"Powiat wągrowiecki",2017,90
"4913",3029000,"Powiat wolsztyński",2017,47
"4914",3030000,"Powiat wrzesiński",2017,528
"4915",3031000,"Powiat złotowski",2017,118
"4916",3061000,"Powiat m.Kalisz",2017,191
"4917",3062000,"Powiat m.Konin",2017,136
"4918",3063000,"Powiat m.Leszno",2017,164
"4919",3064000,"Powiat m.Poznań",2017,3080
"4920",3201000,"Powiat białogardzki",2017,86
"4921",3202000,"Powiat choszczeński",2017,65
"4922",3203000,"Powiat drawski",2017,67
"4923",3204000,"Powiat goleniowski",2017,147
"4924",3205000,"Powiat gryficki",2017,96
"4925",3206000,"Powiat gryfiński",2017,125
"4926",3207000,"Powiat kamieński",2017,168
"4927",3208000,"Powiat kołobrzeski",2017,154
"4928",3209000,"Powiat koszaliński",2017,132
"4929",3210000,"Powiat myśliborski",2017,88
"4930",3211000,"Powiat policki",2017,141
"4931",3212000,"Powiat pyrzycki",2017,44
"4932",3213000,"Powiat sławieński",2017,155
"4933",3214000,"Powiat stargardzki",2017,332
"4934",3215000,"Powiat szczecinecki",2017,192
"4935",3216000,"Powiat świdwiński",2017,46
"4936",3217000,"Powiat wałecki",2017,103
"4937",3218000,"Powiat łobeski",2017,46
"4938",3261000,"Powiat m.Koszalin",2017,341
"4939",3262000,"Powiat m.Szczecin",2017,1921
"4940",3263000,"Powiat m.Świnoujście",2017,199
"4941",201000,"Powiat bolesławiecki",2018,241
"4942",202000,"Powiat dzierżoniowski",2018,169
"4943",203000,"Powiat głogowski",2018,271
"4944",204000,"Powiat górowski",2018,12
"4945",205000,"Powiat jaworski",2018,45
"4946",206000,"Powiat jeleniogórski",2018,95
"4947",207000,"Powiat kamiennogórski",2018,57
