"","Kod","Nazwa","rok","Liczba_kwoty_wyplaconych_dodatkow_mieszkaniowych_ogolem_kwota_zl"
"7191",3027000,"Powiat turecki",2007,1527718
"7192",3028000,"Powiat wągrowiecki",2007,2644907
"7193",3029000,"Powiat wolsztyński",2007,628361
"7194",3030000,"Powiat wrzesiński",2007,3082875
"7195",3031000,"Powiat złotowski",2007,2801859
"7196",3061000,"Powiat m.Kalisz",2007,8101014
"7197",3062000,"Powiat m.Konin",2007,4104203
"7198",3063000,"Powiat m.Leszno",2007,2558673
"7199",3064000,"Powiat m.Poznań",2007,17747838
"7200",3201000,"Powiat białogardzki",2007,1667485
"7201",3202000,"Powiat choszczeński",2007,3372265
"7202",3203000,"Powiat drawski",2007,3633111
"7203",3204000,"Powiat goleniowski",2007,1906245
"7204",3205000,"Powiat gryficki",2007,2466063
"7205",3206000,"Powiat gryfiński",2007,2052218
"7206",3207000,"Powiat kamieński",2007,1627123
"7207",3208000,"Powiat kołobrzeski",2007,1907082
"7208",3209000,"Powiat koszaliński",2007,1362467
"7209",3210000,"Powiat myśliborski",2007,2716345
"7210",3211000,"Powiat policki",2007,1579375
"7211",3212000,"Powiat pyrzycki",2007,1223776
"7212",3213000,"Powiat sławieński",2007,1277516
"7213",3214000,"Powiat stargardzki",2007,5391026
"7214",3215000,"Powiat szczecinecki",2007,3831030
"7215",3216000,"Powiat świdwiński",2007,1871312
"7216",3217000,"Powiat wałecki",2007,2997613
"7217",3218000,"Powiat łobeski",2007,1359666
"7218",3261000,"Powiat m.Koszalin",2007,3953781
"7219",3262000,"Powiat m.Szczecin",2007,19172136
"7220",3263000,"Powiat m.Świnoujście",2007,1034607
"7221",201000,"Powiat bolesławiecki",2008,1597181
"7222",202000,"Powiat dzierżoniowski",2008,3275002
"7223",203000,"Powiat głogowski",2008,2792768
"7224",204000,"Powiat górowski",2008,889930
"7225",205000,"Powiat jaworski",2008,1116160
"7226",206000,"Powiat jeleniogórski",2008,1133751
"7227",207000,"Powiat kamiennogórski",2008,782854
"7228",208000,"Powiat kłodzki",2008,4813813
"7229",209000,"Powiat legnicki",2008,943298
"7230",210000,"Powiat lubański",2008,1775377
"7231",211000,"Powiat lubiński",2008,1764758
"7232",212000,"Powiat lwówecki",2008,843774
"7233",213000,"Powiat milicki",2008,429909
"7234",214000,"Powiat oleśnicki",2008,2357245
"7235",215000,"Powiat oławski",2008,1363254
"7236",216000,"Powiat polkowicki",2008,1106713
"7237",217000,"Powiat strzeliński",2008,942963
"7238",218000,"Powiat średzki",2008,308374
"7239",219000,"Powiat świdnicki",2008,2075854
"7240",220000,"Powiat trzebnicki",2008,839336
"7241",221000,"Powiat wałbrzyski",2008,8313030
"7242",222000,"Powiat wołowski",2008,978431
"7243",223000,"Powiat wrocławski",2008,380552
"7244",224000,"Powiat ząbkowicki",2008,1502698
"7245",225000,"Powiat zgorzelecki",2008,1943525
"7246",226000,"Powiat złotoryjski",2008,1122743
"7247",261000,"Powiat m.Jelenia Góra",2008,1663506
"7248",262000,"Powiat m.Legnica",2008,4740882
"7249",264000,"Powiat m.Wrocław",2008,11009100
"7250",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"7251",401000,"Powiat aleksandrowski",2008,813631
"7252",402000,"Powiat brodnicki",2008,1708580
"7253",403000,"Powiat bydgoski",2008,1991130
"7254",404000,"Powiat chełmiński",2008,1688868
"7255",405000,"Powiat golubsko-dobrzyński",2008,1131642
"7256",406000,"Powiat grudziądzki",2008,1131127
"7257",407000,"Powiat inowrocławski",2008,6641264
"7258",408000,"Powiat lipnowski",2008,978817
"7259",409000,"Powiat mogileński",2008,1243108
"7260",410000,"Powiat nakielski",2008,2741122
"7261",411000,"Powiat radziejowski",2008,776541
"7262",412000,"Powiat rypiński",2008,1063507
"7263",413000,"Powiat sępoleński",2008,1715903
"7264",414000,"Powiat świecki",2008,2770462
"7265",415000,"Powiat toruński",2008,1578540
"7266",416000,"Powiat tucholski",2008,1339517
"7267",417000,"Powiat wąbrzeski",2008,1511073
"7268",418000,"Powiat włocławski",2008,805102
"7269",419000,"Powiat żniński",2008,2610863
"7270",461000,"Powiat m.Bydgoszcz",2008,15069891
"7271",462000,"Powiat m.Grudziądz",2008,8601232
"7272",463000,"Powiat m.Toruń",2008,8478327
"7273",464000,"Powiat m.Włocławek",2008,4872997
"7274",601000,"Powiat bialski",2008,1539868
"7275",602000,"Powiat biłgorajski",2008,902181
"7276",603000,"Powiat chełmski",2008,614343
"7277",604000,"Powiat hrubieszowski",2008,1512403
"7278",605000,"Powiat janowski",2008,270236
"7279",606000,"Powiat krasnostawski",2008,815938
"7280",607000,"Powiat kraśnicki",2008,1036774
"7281",608000,"Powiat lubartowski",2008,662462
"7282",609000,"Powiat lubelski",2008,896301
"7283",610000,"Powiat łęczyński",2008,873019
"7284",611000,"Powiat łukowski",2008,1047029
"7285",612000,"Powiat opolski",2008,1597471
"7286",613000,"Powiat parczewski",2008,548663
"7287",614000,"Powiat puławski",2008,1869158
"7288",615000,"Powiat radzyński",2008,1033706
"7289",616000,"Powiat rycki",2008,621423
"7290",617000,"Powiat świdnicki",2008,1227356
"7291",618000,"Powiat tomaszowski",2008,1454629
"7292",619000,"Powiat włodawski",2008,899316
"7293",620000,"Powiat zamojski",2008,347919
"7294",661000,"Powiat m.Biała Podlaska",2008,2447509
"7295",662000,"Powiat m.Chełm",2008,2364945
"7296",663000,"Powiat m.Lublin",2008,14301923
"7297",664000,"Powiat m.Zamość",2008,4599380
"7298",801000,"Powiat gorzowski",2008,959085
"7299",802000,"Powiat krośnieński",2008,1732797
"7300",803000,"Powiat międzyrzecki",2008,1950826
"7301",804000,"Powiat nowosolski",2008,2980583
"7302",805000,"Powiat słubicki",2008,337691
"7303",806000,"Powiat strzelecko-drezdenecki",2008,674289
"7304",807000,"Powiat sulęciński",2008,721660
"7305",808000,"Powiat świebodziński",2008,768998
"7306",809000,"Powiat zielonogórski",2008,1338302
"7307",810000,"Powiat żagański",2008,2961341
"7308",811000,"Powiat żarski",2008,2585731
"7309",812000,"Powiat wschowski",2008,644554
"7310",861000,"Powiat m.Gorzów Wielkopolski",2008,4939326
"7311",862000,"Powiat m.Zielona Góra",2008,3042154
"7312",1001000,"Powiat bełchatowski",2008,2130194
"7313",1002000,"Powiat kutnowski",2008,3039182
"7314",1003000,"Powiat łaski",2008,848836
"7315",1004000,"Powiat łęczycki",2008,723592
"7316",1005000,"Powiat łowicki",2008,963288
"7317",1006000,"Powiat łódzki wschodni",2008,426247
"7318",1007000,"Powiat opoczyński",2008,494619
"7319",1008000,"Powiat pabianicki",2008,2230172
"7320",1009000,"Powiat pajęczański",2008,187222
"7321",1010000,"Powiat piotrkowski",2008,450124
"7322",1011000,"Powiat poddębicki",2008,497730
"7323",1012000,"Powiat radomszczański",2008,1365094
"7324",1013000,"Powiat rawski",2008,662964
"7325",1014000,"Powiat sieradzki",2008,2036275
"7326",1015000,"Powiat skierniewicki",2008,6606
"7327",1016000,"Powiat tomaszowski",2008,2247897
"7328",1017000,"Powiat wieluński",2008,1074928
"7329",1018000,"Powiat wieruszowski",2008,13124
"7330",1019000,"Powiat zduńskowolski",2008,1672617
"7331",1020000,"Powiat zgierski",2008,3570364
"7332",1021000,"Powiat brzeziński",2008,325974
"7333",1061000,"Powiat m.Łódź",2008,23882648
"7334",1062000,"Powiat m.Piotrków Trybunalski",2008,3510299
"7335",1063000,"Powiat m.Skierniewice",2008,844095
"7336",1201000,"Powiat bocheński",2008,570137
"7337",1202000,"Powiat brzeski",2008,426816
"7338",1203000,"Powiat chrzanowski",2008,2741621
"7339",1204000,"Powiat dąbrowski",2008,311154
"7340",1205000,"Powiat gorlicki",2008,1381440
"7341",1206000,"Powiat krakowski",2008,873465
"7342",1207000,"Powiat limanowski",2008,489011
"7343",1208000,"Powiat miechowski",2008,354663
"7344",1209000,"Powiat myślenicki",2008,243709
"7345",1210000,"Powiat nowosądecki",2008,883287
"7346",1211000,"Powiat nowotarski",2008,966046
"7347",1212000,"Powiat olkuski",2008,1613561
"7348",1213000,"Powiat oświęcimski",2008,3093217
"7349",1214000,"Powiat proszowicki",2008,318042
"7350",1215000,"Powiat suski",2008,132408
"7351",1216000,"Powiat tarnowski",2008,399234
"7352",1217000,"Powiat tatrzański",2008,656032
"7353",1218000,"Powiat wadowicki",2008,1521690
"7354",1219000,"Powiat wielicki",2008,207725
"7355",1261000,"Powiat m.Kraków",2008,15961621
"7356",1262000,"Powiat m.Nowy Sącz",2008,2814689
"7357",1263000,"Powiat m.Tarnów",2008,4764413
"7358",1401000,"Powiat białobrzeski",2008,127630
"7359",1402000,"Powiat ciechanowski",2008,2692443
"7360",1403000,"Powiat garwoliński",2008,426828
"7361",1404000,"Powiat gostyniński",2008,807309
"7362",1405000,"Powiat grodziski",2008,908158
"7363",1406000,"Powiat grójecki",2008,462611
"7364",1407000,"Powiat kozienicki",2008,566461
"7365",1408000,"Powiat legionowski",2008,1074010
"7366",1409000,"Powiat lipski",2008,160088
"7367",1410000,"Powiat łosicki",2008,294747
"7368",1411000,"Powiat makowski",2008,680262
"7369",1412000,"Powiat miński",2008,905255
"7370",1413000,"Powiat mławski",2008,1289367
"7371",1414000,"Powiat nowodworski",2008,1508444
"7372",1415000,"Powiat ostrołęcki",2008,466926
"7373",1416000,"Powiat ostrowski",2008,729875
"7374",1417000,"Powiat otwocki",2008,871141
"7375",1418000,"Powiat piaseczyński",2008,1010923
"7376",1419000,"Powiat płocki",2008,430544
"7377",1420000,"Powiat płoński",2008,849066
"7378",1421000,"Powiat pruszkowski",2008,1539043
"7379",1422000,"Powiat przasnyski",2008,645489
"7380",1423000,"Powiat przysuski",2008,122210
"7381",1424000,"Powiat pułtuski",2008,987220
"7382",1425000,"Powiat radomski",2008,857827
"7383",1426000,"Powiat siedlecki",2008,175821
"7384",1427000,"Powiat sierpecki",2008,1200552
"7385",1428000,"Powiat sochaczewski",2008,1323966
"7386",1429000,"Powiat sokołowski",2008,372428
"7387",1430000,"Powiat szydłowiecki",2008,463445
"7388",1432000,"Powiat warszawski zachodni",2008,320047
"7389",1433000,"Powiat węgrowski",2008,743771
"7390",1434000,"Powiat wołomiński",2008,1579557
"7391",1435000,"Powiat wyszkowski",2008,599484
"7392",1436000,"Powiat zwoleński",2008,151363
"7393",1437000,"Powiat żuromiński",2008,766587
"7394",1438000,"Powiat żyrardowski",2008,1985891
"7395",1461000,"Powiat m.Ostrołęka",2008,2894056
"7396",1462000,"Powiat m.Płock",2008,5457679
"7397",1463000,"Powiat m.Radom",2008,10699989
"7398",1464000,"Powiat m.Siedlce",2008,1689578
"7399",1465000,"Powiat m. st. Warszawa",2008,26046458
"7400",1601000,"Powiat brzeski",2008,2311053
"7401",1602000,"Powiat głubczycki",2008,828133
"7402",1603000,"Powiat kędzierzyńsko-kozielski",2008,2599920
"7403",1604000,"Powiat kluczborski",2008,1564987
"7404",1605000,"Powiat krapkowicki",2008,1106874
"7405",1606000,"Powiat namysłowski",2008,615233
"7406",1607000,"Powiat nyski",2008,2542207
"7407",1608000,"Powiat oleski",2008,500669
"7408",1609000,"Powiat opolski",2008,831753
"7409",1610000,"Powiat prudnicki",2008,1527299
"7410",1611000,"Powiat strzelecki",2008,1137131
"7411",1661000,"Powiat m.Opole",2008,2393892
"7412",1801000,"Powiat bieszczadzki",2008,938389
"7413",1802000,"Powiat brzozowski",2008,181181
"7414",1803000,"Powiat dębicki",2008,2035628
"7415",1804000,"Powiat jarosławski",2008,1918337
"7416",1805000,"Powiat jasielski",2008,2585589
"7417",1806000,"Powiat kolbuszowski",2008,419185
"7418",1807000,"Powiat krośnieński",2008,337561
"7419",1808000,"Powiat leżajski",2008,634417
"7420",1809000,"Powiat lubaczowski",2008,813229
"7421",1810000,"Powiat łańcucki",2008,317291
"7422",1811000,"Powiat mielecki",2008,1351184
"7423",1812000,"Powiat niżański",2008,664540
"7424",1813000,"Powiat przemyski",2008,262125
"7425",1814000,"Powiat przeworski",2008,554400
"7426",1815000,"Powiat ropczycko-sędziszowski",2008,233933
"7427",1816000,"Powiat rzeszowski",2008,390219
"7428",1817000,"Powiat sanocki",2008,1913895
"7429",1818000,"Powiat stalowowolski",2008,1069136
"7430",1819000,"Powiat strzyżowski",2008,292016
"7431",1820000,"Powiat tarnobrzeski",2008,867919
"7432",1821000,"Powiat leski",2008,401888
"7433",1861000,"Powiat m.Krosno",2008,973393
"7434",1862000,"Powiat m.Przemyśl",2008,4409169
"7435",1863000,"Powiat m.Rzeszów",2008,7214510
"7436",1864000,"Powiat m.Tarnobrzeg",2008,2068791
"7437",2001000,"Powiat augustowski",2008,1009626
"7438",2002000,"Powiat białostocki",2008,1829312
"7439",2003000,"Powiat bielski",2008,1182469
"7440",2004000,"Powiat grajewski",2008,1134255
"7441",2005000,"Powiat hajnowski",2008,1334074
"7442",2006000,"Powiat kolneński",2008,794927
"7443",2007000,"Powiat łomżyński",2008,217773
"7444",2008000,"Powiat moniecki",2008,717119
"7445",2009000,"Powiat sejneński",2008,486753
"7446",2010000,"Powiat siemiatycki",2008,381531
"7447",2011000,"Powiat sokólski",2008,1642962
"7448",2012000,"Powiat suwalski",2008,467671
"7449",2013000,"Powiat wysokomazowiecki",2008,428613
"7450",2014000,"Powiat zambrowski",2008,1022124
"7451",2061000,"Powiat m.Białystok",2008,12327257
"7452",2062000,"Powiat m.Łomża",2008,3747740
"7453",2063000,"Powiat m.Suwałki",2008,4078328
"7454",2201000,"Powiat bytowski",2008,773768
"7455",2202000,"Powiat chojnicki",2008,2799156
"7456",2203000,"Powiat człuchowski",2008,1727608
"7457",2204000,"Powiat gdański",2008,1222616
"7458",2205000,"Powiat kartuski",2008,1209763
"7459",2206000,"Powiat kościerski",2008,1668728
"7460",2207000,"Powiat kwidzyński",2008,2606655
"7461",2208000,"Powiat lęborski",2008,1713137
"7462",2209000,"Powiat malborski",2008,2127957
"7463",2210000,"Powiat nowodworski",2008,1273503
"7464",2211000,"Powiat pucki",2008,820857
"7465",2212000,"Powiat słupski",2008,1569624
"7466",2213000,"Powiat starogardzki",2008,2902601
"7467",2214000,"Powiat tczewski",2008,3686719
"7468",2215000,"Powiat wejherowski",2008,3780165
"7469",2216000,"Powiat sztumski",2008,2046057
"7470",2261000,"Powiat m.Gdańsk",2008,11683508
"7471",2262000,"Powiat m.Gdynia",2008,4804966
"7472",2263000,"Powiat m.Słupsk",2008,2089201
"7473",2264000,"Powiat m.Sopot",2008,673687
"7474",2401000,"Powiat będziński",2008,4657740
"7475",2402000,"Powiat bielski",2008,1006105
"7476",2403000,"Powiat cieszyński",2008,2472148
"7477",2404000,"Powiat częstochowski",2008,569102
"7478",2405000,"Powiat gliwicki",2008,2177732
"7479",2406000,"Powiat kłobucki",2008,235249
"7480",2407000,"Powiat lubliniecki",2008,826653
"7481",2408000,"Powiat mikołowski",2008,2004431
"7482",2409000,"Powiat myszkowski",2008,1766211
"7483",2410000,"Powiat pszczyński",2008,703079
"7484",2411000,"Powiat raciborski",2008,2712780
"7485",2412000,"Powiat rybnicki",2008,937680
"7486",2413000,"Powiat tarnogórski",2008,2876295
"7487",2414000,"Powiat bieruńsko-lędziński",2008,318918
"7488",2415000,"Powiat wodzisławski",2008,2631993
"7489",2416000,"Powiat zawierciański",2008,627694
"7490",2417000,"Powiat żywiecki",2008,1014600
"7491",2461000,"Powiat m.Bielsko-Biała",2008,4170819
"7492",2462000,"Powiat m.Bytom",2008,8096038
"7493",2463000,"Powiat m.Chorzów",2008,13238084
"7494",2464000,"Powiat m.Częstochowa",2008,5062622
"7495",2465000,"Powiat m.Dąbrowa Górnicza",2008,3338717
"7496",2466000,"Powiat m.Gliwice",2008,8383557
"7497",2467000,"Powiat m.Jastrzębie-Zdrój",2008,2432846
"7498",2468000,"Powiat m.Jaworzno",2008,1541524
"7499",2469000,"Powiat m.Katowice",2008,15200255
"7500",2470000,"Powiat m.Mysłowice",2008,4069396
"7501",2471000,"Powiat m.Piekary Śląskie",2008,2606016
"7502",2472000,"Powiat m.Ruda Śląska",2008,5590446
"7503",2473000,"Powiat m.Rybnik",2008,3998497
"7504",2474000,"Powiat m.Siemianowice Śląskie",2008,4133084
"7505",2475000,"Powiat m.Sosnowiec",2008,9516233
"7506",2476000,"Powiat m.Świętochłowice",2008,3154892
"7507",2477000,"Powiat m.Tychy",2008,4986492
"7508",2478000,"Powiat m.Zabrze",2008,8838042
"7509",2479000,"Powiat m.Żory",2008,894207
"7510",2601000,"Powiat buski",2008,788413
"7511",2602000,"Powiat jędrzejowski",2008,685307
"7512",2603000,"Powiat kazimierski",2008,136489
"7513",2604000,"Powiat kielecki",2008,506118
"7514",2605000,"Powiat konecki",2008,681818
"7515",2606000,"Powiat opatowski",2008,428156
"7516",2607000,"Powiat ostrowiecki",2008,1908078
"7517",2608000,"Powiat pińczowski",2008,820503
"7518",2609000,"Powiat sandomierski",2008,777933
"7519",2610000,"Powiat skarżyski",2008,1558931
"7520",2611000,"Powiat starachowicki",2008,1675888
"7521",2612000,"Powiat staszowski",2008,613520
"7522",2613000,"Powiat włoszczowski",2008,260331
"7523",2661000,"Powiat m.Kielce",2008,4000000
"7524",2801000,"Powiat bartoszycki",2008,3561694
"7525",2802000,"Powiat braniewski",2008,1517672
"7526",2803000,"Powiat działdowski",2008,1640317
"7527",2804000,"Powiat elbląski",2008,996752
"7528",2805000,"Powiat ełcki",2008,2389112
"7529",2806000,"Powiat giżycki",2008,2760532
"7530",2807000,"Powiat iławski",2008,1468523
"7531",2808000,"Powiat kętrzyński",2008,2735849
"7532",2809000,"Powiat lidzbarski",2008,1486928
"7533",2810000,"Powiat mrągowski",2008,1927251
"7534",2811000,"Powiat nidzicki",2008,715942
"7535",2812000,"Powiat nowomiejski",2008,585741
"7536",2813000,"Powiat olecki",2008,1531590
"7537",2814000,"Powiat olsztyński",2008,2405243
"7538",2815000,"Powiat ostródzki",2008,2023673
"7539",2816000,"Powiat piski",2008,2671646
"7540",2817000,"Powiat szczycieński",2008,1571284
"7541",2818000,"Powiat gołdapski",2008,2196083
"7542",2819000,"Powiat węgorzewski",2008,1215646
"7543",2861000,"Powiat m.Elbląg",2008,5279615
"7544",2862000,"Powiat m.Olsztyn",2008,6646474
"7545",3001000,"Powiat chodzieski",2008,902096
"7546",3002000,"Powiat czarnkowsko-trzcianecki",2008,1722447
"7547",3003000,"Powiat gnieźnieński",2008,5040081
"7548",3004000,"Powiat gostyński",2008,1147632
"7549",3005000,"Powiat grodziski",2008,571269
"7550",3006000,"Powiat jarociński",2008,1148368
"7551",3007000,"Powiat kaliski",2008,373236
"7552",3008000,"Powiat kępiński",2008,538522
"7553",3009000,"Powiat kolski",2008,1961407
"7554",3010000,"Powiat koniński",2008,925110
"7555",3011000,"Powiat kościański",2008,1573760
"7556",3012000,"Powiat krotoszyński",2008,1817857
"7557",3013000,"Powiat leszczyński",2008,339597
"7558",3014000,"Powiat międzychodzki",2008,681519
"7559",3015000,"Powiat nowotomyski",2008,680237
"7560",3016000,"Powiat obornicki",2008,1075181
"7561",3017000,"Powiat ostrowski",2008,3659123
"7562",3018000,"Powiat ostrzeszowski",2008,615365
"7563",3019000,"Powiat pilski",2008,4533725
"7564",3020000,"Powiat pleszewski",2008,1576715
"7565",3021000,"Powiat poznański",2008,3489731
"7566",3022000,"Powiat rawicki",2008,1270980
"7567",3023000,"Powiat słupecki",2008,939597
"7568",3024000,"Powiat szamotulski",2008,1775792
"7569",3025000,"Powiat średzki",2008,695392
"7570",3026000,"Powiat śremski",2008,1577965
"7571",3027000,"Powiat turecki",2008,1195257
"7572",3028000,"Powiat wągrowiecki",2008,2138171
"7573",3029000,"Powiat wolsztyński",2008,512833
"7574",3030000,"Powiat wrzesiński",2008,1942976
"7575",3031000,"Powiat złotowski",2008,2341320
"7576",3061000,"Powiat m.Kalisz",2008,6926532
"7577",3062000,"Powiat m.Konin",2008,3031174
"7578",3063000,"Powiat m.Leszno",2008,1990649
"7579",3064000,"Powiat m.Poznań",2008,12996270
"7580",3201000,"Powiat białogardzki",2008,1464512
"7581",3202000,"Powiat choszczeński",2008,1461110
"7582",3203000,"Powiat drawski",2008,3743987
"7583",3204000,"Powiat goleniowski",2008,1519541
"7584",3205000,"Powiat gryficki",2008,1950176
"7585",3206000,"Powiat gryfiński",2008,1660476
"7586",3207000,"Powiat kamieński",2008,1371978
"7587",3208000,"Powiat kołobrzeski",2008,1501720
"7588",3209000,"Powiat koszaliński",2008,1012146
"7589",3210000,"Powiat myśliborski",2008,2077716
"7590",3211000,"Powiat policki",2008,1235144
"7591",3212000,"Powiat pyrzycki",2008,930627
"7592",3213000,"Powiat sławieński",2008,1004040
"7593",3214000,"Powiat stargardzki",2008,4551681
"7594",3215000,"Powiat szczecinecki",2008,3042445
"7595",3216000,"Powiat świdwiński",2008,1565423
"7596",3217000,"Powiat wałecki",2008,2352251
"7597",3218000,"Powiat łobeski",2008,947229
"7598",3261000,"Powiat m.Koszalin",2008,3132120
"7599",3262000,"Powiat m.Szczecin",2008,14783672
"7600",3263000,"Powiat m.Świnoujście",2008,896914
"7601",201000,"Powiat bolesławiecki",2009,1645017
"7602",202000,"Powiat dzierżoniowski",2009,3047089
"7603",203000,"Powiat głogowski",2009,2356007
"7604",204000,"Powiat górowski",2009,856639
"7605",205000,"Powiat jaworski",2009,1113530
"7606",206000,"Powiat jeleniogórski",2009,1182397
"7607",207000,"Powiat kamiennogórski",2009,907587
"7608",208000,"Powiat kłodzki",2009,4686304
"7609",209000,"Powiat legnicki",2009,940761
"7610",210000,"Powiat lubański",2009,1826505
"7611",211000,"Powiat lubiński",2009,1634192
"7612",212000,"Powiat lwówecki",2009,775314
"7613",213000,"Powiat milicki",2009,390737
"7614",214000,"Powiat oleśnicki",2009,2242388
"7615",215000,"Powiat oławski",2009,1406167
"7616",216000,"Powiat polkowicki",2009,1066481
"7617",217000,"Powiat strzeliński",2009,891529
"7618",218000,"Powiat średzki",2009,318417
"7619",219000,"Powiat świdnicki",2009,1922479
"7620",220000,"Powiat trzebnicki",2009,886784
"7621",221000,"Powiat wałbrzyski",2009,8615844
"7622",222000,"Powiat wołowski",2009,984010
"7623",223000,"Powiat wrocławski",2009,363814
"7624",224000,"Powiat ząbkowicki",2009,1491559
"7625",225000,"Powiat zgorzelecki",2009,1851495
"7626",226000,"Powiat złotoryjski",2009,1103336
"7627",261000,"Powiat m.Jelenia Góra",2009,1660734
"7628",262000,"Powiat m.Legnica",2009,4532689
"7629",264000,"Powiat m.Wrocław",2009,9010780
"7630",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"7631",401000,"Powiat aleksandrowski",2009,761617
"7632",402000,"Powiat brodnicki",2009,1695141
"7633",403000,"Powiat bydgoski",2009,1957609
"7634",404000,"Powiat chełmiński",2009,1806846
"7635",405000,"Powiat golubsko-dobrzyński",2009,1206610
"7636",406000,"Powiat grudziądzki",2009,941132
"7637",407000,"Powiat inowrocławski",2009,6536454
"7638",408000,"Powiat lipnowski",2009,1062773
"7639",409000,"Powiat mogileński",2009,1293549
"7640",410000,"Powiat nakielski",2009,2912219
"7641",411000,"Powiat radziejowski",2009,752090
"7642",412000,"Powiat rypiński",2009,1031021
"7643",413000,"Powiat sępoleński",2009,1496827
"7644",414000,"Powiat świecki",2009,2281349
"7645",415000,"Powiat toruński",2009,1516021
"7646",416000,"Powiat tucholski",2009,1390224
"7647",417000,"Powiat wąbrzeski",2009,1252933
"7648",418000,"Powiat włocławski",2009,718347
"7649",419000,"Powiat żniński",2009,2486280
"7650",461000,"Powiat m.Bydgoszcz",2009,14173075
"7651",462000,"Powiat m.Grudziądz",2009,8542382
"7652",463000,"Powiat m.Toruń",2009,7938616
"7653",464000,"Powiat m.Włocławek",2009,4349023
"7654",601000,"Powiat bialski",2009,1494989
"7655",602000,"Powiat biłgorajski",2009,951887
"7656",603000,"Powiat chełmski",2009,629274
"7657",604000,"Powiat hrubieszowski",2009,1320934
"7658",605000,"Powiat janowski",2009,272782
"7659",606000,"Powiat krasnostawski",2009,813442
"7660",607000,"Powiat kraśnicki",2009,1197238
"7661",608000,"Powiat lubartowski",2009,630068
"7662",609000,"Powiat lubelski",2009,872486
"7663",610000,"Powiat łęczyński",2009,753980
"7664",611000,"Powiat łukowski",2009,924629
"7665",612000,"Powiat opolski",2009,1581731
"7666",613000,"Powiat parczewski",2009,580579
"7667",614000,"Powiat puławski",2009,1666455
"7668",615000,"Powiat radzyński",2009,897829
"7669",616000,"Powiat rycki",2009,518642
"7670",617000,"Powiat świdnicki",2009,998570
"7671",618000,"Powiat tomaszowski",2009,1386195
"7672",619000,"Powiat włodawski",2009,890284
"7673",620000,"Powiat zamojski",2009,289778
"7674",661000,"Powiat m.Biała Podlaska",2009,2190275
"7675",662000,"Powiat m.Chełm",2009,1966904
"7676",663000,"Powiat m.Lublin",2009,13190178
"7677",664000,"Powiat m.Zamość",2009,4593053
"7678",801000,"Powiat gorzowski",2009,916499
"7679",802000,"Powiat krośnieński",2009,1891222
"7680",803000,"Powiat międzyrzecki",2009,1862729
"7681",804000,"Powiat nowosolski",2009,2188016
"7682",805000,"Powiat słubicki",2009,1007386
"7683",806000,"Powiat strzelecko-drezdenecki",2009,1174268
"7684",807000,"Powiat sulęciński",2009,749280
"7685",808000,"Powiat świebodziński",2009,788890
"7686",809000,"Powiat zielonogórski",2009,1288882
"7687",810000,"Powiat żagański",2009,3090400
"7688",811000,"Powiat żarski",2009,2518921
"7689",812000,"Powiat wschowski",2009,455260
"7690",861000,"Powiat m.Gorzów Wielkopolski",2009,4252239
"7691",862000,"Powiat m.Zielona Góra",2009,2907463
"7692",1001000,"Powiat bełchatowski",2009,2019518
"7693",1002000,"Powiat kutnowski",2009,3552985
"7694",1003000,"Powiat łaski",2009,869716
"7695",1004000,"Powiat łęczycki",2009,666306
"7696",1005000,"Powiat łowicki",2009,955684
"7697",1006000,"Powiat łódzki wschodni",2009,404594
"7698",1007000,"Powiat opoczyński",2009,492367
"7699",1008000,"Powiat pabianicki",2009,2292316
"7700",1009000,"Powiat pajęczański",2009,211153
"7701",1010000,"Powiat piotrkowski",2009,433535
"7702",1011000,"Powiat poddębicki",2009,437489
"7703",1012000,"Powiat radomszczański",2009,1188986
"7704",1013000,"Powiat rawski",2009,689307
"7705",1014000,"Powiat sieradzki",2009,1722545
"7706",1015000,"Powiat skierniewicki",2009,7923
"7707",1016000,"Powiat tomaszowski",2009,1941784
"7708",1017000,"Powiat wieluński",2009,1114797
"7709",1018000,"Powiat wieruszowski",2009,415911
"7710",1019000,"Powiat zduńskowolski",2009,1451929
"7711",1020000,"Powiat zgierski",2009,3215922
"7712",1021000,"Powiat brzeziński",2009,332101
"7713",1061000,"Powiat m.Łódź",2009,20612150
"7714",1062000,"Powiat m.Piotrków Trybunalski",2009,3501179
"7715",1063000,"Powiat m.Skierniewice",2009,814317
"7716",1201000,"Powiat bocheński",2009,521843
"7717",1202000,"Powiat brzeski",2009,417141
"7718",1203000,"Powiat chrzanowski",2009,2808158
"7719",1204000,"Powiat dąbrowski",2009,320295
"7720",1205000,"Powiat gorlicki",2009,1278023
"7721",1206000,"Powiat krakowski",2009,829539
"7722",1207000,"Powiat limanowski",2009,491871
"7723",1208000,"Powiat miechowski",2009,381428
"7724",1209000,"Powiat myślenicki",2009,241705
"7725",1210000,"Powiat nowosądecki",2009,877048
"7726",1211000,"Powiat nowotarski",2009,1009372
"7727",1212000,"Powiat olkuski",2009,1522844
"7728",1213000,"Powiat oświęcimski",2009,2897539
"7729",1214000,"Powiat proszowicki",2009,352841
"7730",1215000,"Powiat suski",2009,156207
"7731",1216000,"Powiat tarnowski",2009,361508
"7732",1217000,"Powiat tatrzański",2009,551913
"7733",1218000,"Powiat wadowicki",2009,1610210
