"","Kod","Nazwa","rok","Liczba_kwoty_wyplaconych_dodatkow_mieszkaniowych_ogolem_kwota_zl"
"10111",2061000,"Powiat m.Białystok",2015,14283670
"10112",2062000,"Powiat m.Łomża",2015,2592289
"10113",2063000,"Powiat m.Suwałki",2015,3044461
"10114",2201000,"Powiat bytowski",2015,988252
"10115",2202000,"Powiat chojnicki",2015,2762183
"10116",2203000,"Powiat człuchowski",2015,2253494
"10117",2204000,"Powiat gdański",2015,1791500
"10118",2205000,"Powiat kartuski",2015,2482844
"10119",2206000,"Powiat kościerski",2015,2008541
"10120",2207000,"Powiat kwidzyński",2015,2106829
"10121",2208000,"Powiat lęborski",2015,1635367
"10122",2209000,"Powiat malborski",2015,2654245
"10123",2210000,"Powiat nowodworski",2015,1135977
"10124",2211000,"Powiat pucki",2015,1369878
"10125",2212000,"Powiat słupski",2015,1388273
"10126",2213000,"Powiat starogardzki",2015,4711438
"10127",2214000,"Powiat tczewski",2015,4819137
"10128",2215000,"Powiat wejherowski",2015,3704342
"10129",2216000,"Powiat sztumski",2015,2248287
"10130",2261000,"Powiat m.Gdańsk",2015,15698606
"10131",2262000,"Powiat m.Gdynia",2015,5739083
"10132",2263000,"Powiat m.Słupsk",2015,2010623
"10133",2264000,"Powiat m.Sopot",2015,677054
"10134",2401000,"Powiat będziński",2015,5818244
"10135",2402000,"Powiat bielski",2015,1063769
"10136",2403000,"Powiat cieszyński",2015,2299399
"10137",2404000,"Powiat częstochowski",2015,678590
"10138",2405000,"Powiat gliwicki",2015,2529997
"10139",2406000,"Powiat kłobucki",2015,248614
"10140",2407000,"Powiat lubliniecki",2015,814957
"10141",2408000,"Powiat mikołowski",2015,2231397
"10142",2409000,"Powiat myszkowski",2015,1197289
"10143",2410000,"Powiat pszczyński",2015,838109
"10144",2411000,"Powiat raciborski",2015,3233675
"10145",2412000,"Powiat rybnicki",2015,700049
"10146",2413000,"Powiat tarnogórski",2015,3350482
"10147",2414000,"Powiat bieruńsko-lędziński",2015,379097
"10148",2415000,"Powiat wodzisławski",2015,2978177
"10149",2416000,"Powiat zawierciański",2015,3690730
"10150",2417000,"Powiat żywiecki",2015,1131443
"10151",2461000,"Powiat m.Bielsko-Biała",2015,5603310
"10152",2462000,"Powiat m.Bytom",2015,7294422
"10153",2463000,"Powiat m.Chorzów",2015,12910406
"10154",2464000,"Powiat m.Częstochowa",2015,11624865
"10155",2465000,"Powiat m.Dąbrowa Górnicza",2015,3510784
"10156",2466000,"Powiat m.Gliwice",2015,6592552
"10157",2467000,"Powiat m.Jastrzębie-Zdrój",2015,2922202
"10158",2468000,"Powiat m.Jaworzno",2015,2496574
"10159",2469000,"Powiat m.Katowice",2015,16981658
"10160",2470000,"Powiat m.Mysłowice",2015,3603915
"10161",2471000,"Powiat m.Piekary Śląskie",2015,2659883
"10162",2472000,"Powiat m.Ruda Śląska",2015,6160951
"10163",2473000,"Powiat m.Rybnik",2015,5199628
"10164",2474000,"Powiat m.Siemianowice Śląskie",2015,4132873
"10165",2475000,"Powiat m.Sosnowiec",2015,12876304
"10166",2476000,"Powiat m.Świętochłowice",2015,2584663
"10167",2477000,"Powiat m.Tychy",2015,5027992
"10168",2478000,"Powiat m.Zabrze",2015,11172888
"10169",2479000,"Powiat m.Żory",2015,1236696
"10170",2601000,"Powiat buski",2015,708727
"10171",2602000,"Powiat jędrzejowski",2015,637348
"10172",2603000,"Powiat kazimierski",2015,146117
"10173",2604000,"Powiat kielecki",2015,348551
"10174",2605000,"Powiat konecki",2015,542639
"10175",2606000,"Powiat opatowski",2015,273721
"10176",2607000,"Powiat ostrowiecki",2015,1678341
"10177",2608000,"Powiat pińczowski",2015,572989
"10178",2609000,"Powiat sandomierski",2015,673284
"10179",2610000,"Powiat skarżyski",2015,1754122
"10180",2611000,"Powiat starachowicki",2015,2567782
"10181",2612000,"Powiat staszowski",2015,584261
"10182",2613000,"Powiat włoszczowski",2015,211661
"10183",2661000,"Powiat m.Kielce",2015,4314782
"10184",2801000,"Powiat bartoszycki",2015,2962765
"10185",2802000,"Powiat braniewski",2015,1645451
"10186",2803000,"Powiat działdowski",2015,1563912
"10187",2804000,"Powiat elbląski",2015,822249
"10188",2805000,"Powiat ełcki",2015,2050546
"10189",2806000,"Powiat giżycki",2015,2305000
"10190",2807000,"Powiat iławski",2015,1290332
"10191",2808000,"Powiat kętrzyński",2015,2392713
"10192",2809000,"Powiat lidzbarski",2015,1597029
"10193",2810000,"Powiat mrągowski",2015,2008038
"10194",2811000,"Powiat nidzicki",2015,573192
"10195",2812000,"Powiat nowomiejski",2015,549049
"10196",2813000,"Powiat olecki",2015,1485665
"10197",2814000,"Powiat olsztyński",2015,2960629
"10198",2815000,"Powiat ostródzki",2015,1961626
"10199",2816000,"Powiat piski",2015,2143764
"10200",2817000,"Powiat szczycieński",2015,1117451
"10201",2818000,"Powiat gołdapski",2015,2106652
"10202",2819000,"Powiat węgorzewski",2015,909127
"10203",2861000,"Powiat m.Elbląg",2015,6545323
"10204",2862000,"Powiat m.Olsztyn",2015,6294733
"10205",3001000,"Powiat chodzieski",2015,1203419
"10206",3002000,"Powiat czarnkowsko-trzcianecki",2015,1663153
"10207",3003000,"Powiat gnieźnieński",2015,8160009
"10208",3004000,"Powiat gostyński",2015,1336096
"10209",3005000,"Powiat grodziski",2015,894686
"10210",3006000,"Powiat jarociński",2015,1155327
"10211",3007000,"Powiat kaliski",2015,278251
"10212",3008000,"Powiat kępiński",2015,660184
"10213",3009000,"Powiat kolski",2015,1880211
"10214",3010000,"Powiat koniński",2015,665137
"10215",3011000,"Powiat kościański",2015,2330359
"10216",3012000,"Powiat krotoszyński",2015,2099869
"10217",3013000,"Powiat leszczyński",2015,234221
"10218",3014000,"Powiat międzychodzki",2015,953758
"10219",3015000,"Powiat nowotomyski",2015,597194
"10220",3016000,"Powiat obornicki",2015,1047820
"10221",3017000,"Powiat ostrowski",2015,4646215
"10222",3018000,"Powiat ostrzeszowski",2015,810167
"10223",3019000,"Powiat pilski",2015,4857999
"10224",3020000,"Powiat pleszewski",2015,1615413
"10225",3021000,"Powiat poznański",2015,3851283
"10226",3022000,"Powiat rawicki",2015,1036539
"10227",3023000,"Powiat słupecki",2015,1101968
"10228",3024000,"Powiat szamotulski",2015,1753823
"10229",3025000,"Powiat średzki",2015,582677
"10230",3026000,"Powiat śremski",2015,1984256
"10231",3027000,"Powiat turecki",2015,1042348
"10232",3028000,"Powiat wągrowiecki",2015,1910804
"10233",3029000,"Powiat wolsztyński",2015,682418
"10234",3030000,"Powiat wrzesiński",2015,2496913
"10235",3031000,"Powiat złotowski",2015,2914009
"10236",3061000,"Powiat m.Kalisz",2015,6144806
"10237",3062000,"Powiat m.Konin",2015,3405233
"10238",3063000,"Powiat m.Leszno",2015,1935337
"10239",3064000,"Powiat m.Poznań",2015,18277083
"10240",3201000,"Powiat białogardzki",2015,1520775
"10241",3202000,"Powiat choszczeński",2015,1192984
"10242",3203000,"Powiat drawski",2015,3557110
"10243",3204000,"Powiat goleniowski",2015,1508128
"10244",3205000,"Powiat gryficki",2015,2027277
"10245",3206000,"Powiat gryfiński",2015,1319801
"10246",3207000,"Powiat kamieński",2015,995956
"10247",3208000,"Powiat kołobrzeski",2015,1753019
"10248",3209000,"Powiat koszaliński",2015,1039544
"10249",3210000,"Powiat myśliborski",2015,1815864
"10250",3211000,"Powiat policki",2015,1166663
"10251",3212000,"Powiat pyrzycki",2015,868339
"10252",3213000,"Powiat sławieński",2015,1073875
"10253",3214000,"Powiat stargardzki",2015,4052883
"10254",3215000,"Powiat szczecinecki",2015,3582222
"10255",3216000,"Powiat świdwiński",2015,1752543
"10256",3217000,"Powiat wałecki",2015,1684273
"10257",3218000,"Powiat łobeski",2015,883575
"10258",3261000,"Powiat m.Koszalin",2015,4707570
"10259",3262000,"Powiat m.Szczecin",2015,12822123
"10260",3263000,"Powiat m.Świnoujście",2015,1071219
"10261",201000,"Powiat bolesławiecki",2016,1496845
"10262",202000,"Powiat dzierżoniowski",2016,2471826
"10263",203000,"Powiat głogowski",2016,2023913
"10264",204000,"Powiat górowski",2016,896492
"10265",205000,"Powiat jaworski",2016,791212
"10266",206000,"Powiat jeleniogórski",2016,1115128
"10267",207000,"Powiat kamiennogórski",2016,1095063
"10268",208000,"Powiat kłodzki",2016,4533121
"10269",209000,"Powiat legnicki",2016,689982
"10270",210000,"Powiat lubański",2016,1061566
"10271",211000,"Powiat lubiński",2016,1639849
"10272",212000,"Powiat lwówecki",2016,735355
"10273",213000,"Powiat milicki",2016,199220
"10274",214000,"Powiat oleśnicki",2016,1927201
"10275",215000,"Powiat oławski",2016,1408440
"10276",216000,"Powiat polkowicki",2016,1232473
"10277",217000,"Powiat strzeliński",2016,734137
"10278",218000,"Powiat średzki",2016,217827
"10279",219000,"Powiat świdnicki",2016,1281650
"10280",220000,"Powiat trzebnicki",2016,906900
"10281",221000,"Powiat wałbrzyski",2016,1538732
"10282",222000,"Powiat wołowski",2016,786545
"10283",223000,"Powiat wrocławski",2016,494818
"10284",224000,"Powiat ząbkowicki",2016,925933
"10285",225000,"Powiat zgorzelecki",2016,1272056
"10286",226000,"Powiat złotoryjski",2016,1033014
"10287",261000,"Powiat m.Jelenia Góra",2016,1974358
"10288",262000,"Powiat m.Legnica",2016,3580167
"10289",264000,"Powiat m.Wrocław",2016,9899990
"10290",265000,"Powiat m.Wałbrzych od 2013",2016,4687776
"10291",401000,"Powiat aleksandrowski",2016,984490
"10292",402000,"Powiat brodnicki",2016,1560326
"10293",403000,"Powiat bydgoski",2016,2118899
"10294",404000,"Powiat chełmiński",2016,1317866
"10295",405000,"Powiat golubsko-dobrzyński",2016,1475271
"10296",406000,"Powiat grudziądzki",2016,838487
"10297",407000,"Powiat inowrocławski",2016,6819158
"10298",408000,"Powiat lipnowski",2016,1022120
"10299",409000,"Powiat mogileński",2016,1144396
"10300",410000,"Powiat nakielski",2016,3348448
"10301",411000,"Powiat radziejowski",2016,544753
"10302",412000,"Powiat rypiński",2016,1180556
"10303",413000,"Powiat sępoleński",2016,1109794
"10304",414000,"Powiat świecki",2016,1913630
"10305",415000,"Powiat toruński",2016,1967267
"10306",416000,"Powiat tucholski",2016,1057575
"10307",417000,"Powiat wąbrzeski",2016,1304447
"10308",418000,"Powiat włocławski",2016,732480
"10309",419000,"Powiat żniński",2016,2153909
"10310",461000,"Powiat m.Bydgoszcz",2016,19248982
"10311",462000,"Powiat m.Grudziądz",2016,7418616
"10312",463000,"Powiat m.Toruń",2016,6211754
"10313",464000,"Powiat m.Włocławek",2016,3270795
"10314",601000,"Powiat bialski",2016,1122906
"10315",602000,"Powiat biłgorajski",2016,872358
"10316",603000,"Powiat chełmski",2016,472242
"10317",604000,"Powiat hrubieszowski",2016,936555
"10318",605000,"Powiat janowski",2016,159510
"10319",606000,"Powiat krasnostawski",2016,622015
"10320",607000,"Powiat kraśnicki",2016,987850
"10321",608000,"Powiat lubartowski",2016,588354
"10322",609000,"Powiat lubelski",2016,572882
"10323",610000,"Powiat łęczyński",2016,457053
"10324",611000,"Powiat łukowski",2016,831901
"10325",612000,"Powiat opolski",2016,1376672
"10326",613000,"Powiat parczewski",2016,357935
"10327",614000,"Powiat puławski",2016,1401399
"10328",615000,"Powiat radzyński",2016,671803
"10329",616000,"Powiat rycki",2016,518626
"10330",617000,"Powiat świdnicki",2016,1044407
"10331",618000,"Powiat tomaszowski",2016,867721
"10332",619000,"Powiat włodawski",2016,883869
"10333",620000,"Powiat zamojski",2016,235704
"10334",661000,"Powiat m.Biała Podlaska",2016,2006720
"10335",662000,"Powiat m.Chełm",2016,1811368
"10336",663000,"Powiat m.Lublin",2016,10181834
"10337",664000,"Powiat m.Zamość",2016,3228686
"10338",801000,"Powiat gorzowski",2016,738965
"10339",802000,"Powiat krośnieński",2016,1346239
"10340",803000,"Powiat międzyrzecki",2016,1467137
"10341",804000,"Powiat nowosolski",2016,2155213
"10342",805000,"Powiat słubicki",2016,795142
"10343",806000,"Powiat strzelecko-drezdenecki",2016,1016858
"10344",807000,"Powiat sulęciński",2016,896304
"10345",808000,"Powiat świebodziński",2016,582362
"10346",809000,"Powiat zielonogórski",2016,1099815
"10347",810000,"Powiat żagański",2016,2624064
"10348",811000,"Powiat żarski",2016,2213595
"10349",812000,"Powiat wschowski",2016,339743
"10350",861000,"Powiat m.Gorzów Wielkopolski",2016,3854805
"10351",862000,"Powiat m.Zielona Góra",2016,4440110
"10352",1001000,"Powiat bełchatowski",2016,2083968
"10353",1002000,"Powiat kutnowski",2016,3644091
"10354",1003000,"Powiat łaski",2016,1052347
"10355",1004000,"Powiat łęczycki",2016,525144
"10356",1005000,"Powiat łowicki",2016,966508
"10357",1006000,"Powiat łódzki wschodni",2016,475728
"10358",1007000,"Powiat opoczyński",2016,386598
"10359",1008000,"Powiat pabianicki",2016,1532343
"10360",1009000,"Powiat pajęczański",2016,229793
"10361",1010000,"Powiat piotrkowski",2016,444402
"10362",1011000,"Powiat poddębicki",2016,481279
"10363",1012000,"Powiat radomszczański",2016,1229990
"10364",1013000,"Powiat rawski",2016,681733
"10365",1014000,"Powiat sieradzki",2016,1627861
"10366",1015000,"Powiat skierniewicki",2016,11295
"10367",1016000,"Powiat tomaszowski",2016,2832862
"10368",1017000,"Powiat wieluński",2016,941433
"10369",1018000,"Powiat wieruszowski",2016,310603
"10370",1019000,"Powiat zduńskowolski",2016,1385000
"10371",1020000,"Powiat zgierski",2016,2608788
"10372",1021000,"Powiat brzeziński",2016,311337
"10373",1061000,"Powiat m.Łódź",2016,27479205
"10374",1062000,"Powiat m.Piotrków Trybunalski",2016,4884607
"10375",1063000,"Powiat m.Skierniewice",2016,716700
"10376",1201000,"Powiat bocheński",2016,475706
"10377",1202000,"Powiat brzeski",2016,326394
"10378",1203000,"Powiat chrzanowski",2016,4406193
"10379",1204000,"Powiat dąbrowski",2016,201849
"10380",1205000,"Powiat gorlicki",2016,1039092
"10381",1206000,"Powiat krakowski",2016,1030821
"10382",1207000,"Powiat limanowski",2016,366830
"10383",1208000,"Powiat miechowski",2016,343783
"10384",1209000,"Powiat myślenicki",2016,181688
"10385",1210000,"Powiat nowosądecki",2016,833495
"10386",1211000,"Powiat nowotarski",2016,945476
"10387",1212000,"Powiat olkuski",2016,1419489
"10388",1213000,"Powiat oświęcimski",2016,2812425
"10389",1214000,"Powiat proszowicki",2016,368134
"10390",1215000,"Powiat suski",2016,191564
"10391",1216000,"Powiat tarnowski",2016,316250
"10392",1217000,"Powiat tatrzański",2016,360787
"10393",1218000,"Powiat wadowicki",2016,1333292
"10394",1219000,"Powiat wielicki",2016,240203
"10395",1261000,"Powiat m.Kraków",2016,18605599
"10396",1262000,"Powiat m.Nowy Sącz",2016,2703835
"10397",1263000,"Powiat m.Tarnów",2016,6170566
"10398",1401000,"Powiat białobrzeski",2016,116795
"10399",1402000,"Powiat ciechanowski",2016,2719979
"10400",1403000,"Powiat garwoliński",2016,462929
"10401",1404000,"Powiat gostyniński",2016,840548
"10402",1405000,"Powiat grodziski",2016,1010532
"10403",1406000,"Powiat grójecki",2016,730316
"10404",1407000,"Powiat kozienicki",2016,475137
"10405",1408000,"Powiat legionowski",2016,1253756
"10406",1409000,"Powiat lipski",2016,127626
"10407",1410000,"Powiat łosicki",2016,257645
"10408",1411000,"Powiat makowski",2016,663474
"10409",1412000,"Powiat miński",2016,955985
"10410",1413000,"Powiat mławski",2016,1050503
"10411",1414000,"Powiat nowodworski",2016,947208
"10412",1415000,"Powiat ostrołęcki",2016,202236
"10413",1416000,"Powiat ostrowski",2016,743830
"10414",1417000,"Powiat otwocki",2016,1040271
"10415",1418000,"Powiat piaseczyński",2016,1494325
"10416",1419000,"Powiat płocki",2016,454831
"10417",1420000,"Powiat płoński",2016,977103
"10418",1421000,"Powiat pruszkowski",2016,1995755
"10419",1422000,"Powiat przasnyski",2016,573766
"10420",1423000,"Powiat przysuski",2016,58848
"10421",1424000,"Powiat pułtuski",2016,1308212
"10422",1425000,"Powiat radomski",2016,850690
"10423",1426000,"Powiat siedlecki",2016,75644
"10424",1427000,"Powiat sierpecki",2016,1293293
"10425",1428000,"Powiat sochaczewski",2016,1304435
"10426",1429000,"Powiat sokołowski",2016,277834
"10427",1430000,"Powiat szydłowiecki",2016,305540
"10428",1432000,"Powiat warszawski zachodni",2016,281144
"10429",1433000,"Powiat węgrowski",2016,1017913
"10430",1434000,"Powiat wołomiński",2016,2214467
"10431",1435000,"Powiat wyszkowski",2016,397271
"10432",1436000,"Powiat zwoleński",2016,133195
"10433",1437000,"Powiat żuromiński",2016,469104
"10434",1438000,"Powiat żyrardowski",2016,2043701
"10435",1461000,"Powiat m.Ostrołęka",2016,2126617
"10436",1462000,"Powiat m.Płock",2016,6796358
"10437",1463000,"Powiat m.Radom",2016,9492657
"10438",1464000,"Powiat m.Siedlce",2016,2649309
"10439",1465000,"Powiat m. st. Warszawa",2016,34786631
"10440",1601000,"Powiat brzeski",2016,1827125
"10441",1602000,"Powiat głubczycki",2016,753912
"10442",1603000,"Powiat kędzierzyńsko-kozielski",2016,2385636
"10443",1604000,"Powiat kluczborski",2016,1053565
"10444",1605000,"Powiat krapkowicki",2016,800435
"10445",1606000,"Powiat namysłowski",2016,603118
"10446",1607000,"Powiat nyski",2016,1917610
"10447",1608000,"Powiat oleski",2016,477510
"10448",1609000,"Powiat opolski",2016,812465
"10449",1610000,"Powiat prudnicki",2016,1484593
"10450",1611000,"Powiat strzelecki",2016,1250685
"10451",1661000,"Powiat m.Opole",2016,1981753
"10452",1801000,"Powiat bieszczadzki",2016,1007644
"10453",1802000,"Powiat brzozowski",2016,111409
"10454",1803000,"Powiat dębicki",2016,1525362
"10455",1804000,"Powiat jarosławski",2016,1831916
"10456",1805000,"Powiat jasielski",2016,2079182
"10457",1806000,"Powiat kolbuszowski",2016,245318
"10458",1807000,"Powiat krośnieński",2016,218675
"10459",1808000,"Powiat leżajski",2016,714663
"10460",1809000,"Powiat lubaczowski",2016,502840
"10461",1810000,"Powiat łańcucki",2016,454166
"10462",1811000,"Powiat mielecki",2016,960211
"10463",1812000,"Powiat niżański",2016,429947
"10464",1813000,"Powiat przemyski",2016,178506
"10465",1814000,"Powiat przeworski",2016,388206
"10466",1815000,"Powiat ropczycko-sędziszowski",2016,160151
"10467",1816000,"Powiat rzeszowski",2016,263683
"10468",1817000,"Powiat sanocki",2016,1865895
"10469",1818000,"Powiat stalowowolski",2016,798087
"10470",1819000,"Powiat strzyżowski",2016,229456
"10471",1820000,"Powiat tarnobrzeski",2016,511168
"10472",1821000,"Powiat leski",2016,318872
"10473",1861000,"Powiat m.Krosno",2016,706128
"10474",1862000,"Powiat m.Przemyśl",2016,4227972
"10475",1863000,"Powiat m.Rzeszów",2016,5288706
"10476",1864000,"Powiat m.Tarnobrzeg",2016,1455697
"10477",2001000,"Powiat augustowski",2016,644269
"10478",2002000,"Powiat białostocki",2016,2217511
"10479",2003000,"Powiat bielski",2016,841728
"10480",2004000,"Powiat grajewski",2016,1005784
"10481",2005000,"Powiat hajnowski",2016,1266468
"10482",2006000,"Powiat kolneński",2016,409904
"10483",2007000,"Powiat łomżyński",2016,153888
"10484",2008000,"Powiat moniecki",2016,522673
"10485",2009000,"Powiat sejneński",2016,197485
"10486",2010000,"Powiat siemiatycki",2016,267429
"10487",2011000,"Powiat sokólski",2016,1084379
"10488",2012000,"Powiat suwalski",2016,290307
"10489",2013000,"Powiat wysokomazowiecki",2016,299468
"10490",2014000,"Powiat zambrowski",2016,541974
"10491",2061000,"Powiat m.Białystok",2016,13480749
"10492",2062000,"Powiat m.Łomża",2016,2353394
"10493",2063000,"Powiat m.Suwałki",2016,2638807
"10494",2201000,"Powiat bytowski",2016,894678
"10495",2202000,"Powiat chojnicki",2016,2392269
"10496",2203000,"Powiat człuchowski",2016,2087336
"10497",2204000,"Powiat gdański",2016,1798293
"10498",2205000,"Powiat kartuski",2016,2360244
"10499",2206000,"Powiat kościerski",2016,1940902
"10500",2207000,"Powiat kwidzyński",2016,1706192
"10501",2208000,"Powiat lęborski",2016,1322324
"10502",2209000,"Powiat malborski",2016,2579522
"10503",2210000,"Powiat nowodworski",2016,1063635
"10504",2211000,"Powiat pucki",2016,1291979
"10505",2212000,"Powiat słupski",2016,1187523
"10506",2213000,"Powiat starogardzki",2016,4242042
"10507",2214000,"Powiat tczewski",2016,4318076
"10508",2215000,"Powiat wejherowski",2016,3122668
"10509",2216000,"Powiat sztumski",2016,2008059
"10510",2261000,"Powiat m.Gdańsk",2016,13924159
"10511",2262000,"Powiat m.Gdynia",2016,4866307
"10512",2263000,"Powiat m.Słupsk",2016,1905039
"10513",2264000,"Powiat m.Sopot",2016,622252
"10514",2401000,"Powiat będziński",2016,5445992
"10515",2402000,"Powiat bielski",2016,922916
"10516",2403000,"Powiat cieszyński",2016,1991812
"10517",2404000,"Powiat częstochowski",2016,583295
"10518",2405000,"Powiat gliwicki",2016,2326673
"10519",2406000,"Powiat kłobucki",2016,215350
"10520",2407000,"Powiat lubliniecki",2016,718229
"10521",2408000,"Powiat mikołowski",2016,2139980
"10522",2409000,"Powiat myszkowski",2016,1125121
"10523",2410000,"Powiat pszczyński",2016,768023
"10524",2411000,"Powiat raciborski",2016,3157158
"10525",2412000,"Powiat rybnicki",2016,726456
"10526",2413000,"Powiat tarnogórski",2016,3167283
"10527",2414000,"Powiat bieruńsko-lędziński",2016,384243
"10528",2415000,"Powiat wodzisławski",2016,2870405
"10529",2416000,"Powiat zawierciański",2016,3373136
"10530",2417000,"Powiat żywiecki",2016,954233
"10531",2461000,"Powiat m.Bielsko-Biała",2016,5141152
"10532",2462000,"Powiat m.Bytom",2016,7125832
"10533",2463000,"Powiat m.Chorzów",2016,12571016
"10534",2464000,"Powiat m.Częstochowa",2016,10862638
"10535",2465000,"Powiat m.Dąbrowa Górnicza",2016,3262135
"10536",2466000,"Powiat m.Gliwice",2016,6045029
"10537",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2833315
"10538",2468000,"Powiat m.Jaworzno",2016,2133313
"10539",2469000,"Powiat m.Katowice",2016,15767343
"10540",2470000,"Powiat m.Mysłowice",2016,3369074
"10541",2471000,"Powiat m.Piekary Śląskie",2016,3016904
"10542",2472000,"Powiat m.Ruda Śląska",2016,5742965
"10543",2473000,"Powiat m.Rybnik",2016,5121701
"10544",2474000,"Powiat m.Siemianowice Śląskie",2016,3991615
"10545",2475000,"Powiat m.Sosnowiec",2016,12435034
"10546",2476000,"Powiat m.Świętochłowice",2016,2367873
"10547",2477000,"Powiat m.Tychy",2016,4439924
"10548",2478000,"Powiat m.Zabrze",2016,10827050
"10549",2479000,"Powiat m.Żory",2016,1165246
"10550",2601000,"Powiat buski",2016,650743
"10551",2602000,"Powiat jędrzejowski",2016,555408
"10552",2603000,"Powiat kazimierski",2016,135407
"10553",2604000,"Powiat kielecki",2016,296563
"10554",2605000,"Powiat konecki",2016,454013
"10555",2606000,"Powiat opatowski",2016,257309
"10556",2607000,"Powiat ostrowiecki",2016,1478534
"10557",2608000,"Powiat pińczowski",2016,532588
"10558",2609000,"Powiat sandomierski",2016,615503
"10559",2610000,"Powiat skarżyski",2016,1542650
"10560",2611000,"Powiat starachowicki",2016,2210687
"10561",2612000,"Powiat staszowski",2016,505848
"10562",2613000,"Powiat włoszczowski",2016,182231
"10563",2661000,"Powiat m.Kielce",2016,3694298
"10564",2801000,"Powiat bartoszycki",2016,2751214
"10565",2802000,"Powiat braniewski",2016,1557776
"10566",2803000,"Powiat działdowski",2016,1267673
"10567",2804000,"Powiat elbląski",2016,740731
"10568",2805000,"Powiat ełcki",2016,1713280
"10569",2806000,"Powiat giżycki",2016,1991181
"10570",2807000,"Powiat iławski",2016,1150319
"10571",2808000,"Powiat kętrzyński",2016,2150136
"10572",2809000,"Powiat lidzbarski",2016,1337527
"10573",2810000,"Powiat mrągowski",2016,1750405
"10574",2811000,"Powiat nidzicki",2016,529321
"10575",2812000,"Powiat nowomiejski",2016,461328
"10576",2813000,"Powiat olecki",2016,1328175
"10577",2814000,"Powiat olsztyński",2016,2496198
"10578",2815000,"Powiat ostródzki",2016,1716546
"10579",2816000,"Powiat piski",2016,1963469
"10580",2817000,"Powiat szczycieński",2016,1012687
"10581",2818000,"Powiat gołdapski",2016,1866636
"10582",2819000,"Powiat węgorzewski",2016,829845
"10583",2861000,"Powiat m.Elbląg",2016,5722230
"10584",2862000,"Powiat m.Olsztyn",2016,5748768
"10585",3001000,"Powiat chodzieski",2016,1087291
"10586",3002000,"Powiat czarnkowsko-trzcianecki",2016,1469799
"10587",3003000,"Powiat gnieźnieński",2016,7213303
"10588",3004000,"Powiat gostyński",2016,1164305
"10589",3005000,"Powiat grodziski",2016,866535
"10590",3006000,"Powiat jarociński",2016,1046735
"10591",3007000,"Powiat kaliski",2016,210380
"10592",3008000,"Powiat kępiński",2016,577613
"10593",3009000,"Powiat kolski",2016,1736419
"10594",3010000,"Powiat koniński",2016,569136
"10595",3011000,"Powiat kościański",2016,2226632
"10596",3012000,"Powiat krotoszyński",2016,1932618
"10597",3013000,"Powiat leszczyński",2016,183719
"10598",3014000,"Powiat międzychodzki",2016,784601
"10599",3015000,"Powiat nowotomyski",2016,521440
"10600",3016000,"Powiat obornicki",2016,856994
"10601",3017000,"Powiat ostrowski",2016,4267061
"10602",3018000,"Powiat ostrzeszowski",2016,739690
"10603",3019000,"Powiat pilski",2016,4016679
"10604",3020000,"Powiat pleszewski",2016,1409211
"10605",3021000,"Powiat poznański",2016,3594623
"10606",3022000,"Powiat rawicki",2016,885474
"10607",3023000,"Powiat słupecki",2016,974699
"10608",3024000,"Powiat szamotulski",2016,1578809
"10609",3025000,"Powiat średzki",2016,501971
"10610",3026000,"Powiat śremski",2016,1835506
"10611",3027000,"Powiat turecki",2016,874081
"10612",3028000,"Powiat wągrowiecki",2016,1635398
"10613",3029000,"Powiat wolsztyński",2016,619291
"10614",3030000,"Powiat wrzesiński",2016,2075020
"10615",3031000,"Powiat złotowski",2016,2759610
"10616",3061000,"Powiat m.Kalisz",2016,5529164
"10617",3062000,"Powiat m.Konin",2016,3331781
"10618",3063000,"Powiat m.Leszno",2016,1659397
"10619",3064000,"Powiat m.Poznań",2016,17113493
"10620",3201000,"Powiat białogardzki",2016,1484605
"10621",3202000,"Powiat choszczeński",2016,1385337
"10622",3203000,"Powiat drawski",2016,3395433
"10623",3204000,"Powiat goleniowski",2016,1237128
"10624",3205000,"Powiat gryficki",2016,1803503
"10625",3206000,"Powiat gryfiński",2016,1282464
"10626",3207000,"Powiat kamieński",2016,832842
"10627",3208000,"Powiat kołobrzeski",2016,1530581
"10628",3209000,"Powiat koszaliński",2016,886132
"10629",3210000,"Powiat myśliborski",2016,1589937
"10630",3211000,"Powiat policki",2016,1004170
"10631",3212000,"Powiat pyrzycki",2016,827650
"10632",3213000,"Powiat sławieński",2016,944248
"10633",3214000,"Powiat stargardzki",2016,3712080
"10634",3215000,"Powiat szczecinecki",2016,3241376
"10635",3216000,"Powiat świdwiński",2016,1649716
"10636",3217000,"Powiat wałecki",2016,1457359
"10637",3218000,"Powiat łobeski",2016,772635
"10638",3261000,"Powiat m.Koszalin",2016,4185495
"10639",3262000,"Powiat m.Szczecin",2016,11441782
"10640",3263000,"Powiat m.Świnoujście",2016,1033020
"10641",201000,"Powiat bolesławiecki",2017,1286418
"10642",202000,"Powiat dzierżoniowski",2017,2553403
"10643",203000,"Powiat głogowski",2017,1895543
"10644",204000,"Powiat górowski",2017,820635
"10645",205000,"Powiat jaworski",2017,701826
"10646",206000,"Powiat jeleniogórski",2017,980700
"10647",207000,"Powiat kamiennogórski",2017,960176
"10648",208000,"Powiat kłodzki",2017,3927879
