"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_od_40_do_60_m2_szt"
"13875",1804000,"Powiat jarosławski",2016,29
"13876",1805000,"Powiat jasielski",2016,3
"13877",1806000,"Powiat kolbuszowski",2016,0
"13878",1807000,"Powiat krośnieński",2016,0
"13879",1808000,"Powiat leżajski",2016,0
"13880",1809000,"Powiat lubaczowski",2016,0
"13881",1810000,"Powiat łańcucki",2016,0
"13882",1811000,"Powiat mielecki",2016,16
"13883",1812000,"Powiat niżański",2016,0
"13884",1813000,"Powiat przemyski",2016,3
"13885",1814000,"Powiat przeworski",2016,0
"13886",1815000,"Powiat ropczycko-sędziszowski",2016,24
"13887",1816000,"Powiat rzeszowski",2016,55
"13888",1817000,"Powiat sanocki",2016,0
"13889",1818000,"Powiat stalowowolski",2016,0
"13890",1819000,"Powiat strzyżowski",2016,0
"13891",1820000,"Powiat tarnobrzeski",2016,0
"13892",1821000,"Powiat leski",2016,0
"13893",1861000,"Powiat m.Krosno",2016,15
"13894",1862000,"Powiat m.Przemyśl",2016,24
"13895",1863000,"Powiat m.Rzeszów",2016,278
"13896",1864000,"Powiat m.Tarnobrzeg",2016,0
"13897",2001000,"Powiat augustowski",2016,8
"13898",2002000,"Powiat białostocki",2016,73
"13899",2003000,"Powiat bielski",2016,0
"13900",2004000,"Powiat grajewski",2016,49
"13901",2005000,"Powiat hajnowski",2016,0
"13902",2006000,"Powiat kolneński",2016,0
"13903",2007000,"Powiat łomżyński",2016,0
"13904",2008000,"Powiat moniecki",2016,0
"13905",2009000,"Powiat sejneński",2016,0
"13906",2010000,"Powiat siemiatycki",2016,5
"13907",2011000,"Powiat sokólski",2016,0
"13908",2012000,"Powiat suwalski",2016,0
"13909",2013000,"Powiat wysokomazowiecki",2016,0
"13910",2014000,"Powiat zambrowski",2016,14
"13911",2061000,"Powiat m.Białystok",2016,984
"13912",2062000,"Powiat m.Łomża",2016,135
"13913",2063000,"Powiat m.Suwałki",2016,10
"13914",2201000,"Powiat bytowski",2016,0
"13915",2202000,"Powiat chojnicki",2016,0
"13916",2203000,"Powiat człuchowski",2016,0
"13917",2204000,"Powiat gdański",2016,235
"13918",2205000,"Powiat kartuski",2016,22
"13919",2206000,"Powiat kościerski",2016,43
"13920",2207000,"Powiat kwidzyński",2016,0
"13921",2208000,"Powiat lęborski",2016,21
"13922",2209000,"Powiat malborski",2016,28
"13923",2210000,"Powiat nowodworski",2016,3
"13924",2211000,"Powiat pucki",2016,125
"13925",2212000,"Powiat słupski",2016,79
"13926",2213000,"Powiat starogardzki",2016,8
"13927",2214000,"Powiat tczewski",2016,106
"13928",2215000,"Powiat wejherowski",2016,288
"13929",2216000,"Powiat sztumski",2016,7
"13930",2261000,"Powiat m.Gdańsk",2016,2483
"13931",2262000,"Powiat m.Gdynia",2016,320
"13932",2263000,"Powiat m.Słupsk",2016,93
"13933",2264000,"Powiat m.Sopot",2016,33
"13934",2401000,"Powiat będziński",2016,9
"13935",2402000,"Powiat bielski",2016,21
"13936",2403000,"Powiat cieszyński",2016,63
"13937",2404000,"Powiat częstochowski",2016,0
"13938",2405000,"Powiat gliwicki",2016,3
"13939",2406000,"Powiat kłobucki",2016,0
"13940",2407000,"Powiat lubliniecki",2016,0
"13941",2408000,"Powiat mikołowski",2016,16
"13942",2409000,"Powiat myszkowski",2016,0
"13943",2410000,"Powiat pszczyński",2016,35
"13944",2411000,"Powiat raciborski",2016,0
"13945",2412000,"Powiat rybnicki",2016,0
"13946",2413000,"Powiat tarnogórski",2016,7
"13947",2414000,"Powiat bieruńsko-lędziński",2016,0
"13948",2415000,"Powiat wodzisławski",2016,0
"13949",2416000,"Powiat zawierciański",2016,0
"13950",2417000,"Powiat żywiecki",2016,0
"13951",2461000,"Powiat m.Bielsko-Biała",2016,74
"13952",2462000,"Powiat m.Bytom",2016,0
"13953",2463000,"Powiat m.Chorzów",2016,17
"13954",2464000,"Powiat m.Częstochowa",2016,10
"13955",2465000,"Powiat m.Dąbrowa Górnicza",2016,33
"13956",2466000,"Powiat m.Gliwice",2016,75
"13957",2467000,"Powiat m.Jastrzębie-Zdrój",2016,0
"13958",2468000,"Powiat m.Jaworzno",2016,16
"13959",2469000,"Powiat m.Katowice",2016,23
"13960",2470000,"Powiat m.Mysłowice",2016,16
"13961",2471000,"Powiat m.Piekary Śląskie",2016,6
"13962",2472000,"Powiat m.Ruda Śląska",2016,46
"13963",2473000,"Powiat m.Rybnik",2016,10
"13964",2474000,"Powiat m.Siemianowice Śląskie",2016,29
"13965",2475000,"Powiat m.Sosnowiec",2016,11
"13966",2476000,"Powiat m.Świętochłowice",2016,7
"13967",2477000,"Powiat m.Tychy",2016,72
"13968",2478000,"Powiat m.Zabrze",2016,0
"13969",2479000,"Powiat m.Żory",2016,14
"13970",2601000,"Powiat buski",2016,0
"13971",2602000,"Powiat jędrzejowski",2016,0
"13972",2603000,"Powiat kazimierski",2016,0
"13973",2604000,"Powiat kielecki",2016,0
"13974",2605000,"Powiat konecki",2016,5
"13975",2606000,"Powiat opatowski",2016,0
"13976",2607000,"Powiat ostrowiecki",2016,3
"13977",2608000,"Powiat pińczowski",2016,0
"13978",2609000,"Powiat sandomierski",2016,0
"13979",2610000,"Powiat skarżyski",2016,3
"13980",2611000,"Powiat starachowicki",2016,4
"13981",2612000,"Powiat staszowski",2016,0
"13982",2613000,"Powiat włoszczowski",2016,0
"13983",2661000,"Powiat m.Kielce",2016,339
"13984",2801000,"Powiat bartoszycki",2016,5
"13985",2802000,"Powiat braniewski",2016,13
"13986",2803000,"Powiat działdowski",2016,20
"13987",2804000,"Powiat elbląski",2016,0
"13988",2805000,"Powiat ełcki",2016,20
"13989",2806000,"Powiat giżycki",2016,31
"13990",2807000,"Powiat iławski",2016,82
"13991",2808000,"Powiat kętrzyński",2016,16
"13992",2809000,"Powiat lidzbarski",2016,4
"13993",2810000,"Powiat mrągowski",2016,17
"13994",2811000,"Powiat nidzicki",2016,23
"13995",2812000,"Powiat nowomiejski",2016,0
"13996",2813000,"Powiat olecki",2016,27
"13997",2814000,"Powiat olsztyński",2016,231
"13998",2815000,"Powiat ostródzki",2016,52
"13999",2816000,"Powiat piski",2016,32
"14000",2817000,"Powiat szczycieński",2016,54
"14001",2818000,"Powiat gołdapski",2016,9
"14002",2819000,"Powiat węgorzewski",2016,6
"14003",2861000,"Powiat m.Elbląg",2016,43
"14004",2862000,"Powiat m.Olsztyn",2016,222
"14005",3001000,"Powiat chodzieski",2016,0
"14006",3002000,"Powiat czarnkowsko-trzcianecki",2016,4
"14007",3003000,"Powiat gnieźnieński",2016,54
"14008",3004000,"Powiat gostyński",2016,46
"14009",3005000,"Powiat grodziski",2016,43
"14010",3006000,"Powiat jarociński",2016,13
"14011",3007000,"Powiat kaliski",2016,0
"14012",3008000,"Powiat kępiński",2016,0
"14013",3009000,"Powiat kolski",2016,0
"14014",3010000,"Powiat koniński",2016,3
"14015",3011000,"Powiat kościański",2016,58
"14016",3012000,"Powiat krotoszyński",2016,24
"14017",3013000,"Powiat leszczyński",2016,4
"14018",3014000,"Powiat międzychodzki",2016,9
"14019",3015000,"Powiat nowotomyski",2016,13
"14020",3016000,"Powiat obornicki",2016,90
"14021",3017000,"Powiat ostrowski",2016,29
"14022",3018000,"Powiat ostrzeszowski",2016,41
"14023",3019000,"Powiat pilski",2016,43
"14024",3020000,"Powiat pleszewski",2016,0
"14025",3021000,"Powiat poznański",2016,380
"14026",3022000,"Powiat rawicki",2016,13
"14027",3023000,"Powiat słupecki",2016,4
"14028",3024000,"Powiat szamotulski",2016,41
"14029",3025000,"Powiat średzki",2016,54
"14030",3026000,"Powiat śremski",2016,4
"14031",3027000,"Powiat turecki",2016,0
"14032",3028000,"Powiat wągrowiecki",2016,49
"14033",3029000,"Powiat wolsztyński",2016,0
"14034",3030000,"Powiat wrzesiński",2016,195
"14035",3031000,"Powiat złotowski",2016,40
"14036",3061000,"Powiat m.Kalisz",2016,47
"14037",3062000,"Powiat m.Konin",2016,60
"14038",3063000,"Powiat m.Leszno",2016,26
"14039",3064000,"Powiat m.Poznań",2016,1660
"14040",3201000,"Powiat białogardzki",2016,3
"14041",3202000,"Powiat choszczeński",2016,4
"14042",3203000,"Powiat drawski",2016,4
"14043",3204000,"Powiat goleniowski",2016,0
"14044",3205000,"Powiat gryficki",2016,0
"14045",3206000,"Powiat gryfiński",2016,3
"14046",3207000,"Powiat kamieński",2016,56
"14047",3208000,"Powiat kołobrzeski",2016,119
"14048",3209000,"Powiat koszaliński",2016,23
"14049",3210000,"Powiat myśliborski",2016,16
"14050",3211000,"Powiat policki",2016,51
"14051",3212000,"Powiat pyrzycki",2016,0
"14052",3213000,"Powiat sławieński",2016,13
"14053",3214000,"Powiat stargardzki",2016,24
"14054",3215000,"Powiat szczecinecki",2016,16
"14055",3216000,"Powiat świdwiński",2016,0
"14056",3217000,"Powiat wałecki",2016,0
"14057",3218000,"Powiat łobeski",2016,3
"14058",3261000,"Powiat m.Koszalin",2016,9
"14059",3262000,"Powiat m.Szczecin",2016,883
"14060",3263000,"Powiat m.Świnoujście",2016,21
"14061",201000,"Powiat bolesławiecki",2017,5
"14062",202000,"Powiat dzierżoniowski",2017,0
"14063",203000,"Powiat głogowski",2017,36
"14064",204000,"Powiat górowski",2017,0
"14065",205000,"Powiat jaworski",2017,0
"14066",206000,"Powiat jeleniogórski",2017,25
"14067",207000,"Powiat kamiennogórski",2017,0
"14068",208000,"Powiat kłodzki",2017,28
"14069",209000,"Powiat legnicki",2017,0
"14070",210000,"Powiat lubański",2017,26
"14071",211000,"Powiat lubiński",2017,73
"14072",212000,"Powiat lwówecki",2017,0
"14073",213000,"Powiat milicki",2017,0
"14074",214000,"Powiat oleśnicki",2017,45
"14075",215000,"Powiat oławski",2017,93
"14076",216000,"Powiat polkowicki",2017,8
"14077",217000,"Powiat strzeliński",2017,19
"14078",218000,"Powiat średzki",2017,28
"14079",219000,"Powiat świdnicki",2017,24
"14080",220000,"Powiat trzebnicki",2017,23
"14081",221000,"Powiat wałbrzyski",2017,3
"14082",222000,"Powiat wołowski",2017,28
"14083",223000,"Powiat wrocławski",2017,326
"14084",224000,"Powiat ząbkowicki",2017,0
"14085",225000,"Powiat zgorzelecki",2017,0
"14086",226000,"Powiat złotoryjski",2017,0
"14087",261000,"Powiat m.Jelenia Góra",2017,68
"14088",262000,"Powiat m.Legnica",2017,56
"14089",264000,"Powiat m.Wrocław",2017,3148
"14090",265000,"Powiat m.Wałbrzych od 2013",2017,3
"14091",401000,"Powiat aleksandrowski",2017,7
"14092",402000,"Powiat brodnicki",2017,142
"14093",403000,"Powiat bydgoski",2017,20
"14094",404000,"Powiat chełmiński",2017,13
"14095",405000,"Powiat golubsko-dobrzyński",2017,43
"14096",406000,"Powiat grudziądzki",2017,0
"14097",407000,"Powiat inowrocławski",2017,81
"14098",408000,"Powiat lipnowski",2017,0
"14099",409000,"Powiat mogileński",2017,0
"14100",410000,"Powiat nakielski",2017,18
"14101",411000,"Powiat radziejowski",2017,0
"14102",412000,"Powiat rypiński",2017,0
"14103",413000,"Powiat sępoleński",2017,0
"14104",414000,"Powiat świecki",2017,24
"14105",415000,"Powiat toruński",2017,39
"14106",416000,"Powiat tucholski",2017,0
"14107",417000,"Powiat wąbrzeski",2017,0
"14108",418000,"Powiat włocławski",2017,0
"14109",419000,"Powiat żniński",2017,4
"14110",461000,"Powiat m.Bydgoszcz",2017,434
"14111",462000,"Powiat m.Grudziądz",2017,22
"14112",463000,"Powiat m.Toruń",2017,144
"14113",464000,"Powiat m.Włocławek",2017,59
"14114",601000,"Powiat bialski",2017,0
"14115",602000,"Powiat biłgorajski",2017,11
"14116",603000,"Powiat chełmski",2017,0
"14117",604000,"Powiat hrubieszowski",2017,0
"14118",605000,"Powiat janowski",2017,0
"14119",606000,"Powiat krasnostawski",2017,0
"14120",607000,"Powiat kraśnicki",2017,0
"14121",608000,"Powiat lubartowski",2017,0
"14122",609000,"Powiat lubelski",2017,13
"14123",610000,"Powiat łęczyński",2017,16
"14124",611000,"Powiat łukowski",2017,0
"14125",612000,"Powiat opolski",2017,0
"14126",613000,"Powiat parczewski",2017,0
"14127",614000,"Powiat puławski",2017,86
"14128",615000,"Powiat radzyński",2017,0
"14129",616000,"Powiat rycki",2017,5
"14130",617000,"Powiat świdnicki",2017,0
"14131",618000,"Powiat tomaszowski",2017,0
"14132",619000,"Powiat włodawski",2017,6
"14133",620000,"Powiat zamojski",2017,0
"14134",661000,"Powiat m.Biała Podlaska",2017,27
"14135",662000,"Powiat m.Chełm",2017,21
"14136",663000,"Powiat m.Lublin",2017,968
"14137",664000,"Powiat m.Zamość",2017,34
"14138",801000,"Powiat gorzowski",2017,13
"14139",802000,"Powiat krośnieński",2017,0
"14140",803000,"Powiat międzyrzecki",2017,6
"14141",804000,"Powiat nowosolski",2017,24
"14142",805000,"Powiat słubicki",2017,36
"14143",806000,"Powiat strzelecko-drezdenecki",2017,16
"14144",807000,"Powiat sulęciński",2017,0
"14145",808000,"Powiat świebodziński",2017,62
"14146",809000,"Powiat zielonogórski",2017,3
"14147",810000,"Powiat żagański",2017,3
"14148",811000,"Powiat żarski",2017,16
"14149",812000,"Powiat wschowski",2017,0
"14150",861000,"Powiat m.Gorzów Wielkopolski",2017,213
"14151",862000,"Powiat m.Zielona Góra",2017,33
"14152",1001000,"Powiat bełchatowski",2017,0
"14153",1002000,"Powiat kutnowski",2017,10
"14154",1003000,"Powiat łaski",2017,0
"14155",1004000,"Powiat łęczycki",2017,0
"14156",1005000,"Powiat łowicki",2017,18
"14157",1006000,"Powiat łódzki wschodni",2017,0
"14158",1007000,"Powiat opoczyński",2017,0
"14159",1008000,"Powiat pabianicki",2017,7
"14160",1009000,"Powiat pajęczański",2017,0
"14161",1010000,"Powiat piotrkowski",2017,0
"14162",1011000,"Powiat poddębicki",2017,40
"14163",1012000,"Powiat radomszczański",2017,21
"14164",1013000,"Powiat rawski",2017,0
"14165",1014000,"Powiat sieradzki",2017,37
"14166",1015000,"Powiat skierniewicki",2017,0
"14167",1016000,"Powiat tomaszowski",2017,18
"14168",1017000,"Powiat wieluński",2017,0
"14169",1018000,"Powiat wieruszowski",2017,4
"14170",1019000,"Powiat zduńskowolski",2017,0
"14171",1020000,"Powiat zgierski",2017,53
"14172",1021000,"Powiat brzeziński",2017,0
"14173",1061000,"Powiat m.Łódź",2017,714
"14174",1062000,"Powiat m.Piotrków Trybunalski",2017,3
"14175",1063000,"Powiat m.Skierniewice",2017,10
"14176",1201000,"Powiat bocheński",2017,28
"14177",1202000,"Powiat brzeski",2017,6
"14178",1203000,"Powiat chrzanowski",2017,0
"14179",1204000,"Powiat dąbrowski",2017,0
"14180",1205000,"Powiat gorlicki",2017,0
"14181",1206000,"Powiat krakowski",2017,6
"14182",1207000,"Powiat limanowski",2017,0
"14183",1208000,"Powiat miechowski",2017,0
"14184",1209000,"Powiat myślenicki",2017,44
"14185",1210000,"Powiat nowosądecki",2017,38
"14186",1211000,"Powiat nowotarski",2017,0
"14187",1212000,"Powiat olkuski",2017,0
"14188",1213000,"Powiat oświęcimski",2017,41
"14189",1214000,"Powiat proszowicki",2017,7
"14190",1215000,"Powiat suski",2017,0
"14191",1216000,"Powiat tarnowski",2017,0
"14192",1217000,"Powiat tatrzański",2017,21
"14193",1218000,"Powiat wadowicki",2017,8
"14194",1219000,"Powiat wielicki",2017,269
"14195",1261000,"Powiat m.Kraków",2017,3360
"14196",1262000,"Powiat m.Nowy Sącz",2017,0
"14197",1263000,"Powiat m.Tarnów",2017,40
"14198",1401000,"Powiat białobrzeski",2017,0
"14199",1402000,"Powiat ciechanowski",2017,90
"14200",1403000,"Powiat garwoliński",2017,0
"14201",1404000,"Powiat gostyniński",2017,21
"14202",1405000,"Powiat grodziski",2017,25
"14203",1406000,"Powiat grójecki",2017,12
"14204",1407000,"Powiat kozienicki",2017,0
"14205",1408000,"Powiat legionowski",2017,114
"14206",1409000,"Powiat lipski",2017,0
"14207",1410000,"Powiat łosicki",2017,0
"14208",1411000,"Powiat makowski",2017,0
"14209",1412000,"Powiat miński",2017,203
"14210",1413000,"Powiat mławski",2017,65
"14211",1414000,"Powiat nowodworski",2017,71
"14212",1415000,"Powiat ostrołęcki",2017,0
"14213",1416000,"Powiat ostrowski",2017,0
"14214",1417000,"Powiat otwocki",2017,71
"14215",1418000,"Powiat piaseczyński",2017,14
"14216",1419000,"Powiat płocki",2017,0
"14217",1420000,"Powiat płoński",2017,22
"14218",1421000,"Powiat pruszkowski",2017,545
"14219",1422000,"Powiat przasnyski",2017,29
"14220",1423000,"Powiat przysuski",2017,0
"14221",1424000,"Powiat pułtuski",2017,48
"14222",1425000,"Powiat radomski",2017,3
"14223",1426000,"Powiat siedlecki",2017,0
"14224",1427000,"Powiat sierpecki",2017,62
"14225",1428000,"Powiat sochaczewski",2017,0
"14226",1429000,"Powiat sokołowski",2017,23
"14227",1430000,"Powiat szydłowiecki",2017,0
"14228",1432000,"Powiat warszawski zachodni",2017,75
"14229",1433000,"Powiat węgrowski",2017,32
"14230",1434000,"Powiat wołomiński",2017,157
"14231",1435000,"Powiat wyszkowski",2017,31
"14232",1436000,"Powiat zwoleński",2017,0
"14233",1437000,"Powiat żuromiński",2017,3
"14234",1438000,"Powiat żyrardowski",2017,93
"14235",1461000,"Powiat m.Ostrołęka",2017,81
"14236",1462000,"Powiat m.Płock",2017,232
"14237",1463000,"Powiat m.Radom",2017,163
"14238",1464000,"Powiat m.Siedlce",2017,173
"14239",1465000,"Powiat m. st. Warszawa",2017,4466
"14240",1601000,"Powiat brzeski",2017,23
"14241",1602000,"Powiat głubczycki",2017,0
"14242",1603000,"Powiat kędzierzyńsko-kozielski",2017,0
"14243",1604000,"Powiat kluczborski",2017,6
"14244",1605000,"Powiat krapkowicki",2017,3
"14245",1606000,"Powiat namysłowski",2017,0
"14246",1607000,"Powiat nyski",2017,10
"14247",1608000,"Powiat oleski",2017,0
"14248",1609000,"Powiat opolski",2017,4
"14249",1610000,"Powiat prudnicki",2017,0
"14250",1611000,"Powiat strzelecki",2017,0
"14251",1661000,"Powiat m.Opole",2017,148
"14252",1801000,"Powiat bieszczadzki",2017,18
"14253",1802000,"Powiat brzozowski",2017,0
"14254",1803000,"Powiat dębicki",2017,32
"14255",1804000,"Powiat jarosławski",2017,33
"14256",1805000,"Powiat jasielski",2017,0
"14257",1806000,"Powiat kolbuszowski",2017,0
"14258",1807000,"Powiat krośnieński",2017,12
"14259",1808000,"Powiat leżajski",2017,0
"14260",1809000,"Powiat lubaczowski",2017,0
"14261",1810000,"Powiat łańcucki",2017,35
"14262",1811000,"Powiat mielecki",2017,32
"14263",1812000,"Powiat niżański",2017,0
"14264",1813000,"Powiat przemyski",2017,0
"14265",1814000,"Powiat przeworski",2017,0
"14266",1815000,"Powiat ropczycko-sędziszowski",2017,29
"14267",1816000,"Powiat rzeszowski",2017,34
"14268",1817000,"Powiat sanocki",2017,7
"14269",1818000,"Powiat stalowowolski",2017,16
"14270",1819000,"Powiat strzyżowski",2017,0
"14271",1820000,"Powiat tarnobrzeski",2017,0
"14272",1821000,"Powiat leski",2017,0
"14273",1861000,"Powiat m.Krosno",2017,6
"14274",1862000,"Powiat m.Przemyśl",2017,13
"14275",1863000,"Powiat m.Rzeszów",2017,358
"14276",1864000,"Powiat m.Tarnobrzeg",2017,0
"14277",2001000,"Powiat augustowski",2017,0
"14278",2002000,"Powiat białostocki",2017,42
"14279",2003000,"Powiat bielski",2017,0
"14280",2004000,"Powiat grajewski",2017,8
"14281",2005000,"Powiat hajnowski",2017,0
"14282",2006000,"Powiat kolneński",2017,0
"14283",2007000,"Powiat łomżyński",2017,0
"14284",2008000,"Powiat moniecki",2017,0
"14285",2009000,"Powiat sejneński",2017,0
"14286",2010000,"Powiat siemiatycki",2017,0
"14287",2011000,"Powiat sokólski",2017,22
"14288",2012000,"Powiat suwalski",2017,0
"14289",2013000,"Powiat wysokomazowiecki",2017,0
"14290",2014000,"Powiat zambrowski",2017,7
"14291",2061000,"Powiat m.Białystok",2017,1027
"14292",2062000,"Powiat m.Łomża",2017,81
"14293",2063000,"Powiat m.Suwałki",2017,174
"14294",2201000,"Powiat bytowski",2017,16
"14295",2202000,"Powiat chojnicki",2017,37
"14296",2203000,"Powiat człuchowski",2017,0
"14297",2204000,"Powiat gdański",2017,226
"14298",2205000,"Powiat kartuski",2017,54
"14299",2206000,"Powiat kościerski",2017,49
"14300",2207000,"Powiat kwidzyński",2017,5
"14301",2208000,"Powiat lęborski",2017,0
"14302",2209000,"Powiat malborski",2017,46
"14303",2210000,"Powiat nowodworski",2017,25
"14304",2211000,"Powiat pucki",2017,163
"14305",2212000,"Powiat słupski",2017,46
"14306",2213000,"Powiat starogardzki",2017,57
"14307",2214000,"Powiat tczewski",2017,54
"14308",2215000,"Powiat wejherowski",2017,361
"14309",2216000,"Powiat sztumski",2017,0
"14310",2261000,"Powiat m.Gdańsk",2017,2702
"14311",2262000,"Powiat m.Gdynia",2017,558
"14312",2263000,"Powiat m.Słupsk",2017,57
"14313",2264000,"Powiat m.Sopot",2017,42
"14314",2401000,"Powiat będziński",2017,25
"14315",2402000,"Powiat bielski",2017,30
"14316",2403000,"Powiat cieszyński",2017,58
"14317",2404000,"Powiat częstochowski",2017,0
"14318",2405000,"Powiat gliwicki",2017,4
"14319",2406000,"Powiat kłobucki",2017,10
"14320",2407000,"Powiat lubliniecki",2017,0
"14321",2408000,"Powiat mikołowski",2017,11
"14322",2409000,"Powiat myszkowski",2017,0
"14323",2410000,"Powiat pszczyński",2017,17
"14324",2411000,"Powiat raciborski",2017,0
"14325",2412000,"Powiat rybnicki",2017,0
"14326",2413000,"Powiat tarnogórski",2017,26
"14327",2414000,"Powiat bieruńsko-lędziński",2017,0
"14328",2415000,"Powiat wodzisławski",2017,4
"14329",2416000,"Powiat zawierciański",2017,0
"14330",2417000,"Powiat żywiecki",2017,0
"14331",2461000,"Powiat m.Bielsko-Biała",2017,150
"14332",2462000,"Powiat m.Bytom",2017,8
"14333",2463000,"Powiat m.Chorzów",2017,114
"14334",2464000,"Powiat m.Częstochowa",2017,47
"14335",2465000,"Powiat m.Dąbrowa Górnicza",2017,25
"14336",2466000,"Powiat m.Gliwice",2017,105
"14337",2467000,"Powiat m.Jastrzębie-Zdrój",2017,0
"14338",2468000,"Powiat m.Jaworzno",2017,9
"14339",2469000,"Powiat m.Katowice",2017,43
"14340",2470000,"Powiat m.Mysłowice",2017,26
"14341",2471000,"Powiat m.Piekary Śląskie",2017,0
"14342",2472000,"Powiat m.Ruda Śląska",2017,25
"14343",2473000,"Powiat m.Rybnik",2017,32
"14344",2474000,"Powiat m.Siemianowice Śląskie",2017,27
"14345",2475000,"Powiat m.Sosnowiec",2017,51
"14346",2476000,"Powiat m.Świętochłowice",2017,4
"14347",2477000,"Powiat m.Tychy",2017,126
"14348",2478000,"Powiat m.Zabrze",2017,34
"14349",2479000,"Powiat m.Żory",2017,17
"14350",2601000,"Powiat buski",2017,0
"14351",2602000,"Powiat jędrzejowski",2017,0
"14352",2603000,"Powiat kazimierski",2017,0
"14353",2604000,"Powiat kielecki",2017,0
"14354",2605000,"Powiat konecki",2017,0
"14355",2606000,"Powiat opatowski",2017,0
"14356",2607000,"Powiat ostrowiecki",2017,0
"14357",2608000,"Powiat pińczowski",2017,0
"14358",2609000,"Powiat sandomierski",2017,0
"14359",2610000,"Powiat skarżyski",2017,5
"14360",2611000,"Powiat starachowicki",2017,5
"14361",2612000,"Powiat staszowski",2017,0
"14362",2613000,"Powiat włoszczowski",2017,0
"14363",2661000,"Powiat m.Kielce",2017,246
"14364",2801000,"Powiat bartoszycki",2017,0
"14365",2802000,"Powiat braniewski",2017,35
"14366",2803000,"Powiat działdowski",2017,17
"14367",2804000,"Powiat elbląski",2017,7
"14368",2805000,"Powiat ełcki",2017,32
"14369",2806000,"Powiat giżycki",2017,80
"14370",2807000,"Powiat iławski",2017,45
"14371",2808000,"Powiat kętrzyński",2017,6
"14372",2809000,"Powiat lidzbarski",2017,0
"14373",2810000,"Powiat mrągowski",2017,20
"14374",2811000,"Powiat nidzicki",2017,9
"14375",2812000,"Powiat nowomiejski",2017,0
"14376",2813000,"Powiat olecki",2017,22
"14377",2814000,"Powiat olsztyński",2017,233
"14378",2815000,"Powiat ostródzki",2017,45
"14379",2816000,"Powiat piski",2017,47
"14380",2817000,"Powiat szczycieński",2017,64
"14381",2818000,"Powiat gołdapski",2017,19
"14382",2819000,"Powiat węgorzewski",2017,0
"14383",2861000,"Powiat m.Elbląg",2017,133
"14384",2862000,"Powiat m.Olsztyn",2017,459
"14385",3001000,"Powiat chodzieski",2017,47
"14386",3002000,"Powiat czarnkowsko-trzcianecki",2017,0
"14387",3003000,"Powiat gnieźnieński",2017,84
"14388",3004000,"Powiat gostyński",2017,61
"14389",3005000,"Powiat grodziski",2017,32
"14390",3006000,"Powiat jarociński",2017,27
"14391",3007000,"Powiat kaliski",2017,0
"14392",3008000,"Powiat kępiński",2017,13
"14393",3009000,"Powiat kolski",2017,0
"14394",3010000,"Powiat koniński",2017,3
"14395",3011000,"Powiat kościański",2017,30
"14396",3012000,"Powiat krotoszyński",2017,43
"14397",3013000,"Powiat leszczyński",2017,9
"14398",3014000,"Powiat międzychodzki",2017,5
"14399",3015000,"Powiat nowotomyski",2017,0
"14400",3016000,"Powiat obornicki",2017,13
"14401",3017000,"Powiat ostrowski",2017,0
"14402",3018000,"Powiat ostrzeszowski",2017,25
"14403",3019000,"Powiat pilski",2017,44
"14404",3020000,"Powiat pleszewski",2017,0
"14405",3021000,"Powiat poznański",2017,212
"14406",3022000,"Powiat rawicki",2017,19
"14407",3023000,"Powiat słupecki",2017,0
"14408",3024000,"Powiat szamotulski",2017,88
"14409",3025000,"Powiat średzki",2017,110
"14410",3026000,"Powiat śremski",2017,55
"14411",3027000,"Powiat turecki",2017,49
"14412",3028000,"Powiat wągrowiecki",2017,42
"14413",3029000,"Powiat wolsztyński",2017,0
"14414",3030000,"Powiat wrzesiński",2017,450
"14415",3031000,"Powiat złotowski",2017,44
"14416",3061000,"Powiat m.Kalisz",2017,23
"14417",3062000,"Powiat m.Konin",2017,34
"14418",3063000,"Powiat m.Leszno",2017,85
"14419",3064000,"Powiat m.Poznań",2017,1811
"14420",3201000,"Powiat białogardzki",2017,16
"14421",3202000,"Powiat choszczeński",2017,4
"14422",3203000,"Powiat drawski",2017,0
"14423",3204000,"Powiat goleniowski",2017,19
"14424",3205000,"Powiat gryficki",2017,6
"14425",3206000,"Powiat gryfiński",2017,0
"14426",3207000,"Powiat kamieński",2017,66
"14427",3208000,"Powiat kołobrzeski",2017,40
"14428",3209000,"Powiat koszaliński",2017,43
"14429",3210000,"Powiat myśliborski",2017,15
"14430",3211000,"Powiat policki",2017,44
"14431",3212000,"Powiat pyrzycki",2017,0
"14432",3213000,"Powiat sławieński",2017,5
"14433",3214000,"Powiat stargardzki",2017,56
"14434",3215000,"Powiat szczecinecki",2017,25
"14435",3216000,"Powiat świdwiński",2017,0
"14436",3217000,"Powiat wałecki",2017,15
"14437",3218000,"Powiat łobeski",2017,0
"14438",3261000,"Powiat m.Koszalin",2017,11
"14439",3262000,"Powiat m.Szczecin",2017,901
"14440",3263000,"Powiat m.Świnoujście",2017,83
"14441",201000,"Powiat bolesławiecki",2018,26
"14442",202000,"Powiat dzierżoniowski",2018,5
"14443",203000,"Powiat głogowski",2018,113
"14444",204000,"Powiat górowski",2018,0
"14445",205000,"Powiat jaworski",2018,0
"14446",206000,"Powiat jeleniogórski",2018,38
"14447",207000,"Powiat kamiennogórski",2018,0
