"","Kod","Nazwa","rok","LASY_PRYWATNE_I_GMINNE_CTAB_lasy_ogolem_ha"
"11920",1809000,"Powiat lubaczowski",2007,11474.6
"11921",1810000,"Powiat łańcucki",2007,2520.8
"11922",1811000,"Powiat mielecki",2007,4517.5
"11923",1812000,"Powiat niżański",2007,11342.4
"11924",1813000,"Powiat przemyski",2007,6090.5
"11925",1814000,"Powiat przeworski",2007,3156.2
"11926",1815000,"Powiat ropczycko-sędziszowski",2007,6527.8
"11927",1816000,"Powiat rzeszowski",2007,7300.8
"11928",1817000,"Powiat sanocki",2007,7647.1
"11929",1818000,"Powiat stalowowolski",2007,8560.1
"11930",1819000,"Powiat strzyżowski",2007,7148.1
"11931",1820000,"Powiat tarnobrzeski",2007,2531
"11932",1821000,"Powiat leski",2007,3729.9
"11933",1861000,"Powiat m.Krosno",2007,25.2
"11934",1862000,"Powiat m.Przemyśl",2007,67
"11935",1863000,"Powiat m.Rzeszów",2007,67
"11936",1864000,"Powiat m.Tarnobrzeg",2007,324
"11937",2001000,"Powiat augustowski",2007,11032.6
"11938",2002000,"Powiat białostocki",2007,28946
"11939",2003000,"Powiat bielski",2007,15777.1
"11940",2004000,"Powiat grajewski",2007,8786.3
"11941",2005000,"Powiat hajnowski",2007,9973.3
"11942",2006000,"Powiat kolneński",2007,10859.3
"11943",2007000,"Powiat łomżyński",2007,17343.8
"11944",2008000,"Powiat moniecki",2007,13572.7
"11945",2009000,"Powiat sejneński",2007,5150.3
"11946",2010000,"Powiat siemiatycki",2007,21594.8
"11947",2011000,"Powiat sokólski",2007,15713.5
"11948",2012000,"Powiat suwalski",2007,7695.2
"11949",2013000,"Powiat wysokomazowiecki",2007,18905.6
"11950",2014000,"Powiat zambrowski",2007,9559.6
"11951",2061000,"Powiat m.Białystok",2007,397
"11952",2062000,"Powiat m.Łomża",2007,27.7
"11953",2063000,"Powiat m.Suwałki",2007,94
"11954",2201000,"Powiat bytowski",2007,11775
"11955",2202000,"Powiat chojnicki",2007,11188
"11956",2203000,"Powiat człuchowski",2007,1178.8
"11957",2204000,"Powiat gdański",2007,923.3
"11958",2205000,"Powiat kartuski",2007,9523.3
"11959",2206000,"Powiat kościerski",2007,14042.3
"11960",2207000,"Powiat kwidzyński",2007,940
"11961",2208000,"Powiat lęborski",2007,803.8
"11962",2209000,"Powiat malborski",2007,30
"11963",2210000,"Powiat nowodworski",2007,42.5
"11964",2211000,"Powiat pucki",2007,1720.7
"11965",2212000,"Powiat słupski",2007,1150.8
"11966",2213000,"Powiat starogardzki",2007,8886.5
"11967",2214000,"Powiat tczewski",2007,1319.1
"11968",2215000,"Powiat wejherowski",2007,7093.5
"11969",2216000,"Powiat sztumski",2007,904.1
"11970",2261000,"Powiat m.Gdańsk",2007,1160.4
"11971",2262000,"Powiat m.Gdynia",2007,588.8
"11972",2263000,"Powiat m.Słupsk",2007,181.6
"11973",2264000,"Powiat m.Sopot",2007,194.1
"11974",2401000,"Powiat będziński",2007,3059.6
"11975",2402000,"Powiat bielski",2007,3051.2
"11976",2403000,"Powiat cieszyński",2007,8091.1
"11977",2404000,"Powiat częstochowski",2007,10152
"11978",2405000,"Powiat gliwicki",2007,829.3
"11979",2406000,"Powiat kłobucki",2007,5669.6
"11980",2407000,"Powiat lubliniecki",2007,2302.5
"11981",2408000,"Powiat mikołowski",2007,276.9
"11982",2409000,"Powiat myszkowski",2007,5509.5
"11983",2410000,"Powiat pszczyński",2007,559.2
"11984",2411000,"Powiat raciborski",2007,712.1
"11985",2412000,"Powiat rybnicki",2007,723
"11986",2413000,"Powiat tarnogórski",2007,1026.1
"11987",2414000,"Powiat bieruńsko-lędziński",2007,310.4
"11988",2415000,"Powiat wodzisławski",2007,859.4
"11989",2416000,"Powiat zawierciański",2007,14880.9
"11990",2417000,"Powiat żywiecki",2007,19017
"11991",2461000,"Powiat m.Bielsko-Biała",2007,858.2
"11992",2464000,"Powiat m.Częstochowa",2007,158
"11993",2465000,"Powiat m.Dąbrowa Górnicza",2007,1056.7
"11994",2466000,"Powiat m.Gliwice",2007,247.7
"11995",2467000,"Powiat m.Jastrzębie-Zdrój",2007,276
"11996",2468000,"Powiat m.Jaworzno",2007,904.9
"11997",2469000,"Powiat m.Katowice",2007,129.3
"11998",2470000,"Powiat m.Mysłowice",2007,24
"11999",2471000,"Powiat m.Piekary Śląskie",2007,5.6
"12000",2472000,"Powiat m.Ruda Śląska",2007,38.4
"12001",2473000,"Powiat m.Rybnik",2007,381.9
"12002",2475000,"Powiat m.Sosnowiec",2007,481.9
"12003",2477000,"Powiat m.Tychy",2007,120.3
"12004",2478000,"Powiat m.Zabrze",2007,465.1
"12005",2479000,"Powiat m.Żory",2007,222.6
"12006",2601000,"Powiat buski",2007,5053.5
"12007",2602000,"Powiat jędrzejowski",2007,8384.5
"12008",2603000,"Powiat kazimierski",2007,574
"12009",2604000,"Powiat kielecki",2007,17160.8
"12010",2605000,"Powiat konecki",2007,16493.6
"12011",2606000,"Powiat opatowski",2007,8368
"12012",2607000,"Powiat ostrowiecki",2007,4370.1
"12013",2608000,"Powiat pińczowski",2007,2139.3
"12014",2609000,"Powiat sandomierski",2007,2267.3
"12015",2610000,"Powiat skarżyski",2007,3094.7
"12016",2611000,"Powiat starachowicki",2007,1075.5
"12017",2612000,"Powiat staszowski",2007,6804.3
"12018",2613000,"Powiat włoszczowski",2007,13748.1
"12019",2661000,"Powiat m.Kielce",2007,472.5
"12020",2801000,"Powiat bartoszycki",2007,1529.7
"12021",2802000,"Powiat braniewski",2007,767.2
"12022",2803000,"Powiat działdowski",2007,3299.2
"12023",2804000,"Powiat elbląski",2007,1203.1
"12024",2805000,"Powiat ełcki",2007,2771.9
"12025",2806000,"Powiat giżycki",2007,1544.9
"12026",2807000,"Powiat iławski",2007,2290.6
"12027",2808000,"Powiat kętrzyński",2007,792.6
"12028",2809000,"Powiat lidzbarski",2007,1055.3
"12029",2810000,"Powiat mrągowski",2007,2069.6
"12030",2811000,"Powiat nidzicki",2007,2543.6
"12031",2812000,"Powiat nowomiejski",2007,3091.5
"12032",2813000,"Powiat olecki",2007,1674.2
"12033",2814000,"Powiat olsztyński",2007,5011.8
"12034",2815000,"Powiat ostródzki",2007,2301.6
"12035",2816000,"Powiat piski",2007,2006.4
"12036",2817000,"Powiat szczycieński",2007,4305.6
"12037",2818000,"Powiat gołdapski",2007,2936
"12038",2819000,"Powiat węgorzewski",2007,852.5
"12039",2861000,"Powiat m.Elbląg",2007,524.4
"12040",2862000,"Powiat m.Olsztyn",2007,1483.5
"12041",3001000,"Powiat chodzieski",2007,1196.2
"12042",3002000,"Powiat czarnkowsko-trzcianecki",2007,5812.3
"12043",3003000,"Powiat gnieźnieński",2007,1569.4
"12044",3004000,"Powiat gostyński",2007,787.4
"12045",3005000,"Powiat grodziski",2007,1161.9
"12046",3006000,"Powiat jarociński",2007,803.6
"12047",3007000,"Powiat kaliski",2007,5949.4
"12048",3008000,"Powiat kępiński",2007,1090.1
"12049",3009000,"Powiat kolski",2007,2991
"12050",3010000,"Powiat koniński",2007,6128.9
"12051",3011000,"Powiat kościański",2007,1317
"12052",3012000,"Powiat krotoszyński",2007,789.7
"12053",3013000,"Powiat leszczyński",2007,2329.1
"12054",3014000,"Powiat międzychodzki",2007,2333.9
"12055",3015000,"Powiat nowotomyski",2007,3262.7
"12056",3016000,"Powiat obornicki",2007,1391
"12057",3017000,"Powiat ostrowski",2007,2106.1
"12058",3018000,"Powiat ostrzeszowski",2007,8486.4
"12059",3019000,"Powiat pilski",2007,2077.6
"12060",3020000,"Powiat pleszewski",2007,2570.9
"12061",3021000,"Powiat poznański",2007,2596.5
"12062",3022000,"Powiat rawicki",2007,1035.1
"12063",3023000,"Powiat słupecki",2007,2510
"12064",3024000,"Powiat szamotulski",2007,1574.8
"12065",3025000,"Powiat średzki",2007,1480.1
"12066",3026000,"Powiat śremski",2007,1385.2
"12067",3027000,"Powiat turecki",2007,9058.3
"12068",3028000,"Powiat wągrowiecki",2007,2160.3
"12069",3029000,"Powiat wolsztyński",2007,2576
"12070",3030000,"Powiat wrzesiński",2007,1360.3
"12071",3031000,"Powiat złotowski",2007,2250.4
"12072",3061000,"Powiat m.Kalisz",2007,202.4
"12073",3062000,"Powiat m.Konin",2007,100
"12074",3063000,"Powiat m.Leszno",2007,70.9
"12075",3064000,"Powiat m.Poznań",2007,2431.4
"12076",3201000,"Powiat białogardzki",2007,758.3
"12077",3202000,"Powiat choszczeński",2007,447.7
"12078",3203000,"Powiat drawski",2007,1427.9
"12079",3204000,"Powiat goleniowski",2007,533.3
"12080",3205000,"Powiat gryficki",2007,442.7
"12081",3206000,"Powiat gryfiński",2007,469.9
"12082",3207000,"Powiat kamieński",2007,510.5
"12083",3208000,"Powiat kołobrzeski",2007,673.2
"12084",3209000,"Powiat koszaliński",2007,1612.9
"12085",3210000,"Powiat myśliborski",2007,367.9
"12086",3211000,"Powiat policki",2007,176.7
"12087",3212000,"Powiat pyrzycki",2007,401.8
"12088",3213000,"Powiat sławieński",2007,832.7
"12089",3214000,"Powiat stargardzki",2007,1238.8
"12090",3215000,"Powiat szczecinecki",2007,1716.7
"12091",3216000,"Powiat świdwiński",2007,1116.5
"12092",3217000,"Powiat wałecki",2007,683.3
"12093",3218000,"Powiat łobeski",2007,456.9
"12094",3261000,"Powiat m.Koszalin",2007,96.8
"12095",3262000,"Powiat m.Szczecin",2007,2536.9
"12096",3263000,"Powiat m.Świnoujście",2007,141.9
"12097",201000,"Powiat bolesławiecki",2008,721.5
"12098",202000,"Powiat dzierżoniowski",2008,255.4
"12099",203000,"Powiat głogowski",2008,283.4
"12100",204000,"Powiat górowski",2008,516.9
"12101",205000,"Powiat jaworski",2008,674.3
"12102",206000,"Powiat jeleniogórski",2008,1763.8
"12103",207000,"Powiat kamiennogórski",2008,426.2
"12104",208000,"Powiat kłodzki",2008,4711.1
"12105",209000,"Powiat legnicki",2008,588.3
"12106",210000,"Powiat lubański",2008,351.6
"12107",211000,"Powiat lubiński",2008,336.3
"12108",212000,"Powiat lwówecki",2008,871.5
"12109",213000,"Powiat milicki",2008,720.9
"12110",214000,"Powiat oleśnicki",2008,875
"12111",215000,"Powiat oławski",2008,206.6
"12112",216000,"Powiat polkowicki",2008,538.9
"12113",217000,"Powiat strzeliński",2008,356.1
"12114",218000,"Powiat średzki",2008,288.8
"12115",219000,"Powiat świdnicki",2008,677.9
"12116",220000,"Powiat trzebnicki",2008,800.2
"12117",221000,"Powiat wałbrzyski",2008,1650.7
"12118",222000,"Powiat wołowski",2008,409.4
"12119",223000,"Powiat wrocławski",2008,737.5
"12120",224000,"Powiat ząbkowicki",2008,1087
"12121",225000,"Powiat zgorzelecki",2008,341.9
"12122",226000,"Powiat złotoryjski",2008,577.1
"12123",261000,"Powiat m.Jelenia Góra",2008,601
"12124",262000,"Powiat m.Legnica",2008,0
"12125",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"12126",264000,"Powiat m.Wrocław",2008,874.4
"12127",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"12128",401000,"Powiat aleksandrowski",2008,984.7
"12129",402000,"Powiat brodnicki",2008,3128.9
"12130",403000,"Powiat bydgoski",2008,2781.3
"12131",404000,"Powiat chełmiński",2008,778.7
"12132",405000,"Powiat golubsko-dobrzyński",2008,1679.2
"12133",406000,"Powiat grudziądzki",2008,1432.4
"12134",407000,"Powiat inowrocławski",2008,1117.4
"12135",408000,"Powiat lipnowski",2008,6404.6
"12136",409000,"Powiat mogileński",2008,895.7
"12137",410000,"Powiat nakielski",2008,2517.3
"12138",411000,"Powiat radziejowski",2008,710.6
"12139",412000,"Powiat rypiński",2008,3068.8
"12140",413000,"Powiat sępoleński",2008,1808.4
"12141",414000,"Powiat świecki",2008,3824.4
"12142",415000,"Powiat toruński",2008,3355.6
"12143",416000,"Powiat tucholski",2008,6979.1
"12144",417000,"Powiat wąbrzeski",2008,1091.4
"12145",418000,"Powiat włocławski",2008,3085.3
"12146",419000,"Powiat żniński",2008,1636.6
"12147",461000,"Powiat m.Bydgoszcz",2008,362.8
"12148",462000,"Powiat m.Grudziądz",2008,970
"12149",463000,"Powiat m.Toruń",2008,730.8
"12150",464000,"Powiat m.Włocławek",2008,256.7
"12151",601000,"Powiat bialski",2008,30838.3
"12152",602000,"Powiat biłgorajski",2008,31331.3
"12153",603000,"Powiat chełmski",2008,6024.8
"12154",604000,"Powiat hrubieszowski",2008,2498.6
"12155",605000,"Powiat janowski",2008,14410.2
"12156",606000,"Powiat krasnostawski",2008,5379.7
"12157",607000,"Powiat kraśnicki",2008,7547.4
"12158",608000,"Powiat lubartowski",2008,13893.5
"12159",609000,"Powiat lubelski",2008,10364.9
"12160",610000,"Powiat łęczyński",2008,3581.5
"12161",611000,"Powiat łukowski",2008,14827.5
"12162",612000,"Powiat opolski",2008,11644
"12163",613000,"Powiat parczewski",2008,7751.8
"12164",614000,"Powiat puławski",2008,10419.1
"12165",615000,"Powiat radzyński",2008,8846.7
"12166",616000,"Powiat rycki",2008,9064.3
"12167",617000,"Powiat świdnicki",2008,2655.6
"12168",618000,"Powiat tomaszowski",2008,7993.1
"12169",619000,"Powiat włodawski",2008,7766.4
"12170",620000,"Powiat zamojski",2008,18261.9
"12171",661000,"Powiat m.Biała Podlaska",2008,415
"12172",662000,"Powiat m.Chełm",2008,1
"12173",663000,"Powiat m.Lublin",2008,343.5
"12174",664000,"Powiat m.Zamość",2008,53.3
"12175",801000,"Powiat gorzowski",2008,470
"12176",802000,"Powiat krośnieński",2008,653.9
"12177",803000,"Powiat międzyrzecki",2008,1806.9
"12178",804000,"Powiat nowosolski",2008,824.8
"12179",805000,"Powiat słubicki",2008,258
"12180",806000,"Powiat strzelecko-drezdenecki",2008,431.8
"12181",807000,"Powiat sulęciński",2008,206.4
"12182",808000,"Powiat świebodziński",2008,983.2
"12183",809000,"Powiat zielonogórski",2008,1718.8
"12184",810000,"Powiat żagański",2008,923.6
"12185",811000,"Powiat żarski",2008,1063.4
"12186",812000,"Powiat wschowski",2008,496.9
"12187",861000,"Powiat m.Gorzów Wielkopolski",2008,57.6
"12188",862000,"Powiat m.Zielona Góra",2008,557.6
"12189",1001000,"Powiat bełchatowski",2008,14770.6
"12190",1002000,"Powiat kutnowski",2008,525.2
"12191",1003000,"Powiat łaski",2008,5977.1
"12192",1004000,"Powiat łęczycki",2008,1262.9
"12193",1005000,"Powiat łowicki",2008,5069.9
"12194",1006000,"Powiat łódzki wschodni",2008,2053.8
"12195",1007000,"Powiat opoczyński",2008,11933.2
"12196",1008000,"Powiat pabianicki",2008,2581.6
"12197",1009000,"Powiat pajęczański",2008,9115.9
"12198",1010000,"Powiat piotrkowski",2008,10695.9
"12199",1011000,"Powiat poddębicki",2008,5614.4
"12200",1012000,"Powiat radomszczański",2008,11652.4
"12201",1013000,"Powiat rawski",2008,3900.9
"12202",1014000,"Powiat sieradzki",2008,11374.9
"12203",1015000,"Powiat skierniewicki",2008,4758.3
"12204",1016000,"Powiat tomaszowski",2008,4861.1
"12205",1017000,"Powiat wieluński",2008,9475.5
"12206",1018000,"Powiat wieruszowski",2008,4513.9
"12207",1019000,"Powiat zduńskowolski",2008,2741.9
"12208",1020000,"Powiat zgierski",2008,4309.2
"12209",1021000,"Powiat brzeziński",2008,1175.6
"12210",1061000,"Powiat m.Łódź",2008,2579
"12211",1062000,"Powiat m.Piotrków Trybunalski",2008,46.3
"12212",1063000,"Powiat m.Skierniewice",2008,77
"12213",1201000,"Powiat bocheński",2008,7681.1
"12214",1202000,"Powiat brzeski",2008,5790.7
"12215",1203000,"Powiat chrzanowski",2008,1608.1
"12216",1204000,"Powiat dąbrowski",2008,2801.2
"12217",1205000,"Powiat gorlicki",2008,7618
"12218",1206000,"Powiat krakowski",2008,3592.8
"12219",1207000,"Powiat limanowski",2008,22936.8
"12220",1208000,"Powiat miechowski",2008,942.5
"12221",1209000,"Powiat myślenicki",2008,17213.5
"12222",1210000,"Powiat nowosądecki",2008,27850.3
"12223",1211000,"Powiat nowotarski",2008,38391
"12224",1212000,"Powiat olkuski",2008,5617.1
"12225",1213000,"Powiat oświęcimski",2008,1155.2
"12226",1214000,"Powiat proszowicki",2008,238.6
"12227",1215000,"Powiat suski",2008,19050.2
"12228",1216000,"Powiat tarnowski",2008,17109
"12229",1217000,"Powiat tatrzański",2008,8790.7
"12230",1218000,"Powiat wadowicki",2008,7692.4
"12231",1219000,"Powiat wielicki",2008,1203.6
"12232",1261000,"Powiat m.Kraków",2008,1089.4
"12233",1262000,"Powiat m.Nowy Sącz",2008,570.2
"12234",1263000,"Powiat m.Tarnów",2008,146
"12235",1401000,"Powiat białobrzeski",2008,6645.5
"12236",1402000,"Powiat ciechanowski",2008,6878.8
"12237",1403000,"Powiat garwoliński",2008,21619.2
"12238",1404000,"Powiat gostyniński",2008,3608.1
"12239",1405000,"Powiat grodziski",2008,1992.7
"12240",1406000,"Powiat grójecki",2008,8095
"12241",1407000,"Powiat kozienicki",2008,9285.9
"12242",1408000,"Powiat legionowski",2008,2603.9
"12243",1409000,"Powiat lipski",2008,7748.6
"12244",1410000,"Powiat łosicki",2008,8319.7
"12245",1411000,"Powiat makowski",2008,15447.1
"12246",1412000,"Powiat miński",2008,14951.4
"12247",1413000,"Powiat mławski",2008,10255.2
"12248",1414000,"Powiat nowodworski",2008,2703.6
"12249",1415000,"Powiat ostrołęcki",2008,27131.3
"12250",1416000,"Powiat ostrowski",2008,12006.7
"12251",1417000,"Powiat otwocki",2008,11202.1
"12252",1418000,"Powiat piaseczyński",2008,3829.2
"12253",1419000,"Powiat płocki",2008,8388.3
"12254",1420000,"Powiat płoński",2008,8448.5
"12255",1421000,"Powiat pruszkowski",2008,694.7
"12256",1422000,"Powiat przasnyski",2008,13592.6
"12257",1423000,"Powiat przysuski",2008,13233.8
"12258",1424000,"Powiat pułtuski",2008,3987.7
"12259",1425000,"Powiat radomski",2008,9619.6
"12260",1426000,"Powiat siedlecki",2008,21141.9
"12261",1427000,"Powiat sierpecki",2008,4693.4
"12262",1428000,"Powiat sochaczewski",2008,3136.5
"12263",1429000,"Powiat sokołowski",2008,18798.9
"12264",1430000,"Powiat szydłowiecki",2008,4312.3
"12265",1431000,"Powiat warszawski",2008,NA
"12266",1432000,"Powiat warszawski zachodni",2008,1004.2
"12267",1433000,"Powiat węgrowski",2008,17729.2
"12268",1434000,"Powiat wołomiński",2008,14407.3
"12269",1435000,"Powiat wyszkowski",2008,6909.4
"12270",1436000,"Powiat zwoleński",2008,4935.7
"12271",1437000,"Powiat żuromiński",2008,7033.9
"12272",1438000,"Powiat żyrardowski",2008,3287
"12273",1461000,"Powiat m.Ostrołęka",2008,246.9
"12274",1462000,"Powiat m.Płock",2008,337.2
"12275",1463000,"Powiat m.Radom",2008,460
"12276",1464000,"Powiat m.Siedlce",2008,42.7
"12277",1465000,"Powiat m. st. Warszawa",2008,4112
"12278",1601000,"Powiat brzeski",2008,373.2
"12279",1602000,"Powiat głubczycki",2008,680.6
"12280",1603000,"Powiat kędzierzyńsko-kozielski",2008,424.5
"12281",1604000,"Powiat kluczborski",2008,645
"12282",1605000,"Powiat krapkowicki",2008,534.6
"12283",1606000,"Powiat namysłowski",2008,375.3
"12284",1607000,"Powiat nyski",2008,1670.6
"12285",1608000,"Powiat oleski",2008,4429
"12286",1609000,"Powiat opolski",2008,2399.3
"12287",1610000,"Powiat prudnicki",2008,230.9
"12288",1611000,"Powiat strzelecki",2008,1361.3
"12289",1661000,"Powiat m.Opole",2008,84.2
"12290",1801000,"Powiat bieszczadzki",2008,2274.6
"12291",1802000,"Powiat brzozowski",2008,4468.7
"12292",1803000,"Powiat dębicki",2008,7764.4
"12293",1804000,"Powiat jarosławski",2008,2825.1
"12294",1805000,"Powiat jasielski",2008,8206.1
"12295",1806000,"Powiat kolbuszowski",2008,7495.7
"12296",1807000,"Powiat krośnieński",2008,5791.6
"12297",1808000,"Powiat leżajski",2008,6461.4
"12298",1809000,"Powiat lubaczowski",2008,11522.4
"12299",1810000,"Powiat łańcucki",2008,2553.7
"12300",1811000,"Powiat mielecki",2008,4712.2
"12301",1812000,"Powiat niżański",2008,11354.2
"12302",1813000,"Powiat przemyski",2008,6372
"12303",1814000,"Powiat przeworski",2008,3249.1
"12304",1815000,"Powiat ropczycko-sędziszowski",2008,6526.8
"12305",1816000,"Powiat rzeszowski",2008,7940.8
"12306",1817000,"Powiat sanocki",2008,7963.9
"12307",1818000,"Powiat stalowowolski",2008,8555.1
"12308",1819000,"Powiat strzyżowski",2008,7462.7
"12309",1820000,"Powiat tarnobrzeski",2008,2509.2
"12310",1821000,"Powiat leski",2008,3993.9
"12311",1861000,"Powiat m.Krosno",2008,24.2
"12312",1862000,"Powiat m.Przemyśl",2008,67
"12313",1863000,"Powiat m.Rzeszów",2008,77.2
"12314",1864000,"Powiat m.Tarnobrzeg",2008,324
"12315",2001000,"Powiat augustowski",2008,11028.8
"12316",2002000,"Powiat białostocki",2008,28946.8
"12317",2003000,"Powiat bielski",2008,15892.1
"12318",2004000,"Powiat grajewski",2008,8774.8
"12319",2005000,"Powiat hajnowski",2008,9885.1
"12320",2006000,"Powiat kolneński",2008,10937.7
"12321",2007000,"Powiat łomżyński",2008,17435.2
"12322",2008000,"Powiat moniecki",2008,13579.5
"12323",2009000,"Powiat sejneński",2008,5150.3
"12324",2010000,"Powiat siemiatycki",2008,21739.8
"12325",2011000,"Powiat sokólski",2008,16300.1
"12326",2012000,"Powiat suwalski",2008,7697.2
"12327",2013000,"Powiat wysokomazowiecki",2008,18894.4
"12328",2014000,"Powiat zambrowski",2008,9493.7
"12329",2061000,"Powiat m.Białystok",2008,421
"12330",2062000,"Powiat m.Łomża",2008,33.2
"12331",2063000,"Powiat m.Suwałki",2008,158
"12332",2201000,"Powiat bytowski",2008,12111.7
"12333",2202000,"Powiat chojnicki",2008,11199.9
"12334",2203000,"Powiat człuchowski",2008,1178.7
"12335",2204000,"Powiat gdański",2008,917.2
"12336",2205000,"Powiat kartuski",2008,9708.4
"12337",2206000,"Powiat kościerski",2008,14114.9
"12338",2207000,"Powiat kwidzyński",2008,941.5
"12339",2208000,"Powiat lęborski",2008,813.4
"12340",2209000,"Powiat malborski",2008,84.6
"12341",2210000,"Powiat nowodworski",2008,42.5
"12342",2211000,"Powiat pucki",2008,1713
"12343",2212000,"Powiat słupski",2008,1161.5
"12344",2213000,"Powiat starogardzki",2008,8903.3
"12345",2214000,"Powiat tczewski",2008,1329.5
"12346",2215000,"Powiat wejherowski",2008,7118
"12347",2216000,"Powiat sztumski",2008,972
"12348",2261000,"Powiat m.Gdańsk",2008,1157.1
"12349",2262000,"Powiat m.Gdynia",2008,593.5
"12350",2263000,"Powiat m.Słupsk",2008,173.7
"12351",2264000,"Powiat m.Sopot",2008,194.1
"12352",2401000,"Powiat będziński",2008,3123.4
"12353",2402000,"Powiat bielski",2008,3052.4
"12354",2403000,"Powiat cieszyński",2008,8090.2
"12355",2404000,"Powiat częstochowski",2008,10154.5
"12356",2405000,"Powiat gliwicki",2008,708.3
"12357",2406000,"Powiat kłobucki",2008,5669.6
"12358",2407000,"Powiat lubliniecki",2008,2385.1
"12359",2408000,"Powiat mikołowski",2008,281.4
"12360",2409000,"Powiat myszkowski",2008,5533.4
"12361",2410000,"Powiat pszczyński",2008,569.1
"12362",2411000,"Powiat raciborski",2008,565.4
"12363",2412000,"Powiat rybnicki",2008,723
"12364",2413000,"Powiat tarnogórski",2008,1006.9
"12365",2414000,"Powiat bieruńsko-lędziński",2008,310.3
"12366",2415000,"Powiat wodzisławski",2008,843.4
"12367",2416000,"Powiat zawierciański",2008,14873.6
"12368",2417000,"Powiat żywiecki",2008,19015
"12369",2461000,"Powiat m.Bielsko-Biała",2008,851.1
"12370",2464000,"Powiat m.Częstochowa",2008,160
"12371",2465000,"Powiat m.Dąbrowa Górnicza",2008,1057.7
"12372",2466000,"Powiat m.Gliwice",2008,272.3
"12373",2467000,"Powiat m.Jastrzębie-Zdrój",2008,284
"12374",2468000,"Powiat m.Jaworzno",2008,904.9
"12375",2469000,"Powiat m.Katowice",2008,129.3
"12376",2470000,"Powiat m.Mysłowice",2008,24
"12377",2471000,"Powiat m.Piekary Śląskie",2008,5.6
"12378",2472000,"Powiat m.Ruda Śląska",2008,38.4
"12379",2473000,"Powiat m.Rybnik",2008,381.9
"12380",2475000,"Powiat m.Sosnowiec",2008,481.9
"12381",2477000,"Powiat m.Tychy",2008,216.6
"12382",2478000,"Powiat m.Zabrze",2008,465.1
"12383",2479000,"Powiat m.Żory",2008,222.6
"12384",2601000,"Powiat buski",2008,5126.5
"12385",2602000,"Powiat jędrzejowski",2008,8388.5
"12386",2603000,"Powiat kazimierski",2008,576
"12387",2604000,"Powiat kielecki",2008,17163.8
"12388",2605000,"Powiat konecki",2008,17080.3
"12389",2606000,"Powiat opatowski",2008,8382
"12390",2607000,"Powiat ostrowiecki",2008,4373.3
"12391",2608000,"Powiat pińczowski",2008,2140.2
"12392",2609000,"Powiat sandomierski",2008,2290.1
"12393",2610000,"Powiat skarżyski",2008,3293.1
"12394",2611000,"Powiat starachowicki",2008,1123
"12395",2612000,"Powiat staszowski",2008,6826.9
"12396",2613000,"Powiat włoszczowski",2008,14054.7
"12397",2661000,"Powiat m.Kielce",2008,471.2
"12398",2801000,"Powiat bartoszycki",2008,1571.7
"12399",2802000,"Powiat braniewski",2008,893.7
"12400",2803000,"Powiat działdowski",2008,3446
"12401",2804000,"Powiat elbląski",2008,1240.4
"12402",2805000,"Powiat ełcki",2008,2825.3
"12403",2806000,"Powiat giżycki",2008,1560.9
"12404",2807000,"Powiat iławski",2008,2306.2
"12405",2808000,"Powiat kętrzyński",2008,987.2
"12406",2809000,"Powiat lidzbarski",2008,1066.7
"12407",2810000,"Powiat mrągowski",2008,2088.7
"12408",2811000,"Powiat nidzicki",2008,2553.6
"12409",2812000,"Powiat nowomiejski",2008,3101.8
"12410",2813000,"Powiat olecki",2008,1696.2
"12411",2814000,"Powiat olsztyński",2008,5179
"12412",2815000,"Powiat ostródzki",2008,2410.3
"12413",2816000,"Powiat piski",2008,2087.4
"12414",2817000,"Powiat szczycieński",2008,4319
"12415",2818000,"Powiat gołdapski",2008,2976.2
"12416",2819000,"Powiat węgorzewski",2008,859.5
"12417",2861000,"Powiat m.Elbląg",2008,546.1
"12418",2862000,"Powiat m.Olsztyn",2008,1483.5
"12419",3001000,"Powiat chodzieski",2008,1199.3
"12420",3002000,"Powiat czarnkowsko-trzcianecki",2008,5934
"12421",3003000,"Powiat gnieźnieński",2008,1551.1
"12422",3004000,"Powiat gostyński",2008,792.7
"12423",3005000,"Powiat grodziski",2008,1161.9
"12424",3006000,"Powiat jarociński",2008,864.9
"12425",3007000,"Powiat kaliski",2008,5951.4
"12426",3008000,"Powiat kępiński",2008,1096.1
"12427",3009000,"Powiat kolski",2008,3114
"12428",3010000,"Powiat koniński",2008,6142.6
"12429",3011000,"Powiat kościański",2008,1318
"12430",3012000,"Powiat krotoszyński",2008,789.7
"12431",3013000,"Powiat leszczyński",2008,2329.7
"12432",3014000,"Powiat międzychodzki",2008,2383.5
"12433",3015000,"Powiat nowotomyski",2008,3262.7
"12434",3016000,"Powiat obornicki",2008,1404.7
"12435",3017000,"Powiat ostrowski",2008,2118.2
"12436",3018000,"Powiat ostrzeszowski",2008,8488.4
"12437",3019000,"Powiat pilski",2008,2078
"12438",3020000,"Powiat pleszewski",2008,2583.6
"12439",3021000,"Powiat poznański",2008,2581.3
"12440",3022000,"Powiat rawicki",2008,1045.1
"12441",3023000,"Powiat słupecki",2008,2509.1
"12442",3024000,"Powiat szamotulski",2008,1584
"12443",3025000,"Powiat średzki",2008,1397.6
