"","Kod","Nazwa","rok","LASY_PRYWATNE_I_GMINNE_CTAB_lasy_ogolem_ha"
"10704",1204000,"Powiat dąbrowski",2004,2800.6
"10705",1205000,"Powiat gorlicki",2004,7624.4
"10706",1206000,"Powiat krakowski",2004,3733.7
"10707",1207000,"Powiat limanowski",2004,22942.1
"10708",1208000,"Powiat miechowski",2004,908.4
"10709",1209000,"Powiat myślenicki",2004,17284.1
"10710",1210000,"Powiat nowosądecki",2004,28028.7
"10711",1211000,"Powiat nowotarski",2004,38643.9
"10712",1212000,"Powiat olkuski",2004,5558.2
"10713",1213000,"Powiat oświęcimski",2004,1154.8
"10714",1214000,"Powiat proszowicki",2004,238.6
"10715",1215000,"Powiat suski",2004,19054.1
"10716",1216000,"Powiat tarnowski",2004,16953.1
"10717",1217000,"Powiat tatrzański",2004,8770.7
"10718",1218000,"Powiat wadowicki",2004,7568.2
"10719",1219000,"Powiat wielicki",2004,1253.4
"10720",1261000,"Powiat m.Kraków",2004,1085.3
"10721",1262000,"Powiat m.Nowy Sącz",2004,558.3
"10722",1263000,"Powiat m.Tarnów",2004,153
"10723",1401000,"Powiat białobrzeski",2004,6648.8
"10724",1402000,"Powiat ciechanowski",2004,6463.5
"10725",1403000,"Powiat garwoliński",2004,19541.4
"10726",1404000,"Powiat gostyniński",2004,3211.9
"10727",1405000,"Powiat grodziski",2004,1982.2
"10728",1406000,"Powiat grójecki",2004,7432.7
"10729",1407000,"Powiat kozienicki",2004,9287.1
"10730",1408000,"Powiat legionowski",2004,2597.4
"10731",1409000,"Powiat lipski",2004,7521.6
"10732",1410000,"Powiat łosicki",2004,7675.8
"10733",1411000,"Powiat makowski",2004,15368.1
"10734",1412000,"Powiat miński",2004,14940
"10735",1413000,"Powiat mławski",2004,9695.8
"10736",1414000,"Powiat nowodworski",2004,2629.4
"10737",1415000,"Powiat ostrołęcki",2004,27139.1
"10738",1416000,"Powiat ostrowski",2004,11923.7
"10739",1417000,"Powiat otwocki",2004,11172.6
"10740",1418000,"Powiat piaseczyński",2004,4414.7
"10741",1419000,"Powiat płocki",2004,7687.3
"10742",1420000,"Powiat płoński",2004,8367.2
"10743",1421000,"Powiat pruszkowski",2004,680.7
"10744",1422000,"Powiat przasnyski",2004,13459.9
"10745",1423000,"Powiat przysuski",2004,13147.7
"10746",1424000,"Powiat pułtuski",2004,3952
"10747",1425000,"Powiat radomski",2004,7766.6
"10748",1426000,"Powiat siedlecki",2004,21809.2
"10749",1427000,"Powiat sierpecki",2004,4567.4
"10750",1428000,"Powiat sochaczewski",2004,3342
"10751",1429000,"Powiat sokołowski",2004,17474.2
"10752",1430000,"Powiat szydłowiecki",2004,3536.3
"10753",1431000,"Powiat warszawski",2004,NA
"10754",1432000,"Powiat warszawski zachodni",2004,1048
"10755",1433000,"Powiat węgrowski",2004,17547.5
"10756",1434000,"Powiat wołomiński",2004,12662.6
"10757",1435000,"Powiat wyszkowski",2004,6841.6
"10758",1436000,"Powiat zwoleński",2004,4756.7
"10759",1437000,"Powiat żuromiński",2004,6919
"10760",1438000,"Powiat żyrardowski",2004,3299
"10761",1461000,"Powiat m.Ostrołęka",2004,191
"10762",1462000,"Powiat m.Płock",2004,336.5
"10763",1463000,"Powiat m.Radom",2004,384
"10764",1464000,"Powiat m.Siedlce",2004,45.4
"10765",1465000,"Powiat m. st. Warszawa",2004,3150.8
"10766",1601000,"Powiat brzeski",2004,284.2
"10767",1602000,"Powiat głubczycki",2004,660.2
"10768",1603000,"Powiat kędzierzyńsko-kozielski",2004,394.7
"10769",1604000,"Powiat kluczborski",2004,576.2
"10770",1605000,"Powiat krapkowicki",2004,367.6
"10771",1606000,"Powiat namysłowski",2004,327.1
"10772",1607000,"Powiat nyski",2004,1350.7
"10773",1608000,"Powiat oleski",2004,4313.7
"10774",1609000,"Powiat opolski",2004,2313.1
"10775",1610000,"Powiat prudnicki",2004,227.4
"10776",1611000,"Powiat strzelecki",2004,1341.2
"10777",1661000,"Powiat m.Opole",2004,64.6
"10778",1801000,"Powiat bieszczadzki",2004,2493.1
"10779",1802000,"Powiat brzozowski",2004,4413.5
"10780",1803000,"Powiat dębicki",2004,7621.2
"10781",1804000,"Powiat jarosławski",2004,2372.6
"10782",1805000,"Powiat jasielski",2004,8014.8
"10783",1806000,"Powiat kolbuszowski",2004,6937.3
"10784",1807000,"Powiat krośnieński",2004,5486.3
"10785",1808000,"Powiat leżajski",2004,6265.8
"10786",1809000,"Powiat lubaczowski",2004,10417.2
"10787",1810000,"Powiat łańcucki",2004,2450.9
"10788",1811000,"Powiat mielecki",2004,4244.3
"10789",1812000,"Powiat niżański",2004,11501.1
"10790",1813000,"Powiat przemyski",2004,5914.3
"10791",1814000,"Powiat przeworski",2004,2952.1
"10792",1815000,"Powiat ropczycko-sędziszowski",2004,6182.8
"10793",1816000,"Powiat rzeszowski",2004,6931.5
"10794",1817000,"Powiat sanocki",2004,7316.4
"10795",1818000,"Powiat stalowowolski",2004,8549
"10796",1819000,"Powiat strzyżowski",2004,6942.6
"10797",1820000,"Powiat tarnobrzeski",2004,1926
"10798",1821000,"Powiat leski",2004,3731
"10799",1861000,"Powiat m.Krosno",2004,24.2
"10800",1862000,"Powiat m.Przemyśl",2004,75.3
"10801",1863000,"Powiat m.Rzeszów",2004,6
"10802",1864000,"Powiat m.Tarnobrzeg",2004,317
"10803",2001000,"Powiat augustowski",2004,11040.2
"10804",2002000,"Powiat białostocki",2004,28969.8
"10805",2003000,"Powiat bielski",2004,15727.8
"10806",2004000,"Powiat grajewski",2004,8123
"10807",2005000,"Powiat hajnowski",2004,8576.7
"10808",2006000,"Powiat kolneński",2004,10343.8
"10809",2007000,"Powiat łomżyński",2004,16688.1
"10810",2008000,"Powiat moniecki",2004,12541.5
"10811",2009000,"Powiat sejneński",2004,5002.3
"10812",2010000,"Powiat siemiatycki",2004,20994.8
"10813",2011000,"Powiat sokólski",2004,14245.4
"10814",2012000,"Powiat suwalski",2004,7391.7
"10815",2013000,"Powiat wysokomazowiecki",2004,18680.7
"10816",2014000,"Powiat zambrowski",2004,9515.1
"10817",2061000,"Powiat m.Białystok",2004,313
"10818",2062000,"Powiat m.Łomża",2004,27.7
"10819",2063000,"Powiat m.Suwałki",2004,92
"10820",2201000,"Powiat bytowski",2004,10642
"10821",2202000,"Powiat chojnicki",2004,11123.9
"10822",2203000,"Powiat człuchowski",2004,965.6
"10823",2204000,"Powiat gdański",2004,815.7
"10824",2205000,"Powiat kartuski",2004,9521.7
"10825",2206000,"Powiat kościerski",2004,14067.4
"10826",2207000,"Powiat kwidzyński",2004,877.4
"10827",2208000,"Powiat lęborski",2004,759.9
"10828",2209000,"Powiat malborski",2004,14.3
"10829",2210000,"Powiat nowodworski",2004,42.5
"10830",2211000,"Powiat pucki",2004,1996.5
"10831",2212000,"Powiat słupski",2004,1085.3
"10832",2213000,"Powiat starogardzki",2004,8808.3
"10833",2214000,"Powiat tczewski",2004,1277.4
"10834",2215000,"Powiat wejherowski",2004,7005.5
"10835",2216000,"Powiat sztumski",2004,885.5
"10836",2261000,"Powiat m.Gdańsk",2004,1160.3
"10837",2262000,"Powiat m.Gdynia",2004,647.4
"10838",2263000,"Powiat m.Słupsk",2004,166.8
"10839",2264000,"Powiat m.Sopot",2004,193.8
"10840",2401000,"Powiat będziński",2004,3209.4
"10841",2402000,"Powiat bielski",2004,3036.3
"10842",2403000,"Powiat cieszyński",2004,8081.4
"10843",2404000,"Powiat częstochowski",2004,9878
"10844",2405000,"Powiat gliwicki",2004,829.4
"10845",2406000,"Powiat kłobucki",2004,5617.9
"10846",2407000,"Powiat lubliniecki",2004,2215.2
"10847",2408000,"Powiat mikołowski",2004,232.4
"10848",2409000,"Powiat myszkowski",2004,5399.3
"10849",2410000,"Powiat pszczyński",2004,547.5
"10850",2411000,"Powiat raciborski",2004,726.9
"10851",2412000,"Powiat rybnicki",2004,719
"10852",2413000,"Powiat tarnogórski",2004,1041.4
"10853",2414000,"Powiat bieruńsko-lędziński",2004,304.4
"10854",2415000,"Powiat wodzisławski",2004,856.6
"10855",2416000,"Powiat zawierciański",2004,14888.7
"10856",2417000,"Powiat żywiecki",2004,19017
"10857",2461000,"Powiat m.Bielsko-Biała",2004,892.1
"10858",2464000,"Powiat m.Częstochowa",2004,145
"10859",2465000,"Powiat m.Dąbrowa Górnicza",2004,1060
"10860",2466000,"Powiat m.Gliwice",2004,203.3
"10861",2467000,"Powiat m.Jastrzębie-Zdrój",2004,314
"10862",2468000,"Powiat m.Jaworzno",2004,799.3
"10863",2469000,"Powiat m.Katowice",2004,130.2
"10864",2470000,"Powiat m.Mysłowice",2004,24
"10865",2471000,"Powiat m.Piekary Śląskie",2004,8
"10866",2472000,"Powiat m.Ruda Śląska",2004,31.5
"10867",2473000,"Powiat m.Rybnik",2004,320.8
"10868",2475000,"Powiat m.Sosnowiec",2004,509.3
"10869",2477000,"Powiat m.Tychy",2004,118.1
"10870",2478000,"Powiat m.Zabrze",2004,476.3
"10871",2479000,"Powiat m.Żory",2004,235.1
"10872",2601000,"Powiat buski",2004,4678.8
"10873",2602000,"Powiat jędrzejowski",2004,8243.9
"10874",2603000,"Powiat kazimierski",2004,576
"10875",2604000,"Powiat kielecki",2004,16912
"10876",2605000,"Powiat konecki",2004,15443.8
"10877",2606000,"Powiat opatowski",2004,7311.7
"10878",2607000,"Powiat ostrowiecki",2004,4318.5
"10879",2608000,"Powiat pińczowski",2004,2078.8
"10880",2609000,"Powiat sandomierski",2004,2208.8
"10881",2610000,"Powiat skarżyski",2004,3046.8
"10882",2611000,"Powiat starachowicki",2004,1078.6
"10883",2612000,"Powiat staszowski",2004,6702.5
"10884",2613000,"Powiat włoszczowski",2004,13427.1
"10885",2661000,"Powiat m.Kielce",2004,472.5
"10886",2801000,"Powiat bartoszycki",2004,1154.7
"10887",2802000,"Powiat braniewski",2004,652.3
"10888",2803000,"Powiat działdowski",2004,2573.3
"10889",2804000,"Powiat elbląski",2004,1021.8
"10890",2805000,"Powiat ełcki",2004,2582.3
"10891",2806000,"Powiat giżycki",2004,1234.9
"10892",2807000,"Powiat iławski",2004,1660.3
"10893",2808000,"Powiat kętrzyński",2004,733.8
"10894",2809000,"Powiat lidzbarski",2004,1164
"10895",2810000,"Powiat mrągowski",2004,1840.1
"10896",2811000,"Powiat nidzicki",2004,2462.4
"10897",2812000,"Powiat nowomiejski",2004,2157
"10898",2813000,"Powiat olecki",2004,1381.2
"10899",2814000,"Powiat olsztyński",2004,4897.1
"10900",2815000,"Powiat ostródzki",2004,1964.8
"10901",2816000,"Powiat piski",2004,1622
"10902",2817000,"Powiat szczycieński",2004,4212.5
"10903",2818000,"Powiat gołdapski",2004,2545.9
"10904",2819000,"Powiat węgorzewski",2004,693.9
"10905",2861000,"Powiat m.Elbląg",2004,524.4
"10906",2862000,"Powiat m.Olsztyn",2004,1466
"10907",3001000,"Powiat chodzieski",2004,1162.3
"10908",3002000,"Powiat czarnkowsko-trzcianecki",2004,5540.4
"10909",3003000,"Powiat gnieźnieński",2004,1565.7
"10910",3004000,"Powiat gostyński",2004,785.1
"10911",3005000,"Powiat grodziski",2004,1161.9
"10912",3006000,"Powiat jarociński",2004,803.6
"10913",3007000,"Powiat kaliski",2004,5848
"10914",3008000,"Powiat kępiński",2004,1099.1
"10915",3009000,"Powiat kolski",2004,2686.3
"10916",3010000,"Powiat koniński",2004,6007.3
"10917",3011000,"Powiat kościański",2004,1269.7
"10918",3012000,"Powiat krotoszyński",2004,827.5
"10919",3013000,"Powiat leszczyński",2004,2347.1
"10920",3014000,"Powiat międzychodzki",2004,2191.7
"10921",3015000,"Powiat nowotomyski",2004,3048.5
"10922",3016000,"Powiat obornicki",2004,1383.2
"10923",3017000,"Powiat ostrowski",2004,1983
"10924",3018000,"Powiat ostrzeszowski",2004,8345.3
"10925",3019000,"Powiat pilski",2004,2089.1
"10926",3020000,"Powiat pleszewski",2004,2466.8
"10927",3021000,"Powiat poznański",2004,2502.4
"10928",3022000,"Powiat rawicki",2004,1015.3
"10929",3023000,"Powiat słupecki",2004,2499.6
"10930",3024000,"Powiat szamotulski",2004,1563.1
"10931",3025000,"Powiat średzki",2004,1392.9
"10932",3026000,"Powiat śremski",2004,1385.2
"10933",3027000,"Powiat turecki",2004,8728
"10934",3028000,"Powiat wągrowiecki",2004,2026.3
"10935",3029000,"Powiat wolsztyński",2004,2545.7
"10936",3030000,"Powiat wrzesiński",2004,1366.1
"10937",3031000,"Powiat złotowski",2004,2358.7
"10938",3061000,"Powiat m.Kalisz",2004,174.3
"10939",3062000,"Powiat m.Konin",2004,106
"10940",3063000,"Powiat m.Leszno",2004,70.9
"10941",3064000,"Powiat m.Poznań",2004,2399
"10942",3201000,"Powiat białogardzki",2004,633.7
"10943",3202000,"Powiat choszczeński",2004,296.5
"10944",3203000,"Powiat drawski",2004,1172.7
"10945",3204000,"Powiat goleniowski",2004,532.7
"10946",3205000,"Powiat gryficki",2004,331.4
"10947",3206000,"Powiat gryfiński",2004,455.4
"10948",3207000,"Powiat kamieński",2004,517.9
"10949",3208000,"Powiat kołobrzeski",2004,580.5
"10950",3209000,"Powiat koszaliński",2004,1385.9
"10951",3210000,"Powiat myśliborski",2004,357.4
"10952",3211000,"Powiat policki",2004,142.7
"10953",3212000,"Powiat pyrzycki",2004,382.1
"10954",3213000,"Powiat sławieński",2004,759.2
"10955",3214000,"Powiat stargardzki",2004,1049.3
"10956",3215000,"Powiat szczecinecki",2004,1413.4
"10957",3216000,"Powiat świdwiński",2004,1065
"10958",3217000,"Powiat wałecki",2004,537.5
"10959",3218000,"Powiat łobeski",2004,323.7
"10960",3261000,"Powiat m.Koszalin",2004,96.8
"10961",3262000,"Powiat m.Szczecin",2004,2536.9
"10962",3263000,"Powiat m.Świnoujście",2004,138.4
"10963",201000,"Powiat bolesławiecki",2005,665.9
"10964",202000,"Powiat dzierżoniowski",2005,238.2
"10965",203000,"Powiat głogowski",2005,293.4
"10966",204000,"Powiat górowski",2005,420.9
"10967",205000,"Powiat jaworski",2005,602.2
"10968",206000,"Powiat jeleniogórski",2005,1672.8
"10969",207000,"Powiat kamiennogórski",2005,429.6
"10970",208000,"Powiat kłodzki",2005,4555.8
"10971",209000,"Powiat legnicki",2005,519.3
"10972",210000,"Powiat lubański",2005,322.3
"10973",211000,"Powiat lubiński",2005,320.6
"10974",212000,"Powiat lwówecki",2005,851.5
"10975",213000,"Powiat milicki",2005,706.7
"10976",214000,"Powiat oleśnicki",2005,787
"10977",215000,"Powiat oławski",2005,204.9
"10978",216000,"Powiat polkowicki",2005,517.9
"10979",217000,"Powiat strzeliński",2005,365.4
"10980",218000,"Powiat średzki",2005,264.7
"10981",219000,"Powiat świdnicki",2005,703.2
"10982",220000,"Powiat trzebnicki",2005,733.9
"10983",221000,"Powiat wałbrzyski",2005,1610.2
"10984",222000,"Powiat wołowski",2005,348.6
"10985",223000,"Powiat wrocławski",2005,720.2
"10986",224000,"Powiat ząbkowicki",2005,1038.3
"10987",225000,"Powiat zgorzelecki",2005,327.8
"10988",226000,"Powiat złotoryjski",2005,545.6
"10989",261000,"Powiat m.Jelenia Góra",2005,566.1
"10990",262000,"Powiat m.Legnica",2005,0
"10991",263000,"Powiat m.Wałbrzych do 2002",2005,NA
"10992",264000,"Powiat m.Wrocław",2005,812.2
"10993",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"10994",401000,"Powiat aleksandrowski",2005,965.2
"10995",402000,"Powiat brodnicki",2005,3075
"10996",403000,"Powiat bydgoski",2005,2787.5
"10997",404000,"Powiat chełmiński",2005,768.6
"10998",405000,"Powiat golubsko-dobrzyński",2005,1615
"10999",406000,"Powiat grudziądzki",2005,1270.5
"11000",407000,"Powiat inowrocławski",2005,1090.7
"11001",408000,"Powiat lipnowski",2005,6018.3
"11002",409000,"Powiat mogileński",2005,820.3
"11003",410000,"Powiat nakielski",2005,2501.8
"11004",411000,"Powiat radziejowski",2005,682.6
"11005",412000,"Powiat rypiński",2005,2901.8
"11006",413000,"Powiat sępoleński",2005,1787.5
"11007",414000,"Powiat świecki",2005,3681.6
"11008",415000,"Powiat toruński",2005,3355.1
"11009",416000,"Powiat tucholski",2005,6695.5
"11010",417000,"Powiat wąbrzeski",2005,884.3
"11011",418000,"Powiat włocławski",2005,3085.3
"11012",419000,"Powiat żniński",2005,1536.9
"11013",461000,"Powiat m.Bydgoszcz",2005,225.2
"11014",462000,"Powiat m.Grudziądz",2005,948.5
"11015",463000,"Powiat m.Toruń",2005,721.2
"11016",464000,"Powiat m.Włocławek",2005,262
"11017",601000,"Powiat bialski",2005,30366.7
"11018",602000,"Powiat biłgorajski",2005,31007.3
"11019",603000,"Powiat chełmski",2005,5190.7
"11020",604000,"Powiat hrubieszowski",2005,2484.5
"11021",605000,"Powiat janowski",2005,14293.4
"11022",606000,"Powiat krasnostawski",2005,5533.8
"11023",607000,"Powiat kraśnicki",2005,7314.5
"11024",608000,"Powiat lubartowski",2005,13265.9
"11025",609000,"Powiat lubelski",2005,10260.1
"11026",610000,"Powiat łęczyński",2005,3581.5
"11027",611000,"Powiat łukowski",2005,14225
"11028",612000,"Powiat opolski",2005,11588
"11029",613000,"Powiat parczewski",2005,7713.5
"11030",614000,"Powiat puławski",2005,10727.1
"11031",615000,"Powiat radzyński",2005,8626.7
"11032",616000,"Powiat rycki",2005,8877.1
"11033",617000,"Powiat świdnicki",2005,2655.6
"11034",618000,"Powiat tomaszowski",2005,7863.2
"11035",619000,"Powiat włodawski",2005,7534.3
"11036",620000,"Powiat zamojski",2005,17680.2
"11037",661000,"Powiat m.Biała Podlaska",2005,417
"11038",662000,"Powiat m.Chełm",2005,1
"11039",663000,"Powiat m.Lublin",2005,341.5
"11040",664000,"Powiat m.Zamość",2005,58.4
"11041",801000,"Powiat gorzowski",2005,415.7
"11042",802000,"Powiat krośnieński",2005,553
"11043",803000,"Powiat międzyrzecki",2005,1728.1
"11044",804000,"Powiat nowosolski",2005,754.7
"11045",805000,"Powiat słubicki",2005,246.6
"11046",806000,"Powiat strzelecko-drezdenecki",2005,297.6
"11047",807000,"Powiat sulęciński",2005,190.7
"11048",808000,"Powiat świebodziński",2005,948.4
"11049",809000,"Powiat zielonogórski",2005,1639.3
"11050",810000,"Powiat żagański",2005,882.9
"11051",811000,"Powiat żarski",2005,1434.9
"11052",812000,"Powiat wschowski",2005,463.9
"11053",861000,"Powiat m.Gorzów Wielkopolski",2005,58.6
"11054",862000,"Powiat m.Zielona Góra",2005,575
"11055",1001000,"Powiat bełchatowski",2005,14764.3
"11056",1002000,"Powiat kutnowski",2005,473
"11057",1003000,"Powiat łaski",2005,5962.7
"11058",1004000,"Powiat łęczycki",2005,1209
"11059",1005000,"Powiat łowicki",2005,4515
"11060",1006000,"Powiat łódzki wschodni",2005,2058.6
"11061",1007000,"Powiat opoczyński",2005,11856.2
"11062",1008000,"Powiat pabianicki",2005,2437.5
"11063",1009000,"Powiat pajęczański",2005,9544.9
"11064",1010000,"Powiat piotrkowski",2005,10390
"11065",1011000,"Powiat poddębicki",2005,5172.4
"11066",1012000,"Powiat radomszczański",2005,11377.3
"11067",1013000,"Powiat rawski",2005,3769.8
"11068",1014000,"Powiat sieradzki",2005,9493.3
"11069",1015000,"Powiat skierniewicki",2005,4262.8
"11070",1016000,"Powiat tomaszowski",2005,4831.1
"11071",1017000,"Powiat wieluński",2005,9383.6
"11072",1018000,"Powiat wieruszowski",2005,4211.9
"11073",1019000,"Powiat zduńskowolski",2005,2170.1
"11074",1020000,"Powiat zgierski",2005,4317.7
"11075",1021000,"Powiat brzeziński",2005,1213.2
"11076",1061000,"Powiat m.Łódź",2005,2573.6
"11077",1062000,"Powiat m.Piotrków Trybunalski",2005,44
"11078",1063000,"Powiat m.Skierniewice",2005,77
"11079",1201000,"Powiat bocheński",2005,7666.6
"11080",1202000,"Powiat brzeski",2005,5687.3
"11081",1203000,"Powiat chrzanowski",2005,1665.8
"11082",1204000,"Powiat dąbrowski",2005,2800.6
"11083",1205000,"Powiat gorlicki",2005,7711.4
"11084",1206000,"Powiat krakowski",2005,3648.9
"11085",1207000,"Powiat limanowski",2005,22942.2
"11086",1208000,"Powiat miechowski",2005,909.5
"11087",1209000,"Powiat myślenicki",2005,17195.1
"11088",1210000,"Powiat nowosądecki",2005,28028.1
"11089",1211000,"Powiat nowotarski",2005,38627.9
"11090",1212000,"Powiat olkuski",2005,5555.8
"11091",1213000,"Powiat oświęcimski",2005,1170
"11092",1214000,"Powiat proszowicki",2005,238.6
"11093",1215000,"Powiat suski",2005,19044.2
"11094",1216000,"Powiat tarnowski",2005,16991
"11095",1217000,"Powiat tatrzański",2005,8799.7
"11096",1218000,"Powiat wadowicki",2005,7563.2
"11097",1219000,"Powiat wielicki",2005,1253.7
"11098",1261000,"Powiat m.Kraków",2005,1084.9
"11099",1262000,"Powiat m.Nowy Sącz",2005,558.3
"11100",1263000,"Powiat m.Tarnów",2005,154
"11101",1401000,"Powiat białobrzeski",2005,6653.3
"11102",1402000,"Powiat ciechanowski",2005,6950.8
"11103",1403000,"Powiat garwoliński",2005,19753.2
"11104",1404000,"Powiat gostyniński",2005,3334.1
"11105",1405000,"Powiat grodziski",2005,1993.8
"11106",1406000,"Powiat grójecki",2005,7448
"11107",1407000,"Powiat kozienicki",2005,9287.1
"11108",1408000,"Powiat legionowski",2005,2607.4
"11109",1409000,"Powiat lipski",2005,7537.6
"11110",1410000,"Powiat łosicki",2005,7653.7
"11111",1411000,"Powiat makowski",2005,15361.1
"11112",1412000,"Powiat miński",2005,14950.9
"11113",1413000,"Powiat mławski",2005,9781.3
"11114",1414000,"Powiat nowodworski",2005,2631.4
"11115",1415000,"Powiat ostrołęcki",2005,27170.5
"11116",1416000,"Powiat ostrowski",2005,12007
"11117",1417000,"Powiat otwocki",2005,11301.1
"11118",1418000,"Powiat piaseczyński",2005,4402.7
"11119",1419000,"Powiat płocki",2005,7850.5
"11120",1420000,"Powiat płoński",2005,8449.4
"11121",1421000,"Powiat pruszkowski",2005,680.7
"11122",1422000,"Powiat przasnyski",2005,13561.8
"11123",1423000,"Powiat przysuski",2005,13147.6
"11124",1424000,"Powiat pułtuski",2005,3944.8
"11125",1425000,"Powiat radomski",2005,8068.7
"11126",1426000,"Powiat siedlecki",2005,21814.2
"11127",1427000,"Powiat sierpecki",2005,4587.4
"11128",1428000,"Powiat sochaczewski",2005,3343.2
"11129",1429000,"Powiat sokołowski",2005,17569
"11130",1430000,"Powiat szydłowiecki",2005,3549
"11131",1431000,"Powiat warszawski",2005,NA
"11132",1432000,"Powiat warszawski zachodni",2005,949.7
"11133",1433000,"Powiat węgrowski",2005,17633.2
"11134",1434000,"Powiat wołomiński",2005,12737.7
"11135",1435000,"Powiat wyszkowski",2005,6863
"11136",1436000,"Powiat zwoleński",2005,4769.7
"11137",1437000,"Powiat żuromiński",2005,6973.2
"11138",1438000,"Powiat żyrardowski",2005,3297
"11139",1461000,"Powiat m.Ostrołęka",2005,191
"11140",1462000,"Powiat m.Płock",2005,336.5
"11141",1463000,"Powiat m.Radom",2005,460.6
"11142",1464000,"Powiat m.Siedlce",2005,42.7
"11143",1465000,"Powiat m. st. Warszawa",2005,3500.4
"11144",1601000,"Powiat brzeski",2005,305.7
"11145",1602000,"Powiat głubczycki",2005,658.5
"11146",1603000,"Powiat kędzierzyńsko-kozielski",2005,395.1
"11147",1604000,"Powiat kluczborski",2005,590.8
"11148",1605000,"Powiat krapkowicki",2005,461.4
"11149",1606000,"Powiat namysłowski",2005,327.1
"11150",1607000,"Powiat nyski",2005,1346.3
"11151",1608000,"Powiat oleski",2005,4353.8
"11152",1609000,"Powiat opolski",2005,2332.1
"11153",1610000,"Powiat prudnicki",2005,227.5
"11154",1611000,"Powiat strzelecki",2005,1344.2
"11155",1661000,"Powiat m.Opole",2005,64.6
"11156",1801000,"Powiat bieszczadzki",2005,2495.1
"11157",1802000,"Powiat brzozowski",2005,4422.2
"11158",1803000,"Powiat dębicki",2005,7673.7
"11159",1804000,"Powiat jarosławski",2005,2677.9
"11160",1805000,"Powiat jasielski",2005,8051.3
"11161",1806000,"Powiat kolbuszowski",2005,7094.5
"11162",1807000,"Powiat krośnieński",2005,5578.4
"11163",1808000,"Powiat leżajski",2005,6142.1
"11164",1809000,"Powiat lubaczowski",2005,10448.7
"11165",1810000,"Powiat łańcucki",2005,2469.9
"11166",1811000,"Powiat mielecki",2005,4404.3
"11167",1812000,"Powiat niżański",2005,11504.4
"11168",1813000,"Powiat przemyski",2005,5950
"11169",1814000,"Powiat przeworski",2005,2957.3
"11170",1815000,"Powiat ropczycko-sędziszowski",2005,6362.8
"11171",1816000,"Powiat rzeszowski",2005,7037.5
"11172",1817000,"Powiat sanocki",2005,7339.8
"11173",1818000,"Powiat stalowowolski",2005,8565
"11174",1819000,"Powiat strzyżowski",2005,7324.4
"11175",1820000,"Powiat tarnobrzeski",2005,1955
"11176",1821000,"Powiat leski",2005,3729
"11177",1861000,"Powiat m.Krosno",2005,25.2
"11178",1862000,"Powiat m.Przemyśl",2005,78.9
"11179",1863000,"Powiat m.Rzeszów",2005,6
"11180",1864000,"Powiat m.Tarnobrzeg",2005,324
"11181",2001000,"Powiat augustowski",2005,11036.6
"11182",2002000,"Powiat białostocki",2005,28938.2
"11183",2003000,"Powiat bielski",2005,15730.3
"11184",2004000,"Powiat grajewski",2005,8724.2
"11185",2005000,"Powiat hajnowski",2005,9542.4
"11186",2006000,"Powiat kolneński",2005,10416.8
"11187",2007000,"Powiat łomżyński",2005,17195.8
"11188",2008000,"Powiat moniecki",2005,12791
"11189",2009000,"Powiat sejneński",2005,5103.3
"11190",2010000,"Powiat siemiatycki",2005,21103.4
"11191",2011000,"Powiat sokólski",2005,14265.8
"11192",2012000,"Powiat suwalski",2005,7525.4
"11193",2013000,"Powiat wysokomazowiecki",2005,18661.9
"11194",2014000,"Powiat zambrowski",2005,9492.1
"11195",2061000,"Powiat m.Białystok",2005,313
"11196",2062000,"Powiat m.Łomża",2005,27.7
"11197",2063000,"Powiat m.Suwałki",2005,93
"11198",2201000,"Powiat bytowski",2005,11591.2
"11199",2202000,"Powiat chojnicki",2005,11157
"11200",2203000,"Powiat człuchowski",2005,1113.6
"11201",2204000,"Powiat gdański",2005,819.2
"11202",2205000,"Powiat kartuski",2005,9518.7
"11203",2206000,"Powiat kościerski",2005,14053.2
"11204",2207000,"Powiat kwidzyński",2005,865.1
"11205",2208000,"Powiat lęborski",2005,794.7
"11206",2209000,"Powiat malborski",2005,14.3
"11207",2210000,"Powiat nowodworski",2005,42.5
"11208",2211000,"Powiat pucki",2005,1701.9
"11209",2212000,"Powiat słupski",2005,1086.1
"11210",2213000,"Powiat starogardzki",2005,8861.4
"11211",2214000,"Powiat tczewski",2005,1288.9
"11212",2215000,"Powiat wejherowski",2005,6994.9
"11213",2216000,"Powiat sztumski",2005,871.6
"11214",2261000,"Powiat m.Gdańsk",2005,1160.3
"11215",2262000,"Powiat m.Gdynia",2005,582.4
"11216",2263000,"Powiat m.Słupsk",2005,166.8
"11217",2264000,"Powiat m.Sopot",2005,194.1
"11218",2401000,"Powiat będziński",2005,3175
"11219",2402000,"Powiat bielski",2005,3031.6
"11220",2403000,"Powiat cieszyński",2005,8087.1
"11221",2404000,"Powiat częstochowski",2005,9998.4
"11222",2405000,"Powiat gliwicki",2005,827.9
"11223",2406000,"Powiat kłobucki",2005,5617.9
"11224",2407000,"Powiat lubliniecki",2005,2229.9
"11225",2408000,"Powiat mikołowski",2005,248.9
"11226",2409000,"Powiat myszkowski",2005,5480.5
"11227",2410000,"Powiat pszczyński",2005,575.2
"11228",2411000,"Powiat raciborski",2005,715
"11229",2412000,"Powiat rybnicki",2005,723
