"","Kod","Nazwa","rok","Wydatki_powiatow_na_1_mieszkanca_ogolem_zl"
"1571",201000,"Powiat bolesławiecki",2007,545.84
"1572",202000,"Powiat dzierżoniowski",2007,637.08
"1573",203000,"Powiat głogowski",2007,745.44
"1574",204000,"Powiat górowski",2007,740.18
"1575",205000,"Powiat jaworski",2007,869.5
"1576",206000,"Powiat jeleniogórski",2007,774.4
"1577",207000,"Powiat kamiennogórski",2007,636.16
"1578",208000,"Powiat kłodzki",2007,741.32
"1579",209000,"Powiat legnicki",2007,779.02
"1580",210000,"Powiat lubański",2007,615.97
"1581",211000,"Powiat lubiński",2007,703.61
"1582",212000,"Powiat lwówecki",2007,904.93
"1583",213000,"Powiat milicki",2007,1126.09
"1584",214000,"Powiat oleśnicki",2007,779.96
"1585",215000,"Powiat oławski",2007,519.26
"1586",216000,"Powiat polkowicki",2007,572.73
"1587",217000,"Powiat strzeliński",2007,854
"1588",218000,"Powiat średzki",2007,450.55
"1589",219000,"Powiat świdnicki",2007,722.39
"1590",220000,"Powiat trzebnicki",2007,524.72
"1591",221000,"Powiat wałbrzyski",2007,641.63
"1592",222000,"Powiat wołowski",2007,668.72
"1593",223000,"Powiat wrocławski",2007,561.81
"1594",224000,"Powiat ząbkowicki",2007,785.64
"1595",225000,"Powiat zgorzelecki",2007,617.3
"1596",226000,"Powiat złotoryjski",2007,986.7
"1597",401000,"Powiat aleksandrowski",2007,618.43
"1598",402000,"Powiat brodnicki",2007,603.64
"1599",403000,"Powiat bydgoski",2007,372.32
"1600",404000,"Powiat chełmiński",2007,766.03
"1601",405000,"Powiat golubsko-dobrzyński",2007,561.74
"1602",406000,"Powiat grudziądzki",2007,337.29
"1603",407000,"Powiat inowrocławski",2007,609.65
"1604",408000,"Powiat lipnowski",2007,512.58
"1605",409000,"Powiat mogileński",2007,721.57
"1606",410000,"Powiat nakielski",2007,592.71
"1607",411000,"Powiat radziejowski",2007,683.45
"1608",412000,"Powiat rypiński",2007,609.2
"1609",413000,"Powiat sępoleński",2007,822.44
"1610",414000,"Powiat świecki",2007,556.99
"1611",415000,"Powiat toruński",2007,555.22
"1612",416000,"Powiat tucholski",2007,911.2
"1613",417000,"Powiat wąbrzeski",2007,665.81
"1614",418000,"Powiat włocławski",2007,495.92
"1615",419000,"Powiat żniński",2007,615.1
"1616",601000,"Powiat bialski",2007,599.98
"1617",602000,"Powiat biłgorajski",2007,653.87
"1618",603000,"Powiat chełmski",2007,457.84
"1619",604000,"Powiat hrubieszowski",2007,540.13
"1620",605000,"Powiat janowski",2007,645.62
"1621",606000,"Powiat krasnostawski",2007,817.61
"1622",607000,"Powiat kraśnicki",2007,628.59
"1623",608000,"Powiat lubartowski",2007,523.75
"1624",609000,"Powiat lubelski",2007,660.76
"1625",610000,"Powiat łęczyński",2007,688.09
"1626",611000,"Powiat łukowski",2007,605.03
"1627",612000,"Powiat opolski",2007,519.66
"1628",613000,"Powiat parczewski",2007,653.68
"1629",614000,"Powiat puławski",2007,642.74
"1630",615000,"Powiat radzyński",2007,610.61
"1631",616000,"Powiat rycki",2007,616.3
"1632",617000,"Powiat świdnicki",2007,608.82
"1633",618000,"Powiat tomaszowski",2007,656.42
"1634",619000,"Powiat włodawski",2007,836.17
"1635",620000,"Powiat zamojski",2007,348
"1636",801000,"Powiat gorzowski",2007,513.69
"1637",802000,"Powiat krośnieński",2007,819.09
"1638",803000,"Powiat międzyrzecki",2007,708.48
"1639",804000,"Powiat nowosolski",2007,644.25
"1640",805000,"Powiat słubicki",2007,620.45
"1641",806000,"Powiat strzelecko-drezdenecki",2007,631.28
"1642",807000,"Powiat sulęciński",2007,723.03
"1643",808000,"Powiat świebodziński",2007,828.29
"1644",809000,"Powiat zielonogórski",2007,573.66
"1645",810000,"Powiat żagański",2007,574.53
"1646",811000,"Powiat żarski",2007,687.53
"1647",812000,"Powiat wschowski",2007,706.81
"1648",1001000,"Powiat bełchatowski",2007,627.92
"1649",1002000,"Powiat kutnowski",2007,797.83
"1650",1003000,"Powiat łaski",2007,681.08
"1651",1004000,"Powiat łęczycki",2007,710.39
"1652",1005000,"Powiat łowicki",2007,575.6
"1653",1006000,"Powiat łódzki wschodni",2007,488.88
"1654",1007000,"Powiat opoczyński",2007,575.19
"1655",1008000,"Powiat pabianicki",2007,605.23
"1656",1009000,"Powiat pajęczański",2007,461.4
"1657",1010000,"Powiat piotrkowski",2007,431
"1658",1011000,"Powiat poddębicki",2007,608.71
"1659",1012000,"Powiat radomszczański",2007,717.76
"1660",1013000,"Powiat rawski",2007,752.39
"1661",1014000,"Powiat sieradzki",2007,655.61
"1662",1015000,"Powiat skierniewicki",2007,315.11
"1663",1016000,"Powiat tomaszowski",2007,623.33
"1664",1017000,"Powiat wieluński",2007,614.08
"1665",1018000,"Powiat wieruszowski",2007,657.1
"1666",1019000,"Powiat zduńskowolski",2007,715.28
"1667",1020000,"Powiat zgierski",2007,521.96
"1668",1021000,"Powiat brzeziński",2007,592.89
"1669",1201000,"Powiat bocheński",2007,574.3
"1670",1202000,"Powiat brzeski",2007,558.92
"1671",1203000,"Powiat chrzanowski",2007,504
"1672",1204000,"Powiat dąbrowski",2007,485.72
"1673",1205000,"Powiat gorlicki",2007,687.53
"1674",1206000,"Powiat krakowski",2007,450.31
"1675",1207000,"Powiat limanowski",2007,751.63
"1676",1208000,"Powiat miechowski",2007,929.81
"1677",1209000,"Powiat myślenicki",2007,597.48
"1678",1210000,"Powiat nowosądecki",2007,525.3
"1679",1211000,"Powiat nowotarski",2007,589.9
"1680",1212000,"Powiat olkuski",2007,598.34
"1681",1213000,"Powiat oświęcimski",2007,767.39
"1682",1214000,"Powiat proszowicki",2007,575.02
"1683",1215000,"Powiat suski",2007,621.05
"1684",1216000,"Powiat tarnowski",2007,442.67
"1685",1217000,"Powiat tatrzański",2007,728.78
"1686",1218000,"Powiat wadowicki",2007,565.33
"1687",1219000,"Powiat wielicki",2007,386.23
"1688",1401000,"Powiat białobrzeski",2007,554.69
"1689",1402000,"Powiat ciechanowski",2007,682.85
"1690",1403000,"Powiat garwoliński",2007,775.26
"1691",1404000,"Powiat gostyniński",2007,732.23
"1692",1405000,"Powiat grodziski",2007,833.7
"1693",1406000,"Powiat grójecki",2007,704.83
"1694",1407000,"Powiat kozienicki",2007,615.36
"1695",1408000,"Powiat legionowski",2007,585.87
"1696",1409000,"Powiat lipski",2007,837.84
"1697",1410000,"Powiat łosicki",2007,685.02
"1698",1411000,"Powiat makowski",2007,782.42
"1699",1412000,"Powiat miński",2007,602.64
"1700",1413000,"Powiat mławski",2007,666.32
"1701",1414000,"Powiat nowodworski",2007,521.36
"1702",1415000,"Powiat ostrołęcki",2007,551.43
"1703",1416000,"Powiat ostrowski",2007,584.25
"1704",1417000,"Powiat otwocki",2007,624.12
"1705",1418000,"Powiat piaseczyński",2007,985.62
"1706",1419000,"Powiat płocki",2007,578.64
"1707",1420000,"Powiat płoński",2007,672.46
"1708",1421000,"Powiat pruszkowski",2007,657.17
"1709",1422000,"Powiat przasnyski",2007,852.64
"1710",1423000,"Powiat przysuski",2007,757.48
"1711",1424000,"Powiat pułtuski",2007,951.92
"1712",1425000,"Powiat radomski",2007,501.39
"1713",1426000,"Powiat siedlecki",2007,296.32
"1714",1427000,"Powiat sierpecki",2007,711.1
"1715",1428000,"Powiat sochaczewski",2007,597.72
"1716",1429000,"Powiat sokołowski",2007,738.08
"1717",1430000,"Powiat szydłowiecki",2007,534.29
"1718",1432000,"Powiat warszawski zachodni",2007,766.05
"1719",1433000,"Powiat węgrowski",2007,647.94
"1720",1434000,"Powiat wołomiński",2007,443.66
"1721",1435000,"Powiat wyszkowski",2007,682.05
"1722",1436000,"Powiat zwoleński",2007,562.9
"1723",1437000,"Powiat żuromiński",2007,689.65
"1724",1438000,"Powiat żyrardowski",2007,585.94
"1725",1601000,"Powiat brzeski",2007,646.12
"1726",1602000,"Powiat głubczycki",2007,915.97
"1727",1603000,"Powiat kędzierzyńsko-kozielski",2007,583.58
"1728",1604000,"Powiat kluczborski",2007,719.93
"1729",1605000,"Powiat krapkowicki",2007,488.59
"1730",1606000,"Powiat namysłowski",2007,835.61
"1731",1607000,"Powiat nyski",2007,625.32
"1732",1608000,"Powiat oleski",2007,603.2
"1733",1609000,"Powiat opolski",2007,362.09
"1734",1610000,"Powiat prudnicki",2007,602.69
"1735",1611000,"Powiat strzelecki",2007,581.62
"1736",1801000,"Powiat bieszczadzki",2007,1288.32
"1737",1802000,"Powiat brzozowski",2007,556.91
"1738",1803000,"Powiat dębicki",2007,594.57
"1739",1804000,"Powiat jarosławski",2007,709.85
"1740",1805000,"Powiat jasielski",2007,694.32
"1741",1806000,"Powiat kolbuszowski",2007,473.52
"1742",1807000,"Powiat krośnieński",2007,423.93
"1743",1808000,"Powiat leżajski",2007,762.94
"1744",1809000,"Powiat lubaczowski",2007,961.83
"1745",1810000,"Powiat łańcucki",2007,569.58
"1746",1811000,"Powiat mielecki",2007,663.65
"1747",1812000,"Powiat niżański",2007,470.32
"1748",1813000,"Powiat przemyski",2007,400.55
"1749",1814000,"Powiat przeworski",2007,471.11
"1750",1815000,"Powiat ropczycko-sędziszowski",2007,660.45
"1751",1816000,"Powiat rzeszowski",2007,428.07
"1752",1817000,"Powiat sanocki",2007,763.84
"1753",1818000,"Powiat stalowowolski",2007,688.43
"1754",1819000,"Powiat strzyżowski",2007,684.78
"1755",1820000,"Powiat tarnobrzeski",2007,495.4
"1756",1821000,"Powiat leski",2007,1014.64
"1757",2001000,"Powiat augustowski",2007,695.54
"1758",2002000,"Powiat białostocki",2007,468.34
"1759",2003000,"Powiat bielski",2007,720.91
"1760",2004000,"Powiat grajewski",2007,602.66
"1761",2005000,"Powiat hajnowski",2007,716.22
"1762",2006000,"Powiat kolneński",2007,446.29
"1763",2007000,"Powiat łomżyński",2007,369.28
"1764",2008000,"Powiat moniecki",2007,490.99
"1765",2009000,"Powiat sejneński",2007,689.3
"1766",2010000,"Powiat siemiatycki",2007,656.47
"1767",2011000,"Powiat sokólski",2007,567.21
"1768",2012000,"Powiat suwalski",2007,509.42
"1769",2013000,"Powiat wysokomazowiecki",2007,614.87
"1770",2014000,"Powiat zambrowski",2007,747.32
"1771",2201000,"Powiat bytowski",2007,674.4
"1772",2202000,"Powiat chojnicki",2007,692.35
"1773",2203000,"Powiat człuchowski",2007,933.19
"1774",2204000,"Powiat gdański",2007,412.11
"1775",2205000,"Powiat kartuski",2007,659.71
"1776",2206000,"Powiat kościerski",2007,791.97
"1777",2207000,"Powiat kwidzyński",2007,697.27
"1778",2208000,"Powiat lęborski",2007,753.51
"1779",2209000,"Powiat malborski",2007,875.81
"1780",2210000,"Powiat nowodworski",2007,743.88
"1781",2211000,"Powiat pucki",2007,586.92
"1782",2212000,"Powiat słupski",2007,622.9
"1783",2213000,"Powiat starogardzki",2007,622.92
"1784",2214000,"Powiat tczewski",2007,723
"1785",2215000,"Powiat wejherowski",2007,514.31
"1786",2216000,"Powiat sztumski",2007,712.94
"1787",2401000,"Powiat będziński",2007,477.09
"1788",2402000,"Powiat bielski",2007,344.79
"1789",2403000,"Powiat cieszyński",2007,759.55
"1790",2404000,"Powiat częstochowski",2007,406.01
"1791",2405000,"Powiat gliwicki",2007,407.41
"1792",2406000,"Powiat kłobucki",2007,418.89
"1793",2407000,"Powiat lubliniecki",2007,891.67
"1794",2408000,"Powiat mikołowski",2007,584.51
"1795",2409000,"Powiat myszkowski",2007,605.57
"1796",2410000,"Powiat pszczyński",2007,574.65
"1797",2411000,"Powiat raciborski",2007,727.31
"1798",2412000,"Powiat rybnicki",2007,382.55
"1799",2413000,"Powiat tarnogórski",2007,765.79
"1800",2414000,"Powiat bieruńsko-lędziński",2007,429.36
"1801",2415000,"Powiat wodzisławski",2007,617.11
"1802",2416000,"Powiat zawierciański",2007,627.13
"1803",2417000,"Powiat żywiecki",2007,596.76
"1804",2601000,"Powiat buski",2007,821.73
"1805",2602000,"Powiat jędrzejowski",2007,664.38
"1806",2603000,"Powiat kazimierski",2007,711.27
"1807",2604000,"Powiat kielecki",2007,432.71
"1808",2605000,"Powiat konecki",2007,606.45
"1809",2606000,"Powiat opatowski",2007,995.39
"1810",2607000,"Powiat ostrowiecki",2007,720.8
"1811",2608000,"Powiat pińczowski",2007,732.7
"1812",2609000,"Powiat sandomierski",2007,700.32
"1813",2610000,"Powiat skarżyski",2007,819.56
"1814",2611000,"Powiat starachowicki",2007,718.03
"1815",2612000,"Powiat staszowski",2007,720.74
"1816",2613000,"Powiat włoszczowski",2007,634.14
"1817",2801000,"Powiat bartoszycki",2007,695.4
"1818",2802000,"Powiat braniewski",2007,726.56
"1819",2803000,"Powiat działdowski",2007,549.02
"1820",2804000,"Powiat elbląski",2007,596.41
"1821",2805000,"Powiat ełcki",2007,876.07
"1822",2806000,"Powiat giżycki",2007,838.84
"1823",2807000,"Powiat iławski",2007,673.22
"1824",2808000,"Powiat kętrzyński",2007,809.16
"1825",2809000,"Powiat lidzbarski",2007,874.32
"1826",2810000,"Powiat mrągowski",2007,823.69
"1827",2811000,"Powiat nidzicki",2007,893.91
"1828",2812000,"Powiat nowomiejski",2007,667.7
"1829",2813000,"Powiat olecki",2007,1120.82
"1830",2814000,"Powiat olsztyński",2007,619.52
"1831",2815000,"Powiat ostródzki",2007,763.98
"1832",2816000,"Powiat piski",2007,709.01
"1833",2817000,"Powiat szczycieński",2007,851.75
"1834",2818000,"Powiat gołdapski",2007,739.84
"1835",2819000,"Powiat węgorzewski",2007,1293.29
"1836",3001000,"Powiat chodzieski",2007,784.97
"1837",3002000,"Powiat czarnkowsko-trzcianecki",2007,843.1
"1838",3003000,"Powiat gnieźnieński",2007,667.52
"1839",3004000,"Powiat gostyński",2007,730.46
"1840",3005000,"Powiat grodziski",2007,465.51
"1841",3006000,"Powiat jarociński",2007,615
"1842",3007000,"Powiat kaliski",2007,304.16
"1843",3008000,"Powiat kępiński",2007,609.76
"1844",3009000,"Powiat kolski",2007,659.89
"1845",3010000,"Powiat koniński",2007,413.37
"1846",3011000,"Powiat kościański",2007,612.14
"1847",3012000,"Powiat krotoszyński",2007,712.99
"1848",3013000,"Powiat leszczyński",2007,517.01
"1849",3014000,"Powiat międzychodzki",2007,964.5
"1850",3015000,"Powiat nowotomyski",2007,601.29
"1851",3016000,"Powiat obornicki",2007,558.17
"1852",3017000,"Powiat ostrowski",2007,615.4
"1853",3018000,"Powiat ostrzeszowski",2007,751.3
"1854",3019000,"Powiat pilski",2007,799.62
"1855",3020000,"Powiat pleszewski",2007,771.1
"1856",3021000,"Powiat poznański",2007,445.29
"1857",3022000,"Powiat rawicki",2007,632.37
"1858",3023000,"Powiat słupecki",2007,809.68
"1859",3024000,"Powiat szamotulski",2007,636.9
"1860",3025000,"Powiat średzki",2007,587.91
"1861",3026000,"Powiat śremski",2007,620.87
"1862",3027000,"Powiat turecki",2007,628.2
"1863",3028000,"Powiat wągrowiecki",2007,755.55
"1864",3029000,"Powiat wolsztyński",2007,740.11
"1865",3030000,"Powiat wrzesiński",2007,643.39
"1866",3031000,"Powiat złotowski",2007,597.25
"1867",3201000,"Powiat białogardzki",2007,1046.5
"1868",3202000,"Powiat choszczeński",2007,617.84
"1869",3203000,"Powiat drawski",2007,700.95
"1870",3204000,"Powiat goleniowski",2007,649.83
"1871",3205000,"Powiat gryficki",2007,810.37
"1872",3206000,"Powiat gryfiński",2007,674.76
"1873",3207000,"Powiat kamieński",2007,886.77
"1874",3208000,"Powiat kołobrzeski",2007,750.91
"1875",3209000,"Powiat koszaliński",2007,795.54
"1876",3210000,"Powiat myśliborski",2007,769.47
"1877",3211000,"Powiat policki",2007,765.11
"1878",3212000,"Powiat pyrzycki",2007,724.7
"1879",3213000,"Powiat sławieński",2007,659.2
"1880",3214000,"Powiat stargardzki",2007,598.92
"1881",3215000,"Powiat szczecinecki",2007,739.22
"1882",3216000,"Powiat świdwiński",2007,783.93
"1883",3217000,"Powiat wałecki",2007,539.87
"1884",3218000,"Powiat łobeski",2007,713.09
"1885",201000,"Powiat bolesławiecki",2008,595.06
"1886",202000,"Powiat dzierżoniowski",2008,681.25
"1887",203000,"Powiat głogowski",2008,858.67
"1888",204000,"Powiat górowski",2008,922.89
"1889",205000,"Powiat jaworski",2008,946.45
"1890",206000,"Powiat jeleniogórski",2008,914.54
"1891",207000,"Powiat kamiennogórski",2008,676.59
"1892",208000,"Powiat kłodzki",2008,841.28
"1893",209000,"Powiat legnicki",2008,877.91
"1894",210000,"Powiat lubański",2008,678.82
"1895",211000,"Powiat lubiński",2008,972.42
"1896",212000,"Powiat lwówecki",2008,925.41
"1897",213000,"Powiat milicki",2008,1378.64
"1898",214000,"Powiat oleśnicki",2008,824.65
"1899",215000,"Powiat oławski",2008,646.9
"1900",216000,"Powiat polkowicki",2008,711.14
"1901",217000,"Powiat strzeliński",2008,895.97
"1902",218000,"Powiat średzki",2008,551.08
"1903",219000,"Powiat świdnicki",2008,769
"1904",220000,"Powiat trzebnicki",2008,707.48
"1905",221000,"Powiat wałbrzyski",2008,699.73
"1906",222000,"Powiat wołowski",2008,888.57
"1907",223000,"Powiat wrocławski",2008,710.4
"1908",224000,"Powiat ząbkowicki",2008,895.55
"1909",225000,"Powiat zgorzelecki",2008,694.05
"1910",226000,"Powiat złotoryjski",2008,788.53
"1911",401000,"Powiat aleksandrowski",2008,645.81
"1912",402000,"Powiat brodnicki",2008,632.36
"1913",403000,"Powiat bydgoski",2008,447.45
"1914",404000,"Powiat chełmiński",2008,802.23
"1915",405000,"Powiat golubsko-dobrzyński",2008,660.57
"1916",406000,"Powiat grudziądzki",2008,408.32
"1917",407000,"Powiat inowrocławski",2008,730.47
"1918",408000,"Powiat lipnowski",2008,596.66
"1919",409000,"Powiat mogileński",2008,888.12
"1920",410000,"Powiat nakielski",2008,754.27
"1921",411000,"Powiat radziejowski",2008,762.72
"1922",412000,"Powiat rypiński",2008,687.3
"1923",413000,"Powiat sępoleński",2008,955.31
"1924",414000,"Powiat świecki",2008,595.79
"1925",415000,"Powiat toruński",2008,540.39
"1926",416000,"Powiat tucholski",2008,1079.62
"1927",417000,"Powiat wąbrzeski",2008,758.48
"1928",418000,"Powiat włocławski",2008,512.17
"1929",419000,"Powiat żniński",2008,753.93
"1930",601000,"Powiat bialski",2008,583.58
"1931",602000,"Powiat biłgorajski",2008,663.01
"1932",603000,"Powiat chełmski",2008,560.51
"1933",604000,"Powiat hrubieszowski",2008,625.11
"1934",605000,"Powiat janowski",2008,721.54
"1935",606000,"Powiat krasnostawski",2008,844.83
"1936",607000,"Powiat kraśnicki",2008,690.63
"1937",608000,"Powiat lubartowski",2008,588.24
"1938",609000,"Powiat lubelski",2008,533.59
"1939",610000,"Powiat łęczyński",2008,1525.62
"1940",611000,"Powiat łukowski",2008,664.76
"1941",612000,"Powiat opolski",2008,630.67
"1942",613000,"Powiat parczewski",2008,688.04
"1943",614000,"Powiat puławski",2008,732.04
"1944",615000,"Powiat radzyński",2008,501.49
"1945",616000,"Powiat rycki",2008,696.6
"1946",617000,"Powiat świdnicki",2008,619.19
"1947",618000,"Powiat tomaszowski",2008,652.62
"1948",619000,"Powiat włodawski",2008,940.7
"1949",620000,"Powiat zamojski",2008,374.36
"1950",801000,"Powiat gorzowski",2008,530.16
"1951",802000,"Powiat krośnieński",2008,850.46
"1952",803000,"Powiat międzyrzecki",2008,775.59
"1953",804000,"Powiat nowosolski",2008,700.45
"1954",805000,"Powiat słubicki",2008,676.39
"1955",806000,"Powiat strzelecko-drezdenecki",2008,706.15
"1956",807000,"Powiat sulęciński",2008,882.84
"1957",808000,"Powiat świebodziński",2008,891.65
"1958",809000,"Powiat zielonogórski",2008,619.37
"1959",810000,"Powiat żagański",2008,622.95
"1960",811000,"Powiat żarski",2008,755.14
"1961",812000,"Powiat wschowski",2008,764.18
"1962",1001000,"Powiat bełchatowski",2008,708.75
"1963",1002000,"Powiat kutnowski",2008,815.8
"1964",1003000,"Powiat łaski",2008,679.71
"1965",1004000,"Powiat łęczycki",2008,769.06
"1966",1005000,"Powiat łowicki",2008,660.36
"1967",1006000,"Powiat łódzki wschodni",2008,577.36
"1968",1007000,"Powiat opoczyński",2008,565.1
"1969",1008000,"Powiat pabianicki",2008,596.89
"1970",1009000,"Powiat pajęczański",2008,563.29
"1971",1010000,"Powiat piotrkowski",2008,495.72
"1972",1011000,"Powiat poddębicki",2008,930.26
"1973",1012000,"Powiat radomszczański",2008,1081.19
"1974",1013000,"Powiat rawski",2008,876.82
"1975",1014000,"Powiat sieradzki",2008,781.18
"1976",1015000,"Powiat skierniewicki",2008,367.55
"1977",1016000,"Powiat tomaszowski",2008,697.14
"1978",1017000,"Powiat wieluński",2008,654.9
"1979",1018000,"Powiat wieruszowski",2008,716.85
"1980",1019000,"Powiat zduńskowolski",2008,737.03
"1981",1020000,"Powiat zgierski",2008,656.45
"1982",1021000,"Powiat brzeziński",2008,748.45
"1983",1201000,"Powiat bocheński",2008,701.41
"1984",1202000,"Powiat brzeski",2008,700.9
"1985",1203000,"Powiat chrzanowski",2008,547.54
"1986",1204000,"Powiat dąbrowski",2008,560.2
"1987",1205000,"Powiat gorlicki",2008,846.21
"1988",1206000,"Powiat krakowski",2008,507.86
"1989",1207000,"Powiat limanowski",2008,723.45
"1990",1208000,"Powiat miechowski",2008,906.84
"1991",1209000,"Powiat myślenicki",2008,646.6
"1992",1210000,"Powiat nowosądecki",2008,528.49
"1993",1211000,"Powiat nowotarski",2008,757.56
"1994",1212000,"Powiat olkuski",2008,697
"1995",1213000,"Powiat oświęcimski",2008,792.77
"1996",1214000,"Powiat proszowicki",2008,634.45
"1997",1215000,"Powiat suski",2008,792.66
"1998",1216000,"Powiat tarnowski",2008,524.06
"1999",1217000,"Powiat tatrzański",2008,834.09
"2000",1218000,"Powiat wadowicki",2008,629.39
"2001",1219000,"Powiat wielicki",2008,489.84
"2002",1401000,"Powiat białobrzeski",2008,789.31
"2003",1402000,"Powiat ciechanowski",2008,754.05
"2004",1403000,"Powiat garwoliński",2008,961.72
"2005",1404000,"Powiat gostyniński",2008,836.8
"2006",1405000,"Powiat grodziski",2008,894.77
"2007",1406000,"Powiat grójecki",2008,802.99
"2008",1407000,"Powiat kozienicki",2008,690.85
"2009",1408000,"Powiat legionowski",2008,655.29
"2010",1409000,"Powiat lipski",2008,963.5
"2011",1410000,"Powiat łosicki",2008,750.39
"2012",1411000,"Powiat makowski",2008,848.54
"2013",1412000,"Powiat miński",2008,653.38
"2014",1413000,"Powiat mławski",2008,652.05
"2015",1414000,"Powiat nowodworski",2008,548.67
"2016",1415000,"Powiat ostrołęcki",2008,609.08
"2017",1416000,"Powiat ostrowski",2008,653.35
"2018",1417000,"Powiat otwocki",2008,730.88
"2019",1418000,"Powiat piaseczyński",2008,1117.06
"2020",1419000,"Powiat płocki",2008,640.04
"2021",1420000,"Powiat płoński",2008,715.19
"2022",1421000,"Powiat pruszkowski",2008,717.33
"2023",1422000,"Powiat przasnyski",2008,991.97
"2024",1423000,"Powiat przysuski",2008,911.58
"2025",1424000,"Powiat pułtuski",2008,943.29
"2026",1425000,"Powiat radomski",2008,584.21
"2027",1426000,"Powiat siedlecki",2008,383.46
"2028",1427000,"Powiat sierpecki",2008,850.43
"2029",1428000,"Powiat sochaczewski",2008,693.6
"2030",1429000,"Powiat sokołowski",2008,766.79
"2031",1430000,"Powiat szydłowiecki",2008,656.18
"2032",1432000,"Powiat warszawski zachodni",2008,921.52
"2033",1433000,"Powiat węgrowski",2008,730.38
"2034",1434000,"Powiat wołomiński",2008,524.96
"2035",1435000,"Powiat wyszkowski",2008,821.11
"2036",1436000,"Powiat zwoleński",2008,652.2
"2037",1437000,"Powiat żuromiński",2008,808.4
"2038",1438000,"Powiat żyrardowski",2008,692.01
"2039",1601000,"Powiat brzeski",2008,741.64
"2040",1602000,"Powiat głubczycki",2008,852.77
"2041",1603000,"Powiat kędzierzyńsko-kozielski",2008,713.61
"2042",1604000,"Powiat kluczborski",2008,725.22
"2043",1605000,"Powiat krapkowicki",2008,428.56
"2044",1606000,"Powiat namysłowski",2008,902.94
"2045",1607000,"Powiat nyski",2008,713.59
"2046",1608000,"Powiat oleski",2008,673.74
"2047",1609000,"Powiat opolski",2008,413.68
"2048",1610000,"Powiat prudnicki",2008,662.92
"2049",1611000,"Powiat strzelecki",2008,733.79
"2050",1801000,"Powiat bieszczadzki",2008,1119.96
"2051",1802000,"Powiat brzozowski",2008,677.22
"2052",1803000,"Powiat dębicki",2008,654.37
"2053",1804000,"Powiat jarosławski",2008,804.4
"2054",1805000,"Powiat jasielski",2008,750.42
"2055",1806000,"Powiat kolbuszowski",2008,568.67
"2056",1807000,"Powiat krośnieński",2008,481.88
"2057",1808000,"Powiat leżajski",2008,765.33
"2058",1809000,"Powiat lubaczowski",2008,1231.26
"2059",1810000,"Powiat łańcucki",2008,659.68
"2060",1811000,"Powiat mielecki",2008,749.99
"2061",1812000,"Powiat niżański",2008,515.78
"2062",1813000,"Powiat przemyski",2008,483.11
"2063",1814000,"Powiat przeworski",2008,617.71
"2064",1815000,"Powiat ropczycko-sędziszowski",2008,800.56
"2065",1816000,"Powiat rzeszowski",2008,476.79
"2066",1817000,"Powiat sanocki",2008,718.4
"2067",1818000,"Powiat stalowowolski",2008,704.89
"2068",1819000,"Powiat strzyżowski",2008,780.68
"2069",1820000,"Powiat tarnobrzeski",2008,587.26
"2070",1821000,"Powiat leski",2008,931.56
"2071",2001000,"Powiat augustowski",2008,734.92
"2072",2002000,"Powiat białostocki",2008,573.72
"2073",2003000,"Powiat bielski",2008,781.33
"2074",2004000,"Powiat grajewski",2008,683.75
"2075",2005000,"Powiat hajnowski",2008,687.16
"2076",2006000,"Powiat kolneński",2008,599.27
"2077",2007000,"Powiat łomżyński",2008,384.55
"2078",2008000,"Powiat moniecki",2008,594.27
"2079",2009000,"Powiat sejneński",2008,749.46
"2080",2010000,"Powiat siemiatycki",2008,698.02
"2081",2011000,"Powiat sokólski",2008,618.79
"2082",2012000,"Powiat suwalski",2008,642.62
"2083",2013000,"Powiat wysokomazowiecki",2008,658.29
"2084",2014000,"Powiat zambrowski",2008,800.2
"2085",2201000,"Powiat bytowski",2008,738.46
"2086",2202000,"Powiat chojnicki",2008,781.33
"2087",2203000,"Powiat człuchowski",2008,1033.37
"2088",2204000,"Powiat gdański",2008,441.7
"2089",2205000,"Powiat kartuski",2008,673.42
"2090",2206000,"Powiat kościerski",2008,871.82
"2091",2207000,"Powiat kwidzyński",2008,846.74
"2092",2208000,"Powiat lęborski",2008,921.56
"2093",2209000,"Powiat malborski",2008,955.71
"2094",2210000,"Powiat nowodworski",2008,904.76
"2095",2211000,"Powiat pucki",2008,658.91
"2096",2212000,"Powiat słupski",2008,706.47
"2097",2213000,"Powiat starogardzki",2008,680.03
"2098",2214000,"Powiat tczewski",2008,904.02
"2099",2215000,"Powiat wejherowski",2008,567.43
"2100",2216000,"Powiat sztumski",2008,730.43
"2101",2401000,"Powiat będziński",2008,558.35
"2102",2402000,"Powiat bielski",2008,458.77
"2103",2403000,"Powiat cieszyński",2008,710.91
"2104",2404000,"Powiat częstochowski",2008,529.44
"2105",2405000,"Powiat gliwicki",2008,466.08
"2106",2406000,"Powiat kłobucki",2008,475.31
"2107",2407000,"Powiat lubliniecki",2008,906.28
"2108",2408000,"Powiat mikołowski",2008,685.15
"2109",2409000,"Powiat myszkowski",2008,635.74
"2110",2410000,"Powiat pszczyński",2008,610.32
"2111",2411000,"Powiat raciborski",2008,1074.45
"2112",2412000,"Powiat rybnicki",2008,414.77
"2113",2413000,"Powiat tarnogórski",2008,844.76
"2114",2414000,"Powiat bieruńsko-lędziński",2008,471.79
