"","Kod","Nazwa","rok","Wydatki_powiatow_na_1_mieszkanca_ogolem_zl"
"4620",2408000,"Powiat mikołowski",2016,847.7
"4621",2409000,"Powiat myszkowski",2016,763.64
"4622",2410000,"Powiat pszczyński",2016,830.18
"4623",2411000,"Powiat raciborski",2016,946.15
"4624",2412000,"Powiat rybnicki",2016,597.89
"4625",2413000,"Powiat tarnogórski",2016,930.16
"4626",2414000,"Powiat bieruńsko-lędziński",2016,725.02
"4627",2415000,"Powiat wodzisławski",2016,879.18
"4628",2416000,"Powiat zawierciański",2016,934.6
"4629",2417000,"Powiat żywiecki",2016,808.85
"4630",2601000,"Powiat buski",2016,1197.84
"4631",2602000,"Powiat jędrzejowski",2016,928.59
"4632",2603000,"Powiat kazimierski",2016,1212.78
"4633",2604000,"Powiat kielecki",2016,603.18
"4634",2605000,"Powiat konecki",2016,1055.59
"4635",2606000,"Powiat opatowski",2016,1520.43
"4636",2607000,"Powiat ostrowiecki",2016,1062.74
"4637",2608000,"Powiat pińczowski",2016,952.08
"4638",2609000,"Powiat sandomierski",2016,921.56
"4639",2610000,"Powiat skarżyski",2016,1151.52
"4640",2611000,"Powiat starachowicki",2016,1040.67
"4641",2612000,"Powiat staszowski",2016,810.91
"4642",2613000,"Powiat włoszczowski",2016,972.23
"4643",2801000,"Powiat bartoszycki",2016,1177.56
"4644",2802000,"Powiat braniewski",2016,1084.92
"4645",2803000,"Powiat działdowski",2016,863.21
"4646",2804000,"Powiat elbląski",2016,855.22
"4647",2805000,"Powiat ełcki",2016,1099.27
"4648",2806000,"Powiat giżycki",2016,1240.34
"4649",2807000,"Powiat iławski",2016,1022.49
"4650",2808000,"Powiat kętrzyński",2016,1115.77
"4651",2809000,"Powiat lidzbarski",2016,1125.67
"4652",2810000,"Powiat mrągowski",2016,991.22
"4653",2811000,"Powiat nidzicki",2016,1154.78
"4654",2812000,"Powiat nowomiejski",2016,911.95
"4655",2813000,"Powiat olecki",2016,1382.64
"4656",2814000,"Powiat olsztyński",2016,859.22
"4657",2815000,"Powiat ostródzki",2016,1099.33
"4658",2816000,"Powiat piski",2016,1048.22
"4659",2817000,"Powiat szczycieński",2016,1128.52
"4660",2818000,"Powiat gołdapski",2016,926.26
"4661",2819000,"Powiat węgorzewski",2016,1519.4
"4662",3001000,"Powiat chodzieski",2016,946.84
"4663",3002000,"Powiat czarnkowsko-trzcianecki",2016,953.47
"4664",3003000,"Powiat gnieźnieński",2016,882.31
"4665",3004000,"Powiat gostyński",2016,1045.25
"4666",3005000,"Powiat grodziski",2016,847.83
"4667",3006000,"Powiat jarociński",2016,1048.36
"4668",3007000,"Powiat kaliski",2016,546.67
"4669",3008000,"Powiat kępiński",2016,921.7
"4670",3009000,"Powiat kolski",2016,835.1
"4671",3010000,"Powiat koniński",2016,700
"4672",3011000,"Powiat kościański",2016,879.16
"4673",3012000,"Powiat krotoszyński",2016,993.12
"4674",3013000,"Powiat leszczyński",2016,609.83
"4675",3014000,"Powiat międzychodzki",2016,1261.63
"4676",3015000,"Powiat nowotomyski",2016,844.73
"4677",3016000,"Powiat obornicki",2016,801.95
"4678",3017000,"Powiat ostrowski",2016,845.67
"4679",3018000,"Powiat ostrzeszowski",2016,1069.34
"4680",3019000,"Powiat pilski",2016,1013.43
"4681",3020000,"Powiat pleszewski",2016,1212.07
"4682",3021000,"Powiat poznański",2016,676.42
"4683",3022000,"Powiat rawicki",2016,841.39
"4684",3023000,"Powiat słupecki",2016,1007.07
"4685",3024000,"Powiat szamotulski",2016,826.82
"4686",3025000,"Powiat średzki",2016,1013.28
"4687",3026000,"Powiat śremski",2016,1043.81
"4688",3027000,"Powiat turecki",2016,898.62
"4689",3028000,"Powiat wągrowiecki",2016,1009.25
"4690",3029000,"Powiat wolsztyński",2016,983.86
"4691",3030000,"Powiat wrzesiński",2016,820.33
"4692",3031000,"Powiat złotowski",2016,877.12
"4693",3201000,"Powiat białogardzki",2016,1057.21
"4694",3202000,"Powiat choszczeński",2016,933.2
"4695",3203000,"Powiat drawski",2016,1166.6
"4696",3204000,"Powiat goleniowski",2016,1042.29
"4697",3205000,"Powiat gryficki",2016,1178.65
"4698",3206000,"Powiat gryfiński",2016,854.43
"4699",3207000,"Powiat kamieński",2016,884.73
"4700",3208000,"Powiat kołobrzeski",2016,1189.84
"4701",3209000,"Powiat koszaliński",2016,1229.32
"4702",3210000,"Powiat myśliborski",2016,988.71
"4703",3211000,"Powiat policki",2016,1023.88
"4704",3212000,"Powiat pyrzycki",2016,1054.37
"4705",3213000,"Powiat sławieński",2016,991.9
"4706",3214000,"Powiat stargardzki",2016,854.72
"4707",3215000,"Powiat szczecinecki",2016,1220.61
"4708",3216000,"Powiat świdwiński",2016,1315.49
"4709",3217000,"Powiat wałecki",2016,837.32
"4710",3218000,"Powiat łobeski",2016,1052.43
"4711",201000,"Powiat bolesławiecki",2017,990.41
"4712",202000,"Powiat dzierżoniowski",2017,816.53
"4713",203000,"Powiat głogowski",2017,1224.01
"4714",204000,"Powiat górowski",2017,1055.96
"4715",205000,"Powiat jaworski",2017,1033.71
"4716",206000,"Powiat jeleniogórski",2017,959.84
"4717",207000,"Powiat kamiennogórski",2017,995.54
"4718",208000,"Powiat kłodzki",2017,1190.44
"4719",209000,"Powiat legnicki",2017,1235.98
"4720",210000,"Powiat lubański",2017,1140.61
"4721",211000,"Powiat lubiński",2017,991.49
"4722",212000,"Powiat lwówecki",2017,1197.63
"4723",213000,"Powiat milicki",2017,1284.94
"4724",214000,"Powiat oleśnicki",2017,971.44
"4725",215000,"Powiat oławski",2017,964.49
"4726",216000,"Powiat polkowicki",2017,881.07
"4727",217000,"Powiat strzeliński",2017,1100.11
"4728",218000,"Powiat średzki",2017,769.8
"4729",219000,"Powiat świdnicki",2017,893.39
"4730",220000,"Powiat trzebnicki",2017,918.88
"4731",221000,"Powiat wałbrzyski",2017,890.15
"4732",222000,"Powiat wołowski",2017,1294.52
"4733",223000,"Powiat wrocławski",2017,745.66
"4734",224000,"Powiat ząbkowicki",2017,1225.73
"4735",225000,"Powiat zgorzelecki",2017,1057.96
"4736",226000,"Powiat złotoryjski",2017,959.19
"4737",401000,"Powiat aleksandrowski",2017,1065.78
"4738",402000,"Powiat brodnicki",2017,850.7
"4739",403000,"Powiat bydgoski",2017,696.71
"4740",404000,"Powiat chełmiński",2017,1110.21
"4741",405000,"Powiat golubsko-dobrzyński",2017,897.23
"4742",406000,"Powiat grudziądzki",2017,605.82
"4743",407000,"Powiat inowrocławski",2017,909.91
"4744",408000,"Powiat lipnowski",2017,909.94
"4745",409000,"Powiat mogileński",2017,1311
"4746",410000,"Powiat nakielski",2017,1017.56
"4747",411000,"Powiat radziejowski",2017,1185.17
"4748",412000,"Powiat rypiński",2017,1206.01
"4749",413000,"Powiat sępoleński",2017,1240.79
"4750",414000,"Powiat świecki",2017,1002.45
"4751",415000,"Powiat toruński",2017,836.56
"4752",416000,"Powiat tucholski",2017,1169.09
"4753",417000,"Powiat wąbrzeski",2017,1028.29
"4754",418000,"Powiat włocławski",2017,929.22
"4755",419000,"Powiat żniński",2017,1092.77
"4756",601000,"Powiat bialski",2017,859.7
"4757",602000,"Powiat biłgorajski",2017,1051.49
"4758",603000,"Powiat chełmski",2017,819.83
"4759",604000,"Powiat hrubieszowski",2017,881.59
"4760",605000,"Powiat janowski",2017,1275.19
"4761",606000,"Powiat krasnostawski",2017,1297.14
"4762",607000,"Powiat kraśnicki",2017,1038.08
"4763",608000,"Powiat lubartowski",2017,805.11
"4764",609000,"Powiat lubelski",2017,981.17
"4765",610000,"Powiat łęczyński",2017,882.67
"4766",611000,"Powiat łukowski",2017,899.31
"4767",612000,"Powiat opolski",2017,866
"4768",613000,"Powiat parczewski",2017,883.73
"4769",614000,"Powiat puławski",2017,1013.21
"4770",615000,"Powiat radzyński",2017,917.25
"4771",616000,"Powiat rycki",2017,903.22
"4772",617000,"Powiat świdnicki",2017,1135.85
"4773",618000,"Powiat tomaszowski",2017,935.52
"4774",619000,"Powiat włodawski",2017,1438.17
"4775",620000,"Powiat zamojski",2017,642.3
"4776",801000,"Powiat gorzowski",2017,750.01
"4777",802000,"Powiat krośnieński",2017,1088.24
"4778",803000,"Powiat międzyrzecki",2017,1112.94
"4779",804000,"Powiat nowosolski",2017,1097.87
"4780",805000,"Powiat słubicki",2017,936.05
"4781",806000,"Powiat strzelecko-drezdenecki",2017,992.5
"4782",807000,"Powiat sulęciński",2017,1149.58
"4783",808000,"Powiat świebodziński",2017,1143.21
"4784",809000,"Powiat zielonogórski",2017,917.25
"4785",810000,"Powiat żagański",2017,928.32
"4786",811000,"Powiat żarski",2017,1178.52
"4787",812000,"Powiat wschowski",2017,1090.42
"4788",1001000,"Powiat bełchatowski",2017,1125.35
"4789",1002000,"Powiat kutnowski",2017,1193.36
"4790",1003000,"Powiat łaski",2017,859.03
"4791",1004000,"Powiat łęczycki",2017,1158.88
"4792",1005000,"Powiat łowicki",2017,954.74
"4793",1006000,"Powiat łódzki wschodni",2017,865.63
"4794",1007000,"Powiat opoczyński",2017,1046.27
"4795",1008000,"Powiat pabianicki",2017,789.32
"4796",1009000,"Powiat pajęczański",2017,766.54
"4797",1010000,"Powiat piotrkowski",2017,831.92
"4798",1011000,"Powiat poddębicki",2017,1018.22
"4799",1012000,"Powiat radomszczański",2017,944.67
"4800",1013000,"Powiat rawski",2017,1078.75
"4801",1014000,"Powiat sieradzki",2017,1063.67
"4802",1015000,"Powiat skierniewicki",2017,605
"4803",1016000,"Powiat tomaszowski",2017,970.44
"4804",1017000,"Powiat wieluński",2017,1092.29
"4805",1018000,"Powiat wieruszowski",2017,1161.27
"4806",1019000,"Powiat zduńskowolski",2017,1276.16
"4807",1020000,"Powiat zgierski",2017,802.48
"4808",1021000,"Powiat brzeziński",2017,1004.4
"4809",1201000,"Powiat bocheński",2017,996.98
"4810",1202000,"Powiat brzeski",2017,801.56
"4811",1203000,"Powiat chrzanowski",2017,781.94
"4812",1204000,"Powiat dąbrowski",2017,824.45
"4813",1205000,"Powiat gorlicki",2017,982.93
"4814",1206000,"Powiat krakowski",2017,686.07
"4815",1207000,"Powiat limanowski",2017,950.77
"4816",1208000,"Powiat miechowski",2017,1140.86
"4817",1209000,"Powiat myślenicki",2017,885.51
"4818",1210000,"Powiat nowosądecki",2017,649.83
"4819",1211000,"Powiat nowotarski",2017,894.11
"4820",1212000,"Powiat olkuski",2017,905.91
"4821",1213000,"Powiat oświęcimski",2017,1032.68
"4822",1214000,"Powiat proszowicki",2017,923.61
"4823",1215000,"Powiat suski",2017,1044.32
"4824",1216000,"Powiat tarnowski",2017,664.77
"4825",1217000,"Powiat tatrzański",2017,976.42
"4826",1218000,"Powiat wadowicki",2017,829.96
"4827",1219000,"Powiat wielicki",2017,727.31
"4828",1401000,"Powiat białobrzeski",2017,996.68
"4829",1402000,"Powiat ciechanowski",2017,1064.93
"4830",1403000,"Powiat garwoliński",2017,1120.15
"4831",1404000,"Powiat gostyniński",2017,1152.82
"4832",1405000,"Powiat grodziski",2017,962.53
"4833",1406000,"Powiat grójecki",2017,943.21
"4834",1407000,"Powiat kozienicki",2017,1002.53
"4835",1408000,"Powiat legionowski",2017,812.79
"4836",1409000,"Powiat lipski",2017,1347.18
"4837",1410000,"Powiat łosicki",2017,1467.71
"4838",1411000,"Powiat makowski",2017,1093.95
"4839",1412000,"Powiat miński",2017,928.73
"4840",1413000,"Powiat mławski",2017,951.65
"4841",1414000,"Powiat nowodworski",2017,809.58
"4842",1415000,"Powiat ostrołęcki",2017,904.93
"4843",1416000,"Powiat ostrowski",2017,883.97
"4844",1417000,"Powiat otwocki",2017,1074.26
"4845",1418000,"Powiat piaseczyński",2017,1279.06
"4846",1419000,"Powiat płocki",2017,986.13
"4847",1420000,"Powiat płoński",2017,1192.96
"4848",1421000,"Powiat pruszkowski",2017,942.31
"4849",1422000,"Powiat przasnyski",2017,1246.92
"4850",1423000,"Powiat przysuski",2017,1676.65
"4851",1424000,"Powiat pułtuski",2017,1438.26
"4852",1425000,"Powiat radomski",2017,895.1
"4853",1426000,"Powiat siedlecki",2017,797.69
"4854",1427000,"Powiat sierpecki",2017,1131.58
"4855",1428000,"Powiat sochaczewski",2017,907.93
"4856",1429000,"Powiat sokołowski",2017,848.42
"4857",1430000,"Powiat szydłowiecki",2017,1009.43
"4858",1432000,"Powiat warszawski zachodni",2017,1133.72
"4859",1433000,"Powiat węgrowski",2017,1177.1
"4860",1434000,"Powiat wołomiński",2017,868.47
"4861",1435000,"Powiat wyszkowski",2017,1173.75
"4862",1436000,"Powiat zwoleński",2017,1152.33
"4863",1437000,"Powiat żuromiński",2017,1130.98
"4864",1438000,"Powiat żyrardowski",2017,932.18
"4865",1601000,"Powiat brzeski",2017,956.06
"4866",1602000,"Powiat głubczycki",2017,1510.5
"4867",1603000,"Powiat kędzierzyńsko-kozielski",2017,993.96
"4868",1604000,"Powiat kluczborski",2017,1163.63
"4869",1605000,"Powiat krapkowicki",2017,677.33
"4870",1606000,"Powiat namysłowski",2017,1091.12
"4871",1607000,"Powiat nyski",2017,948.44
"4872",1608000,"Powiat oleski",2017,991.01
"4873",1609000,"Powiat opolski",2017,654.47
"4874",1610000,"Powiat prudnicki",2017,1028.95
"4875",1611000,"Powiat strzelecki",2017,978.44
"4876",1801000,"Powiat bieszczadzki",2017,1785.67
"4877",1802000,"Powiat brzozowski",2017,947.74
"4878",1803000,"Powiat dębicki",2017,922.35
"4879",1804000,"Powiat jarosławski",2017,1294.12
"4880",1805000,"Powiat jasielski",2017,921.98
"4881",1806000,"Powiat kolbuszowski",2017,753.58
"4882",1807000,"Powiat krośnieński",2017,845.95
"4883",1808000,"Powiat leżajski",2017,1511.98
"4884",1809000,"Powiat lubaczowski",2017,1411.26
"4885",1810000,"Powiat łańcucki",2017,947.8
"4886",1811000,"Powiat mielecki",2017,1029.98
"4887",1812000,"Powiat niżański",2017,890.87
"4888",1813000,"Powiat przemyski",2017,604.59
"4889",1814000,"Powiat przeworski",2017,752.84
"4890",1815000,"Powiat ropczycko-sędziszowski",2017,1036.47
"4891",1816000,"Powiat rzeszowski",2017,824.67
"4892",1817000,"Powiat sanocki",2017,890.9
"4893",1818000,"Powiat stalowowolski",2017,1154.39
"4894",1819000,"Powiat strzyżowski",2017,1193.7
"4895",1820000,"Powiat tarnobrzeski",2017,739.54
"4896",1821000,"Powiat leski",2017,1198.87
"4897",2001000,"Powiat augustowski",2017,1100.74
"4898",2002000,"Powiat białostocki",2017,904.76
"4899",2003000,"Powiat bielski",2017,976.41
"4900",2004000,"Powiat grajewski",2017,971.03
"4901",2005000,"Powiat hajnowski",2017,973.19
"4902",2006000,"Powiat kolneński",2017,915.4
"4903",2007000,"Powiat łomżyński",2017,612.95
"4904",2008000,"Powiat moniecki",2017,1082.65
"4905",2009000,"Powiat sejneński",2017,910.11
"4906",2010000,"Powiat siemiatycki",2017,1133.15
"4907",2011000,"Powiat sokólski",2017,1209.32
"4908",2012000,"Powiat suwalski",2017,882.2
"4909",2013000,"Powiat wysokomazowiecki",2017,1221
"4910",2014000,"Powiat zambrowski",2017,1000.92
"4911",2201000,"Powiat bytowski",2017,1282.35
"4912",2202000,"Powiat chojnicki",2017,1193.77
"4913",2203000,"Powiat człuchowski",2017,1641.48
"4914",2204000,"Powiat gdański",2017,753.17
"4915",2205000,"Powiat kartuski",2017,886.44
"4916",2206000,"Powiat kościerski",2017,1048.86
"4917",2207000,"Powiat kwidzyński",2017,995.21
"4918",2208000,"Powiat lęborski",2017,1173.49
"4919",2209000,"Powiat malborski",2017,1234.58
"4920",2210000,"Powiat nowodworski",2017,1312.06
"4921",2211000,"Powiat pucki",2017,938.57
"4922",2212000,"Powiat słupski",2017,989.12
"4923",2213000,"Powiat starogardzki",2017,1030.87
"4924",2214000,"Powiat tczewski",2017,1146.3
"4925",2215000,"Powiat wejherowski",2017,865.83
"4926",2216000,"Powiat sztumski",2017,1125.15
"4927",2401000,"Powiat będziński",2017,751.8
"4928",2402000,"Powiat bielski",2017,703.39
"4929",2403000,"Powiat cieszyński",2017,947.17
"4930",2404000,"Powiat częstochowski",2017,763.1
"4931",2405000,"Powiat gliwicki",2017,701.45
"4932",2406000,"Powiat kłobucki",2017,837.17
"4933",2407000,"Powiat lubliniecki",2017,1092.28
"4934",2408000,"Powiat mikołowski",2017,881.03
"4935",2409000,"Powiat myszkowski",2017,857.67
"4936",2410000,"Powiat pszczyński",2017,920.95
"4937",2411000,"Powiat raciborski",2017,998.32
"4938",2412000,"Powiat rybnicki",2017,606.59
"4939",2413000,"Powiat tarnogórski",2017,1035.78
"4940",2414000,"Powiat bieruńsko-lędziński",2017,751.58
"4941",2415000,"Powiat wodzisławski",2017,993.63
"4942",2416000,"Powiat zawierciański",2017,925.44
"4943",2417000,"Powiat żywiecki",2017,870.49
"4944",2601000,"Powiat buski",2017,1236.33
"4945",2602000,"Powiat jędrzejowski",2017,1007.46
"4946",2603000,"Powiat kazimierski",2017,1309.29
"4947",2604000,"Powiat kielecki",2017,616.23
"4948",2605000,"Powiat konecki",2017,1181.86
"4949",2606000,"Powiat opatowski",2017,1468.69
"4950",2607000,"Powiat ostrowiecki",2017,1119.85
"4951",2608000,"Powiat pińczowski",2017,1059.13
"4952",2609000,"Powiat sandomierski",2017,948.26
"4953",2610000,"Powiat skarżyski",2017,1239.33
"4954",2611000,"Powiat starachowicki",2017,1079.01
"4955",2612000,"Powiat staszowski",2017,851.41
"4956",2613000,"Powiat włoszczowski",2017,1075.93
"4957",2801000,"Powiat bartoszycki",2017,1322.64
"4958",2802000,"Powiat braniewski",2017,1181.92
"4959",2803000,"Powiat działdowski",2017,933.25
"4960",2804000,"Powiat elbląski",2017,1072.38
"4961",2805000,"Powiat ełcki",2017,1202.61
"4962",2806000,"Powiat giżycki",2017,1237.73
"4963",2807000,"Powiat iławski",2017,1057.28
"4964",2808000,"Powiat kętrzyński",2017,1074.3
"4965",2809000,"Powiat lidzbarski",2017,1160.31
"4966",2810000,"Powiat mrągowski",2017,1016.13
"4967",2811000,"Powiat nidzicki",2017,1255.76
"4968",2812000,"Powiat nowomiejski",2017,912.29
"4969",2813000,"Powiat olecki",2017,1551.34
"4970",2814000,"Powiat olsztyński",2017,970.21
"4971",2815000,"Powiat ostródzki",2017,1240.7
"4972",2816000,"Powiat piski",2017,1184.19
"4973",2817000,"Powiat szczycieński",2017,1240.41
"4974",2818000,"Powiat gołdapski",2017,1008.48
"4975",2819000,"Powiat węgorzewski",2017,1618.42
"4976",3001000,"Powiat chodzieski",2017,1010.65
"4977",3002000,"Powiat czarnkowsko-trzcianecki",2017,1084.42
"4978",3003000,"Powiat gnieźnieński",2017,977.24
"4979",3004000,"Powiat gostyński",2017,1061.9
"4980",3005000,"Powiat grodziski",2017,752.8
"4981",3006000,"Powiat jarociński",2017,1051.09
"4982",3007000,"Powiat kaliski",2017,586.95
"4983",3008000,"Powiat kępiński",2017,1170.53
"4984",3009000,"Powiat kolski",2017,922.32
"4985",3010000,"Powiat koniński",2017,737.68
"4986",3011000,"Powiat kościański",2017,1038.57
"4987",3012000,"Powiat krotoszyński",2017,1103.88
"4988",3013000,"Powiat leszczyński",2017,1147.84
"4989",3014000,"Powiat międzychodzki",2017,1495.92
"4990",3015000,"Powiat nowotomyski",2017,863.3
"4991",3016000,"Powiat obornicki",2017,982.56
"4992",3017000,"Powiat ostrowski",2017,973.06
"4993",3018000,"Powiat ostrzeszowski",2017,1132.56
"4994",3019000,"Powiat pilski",2017,1082.93
"4995",3020000,"Powiat pleszewski",2017,1284.1
"4996",3021000,"Powiat poznański",2017,764.43
"4997",3022000,"Powiat rawicki",2017,916.79
"4998",3023000,"Powiat słupecki",2017,1108.67
"4999",3024000,"Powiat szamotulski",2017,933.22
"5000",3025000,"Powiat średzki",2017,1183.12
"5001",3026000,"Powiat śremski",2017,1122.76
"5002",3027000,"Powiat turecki",2017,978.28
"5003",3028000,"Powiat wągrowiecki",2017,1085.15
"5004",3029000,"Powiat wolsztyński",2017,1001.91
"5005",3030000,"Powiat wrzesiński",2017,883.1
"5006",3031000,"Powiat złotowski",2017,918.64
"5007",3201000,"Powiat białogardzki",2017,1162.28
"5008",3202000,"Powiat choszczeński",2017,1186.11
"5009",3203000,"Powiat drawski",2017,1211.06
"5010",3204000,"Powiat goleniowski",2017,1017.37
"5011",3205000,"Powiat gryficki",2017,1299.8
"5012",3206000,"Powiat gryfiński",2017,884.95
"5013",3207000,"Powiat kamieński",2017,1107.85
"5014",3208000,"Powiat kołobrzeski",2017,1265.27
"5015",3209000,"Powiat koszaliński",2017,1393.29
"5016",3210000,"Powiat myśliborski",2017,1077.63
"5017",3211000,"Powiat policki",2017,1182.63
"5018",3212000,"Powiat pyrzycki",2017,1064.26
"5019",3213000,"Powiat sławieński",2017,961.45
"5020",3214000,"Powiat stargardzki",2017,973.28
"5021",3215000,"Powiat szczecinecki",2017,1211.44
"5022",3216000,"Powiat świdwiński",2017,1381.14
"5023",3217000,"Powiat wałecki",2017,902.07
"5024",3218000,"Powiat łobeski",2017,1154.34
"5025",201000,"Powiat bolesławiecki",2018,1137.92
"5026",202000,"Powiat dzierżoniowski",2018,935.84
"5027",203000,"Powiat głogowski",2018,1260.68
"5028",204000,"Powiat górowski",2018,1119.87
"5029",205000,"Powiat jaworski",2018,1319.35
"5030",206000,"Powiat jeleniogórski",2018,1177.61
"5031",207000,"Powiat kamiennogórski",2018,1103.94
"5032",208000,"Powiat kłodzki",2018,1317.58
"5033",209000,"Powiat legnicki",2018,1339.53
"5034",210000,"Powiat lubański",2018,1130.62
"5035",211000,"Powiat lubiński",2018,1147.64
"5036",212000,"Powiat lwówecki",2018,1356.6
"5037",213000,"Powiat milicki",2018,1339.18
"5038",214000,"Powiat oleśnicki",2018,1057.96
"5039",215000,"Powiat oławski",2018,1002.67
"5040",216000,"Powiat polkowicki",2018,1030.22
"5041",217000,"Powiat strzeliński",2018,1185.18
"5042",218000,"Powiat średzki",2018,906.72
"5043",219000,"Powiat świdnicki",2018,947.95
"5044",220000,"Powiat trzebnicki",2018,1059.95
"5045",221000,"Powiat wałbrzyski",2018,989.19
"5046",222000,"Powiat wołowski",2018,1417.94
"5047",223000,"Powiat wrocławski",2018,1067.69
"5048",224000,"Powiat ząbkowicki",2018,1345.58
"5049",225000,"Powiat zgorzelecki",2018,1144.63
"5050",226000,"Powiat złotoryjski",2018,1049.49
"5051",401000,"Powiat aleksandrowski",2018,1141.18
"5052",402000,"Powiat brodnicki",2018,998.24
"5053",403000,"Powiat bydgoski",2018,711.05
"5054",404000,"Powiat chełmiński",2018,1300.33
"5055",405000,"Powiat golubsko-dobrzyński",2018,1102.59
"5056",406000,"Powiat grudziądzki",2018,518.61
"5057",407000,"Powiat inowrocławski",2018,1065.91
"5058",408000,"Powiat lipnowski",2018,1138.95
"5059",409000,"Powiat mogileński",2018,1438.86
"5060",410000,"Powiat nakielski",2018,1146.54
"5061",411000,"Powiat radziejowski",2018,1357.8
"5062",412000,"Powiat rypiński",2018,1142.79
"5063",413000,"Powiat sępoleński",2018,2051.31
"5064",414000,"Powiat świecki",2018,1154.9
"5065",415000,"Powiat toruński",2018,946.29
"5066",416000,"Powiat tucholski",2018,1494.1
"5067",417000,"Powiat wąbrzeski",2018,1379.51
"5068",418000,"Powiat włocławski",2018,1006.25
"5069",419000,"Powiat żniński",2018,1190.63
"5070",601000,"Powiat bialski",2018,988.85
"5071",602000,"Powiat biłgorajski",2018,1160.94
"5072",603000,"Powiat chełmski",2018,1158.42
"5073",604000,"Powiat hrubieszowski",2018,1122.05
"5074",605000,"Powiat janowski",2018,1298.45
"5075",606000,"Powiat krasnostawski",2018,1453.36
"5076",607000,"Powiat kraśnicki",2018,1364.92
"5077",608000,"Powiat lubartowski",2018,994.88
"5078",609000,"Powiat lubelski",2018,1019.03
"5079",610000,"Powiat łęczyński",2018,994.98
"5080",611000,"Powiat łukowski",2018,1172.39
"5081",612000,"Powiat opolski",2018,890.74
"5082",613000,"Powiat parczewski",2018,983.42
"5083",614000,"Powiat puławski",2018,1247.39
"5084",615000,"Powiat radzyński",2018,1030.85
"5085",616000,"Powiat rycki",2018,1058.42
"5086",617000,"Powiat świdnicki",2018,1280.07
"5087",618000,"Powiat tomaszowski",2018,1217.72
"5088",619000,"Powiat włodawski",2018,1578.37
"5089",620000,"Powiat zamojski",2018,842.21
"5090",801000,"Powiat gorzowski",2018,874.17
"5091",802000,"Powiat krośnieński",2018,1179.84
"5092",803000,"Powiat międzyrzecki",2018,1261.67
"5093",804000,"Powiat nowosolski",2018,1013.92
"5094",805000,"Powiat słubicki",2018,1069.6
"5095",806000,"Powiat strzelecko-drezdenecki",2018,993.3
"5096",807000,"Powiat sulęciński",2018,1437.96
"5097",808000,"Powiat świebodziński",2018,1137.33
"5098",809000,"Powiat zielonogórski",2018,970.31
"5099",810000,"Powiat żagański",2018,1056.13
"5100",811000,"Powiat żarski",2018,1104.24
"5101",812000,"Powiat wschowski",2018,1074.22
"5102",1001000,"Powiat bełchatowski",2018,1093.94
"5103",1002000,"Powiat kutnowski",2018,1207.95
"5104",1003000,"Powiat łaski",2018,996.63
"5105",1004000,"Powiat łęczycki",2018,1100.38
"5106",1005000,"Powiat łowicki",2018,1100.38
"5107",1006000,"Powiat łódzki wschodni",2018,899.21
"5108",1007000,"Powiat opoczyński",2018,917.45
"5109",1008000,"Powiat pabianicki",2018,895.62
"5110",1009000,"Powiat pajęczański",2018,855.05
"5111",1010000,"Powiat piotrkowski",2018,876.4
"5112",1011000,"Powiat poddębicki",2018,1108.58
"5113",1012000,"Powiat radomszczański",2018,926.72
"5114",1013000,"Powiat rawski",2018,1068.29
"5115",1014000,"Powiat sieradzki",2018,1117.17
"5116",1015000,"Powiat skierniewicki",2018,591.83
"5117",1016000,"Powiat tomaszowski",2018,1087.87
"5118",1017000,"Powiat wieluński",2018,1180.6
"5119",1018000,"Powiat wieruszowski",2018,1411.76
"5120",1019000,"Powiat zduńskowolski",2018,1499.55
"5121",1020000,"Powiat zgierski",2018,909.88
"5122",1021000,"Powiat brzeziński",2018,1237.04
"5123",1201000,"Powiat bocheński",2018,1196.46
"5124",1202000,"Powiat brzeski",2018,1001.08
"5125",1203000,"Powiat chrzanowski",2018,849.96
"5126",1204000,"Powiat dąbrowski",2018,894.12
"5127",1205000,"Powiat gorlicki",2018,1105.62
"5128",1206000,"Powiat krakowski",2018,736.27
"5129",1207000,"Powiat limanowski",2018,1107.96
"5130",1208000,"Powiat miechowski",2018,1401.85
"5131",1209000,"Powiat myślenicki",2018,934.83
"5132",1210000,"Powiat nowosądecki",2018,718.15
"5133",1211000,"Powiat nowotarski",2018,846.5
"5134",1212000,"Powiat olkuski",2018,1062
"5135",1213000,"Powiat oświęcimski",2018,1098.33
"5136",1214000,"Powiat proszowicki",2018,1031.22
"5137",1215000,"Powiat suski",2018,1070.08
"5138",1216000,"Powiat tarnowski",2018,756.01
"5139",1217000,"Powiat tatrzański",2018,940.48
"5140",1218000,"Powiat wadowicki",2018,976.61
"5141",1219000,"Powiat wielicki",2018,816.5
"5142",1401000,"Powiat białobrzeski",2018,1164.84
"5143",1402000,"Powiat ciechanowski",2018,1247.64
"5144",1403000,"Powiat garwoliński",2018,1155.43
"5145",1404000,"Powiat gostyniński",2018,1344.25
"5146",1405000,"Powiat grodziski",2018,1134.86
"5147",1406000,"Powiat grójecki",2018,1049.62
"5148",1407000,"Powiat kozienicki",2018,996.61
"5149",1408000,"Powiat legionowski",2018,854.82
"5150",1409000,"Powiat lipski",2018,1436.45
"5151",1410000,"Powiat łosicki",2018,1499.96
"5152",1411000,"Powiat makowski",2018,1287.19
"5153",1412000,"Powiat miński",2018,987.28
