"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_wskaznik_wykrywalnosci_sprawcow_przestepstw_stwierdzonych_przez_Policje_ogolem_proc"
"19348",3024000,"Powiat szamotulski",2016,81.5
"19349",3025000,"Powiat średzki",2016,79.7
"19350",3026000,"Powiat śremski",2016,93.7
"19351",3027000,"Powiat turecki",2016,85.5
"19352",3028000,"Powiat wągrowiecki",2016,83.4
"19353",3029000,"Powiat wolsztyński",2016,80
"19354",3030000,"Powiat wrzesiński",2016,65.7
"19355",3031000,"Powiat złotowski",2016,77.9
"19356",3061000,"Powiat m.Kalisz",2016,76.4
"19357",3062000,"Powiat m.Konin",2016,75.5
"19358",3063000,"Powiat m.Leszno",2016,83.7
"19359",3064000,"Powiat m.Poznań",2016,47.9
"19360",3201000,"Powiat białogardzki",2016,74.1
"19361",3202000,"Powiat choszczeński",2016,82.7
"19362",3203000,"Powiat drawski",2016,72.5
"19363",3204000,"Powiat goleniowski",2016,76.5
"19364",3205000,"Powiat gryficki",2016,65.8
"19365",3206000,"Powiat gryfiński",2016,70.3
"19366",3207000,"Powiat kamieński",2016,60.9
"19367",3208000,"Powiat kołobrzeski",2016,77.7
"19368",3209000,"Powiat koszaliński",2016,68.2
"19369",3210000,"Powiat myśliborski",2016,70.3
"19370",3211000,"Powiat policki",2016,72.4
"19371",3212000,"Powiat pyrzycki",2016,82.4
"19372",3213000,"Powiat sławieński",2016,70.8
"19373",3214000,"Powiat stargardzki",2016,82.4
"19374",3215000,"Powiat szczecinecki",2016,78.6
"19375",3216000,"Powiat świdwiński",2016,72.3
"19376",3217000,"Powiat wałecki",2016,67.6
"19377",3218000,"Powiat łobeski",2016,71.2
"19378",3261000,"Powiat m.Koszalin",2016,74.1
"19379",3262000,"Powiat m.Szczecin",2016,65.2
"19380",3263000,"Powiat m.Świnoujście",2016,69.1
"19381",201000,"Powiat bolesławiecki",2017,68
"19382",202000,"Powiat dzierżoniowski",2017,78.4
"19383",203000,"Powiat głogowski",2017,75.7
"19384",204000,"Powiat górowski",2017,75.2
"19385",205000,"Powiat jaworski",2017,76
"19386",206000,"Powiat jeleniogórski",2017,58.2
"19387",207000,"Powiat kamiennogórski",2017,78.8
"19388",208000,"Powiat kłodzki",2017,73.4
"19389",209000,"Powiat legnicki",2017,63.1
"19390",210000,"Powiat lubański",2017,71.4
"19391",211000,"Powiat lubiński",2017,65.4
"19392",212000,"Powiat lwówecki",2017,76.3
"19393",213000,"Powiat milicki",2017,82.1
"19394",214000,"Powiat oleśnicki",2017,76.3
"19395",215000,"Powiat oławski",2017,78
"19396",216000,"Powiat polkowicki",2017,72.9
"19397",217000,"Powiat strzeliński",2017,70.5
"19398",218000,"Powiat średzki",2017,70.9
"19399",219000,"Powiat świdnicki",2017,73.8
"19400",220000,"Powiat trzebnicki",2017,81.2
"19401",221000,"Powiat wałbrzyski",2017,80.2
"19402",222000,"Powiat wołowski",2017,70.2
"19403",223000,"Powiat wrocławski",2017,60
"19404",224000,"Powiat ząbkowicki",2017,78.4
"19405",225000,"Powiat zgorzelecki",2017,61.2
"19406",226000,"Powiat złotoryjski",2017,80.6
"19407",261000,"Powiat m.Jelenia Góra",2017,67.5
"19408",262000,"Powiat m.Legnica",2017,71.9
"19409",264000,"Powiat m.Wrocław",2017,44.9
"19410",265000,"Powiat m.Wałbrzych od 2013",2017,77.1
"19411",401000,"Powiat aleksandrowski",2017,81.8
"19412",402000,"Powiat brodnicki",2017,80.7
"19413",403000,"Powiat bydgoski",2017,68.8
"19414",404000,"Powiat chełmiński",2017,92.6
"19415",405000,"Powiat golubsko-dobrzyński",2017,88.2
"19416",406000,"Powiat grudziądzki",2017,73.2
"19417",407000,"Powiat inowrocławski",2017,79.2
"19418",408000,"Powiat lipnowski",2017,76.7
"19419",409000,"Powiat mogileński",2017,84.4
"19420",410000,"Powiat nakielski",2017,75.7
"19421",411000,"Powiat radziejowski",2017,90.2
"19422",412000,"Powiat rypiński",2017,87.7
"19423",413000,"Powiat sępoleński",2017,81.9
"19424",414000,"Powiat świecki",2017,77.1
"19425",415000,"Powiat toruński",2017,81.5
"19426",416000,"Powiat tucholski",2017,77.5
"19427",417000,"Powiat wąbrzeski",2017,79.3
"19428",418000,"Powiat włocławski",2017,59.7
"19429",419000,"Powiat żniński",2017,82.6
"19430",461000,"Powiat m.Bydgoszcz",2017,64.8
"19431",462000,"Powiat m.Grudziądz",2017,77.7
"19432",463000,"Powiat m.Toruń",2017,69.3
"19433",464000,"Powiat m.Włocławek",2017,70.8
"19434",601000,"Powiat bialski",2017,87.6
"19435",602000,"Powiat biłgorajski",2017,92.6
"19436",603000,"Powiat chełmski",2017,86.6
"19437",604000,"Powiat hrubieszowski",2017,85
"19438",605000,"Powiat janowski",2017,85.3
"19439",606000,"Powiat krasnostawski",2017,79
"19440",607000,"Powiat kraśnicki",2017,83.3
"19441",608000,"Powiat lubartowski",2017,80.6
"19442",609000,"Powiat lubelski",2017,71.7
"19443",610000,"Powiat łęczyński",2017,78
"19444",611000,"Powiat łukowski",2017,87
"19445",612000,"Powiat opolski",2017,81.2
"19446",613000,"Powiat parczewski",2017,84.4
"19447",614000,"Powiat puławski",2017,74.2
"19448",615000,"Powiat radzyński",2017,88.7
"19449",616000,"Powiat rycki",2017,82.4
"19450",617000,"Powiat świdnicki",2017,72.7
"19451",618000,"Powiat tomaszowski",2017,80.5
"19452",619000,"Powiat włodawski",2017,77.4
"19453",620000,"Powiat zamojski",2017,87.7
"19454",661000,"Powiat m.Biała Podlaska",2017,77.9
"19455",662000,"Powiat m.Chełm",2017,78.8
"19456",663000,"Powiat m.Lublin",2017,64.1
"19457",664000,"Powiat m.Zamość",2017,80.8
"19458",801000,"Powiat gorzowski",2017,70
"19459",802000,"Powiat krośnieński",2017,77.1
"19460",803000,"Powiat międzyrzecki",2017,74.4
"19461",804000,"Powiat nowosolski",2017,73.7
"19462",805000,"Powiat słubicki",2017,75.2
"19463",806000,"Powiat strzelecko-drezdenecki",2017,73.6
"19464",807000,"Powiat sulęciński",2017,73.6
"19465",808000,"Powiat świebodziński",2017,72.6
"19466",809000,"Powiat zielonogórski",2017,70.9
"19467",810000,"Powiat żagański",2017,69.7
"19468",811000,"Powiat żarski",2017,78.1
"19469",812000,"Powiat wschowski",2017,80.3
"19470",861000,"Powiat m.Gorzów Wielkopolski",2017,77.9
"19471",862000,"Powiat m.Zielona Góra",2017,66.5
"19472",1001000,"Powiat bełchatowski",2017,80.9
"19473",1002000,"Powiat kutnowski",2017,74.3
"19474",1003000,"Powiat łaski",2017,82.8
"19475",1004000,"Powiat łęczycki",2017,80.9
"19476",1005000,"Powiat łowicki",2017,71
"19477",1006000,"Powiat łódzki wschodni",2017,71.4
"19478",1007000,"Powiat opoczyński",2017,80.4
"19479",1008000,"Powiat pabianicki",2017,83.2
"19480",1009000,"Powiat pajęczański",2017,86.2
"19481",1010000,"Powiat piotrkowski",2017,72.3
"19482",1011000,"Powiat poddębicki",2017,73
"19483",1012000,"Powiat radomszczański",2017,84
"19484",1013000,"Powiat rawski",2017,78.6
"19485",1014000,"Powiat sieradzki",2017,73.7
"19486",1015000,"Powiat skierniewicki",2017,61.3
"19487",1016000,"Powiat tomaszowski",2017,72.4
"19488",1017000,"Powiat wieluński",2017,82.7
"19489",1018000,"Powiat wieruszowski",2017,78.9
"19490",1019000,"Powiat zduńskowolski",2017,83.5
"19491",1020000,"Powiat zgierski",2017,67.5
"19492",1021000,"Powiat brzeziński",2017,80.2
"19493",1061000,"Powiat m.Łódź",2017,47.9
"19494",1062000,"Powiat m.Piotrków Trybunalski",2017,62.6
"19495",1063000,"Powiat m.Skierniewice",2017,66
"19496",1201000,"Powiat bocheński",2017,84.4
"19497",1202000,"Powiat brzeski",2017,90.3
"19498",1203000,"Powiat chrzanowski",2017,82.9
"19499",1204000,"Powiat dąbrowski",2017,87.8
"19500",1205000,"Powiat gorlicki",2017,82.9
"19501",1206000,"Powiat krakowski",2017,77
"19502",1207000,"Powiat limanowski",2017,80.3
"19503",1208000,"Powiat miechowski",2017,83.2
"19504",1209000,"Powiat myślenicki",2017,74
"19505",1210000,"Powiat nowosądecki",2017,91.6
"19506",1211000,"Powiat nowotarski",2017,71.7
"19507",1212000,"Powiat olkuski",2017,80.1
"19508",1213000,"Powiat oświęcimski",2017,87
"19509",1214000,"Powiat proszowicki",2017,76.1
"19510",1215000,"Powiat suski",2017,76.9
"19511",1216000,"Powiat tarnowski",2017,87.7
"19512",1217000,"Powiat tatrzański",2017,65
"19513",1218000,"Powiat wadowicki",2017,80.9
"19514",1219000,"Powiat wielicki",2017,68.8
"19515",1261000,"Powiat m.Kraków",2017,71.4
"19516",1262000,"Powiat m.Nowy Sącz",2017,80.2
"19517",1263000,"Powiat m.Tarnów",2017,93.4
"19518",1401000,"Powiat białobrzeski",2017,71.8
"19519",1402000,"Powiat ciechanowski",2017,80.7
"19520",1403000,"Powiat garwoliński",2017,79.8
"19521",1404000,"Powiat gostyniński",2017,76.7
"19522",1405000,"Powiat grodziski",2017,71.1
"19523",1406000,"Powiat grójecki",2017,70
"19524",1407000,"Powiat kozienicki",2017,71.3
"19525",1408000,"Powiat legionowski",2017,60.8
"19526",1409000,"Powiat lipski",2017,83.1
"19527",1410000,"Powiat łosicki",2017,79.7
"19528",1411000,"Powiat makowski",2017,88.8
"19529",1412000,"Powiat miński",2017,73.3
"19530",1413000,"Powiat mławski",2017,82.9
"19531",1414000,"Powiat nowodworski",2017,70.6
"19532",1415000,"Powiat ostrołęcki",2017,79.2
"19533",1416000,"Powiat ostrowski",2017,76.6
"19534",1417000,"Powiat otwocki",2017,64.9
"19535",1418000,"Powiat piaseczyński",2017,56
"19536",1419000,"Powiat płocki",2017,73.8
"19537",1420000,"Powiat płoński",2017,83.2
"19538",1421000,"Powiat pruszkowski",2017,57
"19539",1422000,"Powiat przasnyski",2017,84.2
"19540",1423000,"Powiat przysuski",2017,81.7
"19541",1424000,"Powiat pułtuski",2017,77.9
"19542",1425000,"Powiat radomski",2017,72
"19543",1426000,"Powiat siedlecki",2017,74
"19544",1427000,"Powiat sierpecki",2017,86.8
"19545",1428000,"Powiat sochaczewski",2017,79.9
"19546",1429000,"Powiat sokołowski",2017,85.3
"19547",1430000,"Powiat szydłowiecki",2017,73.4
"19548",1432000,"Powiat warszawski zachodni",2017,58
"19549",1433000,"Powiat węgrowski",2017,79.1
"19550",1434000,"Powiat wołomiński",2017,60.6
"19551",1435000,"Powiat wyszkowski",2017,71.6
"19552",1436000,"Powiat zwoleński",2017,92
"19553",1437000,"Powiat żuromiński",2017,92.3
"19554",1438000,"Powiat żyrardowski",2017,64.7
"19555",1461000,"Powiat m.Ostrołęka",2017,78
"19556",1462000,"Powiat m.Płock",2017,67.8
"19557",1463000,"Powiat m.Radom",2017,61.2
"19558",1464000,"Powiat m.Siedlce",2017,68.9
"19559",1465000,"Powiat m. st. Warszawa",2017,46.4
"19560",1601000,"Powiat brzeski",2017,67.3
"19561",1602000,"Powiat głubczycki",2017,83.8
"19562",1603000,"Powiat kędzierzyńsko-kozielski",2017,69.7
"19563",1604000,"Powiat kluczborski",2017,91.9
"19564",1605000,"Powiat krapkowicki",2017,72.7
"19565",1606000,"Powiat namysłowski",2017,84.4
"19566",1607000,"Powiat nyski",2017,76.2
"19567",1608000,"Powiat oleski",2017,88.9
"19568",1609000,"Powiat opolski",2017,68.8
"19569",1610000,"Powiat prudnicki",2017,81.6
"19570",1611000,"Powiat strzelecki",2017,70.3
"19571",1661000,"Powiat m.Opole",2017,54.2
"19572",1801000,"Powiat bieszczadzki",2017,87.1
"19573",1802000,"Powiat brzozowski",2017,81.6
"19574",1803000,"Powiat dębicki",2017,77.9
"19575",1804000,"Powiat jarosławski",2017,82.5
"19576",1805000,"Powiat jasielski",2017,78.8
"19577",1806000,"Powiat kolbuszowski",2017,79.6
"19578",1807000,"Powiat krośnieński",2017,85
"19579",1808000,"Powiat leżajski",2017,80.4
"19580",1809000,"Powiat lubaczowski",2017,86.6
"19581",1810000,"Powiat łańcucki",2017,77.3
"19582",1811000,"Powiat mielecki",2017,65
"19583",1812000,"Powiat niżański",2017,79
"19584",1813000,"Powiat przemyski",2017,76.7
"19585",1814000,"Powiat przeworski",2017,86.9
"19586",1815000,"Powiat ropczycko-sędziszowski",2017,80.6
"19587",1816000,"Powiat rzeszowski",2017,71.2
"19588",1817000,"Powiat sanocki",2017,76.2
"19589",1818000,"Powiat stalowowolski",2017,73.7
"19590",1819000,"Powiat strzyżowski",2017,72.1
"19591",1820000,"Powiat tarnobrzeski",2017,79.5
"19592",1821000,"Powiat leski",2017,85.6
"19593",1861000,"Powiat m.Krosno",2017,96.2
"19594",1862000,"Powiat m.Przemyśl",2017,63.4
"19595",1863000,"Powiat m.Rzeszów",2017,60.6
"19596",1864000,"Powiat m.Tarnobrzeg",2017,78.9
"19597",2001000,"Powiat augustowski",2017,67.7
"19598",2002000,"Powiat białostocki",2017,70
"19599",2003000,"Powiat bielski",2017,76.5
"19600",2004000,"Powiat grajewski",2017,73.8
"19601",2005000,"Powiat hajnowski",2017,79.1
"19602",2006000,"Powiat kolneński",2017,83.4
"19603",2007000,"Powiat łomżyński",2017,79.1
"19604",2008000,"Powiat moniecki",2017,78.2
"19605",2009000,"Powiat sejneński",2017,79.2
"19606",2010000,"Powiat siemiatycki",2017,85.1
"19607",2011000,"Powiat sokólski",2017,75.9
"19608",2012000,"Powiat suwalski",2017,75.8
"19609",2013000,"Powiat wysokomazowiecki",2017,80.3
"19610",2014000,"Powiat zambrowski",2017,73.7
"19611",2061000,"Powiat m.Białystok",2017,63.4
"19612",2062000,"Powiat m.Łomża",2017,86.3
"19613",2063000,"Powiat m.Suwałki",2017,74.4
"19614",2201000,"Powiat bytowski",2017,83.2
"19615",2202000,"Powiat chojnicki",2017,78.6
"19616",2203000,"Powiat człuchowski",2017,76.3
"19617",2204000,"Powiat gdański",2017,63.2
"19618",2205000,"Powiat kartuski",2017,68.6
"19619",2206000,"Powiat kościerski",2017,71.5
"19620",2207000,"Powiat kwidzyński",2017,77.7
"19621",2208000,"Powiat lęborski",2017,63.3
"19622",2209000,"Powiat malborski",2017,70.5
"19623",2210000,"Powiat nowodworski",2017,67
"19624",2211000,"Powiat pucki",2017,76.5
"19625",2212000,"Powiat słupski",2017,76.8
"19626",2213000,"Powiat starogardzki",2017,74.3
"19627",2214000,"Powiat tczewski",2017,70.9
"19628",2215000,"Powiat wejherowski",2017,65.2
"19629",2216000,"Powiat sztumski",2017,81.7
"19630",2261000,"Powiat m.Gdańsk",2017,54.4
"19631",2262000,"Powiat m.Gdynia",2017,62.1
"19632",2263000,"Powiat m.Słupsk",2017,71
"19633",2264000,"Powiat m.Sopot",2017,57.4
"19634",2401000,"Powiat będziński",2017,80.9
"19635",2402000,"Powiat bielski",2017,70
"19636",2403000,"Powiat cieszyński",2017,80.9
"19637",2404000,"Powiat częstochowski",2017,82.8
"19638",2405000,"Powiat gliwicki",2017,73
"19639",2406000,"Powiat kłobucki",2017,86.2
"19640",2407000,"Powiat lubliniecki",2017,88
"19641",2408000,"Powiat mikołowski",2017,76.5
"19642",2409000,"Powiat myszkowski",2017,85.3
"19643",2410000,"Powiat pszczyński",2017,73.4
"19644",2411000,"Powiat raciborski",2017,91.5
"19645",2412000,"Powiat rybnicki",2017,75.4
"19646",2413000,"Powiat tarnogórski",2017,84.6
"19647",2414000,"Powiat bieruńsko-lędziński",2017,86.1
"19648",2415000,"Powiat wodzisławski",2017,78.4
"19649",2416000,"Powiat zawierciański",2017,80.8
"19650",2417000,"Powiat żywiecki",2017,80.2
"19651",2461000,"Powiat m.Bielsko-Biała",2017,71
"19652",2462000,"Powiat m.Bytom",2017,76.8
"19653",2463000,"Powiat m.Chorzów",2017,66.6
"19654",2464000,"Powiat m.Częstochowa",2017,75.2
"19655",2465000,"Powiat m.Dąbrowa Górnicza",2017,76.7
"19656",2466000,"Powiat m.Gliwice",2017,69.2
"19657",2467000,"Powiat m.Jastrzębie-Zdrój",2017,81.7
"19658",2468000,"Powiat m.Jaworzno",2017,74.4
"19659",2469000,"Powiat m.Katowice",2017,68
"19660",2470000,"Powiat m.Mysłowice",2017,68.4
"19661",2471000,"Powiat m.Piekary Śląskie",2017,82.5
"19662",2472000,"Powiat m.Ruda Śląska",2017,79.2
"19663",2473000,"Powiat m.Rybnik",2017,79.4
"19664",2474000,"Powiat m.Siemianowice Śląskie",2017,86.9
"19665",2475000,"Powiat m.Sosnowiec",2017,74.5
"19666",2476000,"Powiat m.Świętochłowice",2017,83.2
"19667",2477000,"Powiat m.Tychy",2017,88
"19668",2478000,"Powiat m.Zabrze",2017,72.5
"19669",2479000,"Powiat m.Żory",2017,79.6
"19670",2601000,"Powiat buski",2017,88.9
"19671",2602000,"Powiat jędrzejowski",2017,79.4
"19672",2603000,"Powiat kazimierski",2017,89.7
"19673",2604000,"Powiat kielecki",2017,81
"19674",2605000,"Powiat konecki",2017,72.5
"19675",2606000,"Powiat opatowski",2017,95
"19676",2607000,"Powiat ostrowiecki",2017,72.9
"19677",2608000,"Powiat pińczowski",2017,72.7
"19678",2609000,"Powiat sandomierski",2017,81.4
"19679",2610000,"Powiat skarżyski",2017,80.1
"19680",2611000,"Powiat starachowicki",2017,83.4
"19681",2612000,"Powiat staszowski",2017,89.6
"19682",2613000,"Powiat włoszczowski",2017,89.8
"19683",2661000,"Powiat m.Kielce",2017,68.8
"19684",2801000,"Powiat bartoszycki",2017,70.9
"19685",2802000,"Powiat braniewski",2017,81.3
"19686",2803000,"Powiat działdowski",2017,74.2
"19687",2804000,"Powiat elbląski",2017,73.2
"19688",2805000,"Powiat ełcki",2017,79.9
"19689",2806000,"Powiat giżycki",2017,69
"19690",2807000,"Powiat iławski",2017,77.9
"19691",2808000,"Powiat kętrzyński",2017,74.1
"19692",2809000,"Powiat lidzbarski",2017,71.1
"19693",2810000,"Powiat mrągowski",2017,70.1
"19694",2811000,"Powiat nidzicki",2017,71.4
"19695",2812000,"Powiat nowomiejski",2017,88.5
"19696",2813000,"Powiat olecki",2017,87.9
"19697",2814000,"Powiat olsztyński",2017,70.2
"19698",2815000,"Powiat ostródzki",2017,69.5
"19699",2816000,"Powiat piski",2017,74.9
"19700",2817000,"Powiat szczycieński",2017,62.5
"19701",2818000,"Powiat gołdapski",2017,84.9
"19702",2819000,"Powiat węgorzewski",2017,77.7
"19703",2861000,"Powiat m.Elbląg",2017,71
"19704",2862000,"Powiat m.Olsztyn",2017,60.7
"19705",3001000,"Powiat chodzieski",2017,85.8
"19706",3002000,"Powiat czarnkowsko-trzcianecki",2017,85.1
"19707",3003000,"Powiat gnieźnieński",2017,74
"19708",3004000,"Powiat gostyński",2017,95.5
"19709",3005000,"Powiat grodziski",2017,87.9
"19710",3006000,"Powiat jarociński",2017,84.8
"19711",3007000,"Powiat kaliski",2017,90.9
"19712",3008000,"Powiat kępiński",2017,88.2
"19713",3009000,"Powiat kolski",2017,88.1
"19714",3010000,"Powiat koniński",2017,83.6
"19715",3011000,"Powiat kościański",2017,90.3
"19716",3012000,"Powiat krotoszyński",2017,90.3
"19717",3013000,"Powiat leszczyński",2017,84
"19718",3014000,"Powiat międzychodzki",2017,83.9
"19719",3015000,"Powiat nowotomyski",2017,91.4
"19720",3016000,"Powiat obornicki",2017,81.6
"19721",3017000,"Powiat ostrowski",2017,82.8
"19722",3018000,"Powiat ostrzeszowski",2017,89.4
"19723",3019000,"Powiat pilski",2017,80.6
"19724",3020000,"Powiat pleszewski",2017,90.5
"19725",3021000,"Powiat poznański",2017,60.4
"19726",3022000,"Powiat rawicki",2017,92.3
"19727",3023000,"Powiat słupecki",2017,91.9
"19728",3024000,"Powiat szamotulski",2017,86.4
"19729",3025000,"Powiat średzki",2017,82.3
"19730",3026000,"Powiat śremski",2017,86.5
"19731",3027000,"Powiat turecki",2017,91.2
"19732",3028000,"Powiat wągrowiecki",2017,83.6
"19733",3029000,"Powiat wolsztyński",2017,84.2
"19734",3030000,"Powiat wrzesiński",2017,72
"19735",3031000,"Powiat złotowski",2017,84.3
"19736",3061000,"Powiat m.Kalisz",2017,76.5
"19737",3062000,"Powiat m.Konin",2017,76.1
"19738",3063000,"Powiat m.Leszno",2017,85.9
"19739",3064000,"Powiat m.Poznań",2017,55.9
"19740",3201000,"Powiat białogardzki",2017,75.2
"19741",3202000,"Powiat choszczeński",2017,85.1
"19742",3203000,"Powiat drawski",2017,75.8
"19743",3204000,"Powiat goleniowski",2017,79.5
"19744",3205000,"Powiat gryficki",2017,67.9
"19745",3206000,"Powiat gryfiński",2017,77.1
"19746",3207000,"Powiat kamieński",2017,60
"19747",3208000,"Powiat kołobrzeski",2017,65.5
"19748",3209000,"Powiat koszaliński",2017,70.8
"19749",3210000,"Powiat myśliborski",2017,77.9
"19750",3211000,"Powiat policki",2017,77
"19751",3212000,"Powiat pyrzycki",2017,85.8
"19752",3213000,"Powiat sławieński",2017,76.9
"19753",3214000,"Powiat stargardzki",2017,70.6
"19754",3215000,"Powiat szczecinecki",2017,82
"19755",3216000,"Powiat świdwiński",2017,84
"19756",3217000,"Powiat wałecki",2017,78.4
"19757",3218000,"Powiat łobeski",2017,78.1
"19758",3261000,"Powiat m.Koszalin",2017,76
"19759",3262000,"Powiat m.Szczecin",2017,69.7
"19760",3263000,"Powiat m.Świnoujście",2017,69.2
"19761",201000,"Powiat bolesławiecki",2018,66.3
"19762",202000,"Powiat dzierżoniowski",2018,77
"19763",203000,"Powiat głogowski",2018,76.6
"19764",204000,"Powiat górowski",2018,75.1
"19765",205000,"Powiat jaworski",2018,77.6
"19766",206000,"Powiat jeleniogórski",2018,57.5
"19767",207000,"Powiat kamiennogórski",2018,79.1
"19768",208000,"Powiat kłodzki",2018,75.4
"19769",209000,"Powiat legnicki",2018,76.5
"19770",210000,"Powiat lubański",2018,75.4
"19771",211000,"Powiat lubiński",2018,68.2
"19772",212000,"Powiat lwówecki",2018,75.5
"19773",213000,"Powiat milicki",2018,80.2
"19774",214000,"Powiat oleśnicki",2018,73.9
"19775",215000,"Powiat oławski",2018,72.2
"19776",216000,"Powiat polkowicki",2018,74.3
"19777",217000,"Powiat strzeliński",2018,71.9
"19778",218000,"Powiat średzki",2018,71.3
"19779",219000,"Powiat świdnicki",2018,82.3
"19780",220000,"Powiat trzebnicki",2018,80.3
"19781",221000,"Powiat wałbrzyski",2018,82.5
"19782",222000,"Powiat wołowski",2018,71.5
"19783",223000,"Powiat wrocławski",2018,54.4
"19784",224000,"Powiat ząbkowicki",2018,82.9
"19785",225000,"Powiat zgorzelecki",2018,61.7
"19786",226000,"Powiat złotoryjski",2018,77.4
"19787",261000,"Powiat m.Jelenia Góra",2018,78.2
"19788",262000,"Powiat m.Legnica",2018,67.2
"19789",264000,"Powiat m.Wrocław",2018,43
"19790",265000,"Powiat m.Wałbrzych od 2013",2018,81.2
"19791",401000,"Powiat aleksandrowski",2018,84.4
"19792",402000,"Powiat brodnicki",2018,81.9
"19793",403000,"Powiat bydgoski",2018,71.1
"19794",404000,"Powiat chełmiński",2018,86.4
"19795",405000,"Powiat golubsko-dobrzyński",2018,82.1
"19796",406000,"Powiat grudziądzki",2018,79.5
"19797",407000,"Powiat inowrocławski",2018,93.2
"19798",408000,"Powiat lipnowski",2018,77.3
"19799",409000,"Powiat mogileński",2018,84.6
"19800",410000,"Powiat nakielski",2018,82.9
"19801",411000,"Powiat radziejowski",2018,86.4
"19802",412000,"Powiat rypiński",2018,83.5
"19803",413000,"Powiat sępoleński",2018,84.7
"19804",414000,"Powiat świecki",2018,77.6
"19805",415000,"Powiat toruński",2018,75.7
"19806",416000,"Powiat tucholski",2018,83.8
"19807",417000,"Powiat wąbrzeski",2018,79.9
"19808",418000,"Powiat włocławski",2018,64.6
"19809",419000,"Powiat żniński",2018,81.1
"19810",461000,"Powiat m.Bydgoszcz",2018,72.2
"19811",462000,"Powiat m.Grudziądz",2018,70.3
"19812",463000,"Powiat m.Toruń",2018,67.2
"19813",464000,"Powiat m.Włocławek",2018,63.8
"19814",601000,"Powiat bialski",2018,90.2
"19815",602000,"Powiat biłgorajski",2018,87.3
"19816",603000,"Powiat chełmski",2018,88.4
"19817",604000,"Powiat hrubieszowski",2018,92.9
"19818",605000,"Powiat janowski",2018,92
"19819",606000,"Powiat krasnostawski",2018,88.9
"19820",607000,"Powiat kraśnicki",2018,92.1
"19821",608000,"Powiat lubartowski",2018,87.6
"19822",609000,"Powiat lubelski",2018,80.3
"19823",610000,"Powiat łęczyński",2018,84
"19824",611000,"Powiat łukowski",2018,89.1
"19825",612000,"Powiat opolski",2018,81.3
"19826",613000,"Powiat parczewski",2018,88.2
"19827",614000,"Powiat puławski",2018,77.8
"19828",615000,"Powiat radzyński",2018,86.7
"19829",616000,"Powiat rycki",2018,83.4
"19830",617000,"Powiat świdnicki",2018,88
"19831",618000,"Powiat tomaszowski",2018,85.2
"19832",619000,"Powiat włodawski",2018,81.2
"19833",620000,"Powiat zamojski",2018,88.4
"19834",661000,"Powiat m.Biała Podlaska",2018,81.4
"19835",662000,"Powiat m.Chełm",2018,80.5
"19836",663000,"Powiat m.Lublin",2018,67.1
"19837",664000,"Powiat m.Zamość",2018,82.8
"19838",801000,"Powiat gorzowski",2018,72.3
"19839",802000,"Powiat krośnieński",2018,78.5
"19840",803000,"Powiat międzyrzecki",2018,75.6
"19841",804000,"Powiat nowosolski",2018,80
"19842",805000,"Powiat słubicki",2018,74
"19843",806000,"Powiat strzelecko-drezdenecki",2018,78.6
"19844",807000,"Powiat sulęciński",2018,79.1
"19845",808000,"Powiat świebodziński",2018,74.8
"19846",809000,"Powiat zielonogórski",2018,78.3
"19847",810000,"Powiat żagański",2018,77.4
"19848",811000,"Powiat żarski",2018,73.7
"19849",812000,"Powiat wschowski",2018,79.8
"19850",861000,"Powiat m.Gorzów Wielkopolski",2018,71.8
"19851",862000,"Powiat m.Zielona Góra",2018,69.4
"19852",1001000,"Powiat bełchatowski",2018,83.2
"19853",1002000,"Powiat kutnowski",2018,75.7
"19854",1003000,"Powiat łaski",2018,68.8
"19855",1004000,"Powiat łęczycki",2018,85.2
"19856",1005000,"Powiat łowicki",2018,79
"19857",1006000,"Powiat łódzki wschodni",2018,73.6
"19858",1007000,"Powiat opoczyński",2018,84
"19859",1008000,"Powiat pabianicki",2018,73.8
"19860",1009000,"Powiat pajęczański",2018,81.6
"19861",1010000,"Powiat piotrkowski",2018,89.6
"19862",1011000,"Powiat poddębicki",2018,71.7
"19863",1012000,"Powiat radomszczański",2018,86.2
"19864",1013000,"Powiat rawski",2018,87.3
"19865",1014000,"Powiat sieradzki",2018,77.2
"19866",1015000,"Powiat skierniewicki",2018,76.4
"19867",1016000,"Powiat tomaszowski",2018,74.2
"19868",1017000,"Powiat wieluński",2018,81.9
"19869",1018000,"Powiat wieruszowski",2018,80.8
"19870",1019000,"Powiat zduńskowolski",2018,83.9
"19871",1020000,"Powiat zgierski",2018,75.8
"19872",1021000,"Powiat brzeziński",2018,81.9
"19873",1061000,"Powiat m.Łódź",2018,48
"19874",1062000,"Powiat m.Piotrków Trybunalski",2018,65
"19875",1063000,"Powiat m.Skierniewice",2018,63
"19876",1201000,"Powiat bocheński",2018,95.8
"19877",1202000,"Powiat brzeski",2018,92.7
"19878",1203000,"Powiat chrzanowski",2018,88.8
"19879",1204000,"Powiat dąbrowski",2018,77.8
"19880",1205000,"Powiat gorlicki",2018,88.2
"19881",1206000,"Powiat krakowski",2018,77.1
"19882",1207000,"Powiat limanowski",2018,80.5
"19883",1208000,"Powiat miechowski",2018,77.1
"19884",1209000,"Powiat myślenicki",2018,77.6
